nation,pos,age,born,90s,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Int,Tkl+Int,Clr,Err,league,season,stat_type
,,,,,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,,,,,,,
ENG,MF,19-333,2005,0.1,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,0,0,ENG-Premier League,2024,defense
ENG,DF,25-280,1999,11.8,20,16,7,12,1,12,23,52.2,11,19,9,10,19,39,57,3,ENG-Premier League,2024,defense
ENG,DF,25-222,1999,28.0,77,49,49,23,5,21,39,53.8,18,54,10,44,13,90,83,2,ENG-Premier League,2024,defense
ENG,MF,29-359,1995,18.3,61,33,17,31,13,27,58,46.6,31,27,12,15,16,77,19,1,ENG-Premier League,2024,defense
MLI,MF,32-100,1993,23.9,41,24,19,16,6,11,32,34.4,21,29,6,23,7,48,18,1,ENG-Premier League,2024,defense
ALB,FW,23-213,2001,2.3,2,1,1,1,0,0,0,,0,3,0,3,0,2,4,0,ENG-Premier League,2024,defense
ENG,"DF,FW",39-276,1985,17.6,50,28,22,21,7,31,49,63.3,18,10,3,7,22,72,58,1,ENG-Premier League,2024,defense
GNB,FW,27-070,1998,11.9,12,6,2,6,4,5,7,71.4,2,5,1,4,3,15,17,0,ENG-Premier League,2024,defense
ARG,"MF,FW",22-132,2002,4.6,11,5,5,3,3,3,8,37.5,5,4,1,3,3,14,5,0,ENG-Premier League,2024,defense
ENG,FW,28-026,1997,17.5,9,7,1,4,4,2,6,33.3,4,6,2,4,6,15,18,0,ENG-Premier League,2024,defense
ENG,"MF,FW",25-140,1999,12.7,10,6,5,3,2,7,16,43.8,9,7,0,7,5,15,1,1,ENG-Premier League,2024,defense
ENG,MF,18-082,2007,0.5,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0,ENG-Premier League,2024,defense
SEN,MF,35-197,1989,27.2,115,69,55,45,15,51,82,62.2,31,41,8,33,37,152,26,1,ENG-Premier League,2024,defense
SEN,FW,25-036,2000,21.9,46,24,18,14,14,19,44,43.2,25,23,4,19,17,63,22,1,ENG-Premier League,2024,defense
ENG,FW,28-142,1996,18.4,27,19,12,8,7,14,35,40.0,21,15,2,13,7,34,31,2,ENG-Premier League,2024,defense
IRL,DF,23-331,2001,11.5,19,13,16,3,0,13,17,76.5,4,12,3,9,3,22,67,0,ENG-Premier League,2024,defense
ENG,"MF,DF",24-029,2001,10.7,25,15,14,9,2,12,27,44.4,15,13,3,10,14,39,28,0,ENG-Premier League,2024,defense
ENG,DF,32-143,1992,30.9,61,38,38,20,3,23,38,60.5,15,56,41,15,39,100,202,4,ENG-Premier League,2024,defense
ENG,DF,22-288,2002,22.1,32,18,25,7,0,17,24,70.8,7,26,18,8,23,55,160,3,ENG-Premier League,2024,defense
DEN,FW,25-041,2000,13.8,45,25,24,19,2,19,55,34.5,36,15,3,12,12,57,17,0,ENG-Premier League,2024,defense
ENG,GK,31-035,1994,31.0,1,0,1,0,0,1,2,50.0,1,0,0,0,1,2,28,1,ENG-Premier League,2024,defense
ENG,"FW,DF",28-171,1996,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,ENG-Premier League,2024,defense
ENG,DF,32-090,1993,9.0,10,7,7,2,1,7,10,70.0,3,9,6,3,10,20,50,0,ENG-Premier League,2024,defense
SCO,"DF,FW",23-177,2001,2.3,4,1,2,2,0,2,6,33.3,4,2,0,2,0,4,4,0,ENG-Premier League,2024,defense
BEL,MF,27-024,1998,14.0,16,8,3,11,2,5,8,62.5,3,8,3,5,21,37,24,1,ENG-Premier League,2024,defense
ENG,DF,20-106,2004,1.0,5,5,3,2,0,4,4,100.0,0,1,0,1,1,6,3,0,ENG-Premier League,2024,defense
IRL,DF,36-182,1988,2.2,2,1,1,1,0,2,3,66.7,1,5,3,2,1,3,7,0,ENG-Premier League,2024,defense
ENG,MF,21-285,2003,6.2,26,12,12,9,5,13,20,65.0,7,16,4,12,14,40,11,1,ENG-Premier League,2024,defense
UKR,DF,25-317,1999,27.2,52,31,31,13,8,24,45,53.3,21,22,9,13,32,84,123,1,ENG-Premier League,2024,defense
POR,"FW,MF",20-322,2004,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,ENG-Premier League,2024,defense
ESP,"FW,MF",29-076,1996,16.5,15,10,8,2,5,5,13,38.5,8,6,0,6,1,16,5,3,ENG-Premier League,2024,defense
NGA,"FW,MF",28-343,1996,27.4,36,20,13,18,5,17,27,63.0,10,22,1,21,10,46,27,0,ENG-Premier League,2024,defense
BRA,MF,29-100,1996,18.6,22,12,7,11,4,10,37,27.0,27,15,2,13,8,30,14,2,ENG-Premier League,2024,defense
USA,DF,27-246,1997,30.2,82,54,50,26,6,43,82,52.4,39,34,5,29,53,135,109,0,ENG-Premier League,2024,defense
GER,GK,33-038,1992,31.0,2,2,2,0,0,2,2,100.0,0,1,0,1,0,2,7,4,ENG-Premier League,2024,defense
NGA,DF,25-101,1999,28.2,47,29,29,18,0,19,26,73.1,7,36,17,19,16,63,89,7,ENG-Premier League,2024,defense
BRA,MF,30-017,1995,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,ENG-Premier League,2024,defense
ENG,MF,24-257,2000,20.1,30,17,7,13,10,8,24,33.3,16,19,2,17,10,40,14,0,ENG-Premier League,2024,defense
ENG,MF,30-074,1995,1.0,6,3,3,2,1,1,3,33.3,2,1,0,1,1,7,3,0,ENG-Premier League,2024,defense
WAL,"FW,MF",28-020,1997,9.3,10,6,6,3,1,6,11,54.5,5,13,1,12,5,15,5,1,ENG-Premier League,2024,defense
FRA,DF,28-092,1997,14.9,26,12,18,8,0,13,18,72.2,5,10,7,3,9,35,72,2,ENG-Premier League,2024,defense
ENG,MF,22-138,2002,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,ENG-Premier League,2024,defense
DEN,DF,28-315,1996,21.7,24,17,18,5,1,13,19,68.4,6,23,18,5,28,52,132,1,ENG-Premier League,2024,defense
ESP,DF,25-145,1999,2.9,2,2,2,0,0,2,5,40.0,3,3,3,0,2,4,21,0,ENG-Premier League,2024,defense
ENG,"MF,FW",18-098,2007,0.9,5,3,2,3,0,0,2,0.0,2,2,0,2,1,6,1,0,ENG-Premier League,2024,defense
NED,DF,29-184,1995,14.1,41,27,20,12,9,17,28,60.7,11,19,6,13,28,69,37,0,ENG-Premier League,2024,defense
ENG,FW,22-028,2003,0.2,0,0,0,0,0,0,0,,0,1,0,1,1,1,0,0,ENG-Premier League,2024,defense
MEX,FW,33-341,1991,21.4,27,17,6,14,7,6,17,35.3,11,18,5,13,9,36,16,3,ENG-Premier League,2024,defense
ENG,FW,25-122,1999,5.4,8,6,3,3,2,5,13,38.5,8,11,0,11,5,13,2,0,ENG-Premier League,2024,defense
BRA,FW,23-342,2001,10.1,10,5,3,5,2,4,4,100.0,0,9,2,7,5,15,12,0,ENG-Premier League,2024,defense
ENG,"FW,DF",24-328,2000,2.1,6,1,3,2,1,2,5,40.0,3,3,0,3,2,8,3,0,ENG-Premier League,2024,defense
NOR,MF,27-056,1998,20.3,48,28,22,22,4,25,35,71.4,10,24,8,16,19,67,30,1,ENG-Premier League,2024,defense
SRB,MF,28-241,1996,20.9,56,31,15,36,5,16,45,35.6,29,16,6,10,22,78,29,0,ENG-Premier League,2024,defense
BEL,DF,29-127,1995,16.9,45,28,27,15,3,26,44,59.1,18,13,4,9,20,65,77,0,ENG-Premier League,2024,defense
SCO,MF,34-081,1991,4.9,10,5,4,2,4,4,7,57.1,3,4,1,3,4,14,1,1,ENG-Premier League,2024,defense
BRA,"MF,FW",36-245,1988,1.7,1,1,0,1,0,1,3,33.3,2,0,0,0,1,2,1,0,ENG-Premier League,2024,defense
ENG,GK,28-244,1996,7.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,6,0,ENG-Premier League,2024,defense
IRQ,FW,23-041,2002,1.5,1,0,0,0,1,0,2,0.0,2,0,0,0,0,1,2,0,ENG-Premier League,2024,defense
KVX,GK,26-155,1998,18.0,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,10,5,ENG-Premier League,2024,defense
COD,DF,27-148,1997,14.1,25,13,16,3,6,13,21,61.9,8,13,6,7,19,44,43,0,ENG-Premier League,2024,defense
ENG,DF,27-086,1998,1.2,0,0,0,0,0,0,0,,0,1,1,0,2,2,1,0,ENG-Premier League,2024,defense
ENG,"DF,FW",25-077,2000,12.6,32,21,20,9,3,17,38,44.7,21,18,5,13,12,44,46,1,ENG-Premier League,2024,defense
AUS,DF,29-172,1995,12.5,10,7,8,2,0,6,7,85.7,1,14,11,3,10,20,90,1,ENG-Premier League,2024,defense
IRL,FW,27-345,1997,2.6,7,3,1,2,4,2,4,50.0,2,1,0,1,1,8,3,0,ENG-Premier League,2024,defense
ENG,GK,29-153,1995,6.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,1,ENG-Premier League,2024,defense
ENG,"MF,FW",28-054,1997,6.9,12,5,4,6,2,6,13,46.2,7,8,1,7,3,15,2,0,ENG-Premier League,2024,defense
ENG,DF,32-038,1993,3.4,10,7,9,1,0,8,11,72.7,3,8,6,2,4,14,12,0,ENG-Premier League,2024,defense
IRL,DF,26-038,1999,27.7,40,25,26,11,3,17,27,63.0,10,53,43,10,30,70,172,4,ENG-Premier League,2024,defense
ENG,DF,27-223,1997,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,ENG-Premier League,2024,defense
SCO,FW,26-055,1999,3.3,2,2,1,0,1,1,2,50.0,1,0,0,0,1,3,6,0,ENG-Premier League,2024,defense
ENG,DF,24-040,2001,4.2,5,3,3,2,0,3,6,50.0,3,5,4,1,4,9,14,3,ENG-Premier League,2024,defense
ENG,"FW,MF",24-139,2000,9.9,27,16,10,9,8,15,30,50.0,15,5,0,5,5,32,16,1,ENG-Premier League,2024,defense
IRL,MF,26-292,1998,6.0,15,7,4,9,2,9,17,52.9,8,5,2,3,4,19,16,0,ENG-Premier League,2024,defense
ENG,DF,24-211,2000,18.5,27,13,11,15,1,14,22,63.6,8,27,19,8,17,44,104,2,ENG-Premier League,2024,defense
ENG,"FW,DF",23-062,2002,5.2,14,7,6,6,2,8,15,53.3,7,10,1,9,10,24,9,1,ENG-Premier League,2024,defense
SWE,MF,25-244,1999,17.8,37,18,16,20,1,18,44,40.9,26,19,5,14,21,58,27,2,ENG-Premier League,2024,defense
PAR,"FW,MF",21-078,2004,4.8,5,3,2,1,2,2,3,66.7,1,2,0,2,1,6,1,0,ENG-Premier League,2024,defense
ENG,MF,29-130,1995,13.5,34,19,8,19,7,15,38,39.5,23,35,6,29,19,53,37,2,ENG-Premier League,2024,defense
ENG,DF,25-089,2000,27.5,45,26,32,9,4,29,46,63.0,17,22,7,15,23,68,68,3,ENG-Premier League,2024,defense
ENG,FW,22-062,2003,25.8,10,7,3,2,5,2,14,14.3,12,8,0,8,2,12,26,0,ENG-Premier League,2024,defense
ENG,DF,26-172,1998,11.2,9,6,5,4,0,2,5,40.0,3,17,11,6,18,27,60,0,ENG-Premier League,2024,defense
ENG,MF,29-046,1996,0.5,1,0,0,0,1,0,3,0.0,3,2,1,1,0,1,1,0,ENG-Premier League,2024,defense
AUS,MF,32-198,1992,2.0,8,5,6,1,1,4,7,57.1,3,4,2,2,2,10,2,0,ENG-Premier League,2024,defense
WAL,"MF,FW",27-006,1998,6.6,7,3,2,5,0,3,9,33.3,6,6,1,5,4,11,5,0,ENG-Premier League,2024,defense
ENG,"MF,FW",21-163,2003,24.7,30,11,14,9,7,13,45,28.9,32,24,1,23,10,40,13,1,ENG-Premier League,2024,defense
EGY,MF,33-213,1991,23.9,55,31,29,22,4,23,54,42.6,31,24,9,15,25,80,37,4,ENG-Premier League,2024,defense
IRL,"FW,MF",29-199,1995,10.9,15,9,4,9,2,6,23,26.1,17,10,2,8,6,21,14,0,ENG-Premier League,2024,defense
WAL,"FW,DF",30-139,1994,10.3,13,11,1,9,3,4,10,40.0,6,7,2,5,10,23,13,2,ENG-Premier League,2024,defense
GHA,FW,21-034,2004,6.4,21,15,13,2,6,11,19,57.9,8,7,0,7,4,25,12,0,ENG-Premier League,2024,defense
MAR,MF,20-336,2004,18.4,43,23,14,24,5,12,20,60.0,8,17,3,14,5,48,5,3,ENG-Premier League,2024,defense
JAM,"FW,MF",32-068,1993,7.1,8,3,3,5,0,3,13,23.1,10,6,1,5,0,8,8,0,ENG-Premier League,2024,defense
FRA,MF,26-043,1999,19.2,30,15,20,9,1,16,27,59.3,11,14,6,8,23,53,22,3,ENG-Premier League,2024,defense
ITA,DF,23-272,2001,11.5,24,13,8,14,2,10,17,58.8,7,22,12,10,14,38,73,2,ENG-Premier League,2024,defense
ENG,DF,32-045,1993,12.0,11,8,5,5,1,2,4,50.0,2,21,16,5,11,22,43,2,ENG-Premier League,2024,defense
WAL,GK,31-293,1993,1.5,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,ENG-Premier League,2024,defense
ARG,"FW,MF",20-109,2004,15.5,48,27,15,19,14,20,63,31.7,43,32,6,26,10,58,12,0,ENG-Premier League,2024,defense
BAN,"MF,DF",27-192,1997,1.5,1,1,1,0,0,1,3,33.3,2,4,2,2,5,6,2,0,ENG-Premier League,2024,defense
ENG,MF,29-068,1996,17.1,24,11,12,10,2,13,30,43.3,17,19,7,12,9,33,20,0,ENG-Premier League,2024,defense
POL,GK,24-113,2000,6.0,2,1,2,0,0,1,2,50.0,1,0,0,0,0,2,5,0,ENG-Premier League,2024,defense
ENG,DF,27-047,1998,27.1,44,27,24,16,4,25,46,54.3,21,38,12,26,41,85,117,3,ENG-Premier League,2024,defense
ENG,FW,38-090,1987,26.2,18,13,6,7,5,4,11,36.4,7,8,4,4,3,21,20,0,ENG-Premier League,2024,defense
DEN,DF,32-251,1992,15.5,22,10,16,6,0,9,15,60.0,6,21,14,7,16,38,74,1,ENG-Premier League,2024,defense
,FW,,,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,ENG-Premier League,2024,defense
GHA,"FW,MF",33-212,1991,14.6,24,13,7,12,5,6,19,31.6,13,14,0,14,12,36,16,0,ENG-Premier League,2024,defense
IRL,"FW,MF",23-140,2001,4.4,11,8,6,4,1,6,14,42.9,8,8,1,7,2,13,10,0,ENG-Premier League,2024,defense
ENG,DF,23-305,2001,6.0,18,14,16,1,1,15,22,68.2,7,9,4,5,7,25,24,1,ENG-Premier League,2024,defense
DEN,GK,24-274,2000,23.5,1,1,1,0,0,1,1,100.0,0,1,0,1,0,1,9,3,ENG-Premier League,2024,defense
FRA,FW,27-085,1998,0.3,1,1,1,0,0,0,0,,0,0,0,0,0,1,1,0,ENG-Premier League,2024,defense
ENG,MF,24-207,2000,9.2,14,4,4,9,1,6,11,54.5,5,14,3,11,8,22,10,1,ENG-Premier League,2024,defense
ZAM,"FW,MF",26-184,1998,6.5,14,7,3,7,4,7,17,41.2,10,6,1,5,1,15,8,0,ENG-Premier League,2024,defense
POR,DF,31-187,1993,2.1,5,2,1,1,3,2,7,28.6,5,4,1,3,1,6,4,0,ENG-Premier League,2024,defense
ENG,FW,26-315,1998,16.0,30,16,15,9,6,11,37,29.7,26,23,2,21,11,41,13,0,ENG-Premier League,2024,defense
DEN,DF,22-116,2002,26.4,85,50,54,26,5,47,87,54.0,40,37,14,23,40,125,72,3,ENG-Premier League,2024,defense
NGA,MF,28-116,1996,20.3,66,38,38,25,3,21,44,47.7,23,37,15,22,22,88,66,0,ENG-Premier League,2024,defense
ENG,FW,20-067,2005,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,ENG-Premier League,2024,defense
BEL,DF,27-008,1998,25.3,38,23,25,11,2,22,41,53.7,19,42,30,12,25,63,146,3,ENG-Premier League,2024,defense
FRA,DF,25-326,1999,1.2,6,4,4,2,0,2,2,100.0,0,3,1,2,5,11,1,0,ENG-Premier League,2024,defense
ARG,MF,26-108,1998,25.5,82,50,22,48,12,46,87,52.9,41,54,5,49,19,101,25,1,ENG-Premier League,2024,defense
BRA,GK,32-191,1992,20.9,1,0,1,0,0,0,1,0.0,1,0,0,0,0,1,12,1,ENG-Premier League,2024,defense
SCO,DF,31-031,1994,24.3,38,22,24,10,4,30,47,63.8,17,9,4,5,20,58,49,2,ENG-Premier League,2024,defense
IRL,GK,26-139,1998,10.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,2,ENG-Premier League,2024,defense
NED,FW,25-339,1999,16.3,24,12,5,10,9,11,21,52.4,10,17,2,15,8,32,15,1,ENG-Premier League,2024,defense
NIR,DF,21-276,2003,4.4,7,4,4,2,1,6,13,46.2,7,3,0,3,3,10,18,0,ENG-Premier League,2024,defense
ENG,"MF,DF",24-071,2001,15.0,31,16,4,20,7,12,20,60.0,8,15,7,8,5,36,8,2,ENG-Premier League,2024,defense
URU,FW,25-291,1999,11.2,18,15,10,3,5,5,15,33.3,10,6,0,6,3,21,12,0,ENG-Premier League,2024,defense
POR,FW,28-128,1996,10.9,11,7,0,7,4,7,19,36.8,12,9,0,9,6,17,6,0,ENG-Premier League,2024,defense
HUN,MF,24-168,2000,23.3,29,19,8,16,5,15,37,40.5,22,33,4,29,9,38,15,2,ENG-Premier League,2024,defense
ITA,FW,27-168,1997,0.4,0,0,0,0,0,0,2,0.0,2,1,0,1,0,0,0,0,ENG-Premier League,2024,defense
ENG,"MF,FW",22-007,2003,1.8,3,2,2,1,0,0,3,0.0,3,3,1,2,0,3,2,0,ENG-Premier League,2024,defense
FRA,DF,25-321,1999,22.8,34,23,24,9,1,22,32,68.8,10,26,15,11,11,45,104,2,ENG-Premier League,2024,defense
ENG,DF,22-072,2003,3.2,9,7,7,2,0,4,5,80.0,1,4,4,0,5,14,13,0,ENG-Premier League,2024,defense
ENG,MF,19-085,2006,0.1,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,ENG-Premier League,2024,defense
ENG,DF,27-323,1997,5.8,13,10,5,7,1,11,16,68.8,5,9,6,3,7,20,20,2,ENG-Premier League,2024,defense
GRE,DF,28-334,1996,5.7,23,14,11,9,3,12,15,80.0,3,5,2,3,7,30,16,0,ENG-Premier League,2024,defense
COL,FW,28-088,1997,21.9,28,18,8,14,6,11,31,35.5,20,14,0,14,6,34,7,1,ENG-Premier League,2024,defense
EGY,FW,32-300,1992,30.5,20,11,7,5,8,7,14,50.0,7,10,0,10,6,26,5,0,ENG-Premier League,2024,defense
NED,MF,22-330,2002,29.5,56,28,22,24,10,27,45,60.0,18,32,9,23,53,109,53,0,ENG-Premier League,2024,defense
ENG,DF,26-186,1998,23.8,67,47,41,17,9,46,99,46.5,53,25,8,17,30,97,51,4,ENG-Premier League,2024,defense
NED,DF,33-277,1991,31.0,34,16,16,16,2,11,20,55.0,9,22,12,10,50,84,159,3,ENG-Premier League,2024,defense
CZE,GK,23-262,2001,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,ENG-Premier League,2024,defense
JPN,MF,32-061,1993,1.6,8,6,4,4,0,5,8,62.5,3,3,0,3,3,11,5,0,ENG-Premier League,2024,defense
UZB,DF,21-041,2004,5.6,5,4,4,1,0,2,3,66.7,1,5,4,1,3,8,29,1,ENG-Premier League,2024,defense
POR,"MF,FW",30-244,1994,23.7,47,30,15,24,8,22,46,47.8,24,26,6,20,18,65,21,3,ENG-Premier League,2024,defense
ENG,FW,20-168,2004,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,ENG-Premier League,2024,defense
BRA,GK,31-237,1993,21.0,0,0,0,0,0,0,2,0.0,2,0,0,0,1,1,9,2,ENG-Premier League,2024,defense
NOR,FW,24-264,2000,27.6,9,5,3,3,3,2,6,33.3,4,11,1,10,5,14,23,0,ENG-Premier League,2024,defense
ENG,"FW,MF",29-213,1995,8.0,9,5,4,2,3,2,5,40.0,3,11,2,9,2,11,5,1,ENG-Premier League,2024,defense
ENG,DF,19-158,2005,1.1,1,0,1,0,0,0,1,0.0,1,1,1,0,0,1,2,0,ENG-Premier League,2024,defense
ENG,"MF,FW",22-175,2002,1.6,3,2,0,3,0,0,4,0.0,4,4,0,4,1,4,0,0,ENG-Premier League,2024,defense
BEL,"FW,MF",22-319,2002,14.1,27,19,9,12,6,7,13,53.8,6,10,1,9,4,31,2,0,ENG-Premier League,2024,defense
ENG,"DF,MF",30-318,1994,6.1,6,2,3,2,1,5,5,100.0,0,5,3,2,4,10,19,1,ENG-Premier League,2024,defense
CRO,DF,23-078,2002,29.4,49,33,24,15,10,19,34,55.9,15,35,17,18,31,80,101,8,ENG-Premier League,2024,defense
BEL,MF,33-287,1991,13.3,11,5,4,4,3,3,16,18.8,13,6,0,6,5,16,9,1,ENG-Premier League,2024,defense
ENG,DF,34-318,1990,10.8,17,10,7,7,3,14,26,53.8,12,13,4,9,3,20,13,1,ENG-Premier League,2024,defense
SUI,DF,29-266,1995,19.0,15,10,8,4,3,7,12,58.3,5,11,8,3,7,22,55,3,ENG-Premier League,2024,defense
CRO,MF,30-340,1994,19.7,58,34,20,31,7,27,55,49.1,28,18,0,18,18,76,20,1,ENG-Premier League,2024,defense
POR,"DF,MF",26-227,1998,13.6,26,17,11,9,6,12,26,46.2,14,12,3,9,12,38,25,0,ENG-Premier League,2024,defense
NED,DF,30-052,1995,7.5,9,7,7,2,0,4,6,66.7,2,7,2,5,3,12,22,1,ENG-Premier League,2024,defense
ENG,"DF,MF",20-021,2005,2.1,4,1,0,2,2,1,3,33.3,2,0,0,0,2,6,5,0,ENG-Premier League,2024,defense
ESP,MF,23-098,2002,5.3,9,3,4,4,1,2,5,40.0,3,9,0,9,3,12,14,0,ENG-Premier League,2024,defense
EGY,"FW,MF",26-063,1999,7.3,11,6,2,7,2,7,13,53.8,6,8,1,7,5,16,3,0,ENG-Premier League,2024,defense
NOR,FW,21-273,2003,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,ENG-Premier League,2024,defense
ENG,"MF,FW",24-318,2000,18.7,12,5,5,4,3,7,17,41.2,10,12,1,11,9,21,7,1,ENG-Premier League,2024,defense
ENG,"DF,MF",20-141,2004,19.1,29,19,13,12,4,13,21,61.9,8,26,7,19,12,41,42,1,ENG-Premier League,2024,defense
ESP,MF,28-293,1996,0.7,2,1,1,1,0,0,0,,0,1,0,1,1,3,0,0,ENG-Premier League,2024,defense
POR,DF,27-332,1997,18.2,13,7,5,7,1,5,8,62.5,3,14,12,2,17,30,46,3,ENG-Premier League,2024,defense
GER,GK,32-156,1992,10.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,10,1,ENG-Premier League,2024,defense
BRA,"FW,MF",21-001,2004,18.3,21,15,4,10,7,8,17,47.1,9,13,2,11,6,27,7,1,ENG-Premier League,2024,defense
BRA,DF,19-089,2006,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,ENG-Premier League,2024,defense
GER,MF,34-169,1990,18.9,22,13,4,13,5,10,23,43.5,13,11,0,11,12,34,19,0,ENG-Premier League,2024,defense
ARG,"MF,FW",20-284,2004,20.2,26,17,9,6,11,10,28,35.7,18,16,0,16,10,36,10,2,ENG-Premier League,2024,defense
CIV,"FW,MF",22-274,2002,17.7,33,26,6,19,8,15,26,57.7,11,10,0,10,11,44,16,0,ENG-Premier League,2024,defense
CMR,GK,29-009,1996,31.0,1,1,1,0,0,1,3,33.3,2,0,0,0,0,1,11,4,ENG-Premier League,2024,defense
BRA,"DF,MF",25-046,2000,1.6,6,3,4,2,0,2,5,40.0,3,2,0,2,2,8,0,0,ENG-Premier League,2024,defense
ENG,DF,18-201,2006,1.1,3,3,1,2,0,2,2,100.0,0,2,2,0,1,4,6,0,ENG-Premier League,2024,defense
POR,MF,30-215,1994,28.4,70,42,21,35,14,27,70,38.6,43,28,4,24,23,93,33,2,ENG-Premier League,2024,defense
BRA,MF,33-047,1992,14.1,74,43,43,22,9,39,64,60.9,25,33,10,23,12,86,46,3,ENG-Premier League,2024,defense
DEN,FW,17-133,2007,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,ENG-Premier League,2024,defense
DEN,MF,33-056,1992,9.0,13,5,3,8,2,7,16,43.8,9,10,4,6,7,20,6,0,ENG-Premier League,2024,defense
POR,DF,26-024,1999,29.6,62,35,37,20,5,30,47,63.8,17,20,9,11,36,98,71,0,ENG-Premier League,2024,defense
ENG,DF,18-026,2007,0.2,2,0,2,0,0,0,1,0.0,1,0,0,0,1,3,1,0,ENG-Premier League,2024,defense
ENG,DF,32-037,1993,15.8,26,13,20,5,1,13,17,76.5,4,14,12,2,36,62,70,1,ENG-Premier League,2024,defense
NIR,DF,37-098,1988,3.2,7,5,4,3,0,2,4,50.0,2,2,1,1,4,11,13,0,ENG-Premier League,2024,defense
NED,"FW,MF",23-324,2001,15.0,14,8,3,8,3,5,10,50.0,5,15,4,11,6,20,8,0,ENG-Premier League,2024,defense
ENG,MF,19-357,2005,14.3,37,24,15,11,11,20,33,60.6,13,15,2,13,17,54,6,1,ENG-Premier League,2024,defense
FRA,DF,19-149,2005,9.7,21,10,14,6,1,8,14,57.1,6,5,3,2,16,37,29,0,ENG-Premier League,2024,defense
ARG,DF,27-083,1998,19.5,40,24,25,12,3,21,36,58.3,15,22,8,14,32,72,57,1,ENG-Premier League,2024,defense
ENG,DF,29-273,1995,0.8,2,2,1,1,0,1,1,100.0,0,1,0,1,1,3,1,0,ENG-Premier League,2024,defense
URU,MF,24-000,2001,16.0,65,40,26,31,8,22,54,40.7,32,24,3,21,23,88,14,1,ENG-Premier League,2024,defense
ENG,"FW,MF",27-162,1997,10.9,7,4,2,2,3,3,9,33.3,6,8,0,8,4,11,7,0,ENG-Premier League,2024,defense
ENG,"MF,FW",26-091,1999,3.1,7,2,3,4,0,6,8,75.0,2,5,1,4,2,9,0,0,ENG-Premier League,2024,defense
NED,DF,25-242,1999,23.2,30,22,17,12,1,23,32,71.9,9,29,21,8,33,63,92,0,ENG-Premier League,2024,defense
MAR,DF,27-148,1997,26.6,92,55,45,34,13,45,78,57.7,33,29,7,22,33,125,80,0,ENG-Premier League,2024,defense
DEN,DF,20-167,2004,4.5,12,7,7,5,0,9,10,90.0,1,8,0,8,1,13,11,1,ENG-Premier League,2024,defense
DEN,FW,22-066,2003,17.2,3,1,0,2,1,0,4,0.0,4,4,0,4,1,4,5,0,ENG-Premier League,2024,defense
SCO,MF,28-124,1996,0.2,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0,ENG-Premier League,2024,defense
ENG,MF,21-098,2004,2.0,12,9,6,6,0,5,6,83.3,1,2,1,1,2,14,3,0,ENG-Premier League,2024,defense
NED,DF,25-237,1999,1.1,2,1,2,0,0,1,2,50.0,1,0,0,0,1,3,1,1,ENG-Premier League,2024,defense
SWE,DF,30-268,1994,3.1,4,0,4,0,0,1,2,50.0,1,2,1,1,4,8,24,1,ENG-Premier League,2024,defense
SWE,FW,25-202,1999,24.3,12,5,2,3,7,5,12,41.7,7,17,2,15,3,15,15,1,ENG-Premier League,2024,defense
ENG,FW,24-046,2001,23.4,28,17,9,16,3,11,32,34.4,21,24,2,22,6,34,9,2,ENG-Premier League,2024,defense
BRA,MF,27-146,1997,28.6,65,39,33,23,9,29,59,49.2,30,31,9,22,25,90,34,3,ENG-Premier League,2024,defense
ENG,FW,33-043,1992,2.3,2,2,0,1,1,0,2,0.0,2,2,0,2,1,3,1,0,ENG-Premier League,2024,defense
ENG,DF,32-337,1992,29.0,31,17,19,11,1,16,31,51.6,15,30,22,8,19,50,152,3,ENG-Premier League,2024,defense
