nation,pos,age,born,90s,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels,league,season,stat_type
SCO,MF,25,1994,37.0,12,0,0,43,77,1,52,43,37,1,0,0,234,21,48,30.4,ENG-Premier League,2020,misc
ENG,"FW,MF",22,1998,3.1,0,0,0,4,5,0,4,0,1,0,0,0,10,18,16,52.9,ENG-Premier League,2020,misc
ENG,DF,25,1995,7.0,2,0,0,5,3,0,0,8,2,0,0,0,33,39,17,69.6,ENG-Premier League,2020,misc
ZIM,MF,26,1994,8.3,3,0,0,8,10,0,1,17,14,0,0,0,58,6,8,42.9,ENG-Premier League,2020,misc
ENG,DF,24,1995,37.8,7,0,0,28,22,0,146,55,39,0,1,0,177,71,50,58.7,ENG-Premier League,2020,misc
POL,DF,22,1997,26.4,8,1,1,35,22,2,81,60,40,0,2,0,134,34,39,46.6,ENG-Premier League,2020,misc
FRA,MF,25,1994,3.3,3,0,0,6,8,2,16,4,4,0,0,0,19,5,3,62.5,ENG-Premier League,2020,misc
WAL,DF,31,1989,0.2,1,0,0,1,0,0,0,0,1,0,0,0,2,0,0,,ENG-Premier League,2020,misc
ENG,FW,24,1995,37.0,4,1,1,47,49,31,22,7,17,0,0,0,77,136,154,46.9,ENG-Premier League,2020,misc
ENG,MF,26,1993,17.0,0,0,0,12,17,5,61,5,2,1,0,0,70,21,22,48.8,ENG-Premier League,2020,misc
EGY,FW,25,1994,13.0,0,0,0,39,19,4,26,19,18,1,0,0,65,28,45,38.4,ENG-Premier League,2020,misc
ENG,DF,27,1993,35.5,6,1,1,21,18,3,5,41,16,0,0,1,209,90,35,72.0,ENG-Premier League,2020,misc
BRA,FW,23,1996,0.2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0.0,ENG-Premier League,2020,misc
IRL,FW,20,2000,8.8,0,0,0,6,16,8,2,0,3,1,0,0,12,7,31,18.4,ENG-Premier League,2020,misc
ENG,"MF,FW",32,1988,17.7,0,0,0,18,20,3,12,15,13,0,1,0,117,10,26,27.8,ENG-Premier League,2020,misc
ENG,DF,25,1995,28.8,4,0,0,24,15,1,1,47,16,0,0,0,146,77,52,59.7,ENG-Premier League,2020,misc
ARG,"MF,FW",21,1998,12.4,1,0,0,19,15,0,11,9,12,0,0,0,67,7,19,26.9,ENG-Premier League,2020,misc
IRN,"FW,MF",26,1993,5.9,3,0,0,7,4,0,30,8,7,0,0,0,25,5,11,31.3,ENG-Premier League,2020,misc
SUI,"FW,DF",21,1999,1.9,0,0,0,2,2,0,6,0,2,0,0,0,7,2,4,33.3,ENG-Premier League,2020,misc
ENG,"DF,MF",22,1997,35.5,5,1,1,30,9,1,22,62,26,0,0,0,186,49,49,50.0,ENG-Premier League,2020,misc
BRA,"DF,MF",25,1995,2.3,0,0,0,1,1,0,5,1,8,0,0,0,7,7,7,50.0,ENG-Premier League,2020,misc
ENG,DF,28,1992,22.9,5,0,0,35,6,4,37,31,26,0,1,1,109,95,41,69.9,ENG-Premier League,2020,misc
ENG,FW,29,1990,17.2,0,0,0,19,17,5,3,7,6,2,0,0,31,21,43,32.8,ENG-Premier League,2020,misc
NED,MF,28,1991,2.4,0,0,0,1,0,0,3,1,5,0,0,0,15,3,4,42.9,ENG-Premier League,2020,misc
POL,"DF,MF",21,1999,7.2,0,0,0,12,3,2,11,3,7,0,0,0,35,7,12,36.8,ENG-Premier League,2020,misc
IRL,MF,20,1999,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,ENG-Premier League,2020,misc
COL,DF,28,1992,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,ENG-Premier League,2020,misc
NED,DF,28,1992,25.3,3,0,0,34,39,0,63,33,33,0,0,0,140,42,38,52.5,ENG-Premier League,2020,misc
BEL,"MF,FW",25,1994,29.0,2,0,0,27,32,5,83,26,14,0,0,0,146,4,22,15.4,ENG-Premier League,2020,misc
ENG,DF,28,1991,32.6,5,2,0,22,20,2,1,32,15,0,0,1,223,78,37,67.8,ENG-Premier League,2020,misc
AUS,GK,28,1992,11.0,1,0,0,1,0,0,0,0,0,0,1,0,5,1,0,100.0,ENG-Premier League,2020,misc
FRA,"FW,MF",23,1996,27.9,1,1,0,27,44,12,11,13,8,1,1,0,84,20,60,25.0,ENG-Premier League,2020,misc
GER,"MF,DF",29,1991,27.6,3,0,0,19,16,5,219,23,24,1,0,0,149,22,43,33.8,ENG-Premier League,2020,misc
RSA,FW,26,1994,1.1,0,0,0,0,1,0,2,0,1,0,0,0,3,0,5,0.0,ENG-Premier League,2020,misc
GER,MF,19,2001,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,ENG-Premier League,2020,misc
ESP,GK,22,1997,27.0,2,0,0,2,5,0,0,1,0,0,1,0,40,10,2,83.3,ENG-Premier League,2020,misc
ENG,"DF,MF",26,1994,18.6,0,0,0,26,26,2,120,22,23,0,1,0,117,14,22,38.9,ENG-Premier League,2020,misc
COL,MF,21,1998,10.0,2,0,0,20,6,1,3,8,8,0,0,0,46,7,12,36.8,ENG-Premier League,2020,misc
GHA,"DF,MF",19,2000,9.8,4,1,1,21,28,1,34,19,9,2,1,0,59,5,11,31.3,ENG-Premier League,2020,misc
MLI,MF,23,1996,34.6,8,1,0,55,32,0,7,64,68,0,0,0,271,38,22,63.3,ENG-Premier League,2020,misc
ENG,FW,30,1989,14.8,4,0,0,46,49,17,8,5,6,1,0,0,41,60,82,42.3,ENG-Premier League,2020,misc
ENG,MF,30,1990,37.9,7,0,0,35,42,0,182,44,15,0,0,0,244,14,22,38.9,ENG-Premier League,2020,misc
NIR,GK,23,1996,4.0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,,ENG-Premier League,2020,misc
ENG,DF,30,1989,29.9,3,0,0,15,19,1,0,43,15,0,0,0,170,108,65,62.4,ENG-Premier League,2020,misc
ENG,DF,26,1993,27.0,1,0,0,9,34,1,105,29,28,0,0,0,140,39,30,56.5,ENG-Premier League,2020,misc
NZL,FW,28,1991,30.5,0,0,0,38,22,24,7,1,7,1,0,0,55,153,193,44.2,ENG-Premier League,2020,misc
ENG,MF,31,1989,2.9,1,0,0,8,2,0,0,8,6,0,0,0,21,5,2,71.4,ENG-Premier League,2020,misc
ENG,MF,20,1999,34.1,1,0,0,11,40,2,242,32,24,0,0,0,216,18,26,40.9,ENG-Premier League,2020,misc
NED,"DF,MF",31,1988,14.1,1,0,0,26,21,1,19,12,21,1,0,1,74,13,9,59.1,ENG-Premier League,2020,misc
ENG,MF,31,1989,15.0,2,0,0,21,12,0,5,16,10,0,0,0,89,32,28,53.3,ENG-Premier League,2020,misc
ENG,DF,27,1992,36.0,6,0,0,27,29,3,6,44,39,0,0,0,160,165,71,69.9,ENG-Premier League,2020,misc
ENG,FW,31,1989,14.1,3,0,0,31,18,14,4,2,16,0,0,0,56,42,73,36.5,ENG-Premier League,2020,misc
IRL,DF,22,1997,3.0,1,0,0,2,3,0,0,6,3,0,0,0,23,23,6,79.3,ENG-Premier League,2020,misc
SWE,FW,21,1999,0.4,1,0,0,1,2,1,0,0,0,0,0,0,2,0,2,0.0,ENG-Premier League,2020,misc
ENG,MF,20,1999,2.9,0,0,0,4,1,0,5,3,1,0,1,0,18,2,4,33.3,ENG-Premier League,2020,misc
ENG,MF,24,1995,31.3,2,0,0,36,32,2,17,69,27,0,0,0,195,63,53,54.3,ENG-Premier League,2020,misc
ISL,MF,29,1990,15.1,2,0,0,11,16,1,31,17,11,0,0,0,81,19,27,41.3,ENG-Premier League,2020,misc
IRL,DF,29,1990,7.1,2,0,0,7,2,0,1,6,6,0,0,0,40,18,21,46.2,ENG-Premier League,2020,misc
ENG,"FW,MF",17,2003,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,ENG-Premier League,2020,misc
ENG,DF,31,1989,34.0,5,0,0,19,13,0,84,56,32,0,0,0,196,33,23,58.9,ENG-Premier League,2020,misc
CZE,FW,28,1992,15.2,0,0,0,6,13,12,3,6,5,0,0,0,41,35,89,28.2,ENG-Premier League,2020,misc
ENG,GK,28,1992,32.0,1,0,0,2,5,0,0,2,1,0,2,0,40,7,4,63.6,ENG-Premier League,2020,misc
SCO,DF,35,1985,3.0,2,0,0,8,4,0,10,6,5,0,0,0,14,6,2,75.0,ENG-Premier League,2020,misc
IRL,MF,28,1992,11.7,3,0,0,21,9,1,43,9,15,0,0,0,80,19,21,47.5,ENG-Premier League,2020,misc
ENG,GK,26,1993,2.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,ENG-Premier League,2020,misc
DEN,DF,24,1996,15.2,2,1,0,9,7,0,0,20,6,0,0,0,85,38,18,67.9,ENG-Premier League,2020,misc
GER,DF,27,1993,19.0,0,0,0,16,11,1,3,18,23,0,0,1,119,42,20,67.7,ENG-Premier League,2020,misc
ENG,DF,23,1996,25.4,3,0,0,23,41,8,136,24,22,0,0,0,122,38,33,53.5,ENG-Premier League,2020,misc
SCO,MF,19,2001,2.9,0,0,0,2,2,0,2,3,2,0,1,0,11,2,2,50.0,ENG-Premier League,2020,misc
ENG,"FW,DF",19,2000,11.8,0,0,0,11,8,5,58,6,15,0,0,0,47,1,9,10.0,ENG-Premier League,2020,misc
USA,"FW,MF",21,1998,19.3,2,0,0,13,33,4,35,12,11,0,0,0,60,19,42,31.1,ENG-Premier League,2020,misc
ESP,DF,30,1989,24.3,5,1,0,32,14,5,37,28,28,0,0,0,131,55,44,55.6,ENG-Premier League,2020,misc
SEN,GK,28,1992,30.5,2,0,0,1,3,0,0,1,0,0,1,0,44,4,2,66.7,ENG-Premier League,2020,misc
ITA,DF,25,1994,1.0,0,0,0,3,0,0,2,1,3,0,0,0,7,3,0,100.0,ENG-Premier League,2020,misc
ENG,DF,22,1997,0.5,0,0,0,1,0,0,0,2,1,0,0,0,5,0,0,,ENG-Premier League,2020,misc
MAR,"MF,FW",27,1993,13.0,3,0,0,19,15,4,64,10,10,0,0,0,68,5,18,21.7,ENG-Premier League,2020,misc
ITA,MF,28,1991,22.3,2,0,0,32,29,0,3,40,30,0,1,0,168,17,13,56.7,ENG-Premier League,2020,misc
GER,"MF,FW",21,1999,16.9,2,0,0,27,15,7,11,4,9,2,0,0,71,28,32,46.7,ENG-Premier League,2020,misc
ESP,GK,25,1994,6.5,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,,ENG-Premier League,2020,misc
FRA,DF,25,1994,22.5,3,0,0,17,6,0,0,28,10,0,0,0,97,84,38,68.9,ENG-Premier League,2020,misc
ESP,DF,29,1990,10.7,2,0,0,13,12,2,24,12,3,0,0,0,59,23,15,60.5,ENG-Premier League,2020,misc
ENG,MF,21,1999,32.1,2,0,0,50,44,4,170,31,35,2,0,0,157,21,36,36.8,ENG-Premier League,2020,misc
CRO,MF,26,1994,20.2,4,0,0,16,30,0,6,15,28,0,0,0,121,11,12,47.8,ENG-Premier League,2020,misc
FRA,MF,29,1991,23.8,7,0,0,36,7,0,8,59,42,0,0,0,194,17,28,37.8,ENG-Premier League,2020,misc
FRA,FW,33,1986,8.3,1,0,0,15,6,6,2,5,2,0,0,0,22,23,33,41.1,ENG-Premier League,2020,misc
ENG,DF,20,1999,26.4,3,0,0,31,17,1,144,17,35,0,1,0,153,40,24,62.5,ENG-Premier League,2020,misc
ENG,"FW,MF",26,1993,0.5,0,0,0,2,2,1,0,0,0,0,0,0,6,2,1,66.7,ENG-Premier League,2020,misc
ENG,FW,24,1996,0.7,0,0,0,1,2,0,0,0,0,0,0,0,4,1,5,16.7,ENG-Premier League,2020,misc
ENG,FW,22,1997,11.6,0,0,0,22,12,4,6,5,5,1,0,0,28,38,28,57.6,ENG-Premier League,2020,misc
BRA,DF,35,1984,21.5,5,1,1,13,16,0,3,33,12,0,0,0,133,47,27,63.5,ENG-Premier League,2020,misc
GER,"FW,MF",24,1996,28.9,2,0,0,28,32,27,35,8,9,5,0,0,79,10,35,22.2,ENG-Premier League,2020,misc
ARG,GK,38,1981,1.0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,,ENG-Premier League,2020,misc
ENG,"MF,FW",29,1991,25.1,0,0,0,28,54,2,155,41,41,0,0,0,177,2,19,9.5,ENG-Premier League,2020,misc
SEN,DF,30,1989,34.7,4,0,0,36,15,0,3,32,37,0,0,0,177,82,54,60.3,ENG-Premier League,2020,misc
BEL,FW,29,1990,20.2,3,1,1,35,20,14,3,4,7,0,0,0,45,204,154,57.0,ENG-Premier League,2020,misc
ENG,MF,22,1998,28.4,3,0,0,18,72,1,86,24,14,0,0,0,178,12,29,29.3,ENG-Premier League,2020,misc
ENG,DF,34,1985,20.0,3,0,0,12,3,3,0,13,9,0,0,0,64,69,36,65.7,ENG-Premier League,2020,misc
ENG,GK,27,1993,1.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,ENG-Premier League,2020,misc
SCO,MF,32,1987,16.3,3,0,0,32,14,0,10,23,32,0,0,0,114,21,13,61.8,ENG-Premier League,2020,misc
IRL,MF,29,1990,9.1,1,0,0,6,4,0,11,8,12,0,0,0,59,9,6,60.0,ENG-Premier League,2020,misc
ENG,DF,31,1989,6.1,1,0,0,3,1,0,0,4,2,0,1,0,22,11,10,52.4,ENG-Premier League,2020,misc
NED,MF,23,1996,20.2,4,0,0,21,6,0,2,29,15,0,0,0,98,12,9,57.1,ENG-Premier League,2020,misc
FRA,FW,23,1997,2.5,0,0,0,3,1,5,1,0,1,0,0,0,5,13,13,50.0,ENG-Premier League,2020,misc
GHA,MF,27,1992,15.9,3,0,0,25,17,0,30,22,16,0,0,0,65,30,45,40.0,ENG-Premier League,2020,misc
ENG,DF,30,1989,25.1,5,0,0,32,12,1,27,41,25,0,1,0,134,48,42,53.3,ENG-Premier League,2020,misc
GHA,"FW,MF",28,1991,23.3,4,0,0,45,63,5,31,16,26,0,0,0,108,29,94,23.6,ENG-Premier League,2020,misc
SRB,MF,29,1991,26.2,8,1,0,38,33,0,38,35,34,0,0,0,157,33,19,63.5,ENG-Premier League,2020,misc
FRA,DF,30,1990,3.1,0,0,0,2,1,0,0,3,2,0,1,0,14,5,6,45.5,ENG-Premier League,2020,misc
ENG,DF,30,1990,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,ENG-Premier League,2020,misc
BEL,FW,26,1993,8.1,0,0,0,12,5,11,5,4,3,1,0,0,15,10,15,40.0,ENG-Premier League,2020,misc
ENG,DF,29,1991,12.7,2,0,0,4,2,0,23,18,10,0,0,0,56,4,10,28.6,ENG-Premier League,2020,misc
NED,DF,29,1990,19.7,2,0,0,11,3,3,40,30,22,0,0,0,136,11,13,45.8,ENG-Premier League,2020,misc
ENG,DF,33,1987,15.0,1,0,0,6,5,0,0,18,4,0,0,0,73,51,29,63.8,ENG-Premier League,2020,misc
ENG,DF,20,1999,19.0,1,0,0,8,11,0,27,21,35,0,1,0,95,11,15,42.3,ENG-Premier League,2020,misc
ESP,GK,33,1987,37.0,2,0,0,0,6,0,0,1,1,0,0,0,26,9,1,90.0,ENG-Premier League,2020,misc
CIV,FW,27,1992,29.0,6,0,0,32,88,22,41,9,18,1,0,0,102,9,26,25.7,ENG-Premier League,2020,misc
MLI,MF,27,1993,27.1,6,0,0,23,12,0,9,39,32,0,0,0,186,38,19,66.7,ENG-Premier League,2020,misc
NGA,"FW,MF",24,1996,17.1,0,0,0,13,12,0,69,16,10,0,0,0,93,3,8,27.3,ENG-Premier League,2020,misc
BRA,MF,29,1991,22.8,6,0,0,37,30,0,4,19,45,0,0,0,187,4,11,26.7,ENG-Premier League,2020,misc
POR,MF,27,1993,17.4,3,0,0,35,14,2,23,10,23,0,1,0,126,19,14,57.6,ENG-Premier League,2020,misc
ENG,"FW,MF",19,2001,1.0,0,0,0,0,2,1,1,1,3,0,0,0,6,1,1,50.0,ENG-Premier League,2020,misc
ENG,DF,22,1998,29.8,4,0,0,15,17,4,6,33,33,0,1,1,136,57,32,64.0,ENG-Premier League,2020,misc
BRA,"MF,FW",27,1992,5.1,2,0,0,6,7,0,14,8,3,0,0,0,31,0,1,0.0,ENG-Premier League,2020,misc
TUR,FW,29,1991,0.5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0.0,ENG-Premier League,2020,misc
ENG,FW,23,1997,31.9,3,0,0,37,41,18,9,6,8,2,0,0,61,153,132,53.7,ENG-Premier League,2020,misc
ENG,"MF,DF",30,1989,3.0,1,0,0,3,7,0,7,4,2,0,0,0,22,0,0,,ENG-Premier League,2020,misc
ISL,"MF,FW",30,1989,25.0,2,0,0,22,18,0,100,34,20,0,0,0,119,5,11,31.3,ENG-Premier League,2020,misc
COL,"FW,MF",29,1991,19.6,4,0,0,17,40,6,88,15,17,1,0,0,123,6,8,42.9,ENG-Premier League,2020,misc
CIV,MF,24,1995,0.1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,ENG-Premier League,2020,misc
ENG,DF,23,1997,0.9,0,0,0,0,0,1,6,1,1,0,0,0,0,0,0,,ENG-Premier League,2020,misc
ENG,GK,26,1994,30.5,1,0,0,1,4,0,0,3,0,0,1,0,27,9,0,100.0,ENG-Premier League,2020,misc
NOR,"MF,FW",28,1992,1.6,0,0,0,4,1,3,1,1,1,0,0,0,10,5,6,45.5,ENG-Premier League,2020,misc
POR,GK,20,1999,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,ENG-Premier League,2020,misc
FRA,"DF,MF",27,1993,29.8,2,1,0,33,22,4,215,31,38,0,0,0,141,92,42,68.7,ENG-Premier League,2020,misc
ENG,DF,23,1996,25.4,9,0,0,29,29,1,26,35,36,0,0,0,139,39,20,66.1,ENG-Premier League,2020,misc
ENG,DF,27,1993,33.2,4,0,0,15,8,0,1,51,15,0,0,0,125,109,48,69.4,ENG-Premier League,2020,misc
ITA,"FW,MF",20,2000,0.2,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,,ENG-Premier League,2020,misc
WAL,FW,22,1998,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,ENG-Premier League,2020,misc
FRA,"DF,FW",19,2000,0.9,1,0,0,1,0,0,4,0,3,0,0,0,3,0,0,,ENG-Premier League,2020,misc
BRA,FW,23,1997,31.8,4,1,0,33,73,25,37,14,32,1,0,0,164,39,73,34.8,ENG-Premier League,2020,misc
SWE,GK,30,1990,7.0,1,0,0,0,1,0,0,0,0,0,0,0,9,2,0,100.0,ENG-Premier League,2020,misc
IRL,"DF,MF",31,1988,17.9,0,0,0,12,17,0,35,13,26,0,0,0,124,9,11,45.0,ENG-Premier League,2020,misc
ENG,FW,31,1989,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,ENG-Premier League,2020,misc
ENG,MF,22,1998,15.8,3,0,0,26,26,0,5,34,18,0,1,0,102,10,14,41.7,ENG-Premier League,2020,misc
COL,DF,25,1994,21.5,2,0,0,22,11,0,0,24,14,0,0,0,93,65,31,67.7,ENG-Premier League,2020,misc
MTN,"FW,MF",25,1995,3.5,1,1,0,9,3,0,13,1,2,0,1,0,19,11,8,57.9,ENG-Premier League,2020,misc
NGA,"FW,MF",22,1997,30.5,5,0,0,46,59,12,134,20,11,0,0,0,168,7,22,24.1,ENG-Premier League,2020,misc
SRB,FW,25,1994,15.6,3,0,0,22,23,3,4,3,4,0,1,0,31,71,73,49.3,ENG-Premier League,2020,misc
FRA,GK,27,1993,36.0,2,0,0,0,5,0,0,1,0,0,0,0,36,13,1,92.9,ENG-Premier League,2020,misc
CMR,MF,24,1995,28.7,6,0,0,44,27,0,13,56,37,0,0,0,220,63,39,61.8,ENG-Premier League,2020,misc
USA,DF,22,1997,24.0,4,1,0,20,8,1,101,37,28,0,0,0,135,36,18,66.7,ENG-Premier League,2020,misc
JAM,"MF,FW",27,1993,26.4,7,0,0,38,20,3,41,21,15,1,0,0,102,16,40,28.6,ENG-Premier League,2020,misc
GHA,DF,32,1988,3.0,1,0,0,7,4,1,5,5,3,0,0,0,19,6,5,54.5,ENG-Premier League,2020,misc
POR,"MF,FW",17,2002,2.8,0,0,0,4,2,0,4,1,6,0,0,0,12,1,4,20.0,ENG-Premier League,2020,misc
ENG,MF,25,1995,25.0,5,0,0,40,25,0,27,50,38,0,0,0,180,20,28,41.7,ENG-Premier League,2020,misc
POR,FW,26,1993,27.5,2,0,0,30,28,9,122,19,14,0,0,0,123,48,88,35.3,ENG-Premier League,2020,misc
DEN,DF,24,1996,30.3,7,1,0,39,15,1,12,44,19,0,2,0,172,98,44,69.0,ENG-Premier League,2020,misc
ENG,"DF,MF",26,1993,7.4,2,0,0,10,7,0,48,14,8,1,1,0,38,6,3,66.7,ENG-Premier League,2020,misc
NGA,FW,21,1998,9.0,0,0,0,8,7,2,0,4,4,0,0,0,28,12,26,31.6,ENG-Premier League,2020,misc
ENG,MF,23,1997,4.2,1,0,0,12,0,0,2,2,8,0,0,0,18,4,7,36.4,ENG-Premier League,2020,misc
NED,"DF,MF",24,1995,16.5,3,0,0,28,18,2,72,27,30,0,1,0,85,29,19,60.4,ENG-Premier League,2020,misc
SVK,GK,23,1996,2.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100.0,ENG-Premier League,2020,misc
GAB,MF,26,1993,18.9,5,0,0,32,15,0,4,30,35,1,0,0,118,23,25,47.9,ENG-Premier League,2020,misc
FRA,DF,30,1989,1.4,2,0,0,3,1,0,0,0,2,0,0,0,9,3,3,50.0,ENG-Premier League,2020,misc
JAM,DF,28,1992,2.9,2,0,0,5,3,0,0,0,2,0,0,0,19,6,4,60.0,ENG-Premier League,2020,misc
COD,"FW,MF",28,1992,1.3,0,0,0,3,1,1,7,0,0,0,0,0,10,0,3,0.0,ENG-Premier League,2020,misc
NGA,DF,23,1996,29.6,3,0,0,32,25,2,52,45,20,0,0,0,147,31,36,46.3,ENG-Premier League,2020,misc
ENG,"MF,FW",24,1996,21.2,3,0,0,28,51,3,9,7,14,1,0,0,100,44,74,37.3,ENG-Premier League,2020,misc
NED,DF,26,1994,1.0,0,0,0,1,1,0,1,2,2,0,0,0,3,3,2,60.0,ENG-Premier League,2020,misc
