Saison,Équipe,Nom,Valeur marchande,Valeur marchande (euros)
2021/2022,tsg-1899-hoffenheim,Kasim Adams,"1,00 mio. €",
2021/2022,tsg-1899-hoffenheim,Benjamin Hübner,"1,00 mio. €",
2021/2022,tsg-1899-hoffenheim,Fabian Rüth,125 K €,
2021/2022,tsg-1899-hoffenheim,Gabriel Haider,125 K €,
2021/2022,tsg-1899-hoffenheim,Noah König,125 K €,
2021/2022,tsg-1899-hoffenheim,David Raum,"20,00 mio. €",
2021/2022,tsg-1899-hoffenheim,Marco John,"2,50 mio. €",
2021/2022,tsg-1899-hoffenheim,Pavel Kaderabek,"5,00 mio. €",
2021/2022,tsg-1899-hoffenheim,Justin Che,"3,00 mio. €",
2021/2022,tsg-1899-hoffenheim,Melayro Bogarde,"1,20 mio. €",
2021/2022,tsg-1899-hoffenheim,Florian Grillitsch,"16,00 mio. €",
2021/2022,tsg-1899-hoffenheim,Diadié Samassékou,"16,00 mio. €",
2021/2022,tsg-1899-hoffenheim,Angelo Stiller,"7,00 mio. €",
2021/2022,tsg-1899-hoffenheim,Sebastian Rudy,"1,50 mio. €",
2021/2022,tsg-1899-hoffenheim,Håvard Nordtveit,"1,00 mio. €",
2021/2022,tsg-1899-hoffenheim,Dennis Geiger,"9,00 mio. €",
2021/2022,tsg-1899-hoffenheim,Tom Bischof,"1,00 mio. €",
2021/2022,tsg-1899-hoffenheim,Umut Tohumcu,-,
2021/2022,tsg-1899-hoffenheim,Robert Skov,"7,00 mio. €",
2021/2022,tsg-1899-hoffenheim,Christoph Baumgartner,"22,00 mio. €",
2021/2022,tsg-1899-hoffenheim,Andrej Kramaric,"12,00 mio. €",
2021/2022,tsg-1899-hoffenheim,Mijat Gacinovic,"2,50 mio. €",
2021/2022,tsg-1899-hoffenheim,Jacob Bruun Larsen,"6,00 mio. €",
2021/2022,tsg-1899-hoffenheim,Bambasé Conté,-,
2021/2022,tsg-1899-hoffenheim,Ihlas Bebou,"16,00 mio. €",
2021/2022,tsg-1899-hoffenheim,Georginio Rutter,"16,00 mio. €",
2021/2022,tsg-1899-hoffenheim,Munas Dabbur,"4,00 mio. €",
2021/2022,tsg-1899-hoffenheim,Sargis Adamyan,"3,50 mio. €",
2021/2022,tsg-1899-hoffenheim,Maximilian Beier,"3,00 mio. €",
2021/2022,tsg-1899-hoffenheim,Fisnik Asllani,400 K €,
2021/2022,tsg-1899-hoffenheim,Nick Proschwitz,150 K €,
2021/2022,sc-freiburg,Mark Flekken,"7,00 mio. €",
2021/2022,sc-freiburg,Noah Atubolu,"1,50 mio. €",
2021/2022,sc-freiburg,Benjamin Uphoff,500 K €,
2021/2022,sc-freiburg,Nico Schlotterbeck,"33,00 mio. €",
2021/2022,sc-freiburg,Philipp Lienhart,"18,00 mio. €",
2021/2022,sc-freiburg,Keven Schlotterbeck,"3,00 mio. €",
2021/2022,sc-freiburg,Dominique Heintz,"2,50 mio. €",
2021/2022,sc-freiburg,Manuel Gulde,"1,70 mio. €",
2021/2022,sc-freiburg,Kenneth Schmidt,500 K €,
2021/2022,sc-freiburg,Christian Günter,"12,00 mio. €",
2021/2022,sc-freiburg,Kimberly Ezekwem,300 K €,
2021/2022,sc-freiburg,Hugo Siquet,"5,50 mio. €",
2021/2022,sc-freiburg,Lukas Kübler,"2,30 mio. €",
2021/2022,sc-freiburg,Kiliann Sildillia,"1,50 mio. €",
2021/2022,sc-freiburg,Baptiste Santamaria,"14,00 mio. €",
2021/2022,sc-freiburg,Yannik Keitel,"4,00 mio. €",
2021/2022,sc-freiburg,Nicolas Höfler,"2,50 mio. €",
2021/2022,sc-freiburg,Yannik Engelhardt,400 K €,
2021/2022,sc-freiburg,Maximilian Eggestein,"8,00 mio. €",
2021/2022,sc-freiburg,Janik Haberer,"3,50 mio. €",
2021/2022,sc-freiburg,Robert Wagner,500 K €,
2021/2022,sc-freiburg,Jonathan Schmid,"1,20 mio. €",
2021/2022,sc-freiburg,Woo-yeong Jeong,"5,50 mio. €",
2021/2022,sc-freiburg,Vincenzo Grifo,"12,00 mio. €",
2021/2022,sc-freiburg,Kevin Schade,"7,00 mio. €",
2021/2022,sc-freiburg,Noah Weißhaupt,"1,70 mio. €",
2021/2022,sc-freiburg,Nishan Burkart,350 K €,
2021/2022,sc-freiburg,Roland Sallai,"12,00 mio. €",
2021/2022,sc-freiburg,Lucas Höler,"6,50 mio. €",
2021/2022,sc-freiburg,Ermedin Demirovic,"6,00 mio. €",
2021/2022,sc-freiburg,Nils Petersen,"1,50 mio. €",
2021/2022,sc-freiburg,Vincent Vermeij,400 K €,
2021/2022,vfb-stuttgart,Florian Müller,"5,50 mio. €",
2021/2022,vfb-stuttgart,Fabian Bredlow,500 K €,
2021/2022,vfb-stuttgart,Florian Schock,200 K €,
2021/2022,vfb-stuttgart,Konstantinos Mavropanos,"15,00 mio. €",
2021/2022,vfb-stuttgart,Waldemar Anton,"6,00 mio. €",
2021/2022,vfb-stuttgart,Marc Oliver Kempf,"4,50 mio. €",
2021/2022,vfb-stuttgart,Hiroki Ito,"4,50 mio. €",
2021/2022,vfb-stuttgart,Clinton Mola,"1,00 mio. €",
2021/2022,vfb-stuttgart,Matej Maglica,900 K €,
2021/2022,vfb-stuttgart,Pascal Stenzel,"1,50 mio. €",
2021/2022,vfb-stuttgart,Orel Mangala,"15,00 mio. €",
2021/2022,vfb-stuttgart,Wataru Endo,"8,00 mio. €",
2021/2022,vfb-stuttgart,Atakan Karazor,"4,50 mio. €",
2021/2022,vfb-stuttgart,Luca Bazzoli,225 K €,
2021/2022,vfb-stuttgart,Richard Weil,50 K €,
2021/2022,vfb-stuttgart,Nikolas Nartey,"1,80 mio. €",
2021/2022,vfb-stuttgart,Naouirou Ahamada,"1,50 mio. €",
2021/2022,vfb-stuttgart,Falko Michel,250 K €,
2021/2022,vfb-stuttgart,Borna Sosa,"23,00 mio. €",
2021/2022,vfb-stuttgart,Roberto Massimo,"2,00 mio. €",
2021/2022,vfb-stuttgart,Philipp Förster,"2,50 mio. €",
2021/2022,vfb-stuttgart,Enzo Millot,"2,00 mio. €",
2021/2022,vfb-stuttgart,Mateo Klimowicz,"2,00 mio. €",
2021/2022,vfb-stuttgart,Erik Thommy,"1,80 mio. €",
2021/2022,vfb-stuttgart,Philipp Klement,"1,00 mio. €",
2021/2022,vfb-stuttgart,Ömer Beyaz,"1,00 mio. €",
2021/2022,vfb-stuttgart,Lilian Egloff,800 K €,
2021/2022,vfb-stuttgart,Daniel Didavi,500 K €,
2021/2022,vfb-stuttgart,Chris Führich,"4,00 mio. €",
2021/2022,vfb-stuttgart,Darko Churlinov,"1,30 mio. €",
2021/2022,vfb-stuttgart,Alexis Tibidi,"1,20 mio. €",
2021/2022,vfb-stuttgart,Silas,"15,00 mio. €",
2021/2022,vfb-stuttgart,Tanguy Coulibaly,"2,50 mio. €",
2021/2022,vfb-stuttgart,Sasa Kalajdzic,"25,00 mio. €",
2021/2022,vfb-stuttgart,Tiago Tomás,"7,00 mio. €",
2021/2022,vfb-stuttgart,Omar Marmoush,"6,00 mio. €",
2021/2022,vfb-stuttgart,Wahid Faghir,"3,00 mio. €",
2021/2022,vfb-stuttgart,Mohamed Sankoh,"1,00 mio. €",
2021/2022,vfb-stuttgart,Hamadi Al-Ghaddioui,700 K €,
2021/2022,hertha-bsc,Alexander Schwolow,"3,00 mio. €",
2021/2022,hertha-bsc,Oliver Christensen,"1,50 mio. €",
2021/2022,hertha-bsc,Marcel Lotka,"1,30 mio. €",
2021/2022,hertha-bsc,Nils Körber,300 K €,
2021/2022,hertha-bsc,Rune Jarstein,300 K €,
2021/2022,hertha-bsc,Niklas Stark,"6,50 mio. €",
2021/2022,hertha-bsc,Jordan Torunarigha,"5,00 mio. €",
2021/2022,hertha-bsc,Márton Dárdai,"5,00 mio. €",
2021/2022,hertha-bsc,Marc Oliver Kempf,"4,50 mio. €",
2021/2022,hertha-bsc,Linus Gechter,"4,50 mio. €",
2021/2022,hertha-bsc,Dedryck Boyata,"3,50 mio. €",
2021/2022,hertha-bsc,Lukas Klünter,"1,20 mio. €",
2021/2022,hertha-bsc,Christalino Atemona,150 K €,
2021/2022,hertha-bsc,Marlon Morgenstern,125 K €,
2021/2022,hertha-bsc,Cimo Röcker,100 K €,
2021/2022,hertha-bsc,Maximilian Mittelstädt,"4,50 mio. €",
2021/2022,hertha-bsc,Fredrik Bjørkan,"2,50 mio. €",
2021/2022,hertha-bsc,Marvin Plattenhardt,"2,00 mio. €",
2021/2022,hertha-bsc,Deyovaisio Zeefuik,"3,00 mio. €",
2021/2022,hertha-bsc,Peter Pekarík,700 K €,
2021/2022,hertha-bsc,Julian Eitschberger,-,
2021/2022,hertha-bsc,Lucas Tousart,"9,00 mio. €",
2021/2022,hertha-bsc,Suat Serdar,"8,00 mio. €",
2021/2022,hertha-bsc,Santiago Ascacíbar,"6,50 mio. €",
2021/2022,hertha-bsc,Jurgen Ekkelenkamp,"3,50 mio. €",
2021/2022,hertha-bsc,Vladimír Darida,"2,20 mio. €",
2021/2022,hertha-bsc,Jonas Michelbrink,500 K €,
2021/2022,hertha-bsc,Julian Albrecht,175 K €,
2021/2022,hertha-bsc,Jonas Dirkner,175 K €,
2021/2022,hertha-bsc,Anton Kade,750 K €,
2021/2022,hertha-bsc,Marco Richter,"6,00 mio. €",
2021/2022,hertha-bsc,Kevin-Prince Boateng,900 K €,
2021/2022,hertha-bsc,Javairô Dilrosun,"6,00 mio. €",
2021/2022,hertha-bsc,Myziane Maolida,"3,00 mio. €",
2021/2022,hertha-bsc,Kelian Nsona,"1,20 mio. €",
2021/2022,hertha-bsc,Dennis Jastrzembski,800 K €,
2021/2022,hertha-bsc,Dodi Lukébakio,"7,50 mio. €",
2021/2022,hertha-bsc,Dong-jun Lee,"1,20 mio. €",
2021/2022,hertha-bsc,Marten Winkler,200 K €,
2021/2022,hertha-bsc,Stevan Jovetić,"2,50 mio. €",
2021/2022,hertha-bsc,Matheus Cunha,"30,00 mio. €",
2021/2022,hertha-bsc,Krzysztof Piatek,"12,00 mio. €",
2021/2022,hertha-bsc,Ishak Belfodil,"2,20 mio. €",
2021/2022,hertha-bsc,Davie Selke,"1,80 mio. €",
2021/2022,hertha-bsc,Luca Wollschläger,-,
2021/2022,1-fsv-mainz-05,Robin Zentner,"5,00 mio. €",
2021/2022,1-fsv-mainz-05,Finn Dahmen,"1,50 mio. €",
2021/2022,1-fsv-mainz-05,Lasse Rieß,200 K €,
2021/2022,1-fsv-mainz-05,Moussa Niakhaté,"18,00 mio. €",
2021/2022,1-fsv-mainz-05,Jeremiah St. Juste,"16,00 mio. €",
2021/2022,1-fsv-mainz-05,Luca Kilian,"4,50 mio. €",
2021/2022,1-fsv-mainz-05,Stefan Bell,"2,50 mio. €",
2021/2022,1-fsv-mainz-05,Alexander Hack,"2,50 mio. €",
2021/2022,1-fsv-mainz-05,David Nemeth,"2,30 mio. €",
2021/2022,1-fsv-mainz-05,Aarón Martín,"5,00 mio. €",
2021/2022,1-fsv-mainz-05,Anderson Lucoqui,"1,80 mio. €",
2021/2022,1-fsv-mainz-05,Romario Rösch,150 K €,
2021/2022,1-fsv-mainz-05,Silvan Widmer,"5,00 mio. €",
2021/2022,1-fsv-mainz-05,Daniel Brosinski,500 K €,
2021/2022,1-fsv-mainz-05,Anton Stach,"13,00 mio. €",
2021/2022,1-fsv-mainz-05,Dominik Kohr,"5,00 mio. €",
2021/2022,1-fsv-mainz-05,Edimilson Fernandes,"2,00 mio. €",
2021/2022,1-fsv-mainz-05,Niklas Tauer,"1,50 mio. €",
2021/2022,1-fsv-mainz-05,Stephan Fürstner,75 K €,
2021/2022,1-fsv-mainz-05,Leandro Barreiro,"8,00 mio. €",
2021/2022,1-fsv-mainz-05,Merveille Papela,400 K €,
2021/2022,1-fsv-mainz-05,Eniss Shabani,200 K €,
2021/2022,1-fsv-mainz-05,Timothé Rupil,100 K €,
2021/2022,1-fsv-mainz-05,Jean-Paul Boëtius,"4,00 mio. €",
2021/2022,1-fsv-mainz-05,Jae-sung Lee,"3,00 mio. €",
2021/2022,1-fsv-mainz-05,Kevin Stöger,"1,60 mio. €",
2021/2022,1-fsv-mainz-05,Paul Nebel,"1,30 mio. €",
2021/2022,1-fsv-mainz-05,Delano Burgzorg,"2,00 mio. €",
2021/2022,1-fsv-mainz-05,Kaito Mizuta,150 K €,
2021/2022,1-fsv-mainz-05,Jonathan Burkardt,"17,00 mio. €",
2021/2022,1-fsv-mainz-05,Karim Onisiwo,"3,50 mio. €",
2021/2022,1-fsv-mainz-05,Marcus Ingvartsen,"2,50 mio. €",
2021/2022,1-fsv-mainz-05,Ádám Szalai,500 K €,
2021/2022,1-fsv-mainz-05,Ben Bobzien,250 K €,
2021/2022,1-fc-union-berlin,Frederik Rönnow,"2,00 mio. €",
2021/2022,1-fc-union-berlin,Andreas Luthe,800 K €,
2021/2022,1-fc-union-berlin,Jakob Busk,250 K €,
2021/2022,1-fc-union-berlin,Niklas Petzsch,-,
2021/2022,1-fc-union-berlin,Yannic Stein,-,
2021/2022,1-fc-union-berlin,Marvin Friedrich,"8,00 mio. €",
2021/2022,1-fc-union-berlin,Paul Jaeckel,"5,00 mio. €",
2021/2022,1-fc-union-berlin,Timo Baumgartl,"5,00 mio. €",
2021/2022,1-fc-union-berlin,Robin Knoche,"5,00 mio. €",
2021/2022,1-fc-union-berlin,Dominique Heintz,"2,50 mio. €",
2021/2022,1-fc-union-berlin,Rick van Drongelen,"1,50 mio. €",
2021/2022,1-fc-union-berlin,Sebastian Griesbeck,700 K €,
2021/2022,1-fc-union-berlin,Mathis Bruns,200 K €,
2021/2022,1-fc-union-berlin,Maximilian Somnitz,200 K €,
2021/2022,1-fc-union-berlin,Tymoteusz Puchacz,"2,30 mio. €",
2021/2022,1-fc-union-berlin,Niko Gießelmann,"2,30 mio. €",
2021/2022,1-fc-union-berlin,Bastian Oczipka,600 K €,
2021/2022,1-fc-union-berlin,Julian Ryerson,"4,00 mio. €",
2021/2022,1-fc-union-berlin,Pawel Wszolek,"1,20 mio. €",
2021/2022,1-fc-union-berlin,Christopher Trimmel,900 K €,
2021/2022,1-fc-union-berlin,Robert Andrich,"13,00 mio. €",
2021/2022,1-fc-union-berlin,Rani Khedira,"6,00 mio. €",
2021/2022,1-fc-union-berlin,Grischa Prömel,"7,50 mio. €",
2021/2022,1-fc-union-berlin,András Schäfer,"2,00 mio. €",
2021/2022,1-fc-union-berlin,Kevin Möhwald,"1,50 mio. €",
2021/2022,1-fc-union-berlin,Fabio Schneider,200 K €,
2021/2022,1-fc-union-berlin,Genki Haraguchi,"2,50 mio. €",
2021/2022,1-fc-union-berlin,Sheraldo Becker,"7,00 mio. €",
2021/2022,1-fc-union-berlin,Levin Öztunali,"1,50 mio. €",
2021/2022,1-fc-union-berlin,Sven Michel,"1,20 mio. €",
2021/2022,1-fc-union-berlin,Keita Endo,900 K €,
2021/2022,1-fc-union-berlin,Laurenz Dehl,250 K €,
2021/2022,1-fc-union-berlin,Max Kruse,"3,50 mio. €",
2021/2022,1-fc-union-berlin,Taiwo Awoniyi,"20,00 mio. €",
2021/2022,1-fc-union-berlin,Marcus Ingvartsen,"2,50 mio. €",
2021/2022,1-fc-union-berlin,Andreas Voglsammer,"1,20 mio. €",
2021/2022,1-fc-union-berlin,Cedric Teuchert,900 K €,
2021/2022,1-fc-union-berlin,Kevin Behrens,900 K €,
2021/2022,1-fc-union-berlin,Anthony Ujah,500 K €,
2021/2022,1-fc-union-berlin,Suleiman Abdullahi,400 K €,
2021/2022,1-fc-koln,Marvin Schwäbe,"4,00 mio. €",
2021/2022,1-fc-koln,Timo Horn,"2,00 mio. €",
2021/2022,1-fc-koln,Jonas Urbig,300 K €,
2021/2022,1-fc-koln,Matthias Köbbing,25 K €,
2021/2022,1-fc-koln,Timo Hübers,"7,50 mio. €",
2021/2022,1-fc-koln,Luca Kilian,"4,50 mio. €",
2021/2022,1-fc-koln,Jorge Meré,"2,50 mio. €",
2021/2022,1-fc-koln,Jeff Chabot,"2,00 mio. €",
2021/2022,1-fc-koln,Jannes Horn,"1,80 mio. €",
2021/2022,1-fc-koln,Bright Arrey-Mbi,"1,30 mio. €",
2021/2022,1-fc-koln,Rafael Czichos,"1,00 mio. €",
2021/2022,1-fc-koln,Jonas Hector,"3,50 mio. €",
2021/2022,1-fc-koln,Noah Katterbach,"1,70 mio. €",
2021/2022,1-fc-koln,Jan Thielmann,"7,50 mio. €",
2021/2022,1-fc-koln,Benno Schmitz,"3,00 mio. €",
2021/2022,1-fc-koln,Kingsley Ehizibue,"1,30 mio. €",
2021/2022,1-fc-koln,Salih Özcan,"13,00 mio. €",
2021/2022,1-fc-koln,Ellyes Skhiri,"13,00 mio. €",
2021/2022,1-fc-koln,Dejan Ljubicic,"7,50 mio. €",
2021/2022,1-fc-koln,Ondrej Duda,"4,00 mio. €",
2021/2022,1-fc-koln,Niklas Hauptmann,350 K €,
2021/2022,1-fc-koln,Mathias Olesen,350 K €,
2021/2022,1-fc-koln,Louis Schaub,"1,80 mio. €",
2021/2022,1-fc-koln,Florian Kainz,"3,50 mio. €",
2021/2022,1-fc-koln,Tomas Ostrák,750 K €,
2021/2022,1-fc-koln,Kingsley Schindler,800 K €,
2021/2022,1-fc-koln,Marvin Obuz,300 K €,
2021/2022,1-fc-koln,Mark Uth,"3,00 mio. €",
2021/2022,1-fc-koln,Anthony Modeste,"3,00 mio. €",
2021/2022,1-fc-koln,Sebastian Andersson,"2,00 mio. €",
2021/2022,1-fc-koln,Tim Lemperle,"2,00 mio. €",
2021/2022,fc-augsburg,Rafal Gikiewicz,"1,20 mio. €",
2021/2022,fc-augsburg,Tomas Koubek,"1,00 mio. €",
2021/2022,fc-augsburg,Daniel Klein,200 K €,
2021/2022,fc-augsburg,Reece Oxford,"12,00 mio. €",
2021/2022,fc-augsburg,Felix Uduokhai,"10,00 mio. €",
2021/2022,fc-augsburg,Jeffrey Gouweleeuw,"3,50 mio. €",
2021/2022,fc-augsburg,Frederik Winther,"1,00 mio. €",
2021/2022,fc-augsburg,Iago,"5,50 mio. €",
2021/2022,fc-augsburg,Mads Pedersen,"2,00 mio. €",
2021/2022,fc-augsburg,Lasse Günther,"1,00 mio. €",
2021/2022,fc-augsburg,Robert Gumny,"2,50 mio. €",
2021/2022,fc-augsburg,Raphael Framberger,"1,50 mio. €",
2021/2022,fc-augsburg,Niklas Dorsch,"10,00 mio. €",
2021/2022,fc-augsburg,Carlos Gruezo,"3,20 mio. €",
2021/2022,fc-augsburg,Tobias Strobl,900 K €,
2021/2022,fc-augsburg,Arne Maier,"5,50 mio. €",
2021/2022,fc-augsburg,Jan Moravek,500 K €,
2021/2022,fc-augsburg,Tim Civeja,200 K €,
2021/2022,fc-augsburg,Dominic Schmidt,100 K €,
2021/2022,fc-augsburg,Dikeni Salifou,-,
2021/2022,fc-augsburg,Fredrik Jensen,"1,50 mio. €",
2021/2022,fc-augsburg,Rubén Vargas,"8,00 mio. €",
2021/2022,fc-augsburg,André Hahn,"2,00 mio. €",
2021/2022,fc-augsburg,Noah Sarenren Bazee,"1,00 mio. €",
2021/2022,fc-augsburg,Daniel Caligiuri,800 K €,
2021/2022,fc-augsburg,Ricardo Pepi,"9,00 mio. €",
2021/2022,fc-augsburg,Michael Gregoritsch,"4,50 mio. €",
2021/2022,fc-augsburg,Andi Zeqiri,"2,30 mio. €",
2021/2022,fc-augsburg,Florian Niederlechner,"2,20 mio. €",
2021/2022,fc-augsburg,Sergio Córdova,"1,00 mio. €",
2021/2022,fc-augsburg,Alfred Finnbogason,700 K €,
2021/2022,fc-augsburg,Maurice Malone,500 K €,
2021/2022,arminia-bielefeld,Stefan Ortega,"6,00 mio. €",
2021/2022,arminia-bielefeld,Stefanos Kapino,700 K €,
2021/2022,arminia-bielefeld,Oscar Linnér,300 K €,
2021/2022,arminia-bielefeld,Arne Schulz,100 K €,
2021/2022,arminia-bielefeld,Amos Pieper,"5,00 mio. €",
2021/2022,arminia-bielefeld,Joakim Nilsson,"3,50 mio. €",
2021/2022,arminia-bielefeld,Gui Ramos,"2,00 mio. €",
2021/2022,arminia-bielefeld,Andrés Andrade,"2,00 mio. €",
2021/2022,arminia-bielefeld,Mike van der Hoorn,"1,60 mio. €",
2021/2022,arminia-bielefeld,Nathan de Medina,750 K €,
2021/2022,arminia-bielefeld,Kenson Pierre Bauer,-,
2021/2022,arminia-bielefeld,George Bello,"3,00 mio. €",
2021/2022,arminia-bielefeld,Lennart Czyborra,"2,30 mio. €",
2021/2022,arminia-bielefeld,Jacob Barrett Laursen,"1,70 mio. €",
2021/2022,arminia-bielefeld,Cédric Brunner,"3,20 mio. €",
2021/2022,arminia-bielefeld,Edimilson Fernandes,"2,00 mio. €",
2021/2022,arminia-bielefeld,Manuel Prietl,"1,80 mio. €",
2021/2022,arminia-bielefeld,Fabian Kunze,"1,00 mio. €",
2021/2022,arminia-bielefeld,Julian Frommann,200 K €,
2021/2022,arminia-bielefeld,Vladislav Cherny,100 K €,
2021/2022,arminia-bielefeld,Alessandro Schöpf,"2,50 mio. €",
2021/2022,arminia-bielefeld,Marcel Hartel,"1,80 mio. €",
2021/2022,arminia-bielefeld,Sebastian Vasiliadis,"1,80 mio. €",
2021/2022,arminia-bielefeld,Gonzalo Castro,500 K €,
2021/2022,arminia-bielefeld,Burak İnce,"1,50 mio. €",
2021/2022,arminia-bielefeld,Masaya Okugawa,"5,00 mio. €",
2021/2022,arminia-bielefeld,Robin Hack,"2,00 mio. €",
2021/2022,arminia-bielefeld,Patrick Wimmer,"8,00 mio. €",
2021/2022,arminia-bielefeld,Christian Gebauer,500 K €,
2021/2022,arminia-bielefeld,Florian Krüger,"1,80 mio. €",
2021/2022,arminia-bielefeld,Janni Serra,"1,80 mio. €",
2021/2022,arminia-bielefeld,Bryan Lasme,"1,00 mio. €",
2021/2022,arminia-bielefeld,Fabian Klos,400 K €,
2021/2022,arminia-bielefeld,Cem-Ali Dogan,-,
2021/2022,vfl-bochum,Manuel Riemann,"1,20 mio. €",
2021/2022,vfl-bochum,Michael Esser,400 K €,
2021/2022,vfl-bochum,Tjark Ernst,200 K €,
2021/2022,vfl-bochum,Paul Grave,100 K €,
2021/2022,vfl-bochum,Armel Bella-Kotchap,"10,00 mio. €",
2021/2022,vfl-bochum,Maxim Leitsch,"5,00 mio. €",
2021/2022,vfl-bochum,Erhan Masovic,"2,50 mio. €",
2021/2022,vfl-bochum,Vasilios Lampropoulos,500 K €,
2021/2022,vfl-bochum,Saulo Decarli,300 K €,
2021/2022,vfl-bochum,Danilo Soares,"2,20 mio. €",
2021/2022,vfl-bochum,Konstantinos Stafylidis,"1,80 mio. €",
2021/2022,vfl-bochum,Moritz Römling,200 K €,
2021/2022,vfl-bochum,Herbert Bockhorn,800 K €,
2021/2022,vfl-bochum,Cristian Gamboa,700 K €,
2021/2022,vfl-bochum,Anthony Losilla,500 K €,
2021/2022,vfl-bochum,Elvis Rexhbecaj,"4,00 mio. €",
2021/2022,vfl-bochum,Eduard Löwen,"2,00 mio. €",
2021/2022,vfl-bochum,Patrick Osterhage,900 K €,
2021/2022,vfl-bochum,Robert Tesche,350 K €,
2021/2022,vfl-bochum,Raman Chibsah,250 K €,
2021/2022,vfl-bochum,Milos Pantovic,"2,20 mio. €",
2021/2022,vfl-bochum,Tom Weilandt,250 K €,
2021/2022,vfl-bochum,Gerrit Holtmann,"4,50 mio. €",
2021/2022,vfl-bochum,Christopher Antwi-Adjei,"1,00 mio. €",
2021/2022,vfl-bochum,Danny Blum,600 K €,
2021/2022,vfl-bochum,Takuma Asano,"3,00 mio. €",
2021/2022,vfl-bochum,Tarsis Bonga,300 K €,
2021/2022,vfl-bochum,Sebastian Polter,"2,20 mio. €",
2021/2022,vfl-bochum,Jürgen Locadia,"2,00 mio. €",
2021/2022,vfl-bochum,Simon Zoller,"1,10 mio. €",
2021/2022,vfl-bochum,Silvere Ganvoula,600 K €,
2021/2022,vfl-bochum,Soma Novothny,400 K €,
2021/2022,vfl-bochum,Luis Hartwig,200 K €,
2021/2022,spvgg-greuther-furth,Andreas Linde,900 K €,
2021/2022,spvgg-greuther-furth,Sascha Burchert,400 K €,
2021/2022,spvgg-greuther-furth,Marius Funk,300 K €,
2021/2022,spvgg-greuther-furth,Leon Schaffran,125 K €,
2021/2022,spvgg-greuther-furth,Lasse Schulz,125 K €,
2021/2022,spvgg-greuther-furth,Maximilian Bauer,"1,60 mio. €",
2021/2022,spvgg-greuther-furth,Luca Itter,"1,50 mio. €",
2021/2022,spvgg-greuther-furth,Justin Hoogma,"1,00 mio. €",
2021/2022,spvgg-greuther-furth,Nick Viergever,800 K €,
2021/2022,spvgg-greuther-furth,Sebastian Griesbeck,700 K €,
2021/2022,spvgg-greuther-furth,Gideon Jung,700 K €,
2021/2022,spvgg-greuther-furth,Abdourahmane Barry,300 K €,
2021/2022,spvgg-greuther-furth,Oliver Fobassam,200 K €,
2021/2022,spvgg-greuther-furth,Jeremy Dudziak,"1,60 mio. €",
2021/2022,spvgg-greuther-furth,Jetro Willems,"1,00 mio. €",
2021/2022,spvgg-greuther-furth,Marco Meyerhöfer,"2,00 mio. €",
2021/2022,spvgg-greuther-furth,Simon Asta,900 K €,
2021/2022,spvgg-greuther-furth,Max Christiansen,"1,50 mio. €",
2021/2022,spvgg-greuther-furth,Nunoo Sarpei,450 K €,
2021/2022,spvgg-greuther-furth,Paul Seguin,"2,20 mio. €",
2021/2022,spvgg-greuther-furth,Timothy Tillman,"1,80 mio. €",
2021/2022,spvgg-greuther-furth,Tobias Raschl,"1,00 mio. €",
2021/2022,spvgg-greuther-furth,Julian Green,"1,00 mio. €",
2021/2022,spvgg-greuther-furth,Adrian Fein,700 K €,
2021/2022,spvgg-greuther-furth,Nils Seufert,600 K €,
2021/2022,spvgg-greuther-furth,Branimir Hrgota,"2,00 mio. €",
2021/2022,spvgg-greuther-furth,Mert Yusuf Torlak,100 K €,
2021/2022,spvgg-greuther-furth,Jamie Leweling,"4,50 mio. €",
2021/2022,spvgg-greuther-furth,Dickson Abiama,800 K €,
2021/2022,spvgg-greuther-furth,Jessic Ngankam,"2,00 mio. €",
2021/2022,spvgg-greuther-furth,Cedric Itten,"2,00 mio. €",
2021/2022,spvgg-greuther-furth,Afimico Pululu,"1,00 mio. €",
2021/2022,spvgg-greuther-furth,Havard Nielsen,"1,00 mio. €",
2021/2022,spvgg-greuther-furth,Robin Kehr,150 K €,
2022/2023,fc-bayern-munchen,Manuel Neuer,"7,00 mio. €",
2022/2023,fc-bayern-munchen,Yann Sommer,"5,00 mio. €",
2022/2023,fc-bayern-munchen,Sven Ulreich,700 K €,
2022/2023,fc-bayern-munchen,Johannes Schenk,300 K €,
2022/2023,fc-bayern-munchen,Matthijs de Ligt,"75,00 mio. €",
2022/2023,fc-bayern-munchen,Dayot Upamecano,"60,00 mio. €",
2022/2023,fc-bayern-munchen,Benjamin Pavard,"40,00 mio. €",
2022/2023,fc-bayern-munchen,Tanguy Nianzou,"7,50 mio. €",
2022/2023,fc-bayern-munchen,Daley Blind,"3,00 mio. €",
2022/2023,fc-bayern-munchen,Justin Janitzek,500 K €,
2022/2023,fc-bayern-munchen,Liam Morrison,300 K €,
2022/2023,fc-bayern-munchen,Gabriel Marusic,150 K €,
2022/2023,fc-bayern-munchen,Alphonso Davies,"70,00 mio. €",
2022/2023,fc-bayern-munchen,Lucas Hernández,"45,00 mio. €",
2022/2023,fc-bayern-munchen,João Cancelo,"50,00 mio. €",
2022/2023,fc-bayern-munchen,Noussair Mazraoui,"28,00 mio. €",
2022/2023,fc-bayern-munchen,Josip Stanisic,"12,00 mio. €",
2022/2023,fc-bayern-munchen,Bouna Sarr,"2,00 mio. €",
