Saison,Équipe,Nom,Valeur marchande,Valeur marchande (euros)
2021/2022,usl-dunkerque,Désiré Sègbè,200 K €,
2021/2022,sc-bastia,Zacharie Boucher,400 K €,
2021/2022,sc-bastia,Thomas Vincensini,400 K €,
2021/2022,sc-bastia,Johny Placide,250 K €,
2021/2022,sc-bastia,Gianni Fontana,50 K €,
2021/2022,sc-bastia,Julien Le Cardinal,900 K €,
2021/2022,sc-bastia,Dumè Guidi,700 K €,
2021/2022,sc-bastia,Yohan Bocognano,300 K €,
2021/2022,sc-bastia,Joris Sainati,300 K €,
2021/2022,sc-bastia,Stephen Quemper,700 K €,
2021/2022,sc-bastia,Nikolay Zolotov,450 K €,
2021/2022,sc-bastia,Julien Boyer,450 K €,
2021/2022,sc-bastia,Lloyd Palun,300 K €,
2021/2022,sc-bastia,Alexandre Jourda,100 K €,
2021/2022,sc-bastia,Kylian Kaïboue,700 K €,
2021/2022,sc-bastia,Tom Ducrocq,700 K €,
2021/2022,sc-bastia,Christophe Vincent,600 K €,
2021/2022,sc-bastia,Anthony Roncaglia,400 K €,
2021/2022,sc-bastia,Yacouba Sylla,250 K €,
2021/2022,sc-bastia,Gary Coulibaly,100 K €,
2021/2022,sc-bastia,Sébastien Salles-Lamonge,900 K €,
2021/2022,sc-bastia,Amine Talal,600 K €,
2021/2022,sc-bastia,Maguette Diongue,400 K €,
2021/2022,sc-bastia,Anthony Angelini,50 K €,
2021/2022,sc-bastia,Kévin Schur,400 K €,
2021/2022,sc-bastia,Adil Taoui,400 K €,
2021/2022,sc-bastia,Kenny Nagera,300 K €,
2021/2022,sc-bastia,Harrison Manzala,300 K €,
2021/2022,sc-bastia,Antony Robic,250 K €,
2021/2022,sc-bastia,Chaouki Ben Saada,150 K €,
2021/2022,sc-bastia,Benjamin Santelli,600 K €,
2021/2022,sc-bastia,Frank Magri,500 K €,
2021/2022,sc-bastia,Idriss Saadi,500 K €,
2022/2023,as-saint-etienne,Gautier Larsonneur,"3,50 mio. €",
2022/2023,as-saint-etienne,Etienne Green,"2,00 mio. €",
2022/2023,as-saint-etienne,Matthieu Dreyer,250 K €,
2022/2023,as-saint-etienne,Boubacar Fall,200 K €,
2022/2023,as-saint-etienne,Noah Raveyre,150 K €,
2022/2023,as-saint-etienne,Saïdou Sow,"3,50 mio. €",
2022/2023,as-saint-etienne,Anthony Briançon,"1,50 mio. €",
2022/2023,as-saint-etienne,Mickaël Nade,"1,00 mio. €",
2022/2023,as-saint-etienne,Jimmy Giraudon,700 K €,
2022/2023,as-saint-etienne,Abdoulaye Bakayoko,400 K €,
2022/2023,as-saint-etienne,Mateo Pavlovic,400 K €,
2022/2023,as-saint-etienne,Niels Nkounkou,"5,00 mio. €",
2022/2023,as-saint-etienne,Léo Pétrot,900 K €,
2022/2023,as-saint-etienne,Gabriel Silva,700 K €,
2022/2023,as-saint-etienne,Sergi Palencia,"2,00 mio. €",
2022/2023,as-saint-etienne,Yvann Maçon,"2,00 mio. €",
2022/2023,as-saint-etienne,Dennis Appiah,"1,50 mio. €",
2022/2023,as-saint-etienne,Anas Namri,200 K €,
2022/2023,as-saint-etienne,Lamine Fomba,"2,00 mio. €",
2022/2023,as-saint-etienne,Yvan Neyou,"1,00 mio. €",
2022/2023,as-saint-etienne,Thomas Monconduit,800 K €,
2022/2023,as-saint-etienne,Louis Mouton,400 K €,
2022/2023,as-saint-etienne,Zaydou Youssouf,"4,00 mio. €",
2022/2023,as-saint-etienne,Benjamin Bouchouari,"4,00 mio. €",
2022/2023,as-saint-etienne,Mahdi Camara,"3,00 mio. €",
2022/2023,as-saint-etienne,Aïmen Moueffek,"1,00 mio. €",
2022/2023,as-saint-etienne,Adil Aouchiche,"2,20 mio. €",
2022/2023,as-saint-etienne,Victor Lobry,"1,20 mio. €",
2022/2023,as-saint-etienne,Dylan Chambost,900 K €,
2022/2023,as-saint-etienne,Antoine Gauthier,150 K €,
2022/2023,as-saint-etienne,Cheikh Fall,-,
2022/2023,as-saint-etienne,Denis Bouanga,"6,00 mio. €",
2022/2023,as-saint-etienne,Maxence Rivera,350 K €,
2022/2023,as-saint-etienne,Yanis Lhéry,250 K €,
2022/2023,as-saint-etienne,Darnell Eric Bile,200 K €,
2022/2023,as-saint-etienne,Mathys Saban,200 K €,
2022/2023,as-saint-etienne,Abdoulaye Coulibaly,150 K €,
2022/2023,as-saint-etienne,Lucas Calodat,100 K €,
2022/2023,as-saint-etienne,Mathieu Cafaro,"3,00 mio. €",
2022/2023,as-saint-etienne,Abdoul Kader Bamba,900 K €,
2022/2023,as-saint-etienne,Lenny Pintor,600 K €,
2022/2023,as-saint-etienne,Ayman Aiki,400 K €,
2022/2023,as-saint-etienne,Jean-Philippe Krasso,"6,00 mio. €",
2022/2023,as-saint-etienne,Ibrahima Wadji,"1,20 mio. €",
2022/2023,as-saint-etienne,Gaëtan Charbonnier,500 K €,
2022/2023,as-saint-etienne,Jibril Othman,100 K €,
2022/2023,fc-metz,Alexandre Oukidja,500 K €,
2022/2023,fc-metz,Marc-Aurèle Caillard,500 K €,
2022/2023,fc-metz,Ousmane Ba,400 K €,
2022/2023,fc-metz,Alexis Mirbach,50 K €,
2022/2023,fc-metz,Kiki Kouyaté,"5,00 mio. €",
2022/2023,fc-metz,Fali Candé,"2,50 mio. €",
2022/2023,fc-metz,Ismaël Traoré,300 K €,
2022/2023,fc-metz,Aboubacar Lô,250 K €,
2022/2023,fc-metz,Matthieu Udol,"2,50 mio. €",
2022/2023,fc-metz,Oussmane Kebe,-,
2022/2023,fc-metz,Fabien Centonze,"4,00 mio. €",
2022/2023,fc-metz,Koffi Kouao,"2,00 mio. €",
2022/2023,fc-metz,William Mikelbrencis,"1,00 mio. €",
2022/2023,fc-metz,Sofiane Alakouch,600 K €,
2022/2023,fc-metz,Boubacar Traoré,"5,00 mio. €",
2022/2023,fc-metz,Habib Maïga,"2,50 mio. €",
2022/2023,fc-metz,Kévin N'Doram,"1,50 mio. €",
2022/2023,fc-metz,Danley Jean Jacques,"1,50 mio. €",
2022/2023,fc-metz,Warren Tchimbembé,500 K €,
2022/2023,fc-metz,Lilian Raillot,50 K €,
2022/2023,fc-metz,Mathieu Cachbach,500 K €,
2022/2023,fc-metz,Arthur Atta,500 K €,
2022/2023,fc-metz,Joseph Nduquidi,250 K €,
2022/2023,fc-metz,Lamine Camara,200 K €,
2022/2023,fc-metz,Amine Bassi,"1,50 mio. €",
2022/2023,fc-metz,Youssef Maziz,"1,50 mio. €",
2022/2023,fc-metz,Papa Ndiaga Yade,"1,20 mio. €",
2022/2023,fc-metz,Cheikh Sabaly,700 K €,
2022/2023,fc-metz,Papa Amadou Diallo,150 K €,
2022/2023,fc-metz,Maïdine Douane,50 K €,
2022/2023,fc-metz,Ablie Jallow,"1,50 mio. €",
2022/2023,fc-metz,Lamine Gueye,"1,00 mio. €",
2022/2023,fc-metz,Anthony Musaba,800 K €,
2022/2023,fc-metz,Vagner,650 K €,
2022/2023,fc-metz,Lenny Joseph,400 K €,
2022/2023,fc-metz,Malick Mbaye,150 K €,
2022/2023,fc-metz,Georges Mikautadze,"10,00 mio. €",
2022/2023,fc-metz,Ibrahima Niane,"3,00 mio. €",
2022/2023,fc-metz,Xhuliano Skuka,400 K €,
2022/2023,fc-metz,Amadou N'Diaye,200 K €,
2022/2023,fc-girondins-bordeaux,Gaëtan Poussin,"1,80 mio. €",
2022/2023,fc-girondins-bordeaux,Rafal Straczek,600 K €,
2022/2023,fc-girondins-bordeaux,Grégoire Swiderski,50 K €,
2022/2023,fc-girondins-bordeaux,Stian Gregersen,"2,00 mio. €",
2022/2023,fc-girondins-bordeaux,Malcom Bokele,"2,00 mio. €",
2022/2023,fc-girondins-bordeaux,Yoann Barbet,"1,80 mio. €",
2022/2023,fc-girondins-bordeaux,Emmanuel Biumla,50 K €,
2022/2023,fc-girondins-bordeaux,Yaël Mouanga,-,
2022/2023,fc-girondins-bordeaux,Vital Nsimba,"2,00 mio. €",
2022/2023,fc-girondins-bordeaux,Jacques Ekomié,300 K €,
2022/2023,fc-girondins-bordeaux,Clément Michelin,"1,20 mio. €",
2022/2023,fc-girondins-bordeaux,Johaneko Louis-Jean,400 K €,
2022/2023,fc-girondins-bordeaux,Jean Onana,"6,00 mio. €",
2022/2023,fc-girondins-bordeaux,Junior Mwanga,"4,00 mio. €",
2022/2023,fc-girondins-bordeaux,Tom Lacoux,"1,80 mio. €",
2022/2023,fc-girondins-bordeaux,Issouf Sissokho,800 K €,
2022/2023,fc-girondins-bordeaux,Emeric Depussay,250 K €,
2022/2023,fc-girondins-bordeaux,Tijany Atallah,150 K €,
2022/2023,fc-girondins-bordeaux,Danylo Ignatenko,"1,80 mio. €",
2022/2023,fc-girondins-bordeaux,Fransérgio,"1,20 mio. €",
2022/2023,fc-girondins-bordeaux,Lenny Pirringuel,400 K €,
2022/2023,fc-girondins-bordeaux,Alexi Pitu,"1,80 mio. €",
2022/2023,fc-girondins-bordeaux,Marvin De Lima,150 K €,
2022/2023,fc-girondins-bordeaux,Julien Vetro,50 K €,
2022/2023,fc-girondins-bordeaux,Dilane Bakwa,"4,00 mio. €",
2022/2023,fc-girondins-bordeaux,Alberth Elis,"2,50 mio. €",
2022/2023,fc-girondins-bordeaux,Zuriko Davitashvili,"2,50 mio. €",
2022/2023,fc-girondins-bordeaux,Logan Delaurier-Chaubet,500 K €,
2022/2023,fc-girondins-bordeaux,Josh Maja,"5,00 mio. €",
2022/2023,fc-girondins-bordeaux,Ui-jo Hwang,"4,80 mio. €",
2022/2023,fc-girondins-bordeaux,Aliou Badji,"1,50 mio. €",
2022/2023,fc-girondins-bordeaux,Lucas Rocrou,100 K €,
2022/2023,fc-girondins-bordeaux,David Tebili,50 K €,
2022/2023,ac-le-havre,Arthur Desmas,"1,50 mio. €",
2022/2023,ac-le-havre,Mathieu Gorgelin,200 K €,
2022/2023,ac-le-havre,Mohamed Koné,50 K €,
2022/2023,ac-le-havre,Arouna Sangante,"5,00 mio. €",
2022/2023,ac-le-havre,Gautier Lloris,"1,50 mio. €",
2022/2023,ac-le-havre,Terence Kongolo,900 K €,
2022/2023,ac-le-havre,Étienne Youté Kinkoué,300 K €,
2022/2023,ac-le-havre,Zakaria Diallo,200 K €,
2022/2023,ac-le-havre,Djamal Moussadek,150 K €,
2022/2023,ac-le-havre,Yoni Gomis,50 K €,
2022/2023,ac-le-havre,Christopher Operi,"2,00 mio. €",
2022/2023,ac-le-havre,Abdelwahed Wahib,400 K €,
2022/2023,ac-le-havre,Saël Kumbedi,"12,00 mio. €",
2022/2023,ac-le-havre,Oualid El Hajjam,"1,20 mio. €",
2022/2023,ac-le-havre,Victor Lekhal,"2,50 mio. €",
2022/2023,ac-le-havre,Oussama Targhalline,800 K €,
2022/2023,ac-le-havre,Nolan Mbemba,500 K €,
2022/2023,ac-le-havre,Aloïs Confais,300 K €,
2022/2023,ac-le-havre,Aristide Wam,50 K €,
2022/2023,ac-le-havre,Yassine Kechta,"3,50 mio. €",
2022/2023,ac-le-havre,Amir Richardson,"3,50 mio. €",
2022/2023,ac-le-havre,Check Oumar Diakité,700 K €,
2022/2023,ac-le-havre,Simon Ebonog,50 K €,
2022/2023,ac-le-havre,Abdoullah Ba,"2,00 mio. €",
2022/2023,ac-le-havre,Nabil Alioui,"1,50 mio. €",
2022/2023,ac-le-havre,Mokrane Bentoumi,50 K €,
2022/2023,ac-le-havre,Antoine Joujou,800 K €,
2022/2023,ac-le-havre,Ylan Gomes,250 K €,
2022/2023,ac-le-havre,Amadou Samoura,50 K €,
2022/2023,ac-le-havre,Samuel Grandsir,"2,00 mio. €",
2022/2023,ac-le-havre,Josué Casimir,"1,80 mio. €",
2022/2023,ac-le-havre,Quentin Cornette,"1,00 mio. €",
2022/2023,ac-le-havre,Elies Mahmoud,800 K €,
2022/2023,ac-le-havre,Nassim Chadli,400 K €,
2022/2023,ac-le-havre,Salifou Soumah,100 K €,
2022/2023,ac-le-havre,Yann Kitala,900 K €,
2022/2023,ac-le-havre,Jamal Thiaré,600 K €,
2022/2023,ac-le-havre,Pape Ibnou Ba,400 K €,
2022/2023,ac-le-havre,Steve Ngoura,100 K €,
2022/2023,ac-le-havre,Elysée Logbo,-,
2022/2023,fc-sochaux-montbeliard,Maxence Prévot,"2,00 mio. €",
2022/2023,fc-sochaux-montbeliard,Mehdi Jeannin,200 K €,
2022/2023,fc-sochaux-montbeliard,Manu Agro,50 K €,
2022/2023,fc-sochaux-montbeliard,Ismaïl Aaneba,"2,00 mio. €",
2022/2023,fc-sochaux-montbeliard,Saad Agouzoul,"1,80 mio. €",
2022/2023,fc-sochaux-montbeliard,Valentine Ozornwafor,350 K €,
2022/2023,fc-sochaux-montbeliard,Daylam Meddah,150 K €,
2022/2023,fc-sochaux-montbeliard,Christ Makosso,100 K €,
2022/2023,fc-sochaux-montbeliard,Emilien Grillot,-,
2022/2023,fc-sochaux-montbeliard,Abdallah Ndour,900 K €,
2022/2023,fc-sochaux-montbeliard,Yoël Armougom,400 K €,
2022/2023,fc-sochaux-montbeliard,Mattéo Pezard,-,
2022/2023,fc-sochaux-montbeliard,Valentin Henry,600 K €,
2022/2023,fc-sochaux-montbeliard,Julien Faussurier,250 K €,
2022/2023,fc-sochaux-montbeliard,Nolan Galves,100 K €,
2022/2023,fc-sochaux-montbeliard,Rassoul Ndiaye,"4,00 mio. €",
2022/2023,fc-sochaux-montbeliard,Skelly Alvero,"3,00 mio. €",
2022/2023,fc-sochaux-montbeliard,Damien Le Tallec,600 K €,
2022/2023,fc-sochaux-montbeliard,Malcolm Viltard,400 K €,
2022/2023,fc-sochaux-montbeliard,Franck Kanouté,800 K €,
2022/2023,fc-sochaux-montbeliard,Joseph Lopy,450 K €,
2022/2023,fc-sochaux-montbeliard,Sambou Yatabaré,200 K €,
2022/2023,fc-sochaux-montbeliard,Gaétan Weissbeck,"2,50 mio. €",
2022/2023,fc-sochaux-montbeliard,Roli Pereira de Sa,400 K €,
2022/2023,fc-sochaux-montbeliard,Moussa Doumbia,"2,00 mio. €",
2022/2023,fc-sochaux-montbeliard,Maxime Do Couto,500 K €,
2022/2023,fc-sochaux-montbeliard,Samy Faraj,200 K €,
2022/2023,fc-sochaux-montbeliard,Alex Daho,-,
2022/2023,fc-sochaux-montbeliard,Tony Mauricio,"1,80 mio. €",
2022/2023,fc-sochaux-montbeliard,Aldo Kalulu,"1,50 mio. €",
2022/2023,fc-sochaux-montbeliard,Jodel Dossou,800 K €,
2022/2023,fc-sochaux-montbeliard,Ibrahim Sissoko,"2,20 mio. €",
2022/2023,fc-sochaux-montbeliard,Eliezer Mayenda,300 K €,
2022/2023,fc-sochaux-montbeliard,Hermann Tebily,200 K €,
2022/2023,fc-sochaux-montbeliard,Martin Lecolier,-,
2022/2023,amiens-sc,Régis Gurtner,250 K €,
2022/2023,amiens-sc,Paul Charruau,150 K €,
2022/2023,amiens-sc,Matthieu Rongier,50 K €,
2022/2023,amiens-sc,Formose Mendy,"3,00 mio. €",
2022/2023,amiens-sc,Mamadou Fofana,"1,80 mio. €",
2022/2023,amiens-sc,Nicholas Opoku,"1,20 mio. €",
2022/2023,amiens-sc,Abdourahmane Barry,400 K €,
2022/2023,amiens-sc,Siriky Diabaté,200 K €,
2022/2023,amiens-sc,Matthéo Xantippe,500 K €,
2022/2023,amiens-sc,Kassoum Ouattara,500 K €,
2022/2023,amiens-sc,Sebastian Ring,400 K €,
2022/2023,amiens-sc,Youssouf Assogba,250 K €,
2022/2023,amiens-sc,Jérémy Gélin,"1,80 mio. €",
2022/2023,amiens-sc,Mathis Lachuer,500 K €,
2022/2023,amiens-sc,Ibrahim Fofana,200 K €,
2022/2023,amiens-sc,Jessy Benet,"1,00 mio. €",
2022/2023,amiens-sc,Mamadou Fofana,"1,00 mio. €",
2022/2023,amiens-sc,Owen Gene,700 K €,
2022/2023,amiens-sc,Gaël Kakuta,"1,80 mio. €",
2022/2023,amiens-sc,Iron Gomis,800 K €,
2022/2023,amiens-sc,Rayan Lutin,-,
2022/2023,amiens-sc,Hassane Bandé,500 K €,
2022/2023,amiens-sc,Amadou Ciss,400 K €,
2022/2023,amiens-sc,Mathis Touho,-,
2022/2023,amiens-sc,Antoine Leautey,"1,50 mio. €",
2022/2023,amiens-sc,Florian Bianchini,400 K €,
2022/2023,amiens-sc,Matéo Degrumelle,50 K €,
2022/2023,amiens-sc,Josué Chibozo,700 K €,
2022/2023,amiens-sc,Tolu Arokodare,"3,00 mio. €",
2022/2023,amiens-sc,Janis Antiste,"3,00 mio. €",
2022/2023,amiens-sc,Aliou Badji,"1,50 mio. €",
2022/2023,amiens-sc,George Ilenikhena,"1,00 mio. €",
2022/2023,amiens-sc,Papiss Demba Cissé,200 K €,
2022/2023,amiens-sc,Mehdi Bariki,100 K €,
2022/2023,paris-fc,Ivan Filipovic,500 K €,
2022/2023,paris-fc,Vincent Demarconnay,100 K €,
2022/2023,paris-fc,Obed Nkambadio,100 K €,
2022/2023,paris-fc,Justin Maaga,50 K €,
2022/2023,paris-fc,Téva Gardies,50 K €,
2022/2023,paris-fc,Julien Le Cardinal,"2,00 mio. €",
2022/2023,paris-fc,Samir Chergui,"1,20 mio. €",
2022/2023,paris-fc,Maxime Bernauer,"1,00 mio. €",
2022/2023,paris-fc,Jordan Lefort,900 K €,
2022/2023,paris-fc,Yoan Koré,900 K €,
2022/2023,paris-fc,Axel Bamba,600 K €,
2022/2023,paris-fc,Kouadio-Yves Dabila,500 K €,
2022/2023,paris-fc,Ousmane Kanté,250 K €,
2022/2023,paris-fc,Loup-Diwan Gueho,150 K €,
2022/2023,paris-fc,Setigui Karamoko,100 K €,
2022/2023,paris-fc,Allan Nengoue,50 K €,
2022/2023,paris-fc,Nobel Mendy,50 K €,
2022/2023,paris-fc,Jaouen Hadjam,"2,00 mio. €",
2022/2023,paris-fc,Florent Hanin,600 K €,
2022/2023,paris-fc,Yvann Maçon,"2,00 mio. €",
2022/2023,paris-fc,Moustapha Name,"1,50 mio. €",
2022/2023,paris-fc,Cyril Mandouki,400 K €,
2022/2023,paris-fc,Sékou Sanogo,400 K €,
2022/2023,paris-fc,Ilan Bacha,50 K €,
2022/2023,paris-fc,Gabriel Oualengbe,50 K €,
2022/2023,paris-fc,Check Oumar Diakité,700 K €,
2022/2023,paris-fc,Lebogang Phiri,400 K €,
2022/2023,paris-fc,Jonathan Iglesias,350 K €,
2022/2023,paris-fc,Paul Lasne,300 K €,
2022/2023,paris-fc,Ilan Kebbal,"2,00 mio. €",
2022/2023,paris-fc,Alimami Gory,800 K €,
2022/2023,paris-fc,Mehdi Chahiri,700 K €,
2022/2023,paris-fc,Julien Lopez,500 K €,
2022/2023,paris-fc,Haris El Mouttaqi,-,
2022/2023,paris-fc,Morgan Guilavogui,"2,50 mio. €",
2022/2023,paris-fc,Andy Pembélé,250 K €,
2022/2023,paris-fc,Pierre-Yves Hamel,500 K €,
2022/2023,paris-fc,Warren Caddy,400 K €,
2022/2023,paris-fc,Khalid Boutaïb,200 K €,
2022/2023,paris-fc,Kévin Mbala,100 K €,
2022/2023,paris-fc,Adel Bacha,50 K €,
2022/2023,paris-fc,Jarod Baltazar,-,
2022/2023,sm-caen,Anthony Mandréa,"1,50 mio. €",
2022/2023,sm-caen,Yannis Clémentia,200 K €,
2022/2023,sm-caen,Ibrahim Cissé,"1,80 mio. €",
2022/2023,sm-caen,Emmanuel Ntim,800 K €,
2022/2023,sm-caen,Brahim Traoré,600 K €,
2022/2023,sm-caen,Romain Thomas,400 K €,
2022/2023,sm-caen,Adolphe Teikeu,250 K €,
2022/2023,sm-caen,Vladislav Molchan,100 K €,
2022/2023,sm-caen,Ali Abdi,"1,50 mio. €",
2022/2023,sm-caen,Johann Obiang,400 K €,
2022/2023,sm-caen,Hugo Vandermersch,"1,20 mio. €",
2022/2023,sm-caen,Lamine Sy,200 K €,
2022/2023,sm-caen,Djibril Diani,700 K €,
2022/2023,sm-caen,Iyad Mohamed,200 K €,
2022/2023,sm-caen,Franklin Wadja,200 K €,
2022/2023,sm-caen,Dieudonné Gaucho Debohi,50 K €,
2022/2023,sm-caen,Noé Lebreton,50 K €,
2022/2023,sm-caen,Jessy Deminguet,"2,00 mio. €",
2022/2023,sm-caen,Anton Salétros,"1,50 mio. €",
2022/2023,sm-caen,Hianga'a Mbock,"1,20 mio. €",
2022/2023,sm-caen,Quentin Daubin,800 K €,
2022/2023,sm-caen,Bilal Brahimi,"1,20 mio. €",
2022/2023,sm-caen,Mohamed Hafid,200 K €,
2022/2023,sm-caen,Caleb Zady Sery,700 K €,
2022/2023,sm-caen,Yoann Court,400 K €,
2022/2023,sm-caen,Godson Kyeremeh,"1,00 mio. €",
2022/2023,sm-caen,Alexandre Mendy,"2,50 mio. €",
2022/2023,sm-caen,Moussa Sylla,"1,20 mio. €",
2022/2023,sm-caen,Norman Bassette,500 K €,
2022/2023,sm-caen,Samuel Essende,500 K €,
2022/2023,sm-caen,Benjamin Jeannot,300 K €,
2022/2023,nimes-olympique,Axel Maraval,350 K €,
2022/2023,nimes-olympique,Lucas Dias,250 K €,
2022/2023,nimes-olympique,Amjhad Nazih,100 K €,
2022/2023,nimes-olympique,Nasser Djiga,700 K €,
2022/2023,nimes-olympique,Naomichi Ueda,650 K €,
2022/2023,nimes-olympique,Kelyan Guessoum,600 K €,
2022/2023,nimes-olympique,Maël de Gevigney,500 K €,
2022/2023,nimes-olympique,Benoît Poulain,150 K €,
2022/2023,nimes-olympique,Julien Mégier,50 K €,
2022/2023,nimes-olympique,Naïm Laidouni,50 K €,
2022/2023,nimes-olympique,Ehsan Kari,-,
2022/2023,nimes-olympique,Scotty Sadzoute,400 K €,
2022/2023,nimes-olympique,Sanasi Sy,300 K €,
2022/2023,nimes-olympique,Rayan Nasraoui,100 K €,
2022/2023,nimes-olympique,Marc Paget,50 K €,
2022/2023,nimes-olympique,Thibaut Vargas,600 K €,
2022/2023,nimes-olympique,Ronny Labonne,600 K €,
2022/2023,nimes-olympique,Hamza Sbaï,50 K €,
2022/2023,nimes-olympique,Lamine Fomba,"2,00 mio. €",
2022/2023,nimes-olympique,Guessouma Fofana,200 K €,
2022/2023,nimes-olympique,Jean N'Guessan,"1,20 mio. €",
2022/2023,nimes-olympique,Jens Thomasen,500 K €,
2022/2023,nimes-olympique,Joseph Lopy,450 K €,
2022/2023,nimes-olympique,Léon Delpech,200 K €,
2022/2023,nimes-olympique,Niclas Eliasson,"2,50 mio. €",
2022/2023,nimes-olympique,Yassine Benrahou,"3,00 mio. €",
2022/2023,nimes-olympique,Mehdi Zerkane,450 K €,
2022/2023,nimes-olympique,Marius Zampa,100 K €,
2022/2023,nimes-olympique,Rafiki Saïd,"1,00 mio. €",
2022/2023,nimes-olympique,Nicolas Benezet,350 K €,
2022/2023,nimes-olympique,Patrick Burner,700 K €,
2022/2023,nimes-olympique,Steve Ambri,500 K €,
2022/2023,nimes-olympique,Ilian Boudache,50 K €,
2022/2023,nimes-olympique,Wesley Ngakoutou,50 K €,
2022/2023,nimes-olympique,Pablo Pagis,"1,50 mio. €",
2022/2023,nimes-olympique,Lys Mousset,"1,00 mio. €",
2022/2023,nimes-olympique,Moussa Koné,"1,00 mio. €",
2022/2023,nimes-olympique,Elías Már Ómarsson,600 K €,
2022/2023,nimes-olympique,Malik Tchokounté,350 K €,
2022/2023,nimes-olympique,Mahamadou Doucouré,100 K €,
2022/2023,nimes-olympique,Evan Noël,-,
2022/2023,ea-guingamp,Enzo Basilio,800 K €,
2022/2023,ea-guingamp,Dominique Youfeigane,300 K €,
2022/2023,ea-guingamp,Ewen Jaouen,50 K €,
2022/2023,ea-guingamp,Loïc Mbe Soh,"2,00 mio. €",
2022/2023,ea-guingamp,Baptiste Roux,"1,00 mio. €",
2022/2023,ea-guingamp,Donatien Gomis,600 K €,
2022/2023,ea-guingamp,Matthis Riou,600 K €,
2022/2023,ea-guingamp,Félix Eboa Eboa,500 K €,
2022/2023,ea-guingamp,Pierre Lemonnier,500 K €,
2022/2023,ea-guingamp,Hady Camara,300 K €,
2022/2023,ea-guingamp,Arthur Vitelli,300 K €,
2022/2023,ea-guingamp,Siad Gourville,50 K €,
2022/2023,ea-guingamp,Jules Gaudin,800 K €,
2022/2023,ea-guingamp,Stephen Quemper,600 K €,
2022/2023,ea-guingamp,Maxime Sivis,800 K €,
2022/2023,ea-guingamp,Vincent Manceau,450 K €,
2022/2023,ea-guingamp,Dylan Louiserre,"1,20 mio. €",
2022/2023,ea-guingamp,Tristan Muyumba,900 K €,
2022/2023,ea-guingamp,Warren Tchimbembé,500 K €,
2022/2023,ea-guingamp,Souleymane Diarra,500 K €,
2022/2023,ea-guingamp,Théo Le Normand,150 K €,
2022/2023,ea-guingamp,Hugo Picard,"1,00 mio. €",
2022/2023,ea-guingamp,Maxime Barthelmé,300 K €,
2022/2023,ea-guingamp,Jérémy Livolant,"2,50 mio. €",
2022/2023,ea-guingamp,Yoann Cathline,"2,00 mio. €",
2022/2023,ea-guingamp,Vicky Kiankaulua,100 K €,
2022/2023,ea-guingamp,Mehdi Merghem,600 K €,
2022/2023,ea-guingamp,Taylor Luvambo,150 K €,
2022/2023,ea-guingamp,Amine El Ouazzani,"1,50 mio. €",
2022/2023,ea-guingamp,Baptiste Guillaume,"1,20 mio. €",
2022/2023,ea-guingamp,Gaëtan Courtet,400 K €,
2022/2023,ea-guingamp,Mehdi Baaloudj,200 K €,
2022/2023,ea-guingamp,Jacques Siwe,150 K €,
2022/2023,fc-valenciennes,Gautier Larsonneur,"3,50 mio. €",
2022/2023,fc-valenciennes,Stefan Bajic,"1,20 mio. €",
2022/2023,fc-valenciennes,Lassana Diabaté,400 K €,
2022/2023,fc-valenciennes,Hillel Konaté,250 K €,
2022/2023,fc-valenciennes,Jonathan Buatu,600 K €,
2022/2023,fc-valenciennes,Éric Vandenabeele,400 K €,
2022/2023,fc-valenciennes,Jordan Poha,400 K €,
2022/2023,fc-valenciennes,Nassim Innocenti,300 K €,
2022/2023,fc-valenciennes,Mattéo Rabuel,200 K €,
2022/2023,fc-valenciennes,Guilain Zrankeon,50 K €,
2022/2023,fc-valenciennes,Quentin Lecoeuche,800 K €,
2022/2023,fc-valenciennes,Byani Mpata Lama,50 K €,
2022/2023,fc-valenciennes,Allan Linguet,700 K €,
2022/2023,fc-valenciennes,Joffrey Cuffaut,300 K €,
2022/2023,fc-valenciennes,Mathieu Debuchy,300 K €,
2022/2023,fc-valenciennes,Aloïs Penin,50 K €,
2022/2023,fc-valenciennes,Noah Diliberto,"1,20 mio. €",
2022/2023,fc-valenciennes,Julien Masson,800 K €,
2022/2023,fc-valenciennes,Eyram Viegbe,50 K €,
2022/2023,fc-valenciennes,Mohamed Kaba,"3,00 mio. €",
2022/2023,fc-valenciennes,Mathis Picouleau,500 K €,
2022/2023,fc-valenciennes,Madou Touré,50 K €,
2022/2023,fc-valenciennes,Florian Martin,250 K €,
2022/2023,fc-valenciennes,Jason Berthomier,500 K €,
2022/2023,fc-valenciennes,Ilyes Hamache,"1,20 mio. €",
2022/2023,fc-valenciennes,Salim Ben Seghir,500 K €,
2022/2023,fc-valenciennes,Landry Nomel,300 K €,
2022/2023,fc-valenciennes,Floyd Ayité,250 K €,
2022/2023,fc-valenciennes,Sofiane Boudraa,100 K €,
2022/2023,fc-valenciennes,Edson Ceita,50 K €,
2022/2023,fc-valenciennes,Aymen Boutoutaou,"1,00 mio. €",
2022/2023,fc-valenciennes,Yacine El Amri,250 K €,
2022/2023,fc-valenciennes,Adrian Grbic,"1,50 mio. €",
2022/2023,fc-valenciennes,Ugo Bonnet,800 K €,
2022/2023,fc-valenciennes,Marius Noubissi,500 K €,
2022/2023,fc-valenciennes,Aeron Zinga,300 K €,
