Saison,Équipe,Nom,Valeur marchande,Valeur marchande (euros)
2023/2024,ca-osasuna,Jorge Moreno,500 K €,
2023/2024,ca-osasuna,Juan Cruz,"2,20 mio. €",
2023/2024,ca-osasuna,Johan Mojica,"2,20 mio. €",
2023/2024,ca-osasuna,Jesús Areso,"7,50 mio. €",
2023/2024,ca-osasuna,Rubén Peña,"2,20 mio. €",
2023/2024,ca-osasuna,Nacho Vidal,"2,00 mio. €",
2023/2024,ca-osasuna,Iker Muñoz,"5,00 mio. €",
2023/2024,ca-osasuna,Lucas Torró,"4,00 mio. €",
2023/2024,ca-osasuna,Jon Moncayola,"7,00 mio. €",
2023/2024,ca-osasuna,Pablo Ibáñez,"2,50 mio. €",
2023/2024,ca-osasuna,Darko Brasanac,"1,40 mio. €",
2023/2024,ca-osasuna,Aimar Oroz,"15,00 mio. €",
2023/2024,ca-osasuna,Javi Martínez,"1,20 mio. €",
2023/2024,ca-osasuna,Asier Osambela,500 K €,
2023/2024,ca-osasuna,Xabi Huarte,200 K €,
2023/2024,ca-osasuna,Moi Gómez,"3,50 mio. €",
2023/2024,ca-osasuna,José Manuel Arnáiz,"2,00 mio. €",
2023/2024,ca-osasuna,Rubén García,"2,50 mio. €",
2023/2024,ca-osasuna,Kike Barja,"2,00 mio. €",
2023/2024,ca-osasuna,Iñigo Arguibide,150 K €,
2023/2024,ca-osasuna,Ante Budimir,"5,00 mio. €",
2023/2024,ca-osasuna,Raúl García,"4,00 mio. €",
2023/2024,ca-osasuna,Chimy Ávila,"3,00 mio. €",
2023/2024,ca-osasuna,Max Svensson,400 K €,
2023/2024,ud-almeria,Luís Maximiano,"5,00 mio. €",
2023/2024,ud-almeria,Fernando Martínez,700 K €,
2023/2024,ud-almeria,Diego Mariño,300 K €,
2023/2024,ud-almeria,Bruno Iribarne,-,
2023/2024,ud-almeria,Srdjan Babic,"4,00 mio. €",
2023/2024,ud-almeria,Edgar González,"3,00 mio. €",
2023/2024,ud-almeria,César Montes,"3,00 mio. €",
2023/2024,ud-almeria,Kaiky,"2,00 mio. €",
2023/2024,ud-almeria,Chumi,"2,00 mio. €",
2023/2024,ud-almeria,Aleksandar Radovanovic,900 K €,
2023/2024,ud-almeria,Paco Sanz,-,
2023/2024,ud-almeria,Sergio Akieme,"7,00 mio. €",
2023/2024,ud-almeria,Bruno Langa,"1,50 mio. €",
2023/2024,ud-almeria,Álex Centelles,"1,20 mio. €",
2023/2024,ud-almeria,Marc Pubill,"4,00 mio. €",
2023/2024,ud-almeria,Álex Pozo,"2,00 mio. €",
2023/2024,ud-almeria,Houboulang Mendes,700 K €,
2023/2024,ud-almeria,Miguel Peña,-,
2023/2024,ud-almeria,Carlos Ballestero,-,
2023/2024,ud-almeria,Dion Lopy,"10,00 mio. €",
2023/2024,ud-almeria,Lucas Robertone,"7,00 mio. €",
2023/2024,ud-almeria,Iddrisu Baba,"2,20 mio. €",
2023/2024,ud-almeria,Arnau Puigmal,"1,80 mio. €",
2023/2024,ud-almeria,Gonzalo Melero,"1,80 mio. €",
2023/2024,ud-almeria,Marcos Peña,"1,00 mio. €",
2023/2024,ud-almeria,Gui Guedes,900 K €,
2023/2024,ud-almeria,Martin Svidersky,300 K €,
2023/2024,ud-almeria,Sergio Arribas,"10,00 mio. €",
2023/2024,ud-almeria,Jonathan Viera,"1,00 mio. €",
2023/2024,ud-almeria,Largie Ramazani,"5,00 mio. €",
2023/2024,ud-almeria,Lázaro,"3,50 mio. €",
2023/2024,ud-almeria,Luka Romero,"5,00 mio. €",
2023/2024,ud-almeria,Adrián Embarba,"1,80 mio. €",
2023/2024,ud-almeria,Arvin Appiah,400 K €,
2023/2024,ud-almeria,Luis Suárez,"3,50 mio. €",
2023/2024,ud-almeria,Ibrahima Koné,"2,50 mio. €",
2023/2024,ud-almeria,Léo Baptistão,"1,50 mio. €",
2023/2024,ud-almeria,Choco Lozano,"1,20 mio. €",
2023/2024,ud-almeria,Marko Milovanovic,900 K €,
2023/2024,ud-almeria,Marciano Sanca,800 K €,
2023/2024,ud-almeria,Rachad Fettal,-,
2023/2024,rcd-mallorca,Predrag Rajković,"10,00 mio. €",
2023/2024,rcd-mallorca,Dominik Greif,"2,50 mio. €",
2023/2024,rcd-mallorca,Iván Cuéllar,100 K €,
2023/2024,rcd-mallorca,Pere García,50 K €,
2023/2024,rcd-mallorca,Alex Quevedo,-,
2023/2024,rcd-mallorca,Martin Valjent,"6,00 mio. €",
2023/2024,rcd-mallorca,José Copete,"2,80 mio. €",
2023/2024,rcd-mallorca,Siebe Van der Heyden,"2,00 mio. €",
2023/2024,rcd-mallorca,Antonio Raíllo,"2,00 mio. €",
2023/2024,rcd-mallorca,Matija Nastasić,"1,50 mio. €",
2023/2024,rcd-mallorca,David López,100 K €,
2023/2024,rcd-mallorca,Toni Lato,"3,50 mio. €",
2023/2024,rcd-mallorca,Jaume Costa,900 K €,
2023/2024,rcd-mallorca,Marcos Fernández,50 K €,
2023/2024,rcd-mallorca,Pablo Maffeo,"5,00 mio. €",
2023/2024,rcd-mallorca,Giovanni González,"3,00 mio. €",
2023/2024,rcd-mallorca,Nacho Vidal,"2,00 mio. €",
2023/2024,rcd-mallorca,Miguelito,50 K €,
2023/2024,rcd-mallorca,Carles Sogorb,-,
2023/2024,rcd-mallorca,Yuzún Ley,-,
2023/2024,rcd-mallorca,Samú Costa,"10,00 mio. €",
2023/2024,rcd-mallorca,Omar Mascarell,"1,00 mio. €",
2023/2024,rcd-mallorca,Sergi Darder,"6,00 mio. €",
2023/2024,rcd-mallorca,Manu Morlanes,"2,50 mio. €",
2023/2024,rcd-mallorca,Antonio Sánchez,"2,50 mio. €",
2023/2024,rcd-mallorca,Rubén Quintanilla,50 K €,
2023/2024,rcd-mallorca,Dani Rodríguez,"1,00 mio. €",
2023/2024,rcd-mallorca,Daniel Luna,300 K €,
2023/2024,rcd-mallorca,Nemanja Radonjić,"2,80 mio. €",
2023/2024,rcd-mallorca,Javi Llabrés,700 K €,
2023/2024,rcd-mallorca,Amath Ndiaye,"1,50 mio. €",
2023/2024,rcd-mallorca,Vedat Muriqi,"12,00 mio. €",
2023/2024,rcd-mallorca,Cyle Larin,"4,00 mio. €",
2023/2024,rcd-mallorca,Abdón Prats,"1,80 mio. €",
2023/2024,rcd-mallorca,Pau Mascaró,-,
2023/2024,rayo-vallecano,Stole Dimitrievski,"4,00 mio. €",
2023/2024,rayo-vallecano,Dani Cárdenas,"1,80 mio. €",
2023/2024,rayo-vallecano,Miguel Ángel Morro,600 K €,
2023/2024,rayo-vallecano,Florian Lejeune,"3,00 mio. €",
2023/2024,rayo-vallecano,Abdul Mumin,"2,50 mio. €",
2023/2024,rayo-vallecano,Aridane Hernández,800 K €,
2023/2024,rayo-vallecano,Jorge Moreno,500 K €,
2023/2024,rayo-vallecano,Martín Pascual,300 K €,
2023/2024,rayo-vallecano,Alfonso Espino,"2,40 mio. €",
2023/2024,rayo-vallecano,Pep Chavarría,"2,00 mio. €",
2023/2024,rayo-vallecano,Iván Balliu,"2,00 mio. €",
2023/2024,rayo-vallecano,Andrei Rațiu,"1,40 mio. €",
2023/2024,rayo-vallecano,Miguel Crespo,"4,00 mio. €",
2023/2024,rayo-vallecano,Óscar Valentín,"4,00 mio. €",
2023/2024,rayo-vallecano,Kike Pérez,"3,00 mio. €",
2023/2024,rayo-vallecano,Unai López,"3,00 mio. €",
2023/2024,rayo-vallecano,Pathé Ciss,"2,50 mio. €",
2023/2024,rayo-vallecano,Diego Méndez,-,
2023/2024,rayo-vallecano,Randy Nteka,"1,50 mio. €",
2023/2024,rayo-vallecano,José Pozo,"1,00 mio. €",
2023/2024,rayo-vallecano,Oscar Trejo,"1,00 mio. €",
2023/2024,rayo-vallecano,Álvaro García,"3,00 mio. €",
2023/2024,rayo-vallecano,Bebé,600 K €,
2023/2024,rayo-vallecano,Pablo Muñoz,50 K €,
2023/2024,rayo-vallecano,Jorge de Frutos,"4,00 mio. €",
2023/2024,rayo-vallecano,Salvi Sánchez,"1,20 mio. €",
2023/2024,rayo-vallecano,Isi Palazón,"8,00 mio. €",
2023/2024,rayo-vallecano,Sergio Camello,"3,00 mio. €",
2023/2024,rayo-vallecano,Raúl de Tomás,"2,00 mio. €",
2023/2024,rayo-vallecano,Radamel Falcao,800 K €,
2023/2024,fc-cadiz,Conan Ledesma,"5,00 mio. €",
2023/2024,fc-cadiz,David Gil,700 K €,
2023/2024,fc-cadiz,Victor Aznar,100 K €,
2023/2024,fc-cadiz,Nando Almodóvar,50 K €,
2023/2024,fc-cadiz,Fali,"2,00 mio. €",
2023/2024,fc-cadiz,Víctor Chust,"2,00 mio. €",
2023/2024,fc-cadiz,Aiham Ousou,"1,80 mio. €",
2023/2024,fc-cadiz,Jorge Meré,"1,00 mio. €",
2023/2024,fc-cadiz,Luis Hernández,500 K €,
2023/2024,fc-cadiz,Momo Mbaye,400 K €,
2023/2024,fc-cadiz,Álex Morata,150 K €,
2023/2024,fc-cadiz,Adri Miranda,100 K €,
2023/2024,fc-cadiz,Adrián Salguero,100 K €,
2023/2024,fc-cadiz,Javi Hernández,"2,50 mio. €",
2023/2024,fc-cadiz,Lucas Pires,"2,00 mio. €",
2023/2024,fc-cadiz,Julio Cabrera,150 K €,
2023/2024,fc-cadiz,Iza Carcelén,"1,50 mio. €",
2023/2024,fc-cadiz,Joseba Zaldua,900 K €,
2023/2024,fc-cadiz,Diadié Samassékou,"2,00 mio. €",
2023/2024,fc-cadiz,José Mari,200 K €,
2023/2024,fc-cadiz,Rominigue Kouamé,"2,00 mio. €",
2023/2024,fc-cadiz,Rubén Alcaraz,"1,50 mio. €",
2023/2024,fc-cadiz,Álex Fernández,"1,50 mio. €",
2023/2024,fc-cadiz,Gonzalo Escalante,"1,50 mio. €",
2023/2024,fc-cadiz,Fede San Emeterio,"1,50 mio. €",
2023/2024,fc-cadiz,Álvaro Bastida,300 K €,
2023/2024,fc-cadiz,Martín Calderón,200 K €,
2023/2024,fc-cadiz,Moussa Diakité,150 K €,
2023/2024,fc-cadiz,Robert Navarro,"6,00 mio. €",
2023/2024,fc-cadiz,Juanmi,"6,00 mio. €",
2023/2024,fc-cadiz,Darwin Machís,"2,00 mio. €",
2023/2024,fc-cadiz,Brian Ocampo,900 K €,
2023/2024,fc-cadiz,José Antonio de la Rosa,300 K €,
2023/2024,fc-cadiz,Iván Alejo,"1,50 mio. €",
2023/2024,fc-cadiz,Nico Njalla,150 K €,
2023/2024,fc-cadiz,Chris Ramos,"4,00 mio. €",
2023/2024,fc-cadiz,Milutin Osmajic,"2,00 mio. €",
2023/2024,fc-cadiz,Maxi Gómez,"2,00 mio. €",
2023/2024,fc-cadiz,Rubén Sobrino,"1,40 mio. €",
2023/2024,fc-cadiz,Roger Martí,"1,20 mio. €",
2023/2024,fc-cadiz,Sergi Guardiola,800 K €,
2023/2024,fc-cadiz,Etta Eyong,300 K €,
2023/2024,fc-cadiz,Álvaro Negredo,300 K €,
2023/2024,fc-cadiz,Borja Vázquez,50 K €,
