league,season,team,player,nation,pos,age,born,90s,Performance CrdY,Performance CrdR,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%,stat_type
FRA-Ligue 1,2024,Brest,Axel Camblan,FRA,"MF,FW",21-224,2003.0,0.3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0.0,misc
FRA-Ligue 1,2024,Brest,Brendan Chardonnet,FRA,DF,30-110,1994.0,22.8,4,0,0,30,16,0,3,25,27,0,0,0,81,53,34,60.9,misc
FRA-Ligue 1,2024,Brest,Edimilson Fernandes,SUI,MF,28-361,1996.0,9.3,1,0,0,7,6,0,4,17,6,0,1,0,54,11,8,57.9,misc
FRA-Ligue 1,2024,Brest,Grégoire Coudert,FRA,GK,26-008,1999.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,misc
FRA-Ligue 1,2024,Brest,Hamidou Makalou,MLI,FW,18-270,2006.0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,misc
FRA-Ligue 1,2024,Brest,Hianga Mananga Mbock,FRA,MF,25-104,1999.0,0.2,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,100.0,misc
FRA-Ligue 1,2024,Brest,Hugo Magnetti,FRA,MF,26-316,1998.0,21.2,4,0,0,21,19,0,16,14,26,0,0,0,92,9,9,50.0,misc
FRA-Ligue 1,2024,Brest,Ibrahim Salah,MAR,FW,23-224,2001.0,4.0,0,0,0,6,3,2,15,2,2,0,0,0,20,1,3,25.0,misc
FRA-Ligue 1,2024,Brest,Jonas Martin,FRA,MF,35-002,1990.0,5.1,2,0,0,7,10,0,3,6,5,0,1,0,28,5,9,35.7,misc
FRA-Ligue 1,2024,Brest,Jordan Amavi,FRA,DF,31-033,1994.0,8.8,2,0,0,15,6,0,15,7,17,0,2,0,35,15,6,71.4,misc
FRA-Ligue 1,2024,Brest,Julien Le Cardinal,FRA,DF,27-251,1997.0,13.8,2,0,0,10,11,0,6,26,13,0,1,1,42,27,18,60.0,misc
FRA-Ligue 1,2024,Brest,Justin Bourgault,FRA,DF,19-209,2005.0,1.4,0,0,0,1,1,0,4,0,1,0,0,0,11,1,2,33.3,misc
FRA-Ligue 1,2024,Brest,Jérémy Le Douaron,FRA,FW,26-355,1998.0,1.1,0,0,0,2,0,2,0,0,0,0,0,0,2,3,2,60.0,misc
FRA-Ligue 1,2024,Brest,Kamory Doumbia,MLI,MF,22-052,2003.0,11.6,1,0,0,17,13,1,46,23,21,0,0,0,68,9,21,30.0,misc
FRA-Ligue 1,2024,Brest,Kenny Lala,MAD,DF,33-190,1991.0,24.8,5,0,0,16,10,0,106,21,37,0,1,0,122,5,11,31.3,misc
FRA-Ligue 1,2024,Brest,Luc Zogbé,CIV,DF,20-018,2005.0,7.1,2,0,0,9,11,1,14,14,18,0,0,0,51,12,4,75.0,misc
FRA-Ligue 1,2024,Brest,Ludovic Ajorque,FRA,FW,31-045,1994.0,22.5,4,0,0,48,22,11,5,4,16,2,0,0,47,107,103,51.0,misc
FRA-Ligue 1,2024,Brest,Mahdi Camara,FRA,"MF,FW",26-285,1998.0,23.9,5,0,0,35,38,3,35,25,37,1,0,0,85,17,24,41.5,misc
FRA-Ligue 1,2024,Brest,Mama Samba Baldé,GNB,FW,29-156,1995.0,11.8,2,0,0,14,21,13,10,5,6,0,0,0,35,31,44,41.3,misc
FRA-Ligue 1,2024,Brest,Marco Bizot,NED,GK,34-032,1991.0,27.0,3,0,0,1,4,0,0,0,1,0,0,0,31,5,0,100.0,misc
FRA-Ligue 1,2024,Brest,Massadio Haïdara,MLI,DF,32-130,1992.0,13.7,3,2,1,15,27,0,37,17,11,1,0,0,41,20,10,66.7,misc
FRA-Ligue 1,2024,Brest,Mathias Pereira Lage,POR,"FW,MF",28-132,1996.0,12.2,3,0,0,28,20,1,72,15,18,0,1,0,55,28,31,47.5,misc
FRA-Ligue 1,2024,Brest,Pierre Lees-Melou,FRA,MF,31-321,1993.0,12.1,3,0,0,18,18,0,16,8,23,0,0,0,93,3,6,33.3,misc
FRA-Ligue 1,2024,Brest,Romain Del Castillo,FRA,FW,29-013,1996.0,11.8,0,0,0,9,15,0,85,6,19,0,0,0,65,8,9,47.1,misc
FRA-Ligue 1,2024,Brest,Romain Faivre,FRA,"MF,FW",26-271,1998.0,9.9,2,0,0,6,23,1,26,4,10,0,0,0,42,7,10,41.2,misc
FRA-Ligue 1,2024,Brest,Soumaïla Coulibaly,FRA,DF,21-179,2003.0,4.9,1,0,0,12,1,0,0,5,2,1,0,0,19,8,6,57.1,misc
FRA-Ligue 1,2024,Brest,Sérigné Diop,SEN,FW,19-334,2005.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,misc
FRA-Ligue 1,2024,Le Havre,Abdoulaye Touré,GUI,MF,31-039,1994.0,19.8,5,0,0,27,41,1,5,26,29,1,0,0,125,27,15,64.3,misc
FRA-Ligue 1,2024,Le Havre,Alois Confais,FRA,MF,28-216,1996.0,0.0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,,misc
FRA-Ligue 1,2024,Le Havre,André Ayew,GHA,FW,35-115,1989.0,12.7,2,0,0,13,26,4,6,2,9,0,0,0,21,28,52,35.0,misc
FRA-Ligue 1,2024,Le Havre,Antoine Joujou,FRA,"MF,FW",22-030,2003.0,10.3,1,0,0,7,7,2,32,8,11,0,0,0,57,3,18,14.3,misc
FRA-Ligue 1,2024,Le Havre,Arouna Sangante,SEN,DF,22-364,2002.0,10.4,3,1,0,18,13,1,2,18,13,0,0,0,36,21,18,53.8,misc
FRA-Ligue 1,2024,Le Havre,Arthur Desmas,FRA,GK,31-004,1994.0,18.0,2,0,0,1,6,0,0,0,0,0,1,0,12,2,0,100.0,misc
FRA-Ligue 1,2024,Le Havre,Christopher Operi,CIV,"DF,FW",27-347,1997.0,13.0,2,1,1,9,16,3,128,14,9,0,0,0,51,11,6,64.7,misc
