league,season,team,player,nation,pos,age,born,90s,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Ast,xAG,Expected,Expected,KP,1/3,PPA,CrsPA,PrgP,stat_type
,,,,,,,,,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,,,xA,A-xAG,,,,,,
ENG-Premier League,2021,Tottenham,Joe Rodon,WAL,DF,22,1997,8.1,378,429,88.1,6992,2048,131,144,91.0,214,226,94.7,27,48,56.3,0,0.0,0.0,0.0,0,9,0,0,12,passing
ENG-Premier League,2021,Tottenham,Lucas Moura,BRA,"FW,MF",27,1992,15.7,437,602,72.6,5967,1561,240,294,81.6,143,181,79.0,16,37,43.2,4,2.0,1.4,2.0,16,35,14,2,46,passing
ENG-Premier League,2021,Tottenham,Matt Doherty,IRL,DF,28,1992,13.8,657,841,78.1,9650,3462,363,410,88.5,229,298,76.8,33,65,50.8,2,0.7,0.6,1.3,11,25,15,7,42,passing
ENG-Premier League,2021,Tottenham,Moussa Sissoko,FRA,MF,30,1989,17.6,679,811,83.7,10344,2252,336,383,87.7,247,282,87.6,44,69,63.8,0,0.1,0.3,-0.1,4,42,6,1,57,passing
ENG-Premier League,2021,Tottenham,Pierre Højbjerg,DEN,MF,24,1995,38.0,2455,2783,88.2,40417,12152,1161,1263,91.9,1033,1129,91.5,173,257,67.3,4,1.6,1.3,2.4,16,208,17,1,218,passing
ENG-Premier League,2021,Tottenham,Serge Aurier,CIV,DF,27,1992,17.8,772,980,78.8,10939,4252,449,499,90.0,255,333,76.6,33,59,55.9,3,3.4,1.9,-0.4,18,31,18,9,59,passing
ENG-Premier League,2021,Tottenham,Sergio Reguilón,ESP,DF,23,1996,24.9,1092,1445,75.6,16333,5647,591,687,86.0,402,515,78.1,52,134,38.8,3,2.0,1.9,1.0,17,53,25,13,73,passing
ENG-Premier League,2021,Tottenham,Son Heung-min,KOR,FW,28,1992,34.6,929,1223,76.0,12798,2837,550,626,87.9,218,294,74.1,63,141,44.7,10,8.4,5.1,1.6,75,38,23,3,87,passing
ENG-Premier League,2021,Tottenham,Steven Bergwijn,NED,"FW,MF",22,1997,13.4,350,430,81.4,4248,714,228,254,89.8,90,117,76.9,4,17,23.5,3,0.9,0.8,2.1,13,15,8,0,25,passing
ENG-Premier League,2021,Tottenham,Tanguy Ndombele,FRA,MF,23,1996,23.2,1008,1186,85.0,14050,3728,570,632,90.2,323,370,87.3,43,63,68.3,2,1.8,1.5,0.2,14,96,18,2,114,passing
ENG-Premier League,2021,Tottenham,Toby Alderweireld,BEL,DF,31,1989,24.9,1199,1453,82.5,24372,8025,365,398,91.7,658,713,92.3,157,303,51.8,0,0.7,0.8,-0.7,8,64,5,1,59,passing
ENG-Premier League,2021,Tottenham,Érik Lamela,ARG,"FW,MF",28,1992,8.0,284,363,78.2,4124,873,157,180,87.2,93,109,85.3,14,33,42.4,0,1.0,0.9,-1.0,8,20,10,0,36,passing
ENG-Premier League,2021,West Brom,Ahmed Hegazi,EGY,DF,29,1991,1.0,38,57,66.7,742,399,13,18,72.2,19,26,73.1,6,11,54.5,0,0.0,0.0,0.0,0,1,0,0,2,passing
ENG-Premier League,2021,West Brom,Ainsley Maitland-Niles,ENG,MF,22,1997,13.7,313,416,75.2,4264,1309,177,214,82.7,81,102,79.4,22,37,59.5,0,0.7,1.3,-0.7,4,28,9,2,47,passing
ENG-Premier League,2021,West Brom,Branislav Ivanović,SRB,DF,36,1984,8.5,267,320,83.4,5173,1545,88,95,92.6,149,167,89.2,26,49,53.1,0,0.1,0.0,-0.1,1,6,2,0,10,passing
ENG-Premier League,2021,West Brom,Callum Robinson,IRL,"FW,MF",25,1995,17.3,299,433,69.1,4262,971,170,204,83.3,84,121,69.4,23,45,51.1,0,1.0,0.8,-1.0,16,23,11,5,27,passing
ENG-Premier League,2021,West Brom,Charlie Austin,ENG,"FW,MF",31,1989,1.5,23,34,67.6,297,111,17,20,85.0,4,7,57.1,1,2,50.0,0,0.0,0.0,0.0,0,2,0,0,3,passing
ENG-Premier League,2021,West Brom,Conor Gallagher,ENG,MF,20,2000,28.1,737,960,76.8,12114,2989,361,421,85.7,252,303,83.2,81,146,55.5,2,1.8,1.8,0.2,20,75,12,1,97,passing
ENG-Premier League,2021,West Brom,Conor Townsend,ENG,DF,27,1993,24.8,883,1196,73.8,15009,7163,389,451,86.3,390,503,77.5,78,181,43.1,2,2.7,2.0,-0.7,23,82,26,12,113,passing
ENG-Premier League,2021,West Brom,Dara O'Shea,IRL,DF,21,1999,23.4,583,924,63.1,12060,6392,217,282,77.0,244,336,72.6,105,250,42.0,0,0.2,0.2,-0.2,5,76,4,0,62,passing
ENG-Premier League,2021,West Brom,Darnell Furlong,ENG,DF,24,1995,32.6,682,1204,56.6,11908,5175,333,433,76.9,257,453,56.7,78,232,33.6,3,1.9,1.9,1.1,16,63,18,10,78,passing
ENG-Premier League,2021,West Brom,David Button,ENG,GK,31,1989,1.0,18,37,48.6,693,571,2,2,100.0,5,5,100.0,11,30,36.7,0,0.0,0.0,0.0,0,1,0,0,0,passing
ENG-Premier League,2021,West Brom,Filip Krovinović,CRO,MF,24,1995,6.1,306,374,81.8,4854,1527,153,176,86.9,111,129,86.0,25,36,69.4,0,0.2,0.4,-0.2,5,44,8,0,41,passing
ENG-Premier League,2021,West Brom,Grady Diangana,COD,"MF,FW",22,1998,13.7,260,360,72.2,3328,806,176,212,83.0,62,87,71.3,10,22,45.5,0,0.2,0.2,-0.2,5,13,8,1,32,passing
ENG-Premier League,2021,West Brom,Hal Robson-Kanu,WAL,FW,31,1989,6.2,56,81,69.1,755,198,34,41,82.9,16,22,72.7,3,5,60.0,0,0.2,0.2,-0.2,5,6,1,0,11,passing
ENG-Premier League,2021,West Brom,Jake Livermore,ENG,MF,30,1989,13.8,273,388,70.4,4417,1144,135,170,79.4,107,141,75.9,21,48,43.8,0,0.2,0.2,-0.2,5,23,2,1,26,passing
ENG-Premier League,2021,West Brom,Kamil Grosicki,POL,"MF,FW",32,1988,1.6,30,45,66.7,455,110,14,18,77.8,12,15,80.0,2,9,22.2,1,0.3,0.1,0.7,3,3,1,0,4,passing
ENG-Premier League,2021,West Brom,Karlan Grant,ENG,"FW,MF",22,1997,12.5,164,234,70.1,1990,336,110,141,78.0,34,45,75.6,6,12,50.0,0,0.2,0.3,-0.2,3,5,5,0,13,passing
ENG-Premier League,2021,West Brom,Kieran Gibbs,ENG,DF,30,1989,9.0,222,313,70.9,3388,1278,125,144,86.8,80,110,72.7,12,44,27.3,0,0.4,0.2,-0.4,4,18,4,3,19,passing
ENG-Premier League,2021,West Brom,Kyle Bartley,ENG,DF,29,1991,28.7,647,842,76.8,12274,4688,223,266,83.8,345,412,83.7,64,131,48.9,1,1.4,0.9,-0.4,7,47,4,0,44,passing
ENG-Premier League,2021,West Brom,Kyle Edwards,ENG,"MF,FW",22,1998,1.3,31,35,88.6,379,96,22,23,95.7,9,10,90.0,0,1,0.0,0,0.0,0.0,0.0,1,2,0,0,3,passing
ENG-Premier League,2021,West Brom,Lee Peltier,ENG,DF,33,1986,2.5,49,80,61.3,774,231,25,28,89.3,20,32,62.5,3,13,23.1,0,0.0,0.0,0.0,1,5,2,2,6,passing
ENG-Premier League,2021,West Brom,Matheus Pereira,BRA,"MF,FW",24,1996,28.6,790,1097,72.0,12365,4136,443,510,86.9,213,301,70.8,90,193,46.6,6,6.3,5.3,-0.3,59,63,42,8,115,passing
ENG-Premier League,2021,West Brom,Matt Phillips,SCO,MF,29,1991,20.3,384,563,68.2,6033,1999,202,253,79.8,128,177,72.3,31,68,45.6,1,3.4,2.5,-2.4,26,26,21,11,51,passing
ENG-Premier League,2021,West Brom,Mbaye Diagne,SEN,FW,28,1991,13.2,149,241,61.8,1909,382,98,131,74.8,24,57,42.1,10,15,66.7,2,1.0,0.9,1.0,9,10,3,2,12,passing
ENG-Premier League,2021,West Brom,Okay Yokuşlu,TUR,MF,26,1994,14.6,439,536,81.9,6882,2492,223,258,86.4,151,177,85.3,40,51,78.4,1,0.7,0.8,0.3,6,39,2,0,54,passing
ENG-Premier League,2021,West Brom,Rekeem Harper,ENG,MF,20,2000,0.4,14,17,82.4,243,41,7,8,87.5,6,6,100.0,1,3,33.3,0,0.0,0.0,0.0,0,1,0,0,1,passing
ENG-Premier League,2021,West Brom,Robert Snodgrass,SCO,"MF,FW",32,1987,5.8,107,141,75.9,1632,503,56,66,84.8,39,57,68.4,7,9,77.8,0,0.4,0.5,-0.4,3,11,3,1,14,passing
ENG-Premier League,2021,West Brom,Romaine Sawyers,SKN,MF,28,1991,16.5,616,729,84.5,10470,3057,279,310,90.0,261,293,89.1,53,78,67.9,0,0.6,0.4,-0.6,6,58,4,1,67,passing
ENG-Premier League,2021,West Brom,Sam Field,ENG,MF,22,1998,0.7,15,25,60.0,209,52,10,14,71.4,2,4,50.0,2,4,50.0,0,0.0,0.0,0.0,0,1,0,0,2,passing
ENG-Premier League,2021,West Brom,Sam Johnstone,ENG,GK,27,1993,37.0,655,1297,50.5,24681,19644,52,53,98.1,217,225,96.4,386,1011,38.2,1,0.2,0.1,0.8,1,22,0,0,0,passing
ENG-Premier League,2021,West Brom,Semi Ajayi,NGA,DF,26,1993,30.9,719,999,72.0,13941,6401,264,316,83.5,374,460,81.3,76,188,40.4,0,0.5,0.3,-0.5,7,68,4,0,73,passing
ENG-Premier League,2021,West Ham,Aaron Cresswell,ENG,DF,30,1989,35.2,1586,2141,74.1,28632,13845,754,847,89.0,606,755,80.3,198,429,46.2,8,6.5,5.0,1.5,58,174,26,18,162,passing
ENG-Premier League,2021,West Ham,Andriy Yarmolenko,UKR,"FW,MF",30,1989,4.2,117,152,77.0,1811,429,70,79,88.6,37,51,72.5,9,15,60.0,1,0.8,0.5,0.2,5,11,6,2,17,passing
ENG-Premier League,2021,West Ham,Angelo Ogbonna,ITA,DF,32,1988,27.7,830,1022,81.2,16253,5523,240,271,88.6,495,560,88.4,87,163,53.4,0,0.8,0.6,-0.8,4,27,0,0,36,passing
ENG-Premier League,2021,West Ham,Arthur Masuaku,COD,"DF,MF",26,1993,11.2,443,566,78.3,6690,2098,259,295,87.8,143,182,78.6,29,48,60.4,2,2.2,1.7,-0.2,11,34,11,7,43,passing
ENG-Premier League,2021,West Ham,Ben Johnson,ENG,"DF,FW",20,2000,5.8,157,227,69.2,2426,1029,91,108,84.3,47,69,68.1,14,33,42.4,0,0.4,0.4,-0.4,4,17,3,3,20,passing
ENG-Premier League,2021,West Ham,Craig Dawson,ENG,DF,30,1990,21.4,611,767,79.7,12760,4408,171,193,88.6,336,368,91.3,96,185,51.9,0,0.1,0.1,-0.1,2,37,0,0,39,passing
ENG-Premier League,2021,West Ham,Darren Randolph,IRL,GK,33,1987,3.0,36,66,54.5,1188,987,6,6,100.0,14,14,100.0,16,46,34.8,0,0.0,0.0,0.0,0,1,0,0,0,passing
ENG-Premier League,2021,West Ham,Declan Rice,ENG,MF,21,1999,32.0,1352,1561,86.6,23571,6640,613,674,90.9,565,620,91.1,138,191,72.3,1,1.8,1.5,-0.8,22,125,18,6,169,passing
ENG-Premier League,2021,West Ham,Fabián Balbuena,PAR,DF,28,1991,13.3,362,488,74.2,7770,3294,105,127,82.7,199,225,88.4,55,119,46.2,0,0.0,0.1,0.0,0,30,1,0,30,passing
ENG-Premier League,2021,West Ham,Felipe Anderson,BRA,"FW,MF",27,1993,0.0,3,5,60.0,45,23,1,2,50.0,2,3,66.7,0,0,,0,0.0,0.0,0.0,0,0,0,0,1,passing
ENG-Premier League,2021,West Ham,Issa Diop,FRA,DF,23,1997,15.3,480,585,82.1,8545,3192,191,225,84.9,249,272,91.5,32,64,50.0,0,0.0,0.1,0.0,1,22,0,0,30,passing
ENG-Premier League,2021,West Ham,Jarrod Bowen,ENG,"FW,MF",23,1996,28.5,493,752,65.6,8489,1874,237,301,78.7,162,226,71.7,63,128,49.2,5,5.0,4.1,0.0,29,22,21,6,44,passing
ENG-Premier League,2021,West Ham,Jesse Lingard,ENG,"MF,FW",27,1992,15.8,546,686,79.6,7671,1895,304,343,88.6,170,209,81.3,33,60,55.0,4,2.1,1.3,1.9,18,55,23,5,75,passing
ENG-Premier League,2021,West Ham,Manuel Lanzini,ARG,"MF,FW",27,1993,6.3,338,375,90.1,4801,1253,202,215,94.0,109,117,93.2,14,19,73.7,1,0.9,0.9,0.1,11,27,2,0,28,passing
ENG-Premier League,2021,West Ham,Mark Noble,ENG,MF,33,1987,7.9,388,442,87.8,6706,1799,172,189,91.0,160,175,91.4,41,52,78.8,0,0.3,0.3,-0.3,5,41,5,2,25,passing
ENG-Premier League,2021,West Ham,Michail Antonio,JAM,FW,30,1990,21.9,316,494,64.0,4273,796,192,266,72.2,78,122,63.9,18,30,60.0,5,3.0,1.8,2.0,27,24,13,2,36,passing
ENG-Premier League,2021,West Ham,Pablo Fornals,ESP,"FW,MF",24,1996,28.6,853,1118,76.3,12592,3756,481,556,86.5,282,362,77.9,45,86,52.3,4,2.3,1.8,1.7,31,84,30,6,134,passing
ENG-Premier League,2021,West Ham,Robert Snodgrass,SCO,"FW,MF",32,1987,0.1,4,4,100.0,43,15,3,3,100.0,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,1,passing
ENG-Premier League,2021,West Ham,Ryan Fredericks,ENG,"DF,FW",27,1992,6.3,205,282,72.7,2766,1080,128,147,87.1,62,87,71.3,7,23,30.4,1,1.2,0.6,-0.2,12,17,10,5,20,passing
ENG-Premier League,2021,West Ham,Saïd Benrahma,ALG,"FW,MF",24,1995,15.5,411,536,76.7,5618,1648,251,279,90.0,120,161,74.5,17,46,37.0,6,4.1,3.2,1.9,27,43,20,8,60,passing
ENG-Premier League,2021,West Ham,Sébastien Haller,CIV,FW,26,1994,10.4,158,248,63.7,2283,509,100,138,72.5,33,54,61.1,16,23,69.6,0,1.4,1.5,-1.4,10,15,5,1,19,passing
ENG-Premier League,2021,West Ham,Tomáš Souček,CZE,MF,25,1995,38.0,1218,1623,75.0,20258,5713,586,774,75.7,450,583,77.2,121,151,80.1,1,2.0,2.4,-1.0,18,127,7,1,165,passing
ENG-Premier League,2021,West Ham,Vladimír Coufal,CZE,DF,27,1992,33.9,1196,1746,68.5,18589,9100,654,749,87.3,414,619,66.9,93,236,39.4,7,5.5,3.9,1.5,45,90,37,23,128,passing
ENG-Premier League,2021,West Ham,Łukasz Fabiański,POL,GK,35,1985,35.0,622,1015,61.3,21886,17885,77,77,100.0,214,217,98.6,328,713,46.0,0,0.0,0.0,0.0,0,14,0,0,0,passing
ENG-Premier League,2021,Wolves,Adama Traoré,ESP,"FW,MF",24,1996,29.4,572,873,65.5,8290,1985,338,418,80.9,175,277,63.2,35,75,46.7,2,4.8,3.8,-2.8,55,36,30,18,70,passing
ENG-Premier League,2021,Wolves,Conor Coady,ENG,DF,27,1993,36.7,1638,1865,87.8,37496,16459,390,414,94.2,892,933,95.6,343,486,70.6,0,0.2,0.2,-0.2,3,81,1,0,67,passing
ENG-Premier League,2021,Wolves,Daniel Podence,POR,"MF,FW",24,1995,18.5,483,643,75.1,7867,2039,269,316,85.1,129,180,71.7,59,84,70.2,2,1.7,1.7,0.3,21,47,20,5,72,passing
ENG-Premier League,2021,Wolves,Fernando Marçal,BRA,"DF,MF",31,1989,6.9,304,379,80.2,4974,1846,148,159,93.1,119,146,81.5,23,43,53.5,0,0.1,0.1,-0.1,4,22,1,1,23,passing
ENG-Premier League,2021,Wolves,Fábio Silva,POR,FW,18,2002,15.2,237,330,71.8,2728,325,153,190,80.5,52,77,67.5,5,14,35.7,3,1.0,0.4,2.0,11,7,5,0,17,passing
ENG-Premier League,2021,Wolves,John Ruddy,ENG,GK,33,1986,1.0,19,24,79.2,498,342,2,2,100.0,10,10,100.0,7,12,58.3,0,0.0,0.0,0.0,0,0,0,0,0,passing
ENG-Premier League,2021,Wolves,Jonny Castro,ESP,"MF,DF",26,1994,5.5,185,243,76.1,2425,803,123,141,87.2,49,64,76.6,6,17,35.3,0,0.1,0.1,-0.1,2,6,0,0,16,passing
ENG-Premier League,2021,Wolves,João Moutinho,POR,MF,33,1986,28.1,1553,1846,84.1,27362,7149,647,705,91.8,708,786,90.1,155,263,58.9,1,2.4,2.8,-1.4,46,131,19,7,169,passing
ENG-Premier League,2021,Wolves,Ki-Jana Hoever,NED,"DF,MF",18,2002,6.4,268,361,74.2,4194,1441,150,177,84.7,94,125,75.2,15,30,50.0,0,0.2,0.2,-0.2,3,14,3,1,19,passing
ENG-Premier League,2021,Wolves,Leander Dendoncker,BEL,"MF,DF",25,1995,27.8,1032,1212,85.1,17020,4193,476,541,88.0,442,492,89.8,74,97,76.3,0,0.7,0.9,-0.7,17,68,8,1,88,passing
ENG-Premier League,2021,Wolves,Max Kilman,ENG,DF,23,1997,14.6,664,757,87.7,11110,4141,292,314,93.0,330,355,93.0,31,71,43.7,1,0.5,0.3,0.5,5,45,2,0,46,passing
ENG-Premier League,2021,Wolves,Morgan Gibbs-White,ENG,"MF,FW",20,2000,4.6,193,236,81.8,2799,646,109,127,85.8,58,69,84.1,14,23,60.9,0,0.4,0.3,-0.4,8,20,3,0,28,passing
ENG-Premier League,2021,Wolves,Nélson Semedo,POR,"DF,MF",26,1993,33.1,1586,1976,80.3,22838,6783,985,1082,91.0,459,581,79.0,92,167,55.1,1,1.3,2.8,-0.3,21,117,20,10,138,passing
ENG-Premier League,2021,Wolves,Oskar Buur,DEN,DF,22,1998,0.2,14,15,93.3,204,40,5,5,100.0,8,8,100.0,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0,passing
ENG-Premier League,2021,Wolves,Owen Otasowie,USA,"MF,FW",19,2001,2.1,43,59,72.9,543,151,25,32,78.1,14,18,77.8,1,2,50.0,1,0.1,0.0,0.9,2,3,0,0,3,passing
ENG-Premier League,2021,Wolves,Patrick Cutrone,ITA,FW,22,1998,0.3,0,2,0.0,0,0,0,1,0.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,passing
ENG-Premier League,2021,Wolves,Pedro Neto,POR,"FW,MF",20,2000,28.3,962,1229,78.3,13726,2855,590,634,93.1,257,345,74.5,60,138,43.5,6,5.4,5.1,0.6,61,46,37,24,54,passing
ENG-Premier League,2021,Wolves,Rayan Aït-Nouri,ALG,DF,19,2001,15.6,662,805,82.2,9828,2664,362,392,92.3,248,296,83.8,25,57,43.9,1,0.6,0.8,0.4,14,35,16,6,54,passing
ENG-Premier League,2021,Wolves,Raúl Jiménez,MEX,FW,29,1991,9.1,207,265,78.1,2947,540,114,135,84.4,51,67,76.1,18,23,78.3,0,0.3,0.2,-0.3,5,20,7,1,26,passing
ENG-Premier League,2021,Wolves,Romain Saïss,MAR,DF,30,1990,26.7,1199,1495,80.2,23216,10367,430,477,90.1,622,711,87.5,140,262,53.4,0,0.2,0.5,-0.2,5,113,5,4,100,passing
ENG-Premier League,2021,Wolves,Rui Patrício,POR,GK,32,1988,37.0,559,810,69.0,16021,11909,126,127,99.2,191,195,97.9,229,472,48.5,0,0.0,0.0,0.0,0,1,0,0,0,passing
ENG-Premier League,2021,Wolves,Rúben Neves,POR,MF,23,1997,29.7,1678,2007,83.6,34730,9155,563,627,89.8,798,907,88.0,296,407,72.7,1,1.9,2.0,-0.9,33,214,25,3,212,passing
ENG-Premier League,2021,Wolves,Rúben Vinagre,POR,"MF,DF",21,1999,1.9,86,101,85.1,1206,272,48,53,90.6,27,34,79.4,4,5,80.0,0,0.1,0.1,-0.1,1,2,2,2,2,passing
ENG-Premier League,2021,Wolves,Theo Corbeanu,CAN,FW,18,2002,0.1,3,3,100.0,52,23,2,2,100.0,0,0,,1,1,100.0,0,0.0,0.0,0.0,1,0,1,1,0,passing
ENG-Premier League,2021,Wolves,Vitinha,POR,MF,20,2000,5.8,302,346,87.3,4427,776,172,188,91.5,92,102,90.2,22,31,71.0,1,0.6,0.7,0.4,12,26,4,1,20,passing
ENG-Premier League,2021,Wolves,Willian José,BRA,FW,28,1991,12.3,244,306,79.7,3814,519,132,148,89.2,65,85,76.5,29,38,76.3,0,1.2,0.7,-1.2,12,14,3,0,15,passing
ENG-Premier League,2021,Wolves,Willy Boly,CIV,DF,29,1991,20.9,855,1037,82.4,14746,5591,339,389,87.1,430,479,89.8,58,125,46.4,1,0.3,0.3,0.7,3,49,1,0,44,passing
