league,season,team,player,nation,pos,age,born,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G+A,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Expected xG,Expected npxG,Expected xAG,Expected npxG+xAG,Progression PrgC,Progression PrgP,Progression PrgR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Per 90 Minutes xG,Per 90 Minutes xAG,Per 90 Minutes xG+xAG,Per 90 Minutes npxG,Per 90 Minutes npxG+xAG,stat_type,nation_possession,pos_possession,age_possession,born_possession,90s,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Tkld,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,stat_type_possession,nation_misc,pos_misc,age_misc,born_misc,Performance CrdY_misc,Performance CrdR_misc,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,stat_type_misc,nation_defense,pos_defense,age_defense,born_defense,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,stat_type_defense,nation_passing,pos_passing,age_passing,born_passing,90s_passing,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Ast,xAG,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,stat_type_passing,nation_shooting,pos_shooting,age_shooting,born_shooting,Standard Gls,Standard Sh,Standard SoT,Standard Sh/90,Standard SoT/90,Standard FK,Standard PK,Standard PKatt,Expected xG_shooting,Expected npxG_shooting,Expected G-xG,Expected np:G-xG,stat_type_shooting,player_norm_x,player_matched,player_norm_y,Valeur marchande (euros)
ESP-La Liga,2023,Granada,Matias Arezo,URU,FW,20.0,2002.0,14,3,369,4.1,0,0,0,0,0,0,1,0,1.2,1.2,0.1,1.2,6,5,17,0.0,0.0,0.0,0.0,0.0,0.28,0.01,0.3,0.28,0.3,standard,URU,FW,20.0,2002.0,4.1,126,5,14,70,45,11,126,1,1,0,56,312,182,6,3,4,6,4,78,17,possession,URU,FW,20.0,2002.0,1,0,0,6,1,8,4,1,3,0,0,0,13,11,17,misc,URU,FW,20.0,2002.0,7,3,2,5,0,1,5,4,4,1,3,1,8,4,0,defense,URU,FW,20.0,2002.0,4.1,52,82,63.4,736,186,31,44,70.5,11,21,52.4,6,8,0,0.1,0.1,-0.1,2,3,2,1,5,passing,URU,FW,20.0,2002.0,0,12,4,2.93,0.98,0,0,0,1.2,1.2,-1.2,-1.2,shooting,matias arezo,matias arezo,matias arezo,7000000.0
ESP-La Liga,2023,Barcelona,Marcos Alonso,ESP,DF,32.0,1990.0,5,3,252,2.8,0,0,0,0,0,0,0,0,0.1,0.1,0.5,0.6,11,14,33,0.0,0.0,0.0,0.0,0.0,0.03,0.18,0.21,0.03,0.21,standard,ESP,DF,32.0,1990.0,2.8,246,7,59,100,89,7,246,6,3,2,141,766,388,11,10,2,2,3,157,33,possession,ESP,DF,32.0,1990.0,0,0,0,7,6,0,15,4,3,0,0,0,14,2,4,misc,ESP,DF,32.0,1990.0,5,3,2,3,0,3,4,1,2,0,2,4,9,6,0,defense,ESP,DF,32.0,1990.0,2.8,180,214,84.1,2690,803,105,112,93.8,57,67,85.1,8,21,0,0.5,0.3,-0.5,5,10,3,1,14,passing,ESP,DF,32.0,1990.0,0,3,2,1.07,0.71,0,0,0,0.1,0.1,-0.1,-0.1,shooting,marcos alonso,marcos alonso,marcos alonso,2000000.0
ESP-La Liga,2023,Atlético Madrid,Marcos Llorente,ESP,"MF,DF",28.0,1995.0,37,29,2565,28.5,6,4,10,6,0,0,5,0,4.1,4.1,5.6,9.7,71,106,179,0.21,0.14,0.35,0.21,0.35,0.14,0.2,0.34,0.14,0.34,standard,ESP,"MF,DF",28.0,1995.0,28.5,1465,44,322,615,537,82,1465,27,11,11,839,4122,2119,71,40,20,28,18,1033,179,possession,ESP,"MF,DF",28.0,1995.0,5,0,0,31,27,19,70,14,23,0,0,0,115,16,32,misc,ESP,"MF,DF",28.0,1995.0,40,23,18,17,5,16,44,28,36,11,25,14,54,35,0,defense,ESP,"MF,DF",28.0,1995.0,28.5,974,1219,79.9,13597,3643,592,654,90.5,299,371,80.6,37,73,4,5.6,4.5,-1.6,26,60,36,11,106,passing,ESP,"MF,DF",28.0,1995.0,6,30,19,1.05,0.67,0,0,0,4.1,4.1,1.9,1.9,shooting,marcos llorente,marcos llorente,marcos llorente,30000000.0
ESP-La Liga,2023,Almería,Marcos Peña,ESP,MF,18.0,2005.0,7,4,441,4.9,0,0,0,0,0,0,3,0,0.2,0.2,0.0,0.2,0,10,0,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.04,0.04,0.04,standard,ESP,MF,18.0,2005.0,4.9,274,15,104,162,11,1,274,1,0,1,103,443,140,0,2,0,3,3,158,0,possession,ESP,MF,18.0,2005.0,3,0,0,8,4,0,0,13,14,0,0,0,26,3,4,misc,ESP,MF,18.0,2005.0,19,14,12,7,0,6,12,6,9,3,6,13,32,8,0,defense,ESP,MF,18.0,2005.0,4.9,188,217,86.6,2977,846,96,108,88.9,78,85,91.8,10,16,0,0.0,0.0,0.0,1,8,0,0,10,passing,ESP,MF,18.0,2005.0,0,4,1,0.82,0.2,0,0,0,0.2,0.2,-0.2,-0.2,shooting,marcos pena,marcos pena,marcos pena,1000000.0
ESP-La Liga,2023,Mallorca,Manu Morlanes,ESP,MF,24.0,1999.0,35,16,1615,17.9,0,2,2,0,0,0,2,0,1.0,1.0,2.0,3.0,29,104,31,0.0,0.11,0.11,0.0,0.11,0.06,0.11,0.17,0.06,0.17,standard,ESP,MF,24.0,1999.0,17.9,965,29,177,589,212,22,965,29,21,7,524,2993,1437,29,31,4,17,17,618,31,possession,ESP,MF,24.0,1999.0,2,0,0,15,24,0,17,20,29,0,0,0,125,17,13,misc,ESP,MF,24.0,1999.0,50,29,23,26,1,23,53,30,13,1,12,20,70,21,0,defense,ESP,MF,24.0,1999.0,17.9,669,809,82.7,10611,2959,352,395,89.1,236,269,87.7,54,85,2,2.0,2.0,0.0,16,74,14,3,104,passing,ESP,MF,24.0,1999.0,0,11,4,0.61,0.22,0,0,0,1.0,1.0,-1.0,-1.0,shooting,manu morlanes,manu morlanes,manu morlanes,2500000.0
ESP-La Liga,2023,Celta Vigo,Manu Sánchez,ESP,"DF,MF",22.0,2000.0,26,20,1775,19.7,0,5,5,0,0,0,3,0,0.5,0.5,2.7,3.2,41,74,67,0.0,0.25,0.25,0.0,0.25,0.02,0.14,0.16,0.02,0.16,standard,ESP,"DF,MF",22.0,2000.0,19.7,1104,63,332,473,310,23,1104,28,11,16,508,2954,1490,41,25,5,32,11,527,67,possession,ESP,"DF,MF",22.0,2000.0,3,0,0,21,5,0,57,19,28,0,0,0,95,9,21,misc,ESP,"DF,MF",22.0,2000.0,54,28,21,25,8,31,55,24,23,3,20,19,73,65,0,defense,ESP,"DF,MF",22.0,2000.0,19.7,656,866,75.8,10322,4222,357,411,86.9,244,307,79.5,39,84,5,2.7,3.0,2.3,20,51,25,14,74,passing,ESP,"DF,MF",22.0,2000.0,0,9,1,0.46,0.05,0,0,0,0.5,0.5,-0.5,-0.5,shooting,manu sanchez,manu sanchez,manu sanchez,8000000.0
ESP-La Liga,2023,Valencia,Mario Dominguez,ESP,FW,19.0,2004.0,3,0,25,0.3,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0,1,1,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.59,0.59,0.59,standard,ESP,FW,19.0,2004.0,0.3,10,0,0,2,8,2,10,0,0,0,4,9,2,0,0,0,2,0,9,1,possession,ESP,FW,19.0,2004.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,misc,ESP,FW,19.0,2004.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,defense,ESP,FW,19.0,2004.0,0.3,4,5,80.0,56,22,2,2,100.0,0,1,0.0,1,1,0,0.0,0.0,0.0,0,1,0,0,1,passing,ESP,FW,19.0,2004.0,0,3,1,10.8,3.6,0,0,0,0.2,0.2,-0.2,-0.2,shooting,mario dominguez,mario dominguez,mario dominguez,200000.0
ESP-La Liga,2023,Atlético Madrid,Mario Hermoso,ESP,DF,28.0,1995.0,31,29,2557,28.4,0,1,1,0,0,0,9,0,1.4,1.4,0.8,2.2,39,177,61,0.0,0.04,0.04,0.0,0.04,0.05,0.03,0.08,0.05,0.08,standard,ESP,DF,28.0,1995.0,28.4,2196,152,811,1154,251,24,2196,20,11,6,1248,5330,3028,39,32,1,21,11,1484,61,possession,ESP,DF,28.0,1995.0,9,0,0,32,23,1,38,30,25,1,0,0,168,46,32,misc,ESP,DF,28.0,1995.0,46,25,29,13,4,28,51,23,27,9,18,30,76,93,0,defense,ESP,DF,28.0,1995.0,28.4,1676,1947,86.1,29197,10370,828,879,94.2,659,737,89.4,156,260,1,0.8,1.1,0.2,17,162,18,6,177,passing,ESP,DF,28.0,1995.0,0,17,4,0.6,0.14,0,0,0,1.4,1.4,-1.4,-1.4,shooting,mario hermoso,mario hermoso,mario hermoso,25000000.0
ESP-La Liga,2023,Real Madrid,Mario Martín,ESP,MF,19.0,2004.0,2,0,18,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ESP,MF,19.0,2004.0,0.2,25,2,9,13,4,0,25,0,0,0,12,64,18,0,0,0,2,0,15,1,possession,ESP,MF,19.0,2004.0,0,0,0,1,1,0,0,0,1,0,0,0,2,0,0,misc,ESP,MF,19.0,2004.0,5,1,0,2,3,3,4,1,2,1,1,0,5,0,0,defense,ESP,MF,19.0,2004.0,0.2,12,15,80.0,175,42,5,5,100.0,6,9,66.7,0,0,0,0.0,0.0,0.0,0,1,0,0,0,passing,ESP,MF,19.0,2004.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,shooting,mario martin,mario martin,mario martin,300000.0
ESP-La Liga,2023,Mallorca,Omar Mascarell,EQG,MF,30.0,1993.0,29,18,1571,17.5,0,0,0,0,0,0,8,1,0.4,0.4,0.0,0.4,12,67,11,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,standard,EQG,MF,30.0,1993.0,17.5,936,58,254,616,74,7,936,10,8,1,444,2328,926,12,9,0,6,8,538,11,possession,EQG,MF,30.0,1993.0,8,1,1,31,14,0,4,31,16,0,0,1,103,30,24,misc,EQG,MF,30.0,1993.0,33,16,16,17,0,18,35,17,24,8,16,31,64,30,1,defense,EQG,MF,30.0,1993.0,17.5,638,779,81.9,11983,3142,272,310,87.7,279,317,88.0,79,120,0,0.0,0.2,0.0,3,64,6,0,67,passing,EQG,MF,30.0,1993.0,0,6,0,0.34,0.0,0,0,0,0.4,0.4,-0.4,-0.4,shooting,omar mascarell,omar mascarell,omar mascarell,1000000.0
ESP-La Liga,2023,Las Palmas,Omenuke Mfulu,COD,"MF,FW",29.0,1994.0,5,1,82,0.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,COD,"MF,FW",29.0,1994.0,0.9,77,10,30,39,8,0,77,1,1,0,41,144,70,1,1,0,2,0,50,0,possession,COD,"MF,FW",29.0,1994.0,1,0,0,0,2,0,0,2,3,0,0,0,7,3,4,misc,COD,"MF,FW",29.0,1994.0,4,3,3,1,0,0,1,1,1,1,0,2,6,5,0,defense,COD,"MF,FW",29.0,1994.0,0.9,53,60,88.3,793,301,26,28,92.9,25,26,96.2,0,3,0,0.0,0.0,0.0,0,3,0,0,1,passing,COD,"MF,FW",29.0,1994.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,shooting,omenuke mfulu,nuke mfulu,nuke mfulu,700000.0
ESP-La Liga,2023,Barcelona,Oriol Romeu,ESP,MF,31.0,1991.0,28,11,936,10.4,0,1,1,0,0,0,4,0,0.7,0.7,1.3,2.0,12,66,4,0.0,0.1,0.1,0.0,0.1,0.07,0.12,0.19,0.07,0.19,standard,ESP,MF,31.0,1991.0,10.4,922,27,148,615,161,4,922,5,4,1,539,2322,1245,12,25,0,9,8,701,4,possession,ESP,MF,31.0,1991.0,4,0,0,15,11,0,6,10,20,0,0,0,62,14,19,misc,ESP,MF,31.0,1991.0,34,20,17,14,3,13,24,11,12,2,10,10,44,18,0,defense,ESP,MF,31.0,1991.0,10.4,717,806,89.0,11315,2753,372,399,93.2,291,319,91.2,38,59,1,1.3,0.9,-0.3,8,80,8,1,66,passing,ESP,MF,31.0,1991.0,0,10,2,0.96,0.19,0,0,0,0.7,0.7,-0.7,-0.7,shooting,oriol romeu,oriol romeu,oriol romeu,2000000.0
ESP-La Liga,2023,Mallorca,Nacho Vidal,ESP,DF,28.0,1995.0,8,5,416,4.6,0,0,0,0,0,0,2,0,1.0,1.0,0.2,1.2,5,15,31,0.0,0.0,0.0,0.0,0.0,0.23,0.04,0.26,0.23,0.26,standard,ESP,DF,28.0,1995.0,4.6,262,15,60,120,82,14,262,12,2,8,126,652,247,5,3,2,5,2,156,31,possession,ESP,DF,28.0,1995.0,2,0,0,9,3,0,15,3,5,0,0,0,18,13,7,misc,ESP,DF,28.0,1995.0,12,5,4,5,3,6,13,7,5,2,3,3,15,9,0,defense,ESP,DF,28.0,1995.0,4.6,151,202,74.8,2088,850,97,105,92.4,43,60,71.7,5,19,0,0.2,0.3,-0.2,3,5,4,2,15,passing,ESP,DF,28.0,1995.0,0,8,3,1.73,0.65,0,0,0,1.0,1.0,-1.0,-1.0,shooting,nacho vidal,nacho vidal,nacho vidal,2000000.0
ESP-La Liga,2023,Mallorca,Nacho Vidal,ESP,DF,28.0,1995.0,8,5,416,4.6,0,0,0,0,0,0,2,0,1.0,1.0,0.2,1.2,5,15,31,0.0,0.0,0.0,0.0,0.0,0.23,0.04,0.26,0.23,0.26,standard,ESP,DF,28.0,1995.0,4.6,262,15,60,120,82,14,262,12,2,8,126,652,247,5,3,2,5,2,156,31,possession,ESP,DF,28.0,1995.0,2,0,0,9,3,0,15,3,5,0,0,0,18,13,7,misc,ESP,DF,28.0,1995.0,12,5,4,5,3,6,13,7,5,2,3,3,15,9,0,defense,ESP,DF,28.0,1995.0,4.6,151,202,74.8,2088,850,97,105,92.4,43,60,71.7,5,19,0,0.2,0.3,-0.2,3,5,4,2,15,passing,ESP,DF,28.0,1995.0,0,8,3,1.73,0.65,0,0,0,1.0,1.0,-1.0,-1.0,shooting,nacho vidal,nacho vidal,nacho vidal,2000000.0
ESP-La Liga,2023,Osasuna,Nacho Vidal,ESP,"DF,FW",28.0,1995.0,7,0,96,1.1,1,0,1,1,0,0,0,0,0.3,0.3,0.0,0.3,0,1,4,0.94,0.0,0.94,0.94,0.94,0.28,0.01,0.29,0.28,0.29,standard,ESP,"DF,FW",28.0,1995.0,1.1,62,5,20,21,21,4,62,2,1,1,25,85,32,0,1,0,1,2,26,4,possession,ESP,"DF,FW",28.0,1995.0,0,0,0,0,1,0,0,0,4,0,0,0,3,2,4,misc,ESP,"DF,FW",28.0,1995.0,5,4,2,2,1,2,5,3,2,0,2,0,5,6,0,defense,ESP,"DF,FW",28.0,1995.0,1.1,27,40,67.5,529,191,8,13,61.5,14,15,93.3,4,8,0,0.0,0.0,0.0,1,1,0,0,1,passing,ESP,"DF,FW",28.0,1995.0,1,3,1,2.81,0.94,0,0,0,0.3,0.3,0.7,0.7,shooting,nacho vidal,nacho vidal,nacho vidal,2000000.0
ESP-La Liga,2023,Osasuna,Nacho Vidal,ESP,"DF,FW",28.0,1995.0,7,0,96,1.1,1,0,1,1,0,0,0,0,0.3,0.3,0.0,0.3,0,1,4,0.94,0.0,0.94,0.94,0.94,0.28,0.01,0.29,0.28,0.29,standard,ESP,"DF,FW",28.0,1995.0,1.1,62,5,20,21,21,4,62,2,1,1,25,85,32,0,1,0,1,2,26,4,possession,ESP,"DF,FW",28.0,1995.0,0,0,0,0,1,0,0,0,4,0,0,0,3,2,4,misc,ESP,"DF,FW",28.0,1995.0,5,4,2,2,1,2,5,3,2,0,2,0,5,6,0,defense,ESP,"DF,FW",28.0,1995.0,1.1,27,40,67.5,529,191,8,13,61.5,14,15,93.3,4,8,0,0.0,0.0,0.0,1,1,0,0,1,passing,ESP,"DF,FW",28.0,1995.0,1,3,1,2.81,0.94,0,0,0,0.3,0.3,0.7,0.7,shooting,nacho vidal,nacho vidal,nacho vidal,2000000.0
ESP-La Liga,2023,Barcelona,Marc-André ter Stegen,GER,GK,31.0,1992.0,28,28,2520,28.0,0,0,0,0,0,0,3,0,0.0,0.0,0.1,0.1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,GER,GK,31.0,1992.0,28.0,1080,816,1068,13,0,0,1080,0,0,0,695,3459,2503,0,0,0,1,0,609,0,possession,GER,GK,31.0,1992.0,3,0,0,0,1,0,0,0,0,0,0,0,55,4,0,misc,GER,GK,31.0,1992.0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,defense,GER,GK,31.0,1992.0,28.0,927,1036,89.5,22797,16159,182,183,99.5,490,501,97.8,251,344,0,0.1,0.1,-0.1,1,9,1,0,1,passing,GER,GK,31.0,1992.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,shooting,marc-andre ter stegen,marc-andre ter stegen,marc-andre ter stegen,28000000.0
ESP-La Liga,2023,Sevilla,Marcos Acuña,ARG,DF,31.0,1991.0,21,18,1292,14.4,1,2,3,1,0,0,7,0,0.3,0.3,1.5,1.8,23,59,42,0.07,0.14,0.21,0.07,0.21,0.02,0.11,0.13,0.02,0.13,standard,ARG,DF,31.0,1991.0,14.4,984,33,270,476,253,10,984,21,10,8,473,2266,1224,23,20,4,20,16,546,42,possession,ARG,DF,31.0,1991.0,7,0,0,18,17,1,82,4,21,0,0,0,99,13,11,misc,ARG,DF,31.0,1991.0,33,21,20,12,1,9,14,5,12,2,10,4,37,25,0,defense,ARG,DF,31.0,1991.0,14.4,628,847,74.1,12126,4928,260,297,87.5,262,328,79.9,94,183,2,1.5,2.1,0.5,23,52,19,12,59,passing,ARG,DF,31.0,1991.0,1,9,4,0.63,0.28,0,0,0,0.3,0.3,0.7,0.7,shooting,marcos acuna,marcos acuna,marcos acuna,4000000.0
ESP-La Liga,2023,Alavés,Mamadou Sylla,SEN,"FW,MF",29.0,1994.0,2,0,18,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,SEN,"FW,MF",29.0,1994.0,0.2,13,1,3,6,4,0,13,1,0,1,6,25,10,0,0,0,1,1,8,1,possession,SEN,"FW,MF",29.0,1994.0,0,0,0,1,2,0,0,0,0,0,0,0,1,3,3,misc,SEN,"FW,MF",29.0,1994.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,defense,SEN,"FW,MF",29.0,1994.0,0.2,3,7,42.9,64,6,1,4,25.0,1,1,100.0,1,1,0,0.0,0.0,0.0,0,2,0,0,1,passing,SEN,"FW,MF",29.0,1994.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,shooting,mamadou sylla,mamadou sylla,mamadou sylla,1500000.0
ESP-La Liga,2023,Sevilla,Manu Bueno,ESP,MF,19.0,2004.0,4,1,117,1.3,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,1,3,1,0.0,0.0,0.0,0.0,0.0,0.02,0.07,0.1,0.02,0.1,standard,ESP,MF,19.0,2004.0,1.3,68,2,26,30,13,0,68,2,1,1,40,180,85,1,2,0,7,1,53,1,possession,ESP,MF,19.0,2004.0,1,0,0,1,2,0,0,0,2,0,0,0,6,0,1,misc,ESP,MF,19.0,2004.0,4,2,4,0,0,3,3,0,3,0,3,0,4,1,0,defense,ESP,MF,19.0,2004.0,1.3,45,49,91.8,831,175,16,18,88.9,21,22,95.5,6,7,0,0.1,0.0,-0.1,2,1,1,0,3,passing,ESP,MF,19.0,2004.0,0,1,0,0.77,0.0,0,0,0,0.0,0.0,0.0,0.0,shooting,manu bueno,manu bueno,manu bueno,300000.0
ESP-La Liga,2023,Real Madrid,Lucas Vázquez,ESP,DF,32.0,1991.0,29,14,1419,15.8,3,6,9,3,0,0,0,0,1.2,1.1,3.8,4.8,28,58,160,0.19,0.38,0.57,0.19,0.57,0.07,0.24,0.31,0.07,0.31,standard,ESP,DF,32.0,1991.0,15.8,1286,52,327,498,466,68,1286,47,24,19,708,3085,1454,28,22,12,18,15,911,160,possession,ESP,DF,32.0,1991.0,0,0,0,22,25,5,47,12,25,1,0,0,78,4,6,misc,ESP,DF,32.0,1991.0,37,25,22,14,1,18,25,7,27,5,22,12,49,36,0,defense,ESP,DF,32.0,1991.0,15.8,930,1085,85.7,13262,3330,559,605,92.4,311,353,88.1,31,73,6,3.8,3.6,2.2,30,27,30,8,58,passing,ESP,DF,32.0,1991.0,3,12,7,0.76,0.44,0,0,0,1.2,1.1,1.8,1.9,shooting,lucas vazquez,lucas vazquez,lucas vazquez,4000000.0
ESP-La Liga,2023,Sevilla,Lucien Agoume,FRA,MF,21.0,2002.0,12,9,777,8.6,0,0,0,0,0,0,3,0,0.9,0.9,0.6,1.5,7,35,9,0.0,0.0,0.0,0.0,0.0,0.1,0.07,0.17,0.1,0.17,standard,FRA,MF,21.0,2002.0,8.6,430,17,108,245,83,12,430,8,7,1,221,1218,590,7,3,2,4,4,273,9,possession,FRA,MF,21.0,2002.0,3,0,0,19,2,0,2,7,18,0,0,0,48,9,7,misc,FRA,MF,21.0,2002.0,23,18,7,14,2,9,12,3,6,1,5,7,30,8,0,defense,FRA,MF,21.0,2002.0,8.6,301,360,83.6,5285,1424,141,163,86.5,120,135,88.9,31,42,0,0.6,0.3,-0.6,9,36,5,1,35,passing,FRA,MF,21.0,2002.0,0,6,2,0.69,0.23,0,0,0,0.9,0.9,-0.9,-0.9,shooting,lucien agoume,lucien agoume,lucien agoume,6000000.0
ESP-La Liga,2023,Villarreal,Manu Trigueros,ESP,MF,31.0,1991.0,14,2,309,3.4,0,0,0,0,0,0,0,0,0.5,0.5,0.2,0.7,7,20,13,0.0,0.0,0.0,0.0,0.0,0.13,0.07,0.2,0.13,0.2,standard,ESP,MF,31.0,1991.0,3.4,201,13,50,91,60,5,201,1,0,1,107,589,179,7,4,2,5,4,146,13,possession,ESP,MF,31.0,1991.0,0,0,0,5,3,1,5,3,5,0,0,0,15,4,1,misc,ESP,MF,31.0,1991.0,7,5,6,1,0,4,10,6,1,1,0,3,10,9,0,defense,ESP,MF,31.0,1991.0,3.4,141,168,83.9,2245,550,68,76,89.5,56,62,90.3,11,15,0,0.2,0.2,-0.2,5,16,4,0,20,passing,ESP,MF,31.0,1991.0,0,6,3,1.75,0.87,0,0,0,0.5,0.5,-0.5,-0.5,shooting,manu trigueros,manu trigueros,manu trigueros,1500000.0
ESP-La Liga,2023,Betis,Marc Bartra,ESP,DF,32.0,1991.0,3,3,225,2.5,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,2,5,0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.08,0.08,0.08,standard,ESP,DF,32.0,1991.0,2.5,141,22,86,49,7,4,141,2,2,0,91,406,215,2,3,0,1,2,90,0,possession,ESP,DF,32.0,1991.0,1,0,0,4,1,0,0,3,3,0,0,0,15,4,4,misc,ESP,DF,32.0,1991.0,4,3,3,1,0,4,5,1,3,1,2,3,7,10,0,defense,ESP,DF,32.0,1991.0,2.5,101,118,85.6,1910,620,39,42,92.9,48,52,92.3,13,21,0,0.0,0.0,0.0,0,5,0,0,5,passing,ESP,DF,32.0,1991.0,0,3,0,1.2,0.0,0,0,0,0.2,0.2,-0.2,-0.2,shooting,marc bartra,marc bartra,marc bartra,1000000.0
ESP-La Liga,2023,Las Palmas,Marc Cardona,ESP,FW,28.0,1995.0,26,6,737,8.2,4,1,5,3,1,1,4,0,4.2,3.5,1.1,4.5,10,13,74,0.49,0.12,0.61,0.37,0.49,0.52,0.13,0.65,0.42,0.55,standard,ESP,FW,28.0,1995.0,8.2,333,7,33,161,146,46,332,34,14,19,215,983,388,10,4,4,24,15,255,74,possession,ESP,FW,28.0,1995.0,4,0,0,12,19,18,5,2,8,1,0,0,26,9,14,misc,ESP,FW,28.0,1995.0,9,8,3,4,2,1,12,11,5,0,5,2,11,7,0,defense,ESP,FW,28.0,1995.0,8.2,170,227,74.9,1972,280,122,153,79.7,34,43,79.1,3,11,1,1.1,0.6,-0.1,8,9,6,1,13,passing,ESP,FW,28.0,1995.0,4,21,10,2.56,1.22,0,1,1,4.2,3.5,-0.2,-0.5,shooting,marc cardona,marc cardona,marc cardona,1400000.0
ESP-La Liga,2023,Alavés,Luis Rioja,ESP,"FW,MF",29.0,1993.0,37,31,2498,27.8,5,4,9,2,3,4,4,0,6.1,3.0,3.9,6.9,70,77,173,0.18,0.14,0.32,0.07,0.22,0.22,0.14,0.36,0.11,0.25,standard,ESP,"FW,MF",29.0,1993.0,27.8,1123,24,150,382,619,62,1119,71,41,23,611,4030,2161,70,51,18,56,20,720,173,possession,ESP,"FW,MF",29.0,1993.0,4,0,0,22,18,10,174,16,19,1,0,0,128,10,23,misc,ESP,"FW,MF",29.0,1993.0,27,19,10,12,5,14,43,29,28,1,27,16,43,28,0,defense,ESP,"FW,MF",29.0,1993.0,27.8,551,855,64.4,9059,2662,280,351,79.8,193,279,69.2,56,133,4,3.9,4.2,0.1,41,25,38,19,77,passing,ESP,"FW,MF",29.0,1993.0,5,53,15,1.91,0.54,4,3,4,6.1,3.0,-1.1,-1.0,shooting,luis rioja,luis rioja,luis rioja,4000000.0
ESP-La Liga,2023,Betis,Luiz Felipe,ITA,DF,26.0,1997.0,4,4,360,4.0,0,0,0,0,0,0,1,0,0.1,0.1,0.2,0.3,0,4,0,0.0,0.0,0.0,0.0,0.0,0.02,0.06,0.07,0.02,0.07,standard,ITA,DF,26.0,1997.0,4.0,209,36,134,73,4,3,209,0,0,0,106,499,145,0,0,0,1,0,129,0,possession,ITA,DF,26.0,1997.0,1,0,0,2,1,0,0,4,3,0,0,0,23,2,6,misc,ITA,DF,26.0,1997.0,7,3,5,2,0,4,5,1,10,4,6,4,11,16,0,defense,ITA,DF,26.0,1997.0,4.0,151,169,89.3,2591,996,59,62,95.2,78,86,90.7,9,14,0,0.2,0.2,-0.2,1,4,0,0,4,passing,ITA,DF,26.0,1997.0,0,2,0,0.5,0.0,0,0,0,0.1,0.1,-0.1,-0.1,shooting,luiz felipe,luiz felipe,luiz felipe,13000000.0
