league,season,team,player,nation,pos,age,born,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G+A,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Expected xG,Expected npxG,Expected xAG,Expected npxG+xAG,Progression PrgC,Progression PrgP,Progression PrgR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Per 90 Minutes xG,Per 90 Minutes xAG,Per 90 Minutes xG+xAG,Per 90 Minutes npxG,Per 90 Minutes npxG+xAG,stat_type,nation_possession,pos_possession,age_possession,born_possession,90s,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Tkld,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,stat_type_possession,nation_misc,pos_misc,age_misc,born_misc,Performance CrdY_misc,Performance CrdR_misc,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,stat_type_misc,nation_defense,pos_defense,age_defense,born_defense,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,stat_type_defense,nation_passing,pos_passing,age_passing,born_passing,90s_passing,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Ast,xAG,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,stat_type_passing,nation_shooting,pos_shooting,age_shooting,born_shooting,Standard Gls,Standard Sh,Standard SoT,Standard Sh/90,Standard SoT/90,Standard FK,Standard PK,Standard PKatt,Expected xG_shooting,Expected npxG_shooting,Expected G-xG,Expected np:G-xG,stat_type_shooting,player_norm_x,player_matched,player_norm_y,Valeur marchande (euros)
ESP-La Liga,2020,Real Madrid,Casemiro,BRA,MF,28.0,1992.0,34,32,2901,32.2,6,4,10,6,0,0,11,1,6.2,6.2,2.7,8.8,20,135,45,0.19,0.12,0.31,0.19,0.31,0.19,0.08,0.27,0.19,0.27,standard,BRA,MF,28.0,1992.0,32.2,2369,122,725,1279,376,59,2369,23,13,10,1175,4643,2332,20,28,5,30,28,1601,45,possession,BRA,MF,28.0,1992.0,11,1,1,55,55,4,23,70,49,0,0,0,226,97,77,misc,BRA,MF,28.0,1992.0,84,49,50,30,4,33,73,40,50,17,33,70,154,62,0,defense,BRA,MF,28.0,1992.0,32.2,1630,1969,82.8,29223,8359,723,817,88.5,633,707,89.5,202,299,4,2.7,3.8,1.3,25,136,22,2,135,passing,BRA,MF,28.0,1992.0,6,46,11,1.43,0.34,0,0,0,6.2,6.2,-0.2,-0.2,shooting,casemiro,casemiro,casemiro,70000000.0
ESP-La Liga,2020,Levante,Cheick Doukouré,CIV,"MF,FW",27.0,1992.0,7,0,101,1.1,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,0,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.05,standard,CIV,"MF,FW",27.0,1992.0,1.1,57,1,10,36,12,0,57,1,1,0,36,142,45,0,1,0,0,2,32,2,possession,CIV,"MF,FW",27.0,1992.0,1,0,0,7,3,1,0,3,4,0,0,0,7,0,3,misc,CIV,"MF,FW",27.0,1992.0,5,4,2,1,2,3,4,1,2,0,2,3,8,0,0,defense,CIV,"MF,FW",27.0,1992.0,1.1,36,43,83.7,638,148,16,17,94.1,16,20,80.0,2,2,0,0.1,0.0,-0.1,1,2,1,0,3,passing,CIV,"MF,FW",27.0,1992.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,shooting,cheick doukoure,cheick doukoure,cheick doukoure,600000.0
ESP-La Liga,2020,Valencia,Christian Oliva,URU,MF,24.0,1996.0,9,1,198,2.2,0,2,2,0,0,0,0,0,0.0,0.0,0.1,0.2,3,8,1,0.0,0.91,0.91,0.0,0.91,0.02,0.06,0.08,0.02,0.08,standard,URU,MF,24.0,1996.0,2.2,122,3,26,80,17,0,122,3,3,0,89,407,206,3,1,0,3,1,88,1,possession,URU,MF,24.0,1996.0,0,0,0,3,3,0,1,6,0,0,0,0,18,1,2,misc,URU,MF,24.0,1996.0,2,0,1,1,0,1,6,5,1,0,1,6,8,0,0,defense,URU,MF,24.0,1996.0,2.2,85,104,81.7,1408,319,40,48,83.3,33,34,97.1,7,13,2,0.1,0.1,1.9,2,5,1,1,8,passing,URU,MF,24.0,1996.0,0,2,1,0.91,0.45,0,0,0,0.0,0.0,0.0,0.0,shooting,christian oliva,christian oliva,christian oliva,4000000.0
ESP-La Liga,2020,Alavés,Burgui,ESP,MF,26.0,1993.0,1,0,21,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ESP,MF,26.0,1993.0,0.2,11,0,2,5,4,0,11,0,0,0,8,49,33,1,3,0,0,0,8,2,possession,ESP,MF,26.0,1993.0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,misc,ESP,MF,26.0,1993.0,3,1,2,1,0,1,1,0,0,0,0,0,3,0,0,defense,ESP,MF,26.0,1993.0,0.2,9,10,90.0,118,31,5,5,100.0,3,3,100.0,0,0,0,0.0,0.0,0.0,0,1,0,0,1,passing,ESP,MF,26.0,1993.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,shooting,burgui,burgui,burgui,800000.0
ESP-La Liga,2020,Barcelona,Carles Aleñá,ESP,MF,22.0,1998.0,2,0,48,0.5,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,1,7,1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.1,standard,ESP,MF,22.0,1998.0,0.5,46,1,12,24,10,1,46,0,0,0,24,109,65,1,0,0,2,1,42,1,possession,ESP,MF,22.0,1998.0,1,0,0,4,0,0,0,0,0,0,0,0,1,1,1,misc,ESP,MF,22.0,1998.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,defense,ESP,MF,22.0,1998.0,0.5,36,39,92.3,624,177,17,19,89.5,11,12,91.7,6,6,0,0.0,0.0,0.0,0,3,0,0,7,passing,ESP,MF,22.0,1998.0,0,1,0,1.87,0.0,0,0,0,0.1,0.1,-0.1,-0.1,shooting,carles alena,carles alena,carles alena,15000000.0
ESP-La Liga,2020,Barcelona,Carles Aleñá,ESP,MF,22.0,1998.0,2,0,48,0.5,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,1,7,1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.1,standard,ESP,MF,22.0,1998.0,0.5,46,1,12,24,10,1,46,0,0,0,24,109,65,1,0,0,2,1,42,1,possession,ESP,MF,22.0,1998.0,1,0,0,4,0,0,0,0,0,0,0,0,1,1,1,misc,ESP,MF,22.0,1998.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,defense,ESP,MF,22.0,1998.0,0.5,36,39,92.3,624,177,17,19,89.5,11,12,91.7,6,6,0,0.0,0.0,0.0,0,3,0,0,7,passing,ESP,MF,22.0,1998.0,0,1,0,1.87,0.0,0,0,0,0.1,0.1,-0.1,-0.1,shooting,carles alena,carles alena,carles alena,15000000.0
ESP-La Liga,2020,Getafe,Carles Aleñá,ESP,"MF,FW",22.0,1998.0,22,15,1366,15.2,2,2,4,2,0,0,1,0,1.7,1.7,2.7,4.3,20,77,51,0.13,0.13,0.26,0.13,0.26,0.11,0.18,0.29,0.11,0.29,standard,ESP,"MF,FW",22.0,1998.0,15.2,719,8,62,361,315,16,719,36,23,13,434,2413,1054,20,31,1,28,18,491,51,possession,ESP,"MF,FW",22.0,1998.0,1,0,0,20,26,0,60,2,10,0,0,0,75,14,34,misc,ESP,"MF,FW",22.0,1998.0,15,10,3,9,3,7,25,18,14,1,13,2,17,2,0,defense,ESP,"MF,FW",22.0,1998.0,15.2,390,591,66.0,6991,2309,185,218,84.9,142,200,71.0,51,124,2,2.7,2.0,-0.7,25,52,24,4,77,passing,ESP,"MF,FW",22.0,1998.0,2,30,8,1.98,0.53,0,0,0,1.7,1.7,0.3,0.3,shooting,carles alena,carles alena,carles alena,15000000.0
ESP-La Liga,2020,Getafe,Carles Aleñá,ESP,"MF,FW",22.0,1998.0,22,15,1366,15.2,2,2,4,2,0,0,1,0,1.7,1.7,2.7,4.3,20,77,51,0.13,0.13,0.26,0.13,0.26,0.11,0.18,0.29,0.11,0.29,standard,ESP,"MF,FW",22.0,1998.0,15.2,719,8,62,361,315,16,719,36,23,13,434,2413,1054,20,31,1,28,18,491,51,possession,ESP,"MF,FW",22.0,1998.0,1,0,0,20,26,0,60,2,10,0,0,0,75,14,34,misc,ESP,"MF,FW",22.0,1998.0,15,10,3,9,3,7,25,18,14,1,13,2,17,2,0,defense,ESP,"MF,FW",22.0,1998.0,15.2,390,591,66.0,6991,2309,185,218,84.9,142,200,71.0,51,124,2,2.7,2.0,-0.7,25,52,24,4,77,passing,ESP,"MF,FW",22.0,1998.0,2,30,8,1.98,0.53,0,0,0,1.7,1.7,0.3,0.3,shooting,carles alena,carles alena,carles alena,15000000.0
ESP-La Liga,2020,Cádiz,Carlos Akapo,EQG,DF,27.0,1993.0,13,10,865,9.6,1,0,1,1,0,0,3,1,0.3,0.3,0.2,0.5,12,15,15,0.1,0.0,0.1,0.1,0.1,0.03,0.02,0.05,0.03,0.05,standard,EQG,DF,27.0,1993.0,9.6,468,42,211,190,71,3,468,10,6,4,162,980,537,12,8,2,11,3,149,15,possession,EQG,DF,27.0,1993.0,3,1,1,10,4,0,18,19,14,0,0,0,49,14,3,misc,EQG,DF,27.0,1993.0,18,14,14,4,0,10,18,8,16,3,13,19,37,33,0,defense,EQG,DF,27.0,1993.0,9.6,229,356,64.3,3877,1740,100,126,79.4,104,156,66.7,17,54,0,0.2,0.3,-0.2,2,14,4,3,15,passing,EQG,DF,27.0,1993.0,1,2,1,0.21,0.1,0,0,0,0.3,0.3,0.7,0.7,shooting,carlos akapo,carlos akapo,carlos akapo,800000.0
ESP-La Liga,2020,Villarreal,Carlos Bacca,COL,FW,33.0,1986.0,23,9,786,8.7,5,0,5,5,0,0,1,0,3.2,3.2,1.0,4.2,11,14,52,0.57,0.0,0.57,0.57,0.57,0.36,0.12,0.48,0.36,0.48,standard,COL,FW,33.0,1986.0,8.7,244,1,20,108,118,38,244,14,5,9,139,664,308,11,11,4,20,11,178,52,possession,COL,FW,33.0,1986.0,1,0,0,10,6,6,7,3,5,0,0,0,19,9,13,misc,COL,FW,33.0,1986.0,9,5,5,3,1,3,5,2,5,0,5,3,12,2,0,defense,COL,FW,33.0,1986.0,8.7,105,168,62.5,1346,317,62,89,69.7,23,37,62.2,6,14,0,1.0,0.6,-1.0,5,9,5,0,14,passing,COL,FW,33.0,1986.0,5,20,12,2.29,1.37,0,0,0,3.2,3.2,1.8,1.8,shooting,carlos bacca,carlos bacca,carlos bacca,1800000.0
ESP-La Liga,2020,Levante,Carlos Clerc,ESP,DF,28.0,1992.0,35,30,2781,30.9,0,3,3,0,0,0,5,0,0.3,0.3,3.2,3.5,87,147,196,0.0,0.1,0.1,0.0,0.1,0.01,0.1,0.11,0.01,0.11,standard,ESP,DF,28.0,1992.0,30.9,1982,83,622,831,551,33,1982,55,36,18,1060,5948,3239,87,55,6,36,17,1160,196,possession,ESP,DF,28.0,1992.0,5,0,0,39,35,4,120,37,29,1,0,0,185,41,21,misc,ESP,DF,28.0,1992.0,56,29,33,16,7,22,39,17,26,4,22,37,93,55,1,defense,ESP,DF,28.0,1992.0,30.9,1304,1725,75.6,20112,8364,757,839,90.2,433,554,78.2,82,216,3,3.2,3.1,-0.2,22,103,38,13,147,passing,ESP,DF,28.0,1992.0,0,6,4,0.19,0.13,1,0,0,0.3,0.3,-0.3,-0.3,shooting,carlos clerc,carlos clerc,carlos clerc,3000000.0
ESP-La Liga,2020,Celta Vigo,Carlos Dominguez,ESP,DF,19.0,2001.0,4,4,360,4.0,0,0,0,0,0,0,2,0,0.1,0.1,0.2,0.3,2,7,0,0.0,0.0,0.0,0.0,0.0,0.03,0.04,0.07,0.03,0.07,standard,ESP,DF,19.0,2001.0,4.0,202,47,133,64,7,4,202,0,0,0,131,670,360,2,0,1,2,0,130,0,possession,ESP,DF,19.0,2001.0,2,0,0,7,2,0,0,6,4,0,0,0,10,11,12,misc,ESP,DF,19.0,2001.0,5,4,4,1,0,3,6,3,5,3,2,6,11,24,0,defense,ESP,DF,19.0,2001.0,4.0,126,157,80.3,2565,915,36,39,92.3,75,86,87.2,14,29,0,0.2,0.2,-0.2,2,5,0,0,7,passing,ESP,DF,19.0,2001.0,0,1,1,0.25,0.25,0,0,0,0.1,0.1,-0.1,-0.1,shooting,carlos dominguez,carlos dominguez,carlos dominguez,1500000.0
ESP-La Liga,2020,Huesca,Borja García,ESP,"MF,FW",29.0,1990.0,21,13,1117,12.4,1,0,1,1,0,0,0,0,1.2,1.2,1.1,2.3,23,61,53,0.08,0.0,0.08,0.08,0.08,0.1,0.09,0.19,0.1,0.19,standard,ESP,"MF,FW",29.0,1990.0,12.4,667,6,85,374,215,23,667,26,21,5,413,1930,889,23,18,0,28,30,521,53,possession,ESP,"MF,FW",29.0,1990.0,0,0,0,3,33,1,12,10,7,0,0,0,60,9,13,misc,ESP,"MF,FW",29.0,1990.0,13,7,4,6,3,6,12,6,12,0,12,10,23,4,1,defense,ESP,"MF,FW",29.0,1990.0,12.4,480,561,85.6,7359,1424,262,285,91.9,146,170,85.9,39,51,0,1.1,1.0,-1.1,20,41,12,1,61,passing,ESP,"MF,FW",29.0,1990.0,1,14,2,1.13,0.16,0,0,0,1.2,1.2,-0.2,-0.2,shooting,borja garcia,borja garcia,borja garcia,1500000.0
ESP-La Liga,2020,Betis,Borja Iglesias,ESP,FW,27.0,1993.0,28,15,1411,15.7,11,0,11,6,5,5,2,0,8.4,4.4,0.7,5.1,7,12,72,0.7,0.0,0.7,0.38,0.38,0.53,0.04,0.58,0.28,0.33,standard,ESP,FW,27.0,1993.0,15.7,422,13,29,196,201,72,417,21,10,11,222,869,221,7,8,7,50,18,311,72,possession,ESP,FW,27.0,1993.0,2,0,0,20,21,6,4,3,1,4,0,0,26,30,38,misc,ESP,FW,27.0,1993.0,1,1,0,0,1,1,8,7,7,2,5,3,4,9,0,defense,ESP,FW,27.0,1993.0,15.7,193,276,69.9,2628,382,112,146,76.7,42,59,71.2,17,21,0,0.7,0.8,-0.7,6,9,5,2,12,passing,ESP,FW,27.0,1993.0,11,33,10,2.1,0.64,0,5,5,8.4,4.4,2.6,1.6,shooting,borja iglesias,borja iglesias,borja iglesias,10000000.0
ESP-La Liga,2020,Real Madrid,Borja Mayoral,ESP,FW,23.0,1997.0,2,0,23,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ESP,FW,23.0,1997.0,0.3,10,1,1,3,6,3,10,0,0,0,6,24,0,0,0,0,3,0,7,5,possession,ESP,FW,23.0,1997.0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,misc,ESP,FW,23.0,1997.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,defense,ESP,FW,23.0,1997.0,0.3,3,5,60.0,48,0,0,0,88.0,3,4,75.0,0,1,0,0.0,0.0,0.0,0,0,0,0,0,passing,ESP,FW,23.0,1997.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,shooting,borja mayoral,borja mayoral,borja mayoral,14000000.0
ESP-La Liga,2020,Alavés,Borja Sainz,ESP,"MF,FW",19.0,2001.0,21,2,453,5.0,1,0,1,1,0,0,1,0,1.3,1.3,0.8,2.2,14,4,36,0.2,0.0,0.2,0.2,0.2,0.26,0.17,0.43,0.26,0.43,standard,ESP,"MF,FW",19.0,2001.0,5.0,187,0,31,77,87,14,187,26,10,17,125,1002,343,14,10,5,23,10,126,36,possession,ESP,"MF,FW",19.0,2001.0,1,0,0,13,7,3,11,6,3,0,0,0,33,2,8,misc,ESP,"MF,FW",19.0,2001.0,7,3,3,2,2,4,16,12,4,0,4,6,13,1,0,defense,ESP,"MF,FW",19.0,2001.0,5.0,81,105,77.1,1256,259,47,54,87.0,25,32,78.1,8,11,0,0.8,0.2,-0.8,3,6,3,2,4,passing,ESP,"MF,FW",19.0,2001.0,1,7,4,1.39,0.79,0,0,0,1.3,1.3,-0.3,-0.3,shooting,borja sainz,borja sainz,borja sainz,2000000.0
ESP-La Liga,2020,Celta Vigo,Brais Méndez,ESP,"MF,FW",23.0,1997.0,34,30,2671,29.7,9,0,9,8,1,1,8,0,8.2,7.4,2.3,9.8,37,118,144,0.3,0.0,0.3,0.27,0.27,0.28,0.08,0.36,0.25,0.33,standard,ESP,"MF,FW",23.0,1997.0,29.7,1561,35,259,795,520,70,1560,41,12,29,961,3707,1569,37,34,11,77,44,1125,144,possession,ESP,"MF,FW",23.0,1997.0,8,0,0,77,62,5,33,32,31,2,0,0,162,32,63,misc,ESP,"MF,FW",23.0,1997.0,59,31,23,27,9,16,65,49,27,2,25,32,91,34,0,defense,ESP,"MF,FW",23.0,1997.0,29.7,919,1193,77.0,13048,3749,551,652,84.5,250,323,77.4,59,94,0,2.3,3.0,-2.3,18,80,28,3,118,passing,ESP,"MF,FW",23.0,1997.0,9,49,21,1.65,0.71,1,1,1,8.2,7.4,0.8,0.6,shooting,brais mendez,brais mendez,brais mendez,14000000.0
ESP-La Liga,2020,Valladolid,Bruno González,ESP,DF,30.0,1990.0,27,25,2263,25.1,1,0,1,1,0,0,8,0,0.3,0.3,0.0,0.4,5,31,2,0.04,0.0,0.04,0.04,0.04,0.01,0.0,0.01,0.01,0.01,standard,ESP,DF,30.0,1990.0,25.1,1026,139,586,426,17,8,1026,4,3,1,471,2303,1058,5,3,1,7,1,493,2,possession,ESP,DF,30.0,1990.0,8,0,0,31,16,0,1,37,17,0,0,0,97,54,31,misc,ESP,DF,30.0,1990.0,26,17,18,8,0,17,31,14,22,14,8,37,63,112,1,defense,ESP,DF,30.0,1990.0,25.1,602,798,75.4,12471,4174,184,223,82.5,322,380,84.7,84,171,0,0.0,0.1,0.0,1,25,0,0,31,passing,ESP,DF,30.0,1990.0,1,5,2,0.2,0.08,0,0,0,0.3,0.3,0.7,0.7,shooting,bruno gonzalez,bruno gonzalez,bruno gonzalez,1000000.0
ESP-La Liga,2020,Eibar,Bryan Gil,ESP,"MF,FW",19.0,2001.0,28,26,2265,25.2,4,3,7,4,0,0,6,0,3.6,3.4,5.0,8.4,123,79,217,0.16,0.12,0.28,0.16,0.28,0.14,0.2,0.34,0.13,0.33,standard,ESP,"MF,FW",19.0,2001.0,25.2,1318,9,115,406,826,84,1318,121,67,54,876,6218,2953,123,69,38,86,36,932,217,possession,ESP,"MF,FW",19.0,2001.0,6,0,0,24,47,12,192,17,18,0,0,0,139,12,35,misc,ESP,"MF,FW",19.0,2001.0,28,18,12,11,5,6,23,17,20,0,20,17,45,6,0,defense,ESP,"MF,FW",19.0,2001.0,25.2,682,1007,67.7,9883,3099,415,484,85.7,191,280,68.2,45,142,3,5.0,4.6,-2.0,49,32,48,18,79,passing,ESP,"MF,FW",19.0,2001.0,4,40,16,1.59,0.64,1,0,0,3.6,3.4,0.4,0.6,shooting,bryan gil,bryan gil,bryan gil,30000000.0
ESP-La Liga,2020,Eibar,Bryan Gil,ESP,"MF,FW",19.0,2001.0,28,26,2265,25.2,4,3,7,4,0,0,6,0,3.6,3.4,5.0,8.4,123,79,217,0.16,0.12,0.28,0.16,0.28,0.14,0.2,0.34,0.13,0.33,standard,ESP,"MF,FW",19.0,2001.0,25.2,1318,9,115,406,826,84,1318,121,67,54,876,6218,2953,123,69,38,86,36,932,217,possession,ESP,"MF,FW",19.0,2001.0,6,0,0,24,47,12,192,17,18,0,0,0,139,12,35,misc,ESP,"MF,FW",19.0,2001.0,28,18,12,11,5,6,23,17,20,0,20,17,45,6,0,defense,ESP,"MF,FW",19.0,2001.0,25.2,682,1007,67.7,9883,3099,415,484,85.7,191,280,68.2,45,142,3,5.0,4.6,-2.0,49,32,48,18,79,passing,ESP,"MF,FW",19.0,2001.0,4,40,16,1.59,0.64,1,0,0,3.6,3.4,0.4,0.6,shooting,bryan gil,bryan gil,bryan gil,30000000.0
ESP-La Liga,2020,Sevilla,Bryan Gil,ESP,FW,19.0,2001.0,1,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ESP,FW,19.0,2001.0,0.1,9,0,1,5,3,1,9,0,0,0,5,22,20,1,0,1,1,0,7,3,possession,ESP,FW,19.0,2001.0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,misc,ESP,FW,19.0,2001.0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,defense,ESP,FW,19.0,2001.0,0.1,5,7,71.4,59,1,3,4,75.0,2,2,100.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,passing,ESP,FW,19.0,2001.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,shooting,bryan gil,bryan gil,bryan gil,30000000.0
ESP-La Liga,2020,Sevilla,Bryan Gil,ESP,FW,19.0,2001.0,1,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ESP,FW,19.0,2001.0,0.1,9,0,1,5,3,1,9,0,0,0,5,22,20,1,0,1,1,0,7,3,possession,ESP,FW,19.0,2001.0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,misc,ESP,FW,19.0,2001.0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,defense,ESP,FW,19.0,2001.0,0.1,5,7,71.4,59,1,3,4,75.0,2,2,100.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,passing,ESP,FW,19.0,2001.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,shooting,bryan gil,bryan gil,bryan gil,30000000.0
ESP-La Liga,2020,Real Sociedad,Aritz Elustondo,ESP,DF,26.0,1994.0,23,22,1884,20.9,1,0,1,1,0,0,5,0,0.5,0.5,0.2,0.8,27,112,12,0.05,0.0,0.05,0.05,0.05,0.03,0.01,0.04,0.03,0.04,standard,ESP,DF,26.0,1994.0,20.9,1401,114,578,769,64,13,1401,8,4,4,896,5468,3621,27,14,1,10,2,918,12,possession,ESP,DF,26.0,1994.0,5,0,0,22,27,1,5,15,16,0,1,1,107,62,34,misc,ESP,DF,26.0,1994.0,30,16,21,7,2,18,22,4,12,5,7,15,45,63,0,defense,ESP,DF,26.0,1994.0,20.9,1058,1245,85.0,20354,7250,369,410,90.0,568,625,90.9,108,183,0,0.2,0.7,-0.2,3,83,5,1,112,passing,ESP,DF,26.0,1994.0,1,5,1,0.24,0.05,0,0,0,0.5,0.5,0.5,0.5,shooting,aritz elustondo,aritz elustondo,aritz elustondo,15000000.0
ESP-La Liga,2020,Real Sociedad,Asier Illarramendi,ESP,MF,30.0,1990.0,6,6,337,3.7,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,5,29,3,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,standard,ESP,MF,30.0,1990.0,3.7,301,6,61,208,33,1,301,0,0,0,173,962,590,5,2,0,0,0,218,3,possession,ESP,MF,30.0,1990.0,2,0,0,6,10,0,6,5,2,0,0,0,11,11,9,misc,ESP,MF,30.0,1990.0,5,2,1,4,0,1,5,4,2,0,2,5,10,7,0,defense,ESP,MF,30.0,1990.0,3.7,253,279,90.7,4328,1430,119,123,96.7,105,113,92.9,23,34,0,0.0,0.1,0.0,1,29,3,0,29,passing,ESP,MF,30.0,1990.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,shooting,asier illarramendi,asier illarramendi,asier illarramendi,6000000.0
ESP-La Liga,2020,Athletic Club,Asier Villalibre,ESP,FW,22.0,1997.0,35,16,1589,17.7,4,2,6,4,0,0,1,0,4.3,4.3,2.3,6.6,25,24,107,0.23,0.11,0.34,0.23,0.34,0.24,0.13,0.37,0.24,0.37,standard,ESP,FW,22.0,1997.0,17.7,431,15,24,191,217,71,431,9,3,6,236,1215,560,25,9,12,41,28,362,107,possession,ESP,FW,22.0,1997.0,1,0,0,19,32,7,15,2,2,0,0,0,27,56,50,misc,ESP,FW,22.0,1997.0,3,2,0,2,1,2,8,6,4,0,4,2,5,16,0,defense,ESP,FW,22.0,1997.0,17.7,181,298,60.7,2357,381,115,172,66.9,46,74,62.2,8,14,2,2.3,1.5,-0.3,13,11,9,1,24,passing,ESP,FW,22.0,1997.0,4,38,14,2.15,0.79,0,0,0,4.3,4.3,-0.3,-0.3,shooting,asier villalibre,asier villalibre,asier villalibre,4500000.0
ESP-La Liga,2020,Cádiz,Augusto Fernández,ARG,MF,34.0,1986.0,12,4,369,4.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2,17,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ARG,MF,34.0,1986.0,4.1,160,8,48,104,12,1,160,3,2,1,73,390,167,2,2,1,6,5,68,3,possession,ARG,MF,34.0,1986.0,1,0,0,5,2,0,1,9,3,0,0,0,20,4,3,misc,ARG,MF,34.0,1986.0,11,3,5,6,0,2,13,11,5,1,4,9,20,5,0,defense,ARG,MF,34.0,1986.0,4.1,91,119,76.5,1572,415,38,50,76.0,42,48,87.5,7,13,0,0.0,0.0,0.0,0,10,1,0,17,passing,ARG,MF,34.0,1986.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,shooting,augusto fernandez,augusto fernandez,augusto fernandez,300000.0
ESP-La Liga,2020,Celta Vigo,Augusto Solari,ARG,MF,28.0,1992.0,16,3,486,5.4,2,2,4,2,0,0,2,0,1.1,1.1,1.8,2.9,6,15,29,0.37,0.37,0.74,0.37,0.74,0.2,0.34,0.54,0.2,0.54,standard,ARG,MF,28.0,1992.0,5.4,286,8,56,125,109,17,286,12,7,5,143,648,310,6,6,1,11,8,168,29,possession,ARG,MF,28.0,1992.0,2,0,0,16,4,0,17,6,13,0,0,0,39,9,9,misc,ARG,MF,28.0,1992.0,18,13,9,8,1,6,26,20,13,1,12,6,24,5,0,defense,ARG,MF,28.0,1992.0,5.4,148,201,73.6,2269,732,83,105,79.0,42,57,73.7,14,23,2,1.8,1.0,0.2,10,9,7,6,15,passing,ARG,MF,28.0,1992.0,2,5,3,0.93,0.56,0,0,0,1.1,1.1,0.9,0.9,shooting,augusto solari,augusto solari,augusto solari,4000000.0
