league,season,team,player,nation,pos,age,born,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G+A,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Expected xG,Expected npxG,Expected xAG,Expected npxG+xAG,Progression PrgC,Progression PrgP,Progression PrgR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Per 90 Minutes xG,Per 90 Minutes xAG,Per 90 Minutes xG+xAG,Per 90 Minutes npxG,Per 90 Minutes npxG+xAG,stat_type,nation_shooting,pos_shooting,age_shooting,born_shooting,90s,Standard Gls,Standard Sh,Standard SoT,Standard Sh/90,Standard SoT/90,Standard FK,Standard PK,Standard PKatt,Expected xG_shooting,Expected npxG_shooting,Expected G-xG,Expected np:G-xG,stat_type_shooting,nation_misc,pos_misc,age_misc,born_misc,Performance CrdY_misc,Performance CrdR_misc,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,stat_type_misc,nation_possession,pos_possession,age_possession,born_possession,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Tkld,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,stat_type_possession,nation_passing,pos_passing,age_passing,born_passing,90s_passing,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Ast,xAG,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,stat_type_passing,nation_defense,pos_defense,age_defense,born_defense,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,stat_type_defense,player_norm_x,player_matched,player_norm_y,Valeur marchande (euros)
ITA-Serie A,2020,Bologna,Lorenzo De Silvestri,ITA,DF,32,1988,29,25,2143,23.8,2,0,2,2,0,0,4,0,2.1,2.1,0.7,2.8,28,104,52,0.08,0.0,0.08,0.08,0.08,0.09,0.03,0.12,0.09,0.12,standard,ITA,DF,32,1988,23.8,2,11,6,0.46,0.25,0,0,0,2.1,2.1,-0.1,-0.1,shooting,ITA,DF,32,1988,4,0,0,42,18,1,43,30,24,0,0,0,97,49,35,misc,ITA,DF,32,1988,1506,90,507,725,285,25,1506,4,3,1,741,3529,1694,28,21,2,13,13,876,52,possession,ITA,DF,32,1988,23.8,954,1283,74.4,16287,7523,441,507,87.0,406,534,76.0,87,180,0,0.7,1.0,-0.7,13,94,18,9,104,passing,ITA,DF,32,1988,34,24,18,13,3,16,37,21,37,10,27,30,64,62,3,defense,lorenzo de silvestri,lorenzo de silvestri,lorenzo de silvestri,1500000.0
ITA-Serie A,2020,Crotone,Koffi Djidji,CIV,DF,27,1992,20,16,1524,16.9,1,0,1,1,0,0,4,0,0.3,0.3,0.2,0.4,17,56,15,0.06,0.0,0.06,0.06,0.06,0.02,0.01,0.03,0.02,0.03,standard,CIV,DF,27,1992,16.9,1,4,2,0.24,0.12,0,0,0,0.3,0.3,0.7,0.7,shooting,CIV,DF,27,1992,4,0,0,22,2,1,5,28,28,0,0,0,85,27,22,misc,CIV,DF,27,1992,963,116,478,441,49,5,963,11,7,4,485,2393,1383,17,13,0,13,10,538,15,possession,CIV,DF,27,1992,16.9,606,757,80.1,10623,4354,259,289,89.6,286,330,86.7,49,105,0,0.2,0.1,-0.2,4,42,2,0,56,passing,CIV,DF,27,1992,39,28,30,8,1,10,20,10,35,20,15,28,67,73,0,defense,koffi djidji,koffi djidji,koffi djidji,1800000.0
ITA-Serie A,2020,Hellas Verona,Koray Günter,GER,DF,25,1994,27,21,1768,19.6,0,2,2,0,0,0,4,0,0.3,0.3,0.5,0.8,5,77,1,0.0,0.1,0.1,0.0,0.1,0.02,0.03,0.04,0.02,0.04,standard,GER,DF,25,1994,19.6,0,6,2,0.31,0.1,0,0,0,0.3,0.3,-0.3,-0.3,shooting,GER,DF,25,1994,4,0,0,31,11,0,3,70,10,0,1,0,124,73,53,misc,GER,DF,25,1994,1329,125,629,690,26,8,1329,7,7,0,665,2926,1459,5,6,1,5,1,716,1,possession,GER,DF,25,1994,19.6,973,1107,87.9,19841,7074,262,303,86.5,587,627,93.6,114,155,2,0.5,0.2,1.5,6,42,1,0,77,passing,GER,DF,25,1994,20,10,10,9,1,4,9,5,27,21,6,70,90,87,0,defense,koray gunter,koray gunter,koray gunter,5000000.0
ITA-Serie A,2020,Napoli,Kostas Manolas,GRE,DF,29,1991,30,27,2298,25.5,0,0,0,0,0,0,5,0,0.9,0.9,0.3,1.1,4,73,1,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04,standard,GRE,DF,29,1991,25.5,0,8,3,0.31,0.12,0,0,0,0.9,0.9,-0.9,-0.9,shooting,GRE,DF,29,1991,5,0,0,21,12,0,0,23,18,1,1,0,93,41,37,misc,GRE,DF,29,1991,1735,201,835,878,26,11,1735,3,2,1,1107,4649,2239,4,4,1,1,1,1273,1,possession,GRE,DF,29,1991,25.5,1442,1555,92.7,28283,9379,470,505,93.1,792,813,97.4,167,211,0,0.3,0.3,-0.3,5,47,5,0,73,passing,GRE,DF,29,1991,31,18,24,7,0,17,24,7,22,13,9,23,54,82,2,defense,kostas manolas,konstantinos manolas,konstantinos manolas,23000000.0
ITA-Serie A,2020,Sampdoria,Kristoffer Askildsen,NOR,MF,19,2001,6,0,95,1.1,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,1,1,2,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,standard,NOR,MF,19,2001,1.1,0,1,0,0.95,0.0,0,0,0,0.0,0.0,0.0,0.0,shooting,NOR,MF,19,2001,2,0,0,3,1,0,1,3,0,0,0,0,5,1,1,misc,NOR,MF,19,2001,31,2,13,13,5,1,31,1,1,0,15,37,7,1,1,0,3,3,16,2,possession,NOR,MF,19,2001,1.1,10,19,52.6,146,67,8,12,66.7,1,2,50.0,1,3,0,0.0,0.0,0.0,0,1,0,0,1,passing,NOR,MF,19,2001,0,0,0,0,0,0,0,0,2,0,2,3,3,3,0,defense,kristoffer askildsen,kristoffer askildsen,kristoffer askildsen,1000000.0
ITA-Serie A,2020,Cagliari,Kwadwo Asamoah,GHA,"DF,MF",31,1988,9,1,224,2.5,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,4,6,11,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,standard,GHA,"DF,MF",31,1988,2.5,0,2,1,0.8,0.4,0,0,0,0.1,0.1,-0.1,-0.1,shooting,GHA,"DF,MF",31,1988,0,0,0,0,4,0,7,4,3,0,0,0,20,2,1,misc,GHA,"DF,MF",31,1988,136,8,34,70,35,1,136,3,2,1,72,325,211,4,5,0,1,1,77,11,possession,GHA,"DF,MF",31,1988,2.5,95,114,83.3,1746,456,43,48,89.6,38,43,88.4,12,17,0,0.0,0.1,0.0,0,10,2,0,6,passing,GHA,"DF,MF",31,1988,4,3,2,2,0,2,3,1,5,1,4,4,8,2,1,defense,kwadwo asamoah,kwadwo asamoah,kwadwo asamoah,1000000.0
ITA-Serie A,2020,Fiorentina,Kévin Malcuit,MAR,DF,29,1991,5,2,207,2.3,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,12,8,9,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.06,0.03,0.06,standard,MAR,DF,29,1991,2.3,0,2,0,0.87,0.0,0,0,0,0.1,0.1,-0.1,-0.1,shooting,MAR,DF,29,1991,0,0,0,4,1,0,10,3,3,0,0,0,7,2,1,misc,MAR,DF,29,1991,131,5,28,54,51,5,131,8,4,4,65,687,374,12,6,3,3,3,75,9,possession,MAR,DF,29,1991,2.3,69,97,71.1,1003,249,44,48,91.7,17,29,58.6,4,9,0,0.1,0.1,-0.1,1,3,1,1,8,passing,MAR,DF,29,1991,5,3,2,2,1,0,1,1,5,0,5,3,8,6,0,defense,kevin malcuit,kevin malcuit,kevin malcuit,3500000.0
ITA-Serie A,2020,Fiorentina,Kévin Malcuit,MAR,DF,29,1991,5,2,207,2.3,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,12,8,9,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.06,0.03,0.06,standard,MAR,DF,29,1991,2.3,0,2,0,0.87,0.0,0,0,0,0.1,0.1,-0.1,-0.1,shooting,MAR,DF,29,1991,0,0,0,4,1,0,10,3,3,0,0,0,7,2,1,misc,MAR,DF,29,1991,131,5,28,54,51,5,131,8,4,4,65,687,374,12,6,3,3,3,75,9,possession,MAR,DF,29,1991,2.3,69,97,71.1,1003,249,44,48,91.7,17,29,58.6,4,9,0,0.1,0.1,-0.1,1,3,1,1,8,passing,MAR,DF,29,1991,5,3,2,2,1,0,1,1,5,0,5,3,8,6,0,defense,kevin malcuit,kevin malcuit,kevin malcuit,3500000.0
ITA-Serie A,2020,Napoli,Kévin Malcuit,MAR,"FW,MF",29,1991,2,0,33,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,MAR,"FW,MF",29,1991,0.4,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,shooting,MAR,"FW,MF",29,1991,0,0,0,0,0,0,0,2,1,0,0,0,2,1,1,misc,MAR,"FW,MF",29,1991,32,0,5,22,5,0,32,2,1,1,18,129,93,2,0,0,2,0,22,3,possession,MAR,"FW,MF",29,1991,0.4,20,24,83.3,280,21,11,12,91.7,8,9,88.9,1,3,0,0.0,0.0,0.0,0,1,0,0,0,passing,MAR,"FW,MF",29,1991,2,1,2,0,0,0,1,1,0,0,0,2,4,2,0,defense,kevin malcuit,kevin malcuit,kevin malcuit,3500000.0
ITA-Serie A,2020,Napoli,Kévin Malcuit,MAR,"FW,MF",29,1991,2,0,33,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,MAR,"FW,MF",29,1991,0.4,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,shooting,MAR,"FW,MF",29,1991,0,0,0,0,0,0,0,2,1,0,0,0,2,1,1,misc,MAR,"FW,MF",29,1991,32,0,5,22,5,0,32,2,1,1,18,129,93,2,0,0,2,0,22,3,possession,MAR,"FW,MF",29,1991,0.4,20,24,83.3,280,21,11,12,91.7,8,9,88.9,1,3,0,0.0,0.0,0.0,0,1,0,0,0,passing,MAR,"FW,MF",29,1991,2,1,2,0,0,0,1,1,0,0,0,2,4,2,0,defense,kevin malcuit,kevin malcuit,kevin malcuit,3500000.0
ITA-Serie A,2020,Inter,Lautaro Martínez,ARG,FW,22,1997,38,30,2561,28.5,17,6,23,15,2,2,5,0,15.2,13.6,5.7,19.3,48,61,187,0.6,0.21,0.81,0.53,0.74,0.53,0.2,0.73,0.48,0.68,standard,ARG,FW,22,1997,28.5,17,107,37,3.76,1.3,0,2,2,15.2,13.6,1.8,1.4,shooting,ARG,FW,22,1997,5,0,0,64,61,11,12,27,12,3,0,0,97,25,48,misc,ARG,FW,22,1997,966,15,83,365,535,184,964,71,36,35,536,2712,1373,48,24,26,90,33,706,187,possession,ARG,FW,22,1997,28.5,380,566,67.1,5498,1325,230,310,74.2,87,121,71.9,32,46,6,5.7,3.0,0.3,38,27,19,2,61,passing,ARG,FW,22,1997,25,12,5,11,9,7,24,17,31,1,30,27,52,16,0,defense,lautaro martinez,lautaro martinez,lautaro martinez,80000000.0
ITA-Serie A,2020,Sampdoria,Keita Baldé,SEN,FW,25,1995,25,12,1197,13.3,7,1,8,7,0,0,4,1,5.7,5.7,2.4,8.1,40,26,110,0.53,0.08,0.6,0.53,0.6,0.42,0.18,0.61,0.42,0.61,standard,SEN,FW,25,1995,13.3,7,44,19,3.31,1.43,0,0,0,5.7,5.7,1.3,1.3,shooting,SEN,FW,25,1995,4,1,0,32,35,4,8,0,6,1,1,0,25,20,41,misc,SEN,FW,25,1995,473,4,21,189,270,83,473,26,16,10,302,1847,961,40,26,23,45,15,400,110,possession,SEN,FW,25,1995,13.3,230,315,73.0,3100,526,135,169,79.9,74,96,77.1,7,18,1,2.4,1.3,-1.4,21,14,6,0,26,passing,SEN,FW,25,1995,9,6,2,6,1,4,10,6,10,1,9,0,9,3,0,defense,keita balde,keita balde,keita balde,8000000.0
ITA-Serie A,2020,Spezia,Kevin Agudelo,COL,FW,21,1998,29,14,1356,15.1,1,2,3,1,0,0,4,0,1.5,1.5,1.3,2.8,50,43,82,0.07,0.13,0.2,0.07,0.2,0.1,0.09,0.19,0.1,0.19,standard,COL,FW,21,1998,15.1,1,19,4,1.26,0.27,0,0,0,1.5,1.5,-0.5,-0.5,shooting,COL,FW,21,1998,4,0,0,20,32,2,11,10,28,0,0,0,60,16,34,misc,COL,FW,21,1998,544,2,58,233,271,56,544,76,44,32,325,2764,1424,50,35,24,35,25,357,82,possession,COL,FW,21,1998,15.1,228,328,69.5,3824,848,114,141,80.9,86,110,78.2,22,36,2,1.3,0.8,0.7,12,27,10,0,43,passing,COL,FW,21,1998,39,28,9,15,15,12,34,22,30,0,30,10,49,2,0,defense,kevin agudelo,kevin agudelo,kevin agudelo,3500000.0
ITA-Serie A,2020,Udinese,Kevin Bonifazi,ITA,DF,24,1996,30,28,2469,27.4,0,0,0,0,0,0,4,0,1.4,1.4,0.2,1.6,15,58,5,0.0,0.0,0.0,0.0,0.0,0.05,0.01,0.06,0.05,0.06,standard,ITA,DF,24,1996,27.4,0,17,0,0.62,0.0,0,0,0,1.4,1.4,-1.4,-1.4,shooting,ITA,DF,24,1996,4,0,0,26,14,0,4,50,21,0,2,0,164,41,24,misc,ITA,DF,24,1996,1613,262,872,678,74,22,1613,16,13,3,1020,5282,2586,15,14,2,19,3,1047,5,possession,ITA,DF,24,1996,27.4,1204,1360,88.5,22919,9010,412,450,91.6,652,681,95.7,117,184,0,0.2,0.4,-0.2,2,59,3,0,58,passing,ITA,DF,24,1996,32,21,24,6,2,8,23,15,33,20,13,50,82,85,1,defense,kevin bonifazi,kevin bonifazi,kevin bonifazi,7000000.0
ITA-Serie A,2020,Hellas Verona,Kevin Lasagna,ITA,FW,27,1992,19,14,1267,14.1,2,0,2,2,0,0,0,0,3.2,3.2,1.9,5.1,28,19,100,0.14,0.0,0.14,0.14,0.14,0.23,0.14,0.36,0.23,0.36,standard,ITA,FW,27,1992,14.1,2,30,6,2.13,0.43,0,0,0,3.2,3.2,-1.2,-1.2,shooting,ITA,FW,27,1992,0,0,0,32,21,23,4,1,3,0,0,0,30,26,48,misc,ITA,FW,27,1992,422,12,26,179,223,61,422,18,8,10,233,1383,602,28,18,17,51,18,311,100,possession,ITA,FW,27,1992,14.1,180,260,69.2,2275,326,122,152,80.3,35,58,60.3,7,13,0,1.9,0.6,-1.9,12,12,5,0,19,passing,ITA,FW,27,1992,7,3,0,5,2,1,5,4,12,1,11,1,8,11,0,defense,kevin lasagna,kevin lasagna,kevin lasagna,6000000.0
ITA-Serie A,2020,Hellas Verona,Kevin Lasagna,ITA,FW,27,1992,19,14,1267,14.1,2,0,2,2,0,0,0,0,3.2,3.2,1.9,5.1,28,19,100,0.14,0.0,0.14,0.14,0.14,0.23,0.14,0.36,0.23,0.36,standard,ITA,FW,27,1992,14.1,2,30,6,2.13,0.43,0,0,0,3.2,3.2,-1.2,-1.2,shooting,ITA,FW,27,1992,0,0,0,32,21,23,4,1,3,0,0,0,30,26,48,misc,ITA,FW,27,1992,422,12,26,179,223,61,422,18,8,10,233,1383,602,28,18,17,51,18,311,100,possession,ITA,FW,27,1992,14.1,180,260,69.2,2275,326,122,152,80.3,35,58,60.3,7,13,0,1.9,0.6,-1.9,12,12,5,0,19,passing,ITA,FW,27,1992,7,3,0,5,2,1,5,4,12,1,11,1,8,11,0,defense,kevin lasagna,kevin lasagna,kevin lasagna,6000000.0
ITA-Serie A,2020,Udinese,Kevin Lasagna,ITA,FW,27,1992,17,12,1103,12.3,2,1,3,2,0,0,1,0,7.4,7.4,1.0,8.4,20,23,79,0.16,0.08,0.24,0.16,0.24,0.6,0.08,0.68,0.6,0.68,standard,ITA,FW,27,1992,12.3,2,41,12,3.35,0.98,1,0,0,7.4,7.4,-5.4,-5.4,shooting,ITA,FW,27,1992,1,0,0,20,11,9,17,6,1,0,0,0,32,18,37,misc,ITA,FW,27,1992,347,8,28,126,198,71,347,15,5,9,184,1114,411,20,9,16,30,12,221,79,possession,ITA,FW,27,1992,12.3,144,212,67.9,1993,441,91,115,79.1,33,48,68.8,8,12,1,1.0,0.8,0.0,10,11,9,2,23,passing,ITA,FW,27,1992,6,1,2,3,1,3,14,11,11,0,11,6,12,7,0,defense,kevin lasagna,kevin lasagna,kevin lasagna,6000000.0
ITA-Serie A,2020,Udinese,Kevin Lasagna,ITA,FW,27,1992,17,12,1103,12.3,2,1,3,2,0,0,1,0,7.4,7.4,1.0,8.4,20,23,79,0.16,0.08,0.24,0.16,0.24,0.6,0.08,0.68,0.6,0.68,standard,ITA,FW,27,1992,12.3,2,41,12,3.35,0.98,1,0,0,7.4,7.4,-5.4,-5.4,shooting,ITA,FW,27,1992,1,0,0,20,11,9,17,6,1,0,0,0,32,18,37,misc,ITA,FW,27,1992,347,8,28,126,198,71,347,15,5,9,184,1114,411,20,9,16,30,12,221,79,possession,ITA,FW,27,1992,12.3,144,212,67.9,1993,441,91,115,79.1,33,48,68.8,8,12,1,1.0,0.8,0.0,10,11,9,2,23,passing,ITA,FW,27,1992,6,1,2,3,1,3,14,11,11,0,11,6,12,7,0,defense,kevin lasagna,kevin lasagna,kevin lasagna,6000000.0
ITA-Serie A,2020,Hellas Verona,Kevin Rüegg,SUI,"DF,MF",21,1998,7,1,205,2.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,3,7,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,standard,SUI,"DF,MF",21,1998,2.3,0,1,1,0.44,0.44,0,0,0,0.0,0.0,0.0,0.0,shooting,SUI,"DF,MF",21,1998,0,0,0,2,1,1,3,2,0,1,0,0,9,1,4,misc,SUI,"DF,MF",21,1998,88,3,27,23,38,1,88,2,2,0,39,185,73,3,3,0,5,2,54,7,possession,SUI,"DF,MF",21,1998,2.3,49,72,68.1,774,172,26,28,92.9,18,24,75.0,5,14,0,0.0,0.0,0.0,0,2,1,1,3,passing,SUI,"DF,MF",21,1998,0,0,0,0,0,0,0,0,3,0,3,2,2,3,0,defense,kevin ruegg,kevin ruegg,kevin ruegg,3600000.0
ITA-Serie A,2020,Genoa,Kevin Strootman,NED,MF,30,1990,18,18,1314,14.6,0,4,4,0,0,0,7,0,0.5,0.5,2.7,3.2,15,78,28,0.0,0.27,0.27,0.0,0.27,0.04,0.18,0.22,0.04,0.22,standard,NED,MF,30,1990,14.6,0,6,2,0.41,0.14,0,0,0,0.5,0.5,-0.5,-0.5,shooting,NED,MF,30,1990,7,0,0,25,13,1,39,25,18,0,0,0,89,15,15,misc,NED,MF,30,1990,1003,24,199,618,196,13,1003,14,9,5,590,2118,1036,15,15,3,16,10,675,28,possession,NED,MF,30,1990,14.6,683,849,80.4,10853,3015,354,402,88.1,256,298,85.9,53,98,4,2.7,1.4,1.3,23,61,17,4,78,passing,NED,MF,30,1990,30,18,13,15,2,14,32,18,35,3,32,25,55,18,0,defense,kevin strootman,kevin strootman,kevin strootman,5000000.0
ITA-Serie A,2020,Cagliari,Kiril Despodov,BUL,FW,23,1996,1,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,BUL,FW,23,1996,0.1,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,shooting,BUL,FW,23,1996,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,misc,BUL,FW,23,1996,4,0,0,1,3,0,4,0,0,0,1,1,0,0,0,0,1,0,1,0,possession,BUL,FW,23,1996,0.1,0,0,78.9,0,0,0,0,88.6,0,0,84.9,0,0,0,0.0,0.0,0.0,0,0,0,0,0,passing,BUL,FW,23,1996,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,defense,kiril despodov,kiril despodov,kiril despodov,3000000.0
ITA-Serie A,2020,Genoa,Jérôme Onguéné,CMR,DF,22,1997,4,1,181,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,CMR,DF,22,1997,2.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,shooting,CMR,DF,22,1997,0,0,0,3,1,0,1,2,1,0,0,0,14,2,6,misc,CMR,DF,22,1997,121,14,70,48,4,0,121,0,0,0,68,228,77,0,1,0,2,0,71,0,possession,CMR,DF,22,1997,2.0,83,101,82.2,1386,552,44,50,88.0,35,43,81.4,4,7,0,0.0,0.0,0.0,0,1,0,0,6,passing,CMR,DF,22,1997,2,1,2,0,0,2,7,5,2,0,2,2,4,8,0,defense,jerome onguene,jerome onguene,jerome onguene,3500000.0
ITA-Serie A,2020,Sassuolo,Kaan Ayhan,TUR,DF,25,1994,19,7,796,8.8,0,0,0,0,0,0,3,0,0.5,0.5,0.0,0.5,19,41,13,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05,standard,TUR,DF,25,1994,8.8,0,5,0,0.57,0.0,2,0,0,0.5,0.5,-0.5,-0.5,shooting,TUR,DF,25,1994,3,0,0,8,2,0,3,16,9,0,0,0,37,12,22,misc,TUR,DF,25,1994,651,68,219,358,77,4,651,4,3,1,394,1642,1030,19,9,1,1,3,466,13,possession,TUR,DF,25,1994,8.8,515,567,90.8,8573,2411,234,246,95.1,251,268,93.7,26,41,0,0.0,0.2,0.0,0,51,2,0,41,passing,TUR,DF,25,1994,15,9,8,5,2,8,13,5,9,5,4,16,31,33,0,defense,kaan ayhan,kaan ayhan,kaan ayhan,6000000.0
ITA-Serie A,2020,Bologna,Kacper Urbanski,POL,FW,15,2004,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,POL,FW,15,2004,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,shooting,POL,FW,15,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,misc,POL,FW,15,2004,7,0,0,5,2,0,7,0,0,0,5,39,24,0,0,0,0,0,6,0,possession,POL,FW,15,2004,0.0,6,7,85.7,117,24,2,2,100.0,3,3,100.0,1,2,0,0.0,0.0,0.0,0,0,0,0,3,passing,POL,FW,15,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,defense,kacper urbanski,kacper urbanski,kacper urbanski,200000.0
ITA-Serie A,2020,Napoli,Kalidou Koulibaly,SEN,DF,29,1991,26,25,2209,24.5,0,0,0,0,0,0,10,1,1.0,1.0,0.2,1.2,22,116,6,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.05,0.04,0.05,standard,SEN,DF,29,1991,24.5,0,11,2,0.45,0.08,0,0,0,1.0,1.0,-1.0,-1.0,shooting,SEN,DF,29,1991,10,1,1,29,9,0,5,29,24,0,0,0,172,40,37,misc,SEN,DF,29,1991,1981,202,843,1087,70,18,1981,22,19,3,1306,6374,3585,22,21,2,8,6,1414,6,possession,SEN,DF,29,1991,24.5,1566,1775,88.2,28893,11863,654,706,92.6,726,776,93.6,166,248,0,0.2,0.4,-0.2,5,106,8,2,116,passing,SEN,DF,29,1991,36,24,25,7,4,19,32,13,46,26,20,29,65,64,2,defense,kalidou koulibaly,kalidou koulibaly,kalidou koulibaly,48000000.0
ITA-Serie A,2020,Benevento,Kamil Glik,POL,DF,32,1988,36,36,3206,35.6,2,1,3,2,0,0,10,1,3.4,3.4,0.7,4.2,3,67,7,0.06,0.03,0.08,0.06,0.08,0.1,0.02,0.12,0.1,0.12,standard,POL,DF,32,1988,35.6,2,29,11,0.81,0.31,0,0,0,3.4,3.4,-1.4,-1.4,shooting,POL,DF,32,1988,10,1,1,32,21,0,1,62,24,0,0,1,137,87,55,misc,POL,DF,32,1988,1663,290,1022,586,64,46,1663,4,2,2,789,3341,1663,3,6,0,14,4,944,7,possession,POL,DF,32,1988,35.6,1148,1301,88.2,23627,7644,308,345,89.3,663,709,93.5,154,214,1,0.7,0.5,0.3,4,37,0,0,67,passing,POL,DF,32,1988,44,24,33,10,1,25,53,28,37,31,6,62,106,153,0,defense,kamil glik,kamil glik,kamil glik,2000000.0
ITA-Serie A,2020,Sampdoria,Karlo Letica,CRO,GK,23,1997,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,CRO,GK,23,1997,1.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,shooting,CRO,GK,23,1997,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,misc,CRO,GK,23,1997,36,35,36,0,0,0,36,0,0,0,15,79,48,0,0,0,0,0,17,0,possession,CRO,GK,23,1997,1.0,30,34,88.2,694,352,6,6,100.0,18,18,100.0,6,10,0,0.0,0.0,0.0,0,0,0,0,0,passing,CRO,GK,23,1997,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,defense,karlo letica,karlo letica,karlo letica,700000.0
ITA-Serie A,2020,Torino,Karol Linetty,POL,MF,25,1995,27,20,1832,20.4,1,0,1,1,0,0,5,0,1.1,1.1,1.0,2.1,27,58,60,0.05,0.0,0.05,0.05,0.05,0.05,0.05,0.1,0.05,0.1,standard,POL,MF,25,1995,20.4,1,7,3,0.34,0.15,0,0,0,1.1,1.1,-0.1,-0.1,shooting,POL,MF,25,1995,5,0,0,31,29,1,6,15,28,0,0,0,116,8,14,misc,POL,MF,25,1995,926,34,204,499,235,26,926,33,20,13,520,2604,1259,27,22,4,42,25,613,60,possession,POL,MF,25,1995,20.4,600,733,81.9,8945,2488,368,410,89.8,183,219,83.6,36,53,0,1.0,1.0,-1.0,15,46,10,0,58,passing,POL,MF,25,1995,38,28,13,19,6,16,45,29,19,5,14,15,53,7,0,defense,karol linetty,karol linetty,karol linetty,6000000.0
