composite_key,nation,pos,age,born,Playing Time,Playing Time.1,Playing Time.2,Playing Time.3,Performance,Performance.1,Performance.2,Performance.3,Performance.4,Performance.5,Performance.6,Performance.7,Expected,Expected.1,Expected.2,Expected.3,Progression,Progression.1,Progression.2,Per 90 Minutes,Per 90 Minutes.1,Per 90 Minutes.2,Per 90 Minutes.3,Per 90 Minutes.4,Per 90 Minutes.5,Per 90 Minutes.6,Per 90 Minutes.7,Per 90 Minutes.8,Per 90 Minutes.9,league,season,stat_type,nation_dup,pos_dup,age_dup,born_dup,90s,Standard,Standard.1,Standard.2,Standard.3,Standard.4,Standard.5,Standard.6,Standard.7,Standard.8,Standard.9,Standard.10,Standard.11,Expected_dup,Expected.1_dup,Expected.2_dup,Expected.3_dup,Expected.4,league_dup,season_dup,stat_type_dup,nation_dup,pos_dup,age_dup,born_dup,90s_dup,Total,Total.1,Total.2,Total.3,Total.4,Short,Short.1,Short.2,Medium,Medium.1,Medium.2,Long,Long.1,Long.2,Ast,xAG,Expected_dup,Expected.1_dup,KP,1/3,PPA,CrsPA,PrgP,league_dup,season_dup,stat_type_dup,nation_dup,pos_dup,age_dup,born_dup,90s_dup,Touches,Touches.1,Touches.2,Touches.3,Touches.4,Touches.5,Touches.6,Take-Ons,Take-Ons.1,Take-Ons.2,Take-Ons.3,Take-Ons.4,Carries,Carries.1,Carries.2,Carries.3,Carries.4,Carries.5,Carries.6,Carries.7,Receiving,Receiving.1,league_dup,season_dup,stat_type_dup,nation_dup,pos_dup,age_dup,born_dup,90s_dup,Tackles,Tackles.1,Tackles.2,Tackles.3,Tackles.4,Challenges,Challenges.1,Challenges.2,Challenges.3,Blocks,Blocks.1,Blocks.2,Int,Tkl+Int,Clr,Err,league_dup,season_dup,stat_type_dup,nation_dup,pos_dup,age_dup,born_dup,90s_dup,Performance_dup,Performance.1_dup,Performance.2_dup,Performance.3_dup,Performance.4_dup,Performance.5_dup,Performance.6_dup,Performance.7_dup,Performance.8,Performance.9,Performance.10,Performance.11,Performance.12,Aerial Duels,Aerial Duels.1,Aerial Duels.2,league_dup,season_dup,stat_type_dup
CIV_DF_31.0_1991.0,CIV,DF,31.0,1991.0,11,9,685,7.6,0,1,1,0,0,0,2,0,0.0,0.0,0.2,0.2,1,12,0,0.0,0.13,0.13,0.0,0.13,0.01,0.03,0.03,0.01,0.03,ENG-Premier League,2022.0,standard,CIV,DF,31.0,1991.0,7.6,0,2,1,50.0,0.26,0.13,0.0,0.0,16.7,0,0,0,0.0,0.0,0.02,0.0,0.0,ENG-Premier League,2022.0,shooting,CIV,DF,31.0,1991.0,7.6,194,258,75.2,3706,1660,63,77,81.8,107,126,84.9,20,47,42.6,1.0,0.2,0.3,0.8,1.0,8.0,0.0,0.0,12.0,ENG-Premier League,2022.0,passing,CIV,DF,31.0,1991.0,7.6,353,69,239,101,15,9,353,2,1,50.0,0,0.0,171,769,355,1,1,0,2,0,182,0,ENG-Premier League,2022.0,possession,CIV,DF,31.0,1991.0,7.6,13,6,8,3,2,8,13,61.5,5,13,4,9,12.0,25.0,45.0,0.0,ENG-Premier League,2022.0,defense,CIV,DF,31.0,1991.0,7.6,2,0,0,5,5,3,0,12,6,0,0,0,40,15,9,62.5,ENG-Premier League,2022.0,misc
"CIV_FW,MF_25.0_1996.0",CIV,"FW,MF",25.0,1996.0,6,0,110,1.2,0,0,0,0,0,0,0,0,0.2,0.2,0.3,0.5,5,4,11,0.0,0.0,0.0,0.0,0.0,0.15,0.25,0.41,0.15,0.41,ENG-Premier League,2022.0,standard,CIV,"FW,MF",25.0,1996.0,1.2,0,2,2,100.0,1.64,1.64,0.0,0.0,16.6,0,0,0,0.2,0.2,0.09,-0.2,-0.2,ENG-Premier League,2022.0,shooting,CIV,"FW,MF",25.0,1996.0,1.2,37,47,78.7,543,223,22,29,75.9,10,13,76.9,2,2,100.0,0.0,0.3,0.2,-0.3,4.0,2.0,3.0,2.0,4.0,ENG-Premier League,2022.0,passing,CIV,"FW,MF",25.0,1996.0,1.2,71,1,10,30,33,3,71,10,6,60.0,3,30.0,47,311,160,5,2,1,9,5,50,11,ENG-Premier League,2022.0,possession,CIV,"FW,MF",25.0,1996.0,1.2,3,1,2,1,0,0,1,0.0,1,1,0,1,1.0,4.0,1.0,0.0,ENG-Premier League,2022.0,defense,CIV,"FW,MF",25.0,1996.0,1.2,0,0,0,1,2,0,3,1,1,0,0,0,9,0,4,0.0,ENG-Premier League,2022.0,misc
"CIV_FW,MF_29.0_1992.0",CIV,"FW,MF",29.0,1992.0,27,27,2288,25.4,7,2,9,7,0,2,5,0,6.5,4.8,2.7,7.5,86,75,238,0.28,0.08,0.35,0.28,0.35,0.26,0.11,0.36,0.19,0.3,ENG-Premier League,2022.0,standard,CIV,"FW,MF",29.0,1992.0,25.4,7,64,21,32.8,2.52,0.83,0.11,0.33,16.8,0,0,2,6.5,4.8,0.08,0.5,2.2,ENG-Premier League,2022.0,shooting,CIV,"FW,MF",29.0,1992.0,25.4,502,650,77.2,7047,1594,322,370,87.0,148,185,80.0,18,37,48.6,2.0,2.7,3.0,-0.7,26.0,18.0,41.0,3.0,75.0,ENG-Premier League,2022.0,passing,CIV,"FW,MF",29.0,1992.0,25.4,1040,12,100,388,567,143,1038,137,55,40.1,65,47.4,729,4850,2139,86,43,59,95,82,821,238,ENG-Premier League,2022.0,possession,CIV,"FW,MF",29.0,1992.0,25.4,32,20,12,12,8,8,21,38.1,13,21,1,20,16.0,48.0,9.0,0.0,ENG-Premier League,2022.0,defense,CIV,"FW,MF",29.0,1992.0,25.4,5,0,0,35,77,14,39,16,20,1,0,0,97,6,16,27.3,ENG-Premier League,2022.0,misc
CIV_FW_25.0_1996.0,CIV,FW,25.0,1996.0,14,2,245,2.7,0,0,0,0,0,0,0,0,1.3,1.3,0.1,1.3,9,5,26,0.0,0.0,0.0,0.0,0.0,0.47,0.02,0.49,0.47,0.49,ENG-Premier League,2022.0,standard,CIV,FW,25.0,1996.0,2.7,0,9,2,22.2,3.31,0.73,0.0,0.0,12.5,0,0,0,1.3,1.3,0.14,-1.3,-1.3,ENG-Premier League,2022.0,shooting,CIV,FW,25.0,1996.0,2.7,72,97,74.2,942,166,47,54,87.0,19,27,70.4,2,2,100.0,0.0,0.1,0.1,-0.1,1.0,3.0,1.0,1.0,5.0,ENG-Premier League,2022.0,passing,CIV,FW,25.0,1996.0,2.7,140,3,18,50,72,11,140,5,2,40.0,3,60.0,83,310,140,9,2,5,9,5,103,26,ENG-Premier League,2022.0,possession,CIV,FW,25.0,1996.0,2.7,7,3,5,0,2,4,6,66.7,2,6,0,6,2.0,9.0,3.0,0.0,ENG-Premier League,2022.0,defense,CIV,FW,25.0,1996.0,2.7,0,0,0,2,2,9,6,2,3,0,0,0,15,6,11,35.3,ENG-Premier League,2022.0,misc
CMR_DF_30.0_1991.0,CMR,DF,30.0,1991.0,14,12,1092,12.1,1,0,1,1,0,0,3,0,0.7,0.7,0.3,1.0,28,59,2,0.08,0.0,0.08,0.08,0.08,0.06,0.02,0.08,0.06,0.08,ENG-Premier League,2022.0,standard,CMR,DF,30.0,1991.0,12.1,1,5,3,60.0,0.41,0.25,0.2,0.33,8.3,0,0,0,0.7,0.7,0.17,0.3,0.3,ENG-Premier League,2022.0,shooting,CMR,DF,30.0,1991.0,12.1,766,885,86.6,13750,4547,305,349,87.4,395,428,92.3,57,85,67.1,0.0,0.3,0.4,-0.3,4.0,53.0,7.0,0.0,59.0,ENG-Premier League,2022.0,passing,CMR,DF,30.0,1991.0,12.1,1004,111,482,468,62,17,1004,7,4,57.1,3,42.9,657,4140,2907,28,22,1,14,1,720,2,ENG-Premier League,2022.0,possession,CMR,DF,30.0,1991.0,12.1,14,8,12,2,0,11,23,47.8,12,8,3,5,21.0,35.0,45.0,3.0,ENG-Premier League,2022.0,defense,CMR,DF,30.0,1991.0,12.1,3,0,0,10,5,1,1,21,8,0,0,1,78,25,23,52.1,ENG-Premier League,2022.0,misc
CMR_FW_22.0_1999.0,CMR,FW,22.0,1999.0,38,36,2906,32.3,9,8,17,8,1,1,5,0,9.6,8.8,7.5,16.3,66,88,235,0.28,0.25,0.53,0.25,0.5,0.3,0.23,0.53,0.27,0.5,ENG-Premier League,2022.0,standard,CMR,FW,22.0,1999.0,32.3,9,70,32,45.7,2.17,0.99,0.11,0.25,16.3,1,1,1,9.6,8.8,0.13,-0.6,-0.8,ENG-Premier League,2022.0,shooting,CMR,FW,22.0,1999.0,32.3,655,991,66.1,10466,3238,376,456,82.5,185,287,64.5,71,151,47.0,8.0,7.5,5.6,0.5,51.0,37.0,45.0,13.0,88.0,ENG-Premier League,2022.0,passing,CMR,FW,22.0,1999.0,32.3,1335,24,177,425,755,125,1334,88,45,51.1,37,42.0,776,4292,1862,66,33,26,72,54,862,235,ENG-Premier League,2022.0,possession,CMR,FW,22.0,1999.0,32.3,26,18,5,13,8,8,42,19.0,34,24,1,23,13.0,39.0,21.0,0.0,ENG-Premier League,2022.0,defense,CMR,FW,22.0,1999.0,32.3,5,0,0,27,23,6,156,13,18,0,0,0,135,35,63,35.7,ENG-Premier League,2022.0,misc
COD_FW_25.0_1996.0,COD,FW,25.0,1996.0,38,16,1606,17.8,7,3,10,7,0,0,3,0,5.7,5.7,2.5,8.2,24,27,104,0.39,0.17,0.56,0.39,0.56,0.32,0.14,0.46,0.32,0.46,ENG-Premier League,2022.0,standard,COD,FW,25.0,1996.0,17.8,7,32,15,46.9,1.79,0.84,0.22,0.47,14.1,0,0,0,5.7,5.7,0.18,1.3,1.3,ENG-Premier League,2022.0,shooting,COD,FW,25.0,1996.0,17.8,238,344,69.2,3147,601,164,198,82.8,51,78,65.4,10,27,37.0,3.0,2.5,1.0,0.5,13.0,21.0,8.0,0.0,27.0,ENG-Premier League,2022.0,passing,COD,FW,25.0,1996.0,17.8,517,14,67,193,268,62,517,44,20,45.5,15,34.1,312,1573,658,24,12,11,41,25,345,104,ENG-Premier League,2022.0,possession,COD,FW,25.0,1996.0,17.8,17,12,4,7,6,6,13,46.2,7,10,0,10,6.0,23.0,15.0,0.0,ENG-Premier League,2022.0,defense,COD,FW,25.0,1996.0,17.8,3,0,0,21,26,19,12,6,12,1,0,0,69,24,26,48.0,ENG-Premier League,2022.0,misc
COD_FW_30.0_1992.0,COD,FW,30.0,1992.0,17,9,764,8.5,0,3,3,0,0,0,0,0,0.5,0.5,1.5,2.0,39,24,68,0.0,0.35,0.35,0.0,0.35,0.06,0.18,0.23,0.06,0.23,ENG-Premier League,2022.0,standard,COD,FW,30.0,1992.0,8.5,0,9,2,22.2,1.06,0.24,0.0,0.0,15.2,0,0,0,0.5,0.5,0.05,-0.5,-0.5,ENG-Premier League,2022.0,shooting,COD,FW,30.0,1992.0,8.5,155,212,73.1,2079,517,93,106,87.7,43,58,74.1,6,13,46.2,3.0,1.5,0.9,1.5,13.0,2.0,9.0,3.0,24.0,ENG-Premier League,2022.0,passing,COD,FW,30.0,1992.0,8.5,321,10,49,92,188,30,321,30,11,36.7,13,43.3,200,1502,841,39,14,11,16,12,216,68,ENG-Premier League,2022.0,possession,COD,FW,30.0,1992.0,8.5,17,9,8,6,3,9,18,50.0,9,14,0,14,1.0,18.0,8.0,0.0,ENG-Premier League,2022.0,defense,COD,FW,30.0,1992.0,8.5,0,0,0,8,16,2,24,1,9,0,0,0,47,2,12,14.3,ENG-Premier League,2022.0,misc
COL_DF_26.0_1996.0,COL,DF,26.0,1996.0,18,8,858,9.5,0,0,0,0,0,0,1,0,0.6,0.6,0.4,1.0,5,35,4,0.0,0.0,0.0,0.0,0.0,0.07,0.04,0.11,0.07,0.11,ENG-Premier League,2022.0,standard,COL,DF,26.0,1996.0,9.5,0,6,2,33.3,0.63,0.21,0.0,0.0,12.2,0,0,0,0.6,0.6,0.1,-0.6,-0.6,ENG-Premier League,2022.0,shooting,COL,DF,26.0,1996.0,9.5,515,594,86.7,9178,2770,187,201,93.0,297,320,92.8,24,52,46.2,0.0,0.4,0.2,-0.4,2.0,35.0,1.0,1.0,35.0,ENG-Premier League,2022.0,passing,COL,DF,26.0,1996.0,9.5,719,99,364,310,46,10,719,6,2,33.3,3,50.0,406,1607,788,5,2,0,3,2,473,4,ENG-Premier League,2022.0,possession,COL,DF,26.0,1996.0,9.5,24,11,17,6,1,14,20,70.0,6,16,10,6,12.0,36.0,41.0,0.0,ENG-Premier League,2022.0,defense,COL,DF,26.0,1996.0,9.5,1,0,0,7,4,1,2,12,11,0,1,0,45,28,16,63.6,ENG-Premier League,2022.0,misc
COL_DF_27.0_1994.0,COL,DF,27.0,1994.0,7,7,594,6.6,2,0,2,2,0,0,2,0,1.5,1.5,0.1,1.6,1,13,3,0.3,0.0,0.3,0.3,0.3,0.22,0.02,0.24,0.22,0.24,ENG-Premier League,2022.0,standard,COL,DF,27.0,1994.0,6.6,2,8,4,50.0,1.21,0.61,0.25,0.5,8.4,0,0,0,1.5,1.5,0.18,0.5,0.5,ENG-Premier League,2022.0,shooting,COL,DF,27.0,1994.0,6.6,286,325,88.0,4935,1808,117,125,93.6,146,161,90.7,17,27,63.0,0.0,0.1,0.2,-0.1,1.0,15.0,1.0,0.0,13.0,ENG-Premier League,2022.0,passing,COL,DF,27.0,1994.0,6.6,402,58,198,176,30,16,402,2,1,50.0,0,0.0,217,1089,622,1,4,1,4,0,255,3,ENG-Premier League,2022.0,possession,COL,DF,27.0,1994.0,6.6,15,8,9,6,0,9,11,81.8,2,7,4,3,6.0,21.0,28.0,0.0,ENG-Premier League,2022.0,defense,COL,DF,27.0,1994.0,6.6,2,0,0,6,10,0,1,6,8,0,0,0,31,19,15,55.9,ENG-Premier League,2022.0,misc
"COL_FW,MF_18.0_2003.0",COL,"FW,MF",18.0,2003.0,12,0,136,1.5,0,0,0,0,0,0,1,0,0.6,0.6,0.0,0.6,4,4,13,0.0,0.0,0.0,0.0,0.0,0.37,0.02,0.39,0.37,0.39,ENG-Premier League,2022.0,standard,COL,"FW,MF",18.0,2003.0,1.5,0,7,2,28.6,4.63,1.32,0.0,0.0,19.8,0,0,0,0.6,0.6,0.08,-0.6,-0.6,ENG-Premier League,2022.0,shooting,COL,"FW,MF",18.0,2003.0,1.5,16,29,55.2,264,47,8,12,66.7,7,12,58.3,1,2,50.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,4.0,ENG-Premier League,2022.0,passing,COL,"FW,MF",18.0,2003.0,1.5,57,3,3,26,29,6,57,2,1,50.0,1,50.0,33,205,123,4,5,1,8,3,41,13,ENG-Premier League,2022.0,possession,COL,"FW,MF",18.0,2003.0,1.5,2,2,0,1,1,1,4,25.0,3,0,0,0,2.0,4.0,2.0,0.0,ENG-Premier League,2022.0,defense,COL,"FW,MF",18.0,2003.0,1.5,1,0,0,9,3,3,2,2,2,0,0,0,5,7,10,41.2,ENG-Premier League,2022.0,misc
COL_FW_23.0_1999.0,COL,FW,23.0,1999.0,19,13,867,9.6,5,0,5,5,0,0,3,1,3.7,3.7,0.4,4.2,30,39,84,0.52,0.0,0.52,0.52,0.52,0.39,0.04,0.43,0.39,0.43,ENG-Premier League,2022.0,standard,COL,FW,23.0,1999.0,9.6,5,28,11,39.3,2.91,1.14,0.18,0.45,16.2,0,0,0,3.7,3.7,0.13,1.3,1.3,ENG-Premier League,2022.0,shooting,COL,FW,23.0,1999.0,9.6,273,339,80.5,3710,993,161,188,85.6,72,84,85.7,14,19,73.7,0.0,0.4,0.9,-0.4,9.0,18.0,17.0,2.0,39.0,ENG-Premier League,2022.0,passing,COL,FW,23.0,1999.0,9.6,469,7,50,212,215,32,469,42,19,45.2,17,40.5,281,1740,931,30,17,8,16,23,341,84,ENG-Premier League,2022.0,possession,COL,FW,23.0,1999.0,9.6,21,14,8,9,4,11,19,57.9,8,11,1,10,8.0,29.0,2.0,0.0,ENG-Premier League,2022.0,defense,COL,FW,23.0,1999.0,9.6,3,1,1,14,12,5,7,8,14,0,1,0,65,18,18,50.0,ENG-Premier League,2022.0,misc
COL_FW_25.0_1997.0,COL,FW,25.0,1997.0,17,11,996,11.1,4,2,6,4,0,0,2,0,2.5,2.5,1.5,4.0,39,49,116,0.36,0.18,0.54,0.36,0.54,0.22,0.14,0.36,0.22,0.36,ENG-Premier League,2022.0,standard,COL,FW,25.0,1997.0,11.1,4,27,8,29.6,2.44,0.72,0.15,0.5,15.1,0,0,0,2.5,2.5,0.09,1.5,1.5,ENG-Premier League,2022.0,shooting,COL,FW,25.0,1997.0,11.1,376,462,81.4,5698,1124,215,256,84.0,127,150,84.7,25,27,92.6,2.0,1.5,1.3,0.5,13.0,25.0,13.0,1.0,49.0,ENG-Premier League,2022.0,passing,COL,FW,25.0,1997.0,11.1,618,4,47,247,336,77,618,65,32,49.2,25,38.5,440,2944,1303,39,31,22,30,37,500,116,ENG-Premier League,2022.0,possession,COL,FW,25.0,1997.0,11.1,17,11,4,8,5,8,15,53.3,7,8,0,8,6.0,23.0,2.0,0.0,ENG-Premier League,2022.0,defense,COL,FW,25.0,1997.0,11.1,2,0,0,20,24,3,8,6,11,0,0,0,50,8,23,25.8,ENG-Premier League,2022.0,misc
COL_MF_27.0_1994.0,COL,MF,27.0,1994.0,37,37,3252,36.1,5,0,5,5,0,0,7,0,2.6,2.6,2.3,4.9,22,142,30,0.14,0.0,0.14,0.14,0.14,0.07,0.06,0.14,0.07,0.14,ENG-Premier League,2022.0,standard,COL,MF,27.0,1994.0,36.1,5,35,10,28.6,0.97,0.28,0.14,0.5,17.6,0,0,0,2.6,2.6,0.07,2.4,2.4,ENG-Premier League,2022.0,shooting,COL,MF,27.0,1994.0,36.1,1317,1611,81.8,20458,7229,695,793,87.6,502,581,86.4,77,146,52.7,0.0,2.3,3.1,-2.3,18.0,126.0,23.0,2.0,142.0,ENG-Premier League,2022.0,passing,COL,MF,27.0,1994.0,36.1,1934,165,587,1030,338,44,1934,24,14,58.3,9,37.5,947,3764,1861,22,32,1,24,17,1162,30,ENG-Premier League,2022.0,possession,COL,MF,27.0,1994.0,36.1,50,30,23,23,4,20,45,44.4,25,32,15,17,47.0,97.0,91.0,2.0,ENG-Premier League,2022.0,defense,COL,MF,27.0,1994.0,36.1,7,0,0,37,33,2,11,47,30,0,2,1,260,62,40,60.8,ENG-Premier League,2022.0,misc
"CRO_DF,MF_33.0_1989.0",CRO,"DF,MF",33.0,1989.0,34,23,2108,23.4,1,8,9,1,0,0,6,0,2.6,2.6,6.1,8.8,87,61,181,0.04,0.34,0.38,0.04,0.38,0.11,0.26,0.37,0.11,0.37,ENG-Premier League,2022.0,standard,CRO,"DF,MF",33.0,1989.0,23.4,1,29,8,27.6,1.24,0.34,0.03,0.13,15.3,2,0,0,2.6,2.6,0.09,-1.6,-1.6,ENG-Premier League,2022.0,shooting,CRO,"DF,MF",33.0,1989.0,23.4,713,1121,63.6,12565,3575,357,443,80.6,249,389,64.0,91,210,43.3,8.0,6.1,5.2,1.9,48.0,29.0,36.0,24.0,61.0,ENG-Premier League,2022.0,passing,CRO,"DF,MF",33.0,1989.0,23.4,1370,73,357,443,583,94,1370,40,18,45.0,19,47.5,611,3704,2075,87,29,35,33,14,733,181,ENG-Premier League,2022.0,possession,CRO,"DF,MF",33.0,1989.0,23.4,42,24,25,10,7,27,47,57.4,20,29,7,22,22.0,64.0,49.0,1.0,ENG-Premier League,2022.0,defense,CRO,"DF,MF",33.0,1989.0,23.4,6,0,0,30,8,6,196,22,24,0,0,0,117,33,32,50.8,ENG-Premier League,2022.0,misc
CRO_DF_25.0_1996.0,CRO,DF,25.0,1996.0,13,9,946,10.5,1,0,1,1,0,0,2,0,0.8,0.8,0.0,0.8,5,33,0,0.1,0.0,0.1,0.1,0.1,0.08,0.0,0.08,0.08,0.08,ENG-Premier League,2022.0,standard,CRO,DF,25.0,1996.0,10.5,1,5,2,40.0,0.48,0.19,0.2,0.5,12.3,0,0,0,0.8,0.8,0.16,0.2,0.2,ENG-Premier League,2022.0,shooting,CRO,DF,25.0,1996.0,10.5,480,568,84.5,9398,3504,155,173,89.6,268,289,92.7,53,93,57.0,0.0,0.0,0.2,0.0,1.0,26.0,0.0,0.0,33.0,ENG-Premier League,2022.0,passing,CRO,DF,25.0,1996.0,10.5,695,136,416,268,15,9,695,2,2,100.0,0,0.0,387,1829,993,5,1,0,1,2,429,0,ENG-Premier League,2022.0,possession,CRO,DF,25.0,1996.0,10.5,14,10,9,4,1,6,9,66.7,3,15,11,4,15.0,29.0,65.0,1.0,ENG-Premier League,2022.0,defense,CRO,DF,25.0,1996.0,10.5,2,0,0,9,1,0,1,15,10,0,0,0,54,19,13,59.4,ENG-Premier League,2022.0,misc
CRO_MF_28.0_1994.0,CRO,MF,28.0,1994.0,27,17,1707,19.0,1,2,3,1,0,0,8,0,1.8,1.8,2.1,3.9,37,153,30,0.05,0.11,0.16,0.05,0.16,0.09,0.11,0.2,0.09,0.2,ENG-Premier League,2022.0,standard,CRO,MF,28.0,1994.0,19.0,1,23,1,4.3,1.21,0.05,0.04,1.0,22.1,0,0,0,1.8,1.8,0.08,-0.8,-0.8,ENG-Premier League,2022.0,shooting,CRO,MF,28.0,1994.0,19.0,1130,1319,85.7,18537,5579,555,614,90.4,470,522,90.0,76,120,63.3,2.0,2.1,2.1,-0.1,23.0,158.0,23.0,1.0,153.0,ENG-Premier League,2022.0,passing,CRO,MF,28.0,1994.0,19.0,1492,31,279,938,289,12,1492,34,19,55.9,10,29.4,1010,5517,2591,37,39,2,26,26,1144,30,ENG-Premier League,2022.0,possession,CRO,MF,28.0,1994.0,19.0,36,24,16,14,6,14,36,38.9,22,10,1,9,19.0,55.0,16.0,0.0,ENG-Premier League,2022.0,defense,CRO,MF,28.0,1994.0,19.0,8,0,0,18,12,0,6,19,24,0,0,0,121,10,10,50.0,ENG-Premier League,2022.0,misc
CZE_MF_27.0_1995.0,CZE,MF,27.0,1995.0,36,32,2815,31.3,2,3,5,2,0,0,3,0,4.0,4.0,1.9,6.0,11,88,52,0.06,0.1,0.16,0.06,0.16,0.13,0.06,0.19,0.13,0.19,ENG-Premier League,2022.0,standard,CZE,MF,27.0,1995.0,31.3,2,34,13,38.2,1.09,0.42,0.06,0.15,10.8,0,0,0,4.0,4.0,0.12,-2.0,-2.0,ENG-Premier League,2022.0,shooting,CZE,MF,27.0,1995.0,31.3,709,994,71.3,11602,3417,360,476,75.6,255,338,75.4,66,106,62.3,3.0,1.9,1.1,1.1,15.0,67.0,11.0,6.0,88.0,ENG-Premier League,2022.0,passing,CZE,MF,27.0,1995.0,31.3,1366,124,432,652,288,71,1366,17,2,11.8,12,70.6,544,2087,695,11,17,0,23,18,742,52,ENG-Premier League,2022.0,possession,CZE,MF,27.0,1995.0,31.3,77,37,41,29,7,28,58,48.3,30,42,17,25,53.0,130.0,71.0,3.0,ENG-Premier League,2022.0,defense,CZE,MF,27.0,1995.0,31.3,3,0,0,50,16,2,20,53,37,0,0,0,143,114,92,55.3,ENG-Premier League,2022.0,misc
DEN_DF_25.0_1997.0,DEN,DF,25.0,1997.0,26,21,1960,21.8,3,1,4,3,0,0,4,0,0.8,0.8,1.0,1.9,15,89,70,0.14,0.05,0.18,0.14,0.18,0.04,0.05,0.09,0.04,0.09,ENG-Premier League,2022.0,standard,DEN,DF,25.0,1997.0,21.8,3,13,5,38.5,0.6,0.23,0.23,0.6,15.2,0,0,0,0.8,0.8,0.06,2.2,2.2,ENG-Premier League,2022.0,shooting,DEN,DF,25.0,1997.0,21.8,740,1044,70.9,12326,5355,364,435,83.7,310,410,75.6,52,134,38.8,1.0,1.0,0.9,0.0,9.0,63.0,16.0,2.0,89.0,ENG-Premier League,2022.0,passing,DEN,DF,25.0,1997.0,21.8,1276,90,470,529,282,23,1276,15,7,46.7,7,46.7,547,1722,833,15,10,4,6,5,633,70,ENG-Premier League,2022.0,possession,DEN,DF,25.0,1997.0,21.8,62,35,35,21,6,42,76,55.3,34,32,14,18,35.0,97.0,61.0,0.0,ENG-Premier League,2022.0,defense,DEN,DF,25.0,1997.0,21.8,4,0,0,19,6,1,35,35,35,0,0,0,119,34,27,55.7,ENG-Premier League,2022.0,misc
DEN_DF_26.0_1996.0,DEN,DF,26.0,1996.0,32,32,2782,30.9,1,0,1,1,0,0,8,0,1.8,1.8,1.3,3.1,16,105,7,0.03,0.0,0.03,0.03,0.03,0.06,0.04,0.1,0.06,0.1,ENG-Premier League,2022.0,standard,DEN,DF,26.0,1996.0,30.9,1,22,9,40.9,0.71,0.29,0.05,0.11,13.9,1,0,0,1.8,1.8,0.08,-0.8,-0.8,ENG-Premier League,2022.0,shooting,DEN,DF,26.0,1996.0,30.9,1561,1972,79.2,36474,13911,346,391,88.5,927,1007,92.1,281,534,52.6,0.0,1.3,1.0,-1.3,12.0,153.0,8.0,1.0,105.0,ENG-Premier League,2022.0,passing,DEN,DF,26.0,1996.0,30.9,2303,355,1232,996,89,39,2303,9,5,55.6,4,44.4,1318,6889,3787,16,8,2,8,3,1498,7,ENG-Premier League,2022.0,possession,DEN,DF,26.0,1996.0,30.9,42,22,30,12,0,16,32,50.0,16,28,13,15,24.0,66.0,188.0,1.0,ENG-Premier League,2022.0,defense,DEN,DF,26.0,1996.0,30.9,8,0,0,27,16,2,10,24,22,0,0,2,180,87,34,71.9,ENG-Premier League,2022.0,misc
DEN_DF_32.0_1990.0,DEN,DF,32.0,1990.0,18,11,1103,12.3,0,0,0,0,0,0,2,0,0.9,0.9,0.2,1.1,1,35,1,0.0,0.0,0.0,0.0,0.0,0.07,0.01,0.09,0.07,0.09,ENG-Premier League,2022.0,standard,DEN,DF,32.0,1990.0,12.3,0,5,1,20.0,0.41,0.08,0.0,0.0,7.8,0,0,0,0.9,0.9,0.18,-0.9,-0.9,ENG-Premier League,2022.0,shooting,DEN,DF,32.0,1990.0,12.3,404,503,80.3,6929,3051,181,203,89.2,197,240,82.1,20,49,40.8,0.0,0.2,0.2,-0.2,3.0,30.0,0.0,0.0,35.0,ENG-Premier League,2022.0,passing,DEN,DF,32.0,1990.0,12.3,612,87,291,281,42,12,612,1,0,0.0,1,100.0,295,1062,616,1,2,0,3,1,321,1,ENG-Premier League,2022.0,possession,DEN,DF,32.0,1990.0,12.3,17,8,9,8,0,9,21,42.9,12,19,12,7,16.0,33.0,39.0,1.0,ENG-Premier League,2022.0,defense,DEN,DF,32.0,1990.0,12.3,2,0,0,9,4,2,3,16,8,0,0,1,53,17,15,53.1,ENG-Premier League,2022.0,misc
"DEN_MF,FW_22.0_2000.0",DEN,"MF,FW",22.0,2000.0,26,9,988,11.0,0,0,0,0,0,0,4,0,2.6,2.6,1.4,4.0,9,44,45,0.0,0.0,0.0,0.0,0.0,0.24,0.12,0.36,0.24,0.36,ENG-Premier League,2022.0,standard,DEN,"MF,FW",22.0,2000.0,11.0,0,12,5,41.7,1.09,0.46,0.0,0.0,15.0,0,0,0,2.6,2.6,0.22,-2.6,-2.6,ENG-Premier League,2022.0,shooting,DEN,"MF,FW",22.0,2000.0,11.0,275,407,67.6,4023,1438,156,193,80.8,92,132,69.7,16,44,36.4,0.0,1.4,1.3,-1.4,11.0,36.0,10.0,1.0,44.0,ENG-Premier League,2022.0,passing,DEN,"MF,FW",22.0,2000.0,11.0,529,9,104,268,166,27,529,23,9,39.1,9,39.1,279,1075,574,9,9,1,15,6,307,45,ENG-Premier League,2022.0,possession,DEN,"MF,FW",22.0,2000.0,11.0,31,21,13,13,5,15,42,35.7,27,20,2,18,10.0,41.0,14.0,0.0,ENG-Premier League,2022.0,defense,DEN,"MF,FW",22.0,2000.0,11.0,4,0,0,13,11,0,29,10,21,0,0,0,70,10,9,52.6,ENG-Premier League,2022.0,misc
