composite_key,nation,pos,age,born,Playing Time,Playing Time.1,Playing Time.2,Playing Time.3,Performance,Performance.1,Performance.2,Performance.3,Performance.4,Performance.5,Performance.6,Performance.7,Expected,Expected.1,Expected.2,Expected.3,Progression,Progression.1,Progression.2,Per 90 Minutes,Per 90 Minutes.1,Per 90 Minutes.2,Per 90 Minutes.3,Per 90 Minutes.4,Per 90 Minutes.5,Per 90 Minutes.6,Per 90 Minutes.7,Per 90 Minutes.8,Per 90 Minutes.9,league,season,stat_type,nation_dup,pos_dup,age_dup,born_dup,90s,Standard,Standard.1,Standard.2,Standard.3,Standard.4,Standard.5,Standard.6,Standard.7,Standard.8,Standard.9,Standard.10,Standard.11,Expected_dup,Expected.1_dup,Expected.2_dup,Expected.3_dup,Expected.4,league_dup,season_dup,stat_type_dup,nation_dup,pos_dup,age_dup,born_dup,90s_dup,Total,Total.1,Total.2,Total.3,Total.4,Short,Short.1,Short.2,Medium,Medium.1,Medium.2,Long,Long.1,Long.2,Ast,xAG,Expected_dup,Expected.1_dup,KP,1/3,PPA,CrsPA,PrgP,league_dup,season_dup,stat_type_dup,nation_dup,pos_dup,age_dup,born_dup,90s_dup,Touches,Touches.1,Touches.2,Touches.3,Touches.4,Touches.5,Touches.6,Take-Ons,Take-Ons.1,Take-Ons.2,Take-Ons.3,Take-Ons.4,Carries,Carries.1,Carries.2,Carries.3,Carries.4,Carries.5,Carries.6,Carries.7,Receiving,Receiving.1,league_dup,season_dup,stat_type_dup,nation_dup,pos_dup,age_dup,born_dup,90s_dup,Tackles,Tackles.1,Tackles.2,Tackles.3,Tackles.4,Challenges,Challenges.1,Challenges.2,Challenges.3,Blocks,Blocks.1,Blocks.2,Int,Tkl+Int,Clr,Err,league_dup,season_dup,stat_type_dup,nation_dup,pos_dup,age_dup,born_dup,90s_dup,Performance_dup,Performance.1_dup,Performance.2_dup,Performance.3_dup,Performance.4_dup,Performance.5_dup,Performance.6_dup,Performance.7_dup,Performance.8,Performance.9,Performance.10,Performance.11,Performance.12,Aerial Duels,Aerial Duels.1,Aerial Duels.2,league_dup,season_dup,stat_type_dup
FRA_DF_28-092_1997.0,FRA,DF,28-092,1997.0,21,15,1339,14.9,0,0,0,0,0,0,2,0,0.5,0.5,0.1,0.6,6,25,3,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.04,0.04,0.04,ENG-Premier League,2024.0,standard,FRA,DF,28-092,1997.0,14.9,0,5,2,40.0,0.34,0.13,0.0,0.0,10.7,0,0,0,0.5,0.5,0.11,-0.5,-0.5,ENG-Premier League,2024.0,shooting,FRA,DF,28-092,1997.0,14.9,663,758,87.5,12350,4179,233,252,92.5,379,408,92.9,46,87,52.9,0.0,0.1,0.1,-0.1,3.0,43.0,1.0,0.0,25.0,ENG-Premier League,2024.0,passing,FRA,DF,28-092,1997.0,14.9,903,125,498,381,26,13,903,2,1,50.0,1,50.0,533,2426,1216,6,2,0,9,2,617,3,ENG-Premier League,2024.0,possession,FRA,DF,28-092,1997.0,14.9,26,12,18,8,0,13,18,72.2,5,10,7,3,9.0,35.0,72.0,2.0,ENG-Premier League,2024.0,defense,FRA,DF,28-092,1997.0,14.9,2,0,0,10,4,0,1,9,12,0,0,1,45,20,12,62.5,ENG-Premier League,2024.0,misc
FRA_DF_31-265_1993.0,FRA,DF,31-265,1993.0,29,26,2151,23.9,0,4,4,0,0,0,3,0,0.8,0.8,4.1,4.9,21,51,135,0.0,0.17,0.17,0.0,0.17,0.03,0.17,0.21,0.03,0.21,ENG-Premier League,2024.0,standard,FRA,DF,31-265,1993.0,23.9,0,13,3,23.1,0.54,0.13,0.0,0.0,22.7,5,0,0,0.8,0.8,0.06,-0.8,-0.8,ENG-Premier League,2024.0,shooting,FRA,DF,31-265,1993.0,23.9,893,1189,75.1,14338,4552,458,519,88.2,363,461,78.7,52,138,37.7,4.0,4.1,3.7,-0.1,34.0,41.0,27.0,17.0,51.0,ENG-Premier League,2024.0,passing,FRA,DF,31-265,1993.0,23.9,1422,86,485,434,513,28,1422,18,9,50.0,8,44.4,652,2822,1253,21,14,4,17,15,778,135,ENG-Premier League,2024.0,possession,FRA,DF,31-265,1993.0,23.9,60,34,36,15,9,40,58,69.0,18,23,4,19,25.0,85.0,77.0,1.0,ENG-Premier League,2024.0,defense,FRA,DF,31-265,1993.0,23.9,3,0,0,18,13,7,136,25,34,0,0,0,95,32,26,55.2,ENG-Premier League,2024.0,misc
FRA_FW_19-349_2005.0,FRA,FW,19-349,2005.0,6,4,312,3.5,1,0,1,0,1,1,0,0,1.6,0.8,0.1,0.9,8,4,17,0.29,0.0,0.29,0.0,0.0,0.46,0.03,0.49,0.24,0.27,ENG-Premier League,2024.0,standard,FRA,FW,19-349,2005.0,3.5,1,10,5,50.0,2.88,1.44,0.0,0.0,17.7,0,1,1,1.6,0.8,0.08,-0.6,-0.8,ENG-Premier League,2024.0,shooting,FRA,FW,19-349,2005.0,3.5,54,70,77.1,905,118,29,33,87.9,20,28,71.4,5,6,83.3,0.0,0.1,0.1,-0.1,3.0,4.0,2.0,1.0,4.0,ENG-Premier League,2024.0,passing,FRA,FW,19-349,2005.0,3.5,117,0,13,45,62,17,116,16,3,18.8,11,68.8,85,539,235,8,7,3,8,6,80,17,ENG-Premier League,2024.0,possession,FRA,FW,19-349,2005.0,3.5,2,1,0,1,1,1,6,16.7,5,2,0,2,0.0,2.0,1.0,1.0,ENG-Premier League,2024.0,defense,FRA,FW,19-349,2005.0,3.5,0,0,0,5,3,0,5,0,1,0,0,0,16,1,2,33.3,ENG-Premier League,2024.0,misc
FRA_FW_20-134_2004.0,FRA,FW,20-134,2004.0,10,5,450,5.0,0,0,0,0,0,0,0,0,0.7,0.7,0.1,0.8,30,18,40,0.0,0.0,0.0,0.0,0.0,0.13,0.03,0.16,0.13,0.16,ENG-Premier League,2024.0,standard,FRA,FW,20-134,2004.0,5.0,0,9,1,11.1,1.8,0.2,0.0,0.0,16.5,0,0,0,0.7,0.7,0.07,-0.7,-0.7,ENG-Premier League,2024.0,shooting,FRA,FW,20-134,2004.0,5.0,138,174,79.3,1801,324,96,102,94.1,33,45,73.3,4,7,57.1,0.0,0.1,0.2,-0.1,4.0,5.0,8.0,2.0,18.0,ENG-Premier League,2024.0,passing,FRA,FW,20-134,2004.0,5.0,244,4,26,90,130,27,244,24,9,37.5,13,54.2,176,1379,796,30,17,16,13,12,182,40,ENG-Premier League,2024.0,possession,FRA,FW,20-134,2004.0,5.0,6,2,2,3,1,4,9,44.4,5,4,0,4,2.0,8.0,2.0,1.0,ENG-Premier League,2024.0,defense,FRA,FW,20-134,2004.0,5.0,0,0,0,0,3,0,12,2,2,0,0,0,27,3,3,50.0,ENG-Premier League,2024.0,misc
FRA_FW_27-148_1997.0,FRA,FW,27-148,1997.0,26,9,917,10.2,3,2,5,3,0,0,2,0,4.8,4.8,2.0,6.8,17,25,67,0.29,0.2,0.49,0.29,0.49,0.47,0.2,0.67,0.47,0.67,ENG-Premier League,2024.0,standard,FRA,FW,27-148,1997.0,10.2,3,25,11,44.0,2.45,1.08,0.12,0.27,12.6,0,0,0,4.8,4.8,0.19,-1.8,-1.8,ENG-Premier League,2024.0,shooting,FRA,FW,27-148,1997.0,10.2,297,332,89.5,3916,760,183,200,91.5,95,103,92.2,6,6,100.0,2.0,2.0,1.0,0.0,13.0,26.0,7.0,0.0,25.0,ENG-Premier League,2024.0,passing,FRA,FW,27-148,1997.0,10.2,446,10,52,182,216,52,446,27,10,37.0,14,51.9,279,1368,628,17,16,13,18,17,354,67,ENG-Premier League,2024.0,possession,FRA,FW,27-148,1997.0,10.2,12,8,3,4,5,6,8,75.0,2,9,2,7,7.0,19.0,10.0,0.0,ENG-Premier League,2024.0,defense,FRA,FW,27-148,1997.0,10.2,2,0,0,15,11,3,4,7,8,0,0,0,29,16,21,43.2,ENG-Premier League,2024.0,misc
FRA_FW_27-287_1997.0,FRA,FW,27-287,1997.0,29,27,2257,25.1,13,2,15,11,2,2,2,0,11.6,10.0,3.0,13.0,34,44,111,0.52,0.08,0.6,0.44,0.52,0.46,0.12,0.58,0.4,0.52,ENG-Premier League,2024.0,standard,FRA,FW,27-287,1997.0,25.1,13,55,23,41.8,2.19,0.92,0.2,0.48,15.4,0,2,2,11.6,10.0,0.18,1.4,1.0,ENG-Premier League,2024.0,shooting,FRA,FW,27-287,1997.0,25.1,257,395,65.1,3416,880,156,202,77.2,72,116,62.1,7,21,33.3,2.0,3.0,2.1,-1.0,26.0,30.0,14.0,1.0,44.0,ENG-Premier League,2024.0,passing,FRA,FW,27-287,1997.0,25.1,643,24,53,310,294,82,641,40,17,42.5,19,47.5,340,1746,823,34,19,8,62,38,469,111,ENG-Premier League,2024.0,possession,FRA,FW,27-287,1997.0,25.1,17,12,4,11,2,3,15,20.0,12,14,3,11,2.0,19.0,20.0,0.0,ENG-Premier League,2024.0,defense,FRA,FW,27-287,1997.0,25.1,2,0,0,24,22,17,23,2,12,0,0,0,59,53,92,36.6,ENG-Premier League,2024.0,misc
"FRA_MF,FW_22-356_2002.0",FRA,"MF,FW",22-356,2002.0,28,19,1656,18.4,5,3,8,5,0,0,2,0,4.6,4.6,2.5,7.1,42,67,79,0.27,0.16,0.43,0.27,0.43,0.25,0.14,0.39,0.25,0.39,ENG-Premier League,2024.0,standard,FRA,"MF,FW",22-356,2002.0,18.4,5,50,12,24.0,2.72,0.65,0.1,0.42,15.5,0,0,0,4.6,4.6,0.09,0.4,0.4,ENG-Premier League,2024.0,shooting,FRA,"MF,FW",22-356,2002.0,18.4,237,355,66.8,3344,1174,144,187,77.0,74,111,66.7,10,16,62.5,3.0,2.5,1.7,0.5,19.0,30.0,16.0,1.0,67.0,ENG-Premier League,2024.0,passing,FRA,"MF,FW",22-356,2002.0,18.4,641,20,83,246,326,79,641,71,27,38.0,34,47.9,361,2467,1405,42,36,16,45,37,411,79,ENG-Premier League,2024.0,possession,FRA,"MF,FW",22-356,2002.0,18.4,39,15,13,18,8,14,36,38.9,22,20,3,17,10.0,49.0,13.0,2.0,ENG-Premier League,2024.0,defense,FRA,"MF,FW",22-356,2002.0,18.4,2,0,0,34,45,7,9,10,15,0,1,0,66,25,46,35.2,ENG-Premier League,2024.0,misc
"FRA_MF,FW_26-288_1998.0",FRA,"MF,FW",26-288,1998.0,29,17,1438,16.0,2,6,8,2,0,0,3,0,1.3,1.3,3.6,4.9,45,35,79,0.13,0.38,0.5,0.13,0.5,0.08,0.22,0.31,0.08,0.31,ENG-Premier League,2024.0,standard,FRA,"MF,FW",26-288,1998.0,16.0,2,20,5,25.0,1.25,0.31,0.1,0.4,21.7,2,0,0,1.3,1.3,0.07,0.7,0.7,ENG-Premier League,2024.0,shooting,FRA,"MF,FW",26-288,1998.0,16.0,395,496,79.6,6117,1202,230,257,89.5,125,154,81.2,30,50,60.0,6.0,3.6,2.5,2.4,26.0,27.0,15.0,7.0,35.0,ENG-Premier League,2024.0,passing,FRA,"MF,FW",26-288,1998.0,16.0,703,21,119,322,278,41,703,57,13,22.8,30,52.6,435,2719,1329,45,33,10,34,23,490,79,ENG-Premier League,2024.0,possession,FRA,"MF,FW",26-288,1998.0,16.0,30,16,13,14,3,10,15,66.7,5,17,3,14,10.0,40.0,13.0,1.0,ENG-Premier League,2024.0,defense,FRA,"MF,FW",26-288,1998.0,16.0,3,0,0,29,37,1,36,10,16,0,0,0,53,8,18,30.8,ENG-Premier League,2024.0,misc
"FRA_MF,FW_27-085_1998.0",FRA,"MF,FW",27-085,1998.0,2,1,115,1.3,0,0,0,0,0,0,0,0,0.4,0.4,0.0,0.4,2,4,7,0.0,0.0,0.0,0.0,0.0,0.31,0.04,0.34,0.31,0.34,ENG-Premier League,2024.0,standard,FRA,"MF,FW",27-085,1998.0,1.3,0,5,1,20.0,3.91,0.78,0.0,0.0,20.9,0,0,0,0.4,0.4,0.08,-0.4,-0.4,ENG-Premier League,2024.0,shooting,FRA,"MF,FW",27-085,1998.0,1.3,17,28,60.7,230,46,11,16,68.8,4,7,57.1,1,1,100.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,4.0,ENG-Premier League,2024.0,passing,FRA,"MF,FW",27-085,1998.0,1.3,45,1,4,23,18,8,45,1,0,0.0,1,100.0,23,107,50,2,1,2,4,1,26,7,ENG-Premier League,2024.0,possession,FRA,"MF,FW",27-085,1998.0,1.3,1,0,0,1,0,0,2,0.0,2,1,0,1,0.0,1.0,1.0,0.0,ENG-Premier League,2024.0,defense,FRA,"MF,FW",27-085,1998.0,1.3,0,0,0,4,0,2,1,0,0,0,0,0,5,1,4,20.0,ENG-Premier League,2024.0,misc
FRA_MF_25-139_1999.0,FRA,MF,25-139,1999.0,19,14,1200,13.3,0,0,0,0,0,0,2,0,0.4,0.4,0.5,0.8,16,65,5,0.0,0.0,0.0,0.0,0.0,0.03,0.04,0.06,0.03,0.06,ENG-Premier League,2024.0,standard,FRA,MF,25-139,1999.0,13.3,0,6,1,16.7,0.45,0.07,0.0,0.0,19.7,0,0,0,0.4,0.4,0.06,-0.4,-0.4,ENG-Premier League,2024.0,shooting,FRA,MF,25-139,1999.0,13.3,608,683,89.0,9508,2929,307,328,93.6,266,292,91.1,22,42,52.4,0.0,0.5,0.4,-0.5,8.0,66.0,7.0,0.0,65.0,ENG-Premier League,2024.0,passing,FRA,MF,25-139,1999.0,13.3,827,82,257,477,98,8,827,22,8,36.4,7,31.8,428,2126,1019,16,10,1,7,9,551,5,ENG-Premier League,2024.0,possession,FRA,MF,25-139,1999.0,13.3,44,18,25,15,4,26,48,54.2,22,15,5,10,14.0,58.0,41.0,3.0,ENG-Premier League,2024.0,defense,FRA,MF,25-139,1999.0,13.3,2,0,0,19,24,0,1,14,18,0,0,0,61,14,16,46.7,ENG-Premier League,2024.0,misc
"GAB_MF,DF_31-222_1993.0",GAB,"MF,DF",31-222,1993.0,17,15,1364,15.2,1,3,4,1,0,0,4,0,1.4,1.4,1.1,2.5,8,48,21,0.07,0.2,0.26,0.07,0.26,0.09,0.07,0.17,0.09,0.17,ENG-Premier League,2024.0,standard,GAB,"MF,DF",31-222,1993.0,15.2,1,18,5,27.8,1.19,0.33,0.06,0.2,21.9,0,0,0,1.4,1.4,0.08,-0.4,-0.4,ENG-Premier League,2024.0,shooting,GAB,"MF,DF",31-222,1993.0,15.2,493,613,80.4,9479,2966,176,207,85.0,249,284,87.7,58,95,61.1,3.0,1.1,1.2,1.9,10.0,43.0,13.0,4.0,48.0,ENG-Premier League,2024.0,passing,GAB,"MF,DF",31-222,1993.0,15.2,809,92,324,378,119,18,809,16,10,62.5,4,25.0,382,2068,1038,8,12,2,21,11,482,21,ENG-Premier League,2024.0,possession,GAB,"MF,DF",31-222,1993.0,15.2,51,31,27,19,5,20,29,69.0,9,12,7,5,27.0,78.0,50.0,3.0,ENG-Premier League,2024.0,defense,GAB,"MF,DF",31-222,1993.0,15.2,4,0,0,17,8,4,10,27,31,0,1,0,73,25,16,61.0,ENG-Premier League,2024.0,misc
"GAM_FW,MF_20-263_2004.0",GAM,"FW,MF",20-263,2004.0,25,14,1337,14.9,5,4,9,5,0,0,6,0,3.3,3.3,4.3,7.6,58,29,141,0.34,0.27,0.61,0.34,0.61,0.22,0.29,0.51,0.22,0.51,ENG-Premier League,2024.0,standard,GAM,"FW,MF",20-263,2004.0,14.9,5,26,13,50.0,1.75,0.88,0.19,0.38,14.3,0,0,0,3.3,3.3,0.13,1.7,1.7,ENG-Premier League,2024.0,shooting,GAM,"FW,MF",20-263,2004.0,14.9,239,393,60.8,3931,1368,130,172,75.6,78,119,65.5,24,56,42.9,4.0,4.3,4.0,-0.3,23.0,11.0,23.0,6.0,29.0,ENG-Premier League,2024.0,passing,GAM,"FW,MF",20-263,2004.0,14.9,604,25,111,170,340,101,604,78,37,47.4,34,43.6,334,2424,1446,58,15,45,40,19,343,141,ENG-Premier League,2024.0,possession,GAM,"FW,MF",20-263,2004.0,14.9,38,28,21,10,7,16,43,37.2,27,16,0,16,10.0,48.0,25.0,0.0,ENG-Premier League,2024.0,defense,GAM,"FW,MF",20-263,2004.0,14.9,6,0,0,15,8,4,67,10,28,0,0,0,65,14,24,36.8,ENG-Premier League,2024.0,misc
"GER_FW,MF_20-315_2004.0",GER,"FW,MF",20-315,2004.0,15,6,489,5.4,0,1,1,0,0,0,0,0,0.3,0.3,0.7,1.0,15,17,45,0.0,0.18,0.18,0.0,0.18,0.05,0.13,0.18,0.05,0.18,ENG-Premier League,2024.0,standard,GER,"FW,MF",20-315,2004.0,5.4,0,3,2,66.7,0.55,0.37,0.0,0.0,18.6,2,0,0,0.3,0.3,0.1,-0.3,-0.3,ENG-Premier League,2024.0,shooting,GER,"FW,MF",20-315,2004.0,5.4,131,179,73.2,1737,586,85,103,82.5,30,42,71.4,8,21,38.1,1.0,0.7,0.6,0.3,12.0,7.0,10.0,1.0,17.0,ENG-Premier League,2024.0,passing,GER,"FW,MF",20-315,2004.0,5.4,243,4,30,83,132,29,243,20,8,40.0,8,40.0,141,987,458,15,16,9,7,20,160,45,ENG-Premier League,2024.0,possession,GER,"FW,MF",20-315,2004.0,5.4,13,5,5,5,3,7,14,50.0,7,8,0,8,2.0,15.0,4.0,0.0,ENG-Premier League,2024.0,defense,GER,"FW,MF",20-315,2004.0,5.4,0,0,0,6,9,1,17,2,5,0,0,0,17,3,4,42.9,ENG-Premier League,2024.0,misc
"GER_FW,MF_25-304_1999.0",GER,"FW,MF",25-304,1999.0,21,21,1839,20.4,9,3,12,9,0,0,4,0,9.4,9.4,2.4,11.8,34,59,110,0.44,0.15,0.59,0.44,0.59,0.46,0.12,0.58,0.46,0.58,ENG-Premier League,2024.0,standard,GER,"FW,MF",25-304,1999.0,20.4,9,52,21,40.4,2.54,1.03,0.17,0.43,11.7,0,0,0,9.4,9.4,0.18,-0.4,-0.4,ENG-Premier League,2024.0,shooting,GER,"FW,MF",25-304,1999.0,20.4,401,511,78.5,4833,1010,281,334,84.1,94,114,82.5,5,11,45.5,3.0,2.4,1.7,0.6,16.0,26.0,8.0,1.0,59.0,ENG-Premier League,2024.0,passing,GER,"FW,MF",25-304,1999.0,20.4,768,31,88,282,403,103,768,38,9,23.7,24,63.2,411,1957,922,34,23,18,42,22,575,110,ENG-Premier League,2024.0,possession,GER,"FW,MF",25-304,1999.0,20.4,16,9,3,6,7,4,15,26.7,11,22,4,18,6.0,22.0,31.0,1.0,ENG-Premier League,2024.0,defense,GER,"FW,MF",25-304,1999.0,20.4,4,0,0,36,21,14,11,6,9,0,0,0,39,62,73,45.9,ENG-Premier League,2024.0,misc
"GER_FW,MF_29-036_1996.0",GER,"FW,MF",29-036,1996.0,18,4,516,5.7,0,3,3,0,0,0,0,0,1.0,1.0,2.5,3.5,42,30,89,0.0,0.52,0.52,0.0,0.52,0.17,0.44,0.61,0.17,0.61,ENG-Premier League,2024.0,standard,GER,"FW,MF",29-036,1996.0,5.7,0,8,3,37.5,1.4,0.52,0.0,0.0,18.2,0,0,0,1.0,1.0,0.12,-1.0,-1.0,ENG-Premier League,2024.0,shooting,GER,"FW,MF",29-036,1996.0,5.7,158,236,66.9,2383,597,80,97,82.5,61,86,70.9,7,18,38.9,3.0,2.5,1.5,0.5,10.0,3.0,15.0,2.0,30.0,ENG-Premier League,2024.0,passing,GER,"FW,MF",29-036,1996.0,5.7,298,8,24,78,203,33,298,19,10,52.6,8,42.1,215,1768,1062,42,24,18,14,6,227,89,ENG-Premier League,2024.0,possession,GER,"FW,MF",29-036,1996.0,5.7,6,4,3,3,0,3,13,23.1,10,10,1,9,1.0,7.0,7.0,0.0,ENG-Premier League,2024.0,defense,GER,"FW,MF",29-036,1996.0,5.7,0,0,0,3,5,5,28,1,4,0,0,0,18,0,1,0.0,ENG-Premier League,2024.0,misc
GER_FW_23-135_2001.0,GER,FW,23-135,2001.0,31,19,1755,19.5,7,2,9,7,0,0,2,0,5.9,5.9,3.2,9.0,54,32,134,0.36,0.1,0.46,0.36,0.46,0.3,0.16,0.46,0.3,0.46,ENG-Premier League,2024.0,standard,GER,FW,23-135,2001.0,19.5,7,42,18,42.9,2.15,0.92,0.17,0.39,11.8,0,0,0,5.9,5.9,0.14,1.1,1.1,ENG-Premier League,2024.0,shooting,GER,FW,23-135,2001.0,19.5,263,449,58.6,4085,1149,146,212,68.9,92,156,59.0,16,37,43.2,2.0,3.2,1.4,-1.2,18.0,28.0,8.0,2.0,32.0,ENG-Premier League,2024.0,passing,GER,FW,23-135,2001.0,19.5,710,32,109,193,420,112,710,73,25,34.2,42,57.5,367,2671,1212,54,26,33,44,33,442,134,ENG-Premier League,2024.0,possession,GER,FW,23-135,2001.0,19.5,30,21,12,8,10,11,18,61.1,7,14,2,12,4.0,34.0,27.0,0.0,ENG-Premier League,2024.0,defense,GER,FW,23-135,2001.0,19.5,2,0,0,18,30,12,35,4,21,0,0,0,66,71,57,55.5,ENG-Premier League,2024.0,misc
GER_FW_32-061_1993.0,GER,FW,32-061,1993.0,11,3,452,5.0,3,1,4,3,0,0,2,0,1.7,1.7,1.5,3.2,4,5,15,0.6,0.2,0.8,0.6,0.8,0.34,0.3,0.64,0.34,0.64,ENG-Premier League,2024.0,standard,GER,FW,32-061,1993.0,5.0,3,11,4,36.4,2.19,0.8,0.27,0.75,10.6,0,0,0,1.7,1.7,0.15,1.3,1.3,ENG-Premier League,2024.0,shooting,GER,FW,32-061,1993.0,5.0,69,108,63.9,920,122,42,57,73.7,20,35,57.1,2,4,50.0,1.0,1.5,0.3,-0.5,9.0,4.0,2.0,0.0,5.0,ENG-Premier League,2024.0,passing,GER,FW,32-061,1993.0,5.0,152,10,13,77,62,24,152,4,1,25.0,3,75.0,55,205,110,4,2,2,11,3,106,15,ENG-Premier League,2024.0,possession,GER,FW,32-061,1993.0,5.0,2,2,0,1,1,2,3,66.7,1,1,0,1,0.0,2.0,8.0,0.0,ENG-Premier League,2024.0,defense,GER,FW,32-061,1993.0,5.0,2,0,0,11,4,4,1,0,2,0,0,0,6,25,33,43.1,ENG-Premier League,2024.0,misc
GER_MF_26-336_1998.0,GER,MF,26-336,1998.0,30,26,2182,24.2,1,3,4,1,0,0,3,0,0.8,0.8,2.2,3.0,17,79,36,0.04,0.12,0.16,0.04,0.16,0.03,0.09,0.12,0.03,0.12,ENG-Premier League,2024.0,standard,GER,MF,26-336,1998.0,24.2,1,14,4,28.6,0.58,0.16,0.07,0.25,17.7,0,0,0,0.8,0.8,0.06,0.2,0.2,ENG-Premier League,2024.0,shooting,GER,MF,26-336,1998.0,24.2,857,1035,82.8,14277,4252,432,476,90.8,342,400,85.5,65,114,57.0,3.0,2.2,2.3,0.8,13.0,78.0,22.0,7.0,79.0,ENG-Premier League,2024.0,passing,GER,MF,26-336,1998.0,24.2,1259,117,405,565,297,30,1259,11,3,27.3,6,54.5,640,2983,1272,17,17,3,16,10,800,36,ENG-Premier League,2024.0,possession,GER,MF,26-336,1998.0,24.2,36,20,14,13,9,20,35,57.1,15,31,8,23,27.0,63.0,51.0,1.0,ENG-Premier League,2024.0,defense,GER,MF,26-336,1998.0,24.2,3,0,0,24,15,1,28,27,20,0,0,2,103,19,11,63.3,ENG-Premier League,2024.0,misc
GER_MF_34-169_1990.0,GER,MF,34-169,1990.0,27,19,1697,18.9,0,3,3,0,0,0,1,0,1.8,1.8,2.5,4.3,44,105,70,0.0,0.16,0.16,0.0,0.16,0.1,0.13,0.23,0.1,0.23,ENG-Premier League,2024.0,standard,GER,MF,34-169,1990.0,18.9,0,20,4,20.0,1.06,0.21,0.0,0.0,19.2,2,0,0,1.8,1.8,0.09,-1.8,-1.8,ENG-Premier League,2024.0,shooting,GER,MF,34-169,1990.0,18.9,1216,1364,89.1,18727,3661,694,738,94.0,428,461,92.8,72,122,59.0,3.0,2.5,3.5,0.5,32.0,88.0,18.0,2.0,105.0,ENG-Premier League,2024.0,passing,GER,MF,34-169,1990.0,18.9,1506,35,224,730,571,49,1506,28,13,46.4,10,35.7,893,4957,2380,44,46,7,20,17,1176,70,ENG-Premier League,2024.0,possession,GER,MF,34-169,1990.0,18.9,22,13,4,13,5,10,23,43.5,13,11,0,11,12.0,34.0,19.0,0.0,ENG-Premier League,2024.0,defense,GER,MF,34-169,1990.0,18.9,1,0,0,14,20,0,55,12,13,0,0,0,91,12,8,60.0,ENG-Premier League,2024.0,misc
GHA_DF_24-193_2000.0,GHA,DF,24-193,2000.0,13,9,765,8.5,2,2,4,2,0,0,0,0,0.4,0.4,0.8,1.2,25,12,40,0.24,0.24,0.47,0.24,0.47,0.05,0.09,0.14,0.05,0.14,ENG-Premier League,2024.0,standard,GHA,DF,24-193,2000.0,8.5,2,6,2,33.3,0.71,0.24,0.33,1.0,18.5,0,0,0,0.4,0.4,0.06,1.6,1.6,ENG-Premier League,2024.0,shooting,GHA,DF,24-193,2000.0,8.5,314,381,82.4,4884,1213,169,181,93.4,124,155,80.0,18,35,51.4,2.0,0.8,0.5,1.2,5.0,11.0,5.0,4.0,12.0,ENG-Premier League,2024.0,passing,GHA,DF,24-193,2000.0,8.5,489,25,147,208,137,9,489,27,9,33.3,15,55.6,267,1867,893,25,13,2,9,4,276,40,ENG-Premier League,2024.0,possession,GHA,DF,24-193,2000.0,8.5,14,10,8,6,0,7,22,31.8,15,12,5,7,6.0,20.0,21.0,1.0,ENG-Premier League,2024.0,defense,GHA,DF,24-193,2000.0,8.5,0,0,0,12,10,0,24,6,10,0,1,0,35,1,12,7.7,ENG-Premier League,2024.0,misc
"GHA_FW,MF_23-055_2002.0",GHA,"FW,MF",23-055,2002.0,19,10,912,10.1,1,1,2,1,0,0,0,0,1.0,1.0,0.7,1.7,47,19,64,0.1,0.1,0.2,0.1,0.2,0.1,0.07,0.17,0.1,0.17,ENG-Premier League,2024.0,standard,GHA,"FW,MF",23-055,2002.0,10.1,1,17,6,35.3,1.68,0.59,0.06,0.17,17.9,0,0,0,1.0,1.0,0.06,0.0,0.0,ENG-Premier League,2024.0,shooting,GHA,"FW,MF",23-055,2002.0,10.1,200,254,78.7,2928,452,124,140,88.6,62,75,82.7,9,21,42.9,1.0,0.7,0.6,0.3,9.0,6.0,9.0,6.0,19.0,ENG-Premier League,2024.0,passing,GHA,"FW,MF",23-055,2002.0,10.1,401,10,48,149,216,40,401,73,30,41.1,37,50.7,266,2319,1176,47,30,18,31,19,289,64,ENG-Premier League,2024.0,possession,GHA,"FW,MF",23-055,2002.0,10.1,13,11,5,3,5,6,11,54.5,5,9,0,9,4.0,17.0,5.0,0.0,ENG-Premier League,2024.0,defense,GHA,"FW,MF",23-055,2002.0,10.1,0,0,0,12,10,1,22,4,11,0,0,0,43,6,20,23.1,ENG-Premier League,2024.0,misc
