composite_key,nation,pos,age,born,Playing Time,Playing Time.1,Playing Time.2,Playing Time.3,Performance,Performance.1,Performance.2,Performance.3,Performance.4,Performance.5,Performance.6,Performance.7,Expected,Expected.1,Expected.2,Expected.3,Progression,Progression.1,Progression.2,Per 90 Minutes,Per 90 Minutes.1,Per 90 Minutes.2,Per 90 Minutes.3,Per 90 Minutes.4,Per 90 Minutes.5,Per 90 Minutes.6,Per 90 Minutes.7,Per 90 Minutes.8,Per 90 Minutes.9,league,season,stat_type,nation_dup,pos_dup,age_dup,born_dup,90s,Standard,Standard.1,Standard.2,Standard.3,Standard.4,Standard.5,Standard.6,Standard.7,Standard.8,Standard.9,Standard.10,Standard.11,Expected_dup,Expected.1_dup,Expected.2_dup,Expected.3_dup,Expected.4,league_dup,season_dup,stat_type_dup,nation_dup,pos_dup,age_dup,born_dup,90s_dup,Total,Total.1,Total.2,Total.3,Total.4,Short,Short.1,Short.2,Medium,Medium.1,Medium.2,Long,Long.1,Long.2,Ast,xAG,Expected_dup,Expected.1_dup,KP,1/3,PPA,CrsPA,PrgP,league_dup,season_dup,stat_type_dup,nation_dup,pos_dup,age_dup,born_dup,90s_dup,Touches,Touches.1,Touches.2,Touches.3,Touches.4,Touches.5,Touches.6,Take-Ons,Take-Ons.1,Take-Ons.2,Take-Ons.3,Take-Ons.4,Carries,Carries.1,Carries.2,Carries.3,Carries.4,Carries.5,Carries.6,Carries.7,Receiving,Receiving.1,league_dup,season_dup,stat_type_dup,nation_dup,pos_dup,age_dup,born_dup,90s_dup,Tackles,Tackles.1,Tackles.2,Tackles.3,Tackles.4,Challenges,Challenges.1,Challenges.2,Challenges.3,Blocks,Blocks.1,Blocks.2,Int,Tkl+Int,Clr,Err,league_dup,season_dup,stat_type_dup,nation_dup,pos_dup,age_dup,born_dup,90s_dup,Performance_dup,Performance.1_dup,Performance.2_dup,Performance.3_dup,Performance.4_dup,Performance.5_dup,Performance.6_dup,Performance.7_dup,Performance.8,Performance.9,Performance.10,Performance.11,Performance.12,Aerial Duels,Aerial Duels.1,Aerial Duels.2,league_dup,season_dup,stat_type_dup
ENG_DF_22.0_1997.0,ENG,DF,22.0,1997.0,36,35,3196,35.5,2,0,2,2,0,0,3,0,2.4,2.4,0.1,2.5,3,32,5,0.06,0.0,0.06,0.06,0.06,0.07,0.0,0.07,0.07,0.07,ENG-Premier League,2020.0,standard,ENG,DF,22.0,1997.0,35.5,2,22,7,31.8,0.62,0.2,0.09,0.29,9.7,0,0,0,2.4,2.4,0.11,-0.4,-0.4,ENG-Premier League,2020.0,shooting,ENG,DF,22.0,1997.0,35.5,1102,1305,84.4,21620,6304,325,378,86.0,646,702,92.0,113,184,61.4,0.0,0.1,0.1,-0.1,2.0,37.0,2.0,0.0,32.0,ENG-Premier League,2020.0,passing,ENG,DF,22.0,1997.0,35.5,1660,315,961,631,73,34,1660,6,6,100.0,0,0.0,853,2982,1375,3,1,0,18,7,954,5,ENG-Premier League,2020.0,possession,ENG,DF,22.0,1997.0,35.5,25,13,18,6,1,9,13,69.2,4,53,47,6,29.0,54.0,162.0,1.0,ENG-Premier League,2020.0,defense,ENG,DF,22.0,1997.0,35.5,3,0,0,19,54,1,3,29,13,0,1,0,156,93,54,63.3,ENG-Premier League,2020.0,misc
ENG_DF_22.0_1998.0,ENG,DF,22.0,1998.0,31,29,2685,29.8,0,2,2,0,0,0,4,0,1.0,1.0,0.8,1.8,46,63,10,0.0,0.07,0.07,0.0,0.07,0.03,0.03,0.06,0.03,0.06,ENG-Premier League,2020.0,standard,ENG,DF,22.0,1998.0,29.8,0,14,2,14.3,0.47,0.07,0.0,0.0,16.1,0,0,0,1.0,1.0,0.07,-1.0,-1.0,ENG-Premier League,2020.0,shooting,ENG,DF,22.0,1998.0,29.8,1109,1329,83.4,19284,5595,476,538,88.5,529,582,90.9,86,151,57.0,2.0,0.8,0.4,1.2,4.0,63.0,7.0,2.0,63.0,ENG-Premier League,2020.0,passing,ENG,DF,22.0,1998.0,29.8,1692,208,847,740,124,16,1692,12,9,75.0,3,25.0,826,5110,2999,46,27,2,27,6,964,10,ENG-Premier League,2020.0,possession,ENG,DF,22.0,1998.0,29.8,55,33,37,15,3,27,41,65.9,14,56,37,19,33.0,88.0,120.0,0.0,ENG-Premier League,2020.0,defense,ENG,DF,22.0,1998.0,29.8,4,0,0,15,17,4,6,33,33,0,1,1,136,57,32,64.0,ENG-Premier League,2020.0,misc
ENG_DF_23.0_1996.0,ENG,DF,23.0,1996.0,27,27,2286,25.4,3,5,8,3,0,0,3,0,2.4,2.4,2.4,4.9,94,111,186,0.12,0.2,0.31,0.12,0.31,0.1,0.1,0.19,0.1,0.19,ENG-Premier League,2020.0,standard,ENG,DF,23.0,1996.0,25.4,3,27,10,37.0,1.06,0.39,0.11,0.3,14.4,0,0,0,2.4,2.4,0.09,0.6,0.6,ENG-Premier League,2020.0,shooting,ENG,DF,23.0,1996.0,25.4,1431,1839,77.8,21008,6743,823,900,91.4,448,592,75.7,92,199,46.2,5.0,2.4,2.6,2.6,30.0,90.0,26.0,10.0,111.0,ENG-Premier League,2020.0,passing,ENG,DF,23.0,1996.0,25.4,2104,49,518,875,725,65,2104,27,16,59.3,11,40.7,1173,6779,3594,94,68,9,34,19,1418,186,ENG-Premier League,2020.0,possession,ENG,DF,23.0,1996.0,25.4,42,22,16,22,4,15,33,45.5,18,28,3,25,24.0,66.0,58.0,0.0,ENG-Premier League,2020.0,defense,ENG,DF,23.0,1996.0,25.4,3,0,0,23,41,8,136,24,22,0,0,0,122,38,33,53.5,ENG-Premier League,2020.0,misc
ENG_DF_24.0_1995.0,ENG,DF,24.0,1995.0,30,28,2558,28.4,0,1,1,0,0,0,2,0,1.0,1.0,0.2,1.2,10,114,1,0.0,0.04,0.04,0.0,0.04,0.04,0.01,0.04,0.04,0.04,ENG-Premier League,2020.0,standard,ENG,DF,24.0,1995.0,28.4,0,14,2,14.3,0.49,0.07,0.0,0.0,12.8,0,0,0,1.0,1.0,0.07,-1.0,-1.0,ENG-Premier League,2020.0,shooting,ENG,DF,24.0,1995.0,28.4,1578,1819,86.8,31638,10249,470,510,92.2,912,989,92.2,183,283,64.7,1.0,0.2,0.4,0.8,4.0,123.0,6.0,0.0,114.0,ENG-Premier League,2020.0,passing,ENG,DF,24.0,1995.0,28.4,2093,283,1051,980,68,22,2093,11,8,72.7,3,27.3,1350,6434,3872,10,10,0,12,6,1486,1,ENG-Premier League,2020.0,possession,ENG,DF,24.0,1995.0,28.4,43,20,28,13,2,17,35,48.6,18,37,27,10,24.0,67.0,120.0,0.0,ENG-Premier League,2020.0,defense,ENG,DF,24.0,1995.0,28.4,2,0,0,25,5,2,2,24,20,0,0,1,138,71,60,54.2,ENG-Premier League,2020.0,misc
ENG_DF_26.0_1993.0,ENG,DF,26.0,1993.0,29,28,2426,27.0,0,1,1,0,0,0,1,0,0.1,0.1,1.4,1.5,62,73,68,0.0,0.04,0.04,0.0,0.04,0.0,0.05,0.06,0.0,0.06,ENG-Premier League,2020.0,standard,ENG,DF,26.0,1993.0,27.0,0,3,2,66.7,0.11,0.07,0.0,0.0,23.6,0,0,0,0.1,0.1,0.04,-0.1,-0.1,ENG-Premier League,2020.0,shooting,ENG,DF,26.0,1993.0,27.0,922,1342,68.7,15099,6380,496,563,88.1,308,437,70.5,94,261,36.0,1.0,1.4,1.8,-0.4,12.0,71.0,25.0,18.0,73.0,ENG-Premier League,2020.0,passing,ENG,DF,26.0,1993.0,27.0,1624,126,521,752,363,10,1624,47,25,53.2,22,46.8,765,5336,2392,62,53,4,21,9,846,68,ENG-Premier League,2020.0,possession,ENG,DF,26.0,1993.0,27.0,48,28,30,15,3,25,46,54.3,21,36,19,17,29.0,77.0,87.0,2.0,ENG-Premier League,2020.0,defense,ENG,DF,26.0,1993.0,27.0,1,0,0,9,34,1,105,29,28,0,0,0,140,39,30,56.5,ENG-Premier League,2020.0,misc
ENG_DF_26.0_1994.0,ENG,DF,26.0,1994.0,22,22,1933,21.5,4,0,4,4,0,0,0,1,1.8,1.8,0.1,1.8,38,101,3,0.19,0.0,0.19,0.19,0.19,0.08,0.0,0.09,0.08,0.09,ENG-Premier League,2020.0,standard,ENG,DF,26.0,1994.0,21.5,4,15,5,33.3,0.7,0.23,0.27,0.8,13.9,0,0,0,1.8,1.8,0.12,2.2,2.2,ENG-Premier League,2020.0,shooting,ENG,DF,26.0,1994.0,21.5,1620,1737,93.3,27840,8403,682,711,95.9,807,843,95.7,96,133,72.2,0.0,0.1,0.4,-0.1,2.0,115.0,4.0,0.0,101.0,ENG-Premier League,2020.0,passing,ENG,DF,26.0,1994.0,21.5,1886,137,677,1099,119,17,1886,11,10,90.9,1,9.1,1370,8437,4920,38,40,0,4,2,1520,3,ENG-Premier League,2020.0,possession,ENG,DF,26.0,1994.0,21.5,21,10,13,5,3,9,14,64.3,5,23,15,8,18.0,39.0,56.0,1.0,ENG-Premier League,2020.0,defense,ENG,DF,26.0,1994.0,21.5,0,1,0,7,9,1,1,18,10,0,0,0,106,38,19,66.7,ENG-Premier League,2020.0,misc
ENG_DF_27.0_1992.0,ENG,DF,27.0,1992.0,36,36,3240,36.0,1,0,1,1,0,0,6,0,3.4,3.4,1.2,4.5,4,83,13,0.03,0.0,0.03,0.03,0.03,0.09,0.03,0.13,0.09,0.13,ENG-Premier League,2020.0,standard,ENG,DF,27.0,1992.0,36.0,1,22,5,22.7,0.61,0.14,0.05,0.2,9.2,0,0,0,3.4,3.4,0.15,-2.4,-2.4,ENG-Premier League,2020.0,shooting,ENG,DF,27.0,1992.0,36.0,889,1279,69.5,19153,8450,285,379,75.2,408,520,78.5,172,319,53.9,0.0,1.2,1.3,-1.2,12.0,69.0,17.0,2.0,83.0,ENG-Premier League,2020.0,passing,ENG,DF,27.0,1992.0,36.0,1676,245,814,737,131,65,1676,14,12,85.7,2,14.3,692,3133,1498,4,7,0,17,4,793,13,ENG-Premier League,2020.0,possession,ENG,DF,27.0,1992.0,36.0,66,39,52,11,3,25,49,51.0,24,54,42,12,44.0,110.0,163.0,1.0,ENG-Premier League,2020.0,defense,ENG,DF,27.0,1992.0,36.0,6,0,0,27,29,3,6,44,39,0,0,0,160,165,71,69.9,ENG-Premier League,2020.0,misc
ENG_DF_27.0_1993.0,ENG,DF,27.0,1993.0,36,36,3194,35.5,2,2,4,2,0,0,6,1,1.9,1.9,0.4,2.4,12,104,5,0.06,0.06,0.11,0.06,0.11,0.05,0.01,0.07,0.05,0.07,ENG-Premier League,2020.0,standard,ENG,DF,27.0,1993.0,35.5,2,19,7,36.8,0.54,0.2,0.11,0.29,9.9,0,0,0,1.9,1.9,0.1,0.1,0.1,ENG-Premier League,2020.0,shooting,ENG,DF,27.0,1993.0,35.5,1314,1696,77.5,27322,12308,380,439,86.6,745,816,91.3,165,379,43.5,2.0,0.4,0.5,1.6,7.0,97.0,4.0,1.0,104.0,ENG-Premier League,2020.0,passing,ENG,DF,27.0,1993.0,35.5,2075,342,1202,804,85,37,2075,8,6,75.0,2,25.0,1085,6061,3047,12,10,1,19,4,1210,5,ENG-Premier League,2020.0,possession,ENG,DF,27.0,1993.0,35.5,32,16,23,7,2,16,24,66.7,8,59,40,19,41.0,73.0,172.0,3.0,ENG-Premier League,2020.0,defense,ENG,DF,27.0,1993.0,35.5,6,1,1,21,18,3,5,41,16,0,0,1,209,90,35,72.0,ENG-Premier League,2020.0,misc
ENG_DF_28.0_1991.0,ENG,DF,28.0,1991.0,33,33,2931,32.6,5,0,5,5,0,0,5,2,2.2,2.2,1.2,3.4,27,82,7,0.15,0.0,0.15,0.15,0.15,0.07,0.04,0.1,0.07,0.1,ENG-Premier League,2020.0,standard,ENG,DF,28.0,1991.0,32.6,5,32,14,43.8,0.98,0.43,0.16,0.36,15.2,3,0,0,2.2,2.2,0.07,2.8,2.8,ENG-Premier League,2020.0,shooting,ENG,DF,28.0,1991.0,32.6,2000,2240,89.3,40874,13278,601,645,93.2,1094,1142,95.8,276,405,68.1,0.0,1.2,1.2,-1.2,10.0,100.0,2.0,0.0,82.0,ENG-Premier League,2020.0,passing,ENG,DF,28.0,1991.0,32.6,2511,361,1412,997,114,48,2511,8,6,75.0,2,25.0,1514,7618,3763,27,15,0,12,1,1743,7,ENG-Premier League,2020.0,possession,ENG,DF,28.0,1991.0,32.6,30,15,20,8,2,16,23,69.6,7,29,20,9,32.0,62.0,106.0,0.0,ENG-Premier League,2020.0,defense,ENG,DF,28.0,1991.0,32.6,5,2,0,22,20,2,1,32,15,0,0,1,223,78,37,67.8,ENG-Premier League,2020.0,misc
ENG_DF_28.0_1992.0,ENG,DF,28.0,1992.0,27,23,2061,22.9,1,0,1,1,0,0,5,0,1.5,1.5,0.8,2.3,34,87,73,0.04,0.0,0.04,0.04,0.04,0.07,0.04,0.1,0.07,0.1,ENG-Premier League,2020.0,standard,ENG,DF,28.0,1992.0,22.9,1,17,6,35.3,0.74,0.26,0.06,0.17,14.4,0,0,0,1.5,1.5,0.09,-0.5,-0.5,ENG-Premier League,2020.0,shooting,ENG,DF,28.0,1992.0,22.9,954,1280,74.5,14625,4510,508,616,82.5,365,461,79.2,53,126,42.1,0.0,0.8,1.0,-0.8,10.0,75.0,14.0,7.0,87.0,ENG-Premier League,2020.0,passing,ENG,DF,28.0,1992.0,22.9,1549,109,474,756,332,40,1549,20,12,60.0,8,40.0,749,3852,2098,34,22,1,28,9,934,73,ENG-Premier League,2020.0,possession,ENG,DF,28.0,1992.0,22.9,50,26,33,14,3,27,53,50.9,26,30,7,23,31.0,81.0,75.0,0.0,ENG-Premier League,2020.0,defense,ENG,DF,28.0,1992.0,22.9,5,0,0,35,6,4,37,31,26,0,1,1,109,95,41,69.9,ENG-Premier League,2020.0,misc
ENG_DF_29.0_1991.0,ENG,DF,29.0,1991.0,13,13,1145,12.7,0,1,1,0,0,0,2,0,0.2,0.2,0.2,0.4,18,42,20,0.0,0.08,0.08,0.0,0.08,0.01,0.02,0.03,0.01,0.03,ENG-Premier League,2020.0,standard,ENG,DF,29.0,1991.0,12.7,0,4,1,25.0,0.31,0.08,0.0,0.0,21.7,0,0,0,0.2,0.2,0.04,-0.2,-0.2,ENG-Premier League,2020.0,shooting,ENG,DF,29.0,1991.0,12.7,448,593,75.5,6376,2615,272,302,90.1,142,191,74.3,19,54,35.2,1.0,0.2,0.3,0.8,4.0,24.0,13.0,5.0,42.0,ENG-Premier League,2020.0,passing,ENG,DF,29.0,1991.0,12.7,698,35,227,331,142,6,698,6,4,66.7,2,33.3,346,1638,820,18,10,0,8,2,364,20,ENG-Premier League,2020.0,possession,ENG,DF,29.0,1991.0,12.7,17,10,8,8,1,9,16,56.3,7,7,2,5,18.0,35.0,25.0,1.0,ENG-Premier League,2020.0,defense,ENG,DF,29.0,1991.0,12.7,2,0,0,4,2,0,23,18,10,0,0,0,56,4,10,28.6,ENG-Premier League,2020.0,misc
ENG_DF_30.0_1989.0,ENG,DF,30.0,1989.0,30,30,2693,29.9,2,0,2,2,0,0,3,0,2.3,2.3,0.3,2.6,0,54,3,0.07,0.0,0.07,0.07,0.07,0.08,0.01,0.09,0.08,0.09,ENG-Premier League,2020.0,standard,ENG,DF,30.0,1989.0,29.9,2,22,6,27.3,0.74,0.2,0.09,0.33,10.6,0,0,0,2.3,2.3,0.1,-0.3,-0.3,ENG-Premier League,2020.0,shooting,ENG,DF,30.0,1989.0,29.9,802,1130,71.0,16119,6522,296,354,83.6,365,456,80.0,132,279,47.3,0.0,0.3,0.2,-0.3,5.0,44.0,1.0,0.0,54.0,ENG-Premier League,2020.0,passing,ENG,DF,30.0,1989.0,29.9,1467,237,716,702,58,44,1467,6,4,66.7,2,33.3,626,2474,1029,0,1,0,9,2,672,3,ENG-Premier League,2020.0,possession,ENG,DF,30.0,1989.0,29.9,32,15,16,14,2,14,29,48.3,15,54,45,9,43.0,75.0,148.0,2.0,ENG-Premier League,2020.0,defense,ENG,DF,30.0,1989.0,29.9,3,0,0,15,19,1,0,43,15,0,0,0,170,108,65,62.4,ENG-Premier League,2020.0,misc
ENG_DF_31.0_1989.0,ENG,DF,31.0,1989.0,34,34,3060,34.0,1,1,2,1,0,0,5,0,0.8,0.8,3.1,3.9,49,127,59,0.03,0.03,0.06,0.03,0.06,0.02,0.09,0.12,0.02,0.12,ENG-Premier League,2020.0,standard,ENG,DF,31.0,1989.0,34.0,1,21,4,19.0,0.62,0.12,0.05,0.25,24.9,0,0,0,0.8,0.8,0.04,0.2,0.2,ENG-Premier League,2020.0,shooting,ENG,DF,31.0,1989.0,34.0,1061,1550,68.5,18130,8412,573,640,89.5,337,471,71.5,136,366,37.2,1.0,3.1,2.5,-2.1,25.0,125.0,48.0,12.0,127.0,ENG-Premier League,2020.0,passing,ENG,DF,31.0,1989.0,34.0,1882,137,559,902,438,20,1882,40,27,67.5,13,32.5,823,3849,2424,49,36,4,38,10,920,59,ENG-Premier League,2020.0,possession,ENG,DF,31.0,1989.0,34.0,54,32,31,22,1,32,73,43.8,41,36,13,23,56.0,110.0,91.0,1.0,ENG-Premier League,2020.0,defense,ENG,DF,31.0,1989.0,34.0,5,0,0,19,13,0,84,56,32,0,0,0,196,33,23,58.9,ENG-Premier League,2020.0,misc
ENG_DF_33.0_1987.0,ENG,DF,33.0,1987.0,15,15,1350,15.0,1,0,1,1,0,0,1,0,0.3,0.3,0.0,0.3,2,34,0,0.07,0.0,0.07,0.07,0.07,0.02,0.0,0.02,0.02,0.02,ENG-Premier League,2020.0,standard,ENG,DF,33.0,1987.0,15.0,1,4,1,25.0,0.27,0.07,0.25,1.0,10.2,0,0,0,0.3,0.3,0.07,0.7,0.7,ENG-Premier League,2020.0,shooting,ENG,DF,33.0,1987.0,15.0,521,644,80.9,9263,4633,226,248,91.1,238,267,89.1,46,104,44.2,0.0,0.0,0.2,0.0,1.0,25.0,0.0,0.0,34.0,ENG-Premier League,2020.0,passing,ENG,DF,33.0,1987.0,15.0,769,103,424,324,25,17,769,4,4,100.0,0,0.0,397,1543,779,2,0,0,5,0,446,0,ENG-Premier League,2020.0,possession,ENG,DF,33.0,1987.0,15.0,6,4,5,1,0,4,11,36.4,7,16,14,2,18.0,24.0,59.0,1.0,ENG-Premier League,2020.0,defense,ENG,DF,33.0,1987.0,15.0,1,0,0,6,5,0,0,18,4,0,0,0,73,51,29,63.8,ENG-Premier League,2020.0,misc
ENG_DF_34.0_1985.0,ENG,DF,34.0,1985.0,20,20,1800,20.0,1,1,2,1,0,0,3,0,0.7,0.7,0.6,1.4,3,46,0,0.05,0.05,0.1,0.05,0.1,0.04,0.03,0.07,0.04,0.07,ENG-Premier League,2020.0,standard,ENG,DF,34.0,1985.0,20.0,1,11,3,27.3,0.55,0.15,0.09,0.33,12.5,0,0,0,0.7,0.7,0.07,0.3,0.3,ENG-Premier League,2020.0,shooting,ENG,DF,34.0,1985.0,20.0,615,748,82.2,11797,4658,230,272,84.6,310,340,91.2,64,116,55.2,1.0,0.6,1.0,0.4,8.0,35.0,2.0,0.0,46.0,ENG-Premier League,2020.0,passing,ENG,DF,34.0,1985.0,20.0,938,145,564,334,41,27,938,1,1,100.0,0,0.0,449,2207,997,3,0,0,7,1,529,0,ENG-Premier League,2020.0,possession,ENG,DF,34.0,1985.0,20.0,13,9,10,3,0,7,11,63.6,4,27,22,5,13.0,26.0,88.0,0.0,ENG-Premier League,2020.0,defense,ENG,DF,34.0,1985.0,20.0,3,0,0,12,3,3,0,13,9,0,0,0,64,69,36,65.7,ENG-Premier League,2020.0,misc
"ENG_FW,DF_19.0_2000.0",ENG,"FW,DF",19.0,2000.0,23,10,1059,11.8,2,3,5,2,0,0,0,0,1.3,1.3,2.8,4.1,89,75,155,0.17,0.25,0.42,0.17,0.42,0.11,0.24,0.35,0.11,0.35,ENG-Premier League,2020.0,standard,ENG,"FW,DF",19.0,2000.0,11.8,2,23,6,26.1,1.95,0.51,0.09,0.33,19.3,0,0,0,1.3,1.3,0.06,0.7,0.7,ENG-Premier League,2020.0,shooting,ENG,"FW,DF",19.0,2000.0,11.8,533,659,80.9,7903,1791,315,349,90.3,139,179,77.7,39,65,60.0,3.0,2.8,2.9,0.2,31.0,29.0,43.0,13.0,75.0,ENG-Premier League,2020.0,passing,ENG,"FW,DF",19.0,2000.0,11.8,775,8,85,226,473,58,775,29,15,51.7,14,48.3,477,3474,2076,89,39,30,14,15,604,155,ENG-Premier League,2020.0,possession,ENG,"FW,DF",19.0,2000.0,11.8,23,15,11,7,5,8,21,38.1,13,15,1,14,6.0,29.0,6.0,0.0,ENG-Premier League,2020.0,defense,ENG,"FW,DF",19.0,2000.0,11.8,0,0,0,11,8,5,58,6,15,0,0,0,47,1,9,10.0,ENG-Premier League,2020.0,misc
"ENG_FW,MF_18.0_2001.0",ENG,"FW,MF",18.0,2001.0,32,30,2553,28.4,5,3,8,5,0,0,1,0,6.9,6.9,4.4,11.3,85,101,269,0.18,0.11,0.28,0.18,0.28,0.24,0.16,0.4,0.24,0.4,ENG-Premier League,2020.0,standard,ENG,"FW,MF",18.0,2001.0,28.4,5,61,20,32.8,2.15,0.71,0.08,0.25,16.1,1,0,0,6.9,6.9,0.11,-1.9,-1.9,ENG-Premier League,2020.0,shooting,ENG,"FW,MF",18.0,2001.0,28.4,858,1161,73.9,11752,2855,525,606,86.6,242,326,74.2,40,116,34.5,3.0,4.4,5.0,-1.4,38.0,55.0,31.0,9.0,101.0,ENG-Premier League,2020.0,passing,ENG,"FW,MF",18.0,2001.0,28.4,1503,39,213,520,783,142,1503,87,46,52.9,41,47.1,905,5219,2850,85,53,36,75,42,1098,269,ENG-Premier League,2020.0,possession,ENG,"FW,MF",18.0,2001.0,28.4,25,16,10,13,2,11,40,27.5,29,21,2,19,25.0,50.0,24.0,0.0,ENG-Premier League,2020.0,defense,ENG,"FW,MF",18.0,2001.0,28.4,1,0,0,28,64,15,148,25,16,1,0,1,115,13,42,23.6,ENG-Premier League,2020.0,misc
"ENG_FW,MF_20.0_2000.0",ENG,"FW,MF",20.0,2000.0,28,17,1616,18.0,9,5,14,9,0,0,0,0,5.0,5.0,3.6,8.6,81,69,213,0.5,0.28,0.78,0.5,0.78,0.28,0.2,0.48,0.28,0.48,ENG-Premier League,2020.0,standard,ENG,"FW,MF",20.0,2000.0,18.0,9,45,20,44.4,2.51,1.11,0.2,0.45,15.0,0,0,0,5.0,5.0,0.11,4.0,4.0,ENG-Premier League,2020.0,shooting,ENG,"FW,MF",20.0,2000.0,18.0,689,845,81.5,9142,1889,447,488,91.6,175,212,82.5,24,62,38.7,5.0,3.6,2.6,1.4,30.0,36.0,21.0,2.0,69.0,ENG-Premier League,2020.0,passing,ENG,"FW,MF",20.0,2000.0,18.0,1065,14,93,373,615,121,1065,67,38,56.7,29,43.3,673,3812,2138,81,40,42,47,15,833,213,ENG-Premier League,2020.0,possession,ENG,"FW,MF",20.0,2000.0,18.0,22,11,12,8,2,9,23,39.1,14,9,0,9,11.0,33.0,11.0,0.0,ENG-Premier League,2020.0,defense,ENG,"FW,MF",20.0,2000.0,18.0,0,0,0,12,34,3,74,11,11,0,0,0,72,16,26,38.1,ENG-Premier League,2020.0,misc
"ENG_FW,MF_22.0_1997.0",ENG,"FW,MF",22.0,1997.0,25,22,1945,21.6,9,4,13,9,0,0,0,0,5.9,5.9,1.6,7.5,105,56,163,0.42,0.19,0.6,0.42,0.6,0.27,0.07,0.35,0.27,0.35,ENG-Premier League,2020.0,standard,ENG,"FW,MF",22.0,1997.0,21.6,9,56,25,44.6,2.59,1.16,0.16,0.36,17.5,0,0,0,5.9,5.9,0.11,3.1,3.1,ENG-Premier League,2020.0,shooting,ENG,"FW,MF",22.0,1997.0,21.6,459,637,72.1,6331,1534,272,343,79.3,135,171,78.9,20,37,54.1,4.0,1.6,2.4,2.4,26.0,38.0,17.0,1.0,56.0,ENG-Premier League,2020.0,passing,ENG,"FW,MF",22.0,1997.0,21.6,914,13,109,344,482,96,914,89,40,44.9,49,55.1,591,4576,2576,105,79,33,58,31,706,163,ENG-Premier League,2020.0,possession,ENG,"FW,MF",22.0,1997.0,21.6,19,9,11,3,5,5,22,22.7,17,16,3,13,8.0,27.0,11.0,0.0,ENG-Premier League,2020.0,defense,ENG,"FW,MF",22.0,1997.0,21.6,0,0,0,16,33,1,27,8,9,0,0,0,86,24,32,42.9,ENG-Premier League,2020.0,misc
"ENG_FW,MF_22.0_1998.0",ENG,"FW,MF",22.0,1998.0,15,1,277,3.1,1,1,2,1,0,0,0,0,1.5,1.5,0.6,2.1,7,6,37,0.32,0.32,0.65,0.32,0.65,0.47,0.19,0.67,0.47,0.67,ENG-Premier League,2020.0,standard,ENG,"FW,MF",22.0,1998.0,3.1,1,9,2,22.2,2.92,0.65,0.11,0.5,10.6,0,0,0,1.5,1.5,0.16,-0.5,-0.5,ENG-Premier League,2020.0,shooting,ENG,"FW,MF",22.0,1998.0,3.1,55,77,71.4,689,133,38,41,92.7,11,20,55.0,2,5,40.0,1.0,0.6,0.4,0.4,6.0,2.0,3.0,0.0,6.0,ENG-Premier League,2020.0,passing,ENG,"FW,MF",22.0,1998.0,3.1,118,3,8,46,67,29,118,12,9,75.0,3,25.0,73,401,182,7,6,4,10,4,97,37,ENG-Premier League,2020.0,possession,ENG,"FW,MF",22.0,1998.0,3.1,2,1,1,0,1,0,1,0.0,1,1,0,1,0.0,2.0,2.0,0.0,ENG-Premier League,2020.0,defense,ENG,"FW,MF",22.0,1998.0,3.1,0,0,0,4,5,0,4,0,1,0,0,0,10,18,16,52.9,ENG-Premier League,2020.0,misc
"ENG_FW,MF_23.0_1996.0",ENG,"FW,MF",23.0,1996.0,38,30,2562,28.5,8,5,13,8,0,0,0,0,7.1,7.1,5.0,12.0,83,44,165,0.28,0.18,0.46,0.28,0.46,0.25,0.17,0.42,0.25,0.42,ENG-Premier League,2020.0,standard,ENG,"FW,MF",23.0,1996.0,28.5,8,55,16,29.1,1.93,0.56,0.15,0.5,16.4,0,0,0,7.1,7.1,0.13,0.9,0.9,ENG-Premier League,2020.0,shooting,ENG,"FW,MF",23.0,1996.0,28.5,493,752,65.6,8489,1874,237,301,78.7,162,226,71.7,63,128,49.2,5.0,5.0,4.1,0.0,29.0,22.0,21.0,6.0,44.0,ENG-Premier League,2020.0,passing,ENG,"FW,MF",23.0,1996.0,28.5,1038,12,142,391,528,103,1038,67,36,53.7,31,46.3,611,5080,1881,83,44,40,63,50,692,165,ENG-Premier League,2020.0,possession,ENG,"FW,MF",23.0,1996.0,28.5,26,15,12,7,7,10,29,34.5,19,19,1,18,22.0,48.0,10.0,0.0,ENG-Premier League,2020.0,defense,ENG,"FW,MF",23.0,1996.0,28.5,0,0,0,15,54,15,122,22,15,0,0,0,134,23,51,31.1,ENG-Premier League,2020.0,misc
