composite_key,nation,pos,age,born,Playing Time,Playing Time.1,Playing Time.2,Playing Time.3,Performance,Performance.1,Performance.2,Performance.3,Performance.4,Performance.5,Performance.6,Performance.7,Expected,Expected.1,Expected.2,Expected.3,Progression,Progression.1,Progression.2,Per 90 Minutes,Per 90 Minutes.1,Per 90 Minutes.2,Per 90 Minutes.3,Per 90 Minutes.4,Per 90 Minutes.5,Per 90 Minutes.6,Per 90 Minutes.7,Per 90 Minutes.8,Per 90 Minutes.9,league,season,stat_type,nation_dup,pos_dup,age_dup,born_dup,90s,Standard,Standard.1,Standard.2,Standard.3,Standard.4,Standard.5,Standard.6,Standard.7,Standard.8,Standard.9,Standard.10,Standard.11,Expected_dup,Expected.1_dup,Expected.2_dup,Expected.3_dup,Expected.4,league_dup,season_dup,stat_type_dup,nation_dup,pos_dup,age_dup,born_dup,90s_dup,Total,Total.1,Total.2,Total.3,Total.4,Short,Short.1,Short.2,Medium,Medium.1,Medium.2,Long,Long.1,Long.2,Ast,xAG,Expected_dup,Expected.1_dup,KP,1/3,PPA,CrsPA,PrgP,league_dup,season_dup,stat_type_dup,nation_dup,pos_dup,age_dup,born_dup,90s_dup,Touches,Touches.1,Touches.2,Touches.3,Touches.4,Touches.5,Touches.6,Take-Ons,Take-Ons.1,Take-Ons.2,Take-Ons.3,Take-Ons.4,Carries,Carries.1,Carries.2,Carries.3,Carries.4,Carries.5,Carries.6,Carries.7,Receiving,Receiving.1,league_dup,season_dup,stat_type_dup,nation_dup,pos_dup,age_dup,born_dup,90s_dup,Tackles,Tackles.1,Tackles.2,Tackles.3,Tackles.4,Challenges,Challenges.1,Challenges.2,Challenges.3,Blocks,Blocks.1,Blocks.2,Int,Tkl+Int,Clr,Err,league_dup,season_dup,stat_type_dup,nation_dup,pos_dup,age_dup,born_dup,90s_dup,Performance_dup,Performance.1_dup,Performance.2_dup,Performance.3_dup,Performance.4_dup,Performance.5_dup,Performance.6_dup,Performance.7_dup,Performance.8,Performance.9,Performance.10,Performance.11,Performance.12,Aerial Duels,Aerial Duels.1,Aerial Duels.2,league_dup,season_dup,stat_type_dup
DEN_FW_19.0_2003.0,DEN,FW,19.0,2003.0,21,9,786,8.7,0,0,0,0,0,0,4,0,1.6,1.6,0.1,1.7,7,2,41,0.0,0.0,0.0,0.0,0.0,0.19,0.01,0.2,0.19,0.2,ENG-Premier League,2023.0,standard,DEN,FW,19.0,2003.0,8.7,0,21,8,38.1,2.4,0.92,0.0,0.0,14.4,0,0,0,1.6,1.6,0.08,-1.6,-1.6,ENG-Premier League,2023.0,shooting,DEN,FW,19.0,2003.0,8.7,49,93,52.7,592,88,33,56,58.9,8,20,40.0,2,5,40.0,0.0,0.1,0.2,-0.1,1.0,3.0,2.0,1.0,2.0,ENG-Premier League,2023.0,passing,DEN,FW,19.0,2003.0,8.7,200,9,24,78,104,28,200,17,3,17.6,12,70.6,108,606,224,7,8,3,32,15,140,41,ENG-Premier League,2023.0,possession,DEN,FW,19.0,2003.0,8.7,2,2,1,0,1,1,2,50.0,1,3,1,2,2.0,4.0,9.0,0.0,ENG-Premier League,2023.0,defense,DEN,FW,19.0,2003.0,8.7,4,0,0,15,12,6,2,2,2,0,0,0,12,24,70,25.5,ENG-Premier League,2023.0,misc
DEN_FW_20.0_2003.0,DEN,FW,20.0,2003.0,30,25,2158,24.0,10,2,12,10,0,0,2,0,7.6,7.6,1.6,9.2,35,33,111,0.42,0.08,0.5,0.42,0.5,0.32,0.07,0.38,0.32,0.38,ENG-Premier League,2023.0,standard,DEN,FW,20.0,2003.0,24.0,10,38,20,52.6,1.58,0.83,0.26,0.5,11.6,0,0,0,7.6,7.6,0.2,2.4,2.4,ENG-Premier League,2023.0,shooting,DEN,FW,20.0,2003.0,24.0,304,402,75.6,3552,884,199,247,80.6,58,77,75.3,11,12,91.7,2.0,1.6,0.9,0.4,28.0,14.0,14.0,1.0,33.0,ENG-Premier League,2023.0,passing,DEN,FW,20.0,2003.0,24.0,612,20,61,262,297,96,612,38,18,47.4,18,47.4,355,2082,1088,35,26,14,50,29,429,111,ENG-Premier League,2023.0,possession,DEN,FW,20.0,2003.0,24.0,11,7,2,3,6,5,13,38.5,8,9,1,8,1.0,12.0,19.0,0.0,ENG-Premier League,2023.0,defense,DEN,FW,20.0,2003.0,24.0,2,0,0,20,30,15,6,1,7,0,1,0,60,25,65,27.8,ENG-Premier League,2023.0,misc
"DEN_MF,FW_24.0_1998.0",DEN,"MF,FW",24.0,1998.0,32,16,1249,13.9,6,0,6,5,1,1,1,0,5.0,4.2,1.5,5.7,61,38,146,0.43,0.0,0.43,0.36,0.36,0.36,0.1,0.46,0.3,0.41,ENG-Premier League,2023.0,standard,DEN,"MF,FW",24.0,1998.0,13.9,6,43,14,32.6,3.1,1.01,0.12,0.36,19.2,11,1,1,5.0,4.2,0.1,1.0,0.8,ENG-Premier League,2023.0,shooting,DEN,"MF,FW",24.0,1998.0,13.9,378,526,71.9,6208,1406,208,257,80.9,120,162,74.1,39,64,60.9,0.0,1.5,1.8,-1.5,25.0,12.0,13.0,2.0,38.0,ENG-Premier League,2023.0,passing,DEN,"MF,FW",24.0,1998.0,13.9,720,20,97,229,401,89,719,55,20,36.4,31,56.4,398,2539,1351,61,20,33,28,10,449,146,ENG-Premier League,2023.0,possession,DEN,"MF,FW",24.0,1998.0,13.9,9,4,4,3,2,7,21,33.3,14,16,2,14,7.0,16.0,23.0,0.0,ENG-Premier League,2023.0,defense,DEN,"MF,FW",24.0,1998.0,13.9,1,0,0,13,7,11,62,7,4,0,0,0,64,12,28,30.0,ENG-Premier League,2023.0,misc
DEN_MF_23.0_2000.0,DEN,MF,23.0,2000.0,23,7,842,9.4,0,2,2,0,0,0,2,0,0.9,0.9,1.4,2.4,16,61,32,0.0,0.21,0.21,0.0,0.21,0.1,0.16,0.25,0.1,0.25,ENG-Premier League,2023.0,standard,DEN,MF,23.0,2000.0,9.4,0,9,4,44.4,0.96,0.43,0.0,0.0,18.0,1,0,0,0.9,0.9,0.1,-0.9,-0.9,ENG-Premier League,2023.0,shooting,DEN,MF,23.0,2000.0,9.4,300,432,69.4,4940,1897,151,194,77.8,116,151,76.8,26,55,47.3,2.0,1.4,0.9,0.6,10.0,50.0,11.0,1.0,61.0,ENG-Premier League,2023.0,passing,DEN,MF,23.0,2000.0,9.4,555,15,108,260,195,20,555,20,9,45.0,11,55.0,316,1578,846,16,11,3,18,8,346,32,ENG-Premier League,2023.0,possession,DEN,MF,23.0,2000.0,9.4,29,17,13,9,7,14,40,35.0,26,23,1,22,11.0,40.0,10.0,1.0,ENG-Premier League,2023.0,defense,DEN,MF,23.0,2000.0,9.4,2,0,0,14,8,3,29,11,17,0,0,0,57,12,11,52.2,ENG-Premier League,2023.0,misc
DEN_MF_27.0_1995.0,DEN,MF,27.0,1995.0,36,8,1311,14.6,0,0,0,0,0,0,4,0,0.7,0.7,1.2,1.9,17,134,29,0.0,0.0,0.0,0.0,0.0,0.05,0.08,0.13,0.05,0.13,ENG-Premier League,2023.0,standard,DEN,MF,27.0,1995.0,14.6,0,19,6,31.6,1.3,0.41,0.0,0.0,26.5,3,0,0,0.7,0.7,0.04,-0.7,-0.7,ENG-Premier League,2023.0,shooting,DEN,MF,27.0,1995.0,14.6,1234,1415,87.2,20132,7286,652,718,90.8,440,480,91.7,100,142,70.4,0.0,1.2,1.5,-1.2,9.0,160.0,12.0,1.0,134.0,ENG-Premier League,2023.0,passing,DEN,MF,27.0,1995.0,14.6,1584,63,377,913,309,16,1584,23,12,52.2,10,43.5,1013,4239,1820,17,25,2,20,9,1231,29,ENG-Premier League,2023.0,possession,DEN,MF,27.0,1995.0,14.6,32,18,13,17,2,13,34,38.2,21,21,7,14,19.0,51.0,30.0,3.0,ENG-Premier League,2023.0,defense,DEN,MF,27.0,1995.0,14.6,4,0,0,20,17,0,14,19,18,0,0,1,121,8,13,38.1,ENG-Premier League,2023.0,misc
DEN_MF_27.0_1996.0,DEN,MF,27.0,1996.0,29,13,1398,15.5,2,2,4,2,0,0,3,1,2.5,2.5,3.2,5.7,22,53,63,0.13,0.13,0.26,0.13,0.26,0.16,0.21,0.36,0.16,0.36,ENG-Premier League,2023.0,standard,DEN,MF,27.0,1996.0,15.5,2,30,8,26.7,1.93,0.52,0.07,0.25,20.6,7,0,0,2.5,2.5,0.08,-0.5,-0.5,ENG-Premier League,2023.0,shooting,DEN,MF,27.0,1996.0,15.5,404,537,75.2,6037,1791,232,279,83.2,121,153,79.1,31,56,55.4,2.0,3.2,2.1,-1.2,23.0,39.0,15.0,4.0,53.0,ENG-Premier League,2023.0,passing,DEN,MF,27.0,1996.0,15.5,755,43,139,337,286,60,755,33,12,36.4,18,54.5,366,1772,798,22,23,6,27,17,438,63,ENG-Premier League,2023.0,possession,DEN,MF,27.0,1996.0,15.5,33,16,7,22,4,9,27,33.3,18,31,5,26,20.0,53.0,28.0,1.0,ENG-Premier League,2023.0,defense,DEN,MF,27.0,1996.0,15.5,3,1,0,19,12,0,29,20,16,0,0,0,76,36,24,60.0,ENG-Premier League,2023.0,misc
DEN_MF_29.0_1994.0,DEN,MF,29.0,1994.0,31,30,2505,27.8,2,1,3,2,0,0,8,0,3.5,3.5,1.9,5.4,15,161,42,0.07,0.04,0.11,0.07,0.11,0.12,0.07,0.19,0.12,0.19,ENG-Premier League,2023.0,standard,DEN,MF,29.0,1994.0,27.8,2,35,7,20.0,1.26,0.25,0.06,0.29,14.4,0,0,0,3.5,3.5,0.1,-1.5,-1.5,ENG-Premier League,2023.0,shooting,DEN,MF,29.0,1994.0,27.8,1199,1501,79.9,19114,6144,639,725,88.1,458,559,81.9,78,146,53.4,1.0,1.9,2.4,-0.9,24.0,113.0,26.0,4.0,161.0,ENG-Premier League,2023.0,passing,DEN,MF,29.0,1994.0,27.8,1846,99,522,944,388,57,1846,11,6,54.5,4,36.4,873,3367,1633,15,27,3,21,15,1089,42,ENG-Premier League,2023.0,possession,DEN,MF,29.0,1994.0,27.8,81,50,42,31,8,32,87,36.8,55,48,6,42,54.0,135.0,50.0,0.0,ENG-Premier League,2023.0,defense,DEN,MF,29.0,1994.0,27.8,8,0,0,41,32,1,22,54,50,0,0,0,216,40,46,46.5,ENG-Premier League,2023.0,misc
DEN_MF_31.0_1992.0,DEN,MF,31.0,1992.0,22,12,1141,12.7,1,2,3,1,0,0,1,0,1.0,1.0,2.3,3.3,20,68,23,0.08,0.16,0.24,0.08,0.24,0.08,0.18,0.26,0.08,0.26,ENG-Premier League,2023.0,standard,DEN,MF,31.0,1992.0,12.7,1,13,4,30.8,1.03,0.32,0.08,0.25,22.0,2,0,0,1.0,1.0,0.08,0.0,0.0,ENG-Premier League,2023.0,shooting,DEN,MF,31.0,1992.0,12.7,648,805,80.5,10504,2702,340,384,88.5,229,277,82.7,55,98,56.1,2.0,2.3,2.3,-0.3,27.0,66.0,17.0,3.0,68.0,ENG-Premier League,2023.0,passing,DEN,MF,31.0,1992.0,12.7,896,27,165,492,246,12,896,6,3,50.0,3,50.0,515,2319,1199,20,21,2,8,14,620,23,ENG-Premier League,2023.0,possession,DEN,MF,31.0,1992.0,12.7,18,13,5,10,3,12,33,36.4,21,17,6,11,4.0,22.0,13.0,0.0,ENG-Premier League,2023.0,defense,DEN,MF,31.0,1992.0,12.7,1,0,0,7,3,1,43,4,13,0,0,0,86,1,7,12.5,ENG-Premier League,2023.0,misc
ECU_DF_25.0_1998.0,ECU,DF,25.0,1998.0,19,15,1243,13.8,2,3,5,2,0,0,4,0,1.0,1.0,3.5,4.4,47,83,88,0.14,0.22,0.36,0.14,0.36,0.07,0.25,0.32,0.07,0.32,ENG-Premier League,2023.0,standard,ECU,DF,25.0,1998.0,13.8,2,11,6,54.5,0.8,0.43,0.18,0.33,18.8,0,0,0,1.0,1.0,0.09,1.0,1.0,ENG-Premier League,2023.0,shooting,ECU,DF,25.0,1998.0,13.8,809,962,84.1,11736,3617,480,524,91.6,270,313,86.3,32,64,50.0,3.0,3.5,2.3,-0.5,26.0,66.0,25.0,11.0,83.0,ENG-Premier League,2023.0,passing,ECU,DF,25.0,1998.0,13.8,1109,56,256,546,316,37,1109,23,9,39.1,9,39.1,693,3046,1806,47,30,13,20,6,735,88,ENG-Premier League,2023.0,possession,ECU,DF,25.0,1998.0,13.8,26,13,12,11,3,14,30,46.7,16,14,4,10,21.0,47.0,20.0,0.0,ENG-Premier League,2023.0,defense,ECU,DF,25.0,1998.0,13.8,4,0,0,22,17,5,65,21,13,0,0,1,90,12,14,46.2,ENG-Premier League,2023.0,misc
ECU_MF_21.0_2001.0,ECU,MF,21.0,2001.0,35,33,2866,31.8,1,3,4,1,0,0,11,0,0.4,0.4,2.6,3.0,27,173,27,0.03,0.09,0.13,0.03,0.13,0.01,0.08,0.09,0.01,0.09,ENG-Premier League,2023.0,standard,ECU,MF,21.0,2001.0,31.8,1,13,4,30.8,0.41,0.13,0.08,0.25,29.0,0,0,0,0.4,0.4,0.03,0.6,0.6,ENG-Premier League,2023.0,shooting,ECU,MF,21.0,2001.0,31.8,1907,2119,90.0,29696,8181,1046,1120,93.4,673,726,92.7,124,162,76.5,3.0,2.6,2.0,0.4,23.0,176.0,20.0,0.0,173.0,ENG-Premier League,2023.0,passing,ECU,MF,21.0,2001.0,31.8,2452,122,687,1405,382,9,2452,56,26,46.4,24,42.9,1378,5497,2466,27,31,1,36,24,1828,27,ENG-Premier League,2023.0,possession,ECU,MF,21.0,2001.0,31.8,91,46,38,42,11,36,60,60.0,24,59,25,34,37.0,128.0,44.0,4.0,ENG-Premier League,2023.0,defense,ECU,MF,21.0,2001.0,31.8,11,0,0,50,49,0,10,37,46,0,1,0,200,30,31,49.2,ENG-Premier League,2023.0,misc
EGY_FW_31.0_1992.0,EGY,FW,31.0,1992.0,32,28,2534,28.2,18,10,28,13,5,7,2,0,21.2,15.5,11.8,27.3,98,147,341,0.64,0.36,0.99,0.46,0.82,0.75,0.42,1.17,0.55,0.97,ENG-Premier League,2023.0,standard,EGY,FW,31.0,1992.0,28.2,18,107,47,43.9,3.8,1.67,0.12,0.28,15.5,1,5,7,21.2,15.5,0.15,-3.2,-2.5,ENG-Premier League,2023.0,shooting,EGY,FW,31.0,1992.0,28.2,737,1010,73.0,10826,3213,433,510,84.9,234,331,70.7,43,65,66.2,10.0,11.8,7.5,-1.8,66.0,56.0,68.0,6.0,147.0,ENG-Premier League,2023.0,passing,EGY,FW,31.0,1992.0,28.2,1359,4,47,460,866,241,1352,77,27,35.1,49,63.6,977,5309,2614,98,54,66,77,59,1116,341,ENG-Premier League,2023.0,possession,EGY,FW,31.0,1992.0,28.2,17,11,1,8,8,6,21,28.6,15,19,1,18,2.0,19.0,1.0,0.0,ENG-Premier League,2023.0,defense,EGY,FW,31.0,1992.0,28.2,2,0,0,12,26,17,41,2,11,1,0,0,84,6,14,30.0,ENG-Premier League,2023.0,misc
"ENG_DF,FW_23.0_2000.0",ENG,"DF,FW",23.0,2000.0,14,4,544,6.0,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,17,22,33,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,ENG-Premier League,2023.0,standard,ENG,"DF,FW",23.0,2000.0,6.0,0,6,2,33.3,0.99,0.33,0.0,0.0,24.1,0,0,0,0.2,0.2,0.03,-0.2,-0.2,ENG-Premier League,2023.0,shooting,ENG,"DF,FW",23.0,2000.0,6.0,246,334,73.7,3816,1465,141,156,90.4,88,121,72.7,14,33,42.4,0.0,0.0,0.1,0.0,0.0,18.0,1.0,0.0,22.0,ENG-Premier League,2023.0,passing,ENG,"DF,FW",23.0,2000.0,6.0,417,21,139,169,119,4,417,25,11,44.0,12,48.0,232,1479,633,17,11,1,6,10,243,33,ENG-Premier League,2023.0,possession,ENG,"DF,FW",23.0,2000.0,6.0,11,7,7,3,1,9,14,64.3,5,2,1,1,5.0,16.0,14.0,0.0,ENG-Premier League,2023.0,defense,ENG,"DF,FW",23.0,2000.0,6.0,1,0,0,3,7,1,31,5,7,0,0,0,49,7,12,36.8,ENG-Premier League,2023.0,misc
"ENG_DF,MF_18.0_2004.0",ENG,"DF,MF",18.0,2004.0,16,8,809,9.0,2,0,2,2,0,0,1,0,0.6,0.6,1.1,1.8,21,33,46,0.22,0.0,0.22,0.22,0.22,0.07,0.12,0.19,0.07,0.19,ENG-Premier League,2023.0,standard,ENG,"DF,MF",18.0,2004.0,9.0,2,5,4,80.0,0.56,0.44,0.4,0.5,15.5,0,0,0,0.6,0.6,0.13,1.4,1.4,ENG-Premier League,2023.0,shooting,ENG,"DF,MF",18.0,2004.0,9.0,518,568,91.2,7100,1127,339,351,96.6,159,170,93.5,12,20,60.0,0.0,1.1,1.2,-1.1,13.0,29.0,9.0,0.0,33.0,ENG-Premier League,2023.0,passing,ENG,"DF,MF",18.0,2004.0,9.0,620,8,119,287,220,30,620,9,4,44.4,4,44.4,380,1758,964,21,20,5,2,12,486,46,ENG-Premier League,2023.0,possession,ENG,"DF,MF",18.0,2004.0,9.0,10,7,4,4,2,3,7,42.9,4,7,1,6,4.0,14.0,6.0,0.0,ENG-Premier League,2023.0,defense,ENG,"DF,MF",18.0,2004.0,9.0,1,0,0,7,20,0,1,4,7,0,0,0,42,0,6,0.0,ENG-Premier League,2023.0,misc
"ENG_DF,MF_23.0_1999.0",ENG,"DF,MF",23.0,1999.0,37,37,3204,35.6,2,3,5,2,0,0,6,0,1.6,1.6,2.8,4.4,32,94,159,0.06,0.08,0.14,0.06,0.14,0.04,0.08,0.12,0.04,0.12,ENG-Premier League,2023.0,standard,ENG,"DF,MF",23.0,1999.0,35.6,2,12,4,33.3,0.34,0.11,0.17,0.5,12.4,0,0,0,1.6,1.6,0.13,0.4,0.4,ENG-Premier League,2023.0,shooting,ENG,"DF,MF",23.0,1999.0,35.6,1177,1627,72.3,18588,7927,605,718,84.3,486,654,74.3,63,142,44.4,3.0,2.8,2.4,0.2,24.0,74.0,29.0,12.0,94.0,ENG-Premier League,2023.0,passing,ENG,"DF,MF",23.0,1999.0,35.6,2038,118,739,762,555,54,2038,37,18,48.6,17,45.9,818,3253,1564,32,23,9,46,28,979,159,ENG-Premier League,2023.0,possession,ENG,"DF,MF",23.0,1999.0,35.6,105,60,75,21,9,43,60,71.7,17,63,10,53,26.0,131.0,104.0,0.0,ENG-Premier League,2023.0,defense,ENG,"DF,MF",23.0,1999.0,35.6,6,0,0,22,16,1,69,26,60,0,0,0,208,21,26,44.7,ENG-Premier League,2023.0,misc
"ENG_DF,MF_23.0_2000.0",ENG,"DF,MF",23.0,2000.0,11,5,503,5.6,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,9,17,30,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.06,0.02,0.06,ENG-Premier League,2023.0,standard,ENG,"DF,MF",23.0,2000.0,5.6,0,2,2,100.0,0.36,0.36,0.0,0.0,14.2,0,0,0,0.1,0.1,0.05,-0.1,-0.1,ENG-Premier League,2023.0,shooting,ENG,"DF,MF",23.0,2000.0,5.6,140,218,64.2,2294,949,74,85,87.1,56,85,65.9,9,39,23.1,0.0,0.2,0.6,-0.2,5.0,10.0,10.0,6.0,17.0,ENG-Premier League,2023.0,passing,ENG,"DF,MF",23.0,2000.0,5.6,273,20,81,74,119,4,273,8,4,50.0,3,37.5,116,517,241,9,5,2,7,1,129,30,ENG-Premier League,2023.0,possession,ENG,"DF,MF",23.0,2000.0,5.6,8,6,4,3,1,2,7,28.6,5,2,0,2,4.0,12.0,22.0,0.0,ENG-Premier League,2023.0,defense,ENG,"DF,MF",23.0,2000.0,5.6,0,0,0,2,2,0,49,4,6,0,0,0,21,3,0,100.0,ENG-Premier League,2023.0,misc
"ENG_DF,MF_26.0_1996.0",ENG,"DF,MF",26.0,1996.0,8,4,407,4.5,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.3,9,6,21,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.06,0.04,0.06,ENG-Premier League,2023.0,standard,ENG,"DF,MF",26.0,1996.0,4.5,0,5,2,40.0,1.11,0.44,0.0,0.0,12.9,0,0,0,0.2,0.2,0.03,-0.2,-0.2,ENG-Premier League,2023.0,shooting,ENG,"DF,MF",26.0,1996.0,4.5,91,135,67.4,1431,352,45,58,77.6,42,61,68.9,2,7,28.6,0.0,0.1,0.1,-0.1,2.0,4.0,2.0,1.0,6.0,ENG-Premier League,2023.0,passing,ENG,"DF,MF",26.0,1996.0,4.5,198,13,55,69,76,16,198,11,2,18.2,8,72.7,85,514,219,9,6,4,12,10,90,21,ENG-Premier League,2023.0,possession,ENG,"DF,MF",26.0,1996.0,4.5,10,6,7,3,0,5,12,41.7,7,3,0,3,1.0,11.0,13.0,0.0,ENG-Premier League,2023.0,defense,ENG,"DF,MF",26.0,1996.0,4.5,1,0,0,10,6,0,13,1,6,0,1,0,10,8,6,57.1,ENG-Premier League,2023.0,misc
"ENG_DF,MF_29.0_1994.0",ENG,"DF,MF",29.0,1994.0,16,12,1064,11.8,1,0,1,1,0,0,2,0,1.0,1.0,0.2,1.3,16,57,24,0.08,0.0,0.08,0.08,0.08,0.09,0.02,0.11,0.09,0.11,ENG-Premier League,2023.0,standard,ENG,"DF,MF",29.0,1994.0,11.8,1,4,2,50.0,0.34,0.17,0.25,0.5,15.9,0,0,0,1.0,1.0,0.26,0.0,0.0,ENG-Premier League,2023.0,shooting,ENG,"DF,MF",29.0,1994.0,11.8,781,839,93.1,12375,2872,402,426,94.4,322,335,96.1,41,54,75.9,0.0,0.2,0.4,-0.2,6.0,53.0,1.0,0.0,57.0,ENG-Premier League,2023.0,passing,ENG,"DF,MF",29.0,1994.0,11.8,907,54,239,484,189,10,907,6,1,16.7,4,66.7,596,3319,1646,16,24,1,5,6,742,24,ENG-Premier League,2023.0,possession,ENG,"DF,MF",29.0,1994.0,11.8,2,1,1,0,1,0,3,0.0,3,11,7,4,10.0,12.0,21.0,0.0,ENG-Premier League,2023.0,defense,ENG,"DF,MF",29.0,1994.0,11.8,2,0,0,4,5,0,5,10,1,0,0,0,46,14,5,73.7,ENG-Premier League,2023.0,misc
"ENG_DF,MF_37.0_1986.0",ENG,"DF,MF",37.0,1986.0,15,11,773,8.6,0,2,2,0,0,0,3,0,0.3,0.3,1.8,2.0,11,69,73,0.0,0.23,0.23,0.0,0.23,0.03,0.21,0.24,0.03,0.24,ENG-Premier League,2023.0,standard,ENG,"DF,MF",37.0,1986.0,8.6,0,5,1,20.0,0.58,0.12,0.0,0.0,17.2,0,0,0,0.3,0.3,0.06,-0.3,-0.3,ENG-Premier League,2023.0,shooting,ENG,"DF,MF",37.0,1986.0,8.6,492,585,84.1,7622,2496,269,297,90.6,181,210,86.2,27,46,58.7,2.0,1.8,1.7,0.2,16.0,46.0,17.0,6.0,69.0,ENG-Premier League,2023.0,passing,ENG,"DF,MF",37.0,1986.0,8.6,675,25,135,300,245,17,675,8,3,37.5,4,50.0,395,1230,562,11,6,4,11,6,457,73,ENG-Premier League,2023.0,possession,ENG,"DF,MF",37.0,1986.0,8.6,20,14,9,10,1,9,14,64.3,5,9,0,9,8.0,28.0,16.0,0.0,ENG-Premier League,2023.0,defense,ENG,"DF,MF",37.0,1986.0,8.6,3,0,0,10,4,3,29,8,14,0,1,0,45,6,13,31.6,ENG-Premier League,2023.0,misc
"ENG_DF,MF_38.0_1985.0",ENG,"DF,MF",38.0,1985.0,31,27,2280,25.3,0,0,0,0,0,0,7,1,0.6,0.6,1.5,2.1,40,82,61,0.0,0.0,0.0,0.0,0.0,0.02,0.06,0.08,0.02,0.08,ENG-Premier League,2023.0,standard,ENG,"DF,MF",38.0,1985.0,25.3,0,13,2,15.4,0.51,0.08,0.0,0.0,21.9,3,0,0,0.6,0.6,0.05,-0.6,-0.6,ENG-Premier League,2023.0,shooting,ENG,"DF,MF",38.0,1985.0,25.3,723,1052,68.7,12752,5653,339,386,87.8,290,384,75.5,83,219,37.9,0.0,1.5,1.4,-1.5,21.0,62.0,22.0,11.0,82.0,ENG-Premier League,2023.0,passing,ENG,"DF,MF",38.0,1985.0,25.3,1284,77,378,554,365,20,1284,27,12,44.4,12,44.4,609,2909,1490,40,24,5,16,13,653,61,ENG-Premier League,2023.0,possession,ENG,"DF,MF",38.0,1985.0,25.3,53,38,28,19,6,30,54,55.6,24,24,6,18,22.0,75.0,50.0,3.0,ENG-Premier League,2023.0,defense,ENG,"DF,MF",38.0,1985.0,25.3,7,1,1,33,24,1,100,22,38,1,1,1,120,19,32,37.3,ENG-Premier League,2023.0,misc
ENG_DF_18.0_2004.0,ENG,DF,18.0,2004.0,18,8,781,8.7,1,0,1,1,0,0,2,0,0.3,0.3,0.3,0.6,19,46,27,0.12,0.0,0.12,0.12,0.12,0.04,0.03,0.07,0.04,0.07,ENG-Premier League,2023.0,standard,ENG,DF,18.0,2004.0,8.7,1,11,4,36.4,1.27,0.46,0.09,0.25,20.8,0,0,0,0.3,0.3,0.03,0.7,0.7,ENG-Premier League,2023.0,shooting,ENG,DF,18.0,2004.0,8.7,452,552,81.9,7570,3083,229,248,92.3,186,220,84.5,33,61,54.1,0.0,0.3,0.7,-0.3,3.0,41.0,3.0,1.0,46.0,ENG-Premier League,2023.0,passing,ENG,DF,18.0,2004.0,8.7,668,35,255,285,137,12,668,18,9,50.0,7,38.9,343,1783,1035,19,16,5,9,13,400,27,ENG-Premier League,2023.0,possession,ENG,DF,18.0,2004.0,8.7,28,18,17,10,1,17,28,60.7,11,17,2,15,12.0,40.0,22.0,1.0,ENG-Premier League,2023.0,defense,ENG,DF,18.0,2004.0,8.7,2,0,0,5,5,0,23,12,18,0,0,0,56,10,11,47.6,ENG-Premier League,2023.0,misc
ENG_DF_18.0_2005.0,ENG,DF,18.0,2005.0,12,8,869,9.7,3,0,3,3,0,0,1,0,1.9,1.9,0.7,2.5,16,19,38,0.31,0.0,0.31,0.31,0.31,0.19,0.07,0.26,0.19,0.26,ENG-Premier League,2023.0,standard,ENG,DF,18.0,2005.0,9.7,3,14,8,57.1,1.45,0.83,0.21,0.38,9.2,0,0,0,1.9,1.9,0.14,1.1,1.1,ENG-Premier League,2023.0,shooting,ENG,DF,18.0,2005.0,9.7,418,498,83.9,5999,1172,233,267,87.3,156,175,89.1,9,22,40.9,0.0,0.7,0.4,-0.7,8.0,24.0,5.0,1.0,19.0,ENG-Premier League,2023.0,passing,ENG,DF,18.0,2005.0,9.7,590,26,193,256,143,30,590,5,0,0.0,4,80.0,331,1598,726,16,15,1,9,2,381,38,ENG-Premier League,2023.0,possession,ENG,DF,18.0,2005.0,9.7,14,5,7,4,3,5,13,38.5,8,6,2,4,14.0,28.0,18.0,0.0,ENG-Premier League,2023.0,defense,ENG,DF,18.0,2005.0,9.7,1,0,0,11,3,1,10,14,5,0,1,0,33,7,8,46.7,ENG-Premier League,2023.0,misc
