composite_key,nation,pos,age,born,Playing Time,Playing Time.1,Playing Time.2,Playing Time.3,Performance,Performance.1,Performance.2,Performance.3,Performance.4,Performance.5,Performance.6,Performance.7,Expected,Expected.1,Expected.2,Expected.3,Progression,Progression.1,Progression.2,Per 90 Minutes,Per 90 Minutes.1,Per 90 Minutes.2,Per 90 Minutes.3,Per 90 Minutes.4,Per 90 Minutes.5,Per 90 Minutes.6,Per 90 Minutes.7,Per 90 Minutes.8,Per 90 Minutes.9,league,season,stat_type,nation_dup,pos_dup,age_dup,born_dup,90s,Standard,Standard.1,Standard.2,Standard.3,Standard.4,Standard.5,Standard.6,Standard.7,Standard.8,Standard.9,Standard.10,Standard.11,Expected_dup,Expected.1_dup,Expected.2_dup,Expected.3_dup,Expected.4,league_dup,season_dup,stat_type_dup,nation_dup,pos_dup,age_dup,born_dup,90s_dup,Total,Total.1,Total.2,Total.3,Total.4,Short,Short.1,Short.2,Medium,Medium.1,Medium.2,Long,Long.1,Long.2,Ast,xAG,Expected_dup,Expected.1_dup,KP,1/3,PPA,CrsPA,PrgP,league_dup,season_dup,stat_type_dup,nation_dup,pos_dup,age_dup,born_dup,90s_dup,Touches,Touches.1,Touches.2,Touches.3,Touches.4,Touches.5,Touches.6,Take-Ons,Take-Ons.1,Take-Ons.2,Take-Ons.3,Take-Ons.4,Carries,Carries.1,Carries.2,Carries.3,Carries.4,Carries.5,Carries.6,Carries.7,Receiving,Receiving.1,league_dup,season_dup,stat_type_dup,nation_dup,pos_dup,age_dup,born_dup,90s_dup,Tackles,Tackles.1,Tackles.2,Tackles.3,Tackles.4,Challenges,Challenges.1,Challenges.2,Challenges.3,Blocks,Blocks.1,Blocks.2,Int,Tkl+Int,Clr,Err,league_dup,season_dup,stat_type_dup,nation_dup,pos_dup,age_dup,born_dup,90s_dup,Performance_dup,Performance.1_dup,Performance.2_dup,Performance.3_dup,Performance.4_dup,Performance.5_dup,Performance.6_dup,Performance.7_dup,Performance.8,Performance.9,Performance.10,Performance.11,Performance.12,Aerial Duels,Aerial Duels.1,Aerial Duels.2,league_dup,season_dup,stat_type_dup
ESP_DF_23.0_1999.0,ESP,DF,23.0,1999.0,35,35,3089,34.3,3,7,10,3,0,0,3,0,2.9,2.9,7.2,10.1,57,194,158,0.09,0.2,0.29,0.09,0.29,0.09,0.21,0.3,0.09,0.3,ENG-Premier League,2023.0,standard,ESP,DF,23.0,1999.0,34.3,3,53,12,22.6,1.54,0.35,0.06,0.25,21.0,4,0,0,2.9,2.9,0.06,0.1,0.1,ENG-Premier League,2023.0,shooting,ESP,DF,23.0,1999.0,34.3,1806,2369,76.2,27440,10519,1057,1171,90.3,579,745,77.7,121,297,40.7,7.0,7.2,6.0,-0.2,51.0,135.0,48.0,10.0,194.0,ENG-Premier League,2023.0,passing,ESP,DF,23.0,1999.0,34.3,2786,161,783,1098,929,69,2786,57,26,45.6,24,42.1,1369,5484,2925,57,46,10,37,15,1670,158,ENG-Premier League,2023.0,possession,ESP,DF,23.0,1999.0,34.3,91,63,43,34,14,62,120,51.7,58,63,18,45,34.0,125.0,102.0,3.0,ENG-Premier League,2023.0,defense,ESP,DF,23.0,1999.0,34.3,3,0,0,37,27,1,198,34,63,0,1,0,199,15,14,51.7,ENG-Premier League,2023.0,misc
ESP_DF_25.0_1998.0,ESP,DF,25.0,1998.0,21,20,1782,19.8,0,2,2,0,0,0,10,0,1.1,1.1,1.1,2.2,31,50,73,0.0,0.1,0.1,0.0,0.1,0.06,0.05,0.11,0.06,0.11,ENG-Premier League,2023.0,standard,ESP,DF,25.0,1998.0,19.8,0,8,4,50.0,0.4,0.2,0.0,0.0,14.4,0,0,0,1.1,1.1,0.14,-1.1,-1.1,ENG-Premier League,2023.0,shooting,ESP,DF,25.0,1998.0,19.8,1036,1196,86.6,15110,4408,595,645,92.2,383,430,89.1,32,65,49.2,2.0,1.1,1.2,0.9,19.0,51.0,7.0,4.0,50.0,ENG-Premier League,2023.0,passing,ESP,DF,25.0,1998.0,19.8,1426,91,575,590,270,27,1426,13,4,30.8,7,53.8,657,2861,1579,31,15,3,15,6,873,73,ENG-Premier League,2023.0,possession,ESP,DF,25.0,1998.0,19.8,62,38,36,21,5,34,64,53.1,30,36,13,23,22.0,84.0,48.0,0.0,ENG-Premier League,2023.0,defense,ESP,DF,25.0,1998.0,19.8,10,0,0,23,35,1,16,22,38,1,1,1,96,22,17,56.4,ENG-Premier League,2023.0,misc
ESP_DF_26.0_1996.0,ESP,DF,26.0,1996.0,16,14,1118,12.4,0,4,4,0,0,0,4,1,0.8,0.8,2.8,3.6,34,38,40,0.0,0.32,0.32,0.0,0.32,0.06,0.23,0.29,0.06,0.29,ENG-Premier League,2023.0,standard,ESP,DF,26.0,1996.0,12.4,0,13,1,7.7,1.05,0.08,0.0,0.0,18.2,0,0,0,0.8,0.8,0.06,-0.8,-0.8,ENG-Premier League,2023.0,shooting,ESP,DF,26.0,1996.0,12.4,351,522,67.2,6057,2626,161,194,83.0,147,201,73.1,34,82,41.5,4.0,2.8,2.2,1.2,20.0,17.0,17.0,13.0,38.0,ENG-Premier League,2023.0,passing,ESP,DF,26.0,1996.0,12.4,708,55,242,253,228,22,708,26,13,50.0,11,42.3,318,1988,1160,34,25,2,22,5,332,40,ENG-Premier League,2023.0,possession,ESP,DF,26.0,1996.0,12.4,45,20,26,18,1,24,40,60.0,16,23,6,17,16.0,61.0,41.0,1.0,ENG-Premier League,2023.0,defense,ESP,DF,26.0,1996.0,12.4,4,1,0,10,15,1,72,16,20,0,1,0,75,14,20,41.2,ENG-Premier League,2023.0,misc
ESP_DF_26.0_1997.0,ESP,DF,26.0,1997.0,29,27,2464,27.4,2,0,2,2,0,0,1,0,1.0,1.0,0.4,1.4,42,128,16,0.07,0.0,0.07,0.07,0.07,0.04,0.02,0.05,0.04,0.05,ENG-Premier League,2023.0,standard,ESP,DF,26.0,1997.0,27.4,2,12,5,41.7,0.44,0.18,0.17,0.4,15.4,0,0,0,1.0,1.0,0.08,1.0,1.0,ENG-Premier League,2023.0,shooting,ESP,DF,26.0,1997.0,27.4,1562,1788,87.4,29096,9616,524,566,92.6,887,952,93.2,126,226,55.8,0.0,0.4,0.7,-0.4,8.0,141.0,12.0,1.0,128.0,ENG-Premier League,2023.0,passing,ESP,DF,26.0,1997.0,27.4,1985,281,989,873,141,22,1985,28,17,60.7,9,32.1,1398,9039,5917,42,42,0,9,13,1456,16,ENG-Premier League,2023.0,possession,ESP,DF,26.0,1997.0,27.4,29,18,17,11,1,14,30,46.7,16,28,12,16,14.0,43.0,75.0,0.0,ENG-Premier League,2023.0,defense,ESP,DF,26.0,1997.0,27.4,1,0,0,18,10,2,8,14,18,0,0,0,127,23,22,51.1,ENG-Premier League,2023.0,misc
ESP_DF_30.0_1993.0,ESP,DF,30.0,1993.0,21,11,1031,11.5,2,0,2,2,0,0,2,0,1.1,1.1,1.1,2.3,32,24,83,0.17,0.0,0.17,0.17,0.17,0.1,0.1,0.2,0.1,0.2,ENG-Premier League,2023.0,standard,ESP,DF,30.0,1993.0,11.5,2,8,4,50.0,0.7,0.35,0.25,0.5,12.3,0,0,0,1.1,1.1,0.14,0.9,0.9,ENG-Premier League,2023.0,shooting,ESP,DF,30.0,1993.0,11.5,428,542,79.0,6466,1602,235,264,89.0,171,210,81.4,17,30,56.7,0.0,1.1,1.0,-1.1,11.0,10.0,13.0,2.0,24.0,ENG-Premier League,2023.0,passing,ESP,DF,30.0,1993.0,11.5,690,40,246,235,213,29,690,35,15,42.9,17,48.6,364,2332,1106,32,20,10,14,6,383,83,ENG-Premier League,2023.0,possession,ESP,DF,30.0,1993.0,11.5,18,12,18,0,0,12,19,63.2,7,11,2,9,13.0,31.0,37.0,0.0,ENG-Premier League,2023.0,defense,ESP,DF,30.0,1993.0,11.5,2,0,0,11,16,2,37,13,12,0,0,1,40,4,10,28.6,ENG-Premier League,2023.0,misc
"ESP_FW,MF_22.0_2001.0",ESP,"FW,MF",22.0,2001.0,11,2,209,2.3,0,0,0,0,0,0,0,0,0.8,0.8,0.2,1.0,11,16,49,0.0,0.0,0.0,0.0,0.0,0.32,0.09,0.41,0.32,0.41,ENG-Premier League,2023.0,standard,ESP,"FW,MF",22.0,2001.0,2.3,0,4,1,25.0,1.72,0.43,0.0,0.0,13.9,0,0,0,0.8,0.8,0.19,-0.8,-0.8,ENG-Premier League,2023.0,shooting,ESP,"FW,MF",22.0,2001.0,2.3,127,157,80.9,1809,344,69,81,85.2,54,62,87.1,1,2,50.0,0.0,0.2,0.3,-0.2,4.0,6.0,8.0,1.0,16.0,ENG-Premier League,2023.0,passing,ESP,"FW,MF",22.0,2001.0,2.3,191,3,25,66,101,18,191,11,8,72.7,3,27.3,137,746,340,11,6,5,9,7,155,49,ENG-Premier League,2023.0,possession,ESP,"FW,MF",22.0,2001.0,2.3,1,0,0,0,1,1,4,25.0,3,3,0,3,3.0,4.0,4.0,0.0,ENG-Premier League,2023.0,defense,ESP,"FW,MF",22.0,2001.0,2.3,0,0,0,2,3,1,11,3,0,0,0,0,16,0,3,0.0,ENG-Premier League,2023.0,misc
"ESP_FW,MF_27.0_1996.0",ESP,"FW,MF",27.0,1996.0,17,1,377,4.2,2,3,5,2,0,0,2,0,1.5,1.5,0.7,2.2,29,16,48,0.48,0.72,1.19,0.48,1.19,0.36,0.17,0.53,0.36,0.53,ENG-Premier League,2023.0,standard,ESP,"FW,MF",27.0,1996.0,4.2,2,11,7,63.6,2.63,1.67,0.18,0.29,16.0,0,0,0,1.5,1.5,0.14,0.5,0.5,ENG-Premier League,2023.0,shooting,ESP,"FW,MF",27.0,1996.0,4.2,97,139,69.8,1487,457,52,62,83.9,38,52,73.1,5,12,41.7,3.0,0.7,0.9,2.3,7.0,3.0,9.0,4.0,16.0,ENG-Premier League,2023.0,passing,ESP,"FW,MF",27.0,1996.0,4.2,194,4,28,51,118,24,194,17,9,52.9,6,35.3,134,1227,676,29,13,13,13,9,154,48,ENG-Premier League,2023.0,possession,ESP,"FW,MF",27.0,1996.0,4.2,4,3,1,2,1,3,6,50.0,3,2,0,2,1.0,5.0,2.0,0.0,ENG-Premier League,2023.0,defense,ESP,"FW,MF",27.0,1996.0,4.2,2,0,0,5,4,0,26,1,3,0,0,0,13,9,6,60.0,ENG-Premier League,2023.0,misc
"ESP_MF,FW_20.0_2002.0",ESP,"MF,FW",20.0,2002.0,19,3,521,5.8,2,0,2,2,0,0,2,0,3.4,3.4,0.8,4.2,16,28,50,0.35,0.0,0.35,0.35,0.35,0.59,0.14,0.73,0.59,0.73,ENG-Premier League,2023.0,standard,ESP,"MF,FW",20.0,2002.0,5.8,2,26,11,42.3,4.49,1.9,0.08,0.18,14.6,0,0,0,3.4,3.4,0.13,-1.4,-1.4,ENG-Premier League,2023.0,shooting,ESP,"MF,FW",20.0,2002.0,5.8,178,210,84.8,2332,518,117,124,94.4,41,50,82.0,10,11,90.9,0.0,0.8,0.6,-0.8,6.0,14.0,7.0,0.0,28.0,ENG-Premier League,2023.0,passing,ESP,"MF,FW",20.0,2002.0,5.8,300,4,27,141,135,43,300,18,5,27.8,9,50.0,212,1025,451,16,5,9,15,10,238,50,ENG-Premier League,2023.0,possession,ESP,"MF,FW",20.0,2002.0,5.8,5,3,1,2,2,1,11,9.1,10,8,0,8,3.0,8.0,3.0,0.0,ENG-Premier League,2023.0,defense,ESP,"MF,FW",20.0,2002.0,5.8,2,0,0,6,13,2,3,3,3,0,0,0,22,1,10,9.1,ENG-Premier League,2023.0,misc
"ESP_MF,FW_27.0_1996.0",ESP,"MF,FW",27.0,1996.0,15,4,426,4.7,0,0,0,0,0,0,0,0,0.3,0.3,0.3,0.6,4,29,27,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.13,0.07,0.13,ENG-Premier League,2023.0,standard,ESP,"MF,FW",27.0,1996.0,4.7,0,7,3,42.9,1.48,0.63,0.0,0.0,20.1,0,0,0,0.3,0.3,0.04,-0.3,-0.3,ENG-Premier League,2023.0,shooting,ESP,"MF,FW",27.0,1996.0,4.7,162,210,77.1,2602,713,83,96,86.5,60,75,80.0,12,20,60.0,0.0,0.3,0.3,-0.3,5.0,19.0,6.0,1.0,29.0,ENG-Premier League,2023.0,passing,ESP,"MF,FW",27.0,1996.0,4.7,277,7,53,128,98,20,277,12,6,50.0,5,41.7,156,645,256,4,7,2,8,8,176,27,ENG-Premier League,2023.0,possession,ESP,"MF,FW",27.0,1996.0,4.7,10,6,4,3,3,5,16,31.3,11,8,1,7,6.0,16.0,7.0,0.0,ENG-Premier League,2023.0,defense,ESP,"MF,FW",27.0,1996.0,4.7,0,0,0,3,5,1,8,6,6,0,0,0,26,3,6,33.3,ENG-Premier League,2023.0,misc
"ESP_MF,FW_31.0_1992.0",ESP,"MF,FW",31.0,1992.0,30,20,1745,19.4,4,7,11,2,2,2,5,0,5.5,3.9,5.9,9.8,41,109,137,0.21,0.36,0.57,0.1,0.46,0.28,0.3,0.59,0.2,0.5,ENG-Premier League,2023.0,standard,ESP,"MF,FW",31.0,1992.0,19.4,4,44,16,36.4,2.27,0.83,0.05,0.13,19.1,7,2,2,5.5,3.9,0.09,-1.5,-1.9,ENG-Premier League,2023.0,shooting,ESP,"MF,FW",31.0,1992.0,19.4,684,976,70.1,11034,3731,377,439,85.9,195,263,74.1,73,168,43.5,7.0,5.9,4.9,1.1,51.0,59.0,40.0,6.0,109.0,ENG-Premier League,2023.0,passing,ESP,"MF,FW",31.0,1992.0,19.4,1172,13,137,552,495,55,1170,43,17,39.5,22,51.2,687,3304,1501,41,52,9,41,23,822,137,ENG-Premier League,2023.0,possession,ESP,"MF,FW",31.0,1992.0,19.4,20,13,8,8,4,12,36,33.3,24,17,1,16,10.0,30.0,9.0,0.0,ENG-Premier League,2023.0,defense,ESP,"MF,FW",31.0,1992.0,19.4,5,0,0,21,25,9,131,10,13,0,0,0,90,7,21,25.0,ENG-Premier League,2023.0,misc
ESP_MF_27.0_1996.0,ESP,MF,27.0,1996.0,34,34,2931,32.6,8,9,17,8,0,0,8,1,4.1,4.1,3.9,8.0,76,376,55,0.25,0.28,0.52,0.25,0.52,0.12,0.12,0.24,0.12,0.24,ENG-Premier League,2023.0,standard,ESP,MF,27.0,1996.0,32.6,8,62,22,35.5,1.9,0.68,0.13,0.36,20.6,0,0,0,4.1,4.1,0.07,3.9,3.9,ENG-Premier League,2023.0,shooting,ESP,MF,27.0,1996.0,32.6,3365,3656,92.0,57256,15766,1676,1774,94.5,1273,1360,93.6,340,401,84.8,9.0,3.9,6.1,5.1,49.0,378.0,61.0,0.0,376.0,ENG-Premier League,2023.0,passing,ESP,MF,27.0,1996.0,32.6,3988,114,664,2337,1013,80,3988,64,42,65.6,14,21.9,2513,11575,6408,76,88,12,23,32,3242,55,ENG-Premier League,2023.0,possession,ESP,MF,27.0,1996.0,32.6,70,43,25,33,12,29,60,48.3,31,32,8,24,26.0,96.0,41.0,4.0,ENG-Premier League,2023.0,defense,ESP,MF,27.0,1996.0,32.6,8,1,0,41,35,6,12,26,43,1,0,0,235,54,22,71.1,ENG-Premier League,2023.0,misc
FRA_DF_20.0_2003.0,FRA,DF,20.0,2003.0,27,19,1751,19.5,0,6,6,0,0,0,7,1,0.9,0.9,4.3,5.2,78,86,135,0.0,0.31,0.31,0.0,0.31,0.05,0.22,0.27,0.05,0.27,ENG-Premier League,2023.0,standard,FRA,DF,20.0,2003.0,19.5,0,15,5,33.3,0.77,0.26,0.0,0.0,18.2,0,0,0,0.9,0.9,0.06,-0.9,-0.9,ENG-Premier League,2023.0,shooting,FRA,DF,20.0,2003.0,19.5,1230,1423,86.4,17534,5080,761,829,91.8,394,454,86.8,48,73,65.8,6.0,4.3,3.3,1.7,32.0,49.0,29.0,13.0,86.0,ENG-Premier League,2023.0,passing,FRA,DF,20.0,2003.0,19.5,1641,71,470,698,499,49,1641,42,17,40.5,20,47.6,972,5376,2791,78,41,16,32,12,1103,135,ENG-Premier League,2023.0,possession,FRA,DF,20.0,2003.0,19.5,55,27,34,15,6,35,52,67.3,17,28,4,24,17.0,72.0,43.0,1.0,ENG-Premier League,2023.0,defense,FRA,DF,20.0,2003.0,19.5,7,1,0,22,30,6,64,17,27,0,1,0,126,8,19,29.6,ENG-Premier League,2023.0,misc
FRA_DF_22.0_2001.0,FRA,DF,22.0,2001.0,38,38,3420,38.0,2,1,3,2,0,0,4,0,1.6,1.6,0.2,1.8,16,157,6,0.05,0.03,0.08,0.05,0.08,0.04,0.01,0.05,0.04,0.05,ENG-Premier League,2023.0,standard,FRA,DF,22.0,2001.0,38.0,2,10,3,30.0,0.26,0.08,0.2,0.67,10.5,0,0,0,1.6,1.6,0.16,0.4,0.4,ENG-Premier League,2023.0,shooting,FRA,DF,22.0,2001.0,38.0,2635,2851,92.4,43599,15948,1202,1274,94.3,1298,1373,94.5,104,150,69.3,1.0,0.2,0.9,0.8,6.0,175.0,6.0,1.0,157.0,ENG-Premier League,2023.0,passing,FRA,DF,22.0,2001.0,38.0,3093,223,1239,1720,142,15,3093,15,10,66.7,4,26.7,1992,9002,5201,16,22,1,22,13,2297,6,ENG-Premier League,2023.0,possession,FRA,DF,22.0,2001.0,38.0,41,26,28,12,1,20,27,74.1,7,32,17,15,29.0,70.0,81.0,3.0,ENG-Premier League,2023.0,defense,FRA,DF,22.0,2001.0,38.0,4,0,0,22,16,0,3,29,26,0,1,0,213,72,49,59.5,ENG-Premier League,2023.0,misc
FRA_DF_24.0_1999.0,FRA,DF,24.0,1999.0,22,17,1574,17.5,0,0,0,0,0,0,5,1,0.7,0.7,0.4,1.1,24,118,3,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.06,0.04,0.06,ENG-Premier League,2023.0,standard,FRA,DF,24.0,1999.0,17.5,0,11,2,18.2,0.63,0.11,0.0,0.0,11.6,0,0,0,0.7,0.7,0.06,-0.7,-0.7,ENG-Premier League,2023.0,shooting,FRA,DF,24.0,1999.0,17.5,1286,1463,87.9,22733,9043,514,566,90.8,673,718,93.7,81,140,57.9,0.0,0.4,0.5,-0.4,8.0,145.0,8.0,0.0,118.0,ENG-Premier League,2023.0,passing,FRA,DF,24.0,1999.0,17.5,1622,86,533,1018,80,16,1622,10,6,60.0,1,10.0,1081,5747,3590,24,17,0,8,5,1162,3,ENG-Premier League,2023.0,possession,FRA,DF,24.0,1999.0,17.5,36,22,22,13,1,18,24,75.0,6,18,12,6,20.0,56.0,51.0,1.0,ENG-Premier League,2023.0,defense,FRA,DF,24.0,1999.0,17.5,5,1,1,25,13,0,1,20,22,0,0,0,97,77,31,71.3,ENG-Premier League,2023.0,misc
FRA_DF_25.0_1998.0,FRA,DF,25.0,1998.0,31,29,2579,28.7,2,0,2,2,0,0,6,0,2.4,2.4,0.3,2.7,30,112,21,0.07,0.0,0.07,0.07,0.07,0.08,0.01,0.09,0.08,0.09,ENG-Premier League,2023.0,standard,FRA,DF,25.0,1998.0,28.7,2,16,4,25.0,0.56,0.14,0.13,0.5,10.3,0,0,0,2.4,2.4,0.15,-0.4,-0.4,ENG-Premier League,2023.0,shooting,FRA,DF,25.0,1998.0,28.7,2031,2256,90.0,34081,11464,877,913,96.1,1050,1124,93.4,86,168,51.2,0.0,0.3,1.0,-0.3,3.0,115.0,8.0,1.0,112.0,ENG-Premier League,2023.0,passing,FRA,DF,25.0,1998.0,28.7,2496,291,1193,1140,175,24,2496,22,12,54.5,5,22.7,1613,7182,4223,30,20,3,16,12,1892,21,ENG-Premier League,2023.0,possession,FRA,DF,25.0,1998.0,28.7,33,19,20,10,3,23,30,76.7,7,26,19,7,18.0,51.0,102.0,2.0,ENG-Premier League,2023.0,defense,FRA,DF,25.0,1998.0,28.7,6,0,0,17,17,4,10,18,19,0,0,1,150,72,31,69.9,ENG-Premier League,2023.0,misc
FRA_DF_26.0_1997.0,FRA,DF,26.0,1997.0,18,16,1424,15.8,0,0,0,0,0,0,4,1,0.3,0.3,0.0,0.3,11,66,1,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,ENG-Premier League,2023.0,standard,FRA,DF,26.0,1997.0,15.8,0,5,1,20.0,0.32,0.06,0.0,0.0,14.6,0,0,0,0.3,0.3,0.05,-0.3,-0.3,ENG-Premier League,2023.0,shooting,FRA,DF,26.0,1997.0,15.8,950,1080,88.0,17646,6371,333,358,93.0,555,594,93.4,53,98,54.1,0.0,0.0,0.4,0.0,0.0,60.0,3.0,0.0,66.0,ENG-Premier League,2023.0,passing,FRA,DF,26.0,1997.0,15.8,1258,168,669,568,24,7,1258,1,1,100.0,0,0.0,794,4396,2661,11,8,0,3,5,884,1,ENG-Premier League,2023.0,possession,FRA,DF,26.0,1997.0,15.8,30,16,23,5,2,15,20,75.0,5,28,19,9,17.0,47.0,80.0,1.0,ENG-Premier League,2023.0,defense,FRA,DF,26.0,1997.0,15.8,4,1,1,17,4,0,0,17,16,0,3,0,65,25,17,59.5,ENG-Premier League,2023.0,misc
FRA_DF_28.0_1994.0,FRA,DF,28.0,1994.0,33,32,2838,31.5,3,0,3,3,0,0,3,0,1.8,1.8,0.2,2.0,7,53,1,0.1,0.0,0.1,0.1,0.1,0.06,0.01,0.06,0.06,0.06,ENG-Premier League,2023.0,standard,FRA,DF,28.0,1994.0,31.5,3,16,7,43.8,0.51,0.22,0.19,0.43,9.1,0,0,0,1.8,1.8,0.12,1.2,1.2,ENG-Premier League,2023.0,shooting,FRA,DF,28.0,1994.0,31.5,962,1148,83.8,18843,6791,335,365,91.8,509,558,91.2,111,198,56.1,0.0,0.2,0.1,-0.2,4.0,57.0,1.0,0.0,53.0,ENG-Premier League,2023.0,passing,FRA,DF,28.0,1994.0,31.5,1455,275,798,626,34,28,1455,3,2,66.7,1,33.3,794,3751,2019,7,5,1,13,3,873,1,ENG-Premier League,2023.0,possession,FRA,DF,28.0,1994.0,31.5,23,17,14,9,0,10,16,62.5,6,38,28,10,29.0,52.0,160.0,0.0,ENG-Premier League,2023.0,defense,FRA,DF,28.0,1994.0,31.5,3,0,0,24,6,0,0,29,17,0,1,0,95,58,43,57.4,ENG-Premier League,2023.0,misc
FRA_DF_28.0_1995.0,FRA,DF,28.0,1995.0,14,14,1153,12.8,0,1,1,0,0,0,3,0,0.9,0.9,0.8,1.6,26,51,1,0.0,0.08,0.08,0.0,0.08,0.07,0.06,0.13,0.07,0.13,ENG-Premier League,2023.0,standard,FRA,DF,28.0,1995.0,12.8,0,8,2,25.0,0.62,0.16,0.0,0.0,10.5,0,0,0,0.9,0.9,0.11,-0.9,-0.9,ENG-Premier League,2023.0,shooting,FRA,DF,28.0,1995.0,12.8,822,918,89.5,15524,5173,302,319,94.7,431,457,94.3,82,127,64.6,1.0,0.8,0.5,0.2,2.0,34.0,3.0,0.0,51.0,ENG-Premier League,2023.0,passing,FRA,DF,28.0,1995.0,12.8,1018,165,514,450,59,12,1018,8,3,37.5,2,25.0,728,4435,2832,26,18,0,3,3,786,1,ENG-Premier League,2023.0,possession,FRA,DF,28.0,1995.0,12.8,13,9,7,5,1,7,13,53.8,6,19,11,8,7.0,20.0,47.0,1.0,ENG-Premier League,2023.0,defense,FRA,DF,28.0,1995.0,12.8,3,0,0,3,12,0,3,7,9,0,0,0,37,15,11,57.7,ENG-Premier League,2023.0,misc
FRA_DF_30.0_1993.0,FRA,DF,30.0,1993.0,33,27,2410,26.8,1,3,4,1,0,0,7,0,1.1,1.1,4.1,5.2,42,77,200,0.04,0.11,0.15,0.04,0.15,0.04,0.15,0.19,0.04,0.19,ENG-Premier League,2023.0,standard,FRA,DF,30.0,1993.0,26.8,1,20,4,20.0,0.75,0.15,0.05,0.25,20.0,6,0,0,1.1,1.1,0.05,-0.1,-0.1,ENG-Premier League,2023.0,shooting,FRA,DF,30.0,1993.0,26.8,1015,1351,75.1,16244,5595,524,594,88.2,406,529,76.7,66,148,44.6,3.0,4.1,3.6,-1.1,37.0,49.0,34.0,15.0,77.0,ENG-Premier League,2023.0,passing,FRA,DF,30.0,1993.0,26.8,1590,71,468,541,593,56,1590,33,10,30.3,16,48.5,840,3630,1786,42,19,4,16,15,925,200,ENG-Premier League,2023.0,possession,FRA,DF,30.0,1993.0,26.8,47,19,35,9,3,25,44,56.8,19,20,2,18,26.0,73.0,67.0,0.0,ENG-Premier League,2023.0,defense,FRA,DF,30.0,1993.0,26.8,7,0,0,29,30,3,154,26,19,0,0,0,101,42,24,63.6,ENG-Premier League,2023.0,misc
"FRA_FW,MF_21.0_2001.0",FRA,"FW,MF",21.0,2001.0,19,14,1275,14.2,10,6,16,9,1,1,0,0,5.5,4.7,5.8,10.5,68,78,134,0.71,0.42,1.13,0.64,1.06,0.39,0.41,0.8,0.33,0.74,ENG-Premier League,2023.0,standard,FRA,"FW,MF",21.0,2001.0,14.2,10,56,20,35.7,3.95,1.41,0.16,0.45,18.5,4,1,1,5.5,4.7,0.08,4.5,4.3,ENG-Premier League,2023.0,shooting,FRA,"FW,MF",21.0,2001.0,14.2,540,721,74.9,8557,2634,300,339,88.5,154,195,79.0,55,116,47.4,6.0,5.8,5.0,0.2,36.0,43.0,34.0,3.0,78.0,ENG-Premier League,2023.0,passing,FRA,"FW,MF",21.0,2001.0,14.2,959,10,102,396,483,80,958,83,40,48.2,33,39.8,563,3979,2210,68,50,27,41,33,692,134,ENG-Premier League,2023.0,possession,FRA,"FW,MF",21.0,2001.0,14.2,19,10,7,10,2,8,24,33.3,16,21,0,21,11.0,30.0,9.0,0.0,ENG-Premier League,2023.0,defense,FRA,"FW,MF",21.0,2001.0,14.2,0,0,0,13,43,2,97,11,10,0,0,0,68,7,15,31.8,ENG-Premier League,2023.0,misc
"FRA_FW,MF_24.0_1999.0",FRA,"FW,MF",24.0,1999.0,38,25,2174,24.2,6,8,14,6,0,0,1,0,7.0,7.0,6.6,13.6,94,72,183,0.25,0.33,0.58,0.25,0.58,0.29,0.27,0.56,0.29,0.56,ENG-Premier League,2023.0,standard,FRA,"FW,MF",24.0,1999.0,24.2,6,54,22,40.7,2.24,0.91,0.11,0.27,15.9,0,0,0,7.0,7.0,0.13,-1.0,-1.0,ENG-Premier League,2023.0,shooting,FRA,"FW,MF",24.0,1999.0,24.2,485,619,78.4,6960,1348,280,329,85.1,170,215,79.1,17,32,53.1,8.0,6.6,4.5,1.4,47.0,29.0,40.0,9.0,72.0,ENG-Premier League,2023.0,passing,FRA,"FW,MF",24.0,1999.0,24.2,824,12,69,298,470,136,824,70,29,41.4,37,52.9,568,3926,2013,94,43,39,33,30,620,183,ENG-Premier League,2023.0,possession,FRA,"FW,MF",24.0,1999.0,24.2,12,5,5,4,3,4,22,18.2,18,8,1,7,9.0,21.0,6.0,0.0,ENG-Premier League,2023.0,defense,FRA,"FW,MF",24.0,1999.0,24.2,1,0,0,16,15,6,45,9,5,0,0,0,62,2,15,11.8,ENG-Premier League,2023.0,misc
