league,season,team,player,nation,pos,age,born,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G+A,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Expected xG,Expected npxG,Expected xAG,Expected npxG+xAG,Progression PrgC,Progression PrgP,Progression PrgR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Per 90 Minutes xG,Per 90 Minutes xAG,Per 90 Minutes xG+xAG,Per 90 Minutes npxG,Per 90 Minutes npxG+xAG,stat_type,nation_shooting,pos_shooting,age_shooting,born_shooting,90s,Standard Gls,Standard Sh,Standard SoT,Standard SoT%,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Standard FK,Standard PK,Standard PKatt,Expected xG_shooting,Expected npxG_shooting,Expected npxG/Sh,Expected G-xG,Expected np:G-xG,stat_type_shooting,nation_possession,pos_possession,age_possession,born_possession,90s_possession,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Succ%,Take-Ons Tkld,Take-Ons Tkld%,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,stat_type_possession,nation_passing,pos_passing,age_passing,born_passing,90s_passing,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,stat_type_passing,nation_misc,pos_misc,age_misc,born_misc,90s_misc,Performance CrdY_misc,Performance CrdR_misc,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%,stat_type_misc,nation_defense,pos_defense,age_defense,born_defense,90s_defense,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,stat_type_defense
ESP-La Liga,2023,Mallorca,Matija Nastasić,SRB,DF,30.0,1993.0,26,25,2258,25.1,2,0,2,2,0,0,8,0,1.0,1.0,0.6,1.6,11,64,4,0.08,0.0,0.08,0.08,0.08,0.04,0.02,0.06,0.04,0.06,standard,SRB,DF,30.0,1993.0,25.1,2,8,2,25.0,0.32,0.08,0.25,1.0,10.2,0,0,0,1.0,1.0,0.13,1.0,1.0,shooting,SRB,DF,30.0,1993.0,25.1,1253,186,667,552,37,13,1253,0,0,,0,,578,2737,1467,11,3,0,5,2,687,4,possession,SRB,DF,30.0,1993.0,25.1,788,992,79.4,16422,6494,246,277,88.8,411,480,85.6,123,215,57.2,0,0.6,0.7,-0.6,5,60,8,2,64,passing,SRB,DF,30.0,1993.0,25.1,8,0,0,33,7,2,5,29,17,0,0,0,91,44,27,62.0,misc,SRB,DF,30.0,1993.0,25.1,35,17,26,9,0,24,32,75.0,8,33,20,13,29,64,114,0,defense
ESP-La Liga,2023,Villarreal,Matteo Gabbia,ITA,DF,23.0,1999.0,7,6,477,5.3,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.1,1,9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,standard,ITA,DF,23.0,1999.0,5.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,ITA,DF,23.0,1999.0,5.3,369,56,201,159,9,2,369,0,0,,0,,205,963,555,1,1,0,4,0,244,0,possession,ITA,DF,23.0,1999.0,5.3,267,299,89.3,5210,1745,93,102,91.2,144,151,95.4,29,42,69.0,0,0.1,0.1,-0.1,1,15,1,0,9,passing,ITA,DF,23.0,1999.0,5.3,2,0,0,9,3,0,0,8,6,0,0,0,20,17,5,77.3,misc,ITA,DF,23.0,1999.0,5.3,10,6,4,6,0,5,8,62.5,3,5,2,3,8,18,36,1,defense
ESP-La Liga,2023,Getafe,Mauro Arambarri,URU,MF,27.0,1995.0,7,3,339,3.8,0,0,0,0,0,0,2,0,0.5,0.5,0.0,0.6,2,20,6,0.0,0.0,0.0,0.0,0.0,0.14,0.01,0.15,0.14,0.15,standard,URU,MF,27.0,1995.0,3.8,0,9,2,22.2,2.39,0.53,0.0,0.0,21.7,0,0,0,0.5,0.5,0.06,-0.5,-0.5,shooting,URU,MF,27.0,1995.0,3.8,188,9,30,115,44,6,188,6,2,33.3,4,66.7,110,548,214,2,6,0,5,5,104,6,possession,URU,MF,27.0,1995.0,3.8,114,142,80.3,2299,646,48,55,87.3,48,56,85.7,18,25,72.0,0,0.0,0.1,0.0,2,17,2,2,20,passing,URU,MF,27.0,1995.0,3.8,2,0,0,18,3,0,6,2,2,0,0,0,27,5,8,38.5,misc,URU,MF,27.0,1995.0,3.8,6,2,3,2,1,1,6,16.7,5,1,0,1,2,8,7,0,defense
ESP-La Liga,2023,Osasuna,Max Svensson,ESP,FW,,,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ESP,FW,,,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,ESP,FW,,,0.0,2,0,0,0,2,2,2,0,0,,0,,0,0,0,0,0,0,1,0,1,0,possession,ESP,FW,,,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,passing,ESP,FW,,,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,misc,ESP,FW,,,0.0,1,0,0,0,1,0,0,,0,0,0,0,0,1,0,0,defense
ESP-La Liga,2023,Cádiz,Maxi Gómez,URU,FW,26.0,1996.0,31,12,1163,12.9,0,0,0,0,0,0,2,0,1.6,1.6,0.6,2.2,13,11,54,0.0,0.0,0.0,0.0,0.0,0.12,0.04,0.17,0.12,0.17,standard,URU,FW,26.0,1996.0,12.9,0,16,6,37.5,1.24,0.46,0.0,0.0,14.3,1,0,0,1.6,1.6,0.1,-1.6,-1.6,shooting,URU,FW,26.0,1996.0,12.9,361,5,28,159,176,47,361,11,4,36.4,5,45.5,203,877,269,13,10,2,33,20,293,54,possession,URU,FW,26.0,1996.0,12.9,132,255,51.8,1666,311,79,129,61.2,33,63,52.4,5,19,26.3,0,0.6,0.5,-0.6,9,16,4,2,11,passing,URU,FW,26.0,1996.0,12.9,2,0,0,20,32,13,20,3,4,0,0,0,15,71,69,50.7,misc,URU,FW,26.0,1996.0,12.9,6,4,2,3,1,3,5,60.0,2,8,3,5,3,9,3,0,defense
ESP-La Liga,2023,Atlético Madrid,Memphis,NED,FW,29.0,1994.0,23,9,893,9.9,5,1,6,5,0,0,2,0,5.8,5.8,1.8,7.6,16,27,82,0.5,0.1,0.6,0.5,0.6,0.58,0.18,0.76,0.58,0.76,standard,NED,FW,29.0,1994.0,9.9,5,38,15,39.5,3.83,1.51,0.13,0.33,17.5,3,0,0,5.8,5.8,0.15,-0.8,-0.8,shooting,NED,FW,29.0,1994.0,9.9,407,1,28,180,206,64,407,37,18,48.6,16,43.2,243,1126,498,16,11,7,42,22,324,82,possession,NED,FW,29.0,1994.0,9.9,195,264,73.9,2877,727,121,149,81.2,49,60,81.7,16,25,64.0,1,1.8,1.6,-0.8,13,20,9,2,27,passing,NED,FW,29.0,1994.0,9.9,2,0,0,14,16,8,12,1,2,0,0,0,26,4,12,25.0,misc,NED,FW,29.0,1994.0,9.9,5,2,0,3,2,3,6,50.0,3,2,0,2,1,6,0,0,defense
ESP-La Liga,2023,Alavés,Miguel,ESP,"FW,MF",23.0,1999.0,3,1,65,0.7,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,0,3,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.13,0.13,0.13,standard,ESP,"FW,MF",23.0,1999.0,0.7,0,2,1,50.0,2.77,1.38,0.0,0.0,19.6,0,0,0,0.1,0.1,0.05,-0.1,-0.1,shooting,ESP,"FW,MF",23.0,1999.0,0.7,22,0,1,12,9,3,22,0,0,,0,,9,42,25,1,0,1,2,4,14,3,possession,ESP,"FW,MF",23.0,1999.0,0.7,7,15,46.7,75,0,3,6,50.0,2,4,50.0,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0,passing,ESP,"FW,MF",23.0,1999.0,0.7,0,0,0,2,3,0,0,0,0,0,0,0,3,1,2,33.3,misc,ESP,"FW,MF",23.0,1999.0,0.7,0,0,0,0,0,0,0,,0,2,0,2,0,0,0,0,defense
ESP-La Liga,2023,Girona,Miguel Gutiérrez,ESP,DF,22.0,2001.0,35,35,3032,33.7,2,7,9,2,0,0,4,0,2.8,2.8,7.5,10.2,74,146,184,0.06,0.21,0.27,0.06,0.27,0.08,0.22,0.3,0.08,0.3,standard,ESP,DF,22.0,2001.0,33.7,2,34,5,14.7,1.01,0.15,0.06,0.4,22.3,0,0,0,2.8,2.8,0.08,-0.8,-0.8,shooting,ESP,DF,22.0,2001.0,33.7,2182,116,630,933,640,61,2182,63,25,39.7,30,47.6,1278,6954,3076,74,69,15,57,32,1427,184,possession,ESP,DF,22.0,2001.0,33.7,1595,1855,86.0,24623,6547,860,916,93.9,590,685,86.1,96,146,65.8,7,7.5,6.8,-0.5,42,102,56,19,146,passing,ESP,DF,22.0,2001.0,33.7,4,0,0,27,26,6,97,22,18,0,2,0,203,22,18,55.0,misc,ESP,DF,22.0,2001.0,33.7,29,18,11,14,4,13,35,37.1,22,27,11,16,22,51,66,2,defense
ESP-La Liga,2023,Celta Vigo,Miguel Rodríguez,ESP,MF,20.0,2003.0,15,2,300,3.3,0,0,0,0,0,0,2,0,0.2,0.2,0.2,0.4,14,8,35,0.0,0.0,0.0,0.0,0.0,0.07,0.05,0.11,0.07,0.11,standard,ESP,MF,20.0,2003.0,3.3,0,6,0,0.0,1.8,0.0,0.0,,26.5,0,0,0,0.2,0.2,0.04,-0.2,-0.2,shooting,ESP,MF,20.0,2003.0,3.3,170,1,16,61,97,6,170,17,3,17.6,11,64.7,115,803,430,14,12,3,4,4,117,35,possession,ESP,MF,20.0,2003.0,3.3,82,116,70.7,1127,258,48,55,87.3,26,43,60.5,1,6,16.7,0,0.2,0.2,-0.2,2,3,4,0,8,passing,ESP,MF,20.0,2003.0,3.3,2,0,0,15,11,0,11,4,3,0,0,0,9,1,8,11.1,misc,ESP,MF,20.0,2003.0,3.3,6,3,3,1,2,3,9,33.3,6,8,0,8,4,10,0,0,defense
ESP-La Liga,2023,Granada,Miguel Ángel Rubio,ESP,DF,25.0,1998.0,19,17,1560,17.3,1,0,1,1,0,0,5,0,0.8,0.8,0.1,0.9,7,27,1,0.06,0.0,0.06,0.06,0.06,0.05,0.0,0.05,0.05,0.05,standard,ESP,DF,25.0,1998.0,17.3,1,9,2,22.2,0.52,0.12,0.11,0.5,10.4,0,0,0,0.8,0.8,0.09,0.2,0.2,shooting,ESP,DF,25.0,1998.0,17.3,975,128,567,381,30,17,975,7,5,71.4,1,14.3,491,2583,1586,7,5,0,10,2,559,1,possession,ESP,DF,25.0,1998.0,17.3,622,775,80.3,12049,4316,201,229,87.8,357,405,88.1,58,120,48.3,0,0.1,0.1,-0.1,2,24,3,0,27,passing,ESP,DF,25.0,1998.0,17.3,5,0,0,20,11,1,0,28,12,0,0,0,77,58,30,65.9,misc,ESP,DF,25.0,1998.0,17.3,20,12,14,6,0,14,21,66.7,7,31,18,13,28,48,74,2,defense
ESP-La Liga,2023,Celta Vigo,Mihailo Ristić,SRB,"DF,MF",27.0,1995.0,12,9,808,9.0,0,0,0,0,0,0,2,0,0.3,0.3,0.1,0.5,24,30,42,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.05,0.04,0.05,standard,SRB,"DF,MF",27.0,1995.0,9.0,0,10,4,40.0,1.11,0.45,0.0,0.0,23.7,1,0,0,0.3,0.3,0.03,-0.3,-0.3,shooting,SRB,"DF,MF",27.0,1995.0,9.0,624,31,161,266,203,8,624,23,7,30.4,11,47.8,326,1911,1006,24,22,3,16,8,330,42,possession,SRB,"DF,MF",27.0,1995.0,9.0,371,513,72.3,5752,2352,205,233,88.0,137,172,79.7,21,71,29.6,0,0.1,0.5,-0.1,6,31,3,3,30,passing,SRB,"DF,MF",27.0,1995.0,9.0,2,0,0,12,14,0,39,10,9,0,0,0,67,9,7,56.3,misc,SRB,"DF,MF",27.0,1995.0,9.0,15,9,9,6,0,9,12,75.0,3,9,2,7,10,25,23,0,defense
ESP-La Liga,2023,Las Palmas,Mika Màrmol,ESP,DF,21.0,2002.0,36,36,3178,35.3,0,1,1,0,0,0,6,1,0.2,0.2,1.0,1.1,36,142,13,0.0,0.03,0.03,0.0,0.03,0.0,0.03,0.03,0.0,0.03,standard,ESP,DF,21.0,2002.0,35.3,0,3,0,0.0,0.08,0.0,0.0,,15.9,0,0,0,0.2,0.2,0.05,-0.2,-0.2,shooting,ESP,DF,21.0,2002.0,35.3,2956,395,1553,1302,109,12,2956,33,17,51.5,14,42.4,1673,7990,5096,36,26,1,16,10,1987,13,possession,ESP,DF,21.0,2002.0,35.3,2282,2586,88.2,35639,14409,1170,1235,94.7,969,1048,92.5,96,218,44.0,1,1.0,1.1,0.0,5,147,5,2,142,passing,ESP,DF,21.0,2002.0,35.3,6,1,1,23,34,3,5,44,42,0,3,1,187,31,34,47.7,misc,ESP,DF,21.0,2002.0,35.3,70,42,44,24,2,35,53,66.0,18,39,19,20,44,114,147,2,defense
ESP-La Liga,2023,Athletic Club,Mikel Jauregizar,ESP,MF,19.0,2003.0,7,1,151,1.7,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.2,2,5,3,0.0,0.0,0.0,0.0,0.0,0.02,0.08,0.1,0.02,0.1,standard,ESP,MF,19.0,2003.0,1.7,0,2,0,0.0,1.19,0.0,0.0,,28.2,0,0,0,0.0,0.0,0.02,0.0,0.0,shooting,ESP,MF,19.0,2003.0,1.7,101,3,20,43,38,0,101,3,1,33.3,2,66.7,48,220,104,2,1,0,4,4,60,3,possession,ESP,MF,19.0,2003.0,1.7,56,79,70.9,841,232,29,37,78.4,23,27,85.2,3,10,30.0,0,0.1,0.1,-0.1,2,5,1,0,5,passing,ESP,MF,19.0,2003.0,1.7,0,0,0,4,1,0,6,0,0,0,0,0,9,1,8,11.1,misc,ESP,MF,19.0,2003.0,1.7,0,0,0,0,0,0,6,0.0,6,5,0,5,0,0,2,0,defense
ESP-La Liga,2023,Real Sociedad,Mikel Merino,ESP,MF,27.0,1996.0,32,27,2482,27.6,5,3,8,5,0,0,10,0,3.3,3.3,1.9,5.2,26,163,99,0.18,0.11,0.29,0.18,0.29,0.12,0.07,0.19,0.12,0.19,standard,ESP,MF,27.0,1996.0,27.6,5,30,11,36.7,1.09,0.4,0.17,0.45,13.9,0,0,0,3.3,3.3,0.11,1.7,1.7,shooting,ESP,MF,27.0,1996.0,27.6,1759,91,323,948,514,76,1759,41,24,58.5,13,31.7,892,3946,1722,26,39,5,61,42,1213,99,possession,ESP,MF,27.0,1996.0,27.6,1076,1413,76.2,17048,4802,594,711,83.5,363,473,76.7,87,132,65.9,3,1.9,2.8,1.1,20,122,27,3,163,passing,ESP,MF,27.0,1996.0,27.6,10,0,0,70,61,6,19,16,43,0,1,0,197,164,107,60.5,misc,ESP,MF,27.0,1996.0,27.6,77,43,25,34,18,22,48,45.8,26,36,11,25,16,93,55,3,defense
ESP-La Liga,2023,Real Sociedad,Mikel Oyarzabal,ESP,"FW,MF",26.0,1997.0,33,23,2156,24.0,9,3,12,7,2,2,3,0,9.1,7.5,1.7,9.2,27,39,126,0.38,0.13,0.5,0.29,0.42,0.38,0.07,0.45,0.31,0.39,standard,ESP,"FW,MF",26.0,1997.0,24.0,9,38,16,42.1,1.59,0.67,0.18,0.44,15.2,3,2,2,9.1,7.5,0.2,-0.1,-0.5,shooting,ESP,"FW,MF",26.0,1997.0,24.0,728,13,83,335,317,79,726,29,10,34.5,16,55.2,376,1603,597,27,21,10,61,26,508,126,possession,ESP,"FW,MF",26.0,1997.0,24.0,373,507,73.6,5041,979,230,283,81.3,106,137,77.4,13,23,56.5,3,1.7,1.3,1.3,21,22,13,0,39,passing,ESP,"FW,MF",26.0,1997.0,24.0,3,0,0,20,20,19,10,4,18,0,0,0,69,26,51,33.8,misc,ESP,"FW,MF",26.0,1997.0,24.0,23,18,7,11,5,7,21,33.3,14,25,4,21,4,27,12,0,defense
ESP-La Liga,2023,Athletic Club,Mikel Vesga,ESP,MF,30.0,1993.0,27,18,1534,17.0,3,1,4,1,2,2,2,0,2.7,1.1,1.2,2.3,10,88,29,0.18,0.06,0.23,0.06,0.12,0.16,0.07,0.23,0.07,0.14,standard,ESP,MF,30.0,1993.0,17.0,3,17,5,29.4,1.0,0.29,0.06,0.2,20.7,0,2,2,2.7,1.1,0.07,0.3,-0.1,shooting,ESP,MF,30.0,1993.0,17.0,1035,49,201,645,196,22,1033,12,2,16.7,10,83.3,504,2129,1002,10,13,1,18,11,655,29,possession,ESP,MF,30.0,1993.0,17.0,639,829,77.1,10890,3554,321,377,85.1,245,302,81.1,64,108,59.3,1,1.2,1.2,-0.2,7,68,13,2,88,passing,ESP,MF,30.0,1993.0,17.0,2,0,0,28,6,0,13,32,20,0,0,0,112,31,31,50.0,misc,ESP,MF,30.0,1993.0,17.0,40,20,11,23,6,19,49,38.8,30,19,7,12,32,72,35,1,defense
ESP-La Liga,2023,Cádiz,Milutin Osmajić,MNE,MF,24.0,1999.0,1,0,5,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,1.46,0.8,2.26,1.46,2.26,standard,MNE,MF,24.0,1999.0,0.1,0,2,0,0.0,36.0,0.0,0.0,,12.8,0,0,0,0.1,0.1,0.04,-0.1,-0.1,shooting,MNE,MF,24.0,1999.0,0.1,5,0,0,0,5,2,5,0,0,,0,,2,10,1,0,0,0,0,0,5,0,possession,MNE,MF,24.0,1999.0,0.1,2,3,66.7,32,0,1,1,100.0,1,1,100.0,0,0,,0,0.0,0.0,0.0,1,0,0,0,0,passing,MNE,MF,24.0,1999.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0,misc,MNE,MF,24.0,1999.0,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,defense
ESP-La Liga,2023,Real Sociedad,Mohamed Ali Cho,FRA,"FW,MF",19.0,2004.0,11,1,249,2.8,0,0,0,0,0,0,0,0,0.4,0.4,0.1,0.5,16,3,19,0.0,0.0,0.0,0.0,0.0,0.14,0.04,0.18,0.14,0.18,standard,FRA,"FW,MF",19.0,2004.0,2.8,0,3,0,0.0,1.08,0.0,0.0,,17.4,0,0,0,0.4,0.4,0.13,-0.4,-0.4,shooting,FRA,"FW,MF",19.0,2004.0,2.8,106,0,10,47,53,9,106,20,7,35.0,9,45.0,69,590,363,16,11,4,10,2,68,19,possession,FRA,"FW,MF",19.0,2004.0,2.8,38,66,57.6,502,124,23,32,71.9,12,18,66.7,1,9,11.1,0,0.1,0.3,-0.1,1,1,0,0,3,passing,FRA,"FW,MF",19.0,2004.0,2.8,0,0,0,5,6,3,11,1,3,0,0,0,16,3,6,33.3,misc,FRA,"FW,MF",19.0,2004.0,2.8,4,3,3,1,0,2,7,28.6,5,6,0,6,1,5,1,0,defense
ESP-La Liga,2023,Osasuna,Moi Gómez,ESP,"MF,FW",29.0,1994.0,28,23,2006,22.3,3,0,3,3,0,0,3,0,1.7,1.7,0.9,2.6,36,127,69,0.13,0.0,0.13,0.13,0.13,0.08,0.04,0.12,0.08,0.12,standard,ESP,"MF,FW",29.0,1994.0,22.3,3,19,7,36.8,0.85,0.31,0.16,0.43,21.3,1,0,0,1.7,1.7,0.09,1.3,1.3,shooting,ESP,"MF,FW",29.0,1994.0,22.3,1346,22,157,792,411,29,1346,29,17,58.6,11,37.9,767,4018,1680,36,25,3,21,13,975,69,possession,ESP,"MF,FW",29.0,1994.0,22.3,953,1177,81.0,16451,3884,434,484,89.7,394,451,87.4,92,149,61.7,0,0.9,1.9,-0.9,24,116,12,5,127,passing,ESP,"MF,FW",29.0,1994.0,22.3,3,0,0,29,30,2,52,11,19,0,0,0,118,13,18,41.9,misc,ESP,"MF,FW",29.0,1994.0,22.3,30,19,7,19,4,9,24,37.5,15,15,1,14,11,41,22,0,defense
ESP-La Liga,2023,Valencia,Mouctar Diakhaby,GUI,"DF,MF",26.0,1996.0,14,12,1073,11.9,1,0,1,1,0,0,6,0,0.7,0.7,0.0,0.8,7,29,1,0.08,0.0,0.08,0.08,0.08,0.06,0.0,0.06,0.06,0.06,standard,GUI,"DF,MF",26.0,1996.0,11.9,1,7,3,42.9,0.59,0.25,0.14,0.33,13.9,0,0,0,0.7,0.7,0.1,0.3,0.3,shooting,GUI,"DF,MF",26.0,1996.0,11.9,683,95,363,294,31,7,683,5,4,80.0,1,20.0,388,1858,866,7,6,0,9,4,414,1,possession,GUI,"DF,MF",26.0,1996.0,11.9,475,546,87.0,9314,2704,152,160,95.0,272,294,92.5,43,76,56.6,0,0.0,0.1,0.0,2,23,2,0,29,passing,GUI,"DF,MF",26.0,1996.0,11.9,6,0,0,9,2,0,0,11,11,0,0,0,67,25,13,65.8,misc,GUI,"DF,MF",26.0,1996.0,11.9,18,11,9,9,0,11,13,84.6,2,17,7,10,11,29,62,0,defense
ESP-La Liga,2023,Cádiz,Moussa Diakité,MLI,MF,19.0,2003.0,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,MLI,MF,19.0,2003.0,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,MLI,MF,19.0,2003.0,0.0,1,0,1,0,0,0,1,1,0,0.0,1,100.0,1,3,0,0,0,0,0,0,0,0,possession,MLI,MF,19.0,2003.0,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,passing,MLI,MF,19.0,2003.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,misc,MLI,MF,19.0,2003.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,defense
ESP-La Liga,2023,Las Palmas,Munir El Haddadi,MAR,FW,27.0,1995.0,38,32,2449,27.2,3,2,5,3,0,1,3,0,4.3,3.5,1.9,5.5,26,78,167,0.11,0.07,0.18,0.11,0.18,0.16,0.07,0.23,0.13,0.2,standard,MAR,FW,27.0,1995.0,27.2,3,42,11,26.2,1.54,0.4,0.07,0.27,16.7,3,0,1,4.3,3.5,0.08,-1.3,-0.5,shooting,MAR,FW,27.0,1995.0,27.2,1043,14,108,516,430,70,1042,61,21,34.4,35,57.4,671,3237,1220,26,30,8,55,48,792,167,possession,MAR,FW,27.0,1995.0,27.2,584,760,76.8,8540,2061,335,386,86.8,179,227,78.9,38,76,50.0,2,1.9,2.8,0.1,24,40,22,1,78,passing,MAR,FW,27.0,1995.0,27.2,3,0,0,30,73,21,41,11,27,0,0,0,91,19,42,31.1,misc,MAR,FW,27.0,1995.0,27.2,40,27,18,17,5,17,38,44.7,21,27,1,26,11,51,16,0,defense
