league,season,team,player,nation,pos,age,born,90s,Performance CrdY,Performance CrdR,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%,stat_type
ENG-Premier League,2023,Arsenal,Ben White,ENG,DF,25,1997,33.2,8,0,0,19,12,11,57,32,28,0,0,0,120,36,22,62.1,misc
ENG-Premier League,2023,Arsenal,Bukayo Saka,ENG,FW,21,2001,32.4,4,0,0,41,69,8,181,15,35,1,0,0,155,23,36,39.0,misc
ENG-Premier League,2023,Arsenal,Cédric Soares,POR,DF,31,1991,0.7,0,0,0,0,1,0,4,0,0,0,0,0,3,0,1,0.0,misc
ENG-Premier League,2023,Arsenal,David Raya,ESP,GK,27,1995,32.0,2,0,0,0,4,0,0,0,1,0,0,0,38,5,1,83.3,misc
ENG-Premier League,2023,Arsenal,Declan Rice,ENG,MF,24,1999,35.8,5,0,0,34,13,2,60,44,51,0,2,0,178,39,43,47.6,misc
ENG-Premier League,2023,Arsenal,Eddie Nketiah,ENG,FW,24,1999,12.0,3,0,0,24,28,8,5,4,7,2,0,0,24,23,27,46.0,misc
ENG-Premier League,2023,Arsenal,Emile Smith Rowe,ENG,MF,23,2000,3.9,0,0,0,5,2,0,1,3,1,0,0,0,15,3,5,37.5,misc
ENG-Premier League,2023,Arsenal,Ethan Nwaneri,ENG,FW,16,2007,0.2,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,100.0,misc
ENG-Premier League,2023,Arsenal,Fabio Vieira,POR,"MF,FW",23,2000,3.3,0,1,0,8,10,2,15,2,2,2,0,0,16,1,0,100.0,misc
ENG-Premier League,2023,Arsenal,Gabriel Jesus,BRA,FW,26,1997,16.4,6,0,0,26,32,16,9,13,17,1,0,0,59,15,38,28.3,misc
ENG-Premier League,2023,Arsenal,Gabriel Magalhães,BRA,DF,25,1997,33.8,4,0,0,35,34,1,4,31,28,0,0,1,136,77,62,55.4,misc
ENG-Premier League,2023,Arsenal,Gabriel Martinelli,BRA,FW,22,2001,22.4,1,0,0,23,24,9,109,5,24,0,0,0,95,15,26,36.6,misc
ENG-Premier League,2023,Arsenal,Jakub Kiwior,POL,DF,23,2000,10.5,1,0,0,10,3,0,12,8,12,0,0,0,35,15,11,57.7,misc
ENG-Premier League,2023,Arsenal,Jorginho,ITA,MF,31,1991,10.2,1,0,0,9,15,0,3,12,10,0,0,0,49,7,7,50.0,misc
ENG-Premier League,2023,Arsenal,Jurriën Timber,NED,DF,22,2001,0.8,2,0,0,3,0,1,1,0,2,0,0,0,4,1,1,50.0,misc
ENG-Premier League,2023,Arsenal,Kai Havertz,GER,"MF,FW",24,1999,29.3,11,0,0,49,44,15,12,20,15,1,0,0,122,102,101,50.2,misc
ENG-Premier League,2023,Arsenal,Leandro Trossard,BEL,"FW,MF",28,1994,18.3,2,0,0,15,20,9,57,8,16,1,0,0,88,5,10,33.3,misc
ENG-Premier League,2023,Arsenal,Martin Ødegaard,NOR,MF,24,1998,34.3,2,0,0,30,36,3,77,15,17,1,0,0,158,3,9,25.0,misc
ENG-Premier League,2023,Arsenal,Mohamed Elneny,EGY,MF,31,1992,0.3,0,0,0,1,0,0,0,1,0,0,0,0,2,1,1,50.0,misc
ENG-Premier League,2023,Arsenal,Oleksandr Zinchenko,UKR,DF,26,1996,19.1,2,0,0,7,9,1,30,20,30,0,0,0,104,27,16,62.8,misc
ENG-Premier League,2023,Arsenal,Reiss Nelson,ENG,FW,23,1999,3.0,1,0,0,5,6,0,14,1,6,0,0,0,22,0,5,0.0,misc
ENG-Premier League,2023,Arsenal,Takehiro Tomiyasu,JPN,DF,24,1998,12.8,2,1,1,14,8,1,14,18,9,0,0,0,54,25,20,55.6,misc
ENG-Premier League,2023,Arsenal,Thomas Partey,GHA,"MF,DF",30,1993,8.8,3,0,0,10,6,0,2,11,11,0,0,0,56,7,8,46.7,misc
ENG-Premier League,2023,Arsenal,William Saliba,FRA,DF,22,2001,38.0,4,0,0,22,16,0,3,29,26,0,1,0,213,72,49,59.5,misc
ENG-Premier League,2023,Aston Villa,Bertrand Traoré,BFA,"DF,FW",27,1995,0.1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,,misc
ENG-Premier League,2023,Aston Villa,Boubacar Kamara,FRA,MF,23,1999,18.4,7,1,0,35,29,0,2,21,29,0,0,0,97,19,25,43.2,misc
ENG-Premier League,2023,Aston Villa,Calum Chambers,ENG,"MF,DF",28,1995,1.7,1,0,0,3,1,0,0,2,0,0,0,0,8,1,1,50.0,misc
ENG-Premier League,2023,Aston Villa,Cameron Archer,ENG,MF,22,2001,0.1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,,misc
