league,season,team,player,nation,pos,age,born,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G+A,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Expected xG,Expected npxG,Expected xAG,Expected npxG+xAG,Progression PrgC,Progression PrgP,Progression PrgR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Per 90 Minutes xG,Per 90 Minutes xAG,Per 90 Minutes xG+xAG,Per 90 Minutes npxG,Per 90 Minutes npxG+xAG,stat_type,nation_possession,pos_possession,age_possession,born_possession,90s,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Succ%,Take-Ons Tkld,Take-Ons Tkld%,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,stat_type_possession,nation_misc,pos_misc,age_misc,born_misc,90s_misc,Performance CrdY_misc,Performance CrdR_misc,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%,stat_type_misc,nation_defense,pos_defense,age_defense,born_defense,90s_defense,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,stat_type_defense,nation_passing,pos_passing,age_passing,born_passing,90s_passing,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,stat_type_passing,nation_shooting,pos_shooting,age_shooting,born_shooting,90s_shooting,Standard Gls,Standard Sh,Standard SoT,Standard SoT%,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Standard FK,Standard PK,Standard PKatt,Expected xG_shooting,Expected npxG_shooting,Expected npxG/Sh,Expected G-xG,Expected np:G-xG,stat_type_shooting
ESP-La Liga,2024,Sevilla,Stanis Idumbo,BEL,"FW,MF",19-286,2005.0,13,3,259,2.9,1,1,2,1,0,0,0,0,0.6,0.6,0.7,1.3,9,8,18,0.35,0.35,0.69,0.35,0.69,0.22,0.25,0.46,0.22,0.46,standard,BEL,"FW,MF",19-286,2005.0,2.9,113,6,25,46,46,6,113,17,8,47.1,8,47.1,74,612,280,9,2,4,11,9,76,18,possession,BEL,"FW,MF",19-286,2005.0,2.9,0,0,0,1,6,0,0,4,5,0,0,0,18,1,0,100.0,misc,BEL,"FW,MF",19-286,2005.0,2.9,8,5,3,3,2,2,4,50.0,2,3,1,2,4,12,2,0,defense,BEL,"FW,MF",19-286,2005.0,2.9,53,63,84.1,871,207,28,32,87.5,20,22,90.9,5,7,71.4,1,0.7,0.1,0.3,6,2,1,0,8,passing,BEL,"FW,MF",19-286,2005.0,2.9,1,4,2,50.0,1.39,0.69,0.25,0.5,23.5,0,0,0,0.6,0.6,0.16,0.4,0.4,shooting
ESP-La Liga,2024,Valladolid,Stanko Jurić,CRO,MF,28-238,1996.0,22,15,1414,15.7,0,0,0,0,0,0,7,1,0.8,0.8,0.5,1.3,4,45,7,0.0,0.0,0.0,0.0,0.0,0.05,0.03,0.08,0.05,0.08,standard,CRO,MF,28-238,1996.0,15.7,796,78,352,399,55,9,796,8,5,62.5,3,37.5,324,1573,660,4,4,2,18,12,445,7,possession,CRO,MF,28-238,1996.0,15.7,7,1,1,35,8,0,0,18,21,0,0,0,76,42,13,76.4,misc,CRO,MF,28-238,1996.0,15.7,42,21,23,16,3,16,39,41.0,23,25,8,17,18,60,47,0,defense,CRO,MF,28-238,1996.0,15.7,518,612,84.6,8422,2340,255,287,88.9,225,250,90.0,27,46,58.7,0,0.5,0.1,-0.5,4,28,2,0,45,passing,CRO,MF,28-238,1996.0,15.7,0,7,1,14.3,0.45,0.06,0.0,0.0,13.0,0,0,0,0.8,0.8,0.11,-0.8,-0.8,shooting
ESP-La Liga,2024,Las Palmas,Stefan Bajcetic,ESP,"MF,DF",20-171,2004.0,8,6,498,5.5,1,0,1,1,0,0,1,0,0.2,0.2,0.2,0.4,5,18,4,0.18,0.0,0.18,0.18,0.18,0.04,0.04,0.08,0.04,0.08,standard,ESP,"MF,DF",20-171,2004.0,5.5,288,20,93,157,40,5,288,9,5,55.6,2,22.2,126,549,241,5,3,0,14,4,146,4,possession,ESP,"MF,DF",20-171,2004.0,5.5,1,0,0,12,5,0,1,8,8,0,1,0,31,8,7,53.3,misc,ESP,"MF,DF",20-171,2004.0,5.5,15,8,10,3,2,5,16,31.3,11,17,3,14,8,23,17,1,defense,ESP,"MF,DF",20-171,2004.0,5.5,150,208,72.1,2966,855,63,78,80.8,58,72,80.6,28,47,59.6,0,0.2,0.2,-0.2,6,13,6,0,18,passing,ESP,"MF,DF",20-171,2004.0,5.5,1,2,2,100.0,0.36,0.36,0.5,0.5,21.3,0,0,0,0.2,0.2,0.11,0.8,0.8,shooting
ESP-La Liga,2024,Alavés,Stoichkov,ESP,"MF,FW",31-157,1993.0,16,6,699,7.8,0,1,1,0,0,0,1,0,1.1,1.1,1.2,2.3,9,26,41,0.0,0.13,0.13,0.0,0.13,0.14,0.15,0.3,0.14,0.3,standard,ESP,"MF,FW",31-157,1993.0,7.8,304,6,39,135,135,28,304,18,6,33.3,9,50.0,179,938,377,9,5,3,20,7,194,41,possession,ESP,"MF,FW",31-157,1993.0,7.8,1,0,0,9,16,5,13,1,9,0,0,0,44,5,15,25.0,misc,ESP,"MF,FW",31-157,1993.0,7.8,14,9,6,7,1,6,11,54.5,5,2,0,2,1,15,7,0,defense,ESP,"MF,FW",31-157,1993.0,7.8,132,214,61.7,2161,697,61,82,74.4,50,73,68.5,14,33,42.4,1,1.2,0.7,-0.2,7,16,10,1,26,passing,ESP,"MF,FW",31-157,1993.0,7.8,0,18,3,16.7,2.32,0.39,0.0,0.0,19.8,1,0,0,1.1,1.1,0.06,-1.1,-1.1,shooting
ESP-La Liga,2024,Valencia,Stole Dimitrievski,MKD,GK,31-107,1993.0,4,4,360,4.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,MKD,GK,31-107,1993.0,4.0,143,96,135,9,0,0,143,0,0,,0,,68,362,240,0,0,0,1,0,52,0,possession,MKD,GK,31-107,1993.0,4.0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,,misc,MKD,GK,31-107,1993.0,4.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,1,defense,MKD,GK,31-107,1993.0,4.0,68,133,51.1,2105,1516,6,6,100.0,35,37,94.6,27,90,30.0,0,0.0,0.0,0.0,0,3,0,0,0,passing,MKD,GK,31-107,1993.0,4.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
ESP-La Liga,2024,Sevilla,Suso,ESP,"FW,MF",31-143,1993.0,9,0,180,2.0,0,0,0,0,0,0,1,0,0.2,0.2,0.4,0.6,7,14,17,0.0,0.0,0.0,0.0,0.0,0.12,0.19,0.31,0.12,0.31,standard,ESP,"FW,MF",31-143,1993.0,2.0,154,0,16,64,78,4,154,15,7,46.7,7,46.7,104,516,291,7,8,1,4,5,114,17,possession,ESP,"FW,MF",31-143,1993.0,2.0,1,0,0,2,5,1,14,0,1,0,0,0,13,2,2,50.0,misc,ESP,"FW,MF",31-143,1993.0,2.0,2,1,1,1,0,1,5,20.0,4,0,0,0,0,2,0,0,defense,ESP,"FW,MF",31-143,1993.0,2.0,100,126,79.4,1688,523,49,54,90.7,34,39,87.2,11,23,47.8,0,0.4,0.4,-0.4,9,14,4,1,14,passing,ESP,"FW,MF",31-143,1993.0,2.0,0,6,2,33.3,3.0,1.0,0.0,0.0,23.4,1,0,0,0.2,0.2,0.04,-0.2,-0.2,shooting
ESP-La Liga,2024,Leganés,Sébastien Haller,CIV,FW,30-293,1994.0,8,5,404,4.5,0,0,0,0,0,0,0,0,0.4,0.4,0.2,0.6,3,4,14,0.0,0.0,0.0,0.0,0.0,0.09,0.05,0.13,0.09,0.13,standard,CIV,FW,30-293,1994.0,4.5,129,7,21,66,45,11,129,3,1,33.3,1,33.3,56,227,105,3,2,0,17,5,94,14,possession,CIV,FW,30-293,1994.0,4.5,0,0,0,4,5,7,0,0,0,0,0,0,10,26,17,60.5,misc,CIV,FW,30-293,1994.0,4.5,2,0,1,0,1,1,2,50.0,1,1,0,1,0,2,7,0,defense,CIV,FW,30-293,1994.0,4.5,54,90,60.0,648,93,35,50,70.0,13,24,54.2,2,4,50.0,0,0.2,0.2,-0.2,1,4,0,0,4,passing,CIV,FW,30-293,1994.0,4.5,0,4,1,25.0,0.89,0.22,0.0,0.0,14.1,0,0,0,0.4,0.4,0.1,-0.4,-0.4,shooting
ESP-La Liga,2024,Celta Vigo,Tadeo Allende,ARG,FW,26-050,1999.0,1,0,2,0.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ARG,FW,26-050,1999.0,0.0,4,1,1,3,0,0,4,1,0,0.0,1,100.0,3,13,4,0,0,0,0,0,3,0,possession,ARG,FW,26-050,1999.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,misc,ARG,FW,26-050,1999.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,defense,ARG,FW,26-050,1999.0,0.0,1,3,33.3,7,1,1,2,50.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,passing,ARG,FW,26-050,1999.0,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
ESP-La Liga,2024,Villarreal,Tajon Buchanan,CAN,MF,26-062,1999.0,7,3,237,2.6,0,1,1,0,0,0,0,0,0.1,0.1,0.5,0.6,13,3,30,0.0,0.38,0.38,0.0,0.38,0.04,0.18,0.22,0.04,0.22,standard,CAN,MF,26-062,1999.0,2.6,150,2,30,42,82,16,150,14,7,50.0,5,35.7,92,666,301,13,6,3,11,5,91,30,possession,CAN,MF,26-062,1999.0,2.6,0,0,0,7,10,3,15,1,4,0,0,0,16,3,2,60.0,misc,CAN,MF,26-062,1999.0,2.6,7,4,5,2,0,5,8,62.5,3,4,0,4,1,8,1,0,defense,CAN,MF,26-062,1999.0,2.6,67,98,68.4,900,245,48,62,77.4,9,15,60.0,6,11,54.5,1,0.5,0.5,0.5,3,2,3,1,3,passing,CAN,MF,26-062,1999.0,2.6,0,3,1,33.3,1.14,0.38,0.0,0.0,25.0,0,0,0,0.1,0.1,0.04,-0.1,-0.1,shooting
ESP-La Liga,2024,Real Sociedad,Takefusa Kubo,JPN,"MF,FW",23-311,2001.0,28,19,1757,19.5,5,0,5,5,0,0,5,0,3.1,3.1,3.5,6.6,108,78,179,0.26,0.0,0.26,0.26,0.26,0.16,0.18,0.34,0.16,0.34,standard,JPN,"MF,FW",23-311,2001.0,19.5,995,7,102,375,536,93,995,116,52,44.8,51,44.0,659,4865,2886,108,44,46,70,38,739,179,possession,JPN,"MF,FW",23-311,2001.0,19.5,5,0,0,16,53,7,58,9,14,0,0,0,89,10,12,45.5,misc,JPN,"MF,FW",23-311,2001.0,19.5,24,14,9,9,6,14,31,45.2,17,28,1,27,9,33,11,1,defense,JPN,"MF,FW",23-311,2001.0,19.5,494,699,70.7,6914,2154,303,357,84.9,122,180,67.8,35,72,48.6,0,3.5,2.4,-3.5,37,44,34,8,78,passing,JPN,"MF,FW",23-311,2001.0,19.5,5,33,11,33.3,1.69,0.56,0.15,0.45,15.2,0,0,0,3.1,3.1,0.09,1.9,1.9,shooting
ESP-La Liga,2024,Mallorca,Takuma Asano,JPN,"FW,MF",30-152,1994.0,19,12,958,10.6,2,0,2,2,0,0,0,0,2.3,2.3,0.6,2.8,26,19,65,0.19,0.0,0.19,0.19,0.19,0.21,0.05,0.27,0.21,0.27,standard,JPN,"FW,MF",30-152,1994.0,10.6,318,5,48,129,148,46,318,23,5,21.7,16,69.6,184,1154,525,26,11,11,23,12,198,65,possession,JPN,"FW,MF",30-152,1994.0,10.6,0,0,0,4,13,5,18,5,9,0,0,0,41,5,26,16.1,misc,JPN,"FW,MF",30-152,1994.0,10.6,13,9,5,7,1,6,11,54.5,5,6,0,6,5,18,8,0,defense,JPN,"FW,MF",30-152,1994.0,10.6,129,194,66.5,1840,440,79,94,84.0,43,61,70.5,4,15,26.7,0,0.6,0.6,-0.6,5,8,3,2,19,passing,JPN,"FW,MF",30-152,1994.0,10.6,2,24,7,29.2,2.25,0.66,0.08,0.29,13.5,0,0,0,2.3,2.3,0.09,-0.3,-0.3,shooting
ESP-La Liga,2024,Valladolid,Tamás Nikitscher,HUN,MF,25-159,1999.0,8,6,550,6.1,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,2,8,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,standard,HUN,MF,25-159,1999.0,6.1,262,14,87,163,15,0,262,4,2,50.0,1,25.0,130,835,284,2,3,0,4,3,158,3,possession,HUN,MF,25-159,1999.0,6.1,2,0,0,12,5,0,0,9,5,0,0,0,20,8,4,66.7,misc,HUN,MF,25-159,1999.0,6.1,13,5,8,5,0,6,9,66.7,3,10,2,8,9,22,8,0,defense,HUN,MF,25-159,1999.0,6.1,185,200,92.5,2887,593,96,103,93.2,71,74,95.9,12,15,80.0,0,0.0,0.0,0.0,1,8,1,0,8,passing,HUN,MF,25-159,1999.0,6.1,0,1,1,100.0,0.16,0.16,0.0,0.0,30.5,0,0,0,0.0,0.0,0.02,0.0,0.0,shooting
ESP-La Liga,2024,Sevilla,Tanguy Nianzou,FRA,DF,22-308,2002.0,6,6,518,5.8,0,0,0,0,0,0,3,1,0.2,0.2,0.0,0.2,4,10,0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,standard,FRA,DF,22-308,2002.0,5.8,376,49,205,162,11,6,376,3,3,100.0,0,0.0,207,924,408,4,3,0,3,0,263,0,possession,FRA,DF,22-308,2002.0,5.8,3,1,1,10,5,0,0,8,5,0,0,1,9,17,2,89.5,misc,FRA,DF,22-308,2002.0,5.8,7,5,6,0,1,5,6,83.3,1,1,0,1,8,15,27,0,defense,FRA,DF,22-308,2002.0,5.8,285,314,90.8,4654,1465,131,139,94.2,143,155,92.3,7,15,46.7,0,0.0,0.0,0.0,0,6,0,0,10,passing,FRA,DF,22-308,2002.0,5.8,0,2,0,0.0,0.35,0.0,0.0,,8.9,0,0,0,0.2,0.2,0.09,-0.2,-0.2,shooting
ESP-La Liga,2024,Villarreal,Thiago Ojeda,ARG,MF,22-089,2003.0,1,0,8,0.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,2,0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.12,0.12,0.12,standard,ARG,MF,22-089,2003.0,0.1,11,1,2,5,4,0,11,0,0,,0,,5,42,34,1,1,0,1,0,7,0,possession,ARG,MF,22-089,2003.0,0.1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,,misc,ARG,MF,22-089,2003.0,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,defense,ARG,MF,22-089,2003.0,0.1,7,8,87.5,103,15,4,4,100.0,3,4,75.0,0,0,,0,0.0,0.0,0.0,0,1,0,0,2,passing,ARG,MF,22-089,2003.0,0.1,0,1,0,0.0,11.25,0.0,0.0,,31.3,0,0,0,0.0,0.0,0.01,0.0,0.0,shooting
ESP-La Liga,2024,Real Madrid,Thibaut Courtois,BEL,GK,32-335,1992.0,24,24,2160,24.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,BEL,GK,32-335,1992.0,24.0,892,783,889,3,0,0,892,1,0,0.0,1,100.0,540,2573,1648,0,0,0,0,0,561,0,possession,BEL,GK,32-335,1992.0,24.0,0,0,0,0,0,0,0,1,0,0,0,1,42,7,0,100.0,misc,BEL,GK,32-335,1992.0,24.0,0,0,0,0,0,0,0,,0,0,0,0,1,1,12,1,defense,BEL,GK,32-335,1992.0,24.0,709,837,84.7,16122,10020,138,139,99.3,454,456,99.6,116,240,48.3,0,0.0,0.0,0.0,0,4,0,0,0,passing,BEL,GK,32-335,1992.0,24.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
ESP-La Liga,2024,Villarreal,Thierno Barry,FRA,FW,22-172,2002.0,28,19,1786,19.8,9,3,12,8,1,1,3,0,10.7,9.9,2.4,12.3,29,19,93,0.45,0.15,0.6,0.4,0.55,0.54,0.12,0.66,0.5,0.62,standard,FRA,FW,22-172,2002.0,19.8,484,15,31,191,271,89,483,36,12,33.3,17,47.2,265,1658,743,29,25,14,70,20,371,93,possession,FRA,FW,22-172,2002.0,19.8,3,0,0,37,39,16,4,0,8,1,0,0,29,77,42,64.7,misc,FRA,FW,22-172,2002.0,19.8,11,8,2,5,4,4,9,44.4,5,14,2,12,0,11,12,0,defense,FRA,FW,22-172,2002.0,19.8,156,257,60.7,2232,355,81,124,65.3,55,93,59.1,8,15,53.3,3,2.4,1.3,0.6,18,9,10,1,19,passing,FRA,FW,22-172,2002.0,19.8,9,55,18,32.7,2.77,0.91,0.15,0.44,11.9,0,1,1,10.7,9.9,0.18,-1.7,-1.9,shooting
ESP-La Liga,2024,Valencia,Thierry Correia,POR,DF,26-033,1999.0,11,9,768,8.5,0,0,0,0,0,0,1,0,0.3,0.3,0.3,0.6,16,44,48,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.08,0.04,0.08,standard,POR,DF,26-033,1999.0,8.5,555,29,177,215,170,12,555,23,8,34.8,12,52.2,240,1328,785,16,9,6,17,0,293,48,possession,POR,DF,26-033,1999.0,8.5,1,0,0,15,14,0,18,4,18,0,0,0,38,4,8,33.3,misc,POR,DF,26-033,1999.0,8.5,27,18,19,5,3,13,23,56.5,10,10,1,9,4,31,18,0,defense,POR,DF,26-033,1999.0,8.5,330,441,74.8,5750,2179,160,183,87.4,137,172,79.7,31,67,46.3,0,0.3,0.8,-0.3,5,23,12,3,44,passing,POR,DF,26-033,1999.0,8.5,0,7,3,42.9,0.82,0.35,0.0,0.0,19.0,0,0,0,0.3,0.3,0.05,-0.3,-0.3,shooting
ESP-La Liga,2024,Atlético Madrid,Thomas Lemar,FRA,MF,29-150,1995.0,3,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,0,4,2,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.37,0.0,0.37,standard,FRA,MF,29-150,1995.0,0.5,30,0,5,14,11,0,30,3,0,0.0,2,66.7,18,79,10,0,0,0,1,0,20,2,possession,FRA,MF,29-150,1995.0,0.5,0,0,0,1,2,0,2,0,1,0,0,0,2,0,1,0.0,misc,FRA,MF,29-150,1995.0,0.5,1,1,1,0,0,1,3,33.3,2,0,0,0,0,1,0,0,defense,FRA,MF,29-150,1995.0,0.5,20,24,83.3,421,168,3,4,75.0,14,16,87.5,3,4,75.0,0,0.2,0.1,-0.2,2,0,2,0,4,passing,FRA,MF,29-150,1995.0,0.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
