league,season,team,player,nation,pos,age,born,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G+A,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Expected xG,Expected npxG,Expected xAG,Expected npxG+xAG,Progression PrgC,Progression PrgP,Progression PrgR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Per 90 Minutes xG,Per 90 Minutes xAG,Per 90 Minutes xG+xAG,Per 90 Minutes npxG,Per 90 Minutes npxG+xAG,stat_type,nation_shooting,pos_shooting,age_shooting,born_shooting,90s,Standard Gls,Standard Sh,Standard SoT,Standard SoT%,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Standard FK,Standard PK,Standard PKatt,Expected xG_shooting,Expected npxG_shooting,Expected npxG/Sh,Expected G-xG,Expected np:G-xG,stat_type_shooting,nation_defense,pos_defense,age_defense,born_defense,90s_defense,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,stat_type_defense,nation_possession,pos_possession,age_possession,born_possession,90s_possession,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Succ%,Take-Ons Tkld,Take-Ons Tkld%,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,stat_type_possession,nation_misc,pos_misc,age_misc,born_misc,90s_misc,Performance CrdY_misc,Performance CrdR_misc,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%,stat_type_misc,nation_passing,pos_passing,age_passing,born_passing,90s_passing,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,stat_type_passing
GER-Bundesliga,2023,Freiburg,Lukas Kübler,GER,DF,30.0,1992.0,26,22,1847,20.5,1,0,1,1,0,0,7,0,0.6,0.6,0.3,0.9,13,70,32,0.05,0.0,0.05,0.05,0.05,0.03,0.02,0.04,0.03,0.04,standard,GER,DF,30.0,1992.0,20.5,1,8,3,37.5,0.39,0.15,0.13,0.33,15.2,0,0,0,0.6,0.6,0.07,0.4,0.4,shooting,GER,DF,30.0,1992.0,20.5,50,24,35,13,2,26,42,61.9,16,36,14,22,37,87,57,1,defense,GER,DF,30.0,1992.0,20.5,1254,106,446,623,193,14,1254,10,3,30.0,3,30.0,554,2385,981,13,14,0,7,6,615,32,possession,GER,DF,30.0,1992.0,20.5,7,0,0,19,24,3,21,37,24,0,0,0,113,35,25,58.3,misc,GER,DF,30.0,1992.0,20.5,805,1030,78.2,13760,4910,379,427,88.8,340,423,80.4,74,146,50.7,0,0.3,0.6,-0.3,4,74,4,2,70,passing
GER-Bundesliga,2023,Wolfsburg,Lukas Nmecha,GER,FW,24.0,1998.0,3,0,42,0.5,1,0,1,1,0,0,0,0,0.1,0.1,0.0,0.2,0,1,5,2.14,0.0,2.14,2.14,2.14,0.31,0.05,0.35,0.31,0.35,standard,GER,FW,24.0,1998.0,0.5,1,1,1,100.0,2.14,2.14,1.0,1.0,7.8,0,0,0,0.1,0.1,0.14,0.9,0.9,shooting,GER,FW,24.0,1998.0,0.5,1,1,0,0,1,0,0,,0,1,0,1,0,1,0,0,defense,GER,FW,24.0,1998.0,0.5,22,0,0,8,14,6,22,0,0,,0,,10,30,4,0,1,0,4,2,14,5,possession,GER,FW,24.0,1998.0,0.5,0,0,0,1,1,0,0,0,1,0,0,0,0,3,3,50.0,misc,GER,FW,24.0,1998.0,0.5,6,12,50.0,81,15,2,6,33.3,1,1,100.0,1,1,100.0,0,0.0,0.0,0.0,1,1,0,0,1,passing
GER-Bundesliga,2023,Gladbach,Lukas Ullrich,GER,"DF,FW",19.0,2004.0,4,0,47,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,GER,"DF,FW",19.0,2004.0,0.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,GER,"DF,FW",19.0,2004.0,0.5,1,0,1,0,0,1,4,25.0,3,0,0,0,0,1,1,0,defense,GER,"DF,FW",19.0,2004.0,0.5,29,1,7,9,13,0,29,1,0,0.0,1,100.0,20,79,17,0,1,0,2,3,21,6,possession,GER,"DF,FW",19.0,2004.0,0.5,0,0,0,0,1,0,5,0,0,0,0,0,3,0,2,0.0,misc,GER,"DF,FW",19.0,2004.0,0.5,10,23,43.5,137,14,7,11,63.6,3,3,100.0,0,6,0.0,0,0.0,0.0,0.0,0,0,0,0,0,passing
GER-Bundesliga,2023,Leverkusen,Lukáš Hrádecký,FIN,GK,33.0,1989.0,33,33,2970,33.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,FIN,GK,33.0,1989.0,33.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,FIN,GK,33.0,1989.0,33.0,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,10,2,defense,FIN,GK,33.0,1989.0,33.0,939,777,925,14,0,0,939,0,0,,0,,543,2958,1580,0,1,1,1,0,456,0,possession,FIN,GK,33.0,1989.0,33.0,2,0,0,0,1,0,0,0,0,0,0,0,51,8,1,88.9,misc,FIN,GK,33.0,1989.0,33.0,706,886,79.7,16511,12037,186,187,99.5,360,369,97.6,156,320,48.8,0,0.0,0.0,0.0,0,4,0,0,1,passing
GER-Bundesliga,2023,Augsburg,Mads Pedersen,DEN,DF,26.0,1996.0,27,19,1786,19.8,1,1,2,1,0,0,5,1,0.8,0.8,1.5,2.3,56,66,79,0.05,0.05,0.1,0.05,0.1,0.04,0.07,0.12,0.04,0.12,standard,DEN,DF,26.0,1996.0,19.8,1,13,1,7.7,0.66,0.05,0.08,1.0,19.0,0,0,0,0.8,0.8,0.06,0.2,0.2,shooting,DEN,DF,26.0,1996.0,19.8,64,39,31,27,6,24,44,54.5,20,20,3,17,19,83,46,0,defense,DEN,DF,26.0,1996.0,19.8,1084,61,305,489,311,20,1084,38,23,60.5,9,23.7,506,3407,1895,56,35,4,21,13,543,79,possession,DEN,DF,26.0,1996.0,19.8,5,1,0,34,26,2,53,19,39,0,0,0,100,10,23,30.3,misc,DEN,DF,26.0,1996.0,19.8,637,853,74.7,10860,3963,313,351,89.2,249,349,71.3,59,97,60.8,1,1.5,2.1,-0.5,12,46,21,8,66,passing
GER-Bundesliga,2023,Stuttgart,Mahmoud Dahoud,GER,MF,27.0,1996.0,13,1,227,2.5,1,0,1,1,0,0,0,0,0.6,0.6,0.5,1.1,1,19,5,0.4,0.0,0.4,0.4,0.4,0.22,0.21,0.43,0.22,0.43,standard,GER,MF,27.0,1996.0,2.5,1,3,1,33.3,1.19,0.4,0.33,1.0,19.8,0,0,0,0.6,0.6,0.19,0.4,0.4,shooting,GER,MF,27.0,1996.0,2.5,5,1,1,4,0,3,7,42.9,4,4,0,4,0,5,1,0,defense,GER,MF,27.0,1996.0,2.5,261,5,48,157,57,6,261,2,0,0.0,2,100.0,144,548,241,1,5,0,6,3,207,5,possession,GER,MF,27.0,1996.0,2.5,0,0,0,0,2,0,6,0,1,0,0,0,23,2,5,28.6,misc,GER,MF,27.0,1996.0,2.5,205,235,87.2,3140,829,117,126,92.9,63,71,88.7,16,24,66.7,0,0.5,0.9,-0.5,7,19,3,1,19,passing
GER-Bundesliga,2023,Augsburg,Mahmut Kücüksahin,,MF,19.0,2004.0,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,,MF,19.0,2004.0,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,,MF,19.0,2004.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,defense,,MF,19.0,2004.0,0.0,4,0,2,2,0,0,4,0,0,,0,,2,1,0,0,0,0,0,0,4,0,possession,,MF,19.0,2004.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,misc,,MF,19.0,2004.0,0.0,4,4,100.0,59,17,3,3,100.0,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,1,0,0,0,passing
GER-Bundesliga,2023,Eint Frankfurt,Makoto Hasebe,JPN,"DF,MF",39.0,1984.0,8,2,218,2.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,10,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,JPN,"DF,MF",39.0,1984.0,2.4,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,JPN,"DF,MF",39.0,1984.0,2.4,4,2,2,2,0,3,6,50.0,3,2,1,1,2,6,5,0,defense,JPN,"DF,MF",39.0,1984.0,2.4,209,11,73,125,12,0,209,0,0,,0,,141,726,432,0,1,0,1,1,159,3,possession,JPN,"DF,MF",39.0,1984.0,2.4,1,0,0,4,3,0,1,2,2,0,1,0,13,4,3,57.1,misc,JPN,"DF,MF",39.0,1984.0,2.4,166,189,87.8,3210,1037,52,56,92.9,100,109,91.7,14,23,60.9,0,0.0,0.2,0.0,0,7,2,0,10,passing
GER-Bundesliga,2023,Gladbach,Manu Koné,FRA,MF,22.0,2001.0,22,18,1561,17.3,1,0,1,1,0,0,4,1,1.2,1.2,1.2,2.4,42,70,56,0.06,0.0,0.06,0.06,0.06,0.07,0.07,0.14,0.07,0.14,standard,FRA,MF,22.0,2001.0,17.3,1,24,8,33.3,1.38,0.46,0.04,0.13,19.3,0,0,0,1.2,1.2,0.05,-0.2,-0.2,shooting,FRA,MF,22.0,2001.0,17.3,45,26,20,20,5,17,25,68.0,8,22,1,21,15,60,16,1,defense,FRA,MF,22.0,2001.0,17.3,925,23,181,525,238,31,925,69,37,53.6,26,37.7,579,3369,1764,42,33,6,41,41,643,56,possession,FRA,MF,22.0,2001.0,17.3,4,1,0,28,35,3,3,15,26,1,1,0,111,21,24,46.7,misc,FRA,MF,22.0,2001.0,17.3,583,688,84.7,8747,2218,330,368,89.7,199,225,88.4,31,44,70.5,0,1.2,0.8,-1.2,24,45,12,0,70,passing
GER-Bundesliga,2023,Freiburg,Manuel Gulde,GER,DF,32.0,1991.0,27,23,2047,22.7,1,0,1,1,0,0,5,1,1.1,1.1,0.1,1.2,10,74,3,0.04,0.0,0.04,0.04,0.04,0.05,0.01,0.05,0.05,0.05,standard,GER,DF,32.0,1991.0,22.7,1,12,1,8.3,0.53,0.04,0.08,1.0,11.3,0,0,0,1.1,1.1,0.09,-0.1,-0.1,shooting,GER,DF,32.0,1991.0,22.7,37,23,23,13,1,17,23,73.9,6,24,14,10,25,62,82,0,defense,GER,DF,32.0,1991.0,22.7,1304,170,634,626,50,17,1304,4,2,50.0,2,50.0,616,2909,1606,10,13,0,13,2,818,3,possession,GER,DF,32.0,1991.0,22.7,5,1,1,17,15,1,3,25,23,0,0,0,78,49,33,59.8,misc,GER,DF,32.0,1991.0,22.7,942,1095,86.0,17496,5437,309,348,88.8,546,589,92.7,76,135,56.3,0,0.1,0.5,-0.1,3,59,6,1,74,passing
GER-Bundesliga,2023,Bayern Munich,Manuel Neuer,GER,GK,37.0,1986.0,23,23,2053,22.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,GER,GK,37.0,1986.0,22.8,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,GER,GK,37.0,1986.0,22.8,1,1,1,0,0,0,0,,0,0,0,0,0,1,14,3,defense,GER,GK,37.0,1986.0,22.8,920,701,893,26,1,1,920,1,1,100.0,0,0.0,572,3020,1842,0,0,0,1,0,579,0,possession,GER,GK,37.0,1986.0,22.8,1,0,0,1,2,0,0,0,1,0,1,0,31,6,3,66.7,misc,GER,GK,37.0,1986.0,22.8,754,876,86.1,18448,11570,140,141,99.3,411,418,98.3,203,317,64.0,0,0.0,0.0,0.0,0,14,0,0,8,passing
GER-Bundesliga,2023,Bochum,Manuel Riemann,GER,GK,34.0,1988.0,33,33,2970,33.0,0,0,0,0,0,0,5,0,0.0,0.0,0.2,0.2,0,19,0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,standard,GER,GK,34.0,1988.0,33.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,GER,GK,34.0,1988.0,33.0,2,1,2,0,0,2,4,50.0,2,0,0,0,1,3,25,1,defense,GER,GK,34.0,1988.0,33.0,1820,1045,1649,172,5,0,1820,1,1,100.0,0,0.0,1108,6090,4104,0,1,0,2,0,919,0,possession,GER,GK,34.0,1988.0,33.0,5,0,0,2,4,0,4,1,1,0,2,0,81,14,3,82.4,misc,GER,GK,34.0,1988.0,33.0,1031,1715,60.1,36529,30871,129,133,97.0,332,343,96.8,566,1226,46.2,0,0.2,0.4,-0.2,4,92,7,2,19,passing
GER-Bundesliga,2023,Dortmund,Marcel Sabitzer,AUT,MF,29.0,1994.0,25,23,1961,21.8,4,3,7,3,1,1,3,1,3.6,2.8,1.8,4.6,39,111,69,0.18,0.14,0.32,0.14,0.28,0.16,0.08,0.25,0.13,0.21,standard,AUT,MF,29.0,1994.0,21.8,4,46,19,41.3,2.11,0.87,0.07,0.16,22.6,5,1,1,3.6,2.8,0.06,0.4,0.2,shooting,AUT,MF,29.0,1994.0,21.8,39,24,18,20,1,23,42,54.8,19,31,12,19,12,51,34,0,defense,AUT,MF,29.0,1994.0,21.8,1305,69,271,694,346,56,1304,30,11,36.7,15,50.0,711,3258,1767,39,21,7,23,14,883,69,possession,AUT,MF,29.0,1994.0,21.8,3,1,0,15,28,1,30,12,24,0,0,0,89,6,20,23.1,misc,AUT,MF,29.0,1994.0,21.8,868,1067,81.3,12805,3494,478,539,88.7,292,344,84.9,51,98,52.0,3,1.8,3.0,1.2,22,78,23,1,111,passing
GER-Bundesliga,2023,Darmstadt 98,Marcel Schuhen,GER,GK,30.0,1993.0,31,31,2790,31.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,GER,GK,30.0,1993.0,31.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,GER,GK,30.0,1993.0,31.0,1,0,1,0,0,1,3,33.3,2,0,0,0,2,3,11,4,defense,GER,GK,30.0,1993.0,31.0,1570,1186,1530,40,0,0,1570,1,1,100.0,0,0.0,890,4586,2833,0,0,0,0,0,756,0,possession,GER,GK,30.0,1993.0,31.0,2,0,0,0,8,0,0,2,0,0,0,0,53,8,2,80.0,misc,GER,GK,30.0,1993.0,31.0,1064,1496,71.1,31713,23490,163,164,99.4,505,514,98.2,395,814,48.5,0,0.0,0.2,0.0,0,42,3,0,5,passing
GER-Bundesliga,2023,Werder Bremen,Marco Friedl,AUT,DF,25.0,1998.0,25,25,2197,24.4,1,0,1,1,0,0,6,0,0.2,0.2,0.1,0.3,4,59,2,0.04,0.0,0.04,0.04,0.04,0.01,0.0,0.01,0.01,0.01,standard,AUT,DF,25.0,1998.0,24.4,1,7,1,14.3,0.29,0.04,0.14,1.0,25.1,0,0,0,0.2,0.2,0.04,0.8,0.8,shooting,AUT,DF,25.0,1998.0,24.4,53,32,38,15,0,36,48,75.0,12,45,29,16,35,88,129,0,defense,AUT,DF,25.0,1998.0,24.4,1379,234,824,541,34,4,1379,6,5,83.3,1,16.7,751,3710,1801,4,6,0,13,5,786,2,possession,AUT,DF,25.0,1998.0,24.4,6,0,0,31,17,1,4,35,32,0,1,0,138,40,41,49.4,misc,AUT,DF,25.0,1998.0,24.4,930,1081,86.0,19543,6566,250,275,90.9,536,572,93.7,141,215,65.6,0,0.1,0.3,-0.1,1,49,4,1,59,passing
GER-Bundesliga,2023,Dortmund,Marco Reus,GER,"MF,FW",34.0,1989.0,26,18,1601,17.8,6,8,14,6,0,0,2,0,6.5,6.5,5.1,11.7,31,64,89,0.34,0.45,0.79,0.34,0.79,0.37,0.29,0.65,0.37,0.65,standard,GER,"MF,FW",34.0,1989.0,17.8,6,42,20,47.6,2.36,1.12,0.14,0.3,14.2,8,0,0,6.5,6.5,0.16,-0.5,-0.5,shooting,GER,"MF,FW",34.0,1989.0,17.8,37,25,20,14,3,12,27,44.4,15,17,2,15,5,42,18,0,defense,GER,"MF,FW",34.0,1989.0,17.8,906,31,149,404,363,77,906,21,8,38.1,10,47.6,496,2576,1275,31,33,7,42,15,632,89,possession,GER,"MF,FW",34.0,1989.0,17.8,2,0,0,21,21,4,32,5,25,0,0,0,58,13,18,41.9,misc,GER,"MF,FW",34.0,1989.0,17.8,588,707,83.2,8017,2071,339,374,90.6,172,202,85.1,30,46,65.2,8,5.1,3.7,2.9,36,38,20,2,64,passing
GER-Bundesliga,2023,Mainz 05,Marco Richter,GER,"MF,FW",25.0,1997.0,20,7,717,8.0,1,0,1,1,0,0,3,0,1.9,1.9,1.3,3.2,20,30,53,0.13,0.0,0.13,0.13,0.13,0.24,0.16,0.4,0.24,0.4,standard,GER,"MF,FW",25.0,1997.0,8.0,1,38,9,23.7,4.77,1.13,0.03,0.11,21.2,4,0,0,1.9,1.9,0.05,-0.9,-0.9,shooting,GER,"MF,FW",25.0,1997.0,8.0,10,4,5,3,2,4,11,36.4,7,9,0,9,2,12,1,0,defense,GER,"MF,FW",25.0,1997.0,8.0,426,3,42,175,214,37,426,37,16,43.2,18,48.6,239,1411,651,20,11,9,31,12,296,53,possession,GER,"MF,FW",25.0,1997.0,8.0,3,0,0,10,17,3,36,2,4,0,0,0,37,3,19,13.6,misc,GER,"MF,FW",25.0,1997.0,8.0,184,291,63.2,3183,1076,91,111,82.0,59,98,60.2,26,58,44.8,0,1.3,2.1,-1.3,11,23,11,3,30,passing
GER-Bundesliga,2023,Mainz 05,Marcus Müller,GER,MF,20.0,2002.0,1,0,18,0.2,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.26,0.26,0.26,standard,GER,MF,20.0,2002.0,0.2,0,1,0,0.0,5.0,0.0,0.0,,16.0,0,0,0,0.1,0.1,0.05,-0.1,-0.1,shooting,GER,MF,20.0,2002.0,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,defense,GER,MF,20.0,2002.0,0.2,8,0,0,1,7,3,8,0,0,,0,,0,0,0,0,0,0,0,0,5,0,possession,GER,MF,20.0,2002.0,0.2,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,75.0,misc,GER,MF,20.0,2002.0,0.2,3,5,60.0,53,2,1,2,50.0,2,3,66.7,0,0,,0,0.0,0.1,0.0,0,0,0,0,1,passing
GER-Bundesliga,2023,Eint Frankfurt,Mario Götze,GER,MF,31.0,1992.0,30,23,2068,23.0,3,2,5,3,0,0,5,1,2.9,2.9,3.0,5.9,22,115,118,0.13,0.09,0.22,0.13,0.22,0.13,0.13,0.26,0.13,0.26,standard,GER,MF,31.0,1992.0,23.0,3,13,6,46.2,0.57,0.26,0.23,0.5,14.2,0,0,0,2.9,2.9,0.26,0.1,0.1,shooting,GER,MF,31.0,1992.0,23.0,51,34,18,25,8,28,62,45.2,34,19,3,16,14,65,10,0,defense,GER,MF,31.0,1992.0,23.0,1537,27,297,812,449,42,1537,39,18,46.2,19,48.7,938,3559,1465,22,34,2,34,26,1119,118,possession,GER,MF,31.0,1992.0,23.0,5,1,1,14,35,1,54,14,34,0,1,0,152,8,13,38.1,misc,GER,MF,31.0,1992.0,23.0,1050,1325,79.2,15793,4244,593,672,88.2,350,439,79.7,69,124,55.6,2,3.0,3.8,-1.0,35,81,32,5,115,passing
GER-Bundesliga,2023,Hoffenheim,Marius Bülter,GER,"DF,FW",30.0,1993.0,30,15,1351,15.0,1,4,5,1,0,0,3,1,1.4,1.4,3.4,4.9,37,60,107,0.07,0.27,0.33,0.07,0.33,0.1,0.23,0.32,0.1,0.32,standard,GER,"DF,FW",30.0,1993.0,15.0,1,21,6,28.6,1.4,0.4,0.05,0.17,18.0,0,0,0,1.4,1.4,0.07,-0.4,-0.4,shooting,GER,"DF,FW",30.0,1993.0,15.0,18,11,9,5,4,12,23,52.2,11,17,3,14,10,28,20,0,defense,GER,"DF,FW",30.0,1993.0,15.0,859,33,189,350,329,49,859,48,18,37.5,21,43.8,475,2645,1295,37,31,13,24,19,548,107,possession,GER,"DF,FW",30.0,1993.0,15.0,3,1,1,13,17,4,73,10,11,0,1,0,85,24,31,43.6,misc,GER,"DF,FW",30.0,1993.0,15.0,500,695,71.9,8626,3041,243,275,88.4,202,274,73.7,48,104,46.2,4,3.4,4.3,0.6,21,35,22,11,60,passing
GER-Bundesliga,2023,Dortmund,Marius Wolf,GER,DF,28.0,1995.0,22,12,1166,13.0,0,1,1,0,0,0,2,0,0.6,0.6,1.6,2.2,36,59,79,0.0,0.08,0.08,0.0,0.08,0.04,0.13,0.17,0.04,0.17,standard,GER,DF,28.0,1995.0,13.0,0,9,1,11.1,0.69,0.08,0.0,0.0,17.4,0,0,0,0.6,0.6,0.06,-0.6,-0.6,shooting,GER,DF,28.0,1995.0,13.0,20,12,8,11,1,11,23,47.8,12,12,2,10,8,28,20,0,defense,GER,DF,28.0,1995.0,13.0,1013,25,282,469,266,22,1013,23,11,47.8,11,47.8,535,2426,1513,36,34,3,19,5,673,79,possession,GER,DF,28.0,1995.0,13.0,2,0,0,12,7,1,45,8,12,0,1,0,79,6,8,42.9,misc,GER,DF,28.0,1995.0,13.0,687,896,76.7,11614,4213,313,362,86.5,307,367,83.7,53,115,46.1,1,1.6,2.3,-0.6,11,61,16,7,59,passing
GER-Bundesliga,2023,Köln,Mark Uth,GER,"MF,FW",31.0,1991.0,11,3,373,4.1,0,1,1,0,0,0,2,0,2.0,2.0,1.4,3.4,12,13,29,0.0,0.24,0.24,0.0,0.24,0.49,0.33,0.83,0.49,0.83,standard,GER,"MF,FW",31.0,1991.0,4.1,0,12,5,41.7,2.9,1.21,0.0,0.0,14.9,1,0,0,2.0,2.0,0.17,-2.0,-2.0,shooting,GER,"MF,FW",31.0,1991.0,4.1,8,4,2,3,3,4,12,33.3,8,6,0,6,1,9,2,0,defense,GER,"MF,FW",31.0,1991.0,4.1,232,0,21,106,105,19,232,13,4,30.8,5,38.5,122,681,266,12,6,2,13,8,142,29,possession,GER,"MF,FW",31.0,1991.0,4.1,2,0,0,9,12,0,31,1,4,0,0,0,24,3,3,50.0,misc,GER,"MF,FW",31.0,1991.0,4.1,111,168,66.1,1871,584,54,57,94.7,34,51,66.7,15,35,42.9,1,1.4,0.7,-0.4,10,10,3,1,13,passing
GER-Bundesliga,2023,Eint Frankfurt,Marko Mladenović,SRB,MF,18.0,2005.0,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,SRB,MF,18.0,2005.0,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,SRB,MF,18.0,2005.0,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,defense,SRB,MF,18.0,2005.0,0.1,3,0,1,1,1,0,3,0,0,,0,,1,1,0,0,0,0,0,0,3,1,possession,SRB,MF,18.0,2005.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,misc,SRB,MF,18.0,2005.0,0.1,2,3,66.7,29,4,2,3,66.7,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,passing
GER-Bundesliga,2023,Heidenheim,Marnon Busch,GER,DF,28.0,1994.0,16,5,595,6.6,0,0,0,0,0,0,1,0,0.1,0.1,0.3,0.4,15,34,27,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.06,0.02,0.06,standard,GER,DF,28.0,1994.0,6.6,0,5,1,20.0,0.76,0.15,0.0,0.0,25.3,1,0,0,0.1,0.1,0.03,-0.1,-0.1,shooting,GER,DF,28.0,1994.0,6.6,11,9,6,3,2,7,12,58.3,5,9,2,7,10,21,12,0,defense,GER,DF,28.0,1994.0,6.6,469,19,152,201,119,0,469,5,3,60.0,1,20.0,225,1076,570,15,9,0,2,1,249,27,possession,GER,DF,28.0,1994.0,6.6,1,0,0,9,4,0,26,10,9,0,0,0,33,8,15,34.8,misc,GER,DF,28.0,1994.0,6.6,282,411,68.6,5437,2102,118,140,84.3,124,172,72.1,38,78,48.7,0,0.3,0.5,-0.3,5,32,9,2,34,passing
GER-Bundesliga,2023,Werder Bremen,Marvin Ducksch,GER,FW,29.0,1994.0,33,32,2696,30.0,12,9,21,7,5,6,9,0,12.8,7.9,7.8,15.7,17,88,150,0.4,0.3,0.7,0.23,0.53,0.43,0.26,0.69,0.26,0.52,standard,GER,FW,29.0,1994.0,30.0,12,74,32,43.2,2.47,1.07,0.09,0.22,18.9,12,5,6,12.8,7.9,0.11,-0.8,-0.9,shooting,GER,FW,29.0,1994.0,30.0,8,3,4,3,1,6,14,42.9,8,2,0,2,4,12,25,0,defense,GER,FW,29.0,1994.0,30.0,1166,25,81,531,559,110,1160,28,12,42.9,16,57.1,586,2105,834,17,20,7,53,17,779,150,possession,GER,FW,29.0,1994.0,30.0,9,0,0,6,18,18,159,4,3,1,0,0,83,21,42,33.3,misc,GER,FW,29.0,1994.0,30.0,566,950,59.6,9838,3256,273,360,75.8,184,300,61.3,84,203,41.4,9,7.8,6.5,1.2,58,41,30,2,88,passing
GER-Bundesliga,2023,Gladbach,Marvin Friedrich,GER,DF,27.0,1995.0,24,17,1566,17.4,0,0,0,0,0,0,1,0,0.6,0.6,0.2,0.7,2,34,4,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04,standard,GER,DF,27.0,1995.0,17.4,0,12,2,16.7,0.69,0.11,0.0,0.0,15.7,0,0,0,0.6,0.6,0.05,-0.6,-0.6,shooting,GER,DF,27.0,1995.0,17.4,23,15,16,6,1,12,20,60.0,8,28,20,8,17,40,87,0,defense,GER,DF,27.0,1995.0,17.4,1089,158,670,375,47,17,1089,3,2,66.7,1,33.3,652,2780,1267,2,7,1,10,1,725,4,possession,GER,DF,27.0,1995.0,17.4,1,0,0,10,10,0,2,17,15,0,0,0,68,37,19,66.1,misc,GER,DF,27.0,1995.0,17.4,755,905,83.4,12979,5177,315,334,94.3,390,429,90.9,39,111,35.1,0,0.2,0.1,-0.2,5,29,1,0,34,passing
