league,season,team,player,nation,pos,age,born,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G+A,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Expected xG,Expected npxG,Expected xAG,Expected npxG+xAG,Progression PrgC,Progression PrgP,Progression PrgR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Per 90 Minutes xG,Per 90 Minutes xAG,Per 90 Minutes xG+xAG,Per 90 Minutes npxG,Per 90 Minutes npxG+xAG,stat_type,nation_shooting,pos_shooting,age_shooting,born_shooting,90s,Standard Gls,Standard Sh,Standard SoT,Standard SoT%,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Standard FK,Standard PK,Standard PKatt,Expected xG_shooting,Expected npxG_shooting,Expected npxG/Sh,Expected G-xG,Expected np:G-xG,stat_type_shooting,nation_defense,pos_defense,age_defense,born_defense,90s_defense,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,stat_type_defense,nation_possession,pos_possession,age_possession,born_possession,90s_possession,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Succ%,Take-Ons Tkld,Take-Ons Tkld%,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,stat_type_possession,nation_misc,pos_misc,age_misc,born_misc,90s_misc,Performance CrdY_misc,Performance CrdR_misc,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%,stat_type_misc,nation_passing,pos_passing,age_passing,born_passing,90s_passing,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,stat_type_passing
GER-Bundesliga,2023,Darmstadt 98,Aaron Seydel,GER,FW,27.0,1996.0,16,5,619,6.9,1,0,1,1,0,0,1,0,1.0,1.0,0.7,1.7,7,10,35,0.15,0.0,0.15,0.15,0.15,0.15,0.1,0.25,0.15,0.25,standard,GER,FW,27.0,1996.0,6.9,1,14,6,42.9,2.04,0.87,0.07,0.17,16.8,0,0,0,1.0,1.0,0.07,0.0,0.0,shooting,GER,FW,27.0,1996.0,6.9,3,2,0,2,1,0,3,0.0,3,8,2,6,1,4,9,0,defense,GER,FW,27.0,1996.0,6.9,283,13,20,136,128,31,283,11,3,27.3,7,63.6,123,451,117,7,3,3,26,12,214,35,possession,GER,FW,27.0,1996.0,6.9,1,0,0,9,7,2,1,1,2,0,0,0,14,45,31,59.2,misc,GER,FW,27.0,1996.0,6.9,110,190,57.9,1535,254,66,99,66.7,33,65,50.8,4,6,66.7,0,0.7,0.6,-0.7,9,9,1,0,10,passing
GER-Bundesliga,2023,Leverkusen,Adam Hložek,CZE,"MF,FW",21.0,2002.0,23,5,459,5.1,2,3,5,2,0,0,1,0,3.1,3.1,0.9,4.0,14,13,33,0.39,0.59,0.98,0.39,0.98,0.6,0.18,0.78,0.6,0.78,standard,CZE,"MF,FW",21.0,2002.0,5.1,2,18,6,33.3,3.53,1.18,0.11,0.33,14.6,0,0,0,3.1,3.1,0.17,-1.1,-1.1,shooting,CZE,"MF,FW",21.0,2002.0,5.1,10,4,2,4,4,3,7,42.9,4,4,1,3,2,12,1,0,defense,CZE,"MF,FW",21.0,2002.0,5.1,222,4,21,99,105,29,222,14,4,28.6,9,64.3,135,812,386,14,9,5,10,13,177,33,possession,CZE,"MF,FW",21.0,2002.0,5.1,1,0,0,8,7,1,0,2,4,0,0,0,20,8,10,44.4,misc,CZE,"MF,FW",21.0,2002.0,5.1,123,152,80.9,1739,280,78,88,88.6,34,42,81.0,6,8,75.0,3,0.9,1.2,2.1,9,5,2,0,13,passing
GER-Bundesliga,2023,Heidenheim,Adrian Beck,GER,"MF,FW",26.0,1997.0,23,11,974,10.8,1,1,2,1,0,0,1,0,1.7,1.7,0.8,2.5,17,29,43,0.09,0.09,0.18,0.09,0.18,0.16,0.07,0.23,0.16,0.23,standard,GER,"MF,FW",26.0,1997.0,10.8,1,12,3,25.0,1.11,0.28,0.08,0.33,13.5,0,0,0,1.7,1.7,0.15,-0.7,-0.7,shooting,GER,"MF,FW",26.0,1997.0,10.8,22,13,8,12,2,9,24,37.5,15,17,0,17,4,26,15,0,defense,GER,"MF,FW",26.0,1997.0,10.8,560,12,96,304,169,31,560,34,21,61.8,13,38.2,314,1759,702,17,12,0,25,18,341,43,possession,GER,"MF,FW",26.0,1997.0,10.8,1,0,0,14,10,2,6,4,13,0,0,0,76,18,26,40.9,misc,GER,"MF,FW",26.0,1997.0,10.8,311,431,72.2,5102,1027,157,203,77.3,122,149,81.9,23,36,63.9,1,0.8,0.6,0.2,11,25,5,0,29,passing
GER-Bundesliga,2023,Gladbach,Alassane Pléa,FRA,"FW,MF",30.0,1993.0,27,24,1913,21.3,7,4,11,6,1,1,1,0,7.0,6.2,4.0,10.2,56,115,157,0.33,0.19,0.52,0.28,0.47,0.33,0.19,0.52,0.29,0.48,standard,FRA,"FW,MF",30.0,1993.0,21.3,7,57,18,31.6,2.68,0.85,0.11,0.33,17.6,0,1,1,7.0,6.2,0.11,0.0,-0.2,shooting,FRA,"FW,MF",30.0,1993.0,21.3,17,7,5,8,4,7,15,46.7,8,11,0,11,2,19,6,0,defense,FRA,"FW,MF",30.0,1993.0,21.3,972,6,71,472,446,90,971,53,21,39.6,26,49.1,635,3074,1633,56,44,21,34,33,766,157,possession,FRA,"FW,MF",30.0,1993.0,21.3,1,0,0,15,29,6,44,2,7,1,0,0,72,15,27,35.7,misc,FRA,"FW,MF",30.0,1993.0,21.3,541,774,69.9,8777,2694,282,345,81.7,186,267,69.7,52,87,59.8,4,4.0,4.1,0.0,36,47,38,3,115,passing
GER-Bundesliga,2023,Bayern Munich,Aleksandar Pavlovic,GER,MF,19.0,2004.0,19,14,1227,13.6,2,2,4,2,0,0,6,0,1.2,1.2,1.0,2.2,14,105,14,0.15,0.15,0.29,0.15,0.29,0.09,0.07,0.16,0.09,0.16,standard,GER,MF,19.0,2004.0,13.6,2,8,2,25.0,0.59,0.15,0.25,1.0,16.0,0,0,0,1.2,1.2,0.15,0.8,0.8,shooting,GER,MF,19.0,2004.0,13.6,28,16,10,14,4,17,33,51.5,16,13,3,10,17,45,12,0,defense,GER,MF,19.0,2004.0,13.6,1082,25,195,714,179,10,1082,11,5,45.5,5,45.5,701,3804,1714,14,21,3,12,14,823,14,possession,GER,MF,19.0,2004.0,13.6,6,0,0,20,16,0,18,17,16,0,0,0,75,10,13,43.5,misc,GER,MF,19.0,2004.0,13.6,897,971,92.4,15356,4023,430,452,95.1,370,388,95.4,80,98,81.6,2,1.0,1.8,1.0,11,95,12,1,105,passing
GER-Bundesliga,2023,Union Berlin,Alex Král,CZE,MF,25.0,1998.0,24,13,1370,15.2,0,0,0,0,0,0,2,0,1.7,1.7,0.4,2.0,15,44,41,0.0,0.0,0.0,0.0,0.0,0.11,0.02,0.13,0.11,0.13,standard,CZE,MF,25.0,1998.0,15.2,0,18,5,27.8,1.18,0.33,0.0,0.0,20.6,0,0,0,1.7,1.7,0.09,-1.7,-1.7,shooting,CZE,MF,25.0,1998.0,15.2,19,14,7,10,2,8,20,40.0,12,15,4,11,11,30,30,0,defense,CZE,MF,25.0,1998.0,15.2,618,37,164,311,151,17,618,12,5,41.7,5,41.7,287,1688,837,15,16,1,15,12,338,41,possession,CZE,MF,25.0,1998.0,15.2,2,0,0,16,13,2,17,11,14,0,0,0,85,16,17,48.5,misc,CZE,MF,25.0,1998.0,15.2,340,487,69.8,5624,1533,158,196,80.6,149,196,76.0,24,55,43.6,0,0.4,0.5,-0.4,5,32,6,2,44,passing
GER-Bundesliga,2023,Darmstadt 98,Alexander Brunst,GER,GK,28.0,1995.0,3,3,270,3.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,GER,GK,28.0,1995.0,3.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,GER,GK,28.0,1995.0,3.0,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,2,1,defense,GER,GK,28.0,1995.0,3.0,155,94,150,5,0,0,155,0,0,,0,,89,394,226,0,0,0,0,0,75,0,possession,GER,GK,28.0,1995.0,3.0,2,0,0,0,2,0,0,0,0,0,0,0,7,0,0,,misc,GER,GK,28.0,1995.0,3.0,103,150,68.7,3309,2597,19,20,95.0,36,37,97.3,47,92,51.1,0,0.0,0.0,0.0,0,7,0,0,0,passing
GER-Bundesliga,2023,Dortmund,Alexander Meyer,GER,GK,32.0,1991.0,8,7,695,7.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,GER,GK,32.0,1991.0,7.7,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,GER,GK,32.0,1991.0,7.7,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,2,1,defense,GER,GK,32.0,1991.0,7.7,382,290,380,2,0,0,382,1,1,100.0,0,0.0,270,1316,685,0,0,0,0,0,242,0,possession,GER,GK,32.0,1991.0,7.7,0,0,0,0,0,0,0,0,1,0,0,0,12,0,0,,misc,GER,GK,32.0,1991.0,7.7,302,366,82.5,7428,4615,64,65,98.5,163,166,98.2,75,134,56.0,0,0.0,0.0,0.0,0,2,1,0,1,passing
GER-Bundesliga,2023,Stuttgart,Alexander Nübel,GER,GK,26.0,1996.0,30,30,2700,30.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,GER,GK,26.0,1996.0,30.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,GER,GK,26.0,1996.0,30.0,2,2,2,0,0,2,4,50.0,2,0,0,0,0,2,13,4,defense,GER,GK,26.0,1996.0,30.0,1278,1050,1265,13,0,0,1278,0,0,,0,,762,3696,2160,0,0,0,0,0,733,0,possession,GER,GK,26.0,1996.0,30.0,1,0,0,0,4,0,0,0,2,0,0,1,65,8,1,88.9,misc,GER,GK,26.0,1996.0,30.0,998,1218,81.9,24812,17557,199,200,99.5,539,556,96.9,258,456,56.6,0,0.0,0.0,0.0,0,13,1,0,1,passing
GER-Bundesliga,2023,Union Berlin,Alexander Schwolow,GER,GK,31.0,1992.0,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,GER,GK,31.0,1992.0,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,GER,GK,31.0,1992.0,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,defense,GER,GK,31.0,1992.0,1.0,41,36,41,0,0,0,41,0,0,,0,,10,56,39,0,0,0,0,0,18,0,possession,GER,GK,31.0,1992.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,misc,GER,GK,31.0,1992.0,1.0,29,36,80.6,814,589,4,4,100.0,15,15,100.0,10,17,58.8,0,0.0,0.0,0.0,0,0,0,0,0,passing
GER-Bundesliga,2023,Union Berlin,Aljoscha Kemlein,GER,MF,18.0,2004.0,2,0,29,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.14,0.14,0.14,standard,GER,MF,18.0,2004.0,0.3,0,1,0,0.0,3.1,0.0,0.0,,23.2,0,0,0,0.0,0.0,0.04,0.0,0.0,shooting,GER,MF,18.0,2004.0,0.3,0,0,0,0,0,0,3,0.0,3,1,0,1,0,0,0,0,defense,GER,MF,18.0,2004.0,0.3,13,0,5,6,2,0,13,1,1,100.0,0,0.0,7,41,31,0,0,0,1,0,6,1,possession,GER,MF,18.0,2004.0,0.3,0,0,0,2,0,0,0,0,0,0,0,0,2,0,2,0.0,misc,GER,MF,18.0,2004.0,0.3,7,9,77.8,122,52,3,4,75.0,3,3,100.0,1,1,100.0,0,0.0,0.0,0.0,0,1,0,0,0,passing
GER-Bundesliga,2023,Bayern Munich,Alphonso Davies,CAN,DF,22.0,2000.0,29,24,2065,22.9,2,5,7,2,0,0,0,0,1.0,1.0,2.9,3.8,121,117,139,0.09,0.22,0.31,0.09,0.31,0.04,0.12,0.17,0.04,0.17,standard,CAN,DF,22.0,2000.0,22.9,2,13,4,30.8,0.57,0.17,0.15,0.5,22.2,0,0,0,1.0,1.0,0.08,1.0,1.0,shooting,CAN,DF,22.0,2000.0,22.9,47,24,29,13,5,30,53,56.6,23,30,4,26,26,73,49,1,defense,CAN,DF,22.0,2000.0,22.9,1934,60,547,871,558,64,1934,122,70,57.4,47,38.5,1225,7683,4482,121,93,35,40,24,1339,139,possession,CAN,DF,22.0,2000.0,22.9,0,0,0,16,20,0,31,26,24,0,1,0,179,14,9,60.9,misc,CAN,DF,22.0,2000.0,22.9,1440,1642,87.7,20701,5332,847,929,91.2,536,589,91.0,27,52,51.9,5,2.9,3.3,2.1,37,88,31,7,117,passing
GER-Bundesliga,2023,RB Leipzig,Amadou Haidara,MLI,MF,25.0,1998.0,21,19,1526,17.0,2,1,3,2,0,0,5,0,1.1,1.1,1.6,2.7,8,97,11,0.12,0.06,0.18,0.12,0.18,0.07,0.09,0.16,0.07,0.16,standard,MLI,MF,25.0,1998.0,17.0,2,21,9,42.9,1.24,0.53,0.1,0.22,22.7,0,0,0,1.1,1.1,0.05,0.9,0.9,shooting,MLI,MF,25.0,1998.0,17.0,42,27,24,16,2,23,41,56.1,18,28,6,22,21,63,37,0,defense,MLI,MF,25.0,1998.0,17.0,1007,52,219,632,161,12,1007,11,9,81.8,2,18.2,466,2024,1007,8,10,2,12,9,620,11,possession,MLI,MF,25.0,1998.0,17.0,5,0,0,14,15,2,4,21,27,1,0,0,96,34,18,65.4,misc,MLI,MF,25.0,1998.0,17.0,694,825,84.1,11528,4135,324,372,87.1,310,350,88.6,45,63,71.4,1,1.6,1.6,-0.6,17,95,19,1,97,passing
GER-Bundesliga,2023,Wolfsburg,Amin Sarr,SWE,"FW,MF",22.0,2001.0,14,2,386,4.3,0,0,0,0,0,0,0,0,0.6,0.6,0.2,0.7,3,12,26,0.0,0.0,0.0,0.0,0.0,0.13,0.04,0.17,0.13,0.17,standard,SWE,"FW,MF",22.0,2001.0,4.3,0,6,2,33.3,1.4,0.47,0.0,0.0,15.7,0,0,0,0.6,0.6,0.09,-0.6,-0.6,shooting,SWE,"FW,MF",22.0,2001.0,4.3,3,2,1,2,0,1,2,50.0,1,6,1,5,2,5,1,0,defense,SWE,"FW,MF",22.0,2001.0,4.3,181,3,13,89,80,10,181,11,2,18.2,8,72.7,112,466,175,3,5,0,13,9,134,26,possession,SWE,"FW,MF",22.0,2001.0,4.3,0,0,0,3,3,2,1,2,2,0,0,0,14,13,11,54.2,misc,SWE,"FW,MF",22.0,2001.0,4.3,95,130,73.1,1094,215,62,76,81.6,17,24,70.8,4,4,100.0,0,0.2,0.2,-0.2,2,5,5,0,12,passing
GER-Bundesliga,2023,Leverkusen,Amine Adli,MAR,"MF,FW",23.0,2000.0,23,8,898,10.0,4,6,10,4,0,0,5,0,3.3,3.3,2.3,5.6,32,39,131,0.4,0.6,1.0,0.4,1.0,0.33,0.23,0.56,0.33,0.56,standard,MAR,"MF,FW",23.0,2000.0,10.0,4,27,15,55.6,2.71,1.5,0.15,0.27,13.7,0,0,0,3.3,3.3,0.12,0.7,0.7,shooting,MAR,"MF,FW",23.0,2000.0,10.0,16,7,2,10,4,7,17,41.2,10,10,2,8,6,22,5,0,defense,MAR,"MF,FW",23.0,2000.0,10.0,575,7,52,231,299,66,575,27,13,48.1,10,37.0,339,1768,1021,32,25,16,17,10,460,131,possession,MAR,"MF,FW",23.0,2000.0,10.0,5,0,0,14,28,7,23,6,7,0,0,0,36,21,22,48.8,misc,MAR,"MF,FW",23.0,2000.0,10.0,367,459,80.0,4683,1110,252,291,86.6,91,110,82.7,7,18,38.9,6,2.3,2.9,3.7,21,19,18,3,39,passing
GER-Bundesliga,2023,Werder Bremen,Amos Pieper,GER,DF,25.0,1998.0,7,7,590,6.6,0,0,0,0,0,0,0,0,0.5,0.5,0.8,1.2,3,24,3,0.0,0.0,0.0,0.0,0.0,0.07,0.12,0.19,0.07,0.19,standard,GER,DF,25.0,1998.0,6.6,0,4,1,25.0,0.61,0.15,0.0,0.0,10.2,0,0,0,0.5,0.5,0.11,-0.5,-0.5,shooting,GER,DF,25.0,1998.0,6.6,14,11,8,6,0,7,13,53.8,6,12,7,5,9,23,36,1,defense,GER,DF,25.0,1998.0,6.6,395,45,195,177,27,10,395,0,0,,0,,194,983,474,3,3,0,5,0,220,3,possession,GER,DF,25.0,1998.0,6.6,0,0,0,5,5,0,2,9,11,0,0,0,39,26,14,65.0,misc,GER,DF,25.0,1998.0,6.6,229,312,73.4,4549,1880,79,100,79.0,114,131,87.0,33,66,50.0,0,0.8,0.5,-0.8,2,25,2,0,24,passing
GER-Bundesliga,2023,Mainz 05,Andreas Hanche-Olsen,NOR,DF,26.0,1997.0,15,12,992,11.0,1,0,1,1,0,0,5,0,0.7,0.7,0.0,0.7,1,19,0,0.09,0.0,0.09,0.09,0.09,0.06,0.0,0.06,0.06,0.06,standard,NOR,DF,26.0,1997.0,11.0,1,4,1,25.0,0.36,0.09,0.25,1.0,6.6,0,0,0,0.7,0.7,0.17,0.3,0.3,shooting,NOR,DF,26.0,1997.0,11.0,20,12,10,8,2,10,16,62.5,6,10,4,6,11,31,41,0,defense,NOR,DF,26.0,1997.0,11.0,539,60,303,226,14,5,539,0,0,,0,,253,1219,485,1,1,0,4,2,282,0,possession,NOR,DF,26.0,1997.0,11.0,5,0,0,13,8,1,0,11,12,0,1,0,38,29,15,65.9,misc,NOR,DF,26.0,1997.0,11.0,342,439,77.9,6167,2299,134,165,81.2,177,202,87.6,27,60,45.0,0,0.0,0.1,0.0,1,10,0,0,19,passing
GER-Bundesliga,2023,Bochum,Andreas Luthe,GER,GK,36.0,1987.0,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,GER,GK,36.0,1987.0,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,GER,GK,36.0,1987.0,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,defense,GER,GK,36.0,1987.0,1.0,50,29,50,0,0,0,50,0,0,,0,,31,117,48,0,0,0,0,0,30,0,possession,GER,GK,36.0,1987.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,misc,GER,GK,36.0,1987.0,1.0,25,49,51.0,1237,1147,0,0,,2,3,66.7,23,46,50.0,0,0.0,0.0,0.0,0,8,0,0,0,passing
GER-Bundesliga,2023,Darmstadt 98,Andreas Müller,GER,MF,23.0,2000.0,11,2,349,3.9,0,0,0,0,0,0,3,0,0.1,0.1,0.0,0.1,3,13,7,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04,standard,GER,MF,23.0,2000.0,3.9,0,3,1,33.3,0.77,0.26,0.0,0.0,30.8,0,0,0,0.1,0.1,0.04,-0.1,-0.1,shooting,GER,MF,23.0,2000.0,3.9,14,9,8,5,1,4,9,44.4,5,5,2,3,4,18,5,0,defense,GER,MF,23.0,2000.0,3.9,208,6,51,126,34,1,208,2,0,0.0,2,100.0,98,506,189,3,4,0,4,2,131,7,possession,GER,MF,23.0,2000.0,3.9,3,0,0,5,4,0,2,4,9,0,0,0,20,3,1,75.0,misc,GER,MF,23.0,2000.0,3.9,129,168,76.8,1945,472,73,81,90.1,48,60,80.0,5,17,29.4,0,0.0,0.1,0.0,1,10,0,0,13,passing
GER-Bundesliga,2023,Hoffenheim,Andrej Kramarić,CRO,"MF,FW",32.0,1991.0,30,25,2199,24.4,15,6,21,10,5,5,4,0,11.1,7.1,7.3,14.5,71,119,175,0.61,0.25,0.86,0.41,0.65,0.45,0.3,0.75,0.29,0.59,standard,CRO,"MF,FW",32.0,1991.0,24.4,15,64,29,45.3,2.62,1.19,0.16,0.34,20.1,8,5,5,11.1,7.1,0.11,3.9,2.9,shooting,CRO,"MF,FW",32.0,1991.0,24.4,11,2,5,4,2,6,13,46.2,7,14,2,12,10,21,12,2,defense,CRO,"MF,FW",32.0,1991.0,24.4,1366,29,149,589,640,102,1361,51,25,49.0,22,43.1,812,4823,2426,71,49,24,47,27,956,175,possession,CRO,"MF,FW",32.0,1991.0,24.4,4,0,0,8,35,8,113,10,2,1,0,0,113,9,13,40.9,misc,CRO,"MF,FW",32.0,1991.0,24.4,904,1139,79.4,13884,3748,494,558,88.5,305,373,81.8,72,132,54.5,6,7.3,7.0,-1.3,78,67,22,3,119,passing
GER-Bundesliga,2023,Union Berlin,András Schäfer,HUN,MF,24.0,1999.0,20,14,1214,13.5,1,2,3,1,0,0,1,1,1.8,1.8,1.5,3.2,37,59,71,0.07,0.15,0.22,0.07,0.22,0.13,0.11,0.24,0.13,0.24,standard,HUN,MF,24.0,1999.0,13.5,1,21,5,23.8,1.56,0.37,0.05,0.2,16.9,0,0,0,1.8,1.8,0.08,-0.8,-0.8,shooting,HUN,MF,24.0,1999.0,13.5,29,16,9,15,5,11,20,55.0,9,25,4,21,20,49,25,0,defense,HUN,MF,24.0,1999.0,13.5,776,24,187,333,269,36,776,50,21,42.0,26,52.0,378,2213,994,37,25,12,34,20,451,71,possession,HUN,MF,24.0,1999.0,13.5,1,1,0,22,17,2,18,20,16,0,0,0,74,22,24,47.8,misc,HUN,MF,24.0,1999.0,13.5,418,557,75.0,5933,1768,234,275,85.1,138,183,75.4,18,37,48.6,2,1.5,1.0,0.5,18,25,11,1,59,passing
GER-Bundesliga,2023,Hoffenheim,Angelo Stiller,GER,MF,22.0,2001.0,1,1,84,0.9,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,2,7,3,0.0,0.0,0.0,0.0,0.0,0.09,0.03,0.12,0.09,0.12,standard,GER,MF,22.0,2001.0,0.9,0,2,1,50.0,2.14,1.07,0.0,0.0,21.7,0,0,0,0.1,0.1,0.04,-0.1,-0.1,shooting,GER,MF,22.0,2001.0,0.9,0,0,0,0,0,0,1,0.0,1,2,0,2,0,0,3,0,defense,GER,MF,22.0,2001.0,0.9,50,2,9,26,15,0,50,0,0,,0,,28,129,40,2,0,0,1,0,33,3,possession,GER,MF,22.0,2001.0,0.9,0,0,0,0,1,0,3,0,0,0,0,0,1,2,0,100.0,misc,GER,MF,22.0,2001.0,0.9,36,43,83.7,683,273,17,19,89.5,13,13,100.0,5,7,71.4,0,0.0,0.1,0.0,1,7,1,1,7,passing
GER-Bundesliga,2023,Stuttgart,Angelo Stiller,GER,MF,22.0,2001.0,31,30,2694,29.9,1,5,6,1,0,0,5,0,1.6,1.6,5.1,6.7,37,220,71,0.03,0.17,0.2,0.03,0.2,0.05,0.17,0.22,0.05,0.22,standard,GER,MF,22.0,2001.0,29.9,1,16,3,18.8,0.53,0.1,0.06,0.33,22.0,2,0,0,1.6,1.6,0.1,-0.6,-0.6,shooting,GER,MF,22.0,2001.0,29.9,55,33,15,34,6,24,42,57.1,18,41,13,28,28,83,25,2,defense,GER,MF,22.0,2001.0,29.9,2874,78,527,1844,525,29,2874,25,17,68.0,6,24.0,1523,5831,2774,37,46,4,39,27,2161,71,possession,GER,MF,22.0,2001.0,29.9,5,0,0,36,33,0,81,28,33,0,0,0,196,30,30,50.0,misc,GER,MF,22.0,2001.0,29.9,2346,2637,89.0,37536,11544,1147,1231,93.2,981,1047,93.7,141,243,58.0,5,5.1,5.4,-0.1,51,229,29,6,220,passing
GER-Bundesliga,2023,Eint Frankfurt,Ansgar Knauff,GER,"MF,DF",21.0,2002.0,31,24,2109,23.4,7,2,9,7,0,0,7,1,5.7,5.7,2.3,8.0,77,57,164,0.3,0.09,0.38,0.3,0.38,0.24,0.1,0.34,0.24,0.34,standard,GER,"MF,DF",21.0,2002.0,23.4,7,37,13,35.1,1.58,0.55,0.19,0.54,14.4,0,0,0,5.7,5.7,0.15,1.3,1.3,shooting,GER,"MF,DF",21.0,2002.0,23.4,43,26,17,16,10,17,31,54.8,14,40,3,37,20,63,15,0,defense,GER,"MF,DF",21.0,2002.0,23.4,1039,20,180,453,424,101,1039,64,25,39.1,33,51.6,540,3559,1891,77,34,38,44,26,611,164,possession,GER,"MF,DF",21.0,2002.0,23.4,7,1,1,32,24,2,46,20,26,0,3,0,92,23,43,34.8,misc,GER,"MF,DF",21.0,2002.0,23.4,475,747,63.6,7063,2278,274,355,77.2,160,245,65.3,26,60,43.3,2,2.3,2.7,-0.3,18,25,26,10,57,passing
GER-Bundesliga,2023,Mainz 05,Anthony Caci,FRA,DF,26.0,1997.0,31,29,2486,27.6,2,3,5,2,0,0,8,0,1.5,1.5,2.9,4.4,43,144,75,0.07,0.11,0.18,0.07,0.18,0.06,0.1,0.16,0.06,0.16,standard,FRA,DF,26.0,1997.0,27.6,2,31,5,16.1,1.12,0.18,0.06,0.4,18.2,0,0,0,1.5,1.5,0.05,0.5,0.5,shooting,FRA,DF,26.0,1997.0,27.6,56,23,30,25,1,27,44,61.4,17,43,7,36,32,88,45,0,defense,FRA,DF,26.0,1997.0,27.6,1791,89,587,865,358,41,1791,39,23,59.0,13,33.3,837,3889,2115,43,20,10,23,10,990,75,possession,FRA,DF,26.0,1997.0,27.6,8,0,0,34,15,0,73,32,23,0,1,0,173,29,29,50.0,misc,FRA,DF,26.0,1997.0,27.6,1118,1523,73.4,21669,9351,448,531,84.4,484,626,77.3,167,290,57.6,3,2.9,3.5,0.1,25,123,39,14,144,passing
GER-Bundesliga,2023,Werder Bremen,Anthony Jung,GER,DF,31.0,1991.0,31,30,2579,28.7,1,0,1,1,0,0,4,1,0.6,0.6,0.3,1.0,24,107,21,0.03,0.0,0.03,0.03,0.03,0.02,0.01,0.03,0.02,0.03,standard,GER,DF,31.0,1991.0,28.7,1,5,1,20.0,0.17,0.03,0.2,1.0,13.6,0,0,0,0.6,0.6,0.12,0.4,0.4,shooting,GER,DF,31.0,1991.0,28.7,37,23,21,14,2,18,33,54.5,15,39,17,22,24,61,102,0,defense,GER,DF,31.0,1991.0,28.7,2031,285,1017,940,78,8,2031,6,5,83.3,0,0.0,1121,5721,2830,24,11,1,11,2,1306,21,possession,GER,DF,31.0,1991.0,28.7,4,1,0,15,15,1,23,24,23,0,1,0,142,44,26,62.9,misc,GER,DF,31.0,1991.0,28.7,1553,1795,86.5,28008,10414,629,674,93.3,764,842,90.7,137,215,63.7,0,0.3,0.9,-0.3,6,90,10,4,107,passing
