league,season,team,player,nation,pos,age,born,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G+A,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Expected xG,Expected npxG,Expected xAG,Expected npxG+xAG,Progression PrgC,Progression PrgP,Progression PrgR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Per 90 Minutes xG,Per 90 Minutes xAG,Per 90 Minutes xG+xAG,Per 90 Minutes npxG,Per 90 Minutes npxG+xAG,stat_type,nation_defense,pos_defense,age_defense,born_defense,90s,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,stat_type_defense,nation_shooting,pos_shooting,age_shooting,born_shooting,90s_shooting,Standard Gls,Standard Sh,Standard SoT,Standard SoT%,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Standard FK,Standard PK,Standard PKatt,Expected xG_shooting,Expected npxG_shooting,Expected npxG/Sh,Expected G-xG,Expected np:G-xG,stat_type_shooting,nation_passing,pos_passing,age_passing,born_passing,90s_passing,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,stat_type_passing,nation_possession,pos_possession,age_possession,born_possession,90s_possession,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Succ%,Take-Ons Tkld,Take-Ons Tkld%,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,stat_type_possession,nation_misc,pos_misc,age_misc,born_misc,90s_misc,Performance CrdY_misc,Performance CrdR_misc,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%,stat_type_misc
FRA-Ligue 1,2023,Lille,Aaron Malouda,FRA,FW,17,2005,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,FRA,FW,17,2005,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,defense,FRA,FW,17,2005,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,FRA,FW,17,2005,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,passing,FRA,FW,17,2005,0.0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,possession,FRA,FW,17,2005,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,misc
FRA-Ligue 1,2023,Strasbourg,Abakar Sylla,CIV,DF,20,2002,22,19,1792,19.9,2,0,2,2,0,0,4,0,1.6,1.6,0.5,2.0,8,72,2,0.1,0.0,0.1,0.1,0.1,0.08,0.02,0.1,0.08,0.1,standard,CIV,DF,20,2002,19.9,54,23,30,19,5,29,40,72.5,11,40,11,29,26,80,70,2,defense,CIV,DF,20,2002,19.9,2,11,5,45.5,0.55,0.25,0.18,0.4,14.6,0,0,0,1.6,1.6,0.14,0.4,0.4,shooting,CIV,DF,20,2002,19.9,1111,1266,87.8,19769,6698,436,473,92.2,567,618,91.7,81,139,58.3,0,0.5,0.2,-0.5,5,52,4,0,72,passing,CIV,DF,20,2002,19.9,1490,201,717,729,56,18,1490,13,9,69.2,4,30.8,1060,5999,3215,8,11,0,14,7,962,2,possession,CIV,DF,20,2002,19.9,4,0,0,30,4,1,3,26,23,0,0,1,124,32,21,60.4,misc
FRA-Ligue 1,2023,Clermont Foot,Abdellah Baallal,MAR,MF,18,2004,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,MAR,MF,18,2004,0.0,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,defense,MAR,MF,18,2004,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,MAR,MF,18,2004,0.0,3,4,75.0,40,0,2,3,66.7,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,passing,MAR,MF,18,2004,0.0,5,0,2,2,1,0,5,0,0,,0,,3,17,6,0,0,0,0,0,2,0,possession,MAR,MF,18,2004,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100.0,misc
FRA-Ligue 1,2023,Nantes,Abdoul Kader Bamba,FRA,"FW,MF",29,1994,23,1,611,6.8,2,1,3,2,0,0,2,0,2.1,2.1,1.0,3.2,41,31,73,0.29,0.15,0.44,0.29,0.44,0.31,0.15,0.46,0.31,0.46,standard,FRA,"FW,MF",29,1994,6.8,10,7,2,5,3,5,15,33.3,10,4,0,4,4,14,4,1,defense,FRA,"FW,MF",29,1994,6.8,2,14,5,35.7,2.06,0.74,0.14,0.4,16.1,1,0,0,2.1,2.1,0.16,-0.1,-0.1,shooting,FRA,"FW,MF",29,1994,6.8,267,336,79.5,4343,1133,127,151,84.1,103,128,80.5,22,36,61.1,1,1.0,1.1,0.0,11,18,10,2,31,passing,FRA,"FW,MF",29,1994,6.8,423,8,46,177,204,26,423,31,10,32.3,14,45.2,346,2364,1179,41,25,13,17,13,327,73,possession,FRA,"FW,MF",29,1994,6.8,2,0,0,3,35,5,26,4,7,1,0,0,44,6,6,50.0,misc
FRA-Ligue 1,2023,Reims,Abdoul Koné,FRA,DF,18,2005,3,3,193,2.1,0,0,0,0,0,0,1,0,0.0,0.0,0.7,0.7,3,5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,standard,FRA,DF,18,2005,2.1,7,7,5,2,0,4,11,36.4,7,2,0,2,2,9,9,0,defense,FRA,DF,18,2005,2.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,FRA,DF,18,2005,2.1,53,85,62.4,1041,401,19,24,79.2,26,42,61.9,8,17,47.1,0,0.7,0.0,-0.7,2,6,1,0,5,passing,FRA,DF,18,2005,2.1,115,12,55,54,9,1,115,3,2,66.7,1,33.3,65,359,116,3,1,1,4,0,52,1,possession,FRA,DF,18,2005,2.1,1,0,0,2,4,0,1,2,7,1,0,0,14,0,1,0.0,misc
FRA-Ligue 1,2023,Le Havre,Abdoulaye Touré,GUI,MF,29,1994,30,27,2284,25.4,2,0,2,0,2,2,4,0,3.0,1.4,0.9,2.3,22,148,25,0.08,0.0,0.08,0.0,0.0,0.12,0.04,0.15,0.05,0.09,standard,GUI,MF,29,1994,25.4,47,28,22,22,3,30,60,50.0,30,30,8,22,25,72,33,0,defense,GUI,MF,29,1994,25.4,2,31,8,25.8,1.22,0.32,0.0,0.0,27.4,0,2,2,3.0,1.4,0.04,-1.0,-1.4,shooting,GUI,MF,29,1994,25.4,1031,1238,83.3,18110,5195,413,483,85.5,475,546,87.0,92,122,75.4,0,0.9,0.9,-0.9,12,119,7,0,148,passing,GUI,MF,29,1994,25.4,1504,77,385,946,194,17,1502,42,29,69.0,12,28.6,1107,5683,2425,22,37,2,37,28,1006,25,possession,GUI,MF,29,1994,25.4,4,0,0,27,32,0,4,25,28,0,0,0,173,42,40,51.2,misc
FRA-Ligue 1,2023,Lens,Abdukodir Khusanov,UZB,DF,19,2004,11,9,809,9.0,0,0,0,0,0,0,5,0,0.2,0.2,0.1,0.2,5,23,1,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03,standard,UZB,DF,19,2004,9.0,21,12,13,8,0,9,17,52.9,8,13,8,5,13,34,32,2,defense,UZB,DF,19,2004,9.0,0,5,2,40.0,0.56,0.22,0.0,0.0,18.8,0,0,0,0.2,0.2,0.04,-0.2,-0.2,shooting,UZB,DF,19,2004,9.0,383,439,87.2,7213,2415,140,152,92.1,203,219,92.7,36,59,61.0,0,0.1,0.2,-0.1,1,28,1,0,23,passing,UZB,DF,19,2004,9.0,535,61,275,234,29,3,535,2,1,50.0,1,50.0,388,1981,757,5,4,0,6,0,349,1,possession,UZB,DF,19,2004,9.0,5,0,0,9,7,0,2,13,12,0,1,0,41,6,5,54.5,misc
FRA-Ligue 1,2023,Metz,Ablie Jallow,GAM,"MF,FW",24,1998,17,10,918,10.2,3,2,5,2,1,1,1,0,2.0,1.2,1.0,2.2,29,42,53,0.29,0.2,0.49,0.2,0.39,0.19,0.1,0.29,0.12,0.22,standard,GAM,"MF,FW",24,1998,10.2,8,5,2,3,3,3,5,60.0,2,4,0,4,8,16,3,0,defense,GAM,"MF,FW",24,1998,10.2,3,17,6,35.3,1.67,0.59,0.12,0.33,21.7,1,1,1,2.0,1.2,0.07,1.0,0.8,shooting,GAM,"MF,FW",24,1998,10.2,248,318,78.0,4487,1116,112,138,81.2,97,120,80.8,30,46,65.2,2,1.0,0.7,1.0,12,22,10,0,42,passing,GAM,"MF,FW",24,1998,10.2,419,4,56,226,151,15,418,38,16,42.1,21,55.3,324,2436,1153,29,27,3,21,14,304,53,possession,GAM,"MF,FW",24,1998,10.2,1,0,0,8,14,0,23,8,5,0,0,0,49,5,18,21.7,misc
FRA-Ligue 1,2023,Metz,Abou Lô,SEN,"MF,DF",23,2000,6,2,197,2.2,0,0,0,0,0,0,0,1,0.1,0.1,0.3,0.5,0,4,2,0.0,0.0,0.0,0.0,0.0,0.06,0.16,0.22,0.06,0.22,standard,SEN,"MF,DF",23,2000,2.2,3,1,2,1,0,1,4,25.0,3,5,2,3,4,7,8,0,defense,SEN,"MF,DF",23,2000,2.2,0,1,0,0.0,0.46,0.0,0.0,,7.8,0,0,0,0.1,0.1,0.13,-0.1,-0.1,shooting,SEN,"MF,DF",23,2000,2.2,65,74,87.8,1319,446,20,21,95.2,39,42,92.9,6,9,66.7,0,0.3,0.0,-0.3,2,6,1,0,4,passing,SEN,"MF,DF",23,2000,2.2,99,15,49,42,8,2,99,3,2,66.7,1,33.3,66,377,79,0,2,0,2,0,58,2,possession,SEN,"MF,DF",23,2000,2.2,0,1,0,3,2,0,0,4,1,0,0,0,10,2,2,50.0,misc
FRA-Ligue 1,2023,Strasbourg,Aboubacar Ali,COM,"MF,FW",17,2006,9,1,130,1.4,0,1,1,0,0,0,0,0,0.2,0.2,0.1,0.3,3,3,12,0.0,0.69,0.69,0.0,0.69,0.17,0.05,0.22,0.17,0.22,standard,COM,"MF,FW",17,2006,1.4,2,0,0,2,0,0,0,,0,1,0,1,1,3,2,0,defense,COM,"MF,FW",17,2006,1.4,0,4,2,50.0,2.77,1.38,0.0,0.0,19.4,0,0,0,0.2,0.2,0.06,-0.2,-0.2,shooting,COM,"MF,FW",17,2006,1.4,22,34,64.7,287,51,14,19,73.7,7,12,58.3,0,0,,1,0.1,0.1,0.9,1,4,1,0,3,passing,COM,"MF,FW",17,2006,1.4,56,1,4,19,35,7,56,3,1,33.3,2,66.7,41,312,79,3,1,1,4,2,36,12,possession,COM,"MF,FW",17,2006,1.4,0,0,0,4,1,0,6,1,0,0,0,0,5,1,5,16.7,misc
FRA-Ligue 1,2023,Paris S-G,Achraf Hakimi,MAR,DF,24,1998,25,20,1932,21.5,4,5,9,4,0,0,3,0,4.2,4.2,5.2,9.4,84,218,230,0.19,0.23,0.42,0.19,0.42,0.2,0.24,0.44,0.2,0.44,standard,MAR,DF,24,1998,21.5,29,19,14,9,6,17,34,50.0,17,28,4,24,12,41,28,2,defense,MAR,DF,24,1998,21.5,4,42,12,28.6,1.96,0.56,0.1,0.33,19.8,9,0,0,4.2,4.2,0.1,-0.2,-0.2,shooting,MAR,DF,24,1998,21.5,1712,1979,86.5,25356,8074,948,1030,92.0,613,696,88.1,77,125,61.6,5,5.2,4.2,-0.2,43,153,45,13,218,passing,MAR,DF,24,1998,21.5,2217,68,425,976,835,67,2217,57,27,47.4,30,52.6,1762,9215,4942,84,78,22,33,33,1679,230,possession,MAR,DF,24,1998,21.5,3,0,0,22,26,3,79,12,19,0,1,0,142,9,12,42.9,misc
FRA-Ligue 1,2023,Lille,Adam Ounas,ALG,FW,26,1996,17,3,418,4.6,1,0,1,1,0,0,0,0,0.6,0.6,1.9,2.6,20,20,40,0.22,0.0,0.22,0.22,0.22,0.14,0.41,0.55,0.14,0.55,standard,ALG,FW,26,1996,4.6,4,3,2,2,0,2,7,28.6,5,2,0,2,6,10,1,0,defense,ALG,FW,26,1996,4.6,1,9,3,33.3,1.94,0.65,0.11,0.33,18.6,1,0,0,0.6,0.6,0.07,0.4,0.4,shooting,ALG,FW,26,1996,4.6,138,194,71.1,2338,766,70,84,83.3,47,64,73.4,16,29,55.2,0,1.9,1.8,-1.9,13,7,11,5,20,passing,ALG,FW,26,1996,4.6,253,2,27,102,133,15,253,25,16,64.0,6,24.0,198,1328,616,20,12,8,13,16,183,40,possession,ALG,FW,26,1996,4.6,0,0,0,3,12,1,22,6,3,1,0,0,27,6,6,50.0,misc
FRA-Ligue 1,2023,Reims,Adama Bojang,GAM,FW,19,2004,9,0,83,0.9,0,0,0,0,0,0,1,0,1.3,1.3,0.0,1.3,2,1,8,0.0,0.0,0.0,0.0,0.0,1.38,0.05,1.43,1.38,1.43,standard,GAM,FW,19,2004,0.9,2,1,1,0,1,0,0,,0,2,1,1,1,3,0,0,defense,GAM,FW,19,2004,0.9,0,4,1,25.0,4.34,1.08,0.0,0.0,16.9,0,0,0,1.3,1.3,0.32,-1.3,-1.3,shooting,GAM,FW,19,2004,0.9,17,27,63.0,182,66,14,19,73.7,1,2,50.0,1,1,100.0,0,0.0,0.1,0.0,1,0,0,0,1,passing,GAM,FW,19,2004,0.9,42,1,5,16,22,10,42,1,1,100.0,0,0.0,25,134,56,2,1,1,4,1,26,8,possession,GAM,FW,19,2004,0.9,1,0,0,4,1,1,1,1,1,0,0,0,3,1,3,25.0,misc
FRA-Ligue 1,2023,Nantes,Adel Mahamoud,COM,FW,20,2003,1,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,COM,FW,20,2003,0.1,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,defense,COM,FW,20,2003,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,COM,FW,20,2003,0.1,2,4,50.0,32,18,0,2,0.0,2,2,100.0,0,0,,0,0.0,0.0,0.0,0,1,0,0,2,passing,COM,FW,20,2003,0.1,5,0,0,3,2,0,5,1,1,100.0,0,0.0,3,12,4,0,0,0,1,0,2,1,possession,COM,FW,20,2003,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,misc
FRA-Ligue 1,2023,Lorient,Adrian Grbić,AUT,FW,26,1996,1,0,31,0.3,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,0,4,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.27,0.27,0.27,standard,AUT,FW,26,1996,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,defense,AUT,FW,26,1996,0.3,0,2,0,0.0,5.81,0.0,0.0,,23.1,1,0,0,0.1,0.1,0.05,-0.1,-0.1,shooting,AUT,FW,26,1996,0.3,7,13,53.8,85,6,6,8,75.0,1,2,50.0,0,2,0.0,0,0.0,0.0,0.0,0,0,0,0,0,passing,AUT,FW,26,1996,0.3,16,0,1,9,6,1,16,0,0,,0,,5,22,10,0,0,0,1,0,8,4,possession,AUT,FW,26,1996,0.3,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,66.7,misc
FRA-Ligue 1,2023,Brest,Adrien Lebeau,FRA,"MF,FW",24,1999,7,0,54,0.6,0,1,1,0,0,0,0,0,0.1,0.1,0.5,0.5,1,0,5,0.0,1.67,1.67,0.0,1.67,0.1,0.77,0.87,0.1,0.87,standard,FRA,"MF,FW",24,1999,0.6,0,0,0,0,0,0,3,0.0,3,2,1,1,0,0,1,0,defense,FRA,"MF,FW",24,1999,0.6,0,2,0,0.0,3.33,0.0,0.0,,30.7,0,0,0,0.1,0.1,0.03,-0.1,-0.1,shooting,FRA,"MF,FW",24,1999,0.6,19,29,65.5,284,93,10,13,76.9,7,8,87.5,1,4,25.0,1,0.5,0.3,0.5,4,2,0,0,0,passing,FRA,"MF,FW",24,1999,0.6,42,1,8,19,16,2,42,1,0,0.0,1,100.0,30,138,54,1,2,1,2,1,28,5,possession,FRA,"MF,FW",24,1999,0.6,0,0,0,1,2,0,3,0,0,0,0,0,5,0,3,0.0,misc
FRA-Ligue 1,2023,Lens,Adrien Thomasson,FRA,MF,29,1993,29,13,1193,13.3,1,2,3,1,0,0,2,1,3.8,3.8,3.9,7.7,20,68,121,0.08,0.15,0.23,0.08,0.23,0.29,0.29,0.58,0.29,0.58,standard,FRA,MF,29,1993,13.3,25,14,4,16,5,11,34,32.4,23,14,0,14,9,34,10,1,defense,FRA,MF,29,1993,13.3,1,31,6,19.4,2.34,0.45,0.03,0.17,14.3,0,0,0,3.8,3.8,0.12,-2.8,-2.8,shooting,FRA,MF,29,1993,13.3,506,679,74.5,7672,1909,261,319,81.8,192,248,77.4,27,52,51.9,2,3.9,3.8,-1.9,30,44,15,3,68,passing,FRA,MF,29,1993,13.3,822,17,107,330,393,75,822,14,9,64.3,5,35.7,611,3027,1117,20,23,7,29,22,574,121,possession,FRA,MF,29,1993,13.3,2,1,0,16,16,5,47,9,14,1,0,0,89,13,23,36.1,misc
FRA-Ligue 1,2023,Rennes,Adrien Truffert,FRA,DF,21,2001,30,24,2145,23.8,1,2,3,1,0,0,6,0,1.7,1.7,1.8,3.5,51,98,181,0.04,0.08,0.13,0.04,0.13,0.07,0.08,0.15,0.07,0.15,standard,FRA,DF,21,2001,23.8,39,21,23,10,6,25,40,62.5,15,31,5,26,19,58,49,0,defense,FRA,DF,21,2001,23.8,1,20,7,35.0,0.84,0.29,0.05,0.14,20.7,0,0,0,1.7,1.7,0.08,-0.7,-0.7,shooting,FRA,DF,21,2001,23.8,1047,1333,78.5,16183,5530,557,641,86.9,420,537,78.2,43,85,50.6,2,1.8,2.0,0.2,19,55,22,10,98,passing,FRA,DF,21,2001,23.8,1586,73,388,665,545,47,1586,56,24,42.9,28,50.0,1023,5947,2732,51,61,8,34,24,941,181,possession,FRA,DF,21,2001,23.8,6,0,0,25,28,4,72,19,21,1,0,0,116,18,24,42.9,misc
FRA-Ligue 1,2023,Lyon,Adryelson,BRA,"DF,FW",25,1998,2,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,BRA,"DF,FW",25,1998,0.1,0,0,0,0,0,0,0,,0,0,0,0,1,1,3,0,defense,BRA,"DF,FW",25,1998,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,BRA,"DF,FW",25,1998,0.1,5,5,100.0,75,28,3,3,100.0,2,2,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,passing,BRA,"DF,FW",25,1998,0.1,9,2,9,0,0,0,9,0,0,,0,,5,22,9,0,0,0,0,0,5,0,possession,BRA,"DF,FW",25,1998,0.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,misc
FRA-Ligue 1,2023,Nantes,Adson,BRA,"MF,FW",22,2000,8,2,238,2.6,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,18,15,19,0.0,0.0,0.0,0.0,0.0,0.09,0.04,0.13,0.09,0.13,standard,BRA,"MF,FW",22,2000,2.6,7,6,1,6,0,2,2,100.0,0,5,0,5,2,9,2,0,defense,BRA,"MF,FW",22,2000,2.6,0,5,0,0.0,1.89,0.0,0.0,,17.9,0,0,0,0.2,0.2,0.05,-0.2,-0.2,shooting,BRA,"MF,FW",22,2000,2.6,115,130,88.5,1750,378,61,64,95.3,40,46,87.0,8,10,80.0,0,0.1,0.3,-0.1,3,11,4,0,15,passing,BRA,"MF,FW",22,2000,2.6,163,0,18,81,68,10,163,8,5,62.5,3,37.5,137,934,451,18,9,4,4,4,127,19,possession,BRA,"MF,FW",22,2000,2.6,0,0,0,4,4,0,2,2,6,0,0,0,11,0,2,0.0,misc
FRA-Ligue 1,2023,Lyon,Ainsley Maitland-Niles,ENG,"DF,MF",25,1997,23,16,1432,15.9,1,4,5,0,1,1,1,1,3.0,2.2,2.1,4.2,26,76,82,0.06,0.25,0.31,0.0,0.25,0.19,0.13,0.32,0.14,0.27,standard,ENG,"DF,MF",25,1997,15.9,34,18,12,14,8,19,37,51.4,18,16,6,10,17,51,29,1,defense,ENG,"DF,MF",25,1997,15.9,1,17,5,29.4,1.07,0.31,0.0,0.0,13.9,0,1,1,3.0,2.2,0.16,-2.0,-2.2,shooting,ENG,"DF,MF",25,1997,15.9,663,796,83.3,10343,3289,350,387,90.4,241,285,84.6,44,71,62.0,4,2.1,1.5,1.9,18,45,17,3,76,passing,ENG,"DF,MF",25,1997,15.9,949,56,269,400,293,41,948,33,16,48.5,14,42.4,645,3539,1645,26,25,6,15,11,580,82,possession,ENG,"DF,MF",25,1997,15.9,1,1,0,5,11,1,21,17,18,0,0,0,93,18,21,46.2,misc
FRA-Ligue 1,2023,Montpellier,Akor Adams,NGA,FW,23,2000,32,27,2252,25.0,8,1,9,8,0,0,2,0,12.4,12.4,1.9,14.3,40,17,127,0.32,0.04,0.36,0.32,0.36,0.5,0.07,0.57,0.5,0.57,standard,NGA,FW,23,2000,25.0,12,4,3,4,5,3,7,42.9,4,9,2,7,5,17,11,0,defense,NGA,FW,23,2000,25.0,8,79,32,40.5,3.16,1.28,0.1,0.25,14.5,0,0,0,12.4,12.4,0.16,-4.4,-4.4,shooting,NGA,FW,23,2000,25.0,250,385,64.9,3676,786,125,185,67.6,89,126,70.6,14,29,48.3,1,1.9,1.4,-0.9,17,14,4,2,17,passing,NGA,FW,23,2000,25.0,638,17,61,266,323,118,638,44,14,31.8,26,59.1,442,2673,1004,40,23,22,68,30,472,127,possession,NGA,FW,23,2000,25.0,2,0,0,39,22,26,12,5,4,0,0,0,55,54,69,43.9,misc
FRA-Ligue 1,2023,Strasbourg,Alaa Bellaarouch,MAR,GK,21,2002,15,15,1350,15.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,MAR,GK,21,2002,15.0,0,0,0,0,0,0,0,,0,0,0,0,1,1,11,2,defense,MAR,GK,21,2002,15.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,MAR,GK,21,2002,15.0,352,504,69.8,9261,5681,63,63,100.0,189,196,96.4,97,238,40.8,0,0.0,0.0,0.0,1,11,1,0,0,passing,MAR,GK,21,2002,15.0,542,413,540,3,0,0,542,0,0,,0,,415,2305,1282,0,1,1,0,0,300,0,possession,MAR,GK,21,2002,15.0,1,0,0,0,3,0,0,1,0,0,0,0,18,4,0,100.0,misc
FRA-Ligue 1,2023,Clermont Foot,Alan Virginius,FRA,FW,20,2003,14,12,934,10.4,0,2,2,0,0,0,0,0,1.3,1.3,1.5,2.8,22,21,64,0.0,0.19,0.19,0.0,0.19,0.13,0.15,0.27,0.13,0.27,standard,FRA,FW,20,2003,10.4,9,5,4,4,1,4,11,36.4,7,7,0,7,3,12,7,0,defense,FRA,FW,20,2003,10.4,0,10,6,60.0,0.96,0.58,0.0,0.0,15.0,0,0,0,1.3,1.3,0.13,-1.3,-1.3,shooting,FRA,FW,20,2003,10.4,136,209,65.1,1961,554,71,92,77.2,46,74,62.2,6,14,42.9,2,1.5,2.7,0.5,11,9,5,2,21,passing,FRA,FW,20,2003,10.4,300,7,38,127,138,40,300,20,10,50.0,10,50.0,209,1559,806,22,11,10,24,11,211,64,possession,FRA,FW,20,2003,10.4,0,0,0,4,6,4,22,3,5,1,0,0,15,4,15,21.1,misc
FRA-Ligue 1,2023,Lille,Alan Virginius,FRA,FW,20,2003,2,1,71,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,standard,FRA,FW,20,2003,0.8,1,1,1,0,0,0,1,0.0,1,0,0,0,0,1,0,0,defense,FRA,FW,20,2003,0.8,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,FRA,FW,20,2003,0.8,14,17,82.4,183,45,7,8,87.5,5,7,71.4,0,0,,0,0.0,0.0,0.0,1,2,0,0,2,passing,FRA,FW,20,2003,0.8,21,0,2,10,9,2,21,4,2,50.0,2,50.0,19,109,54,1,0,1,1,0,18,4,possession,FRA,FW,20,2003,0.8,0,0,0,0,0,0,1,0,1,0,0,0,2,0,1,0.0,misc
FRA-Ligue 1,2023,Nantes,Alban Lafont,FRA,GK,24,1999,28,28,2496,27.7,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,FRA,GK,24,1999,27.7,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,14,0,defense,FRA,GK,24,1999,27.7,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,FRA,GK,24,1999,27.7,720,1006,71.6,19485,13677,143,144,99.3,359,364,98.6,214,493,43.4,0,0.0,0.0,0.0,0,14,0,0,3,passing,FRA,GK,24,1999,27.7,1081,914,1075,6,0,0,1081,1,0,0.0,0,0.0,768,3646,1792,0,0,0,1,0,561,0,possession,FRA,GK,24,1999,27.7,2,0,0,1,4,0,0,0,0,0,1,0,37,11,1,91.7,misc
FRA-Ligue 1,2023,Monaco,Aleksandr Golovin,RUS,"MF,FW",27,1996,25,25,2147,23.9,6,6,12,6,0,0,8,1,3.4,3.4,4.7,8.0,50,172,157,0.25,0.25,0.5,0.25,0.5,0.14,0.2,0.34,0.14,0.34,standard,RUS,"MF,FW",27,1996,23.9,42,30,14,22,6,15,42,35.7,27,37,3,34,21,63,14,0,defense,RUS,"MF,FW",27,1996,23.9,6,44,19,43.2,1.84,0.8,0.14,0.32,21.5,6,0,0,3.4,3.4,0.08,2.6,2.6,shooting,RUS,"MF,FW",27,1996,23.9,935,1236,75.6,16293,5324,440,521,84.5,325,413,78.7,124,211,58.8,6,4.7,6.4,1.3,50,99,62,5,172,passing,RUS,"MF,FW",27,1996,23.9,1473,22,161,637,688,49,1473,44,24,54.5,17,38.6,1070,5969,2489,50,47,18,42,23,1001,157,possession,RUS,"MF,FW",27,1996,23.9,8,1,0,25,36,3,110,21,30,1,0,0,133,12,18,40.0,misc
