league,season,team,player,nation,pos,age,born,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G+A,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Expected xG,Expected npxG,Expected xAG,Expected npxG+xAG,Progression PrgC,Progression PrgP,Progression PrgR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Per 90 Minutes xG,Per 90 Minutes xAG,Per 90 Minutes xG+xAG,Per 90 Minutes npxG,Per 90 Minutes npxG+xAG,stat_type,nation_defense,pos_defense,age_defense,born_defense,90s,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,stat_type_defense,nation_shooting,pos_shooting,age_shooting,born_shooting,90s_shooting,Standard Gls,Standard Sh,Standard SoT,Standard SoT%,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Standard FK,Standard PK,Standard PKatt,Expected xG_shooting,Expected npxG_shooting,Expected npxG/Sh,Expected G-xG,Expected np:G-xG,stat_type_shooting,nation_passing,pos_passing,age_passing,born_passing,90s_passing,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,stat_type_passing,nation_possession,pos_possession,age_possession,born_possession,90s_possession,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Succ%,Take-Ons Tkld,Take-Ons Tkld%,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,stat_type_possession,nation_misc,pos_misc,age_misc,born_misc,90s_misc,Performance CrdY_misc,Performance CrdR_misc,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%,stat_type_misc
FRA-Ligue 1,2023,Metz,Sadibou Sané,SEN,DF,19,2004,14,9,846,9.4,0,0,0,0,0,0,1,0,0.4,0.4,0.0,0.4,8,19,8,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,standard,SEN,DF,19,2004,9.4,19,12,16,2,1,6,7,85.7,1,14,9,5,8,27,64,0,defense,SEN,DF,19,2004,9.4,0,5,0,0.0,0.53,0.0,0.0,,14.2,0,0,0,0.4,0.4,0.07,-0.4,-0.4,shooting,SEN,DF,19,2004,9.4,254,317,80.1,5406,1557,69,82,84.1,140,161,87.0,43,68,63.2,0,0.0,0.1,0.0,1,10,2,2,19,passing,SEN,DF,19,2004,9.4,441,79,239,171,34,9,441,3,3,100.0,0,0.0,248,1652,829,8,3,1,4,0,224,8,possession,SEN,DF,19,2004,9.4,1,0,0,9,5,1,8,8,12,0,0,0,28,13,12,52.0,misc
FRA-Ligue 1,2023,Lyon,Sael Kumbedi,FRA,DF,18,2005,17,8,924,10.3,0,1,1,0,0,0,3,0,0.2,0.2,0.7,1.0,19,42,75,0.0,0.1,0.1,0.0,0.1,0.02,0.07,0.09,0.02,0.09,standard,FRA,DF,18,2005,10.3,30,20,14,12,4,9,22,40.9,13,12,3,9,14,44,18,2,defense,FRA,DF,18,2005,10.3,0,6,4,66.7,0.58,0.39,0.0,0.0,22.2,0,0,0,0.2,0.2,0.04,-0.2,-0.2,shooting,FRA,DF,18,2005,10.3,470,592,79.4,7036,1816,266,306,86.9,180,224,80.4,14,40,35.0,1,0.7,0.6,0.3,5,30,11,4,42,passing,FRA,DF,18,2005,10.3,727,24,183,356,196,16,727,20,7,35.0,13,65.0,500,2673,1384,19,22,4,20,7,451,75,possession,FRA,DF,18,2005,10.3,3,0,0,23,12,2,28,14,20,0,0,0,60,4,9,30.8,misc
FRA-Ligue 1,2023,Strasbourg,Saidou Sow,GUI,DF,21,2002,10,8,719,8.0,0,1,1,0,0,0,2,0,0.3,0.3,0.5,0.8,1,24,0,0.0,0.13,0.13,0.0,0.13,0.04,0.06,0.1,0.04,0.1,standard,GUI,DF,21,2002,8.0,20,12,17,3,0,9,13,69.2,4,7,4,3,12,32,36,3,defense,GUI,DF,21,2002,8.0,0,3,2,66.7,0.38,0.25,0.0,0.0,8.2,0,0,0,0.3,0.3,0.11,-0.3,-0.3,shooting,GUI,DF,21,2002,8.0,301,353,85.3,5779,1946,98,108,90.7,175,186,94.1,23,50,46.0,1,0.5,0.4,0.5,2,24,3,0,24,passing,GUI,DF,21,2002,8.0,440,60,230,202,14,6,440,6,4,66.7,1,16.7,315,1797,1010,1,3,0,3,3,281,0,possession,GUI,DF,21,2002,8.0,2,0,0,8,10,0,0,12,12,0,0,0,39,14,8,63.6,misc
FRA-Ligue 1,2023,Lens,Salis Abdul Samed,GHA,MF,23,2000,27,17,1519,16.9,0,0,0,0,0,0,2,0,0.8,0.8,0.5,1.3,9,78,20,0.0,0.0,0.0,0.0,0.0,0.05,0.03,0.08,0.05,0.08,standard,GHA,MF,23,2000,16.9,21,14,8,10,3,8,18,44.4,10,12,1,11,12,33,18,0,defense,GHA,MF,23,2000,16.9,0,5,0,0.0,0.3,0.0,0.0,,21.6,0,0,0,0.8,0.8,0.17,-0.8,-0.8,shooting,GHA,MF,23,2000,16.9,796,895,88.9,12470,3008,393,433,90.8,330,360,91.7,41,54,75.9,0,0.5,1.1,-0.5,6,87,5,2,78,passing,GHA,MF,23,2000,16.9,1022,21,168,647,218,7,1022,19,7,36.8,11,57.9,823,4361,1683,9,33,0,23,11,780,20,possession,GHA,MF,23,2000,16.9,2,0,0,34,16,0,3,12,14,0,3,0,89,2,7,22.2,misc
FRA-Ligue 1,2023,Marseille,Samuel Gigot,FRA,DF,29,1993,21,20,1726,19.2,3,0,3,3,0,0,7,1,2.4,2.4,0.9,3.3,10,54,8,0.16,0.0,0.16,0.16,0.16,0.12,0.04,0.17,0.12,0.17,standard,FRA,DF,29,1993,19.2,33,22,16,13,4,13,19,68.4,6,28,18,10,25,58,93,1,defense,FRA,DF,29,1993,19.2,3,19,9,47.4,0.99,0.47,0.16,0.33,9.6,0,0,0,2.4,2.4,0.13,0.6,0.6,shooting,FRA,DF,29,1993,19.2,846,964,87.8,14333,4728,349,383,91.1,436,480,90.8,36,64,56.3,0,0.9,0.5,-0.9,7,31,3,2,54,passing,FRA,DF,29,1993,19.2,1189,192,560,543,90,37,1189,5,3,60.0,2,40.0,776,4259,2453,10,17,2,9,2,710,8,possession,FRA,DF,29,1993,19.2,7,1,0,21,14,1,6,25,22,0,1,0,80,47,16,74.6,misc
FRA-Ligue 1,2023,Le Havre,Samuel Grandsir,FRA,"MF,FW",26,1996,23,4,606,6.7,1,1,2,1,0,1,4,2,2.6,1.9,1.2,3.0,22,35,68,0.15,0.15,0.3,0.15,0.3,0.39,0.17,0.57,0.28,0.45,standard,FRA,"MF,FW",26,1996,6.7,16,12,5,9,2,8,18,44.4,10,4,0,4,3,19,3,1,defense,FRA,"MF,FW",26,1996,6.7,1,14,5,35.7,2.08,0.74,0.07,0.2,18.5,2,0,1,2.6,1.9,0.13,-1.6,-0.9,shooting,FRA,"MF,FW",26,1996,6.7,209,292,71.6,3118,845,109,130,83.8,72,99,72.7,13,26,50.0,1,1.2,1.4,-0.2,14,14,16,4,35,passing,FRA,"MF,FW",26,1996,6.7,374,2,39,141,197,24,373,24,7,29.2,16,66.7,285,1909,743,22,23,8,12,10,274,68,possession,FRA,"MF,FW",26,1996,6.7,4,2,1,18,5,5,44,3,12,0,0,0,25,1,6,14.3,misc
FRA-Ligue 1,2023,Nantes,Samuel Moutoussamy,COD,MF,26,1996,26,11,1107,12.3,1,0,1,1,0,0,2,0,1.8,1.8,0.6,2.3,20,59,33,0.08,0.0,0.08,0.08,0.08,0.14,0.05,0.19,0.14,0.19,standard,COD,MF,26,1996,12.3,38,20,14,17,7,17,37,45.9,20,16,3,13,11,49,13,0,defense,COD,MF,26,1996,12.3,1,15,5,33.3,1.22,0.41,0.07,0.2,17.1,0,0,0,1.8,1.8,0.12,-0.8,-0.8,shooting,COD,MF,26,1996,12.3,417,498,83.7,6505,1983,219,245,89.4,158,187,84.5,22,36,61.1,0,0.6,1.1,-0.6,11,42,5,0,59,passing,COD,MF,26,1996,12.3,634,20,144,361,134,21,634,12,5,41.7,6,50.0,446,2333,1197,20,17,2,19,9,393,33,possession,COD,MF,26,1996,12.3,2,0,0,21,13,1,2,11,20,1,1,0,74,8,16,33.3,misc
FRA-Ligue 1,2023,Lille,Samuel Umtiti,FRA,DF,29,1993,6,2,185,2.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,FRA,DF,29,1993,2.1,1,1,0,1,0,1,4,25.0,3,0,0,0,2,3,4,0,defense,FRA,DF,29,1993,2.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,FRA,DF,29,1993,2.1,156,165,94.5,2948,750,49,52,94.2,89,92,96.7,14,17,82.4,0,0.0,0.0,0.0,0,5,0,0,8,passing,FRA,DF,29,1993,2.1,178,13,79,99,0,0,178,1,0,0.0,1,100.0,154,674,310,0,0,0,0,0,144,0,possession,FRA,DF,29,1993,2.1,0,0,0,3,1,0,0,2,1,0,0,0,9,1,1,50.0,misc
FRA-Ligue 1,2023,Strasbourg,Sanjin Prcić,BIH,MF,29,1993,3,1,88,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,0,5,0,0.0,0.0,0.0,0.0,0.0,0.01,0.23,0.24,0.01,0.24,standard,BIH,MF,29,1993,1.0,0,0,0,0,0,0,1,0.0,1,2,1,1,3,3,1,0,defense,BIH,MF,29,1993,1.0,0,1,0,0.0,1.02,0.0,0.0,,27.6,0,0,0,0.0,0.0,0.01,0.0,0.0,shooting,BIH,MF,29,1993,1.0,44,47,93.6,941,265,15,16,93.8,20,21,95.2,7,7,100.0,0,0.2,0.0,-0.2,3,5,0,0,5,passing,BIH,MF,29,1993,1.0,54,0,12,33,9,0,54,0,0,,0,,40,223,84,0,0,0,1,0,36,0,possession,BIH,MF,29,1993,1.0,0,0,0,0,1,0,0,3,0,0,0,0,5,0,0,,misc
FRA-Ligue 1,2023,Lyon,Saïd Benrahma,ALG,"FW,MF",27,1995,12,10,770,8.6,3,3,6,3,0,0,2,0,1.6,1.6,3.6,5.2,46,34,113,0.35,0.35,0.7,0.35,0.7,0.19,0.42,0.61,0.19,0.61,standard,ALG,"FW,MF",27,1995,8.6,9,7,1,6,2,5,7,71.4,2,7,0,7,1,10,3,0,defense,ALG,"FW,MF",27,1995,8.6,3,25,9,36.0,2.92,1.05,0.12,0.33,21.5,2,0,0,1.6,1.6,0.06,1.4,1.4,shooting,ALG,"FW,MF",27,1995,8.6,238,349,68.2,3752,1205,120,145,82.8,82,124,66.1,20,44,45.5,3,3.6,3.7,-0.6,23,16,21,11,34,passing,ALG,"FW,MF",27,1995,8.6,447,5,47,141,266,36,447,35,18,51.4,16,45.7,350,2324,1178,46,15,15,23,24,334,113,possession,ALG,"FW,MF",27,1995,8.6,2,0,0,1,10,7,67,1,7,0,0,0,41,1,15,6.3,misc
FRA-Ligue 1,2023,Monaco,Saïmon Bouabré,FRA,MF,17,2006,1,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,3,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,FRA,MF,17,2006,0.5,2,2,0,2,0,1,2,50.0,1,1,0,1,0,2,0,0,defense,FRA,MF,17,2006,0.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,FRA,MF,17,2006,0.5,15,17,88.2,220,42,9,11,81.8,5,5,100.0,1,1,100.0,0,0.0,0.0,0.0,0,2,0,0,3,passing,FRA,MF,17,2006,0.5,24,0,2,15,7,0,24,1,1,100.0,0,0.0,20,119,41,2,1,0,1,3,21,5,possession,FRA,MF,17,2006,0.5,0,0,0,1,2,1,0,0,2,0,0,0,0,0,0,,misc
FRA-Ligue 1,2023,Paris S-G,Senny Mayulu,FRA,"FW,MF",17,2006,8,3,324,3.6,0,1,1,0,0,0,0,0,0.1,0.1,0.5,0.6,4,11,38,0.0,0.28,0.28,0.0,0.28,0.04,0.13,0.17,0.04,0.17,standard,FRA,"FW,MF",17,2006,3.6,13,8,6,6,1,6,7,85.7,1,1,0,1,3,16,0,0,defense,FRA,"FW,MF",17,2006,3.6,0,3,0,0.0,0.83,0.0,0.0,,23.4,0,0,0,0.1,0.1,0.05,-0.1,-0.1,shooting,FRA,"FW,MF",17,2006,3.6,145,175,82.9,2073,370,82,96,85.4,51,59,86.4,5,6,83.3,1,0.5,0.5,0.5,6,13,7,3,11,passing,FRA,"FW,MF",17,2006,3.6,221,1,20,91,111,17,221,10,5,50.0,5,50.0,179,841,367,4,3,3,14,3,174,38,possession,FRA,"FW,MF",17,2006,3.6,0,0,0,8,3,1,13,3,8,0,0,0,21,0,0,,misc
FRA-Ligue 1,2023,Reims,Sergio Akieme,ESP,DF,25,1997,13,8,818,9.1,2,0,2,2,0,0,2,0,1.4,1.4,0.4,1.8,20,20,34,0.22,0.0,0.22,0.22,0.22,0.16,0.04,0.2,0.16,0.2,standard,ESP,DF,25,1997,9.1,11,5,6,3,2,8,11,72.7,3,9,3,6,10,21,25,0,defense,ESP,DF,25,1997,9.1,2,11,2,18.2,1.21,0.22,0.18,1.0,18.3,0,0,0,1.4,1.4,0.13,0.6,0.6,shooting,ESP,DF,25,1997,9.1,277,350,79.1,4318,1253,148,163,90.8,109,133,82.0,14,37,37.8,0,0.4,0.4,-0.4,6,15,4,2,20,passing,ESP,DF,25,1997,9.1,443,36,135,195,119,11,443,18,8,44.4,9,50.0,259,1562,742,20,12,3,12,8,239,34,possession,ESP,DF,25,1997,9.1,2,0,0,17,10,0,21,10,5,0,0,0,40,6,4,60.0,misc
FRA-Ligue 1,2023,Clermont Foot,Shamar Nicholson,JAM,FW,26,1997,26,17,1484,16.5,4,3,7,3,1,2,2,0,5.9,4.4,1.1,5.4,18,33,110,0.24,0.18,0.42,0.18,0.36,0.36,0.07,0.43,0.26,0.33,standard,JAM,FW,26,1997,16.5,6,2,0,4,2,1,4,25.0,3,6,2,4,0,6,15,0,defense,JAM,FW,26,1997,16.5,4,38,17,44.7,2.3,1.03,0.08,0.18,15.9,1,1,2,5.9,4.4,0.12,-1.9,-1.4,shooting,JAM,FW,26,1997,16.5,272,386,70.5,4088,711,143,200,71.5,87,126,69.0,20,25,80.0,3,1.1,1.0,1.9,18,25,6,0,33,passing,JAM,FW,26,1997,16.5,536,18,39,279,223,74,534,26,8,30.8,17,65.4,378,2045,646,18,16,14,33,18,406,110,possession,JAM,FW,26,1997,16.5,2,0,0,20,26,14,6,0,2,2,0,0,36,47,60,43.9,misc
FRA-Ligue 1,2023,Toulouse,Shavy Babicka,GAB,"FW,MF",23,2000,12,4,373,4.1,1,0,1,1,0,0,0,0,0.6,0.6,0.1,0.7,17,8,64,0.24,0.0,0.24,0.24,0.24,0.14,0.03,0.17,0.14,0.17,standard,GAB,"FW,MF",23,2000,4.1,11,8,2,7,2,2,5,40.0,3,6,1,5,0,11,2,0,defense,GAB,"FW,MF",23,2000,4.1,1,8,4,50.0,1.93,0.97,0.13,0.25,18.7,0,0,0,0.6,0.6,0.07,0.4,0.4,shooting,GAB,"FW,MF",23,2000,4.1,77,127,60.6,1188,236,41,58,70.7,27,45,60.0,5,6,83.3,0,0.1,0.4,-0.1,2,3,7,3,8,passing,GAB,"FW,MF",23,2000,4.1,182,3,17,63,104,12,182,15,6,40.0,9,60.0,132,912,379,17,4,6,13,3,127,64,possession,GAB,"FW,MF",23,2000,4.1,0,0,0,5,4,1,13,0,8,0,0,0,18,5,6,45.5,misc
FRA-Ligue 1,2023,Montpellier,Silvan Hefti,SUI,"DF,FW",25,1997,11,9,711,7.9,0,1,1,0,0,0,1,0,0.2,0.2,1.0,1.2,14,25,36,0.0,0.13,0.13,0.0,0.13,0.03,0.13,0.15,0.03,0.15,standard,SUI,"DF,FW",25,1997,7.9,21,15,10,7,4,15,29,51.7,14,7,2,5,8,29,11,0,defense,SUI,"DF,FW",25,1997,7.9,0,4,1,25.0,0.51,0.13,0.0,0.0,18.2,0,0,0,0.2,0.2,0.05,-0.2,-0.2,shooting,SUI,"DF,FW",25,1997,7.9,238,328,72.6,3494,1326,132,158,83.5,81,115,70.4,10,27,37.0,1,1.0,1.1,0.0,3,12,7,3,25,passing,SUI,"DF,FW",25,1997,7.9,391,21,128,162,107,10,391,10,7,70.0,2,20.0,238,1488,736,14,9,1,5,6,209,36,possession,SUI,"DF,FW",25,1997,7.9,1,0,0,5,8,0,19,8,15,0,0,0,39,3,8,27.3,misc
FRA-Ligue 1,2023,Le Havre,Simon Ebonog,CMR,MF,18,2004,4,0,20,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,CMR,MF,18,2004,0.2,1,1,0,1,0,1,1,100.0,0,1,1,0,0,1,1,0,defense,CMR,MF,18,2004,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,CMR,MF,18,2004,0.2,17,21,81.0,301,60,10,12,83.3,6,7,85.7,1,2,50.0,0,0.0,0.0,0.0,0,2,0,0,1,passing,CMR,MF,18,2004,0.2,24,2,5,18,1,0,24,0,0,,0,,16,71,20,0,0,0,0,0,17,0,possession,CMR,MF,18,2004,0.2,0,0,0,0,1,0,0,0,1,0,0,0,1,2,0,100.0,misc
FRA-Ligue 1,2023,Metz,Simon Elisor,FRA,FW,24,1999,14,9,767,8.5,1,0,1,1,0,1,1,0,2.3,1.5,0.9,2.4,9,14,43,0.12,0.0,0.12,0.12,0.12,0.27,0.11,0.38,0.18,0.29,standard,FRA,FW,24,1999,8.5,9,2,3,2,4,2,6,33.3,4,6,1,5,0,9,9,0,defense,FRA,FW,24,1999,8.5,1,13,6,46.2,1.53,0.7,0.08,0.17,16.7,0,0,1,2.3,1.5,0.11,-1.3,-0.5,shooting,FRA,FW,24,1999,8.5,111,157,70.7,1583,387,56,79,70.9,45,61,73.8,3,4,75.0,0,0.9,0.4,-0.9,10,11,2,0,14,passing,FRA,FW,24,1999,8.5,260,9,28,121,117,33,259,18,5,27.8,12,66.7,167,1041,193,9,8,5,28,23,194,43,possession,FRA,FW,24,1999,8.5,1,0,0,17,16,4,4,0,2,1,0,0,20,35,47,42.7,misc
FRA-Ligue 1,2023,Lyon,Sinaly Diomande,CIV,DF,22,2001,10,10,889,9.9,0,0,0,0,0,0,2,0,1.0,1.0,0.7,1.7,5,43,0,0.0,0.0,0.0,0.0,0.0,0.1,0.07,0.17,0.1,0.17,standard,CIV,DF,22,2001,9.9,10,4,5,3,2,9,16,56.3,7,12,9,3,15,25,26,1,defense,CIV,DF,22,2001,9.9,0,6,1,16.7,0.61,0.1,0.0,0.0,11.1,0,0,0,1.0,1.0,0.17,-1.0,-1.0,shooting,CIV,DF,22,2001,9.9,521,570,91.4,9695,3841,175,184,95.1,288,302,95.4,46,64,71.9,0,0.7,0.4,-0.7,3,34,2,1,43,passing,CIV,DF,22,2001,9.9,654,75,292,334,35,7,654,4,1,25.0,1,25.0,505,2509,1321,5,8,1,6,2,441,0,possession,CIV,DF,22,2001,9.9,2,0,0,12,8,0,1,15,4,0,0,0,73,16,13,55.2,misc
FRA-Ligue 1,2023,Lorient,Siriné Doucouré,MLI,FW,21,2002,11,5,423,4.7,1,3,4,1,0,0,2,0,0.9,0.9,1.3,2.2,14,5,35,0.21,0.64,0.85,0.21,0.85,0.2,0.28,0.47,0.2,0.47,standard,MLI,FW,21,2002,4.7,8,6,0,4,4,3,3,100.0,0,4,0,4,1,9,6,0,defense,MLI,FW,21,2002,4.7,1,9,5,55.6,1.91,1.06,0.11,0.2,12.6,0,0,0,0.9,0.9,0.1,0.1,0.1,shooting,MLI,FW,21,2002,4.7,71,94,75.5,913,208,44,54,81.5,15,22,68.2,4,7,57.1,3,1.3,0.6,1.7,10,4,1,0,5,passing,MLI,FW,21,2002,4.7,181,7,10,83,89,35,181,25,13,52.0,11,44.0,122,787,315,14,7,12,30,10,135,35,possession,MLI,FW,21,2002,4.7,2,0,0,10,6,2,1,1,6,0,0,0,8,17,24,41.5,misc
FRA-Ligue 1,2023,Lyon,Skelly Alvero,FRA,MF,21,2002,8,6,426,4.7,1,0,1,1,0,0,2,0,0.4,0.4,0.0,0.4,3,27,13,0.21,0.0,0.21,0.21,0.21,0.09,0.0,0.09,0.09,0.09,standard,FRA,MF,21,2002,4.7,8,7,5,2,1,2,9,22.2,7,5,1,4,2,10,5,0,defense,FRA,MF,21,2002,4.7,1,9,3,33.3,1.9,0.63,0.11,0.33,22.9,0,0,0,0.4,0.4,0.05,0.6,0.6,shooting,FRA,MF,21,2002,4.7,159,193,82.4,2519,738,83,95,87.4,60,75,80.0,12,16,75.0,0,0.0,0.2,0.0,1,17,3,1,27,passing,FRA,MF,21,2002,4.7,242,8,43,143,58,6,242,7,4,57.1,2,28.6,182,869,321,3,4,0,8,7,171,13,possession,FRA,MF,21,2002,4.7,2,0,0,12,3,0,2,2,7,0,1,0,20,9,7,56.3,misc
FRA-Ligue 1,2023,Nice,Sofiane Diop,FRA,FW,23,2000,10,6,499,5.5,0,0,0,0,0,0,0,0,1.2,1.2,0.8,2.0,20,17,43,0.0,0.0,0.0,0.0,0.0,0.22,0.14,0.36,0.22,0.36,standard,FRA,FW,23,2000,5.5,8,6,3,4,1,4,10,40.0,6,4,0,4,3,11,3,0,defense,FRA,FW,23,2000,5.5,0,14,6,42.9,2.53,1.08,0.0,0.0,20.7,2,0,0,1.2,1.2,0.09,-1.2,-1.2,shooting,FRA,FW,23,2000,5.5,143,176,81.3,2076,491,76,88,86.4,52,62,83.9,5,9,55.6,0,0.8,0.9,-0.8,8,7,7,2,17,passing,FRA,FW,23,2000,5.5,249,5,42,100,118,16,249,22,6,27.3,16,72.7,190,1329,589,20,18,6,15,9,177,43,possession,FRA,FW,23,2000,5.5,0,0,0,9,12,8,13,3,6,0,0,0,28,1,4,20.0,misc
FRA-Ligue 1,2023,Marseille,Sofiane Sidi Ali,FRA,MF,28,1995,2,0,18,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,3,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.12,0.12,0.12,standard,FRA,MF,28,1995,0.2,2,0,0,2,0,1,2,50.0,1,1,0,1,2,4,0,0,defense,FRA,MF,28,1995,0.2,0,1,0,0.0,5.0,0.0,0.0,,16.5,0,0,0,0.0,0.0,0.02,0.0,0.0,shooting,FRA,MF,28,1995,0.2,6,7,85.7,121,38,2,2,100.0,2,3,66.7,2,2,100.0,0,0.0,0.0,0.0,0,0,0,0,1,passing,FRA,MF,28,1995,0.2,17,0,2,8,7,2,17,3,0,0.0,3,100.0,11,61,17,0,0,0,1,2,11,3,possession,FRA,MF,28,1995,0.2,0,0,0,1,0,0,0,2,0,0,0,0,2,0,1,0.0,misc
FRA-Ligue 1,2023,Lorient,Souleymane Touré,FRA,DF,20,2003,24,23,2051,22.8,1,1,2,1,0,0,6,0,1.7,1.7,0.4,2.2,24,73,25,0.04,0.04,0.09,0.04,0.09,0.08,0.02,0.1,0.08,0.1,standard,FRA,DF,20,2003,22.8,25,12,16,9,0,8,14,57.1,6,38,20,18,36,61,101,2,defense,FRA,DF,20,2003,22.8,1,18,9,50.0,0.79,0.39,0.06,0.11,11.4,0,0,0,1.7,1.7,0.1,-0.7,-0.7,shooting,FRA,DF,20,2003,22.8,1144,1280,89.4,18783,6849,508,550,92.4,508,550,92.4,77,106,72.6,1,0.4,1.6,0.6,7,66,5,2,73,passing,FRA,DF,20,2003,22.8,1538,221,677,727,140,40,1538,14,11,78.6,3,21.4,1086,5950,3186,24,21,4,17,12,1025,25,possession,FRA,DF,20,2003,22.8,6,0,0,36,15,0,5,36,12,0,1,0,87,43,16,72.9,misc
FRA-Ligue 1,2023,Monaco,Soungoutou Magassa,FRA,"DF,MF",19,2003,21,15,1346,15.0,0,0,0,0,0,0,7,0,0.6,0.6,0.1,0.8,7,92,13,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.05,0.04,0.05,standard,FRA,"DF,MF",19,2003,15.0,56,26,22,32,2,26,48,54.2,22,21,4,17,21,77,36,2,defense,FRA,"DF,MF",19,2003,15.0,0,8,2,25.0,0.53,0.13,0.0,0.0,19.0,0,0,0,0.6,0.6,0.08,-0.6,-0.6,shooting,FRA,"DF,MF",19,2003,15.0,871,998,87.3,16582,5928,300,331,90.6,470,511,92.0,87,129,67.4,0,0.1,0.5,-0.1,2,86,2,1,92,passing,FRA,"DF,MF",19,2003,15.0,1177,78,401,719,68,9,1177,16,8,50.0,4,25.0,898,4464,1934,7,13,1,23,8,806,13,possession,FRA,"DF,MF",19,2003,15.0,7,0,0,31,13,1,3,21,26,0,1,0,112,24,17,58.5,misc
FRA-Ligue 1,2023,Rennes,Steve Mandanda,FRA,GK,38,1985,34,34,3060,34.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,FRA,GK,38,1985,34.0,2,0,2,0,0,2,4,50.0,2,0,0,0,0,2,6,1,defense,FRA,GK,38,1985,34.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,FRA,GK,38,1985,34.0,885,1209,73.2,23102,15904,162,163,99.4,480,488,98.4,241,556,43.3,0,0.0,0.0,0.0,0,8,0,0,2,passing,FRA,GK,38,1985,34.0,1286,976,1267,19,0,0,1286,1,1,100.0,0,0.0,919,4432,2525,0,1,1,1,0,641,0,possession,FRA,GK,38,1985,34.0,1,0,0,1,7,0,0,0,0,0,1,1,37,9,1,90.0,misc
FRA-Ligue 1,2023,Brest,Steve Mounié,BEN,FW,28,1994,32,20,1769,19.7,6,2,8,6,0,0,2,1,8.9,8.9,2.1,11.0,22,25,111,0.31,0.1,0.41,0.31,0.41,0.45,0.11,0.56,0.45,0.56,standard,BEN,FW,28,1994,19.7,8,7,0,3,5,3,11,27.3,8,13,3,10,2,10,18,0,defense,BEN,FW,28,1994,19.7,6,60,25,41.7,3.05,1.27,0.1,0.24,11.4,0,0,0,8.9,8.9,0.15,-2.9,-2.9,shooting,BEN,FW,28,1994,19.7,282,454,62.1,3928,730,155,236,65.7,94,155,60.6,13,19,68.4,2,2.1,1.4,-0.1,21,27,9,3,25,passing,BEN,FW,28,1994,19.7,673,22,39,322,316,119,673,18,11,61.1,7,38.9,415,2462,717,22,23,6,58,17,537,111,possession,BEN,FW,28,1994,19.7,2,1,0,43,25,8,11,2,7,0,0,0,43,137,94,59.3,misc
