Saison,Équipe,Nom,Valeur marchande,Valeur marchande (euros)
2021/2022,clermont-foot-63,Grejohn Kyei,"1,20 mio. €",
2021/2022,clermont-foot-63,Pierre-Yves Hamel,"1,20 mio. €",
2021/2022,clermont-foot-63,Jordan Tell,600 K €,
2021/2022,clermont-foot-63,Bryan Teixeira,300 K €,
2021/2022,clermont-foot-63,Mathis Clairicia,100 K €,
2022/2023,fc-paris-saint-germain,Gianluigi Donnarumma,"45,00 mio. €",
2022/2023,fc-paris-saint-germain,Keylor Navas,"4,00 mio. €",
2022/2023,fc-paris-saint-germain,Sergio Rico,"3,00 mio. €",
2022/2023,fc-paris-saint-germain,Lucas Lavallée,300 K €,
2022/2023,fc-paris-saint-germain,Alexandre Letellier,300 K €,
2022/2023,fc-paris-saint-germain,Marquinhos,"65,00 mio. €",
2022/2023,fc-paris-saint-germain,Presnel Kimpembe,"28,00 mio. €",
2022/2023,fc-paris-saint-germain,Abdou Diallo,"10,00 mio. €",
2022/2023,fc-paris-saint-germain,Danilo Pereira,"10,00 mio. €",
2022/2023,fc-paris-saint-germain,El Chadaille Bitshiabu,"7,00 mio. €",
2022/2023,fc-paris-saint-germain,Sergio Ramos,"4,50 mio. €",
2022/2023,fc-paris-saint-germain,Nehemiah Fernandez,250 K €,
2022/2023,fc-paris-saint-germain,Nuno Mendes,"65,00 mio. €",
2022/2023,fc-paris-saint-germain,Juan Bernat,"10,00 mio. €",
2022/2023,fc-paris-saint-germain,Serif Nhaga,-,
2022/2023,fc-paris-saint-germain,Achraf Hakimi,"65,00 mio. €",
2022/2023,fc-paris-saint-germain,Nordi Mukiele,"18,00 mio. €",
2022/2023,fc-paris-saint-germain,Timothée Pembélé,"5,00 mio. €",
2022/2023,fc-paris-saint-germain,Hugo Lamy,250 K €,
2022/2023,fc-paris-saint-germain,Leandro Paredes,"12,00 mio. €",
2022/2023,fc-paris-saint-germain,Idrissa Gueye,"5,00 mio. €",
2022/2023,fc-paris-saint-germain,Vitinha,"42,00 mio. €",
2022/2023,fc-paris-saint-germain,Marco Verratti,"40,00 mio. €",
2022/2023,fc-paris-saint-germain,Fabián Ruiz,"32,00 mio. €",
2022/2023,fc-paris-saint-germain,Carlos Soler,"25,00 mio. €",
2022/2023,fc-paris-saint-germain,Warren Zaïre-Emery,"20,00 mio. €",
2022/2023,fc-paris-saint-germain,Renato Sanches,"15,00 mio. €",
2022/2023,fc-paris-saint-germain,Ayman Kari,"1,00 mio. €",
2022/2023,fc-paris-saint-germain,Neymar,"60,00 mio. €",
2022/2023,fc-paris-saint-germain,Ismaël Gharbi,"5,00 mio. €",
2022/2023,fc-paris-saint-germain,Lionel Messi,"35,00 mio. €",
2022/2023,fc-paris-saint-germain,Pablo Sarabia,"14,00 mio. €",
2022/2023,fc-paris-saint-germain,Kylian Mbappé,"180,00 mio. €",
2022/2023,fc-paris-saint-germain,Arnaud Kalimuendo,"22,00 mio. €",
2022/2023,fc-paris-saint-germain,Hugo Ekitiké,"20,00 mio. €",
2022/2023,fc-paris-saint-germain,Mauro Icardi,"19,00 mio. €",
2022/2023,fc-paris-saint-germain,Ilyes Housni,"3,50 mio. €",
2022/2023,fc-stade-rennes,Doğan Alemdar,"4,00 mio. €",
2022/2023,fc-stade-rennes,Steve Mandanda,"1,00 mio. €",
2022/2023,fc-stade-rennes,Elias Damergy,150 K €,
2022/2023,fc-stade-rennes,Romain Salin,150 K €,
2022/2023,fc-stade-rennes,Arthur Theate,"22,00 mio. €",
2022/2023,fc-stade-rennes,Loïc Badé,"12,00 mio. €",
2022/2023,fc-stade-rennes,Warmed Omari,"9,00 mio. €",
2022/2023,fc-stade-rennes,Joe Rodon,"7,00 mio. €",
2022/2023,fc-stade-rennes,Jeanuël Belocian,"7,00 mio. €",
2022/2023,fc-stade-rennes,Christopher Wooh,"6,00 mio. €",
2022/2023,fc-stade-rennes,Jérémy Jacquet,50 K €,
2022/2023,fc-stade-rennes,Adrien Truffert,"18,00 mio. €",
2022/2023,fc-stade-rennes,Birger Meling,"5,00 mio. €",
2022/2023,fc-stade-rennes,Léo Rouillé,50 K €,
2022/2023,fc-stade-rennes,Hamari Traoré,"10,00 mio. €",
2022/2023,fc-stade-rennes,Djed Spence,"10,00 mio. €",
2022/2023,fc-stade-rennes,Lorenz Assignon,"5,00 mio. €",
2022/2023,fc-stade-rennes,Guéla Doué,300 K €,
2022/2023,fc-stade-rennes,Baptiste Santamaria,"14,00 mio. €",
2022/2023,fc-stade-rennes,Lesley Ugochukwu,"9,00 mio. €",
2022/2023,fc-stade-rennes,Noah Françoise,350 K €,
2022/2023,fc-stade-rennes,Benjamin Bourigeaud,"18,00 mio. €",
2022/2023,fc-stade-rennes,Flavien Tait,"6,00 mio. €",
2022/2023,fc-stade-rennes,Xeka,"6,00 mio. €",
2022/2023,fc-stade-rennes,Gabriel Tutu,50 K €,
2022/2023,fc-stade-rennes,Lovro Majer,"20,00 mio. €",
2022/2023,fc-stade-rennes,Martin Terrier,"30,00 mio. €",
2022/2023,fc-stade-rennes,Jérémy Doku,"28,00 mio. €",
2022/2023,fc-stade-rennes,Kamaldeen Sulemana,"22,00 mio. €",
2022/2023,fc-stade-rennes,Désiré Doué,"15,00 mio. €",
2022/2023,fc-stade-rennes,Ibrahim Salah,"3,00 mio. €",
2022/2023,fc-stade-rennes,Amine Gouiri,"35,00 mio. €",
2022/2023,fc-stade-rennes,Arnaud Kalimuendo,"22,00 mio. €",
2022/2023,fc-stade-rennes,Gaëtan Laborde,"16,00 mio. €",
2022/2023,fc-stade-rennes,Serhou Guirassy,"14,00 mio. €",
2022/2023,fc-stade-rennes,Karl Toko Ekambi,"8,00 mio. €",
2022/2023,fc-stade-rennes,Matthis Abline,"4,50 mio. €",
2022/2023,fc-stade-rennes,Alan Do Marcolino,150 K €,
2022/2023,as-monaco,Alexander Nübel,"8,00 mio. €",
2022/2023,as-monaco,Thomas Didillon-Hödl,"1,00 mio. €",
2022/2023,as-monaco,Yann Lienard,200 K €,
2022/2023,as-monaco,Benoît Badiashile,"40,00 mio. €",
2022/2023,as-monaco,Axel Disasi,"30,00 mio. €",
2022/2023,as-monaco,Guillermo Maripán,"10,00 mio. €",
2022/2023,as-monaco,Malang Sarr,"6,00 mio. €",
2022/2023,as-monaco,Chrislain Matsima,"6,00 mio. €",
2022/2023,as-monaco,Yllan Okou,300 K €,
2022/2023,as-monaco,Caio Henrique,"20,00 mio. €",
2022/2023,as-monaco,Ismail Jakobs,"6,00 mio. €",
2022/2023,as-monaco,Vanderson,"20,00 mio. €",
2022/2023,as-monaco,Ruben Aguilar,"7,00 mio. €",
2022/2023,as-monaco,Nazim Babaï,-,
2022/2023,as-monaco,Mohamed Camara,"30,00 mio. €",
2022/2023,as-monaco,Youssouf Fofana,"25,00 mio. €",
2022/2023,as-monaco,Soungoutou Magassa,800 K €,
2022/2023,as-monaco,Eliot Matazo,"7,00 mio. €",
2022/2023,as-monaco,Jean Lucas,"5,00 mio. €",
2022/2023,as-monaco,Edan Diop,"2,00 mio. €",
2022/2023,as-monaco,Aleksandr Golovin,"28,00 mio. €",
2022/2023,as-monaco,Félix Lemaréchal,"1,00 mio. €",
2022/2023,as-monaco,Eliesse Ben Seghir,"18,00 mio. €",
2022/2023,as-monaco,Sofiane Diop,"15,00 mio. €",
2022/2023,as-monaco,Takumi Minamino,"6,00 mio. €",
2022/2023,as-monaco,Krépin Diatta,"15,00 mio. €",
2022/2023,as-monaco,Maghnes Akliouche,"6,00 mio. €",
2022/2023,as-monaco,Gelson Martins,"5,00 mio. €",
2022/2023,as-monaco,Breel Embolo,"20,00 mio. €",
2022/2023,as-monaco,Wissam Ben Yedder,"15,00 mio. €",
2022/2023,as-monaco,Kevin Volland,"8,00 mio. €",
2022/2023,as-monaco,Myron Boadu,"7,00 mio. €",
2022/2023,olympique-lyon,Anthony Lopes,"8,00 mio. €",
2022/2023,olympique-lyon,Rémy Riou,400 K €,
2022/2023,olympique-lyon,Kayne Bonnevie,200 K €,
2022/2023,olympique-lyon,Castello Lukeba,"25,00 mio. €",
2022/2023,olympique-lyon,Sinaly Diomandé,"9,00 mio. €",
2022/2023,olympique-lyon,Dejan Lovren,"2,50 mio. €",
2022/2023,olympique-lyon,Mamadou Sarr,"1,00 mio. €",
2022/2023,olympique-lyon,Jérôme Boateng,800 K €,
2022/2023,olympique-lyon,Damien Da Silva,500 K €,
2022/2023,olympique-lyon,Nicolás Tagliafico,"9,00 mio. €",
2022/2023,olympique-lyon,Henrique Silva,"1,00 mio. €",
2022/2023,olympique-lyon,Achraf Laâziri,250 K €,
2022/2023,olympique-lyon,Malo Gusto,"25,00 mio. €",
2022/2023,olympique-lyon,Saël Kumbedi,"12,00 mio. €",
2022/2023,olympique-lyon,Johann Lepenant,"10,00 mio. €",
2022/2023,olympique-lyon,Thiago Mendes,"5,00 mio. €",
2022/2023,olympique-lyon,Maxence Caqueret,"25,00 mio. €",
2022/2023,olympique-lyon,Corentin Tolisso,"14,00 mio. €",
2022/2023,olympique-lyon,Mohamed El Arouch,"2,00 mio. €",
2022/2023,olympique-lyon,Romain Faivre,"10,00 mio. €",
2022/2023,olympique-lyon,Lucas Paquetá,"45,00 mio. €",
2022/2023,olympique-lyon,Houssem Aouar,"13,00 mio. €",
2022/2023,olympique-lyon,Jeff Reine-Adélaïde,"5,00 mio. €",
2022/2023,olympique-lyon,Djibrail Dib,150 K €,
2022/2023,olympique-lyon,Bradley Barcola,"18,00 mio. €",
2022/2023,olympique-lyon,Jeffinho,"8,00 mio. €",
2022/2023,olympique-lyon,Rayan Cherki,"30,00 mio. €",
2022/2023,olympique-lyon,Tetê,"25,00 mio. €",
2022/2023,olympique-lyon,Alexandre Lacazette,"14,00 mio. €",
2022/2023,olympique-lyon,Moussa Dembélé,"12,00 mio. €",
2022/2023,olympique-lyon,Karl Toko Ekambi,"8,00 mio. €",
2022/2023,olympique-lyon,Amin Sarr,"8,00 mio. €",
2022/2023,olympique-lyon,Tino Kadewere,"4,00 mio. €",
2022/2023,olympique-lyon,Sekou Lega,150 K €,
2022/2023,olympique-marseille,Pau López,"14,00 mio. €",
2022/2023,olympique-marseille,Rubén Blanco,"4,00 mio. €",
2022/2023,olympique-marseille,Simon Ngapandouetnbu,400 K €,
2022/2023,olympique-marseille,Chancel Mbemba,"20,00 mio. €",
2022/2023,olympique-marseille,Duje Caleta-Car,"11,00 mio. €",
2022/2023,olympique-marseille,Samuel Gigot,"10,00 mio. €",
2022/2023,olympique-marseille,Leonardo Balerdi,"10,00 mio. €",
2022/2023,olympique-marseille,Sead Kolasinac,"8,00 mio. €",
2022/2023,olympique-marseille,Isaak Touré,"6,00 mio. €",
2022/2023,olympique-marseille,Eric Bailly,"5,00 mio. €",
2022/2023,olympique-marseille,Yakine Said M'Madi,150 K €,
2022/2023,olympique-marseille,Nuno Tavares,"18,00 mio. €",
2022/2023,olympique-marseille,Emran Soglo,-,
2022/2023,olympique-marseille,Jonathan Clauss,"14,00 mio. €",
2022/2023,olympique-marseille,Issa Kaboré,"7,00 mio. €",
2022/2023,olympique-marseille,Pol Lirola,"2,00 mio. €",
2022/2023,olympique-marseille,Pape Gueye,"10,00 mio. €",
2022/2023,olympique-marseille,Bartuğ Elmaz,300 K €,
2022/2023,olympique-marseille,Raimane Daou,-,
2022/2023,olympique-marseille,Mattéo Guendouzi,"25,00 mio. €",
2022/2023,olympique-marseille,Valentin Rongier,"22,00 mio. €",
2022/2023,olympique-marseille,Gerson,"16,00 mio. €",
2022/2023,olympique-marseille,Jordan Veretout,"16,00 mio. €",
2022/2023,olympique-marseille,Azzedine Ounahi,"12,00 mio. €",
2022/2023,olympique-marseille,Esey Gebreyesus,100 K €,
2022/2023,olympique-marseille,Ruslan Malinovskyi,"15,00 mio. €",
2022/2023,olympique-marseille,Amine Harit,"12,00 mio. €",
2022/2023,olympique-marseille,Dimitri Payet,"1,80 mio. €",
2022/2023,olympique-marseille,Salim Ben Seghir,500 K €,
2022/2023,olympique-marseille,Cengiz Ünder,"20,00 mio. €",
2022/2023,olympique-marseille,François Mughe,300 K €,
2022/2023,olympique-marseille,Vitinha,"18,00 mio. €",
2022/2023,olympique-marseille,Arkadiusz Milik,"8,00 mio. €",
2022/2023,olympique-marseille,Luis Suárez,"8,00 mio. €",
2022/2023,olympique-marseille,Bamba Dieng,"8,00 mio. €",
2022/2023,olympique-marseille,Cédric Bakambu,"5,00 mio. €",
2022/2023,olympique-marseille,Alexis Sánchez,"4,00 mio. €",
2022/2023,ogc-nizza,Kasper Schmeichel,"2,00 mio. €",
2022/2023,ogc-nizza,Marcin Bulka,"2,00 mio. €",
2022/2023,ogc-nizza,Teddy Boulhendi,150 K €,
2022/2023,ogc-nizza,Enzo Garrido,-,
2022/2023,ogc-nizza,Jean-Clair Todibo,"30,00 mio. €",
2022/2023,ogc-nizza,Youssouf Ndayishimiye,"12,00 mio. €",
2022/2023,ogc-nizza,Flavius Daniliuc,"8,00 mio. €",
2022/2023,ogc-nizza,Mattia Viti,"7,00 mio. €",
2022/2023,ogc-nizza,Mads Bech Sørensen,"2,50 mio. €",
2022/2023,ogc-nizza,Dante,600 K €,
2022/2023,ogc-nizza,Yannis Nahounou,150 K €,
2022/2023,ogc-nizza,Melvin Bard,"7,00 mio. €",
2022/2023,ogc-nizza,Ayoub Amraoui,"2,50 mio. €",
2022/2023,ogc-nizza,Joe Bryan,"2,20 mio. €",
2022/2023,ogc-nizza,Jordan Lotomba,"8,00 mio. €",
2022/2023,ogc-nizza,Youcef Atal,"7,00 mio. €",
2022/2023,ogc-nizza,Antoine Mendy,"1,00 mio. €",
2022/2023,ogc-nizza,Mario Lemina,"10,00 mio. €",
2022/2023,ogc-nizza,Pablo Rosario,"6,00 mio. €",
2022/2023,ogc-nizza,Alexis Beka Beka,"4,50 mio. €",
2022/2023,ogc-nizza,Reda Belahyane,300 K €,
2022/2023,ogc-nizza,Théo Trinker,100 K €,
2022/2023,ogc-nizza,Khéphren Thuram,"40,00 mio. €",
2022/2023,ogc-nizza,Hicham Boudaoui,"8,00 mio. €",
2022/2023,ogc-nizza,Ross Barkley,"6,00 mio. €",
2022/2023,ogc-nizza,Aaron Ramsey,"2,50 mio. €",
2022/2023,ogc-nizza,Soudeysse Kari,100 K €,
2022/2023,ogc-nizza,Daouda Traoré,100 K €,
2022/2023,ogc-nizza,Tom Louchet,100 K €,
2022/2023,ogc-nizza,Calvin Stengs,"10,00 mio. €",
2022/2023,ogc-nizza,Alexis Claude-Maurice,"4,50 mio. €",
2022/2023,ogc-nizza,Rareș Ilie,"2,50 mio. €",
2022/2023,ogc-nizza,Andrea Dacourt,-,
2022/2023,ogc-nizza,Sofiane Diop,"15,00 mio. €",
2022/2023,ogc-nizza,Billal Brahimi,"7,00 mio. €",
2022/2023,ogc-nizza,Nicolas Pépé,"18,00 mio. €",
2022/2023,ogc-nizza,Badredine Bouanani,"6,00 mio. €",
2022/2023,ogc-nizza,Amine Gouiri,"35,00 mio. €",
2022/2023,ogc-nizza,Terem Moffi,"20,00 mio. €",
2022/2023,ogc-nizza,Gaëtan Laborde,"16,00 mio. €",
2022/2023,ogc-nizza,Andy Delort,"7,00 mio. €",
2022/2023,losc-lille,Lucas Chevalier,"10,00 mio. €",
2022/2023,losc-lille,Léo Jardim,"3,00 mio. €",
2022/2023,losc-lille,Benoît Costil,"1,00 mio. €",
2022/2023,losc-lille,Adam Jakubech,300 K €,
2022/2023,losc-lille,Tom Negrel,50 K €,
2022/2023,losc-lille,Tiago Djaló,"16,00 mio. €",
2022/2023,losc-lille,Leny Yoro,"10,00 mio. €",
2022/2023,losc-lille,Bafodé Diakité,"10,00 mio. €",
2022/2023,losc-lille,Alexsandro,"5,00 mio. €",
2022/2023,losc-lille,José Fonte,600 K €,
2022/2023,losc-lille,Abdoulaye Ousmane,50 K €,
2022/2023,losc-lille,Gabriel Gudmundsson,"4,50 mio. €",
2022/2023,losc-lille,Ismaily,"2,50 mio. €",
2022/2023,losc-lille,Akim Zedadka,"2,50 mio. €",
2022/2023,losc-lille,Simon Ramet,150 K €,
2022/2023,losc-lille,Benjamin André,"9,00 mio. €",
2022/2023,losc-lille,Carlos Baleba,"5,00 mio. €",
2022/2023,losc-lille,Jonas Martin,"1,50 mio. €",
2022/2023,losc-lille,André Gomes,"16,00 mio. €",
2022/2023,losc-lille,Angel Gomes,"16,00 mio. €",
2022/2023,losc-lille,Yusuf Yazıcı,"9,00 mio. €",
2022/2023,losc-lille,Rémy Cabella,"5,00 mio. €",
2022/2023,losc-lille,Mattéo Makhabe,100 K €,
2022/2023,losc-lille,Jonathan Bamba,"20,00 mio. €",
2022/2023,losc-lille,Alan Virginius,"4,00 mio. €",
2022/2023,losc-lille,Timothy Weah,"14,00 mio. €",
2022/2023,losc-lille,Edon Zhegrova,"8,00 mio. €",
2022/2023,losc-lille,Adam Ounas,"7,00 mio. €",
2022/2023,losc-lille,Isaac Lihadji,"1,20 mio. €",
2022/2023,losc-lille,Ichem Ferrah,100 K €,
2022/2023,losc-lille,Jonathan David,"60,00 mio. €",
2022/2023,losc-lille,Mohamed Bayo,"6,00 mio. €",
2022/2023,losc-lille,Amine Messoussa,400 K €,
2022/2023,rc-lens,Brice Samba,"13,00 mio. €",
2022/2023,rc-lens,Wuilker Fariñez,"3,50 mio. €",
2022/2023,rc-lens,Jean-Louis Leca,200 K €,
2022/2023,rc-lens,Yannick Pandor,150 K €,
2022/2023,rc-lens,Kevin Danso,"22,00 mio. €",
2022/2023,rc-lens,Facundo Medina,"22,00 mio. €",
2022/2023,rc-lens,Christopher Wooh,"6,00 mio. €",
2022/2023,rc-lens,Jonathan Gradit,"5,00 mio. €",
2022/2023,rc-lens,Julien Le Cardinal,"2,00 mio. €",
2022/2023,rc-lens,Steven Fortes,400 K €,
2022/2023,rc-lens,Ismaëlo Ganiou,50 K €,
2022/2023,rc-lens,Deiver Machado,"4,00 mio. €",
2022/2023,rc-lens,Massadio Haidara,"3,00 mio. €",
2022/2023,rc-lens,Ismaël Boura,"1,00 mio. €",
2022/2023,rc-lens,Przemyslaw Frankowski,"9,00 mio. €",
2022/2023,rc-lens,Salis Abdul Samed,"18,00 mio. €",
2022/2023,rc-lens,Jean Onana,"6,00 mio. €",
2022/2023,rc-lens,Patrick Berg,"4,50 mio. €",
2022/2023,rc-lens,Yacouba Barry,100 K €,
2022/2023,rc-lens,Adrien Louveau,100 K €,
2022/2023,rc-lens,Fodé Sylla,-,
2022/2023,rc-lens,Seko Fofana,"32,00 mio. €",
2022/2023,rc-lens,Lukasz Poreba,"2,00 mio. €",
2022/2023,rc-lens,Mamadou Camara,250 K €,
2022/2023,rc-lens,Yaya Fofana,150 K €,
2022/2023,rc-lens,Jimmy Cabot,"3,50 mio. €",
2022/2023,rc-lens,Angelo Fulgini,"9,00 mio. €",
2022/2023,rc-lens,David Da Costa,"8,00 mio. €",
2022/2023,rc-lens,Adrien Thomasson,"6,00 mio. €",
2022/2023,rc-lens,Alexis Claude-Maurice,"4,50 mio. €",
2022/2023,rc-lens,Gaël Kakuta,"1,80 mio. €",
2022/2023,rc-lens,Nolan Bonte,100 K €,
2022/2023,rc-lens,Loïs Openda,"35,00 mio. €",
2022/2023,rc-lens,Adam Buksa,"5,00 mio. €",
2022/2023,rc-lens,Ignatius Ganago,"4,00 mio. €",
2022/2023,rc-lens,Florian Sotoca,"4,00 mio. €",
2022/2023,rc-lens,Wesley Saïd,"2,00 mio. €",
2022/2023,rc-lens,Rémy Labeau Lascary,500 K €,
2022/2023,rc-lens,Ibrahima Baldé,400 K €,
2022/2023,fc-lorient,Yvon Mvogo,"3,50 mio. €",
2022/2023,fc-lorient,Paul Nardi,"3,00 mio. €",
2022/2023,fc-lorient,Julian Pollersbeck,500 K €,
2022/2023,fc-lorient,Vito Mannone,300 K €,
2022/2023,fc-lorient,Teddy Bartouche-Selbonne,150 K €,
2022/2023,fc-lorient,Montassar Talbi,"8,00 mio. €",
2022/2023,fc-lorient,Chrislain Matsima,"6,00 mio. €",
2022/2023,fc-lorient,Julien Laporte,"2,50 mio. €",
2022/2023,fc-lorient,Bamo Meïté,"2,50 mio. €",
2022/2023,fc-lorient,Loris Mouyokolo,500 K €,
2022/2023,fc-lorient,Maxime Wackers,150 K €,
2022/2023,fc-lorient,Aurélien Pelon,50 K €,
2022/2023,fc-lorient,Darlin Yongwa,"1,20 mio. €",
2022/2023,fc-lorient,Vincent Le Goff,"1,00 mio. €",
2022/2023,fc-lorient,Léo Pétrot,900 K €,
2022/2023,fc-lorient,Samuel Loric,500 K €,
2022/2023,fc-lorient,Gédéon Kalulu,"5,00 mio. €",
2022/2023,fc-lorient,Igor Silva,"1,50 mio. €",
2022/2023,fc-lorient,Paul Mbelek,-,
2022/2023,fc-lorient,Laurent Abergel,"3,00 mio. €",
2022/2023,fc-lorient,Bonke Innocent,"2,00 mio. €",
2022/2023,fc-lorient,Enzo Le Fée,"20,00 mio. €",
2022/2023,fc-lorient,Jean-Victor Makengo,"10,00 mio. €",
2022/2023,fc-lorient,Quentin Boisgard,"1,00 mio. €",
2022/2023,fc-lorient,Ayman Kari,"1,00 mio. €",
2022/2023,fc-lorient,Paul Bellon,100 K €,
2022/2023,fc-lorient,Romain Faivre,"10,00 mio. €",
2022/2023,fc-lorient,Théo Le Bris,"3,00 mio. €",
2022/2023,fc-lorient,Julien Ponceau,"2,50 mio. €",
2022/2023,fc-lorient,Adil Aouchiche,"2,20 mio. €",
2022/2023,fc-lorient,Dango Ouattara,"25,00 mio. €",
2022/2023,fc-lorient,Armand Laurienté,"18,00 mio. €",
2022/2023,fc-lorient,Yoann Cathline,"2,00 mio. €",
2022/2023,fc-lorient,Erwan Colas,-,
2022/2023,fc-lorient,Stéphane Diarra,"2,50 mio. €",
2022/2023,fc-lorient,Terem Moffi,"20,00 mio. €",
2022/2023,fc-lorient,Bamba Dieng,"8,00 mio. €",
2022/2023,fc-lorient,Ibrahima Koné,"4,00 mio. €",
2022/2023,fc-lorient,Adrian Grbic,"1,50 mio. €",
2022/2023,fc-lorient,Pablo Pagis,"1,50 mio. €",
2022/2023,fc-lorient,Siriné Doucouré,500 K €,
2022/2023,fc-lorient,Eli Junior Kroupi,400 K €,
2022/2023,stade-reims,Yehvann Diouf,"8,00 mio. €",
2022/2023,stade-reims,Patrick Pentz,"1,50 mio. €",
2022/2023,stade-reims,Alexandre Olliero,600 K €,
2022/2023,stade-reims,Nicolas Penneteau,100 K €,
2022/2023,stade-reims,Florent Duparchy,100 K €,
2022/2023,stade-reims,Soumaïla Sylla,50 K €,
2022/2023,stade-reims,Wout Faes,"20,00 mio. €",
2022/2023,stade-reims,Emmanuel Agbadou,"7,50 mio. €",
2022/2023,stade-reims,Andreaw Gravillon,"4,00 mio. €",
2022/2023,stade-reims,Check Keita,"1,50 mio. €",
2022/2023,stade-reims,Yunis Abdelhamid,700 K €,
2022/2023,stade-reims,Moustapha Mbow,600 K €,
2022/2023,stade-reims,Fallou Fall,150 K €,
2022/2023,stade-reims,Thibault De Smet,"3,00 mio. €",
2022/2023,stade-reims,Bradley Locko,"2,50 mio. €",
2022/2023,stade-reims,Thomas Foket,"5,00 mio. €",
2022/2023,stade-reims,Maxime Busi,"2,50 mio. €",
2022/2023,stade-reims,Ibrahim Diakité,350 K €,
2022/2023,stade-reims,Thérence Koudou,100 K €,
2022/2023,stade-reims,Azor Matusiwa,"7,50 mio. €",
2022/2023,stade-reims,Jens Cajuste,"6,00 mio. €",
2022/2023,stade-reims,Dion Lopy,"4,00 mio. €",
2022/2023,stade-reims,Samuel Koeberlé,250 K €,
2022/2023,stade-reims,Marshall Munetsi,"9,00 mio. €",
2022/2023,stade-reims,Martin Adeline,800 K €,
2022/2023,stade-reims,Valentin Atangana,250 K €,
2022/2023,stade-reims,Alexis Flips,"6,00 mio. €",
2022/2023,stade-reims,Kamory Doumbia,"2,50 mio. €",
2022/2023,stade-reims,Arbër Zeneli,"3,50 mio. €",
2022/2023,stade-reims,Nathanaël Mbuku,"3,00 mio. €",
2022/2023,stade-reims,Myziane Maolida,"1,50 mio. €",
2022/2023,stade-reims,Mamadou Diakhon,-,
2022/2023,stade-reims,Junya Ito,"10,00 mio. €",
2022/2023,stade-reims,Mitchell van Bergen,"1,20 mio. €",
2022/2023,stade-reims,Rafik Guitane,"1,00 mio. €",
2022/2023,stade-reims,Folarin Balogun,"30,00 mio. €",
2022/2023,stade-reims,El Bilal Touré,"12,00 mio. €",
2022/2023,stade-reims,Kaj Sierhuis,"1,20 mio. €",
2022/2023,stade-reims,Noah Holm,700 K €,
2022/2023,stade-reims,Mohamed Touré,400 K €,
2022/2023,montpellier-hsc,Jonas Omlin,"9,00 mio. €",
2022/2023,montpellier-hsc,Benjamin Lecomte,"4,00 mio. €",
2022/2023,montpellier-hsc,Dimitry Bertaud,"1,50 mio. €",
2022/2023,montpellier-hsc,Bingourou Kamara,800 K €,
2022/2023,montpellier-hsc,Matis Carvalho,300 K €,
2022/2023,montpellier-hsc,Maxime Estève,"7,00 mio. €",
2022/2023,montpellier-hsc,Kiki Kouyaté,"5,00 mio. €",
2022/2023,montpellier-hsc,Christopher Jullien,"3,50 mio. €",
2022/2023,montpellier-hsc,Mamadou Sakho,"2,50 mio. €",
2022/2023,montpellier-hsc,Pedro Mendes,"1,80 mio. €",
2022/2023,montpellier-hsc,Téo Allix,150 K €,
2022/2023,montpellier-hsc,Redouane Halhal,100 K €,
2022/2023,montpellier-hsc,Faitout Maouassa,"6,00 mio. €",
2022/2023,montpellier-hsc,Nicolas Cozza,"3,50 mio. €",
2022/2023,montpellier-hsc,Issiaga Sylla,"2,50 mio. €",
2022/2023,montpellier-hsc,Théo Sainte-Luce,"2,00 mio. €",
2022/2023,montpellier-hsc,Thibault Tamas,150 K €,
2022/2023,montpellier-hsc,Falaye Sacko,"4,00 mio. €",
2022/2023,montpellier-hsc,Enzo Tchato,"2,50 mio. €",
2022/2023,montpellier-hsc,Arnaud Souquet,"2,00 mio. €",
2022/2023,montpellier-hsc,Mathías Suárez,300 K €,
2022/2023,montpellier-hsc,Ryan Tchato,150 K €,
2022/2023,montpellier-hsc,Joris Chotard,"9,00 mio. €",
2022/2023,montpellier-hsc,Jordan Ferri,"5,00 mio. €",
2022/2023,montpellier-hsc,Khalil Fayad,"4,50 mio. €",
2022/2023,montpellier-hsc,Léo Leroy,"1,20 mio. €",
2022/2023,montpellier-hsc,Matéo Loubatières,150 K €,
2022/2023,montpellier-hsc,Téji Savanier,"10,00 mio. €",
2022/2023,montpellier-hsc,Sacha Delaye,400 K €,
2022/2023,montpellier-hsc,Edvin Bongemba,50 K €,
2022/2023,montpellier-hsc,Stephy Mavididi,"6,00 mio. €",
2022/2023,montpellier-hsc,Wahbi Khazri,"2,50 mio. €",
2022/2023,montpellier-hsc,Béni Makouana,600 K €,
2022/2023,montpellier-hsc,Arnaud Nordin,"7,00 mio. €",
2022/2023,montpellier-hsc,Axel Gueguin,800 K €,
2022/2023,montpellier-hsc,Elye Wahi,"35,00 mio. €",
2022/2023,montpellier-hsc,Valère Germain,"1,50 mio. €",
2022/2023,montpellier-hsc,Serigne Faye,300 K €,
2022/2023,montpellier-hsc,Yanis Guermouche,150 K €,
2022/2023,rc-strassburg-alsace,Matz Sels,"7,00 mio. €",
2022/2023,rc-strassburg-alsace,Eiji Kawashima,150 K €,
2022/2023,rc-strassburg-alsace,Robin Risser,150 K €,
2022/2023,rc-strassburg-alsace,Alexandre Pierre,100 K €,
2022/2023,rc-strassburg-alsace,Alexander Djiku,"8,00 mio. €",
2022/2023,rc-strassburg-alsace,Ismaël Doukouré,"6,00 mio. €",
2022/2023,rc-strassburg-alsace,Gerzino Nyamsi,"5,00 mio. €",
