Saison,Équipe,Nom,Valeur marchande (euros)
2022/2023,rc-lens,Yannick Pandor,150000.0
2022/2023,rc-lens,Kevin Danso,22000000.0
2022/2023,rc-lens,Facundo Medina,22000000.0
2022/2023,rc-lens,Christopher Wooh,6000000.0
2022/2023,rc-lens,Jonathan Gradit,5000000.0
2022/2023,rc-lens,Julien Le Cardinal,2000000.0
2022/2023,rc-lens,Steven Fortes,400000.0
2022/2023,rc-lens,Ismaëlo Ganiou,50000.0
2022/2023,rc-lens,Deiver Machado,4000000.0
2022/2023,rc-lens,Massadio Haidara,3000000.0
2022/2023,rc-lens,Ismaël Boura,1000000.0
2022/2023,rc-lens,Przemyslaw Frankowski,9000000.0
2022/2023,rc-lens,Salis Abdul Samed,18000000.0
2022/2023,rc-lens,Jean Onana,6000000.0
2022/2023,rc-lens,Patrick Berg,4500000.0
2022/2023,rc-lens,Yacouba Barry,100000.0
2022/2023,rc-lens,Adrien Louveau,100000.0
2022/2023,rc-lens,Seko Fofana,32000000.0
2022/2023,rc-lens,Lukasz Poreba,2000000.0
2022/2023,rc-lens,Mamadou Camara,250000.0
2022/2023,rc-lens,Yaya Fofana,150000.0
2022/2023,rc-lens,Jimmy Cabot,3500000.0
2022/2023,rc-lens,Angelo Fulgini,9000000.0
2022/2023,rc-lens,David Da Costa,8000000.0
2022/2023,rc-lens,Adrien Thomasson,6000000.0
2022/2023,rc-lens,Alexis Claude-Maurice,4500000.0
2022/2023,rc-lens,Gaël Kakuta,1800000.0
2022/2023,rc-lens,Nolan Bonte,100000.0
2022/2023,rc-lens,Loïs Openda,35000000.0
2022/2023,rc-lens,Adam Buksa,5000000.0
2022/2023,rc-lens,Ignatius Ganago,4000000.0
2022/2023,rc-lens,Florian Sotoca,4000000.0
2022/2023,rc-lens,Wesley Saïd,2000000.0
2022/2023,rc-lens,Rémy Labeau Lascary,500000.0
2022/2023,rc-lens,Ibrahima Baldé,400000.0
2022/2023,fc-lorient,Yvon Mvogo,3500000.0
2022/2023,fc-lorient,Paul Nardi,3000000.0
2022/2023,fc-lorient,Julian Pollersbeck,500000.0
2022/2023,fc-lorient,Vito Mannone,300000.0
2022/2023,fc-lorient,Teddy Bartouche-Selbonne,150000.0
2022/2023,fc-lorient,Montassar Talbi,8000000.0
2022/2023,fc-lorient,Chrislain Matsima,6000000.0
2022/2023,fc-lorient,Julien Laporte,2500000.0
2022/2023,fc-lorient,Bamo Meïté,2500000.0
2022/2023,fc-lorient,Loris Mouyokolo,500000.0
2022/2023,fc-lorient,Maxime Wackers,150000.0
2022/2023,fc-lorient,Aurélien Pelon,50000.0
2022/2023,fc-lorient,Darlin Yongwa,1200000.0
2022/2023,fc-lorient,Vincent Le Goff,1000000.0
2022/2023,fc-lorient,Léo Pétrot,900000.0
2022/2023,fc-lorient,Samuel Loric,500000.0
2022/2023,fc-lorient,Gédéon Kalulu,5000000.0
2022/2023,fc-lorient,Igor Silva,1500000.0
2022/2023,fc-lorient,Laurent Abergel,3000000.0
2022/2023,fc-lorient,Bonke Innocent,2000000.0
2022/2023,fc-lorient,Enzo Le Fée,20000000.0
2022/2023,fc-lorient,Jean-Victor Makengo,10000000.0
2022/2023,fc-lorient,Quentin Boisgard,1000000.0
2022/2023,fc-lorient,Ayman Kari,1000000.0
2022/2023,fc-lorient,Paul Bellon,100000.0
2022/2023,fc-lorient,Romain Faivre,10000000.0
2022/2023,fc-lorient,Théo Le Bris,3000000.0
2022/2023,fc-lorient,Julien Ponceau,2500000.0
2022/2023,fc-lorient,Adil Aouchiche,2200000.0
2022/2023,fc-lorient,Dango Ouattara,25000000.0
2022/2023,fc-lorient,Armand Laurienté,18000000.0
2022/2023,fc-lorient,Yoann Cathline,2000000.0
2022/2023,fc-lorient,Stéphane Diarra,2500000.0
2022/2023,fc-lorient,Terem Moffi,20000000.0
2022/2023,fc-lorient,Bamba Dieng,8000000.0
2022/2023,fc-lorient,Ibrahima Koné,4000000.0
2022/2023,fc-lorient,Adrian Grbic,1500000.0
2022/2023,fc-lorient,Pablo Pagis,1500000.0
2022/2023,fc-lorient,Siriné Doucouré,500000.0
2022/2023,fc-lorient,Eli Junior Kroupi,400000.0
2022/2023,stade-reims,Yehvann Diouf,8000000.0
2022/2023,stade-reims,Patrick Pentz,1500000.0
2022/2023,stade-reims,Alexandre Olliero,600000.0
2022/2023,stade-reims,Nicolas Penneteau,100000.0
2022/2023,stade-reims,Florent Duparchy,100000.0
2022/2023,stade-reims,Soumaïla Sylla,50000.0
2022/2023,stade-reims,Wout Faes,20000000.0
2022/2023,stade-reims,Emmanuel Agbadou,7500000.0
2022/2023,stade-reims,Andreaw Gravillon,4000000.0
2022/2023,stade-reims,Check Keita,1500000.0
2022/2023,stade-reims,Yunis Abdelhamid,700000.0
2022/2023,stade-reims,Moustapha Mbow,600000.0
2022/2023,stade-reims,Fallou Fall,150000.0
2022/2023,stade-reims,Thibault De Smet,3000000.0
2022/2023,stade-reims,Bradley Locko,2500000.0
2022/2023,stade-reims,Thomas Foket,5000000.0
2022/2023,stade-reims,Maxime Busi,2500000.0
2022/2023,stade-reims,Ibrahim Diakité,350000.0
2022/2023,stade-reims,Thérence Koudou,100000.0
2022/2023,stade-reims,Azor Matusiwa,7500000.0
2022/2023,stade-reims,Jens Cajuste,6000000.0
2022/2023,stade-reims,Dion Lopy,4000000.0
2022/2023,stade-reims,Samuel Koeberlé,250000.0
2022/2023,stade-reims,Marshall Munetsi,9000000.0
2022/2023,stade-reims,Martin Adeline,800000.0
2022/2023,stade-reims,Valentin Atangana,250000.0
2022/2023,stade-reims,Alexis Flips,6000000.0
2022/2023,stade-reims,Kamory Doumbia,2500000.0
2022/2023,stade-reims,Arbër Zeneli,3500000.0
2022/2023,stade-reims,Nathanaël Mbuku,3000000.0
2022/2023,stade-reims,Myziane Maolida,1500000.0
2022/2023,stade-reims,Junya Ito,10000000.0
2022/2023,stade-reims,Mitchell van Bergen,1200000.0
2022/2023,stade-reims,Rafik Guitane,1000000.0
2022/2023,stade-reims,Folarin Balogun,30000000.0
2022/2023,stade-reims,El Bilal Touré,12000000.0
2022/2023,stade-reims,Kaj Sierhuis,1200000.0
2022/2023,stade-reims,Noah Holm,700000.0
2022/2023,stade-reims,Mohamed Touré,400000.0
2022/2023,montpellier-hsc,Jonas Omlin,9000000.0
2022/2023,montpellier-hsc,Benjamin Lecomte,4000000.0
2022/2023,montpellier-hsc,Dimitry Bertaud,1500000.0
2022/2023,montpellier-hsc,Bingourou Kamara,800000.0
2022/2023,montpellier-hsc,Matis Carvalho,300000.0
2022/2023,montpellier-hsc,Maxime Estève,7000000.0
2022/2023,montpellier-hsc,Kiki Kouyaté,5000000.0
2022/2023,montpellier-hsc,Christopher Jullien,3500000.0
2022/2023,montpellier-hsc,Mamadou Sakho,2500000.0
2022/2023,montpellier-hsc,Pedro Mendes,1800000.0
2022/2023,montpellier-hsc,Téo Allix,150000.0
2022/2023,montpellier-hsc,Redouane Halhal,100000.0
2022/2023,montpellier-hsc,Faitout Maouassa,6000000.0
2022/2023,montpellier-hsc,Nicolas Cozza,3500000.0
2022/2023,montpellier-hsc,Issiaga Sylla,2500000.0
2022/2023,montpellier-hsc,Théo Sainte-Luce,2000000.0
2022/2023,montpellier-hsc,Thibault Tamas,150000.0
2022/2023,montpellier-hsc,Falaye Sacko,4000000.0
2022/2023,montpellier-hsc,Enzo Tchato,2500000.0
2022/2023,montpellier-hsc,Arnaud Souquet,2000000.0
2022/2023,montpellier-hsc,Mathías Suárez,300000.0
2022/2023,montpellier-hsc,Ryan Tchato,150000.0
2022/2023,montpellier-hsc,Joris Chotard,9000000.0
2022/2023,montpellier-hsc,Jordan Ferri,5000000.0
2022/2023,montpellier-hsc,Khalil Fayad,4500000.0
2022/2023,montpellier-hsc,Léo Leroy,1200000.0
2022/2023,montpellier-hsc,Matéo Loubatières,150000.0
2022/2023,montpellier-hsc,Téji Savanier,10000000.0
2022/2023,montpellier-hsc,Sacha Delaye,400000.0
2022/2023,montpellier-hsc,Edvin Bongemba,50000.0
2022/2023,montpellier-hsc,Stephy Mavididi,6000000.0
2022/2023,montpellier-hsc,Wahbi Khazri,2500000.0
2022/2023,montpellier-hsc,Béni Makouana,600000.0
2022/2023,montpellier-hsc,Arnaud Nordin,7000000.0
2022/2023,montpellier-hsc,Axel Gueguin,800000.0
2022/2023,montpellier-hsc,Elye Wahi,35000000.0
2022/2023,montpellier-hsc,Valère Germain,1500000.0
2022/2023,montpellier-hsc,Serigne Faye,300000.0
2022/2023,montpellier-hsc,Yanis Guermouche,150000.0
2022/2023,rc-strassburg-alsace,Matz Sels,7000000.0
2022/2023,rc-strassburg-alsace,Eiji Kawashima,150000.0
2022/2023,rc-strassburg-alsace,Robin Risser,150000.0
2022/2023,rc-strassburg-alsace,Alexandre Pierre,100000.0
2022/2023,rc-strassburg-alsace,Alexander Djiku,8000000.0
2022/2023,rc-strassburg-alsace,Ismaël Doukouré,6000000.0
2022/2023,rc-strassburg-alsace,Gerzino Nyamsi,5000000.0
2022/2023,rc-strassburg-alsace,Lucas Perrin,3000000.0
2022/2023,rc-strassburg-alsace,Maxime Le Marchand,1000000.0
2022/2023,rc-strassburg-alsace,Eduard Sobol,2500000.0
2022/2023,rc-strassburg-alsace,Thomas Delaine,1200000.0
2022/2023,rc-strassburg-alsace,Franci Bouebari,250000.0
2022/2023,rc-strassburg-alsace,Anas Nanah,50000.0
2022/2023,rc-strassburg-alsace,Colin Dagba,4500000.0
2022/2023,rc-strassburg-alsace,Frédéric Guilbert,4500000.0
2022/2023,rc-strassburg-alsace,Ronaël Pierre-Gabriel,3500000.0
2022/2023,rc-strassburg-alsace,Karol Fila,900000.0
2022/2023,rc-strassburg-alsace,Marvin Senaya,900000.0
2022/2023,rc-strassburg-alsace,Antoine Nuss,100000.0
2022/2023,rc-strassburg-alsace,Ibrahima Sissoko,6000000.0
2022/2023,rc-strassburg-alsace,Jean-Eudes Aholou,2500000.0
2022/2023,rc-strassburg-alsace,Jean-Ricner Bellegarde,10000000.0
2022/2023,rc-strassburg-alsace,Habib Diarra,10000000.0
2022/2023,rc-strassburg-alsace,Morgan Sanson,6000000.0
2022/2023,rc-strassburg-alsace,Sanjin Prcic,3000000.0
2022/2023,rc-strassburg-alsace,Dimitri Liénard,500000.0
2022/2023,rc-strassburg-alsace,Adrien Thomasson,6000000.0
2022/2023,rc-strassburg-alsace,Jordan Robinand,50000.0
2022/2023,rc-strassburg-alsace,Nordine Kandil,400000.0
2022/2023,rc-strassburg-alsace,Dany Jean,150000.0
2022/2023,rc-strassburg-alsace,Tom Saettel,150000.0
2022/2023,rc-strassburg-alsace,Yuito Suzuki,600000.0
2022/2023,rc-strassburg-alsace,Habib Diallo,18000000.0
2022/2023,rc-strassburg-alsace,Ludovic Ajorque,9000000.0
2022/2023,rc-strassburg-alsace,Kévin Gameiro,1200000.0
2022/2023,rc-strassburg-alsace,Lebo Mothiba,1200000.0
2022/2023,fc-nantes,Alban Lafont,16000000.0
2022/2023,fc-nantes,Rémy Descamps,700000.0
2022/2023,fc-nantes,Denis Petric,150000.0
2022/2023,fc-nantes,João Victor,7000000.0
2022/2023,fc-nantes,Andrei Girotto,4000000.0
2022/2023,fc-nantes,Jean-Charles Castelletto,3500000.0
2022/2023,fc-nantes,Nicolas Pallois,900000.0
2022/2023,fc-nantes,Nathan Zézé,400000.0
2022/2023,fc-nantes,Robin Voisine,150000.0
2022/2023,fc-nantes,Junior Diaz,100000.0
2022/2023,fc-nantes,Quentin Merlin,7000000.0
2022/2023,fc-nantes,Jaouen Hadjam,2000000.0
2022/2023,fc-nantes,Charles Traoré,600000.0
2022/2023,fc-nantes,Fabien Centonze,4000000.0
2022/2023,fc-nantes,Dennis Appiah,1500000.0
2022/2023,fc-nantes,Fábio,1200000.0
2022/2023,fc-nantes,Marcus Coco,1200000.0
2022/2023,fc-nantes,Sébastien Corchia,1000000.0
2022/2023,fc-nantes,Pedro Chirivella,6000000.0
2022/2023,fc-nantes,Lohann Doucet,700000.0
2022/2023,fc-nantes,Samuel Moutoussamy,5000000.0
2022/2023,fc-nantes,Moussa Sissoko,2500000.0
2022/2023,fc-nantes,Mohamed Achi,300000.0
2022/2023,fc-nantes,Florent Mollet,2000000.0
2022/2023,fc-nantes,Gor Manvelyan,400000.0
2022/2023,fc-nantes,Santiago Eneme,150000.0
2022/2023,fc-nantes,Samuel Yépié Yépié,150000.0
2022/2023,fc-nantes,Moses Simon,8000000.0
2022/2023,fc-nantes,Stredair Appuah,150000.0
2022/2023,fc-nantes,Ludovic Blas,20000000.0
2022/2023,fc-nantes,Abdoul Kader Bamba,900000.0
2022/2023,fc-nantes,Andy Delort,7000000.0
2022/2023,fc-nantes,Mostafa Mohamed,6000000.0
2022/2023,fc-nantes,Evann Guessand,4500000.0
2022/2023,fc-nantes,Ignatius Ganago,4000000.0
2022/2023,fc-nantes,Joe-Loïc Affamah,125000.0
2022/2023,fc-toulouse,Maxime Dupé,2500000.0
2022/2023,fc-toulouse,Kjetil Haug,400000.0
2022/2023,fc-toulouse,Thomas Himeur,150000.0
2022/2023,fc-toulouse,Anthony Rouault,10000000.0
2022/2023,fc-toulouse,Rasmus Nicolaisen,6000000.0
2022/2023,fc-toulouse,Logan Costa,1200000.0
2022/2023,fc-toulouse,Moussa Diarra,800000.0
2022/2023,fc-toulouse,Kévin Keben,400000.0
2022/2023,fc-toulouse,Christian Mawissa,250000.0
2022/2023,fc-toulouse,Issiaga Sylla,2500000.0
2022/2023,fc-toulouse,Gabriel Suazo,2500000.0
2022/2023,fc-toulouse,Oliver Zandén,1000000.0
2022/2023,fc-toulouse,Ylies Aradj,50000.0
2022/2023,fc-toulouse,Mikkel Desler,2500000.0
2022/2023,fc-toulouse,Warren Kamanzi,1200000.0
2022/2023,fc-toulouse,Stijn Spierings,6000000.0
2022/2023,fc-toulouse,Branco van den Boomen,12000000.0
2022/2023,fc-toulouse,Brecht Dejaegere,1800000.0
2022/2023,fc-toulouse,Vincent Sierro,1500000.0
2022/2023,fc-toulouse,Theocharis Tsingaras,1200000.0
2022/2023,fc-toulouse,Steve Mvoué,400000.0
2022/2023,fc-toulouse,Farès Chaïbi,10000000.0
2022/2023,fc-toulouse,Denis Genreau,1500000.0
2022/2023,fc-toulouse,Naatan Skyttä,500000.0
2022/2023,fc-toulouse,Edhy Zuliani,50000.0
2022/2023,fc-toulouse,Veljko Birmancevic,3000000.0
2022/2023,fc-toulouse,Rafael Ratão,2500000.0
2022/2023,fc-toulouse,Junior Flemmings,350000.0
2022/2023,fc-toulouse,Zakaria Aboukhlal,9000000.0
2022/2023,fc-toulouse,Nathan Ngoumou,5000000.0
2022/2023,fc-toulouse,Thijs Dallinga,12000000.0
2022/2023,fc-toulouse,Rhys Healey,2500000.0
2022/2023,fc-toulouse,Ado Onaiwu,1500000.0
2022/2023,fc-toulouse,Said Hamulic,1500000.0
2022/2023,fc-toulouse,Yanis Begraoui,1000000.0
2022/2023,fc-toulouse,Bonota Traoré,50000.0
2022/2023,stade-brest-29,Marco Bizot,3500000.0
2022/2023,stade-brest-29,Joaquín Blázquez,400000.0
2022/2023,stade-brest-29,Grégoire Coudert,150000.0
2022/2023,stade-brest-29,Lilian Brassier,5000000.0
2022/2023,stade-brest-29,Brendan Chardonnet,5000000.0
2022/2023,stade-brest-29,Jean-Kévin Duverne,4000000.0
2022/2023,stade-brest-29,Achraf Dari,2000000.0
2022/2023,stade-brest-29,Christophe Hérelle,2000000.0
2022/2023,stade-brest-29,Josué Escartin,150000.0
2022/2023,stade-brest-29,Bradley Locko,2500000.0
2022/2023,stade-brest-29,Jere Uronen,1000000.0
2022/2023,stade-brest-29,Kenny Lala,1500000.0
2022/2023,stade-brest-29,Noah Fadiga,1200000.0
2022/2023,stade-brest-29,Pierre Lees-Melou,4000000.0
2022/2023,stade-brest-29,Haris Belkebla,3000000.0
2022/2023,stade-brest-29,Mahdi Camara,3000000.0
2022/2023,stade-brest-29,Hugo Magnetti,2000000.0
2022/2023,stade-brest-29,Hianga'a Mbock,1200000.0
2022/2023,stade-brest-29,Félix Lemaréchal,1000000.0
2022/2023,stade-brest-29,Karamoko Dembélé,500000.0
2022/2023,stade-brest-29,Mathias Pereira Lage,2000000.0
2022/2023,stade-brest-29,Youcef Belaïli,1500000.0
2022/2023,stade-brest-29,Axel Camblan,400000.0
2022/2023,stade-brest-29,Franck Honorat,10000000.0
2022/2023,stade-brest-29,Romain Del Castillo,3000000.0
2022/2023,stade-brest-29,Alberth Elis,2500000.0
2022/2023,stade-brest-29,Steve Mounié,5000000.0
2022/2023,stade-brest-29,Jérémy Le Douaron,4500000.0
2022/2023,stade-brest-29,Irvin Cardona,2500000.0
2022/2023,stade-brest-29,Islam Slimani,1500000.0
2022/2023,stade-brest-29,Taïryk Arconte,500000.0
2022/2023,stade-brest-29,Loïc Rémy,150000.0
2022/2023,es-troyes-ac,Gauthier Gallon,2000000.0
2022/2023,es-troyes-ac,Mateusz Lis,900000.0
2022/2023,es-troyes-ac,Jessy Moulin,200000.0
2022/2023,es-troyes-ac,Corentin Michel,150000.0
2022/2023,es-troyes-ac,Jackson Porozo,3000000.0
2022/2023,es-troyes-ac,Erik Palmer-Brown,2500000.0
2022/2023,es-troyes-ac,Yoann Salmier,2000000.0
2022/2023,es-troyes-ac,Tanguy Zoukrou,1000000.0
2022/2023,es-troyes-ac,Adil Rami,250000.0
2022/2023,es-troyes-ac,Eric N'Jo,200000.0
2022/2023,es-troyes-ac,Rudy Kohon,100000.0
2022/2023,es-troyes-ac,Yasser Larouci,3500000.0
2022/2023,es-troyes-ac,Abdu Conté,2000000.0
2022/2023,es-troyes-ac,Mathis Hamdi,150000.0
2022/2023,es-troyes-ac,Thierno Baldé,4000000.0
2022/2023,es-troyes-ac,Andreas Bruus,2000000.0
2022/2023,es-troyes-ac,Lucien Agoumé,7000000.0
2022/2023,es-troyes-ac,Rominigue Kouamé,4500000.0
2022/2023,es-troyes-ac,Florian Tardieu,2000000.0
2022/2023,es-troyes-ac,Xavier Chavalerin,1500000.0
2022/2023,es-troyes-ac,Ante Palaversa,700000.0
2022/2023,es-troyes-ac,Tristan Dingomé,500000.0
2022/2023,es-troyes-ac,Derek Mazou-Sacko,250000.0
2022/2023,es-troyes-ac,Danel Dongmo,100000.0
2022/2023,es-troyes-ac,Jeff Reine-Adélaïde,5000000.0
2022/2023,es-troyes-ac,Ryan Fage,50000.0
2022/2023,es-troyes-ac,Wilson Odobert,6000000.0
2022/2023,es-troyes-ac,Alexis Tibidi,2000000.0
2022/2023,es-troyes-ac,Amar Fatah,1200000.0
2022/2023,es-troyes-ac,Papa Ndiaga Yade,1200000.0
2022/2023,es-troyes-ac,Marlos Moreno,950000.0
2022/2023,es-troyes-ac,Levi Lumeka,200000.0
2022/2023,es-troyes-ac,Rony Lopes,4000000.0
2022/2023,es-troyes-ac,Renaud Ripart,2500000.0
2022/2023,es-troyes-ac,Kyliane Dong,500000.0
2022/2023,es-troyes-ac,Alexis Lefebvre,250000.0
2022/2023,es-troyes-ac,Mama Baldé,8000000.0
2022/2023,es-troyes-ac,Iké Ugbo,3000000.0
2022/2023,es-troyes-ac,Mykola Kukharevych,500000.0
2022/2023,es-troyes-ac,Yoann Touzghar,300000.0
2022/2023,es-troyes-ac,Yoann Beaka,150000.0
2022/2023,sco-angers,Paul Bernardoni,2500000.0
2022/2023,sco-angers,Yahia Fofana,2000000.0
2022/2023,sco-angers,Melvin Zinga,100000.0
2022/2023,sco-angers,Théo Borne,100000.0
2022/2023,sco-angers,Cédric Hountondji,2000000.0
2022/2023,sco-angers,Miha Blazic,1800000.0
2022/2023,sco-angers,Ousmane Camara,1500000.0
2022/2023,sco-angers,Abdoulaye Bamba,400000.0
2022/2023,sco-angers,Yacine Gaya,50000.0
2022/2023,sco-angers,Souleyman Doumbia,2500000.0
2022/2023,sco-angers,Faouzi Ghoulam,900000.0
2022/2023,sco-angers,Ilyes Chetti,400000.0
2022/2023,sco-angers,Yan Valery,2000000.0
2022/2023,sco-angers,Halid Sabanovic,700000.0
2022/2023,sco-angers,Lilian Raolisoa,200000.0
2022/2023,sco-angers,Ali Kalla,100000.0
2022/2023,sco-angers,Nabil Bentaleb,7000000.0
2022/2023,sco-angers,Batista Mendy,3000000.0
2022/2023,sco-angers,Ibrahim Amadou,1500000.0
2022/2023,sco-angers,Zinédine Ould Khaled,200000.0
2022/2023,sco-angers,Salim Akkal,50000.0
2022/2023,sco-angers,Azzedine Ounahi,12000000.0
2022/2023,sco-angers,Antonin Bobichon,900000.0
2022/2023,sco-angers,Pierrick Capelle,250000.0
2022/2023,sco-angers,Yassin Belkhdim,100000.0
2022/2023,sco-angers,Himad Abdelli,2500000.0
2022/2023,sco-angers,Waniss Taïbi,500000.0
2022/2023,sco-angers,Sofiane Boufal,8000000.0
2022/2023,sco-angers,Abdallah Sima,6000000.0
2022/2023,sco-angers,Jean-Mattéo Bahoya,1500000.0
2022/2023,sco-angers,Marin Jakolis,600000.0
2022/2023,sco-angers,Farid El Melali,600000.0
2022/2023,sco-angers,Jason Mbock,150000.0
2022/2023,sco-angers,Sada Thioub,1200000.0
2022/2023,sco-angers,Justin Kalumba,250000.0
2022/2023,sco-angers,Ibrahima Niane,3000000.0
2022/2023,sco-angers,Adrien Hunou,2500000.0
2022/2023,sco-angers,Amine Salama,1500000.0
2022/2023,sco-angers,Loïs Diony,900000.0
2022/2023,sco-angers,Ulrick Eneme-Ella,200000.0
2022/2023,sco-angers,Guédé Nadje,150000.0
2022/2023,aj-auxerre,Andrei Radu,3500000.0
2022/2023,aj-auxerre,Benoît Costil,1000000.0
2022/2023,aj-auxerre,Donovan Léon,500000.0
2022/2023,aj-auxerre,Théo De Percin,150000.0
2022/2023,aj-auxerre,Vincenzo Cozzella,100000.0
2022/2023,aj-auxerre,Isaak Touré,6000000.0
2022/2023,aj-auxerre,Jubal,2000000.0
2022/2023,aj-auxerre,Théo Pellenard,1000000.0
2022/2023,aj-auxerre,Julian Jeanvier,800000.0
2022/2023,aj-auxerre,Alexandre Coeff,700000.0
2022/2023,aj-auxerre,Denys Bain,500000.0
2022/2023,aj-auxerre,Lamine Buhanga,100000.0
2022/2023,aj-auxerre,Gideon Mensah,2500000.0
2022/2023,aj-auxerre,Kenji-Van Boto,400000.0
2022/2023,aj-auxerre,Quentin Bernard,350000.0
2022/2023,aj-auxerre,Raphaël Lipinski,100000.0
2022/2023,aj-auxerre,Akim Zedadka,2500000.0
2022/2023,aj-auxerre,Paul Joly,1200000.0
2022/2023,aj-auxerre,Brayann Pereira,600000.0
2022/2023,aj-auxerre,Elisha Owusu,2000000.0
2022/2023,aj-auxerre,Birama Touré,1800000.0
2022/2023,aj-auxerre,Ousoumane Camara,150000.0
2022/2023,aj-auxerre,Natanaël Bouekou,100000.0
2022/2023,aj-auxerre,Han-Noah Massengo,5000000.0
2022/2023,aj-auxerre,Rayan Raveloson,1800000.0
2022/2023,aj-auxerre,Youssouf M'Changama,900000.0
2022/2023,aj-auxerre,Kays Ruiz-Atil,800000.0
2022/2023,aj-auxerre,Kévin Danois,100000.0
2022/2023,aj-auxerre,Hamza Sakhi,2000000.0
2022/2023,aj-auxerre,Mathias Autret,800000.0
2022/2023,aj-auxerre,Siriki Dembélé,2000000.0
2022/2023,aj-auxerre,Lassine Sinayoko,1200000.0
2022/2023,aj-auxerre,Rémy Dugimont,100000.0
2022/2023,aj-auxerre,Gauthier Hein,2000000.0
2022/2023,aj-auxerre,Gaëtan Perrin,1200000.0
2022/2023,aj-auxerre,Kylian Silvestre,100000.0
2022/2023,aj-auxerre,Matthis Abline,4500000.0
2022/2023,aj-auxerre,M'Baye Niang,2500000.0
2022/2023,aj-auxerre,Nuno Da Costa,1000000.0
2022/2023,aj-auxerre,Gaëtan Charbonnier,500000.0
2022/2023,aj-auxerre,Ousmane Camara,150000.0
2022/2023,aj-auxerre,Idjessi Metsoko,100000.0
2022/2023,clermont-foot-63,Mory Diaw,2000000.0
2022/2023,clermont-foot-63,Ouparine Djoco,500000.0
2022/2023,clermont-foot-63,Lucas Margueron,150000.0
2022/2023,clermont-foot-63,Alidu Seidu,7000000.0
2022/2023,clermont-foot-63,Mateusz Wieteska,3000000.0
2022/2023,clermont-foot-63,Maximiliano Caufriez,2500000.0
2022/2023,clermont-foot-63,Florent Ogier,450000.0
2022/2023,clermont-foot-63,Jean-Claude Billong,250000.0
2022/2023,clermont-foot-63,Souleymane Cissé,100000.0
2022/2023,clermont-foot-63,Neto Borges,4000000.0
2022/2023,clermont-foot-63,Arial Mendy,600000.0
2022/2023,clermont-foot-63,Baïla Diallo,200000.0
2022/2023,clermont-foot-63,Cheick Oumar Konaté,1000000.0
2022/2023,clermont-foot-63,Mehdi Zeffane,450000.0
2022/2023,clermont-foot-63,Oliver Kamdem,100000.0
2022/2023,clermont-foot-63,Yohann Magnin,2500000.0
2022/2023,clermont-foot-63,Maxime Gonalons,900000.0
2022/2023,clermont-foot-63,Johan Gastien,700000.0
2022/2023,clermont-foot-63,Brandon Baiye,500000.0
2022/2023,clermont-foot-63,Stan Berkani,50000.0
2022/2023,clermont-foot-63,Muhammed Cham,6000000.0
2022/2023,clermont-foot-63,Saîf-Eddine Khaoui,2000000.0
2022/2023,clermont-foot-63,Aïman Maurer,800000.0
2022/2023,clermont-foot-63,Jason Berthomier,500000.0
2022/2023,clermont-foot-63,Yanis Massolin,250000.0
2022/2023,clermont-foot-63,Elbasan Rashani,2000000.0
2022/2023,clermont-foot-63,Jérémie Bela,1500000.0
2022/2023,clermont-foot-63,Sofyan Chader,800000.0
2022/2023,clermont-foot-63,Jim Allevinah,2000000.0
2022/2023,clermont-foot-63,Jodel Dossou,800000.0
2022/2023,clermont-foot-63,Giovani Versini,100000.0
2022/2023,clermont-foot-63,Grejohn Kyei,2500000.0
2022/2023,clermont-foot-63,Komnen Andric,1800000.0
2022/2023,ac-ajaccio,Benjamin Leroy,500000.0
2022/2023,ac-ajaccio,François-Joseph Sollacaro,300000.0
2022/2023,ac-ajaccio,Ghjuvanni Quilichini,150000.0
2022/2023,ac-ajaccio,Oumar Gonzalez,2500000.0
2022/2023,ac-ajaccio,Clément Vidal,1800000.0
2022/2023,ac-ajaccio,Fernand Mayembo,600000.0
2022/2023,ac-ajaccio,Cédric Avinel,250000.0
2022/2023,ac-ajaccio,Anthony Khelifa,150000.0
2022/2023,ac-ajaccio,Ismaël Diallo,1500000.0
2022/2023,ac-ajaccio,Youssouf Koné,1500000.0
2022/2023,ac-ajaccio,Chaker Alhadhur,150000.0
2022/2023,ac-ajaccio,Victor Lebas,50000.0
2022/2023,ac-ajaccio,Mickaël Alphonse,250000.0
2022/2023,ac-ajaccio,Mohamed Youssouf,200000.0
2022/2023,ac-ajaccio,Tony Strata,50000.0
2022/2023,ac-ajaccio,Mehdi Puch-Herrantz,150000.0
2022/2023,ac-ajaccio,Vincent Marchetti,2500000.0
2022/2023,ac-ajaccio,Qazim Laci,1700000.0
2022/2023,ac-ajaccio,Thomas Mangani,400000.0
2022/2023,ac-ajaccio,Mathieu Coutadeur,200000.0
2022/2023,ac-ajaccio,Paolo Lebas,100000.0
2022/2023,ac-ajaccio,Alassane N'Diaye,150000.0
2022/2023,ac-ajaccio,Yanis Cimignani,1200000.0
2022/2023,ac-ajaccio,Michaël Barreto,400000.0
2022/2023,ac-ajaccio,Florian Chabrolle,200000.0
2022/2023,ac-ajaccio,Youcef Belaïli,1500000.0
2022/2023,ac-ajaccio,Kevin Spadanuda,700000.0
2022/2023,ac-ajaccio,Cyrille Bayala,900000.0
2022/2023,ac-ajaccio,Romain Hamouma,400000.0
2022/2023,ac-ajaccio,Riad Nouri,200000.0
