Saison,Équipe,Nom,Valeur marchande (euros)
2022/2023,ca-osasuna,Rubén Peña,2500000.0
2022/2023,ca-osasuna,Diego Moreno,800000.0
2022/2023,ca-osasuna,Lucas Torró,8000000.0
2022/2023,ca-osasuna,Iker Muñoz,500000.0
2022/2023,ca-osasuna,Jon Moncayola,12000000.0
2022/2023,ca-osasuna,Darko Brasanac,2000000.0
2022/2023,ca-osasuna,Pablo Ibáñez,1500000.0
2022/2023,ca-osasuna,Aimar Oroz,15000000.0
2022/2023,ca-osasuna,Roberto Torres,1200000.0
2022/2023,ca-osasuna,Javi Martínez,1000000.0
2022/2023,ca-osasuna,Abde Ezzalzouli,15000000.0
2022/2023,ca-osasuna,Moi Gómez,10000000.0
2022/2023,ca-osasuna,Rubén García,6000000.0
2022/2023,ca-osasuna,Kike Barja,4000000.0
2022/2023,ca-osasuna,Iker Benito,300000.0
2022/2023,ca-osasuna,Chimy Ávila,9000000.0
2022/2023,ca-osasuna,Ante Budimir,6000000.0
2022/2023,ca-osasuna,Kike García,1800000.0
2022/2023,fc-girona,Paulo Gazzaniga,3000000.0
2022/2023,fc-girona,Juan Carlos,300000.0
2022/2023,fc-girona,Toni Fuidias,300000.0
2022/2023,fc-girona,Santiago Bueno,8000000.0
2022/2023,fc-girona,David López,2000000.0
2022/2023,fc-girona,Alexander Callens,1800000.0
2022/2023,fc-girona,Bernardo Espinosa,1500000.0
2022/2023,fc-girona,Juanpe,1500000.0
2022/2023,fc-girona,Eric Monjonell,300000.0
2022/2023,fc-girona,Miguel Gutiérrez,10000000.0
2022/2023,fc-girona,Javi Hernández,2500000.0
2022/2023,fc-girona,Arnau Martínez,15000000.0
2022/2023,fc-girona,Yan Couto,4000000.0
2022/2023,fc-girona,Oriol Romeu,5000000.0
2022/2023,fc-girona,Ramón Terrats,4000000.0
2022/2023,fc-girona,Ibrahima Kébé,500000.0
2022/2023,fc-girona,Aleix García,10000000.0
2022/2023,fc-girona,Yangel Herrera,5000000.0
2022/2023,fc-girona,Álex Sala,200000.0
2022/2023,fc-girona,Iván Martín,3000000.0
2022/2023,fc-girona,Reinier,2000000.0
2022/2023,fc-girona,Borja García,1000000.0
2022/2023,fc-girona,Samu Saiz,900000.0
2022/2023,fc-girona,Rodrigo Riquelme,12000000.0
2022/2023,fc-girona,Toni Villa,2500000.0
2022/2023,fc-girona,Óscar Ureña,400000.0
2022/2023,fc-girona,Viktor Tsygankov,22000000.0
2022/2023,fc-girona,Valery Fernández,1500000.0
2022/2023,fc-girona,Manu Vallejo,2400000.0
2022/2023,fc-girona,Taty Castellanos,15000000.0
2022/2023,fc-girona,Cristhian Stuani,2000000.0
2022/2023,fc-girona,Pau Víctor,300000.0
2022/2023,celta-vigo,Agustín Marchesín,2000000.0
2022/2023,celta-vigo,Iván Villar,2000000.0
2022/2023,celta-vigo,Christian Joel,500000.0
2022/2023,celta-vigo,Coke Carrillo,100000.0
2022/2023,celta-vigo,Ruly García,50000.0
2022/2023,celta-vigo,Joseph Aidoo,8000000.0
2022/2023,celta-vigo,Unai Núñez,6000000.0
2022/2023,celta-vigo,Carlos Domínguez,800000.0
2022/2023,celta-vigo,Sergio Barcia,300000.0
2022/2023,celta-vigo,Javi Domínguez,200000.0
2022/2023,celta-vigo,Javi Galán,12000000.0
2022/2023,celta-vigo,Fernando Medrano,200000.0
2022/2023,celta-vigo,Tincho Conde,150000.0
2022/2023,celta-vigo,Hugo Mallo,3000000.0
2022/2023,celta-vigo,Óscar Mingueza,2500000.0
2022/2023,celta-vigo,Kevin Vázquez,1000000.0
2022/2023,celta-vigo,Renato Tapia,6000000.0
2022/2023,celta-vigo,Fran Beltrán,15000000.0
2022/2023,celta-vigo,Luca de la Torre,3000000.0
2022/2023,celta-vigo,Hugo Sotelo,150000.0
2022/2023,celta-vigo,Augusto Solari,1500000.0
2022/2023,celta-vigo,Gabri Veiga,30000000.0
2022/2023,celta-vigo,Óscar Rodríguez,8000000.0
2022/2023,celta-vigo,Miguel Baeza,900000.0
2022/2023,celta-vigo,Franco Cervi,3000000.0
2022/2023,celta-vigo,Williot Swedberg,3000000.0
2022/2023,celta-vigo,Hugo Álvarez,200000.0
2022/2023,celta-vigo,Carles Pérez,5000000.0
2022/2023,celta-vigo,Miguel Rodríguez,1000000.0
2022/2023,celta-vigo,Jørgen Strand Larsen,11000000.0
2022/2023,celta-vigo,Iago Aspas,6000000.0
2022/2023,celta-vigo,Haris Seferovic,4000000.0
2022/2023,celta-vigo,Gonçalo Paciência,2000000.0
2022/2023,celta-vigo,Pablo Durán,250000.0
2022/2023,fc-getafe,David Soria,8000000.0
2022/2023,fc-getafe,Diego Conde,300000.0
2022/2023,fc-getafe,Kiko Casilla,300000.0
2022/2023,fc-getafe,Djené,5000000.0
2022/2023,fc-getafe,Gastón Álvarez,5000000.0
2022/2023,fc-getafe,Domingos Duarte,5000000.0
2022/2023,fc-getafe,Omar Alderete,4000000.0
2022/2023,fc-getafe,Stefan Mitrovic,2000000.0
2022/2023,fc-getafe,Fabrizio Angileri,2000000.0
2022/2023,fc-getafe,Jordan Amavi,2000000.0
2022/2023,fc-getafe,Koffi,200000.0
2022/2023,fc-getafe,Juan Iglesias,3500000.0
2022/2023,fc-getafe,Damián Suárez,1000000.0
2022/2023,fc-getafe,Alex Rodríguez,50000.0
2022/2023,fc-getafe,Ángel Algobia,1500000.0
2022/2023,fc-getafe,Carles Aleñá,9000000.0
2022/2023,fc-getafe,Mauro Arambarri,9000000.0
2022/2023,fc-getafe,Nemanja Maksimovic,6000000.0
2022/2023,fc-getafe,Luis Milla,4000000.0
2022/2023,fc-getafe,Gonzalo Villar,2800000.0
2022/2023,fc-getafe,Jaime Seoane,2500000.0
2022/2023,fc-getafe,John Patrick,500000.0
2022/2023,fc-getafe,Santi García,50000.0
2022/2023,fc-getafe,Portu,3500000.0
2022/2023,fc-getafe,Munir El Haddadi,3500000.0
2022/2023,fc-getafe,Enes Ünal,25000000.0
2022/2023,fc-getafe,Borja Mayoral,9000000.0
2022/2023,fc-getafe,Juanmi Latasa,3000000.0
2022/2023,fc-getafe,Jaime Mata,1200000.0
2022/2023,espanyol-barcelona,Benjamin Lecomte,4000000.0
2022/2023,espanyol-barcelona,Fernando Pacheco,2500000.0
2022/2023,espanyol-barcelona,Álvaro Fernández,2500000.0
2022/2023,espanyol-barcelona,Joan García,400000.0
2022/2023,espanyol-barcelona,Ángel Fortuño,300000.0
2022/2023,espanyol-barcelona,César Montes,8000000.0
2022/2023,espanyol-barcelona,Leandro Cabrera,2500000.0
2022/2023,espanyol-barcelona,Fernando Calero,2000000.0
2022/2023,espanyol-barcelona,Sergi Gómez,2000000.0
2022/2023,espanyol-barcelona,Simo Keddari,500000.0
2022/2023,espanyol-barcelona,Brian Oliván,6000000.0
2022/2023,espanyol-barcelona,Adrià Pedrosa,5000000.0
2022/2023,espanyol-barcelona,Ronaël Pierre-Gabriel,3500000.0
2022/2023,espanyol-barcelona,Óscar Gil,3000000.0
2022/2023,espanyol-barcelona,Rubén Sánchez,700000.0
2022/2023,espanyol-barcelona,Omar El Hilali,500000.0
2022/2023,espanyol-barcelona,Vini Souza,6000000.0
2022/2023,espanyol-barcelona,Sergi Darder,16000000.0
2022/2023,espanyol-barcelona,Edu Expósito,4000000.0
2022/2023,espanyol-barcelona,Keidi Bare,3000000.0
2022/2023,espanyol-barcelona,José Gragera,2500000.0
2022/2023,espanyol-barcelona,Pol Lozano,1500000.0
2022/2023,espanyol-barcelona,Roger Martínez,400000.0
2022/2023,espanyol-barcelona,Dani Villahermosa,250000.0
2022/2023,espanyol-barcelona,Nico Melamed,6000000.0
2022/2023,espanyol-barcelona,Denis Suárez,5000000.0
2022/2023,espanyol-barcelona,Javi Puado,8000000.0
2022/2023,espanyol-barcelona,José Carlos Lazo,2500000.0
2022/2023,espanyol-barcelona,Abde Damar,150000.0
2022/2023,espanyol-barcelona,Kenneth Soler,100000.0
2022/2023,espanyol-barcelona,Adrián Embarba,2500000.0
2022/2023,espanyol-barcelona,Aleix Vidal,1500000.0
2022/2023,espanyol-barcelona,Luca Koleosho,1000000.0
2022/2023,espanyol-barcelona,Joselu,6000000.0
2022/2023,espanyol-barcelona,Martin Braithwaite,5000000.0
2022/2023,espanyol-barcelona,Dani Gómez,1500000.0
2022/2023,espanyol-barcelona,Nabil Touaizi,200000.0
2022/2023,ud-almeria,Fernando Pacheco,2500000.0
2022/2023,ud-almeria,Fernando Martínez,2000000.0
2022/2023,ud-almeria,Diego Mariño,300000.0
2022/2023,ud-almeria,Diego Fuoli,200000.0
2022/2023,ud-almeria,Srdjan Babic,3500000.0
2022/2023,ud-almeria,Kaiky,3000000.0
2022/2023,ud-almeria,Rodrigo Ely,3000000.0
2022/2023,ud-almeria,Chumi,2000000.0
2022/2023,ud-almeria,Sergio Akieme,7500000.0
2022/2023,ud-almeria,Álex Centelles,1500000.0
2022/2023,ud-almeria,Álex Pozo,3000000.0
2022/2023,ud-almeria,Houboulang Mendes,2000000.0
2022/2023,ud-almeria,Samú Costa,5000000.0
2022/2023,ud-almeria,Iñigo Eguaras,1200000.0
2022/2023,ud-almeria,César de la Hoz,1200000.0
2022/2023,ud-almeria,Lucas Robertone,7000000.0
2022/2023,ud-almeria,Gonzalo Melero,4000000.0
2022/2023,ud-almeria,Arnau Puigmal,2000000.0
2022/2023,ud-almeria,Gui Guedes,1200000.0
2022/2023,ud-almeria,Martin Svidersky,500000.0
2022/2023,ud-almeria,Largie Ramazani,6000000.0
2022/2023,ud-almeria,Lázaro,6000000.0
2022/2023,ud-almeria,José Carlos Lazo,2500000.0
2022/2023,ud-almeria,Adrián Embarba,2500000.0
2022/2023,ud-almeria,Francisco Portillo,1500000.0
2022/2023,ud-almeria,Curro Sánchez,1000000.0
2022/2023,ud-almeria,Arvin Appiah,500000.0
2022/2023,ud-almeria,Umar Sadiq,18000000.0
2022/2023,ud-almeria,El Bilal Touré,12000000.0
2022/2023,ud-almeria,Luis Suárez,8000000.0
2022/2023,ud-almeria,Léo Baptistão,1800000.0
2022/2023,ud-almeria,Marko Milovanovic,1000000.0
2022/2023,ud-almeria,Dyego Sousa,800000.0
2022/2023,rcd-mallorca,Predrag Rajković,10000000.0
2022/2023,rcd-mallorca,Dominik Greif,1500000.0
2022/2023,rcd-mallorca,Leo Román,300000.0
2022/2023,rcd-mallorca,Pere García,25000.0
2022/2023,rcd-mallorca,Martin Valjent,4500000.0
2022/2023,rcd-mallorca,Antonio Raíllo,4000000.0
2022/2023,rcd-mallorca,José Copete,3500000.0
2022/2023,rcd-mallorca,Dennis Hadzikadunic,3000000.0
2022/2023,rcd-mallorca,Matija Nastasić,1500000.0
2022/2023,rcd-mallorca,Franco Russo,800000.0
2022/2023,rcd-mallorca,Benjamín Garay,100000.0
2022/2023,rcd-mallorca,Josep Gayá,100000.0
2022/2023,rcd-mallorca,Ludwig Augustinsson,2500000.0
2022/2023,rcd-mallorca,Braian Cufré,1200000.0
2022/2023,rcd-mallorca,Jaume Costa,1200000.0
2022/2023,rcd-mallorca,Marcos Fernández,25000.0
2022/2023,rcd-mallorca,Pablo Maffeo,8000000.0
2022/2023,rcd-mallorca,Giovanni González,2000000.0
2022/2023,rcd-mallorca,Miguelito,50000.0
2022/2023,rcd-mallorca,Rodrigo Battaglia,1500000.0
2022/2023,rcd-mallorca,Manu Morlanes,4000000.0
2022/2023,rcd-mallorca,Iñigo Ruiz de Galarreta,3000000.0
2022/2023,rcd-mallorca,Iddrisu Baba,3000000.0
2022/2023,rcd-mallorca,Antonio Sánchez,2500000.0
2022/2023,rcd-mallorca,Clément Grenier,800000.0
2022/2023,rcd-mallorca,Miquel Llabrés,100000.0
2022/2023,rcd-mallorca,Luis Montiel,25000.0
2022/2023,rcd-mallorca,Rubén Quintanilla,25000.0
2022/2023,rcd-mallorca,Dani Rodríguez,1200000.0
2022/2023,rcd-mallorca,Lago Júnior,900000.0
2022/2023,rcd-mallorca,Javi Llabrés,300000.0
2022/2023,rcd-mallorca,Kang-in Lee,22000000.0
2022/2023,rcd-mallorca,Amath Ndiaye,2000000.0
2022/2023,rcd-mallorca,Tòfol Montiel,150000.0
2022/2023,rcd-mallorca,Vedat Muriqi,15000000.0
2022/2023,rcd-mallorca,Tino Kadewere,4000000.0
2022/2023,rcd-mallorca,Abdón Prats,1200000.0
2022/2023,rcd-mallorca,Ángel Rodríguez,1000000.0
2022/2023,rayo-vallecano,Stole Dimitrievski,4000000.0
2022/2023,rayo-vallecano,Miguel Ángel Morro,600000.0
2022/2023,rayo-vallecano,Diego López,300000.0
2022/2023,rayo-vallecano,Alejandro Catena,8000000.0
2022/2023,rayo-vallecano,Florian Lejeune,4000000.0
2022/2023,rayo-vallecano,Abdul Mumin,1500000.0
2022/2023,rayo-vallecano,Esteban Saveljich,500000.0
2022/2023,rayo-vallecano,Fran García,12000000.0
2022/2023,rayo-vallecano,Pep Chavarría,1500000.0
2022/2023,rayo-vallecano,Iván Balliu,4000000.0
2022/2023,rayo-vallecano,Mario Hernández,600000.0
2022/2023,rayo-vallecano,Mario Suárez,300000.0
2022/2023,rayo-vallecano,Santi Comesaña,7500000.0
2022/2023,rayo-vallecano,Óscar Valentín,5000000.0
2022/2023,rayo-vallecano,Unai López,3500000.0
2022/2023,rayo-vallecano,Pathé Ciss,3000000.0
2022/2023,rayo-vallecano,Oscar Trejo,3000000.0
2022/2023,rayo-vallecano,Randy Nteka,1800000.0
2022/2023,rayo-vallecano,José Pozo,1000000.0
2022/2023,rayo-vallecano,Álvaro García,6000000.0
2022/2023,rayo-vallecano,Bebé,800000.0
2022/2023,rayo-vallecano,Salvi Sánchez,1500000.0
2022/2023,rayo-vallecano,Andrés Martín,1000000.0
2022/2023,rayo-vallecano,Isi Palazón,12000000.0
2022/2023,rayo-vallecano,Sergio Camello,10000000.0
2022/2023,rayo-vallecano,Raúl de Tomás,8000000.0
2022/2023,rayo-vallecano,Radamel Falcao,2000000.0
2022/2023,real-valladolid,Jordi Masip,1000000.0
2022/2023,real-valladolid,Sergio Asenjo,1000000.0
2022/2023,real-valladolid,Álvaro Aceves,200000.0
2022/2023,real-valladolid,Javi Sánchez,3000000.0
2022/2023,real-valladolid,Joaquín Fernández,3000000.0
2022/2023,real-valladolid,Jawad El Yamiq,2000000.0
2022/2023,real-valladolid,Zouhair Feddal,1300000.0
2022/2023,real-valladolid,Víctor Rofino,100000.0
2022/2023,real-valladolid,David Torres,50000.0
2022/2023,real-valladolid,Lucas Olaza,2500000.0
2022/2023,real-valladolid,Sergio Escudero,1500000.0
2022/2023,real-valladolid,Diego Moreno,100000.0
2022/2023,real-valladolid,Iván Fresneda,15000000.0
2022/2023,real-valladolid,Luis Pérez,1500000.0
2022/2023,real-valladolid,Lucas Rosa,1000000.0
2022/2023,real-valladolid,Martin Hongla,3000000.0
2022/2023,real-valladolid,Mickaël Malsa,1500000.0
2022/2023,real-valladolid,Monchu,5000000.0
2022/2023,real-valladolid,Kike Pérez,4500000.0
2022/2023,real-valladolid,Álvaro Aguado,3000000.0
2022/2023,real-valladolid,Roque Mesa,2500000.0
2022/2023,real-valladolid,Mario Maroto,150000.0
2022/2023,real-valladolid,Alberto Quintana,100000.0
2022/2023,real-valladolid,Selim Amallah,3000000.0
2022/2023,real-valladolid,Darwin Machís,3000000.0
2022/2023,real-valladolid,Toni Villa,2500000.0
2022/2023,real-valladolid,Kenedy,1500000.0
2022/2023,real-valladolid,Tunde Akinsola,50000.0
2022/2023,real-valladolid,Gonzalo Plata,5000000.0
2022/2023,real-valladolid,Óscar Plano,3000000.0
2022/2023,real-valladolid,Anuar,900000.0
2022/2023,real-valladolid,Iván Sánchez,800000.0
2022/2023,real-valladolid,Manu Pozo,300000.0
2022/2023,real-valladolid,Cyle Larin,8000000.0
2022/2023,real-valladolid,Shon Weissman,4000000.0
2022/2023,real-valladolid,Sergi Guardiola,2000000.0
2022/2023,real-valladolid,Sergio León,2000000.0
2022/2023,real-valladolid,Juanjo Narváez,800000.0
2022/2023,real-valladolid,Sekou Gassama,300000.0
2022/2023,real-valladolid,Iván Cédric,300000.0
2022/2023,real-valladolid,Roberto Arroyo,300000.0
2022/2023,fc-elche,Edgar Badia,3000000.0
2022/2023,fc-elche,Axel Werner,800000.0
2022/2023,fc-elche,Lisandro Magallán,1800000.0
2022/2023,fc-elche,Enzo Roco,1500000.0
2022/2023,fc-elche,Diego González,1500000.0
2022/2023,fc-elche,Pedro Bigas,1000000.0
2022/2023,fc-elche,John Donald,1000000.0
2022/2023,fc-elche,Federico Fernández,700000.0
2022/2023,fc-elche,Gonzalo Verdú,700000.0
2022/2023,fc-elche,Johan Mojica,3000000.0
2022/2023,fc-elche,Lautaro Blanco,2800000.0
2022/2023,fc-elche,Carlos Clerc,1500000.0
2022/2023,fc-elche,José Ángel Carmona,4000000.0
2022/2023,fc-elche,Pol Lirola,2000000.0
2022/2023,fc-elche,Helibelton Palacios,1200000.0
2022/2023,fc-elche,Gerard Gumbau,3500000.0
2022/2023,fc-elche,Omar Mascarell,3000000.0
2022/2023,fc-elche,Raúl Guti,2500000.0
2022/2023,fc-elche,Domingos Quina,1800000.0
2022/2023,fc-elche,Pape Cheikh,900000.0
2022/2023,fc-elche,Nicolás Fernández Mercau,2000000.0
2022/2023,fc-elche,Randy Nteka,1800000.0
2022/2023,fc-elche,Javier Pastore,500000.0
2022/2023,fc-elche,Pere Milla,3000000.0
2022/2023,fc-elche,Tete Morente,2500000.0
2022/2023,fc-elche,Fidel,1000000.0
2022/2023,fc-elche,Álex Collado,3000000.0
2022/2023,fc-elche,Josan,1000000.0
2022/2023,fc-elche,Lucas Boyé,10000000.0
2022/2023,fc-elche,Ezequiel Ponce,2500000.0
2022/2023,fc-elche,Roger Martí,2000000.0
2022/2023,fc-cadiz,Conan Ledesma,8000000.0
2022/2023,fc-cadiz,David Gil,700000.0
2022/2023,fc-cadiz,Victor Aznar,50000.0
2022/2023,fc-cadiz,Nando Almodóvar,50000.0
2022/2023,fc-cadiz,Fali,2500000.0
2022/2023,fc-cadiz,Víctor Chust,2500000.0
2022/2023,fc-cadiz,Jorge Meré,1200000.0
2022/2023,fc-cadiz,Luis Hernández,1000000.0
2022/2023,fc-cadiz,Momo Mbaye,700000.0
2022/2023,fc-cadiz,Juan Cala,600000.0
2022/2023,fc-cadiz,Carlos García,200000.0
2022/2023,fc-cadiz,Lautaro Spatz,150000.0
2022/2023,fc-cadiz,Alfonso Espino,3500000.0
2022/2023,fc-cadiz,Santiago Arzamendia,1200000.0
2022/2023,fc-cadiz,Joseba Zaldua,2500000.0
2022/2023,fc-cadiz,Iza Carcelén,1500000.0
2022/2023,fc-cadiz,Raúl Parra,300000.0
2022/2023,fc-cadiz,Kikín,50000.0
2022/2023,fc-cadiz,Antonio Blanco,2500000.0
2022/2023,fc-cadiz,Tomás Alarcón,1500000.0
2022/2023,fc-cadiz,José Mari,400000.0
2022/2023,fc-cadiz,Jon Ander Garrido,300000.0
2022/2023,fc-cadiz,Álex Fernández,4000000.0
2022/2023,fc-cadiz,Rubén Alcaraz,2000000.0
2022/2023,fc-cadiz,Gonzalo Escalante,2000000.0
2022/2023,fc-cadiz,Fede San Emeterio,2000000.0
2022/2023,fc-cadiz,Youba Diarra,900000.0
2022/2023,fc-cadiz,Álvaro Bastida,600000.0
2022/2023,fc-cadiz,Curro Muñoz,50000.0
2022/2023,fc-cadiz,Moussa Diakité,50000.0
2022/2023,fc-cadiz,Brian Ocampo,2000000.0
2022/2023,fc-cadiz,Awer Mabil,1200000.0
2022/2023,fc-cadiz,Alberto Perea,1000000.0
2022/2023,fc-cadiz,José Antonio de la Rosa,300000.0
2022/2023,fc-cadiz,Théo Bongonda,4000000.0
2022/2023,fc-cadiz,Iván Alejo,1200000.0
2022/2023,fc-cadiz,Mamady Diarra,300000.0
2022/2023,fc-cadiz,Choco Lozano,2500000.0
2022/2023,fc-cadiz,Rubén Sobrino,2000000.0
2022/2023,fc-cadiz,Roger Martí,2000000.0
2022/2023,fc-cadiz,Sergi Guardiola,2000000.0
2022/2023,fc-cadiz,Chris Ramos,1500000.0
2022/2023,fc-cadiz,Álvaro Negredo,1000000.0
2022/2023,fc-cadiz,Lucas Pérez,800000.0
2022/2023,fc-cadiz,Álvaro Giménez,600000.0
2022/2023,fc-cadiz,Francisco Mwepu,150000.0
2022/2023,fc-cadiz,Etta Eyong,50000.0
2023/2024,real-madrid,Thibaut Courtois,28000000.0
2023/2024,real-madrid,Andriy Lunin,25000000.0
2023/2024,real-madrid,Kepa Arrizabalaga,12000000.0
2023/2024,real-madrid,Lucas Cañizares,400000.0
2023/2024,real-madrid,Mario de Luis,400000.0
2023/2024,real-madrid,Diego Piñeiro,50000.0
2023/2024,real-madrid,Éder Militão,60000000.0
2023/2024,real-madrid,Antonio Rüdiger,25000000.0
2023/2024,real-madrid,David Alaba,20000000.0
2023/2024,real-madrid,Nacho Fernández,3000000.0
2023/2024,real-madrid,Jesús Vallejo,1000000.0
2023/2024,real-madrid,Raúl Asencio,300000.0
2023/2024,real-madrid,Álvaro Carrillo,300000.0
2023/2024,real-madrid,Edgar Pujol,250000.0
2023/2024,real-madrid,Jacobo Ramón,100000.0
2023/2024,real-madrid,Ferland Mendy,22000000.0
2023/2024,real-madrid,Fran García,15000000.0
2023/2024,real-madrid,Daniel Carvajal,12000000.0
2023/2024,real-madrid,Lucas Vázquez,4000000.0
2023/2024,real-madrid,Vinícius Tobias,3000000.0
2023/2024,real-madrid,Álvaro Odriozola,2500000.0
2023/2024,real-madrid,Lorenzo Aguado,100000.0
2023/2024,real-madrid,Aurélien Tchouaméni,100000000.0
2023/2024,real-madrid,Mario Martín,300000.0
2023/2024,real-madrid,Federico Valverde,120000000.0
2023/2024,real-madrid,Eduardo Camavinga,100000000.0
2023/2024,real-madrid,Toni Kroos,10000000.0
2023/2024,real-madrid,Luka Modric,6000000.0
2023/2024,real-madrid,Dani Ceballos,6000000.0
2023/2024,real-madrid,Théo Zidane,300000.0
2023/2024,real-madrid,Jude Bellingham,180000000.0
2023/2024,real-madrid,Nico Paz,10000000.0
2023/2024,real-madrid,Vinicius Junior,180000000.0
2023/2024,real-madrid,Rodrygo,110000000.0
2023/2024,real-madrid,Brahim Díaz,40000000.0
2023/2024,real-madrid,Arda Güler,30000000.0
2023/2024,real-madrid,Kylian Mbappé,180000000.0
2023/2024,real-madrid,Endrick,60000000.0
2023/2024,real-madrid,Joselu,5000000.0
2023/2024,real-madrid,Álvaro Rodríguez,3500000.0
2023/2024,real-madrid,Gonzalo García,1000000.0
2023/2024,fc-barcelona,Marc-André ter Stegen,28000000.0
2023/2024,fc-barcelona,Iñaki Peña,8000000.0
2023/2024,fc-barcelona,Ander Astralaga,1000000.0
2023/2024,fc-barcelona,Diego Kochen,100000.0
2023/2024,fc-barcelona,Ronald Araujo,70000000.0
2023/2024,fc-barcelona,Andreas Christensen,40000000.0
2023/2024,fc-barcelona,Pau Cubarsí,30000000.0
2023/2024,fc-barcelona,Eric García,20000000.0
2023/2024,fc-barcelona,Mikayil Faye,10000000.0
2023/2024,fc-barcelona,Iñigo Martínez,5000000.0
2023/2024,fc-barcelona,Alejandro Balde,40000000.0
2023/2024,fc-barcelona,Marcos Alonso,2000000.0
2023/2024,fc-barcelona,Jules Koundé,45000000.0
2023/2024,fc-barcelona,João Cancelo,25000000.0
2023/2024,fc-barcelona,Héctor Fort,10000000.0
2023/2024,fc-barcelona,Marc Casadó,2500000.0
2023/2024,fc-barcelona,Oriol Romeu,2000000.0
2023/2024,fc-barcelona,Pau Prim,500000.0
2023/2024,fc-barcelona,Gavi,90000000.0
2023/2024,fc-barcelona,Pedri,80000000.0
2023/2024,fc-barcelona,Frenkie de Jong,70000000.0
2023/2024,fc-barcelona,İlkay Gündoğan,15000000.0
2023/2024,fc-barcelona,Sergi Roberto,2500000.0
2023/2024,fc-barcelona,Unai Hernández,800000.0
2023/2024,fc-barcelona,Aleix Garrido,500000.0
2023/2024,fc-barcelona,Fermín López,30000000.0
2023/2024,fc-barcelona,Raphinha,50000000.0
2023/2024,fc-barcelona,Ansu Fati,25000000.0
2023/2024,fc-barcelona,Abde Ezzalzouli,9000000.0
2023/2024,fc-barcelona,Ángel Alarcón,300000.0
2023/2024,fc-barcelona,Lamine Yamal,90000000.0
2023/2024,fc-barcelona,Ferran Torres,30000000.0
2023/2024,fc-barcelona,João Félix,30000000.0
2023/2024,fc-barcelona,Vitor Roque,30000000.0
2023/2024,fc-barcelona,Robert Lewandowski,15000000.0
2023/2024,fc-barcelona,Marc Guiu,7500000.0
2023/2024,fc-barcelona,Pau Víctor,1500000.0
2023/2024,real-sociedad-san-sebastian,Álex Remiro,25000000.0
2023/2024,real-sociedad-san-sebastian,Gaizka Ayesa,300000.0
2023/2024,real-sociedad-san-sebastian,Unai Marrero,300000.0
2023/2024,real-sociedad-san-sebastian,Aitor Fraga,200000.0
2023/2024,real-sociedad-san-sebastian,Robin Le Normand,40000000.0
2023/2024,real-sociedad-san-sebastian,Igor Zubeldia,22000000.0
2023/2024,real-sociedad-san-sebastian,Jon Pacheco,15000000.0
2023/2024,real-sociedad-san-sebastian,Aritz Elustondo,5000000.0
2023/2024,real-sociedad-san-sebastian,Jon Martín,2000000.0
2023/2024,real-sociedad-san-sebastian,Kieran Tierney,12000000.0
2023/2024,real-sociedad-san-sebastian,Aihen Muñoz,8000000.0
2023/2024,real-sociedad-san-sebastian,Javi Galán,7000000.0
2023/2024,real-sociedad-san-sebastian,Diego Rico,1500000.0
2023/2024,real-sociedad-san-sebastian,Hamari Traoré,6000000.0
2023/2024,real-sociedad-san-sebastian,Jon Aramburu,2500000.0
2023/2024,real-sociedad-san-sebastian,Álvaro Odriozola,2500000.0
2023/2024,real-sociedad-san-sebastian,Iñaki Rupérez,150000.0
2023/2024,real-sociedad-san-sebastian,Martín Zubimendi,50000000.0
2023/2024,real-sociedad-san-sebastian,Urko González de Zárate,1200000.0
2023/2024,real-sociedad-san-sebastian,Mikel Merino,50000000.0
2023/2024,real-sociedad-san-sebastian,Beñat Turrientes,20000000.0
2023/2024,real-sociedad-san-sebastian,Jon Ander Olasagasti,1200000.0
2023/2024,real-sociedad-san-sebastian,Brais Méndez,40000000.0
2023/2024,real-sociedad-san-sebastian,Arsen Zakharyan,18000000.0
2023/2024,real-sociedad-san-sebastian,Robert Navarro,6000000.0
2023/2024,real-sociedad-san-sebastian,Pablo Marín,1500000.0
2023/2024,real-sociedad-san-sebastian,Jon Magunazelaia,1000000.0
2023/2024,real-sociedad-san-sebastian,Ander Barrenetxea,20000000.0
2023/2024,real-sociedad-san-sebastian,Sheraldo Becker,10000000.0
2023/2024,real-sociedad-san-sebastian,Martín Merquelanz,600000.0
2023/2024,real-sociedad-san-sebastian,Takefusa Kubo,50000000.0
2023/2024,real-sociedad-san-sebastian,Mohamed-Ali Cho,10000000.0
2023/2024,real-sociedad-san-sebastian,Álex Sola,4000000.0
2023/2024,real-sociedad-san-sebastian,Alberto Dadie,250000.0
2023/2024,real-sociedad-san-sebastian,Mikel Oyarzabal,45000000.0
2023/2024,real-sociedad-san-sebastian,Umar Sadiq,10000000.0
2023/2024,real-sociedad-san-sebastian,André Silva,6000000.0
2023/2024,real-sociedad-san-sebastian,Jon Karrikaburu,2500000.0
2023/2024,real-sociedad-san-sebastian,Carlos Fernández,1500000.0
2023/2024,real-sociedad-san-sebastian,Bryan Fiabema,300000.0
2023/2024,atletico-madrid,Jan Oblak,28000000.0
2023/2024,atletico-madrid,Ivo Grbic,3500000.0
2023/2024,atletico-madrid,Horațiu Moldovan,2500000.0
2023/2024,atletico-madrid,Antonio Gomis,150000.0
2023/2024,atletico-madrid,Sergio Mestre,50000.0
