league,season,team,player,nation,pos,age,born,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G+A,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Expected xG,Expected npxG,Expected xAG,Expected npxG+xAG,Progression PrgC,Progression PrgP,Progression PrgR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Per 90 Minutes xG,Per 90 Minutes xAG,Per 90 Minutes xG+xAG,Per 90 Minutes npxG,Per 90 Minutes npxG+xAG,stat_type,nation_misc,pos_misc,age_misc,born_misc,90s,Performance CrdY_misc,Performance CrdR_misc,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%,stat_type_misc,nation_defense,pos_defense,age_defense,born_defense,90s_defense,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,stat_type_defense,nation_shooting,pos_shooting,age_shooting,born_shooting,90s_shooting,Standard Gls,Standard Sh,Standard SoT,Standard SoT%,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Standard FK,Standard PK,Standard PKatt,Expected xG_shooting,Expected npxG_shooting,Expected npxG/Sh,Expected G-xG,Expected np:G-xG,stat_type_shooting,nation_possession,pos_possession,age_possession,born_possession,90s_possession,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Succ%,Take-Ons Tkld,Take-Ons Tkld%,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,stat_type_possession,nation_passing,pos_passing,age_passing,born_passing,90s_passing,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,stat_type_passing
ESP-La Liga,2022,Sevilla,Alex Telles,BRA,DF,29,1992,27,15,1427,15.9,0,2,2,0,0,0,6,0,0.4,0.4,1.8,2.2,21,42,80,0.0,0.13,0.13,0.0,0.13,0.03,0.11,0.14,0.03,0.14,standard,BRA,DF,29,1992,15.9,6,0,0,25,14,1,83,20,13,1,0,0,78,26,16,61.9,misc,BRA,DF,29,1992,15.9,21,13,15,6,0,13,25,52.0,12,17,5,12,20,41,38,0,defense,BRA,DF,29,1992,15.9,0,12,1,8.3,0.76,0.06,0.0,0.0,22.5,1,0,0,0.4,0.4,0.04,-0.4,-0.4,shooting,BRA,DF,29,1992,15.9,880,57,287,348,252,11,880,28,14,50.0,13,46.4,400,1946,936,21,11,4,11,1,461,80,possession,BRA,DF,29,1992,15.9,542,728,74.5,9200,3455,275,308,89.3,192,254,75.6,59,125,47.2,2,1.8,1.2,0.2,19,41,19,14,42,passing
ESP-La Liga,2022,Girona,Alexander Callens,PER,DF,30,1992,6,0,120,1.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,5,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,PER,DF,30,1992,1.3,1,0,0,3,1,0,0,1,3,0,0,0,9,0,1,0.0,misc,PER,DF,30,1992,1.3,3,3,2,1,0,3,4,75.0,1,3,1,2,1,4,9,0,defense,PER,DF,30,1992,1.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,PER,DF,30,1992,1.3,111,11,53,53,5,0,111,0,0,,0,,76,361,213,5,3,0,2,1,72,1,possession,PER,DF,30,1992,1.3,78,93,83.9,1206,505,35,40,87.5,38,47,80.9,1,2,50.0,0,0.0,0.0,0.0,0,5,1,0,6,passing
ESP-La Liga,2022,Real Sociedad,Alexander Isak,SWE,FW,22,1999,2,2,152,1.7,1,0,1,1,0,0,0,0,0.2,0.2,0.1,0.3,3,3,11,0.59,0.0,0.59,0.59,0.59,0.12,0.06,0.18,0.12,0.18,standard,SWE,FW,22,1999,1.7,0,0,0,1,0,0,2,0,1,0,0,0,2,0,0,,misc,SWE,FW,22,1999,1.7,1,1,0,0,1,0,0,,0,0,0,0,0,1,2,0,defense,SWE,FW,22,1999,1.7,1,3,1,33.3,1.78,0.59,0.33,1.0,12.0,0,0,0,0.2,0.2,0.07,0.8,0.8,shooting,SWE,FW,22,1999,1.7,46,3,5,19,22,11,46,5,2,40.0,3,60.0,29,214,72,3,2,2,3,2,33,11,possession,SWE,FW,22,1999,1.7,17,30,56.7,236,60,11,14,78.6,6,9,66.7,0,2,0.0,0,0.1,0.0,-0.1,2,0,1,0,3,passing
ESP-La Liga,2022,Real Sociedad,Alexander Sørloth,NOR,FW,26,1995,34,28,2386,26.5,12,3,15,12,0,0,4,0,12.7,12.7,4.2,16.9,41,20,132,0.45,0.11,0.57,0.45,0.57,0.48,0.16,0.64,0.48,0.64,standard,NOR,FW,26,1995,26.5,4,0,0,32,16,17,8,2,9,0,0,0,74,60,54,52.6,misc,NOR,FW,26,1995,26.5,18,9,3,6,9,7,14,50.0,7,15,1,14,2,20,26,1,defense,NOR,FW,26,1995,26.5,12,63,27,42.9,2.38,1.02,0.19,0.44,11.3,0,0,0,12.7,12.7,0.2,-0.7,-0.7,shooting,NOR,FW,26,1995,26.5,807,29,64,331,431,107,807,75,29,38.7,42,56.0,458,2843,1264,41,30,19,84,61,591,132,possession,NOR,FW,26,1995,26.5,329,481,68.4,4213,567,210,269,78.1,88,132,66.7,9,16,56.3,3,4.2,1.9,-1.2,31,11,10,2,20,passing
ESP-La Liga,2022,Cádiz,Alfonso Espino,URU,DF,30,1992,36,35,3122,34.7,0,4,4,0,0,0,7,0,1.5,1.5,4.2,5.7,53,107,129,0.0,0.12,0.12,0.0,0.12,0.04,0.12,0.16,0.04,0.16,standard,URU,DF,30,1992,34.7,7,0,0,49,36,3,110,48,56,0,3,0,253,33,43,43.4,misc,URU,DF,30,1992,34.7,87,56,55,20,12,48,96,50.0,48,52,11,41,48,135,99,3,defense,URU,DF,30,1992,34.7,0,20,1,5.0,0.58,0.03,0.0,0.0,28.9,0,0,0,1.5,1.5,0.08,-1.5,-1.5,shooting,URU,DF,30,1992,34.7,1994,126,672,871,480,33,1994,52,25,48.1,23,44.2,820,3796,2147,53,34,7,52,23,860,129,possession,URU,DF,30,1992,34.7,989,1542,64.1,17362,8062,467,571,81.8,395,582,67.9,107,294,36.4,4,4.2,3.7,-0.2,35,84,37,21,107,passing
ESP-La Liga,2022,Villarreal,Alfonso Pedraza,ESP,DF,26,1996,26,20,1633,18.1,0,3,3,0,0,0,5,0,1.2,1.2,2.0,3.2,68,31,145,0.0,0.17,0.17,0.0,0.17,0.07,0.11,0.18,0.07,0.18,standard,ESP,DF,26,1996,18.1,5,0,0,20,15,2,76,18,26,0,0,0,88,12,12,50.0,misc,ESP,DF,26,1996,18.1,35,26,20,10,5,19,29,65.5,10,19,1,18,18,53,31,0,defense,ESP,DF,26,1996,18.1,0,26,10,38.5,1.43,0.55,0.0,0.0,18.4,0,0,0,1.2,1.2,0.05,-1.2,-1.2,shooting,ESP,DF,26,1996,18.1,1049,44,287,353,423,47,1049,59,21,35.6,32,54.2,555,4093,2265,68,46,14,30,14,607,145,possession,ESP,DF,26,1996,18.1,641,832,77.0,9606,2553,366,401,91.3,221,283,78.1,35,80,43.8,3,2.0,1.3,1.0,18,22,19,9,31,passing
ESP-La Liga,2022,Mallorca,Amath,SEN,"MF,FW",26,1996,28,12,1227,13.6,2,0,2,2,0,0,2,1,2.7,2.7,0.8,3.5,33,16,69,0.15,0.0,0.15,0.15,0.15,0.2,0.06,0.25,0.2,0.25,standard,SEN,"MF,FW",26,1996,13.6,2,1,0,35,24,7,16,5,19,1,0,0,62,8,19,29.6,misc,SEN,"MF,FW",26,1996,13.6,29,19,14,8,7,14,22,63.6,8,13,1,12,5,34,5,0,defense,SEN,"MF,FW",26,1996,13.6,2,23,7,30.4,1.69,0.51,0.09,0.29,14.0,0,0,0,2.7,2.7,0.12,-0.7,-0.7,shooting,SEN,"MF,FW",26,1996,13.6,464,12,70,171,229,40,464,34,14,41.2,15,44.1,261,1666,840,33,23,12,41,22,283,69,possession,SEN,"MF,FW",26,1996,13.6,215,299,71.9,2692,708,147,174,84.5,41,64,64.1,9,19,47.4,0,0.8,0.6,-0.8,2,13,5,3,16,passing
ESP-La Liga,2022,Real Sociedad,Ander Barrenetxea,ESP,"FW,DF",20,2001,23,9,878,9.8,3,1,4,3,0,0,4,0,3.0,3.0,1.2,4.2,36,27,72,0.31,0.1,0.41,0.31,0.41,0.31,0.12,0.43,0.31,0.43,standard,ESP,"FW,DF",20,2001,9.8,4,0,0,23,14,0,13,5,15,0,0,0,74,11,15,42.3,misc,ESP,"FW,DF",20,2001,9.8,21,15,15,6,0,12,28,42.9,16,15,1,14,5,26,7,0,defense,ESP,"FW,DF",20,2001,9.8,3,18,12,66.7,1.85,1.23,0.17,0.25,14.9,2,0,0,3.0,3.0,0.17,0.0,0.0,shooting,ESP,"FW,DF",20,2001,9.8,544,14,110,213,232,41,544,63,34,54.0,25,39.7,328,2099,994,36,15,17,36,18,348,72,possession,ESP,"FW,DF",20,2001,9.8,288,376,76.6,4302,1117,162,187,86.6,95,113,84.1,19,33,57.6,1,1.2,1.1,-0.2,9,14,9,1,27,passing
ESP-La Liga,2022,Athletic Club,Ander Capa,ESP,DF,30,1992,7,1,109,1.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,5,12,7,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.04,standard,ESP,DF,30,1992,1.2,1,0,0,4,0,0,4,0,1,0,0,0,10,4,0,100.0,misc,ESP,DF,30,1992,1.2,1,1,1,0,0,1,5,20.0,4,5,0,5,0,1,2,0,defense,ESP,DF,30,1992,1.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,ESP,DF,30,1992,1.2,110,2,24,50,37,2,110,3,2,66.7,1,33.3,53,406,193,5,9,1,3,2,56,7,possession,ESP,DF,30,1992,1.2,74,91,81.3,1275,441,31,35,88.6,30,37,81.1,8,12,66.7,0,0.0,0.1,0.0,1,5,2,1,12,passing
ESP-La Liga,2022,Real Sociedad,Ander Guevara,ESP,MF,25,1997,8,2,221,2.5,0,0,0,0,0,0,2,0,0.0,0.0,0.7,0.7,4,15,3,0.0,0.0,0.0,0.0,0.0,0.01,0.28,0.29,0.01,0.29,standard,ESP,MF,25,1997,2.5,2,0,0,5,3,0,0,2,2,0,0,0,19,3,2,60.0,misc,ESP,MF,25,1997,2.5,5,2,2,2,1,1,4,25.0,3,6,1,5,2,7,3,0,defense,ESP,MF,25,1997,2.5,0,1,0,0.0,0.41,0.0,0.0,,23.7,0,0,0,0.0,0.0,0.03,0.0,0.0,shooting,ESP,MF,25,1997,2.5,200,2,28,127,49,0,200,4,3,75.0,1,25.0,122,577,311,4,4,0,1,1,147,3,possession,ESP,MF,25,1997,2.5,161,179,89.9,2454,585,85,88,96.6,66,71,93.0,5,8,62.5,0,0.7,0.3,-0.7,4,23,1,0,15,passing
ESP-La Liga,2022,Athletic Club,Ander Herrera,ESP,MF,32,1989,17,9,697,7.7,0,1,1,0,0,0,4,1,0.5,0.5,0.9,1.4,8,40,14,0.0,0.13,0.13,0.0,0.13,0.07,0.11,0.18,0.07,0.18,standard,ESP,MF,32,1989,7.7,4,1,0,20,11,0,7,11,10,0,0,0,53,7,5,58.3,misc,ESP,MF,32,1989,7.7,18,10,8,7,3,6,18,33.3,12,12,3,9,11,29,12,0,defense,ESP,MF,32,1989,7.7,0,10,1,10.0,1.29,0.13,0.0,0.0,20.9,2,0,0,0.5,0.5,0.05,-0.5,-0.5,shooting,ESP,MF,32,1989,7.7,540,18,99,302,141,17,540,10,5,50.0,4,40.0,316,1009,452,8,8,1,6,8,387,14,possession,ESP,MF,32,1989,7.7,376,455,82.6,5618,1359,210,239,87.9,128,153,83.7,22,35,62.9,1,0.9,0.9,0.1,11,32,7,0,40,passing
ESP-La Liga,2022,Real Sociedad,Ander Martin,ESP,"MF,FW",21,2000,3,0,41,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.26,0.0,0.26,standard,ESP,"MF,FW",21,2000,0.5,0,0,0,2,0,0,4,0,2,0,0,0,5,1,3,25.0,misc,ESP,"MF,FW",21,2000,0.5,2,2,1,1,0,1,4,25.0,3,0,0,0,0,2,1,0,defense,ESP,"MF,FW",21,2000,0.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,ESP,"MF,FW",21,2000,0.5,29,2,7,7,15,0,29,1,1,100.0,0,0.0,10,54,23,1,1,0,0,0,14,0,possession,ESP,"MF,FW",21,2000,0.5,12,24,50.0,175,71,7,9,77.8,4,9,44.4,0,1,0.0,0,0.1,0.0,-0.1,2,2,0,0,3,passing
ESP-La Liga,2022,Real Sociedad,Andoni Gorosabel,ESP,DF,25,1996,27,19,1708,19.0,0,0,0,0,0,0,3,0,0.6,0.6,1.0,1.6,42,68,75,0.0,0.0,0.0,0.0,0.0,0.03,0.05,0.08,0.03,0.08,standard,ESP,DF,25,1996,19.0,3,0,0,25,17,0,41,17,25,0,0,0,82,19,33,36.5,misc,ESP,DF,25,1996,19.0,41,25,23,9,9,26,43,60.5,17,21,2,19,17,58,23,0,defense,ESP,DF,25,1996,19.0,0,14,1,7.1,0.74,0.05,0.0,0.0,21.7,0,0,0,0.6,0.6,0.04,-0.6,-0.6,shooting,ESP,DF,25,1996,19.0,1205,35,288,589,335,17,1205,19,9,47.4,6,31.6,599,2830,1483,42,30,1,14,8,705,75,possession,ESP,DF,25,1996,19.0,888,1049,84.7,13271,4844,512,561,91.3,297,344,86.3,50,83,60.2,0,1.0,1.7,-1.0,13,42,22,12,68,passing
ESP-La Liga,2022,Barcelona,Andreas Christensen,DEN,DF,26,1996,23,22,1760,19.6,1,1,2,1,0,0,2,0,1.0,1.0,0.5,1.5,18,91,5,0.05,0.05,0.1,0.05,0.1,0.05,0.03,0.08,0.05,0.08,standard,DEN,DF,26,1996,19.6,2,0,0,18,7,0,1,21,15,0,0,1,107,42,19,68.9,misc,DEN,DF,26,1996,19.6,20,15,9,11,0,10,16,62.5,6,14,12,2,21,41,47,0,defense,DEN,DF,26,1996,19.6,1,10,5,50.0,0.51,0.26,0.1,0.2,12.2,0,0,0,1.0,1.0,0.1,0.0,0.0,shooting,DEN,DF,26,1996,19.6,1652,127,645,962,50,13,1652,2,0,0.0,2,100.0,1170,5841,3232,18,15,0,10,1,1257,5,possession,DEN,DF,26,1996,19.6,1416,1507,94.0,25804,8685,549,580,94.7,740,761,97.2,113,142,79.6,1,0.5,0.9,0.5,6,114,4,0,91,passing
ESP-La Liga,2022,Real Madrid,Andriy Lunin,UKR,GK,23,1999,7,7,630,7.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,UKR,GK,23,1999,7.0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,,misc,UKR,GK,23,1999,7.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,defense,UKR,GK,23,1999,7.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,UKR,GK,23,1999,7.0,234,186,232,2,0,0,234,0,0,,0,,144,645,257,0,0,0,0,0,142,0,possession,UKR,GK,23,1999,7.0,205,227,90.3,4750,3000,45,45,100.0,117,120,97.5,43,61,70.5,0,0.0,0.0,0.0,0,0,0,0,0,passing
ESP-La Liga,2022,Betis,Andrés Guardado,MEX,MF,35,1986,26,16,1373,15.3,1,1,2,1,0,0,7,0,0.3,0.3,1.1,1.4,14,72,13,0.07,0.07,0.13,0.07,0.13,0.02,0.07,0.09,0.02,0.09,standard,MEX,MF,35,1986,15.3,7,0,0,16,10,0,9,23,25,0,0,0,121,17,29,37.0,misc,MEX,MF,35,1986,15.3,41,25,17,20,4,18,43,41.9,25,14,5,9,23,64,29,0,defense,MEX,MF,35,1986,15.3,1,8,3,37.5,0.52,0.2,0.13,0.33,23.2,1,0,0,0.3,0.3,0.04,0.7,0.7,shooting,MEX,MF,35,1986,15.3,1022,34,277,610,151,6,1022,10,5,50.0,4,40.0,590,2806,1360,14,16,0,18,6,659,13,possession,MEX,MF,35,1986,15.3,739,870,84.9,13792,3995,341,363,93.9,292,333,87.7,95,137,69.3,1,1.1,1.0,-0.1,12,70,5,0,72,passing
ESP-La Liga,2022,Rayo Vallecano,Andrés Martín,ESP,"FW,MF",23,1999,9,3,205,2.3,0,0,0,0,0,0,1,0,0.5,0.5,0.5,1.0,3,4,22,0.0,0.0,0.0,0.0,0.0,0.21,0.21,0.43,0.21,0.43,standard,ESP,"FW,MF",23,1999,2.3,1,0,0,5,3,0,11,1,2,0,0,0,16,5,2,71.4,misc,ESP,"FW,MF",23,1999,2.3,4,2,2,1,1,3,5,60.0,2,2,0,2,1,5,2,0,defense,ESP,"FW,MF",23,1999,2.3,0,4,2,50.0,1.76,0.88,0.0,0.0,13.7,0,0,0,0.5,0.5,0.12,-0.5,-0.5,shooting,ESP,"FW,MF",23,1999,2.3,102,3,22,32,48,5,102,6,3,50.0,2,33.3,53,188,95,3,3,1,7,2,62,22,possession,ESP,"FW,MF",23,1999,2.3,39,77,50.6,623,173,21,33,63.6,12,19,63.2,4,14,28.6,0,0.5,0.2,-0.5,1,1,3,2,4,passing
ESP-La Liga,2022,Barcelona,Ansu Fati,ESP,FW,19,2002,36,12,1393,15.5,7,3,10,7,0,0,3,0,9.1,9.1,1.7,10.7,47,48,178,0.45,0.19,0.65,0.45,0.65,0.59,0.11,0.69,0.59,0.69,standard,ESP,FW,19,2002,15.5,3,0,0,18,13,10,9,5,9,0,0,0,65,7,14,33.3,misc,ESP,FW,19,2002,15.5,16,9,8,4,4,5,18,27.8,13,19,0,19,5,21,6,0,defense,ESP,FW,19,2002,15.5,7,61,18,29.5,3.94,1.16,0.11,0.39,15.0,3,0,0,9.1,9.1,0.16,-2.1,-2.1,shooting,ESP,FW,19,2002,15.5,806,10,64,278,470,128,806,47,23,48.9,21,44.7,557,2983,1399,47,28,31,35,30,640,178,possession,ESP,FW,19,2002,15.5,509,609,83.6,6451,1024,359,398,90.2,114,136,83.8,18,23,78.3,3,1.7,2.3,1.3,16,23,19,1,48,passing
ESP-La Liga,2022,Osasuna,Ante Budimir,CRO,FW,31,1991,31,22,1798,20.0,8,0,8,8,0,0,5,0,7.6,7.6,0.7,8.3,23,23,98,0.4,0.0,0.4,0.4,0.4,0.38,0.03,0.41,0.38,0.41,standard,CRO,FW,31,1991,20.0,5,0,0,48,23,12,3,5,9,1,0,0,37,97,104,48.3,misc,CRO,FW,31,1991,20.0,19,9,0,12,7,2,10,20.0,8,10,0,10,5,24,19,0,defense,CRO,FW,31,1991,20.0,8,58,21,36.2,2.9,1.05,0.14,0.38,11.6,0,0,0,7.6,7.6,0.13,0.4,0.4,shooting,CRO,FW,31,1991,20.0,563,18,36,254,281,118,563,34,16,47.1,14,41.2,259,1199,449,23,16,10,62,27,398,98,possession,CRO,FW,31,1991,20.0,194,315,61.6,2324,372,123,172,71.5,55,97,56.7,1,7,14.3,0,0.7,0.6,-0.7,10,13,3,0,23,passing
ESP-La Liga,2022,Cádiz,Anthony Lozano,HON,FW,29,1993,28,14,1443,16.0,1,1,2,1,0,0,6,0,2.6,2.6,0.8,3.5,19,28,58,0.06,0.06,0.12,0.06,0.12,0.17,0.05,0.22,0.17,0.22,standard,HON,FW,29,1993,16.0,6,0,0,43,35,8,7,3,4,1,0,0,47,60,79,43.2,misc,HON,FW,29,1993,16.0,6,4,1,4,1,1,7,14.3,6,12,1,11,3,9,17,0,defense,HON,FW,29,1993,16.0,1,30,8,26.7,1.87,0.5,0.03,0.13,16.7,0,0,0,2.6,2.6,0.09,-1.6,-1.6,shooting,HON,FW,29,1993,16.0,495,20,61,246,199,47,495,44,17,38.6,22,50.0,313,1693,658,19,15,7,62,37,397,58,possession,HON,FW,29,1993,16.0,198,293,67.6,2420,589,123,159,77.4,54,80,67.5,4,12,33.3,1,0.8,1.0,0.2,11,19,6,1,28,passing
ESP-La Liga,2022,Atlético Madrid,Antoine Griezmann,FRA,"FW,MF",31,1991,38,31,2859,31.8,15,16,31,15,0,0,2,0,12.3,12.3,13.8,26.1,99,171,202,0.47,0.5,0.98,0.47,0.98,0.39,0.44,0.82,0.39,0.82,standard,FRA,"FW,MF",31,1991,31.8,2,0,0,22,41,11,131,24,34,0,0,0,150,28,34,45.2,misc,FRA,"FW,MF",31,1991,31.8,49,34,15,23,11,20,66,30.3,46,34,3,31,24,73,31,0,defense,FRA,"FW,MF",31,1991,31.8,15,111,44,39.6,3.49,1.39,0.14,0.34,17.6,5,0,0,12.3,12.3,0.11,2.7,2.7,shooting,FRA,"FW,MF",31,1991,31.8,1971,45,247,933,818,153,1970,83,47,56.6,28,33.7,1103,5931,3089,99,66,25,41,35,1445,202,possession,FRA,"FW,MF",31,1991,31.8,1236,1597,77.4,18976,5448,685,774,88.5,384,487,78.9,104,207,50.2,16,13.8,9.8,2.2,84,117,58,13,171,passing
ESP-La Liga,2022,Cádiz,Antonio Blanco,ESP,MF,22,2000,3,2,158,1.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,standard,ESP,MF,22,2000,1.8,0,0,0,2,1,0,0,1,4,0,0,0,7,3,0,100.0,misc,ESP,MF,22,2000,1.8,6,4,5,1,0,4,6,66.7,2,5,0,5,1,7,3,0,defense,ESP,MF,22,2000,1.8,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,ESP,MF,22,2000,1.8,82,4,20,46,16,0,82,1,0,0.0,1,100.0,40,166,57,1,1,0,2,3,53,2,possession,ESP,MF,22,2000,1.8,57,61,93.4,818,137,31,33,93.9,22,24,91.7,1,1,100.0,0,0.0,0.1,0.0,1,3,1,0,2,passing
ESP-La Liga,2022,Atlético Madrid,Antonio Gomis,ESP,GK,19,2003,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ESP,GK,19,2003,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,misc,ESP,GK,19,2003,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,defense,ESP,GK,19,2003,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,ESP,GK,19,2003,0.1,3,3,3,0,0,0,3,0,0,,0,,1,19,7,0,0,0,0,0,0,0,possession,ESP,GK,19,2003,0.1,0,3,0.0,0,0,0,0,,0,0,,0,3,0.0,0,0.0,0.0,0.0,0,0,0,0,0,passing
ESP-La Liga,2022,Mallorca,Antonio Raillo,ESP,DF,30,1991,31,31,2766,30.7,2,3,5,2,0,0,11,1,0.6,0.6,1.1,1.7,8,50,5,0.07,0.1,0.16,0.07,0.16,0.02,0.03,0.05,0.02,0.05,standard,ESP,DF,30,1991,30.7,11,1,0,42,21,5,0,31,21,1,0,0,140,92,51,64.3,misc,ESP,DF,30,1991,30.7,34,21,23,11,0,10,15,66.7,5,38,29,9,31,65,158,1,defense,ESP,DF,30,1991,30.7,2,13,5,38.5,0.42,0.16,0.15,0.4,13.9,0,0,0,0.6,0.6,0.05,1.4,1.4,shooting,ESP,DF,30,1991,30.7,1413,247,798,579,53,34,1413,3,2,66.7,1,33.3,706,4410,2519,8,4,0,9,3,713,5,possession,ESP,DF,30,1991,30.7,902,1088,82.9,18671,6723,230,271,84.9,566,612,92.5,99,173,57.2,3,1.1,0.6,1.9,7,32,0,0,50,passing
ESP-La Liga,2022,Real Madrid,Antonio Rüdiger,GER,DF,29,1993,33,26,2415,26.8,1,0,1,1,0,0,1,0,1.8,1.8,0.1,1.9,21,59,10,0.04,0.0,0.04,0.04,0.04,0.07,0.0,0.07,0.07,0.07,standard,GER,DF,29,1993,26.8,1,0,0,13,7,2,5,19,16,0,0,0,158,37,22,62.7,misc,GER,DF,29,1993,26.8,18,16,12,5,1,14,23,60.9,9,23,13,10,19,37,74,0,defense,GER,DF,29,1993,26.8,1,22,4,18.2,0.82,0.15,0.05,0.25,14.8,0,0,0,1.8,1.8,0.08,-0.8,-0.8,shooting,GER,DF,29,1993,26.8,1814,194,907,840,79,25,1814,4,3,75.0,1,25.0,1216,5991,3731,21,11,0,8,2,1339,10,possession,GER,DF,29,1993,26.8,1486,1617,91.9,26566,8924,595,621,95.8,768,807,95.2,109,153,71.2,0,0.1,0.9,-0.1,2,75,6,0,59,passing
ESP-La Liga,2022,Mallorca,Antonio Sánchez,ESP,"MF,DF",25,1997,32,11,1076,12.0,0,0,0,0,0,0,5,0,0.6,0.6,0.8,1.4,22,34,56,0.0,0.0,0.0,0.0,0.0,0.05,0.07,0.12,0.05,0.12,standard,ESP,"MF,DF",25,1997,12.0,5,0,0,26,15,0,32,22,8,1,1,0,96,7,16,30.4,misc,ESP,"MF,DF",25,1997,12.0,19,8,13,4,2,10,34,29.4,24,18,0,18,22,41,14,1,defense,ESP,"MF,DF",25,1997,12.0,0,12,5,41.7,1.0,0.42,0.0,0.0,22.5,0,0,0,0.6,0.6,0.05,-0.6,-0.6,shooting,ESP,"MF,DF",25,1997,12.0,602,18,150,279,187,16,602,26,12,46.2,14,53.8,349,2184,850,22,19,2,25,19,342,56,possession,ESP,"MF,DF",25,1997,12.0,312,447,69.8,5402,1314,146,176,83.0,122,156,78.2,33,69,47.8,0,0.8,0.8,-0.8,6,24,6,4,34,passing
ESP-La Liga,2022,Valladolid,Anuar,MAR,"MF,FW",27,1995,3,3,210,2.3,1,0,1,1,0,0,1,0,0.4,0.4,0.5,0.8,6,3,4,0.43,0.0,0.43,0.43,0.43,0.15,0.2,0.35,0.15,0.35,standard,MAR,"MF,FW",27,1995,2.3,1,0,0,3,6,1,1,3,4,0,0,0,10,2,5,28.6,misc,MAR,"MF,FW",27,1995,2.3,4,4,0,1,3,0,0,,0,5,2,3,3,7,3,0,defense,MAR,"MF,FW",27,1995,2.3,1,3,1,33.3,1.29,0.43,0.33,1.0,13.0,0,0,0,0.4,0.4,0.12,0.6,0.6,shooting,MAR,"MF,FW",27,1995,2.3,70,8,20,30,20,8,70,4,2,50.0,0,0.0,37,261,127,6,2,3,7,4,41,4,possession,MAR,"MF,FW",27,1995,2.3,30,40,75.0,363,114,18,23,78.3,9,10,90.0,0,0,,0,0.5,0.0,-0.5,4,3,0,0,3,passing
