league,season,team,player,nation,pos,age,born,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G+A,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Expected xG,Expected npxG,Expected xAG,Expected npxG+xAG,Progression PrgC,Progression PrgP,Progression PrgR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Per 90 Minutes xG,Per 90 Minutes xAG,Per 90 Minutes xG+xAG,Per 90 Minutes npxG,Per 90 Minutes npxG+xAG,stat_type,nation_shooting,pos_shooting,age_shooting,born_shooting,90s,Standard Gls,Standard Sh,Standard SoT,Standard Sh/90,Standard SoT/90,Standard FK,Standard PK,Standard PKatt,Expected xG_shooting,Expected npxG_shooting,Expected G-xG,Expected np:G-xG,stat_type_shooting,nation_misc,pos_misc,age_misc,born_misc,Performance CrdY_misc,Performance CrdR_misc,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,stat_type_misc,nation_possession,pos_possession,age_possession,born_possession,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Tkld,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,stat_type_possession,nation_passing,pos_passing,age_passing,born_passing,90s_passing,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Ast,xAG,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,stat_type_passing,nation_defense,pos_defense,age_defense,born_defense,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,stat_type_defense
ITA-Serie A,2022,Juventus,Alex Sandro,BRA,DF,31,1991,25,21,1787,19.9,0,1,1,0,0,0,5,1,0.2,0.2,0.9,1.1,51,97,25,0.0,0.05,0.05,0.0,0.05,0.01,0.05,0.05,0.01,0.05,standard,BRA,DF,31,1991,19.9,0,5,0,0.25,0.0,0,0,0,0.2,0.2,-0.2,-0.2,shooting,BRA,DF,31,1991,5,1,0,27,25,1,19,15,20,1,0,0,127,39,22,misc,BRA,DF,31,1991,1455,118,521,750,196,13,1455,28,19,4,763,4257,2489,51,36,3,26,17,901,25,possession,BRA,DF,31,1991,19.9,1081,1256,86.1,19560,6667,466,504,92.5,477,532,89.7,120,172,1,0.9,1.1,0.1,12,93,9,3,97,passing,BRA,DF,31,1991,35,20,16,16,3,15,22,7,27,10,17,15,50,64,1,defense
ITA-Serie A,2022,Lecce,Alexis Blin,FRA,MF,25,1996,35,26,2376,26.4,1,0,1,1,0,0,8,0,2.8,2.8,1.1,3.9,13,101,32,0.04,0.0,0.04,0.04,0.04,0.11,0.04,0.15,0.11,0.15,standard,FRA,MF,25,1996,26.4,1,22,4,0.83,0.15,0,0,0,2.8,2.8,-1.8,-1.8,shooting,FRA,MF,25,1996,8,0,0,47,31,1,28,34,39,1,0,0,133,55,69,misc,FRA,MF,25,1996,1299,86,352,697,257,33,1299,11,5,6,536,2330,1095,13,17,1,34,15,665,32,possession,FRA,MF,25,1996,26.4,766,963,79.5,12309,3766,379,446,85.0,290,353,82.2,59,96,0,1.1,0.8,-1.1,15,88,13,3,101,passing,FRA,MF,25,1996,69,39,27,33,9,38,73,35,55,15,40,34,103,74,0,defense
ITA-Serie A,2022,Milan,Alexis Saelemaekers,BEL,"FW,DF",23,1999,30,14,1403,15.6,2,3,5,2,0,0,1,0,2.5,2.5,4.1,6.6,52,52,143,0.13,0.19,0.32,0.13,0.32,0.16,0.27,0.42,0.16,0.42,standard,BEL,"FW,DF",23,1999,15.6,2,35,10,2.25,0.64,0,0,0,2.5,2.5,-0.5,-0.5,shooting,BEL,"FW,DF",23,1999,1,0,0,23,22,2,48,19,20,0,1,0,63,9,5,misc,BEL,"FW,DF",23,1999,836,13,105,337,407,50,836,72,31,32,503,3229,1563,52,23,15,38,21,568,143,possession,BEL,"FW,DF",23,1999,15.6,480,621,77.3,6935,1932,279,332,84.0,155,197,78.7,26,46,3,4.1,3.6,-1.1,22,28,30,10,52,passing,BEL,"FW,DF",23,1999,31,20,12,16,3,19,41,22,13,1,12,19,50,11,0,defense
ITA-Serie A,2022,Fiorentina,Alfred Duncan,GHA,MF,29,1993,25,13,1103,12.3,1,0,1,1,0,0,3,0,0.5,0.5,0.6,1.1,18,70,30,0.08,0.0,0.08,0.08,0.08,0.04,0.05,0.09,0.04,0.09,standard,GHA,MF,29,1993,12.3,1,9,2,0.73,0.16,0,0,0,0.5,0.5,0.5,0.5,shooting,GHA,MF,29,1993,3,0,0,26,12,1,26,8,10,0,0,0,67,9,7,misc,GHA,MF,29,1993,634,10,92,371,179,9,634,23,12,8,348,1705,786,18,16,4,17,14,434,30,possession,GHA,MF,29,1993,12.3,421,540,78.0,7705,2400,173,198,87.4,183,217,84.3,49,88,0,0.6,0.7,-0.6,14,58,10,5,70,passing,GHA,MF,29,1993,18,10,0,17,1,10,21,11,9,0,9,8,26,6,0,defense
ITA-Serie A,2022,Napoli,Amir Rrahmani,KVX,DF,28,1994,29,27,2448,27.2,2,1,3,2,0,0,2,0,1.8,1.8,1.0,2.9,23,135,5,0.07,0.04,0.11,0.07,0.11,0.07,0.04,0.11,0.07,0.11,standard,KVX,DF,28,1994,27.2,2,21,3,0.77,0.11,0,0,0,1.8,1.8,0.2,0.2,shooting,KVX,DF,28,1994,2,0,0,22,12,1,1,14,18,0,0,0,162,67,40,misc,KVX,DF,28,1994,2372,228,955,1327,102,29,2372,6,3,2,1573,8201,5024,23,23,1,9,3,1768,5,possession,KVX,DF,28,1994,27.2,1977,2167,91.2,39821,13543,641,688,93.2,1039,1081,96.1,266,349,1,1.0,0.8,0.0,12,149,7,0,135,passing,KVX,DF,28,1994,33,18,20,13,0,17,26,9,36,20,16,14,47,79,1,defense
ITA-Serie A,2022,Napoli,Andre-Frank Zambo Anguissa,CMR,MF,26,1995,36,36,3050,33.9,3,5,8,3,0,0,3,0,4.4,4.4,2.6,7.0,58,181,140,0.09,0.15,0.24,0.09,0.24,0.13,0.08,0.21,0.13,0.21,standard,CMR,MF,26,1995,33.9,3,50,15,1.48,0.44,1,0,0,4.4,4.4,-1.4,-1.4,shooting,CMR,MF,26,1995,3,0,0,44,48,2,24,49,32,1,0,0,226,47,27,misc,CMR,MF,26,1995,2647,47,408,1519,758,88,2647,71,33,33,1744,7649,3048,58,56,9,72,50,2108,140,possession,CMR,MF,26,1995,33.9,1988,2261,87.9,28244,6636,1153,1248,92.4,646,729,88.6,90,133,5,2.6,2.4,2.4,33,185,25,0,181,passing,CMR,MF,26,1995,53,32,16,29,8,16,64,48,50,4,46,49,102,25,0,defense
ITA-Serie A,2022,Atalanta,Éderson,BRA,MF,23,1999,35,25,2215,24.6,1,1,2,1,0,0,4,0,2.0,2.0,2.3,4.2,37,93,62,0.04,0.04,0.08,0.04,0.08,0.08,0.09,0.17,0.08,0.17,standard,BRA,MF,23,1999,24.6,1,36,10,1.46,0.41,0,0,0,2.0,2.0,-1.0,-1.0,shooting,BRA,MF,23,1999,4,0,0,28,43,0,15,36,34,0,1,0,168,20,21,misc,BRA,MF,23,1999,1455,50,339,778,355,46,1455,66,37,24,842,4133,2027,37,35,11,48,30,964,62,possession,BRA,MF,23,1999,24.6,884,1091,81.0,15666,4516,374,434,86.2,378,436,86.7,97,133,1,2.3,2.1,-1.3,21,93,15,4,93,passing,BRA,MF,23,1999,67,34,18,42,7,29,66,37,56,7,49,36,103,31,0,defense
ITA-Serie A,2022,Roma,Andrea Belotti,ITA,FW,28,1993,31,11,1146,12.7,0,2,2,0,0,1,0,0,3.5,2.7,1.6,4.3,21,13,94,0.0,0.16,0.16,0.0,0.16,0.27,0.13,0.4,0.21,0.34,standard,ITA,FW,28,1993,12.7,0,19,9,1.49,0.71,0,0,1,3.5,2.7,-3.5,-2.7,shooting,ITA,FW,28,1993,0,0,0,21,36,7,6,3,5,0,0,0,24,36,61,misc,ITA,FW,28,1993,404,7,34,164,210,52,403,33,7,18,226,1235,452,21,14,11,34,15,322,94,possession,ITA,FW,28,1993,12.7,171,258,66.3,2169,381,103,135,76.3,45,62,72.6,5,9,2,1.6,0.7,0.4,14,6,5,0,13,passing,ITA,FW,28,1993,12,5,3,5,4,5,11,6,11,1,10,3,15,5,0,defense
ITA-Serie A,2022,Bologna,Andrea Cambiaso,ITA,DF,22,2000,32,25,2170,24.1,0,3,3,0,0,0,2,0,0.9,0.9,2.4,3.3,64,83,105,0.0,0.12,0.12,0.0,0.12,0.04,0.1,0.14,0.04,0.14,standard,ITA,DF,22,2000,24.1,0,17,5,0.71,0.21,0,0,0,0.9,0.9,-0.9,-0.9,shooting,ITA,DF,22,2000,2,0,0,26,30,5,56,26,34,0,0,0,154,3,24,misc,ITA,DF,22,2000,1790,70,620,771,423,40,1790,60,31,24,1030,5494,2822,64,59,17,42,18,1148,105,possession,ITA,DF,22,2000,24.1,1277,1521,84.0,19674,6031,686,753,91.1,472,541,87.2,83,144,3,2.4,1.6,0.6,28,48,24,7,83,passing,ITA,DF,22,2000,57,34,34,20,3,28,65,37,26,2,24,26,83,33,1,defense
ITA-Serie A,2022,Monza,Andrea Carboni,ITA,DF,21,2001,4,1,167,1.9,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,4,9,2,0.0,0.0,0.0,0.0,0.0,0.03,0.07,0.1,0.03,0.1,standard,ITA,DF,21,2001,1.9,0,1,1,0.54,0.54,0,0,0,0.1,0.1,-0.1,-0.1,shooting,ITA,DF,21,2001,0,0,0,1,1,0,5,3,2,0,0,0,8,0,3,misc,ITA,DF,21,2001,104,4,41,43,20,4,104,3,1,2,50,284,190,4,2,0,0,0,66,2,possession,ITA,DF,21,2001,1.9,69,87,79.3,1170,558,33,38,86.8,29,31,93.5,7,14,0,0.1,0.3,-0.1,1,3,2,2,9,passing,ITA,DF,21,2001,3,2,2,0,1,2,5,3,3,2,1,3,6,2,1,defense
ITA-Serie A,2022,Monza,Andrea Colpani,ITA,MF,23,1999,27,10,948,10.5,4,1,5,4,0,0,1,0,2.1,2.1,1.9,4.1,31,51,69,0.38,0.09,0.47,0.38,0.47,0.2,0.18,0.39,0.2,0.39,standard,ITA,MF,23,1999,10.5,4,25,10,2.37,0.95,0,0,0,2.1,2.1,1.9,1.9,shooting,ITA,MF,23,1999,1,0,0,22,26,0,33,3,9,1,0,0,55,6,10,misc,ITA,MF,23,1999,538,8,55,267,232,31,538,41,20,13,371,2327,1110,31,32,8,22,17,412,69,possession,ITA,MF,23,1999,10.5,319,409,78.0,5412,1268,157,180,87.2,123,145,84.8,30,55,1,1.9,1.8,-0.9,17,28,14,2,51,passing,ITA,MF,23,1999,14,9,6,5,3,8,12,4,14,2,12,3,17,6,0,defense
ITA-Serie A,2022,Sassuolo,Andrea Consigli,ITA,GK,35,1987,35,35,3150,35.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ITA,GK,35,1987,35.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,shooting,ITA,GK,35,1987,0,0,0,0,4,0,0,0,0,0,0,0,32,9,1,misc,ITA,GK,35,1987,1480,1194,1468,11,1,0,1480,0,0,0,873,4354,2708,0,0,0,1,0,761,0,possession,ITA,GK,35,1987,35.0,1130,1427,79.2,31355,20598,200,201,99.5,483,486,99.4,444,735,0,0.0,0.0,0.0,0,16,0,0,1,passing,ITA,GK,35,1987,1,0,1,0,0,0,1,1,0,0,0,0,1,13,3,defense
ITA-Serie A,2022,Sampdoria,Andrea Conti,ITA,DF,28,1994,1,0,23,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ITA,DF,28,1994,0.3,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,shooting,ITA,DF,28,1994,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,misc,ITA,DF,28,1994,11,0,0,8,3,0,11,0,0,0,4,10,5,0,0,0,0,1,6,2,possession,ITA,DF,28,1994,0.3,6,11,54.5,76,25,5,7,71.4,1,3,33.3,0,0,0,0.0,0.0,0.0,0,0,0,0,1,passing,ITA,DF,28,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,defense
ITA-Serie A,2022,Monza,Andrea Petagna,ITA,FW,27,1995,31,19,1663,18.5,4,5,9,3,1,1,2,0,5.7,4.9,4.4,9.3,23,34,132,0.22,0.27,0.49,0.16,0.43,0.31,0.24,0.54,0.26,0.5,standard,ITA,FW,27,1995,18.5,4,35,12,1.89,0.65,0,1,1,5.7,4.9,-1.7,-1.9,shooting,ITA,FW,27,1995,2,0,0,29,30,10,3,3,5,1,1,0,46,39,36,misc,ITA,FW,27,1995,641,21,47,343,256,88,640,37,20,11,373,2180,657,23,13,11,64,43,497,132,possession,ITA,FW,27,1995,18.5,316,434,72.8,4500,728,193,237,81.4,85,122,69.7,17,27,5,4.4,2.0,0.6,30,20,10,0,34,passing,ITA,FW,27,1995,7,5,2,3,2,3,6,3,16,4,12,3,10,18,0,defense
ITA-Serie A,2022,Atalanta,Brandon Soppy,FRA,DF,20,2002,15,8,643,7.1,0,3,3,0,0,0,2,0,0.3,0.3,1.6,2.0,23,33,35,0.0,0.42,0.42,0.0,0.42,0.05,0.23,0.27,0.05,0.27,standard,FRA,DF,20,2002,7.1,0,7,2,0.98,0.28,0,0,0,0.3,0.3,-0.3,-0.3,shooting,FRA,DF,20,2002,2,0,0,18,20,2,19,3,5,1,0,0,49,4,2,misc,FRA,DF,20,2002,413,8,90,185,143,22,413,26,6,13,220,1230,679,23,12,6,16,8,241,35,possession,FRA,DF,20,2002,7.1,243,322,75.5,3511,1451,138,158,87.3,86,116,74.1,11,25,3,1.6,1.3,1.4,11,27,9,4,33,passing,FRA,DF,20,2002,8,5,4,4,0,3,9,6,10,0,10,3,11,7,0,defense
ITA-Serie A,2022,Udinese,Brandon Soppy,FRA,DF,20,2002,1,1,90,1.0,0,0,0,0,0,0,1,0,0.1,0.1,0.2,0.3,4,4,4,0.0,0.0,0.0,0.0,0.0,0.07,0.19,0.27,0.07,0.27,standard,FRA,DF,20,2002,1.0,0,2,1,2.0,1.0,0,0,0,0.1,0.1,-0.1,-0.1,shooting,FRA,DF,20,2002,1,0,0,2,2,0,1,1,1,0,1,0,6,1,0,misc,FRA,DF,20,2002,48,2,8,19,21,3,48,6,1,4,33,272,137,4,4,0,0,0,27,4,possession,FRA,DF,20,2002,1.0,22,32,68.8,322,140,13,14,92.9,7,10,70.0,1,6,0,0.2,0.0,-0.2,2,2,1,0,4,passing,FRA,DF,20,2002,1,1,0,1,0,0,0,0,4,0,4,1,2,1,0,defense
ITA-Serie A,2022,Torino,Brian Bayeye,COD,DF,22,2000,2,1,64,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,3,5,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,standard,COD,DF,22,2000,0.7,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,shooting,COD,DF,22,2000,0,0,0,1,1,0,2,1,0,0,0,0,12,0,1,misc,COD,DF,22,2000,64,6,29,24,11,3,64,2,2,0,23,139,93,3,2,2,3,2,29,5,possession,COD,DF,22,2000,0.7,30,50,60.0,509,284,14,16,87.5,11,17,64.7,4,6,0,0.0,0.0,0.0,1,2,1,1,3,passing,COD,DF,22,2000,3,0,3,0,0,1,1,0,1,1,0,1,4,2,0,defense
ITA-Serie A,2022,Hellas Verona,Bruno Amione,ARG,DF,20,2002,1,1,58,0.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ARG,DF,20,2002,0.6,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,shooting,ARG,DF,20,2002,1,0,0,3,0,0,0,0,1,0,0,0,5,1,0,misc,ARG,DF,20,2002,20,9,17,4,0,0,20,0,0,0,7,22,8,0,0,0,0,0,4,0,possession,ARG,DF,20,2002,0.6,11,16,68.8,167,40,6,6,100.0,5,7,71.4,0,2,0,0.0,0.0,0.0,0,0,0,0,0,passing,ARG,DF,20,2002,1,1,1,0,0,1,2,1,1,0,1,0,1,4,0,defense
ITA-Serie A,2022,Sampdoria,Bruno Amione,ARG,DF,20,2002,26,25,2086,23.2,1,1,2,1,0,0,10,1,0.9,0.9,0.6,1.5,11,54,9,0.04,0.04,0.09,0.04,0.09,0.04,0.03,0.06,0.04,0.06,standard,ARG,DF,20,2002,23.2,1,12,2,0.52,0.09,0,0,0,0.9,0.9,0.1,0.1,shooting,ARG,DF,20,2002,10,1,1,24,16,0,5,25,33,0,1,0,121,68,43,misc,ARG,DF,20,2002,1263,139,715,479,83,24,1263,10,2,6,663,2805,1165,11,16,0,20,1,691,9,possession,ARG,DF,20,2002,23.2,821,1032,79.6,14337,5874,337,386,87.3,413,479,86.2,59,117,1,0.6,0.8,0.4,3,38,3,1,54,passing,ARG,DF,20,2002,50,33,36,14,0,19,43,24,26,11,15,25,75,62,1,defense
ITA-Serie A,2022,Roma,Bryan Cristante,ITA,"MF,DF",27,1995,36,34,2938,32.6,1,1,2,1,0,1,8,1,2.6,1.8,1.4,3.2,16,142,27,0.03,0.03,0.06,0.03,0.06,0.08,0.04,0.12,0.06,0.1,standard,ITA,"MF,DF",27,1995,32.6,1,28,5,0.86,0.15,0,0,1,2.6,1.8,-1.6,-0.8,shooting,ITA,"MF,DF",27,1995,8,1,0,52,19,2,11,18,62,0,0,0,209,75,41,misc,ITA,"MF,DF",27,1995,1994,99,559,1257,196,39,1993,13,9,3,1043,4607,2063,16,13,4,25,11,1290,27,possession,ITA,"MF,DF",27,1995,32.6,1381,1679,82.3,25923,8226,571,647,88.3,590,666,88.6,182,296,1,1.4,2.0,-0.4,16,157,17,4,142,passing,ITA,"MF,DF",27,1995,113,62,55,49,9,55,90,35,39,10,29,18,131,53,0,defense
ITA-Serie A,2022,Atalanta,Caleb Okoli,ITA,DF,21,2001,17,9,960,10.7,0,0,0,0,0,0,3,0,0.5,0.5,0.0,0.5,4,19,12,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,standard,ITA,DF,21,2001,10.7,0,7,2,0.66,0.19,0,0,0,0.5,0.5,-0.5,-0.5,shooting,ITA,DF,21,2001,3,0,0,15,8,0,2,30,17,0,0,0,66,43,25,misc,ITA,DF,21,2001,598,62,328,229,48,12,598,1,0,1,265,1059,463,4,5,0,12,5,286,12,possession,ITA,DF,21,2001,10.7,345,458,75.3,5887,2267,156,190,82.1,151,189,79.9,28,49,0,0.0,0.1,0.0,0,11,2,0,19,passing,ITA,DF,21,2001,21,17,14,6,1,10,25,15,10,5,5,30,51,44,3,defense
ITA-Serie A,2022,Monza,Carlos Augusto,BRA,DF,23,1999,35,35,3083,34.3,6,5,11,6,0,0,4,0,4.4,4.4,3.7,8.1,87,101,151,0.18,0.15,0.32,0.18,0.32,0.13,0.11,0.24,0.13,0.24,standard,BRA,DF,23,1999,34.3,6,42,16,1.23,0.47,0,0,0,4.4,4.4,1.6,1.6,shooting,BRA,DF,23,1999,4,0,0,41,19,6,54,24,38,0,0,0,157,57,33,misc,BRA,DF,23,1999,2073,111,676,917,498,71,2073,61,33,24,1032,5925,3073,87,62,15,45,28,1267,151,possession,BRA,DF,23,1999,34.3,1430,1719,83.2,22788,6775,743,811,91.6,566,665,85.1,82,133,5,3.7,3.4,1.3,26,75,27,7,101,passing,BRA,DF,23,1999,73,38,42,23,8,33,54,21,24,6,18,24,97,85,1,defense
ITA-Serie A,2022,Bologna,Charalambos Lykogiannis,GRE,DF,28,1993,21,11,1108,12.3,2,0,2,2,0,0,3,0,0.8,0.8,1.5,2.3,32,60,47,0.16,0.0,0.16,0.16,0.16,0.06,0.12,0.19,0.06,0.19,standard,GRE,DF,28,1993,12.3,2,19,6,1.54,0.49,5,0,0,0.8,0.8,1.2,1.2,shooting,GRE,DF,28,1993,3,0,0,14,11,1,69,15,8,0,0,0,54,18,16,misc,GRE,DF,28,1993,855,31,226,403,234,5,855,11,4,7,466,2045,1141,32,19,0,10,1,544,47,possession,GRE,DF,28,1993,12.3,518,731,70.9,8881,3581,246,280,87.9,219,287,76.3,45,117,0,1.5,1.5,-1.5,18,51,17,12,60,passing,GRE,DF,28,1993,16,8,5,6,5,5,13,8,9,4,5,15,31,30,0,defense
ITA-Serie A,2022,Milan,Charles De Ketelaere,BEL,"MF,FW",21,2001,32,9,1116,12.4,0,1,1,0,0,0,2,0,2.0,2.0,2.0,4.0,45,59,69,0.0,0.08,0.08,0.0,0.08,0.16,0.16,0.32,0.16,0.32,standard,BEL,"MF,FW",21,2001,12.4,0,19,3,1.53,0.24,0,0,0,2.0,2.0,-2.0,-2.0,shooting,BEL,"MF,FW",21,2001,2,0,0,19,15,2,10,4,12,0,0,0,56,19,30,misc,BEL,"MF,FW",21,2001,533,10,50,241,252,60,533,59,36,16,313,2178,1149,45,26,14,25,30,351,69,possession,BEL,"MF,FW",21,2001,12.4,299,383,78.1,4161,1234,183,225,81.3,95,110,86.4,11,16,1,2.0,1.8,-1.0,20,28,19,0,59,passing,BEL,"MF,FW",21,2001,26,12,7,14,5,13,30,17,14,2,12,4,30,9,0,defense
ITA-Serie A,2022,Cremonese,Charles Pickel,COD,MF,25,1997,33,30,2483,27.6,1,0,1,1,0,0,8,1,1.6,1.6,1.2,2.8,18,104,61,0.04,0.0,0.04,0.04,0.04,0.06,0.04,0.1,0.06,0.1,standard,COD,MF,25,1997,27.6,1,23,7,0.83,0.25,0,0,0,1.6,1.6,-0.6,-0.6,shooting,COD,MF,25,1997,8,1,0,34,18,4,11,24,23,0,0,0,163,47,76,misc,COD,MF,25,1997,1261,50,270,715,288,44,1261,18,4,10,584,2332,1067,18,21,1,34,18,691,61,possession,COD,MF,25,1997,27.6,756,978,77.3,12014,3464,379,459,82.6,308,369,83.5,46,85,0,1.2,1.1,-1.2,20,80,15,1,104,passing,COD,MF,25,1997,55,23,25,26,4,32,57,25,37,5,32,24,79,36,1,defense
ITA-Serie A,2022,Roma,Chris Smalling,ENG,DF,32,1989,32,31,2808,31.2,3,1,4,3,0,0,7,0,1.7,1.7,0.4,2.1,5,51,7,0.1,0.03,0.13,0.1,0.13,0.05,0.01,0.07,0.05,0.07,standard,ENG,DF,32,1989,31.2,3,17,4,0.54,0.13,0,0,0,1.7,1.7,1.3,1.3,shooting,ENG,DF,32,1989,7,0,0,18,14,1,1,43,15,0,0,0,142,71,24,misc,ENG,DF,32,1989,1657,254,977,637,52,34,1657,4,2,1,877,3859,1889,5,7,0,10,2,1002,7,possession,ENG,DF,32,1989,31.2,1173,1344,87.3,22956,7520,335,366,91.5,713,778,91.6,113,162,1,0.4,0.8,0.6,6,35,3,0,51,passing,ENG,DF,32,1989,26,15,16,10,0,13,21,8,51,36,15,43,69,123,0,defense
ITA-Serie A,2022,Cremonese,Christian Acella,ITA,MF,20,2002,1,0,15,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ITA,MF,20,2002,0.2,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,shooting,ITA,MF,20,2002,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,misc,ITA,MF,20,2002,11,0,1,9,1,0,11,0,0,0,7,19,7,0,0,0,1,0,8,0,possession,ITA,MF,20,2002,0.2,9,9,100.0,129,4,5,5,100.0,4,4,100.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,passing,ITA,MF,20,2002,1,0,1,0,0,0,2,2,0,0,0,0,1,0,0,defense
ITA-Serie A,2022,Monza,Christian Gytkjær,DEN,"FW,MF",32,1990,22,3,559,6.2,1,0,1,1,0,1,0,0,3.9,3.1,0.3,3.4,1,6,32,0.16,0.0,0.16,0.16,0.16,0.63,0.05,0.68,0.51,0.55,standard,DEN,"FW,MF",32,1990,6.2,1,12,5,1.93,0.81,1,0,1,3.9,3.1,-2.9,-2.1,shooting,DEN,"FW,MF",32,1990,0,0,0,11,6,10,1,0,2,0,1,0,9,10,20,misc,DEN,"FW,MF",32,1990,161,5,8,80,73,27,160,5,3,2,84,274,53,1,2,2,17,5,119,32,possession,DEN,"FW,MF",32,1990,6.2,69,102,67.6,895,155,41,57,71.9,18,26,69.2,3,3,0,0.3,0.1,-0.3,3,3,2,0,6,passing,DEN,"FW,MF",32,1990,6,2,1,4,1,2,5,3,6,1,5,0,6,2,0,defense
ITA-Serie A,2022,Fiorentina,Christian Kouamé,CIV,FW,24,1997,28,22,1866,20.7,4,4,8,4,0,0,5,0,5.3,5.3,3.7,9.0,50,54,203,0.19,0.19,0.39,0.19,0.39,0.26,0.18,0.43,0.26,0.43,standard,CIV,FW,24,1997,20.7,4,42,13,2.03,0.63,1,0,0,5.3,5.3,-1.3,-1.3,shooting,CIV,FW,24,1997,5,0,0,32,56,7,49,12,18,1,0,0,91,62,52,misc,CIV,FW,24,1997,942,8,74,324,559,111,942,66,21,36,564,2844,1302,50,32,24,80,42,703,203,possession,CIV,FW,24,1997,20.7,468,661,70.8,6983,1648,275,348,79.0,134,194,69.1,32,55,4,3.7,2.8,0.3,39,29,31,10,54,passing,CIV,FW,24,1997,27,18,8,10,9,7,14,7,15,3,12,12,39,8,0,defense
ITA-Serie A,2022,Milan,Ciprian Tătărușanu,ROU,GK,36,1986,16,16,1440,16.0,0,1,1,0,0,0,0,0,0.0,0.0,0.5,0.5,0,0,0,0.0,0.06,0.06,0.0,0.06,0.0,0.03,0.03,0.0,0.03,standard,ROU,GK,36,1986,16.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,shooting,ROU,GK,36,1986,0,0,0,0,3,0,0,1,0,0,0,0,23,1,1,misc,ROU,GK,36,1986,587,509,587,0,0,0,587,0,0,0,359,1963,1284,0,0,0,0,0,315,0,possession,ROU,GK,36,1986,16.0,434,560,77.5,12788,9173,60,60,100.0,198,204,97.1,174,290,1,0.5,0.0,0.5,2,9,0,0,0,passing,ROU,GK,36,1986,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,defense
ITA-Serie A,2022,Lazio,Ciro Immobile,ITA,FW,32,1990,31,27,2219,24.7,12,5,17,8,4,5,3,0,14.2,10.3,1.9,12.2,40,43,174,0.49,0.2,0.69,0.32,0.53,0.57,0.08,0.65,0.42,0.49,standard,ITA,FW,32,1990,24.7,12,72,30,2.92,1.22,0,4,5,14.2,10.3,-2.2,-2.3,shooting,ITA,FW,32,1990,3,0,0,21,24,21,5,1,5,3,0,0,52,14,33,misc,ITA,FW,32,1990,868,18,55,370,451,159,863,43,18,20,503,2914,1134,40,21,27,63,22,695,174,possession,ITA,FW,32,1990,24.7,472,629,75.0,6048,963,295,356,82.9,120,156,76.9,19,26,5,1.9,1.6,3.1,26,19,11,0,43,passing,ITA,FW,32,1990,11,5,4,4,3,6,9,3,10,2,8,1,12,14,0,defense
