nation,pos,age,born,90s,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels,league,season,stat_type
FRA,"DF,MF",18,2001,1.4,0,0,0,1,1,0,0,3,1,0,0,0,9,1,1,50.0,FRA-Ligue 1,2020,misc
FRA,FW,22,1998,3.8,1,0,0,6,4,6,2,1,0,0,0,0,7,9,23,28.1,FRA-Ligue 1,2020,misc
KVX,"MF,FW",23,1996,25.5,5,1,0,15,18,1,124,8,12,0,1,0,106,3,22,12.0,FRA-Ligue 1,2020,misc
GAB,DF,32,1988,38.0,3,0,0,17,26,1,2,57,38,0,1,0,257,125,65,65.8,FRA-Ligue 1,2020,misc
FRA,MF,17,2002,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,FRA-Ligue 1,2020,misc
GAB,MF,26,1994,29.0,7,0,0,40,17,1,21,37,32,0,0,0,207,25,29,46.3,FRA-Ligue 1,2020,misc
FRA,MF,19,2001,0.3,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,,FRA-Ligue 1,2020,misc
MAR,DF,33,1986,18.0,5,0,0,15,26,1,46,21,24,0,1,1,107,17,24,41.5,FRA-Ligue 1,2020,misc
FRA,"FW,MF",34,1986,12.6,4,1,0,13,22,0,78,9,10,0,0,0,49,2,15,11.8,FRA-Ligue 1,2020,misc
FRA,FW,19,2001,1.9,0,0,0,4,5,0,0,1,1,1,0,0,5,3,3,50.0,FRA-Ligue 1,2020,misc
ENG,DF,19,2000,20.0,5,0,0,28,9,0,1,59,12,0,3,0,108,39,24,61.9,FRA-Ligue 1,2020,misc
FRA,MF,28,1991,15.9,2,0,0,12,7,0,15,23,17,0,0,0,96,12,9,57.1,FRA-Ligue 1,2020,misc
FRA,"FW,MF",19,2000,23.8,5,0,0,44,36,2,27,14,25,0,0,0,134,17,29,37.0,FRA-Ligue 1,2020,misc
GNB,FW,24,1995,24.0,4,0,0,38,40,16,7,4,9,1,0,0,75,58,117,33.1,FRA-Ligue 1,2020,misc
ROU,FW,21,1998,5.9,0,0,0,5,6,1,4,10,5,0,0,0,32,11,10,52.4,FRA-Ligue 1,2020,misc
FRA,"FW,MF",21,1999,14.3,5,0,0,25,25,2,49,11,12,0,1,0,71,13,16,44.8,FRA-Ligue 1,2020,misc
SEN,FW,27,1993,13.3,4,0,0,22,24,12,5,5,3,0,0,0,19,23,51,31.1,FRA-Ligue 1,2020,misc
COD,DF,25,1994,25.6,5,0,0,35,16,1,69,72,40,0,0,0,187,31,39,44.3,FRA-Ligue 1,2020,misc
SEN,MF,22,1997,12.1,5,0,0,42,24,0,2,6,14,1,0,0,73,9,12,42.9,FRA-Ligue 1,2020,misc
FRA,FW,19,2000,1.0,0,0,0,0,2,1,4,0,1,0,0,0,1,1,0,100.0,FRA-Ligue 1,2020,misc
CIV,"FW,MF",26,1993,9.2,0,1,0,12,27,6,6,2,8,1,0,0,24,5,16,23.8,FRA-Ligue 1,2020,misc
FRA,"FW,DF",30,1989,1.3,0,0,0,2,1,0,5,1,2,0,0,0,6,1,1,50.0,FRA-Ligue 1,2020,misc
FRA,DF,19,2000,20.7,1,0,0,36,13,2,51,41,40,0,1,0,127,23,25,47.9,FRA-Ligue 1,2020,misc
BEN,GK,26,1993,12.0,2,0,0,2,1,0,0,0,0,0,1,0,14,3,1,75.0,FRA-Ligue 1,2020,misc
MLI,DF,25,1994,21.5,6,1,1,18,15,0,0,30,21,0,0,0,102,43,42,50.6,FRA-Ligue 1,2020,misc
NCL,"MF,DF",32,1987,17.9,4,0,0,42,14,0,4,29,20,0,0,1,84,22,13,62.9,FRA-Ligue 1,2020,misc
CMR,MF,18,2001,0.9,0,0,0,0,2,0,1,2,3,0,0,0,6,1,1,50.0,FRA-Ligue 1,2020,misc
ALG,"MF,FW",25,1994,4.5,1,0,0,8,9,0,22,6,5,0,0,0,28,4,7,36.4,FRA-Ligue 1,2020,misc
FRA,MF,20,2000,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0.0,FRA-Ligue 1,2020,misc
SRB,DF,26,1993,1.0,0,0,0,1,0,0,0,0,1,0,0,0,2,3,0,100.0,FRA-Ligue 1,2020,misc
SEN,MF,20,2000,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0,FRA-Ligue 1,2020,misc
FRA,"FW,MF",18,2002,13.5,0,0,0,17,25,0,21,2,2,2,0,0,30,4,19,17.4,FRA-Ligue 1,2020,misc
MLI,MF,20,2000,29.2,8,0,0,45,15,0,3,52,47,0,0,0,220,25,22,53.2,FRA-Ligue 1,2020,misc
MLI,DF,25,1995,0.4,0,0,0,1,1,0,1,2,2,0,0,0,3,2,1,66.7,FRA-Ligue 1,2020,misc
FRA,DF,23,1997,12.8,3,2,1,23,13,4,84,25,19,0,1,0,58,25,20,55.6,FRA-Ligue 1,2020,misc
FRA,"FW,MF",25,1995,6.4,3,0,0,14,16,2,17,2,3,2,0,0,19,5,17,22.7,FRA-Ligue 1,2020,misc
POR,"MF,FW",19,2001,1.7,0,0,0,2,2,0,4,0,4,0,0,0,8,0,0,,FRA-Ligue 1,2020,misc
ARG,DF,21,1999,22.3,11,0,0,33,7,1,4,39,22,0,2,1,192,25,29,46.3,FRA-Ligue 1,2020,misc
FRA,FW,29,1990,26.8,7,0,0,49,46,10,48,9,20,0,0,0,70,89,112,44.3,FRA-Ligue 1,2020,misc
COD,"MF,FW",29,1991,26.6,3,0,0,31,38,2,114,17,23,0,1,0,129,21,51,29.2,FRA-Ligue 1,2020,misc
CMR,FW,21,1999,14.5,0,0,0,15,46,11,15,6,3,3,0,0,38,21,30,41.2,FRA-Ligue 1,2020,misc
COM,DF,19,2000,9.2,1,0,0,14,18,0,48,21,7,0,0,0,53,12,10,54.5,FRA-Ligue 1,2020,misc
GUI,"DF,MF",26,1994,12.4,0,1,0,17,8,2,47,16,20,0,0,0,83,27,19,58.7,FRA-Ligue 1,2020,misc
FRA,GK,34,1985,36.8,2,0,0,1,10,0,0,1,2,0,1,0,37,8,0,100.0,FRA-Ligue 1,2020,misc
FRA,DF,27,1992,28.0,2,0,0,22,14,2,216,45,20,1,2,0,151,18,26,40.9,FRA-Ligue 1,2020,misc
FRA,DF,27,1992,31.4,9,1,1,51,62,0,4,56,39,0,2,0,149,55,54,50.5,FRA-Ligue 1,2020,misc
FRA,DF,20,2000,29.0,11,1,1,44,16,1,5,74,34,0,1,0,212,112,62,64.4,FRA-Ligue 1,2020,misc
FRA,"MF,FW",29,1991,1.4,1,0,0,3,0,0,0,2,0,0,0,0,3,2,2,50.0,FRA-Ligue 1,2020,misc
MLI,DF,27,1992,23.7,6,0,0,33,35,2,44,35,32,1,0,0,119,42,27,60.9,FRA-Ligue 1,2020,misc
CIV,MF,25,1995,25.7,2,0,0,21,21,1,19,34,8,1,1,0,155,22,10,68.8,FRA-Ligue 1,2020,misc
COD,FW,23,1996,15.2,6,1,1,29,33,9,11,7,6,1,0,0,41,57,63,47.5,FRA-Ligue 1,2020,misc
CPV,DF,28,1992,15.9,7,1,1,26,9,0,1,27,20,0,0,1,76,36,22,62.1,FRA-Ligue 1,2020,misc
FRA,MF,26,1994,5.6,3,0,0,19,10,0,42,3,12,0,0,0,37,2,5,28.6,FRA-Ligue 1,2020,misc
VEN,GK,22,1998,1.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,FRA-Ligue 1,2020,misc
FRA,MF,35,1985,25.0,9,0,0,30,20,2,12,33,12,0,0,1,117,30,26,53.6,FRA-Ligue 1,2020,misc
FRA,DF,28,1992,1.6,1,0,0,2,1,0,0,2,0,0,0,0,9,5,0,100.0,FRA-Ligue 1,2020,misc
FRA,MF,29,1990,32.1,10,0,0,70,53,0,14,76,68,0,0,0,276,84,83,50.3,FRA-Ligue 1,2020,misc
FRA,MF,21,1999,21.3,3,0,0,23,16,0,1,39,29,0,0,0,148,30,18,62.5,FRA-Ligue 1,2020,misc
TUR,FW,35,1985,22.8,6,0,0,33,37,29,12,5,6,1,0,0,45,37,60,38.1,FRA-Ligue 1,2020,misc
CRO,DF,20,1999,14.0,4,0,0,17,13,0,53,26,18,0,1,0,83,19,26,42.2,FRA-Ligue 1,2020,misc
FRA,"MF,FW",18,2002,2.2,0,0,0,3,1,1,6,1,4,0,0,0,20,2,5,28.6,FRA-Ligue 1,2020,misc
CIV,MF,24,1996,33.2,2,0,0,27,67,3,146,24,23,1,0,0,238,15,27,35.7,FRA-Ligue 1,2020,misc
CAN,FW,20,2000,26.2,0,0,0,33,43,5,8,3,10,2,0,0,74,15,67,18.3,FRA-Ligue 1,2020,misc
FRA,"MF,FW",22,1998,24.2,0,0,0,13,23,6,7,7,12,0,0,0,96,17,40,29.8,FRA-Ligue 1,2020,misc
POR,DF,36,1983,35.4,7,0,0,30,13,0,12,36,29,1,1,1,199,79,28,73.8,FRA-Ligue 1,2020,misc
FRA,DF,31,1989,3.5,1,0,0,6,2,0,19,6,0,0,0,0,30,5,8,38.5,FRA-Ligue 1,2020,misc
BRA,MF,24,1996,16.6,5,0,0,24,18,0,27,11,25,0,0,0,88,10,20,33.3,FRA-Ligue 1,2020,misc
FRA,GK,25,1995,38.0,1,0,0,1,8,0,0,0,0,0,0,0,62,10,1,90.9,FRA-Ligue 1,2020,misc
MOZ,DF,26,1994,24.2,2,1,0,38,35,2,82,45,43,0,0,0,156,52,17,75.4,FRA-Ligue 1,2020,misc
POR,MF,22,1997,14.1,4,0,0,27,27,2,46,13,7,0,0,0,111,8,20,28.6,FRA-Ligue 1,2020,misc
NED,DF,20,2000,36.8,2,0,0,14,25,2,1,57,21,0,0,0,196,118,55,68.2,FRA-Ligue 1,2020,misc
POR,DF,20,2000,9.7,4,1,1,15,9,1,6,9,13,0,0,0,65,10,7,58.8,FRA-Ligue 1,2020,misc
USA,"FW,MF",20,2000,9.8,1,0,0,14,7,4,21,4,7,0,0,0,33,11,20,35.5,FRA-Ligue 1,2020,misc
POR,MF,25,1994,13.3,6,0,0,28,27,0,22,20,17,0,0,0,83,16,19,45.7,FRA-Ligue 1,2020,misc
TUR,"FW,MF",23,1997,12.1,1,0,0,13,10,7,93,2,5,0,0,0,54,4,15,21.1,FRA-Ligue 1,2020,misc
TUR,DF,23,1997,26.5,8,0,0,56,15,2,61,38,33,0,0,1,150,25,22,53.2,FRA-Ligue 1,2020,misc
AUT,FW,23,1996,10.7,2,0,0,23,18,1,5,5,4,2,0,0,32,28,41,40.6,FRA-Ligue 1,2020,misc
GLP,DF,22,1998,25.2,3,1,0,18,36,0,9,59,17,0,2,1,140,53,51,51.0,FRA-Ligue 1,2020,misc
FRA,"MF,FW",21,1998,18.0,4,0,0,23,37,8,90,15,10,1,0,0,82,13,16,44.8,FRA-Ligue 1,2020,misc
FRA,MF,20,2000,20.2,6,0,0,24,41,0,70,25,28,0,0,0,142,4,21,16.0,FRA-Ligue 1,2020,misc
FRA,MF,33,1987,21.5,8,0,0,58,23,0,17,27,45,0,2,0,189,29,26,52.7,FRA-Ligue 1,2020,misc
CMR,"MF,FW",25,1995,0.4,1,0,0,1,0,0,0,2,2,0,0,0,4,1,0,100.0,FRA-Ligue 1,2020,misc
GNB,DF,22,1998,14.4,3,0,0,23,6,1,44,14,19,0,3,0,60,13,21,38.2,FRA-Ligue 1,2020,misc
FRA,DF,34,1986,10.1,1,1,0,16,7,1,30,17,5,0,0,0,61,4,8,33.3,FRA-Ligue 1,2020,misc
FRA,DF,26,1993,29.5,8,1,1,31,19,0,0,65,39,1,3,0,140,80,50,61.5,FRA-Ligue 1,2020,misc
MAD,DF,36,1984,27.7,1,0,0,19,16,0,5,44,19,0,0,0,148,42,37,53.2,FRA-Ligue 1,2020,misc
FRA,"DF,MF",34,1986,18.1,0,0,0,19,26,5,39,22,23,0,0,0,98,19,26,42.2,FRA-Ligue 1,2020,misc
FRA,MF,27,1993,32.9,5,0,0,44,37,0,26,46,84,1,0,0,231,9,17,34.6,FRA-Ligue 1,2020,misc
FRA,DF,19,2001,0.2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,,FRA-Ligue 1,2020,misc
FRA,GK,31,1989,15.0,1,0,0,0,1,0,0,0,0,0,0,0,20,1,0,100.0,FRA-Ligue 1,2020,misc
FRA,GK,26,1994,23.0,1,0,0,0,0,0,0,0,0,0,0,0,17,3,1,75.0,FRA-Ligue 1,2020,misc
FRA,FW,26,1994,9.4,5,0,0,22,8,3,3,10,8,0,0,0,20,35,43,44.9,FRA-Ligue 1,2020,misc
FRA,"MF,FW",23,1997,14.6,5,0,0,25,17,2,126,15,17,0,0,0,75,6,17,26.1,FRA-Ligue 1,2020,misc
FRA,"MF,FW",21,1998,2.2,1,0,0,4,3,3,14,4,0,0,0,0,14,0,3,0.0,FRA-Ligue 1,2020,misc
FRA,"MF,FW",34,1986,2.2,0,0,0,2,7,0,2,1,3,0,0,0,18,1,1,50.0,FRA-Ligue 1,2020,misc
NGA,FW,21,1999,23.0,2,0,0,30,18,11,5,4,8,1,0,0,57,38,78,32.8,FRA-Ligue 1,2020,misc
MAD,DF,29,1991,3.6,0,0,0,1,3,0,0,5,2,0,1,0,12,2,5,28.6,FRA-Ligue 1,2020,misc
FRA,MF,29,1991,12.8,4,0,0,24,17,0,12,13,15,0,0,0,82,13,18,41.9,FRA-Ligue 1,2020,misc
ENG,"DF,MF",21,1999,24.9,5,0,0,20,25,0,11,69,26,0,0,0,142,43,34,55.8,FRA-Ligue 1,2020,misc
TUR,"MF,FW",23,1996,0.7,0,0,0,0,6,0,0,0,0,0,0,0,5,1,2,33.3,FRA-Ligue 1,2020,misc
FRA,DF,30,1989,25.6,0,0,0,16,12,1,64,44,29,0,0,0,126,20,38,34.5,FRA-Ligue 1,2020,misc
COD,"MF,FW",23,1996,29.7,2,0,0,30,85,10,29,20,20,3,0,0,142,47,31,60.3,FRA-Ligue 1,2020,misc
FRA,DF,23,1997,1.0,1,0,0,2,1,0,5,1,0,0,0,0,6,2,1,66.7,FRA-Ligue 1,2020,misc
POR,GK,29,1990,38.0,2,0,0,2,6,0,0,1,1,0,2,2,68,4,0,100.0,FRA-Ligue 1,2020,misc
BRA,MF,22,1997,19.5,6,0,0,33,37,0,18,14,34,1,0,0,142,9,7,56.3,FRA-Ligue 1,2020,misc
ALG,DF,30,1989,1.7,0,0,0,2,7,0,0,6,3,0,0,0,7,3,1,75.0,FRA-Ligue 1,2020,misc
BRA,DF,31,1989,0.9,0,0,0,1,0,0,3,2,0,0,0,0,2,7,1,87.5,FRA-Ligue 1,2020,misc
FRA,FW,17,2003,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,FRA-Ligue 1,2020,misc
MLI,MF,18,2002,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,FRA-Ligue 1,2020,misc
ALG,"MF,FW",22,1998,19.8,3,1,0,20,23,3,19,17,12,0,0,0,90,4,17,19.0,FRA-Ligue 1,2020,misc
ALG,FW,32,1988,6.4,0,1,0,13,6,6,3,1,5,0,0,0,14,15,18,45.5,FRA-Ligue 1,2020,misc
BEL,DF,25,1995,29.0,1,0,0,21,6,0,2,27,16,0,0,0,167,46,39,54.1,FRA-Ligue 1,2020,misc
