league,season,team,player,nation,pos,age,born,90s,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,stat_type
FRA-Ligue 1,2024,Lens,Jhoanner Chávez,ECU,"DF,MF",22-351,2002.0,6.6,9,5,4,4,1,2,7,28.6,5,10,1,9,6,15,13,0,defense
FRA-Ligue 1,2024,Lens,Jonathan Gradit,FRA,DF,32-138,1992.0,17.5,33,17,18,13,2,19,31,61.3,12,19,8,11,23,56,84,1,defense
FRA-Ligue 1,2024,Lens,Juma Bah,SLE,DF,19-000,2006.0,3.2,8,6,2,6,0,4,6,66.7,2,4,3,1,10,18,23,0,defense
FRA-Ligue 1,2024,Lens,Kembo Diliwidi,FRA,DF,19-067,2006.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,defense
FRA-Ligue 1,2024,Lens,Kevin Danso,AUT,DF,26-204,1998.0,12.0,19,7,12,5,2,12,16,75.0,4,25,19,6,20,39,62,1,defense
FRA-Ligue 1,2024,Lens,Kyllian Antonio,FRA,"DF,FW",17-097,2008.0,1.0,1,1,1,0,0,1,3,33.3,2,0,0,0,3,4,3,1,defense
FRA-Ligue 1,2024,Lens,M'Bala Nzola,ANG,FW,28-236,1996.0,16.1,5,4,0,1,4,3,9,33.3,6,9,1,8,5,10,7,0,defense
FRA-Ligue 1,2024,Lens,Malang Sarr,FRA,DF,26-078,1999.0,13.3,16,11,10,5,1,11,22,50.0,11,16,7,9,21,37,51,3,defense
FRA-Ligue 1,2024,Lens,Martin Satriano,URU,"FW,DF",24-050,2001.0,0.5,3,1,1,1,1,3,3,100.0,0,0,0,0,0,3,2,0,defense
FRA-Ligue 1,2024,Lens,Mathew Ryan,AUS,GK,33-003,1992.0,8.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,2,defense
FRA-Ligue 1,2024,Lens,Nampalys Mendy,SEN,MF,32-292,1992.0,3.5,9,6,3,4,2,4,10,40.0,6,6,2,4,4,13,3,0,defense
FRA-Ligue 1,2024,Lens,Neil El Aynaoui,FRA,MF,23-283,2001.0,13.1,33,18,17,10,6,10,29,34.5,19,28,6,22,18,51,22,0,defense
FRA-Ligue 1,2024,Lens,Przemysław Frankowski,POL,DF,29-364,1995.0,15.4,32,21,17,10,5,19,30,63.3,11,10,2,8,19,51,28,0,defense
FRA-Ligue 1,2024,Lens,Rayan Fofana,FRA,"FW,MF",19-058,2006.0,0.3,2,2,1,1,0,0,0,,0,0,0,0,0,2,0,0,defense
FRA-Ligue 1,2024,Lens,Ruben Aguilar,FRA,"DF,MF",31-350,1993.0,9.6,31,17,15,11,5,23,35,65.7,12,21,3,18,12,43,19,0,defense
FRA-Ligue 1,2024,Lens,Rémy Labeau Lascary,GLP,"FW,MF",22-039,2003.0,7.1,16,10,7,6,3,5,11,45.5,6,5,0,5,1,17,7,0,defense
FRA-Ligue 1,2024,Lens,Tom Pouilly,FRA,DF,21-297,2003.0,0.7,2,2,1,1,0,1,2,50.0,1,2,1,1,1,3,4,0,defense
FRA-Ligue 1,2024,Lens,Wesley Saïd,FRA,FW,29-357,1995.0,9.4,15,11,2,10,3,5,12,41.7,7,6,0,6,2,17,2,0,defense
FRA-Ligue 1,2024,Lille,Aaron Malouda,FRA,FW,19-132,2005.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,defense
FRA-Ligue 1,2024,Lille,Alexsandro Ribeiro,BRA,DF,25-245,1999.0,24.0,27,16,15,11,1,19,29,65.5,10,19,11,8,24,51,108,1,defense
FRA-Ligue 1,2024,Lille,André Gomes,POR,MF,31-255,1993.0,11.4,26,13,9,10,7,10,29,34.5,19,6,1,5,6,32,9,1,defense
FRA-Ligue 1,2024,Lille,Angel Gomes,ENG,MF,24-223,2000.0,8.2,10,6,4,4,2,2,12,16.7,10,0,0,0,0,10,2,0,defense
FRA-Ligue 1,2024,Lille,Ayyoub Bouaddi,FRA,MF,17-191,2007.0,11.5,48,30,21,20,7,18,31,58.1,13,10,3,7,9,57,10,1,defense
FRA-Ligue 1,2024,Lille,Aïssa Mandi,ALG,DF,33-171,1991.0,16.1,25,15,7,14,4,12,17,70.6,5,21,10,11,14,39,40,0,defense
