nation,pos,age,born,90s,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Int,Tkl+Int,Clr,Err,league,season,stat_type
,,,,,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,,,,,,,
CRO,DF,25,1997,19.2,38,23,29,8,1,14,22,63.6,8,18,13,5,36,74,88,2,GER-Bundesliga,2022,defense
GER,FW,31,1990,8.7,9,7,2,4,3,2,8,25.0,6,7,0,7,3,12,10,0,GER-Bundesliga,2022,defense
ALG,"MF,FW",16,2005,0.8,1,1,1,0,0,0,1,0.0,1,2,0,2,0,1,1,0,GER-Bundesliga,2022,defense
BIH,MF,25,1996,11.0,38,20,16,21,1,16,24,66.7,8,17,5,12,13,51,19,1,GER-Bundesliga,2022,defense
NED,MF,28,1994,11.7,30,16,19,9,2,8,25,32.0,17,25,5,20,14,44,10,0,GER-Bundesliga,2022,defense
GER,"FW,MF",22,2000,9.2,14,9,7,4,3,6,14,42.9,8,6,1,5,1,15,4,0,GER-Bundesliga,2022,defense
ENG,DF,25,1997,24.9,46,34,27,16,3,24,42,57.1,18,38,9,29,46,92,74,0,GER-Bundesliga,2022,defense
GER,FW,18,2004,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,GER-Bundesliga,2022,defense
GHA,MF,35,1987,5.2,8,6,4,2,2,3,9,33.3,6,11,3,8,3,11,5,0,GER-Bundesliga,2022,defense
FRA,MF,25,1997,32.7,73,38,35,28,10,27,60,45.0,33,42,6,36,48,121,75,1,GER-Bundesliga,2022,defense
GER,DF,27,1995,30.1,44,27,29,14,1,16,22,72.7,6,42,32,10,51,95,143,0,GER-Bundesliga,2022,defense
GER,"MF,FW",24,1997,20.4,43,23,18,17,8,19,48,39.6,29,29,2,27,24,67,25,0,GER-Bundesliga,2022,defense
GER,DF,30,1992,26.7,43,33,24,15,4,29,47,61.7,18,25,11,14,15,58,82,0,GER-Bundesliga,2022,defense
GER,"DF,MF",25,1997,9.4,39,20,31,6,2,17,39,43.6,22,13,2,11,26,65,27,0,GER-Bundesliga,2022,defense
COM,"FW,MF",23,1999,1.1,1,1,1,0,0,1,2,50.0,1,0,0,0,0,1,1,0,GER-Bundesliga,2022,defense
HUN,"DF,MF",20,2002,10.5,17,8,9,8,0,9,18,50.0,9,14,9,5,11,28,45,1,GER-Bundesliga,2022,defense
DEN,GK,23,1999,33.0,1,0,1,0,0,0,2,0.0,2,0,0,0,0,1,22,2,GER-Bundesliga,2022,defense
GER,DF,17,2005,1.0,0,0,0,0,0,0,1,0.0,1,1,0,1,1,1,3,0,GER-Bundesliga,2022,defense
SVK,DF,35,1986,2.3,4,3,4,0,0,4,6,66.7,2,6,2,4,4,8,7,0,GER-Bundesliga,2022,defense
MNE,"FW,MF",32,1989,9.9,3,2,2,1,0,1,11,9.1,10,2,1,1,2,5,10,0,GER-Bundesliga,2022,defense
GER,MF,25,1997,22.5,51,23,14,30,7,20,41,48.8,21,48,12,36,29,80,24,0,GER-Bundesliga,2022,defense
GER,GK,19,2003,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,GER-Bundesliga,2022,defense
TUR,MF,30,1992,7.5,16,13,6,9,1,10,16,62.5,6,6,2,4,8,24,5,0,GER-Bundesliga,2022,defense
GER,FW,19,2003,0.2,0,0,0,0,0,0,0,,0,1,0,1,0,0,1,0,GER-Bundesliga,2022,defense
GER,MF,18,2004,0.1,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,0,0,GER-Bundesliga,2022,defense
CZE,MF,31,1990,0.3,1,1,0,1,0,0,0,,0,1,0,1,0,1,0,0,GER-Bundesliga,2022,defense
CIV,FW,24,1998,15.7,5,4,2,1,2,2,4,50.0,2,14,3,11,2,7,13,0,GER-Bundesliga,2022,defense
CRO,"MF,FW",31,1991,26.5,5,2,2,1,2,1,11,9.1,10,14,2,12,6,11,13,0,GER-Bundesliga,2022,defense
ESP,DF,25,1997,29.1,40,24,19,18,3,23,37,62.2,14,32,6,26,25,65,67,0,GER-Bundesliga,2022,defense
GER,MF,21,2001,7.8,26,12,9,13,4,8,12,66.7,4,12,2,10,10,36,14,0,GER-Bundesliga,2022,defense
AUT,"MF,FW",22,1999,28.5,36,19,12,17,7,9,52,17.3,43,57,5,52,15,51,19,1,GER-Bundesliga,2022,defense
GER,MF,24,1998,21.7,45,25,15,28,2,22,35,62.9,13,27,3,24,24,69,18,2,GER-Bundesliga,2022,defense
MLI,"MF,FW",26,1996,0.4,1,0,0,1,0,0,1,0.0,1,0,0,0,0,1,0,0,GER-Bundesliga,2022,defense
POR,DF,20,2002,1.0,5,3,3,2,0,1,3,33.3,2,3,2,1,0,5,3,0,GER-Bundesliga,2022,defense
BIH,DF,32,1990,2.9,8,4,6,1,1,2,6,33.3,4,4,3,1,5,13,14,0,GER-Bundesliga,2022,defense
GER,MF,22,2000,5.7,10,2,4,6,0,4,7,57.1,3,4,0,4,5,15,8,0,GER-Bundesliga,2022,defense
KVX,FW,19,2002,1.9,0,0,0,0,0,0,4,0.0,4,2,0,2,3,3,3,0,GER-Bundesliga,2022,defense
FRA,FW,20,2002,11.2,7,4,1,4,2,1,3,33.3,2,10,2,8,5,12,6,0,GER-Bundesliga,2022,defense
GER,MF,27,1995,16.2,27,19,14,11,2,9,25,36.0,16,22,4,18,8,35,23,0,GER-Bundesliga,2022,defense
TOG,"FW,DF",28,1994,15.7,19,16,8,7,4,11,17,64.7,6,9,2,7,7,26,15,0,GER-Bundesliga,2022,defense
DEN,FW,23,1998,3.6,4,3,0,1,3,3,4,75.0,1,3,1,2,1,5,0,0,GER-Bundesliga,2022,defense
USA,DF,29,1993,15.0,18,12,10,8,0,13,18,72.2,5,17,12,5,10,28,105,0,GER-Bundesliga,2022,defense
GER,MF,18,2004,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,GER-Bundesliga,2022,defense
DEN,"FW,MF",24,1997,4.5,7,5,1,4,2,4,6,66.7,2,6,2,4,0,7,5,0,GER-Bundesliga,2022,defense
NGA,DF,27,1995,21.7,75,44,45,27,3,32,45,71.1,13,45,16,29,24,99,70,1,GER-Bundesliga,2022,defense
GER,DF,30,1991,19.7,15,10,10,5,0,9,22,40.9,13,18,11,7,26,41,67,0,GER-Bundesliga,2022,defense
ISR,FW,30,1992,10.4,11,8,4,5,2,3,9,33.3,6,8,0,8,5,16,0,0,GER-Bundesliga,2022,defense
GER,MF,18,2004,1.8,6,3,1,2,3,1,2,50.0,1,3,0,3,0,6,0,0,GER-Bundesliga,2022,defense
GER,GK,32,1990,34.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,15,1,GER-Bundesliga,2022,defense
TUR,DF,22,2000,26.5,51,34,27,21,3,17,30,56.7,13,35,23,12,45,96,83,0,GER-Bundesliga,2022,defense
CZE,DF,30,1992,18.5,26,20,10,9,7,15,23,65.2,8,12,2,10,14,40,37,1,GER-Bundesliga,2022,defense
DEN,DF,26,1996,15.0,22,11,14,7,1,10,26,38.5,16,22,8,14,8,30,20,2,GER-Bundesliga,2022,defense
GER,MF,32,1990,8.8,26,12,10,16,0,13,27,48.1,14,27,7,20,11,37,13,0,GER-Bundesliga,2022,defense
FRA,DF,23,1999,14.3,22,13,14,7,1,12,22,54.5,10,22,5,17,24,46,34,0,GER-Bundesliga,2022,defense
AUT,DF,25,1997,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,GER-Bundesliga,2022,defense
DEN,MF,30,1991,3.3,6,3,3,2,1,3,8,37.5,5,5,0,5,1,7,4,0,GER-Bundesliga,2022,defense
GER,"MF,FW",17,2005,3.5,15,10,8,3,4,7,10,70.0,3,5,1,4,1,16,1,0,GER-Bundesliga,2022,defense
GER,"MF,DF",17,2004,3.0,10,5,4,5,1,3,9,33.3,6,4,0,4,2,12,8,0,GER-Bundesliga,2022,defense
GER,DF,27,1994,26.9,64,42,31,28,5,42,82,51.2,40,34,4,30,26,90,57,0,GER-Bundesliga,2022,defense
GER,FW,27,1995,9.7,0,0,0,0,0,0,4,0.0,4,4,1,3,0,0,11,0,GER-Bundesliga,2022,defense
AUT,"MF,FW",24,1997,19.0,25,14,7,14,4,13,40,32.5,27,20,1,19,8,33,8,1,GER-Bundesliga,2022,defense
BIH,"MF,FW",21,2001,8.8,23,9,8,11,4,10,25,40.0,15,16,2,14,4,27,5,0,GER-Bundesliga,2022,defense
GRE,FW,24,1998,0.4,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,GER-Bundesliga,2022,defense
TUN,MF,27,1995,31.7,79,44,29,42,8,26,66,39.4,40,52,12,40,56,135,48,0,GER-Bundesliga,2022,defense
GER,MF,20,2002,22.4,66,41,29,30,7,30,60,50.0,30,29,9,20,33,99,49,0,GER-Bundesliga,2022,defense
GER,FW,23,1998,4.4,2,1,0,2,0,1,4,25.0,3,4,1,3,0,2,2,0,GER-Bundesliga,2022,defense
AUT,"MF,FW",29,1992,26.0,21,10,7,12,2,8,26,30.8,18,27,6,21,32,53,30,1,GER-Bundesliga,2022,defense
GER,FW,20,2002,9.7,9,8,3,4,2,2,11,18.2,9,16,3,13,9,18,7,0,GER-Bundesliga,2022,defense
GER,DF,32,1990,31.4,112,66,59,43,10,66,113,58.4,47,61,9,52,39,151,74,1,GER-Bundesliga,2022,defense
GER,DF,24,1998,20.0,36,23,19,14,3,20,35,57.1,15,30,18,12,41,77,105,0,GER-Bundesliga,2022,defense
GER,"MF,FW",17,2004,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,GER-Bundesliga,2022,defense
NED,DF,27,1995,0.7,0,0,0,0,0,0,0,,0,1,0,1,2,2,1,0,GER-Bundesliga,2022,defense
GHA,"DF,MF",29,1993,12.1,23,12,13,8,2,18,28,64.3,10,14,2,12,15,38,24,0,GER-Bundesliga,2022,defense
DEN,DF,27,1994,3.1,5,4,4,1,0,0,2,0.0,2,3,0,3,6,11,17,0,GER-Bundesliga,2022,defense
GER,"FW,MF",23,1999,24.9,18,12,5,11,2,7,30,23.3,23,19,0,19,5,23,9,0,GER-Bundesliga,2022,defense
GER,DF,22,1999,12.5,22,16,14,7,1,12,21,57.1,9,16,8,8,11,33,48,0,GER-Bundesliga,2022,defense
GER,"MF,FW",30,1991,0.5,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,GER-Bundesliga,2022,defense
GER,GK,27,1995,34.0,1,0,1,0,0,1,1,100.0,0,0,0,0,2,3,8,2,GER-Bundesliga,2022,defense
LUX,MF,21,2001,5.3,10,5,4,4,2,5,8,62.5,3,6,1,5,2,12,3,0,GER-Bundesliga,2022,defense
CRO,DF,21,2001,6.6,15,9,8,7,0,7,11,63.6,4,7,6,1,7,22,28,0,GER-Bundesliga,2022,defense
SVK,MF,27,1994,7.7,9,8,2,5,2,4,11,36.4,7,7,1,6,2,11,3,0,GER-Bundesliga,2022,defense
ARM,"FW,MF",29,1993,7.2,14,7,5,3,6,7,17,41.2,10,12,0,12,4,18,5,0,GER-Bundesliga,2022,defense
GER,FW,24,1998,17.7,12,7,1,8,3,4,14,28.6,10,13,2,11,8,20,17,0,GER-Bundesliga,2022,defense
GER,"FW,MF",20,2002,1.5,6,4,3,1,2,3,5,60.0,2,5,0,5,1,7,4,0,GER-Bundesliga,2022,defense
GER,DF,26,1996,28.4,43,28,35,8,0,24,52,46.2,28,27,13,14,58,101,153,0,GER-Bundesliga,2022,defense
CZE,"FW,MF",20,2002,14.3,9,4,4,3,2,3,9,33.3,6,9,2,7,6,15,9,0,GER-Bundesliga,2022,defense
MAR,"FW,MF",22,2000,15.9,18,10,4,6,8,5,17,29.4,12,28,2,26,6,24,7,0,GER-Bundesliga,2022,defense
RUS,GK,30,1991,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,GER-Bundesliga,2022,defense
MAR,MF,21,2001,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,GER-Bundesliga,2022,defense
ENG,"FW,MF",21,2000,6.7,5,3,4,0,1,1,1,100.0,0,0,0,0,2,7,4,0,GER-Bundesliga,2022,defense
CHI,MF,33,1989,5.5,17,7,7,10,0,12,20,60.0,8,4,0,4,7,24,4,0,GER-Bundesliga,2022,defense
NED,"DF,MF",27,1995,3.8,10,7,7,3,0,7,9,77.8,2,8,4,4,5,15,7,0,GER-Bundesliga,2022,defense
BFA,DF,23,1999,31.9,51,30,35,12,4,30,42,71.4,12,40,17,23,36,87,109,1,GER-Bundesliga,2022,defense
ARG,MF,23,1998,18.4,59,36,20,33,6,29,48,60.4,19,29,2,27,33,92,28,0,GER-Bundesliga,2022,defense
GER,"FW,MF",19,2003,12.1,18,10,9,7,2,8,16,50.0,8,15,1,14,1,19,6,0,GER-Bundesliga,2022,defense
NED,"DF,MF",21,2000,30.1,53,27,22,26,5,23,44,52.3,21,24,3,21,16,69,40,0,GER-Bundesliga,2022,defense
FIN,"FW,MF",27,1994,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,GER-Bundesliga,2022,defense
GER,DF,26,1996,27.6,25,12,21,4,0,12,18,66.7,6,30,18,12,40,65,118,0,GER-Bundesliga,2022,defense
GER,"FW,MF",32,1990,0.9,2,0,1,1,0,2,3,66.7,1,0,0,0,0,2,0,0,GER-Bundesliga,2022,defense
GER,MF,29,1993,17.2,36,18,16,17,3,18,34,52.9,16,26,6,20,16,52,11,0,GER-Bundesliga,2022,defense
FIN,GK,32,1989,33.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,3,GER-Bundesliga,2022,defense
NED,"DF,MF",22,2000,18.4,16,8,9,7,0,6,15,40.0,9,20,2,18,15,31,20,2,GER-Bundesliga,2022,defense
FRA,"FW,MF",23,1999,30.0,14,8,4,8,2,7,14,50.0,7,8,0,8,5,19,3,0,GER-Bundesliga,2022,defense
GER,"MF,FW",25,1996,10.9,15,6,5,8,2,9,20,45.0,11,12,1,11,6,21,10,2,GER-Bundesliga,2022,defense
BEL,MF,17,2005,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,GER-Bundesliga,2022,defense
CIV,DF,21,2001,16.9,21,14,12,7,2,8,16,50.0,8,26,11,15,24,45,58,1,GER-Bundesliga,2022,defense
CZE,FW,26,1996,10.5,0,0,0,0,0,0,1,0.0,1,4,1,3,1,1,7,0,GER-Bundesliga,2022,defense
BRA,FW,22,2000,0.9,0,0,0,0,0,0,0,,0,1,0,1,0,0,2,0,GER-Bundesliga,2022,defense
ECU,"DF,MF",20,2002,27.3,51,34,28,20,3,25,38,65.8,13,41,20,21,31,82,83,1,GER-Bundesliga,2022,defense
GER,MF,27,1994,26.7,61,38,30,27,4,26,45,57.8,19,27,9,18,42,103,55,2,GER-Bundesliga,2022,defense
IRN,"FW,MF",27,1995,10.3,6,3,1,4,1,1,7,14.3,6,4,0,4,2,8,14,0,GER-Bundesliga,2022,defense
NED,DF,24,1998,2.1,7,5,3,3,1,4,4,100.0,0,2,0,2,0,7,1,0,GER-Bundesliga,2022,defense
ESP,DF,25,1997,20.5,42,27,25,11,6,21,40,52.5,19,22,1,21,15,57,31,0,GER-Bundesliga,2022,defense
GER,DF,28,1993,12.6,30,18,21,9,0,19,33,57.6,14,18,5,13,24,54,45,1,GER-Bundesliga,2022,defense
NOR,DF,25,1997,16.6,35,23,24,7,4,22,39,56.4,17,16,8,8,33,68,77,2,GER-Bundesliga,2022,defense
FRA,MF,25,1996,5.8,6,5,2,3,1,5,12,41.7,7,5,0,5,5,11,7,0,GER-Bundesliga,2022,defense
FRA,DF,25,1997,22.6,58,33,32,20,6,28,42,66.7,14,28,4,24,54,112,40,0,GER-Bundesliga,2022,defense
GER,MF,23,1998,23.0,27,21,10,15,2,16,38,42.1,22,28,2,26,41,68,25,0,GER-Bundesliga,2022,defense
MAR,MF,24,1998,6.5,18,8,10,5,3,5,10,50.0,5,7,0,7,3,21,9,0,GER-Bundesliga,2022,defense
GER,MF,18,2004,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,GER-Bundesliga,2022,defense
GER,DF,29,1993,13.7,20,16,7,8,5,12,20,60.0,8,22,3,19,9,29,26,0,GER-Bundesliga,2022,defense
SUR,"FW,MF",23,1998,2.7,3,3,1,1,1,2,3,66.7,1,2,0,2,0,3,2,0,GER-Bundesliga,2022,defense
GER,MF,28,1994,25.5,59,33,23,31,5,29,61,47.5,32,46,9,37,34,93,26,1,GER-Bundesliga,2022,defense
SUI,DF,26,1996,27.1,35,25,26,5,4,18,34,52.9,16,37,16,21,54,89,87,2,GER-Bundesliga,2022,defense
ALB,MF,19,2003,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,GER-Bundesliga,2022,defense
GER,GK,24,1998,8.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,GER-Bundesliga,2022,defense
GER,"MF,FW",22,2000,5.9,3,1,0,1,2,1,4,25.0,3,6,1,5,1,4,1,0,GER-Bundesliga,2022,defense
AUT,"FW,MF",30,1992,28.2,19,12,3,10,6,4,21,19.0,17,19,0,19,2,21,7,0,GER-Bundesliga,2022,defense
LUX,MF,22,2000,23.8,60,38,19,28,13,22,49,44.9,27,38,13,25,41,101,39,1,GER-Bundesliga,2022,defense
KOR,MF,29,1992,21.0,38,17,9,21,8,16,36,44.4,20,29,5,24,17,55,21,0,GER-Bundesliga,2022,defense
FRA,"FW,MF",28,1994,13.5,6,5,1,4,1,1,9,11.1,8,8,2,6,1,7,8,0,GER-Bundesliga,2022,defense
DEN,"FW,MF",26,1996,14.6,4,1,0,2,2,1,10,10.0,9,9,1,8,4,8,10,0,GER-Bundesliga,2022,defense
AUT,"FW,MF",21,2001,0.8,2,2,0,2,0,0,0,,0,4,0,4,0,2,0,0,GER-Bundesliga,2022,defense
GER,DF,24,1998,7.4,9,7,6,3,0,4,5,80.0,1,7,4,3,18,27,26,1,GER-Bundesliga,2022,defense
GER,"FW,DF",17,2005,1.1,2,0,0,0,2,1,3,33.3,2,2,0,2,0,2,1,0,GER-Bundesliga,2022,defense
GER,"DF,MF",21,2001,1.0,2,1,2,0,0,1,3,33.3,2,2,1,1,2,4,4,0,GER-Bundesliga,2022,defense
GER,GK,27,1994,26.0,0,0,0,0,0,0,4,0.0,4,0,0,0,0,0,17,1,GER-Bundesliga,2022,defense
SUI,DF,29,1993,18.8,26,17,15,10,1,20,39,51.3,19,22,8,14,31,57,28,0,GER-Bundesliga,2022,defense
GER,DF,30,1991,26.6,43,28,32,10,1,22,44,50.0,22,42,15,27,44,87,133,0,GER-Bundesliga,2022,defense
SEN,"DF,MF",26,1996,5.3,6,5,5,1,0,1,3,33.3,2,8,5,3,8,14,22,0,GER-Bundesliga,2022,defense
NOR,FW,26,1995,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,GER-Bundesliga,2022,defense
MLI,MF,24,1998,15.9,25,11,15,10,0,13,34,38.2,21,26,6,20,26,51,20,0,GER-Bundesliga,2022,defense
POR,FW,26,1995,19.3,12,6,2,5,5,3,8,37.5,5,11,1,10,3,15,3,0,GER-Bundesliga,2022,defense
GER,"DF,MF",25,1997,24.3,73,46,41,29,3,43,66,65.2,23,48,4,44,35,108,46,0,GER-Bundesliga,2022,defense
FRA,"FW,MF",24,1997,21.1,6,4,2,1,3,1,6,16.7,5,8,3,5,8,14,11,0,GER-Bundesliga,2022,defense
ESP,"MF,FW",24,1998,14.2,15,9,1,10,4,6,14,42.9,8,15,0,15,6,21,6,0,GER-Bundesliga,2022,defense
GER,"DF,MF",24,1998,18.7,39,25,23,12,4,17,29,58.6,12,24,6,18,16,55,26,1,GER-Bundesliga,2022,defense
HUN,"MF,FW",21,2000,27.2,45,28,12,20,13,17,42,40.5,25,43,2,41,17,62,27,0,GER-Bundesliga,2022,defense
SWE,"MF,FW",30,1991,16.5,16,11,1,8,7,6,20,30.0,14,25,2,23,3,19,7,0,GER-Bundesliga,2022,defense
ESP,"DF,FW",19,2003,2.0,8,2,1,3,4,4,7,57.1,3,4,0,4,1,9,0,0,GER-Bundesliga,2022,defense
GER,GK,31,1991,26.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,10,0,GER-Bundesliga,2022,defense
CRO,DF,20,2002,24.1,23,17,15,8,0,9,22,40.9,13,34,17,17,34,57,76,1,GER-Bundesliga,2022,defense
SVN,MF,31,1990,15.2,21,11,6,14,1,6,27,22.2,21,26,9,17,22,43,11,0,GER-Bundesliga,2022,defense
AUT,MF,25,1997,16.3,60,31,23,30,7,30,54,55.6,24,31,4,27,18,78,8,0,GER-Bundesliga,2022,defense
GER,DF,26,1996,10.1,16,8,7,9,0,8,15,53.3,7,6,3,3,13,29,31,0,GER-Bundesliga,2022,defense
GER,DF,30,1991,17.3,40,21,20,15,5,23,41,56.1,18,22,1,21,21,61,29,0,GER-Bundesliga,2022,defense
FRA,DF,22,2000,16.2,21,14,12,5,4,14,21,66.7,7,21,4,17,16,37,55,0,GER-Bundesliga,2022,defense
HUN,GK,32,1990,6.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,GER-Bundesliga,2022,defense
GER,DF,18,2004,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,GER-Bundesliga,2022,defense
GER,"FW,MF",26,1996,21.5,10,5,4,3,3,4,12,33.3,8,12,0,12,7,17,5,0,GER-Bundesliga,2022,defense
HUN,DF,29,1992,32.8,51,30,33,18,0,26,43,60.5,17,42,24,18,39,90,129,1,GER-Bundesliga,2022,defense
AUT,MF,24,1997,16.7,41,24,13,26,2,20,43,46.5,23,19,2,17,17,58,23,0,GER-Bundesliga,2022,defense
DEN,FW,28,1994,4.6,6,4,1,4,1,2,5,40.0,3,3,1,2,0,6,5,0,GER-Bundesliga,2022,defense
NOR,GK,31,1990,2.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,GER-Bundesliga,2022,defense
CZE,MF,24,1998,26.2,34,24,10,22,2,17,37,45.9,20,31,6,25,17,51,53,0,GER-Bundesliga,2022,defense
GER,GK,30,1992,22.6,0,0,0,0,0,0,2,0.0,2,0,0,0,1,1,6,3,GER-Bundesliga,2022,defense
ROU,MF,27,1995,0.5,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0,GER-Bundesliga,2022,defense
SUI,DF,28,1994,25.7,39,27,26,11,2,30,45,66.7,15,24,7,17,43,82,79,0,GER-Bundesliga,2022,defense
GER,MF,32,1989,9.5,17,13,8,8,1,5,17,29.4,12,16,1,15,5,22,15,0,GER-Bundesliga,2022,defense
GER,"MF,FW",32,1990,15.2,25,17,12,10,3,9,22,40.9,13,18,2,16,8,33,12,0,GER-Bundesliga,2022,defense
FRA,MF,30,1991,4.6,4,1,0,4,0,2,7,28.6,5,7,1,6,1,5,1,0,GER-Bundesliga,2022,defense
GER,MF,22,2000,5.7,12,3,7,5,0,4,14,28.6,10,9,3,6,4,16,18,0,GER-Bundesliga,2022,defense
GER,DF,22,2000,20.7,43,23,28,12,3,26,60,43.3,34,28,11,17,23,66,57,1,GER-Bundesliga,2022,defense
FIN,DF,28,1994,7.5,14,10,6,6,2,6,10,60.0,4,5,2,3,8,22,13,0,GER-Bundesliga,2022,defense
SWE,"FW,MF",25,1997,5.1,8,5,1,7,0,2,9,22.2,7,9,0,9,4,12,3,0,GER-Bundesliga,2022,defense
GER,FW,18,2004,0.2,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,GER-Bundesliga,2022,defense
TUR,FW,28,1994,10.8,11,8,3,5,3,3,12,25.0,9,9,1,8,3,14,9,0,GER-Bundesliga,2022,defense
GER,DF,19,2002,0.7,2,1,2,0,0,2,2,100.0,0,1,0,1,0,2,3,0,GER-Bundesliga,2022,defense
AUT,DF,21,2001,4.0,10,5,4,5,1,5,12,41.7,7,7,3,4,3,13,16,0,GER-Bundesliga,2022,defense
GER,DF,20,2001,3.0,3,1,2,1,0,1,2,50.0,1,4,3,1,9,12,24,1,GER-Bundesliga,2022,defense
POL,DF,30,1992,7.0,6,4,4,0,2,2,4,50.0,2,8,7,1,9,15,28,0,GER-Bundesliga,2022,defense
GER,"FW,MF",29,1993,28.9,22,11,8,7,7,12,32,37.5,20,34,1,33,10,32,20,0,GER-Bundesliga,2022,defense
JPN,DF,33,1988,28.4,34,22,19,13,2,18,29,62.1,11,40,29,11,46,80,132,2,GER-Bundesliga,2022,defense
GER,"DF,FW",20,2002,6.3,25,18,14,9,2,11,24,45.8,13,11,0,11,10,35,15,0,GER-Bundesliga,2022,defense
SUI,FW,28,1994,9.6,13,5,2,8,3,4,13,30.8,9,6,0,6,2,15,1,0,GER-Bundesliga,2022,defense
GER,DF,23,1999,10.5,14,11,8,5,1,5,8,62.5,3,16,10,6,8,22,53,1,GER-Bundesliga,2022,defense
GER,GK,33,1988,11.4,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,10,2,GER-Bundesliga,2022,defense
URU,"MF,FW",22,1999,14.7,16,8,5,9,2,9,24,37.5,15,16,1,15,7,23,13,0,GER-Bundesliga,2022,defense
GER,FW,31,1991,7.0,4,3,0,4,0,1,4,25.0,3,4,0,4,1,5,6,0,GER-Bundesliga,2022,defense
NED,DF,20,2001,7.7,5,4,2,2,1,1,4,25.0,3,8,5,3,13,18,33,2,GER-Bundesliga,2022,defense
GER,FW,19,2003,0.3,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,0,0,GER-Bundesliga,2022,defense
GER,FW,34,1988,20.3,15,8,4,7,4,3,14,21.4,11,6,2,4,6,21,9,0,GER-Bundesliga,2022,defense
JPN,"FW,MF",21,2000,4.2,6,4,3,3,0,4,6,66.7,2,5,0,5,3,9,3,0,GER-Bundesliga,2022,defense
NED,DF,25,1996,10.0,20,8,13,5,2,6,10,60.0,4,17,4,13,13,33,27,0,GER-Bundesliga,2022,defense
GER,"FW,MF",25,1996,4.9,13,7,3,8,2,8,11,72.7,3,5,0,5,0,13,4,0,GER-Bundesliga,2022,defense
FRA,DF,30,1991,0.3,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,1,0,GER-Bundesliga,2022,defense
GER,"DF,MF",26,1995,9.3,8,5,3,5,0,2,7,28.6,5,14,5,9,8,16,19,0,GER-Bundesliga,2022,defense
GER,MF,21,2001,27.9,112,68,39,62,11,51,100,51.0,49,39,6,33,36,148,35,0,GER-Bundesliga,2022,defense
COL,"MF,FW",29,1993,2.6,5,4,2,3,0,2,6,33.3,4,0,0,0,3,8,4,0,GER-Bundesliga,2022,defense
AUS,FW,21,2000,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,GER-Bundesliga,2022,defense
,MF,25,1996,21.8,49,30,18,25,6,24,47,51.1,23,39,11,28,31,80,44,0,GER-Bundesliga,2022,defense
CRO,DF,24,1998,21.7,27,21,18,8,1,21,32,65.6,11,20,5,15,19,46,37,0,GER-Bundesliga,2022,defense
GER,"FW,MF",24,1998,20.9,36,14,15,14,7,24,44,54.5,20,29,2,27,7,43,13,0,GER-Bundesliga,2022,defense
ENG,DF,21,2001,0.2,3,1,2,1,0,1,1,100.0,0,1,1,0,1,4,2,0,GER-Bundesliga,2022,defense
FRA,DF,23,1999,14.1,14,9,10,4,0,5,14,35.7,9,19,16,3,21,35,81,1,GER-Bundesliga,2022,defense
MKD,FW,22,2000,0.3,3,2,2,1,0,2,3,66.7,1,1,0,1,0,3,0,0,GER-Bundesliga,2022,defense
FRA,MF,20,2002,9.9,23,16,9,10,4,12,19,63.2,7,20,3,17,12,35,7,0,GER-Bundesliga,2022,defense
GER,GK,27,1995,15.0,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,4,2,GER-Bundesliga,2022,defense
