league,season,team,player,nation,pos,age,born,90s,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels,stat_type
,,,,,,,,,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,
ESP-La Liga,2022,Celta Vigo,Unai Núñez,ESP,DF,25,1997,35.0,8,0,0,25,31,1,3,72,35,0,0,1,205,70,53,56.9,misc
ESP-La Liga,2022,Celta Vigo,Williot Swedberg,SWE,MF,18,2004,0.6,1,0,0,1,1,0,0,0,1,0,0,0,2,0,0,,misc
ESP-La Liga,2022,Celta Vigo,Óscar Mingueza,ESP,DF,23,1999,14.3,2,0,0,19,8,1,29,12,21,0,2,0,90,8,8,50.0,misc
ESP-La Liga,2022,Celta Vigo,Óscar Rodríguez Arnaiz,ESP,MF,24,1998,19.7,6,0,0,22,26,2,83,24,25,0,1,0,115,11,20,35.5,misc
ESP-La Liga,2022,Cádiz,Alberto Perea,ESP,MF,31,1990,0.5,0,0,0,0,2,0,1,0,0,0,0,0,2,0,2,0.0,misc
ESP-La Liga,2022,Cádiz,Alfonso Espino,URU,DF,30,1992,34.7,7,0,0,49,36,3,110,48,56,0,3,0,253,33,43,43.4,misc
ESP-La Liga,2022,Cádiz,Anthony Lozano,HON,FW,29,1993,16.0,6,0,0,43,35,8,7,3,4,1,0,0,47,60,79,43.2,misc
ESP-La Liga,2022,Cádiz,Antonio Blanco,ESP,MF,22,2000,1.8,0,0,0,2,1,0,0,1,4,0,0,0,7,3,0,100.0,misc
ESP-La Liga,2022,Cádiz,Awer Mabil,AUS,"MF,FW",26,1995,1.8,0,0,0,0,3,0,9,0,0,0,0,0,6,1,5,16.7,misc
ESP-La Liga,2022,Cádiz,Brian Ocampo,URU,"MF,FW",23,1999,12.4,2,0,0,32,27,2,34,3,15,0,0,0,92,7,13,35.0,misc
ESP-La Liga,2022,Cádiz,Cala,ESP,DF,32,1989,1.5,0,0,0,1,5,0,0,1,1,0,0,0,3,3,4,42.9,misc
ESP-La Liga,2022,Cádiz,Carlos García,ESP,DF,22,2000,0.3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100.0,misc
ESP-La Liga,2022,Cádiz,Chris Ramos,ESP,FW,25,1997,7.9,2,0,0,21,12,0,6,1,9,1,0,0,23,65,48,57.5,misc
ESP-La Liga,2022,Cádiz,David Gil,ESP,GK,28,1994,4.0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,,misc
ESP-La Liga,2022,Cádiz,Fali,ESP,"DF,MF",28,1993,19.0,6,0,0,16,18,1,2,13,19,0,0,0,95,26,26,50.0,misc
ESP-La Liga,2022,Cádiz,Fede San Emeterio,ESP,MF,25,1997,20.5,14,0,0,58,22,0,4,17,22,0,0,0,87,23,30,43.4,misc
ESP-La Liga,2022,Cádiz,Francisco Mwepu,ZAM,FW,22,2000,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,misc
ESP-La Liga,2022,Cádiz,Gonzalo Escalante,ARG,MF,29,1993,12.5,4,0,0,14,17,0,4,17,24,0,1,0,86,27,28,49.1,misc
ESP-La Liga,2022,Cádiz,Isaac Carcelen,ESP,DF,29,1993,24.4,4,3,0,16,27,2,73,19,51,0,1,0,135,21,32,39.6,misc
ESP-La Liga,2022,Cádiz,Iván Alejo,ESP,"MF,FW",27,1995,14.6,13,1,1,38,44,2,108,5,21,0,1,0,76,25,17,59.5,misc
ESP-La Liga,2022,Cádiz,Jeremías Ledesma,ARG,GK,29,1993,34.0,2,0,0,1,7,0,0,2,2,0,1,0,39,8,3,72.7,misc
ESP-La Liga,2022,Cádiz,Jorge Meré,ESP,DF,25,1997,6.7,0,0,0,1,3,0,0,6,7,0,0,0,27,15,8,65.2,misc
ESP-La Liga,2022,Cádiz,Joseba Zaldúa,ESP,DF,30,1992,7.1,4,0,0,11,4,2,12,11,8,0,0,0,23,19,12,61.3,misc
ESP-La Liga,2022,Cádiz,José Antonio,ESP,"MF,DF",18,2004,0.5,0,0,0,0,4,0,1,0,1,0,0,0,2,0,0,,misc
ESP-La Liga,2022,Cádiz,José Mari,ESP,MF,34,1987,4.4,4,0,0,6,7,0,1,5,7,0,0,0,38,5,7,41.7,misc
ESP-La Liga,2022,Cádiz,Lucas Pérez,ESP,FW,33,1988,7.0,3,0,0,5,4,6,40,1,2,0,0,0,21,2,8,20.0,misc
ESP-La Liga,2022,Cádiz,Luis Hernández,ESP,DF,33,1989,35.0,8,1,1,27,7,2,18,31,21,0,0,0,148,40,23,63.5,misc
ESP-La Liga,2022,Cádiz,Mamadou Mbaye,SEN,DF,24,1998,8.4,2,0,0,6,2,4,0,7,7,0,1,0,31,26,20,56.5,misc
ESP-La Liga,2022,Cádiz,Mamady Diarra,MLI,"MF,DF",22,2000,0.7,0,0,0,1,1,0,0,0,1,0,0,0,5,0,0,,misc
ESP-La Liga,2022,Cádiz,Raúl Parra,ESP,DF,22,1999,3.4,1,0,0,6,3,0,6,1,2,0,0,0,17,3,1,75.0,misc
ESP-La Liga,2022,Cádiz,Roger Martí,ESP,FW,31,1991,7.1,1,0,0,26,15,8,0,2,4,0,0,0,22,10,23,30.3,misc
ESP-La Liga,2022,Cádiz,Rubén Alcaraz,ESP,MF,31,1991,22.7,11,1,1,45,33,0,44,19,31,0,1,0,159,30,29,50.8,misc
ESP-La Liga,2022,Cádiz,Rubén Sobrino,ESP,"MF,FW",30,1992,27.4,11,0,0,50,53,8,12,24,37,0,0,0,164,60,64,48.4,misc
ESP-La Liga,2022,Cádiz,Santiago Arzamendia,PAR,"DF,MF",24,1998,5.4,0,0,0,4,2,1,14,2,8,0,0,0,46,6,6,50.0,misc
ESP-La Liga,2022,Cádiz,Sergi Guardiola,ESP,FW,31,1991,12.9,2,0,0,7,21,11,14,3,7,0,0,0,39,11,31,26.2,misc
ESP-La Liga,2022,Cádiz,Theo Bongonda,COD,"MF,FW",26,1995,21.5,2,0,0,15,37,6,68,6,20,0,0,0,96,14,13,51.9,misc
ESP-La Liga,2022,Cádiz,Tomás Alarcón,CHI,MF,23,1999,2.5,2,1,1,4,3,0,6,2,2,0,0,0,14,3,1,75.0,misc
ESP-La Liga,2022,Cádiz,Víctor Chust,ESP,DF,22,2000,10.7,3,0,0,11,4,1,0,10,6,0,1,0,46,16,17,48.5,misc
ESP-La Liga,2022,Cádiz,Youba Diarra,MLI,MF,24,1998,1.1,2,0,0,3,0,0,0,2,0,0,0,0,12,0,2,0.0,misc
ESP-La Liga,2022,Cádiz,Álex Fernández,ESP,"MF,FW",29,1992,17.5,0,0,0,7,14,0,37,8,7,0,0,0,77,12,30,28.6,misc
ESP-La Liga,2022,Cádiz,Álvaro Giménez,ESP,FW,31,1991,0.2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,,misc
ESP-La Liga,2022,Cádiz,Álvaro Negredo,ESP,FW,36,1985,8.4,0,0,0,5,8,7,2,0,4,0,0,0,9,31,26,54.4,misc
ESP-La Liga,2022,Elche,Alejandro Alfaro,ESP,MF,20,2002,0.2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,misc
ESP-La Liga,2022,Elche,Axel Werner,ARG,GK,26,1996,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,misc
ESP-La Liga,2022,Elche,Carlos Clerc,ESP,"DF,MF",30,1992,29.3,5,0,0,32,31,2,89,28,51,0,0,0,151,20,22,47.6,misc
ESP-La Liga,2022,Elche,Carmona,ESP,"MF,DF",20,2002,6.5,5,1,1,19,7,2,12,8,9,0,0,0,44,6,11,35.3,misc
ESP-La Liga,2022,Elche,Diego González,ESP,DF,27,1995,10.6,4,0,0,17,5,0,1,7,7,0,1,0,47,19,8,70.4,misc
ESP-La Liga,2022,Elche,Domingos Quina,POR,MF,22,1999,3.1,3,1,1,5,11,0,6,3,2,0,0,0,27,0,1,0.0,misc
ESP-La Liga,2022,Elche,Enzo Roco,CHI,DF,29,1992,18.4,7,1,1,34,10,0,1,17,13,0,4,0,83,46,20,69.7,misc
ESP-La Liga,2022,Elche,Ezequiel Ponce,ARG,"FW,MF",25,1997,12.5,2,1,0,32,9,8,1,1,7,1,0,0,36,35,44,44.3,misc
ESP-La Liga,2022,Elche,Federico Fernández,ARG,DF,33,1989,1.0,0,0,0,0,0,0,0,2,1,0,0,0,3,1,2,33.3,misc
ESP-La Liga,2022,Elche,Fidel,ESP,"MF,FW",32,1989,19.0,5,0,0,10,19,9,57,5,10,0,0,0,101,3,9,25.0,misc
ESP-La Liga,2022,Elche,Gerard Gumbau,ESP,MF,27,1994,30.4,11,0,0,51,21,2,164,28,25,0,0,0,165,22,30,42.3,misc
ESP-La Liga,2022,Elche,Gonzalo Verdú,ESP,DF,33,1988,7.8,1,2,0,10,5,0,0,10,5,0,0,1,33,28,15,65.1,misc
ESP-La Liga,2022,Elche,Helibelton Palacios,COL,DF,29,1993,21.3,6,0,0,30,19,0,18,20,20,0,0,0,118,21,25,45.7,misc
ESP-La Liga,2022,Elche,Javier Pastore,ARG,MF,33,1989,0.1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,,misc
ESP-La Liga,2022,Elche,Johan Mojica,COL,"DF,MF",29,1992,3.0,2,0,0,4,3,0,14,4,3,0,1,0,33,4,1,80.0,misc
ESP-La Liga,2022,Elche,John Donald,ESP,"MF,DF",21,2000,12.1,3,1,0,23,8,0,0,14,11,0,0,0,52,28,17,62.2,misc
ESP-La Liga,2022,Elche,Josan,ESP,"DF,MF",32,1989,12.0,3,0,0,10,18,5,48,7,20,0,1,0,67,5,7,41.7,misc
ESP-La Liga,2022,Elche,Lautaro Blanco,ARG,"DF,MF",23,1999,9.7,2,0,0,7,2,2,86,2,9,0,0,0,49,0,8,0.0,misc
ESP-La Liga,2022,Elche,Lisandro Magallán,ARG,DF,28,1993,10.0,0,1,0,15,5,0,1,13,11,0,0,0,53,17,19,47.2,misc
ESP-La Liga,2022,Elche,Lucas Boyé,ARG,FW,26,1996,27.4,7,1,0,61,45,14,15,15,16,0,0,0,104,49,57,46.2,misc
ESP-La Liga,2022,Elche,Nicolás Ezequiel Fernández,ARG,"MF,DF",22,2000,5.7,2,0,0,11,9,3,33,5,12,0,0,1,39,1,6,14.3,misc
ESP-La Liga,2022,Elche,Omar Mascarell,EQG,"MF,DF",29,1993,27.2,6,0,0,21,17,0,22,45,26,0,0,0,157,27,21,56.3,misc
ESP-La Liga,2022,Elche,Pape Cheikh Diop,SEN,MF,24,1997,0.4,1,1,0,3,0,0,0,0,0,0,0,0,3,0,1,0.0,misc
ESP-La Liga,2022,Elche,Pedro Bigas,ESP,DF,31,1990,22.4,4,2,0,17,16,0,5,33,20,1,1,0,123,42,19,68.9,misc
ESP-La Liga,2022,Elche,Pere Milla,ESP,"FW,MF",29,1992,20.5,7,0,0,19,44,13,14,9,20,1,0,0,97,28,33,45.9,misc
ESP-La Liga,2022,Elche,Pol Lirola,ESP,DF,24,1997,7.0,1,0,0,4,3,0,32,7,6,0,0,0,45,8,6,57.1,misc
ESP-La Liga,2022,Elche,Randy Nteka,ANG,"FW,MF",24,1997,8.1,1,0,0,21,17,3,0,4,10,0,0,0,38,15,31,32.6,misc
ESP-La Liga,2022,Elche,Raúl Guti,ESP,MF,25,1996,12.4,1,0,0,8,22,1,9,8,12,0,0,0,64,6,10,37.5,misc
ESP-La Liga,2022,Elche,Roger Martí,ESP,FW,31,1991,7.3,2,0,0,16,11,4,5,1,2,0,0,0,27,6,12,33.3,misc
ESP-La Liga,2022,Elche,Tete Morente,ESP,"MF,DF",25,1996,23.0,5,0,0,32,21,12,99,25,21,1,1,0,98,35,21,62.5,misc
ESP-La Liga,2022,Elche,Álex Collado,ESP,MF,23,1999,8.0,1,0,0,9,10,1,18,2,14,0,0,0,33,4,8,33.3,misc
ESP-La Liga,2022,Elche,Édgar Badía,ESP,GK,30,1992,36.0,2,0,0,1,6,0,0,0,0,0,1,0,33,8,1,88.9,misc
ESP-La Liga,2022,Espanyol,Adri Embarba,ESP,FW,30,1992,0.4,0,0,0,1,1,0,2,0,0,0,0,0,2,0,1,0.0,misc
ESP-La Liga,2022,Espanyol,Adrià Pedrosa,ESP,"DF,MF",24,1998,2.5,0,0,0,3,4,1,9,5,1,0,0,0,18,1,1,50.0,misc
ESP-La Liga,2022,Espanyol,Aleix Vidal,ESP,"MF,FW",32,1989,11.4,10,1,1,23,17,1,39,15,5,0,0,0,63,3,7,30.0,misc
ESP-La Liga,2022,Espanyol,Benjamin Lecomte,FRA,GK,31,1991,10.0,1,1,0,1,0,0,0,0,0,0,0,1,16,0,0,,misc
ESP-La Liga,2022,Espanyol,Brian Oliván,ESP,DF,28,1994,26.7,7,0,0,32,15,3,140,22,27,0,0,0,147,17,37,31.5,misc
ESP-La Liga,2022,Espanyol,César Montes,MEX,DF,25,1997,17.7,6,0,0,18,6,1,1,14,9,0,1,0,91,68,38,64.2,misc
ESP-La Liga,2022,Espanyol,Dani Gómez,ESP,"MF,FW",24,1998,1.0,2,0,0,3,2,4,2,1,1,0,0,0,5,1,0,100.0,misc
ESP-La Liga,2022,Espanyol,Denis Suárez,ESP,"MF,FW",28,1994,10.5,2,0,0,16,14,1,37,5,20,0,0,0,49,4,12,25.0,misc
ESP-La Liga,2022,Espanyol,Edu Expósito,ESP,MF,25,1996,12.9,3,1,0,14,29,0,48,12,20,0,0,0,69,14,12,53.8,misc
ESP-La Liga,2022,Espanyol,Fernando Calero,ESP,"DF,MF",26,1995,17.9,6,0,0,22,9,1,4,13,29,0,0,0,86,35,29,54.7,misc
ESP-La Liga,2022,Espanyol,Fernando Pacheco,ESP,GK,30,1992,16.0,0,0,0,0,4,0,0,1,0,0,0,0,13,4,1,80.0,misc
ESP-La Liga,2022,Espanyol,Javi Puado,ESP,"FW,MF",24,1998,26.0,4,0,0,16,25,4,36,10,11,1,0,0,135,21,41,33.9,misc
ESP-La Liga,2022,Espanyol,Joan García,ESP,GK,21,2001,1.0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,,misc
ESP-La Liga,2022,Espanyol,Joselu,ESP,FW,32,1990,33.2,2,0,0,23,70,26,17,8,11,2,0,0,69,174,107,61.9,misc
ESP-La Liga,2022,Espanyol,José Carlos Lazo,ESP,"MF,FW",26,1996,1.8,0,0,0,2,5,0,4,3,3,0,0,0,9,0,3,0.0,misc
ESP-La Liga,2022,Espanyol,José Gragera,ESP,"MF,DF",21,2000,5.1,2,0,0,14,6,0,0,7,9,0,0,0,17,12,9,57.1,misc
ESP-La Liga,2022,Espanyol,Keidi Bare,ALB,MF,24,1997,5.6,0,0,0,11,13,0,6,11,8,0,0,0,25,5,9,35.7,misc
ESP-La Liga,2022,Espanyol,Leandro Cabrera,URU,DF,31,1991,29.7,10,2,1,29,20,1,14,43,24,0,1,1,138,62,37,62.6,misc
ESP-La Liga,2022,Espanyol,Luca Koleosho,ITA,"FW,DF",17,2004,0.7,0,0,0,1,0,1,3,0,2,0,0,0,5,0,0,,misc
ESP-La Liga,2022,Espanyol,Martin Braithwaite,DEN,"FW,MF",31,1991,27.3,5,1,0,20,42,13,20,5,2,0,0,0,58,48,59,44.9,misc
ESP-La Liga,2022,Espanyol,Nabil Touaizi,MAR,MF,21,2001,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,misc
ESP-La Liga,2022,Espanyol,Nico Ribaudo,ESP,"MF,FW",21,2001,13.9,4,0,0,24,33,3,44,5,13,0,0,0,65,12,28,30.0,misc
ESP-La Liga,2022,Espanyol,Omar El Hilali,MAR,"DF,MF",18,2003,1.0,1,0,0,0,2,0,2,1,2,0,0,0,10,2,1,66.7,misc
ESP-La Liga,2022,Espanyol,Pol Lozano,ESP,MF,22,1999,0.2,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,50.0,misc
ESP-La Liga,2022,Espanyol,Roger Martínez,ESP,DF,18,2004,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,misc
ESP-La Liga,2022,Espanyol,Ronaël Pierre-Gabriel,FRA,DF,24,1998,2.6,2,1,1,4,4,0,10,9,9,0,0,0,18,4,2,66.7,misc
ESP-La Liga,2022,Espanyol,Rubén,ESP,"DF,MF",21,2001,9.9,1,0,0,18,7,0,48,18,15,0,0,0,64,15,4,78.9,misc
ESP-La Liga,2022,Espanyol,Sergi Darder,ESP,MF,28,1993,36.9,4,0,0,31,78,2,181,24,38,0,0,0,205,12,13,48.0,misc
ESP-La Liga,2022,Espanyol,Sergi Gómez,ESP,DF,30,1992,26.0,1,2,0,9,8,0,3,27,16,0,0,0,113,43,36,54.4,misc
ESP-La Liga,2022,Espanyol,Simo,ESP,DF,17,2005,1.6,0,0,0,2,0,0,0,0,1,0,1,0,6,2,4,33.3,misc
ESP-La Liga,2022,Espanyol,Vinicius Souza,BRA,MF,23,1999,27.0,10,1,1,65,38,0,4,48,66,0,2,0,151,72,63,53.3,misc
ESP-La Liga,2022,Espanyol,Álvaro Fernández,ESP,GK,24,1998,11.0,1,0,0,0,2,0,0,0,0,0,0,0,15,2,1,66.7,misc
ESP-La Liga,2022,Espanyol,Óscar Gil,ESP,DF,25,1997,28.4,14,0,0,54,39,0,38,31,37,0,1,0,124,13,39,25.0,misc
ESP-La Liga,2022,Getafe,Alejandro Revuelta Montero,ESP,DF,22,2000,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,misc
ESP-La Liga,2022,Getafe,Borja Mayoral,ESP,FW,25,1997,30.7,4,0,0,16,38,11,37,3,4,1,0,0,105,36,84,30.0,misc
ESP-La Liga,2022,Getafe,Carles Aleñá,ESP,"MF,FW",24,1998,23.5,12,1,1,60,50,3,43,4,10,0,1,0,120,15,38,28.3,misc
ESP-La Liga,2022,Getafe,Damián Suárez,URU,"DF,MF",34,1988,21.6,7,0,0,43,17,2,78,15,33,0,0,0,132,14,16,46.7,misc
ESP-La Liga,2022,Getafe,David Soria,ESP,GK,29,1993,38.0,2,0,0,1,3,0,0,1,0,0,0,0,39,4,0,100.0,misc
ESP-La Liga,2022,Getafe,Djené,TOG,DF,30,1991,31.6,10,1,0,49,38,1,23,42,28,0,2,0,204,53,30,63.9,misc
ESP-La Liga,2022,Getafe,Domingos Duarte,POR,DF,27,1995,29.5,11,1,1,32,21,2,0,39,18,0,2,1,126,47,30,61.0,misc
ESP-La Liga,2022,Getafe,Enes Ünal,TUR,FW,25,1997,33.0,6,0,0,61,77,28,17,6,14,2,0,0,87,156,164,48.8,misc
ESP-La Liga,2022,Getafe,Fabrizio Angileri,ARG,DF,28,1994,6.5,2,1,0,7,1,0,12,7,9,0,1,0,19,17,10,63.0,misc
ESP-La Liga,2022,Getafe,Gastón Álvarez,URU,DF,22,2000,16.7,7,1,0,27,12,0,23,15,30,0,1,0,53,31,31,50.0,misc
ESP-La Liga,2022,Getafe,Gonzalo Villar,ESP,MF,24,1998,5.1,5,0,0,20,12,0,6,6,5,0,0,0,50,7,7,50.0,misc
ESP-La Liga,2022,Getafe,Iglesias,ESP,"DF,MF",24,1998,23.8,7,0,0,44,21,2,86,21,35,0,0,0,127,15,19,44.1,misc
ESP-La Liga,2022,Getafe,Jaime Mata,ESP,"FW,MF",33,1988,4.9,5,0,0,17,7,4,9,3,10,0,0,0,27,10,15,40.0,misc
ESP-La Liga,2022,Getafe,Jaime Seoane,ESP,"MF,FW",25,1997,3.6,1,0,0,6,4,0,2,1,4,0,0,0,17,2,5,28.6,misc
ESP-La Liga,2022,Getafe,Jordan Amavi,FRA,DF,28,1994,2.2,2,1,1,3,2,1,6,4,2,0,0,0,15,8,3,72.7,misc
ESP-La Liga,2022,Getafe,Juanmi Latasa,ESP,FW,21,2001,5.0,2,0,0,21,11,1,2,1,4,0,0,0,17,68,54,55.7,misc
ESP-La Liga,2022,Getafe,Luis Milla,ESP,MF,27,1994,20.6,6,1,1,29,22,1,75,32,30,0,1,0,149,17,19,47.2,misc
ESP-La Liga,2022,Getafe,Mauro Arambarri,URU,MF,26,1995,11.0,5,1,1,21,11,0,42,14,6,0,0,1,63,15,12,55.6,misc
ESP-La Liga,2022,Getafe,Moises Parra Gutierrez,ESP,FW,20,2002,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,misc
ESP-La Liga,2022,Getafe,Munir El Haddadi,MAR,"MF,FW",26,1995,12.8,4,0,0,14,34,13,70,9,7,0,0,0,64,28,28,50.0,misc
ESP-La Liga,2022,Getafe,Nemanja Maksimović,SRB,MF,27,1995,22.8,3,0,0,25,8,0,9,34,30,0,0,0,93,45,30,60.0,misc
ESP-La Liga,2022,Getafe,Omar Alderete,PAR,DF,25,1996,22.7,9,0,0,35,10,0,7,26,20,0,0,0,141,61,31,66.3,misc
ESP-La Liga,2022,Getafe,Portu,ESP,"MF,DF",30,1992,19.7,7,1,1,25,25,10,91,17,21,0,0,0,91,20,34,37.0,misc
ESP-La Liga,2022,Getafe,Stefan Mitrović,SRB,DF,32,1990,18.7,5,0,0,13,3,0,0,17,6,0,0,0,63,38,16,70.4,misc
ESP-La Liga,2022,Getafe,Ángel Algobia,ESP,MF,23,1999,12.6,3,0,0,31,10,0,11,3,13,0,0,0,68,7,21,25.0,misc
ESP-La Liga,2022,Girona,Aleix García,ESP,MF,25,1997,26.0,1,0,0,14,29,1,179,31,20,0,0,0,132,13,6,68.4,misc
ESP-La Liga,2022,Girona,Alexander Callens,PER,DF,30,1992,1.3,1,0,0,3,1,0,0,1,3,0,0,0,9,0,1,0.0,misc
ESP-La Liga,2022,Girona,Arnau Martinez,ESP,DF,19,2003,30.4,11,0,0,36,66,6,60,25,45,0,1,0,171,32,25,56.1,misc
ESP-La Liga,2022,Girona,Bernardo Espinosa,COL,DF,33,1989,13.6,5,0,0,12,10,0,0,12,2,0,1,0,66,53,28,65.4,misc
ESP-La Liga,2022,Girona,Borja García,ESP,"MF,FW",31,1990,7.5,1,0,0,4,20,3,17,5,4,0,0,0,33,6,7,46.2,misc
ESP-La Liga,2022,Girona,Cristhian Stuani,URU,FW,35,1986,12.1,8,0,0,39,23,7,3,2,6,0,0,0,26,21,24,46.7,misc
ESP-La Liga,2022,Girona,David López,ESP,DF,32,1989,18.4,5,0,0,16,16,3,0,14,18,0,0,0,106,29,32,47.5,misc
ESP-La Liga,2022,Girona,Iván Martín,ESP,MF,23,1999,17.6,2,0,0,18,13,3,18,9,7,1,0,0,81,12,16,42.9,misc
ESP-La Liga,2022,Girona,Javi Hernández,ESP,DF,24,1998,12.4,3,0,0,9,21,1,16,7,12,0,1,0,67,10,10,50.0,misc
ESP-La Liga,2022,Girona,Joel Roca,ESP,"MF,FW",17,2005,0.9,1,0,0,2,5,0,0,0,2,0,0,0,5,0,0,,misc
ESP-La Liga,2022,Girona,Juan Carlos,ESP,GK,34,1988,10.0,0,0,0,0,0,0,0,1,0,0,0,0,16,1,0,100.0,misc
ESP-La Liga,2022,Girona,Juanpe,ESP,DF,31,1991,15.8,3,0,0,11,2,0,3,10,11,0,1,0,59,18,9,66.7,misc
ESP-La Liga,2022,Girona,Manu Vallejo,ESP,"FW,MF",25,1997,2.3,0,0,0,1,6,1,7,1,1,2,0,0,8,0,5,0.0,misc
ESP-La Liga,2022,Girona,Miguel Gutiérrez,ESP,DF,21,2001,26.6,6,0,0,23,24,3,104,18,23,0,0,0,157,9,16,36.0,misc
ESP-La Liga,2022,Girona,Oriol Romeu,ESP,MF,30,1991,32.8,10,1,1,59,33,0,13,37,38,0,1,0,195,39,46,45.9,misc
ESP-La Liga,2022,Girona,Oscar Ureña,DOM,MF,19,2003,1.1,0,0,0,2,1,0,4,1,2,0,0,0,3,0,1,0.0,misc
ESP-La Liga,2022,Girona,Paulo Gazzaniga,ARG,GK,30,1992,28.0,4,0,0,0,6,0,0,1,0,0,0,0,36,4,0,100.0,misc
ESP-La Liga,2022,Girona,Ramón Terrats,ESP,MF,21,2000,2.4,0,0,0,3,3,0,2,3,2,0,0,0,9,0,7,0.0,misc
ESP-La Liga,2022,Girona,Reinier,BRA,"MF,FW",20,2002,7.2,1,1,0,4,15,2,2,5,10,0,0,0,29,6,12,33.3,misc
ESP-La Liga,2022,Girona,Ricard Artero,ESP,"MF,FW",19,2003,1.5,0,0,0,2,1,0,0,1,3,0,0,0,8,2,2,50.0,misc
ESP-La Liga,2022,Girona,Rodrigo Riquelme,ESP,"MF,FW",22,2000,24.2,1,0,0,27,36,5,78,11,8,0,1,0,111,9,13,40.9,misc
ESP-La Liga,2022,Girona,Samuel Sáiz,ESP,MF,31,1991,2.7,1,0,0,3,4,2,6,0,2,0,0,0,15,2,3,40.0,misc
ESP-La Liga,2022,Girona,Santiago Bueno,URU,DF,23,1998,33.4,7,1,1,37,34,2,4,31,38,2,1,0,144,74,41,64.3,misc
ESP-La Liga,2022,Girona,Toni Villa,ESP,"MF,FW",27,1995,9.9,2,0,0,12,18,7,27,8,18,0,0,0,52,1,5,16.7,misc
ESP-La Liga,2022,Girona,Valentín Castellanos,ARG,FW,23,1998,28.9,11,0,0,43,46,31,10,6,5,0,0,0,56,51,70,42.1,misc
ESP-La Liga,2022,Girona,Valery Fernández,ESP,"MF,DF",22,1999,10.7,1,0,0,6,16,4,23,10,6,1,1,0,49,10,5,66.7,misc
ESP-La Liga,2022,Girona,Viktor Tsyhankov,UKR,MF,24,1997,16.5,0,0,0,8,21,2,55,7,8,1,0,0,70,7,13,35.0,misc
ESP-La Liga,2022,Girona,Yan Couto,BRA,"DF,MF",20,2002,12.9,3,0,0,12,15,2,63,5,18,0,0,0,78,1,7,12.5,misc
ESP-La Liga,2022,Girona,Yangel Herrera,VEN,"MF,FW",24,1998,10.7,4,0,0,34,22,2,19,4,9,0,0,0,45,18,31,36.7,misc
ESP-La Liga,2022,Mallorca,Abdón Prats,ESP,"FW,MF",29,1992,4.6,1,0,0,5,6,2,0,0,0,0,0,0,12,14,38,26.9,misc
ESP-La Liga,2022,Mallorca,Amath,SEN,"MF,FW",26,1996,13.6,2,1,0,35,24,7,16,5,19,1,0,0,62,8,19,29.6,misc
ESP-La Liga,2022,Mallorca,Antonio Raillo,ESP,DF,30,1991,30.7,11,1,0,42,21,5,0,31,21,1,0,0,140,92,51,64.3,misc
ESP-La Liga,2022,Mallorca,Antonio Sánchez,ESP,"MF,DF",25,1997,12.0,5,0,0,26,15,0,32,22,8,1,1,0,96,7,16,30.4,misc
ESP-La Liga,2022,Mallorca,Braian Cufré,ARG,DF,25,1996,2.4,0,0,0,5,3,2,1,2,2,0,0,0,13,0,1,0.0,misc
ESP-La Liga,2022,Mallorca,Clément Grenier,FRA,MF,31,1991,8.0,7,0,0,21,13,0,34,6,8,0,0,0,46,3,9,25.0,misc
ESP-La Liga,2022,Mallorca,Copete,ESP,DF,22,1999,24.5,7,1,0,47,24,2,9,44,28,0,1,0,113,39,16,70.9,misc
ESP-La Liga,2022,Mallorca,Dani Rodríguez,ESP,MF,34,1988,23.3,8,0,0,49,33,4,32,21,23,0,0,0,133,11,37,22.9,misc
ESP-La Liga,2022,Mallorca,Dennis Hadzikadunic,BIH,DF,24,1998,6.8,1,0,0,6,2,0,0,3,6,0,0,0,28,16,13,55.2,misc
ESP-La Liga,2022,Mallorca,Dominik Greif,SVK,GK,25,1997,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,misc
ESP-La Liga,2022,Mallorca,Franco Russo,ARG,DF,27,1994,1.6,0,0,0,0,2,0,0,3,1,0,0,0,12,3,2,60.0,misc
ESP-La Liga,2022,Mallorca,Giovanni González,URU,DF,27,1994,10.3,5,0,0,16,17,1,20,7,8,0,0,0,48,12,11,52.2,misc
