league,season,team,player,nation,pos,age,born,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,stat_type
,,,,,,,,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,
GER-Bundesliga,2024,Dortmund,Daniel Svensson,SWE,"DF,FW",23-058,2002,6,2,241,2.7,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,5,17,12,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.05,0.02,0.05,standard
GER-Bundesliga,2024,Dortmund,Donyell Malen,NED,"FW,MF",26-092,1999,14,6,614,6.8,3,0,3,3,0,0,1,0,2.9,2.9,0.2,3.2,23,17,75,0.44,0.0,0.44,0.44,0.44,0.43,0.03,0.46,0.43,0.46,standard
GER-Bundesliga,2024,Dortmund,Emre Can,GER,"DF,MF",31-089,1994,25,21,1863,20.7,3,0,3,1,2,2,4,1,2.0,0.4,0.4,0.8,15,107,9,0.14,0.0,0.14,0.05,0.05,0.1,0.02,0.11,0.02,0.04,standard
GER-Bundesliga,2024,Dortmund,Felix Nmecha,GER,MF,24-183,2000,20,14,1152,12.8,2,1,3,2,0,0,2,0,0.3,0.3,0.8,1.1,10,64,13,0.16,0.08,0.23,0.16,0.23,0.02,0.06,0.08,0.02,0.08,standard
GER-Bundesliga,2024,Dortmund,Gio Reyna,USA,MF,22-149,2002,14,3,328,3.6,2,0,2,2,0,0,3,0,0.2,0.2,0.2,0.4,5,18,18,0.55,0.0,0.55,0.55,0.55,0.05,0.07,0.11,0.05,0.11,standard
GER-Bundesliga,2024,Dortmund,Gregor Kobel,SUI,GK,27-126,1997,26,26,2340,26.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard
GER-Bundesliga,2024,Dortmund,Jamie Gittens,ENG,"FW,MF",20-246,2004,28,19,1633,18.1,8,3,11,8,0,0,3,0,3.5,3.5,2.5,6.0,106,37,161,0.44,0.17,0.61,0.44,0.61,0.2,0.14,0.33,0.2,0.33,standard
GER-Bundesliga,2024,Dortmund,Julian Brandt,GER,MF,28-344,1996,24,23,1890,21.0,3,6,9,3,0,0,1,0,3.9,3.9,6.8,10.7,46,120,170,0.14,0.29,0.43,0.14,0.43,0.18,0.33,0.51,0.18,0.51,standard
GER-Bundesliga,2024,Dortmund,Julian Ryerson,NOR,DF,27-145,1997,23,22,1797,20.0,1,2,3,1,0,0,6,1,0.4,0.4,3.4,3.8,51,78,108,0.05,0.1,0.15,0.05,0.15,0.02,0.17,0.19,0.02,0.19,standard
GER-Bundesliga,2024,Dortmund,Julien Duranville,BEL,"FW,MF",18-341,2006,10,2,262,2.9,0,0,0,0,0,0,3,0,0.1,0.1,0.3,0.4,14,7,32,0.0,0.0,0.0,0.0,0.0,0.03,0.11,0.14,0.03,0.14,standard
GER-Bundesliga,2024,Dortmund,Karim Adeyemi,GER,"FW,MF",23-083,2002,19,14,1161,12.9,4,4,8,4,0,0,3,0,4.2,4.2,5.3,9.5,56,25,127,0.31,0.31,0.62,0.31,0.62,0.33,0.41,0.74,0.33,0.74,standard
GER-Bundesliga,2024,Dortmund,Kjell-Arik Wätjen,GER,MF,19-054,2006,2,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard
GER-Bundesliga,2024,Dortmund,Marcel Sabitzer,AUT,"MF,FW",31-025,1994,23,17,1472,16.4,0,0,0,0,0,0,2,0,1.6,1.6,1.1,2.7,20,90,64,0.0,0.0,0.0,0.0,0.0,0.1,0.07,0.16,0.1,0.16,standard
GER-Bundesliga,2024,Dortmund,Maximilian Beier,GER,"FW,MF",22-176,2002,27,15,1477,16.4,7,5,12,7,0,0,2,0,7.1,7.1,3.2,10.3,21,32,116,0.43,0.3,0.73,0.43,0.73,0.43,0.2,0.63,0.43,0.63,standard
GER-Bundesliga,2024,Dortmund,Nico Schlotterbeck,GER,DF,25-131,1999,23,23,1982,22.0,0,4,4,0,0,0,7,2,1.3,1.3,2.1,3.4,37,195,14,0.0,0.18,0.18,0.0,0.18,0.06,0.09,0.15,0.06,0.15,standard
GER-Bundesliga,2024,Dortmund,Niklas Süle,GER,DF,29-220,1995,9,6,563,6.3,0,0,0,0,0,0,1,0,0.5,0.5,0.0,0.5,6,34,6,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.08,0.08,0.08,standard
GER-Bundesliga,2024,Dortmund,Pascal Groß,GER,"MF,DF",33-300,1991,26,24,1985,22.1,0,6,6,0,0,0,4,1,2.2,2.2,4.0,6.2,35,159,108,0.0,0.27,0.27,0.0,0.27,0.1,0.18,0.28,0.1,0.28,standard
GER-Bundesliga,2024,Dortmund,Ramy Bensebaini,ALG,DF,29-360,1995,25,18,1562,17.4,1,5,6,1,0,0,6,0,1.2,1.2,2.7,3.9,19,88,55,0.06,0.29,0.35,0.06,0.35,0.07,0.15,0.22,0.07,0.22,standard
GER-Bundesliga,2024,Dortmund,Salih Özcan,TUR,"MF,DF",27-090,1998,7,2,271,3.0,0,0,0,0,0,0,0,0,0.3,0.3,0.3,0.7,3,22,2,0.0,0.0,0.0,0.0,0.0,0.11,0.11,0.22,0.11,0.22,standard
GER-Bundesliga,2024,Dortmund,Serhou Guirassy,GUI,FW,29-030,1996,24,23,2073,23.0,15,1,16,13,2,2,3,0,17.6,16.0,3.7,19.7,16,29,103,0.65,0.04,0.69,0.56,0.61,0.77,0.16,0.93,0.7,0.86,standard
GER-Bundesliga,2024,Dortmund,Waldemar Anton,GER,DF,28-265,1996,20,16,1409,15.7,0,2,2,0,0,0,3,0,0.8,0.8,0.8,1.6,28,98,24,0.0,0.13,0.13,0.0,0.13,0.05,0.05,0.11,0.05,0.11,standard
GER-Bundesliga,2024,Dortmund,Yan Couto,BRA,"DF,FW",22-312,2002,18,7,817,9.1,0,0,0,0,0,0,5,0,0.2,0.2,0.9,1.1,43,62,77,0.0,0.0,0.0,0.0,0.0,0.02,0.1,0.12,0.02,0.12,standard
GER-Bundesliga,2024,Dortmund,Yannik Lührs,GER,DF,21-214,2003,3,1,127,1.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,standard
GER-Bundesliga,2024,Eint Frankfurt,Ansgar Knauff,GER,"MF,DF",23-091,2002,25,14,1239,13.8,1,5,6,1,0,0,2,0,2.5,2.5,4.7,7.3,42,46,118,0.07,0.36,0.44,0.07,0.44,0.19,0.34,0.53,0.19,0.53,standard
GER-Bundesliga,2024,Eint Frankfurt,Arthur Theate,BEL,DF,24-321,2000,25,25,2209,24.5,0,0,0,0,0,0,5,1,1.5,1.5,0.6,2.1,42,130,22,0.0,0.0,0.0,0.0,0.0,0.06,0.02,0.08,0.06,0.08,standard
GER-Bundesliga,2024,Eint Frankfurt,Aurele Amenda,SUI,DF,21-254,2003,6,1,78,0.9,0,0,0,0,0,0,1,0,0.0,0.0,0.3,0.3,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.29,0.0,0.29,standard
GER-Bundesliga,2024,Eint Frankfurt,Can Uzun,TUR,"MF,FW",19-151,2005,17,5,568,6.3,4,1,5,4,0,0,1,0,2.7,2.7,1.1,3.7,9,35,39,0.63,0.16,0.79,0.63,0.79,0.42,0.17,0.59,0.42,0.59,standard
GER-Bundesliga,2024,Eint Frankfurt,Ellyes Skhiri,TUN,MF,29-336,1995,24,20,1721,19.1,0,2,2,0,0,0,6,0,0.8,0.8,1.2,2.0,12,86,23,0.0,0.1,0.1,0.0,0.1,0.04,0.06,0.1,0.04,0.1,standard
GER-Bundesliga,2024,Eint Frankfurt,Elye Wahi,FRA,"FW,MF",22-099,2003,5,1,163,1.8,0,0,0,0,0,0,1,0,0.5,0.5,0.1,0.6,3,4,15,0.0,0.0,0.0,0.0,0.0,0.27,0.05,0.32,0.27,0.32,standard
GER-Bundesliga,2024,Eint Frankfurt,Fares Chaïbi,ALG,"MF,FW",22-134,2002,20,7,764,8.5,1,0,1,1,0,0,2,0,2.4,2.4,1.2,3.5,12,39,51,0.12,0.0,0.12,0.12,0.12,0.28,0.14,0.41,0.28,0.41,standard
GER-Bundesliga,2024,Eint Frankfurt,Hugo Ekitike,FRA,FW,22-295,2002,27,25,2050,22.8,13,4,17,12,1,3,0,0,18.5,16.2,4.9,21.1,73,37,170,0.57,0.18,0.75,0.53,0.7,0.81,0.21,1.03,0.71,0.93,standard
GER-Bundesliga,2024,Eint Frankfurt,Hugo Larsson,SWE,MF,20-288,2004,27,23,1922,21.4,3,0,3,3,0,0,2,0,3.0,3.0,1.1,4.1,13,101,29,0.14,0.0,0.14,0.14,0.14,0.14,0.05,0.19,0.14,0.19,standard
GER-Bundesliga,2024,Eint Frankfurt,Igor Matanovic,CRO,FW,22-011,2003,16,2,312,3.5,1,0,1,1,0,0,0,0,1.1,1.1,0.0,1.2,2,6,19,0.29,0.0,0.29,0.29,0.29,0.33,0.01,0.34,0.33,0.34,standard
GER-Bundesliga,2024,Eint Frankfurt,Jean Mattéo Bahoya,FRA,"MF,FW",19-339,2005,19,6,615,6.8,1,2,3,1,0,0,3,0,1.0,1.0,1.0,2.0,16,20,73,0.15,0.29,0.44,0.15,0.44,0.14,0.15,0.29,0.14,0.29,standard
GER-Bundesliga,2024,Eint Frankfurt,Junior Dina Ebimbe,FRA,"MF,FW",24-141,2000,7,3,293,3.3,0,1,1,0,0,0,0,0,0.9,0.9,0.9,1.8,5,3,27,0.0,0.31,0.31,0.0,0.31,0.26,0.29,0.56,0.26,0.56,standard
GER-Bundesliga,2024,Eint Frankfurt,Kauã Santos,BRA,GK,22-000,2003,8,7,675,7.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard
GER-Bundesliga,2024,Eint Frankfurt,Kevin Trapp,GER,GK,34-277,1990,21,21,1845,20.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard
GER-Bundesliga,2024,Eint Frankfurt,Mahmoud Dahoud,GER,MF,29-100,1996,9,3,364,4.0,1,1,2,1,0,0,2,0,0.5,0.5,0.7,1.2,1,17,6,0.25,0.25,0.49,0.25,0.49,0.13,0.18,0.31,0.13,0.31,standard
GER-Bundesliga,2024,Eint Frankfurt,Mario Götze,GER,"MF,FW",32-312,1992,23,18,1521,16.9,3,2,5,3,0,0,1,0,2.9,2.9,3.1,6.0,29,88,96,0.18,0.12,0.3,0.18,0.3,0.17,0.18,0.36,0.17,0.36,standard
GER-Bundesliga,2024,Eint Frankfurt,Michy Batshuayi,BEL,"FW,DF",31-191,1993,6,2,207,2.3,2,0,2,2,0,0,2,0,0.8,0.8,0.0,0.9,3,7,10,0.87,0.0,0.87,0.87,0.87,0.36,0.02,0.38,0.36,0.38,standard
GER-Bundesliga,2024,Eint Frankfurt,Nathaniel Brown,GER,"DF,MF",21-299,2003,20,17,1473,16.4,3,4,7,3,0,0,1,0,2.2,2.2,2.8,5.0,34,57,95,0.18,0.24,0.43,0.18,0.43,0.13,0.17,0.3,0.13,0.3,standard
GER-Bundesliga,2024,Eint Frankfurt,Niels Nkounkou,FRA,"DF,MF",24-161,2000,11,4,376,4.2,0,0,0,0,0,0,1,0,0.2,0.2,1.3,1.5,17,15,21,0.0,0.0,0.0,0.0,0.0,0.04,0.32,0.36,0.04,0.36,standard
GER-Bundesliga,2024,Eint Frankfurt,Nnamdi Collins,GER,DF,21-091,2004,19,13,1237,13.7,1,1,2,1,0,0,1,0,0.8,0.8,1.0,1.8,25,54,34,0.07,0.07,0.15,0.07,0.15,0.06,0.07,0.13,0.06,0.13,standard
GER-Bundesliga,2024,Eint Frankfurt,Omar Marmoush,EGY,FW,26-063,1999,17,17,1448,16.1,15,9,24,13,2,2,2,0,8.8,7.3,6.2,13.5,73,50,125,0.93,0.56,1.49,0.81,1.37,0.55,0.39,0.94,0.45,0.84,standard
GER-Bundesliga,2024,Eint Frankfurt,Oscar Højlund,DEN,MF,20-097,2005,17,6,613,6.8,1,0,1,1,0,0,0,0,0.9,0.9,1.0,1.8,17,44,7,0.15,0.0,0.15,0.15,0.15,0.13,0.14,0.27,0.13,0.27,standard
GER-Bundesliga,2024,Eint Frankfurt,Rasmus Kristensen,DEN,DF,27-274,1997,25,23,2093,23.3,2,2,4,2,0,0,2,0,1.1,1.1,2.4,3.5,47,148,122,0.09,0.09,0.17,0.09,0.17,0.05,0.1,0.15,0.05,0.15,standard
GER-Bundesliga,2024,Eint Frankfurt,Robin Koch,GER,DF,28-268,1996,24,24,2046,22.7,1,0,1,1,0,0,3,0,1.1,1.1,0.1,1.2,8,71,3,0.04,0.0,0.04,0.04,0.04,0.05,0.01,0.05,0.05,0.05,standard
GER-Bundesliga,2024,Eint Frankfurt,Timothy Chandler,USA,DF,35-013,1990,2,0,19,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard
GER-Bundesliga,2024,Eint Frankfurt,Tuta,BRA,"DF,MF",25-281,1999,25,21,1854,20.6,2,1,3,2,0,0,8,0,0.8,0.8,0.3,1.1,9,59,6,0.1,0.05,0.15,0.1,0.15,0.04,0.01,0.05,0.04,0.05,standard
GER-Bundesliga,2024,Freiburg,Christian Günter,GER,DF,32-042,1993,26,26,2207,24.5,2,2,4,2,0,0,0,0,0.8,0.6,2.5,3.2,18,49,106,0.08,0.08,0.16,0.08,0.16,0.03,0.1,0.13,0.03,0.13,standard
GER-Bundesliga,2024,Freiburg,Eren Dinkçi,GER,"MF,FW",23-119,2001,23,13,1196,13.3,0,3,3,0,0,0,1,0,1.1,1.1,2.2,3.3,33,35,71,0.0,0.23,0.23,0.0,0.23,0.09,0.16,0.25,0.09,0.25,standard
GER-Bundesliga,2024,Freiburg,Florent Muslija,KVX,"FW,MF",26-279,1998,9,0,168,1.9,0,0,0,0,0,0,0,0,0.3,0.3,0.3,0.6,5,7,14,0.0,0.0,0.0,0.0,0.0,0.14,0.16,0.3,0.14,0.3,standard
GER-Bundesliga,2024,Freiburg,Florian Müller,GER,GK,27-149,1997,5,4,393,4.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard
GER-Bundesliga,2024,Freiburg,Ifechukwu Ogbus,SUI,DF,19-115,2005,2,0,19,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard
GER-Bundesliga,2024,Freiburg,Jan-Niklas Beste,GER,"FW,MF",26-097,1999,8,0,130,1.4,0,1,1,0,0,0,0,0,0.6,0.6,0.3,0.9,4,6,15,0.0,0.69,0.69,0.0,0.69,0.4,0.24,0.64,0.4,0.64,standard
GER-Bundesliga,2024,Freiburg,Johan Manzambi,SUI,"MF,FW",19-179,2005,5,0,39,0.4,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,1,2,2,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.15,0.15,0.15,standard
GER-Bundesliga,2024,Freiburg,Jordy Makengo,FRA,DF,23-251,2001,13,2,297,3.3,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,6,9,16,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.04,standard
GER-Bundesliga,2024,Freiburg,Junior Adamu,AUT,FW,23-309,2001,20,14,1166,13.0,2,1,3,2,0,0,4,1,4.4,4.4,1.5,5.9,6,8,65,0.15,0.08,0.23,0.15,0.23,0.34,0.12,0.45,0.34,0.45,standard
GER-Bundesliga,2024,Freiburg,Kiliann Sildillia,FRA,DF,22-330,2002,16,8,760,8.4,2,0,2,2,0,0,2,0,0.5,0.5,0.5,1.0,9,27,29,0.24,0.0,0.24,0.24,0.24,0.06,0.06,0.12,0.06,0.12,standard
GER-Bundesliga,2024,Freiburg,Lucas Höler,GER,"FW,MF",30-275,1994,26,17,1496,16.6,3,4,7,3,0,1,2,0,6.2,5.4,2.3,7.6,13,32,99,0.18,0.24,0.42,0.18,0.42,0.37,0.14,0.51,0.32,0.46,standard
GER-Bundesliga,2024,Freiburg,Lukas Kübler,GER,DF,32-224,1992,22,20,1620,18.0,5,0,5,5,0,0,5,0,2.5,2.5,0.5,3.0,23,71,42,0.28,0.0,0.28,0.28,0.28,0.14,0.03,0.17,0.14,0.17,standard
GER-Bundesliga,2024,Freiburg,Matthias Ginter,GER,DF,31-082,1994,27,23,2111,23.5,2,0,2,2,0,0,5,0,1.8,1.8,0.6,2.4,10,100,15,0.09,0.0,0.09,0.09,0.09,0.08,0.02,0.1,0.08,0.1,standard
GER-Bundesliga,2024,Freiburg,Max Rosenfelder,GER,DF,22-060,2003,19,8,871,9.7,0,0,0,0,0,0,1,0,0.1,0.1,0.6,0.7,13,21,6,0.0,0.0,0.0,0.0,0.0,0.01,0.06,0.07,0.01,0.07,standard
GER-Bundesliga,2024,Freiburg,Maximilian Eggestein,GER,MF,28-124,1996,27,27,2305,25.6,1,0,1,1,0,0,4,0,1.5,1.5,1.5,2.9,25,123,31,0.04,0.0,0.04,0.04,0.04,0.06,0.06,0.11,0.06,0.11,standard
GER-Bundesliga,2024,Freiburg,Maximilian Philipp,GER,"MF,FW",31-041,1994,2,0,17,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.22,0.22,0.22,standard
GER-Bundesliga,2024,Freiburg,Merlin Röhl,GER,"MF,FW",22-280,2002,16,11,912,10.1,0,1,1,0,0,0,2,0,0.8,0.8,1.6,2.4,19,22,57,0.0,0.1,0.1,0.0,0.1,0.08,0.16,0.24,0.08,0.24,standard
GER-Bundesliga,2024,Freiburg,Michael Gregoritsch,AUT,FW,30-358,1994,17,5,569,6.3,2,1,3,2,0,0,2,0,1.8,1.8,0.4,2.2,6,18,34,0.32,0.16,0.47,0.32,0.47,0.28,0.07,0.35,0.28,0.35,standard
GER-Bundesliga,2024,Freiburg,Nicolas Höfler,GER,MF,35-033,1990,18,7,790,8.8,0,0,0,0,0,0,3,0,0.2,0.2,0.1,0.3,1,30,3,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04,standard
GER-Bundesliga,2024,Freiburg,Noah Atubolu,GER,GK,22-321,2002,24,24,2127,23.6,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard
GER-Bundesliga,2024,Freiburg,Noah Weißhaupt,GER,FW,23-203,2001,3,0,80,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,8,6,10,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05,standard
GER-Bundesliga,2024,Freiburg,Patrick Osterhage,GER,MF,25-069,2000,25,22,1820,20.2,0,0,0,0,0,0,4,1,1.2,1.2,1.2,2.3,19,59,42,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.11,0.06,0.11,standard
GER-Bundesliga,2024,Freiburg,Philipp Lienhart,AUT,DF,28-274,1996,26,25,2230,24.8,1,0,1,1,0,0,4,0,0.5,0.5,0.5,1.0,39,116,9,0.04,0.0,0.04,0.04,0.04,0.02,0.02,0.04,0.02,0.04,standard
GER-Bundesliga,2024,Freiburg,Ritsu Doan,JPN,"FW,MF",26-299,1998,28,27,2341,26.0,8,6,14,8,0,0,1,0,5.9,5.9,2.7,8.6,54,89,148,0.31,0.23,0.54,0.31,0.54,0.23,0.1,0.33,0.23,0.33,standard
GER-Bundesliga,2024,Freiburg,Roland Sallai,HUN,"FW,MF",27-324,1997,2,0,46,0.5,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,4,3,2,0.0,0.0,0.0,0.0,0.0,0.25,0.16,0.41,0.25,0.41,standard
GER-Bundesliga,2024,Freiburg,Vincenzo Grifo,ITA,"FW,MF",32-004,1993,28,25,1981,22.0,8,8,16,8,0,3,2,0,7.6,5.2,5.4,10.6,47,111,124,0.36,0.36,0.73,0.36,0.73,0.34,0.25,0.59,0.24,0.48,standard
GER-Bundesliga,2024,Gladbach,Alassane Pléa,FRA,"MF,FW",32-032,1993,25,20,1555,17.3,10,4,14,9,1,1,3,0,6.9,6.1,2.9,9.0,43,96,114,0.58,0.23,0.81,0.52,0.75,0.4,0.17,0.57,0.35,0.52,standard
GER-Bundesliga,2024,Gladbach,Fabio Chiarodia,ITA,DF,19-310,2005,12,0,118,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard
GER-Bundesliga,2024,Gladbach,Florian Neuhaus,GER,MF,28-026,1997,12,1,243,2.7,0,1,1,0,0,0,1,0,0.5,0.5,0.3,0.9,7,19,7,0.0,0.37,0.37,0.0,0.37,0.19,0.13,0.32,0.19,0.32,standard
GER-Bundesliga,2024,Gladbach,Franck Honorat,FRA,FW,28-243,1996,14,14,1107,12.3,2,5,7,2,0,0,0,0,3.4,3.4,4.3,7.6,46,35,96,0.16,0.41,0.57,0.16,0.57,0.28,0.35,0.62,0.28,0.62,standard
GER-Bundesliga,2024,Gladbach,Grant Ranos,ARM,FW,21-265,2003,2,0,20,0.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard
GER-Bundesliga,2024,Gladbach,Joe Scally,USA,DF,22-101,2002,26,26,2170,24.1,0,0,0,0,0,0,5,0,0.4,0.4,1.0,1.3,44,59,52,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.06,0.01,0.06,standard
GER-Bundesliga,2024,Gladbach,Jonas Omlin,SUI,GK,31-091,1994,7,6,528,5.9,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard
GER-Bundesliga,2024,Gladbach,Julian Weigl,GER,MF,29-215,1995,27,27,2367,26.3,0,2,2,0,0,0,7,0,0.7,0.7,1.1,1.8,9,96,9,0.0,0.08,0.08,0.0,0.08,0.03,0.04,0.07,0.03,0.07,standard
GER-Bundesliga,2024,Gladbach,Kevin Stöger,AUT,"MF,FW",31-227,1993,25,14,1304,14.5,2,3,5,1,1,1,2,0,2.6,1.8,5.1,6.9,33,102,87,0.14,0.21,0.35,0.07,0.28,0.18,0.35,0.53,0.12,0.47,standard
GER-Bundesliga,2024,Gladbach,Ko Itakura,JPN,DF,28-074,1997,26,26,2340,26.0,2,0,2,2,0,0,5,0,0.8,0.8,0.8,1.6,18,56,3,0.08,0.0,0.08,0.08,0.08,0.03,0.03,0.06,0.03,0.06,standard
GER-Bundesliga,2024,Gladbach,Luca Netz,GER,DF,21-331,2003,20,7,868,9.6,0,2,2,0,0,0,2,0,0.2,0.2,1.9,2.1,15,26,52,0.0,0.21,0.21,0.0,0.21,0.02,0.2,0.22,0.02,0.22,standard
GER-Bundesliga,2024,Gladbach,Lukas Ullrich,GER,DF,21-026,2004,20,19,1464,16.3,1,2,3,1,0,0,4,0,0.9,0.9,1.8,2.7,22,30,55,0.06,0.12,0.18,0.06,0.18,0.05,0.11,0.17,0.05,0.17,standard
GER-Bundesliga,2024,Gladbach,Marvin Friedrich,GER,DF,29-119,1995,20,9,953,10.6,0,1,1,0,0,0,0,0,0.4,0.4,0.6,1.0,11,35,2,0.0,0.09,0.09,0.0,0.09,0.04,0.05,0.1,0.04,0.1,standard
GER-Bundesliga,2024,Gladbach,Moritz Nicolas,GER,GK,27-172,1997,19,19,1639,18.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard
GER-Bundesliga,2024,Gladbach,Nathan N'Goumou,CMR,FW,25-028,2000,19,9,828,9.2,2,1,3,2,0,0,0,0,1.9,1.9,1.3,3.2,30,16,85,0.22,0.11,0.33,0.22,0.33,0.2,0.14,0.34,0.2,0.34,standard
GER-Bundesliga,2024,Gladbach,Nico Elvedi,SUI,DF,28-193,1996,21,21,1845,20.5,1,1,2,1,0,0,1,0,2.0,2.0,0.4,2.4,18,49,5,0.05,0.05,0.1,0.05,0.1,0.1,0.02,0.12,0.1,0.12,standard
GER-Bundesliga,2024,Gladbach,Noah Pesch,CRO,FW,19-328,2005,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard
GER-Bundesliga,2024,Gladbach,Philipp Sander,GER,MF,27-049,1998,24,14,1250,13.9,1,0,1,1,0,0,2,0,1.0,1.0,0.6,1.6,12,53,25,0.07,0.0,0.07,0.07,0.07,0.07,0.04,0.12,0.07,0.12,standard
GER-Bundesliga,2024,Gladbach,Robin Hack,GER,FW,26-227,1998,27,22,1770,19.7,4,5,9,4,0,0,4,0,4.2,4.2,2.8,7.0,41,77,112,0.2,0.25,0.46,0.2,0.46,0.22,0.14,0.36,0.22,0.36,standard
GER-Bundesliga,2024,Gladbach,Rocco Reitz,GER,MF,22-317,2002,22,16,1435,15.9,1,1,2,1,0,0,1,0,1.1,1.1,1.6,2.6,13,74,20,0.06,0.06,0.13,0.06,0.13,0.07,0.1,0.17,0.07,0.17,standard
GER-Bundesliga,2024,Gladbach,Shiō Fukuda,JPN,"FW,MF",21-003,2004,4,0,43,0.5,1,0,1,1,0,0,0,0,0.3,0.3,0.0,0.3,0,1,2,2.09,0.0,2.09,2.09,2.09,0.72,0.0,0.72,0.72,0.72,standard
GER-Bundesliga,2024,Gladbach,Stefan Lainer,AUT,DF,32-227,1992,17,4,567,6.3,1,0,1,1,0,0,2,0,0.2,0.2,0.9,1.1,17,21,24,0.16,0.0,0.16,0.16,0.16,0.03,0.14,0.17,0.03,0.17,standard
GER-Bundesliga,2024,Gladbach,Tiago Cardoso,LUX,GK,19-004,2006,4,3,290,3.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard
GER-Bundesliga,2024,Gladbach,Tim Kleindienst,GER,FW,29-223,1995,26,26,2287,25.4,15,5,20,14,1,2,5,1,13.0,11.3,5.2,16.5,39,53,126,0.59,0.2,0.79,0.55,0.75,0.51,0.21,0.72,0.44,0.65,standard
GER-Bundesliga,2024,Gladbach,Tobias Sippel,GER,GK,37-020,1988,1,0,59,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard
