league,season,team,player,nation,pos,age,born,90s,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,stat_type
GER-Bundesliga,2024,Augsburg,Arne Engels,BEL,"MF,FW",21-215,2003.0,0.9,0,0,0,0,0,0,0,,0,1,1,0,0,0,0,0,defense
GER-Bundesliga,2024,Augsburg,Arne Maier,GER,MF,26-093,1999.0,9.2,12,6,4,8,0,7,12,58.3,5,15,1,14,4,16,12,1,defense
GER-Bundesliga,2024,Augsburg,Cedric Zesiger,SUI,DF,26-291,1998.0,9.1,7,4,5,2,0,5,7,71.4,2,12,6,6,16,23,67,1,defense
GER-Bundesliga,2024,Augsburg,Chrislain Matsima,FRA,DF,22-331,2002.0,22.3,19,14,11,7,1,10,18,55.6,8,39,24,15,46,65,134,0,defense
GER-Bundesliga,2024,Augsburg,Dimitris Giannoulis,GRE,DF,29-176,1995.0,23.8,41,27,24,14,3,23,40,57.5,17,41,10,31,37,78,61,0,defense
GER-Bundesliga,2024,Augsburg,Elvis Rexhbeçaj,KVX,MF,27-161,1997.0,18.5,25,18,7,14,4,14,33,42.4,19,36,9,27,16,41,19,1,defense
GER-Bundesliga,2024,Augsburg,Finn Dahmen,GER,GK,27-015,1998.0,13.0,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,5,0,defense
GER-Bundesliga,2024,Augsburg,Frank Onyeka,NGA,MF,27-100,1998.0,23.1,50,40,19,25,6,18,35,51.4,17,32,9,23,32,82,31,1,defense
GER-Bundesliga,2024,Augsburg,Fredrik Jensen,FIN,MF,27-214,1997.0,7.2,5,5,1,2,2,3,4,75.0,1,8,1,7,4,9,15,0,defense
GER-Bundesliga,2024,Augsburg,Henri Koudossou,GER,DF,25-220,1999.0,6.9,17,10,6,10,1,11,18,61.1,7,8,2,6,12,29,33,0,defense
GER-Bundesliga,2024,Augsburg,Jeffrey Gouweleeuw,NED,DF,33-275,1991.0,26.7,42,23,22,16,4,22,32,68.8,10,29,12,17,29,71,151,0,defense
GER-Bundesliga,2024,Augsburg,Keven Schlotterbeck,GER,DF,27-348,1997.0,13.4,18,16,9,9,0,11,15,73.3,4,11,5,6,14,32,66,1,defense
GER-Bundesliga,2024,Augsburg,Kristijan Jakić,CRO,MF,27-332,1997.0,20.0,39,18,18,16,5,20,35,57.1,15,35,6,29,26,65,41,1,defense
GER-Bundesliga,2024,Augsburg,Mads Pedersen,DEN,DF,28-222,1996.0,2.6,8,7,5,2,1,4,5,80.0,1,4,0,4,2,10,6,0,defense
GER-Bundesliga,2024,Augsburg,Marius Wolf,GER,DF,29-319,1995.0,20.2,24,14,10,11,3,14,35,40.0,21,24,5,19,20,44,45,1,defense
GER-Bundesliga,2024,Augsburg,Maximilian Bauer,GER,DF,25-061,2000.0,7.3,14,8,5,7,2,9,14,64.3,5,10,4,6,6,20,35,1,defense
GER-Bundesliga,2024,Augsburg,Mergim Berisha,GER,FW,26-335,1998.0,0.1,1,0,0,1,0,1,1,100.0,0,0,0,0,0,1,0,0,defense
GER-Bundesliga,2024,Augsburg,Mert Kömür,GER,MF,19-268,2005.0,4.0,3,2,2,0,1,0,0,,0,5,2,3,3,6,4,1,defense
GER-Bundesliga,2024,Augsburg,Nediljko Labrović,CRO,GK,25-183,1999.0,15.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,12,1,defense
GER-Bundesliga,2024,Augsburg,Niklas Dorsch,GER,MF,27-086,1998.0,0.4,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,defense
GER-Bundesliga,2024,Augsburg,Noahkai Banks,USA,DF,18-131,2006.0,3.1,11,5,6,4,1,3,7,42.9,4,4,1,3,5,16,28,0,defense
GER-Bundesliga,2024,Augsburg,Phillip Tietz,GER,FW,27-276,1997.0,16.5,11,6,2,7,2,5,8,62.5,3,7,1,6,4,15,24,0,defense
GER-Bundesliga,2024,Augsburg,Robert Gumny,POL,DF,26-311,1998.0,1.6,2,2,1,1,0,1,3,33.3,2,1,0,1,0,2,5,0,defense
GER-Bundesliga,2024,Augsburg,Ruben Vargas,SUI,"MF,FW",26-249,1998.0,3.4,2,1,1,1,0,1,4,25.0,3,1,0,1,2,4,1,1,defense
GER-Bundesliga,2024,Augsburg,Samuel Essende,COD,FW,27-078,1998.0,15.3,6,5,1,3,2,3,4,75.0,1,12,2,10,0,6,8,0,defense
GER-Bundesliga,2024,Augsburg,Steve Mounié,BEN,"FW,MF",30-194,1994.0,3.3,3,3,0,1,2,0,1,0.0,1,1,1,0,1,4,4,1,defense
GER-Bundesliga,2024,Augsburg,Tim Breithaupt,GER,MF,23-063,2002.0,1.3,1,1,0,1,0,0,4,0.0,4,1,0,1,2,3,0,0,defense
GER-Bundesliga,2024,Augsburg,Yusuf Kabadayı,GER,"FW,MF",21-068,2004.0,0.8,1,0,0,1,0,0,0,,0,1,0,1,0,1,0,0,defense
GER-Bundesliga,2024,Bayern Munich,Adam Aznou,MAR,DF,18-313,2006.0,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,defense
GER-Bundesliga,2024,Bayern Munich,Aleksandar Pavlovic,GER,MF,20-343,2004.0,11.6,30,16,9,13,8,18,27,66.7,9,17,3,14,3,33,9,0,defense
GER-Bundesliga,2024,Bayern Munich,Alphonso Davies,CAN,DF,24-160,2000.0,17.3,30,17,7,17,6,17,26,65.4,9,14,1,13,13,43,22,2,defense
GER-Bundesliga,2024,Bayern Munich,Arijon Ibrahimović,GER,FW,19-121,2005.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,defense
