league,season,team,player,nation,pos,age,born,90s,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Ast,xAG,Expected,Expected,KP,1/3,PPA,CrsPA,PrgP,stat_type
,,,,,,,,,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,,,xA,A-xAG,,,,,,
GER-Bundesliga,2024,Eint Frankfurt,Aurele Amenda,SUI,DF,21-254,2003,0.9,41,48,85.4,824,286,12,14,85.7,22,23,95.7,6,8,75.0,0,0.3,0.3,-0.3,1,0,0,0,1,passing
GER-Bundesliga,2024,Eint Frankfurt,Can Uzun,TUR,"MF,FW",19-151,2005,6.3,201,253,79.4,3212,968,96,112,85.7,84,96,87.5,14,26,53.8,1,1.1,1.1,-0.1,13,19,17,4,35,passing
GER-Bundesliga,2024,Eint Frankfurt,Ellyes Skhiri,TUN,MF,29-336,1995,19.1,908,1033,87.9,13944,3900,488,524,93.1,337,380,88.7,50,73,68.5,2,1.2,1.7,0.8,16,68,14,0,86,passing
GER-Bundesliga,2024,Eint Frankfurt,Elye Wahi,FRA,"FW,MF",22-099,2003,1.8,18,31,58.1,241,77,13,17,76.5,4,6,66.7,1,4,25.0,0,0.1,0.2,-0.1,1,1,3,1,4,passing
GER-Bundesliga,2024,Eint Frankfurt,Fares Chaïbi,ALG,"MF,FW",22-134,2002,8.5,216,330,65.5,3661,1298,111,135,82.2,69,98,70.4,26,71,36.6,0,1.2,1.7,-1.2,18,20,14,5,39,passing
GER-Bundesliga,2024,Eint Frankfurt,Hugo Ekitike,FRA,FW,22-295,2002,22.8,389,512,76.0,5146,963,249,302,82.5,91,116,78.4,19,31,61.3,4,4.9,4.6,-0.9,37,17,26,4,37,passing
GER-Bundesliga,2024,Eint Frankfurt,Hugo Larsson,SWE,MF,20-288,2004,21.4,881,1010,87.2,13691,4178,455,497,91.5,344,379,90.8,52,81,64.2,0,1.1,1.5,-1.1,18,76,18,3,101,passing
GER-Bundesliga,2024,Eint Frankfurt,Igor Matanovic,CRO,FW,22-011,2003,3.5,57,75,76.0,837,209,33,40,82.5,19,24,79.2,3,4,75.0,0,0.0,0.1,0.0,1,8,1,0,6,passing
GER-Bundesliga,2024,Eint Frankfurt,Jean Mattéo Bahoya,FRA,"MF,FW",19-339,2005,6.8,184,244,75.4,2562,755,102,122,83.6,57,75,76.0,11,18,61.1,2,1.0,1.3,1.0,13,11,7,3,20,passing
GER-Bundesliga,2024,Eint Frankfurt,Junior Dina Ebimbe,FRA,"MF,FW",24-141,2000,3.3,71,112,63.4,1130,280,37,58,63.8,31,44,70.5,2,6,33.3,1,0.9,0.6,0.1,3,1,2,0,3,passing
GER-Bundesliga,2024,Eint Frankfurt,Kauã Santos,BRA,GK,22-000,2003,7.5,185,260,71.2,4594,3457,52,53,98.1,80,81,98.8,51,120,42.5,0,0.0,0.0,0.0,1,3,0,0,1,passing
GER-Bundesliga,2024,Eint Frankfurt,Kevin Trapp,GER,GK,34-277,1990,20.5,564,765,73.7,12294,8559,186,186,100.0,265,271,97.8,109,299,36.5,0,0.0,0.0,0.0,0,3,0,0,0,passing
GER-Bundesliga,2024,Eint Frankfurt,Mahmoud Dahoud,GER,MF,29-100,1996,4.0,191,225,84.9,2869,939,99,104,95.2,73,86,84.9,7,14,50.0,1,0.7,0.6,0.3,8,10,5,0,17,passing
GER-Bundesliga,2024,Eint Frankfurt,Mario Götze,GER,"MF,FW",32-312,1992,16.9,640,830,77.1,8903,2741,395,445,88.8,181,236,76.7,32,72,44.4,2,3.1,1.9,-1.1,34,55,19,1,88,passing
GER-Bundesliga,2024,Eint Frankfurt,Michy Batshuayi,BEL,"FW,DF",31-191,1993,2.3,37,48,77.1,490,121,24,28,85.7,9,14,64.3,2,2,100.0,0,0.0,0.4,0.0,1,2,2,0,7,passing
GER-Bundesliga,2024,Eint Frankfurt,Nathaniel Brown,GER,"DF,MF",21-299,2003,16.4,602,742,81.1,8773,2665,352,375,93.9,186,227,81.9,37,71,52.1,4,2.8,3.4,1.2,30,31,19,5,57,passing
GER-Bundesliga,2024,Eint Frankfurt,Niels Nkounkou,FRA,"DF,MF",24-161,2000,4.2,161,234,68.8,2727,1020,85,98,86.7,59,78,75.6,16,41,39.0,0,1.3,1.2,-1.3,9,10,4,2,15,passing
GER-Bundesliga,2024,Eint Frankfurt,Nnamdi Collins,GER,DF,21-091,2004,13.7,651,743,87.6,10423,3112,308,327,94.2,295,332,88.9,32,58,55.2,1,1.0,1.1,0.0,2,45,8,1,54,passing
GER-Bundesliga,2024,Eint Frankfurt,Omar Marmoush,EGY,FW,26-063,1999,16.1,300,430,69.8,4868,1774,159,193,82.4,87,121,71.9,39,83,47.0,9,6.2,4.1,2.8,34,30,22,1,50,passing
GER-Bundesliga,2024,Eint Frankfurt,Oscar Højlund,DEN,MF,20-097,2005,6.8,310,352,88.1,4658,1429,169,178,94.9,115,132,87.1,12,20,60.0,0,1.0,0.2,-1.0,5,28,4,0,44,passing
GER-Bundesliga,2024,Eint Frankfurt,Rasmus Kristensen,DEN,DF,27-274,1997,23.3,1096,1395,78.6,18015,7405,572,630,90.8,425,538,79.0,82,160,51.3,2,2.4,4.4,-0.4,15,123,29,8,148,passing
GER-Bundesliga,2024,Eint Frankfurt,Robin Koch,GER,DF,28-268,1996,22.7,1311,1441,91.0,24188,8311,480,505,95.0,709,746,95.0,110,161,68.3,0,0.1,0.4,-0.1,4,77,3,0,71,passing
GER-Bundesliga,2024,Eint Frankfurt,Timothy Chandler,USA,DF,35-013,1990,0.2,13,19,68.4,238,93,5,6,83.3,6,8,75.0,2,4,50.0,0,0.0,0.0,0.0,0,0,0,0,1,passing
GER-Bundesliga,2024,Eint Frankfurt,Tuta,BRA,"DF,MF",25-281,1999,20.6,1042,1170,89.1,18072,6602,449,477,94.1,510,538,94.8,65,119,54.6,1,0.3,0.6,0.7,3,62,9,0,59,passing
GER-Bundesliga,2024,Freiburg,Christian Günter,GER,DF,32-042,1993,24.5,815,1095,74.4,13360,4070,416,476,87.4,310,403,76.9,64,148,43.2,2,2.5,4.1,-0.5,28,51,29,20,49,passing
GER-Bundesliga,2024,Freiburg,Eren Dinkçi,GER,"MF,FW",23-119,2001,13.3,297,394,75.4,4230,1090,159,187,85.0,109,133,82.0,12,26,46.2,3,2.2,1.2,0.8,23,24,11,3,35,passing
GER-Bundesliga,2024,Freiburg,Florent Muslija,KVX,"FW,MF",26-279,1998,1.9,71,98,72.4,1104,287,37,47,78.7,23,29,79.3,6,15,40.0,0,0.3,0.3,-0.3,3,1,2,0,7,passing
GER-Bundesliga,2024,Freiburg,Florian Müller,GER,GK,27-149,1997,4.4,123,181,68.0,3526,2775,12,12,100.0,73,74,98.6,38,93,40.9,0,0.0,0.0,0.0,0,5,0,0,0,passing
GER-Bundesliga,2024,Freiburg,Ifechukwu Ogbus,SUI,DF,19-115,2005,0.2,6,10,60.0,98,26,3,3,100.0,3,7,42.9,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,passing
GER-Bundesliga,2024,Freiburg,Jan-Niklas Beste,GER,"FW,MF",26-097,1999,1.4,48,62,77.4,878,237,24,26,92.3,18,23,78.3,4,8,50.0,1,0.3,0.4,0.7,2,4,3,1,6,passing
GER-Bundesliga,2024,Freiburg,Johan Manzambi,SUI,"MF,FW",19-179,2005,0.4,29,37,78.4,531,61,9,10,90.0,18,19,94.7,2,7,28.6,0,0.0,0.0,0.0,0,1,0,0,2,passing
GER-Bundesliga,2024,Freiburg,Jordy Makengo,FRA,DF,23-251,2001,3.3,131,157,83.4,2210,504,60,66,90.9,62,73,84.9,8,14,57.1,0,0.1,0.3,-0.1,1,8,3,3,9,passing
GER-Bundesliga,2024,Freiburg,Junior Adamu,AUT,FW,23-309,2001,13.0,157,251,62.5,1860,233,97,142,68.3,39,59,66.1,1,3,33.3,1,1.5,1.7,-0.5,14,4,5,0,8,passing
GER-Bundesliga,2024,Freiburg,Kiliann Sildillia,FRA,DF,22-330,2002,8.4,321,433,74.1,5997,2017,141,167,84.4,128,163,78.5,48,79,60.8,0,0.5,0.7,-0.5,6,20,6,4,27,passing
GER-Bundesliga,2024,Freiburg,Lucas Höler,GER,"FW,MF",30-275,1994,16.6,302,459,65.8,3642,642,191,258,74.0,79,123,64.2,2,6,33.3,4,2.3,1.5,1.7,17,24,8,1,32,passing
GER-Bundesliga,2024,Freiburg,Lukas Kübler,GER,DF,32-224,1992,18.0,700,909,77.0,12082,3769,302,357,84.6,320,391,81.8,61,117,52.1,0,0.5,0.9,-0.5,8,70,13,4,71,passing
GER-Bundesliga,2024,Freiburg,Matthias Ginter,GER,DF,31-082,1994,23.5,1104,1337,82.6,21497,8643,381,421,90.5,610,676,90.2,104,212,49.1,0,0.6,1.2,-0.6,7,79,8,1,100,passing
GER-Bundesliga,2024,Freiburg,Max Rosenfelder,GER,DF,22-060,2003,9.7,381,447,85.2,6837,1852,126,143,88.1,234,257,91.1,14,25,56.0,0,0.6,0.2,-0.6,4,12,3,0,21,passing
GER-Bundesliga,2024,Freiburg,Maximilian Eggestein,GER,MF,28-124,1996,25.6,1003,1201,83.5,15736,4367,506,571,88.6,437,496,88.1,37,62,59.7,0,1.5,2.4,-1.5,18,107,15,3,123,passing
GER-Bundesliga,2024,Freiburg,Maximilian Philipp,GER,"MF,FW",31-041,1994,0.2,3,7,42.9,21,0,3,4,75.0,0,1,0.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,passing
GER-Bundesliga,2024,Freiburg,Merlin Röhl,GER,"MF,FW",22-280,2002,10.1,177,231,76.6,2638,532,86,105,81.9,69,85,81.2,12,12,100.0,1,1.6,1.0,-0.6,8,16,3,2,22,passing
GER-Bundesliga,2024,Freiburg,Michael Gregoritsch,AUT,FW,30-358,1994,6.3,89,145,61.4,1424,335,42,63,66.7,38,53,71.7,5,9,55.6,1,0.4,0.6,0.6,5,9,3,0,18,passing
GER-Bundesliga,2024,Freiburg,Nicolas Höfler,GER,MF,35-033,1990,8.8,324,374,86.6,5213,1356,149,168,88.7,158,174,90.8,10,12,83.3,0,0.1,0.4,-0.1,3,31,4,0,30,passing
GER-Bundesliga,2024,Freiburg,Noah Atubolu,GER,GK,22-321,2002,23.6,805,1069,75.3,22268,15935,129,130,99.2,434,441,98.4,241,494,48.8,0,0.0,0.1,0.0,0,22,0,0,2,passing
GER-Bundesliga,2024,Freiburg,Noah Weißhaupt,GER,FW,23-203,2001,0.9,37,50,74.0,540,95,21,22,95.5,11,15,73.3,3,8,37.5,0,0.0,0.1,0.0,0,2,2,1,6,passing
GER-Bundesliga,2024,Freiburg,Patrick Osterhage,GER,MF,25-069,2000,20.2,689,827,83.3,10404,2110,377,420,89.8,254,287,88.5,33,61,54.1,0,1.2,1.8,-1.2,12,50,9,1,59,passing
GER-Bundesliga,2024,Freiburg,Philipp Lienhart,AUT,DF,28-274,1996,24.8,1666,1906,87.4,31754,11455,574,611,93.9,920,988,93.1,155,262,59.2,0,0.5,0.7,-0.5,4,118,8,0,116,passing
GER-Bundesliga,2024,Freiburg,Ritsu Doan,JPN,"FW,MF",26-299,1998,26.0,623,878,71.0,9770,3209,320,405,79.0,229,304,75.3,48,90,53.3,6,2.7,3.9,3.3,21,52,29,10,89,passing
GER-Bundesliga,2024,Freiburg,Roland Sallai,HUN,"FW,MF",27-324,1997,0.5,11,17,64.7,218,78,4,6,66.7,5,5,100.0,2,6,33.3,0,0.1,0.0,-0.1,1,2,0,0,3,passing
GER-Bundesliga,2024,Freiburg,Vincenzo Grifo,ITA,"FW,MF",32-004,1993,22.0,1007,1302,77.3,17664,4781,459,505,90.9,404,479,84.3,113,241,46.9,8,5.4,6.5,2.6,53,94,42,9,111,passing
GER-Bundesliga,2024,Gladbach,Alassane Pléa,FRA,"MF,FW",32-032,1993,17.3,482,671,71.8,7617,2551,262,320,81.9,159,214,74.3,39,60,65.0,4,2.9,2.8,1.1,22,66,28,7,96,passing
GER-Bundesliga,2024,Gladbach,Fabio Chiarodia,ITA,DF,19-310,2005,1.3,44,58,75.9,776,232,17,20,85.0,24,29,82.8,3,6,50.0,0,0.0,0.0,0.0,0,3,0,0,3,passing
GER-Bundesliga,2024,Gladbach,Florian Neuhaus,GER,MF,28-026,1997,2.7,121,148,81.8,2171,666,53,63,84.1,45,51,88.2,16,24,66.7,1,0.3,0.6,0.7,6,12,6,2,19,passing
GER-Bundesliga,2024,Gladbach,Franck Honorat,FRA,FW,28-243,1996,12.3,308,459,67.1,4990,1839,161,195,82.6,103,157,65.6,32,72,44.4,5,4.3,3.6,0.7,36,20,16,12,35,passing
GER-Bundesliga,2024,Gladbach,Grant Ranos,ARM,FW,21-265,2003,0.2,8,12,66.7,71,16,8,12,66.7,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,1,passing
GER-Bundesliga,2024,Gladbach,Joe Scally,USA,DF,22-101,2002,24.1,1135,1357,83.6,18449,5705,569,614,92.7,482,553,87.2,63,128,49.2,0,1.0,1.1,-1.0,9,52,10,3,59,passing
GER-Bundesliga,2024,Gladbach,Jonas Omlin,SUI,GK,31-091,1994,5.9,241,310,77.7,6534,3954,25,25,100.0,138,138,100.0,77,144,53.5,0,0.0,0.0,0.0,0,1,0,0,0,passing
GER-Bundesliga,2024,Gladbach,Julian Weigl,GER,MF,29-215,1995,26.3,1331,1498,88.9,24112,7279,524,568,92.3,642,700,91.7,132,164,80.5,2,1.1,1.6,0.9,11,108,15,1,96,passing
GER-Bundesliga,2024,Gladbach,Kevin Stöger,AUT,"MF,FW",31-227,1993,14.5,737,967,76.2,12539,3897,387,428,90.4,236,308,76.6,92,170,54.1,3,5.1,3.8,-2.1,51,82,34,5,102,passing
GER-Bundesliga,2024,Gladbach,Ko Itakura,JPN,DF,28-074,1997,26.0,1386,1552,89.3,24959,8312,533,558,95.5,758,809,93.7,86,162,53.1,0,0.8,1.2,-0.8,6,43,4,2,56,passing
GER-Bundesliga,2024,Gladbach,Luca Netz,GER,DF,21-331,2003,9.6,397,485,81.9,5720,1652,237,259,91.5,141,173,81.5,11,26,42.3,2,1.9,1.0,0.1,16,29,13,7,26,passing
GER-Bundesliga,2024,Gladbach,Lukas Ullrich,GER,DF,21-026,2004,16.3,502,673,74.6,7660,2578,286,324,88.3,189,245,77.1,22,63,34.9,2,1.8,1.8,0.2,8,18,8,5,30,passing
GER-Bundesliga,2024,Gladbach,Marvin Friedrich,GER,DF,29-119,1995,10.6,606,681,89.0,10606,3612,246,257,95.7,317,333,95.2,37,76,48.7,1,0.6,0.4,0.4,2,22,1,0,35,passing
GER-Bundesliga,2024,Gladbach,Moritz Nicolas,GER,GK,27-172,1997,18.2,669,794,84.3,16861,11154,135,135,100.0,365,371,98.4,169,287,58.9,0,0.0,0.0,0.0,0,4,0,0,0,passing
GER-Bundesliga,2024,Gladbach,Nathan N'Goumou,CMR,FW,25-028,2000,9.2,195,265,73.6,2561,561,128,152,84.2,54,77,70.1,5,12,41.7,1,1.3,1.3,-0.3,6,11,9,3,16,passing
GER-Bundesliga,2024,Gladbach,Nico Elvedi,SUI,DF,28-193,1996,20.5,1223,1327,92.2,19745,5355,601,629,95.5,546,585,93.3,57,83,68.7,1,0.4,0.3,0.6,4,45,2,0,49,passing
GER-Bundesliga,2024,Gladbach,Noah Pesch,CRO,FW,19-328,2005,0.1,2,4,50.0,32,11,1,2,50.0,1,2,50.0,0,0,,0,0.0,0.0,0.0,0,0,1,0,1,passing
GER-Bundesliga,2024,Gladbach,Philipp Sander,GER,MF,27-049,1998,13.9,541,676,80.0,8326,2193,282,309,91.3,221,263,84.0,25,71,35.2,0,0.6,0.8,-0.6,11,48,7,4,53,passing
GER-Bundesliga,2024,Gladbach,Robin Hack,GER,FW,26-227,1998,19.7,551,715,77.1,8428,2462,311,351,88.6,171,210,81.4,44,86,51.2,5,2.8,2.8,2.2,23,43,24,8,77,passing
GER-Bundesliga,2024,Gladbach,Rocco Reitz,GER,MF,22-317,2002,15.9,553,695,79.6,9546,3468,261,298,87.6,218,266,82.0,57,87,65.5,1,1.6,2.1,-0.6,15,56,15,4,74,passing
GER-Bundesliga,2024,Gladbach,Shiō Fukuda,JPN,"FW,MF",21-003,2004,0.5,5,7,71.4,49,13,4,5,80.0,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,1,passing
GER-Bundesliga,2024,Gladbach,Stefan Lainer,AUT,DF,32-227,1992,6.3,286,363,78.8,4676,1459,139,160,86.9,130,162,80.2,13,26,50.0,0,0.9,0.4,-0.9,7,17,5,4,21,passing
GER-Bundesliga,2024,Gladbach,Tiago Cardoso,LUX,GK,19-004,2006,3.2,98,136,72.1,2570,1811,25,25,100.0,47,47,100.0,26,64,40.6,0,0.0,0.0,0.0,0,0,0,0,0,passing
GER-Bundesliga,2024,Gladbach,Tim Kleindienst,GER,FW,29-223,1995,25.4,397,646,61.5,5495,1337,244,347,70.3,112,175,64.0,22,38,57.9,5,5.2,3.6,-0.2,23,28,19,1,53,passing
GER-Bundesliga,2024,Gladbach,Tobias Sippel,GER,GK,37-020,1988,0.7,20,34,58.8,827,694,1,1,100.0,8,8,100.0,11,25,44.0,0,0.0,0.0,0.0,0,0,0,0,0,passing
GER-Bundesliga,2024,Gladbach,Tomáš Čvančara,CZE,FW,24-241,2000,6.7,129,187,69.0,1910,410,73,94,77.7,46,59,78.0,5,10,50.0,0,0.4,0.3,-0.4,3,11,6,1,20,passing
GER-Bundesliga,2024,Heidenheim,Adrian Beck,GER,"MF,FW",27-306,1997,12.4,405,514,78.8,7059,1623,186,230,80.9,162,189,85.7,42,56,75.0,1,1.0,1.7,0.0,15,33,16,4,50,passing
GER-Bundesliga,2024,Heidenheim,Benedikt Gimber,GER,DF,28-051,1997,24.7,892,1079,82.7,18623,6045,218,253,86.2,563,608,92.6,108,188,57.4,0,0.3,0.4,-0.3,3,41,2,0,38,passing
GER-Bundesliga,2024,Heidenheim,Budu Zivzivadze,GEO,FW,31-032,1994,9.9,129,188,68.6,1899,388,76,104,73.1,43,60,71.7,6,8,75.0,3,1.4,1.4,1.6,11,5,8,2,17,passing
GER-Bundesliga,2024,Heidenheim,Denis Thomalla,GER,MF,32-238,1992,0.0,1,1,100.0,22,0,0,0,,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,passing
GER-Bundesliga,2024,Heidenheim,Frans Krätzig,GER,"DF,MF",22-087,2003,8.8,248,332,74.7,4115,1100,131,152,86.2,93,117,79.5,19,43,44.2,2,1.0,0.9,1.0,17,14,7,3,18,passing
GER-Bundesliga,2024,Heidenheim,Jan Schöppner,GER,MF,25-303,1999,24.9,645,877,73.5,11595,3215,267,345,77.4,288,347,83.0,68,120,56.7,2,3.0,1.9,-1.0,21,54,16,2,86,passing
GER-Bundesliga,2024,Heidenheim,Jonas Föhrenbach,GER,DF,29-075,1996,19.9,625,870,71.8,11493,5149,253,298,84.9,288,368,78.3,70,152,46.1,1,1.3,2.1,-0.3,13,61,13,9,59,passing
GER-Bundesliga,2024,Heidenheim,Julian Niehues,GER,MF,23-359,2001,0.6,13,23,56.5,200,59,3,6,50.0,9,11,81.8,0,4,0.0,0,0.1,0.2,-0.1,1,0,1,0,1,passing
GER-Bundesliga,2024,Heidenheim,Kevin Müller,GER,GK,34-027,1991,28.0,818,1091,75.0,23294,15392,87,88,98.9,466,471,98.9,263,527,49.9,0,0.0,0.1,0.0,0,12,1,0,0,passing
GER-Bundesliga,2024,Heidenheim,Lennard Maloney,USA,MF,25-185,1999,8.4,194,271,71.6,3751,1219,72,90,80.0,95,114,83.3,24,52,46.2,0,0.0,0.1,0.0,1,12,1,0,14,passing
GER-Bundesliga,2024,Heidenheim,Luca Kerber,GER,"MF,DF",23-032,2002,7.6,158,216,73.1,2926,695,57,74,77.0,79,99,79.8,16,29,55.2,0,0.5,0.3,-0.5,4,8,4,1,12,passing
GER-Bundesliga,2024,Heidenheim,Léo Scienza,BRA,"FW,MF",26-210,1998,11.5,228,345,66.1,3985,1640,110,138,79.7,76,113,67.3,34,71,47.9,2,3.2,3.7,-1.2,29,27,12,7,27,passing
GER-Bundesliga,2024,Heidenheim,Marnon Busch,GER,"DF,MF",30-124,1994,11.9,512,703,72.8,11043,4040,159,189,84.1,251,315,79.7,98,171,57.3,1,1.1,1.7,-0.1,12,48,15,10,51,passing
GER-Bundesliga,2024,Heidenheim,Marvin Pieringer,GER,"FW,MF",25-189,1999,19.3,278,430,64.7,3736,1072,164,222,73.9,86,130,66.2,8,23,34.8,2,3.2,1.7,-1.2,25,34,9,0,51,passing
GER-Bundesliga,2024,Heidenheim,Mathias Honsak,AUT,"FW,DF",28-112,1996,11.9,276,396,69.7,4910,1327,126,165,76.4,116,151,76.8,31,58,53.4,1,1.5,1.9,-0.5,13,20,10,8,23,passing
GER-Bundesliga,2024,Heidenheim,Maximilian Breunig,GER,"FW,MF",24-240,2000,3.9,47,81,58.0,789,140,19,37,51.4,20,25,80.0,5,6,83.3,0,0.2,0.1,-0.2,4,5,0,0,7,passing
GER-Bundesliga,2024,Heidenheim,Mikkel Kaufmann,DEN,FW,24-098,2001,4.1,45,91,49.5,716,193,19,41,46.3,15,28,53.6,5,10,50.0,0,0.1,0.5,-0.1,3,6,6,0,10,passing
GER-Bundesliga,2024,Heidenheim,Niklas Dorsch,GER,MF,27-086,1998,11.7,438,533,82.2,8225,2263,184,196,93.9,182,206,88.3,58,102,56.9,2,1.0,1.6,1.0,11,42,14,6,47,passing
GER-Bundesliga,2024,Heidenheim,Norman Theuerkauf,GER,MF,38-077,1987,0.2,17,20,85.0,298,71,8,9,88.9,8,10,80.0,1,1,100.0,0,0.0,0.0,0.0,0,2,0,0,2,passing
GER-Bundesliga,2024,Heidenheim,Omar Traoré,GER,DF,27-066,1998,23.2,778,1120,69.5,13666,5847,383,455,84.2,303,414,73.2,78,172,45.3,1,1.5,2.7,-0.5,19,84,30,13,98,passing
GER-Bundesliga,2024,Heidenheim,Patrick Mainka,GER,DF,30-156,1994,28.0,1138,1347,84.5,22903,10047,331,381,86.9,674,746,90.3,125,188,66.5,1,0.3,0.6,0.7,7,76,5,0,90,passing
GER-Bundesliga,2024,Heidenheim,Paul Wanner,GER,"MF,FW",19-109,2005,16.9,429,599,71.6,6800,1815,220,265,83.0,151,196,77.0,39,85,45.9,1,1.1,1.7,-0.1,16,38,12,3,57,passing
GER-Bundesliga,2024,Heidenheim,Sirlord Conteh,GER,"FW,MF",28-276,1996,7.8,130,187,69.5,1965,492,76,107,71.0,35,44,79.5,11,20,55.0,1,1.5,1.1,-0.5,10,15,6,2,19,passing
GER-Bundesliga,2024,Heidenheim,Stefan Schimmer,GER,"FW,MF",30-348,1994,2.5,29,49,59.2,478,74,12,21,57.1,14,20,70.0,2,3,66.7,0,0.3,0.3,-0.3,4,0,2,1,3,passing
GER-Bundesliga,2024,Heidenheim,Thomas Keller,GER,"DF,MF",25-249,1999,1.5,59,76,77.6,1145,460,16,23,69.6,39,44,88.6,4,8,50.0,0,0.0,0.0,0.0,0,3,0,0,6,passing
GER-Bundesliga,2024,Heidenheim,Tim Siersleben,GER,DF,25-033,2000,8.1,318,406,78.3,6981,3435,89,101,88.1,172,196,87.8,57,101,56.4,0,0.4,0.4,-0.4,4,23,4,2,16,passing
GER-Bundesliga,2024,Hoffenheim,Adam Hložek,CZE,"FW,MF",22-260,2002,16.6,276,409,67.5,4149,1015,143,192,74.5,101,134,75.4,15,33,45.5,2,3.0,2.9,-1.0,14,30,16,2,58,passing
GER-Bundesliga,2024,Hoffenheim,Alexander Prass,AUT,DF,23-320,2001,16.9,695,956,72.7,11516,4047,329,379,86.8,298,391,76.2,51,121,42.1,1,2.8,2.8,-1.8,18,43,27,11,63,passing
GER-Bundesliga,2024,Hoffenheim,Andrej Kramarić,CRO,"MF,FW",33-296,1991,24.9,842,1083,77.7,12919,3455,460,524,87.8,279,352,79.3,60,117,51.3,5,3.6,5.1,1.4,38,83,33,14,119,passing
GER-Bundesliga,2024,Hoffenheim,Anton Stach,GER,"MF,DF",26-147,1998,22.8,1035,1251,82.7,18429,6722,426,483,88.2,486,553,87.9,92,151,60.9,1,1.4,2.6,-0.4,19,95,25,9,121,passing
GER-Bundesliga,2024,Hoffenheim,Arthur Chaves,BRA,DF,24-072,2001,18.3,739,904,81.7,12500,4262,286,315,90.8,385,426,90.4,40,105,38.1,0,0.1,0.3,-0.1,5,52,1,0,48,passing
GER-Bundesliga,2024,Hoffenheim,Bazoumana Touré,CIV,"FW,DF",19-040,2006,2.4,67,95,70.5,971,257,39,50,78.0,18,24,75.0,5,9,55.6,1,0.4,0.6,0.6,7,4,6,3,6,passing
GER-Bundesliga,2024,Hoffenheim,David Jurásek,CZE,DF,24-247,2000,6.5,297,422,70.4,4984,1696,155,181,85.6,108,151,71.5,25,60,41.7,0,0.8,0.8,-0.8,6,21,10,8,21,passing
GER-Bundesliga,2024,Hoffenheim,David Mokwa,FRA,"DF,FW",20-343,2004,0.2,1,4,25.0,9,0,1,3,33.3,0,1,0.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,passing
GER-Bundesliga,2024,Hoffenheim,Dennis Geiger,GER,"MF,FW",26-305,1998,5.9,226,260,86.9,3262,971,138,150,92.0,73,80,91.3,9,14,64.3,0,0.4,0.7,-0.4,8,24,7,1,26,passing
GER-Bundesliga,2024,Hoffenheim,Diadie Samassékou,MLI,MF,29-090,1996,3.2,144,156,92.3,2024,473,85,93,91.4,51,52,98.1,4,7,57.1,0,0.0,0.1,0.0,0,15,2,0,11,passing
GER-Bundesliga,2024,Hoffenheim,Erencan Yardimci,TUR,"FW,MF",23-066,2002,3.4,32,53,60.4,506,50,16,24,66.7,16,26,61.5,0,1,0.0,0,0.0,0.0,0.0,0,2,1,0,3,passing
GER-Bundesliga,2024,Hoffenheim,Finn Ole Becker,GER,MF,24-307,2000,7.2,299,362,82.6,4745,1634,149,172,86.6,125,152,82.2,18,29,62.1,1,0.3,0.3,0.7,8,33,5,1,41,passing
GER-Bundesliga,2024,Hoffenheim,Florian Grillitsch,AUT,MF,29-247,1995,6.7,361,417,86.6,6978,2150,143,154,92.9,162,176,92.0,48,70,68.6,0,0.2,0.8,-0.2,5,39,4,2,44,passing
GER-Bundesliga,2024,Hoffenheim,Florian Micheler,AUT,MF,19-329,2005,0.4,11,12,91.7,158,45,6,6,100.0,5,5,100.0,0,0,,0,0.0,0.0,0.0,0,1,0,0,1,passing
GER-Bundesliga,2024,Hoffenheim,Gift Orban,NGA,FW,22-268,2002,7.3,93,134,69.4,1312,204,49,64,76.6,25,33,75.8,9,14,64.3,0,0.0,0.3,0.0,1,1,2,1,7,passing
GER-Bundesliga,2024,Hoffenheim,Grischa Prömel,GER,MF,30-092,1995,1.9,80,95,84.2,1274,250,40,45,88.9,36,40,90.0,3,7,42.9,0,0.0,0.0,0.0,0,5,0,0,5,passing
GER-Bundesliga,2024,Hoffenheim,Hannes Behrens,GER,DF,,,0.3,16,22,72.7,253,33,10,12,83.3,4,5,80.0,2,3,66.7,0,0.0,0.0,0.0,0,0,0,0,1,passing
GER-Bundesliga,2024,Hoffenheim,Haris Tabakovic,BIH,FW,30-295,1994,6.8,105,162,64.8,1339,230,63,90,70.0,31,48,64.6,2,2,100.0,1,1.0,0.9,0.0,6,5,2,1,6,passing
GER-Bundesliga,2024,Hoffenheim,Jacob Bruun Larsen,DEN,"FW,MF",26-204,1998,4.4,121,163,74.2,1819,401,61,72,84.7,40,56,71.4,10,20,50.0,2,0.6,0.7,1.4,8,7,6,2,16,passing
