league,season,team,player,nation,pos,age,born,90s,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Ast,xAG,Expected,Expected,KP,1/3,PPA,CrsPA,PrgP,stat_type
,,,,,,,,,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,,,xA,A-xAG,,,,,,
GER-Bundesliga,2024,Hoffenheim,Kevin Akpoguma,NGA,DF,29-357,1995,20.3,1037,1186,87.4,18535,6713,418,441,94.8,508,554,91.7,84,147,57.1,0,0.3,0.6,-0.3,7,93,10,0,84,passing
GER-Bundesliga,2024,Hoffenheim,Leo Skiri Østigård,NOR,DF,25-134,1999,6.3,326,392,83.2,5686,2360,129,145,89.0,163,181,90.1,24,52,46.2,0,0.0,0.2,0.0,2,22,1,1,28,passing
GER-Bundesliga,2024,Hoffenheim,Luca Philipp,GER,GK,24-134,2000,5.0,109,169,64.5,3198,2522,21,21,100.0,42,43,97.7,45,103,43.7,0,0.0,0.0,0.0,0,4,0,0,0,passing
GER-Bundesliga,2024,Hoffenheim,Marius Bülter,GER,FW,32-013,1993,14.1,259,394,65.7,4245,1078,135,174,77.6,89,127,70.1,25,53,47.2,1,2.6,3.2,-1.6,15,21,21,10,25,passing
GER-Bundesliga,2024,Hoffenheim,Max Moerstedt,GER,FW,,,5.0,69,103,67.0,784,204,40,58,69.0,18,26,69.2,1,4,25.0,0,0.6,0.6,-0.6,7,5,2,0,10,passing
GER-Bundesliga,2024,Hoffenheim,Mergim Berisha,GER,"FW,MF",26-335,1998,3.7,39,56,69.6,512,122,23,27,85.2,12,20,60.0,1,3,33.3,1,1.0,0.4,0.0,3,6,2,0,7,passing
GER-Bundesliga,2024,Hoffenheim,Oliver Baumann,GER,GK,34-313,1990,23.0,621,865,71.8,17420,12958,108,109,99.1,320,322,99.4,189,428,44.2,0,0.8,0.6,-0.8,2,24,2,0,1,passing
GER-Bundesliga,2024,Hoffenheim,Paul Hennrich,GER,MF,20-036,2005,0.1,2,3,66.7,24,0,2,2,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,passing
GER-Bundesliga,2024,Hoffenheim,Pavel Kadeřábek,CZE,DF,32-351,1992,13.2,455,652,69.8,7171,2791,240,278,86.3,176,267,65.9,29,70,41.4,0,1.7,1.5,-1.7,18,35,15,11,38,passing
GER-Bundesliga,2024,Hoffenheim,Robin Hranáč,CZE,DF,25-072,2000,2.4,127,147,86.4,2387,731,42,47,89.4,74,78,94.9,10,19,52.6,0,0.0,0.0,0.0,0,8,0,0,4,passing
GER-Bundesliga,2024,Hoffenheim,Stanley N'Soki,FRA,DF,26-002,1999,11.4,594,696,85.3,10801,4096,239,254,94.1,298,345,86.4,53,80,66.3,0,0.1,0.2,-0.1,3,35,3,0,39,passing
GER-Bundesliga,2024,Hoffenheim,Tim Drexler,GER,DF,20-036,2005,4.0,153,180,85.0,2669,1021,76,82,92.7,61,69,88.4,14,21,66.7,0,0.0,0.2,0.0,1,13,2,0,16,passing
GER-Bundesliga,2024,Hoffenheim,Tom Bischof,GER,"MF,FW",19-287,2005,23.8,1027,1309,78.5,17430,5117,490,553,88.6,386,462,83.5,110,196,56.1,2,3.1,4.3,-1.1,43,93,34,10,124,passing
GER-Bundesliga,2024,Hoffenheim,Umut Tohumcu,GER,"MF,FW",20-243,2004,3.8,99,119,83.2,1419,352,52,59,88.1,39,45,86.7,4,8,50.0,1,0.2,0.1,0.8,2,8,0,0,13,passing
GER-Bundesliga,2024,Hoffenheim,Valentin Gendrey,FRA,DF,24-294,2000,14.0,440,633,69.5,7283,3441,223,265,84.2,176,261,67.4,33,78,42.3,1,1.8,2.6,-0.8,15,36,15,10,46,passing
GER-Bundesliga,2024,Holstein Kiel,Alexander Bernhardsson,SWE,"MF,DF",26-215,1998,8.6,140,231,60.6,2239,795,67,97,69.1,56,87,64.4,9,27,33.3,1,0.7,0.7,0.3,11,13,7,2,23,passing
GER-Bundesliga,2024,Holstein Kiel,Andu Kelati,GER,"MF,DF",22-241,2002,3.2,95,123,77.2,1834,544,40,49,81.6,41,47,87.2,14,21,66.7,1,0.8,0.3,0.2,4,12,3,2,19,passing
GER-Bundesliga,2024,Holstein Kiel,Armin Gigovic,BIH,MF,23-005,2002,16.5,411,532,77.3,6670,1576,210,254,82.7,168,195,86.2,24,52,46.2,0,1.4,1.3,-1.4,10,33,7,0,38,passing
GER-Bundesliga,2024,Holstein Kiel,Benedikt Pichler,AUT,FW,27-265,1997,8.6,130,205,63.4,1885,315,68,105,64.8,45,66,68.2,6,8,75.0,2,1.1,1.1,0.9,12,11,7,2,18,passing
GER-Bundesliga,2024,Holstein Kiel,Carl Johansson,SWE,DF,30-323,1994,4.1,194,223,87.0,3402,1167,80,86,93.0,100,113,88.5,13,19,68.4,0,0.3,0.1,-0.3,4,2,2,0,8,passing
GER-Bundesliga,2024,Holstein Kiel,David Zec,SVN,DF,25-096,2000,12.4,556,629,88.4,10693,4048,182,201,90.5,309,330,93.6,53,75,70.7,0,0.5,0.3,-0.5,7,21,1,0,27,passing
GER-Bundesliga,2024,Holstein Kiel,Dominik Javorček,SVK,"DF,MF",22-160,2002,4.3,113,161,70.2,2019,818,53,58,91.4,44,57,77.2,14,33,42.4,2,0.7,0.4,1.3,3,6,1,1,4,passing
GER-Bundesliga,2024,Holstein Kiel,Finn Porath,GER,"DF,MF",28-047,1997,20.2,450,673,66.9,8975,3193,168,188,89.4,199,272,73.2,76,170,44.7,3,1.9,1.6,1.1,19,50,20,10,54,passing
GER-Bundesliga,2024,Holstein Kiel,Ivan Nekić,CRO,DF,24-108,2000,0.8,32,42,76.2,619,249,11,12,91.7,20,23,87.0,1,4,25.0,0,0.0,0.0,0.0,0,3,0,0,2,passing
GER-Bundesliga,2024,Holstein Kiel,Jann-Fiete Arp,GER,"FW,MF",25-095,2000,7.7,100,167,59.9,2024,743,41,61,67.2,36,53,67.9,21,39,53.8,0,1.0,1.7,-1.0,11,7,12,3,21,passing
GER-Bundesliga,2024,Holstein Kiel,John Tolkin,USA,"DF,FW",22-254,2002,3.0,97,145,66.9,1688,754,43,51,84.3,43,65,66.2,9,25,36.0,1,0.4,0.7,0.6,5,7,4,0,8,passing
GER-Bundesliga,2024,Holstein Kiel,Lasse Rosenboom,GER,DF,23-082,2002,13.9,251,378,66.4,4712,1633,98,128,76.6,119,159,74.8,30,58,51.7,2,0.9,1.2,1.1,13,27,8,4,27,passing
GER-Bundesliga,2024,Holstein Kiel,Lewis Holtby,GER,MF,34-205,1990,13.1,522,674,77.4,8693,2582,254,284,89.4,211,256,82.4,44,94,46.8,1,1.5,1.8,-0.5,21,27,5,1,45,passing
GER-Bundesliga,2024,Holstein Kiel,Magnus Knudsen,NOR,MF,23-300,2001,17.5,562,664,84.6,9535,2603,264,296,89.2,247,277,89.2,40,61,65.6,1,1.3,2.0,-0.3,7,30,10,2,47,passing
GER-Bundesliga,2024,Holstein Kiel,Marco Komenda,CRO,DF,28-136,1996,13.8,547,699,78.3,10660,5307,192,207,92.8,288,341,84.5,64,136,47.1,0,0.7,0.8,-0.7,8,60,9,5,49,passing
GER-Bundesliga,2024,Holstein Kiel,Marko Ivezić,SRB,DF,23-130,2001,15.4,670,780,85.9,12825,4537,188,208,90.4,427,473,90.3,52,87,59.8,0,0.2,0.3,-0.2,3,29,2,0,33,passing
GER-Bundesliga,2024,Holstein Kiel,Marvin Schulz,GER,"DF,MF",30-086,1995,3.0,121,155,78.1,2215,653,42,47,89.4,66,78,84.6,11,24,45.8,0,0.7,0.5,-0.7,4,6,2,2,10,passing
GER-Bundesliga,2024,Holstein Kiel,Max Geschwill,GER,DF,23-278,2001,13.5,484,648,74.7,9197,4058,176,208,84.6,249,304,81.9,57,113,50.4,2,0.8,0.9,1.2,10,39,7,2,57,passing
GER-Bundesliga,2024,Holstein Kiel,Nicolai Remberg,GER,MF,24-296,2000,21.9,644,827,77.9,12051,3078,256,314,81.5,311,365,85.2,70,114,61.4,1,0.4,0.9,0.6,8,67,10,3,71,passing
GER-Bundesliga,2024,Holstein Kiel,Patrick Erras,GER,DF,30-080,1995,9.2,469,510,92.0,8210,3076,160,174,92.0,280,288,97.2,20,32,62.5,0,0.1,0.2,-0.1,3,10,0,0,25,passing
GER-Bundesliga,2024,Holstein Kiel,Phil Harres,GER,FW,23-017,2002,15.5,136,236,57.6,2250,402,69,113,61.1,45,76,59.2,15,21,71.4,1,1.1,1.0,-0.1,8,15,2,1,14,passing
GER-Bundesliga,2024,Holstein Kiel,Shuto Machino,JPN,"FW,MF",25-193,1999,16.9,357,556,64.2,6337,2122,163,206,79.1,146,199,73.4,40,102,39.2,1,1.8,1.9,-0.8,19,28,12,5,47,passing
GER-Bundesliga,2024,Holstein Kiel,Steven Skrzybski,GER,"FW,MF",32-144,1992,10.6,225,320,70.3,3774,1103,104,124,83.9,95,131,72.5,19,44,43.2,1,1.5,2.3,-0.5,15,25,11,5,43,passing
GER-Bundesliga,2024,Holstein Kiel,Thomas Dähne,GER,GK,31-097,1994,3.0,109,138,79.0,2859,1779,15,15,100.0,67,67,100.0,27,56,48.2,0,0.0,0.0,0.0,0,0,0,0,0,passing
GER-Bundesliga,2024,Holstein Kiel,Timo Becker,GER,DF,28-017,1997,21.7,654,839,77.9,12648,4701,253,281,90.0,307,369,83.2,83,148,56.1,2,0.8,0.9,1.2,6,30,8,4,48,passing
GER-Bundesliga,2024,Holstein Kiel,Timon Weiner,GER,GK,26-083,1999,25.0,682,991,68.8,19635,14240,143,143,100.0,302,306,98.7,237,536,44.2,0,0.0,0.0,0.0,0,13,0,0,0,passing
GER-Bundesliga,2024,Holstein Kiel,Tymoteusz Puchacz,POL,DF,26-078,1999,4.4,137,195,70.3,2283,769,77,84,91.7,45,71,63.4,12,31,38.7,1,0.6,0.7,0.4,8,6,6,6,8,passing
GER-Bundesliga,2024,Leverkusen,Aleix García,ESP,MF,27-287,1997,13.7,1071,1227,87.3,18566,5422,562,595,94.5,381,425,89.6,110,168,65.5,3,4.7,3.4,-1.7,30,121,9,3,106,passing
GER-Bundesliga,2024,Leverkusen,Amine Adli,MAR,"MF,FW",24-336,2000,5.9,198,269,73.6,2471,529,128,150,85.3,53,76,69.7,4,14,28.6,0,0.3,1.4,-0.3,6,4,12,4,18,passing
GER-Bundesliga,2024,Leverkusen,Arthur,BRA,"DF,FW",22-025,2003,6.0,210,272,77.2,3120,830,126,133,94.7,72,100,72.0,6,18,33.3,1,0.4,0.8,0.6,2,12,4,0,16,passing
GER-Bundesliga,2024,Leverkusen,Edmond Tapsoba,BFA,DF,26-068,1999,22.4,1389,1608,86.4,23758,8549,658,700,94.0,608,676,89.9,107,198,54.0,0,0.2,1.1,-0.2,3,159,8,2,131,passing
GER-Bundesliga,2024,Leverkusen,Emi Buendía,ARG,"MF,FW",28-107,1996,1.5,81,104,77.9,1152,318,45,51,88.2,28,34,82.4,3,7,42.9,0,0.8,0.4,-0.8,5,7,3,0,12,passing
GER-Bundesliga,2024,Leverkusen,Exequiel Palacios,ARG,MF,26-188,1998,9.2,690,764,90.3,9842,2705,408,444,91.9,231,251,92.0,28,35,80.0,6,2.2,1.8,3.8,24,70,14,2,63,passing
GER-Bundesliga,2024,Leverkusen,Florian Wirtz,GER,"MF,FW",21-343,2003,20.8,1105,1392,79.4,14510,3764,715,812,88.1,288,391,73.7,49,89,55.1,10,6.0,8.1,4.0,48,67,53,6,135,passing
GER-Bundesliga,2024,Leverkusen,Granit Xhaka,SUI,MF,32-196,1992,27.2,2123,2370,89.6,35638,10101,1080,1153,93.7,802,874,91.8,190,248,76.6,7,4.3,4.3,2.7,46,310,32,4,280,passing
GER-Bundesliga,2024,Leverkusen,Jeanuël Belocian,FRA,"DF,MF",20-053,2005,0.8,34,40,85.0,418,130,24,25,96.0,8,11,72.7,1,2,50.0,0,0.0,0.1,0.0,0,2,0,0,3,passing
GER-Bundesliga,2024,Leverkusen,Jeremie Frimpong,NED,"DF,MF",24-122,2000,21.8,597,779,76.6,8750,1970,340,387,87.9,214,277,77.3,22,59,37.3,5,3.9,4.1,1.1,25,26,25,14,48,passing
GER-Bundesliga,2024,Leverkusen,Jonas Hofmann,GER,"MF,DF",32-271,1992,2.7,115,134,85.8,1503,212,73,81,90.1,32,37,86.5,5,9,55.6,1,0.3,0.4,0.7,5,4,3,0,8,passing
GER-Bundesliga,2024,Leverkusen,Jonathan Tah,GER,DF,29-059,1996,27.0,1816,1949,93.2,32504,12713,711,746,95.3,960,997,96.3,127,173,73.4,0,0.3,1.7,-0.3,3,171,6,3,142,passing
GER-Bundesliga,2024,Leverkusen,Lukáš Hrádecký,FIN,GK,35-138,1989,25.0,582,779,74.7,15813,12169,127,127,100.0,247,253,97.6,204,391,52.2,0,0.0,0.0,0.0,0,5,0,0,0,passing
GER-Bundesliga,2024,Leverkusen,Mario Hermoso,ESP,DF,29-297,1995,3.3,213,249,85.5,3432,1065,115,123,93.5,87,101,86.1,9,20,45.0,0,0.2,0.3,-0.2,2,14,1,0,20,passing
GER-Bundesliga,2024,Leverkusen,Martin Terrier,FRA,"MF,FW",28-038,1997,6.5,163,199,81.9,2144,377,109,120,90.8,40,49,81.6,6,9,66.7,1,0.9,1.7,0.1,8,6,5,1,14,passing
GER-Bundesliga,2024,Leverkusen,Matej Kovar,CZE,GK,24-329,2000,3.0,66,85,77.6,1760,1077,11,11,100.0,35,35,100.0,20,38,52.6,0,0.0,0.0,0.0,0,2,0,0,0,passing
GER-Bundesliga,2024,Leverkusen,Nathan Tella,NGA,"MF,FW",25-280,1999,11.6,208,272,76.5,2837,517,135,152,88.8,57,72,79.2,8,13,61.5,2,0.7,0.8,1.3,11,15,7,0,21,passing
GER-Bundesliga,2024,Leverkusen,Nordi Mukiele,FRA,DF,27-161,1997,10.0,488,607,80.4,7457,2544,290,326,89.0,168,215,78.1,22,40,55.0,0,1.0,0.9,-1.0,9,44,4,2,36,passing
GER-Bundesliga,2024,Leverkusen,Patrik Schick,CZE,FW,29-077,1996,13.9,239,306,78.1,2929,372,162,198,81.8,62,77,80.5,1,2,50.0,0,0.6,0.8,-0.6,11,11,4,0,16,passing
GER-Bundesliga,2024,Leverkusen,Piero Hincapié,ECU,DF,23-092,2002,24.5,1469,1672,87.9,24368,8325,693,742,93.4,656,718,91.4,86,146,58.9,2,3.0,3.1,-1.0,12,122,13,5,130,passing
GER-Bundesliga,2024,Leverkusen,Robert Andrich,GER,"MF,DF",30-201,1994,15.5,754,844,89.3,12098,2922,397,427,93.0,288,318,90.6,47,67,70.1,2,0.3,0.8,1.7,8,61,7,0,58,passing
GER-Bundesliga,2024,Leverkusen,Victor Boniface,NGA,FW,24-109,2000,11.0,167,235,71.1,2336,494,94,124,75.8,49,64,76.6,11,15,73.3,1,1.1,1.0,-0.1,10,10,8,2,22,passing
GER-Bundesliga,2024,Leverkusen,Álex Grimaldo,ESP,"DF,MF",29-203,1995,24.2,1402,1725,81.3,20869,5966,838,904,92.7,423,509,83.1,95,201,47.3,5,6.7,7.2,-1.7,63,94,44,18,135,passing
GER-Bundesliga,2024,Mainz 05,Andreas Hanche-Olsen,NOR,DF,28-084,1997,10.1,338,426,79.3,5869,2002,143,157,91.1,171,199,85.9,22,58,37.9,1,0.3,0.5,0.7,2,20,0,0,26,passing
GER-Bundesliga,2024,Mainz 05,Anthony Caci,FRA,DF,27-284,1997,24.9,983,1365,72.0,16092,6565,511,602,84.9,368,510,72.2,77,161,47.8,7,5.6,6.4,1.4,39,67,37,15,106,passing
GER-Bundesliga,2024,Mainz 05,Armindo Sieb,GER,"FW,MF",22-053,2003,8.2,132,189,69.8,1775,544,74,94,78.7,45,65,69.2,3,7,42.9,2,1.1,0.6,0.9,8,12,8,2,18,passing
GER-Bundesliga,2024,Mainz 05,Arnaud Nordin,FRA,DF,26-298,1998,0.3,11,15,73.3,144,55,7,8,87.5,3,5,60.0,0,1,0.0,0,0.3,0.3,-0.3,1,1,0,0,1,passing
GER-Bundesliga,2024,Mainz 05,Aymen Barkok,MAR,MF,26-325,1998,0.8,26,37,70.3,506,182,14,17,82.4,6,9,66.7,4,5,80.0,0,0.1,0.3,-0.1,1,7,3,1,5,passing
GER-Bundesliga,2024,Mainz 05,Danny da Costa,GER,DF,31-272,1993,17.0,724,930,77.8,13491,5444,294,322,91.3,339,388,87.4,84,185,45.4,1,0.5,0.9,0.5,8,96,11,6,74,passing
GER-Bundesliga,2024,Mainz 05,Dominik Kohr,GER,"DF,MF",31-070,1994,22.7,1000,1231,81.2,18942,6866,376,426,88.3,480,531,90.4,123,219,56.2,0,0.6,1.7,-0.6,11,73,13,3,96,passing
GER-Bundesliga,2024,Mainz 05,Gabriel Vidovic,CRO,MF,21-131,2003,0.0,6,6,100.0,113,0,2,2,100.0,4,4,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,passing
GER-Bundesliga,2024,Mainz 05,Hong Hyunseok,KOR,MF,25-299,1999,5.2,144,185,77.8,1842,422,94,110,85.5,37,47,78.7,4,9,44.4,1,0.9,0.6,0.1,4,8,4,1,15,passing
GER-Bundesliga,2024,Mainz 05,Jonathan Burkardt,GER,FW,24-274,2000,18.5,308,430,71.6,5184,650,161,212,75.9,103,129,79.8,31,43,72.1,2,2.7,2.3,-0.7,15,17,15,3,36,passing
GER-Bundesliga,2024,Mainz 05,Kaishu Sano,JPN,MF,24-102,2000,27.8,933,1172,79.6,15174,4611,476,559,85.2,385,454,84.8,60,100,60.0,0,0.7,1.6,-0.7,15,101,17,0,135,passing
GER-Bundesliga,2024,Mainz 05,Karim Onisiwo,AUT,"MF,FW",33-025,1992,1.2,15,24,62.5,223,31,10,14,71.4,4,7,57.1,1,1,100.0,0,0.3,0.2,-0.3,1,0,1,1,0,passing
GER-Bundesliga,2024,Mainz 05,Lee Jae-sung,KOR,MF,32-244,1992,24.0,650,853,76.2,9280,2419,373,449,83.1,214,269,79.6,32,48,66.7,5,4.6,4.1,0.4,29,42,22,3,91,passing
GER-Bundesliga,2024,Mainz 05,Lennard Maloney,USA,MF,25-185,1999,0.3,8,13,61.5,115,58,4,6,66.7,2,4,50.0,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,0,passing
GER-Bundesliga,2024,Mainz 05,Maxim Leitsch,GER,DF,26-328,1998,7.5,289,370,78.1,5085,1676,123,143,86.0,136,164,82.9,25,54,46.3,0,0.2,0.2,-0.2,2,26,0,0,25,passing
GER-Bundesliga,2024,Mainz 05,Moritz Jenz,GER,DF,25-346,1999,15.8,651,774,84.1,11745,4070,241,266,90.6,364,405,89.9,38,88,43.2,0,0.3,0.3,-0.3,3,32,2,0,41,passing
GER-Bundesliga,2024,Mainz 05,Nadiem Amiri,GER,MF,28-166,1996,22.5,1111,1448,76.7,20087,7838,502,562,89.3,449,529,84.9,134,274,48.9,4,5.7,8.0,-1.7,52,149,46,9,168,passing
GER-Bundesliga,2024,Mainz 05,Nelson Weiper,GER,"FW,MF",20-025,2005,5.7,78,119,65.5,1013,166,53,73,72.6,16,24,66.7,4,5,80.0,0,0.7,0.3,-0.7,5,8,1,0,7,passing
GER-Bundesliga,2024,Mainz 05,Nikolas Veratschnig,AUT,"DF,FW",22-077,2003,1.3,37,57,64.9,632,116,12,19,63.2,20,31,64.5,4,5,80.0,0,0.2,0.2,-0.2,2,2,2,0,4,passing
GER-Bundesliga,2024,Mainz 05,Paul Nebel,GER,MF,22-183,2002,21.1,670,924,72.5,10151,2104,371,431,86.1,225,298,75.5,46,88,52.3,3,2.8,4.3,0.2,21,30,28,11,71,passing
GER-Bundesliga,2024,Mainz 05,Phillipp Mwene,AUT,DF,31-072,1994,25.2,845,1113,75.9,14150,5075,411,469,87.6,360,457,78.8,61,118,51.7,4,1.7,3.5,2.3,18,57,33,16,90,passing
GER-Bundesliga,2024,Mainz 05,Robin Zentner,GER,GK,30-165,1994,28.0,653,1032,63.3,19763,14858,125,125,100.0,287,290,99.0,239,606,39.4,0,0.1,0.2,-0.1,2,44,3,0,2,passing
GER-Bundesliga,2024,Mainz 05,Silvan Widmer,SUI,DF,32-037,1993,4.4,165,220,75.0,2822,956,85,99,85.9,62,89,69.7,16,25,64.0,1,0.4,0.4,0.6,2,10,6,2,17,passing
GER-Bundesliga,2024,Mainz 05,Stefan Bell,GER,DF,33-230,1991,13.1,468,589,79.5,9085,3888,160,186,86.0,251,284,88.4,50,99,50.5,1,1.0,0.4,0.0,5,25,0,0,26,passing
GER-Bundesliga,2024,RB Leipzig,Amadou Haidara,MLI,MF,27-070,1998,13.3,670,833,80.4,10344,3071,359,409,87.8,264,322,82.0,34,68,50.0,1,0.8,1.0,0.2,4,58,12,2,59,passing
GER-Bundesliga,2024,RB Leipzig,André Silva,POR,"FW,MF",29-156,1995,1.5,30,42,71.4,435,156,18,24,75.0,8,9,88.9,3,3,100.0,2,0.6,0.1,1.4,3,3,1,0,4,passing
GER-Bundesliga,2024,RB Leipzig,Antonio Nusa,NOR,"MF,DF",19-359,2005,16.0,383,520,73.7,5439,1769,224,272,82.4,132,167,79.0,14,43,32.6,3,2.6,2.4,0.4,18,29,18,6,46,passing
GER-Bundesliga,2024,RB Leipzig,Arthur Vermeeren,BEL,MF,20-063,2005,13.7,627,738,85.0,9678,2735,314,362,86.7,275,306,89.9,21,32,65.6,1,0.5,0.6,0.5,8,56,4,0,57,passing
GER-Bundesliga,2024,RB Leipzig,Assan Ouedraogo,GER,MF,18-337,2006,0.6,15,20,75.0,206,37,8,8,100.0,7,10,70.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,1,passing
GER-Bundesliga,2024,RB Leipzig,Benjamin Henrichs,GER,DF,28-047,1997,10.4,360,476,75.6,5784,2051,197,224,87.9,136,169,80.5,21,54,38.9,2,1.4,2.0,0.6,11,33,10,3,29,passing
GER-Bundesliga,2024,RB Leipzig,Benjamin Šeško,SVN,"FW,MF",21-315,2003,22.1,349,524,66.6,4251,975,229,312,73.4,78,119,65.5,10,16,62.5,5,1.9,1.4,3.1,16,21,9,0,38,passing
GER-Bundesliga,2024,RB Leipzig,Castello Lukeba,FRA,DF,22-115,2002,12.5,827,935,88.4,14065,5747,372,402,92.5,397,431,92.1,48,78,61.5,0,0.2,0.4,-0.2,3,68,6,1,54,passing
GER-Bundesliga,2024,RB Leipzig,Christoph Baumgartner,AUT,"MF,FW",25-253,1999,15.1,352,516,68.2,5240,1496,185,239,77.4,112,155,72.3,25,47,53.2,1,1.3,1.5,-0.3,18,29,15,1,42,passing
GER-Bundesliga,2024,RB Leipzig,David Raum,GER,DF,26-354,1998,17.8,759,1095,69.3,13167,5887,345,403,85.6,324,444,73.0,71,182,39.0,4,6.3,7.3,-2.3,46,43,20,13,61,passing
GER-Bundesliga,2024,RB Leipzig,El Chadaille Bitshiabu,FRA,DF,19-330,2005,8.0,425,514,82.7,7712,3609,161,181,89.0,234,265,88.3,26,53,49.1,0,0.4,0.5,-0.4,5,47,2,0,46,passing
GER-Bundesliga,2024,RB Leipzig,Elif Elmas,MKD,MF,25-199,1999,0.5,13,16,81.3,169,66,8,9,88.9,4,4,100.0,0,1,0.0,0,0.0,0.0,0.0,0,0,1,0,2,passing
GER-Bundesliga,2024,RB Leipzig,Faik Sakar,GER,MF,17-087,2008,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,passing
GER-Bundesliga,2024,RB Leipzig,Kevin Kampl,SVN,MF,34-184,1990,15.6,960,1080,88.9,14776,4342,514,541,95.0,375,409,91.7,48,78,61.5,0,1.4,2.6,-1.4,16,75,23,4,98,passing
GER-Bundesliga,2024,RB Leipzig,Kosta Nedeljković,SRB,DF,19-116,2005,1.5,97,114,85.1,1622,434,55,60,91.7,28,33,84.8,12,18,66.7,0,0.1,0.5,-0.1,2,6,7,2,11,passing
GER-Bundesliga,2024,RB Leipzig,Loïs Openda,BEL,"FW,MF",25-054,2000,23.1,317,495,64.0,3968,838,196,275,71.3,72,113,63.7,17,30,56.7,5,3.0,1.9,2.0,24,18,16,1,41,passing
GER-Bundesliga,2024,RB Leipzig,Lukas Klostermann,GER,DF,28-312,1996,15.4,827,948,87.2,14193,4780,361,386,93.5,415,458,90.6,44,75,58.7,0,0.1,0.6,-0.1,2,64,6,1,70,passing
GER-Bundesliga,2024,RB Leipzig,Lutsharel Geertruida,NED,DF,24-267,2000,14.6,802,929,86.3,13620,5049,375,411,91.2,357,400,89.3,57,89,64.0,0,0.8,1.3,-0.8,8,75,12,3,75,passing
GER-Bundesliga,2024,RB Leipzig,Maarten Vandevoordt,BEL,GK,23-044,2002,2.5,63,77,81.8,1356,856,19,19,100.0,34,34,100.0,9,23,39.1,0,0.0,0.0,0.0,0,0,0,0,1,passing
GER-Bundesliga,2024,RB Leipzig,Mohamed Simakan,FRA,DF,24-343,2000,0.6,42,50,84.0,779,306,15,19,78.9,21,23,91.3,5,5,100.0,0,0.3,0.2,-0.3,3,5,2,1,7,passing
GER-Bundesliga,2024,RB Leipzig,Nicolas Seiwald,AUT,"MF,DF",23-342,2001,17.2,851,1030,82.6,14594,5533,405,439,92.3,370,448,82.6,69,111,62.2,0,1.0,1.7,-1.0,16,94,21,2,114,passing
GER-Bundesliga,2024,RB Leipzig,Péter Gulácsi,HUN,GK,34-340,1990,25.5,643,778,82.6,15834,9705,134,134,100.0,339,346,98.0,170,295,57.6,0,0.0,0.0,0.0,0,3,0,0,0,passing
GER-Bundesliga,2024,RB Leipzig,Ridle Baku,GER,"DF,MF",27-003,1998,10.1,327,451,72.5,5270,1831,177,200,88.5,122,173,70.5,22,41,53.7,0,0.5,0.9,-0.5,5,20,9,3,24,passing
GER-Bundesliga,2024,RB Leipzig,Tidiam Gomis,FRA,"MF,DF",18-246,2006,0.7,22,29,75.9,306,64,15,16,93.8,6,9,66.7,1,1,100.0,1,0.3,0.2,0.7,2,0,1,1,2,passing
GER-Bundesliga,2024,RB Leipzig,Viggo Gebel,GER,MF,17-140,2007,0.2,3,4,75.0,43,11,2,2,100.0,1,2,50.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,passing
GER-Bundesliga,2024,RB Leipzig,Willi Orban,HUN,DF,32-159,1992,24.7,1530,1750,87.4,28362,10446,494,563,87.7,932,989,94.2,90,155,58.1,0,1.0,0.7,-1.0,8,106,7,1,106,passing
GER-Bundesliga,2024,RB Leipzig,Xaver Schlager,AUT,MF,27-195,1997,2.0,85,98,86.7,1392,408,44,45,97.8,37,42,88.1,4,10,40.0,0,0.7,0.4,-0.7,1,6,1,0,6,passing
GER-Bundesliga,2024,RB Leipzig,Xavi Simons,NED,MF,21-355,2003,19.1,779,978,79.7,12419,3329,416,475,87.6,256,309,82.8,78,129,60.5,4,5.4,5.3,-1.4,42,65,50,4,115,passing
GER-Bundesliga,2024,RB Leipzig,Yussuf Poulsen,DEN,"FW,MF",30-300,1994,3.3,64,109,58.7,774,230,45,64,70.3,15,29,51.7,1,3,33.3,0,0.4,0.4,-0.4,4,7,4,0,9,passing
GER-Bundesliga,2024,St. Pauli,Abdoulie Ceesay,GAM,FW,21-096,2004,0.7,8,14,57.1,70,2,7,10,70.0,0,1,0.0,0,1,0.0,0,0.0,0.0,0.0,1,0,0,0,0,passing
GER-Bundesliga,2024,St. Pauli,Adam Dźwigała,POL,"DF,MF",29-198,1995,2.8,103,134,76.9,1687,763,42,49,85.7,51,57,89.5,6,20,30.0,0,0.0,0.1,0.0,0,10,1,0,10,passing
GER-Bundesliga,2024,St. Pauli,Andreas Albers,DEN,FW,35-019,1990,0.7,15,29,51.7,233,47,10,18,55.6,4,6,66.7,1,2,50.0,0,0.1,0.1,-0.1,2,1,0,0,3,passing
