nation,pos,age,born,90s,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Int,Tkl+Int,Clr,Err,league,season,stat_type
NED,"MF,FW",23,1997,4.1,1,1,0,1,0,0,8,0.0,8,4,0,4,5,6,3,0,GER-Bundesliga,2021,defense
NED,DF,27,1992,15.1,8,4,3,5,0,1,3,33.3,2,12,8,4,27,35,73,0,GER-Bundesliga,2021,defense
BEL,DF,22,1997,7.1,16,10,9,6,1,3,10,30.0,7,12,2,10,11,27,22,0,GER-Bundesliga,2021,defense
GER,"MF,FW",23,1997,3.8,12,9,2,5,5,2,8,25.0,6,3,1,2,5,17,6,0,GER-Bundesliga,2021,defense
GER,"MF,FW",28,1992,7.2,5,2,2,2,1,2,9,22.2,7,6,1,5,4,9,1,0,GER-Bundesliga,2021,defense
JPN,"MF,FW",22,1998,30.8,53,31,22,19,12,19,52,36.5,33,42,1,41,31,84,11,0,GER-Bundesliga,2021,defense
GER,"MF,DF",19,2001,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,GER-Bundesliga,2021,defense
VEN,"FW,MF",22,1997,12.1,16,8,0,10,6,2,15,13.3,13,14,3,11,9,25,9,0,GER-Bundesliga,2021,defense
GER,GK,27,1992,34.0,2,1,2,0,0,2,6,33.3,4,0,0,0,0,2,12,3,GER-Bundesliga,2021,defense
GER,"FW,MF",31,1988,8.3,15,8,7,6,2,6,27,22.2,21,13,2,11,6,21,8,0,GER-Bundesliga,2021,defense
ISL,FW,31,1989,6.0,2,1,0,1,1,0,1,0.0,1,7,1,6,1,3,4,0,GER-Bundesliga,2021,defense
GER,"FW,MF",29,1990,22.6,31,17,14,13,4,9,44,20.5,35,35,3,32,14,45,24,0,GER-Bundesliga,2021,defense
ECU,MF,25,1995,23.2,57,32,20,32,5,20,52,38.5,32,32,5,27,35,92,29,1,GER-Bundesliga,2021,defense
ITA,"MF,FW",32,1988,29.6,71,46,29,31,11,29,92,31.5,63,45,6,39,38,109,41,0,GER-Bundesliga,2021,defense
GER,FW,29,1990,19.3,7,5,1,4,2,0,10,0.0,10,8,3,5,10,17,18,0,GER-Bundesliga,2021,defense
FIN,"FW,MF",22,1997,4.2,3,2,1,2,0,3,6,50.0,3,4,1,3,2,5,6,0,GER-Bundesliga,2021,defense
BRA,DF,23,1997,17.3,37,27,21,13,3,17,29,58.6,12,17,5,12,22,59,55,0,GER-Bundesliga,2021,defense
CZE,MF,30,1989,3.0,5,3,4,1,0,1,8,12.5,7,3,0,3,7,12,2,0,GER-Bundesliga,2021,defense
NED,DF,29,1991,31.5,36,20,24,11,1,16,33,48.5,17,37,18,19,69,105,149,2,GER-Bundesliga,2021,defense
BUL,MF,19,2000,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,GER-Bundesliga,2021,defense
SVK,MF,22,1997,7.3,8,6,4,4,0,2,8,25.0,6,6,2,4,7,15,1,1,GER-Bundesliga,2021,defense
DEN,DF,23,1996,9.9,25,16,20,3,2,10,22,45.5,12,13,3,10,15,40,32,0,GER-Bundesliga,2021,defense
GER,"FW,MF",22,1997,15.7,17,9,3,12,2,7,23,30.4,16,10,0,10,6,23,9,0,GER-Bundesliga,2021,defense
CZE,DF,32,1988,3.4,4,2,1,3,0,1,2,50.0,1,3,3,0,4,8,9,0,GER-Bundesliga,2021,defense
AUT,"FW,MF",26,1994,9.3,13,10,6,7,0,3,10,30.0,7,2,0,2,3,16,17,0,GER-Bundesliga,2021,defense
NGA,"FW,MF",23,1996,0.4,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,0,0,GER-Bundesliga,2021,defense
GER,DF,22,1997,29.0,33,24,19,10,4,18,27,66.7,9,48,25,23,54,87,164,2,GER-Bundesliga,2021,defense
POL,GK,32,1987,34.0,0,0,0,0,0,0,3,0.0,3,0,0,0,3,3,9,1,GER-Bundesliga,2021,defense
GER,MF,26,1994,20.2,29,10,13,15,1,10,20,50.0,10,14,5,9,31,60,47,0,GER-Bundesliga,2021,defense
GER,DF,24,1995,17.1,42,23,26,11,5,19,25,76.0,6,24,2,22,36,78,62,1,GER-Bundesliga,2021,defense
ENG,DF,21,1998,15.1,26,18,15,11,0,10,17,58.8,7,28,22,6,29,55,89,0,GER-Bundesliga,2021,defense
POL,DF,22,1998,15.3,24,15,12,9,3,15,23,65.2,8,12,2,10,18,42,31,0,GER-Bundesliga,2021,defense
SUI,"MF,FW",21,1998,17.9,18,12,6,9,3,1,16,6.3,15,26,2,24,18,36,27,0,GER-Bundesliga,2021,defense
ALB,MF,18,2002,0.4,0,0,0,0,0,0,1,0.0,1,0,0,0,3,3,0,0,GER-Bundesliga,2021,defense
GER,MF,30,1990,20.5,21,10,12,9,0,10,30,33.3,20,21,8,13,28,49,27,0,GER-Bundesliga,2021,defense
GER,GK,23,1996,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,GER-Bundesliga,2021,defense
CAN,DF,19,2000,19.6,39,27,16,17,6,28,40,70.0,12,21,1,20,28,67,33,1,GER-Bundesliga,2021,defense
FRA,DF,24,1996,21.6,44,27,20,16,8,23,40,57.5,17,29,5,24,48,92,31,1,GER-Bundesliga,2021,defense
SEN,DF,28,1992,5.0,9,8,4,3,2,3,6,50.0,3,7,0,7,10,19,7,1,GER-Bundesliga,2021,defense
USA,DF,20,2000,1.0,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,0,GER-Bundesliga,2021,defense
GER,"MF,FW",18,2002,0.4,2,1,0,1,1,2,2,100.0,0,0,0,0,0,2,1,0,GER-Bundesliga,2021,defense
FRA,MF,25,1994,8.7,19,19,4,11,4,9,29,31.0,20,15,2,13,6,25,8,0,GER-Bundesliga,2021,defense
AUT,"DF,MF",28,1992,29.7,37,21,14,19,4,17,32,53.1,15,29,13,16,43,80,60,0,GER-Bundesliga,2021,defense
BRA,"FW,MF",29,1990,3.6,2,1,1,1,0,1,3,33.3,2,7,0,7,2,4,1,0,GER-Bundesliga,2021,defense
CMR,"FW,MF",31,1989,9.1,8,2,0,5,3,1,4,25.0,3,6,0,6,2,10,7,0,GER-Bundesliga,2021,defense
GER,"FW,MF",17,2003,9.8,20,12,5,7,8,7,22,31.8,15,17,2,15,14,34,3,0,GER-Bundesliga,2021,defense
ESP,"DF,MF",31,1988,5.2,10,5,4,4,2,7,9,77.8,2,8,4,4,13,23,19,0,GER-Bundesliga,2021,defense
GER,MF,25,1995,24.4,40,28,16,19,5,10,53,18.9,43,25,5,20,36,76,19,0,GER-Bundesliga,2021,defense
NED,FW,19,2001,1.0,1,0,0,1,0,1,2,50.0,1,0,0,0,0,1,0,0,GER-Bundesliga,2021,defense
CRO,DF,20,2000,1.0,2,2,1,1,0,1,1,100.0,0,3,0,3,2,4,2,0,GER-Bundesliga,2021,defense
GER,DF,31,1988,26.3,26,16,17,8,1,14,32,43.8,18,24,17,7,40,66,63,1,GER-Bundesliga,2021,defense
FRA,"FW,MF",24,1996,19.5,14,8,6,7,1,2,21,9.5,19,22,0,22,4,18,3,0,GER-Bundesliga,2021,defense
GER,MF,25,1995,18.9,37,23,12,21,4,16,39,41.0,23,30,2,28,44,81,11,0,GER-Bundesliga,2021,defense
GER,"FW,MF",24,1996,20.1,18,10,2,10,6,13,30,43.3,17,23,1,22,9,27,8,1,GER-Bundesliga,2021,defense
FRA,DF,24,1996,17.7,41,31,16,17,8,17,31,54.8,14,24,6,18,19,60,38,0,GER-Bundesliga,2021,defense
GER,GK,34,1986,33.0,0,0,0,0,0,0,1,0.0,1,0,0,0,2,2,12,3,GER-Bundesliga,2021,defense
ESP,MF,23,1996,2.0,2,2,0,0,2,0,4,0.0,4,4,1,3,2,4,1,0,GER-Bundesliga,2021,defense
FRA,FW,20,1999,0.2,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,GER-Bundesliga,2021,defense
GER,DF,24,1995,16.7,32,21,15,14,3,13,21,61.9,8,24,12,12,21,53,36,1,GER-Bundesliga,2021,defense
POL,FW,31,1988,27.3,15,9,0,7,8,2,13,15.4,11,9,1,8,3,18,11,0,GER-Bundesliga,2021,defense
GER,"FW,MF",25,1995,18.3,39,19,7,19,13,12,32,37.5,20,17,0,17,26,65,3,0,GER-Bundesliga,2021,defense
FRA,"DF,FW",18,2002,1.3,3,1,3,0,0,1,1,100.0,0,0,0,0,3,6,1,0,GER-Bundesliga,2021,defense
GER,MF,30,1989,29.7,49,22,11,23,15,24,73,32.9,49,43,3,40,21,70,18,1,GER-Bundesliga,2021,defense
POR,MF,19,2000,0.8,1,1,0,0,1,0,0,,0,0,0,0,0,1,0,0,GER-Bundesliga,2021,defense
GER,"MF,FW",18,2002,0.8,0,0,0,0,0,0,1,0.0,1,3,1,2,0,0,0,0,GER-Bundesliga,2021,defense
BEL,MF,31,1989,12.6,18,12,6,11,1,8,16,50.0,8,13,3,10,22,40,13,0,GER-Bundesliga,2021,defense
FRA,DF,21,1999,3.1,2,2,2,0,0,0,0,,0,3,2,1,6,8,13,0,GER-Bundesliga,2021,defense
GER,"DF,MF",26,1994,23.7,43,34,20,20,3,20,37,54.1,17,35,10,25,48,91,52,0,GER-Bundesliga,2021,defense
NOR,FW,20,2000,26.7,7,2,1,3,3,1,4,25.0,3,19,4,15,4,11,16,0,GER-Bundesliga,2021,defense
GER,DF,22,1998,4.0,9,6,4,2,3,4,8,50.0,4,11,1,10,3,12,2,0,GER-Bundesliga,2021,defense
USA,"MF,FW",17,2002,22.0,24,13,9,8,7,9,25,36.0,16,14,1,13,10,34,11,0,GER-Bundesliga,2021,defense
ENG,"FW,MF",20,2000,22.9,18,11,4,10,4,7,16,43.8,9,20,1,19,16,34,9,0,GER-Bundesliga,2021,defense
ENG,MF,17,2003,18.9,49,31,11,29,9,19,46,41.3,27,37,5,32,24,73,13,0,GER-Bundesliga,2021,defense
GER,"FW,MF",24,1996,16.6,27,14,13,9,5,12,43,27.9,31,25,1,24,17,44,7,1,GER-Bundesliga,2021,defense
GER,MF,24,1996,14.0,30,18,9,20,1,14,38,36.8,24,23,5,18,18,48,11,1,GER-Bundesliga,2021,defense
SUI,DF,25,1995,26.1,41,22,23,12,6,19,31,61.3,12,23,10,13,49,90,70,1,GER-Bundesliga,2021,defense
GER,"MF,FW",31,1989,25.3,33,16,9,16,8,9,33,27.3,24,22,2,20,14,47,13,0,GER-Bundesliga,2021,defense
SUI,GK,32,1987,15.5,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,7,1,GER-Bundesliga,2021,defense
ESP,DF,20,2000,9.2,13,7,4,7,2,9,12,75.0,3,6,1,5,18,31,7,1,GER-Bundesliga,2021,defense
GER,DF,31,1988,31.3,58,40,34,18,6,26,42,61.9,16,31,22,9,73,131,122,2,GER-Bundesliga,2021,defense
GER,DF,27,1993,6.8,9,6,4,3,2,2,11,18.2,9,12,4,8,6,15,10,0,GER-Bundesliga,2021,defense
POR,DF,26,1993,24.6,30,13,14,8,8,16,31,51.6,15,21,4,17,28,58,31,1,GER-Bundesliga,2021,defense
BRA,"MF,FW",18,2002,2.9,9,4,6,1,2,2,4,50.0,2,4,1,3,2,11,0,0,GER-Bundesliga,2021,defense
SUI,GK,29,1990,18.5,0,0,0,0,0,0,0,,0,0,0,0,0,0,5,1,GER-Bundesliga,2021,defense
GER,"FW,DF",22,1998,0.6,4,4,0,1,3,2,3,66.7,1,1,0,1,0,4,1,0,GER-Bundesliga,2021,defense
DEN,MF,28,1991,14.3,40,30,15,20,5,11,31,35.5,20,28,10,18,22,62,15,1,GER-Bundesliga,2021,defense
BEL,DF,28,1991,16.4,30,21,19,6,5,20,29,69.0,9,16,6,10,18,48,29,2,GER-Bundesliga,2021,defense
BEL,"MF,FW",27,1993,7.3,8,2,6,1,1,3,13,23.1,10,4,0,4,10,18,1,0,GER-Bundesliga,2021,defense
GER,"FW,MF",15,2004,4.7,3,2,1,1,1,0,0,,0,3,0,3,0,3,2,0,GER-Bundesliga,2021,defense
POL,DF,35,1985,5.1,10,7,6,4,0,5,12,41.7,7,5,1,4,5,15,12,0,GER-Bundesliga,2021,defense
AUS,"MF,DF",24,1996,3.0,6,5,2,3,1,3,10,30.0,7,2,0,2,4,10,3,0,GER-Bundesliga,2021,defense
MLI,DF,24,1996,7.8,18,12,8,7,3,10,14,71.4,4,5,1,4,8,26,22,0,GER-Bundesliga,2021,defense
GER,MF,26,1993,15.5,25,14,8,10,7,6,32,18.8,26,19,1,18,13,38,4,0,GER-Bundesliga,2021,defense
POR,FW,24,1995,30.7,11,2,0,7,4,6,13,46.2,7,11,1,10,3,14,15,0,GER-Bundesliga,2021,defense
MAR,"MF,DF",22,1998,10.9,29,15,11,9,9,10,31,32.3,21,15,1,14,10,39,9,1,GER-Bundesliga,2021,defense
NED,FW,31,1989,9.1,3,2,1,1,1,2,5,40.0,3,5,1,4,2,5,8,0,GER-Bundesliga,2021,defense
JPN,MF,23,1996,26.2,48,28,21,16,11,16,49,32.7,33,18,1,17,14,62,22,0,GER-Bundesliga,2021,defense
GER,DF,27,1993,1.2,0,0,0,0,0,0,1,0.0,1,3,1,2,0,0,4,0,GER-Bundesliga,2021,defense
ARG,DF,34,1986,13.6,18,12,13,3,2,11,17,64.7,6,13,4,9,17,35,34,0,GER-Bundesliga,2021,defense
SUI,MF,23,1997,24.2,58,33,19,32,7,18,41,43.9,23,31,8,23,51,109,17,0,GER-Bundesliga,2021,defense
GER,"MF,DF",26,1994,2.9,11,7,0,7,4,4,9,44.4,5,5,1,4,9,20,9,0,GER-Bundesliga,2021,defense
GER,GK,18,2002,1.0,1,0,1,0,0,1,1,100.0,0,0,0,0,2,3,1,0,GER-Bundesliga,2021,defense
GER,DF,28,1992,16.4,17,13,7,9,1,8,21,38.1,13,19,5,14,29,46,26,0,GER-Bundesliga,2021,defense
SRB,DF,27,1992,28.2,54,31,22,23,9,22,54,40.7,32,43,6,37,26,80,28,2,GER-Bundesliga,2021,defense
GER,GK,30,1990,33.0,0,0,0,0,0,0,1,0.0,1,1,0,1,3,3,11,3,GER-Bundesliga,2021,defense
SRB,FW,22,1997,9.9,2,0,0,2,0,0,4,0.0,4,3,0,3,1,3,7,0,GER-Bundesliga,2021,defense
JPN,"DF,MF",36,1984,25.4,43,29,21,20,2,25,51,49.0,26,31,12,19,31,74,68,2,GER-Bundesliga,2021,defense
AUT,DF,27,1992,28.1,77,49,53,22,2,37,63,58.7,26,31,12,19,44,121,92,0,GER-Bundesliga,2021,defense
CIV,DF,20,1999,22.7,31,23,16,15,0,16,28,57.1,12,27,6,21,47,78,85,0,GER-Bundesliga,2021,defense
GER,"FW,DF",22,1998,1.1,2,0,0,1,1,0,0,,0,1,0,1,1,3,1,0,GER-Bundesliga,2021,defense
GER,MF,29,1990,18.1,44,25,21,16,7,14,46,30.4,32,30,3,27,47,91,18,0,GER-Bundesliga,2021,defense
AUT,"MF,DF",31,1989,17.5,33,20,17,15,1,21,42,50.0,21,30,8,22,30,63,51,2,GER-Bundesliga,2021,defense
SUI,"DF,MF",28,1991,6.5,24,12,8,13,3,8,16,50.0,8,4,1,3,4,28,1,0,GER-Bundesliga,2021,defense
USA,DF,30,1990,4.8,4,0,2,1,1,1,4,25.0,3,5,2,3,3,7,5,0,GER-Bundesliga,2021,defense
BRA,DF,21,1999,16.2,35,20,22,13,0,24,43,55.8,19,19,2,17,29,64,53,0,GER-Bundesliga,2021,defense
ALB,"MF,DF",30,1990,0.7,1,1,1,0,0,0,0,,0,1,1,0,2,3,1,0,GER-Bundesliga,2021,defense
FRA,MF,25,1995,24.5,51,38,19,24,8,20,54,37.0,34,36,7,29,52,103,34,1,GER-Bundesliga,2021,defense
GER,"DF,MF",27,1993,34.0,34,19,18,13,3,15,43,34.9,28,38,9,29,29,63,40,0,GER-Bundesliga,2021,defense
GER,DF,26,1993,15.2,22,11,19,3,0,10,19,52.6,9,10,8,2,35,57,49,0,GER-Bundesliga,2021,defense
BIH,FW,22,1998,16.6,15,9,4,6,5,2,16,12.5,14,29,5,24,0,15,27,0,GER-Bundesliga,2021,defense
GER,GK,22,1997,31.0,0,0,0,0,0,0,3,0.0,3,1,0,1,2,2,10,1,GER-Bundesliga,2021,defense
NED,FW,22,1997,1.4,4,3,2,1,1,2,3,66.7,1,2,0,2,2,6,2,0,GER-Bundesliga,2021,defense
GER,"MF,FW",26,1994,5.4,7,4,4,3,0,3,15,20.0,12,4,1,3,7,14,9,0,GER-Bundesliga,2021,defense
KOR,"FW,MF",20,1999,9.1,9,5,1,6,2,2,11,18.2,9,8,1,7,11,20,11,0,GER-Bundesliga,2021,defense
FRA,"MF,DF",30,1990,26.6,37,19,17,13,7,16,30,53.3,14,26,10,16,28,65,38,0,GER-Bundesliga,2021,defense
GER,DF,23,1997,18.4,31,10,16,15,0,10,23,43.5,13,26,18,8,36,67,89,2,GER-Bundesliga,2021,defense
KOR,"MF,FW",26,1994,2.4,3,1,1,0,2,1,3,33.3,2,3,1,2,7,10,2,1,GER-Bundesliga,2021,defense
GER,MF,21,1999,3.0,5,3,2,2,1,0,4,0.0,4,6,1,5,2,7,6,0,GER-Bundesliga,2021,defense
GER,"FW,MF",26,1994,23.2,36,24,13,19,4,12,32,37.5,20,19,2,17,16,52,14,0,GER-Bundesliga,2021,defense
GER,"DF,MF",27,1992,9.8,15,8,9,5,1,9,14,64.3,5,9,3,6,21,36,31,0,GER-Bundesliga,2021,defense
GER,DF,29,1991,21.7,27,15,12,12,3,5,21,23.8,16,25,15,10,37,64,64,0,GER-Bundesliga,2021,defense
NED,GK,27,1993,3.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,GER-Bundesliga,2021,defense
GER,MF,30,1990,30.3,54,28,16,31,7,23,59,39.0,36,34,10,24,66,120,41,2,GER-Bundesliga,2021,defense
GER,FW,31,1988,14.5,11,7,2,6,3,3,21,14.3,18,25,1,24,9,20,28,0,GER-Bundesliga,2021,defense
SUI,MF,20,2000,0.2,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,GER-Bundesliga,2021,defense
AUT,DF,24,1996,33.3,21,13,12,7,2,9,20,45.0,11,30,21,9,42,63,100,0,GER-Bundesliga,2021,defense
HUN,"MF,FW",23,1997,18.5,18,14,7,9,2,5,13,38.5,8,11,1,10,11,29,8,0,GER-Bundesliga,2021,defense
ITA,"MF,FW",27,1993,25.7,18,7,6,7,5,14,34,41.2,20,13,0,13,27,45,18,1,GER-Bundesliga,2021,defense
GER,MF,20,2000,5.5,12,8,7,4,1,7,9,77.8,2,9,3,6,10,22,8,0,GER-Bundesliga,2021,defense
FRA,FW,27,1993,20.0,19,9,4,10,5,5,20,25.0,15,1,0,1,5,24,7,0,GER-Bundesliga,2021,defense
SUI,"FW,MF",23,1997,16.0,15,10,1,13,1,0,6,0.0,6,16,1,15,8,23,8,0,GER-Bundesliga,2021,defense
GER,MF,29,1991,22.6,55,37,22,28,5,28,58,48.3,30,32,11,21,34,89,39,0,GER-Bundesliga,2021,defense
SUI,"MF,DF",23,1996,15.8,30,15,12,15,3,11,20,55.0,9,20,7,13,23,53,29,1,GER-Bundesliga,2021,defense
GER,MF,23,1997,29.1,48,28,19,26,3,19,63,30.2,44,35,7,28,50,98,20,1,GER-Bundesliga,2021,defense
AUT,"MF,FW",21,1999,15.3,26,13,8,10,8,8,36,22.2,28,18,1,17,9,35,4,0,GER-Bundesliga,2021,defense
GUI,"FW,DF",32,1988,1.1,4,1,1,2,1,0,0,,0,2,0,2,0,4,0,0,GER-Bundesliga,2021,defense
GER,"FW,MF",28,1992,20.2,26,20,12,12,2,10,53,18.9,43,27,2,25,27,53,9,0,GER-Bundesliga,2021,defense
GER,DF,20,2000,2.1,2,1,2,0,0,1,2,50.0,1,5,4,1,5,7,5,0,GER-Bundesliga,2021,defense
GER,"MF,FW",31,1988,21.8,24,17,3,16,5,7,32,21.9,25,26,3,23,13,37,14,0,GER-Bundesliga,2021,defense
SVK,MF,22,1997,1.7,6,2,5,1,0,2,4,50.0,2,0,0,0,2,8,1,0,GER-Bundesliga,2021,defense
FRA,"FW,MF",22,1997,19.2,24,14,9,10,5,10,23,43.5,13,27,4,23,15,39,13,1,GER-Bundesliga,2021,defense
GER,DF,26,1994,34.0,26,16,15,10,1,14,24,58.3,10,43,32,11,51,77,121,0,GER-Bundesliga,2021,defense
SUI,DF,23,1996,28.2,49,35,36,12,1,25,37,67.6,12,38,22,16,65,114,123,0,GER-Bundesliga,2021,defense
SWE,DF,34,1985,13.9,12,6,2,9,1,4,12,33.3,8,18,4,14,14,26,23,0,GER-Bundesliga,2021,defense
GER,"FW,MF",29,1991,9.7,9,6,4,3,2,2,14,14.3,12,16,0,16,10,19,8,0,GER-Bundesliga,2021,defense
ALG,DF,25,1995,20.1,43,24,27,13,3,26,42,61.9,16,39,7,32,47,90,66,0,GER-Bundesliga,2021,defense
GER,MF,18,2002,0.7,3,2,0,3,0,2,2,100.0,0,3,1,2,1,4,1,0,GER-Bundesliga,2021,defense
AUT,DF,27,1992,30.8,62,37,30,22,10,27,60,45.0,33,34,5,29,35,97,85,1,GER-Bundesliga,2021,defense
GER,GK,32,1988,3.8,0,0,0,0,0,0,0,,0,0,0,0,1,1,4,0,GER-Bundesliga,2021,defense
GER,DF,30,1990,3.0,2,2,1,1,0,1,3,33.3,2,6,4,2,4,6,7,0,GER-Bundesliga,2021,defense
AUT,"DF,FW",24,1996,13.8,17,11,7,5,5,12,19,63.2,7,18,1,17,15,32,20,0,GER-Bundesliga,2021,defense
SUI,GK,31,1988,30.1,1,1,1,0,0,1,1,100.0,0,0,0,0,2,3,9,2,GER-Bundesliga,2021,defense
GER,GK,28,1992,26.0,0,0,0,0,0,0,0,,0,1,0,1,0,0,6,0,GER-Bundesliga,2021,defense
GER,MF,21,1999,0.3,1,1,0,1,0,0,1,0.0,1,0,0,0,0,1,0,0,GER-Bundesliga,2021,defense
NED,"FW,MF",19,2001,1.1,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,GER-Bundesliga,2021,defense
BEL,DF,29,1990,17.2,14,7,10,3,1,7,15,46.7,8,23,20,3,26,40,68,1,GER-Bundesliga,2021,defense
NED,"DF,FW",22,1998,10.1,13,9,8,3,2,8,19,42.1,11,15,3,12,12,25,36,0,GER-Bundesliga,2021,defense
BEL,"FW,MF",22,1997,20.6,21,14,13,5,3,9,20,45.0,11,14,1,13,12,33,8,0,GER-Bundesliga,2021,defense
GER,"MF,DF",23,1997,0.9,5,1,3,1,1,2,5,40.0,3,1,0,1,1,6,1,0,GER-Bundesliga,2021,defense
NED,"FW,MF",22,1998,5.9,5,3,2,2,1,1,6,16.7,5,5,0,5,4,9,3,0,GER-Bundesliga,2021,defense
GER,FW,20,2000,3.3,5,2,1,2,2,1,3,33.3,2,6,1,5,0,5,1,0,GER-Bundesliga,2021,defense
COL,FW,27,1993,17.1,9,4,1,5,3,2,4,50.0,2,13,2,11,6,15,4,0,GER-Bundesliga,2021,defense
GER,MF,18,2002,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,GER-Bundesliga,2021,defense
GER,MF,19,2001,0.4,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,GER-Bundesliga,2021,defense
GER,DF,22,1997,10.8,7,4,7,0,0,5,8,62.5,3,8,2,6,15,22,54,1,GER-Bundesliga,2021,defense
POL,FW,25,1995,18.1,9,4,1,7,1,3,22,13.6,19,11,0,11,6,15,14,0,GER-Bundesliga,2021,defense
GER,"DF,FW",17,2003,3.4,14,8,12,2,0,6,17,35.3,11,3,0,3,6,20,8,0,GER-Bundesliga,2021,defense
FRA,MF,23,1997,23.2,33,18,16,15,2,13,27,48.1,14,33,6,27,40,73,52,0,GER-Bundesliga,2021,defense
GER,DF,24,1996,11.0,10,5,6,4,0,5,10,50.0,5,3,1,2,11,21,29,1,GER-Bundesliga,2021,defense
GER,FW,17,2002,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,GER-Bundesliga,2021,defense
GER,DF,28,1992,11.9,15,10,6,7,2,5,9,55.6,4,9,1,8,1,16,19,1,GER-Bundesliga,2021,defense
BRA,"FW,MF",21,1999,23.9,36,16,10,19,7,13,49,26.5,36,29,2,27,31,67,9,0,GER-Bundesliga,2021,defense
AUS,"FW,DF",29,1991,5.6,12,3,5,5,2,4,11,36.4,7,8,0,8,13,25,9,0,GER-Bundesliga,2021,defense
FRA,MF,21,1999,20.2,24,13,10,12,2,9,25,36.0,16,15,4,11,21,45,24,1,GER-Bundesliga,2021,defense
GER,"DF,FW",23,1997,20.0,66,39,42,21,3,35,72,48.6,37,34,5,29,55,121,61,1,GER-Bundesliga,2021,defense
HUN,"DF,MF",18,2002,9.1,17,10,10,6,1,9,16,56.3,7,7,3,4,16,33,31,0,GER-Bundesliga,2021,defense
SRB,"FW,MF",24,1996,6.8,5,3,2,2,1,1,5,20.0,4,1,0,1,2,7,1,0,GER-Bundesliga,2021,defense
GER,"DF,MF",25,1995,31.0,49,28,20,27,2,13,31,41.9,18,43,16,27,42,91,101,0,GER-Bundesliga,2021,defense
PAR,DF,23,1996,14.4,16,10,11,5,0,7,16,43.8,9,14,10,4,21,37,61,1,GER-Bundesliga,2021,defense
