nation,pos,age,born,90s,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels,league,season,stat_type
FRA,"MF,FW",28-308,1996,24.0,1,0,0,20,15,7,136,12,26,0,0,0,103,3,12,20.0,FRA-Ligue 1,2024,misc
GHA,DF,26-267,1998,20.6,2,0,0,25,23,1,61,40,36,0,1,0,132,14,16,46.7,FRA-Ligue 1,2024,misc
CIV,MF,25-054,2000,21.7,5,0,0,30,38,7,40,6,20,1,0,0,97,11,19,36.7,FRA-Ligue 1,2024,misc
FRA,MF,23-278,2001,6.9,3,0,0,13,13,0,6,9,7,0,0,0,36,3,7,30.0,FRA-Ligue 1,2024,misc
BRA,DF,31-225,1993,24.4,5,0,0,22,20,1,0,19,34,1,2,0,79,67,22,75.3,FRA-Ligue 1,2024,misc
NED,DF,23-083,2002,19.8,3,1,1,19,10,0,65,18,34,0,0,0,81,21,16,56.8,FRA-Ligue 1,2024,misc
FRA,MF,20-287,2004,15.3,1,0,0,22,18,2,14,19,29,0,0,0,98,13,18,41.9,FRA-Ligue 1,2024,misc
MLI,"FW,MF",25-124,1999,19.8,4,0,0,26,25,13,22,9,16,2,0,0,56,24,54,30.8,FRA-Ligue 1,2024,misc
GHA,"FW,MF",22-174,2002,0.4,0,0,0,0,1,0,1,0,0,0,0,0,1,0,2,0.0,FRA-Ligue 1,2024,misc
FRA,DF,21-121,2003,0.1,1,0,0,1,0,0,1,0,1,0,0,0,4,0,0,,FRA-Ligue 1,2024,misc
FRA,DF,24-308,2000,8.8,3,1,0,8,21,0,46,23,27,0,1,0,43,11,7,61.1,FRA-Ligue 1,2024,misc
MAD,"MF,DF",28-085,1997,8.0,3,0,0,9,12,0,8,5,5,0,0,0,44,8,9,47.1,FRA-Ligue 1,2024,misc
FRA,MF,17-029,2008,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,FRA-Ligue 1,2024,misc
CIV,DF,24-002,2001,15.6,3,0,0,16,15,0,1,22,13,0,0,1,55,22,16,57.9,FRA-Ligue 1,2024,misc
CAN,FW,25-227,1999,9.2,1,0,0,19,5,7,7,3,3,0,0,0,11,50,43,53.8,FRA-Ligue 1,2024,misc
MTQ,GK,24-068,2001,2.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,FRA-Ligue 1,2024,misc
FRA,DF,31-038,1994,0.5,0,0,0,4,1,0,2,0,2,0,0,0,0,0,0,,FRA-Ligue 1,2024,misc
FRA,MF,20-119,2004,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,FRA-Ligue 1,2024,misc
SEN,"FW,MF",23-298,2001,10.8,2,0,0,12,21,3,16,1,8,0,0,0,54,29,32,47.5,FRA-Ligue 1,2024,misc
SEN,DF,23-001,2002,14.5,3,0,0,13,10,0,2,7,25,0,1,0,52,38,31,55.1,FRA-Ligue 1,2024,misc
FRA,"MF,FW",21-224,2003,0.3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0.0,FRA-Ligue 1,2024,misc
FRA,DF,30-110,1994,22.8,4,0,0,30,16,0,3,25,27,0,0,0,81,53,34,60.9,FRA-Ligue 1,2024,misc
SUI,MF,28-361,1996,9.3,1,0,0,7,6,0,4,17,6,0,1,0,54,11,8,57.9,FRA-Ligue 1,2024,misc
FRA,GK,26-008,1999,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,FRA-Ligue 1,2024,misc
MLI,FW,18-270,2006,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,FRA-Ligue 1,2024,misc
FRA,MF,25-104,1999,0.2,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,100.0,FRA-Ligue 1,2024,misc
FRA,MF,26-316,1998,21.2,4,0,0,21,19,0,16,14,26,0,0,0,92,9,9,50.0,FRA-Ligue 1,2024,misc
MAR,FW,23-224,2001,4.0,0,0,0,6,3,2,15,2,2,0,0,0,20,1,3,25.0,FRA-Ligue 1,2024,misc
FRA,MF,35-002,1990,5.1,2,0,0,7,10,0,3,6,5,0,1,0,28,5,9,35.7,FRA-Ligue 1,2024,misc
FRA,DF,31-033,1994,8.8,2,0,0,15,6,0,15,7,17,0,2,0,35,15,6,71.4,FRA-Ligue 1,2024,misc
FRA,DF,27-251,1997,13.8,2,0,0,10,11,0,6,26,13,0,1,1,42,27,18,60.0,FRA-Ligue 1,2024,misc
FRA,DF,19-209,2005,1.4,0,0,0,1,1,0,4,0,1,0,0,0,11,1,2,33.3,FRA-Ligue 1,2024,misc
FRA,FW,26-355,1998,1.1,0,0,0,2,0,2,0,0,0,0,0,0,2,3,2,60.0,FRA-Ligue 1,2024,misc
MLI,MF,22-052,2003,11.6,1,0,0,17,13,1,46,23,21,0,0,0,68,9,21,30.0,FRA-Ligue 1,2024,misc
MAD,DF,33-190,1991,24.8,5,0,0,16,10,0,106,21,37,0,1,0,122,5,11,31.3,FRA-Ligue 1,2024,misc
CIV,DF,20-018,2005,7.1,2,0,0,9,11,1,14,14,18,0,0,0,51,12,4,75.0,FRA-Ligue 1,2024,misc
FRA,FW,31-045,1994,22.5,4,0,0,48,22,11,5,4,16,2,0,0,47,107,103,51.0,FRA-Ligue 1,2024,misc
FRA,"MF,FW",26-285,1998,23.9,5,0,0,35,38,3,35,25,37,1,0,0,85,17,24,41.5,FRA-Ligue 1,2024,misc
GNB,FW,29-156,1995,11.8,2,0,0,14,21,13,10,5,6,0,0,0,35,31,44,41.3,FRA-Ligue 1,2024,misc
NED,GK,34-032,1991,27.0,3,0,0,1,4,0,0,0,1,0,0,0,31,5,0,100.0,FRA-Ligue 1,2024,misc
MLI,DF,32-130,1992,13.7,3,2,1,15,27,0,37,17,11,1,0,0,41,20,10,66.7,FRA-Ligue 1,2024,misc
POR,"FW,MF",28-132,1996,12.2,3,0,0,28,20,1,72,15,18,0,1,0,55,28,31,47.5,FRA-Ligue 1,2024,misc
FRA,MF,31-321,1993,12.1,3,0,0,18,18,0,16,8,23,0,0,0,93,3,6,33.3,FRA-Ligue 1,2024,misc
FRA,FW,29-013,1996,11.8,0,0,0,9,15,0,85,6,19,0,0,0,65,8,9,47.1,FRA-Ligue 1,2024,misc
FRA,"MF,FW",26-271,1998,9.9,2,0,0,6,23,1,26,4,10,0,0,0,42,7,10,41.2,FRA-Ligue 1,2024,misc
FRA,DF,21-179,2003,4.9,1,0,0,12,1,0,0,5,2,1,0,0,19,8,6,57.1,FRA-Ligue 1,2024,misc
SEN,FW,19-334,2005,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,FRA-Ligue 1,2024,misc
GUI,MF,31-039,1994,19.8,5,0,0,27,41,1,5,26,29,1,0,0,125,27,15,64.3,FRA-Ligue 1,2024,misc
FRA,MF,28-216,1996,0.0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,,FRA-Ligue 1,2024,misc
GHA,FW,35-115,1989,12.7,2,0,0,13,26,4,6,2,9,0,0,0,21,28,52,35.0,FRA-Ligue 1,2024,misc
FRA,"MF,FW",22-030,2003,10.3,1,0,0,7,7,2,32,8,11,0,0,0,57,3,18,14.3,FRA-Ligue 1,2024,misc
SEN,DF,22-364,2002,10.4,3,1,0,18,13,1,2,18,13,0,0,0,36,21,18,53.8,FRA-Ligue 1,2024,misc
FRA,GK,31-004,1994,18.0,2,0,0,1,6,0,0,0,0,0,1,0,12,2,0,100.0,FRA-Ligue 1,2024,misc
CIV,"DF,FW",27-347,1997,13.0,2,1,1,9,16,3,128,14,9,0,0,0,51,11,6,64.7,FRA-Ligue 1,2024,misc
RUS,MF,32-086,1993,6.3,1,0,0,8,3,0,6,9,8,0,0,0,27,7,4,63.6,FRA-Ligue 1,2024,misc
FRA,FW,20-340,2004,0.3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0.0,FRA-Ligue 1,2024,misc
USA,"FW,MF",27-108,1997,7.3,1,0,0,11,16,2,15,3,7,0,0,0,26,9,13,40.9,FRA-Ligue 1,2024,misc
FRA,DF,23-087,2002,20.9,4,1,0,13,5,0,2,23,9,0,2,1,52,25,16,61.0,FRA-Ligue 1,2024,misc
SEN,DF,28-098,1997,2.3,0,0,0,1,5,0,14,1,2,0,0,0,11,3,3,50.0,FRA-Ligue 1,2024,misc
FRA,DF,29-267,1995,27.0,5,0,0,27,7,2,2,22,37,0,2,0,88,59,31,65.6,FRA-Ligue 1,2024,misc
FRA,"FW,MF",19-332,2005,2.5,0,0,0,5,5,1,5,1,5,0,0,0,7,0,7,0.0,FRA-Ligue 1,2024,misc
SEN,"MF,FW",24-183,2000,15.3,0,0,0,12,40,4,24,8,9,0,0,0,68,64,35,64.6,FRA-Ligue 1,2024,misc
FRA,"FW,MF",23-199,2001,16.2,4,0,0,21,35,6,60,4,20,3,0,0,57,7,17,29.2,FRA-Ligue 1,2024,misc
FRA,MF,21-335,2003,5.6,1,1,0,10,5,0,6,5,9,0,0,0,37,5,4,55.6,FRA-Ligue 1,2024,misc
GUI,FW,25-060,2000,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,FRA-Ligue 1,2024,misc
EGY,FW,32-037,1993,7.0,1,0,0,8,2,1,0,2,1,0,0,0,18,16,16,50.0,FRA-Ligue 1,2024,misc
HUN,"DF,FW",34-086,1991,21.3,3,0,0,19,25,5,61,23,27,0,0,0,93,13,10,56.5,FRA-Ligue 1,2024,misc
FRA,MF,20-053,2005,5.2,0,0,0,13,6,0,2,10,10,0,0,0,32,2,4,33.3,FRA-Ligue 1,2024,misc
FRA,GK,34-249,1990,10.0,2,0,0,0,1,0,0,0,2,0,0,0,8,6,2,75.0,FRA-Ligue 1,2024,misc
FRA,MF,20-340,2004,0.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,FRA-Ligue 1,2024,misc
MAR,MF,22-326,2002,11.0,0,0,0,11,10,4,16,19,14,0,0,0,43,8,6,57.1,FRA-Ligue 1,2024,misc
SEN,MF,23-121,2001,11.4,2,0,0,11,8,1,27,11,19,0,0,0,65,13,20,39.4,FRA-Ligue 1,2024,misc
FRA,"MF,FW",28-240,1996,0.9,0,0,0,2,0,0,5,0,5,0,0,0,9,0,1,0.0,FRA-Ligue 1,2024,misc
FRA,FW,20-048,2005,3.2,0,0,0,5,1,2,2,0,2,0,0,0,7,5,6,45.5,FRA-Ligue 1,2024,misc
FRA,DF,22-214,2002,10.7,2,0,0,9,10,1,28,9,22,0,0,0,39,9,12,42.9,FRA-Ligue 1,2024,misc
ALG,"DF,FW",30-275,1994,10.3,2,0,0,7,12,1,99,8,8,0,0,0,39,7,4,63.6,FRA-Ligue 1,2024,misc
MAR,"MF,FW",23-045,2002,18.3,4,0,0,33,26,2,19,20,27,1,0,0,87,10,23,30.3,FRA-Ligue 1,2024,misc
GUF,DF,32-141,1992,8.9,3,0,0,8,3,0,1,10,7,0,1,0,22,20,11,64.5,FRA-Ligue 1,2024,misc
UZB,DF,21-041,2004,10.8,2,1,0,13,3,0,5,26,11,0,1,0,50,27,12,69.2,FRA-Ligue 1,2024,misc
FRA,MF,31-122,1993,23.2,5,0,0,42,40,6,52,17,42,0,1,0,169,16,36,30.8,FRA-Ligue 1,2024,misc
MAR,"FW,MF",24-155,2000,11.2,2,1,1,7,19,2,82,4,14,1,0,0,44,2,4,33.3,FRA-Ligue 1,2024,misc
FRA,MF,21-329,2003,19.7,2,0,0,32,17,1,28,11,23,0,1,0,118,15,24,38.5,FRA-Ligue 1,2024,misc
FRA,"MF,FW",28-234,1996,10.3,3,0,0,13,26,2,37,2,9,0,0,0,47,8,13,38.1,FRA-Ligue 1,2024,misc
FRA,GK,30-351,1994,15.0,1,0,0,0,2,0,0,1,0,0,0,0,22,0,0,,FRA-Ligue 1,2024,misc
POR,"MF,FW",24-096,2001,3.9,0,1,0,3,4,0,15,1,0,1,0,0,10,0,2,0.0,FRA-Ligue 1,2024,misc
COL,"DF,MF",31-221,1993,17.1,6,2,1,25,24,5,47,15,23,0,0,0,75,15,13,53.6,FRA-Ligue 1,2024,misc
ARG,DF,25-318,1999,23.3,11,1,1,27,17,0,14,30,25,0,1,0,139,27,20,57.4,FRA-Ligue 1,2024,misc
FRA,"FW,MF",34-168,1990,18.1,2,0,0,14,17,6,65,12,13,0,0,0,74,41,21,66.1,FRA-Ligue 1,2024,misc
FRA,FW,18-350,2006,0.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,FRA-Ligue 1,2024,misc
CTA,FW,25-055,2000,4.8,0,0,0,6,1,4,1,0,1,0,0,0,10,6,11,35.3,FRA-Ligue 1,2024,misc
NGA,"MF,FW",21-148,2003,4.2,5,0,0,17,3,1,2,10,13,0,0,0,25,8,10,44.4,FRA-Ligue 1,2024,misc
BFA,GK,28-177,1996,5.0,2,0,0,0,0,0,0,0,1,0,0,0,3,1,0,100.0,FRA-Ligue 1,2024,misc
SWE,"FW,MF",19-169,2005,2.2,0,0,0,7,3,2,5,1,3,0,0,0,7,0,7,0.0,FRA-Ligue 1,2024,misc
ECU,"DF,MF",22-351,2002,6.6,1,0,0,10,8,2,30,6,5,0,1,0,25,7,5,58.3,FRA-Ligue 1,2024,misc
FRA,DF,32-138,1992,17.5,4,0,0,27,11,0,8,23,17,0,0,0,53,52,29,64.2,FRA-Ligue 1,2024,misc
SLE,DF,19-000,2006,3.2,1,0,0,4,1,0,0,10,6,0,0,0,19,12,5,70.6,FRA-Ligue 1,2024,misc
FRA,DF,19-067,2006,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,,FRA-Ligue 1,2024,misc
AUT,DF,26-204,1998,12.0,3,0,0,27,11,1,0,20,7,0,1,0,59,41,21,66.1,FRA-Ligue 1,2024,misc
FRA,"DF,FW",17-097,2008,1.0,0,0,0,2,3,0,0,3,1,0,0,0,4,2,2,50.0,FRA-Ligue 1,2024,misc
ANG,FW,28-236,1996,16.1,3,1,0,30,13,24,1,5,4,0,0,0,36,37,35,51.4,FRA-Ligue 1,2024,misc
FRA,DF,26-078,1999,13.3,0,0,0,11,8,1,1,21,11,0,3,0,59,15,4,78.9,FRA-Ligue 1,2024,misc
URU,"FW,DF",24-050,2001,0.5,0,0,0,1,0,0,1,0,1,0,0,0,4,3,2,60.0,FRA-Ligue 1,2024,misc
AUS,GK,33-003,1992,8.0,0,0,0,0,1,0,0,0,0,0,0,0,9,3,0,100.0,FRA-Ligue 1,2024,misc
SEN,MF,32-292,1992,3.5,0,0,0,7,10,0,1,4,6,0,0,0,12,1,1,50.0,FRA-Ligue 1,2024,misc
FRA,MF,23-283,2001,13.1,4,0,0,25,24,0,42,18,18,0,0,0,72,17,13,56.7,FRA-Ligue 1,2024,misc
POL,DF,29-364,1995,15.4,3,0,0,18,7,1,78,19,21,0,0,0,61,8,6,57.1,FRA-Ligue 1,2024,misc
FRA,"FW,MF",19-058,2006,0.3,0,0,0,1,1,0,0,0,2,0,0,0,2,0,1,0.0,FRA-Ligue 1,2024,misc
FRA,"DF,MF",31-350,1993,9.6,3,0,0,13,12,5,31,12,17,0,0,0,64,10,12,45.5,FRA-Ligue 1,2024,misc
GLP,"FW,MF",22-039,2003,7.1,5,0,0,23,9,10,19,1,10,0,0,0,21,6,7,46.2,FRA-Ligue 1,2024,misc
FRA,DF,21-297,2003,0.7,1,0,0,2,0,0,4,1,2,0,0,0,3,0,3,0.0,FRA-Ligue 1,2024,misc
FRA,FW,29-357,1995,9.4,3,0,0,20,4,5,7,2,11,0,0,0,17,10,14,41.7,FRA-Ligue 1,2024,misc
FRA,FW,19-132,2005,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,FRA-Ligue 1,2024,misc
BRA,DF,25-245,1999,24.0,8,0,0,25,26,2,7,24,16,0,1,0,135,49,15,76.6,FRA-Ligue 1,2024,misc
POR,MF,31-255,1993,11.4,3,0,0,21,9,0,6,6,13,0,0,0,76,8,6,57.1,FRA-Ligue 1,2024,misc
ENG,MF,24-223,2000,8.2,1,0,0,4,11,0,10,0,6,1,0,0,20,5,6,45.5,FRA-Ligue 1,2024,misc
FRA,MF,17-191,2007,11.5,2,0,0,16,8,0,1,9,30,0,0,0,56,8,9,47.1,FRA-Ligue 1,2024,misc
ALG,DF,33-171,1991,16.1,3,0,0,6,9,1,8,14,15,0,0,0,58,11,18,37.9,FRA-Ligue 1,2024,misc
FRA,DF,24-095,2001,27.0,5,0,0,39,14,1,4,21,15,0,1,0,120,53,19,73.6,FRA-Ligue 1,2024,misc
FRA,MF,34-251,1990,24.9,11,0,0,42,41,3,13,42,37,1,0,0,158,80,71,53.0,FRA-Ligue 1,2024,misc
ENG,FW,29-184,1995,3.8,0,0,0,5,9,1,1,0,2,0,0,0,7,9,5,64.3,FRA-Ligue 1,2024,misc
KVX,"FW,MF",26-011,1999,10.9,1,0,0,10,11,5,58,4,2,0,0,0,42,3,2,60.0,FRA-Ligue 1,2024,misc
FRA,"MF,FW",18-103,2006,2.2,2,0,0,5,1,0,12,1,2,0,0,0,8,1,2,33.3,FRA-Ligue 1,2024,misc
SWE,DF,25-347,1999,18.5,3,0,0,28,40,5,54,15,22,0,0,0,76,12,7,63.2,FRA-Ligue 1,2024,misc
ISL,"MF,FW",22-001,2003,14.4,3,0,0,13,18,1,34,6,10,1,0,0,53,2,10,16.7,FRA-Ligue 1,2024,misc
BRA,DF,35-090,1990,5.4,3,0,0,10,4,0,14,6,9,0,0,0,27,4,10,28.6,FRA-Ligue 1,2024,misc
CAN,FW,25-087,2000,22.9,4,0,0,22,30,7,4,4,4,1,0,0,52,15,34,30.6,FRA-Ligue 1,2024,misc
FRA,GK,23-156,2001,28.0,0,0,0,0,4,0,0,0,2,0,0,0,60,5,0,100.0,FRA-Ligue 1,2024,misc
BEL,FW,20-067,2005,6.4,3,0,0,11,15,0,14,1,6,1,0,0,17,0,9,0.0,FRA-Ligue 1,2024,misc
NED,"FW,DF",24-295,2000,11.2,3,1,0,17,5,4,64,11,13,0,0,0,39,3,9,25.0,FRA-Ligue 1,2024,misc
GUI,FW,26-311,1998,3.4,1,0,0,6,2,0,0,0,1,0,0,0,5,4,4,50.0,FRA-Ligue 1,2024,misc
ALG,"MF,FW",30-138,1994,1.7,0,0,0,1,0,0,5,3,3,0,0,0,6,2,2,50.0,FRA-Ligue 1,2024,misc
COD,MF,20-132,2004,12.1,4,0,0,18,15,0,3,14,17,0,0,0,58,13,14,48.1,FRA-Ligue 1,2024,misc
MAR,"FW,MF",23-304,2001,12.9,1,0,0,6,12,1,11,6,7,0,0,0,50,0,7,0.0,FRA-Ligue 1,2024,misc
FRA,DF,20-052,2005,0.1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,100.0,FRA-Ligue 1,2024,misc
FRA,"FW,MF",35-034,1990,10.0,1,0,0,16,18,1,56,8,18,1,1,0,59,1,6,14.3,FRA-Ligue 1,2024,misc
BEL,DF,33-211,1991,16.3,3,0,0,19,2,3,49,28,35,0,1,0,63,26,16,61.9,FRA-Ligue 1,2024,misc
POR,DF,22-262,2002,4.5,1,0,0,6,10,2,19,2,7,1,0,0,15,6,4,60.0,FRA-Ligue 1,2024,misc
FRA,"MF,FW",20-095,2005,0.1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0.0,FRA-Ligue 1,2024,misc
BRA,DF,24-319,2000,10.0,1,0,0,12,4,0,27,5,16,0,0,0,41,5,6,45.5,FRA-Ligue 1,2024,misc
BRA,DF,27-019,1998,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,100.0,FRA-Ligue 1,2024,misc
ENG,DF,27-225,1997,17.5,1,0,0,12,7,2,36,21,38,0,0,0,77,10,14,41.7,FRA-Ligue 1,2024,misc
FRA,FW,33-318,1991,18.1,4,0,0,40,26,12,17,7,6,0,1,0,18,15,26,36.6,FRA-Ligue 1,2024,misc
ANG,DF,32-155,1992,24.1,4,0,0,24,32,1,35,44,27,0,0,0,118,21,15,58.3,FRA-Ligue 1,2024,misc
FRA,MF,30-251,1994,22.7,4,0,0,41,42,5,28,17,21,0,1,0,112,51,54,48.6,FRA-Ligue 1,2024,misc
CRO,DF,28-206,1996,13.9,7,0,0,20,6,2,1,13,8,0,0,0,47,30,11,73.2,FRA-Ligue 1,2024,misc
GHA,"FW,MF",21-161,2003,11.7,2,0,0,18,11,7,30,8,11,0,1,0,60,13,14,48.1,FRA-Ligue 1,2024,misc
GEO,FW,24-162,2000,12.6,1,0,0,6,18,2,9,3,5,1,0,0,33,12,34,26.1,FRA-Ligue 1,2024,misc
NGA,"FW,DF",22-268,2002,2.1,1,0,0,5,1,4,1,0,0,0,0,0,5,1,4,20.0,FRA-Ligue 1,2024,misc
FRA,MF,32-041,1993,14.7,3,0,0,20,7,0,19,4,12,0,0,0,72,9,13,40.9,FRA-Ligue 1,2024,misc
BRA,GK,27-122,1997,28.0,1,0,0,1,4,0,0,0,1,0,0,0,27,12,0,100.0,FRA-Ligue 1,2024,misc
FRA,MF,20-053,2005,0.2,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,,FRA-Ligue 1,2024,misc
BEL,FW,20-011,2005,13.4,1,0,0,9,27,5,48,8,8,1,0,0,50,2,9,18.2,FRA-Ligue 1,2024,misc
GNB,FW,29-156,1995,0.4,0,0,0,1,1,0,0,1,2,0,0,0,1,1,0,100.0,FRA-Ligue 1,2024,misc
FRA,MF,25-055,2000,6.4,1,0,0,4,6,1,6,7,11,0,0,0,24,1,3,25.0,FRA-Ligue 1,2024,misc
SEN,DF,29-034,1996,24.3,0,0,0,24,12,1,2,17,22,0,0,0,97,31,19,62.0,FRA-Ligue 1,2024,misc
SRB,MF,36-253,1988,18.8,1,0,0,13,6,0,8,12,27,0,0,0,101,13,11,54.2,FRA-Ligue 1,2024,misc
ARG,DF,32-223,1992,17.1,6,0,0,27,23,1,27,31,33,2,0,0,86,23,19,54.8,FRA-Ligue 1,2024,misc
BEL,MF,27-024,1998,0.7,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,,FRA-Ligue 1,2024,misc
CIV,MF,27-112,1997,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,,FRA-Ligue 1,2024,misc
FRA,"FW,MF",21-237,2003,17.5,3,0,0,16,29,1,100,6,11,0,0,0,69,3,8,27.3,FRA-Ligue 1,2024,misc
FRA,DF,20-016,2005,8.8,2,0,0,16,9,0,11,8,12,0,0,0,30,3,5,37.5,FRA-Ligue 1,2024,misc
