nation,pos,age,born,90s,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels,league,season,stat_type
KOR,DF,28-147,1996,24.3,2,0,0,24,4,0,0,32,19,0,0,0,147,80,42,65.6,GER-Bundesliga,2024,misc
FRA,FW,28-302,1996,11.5,0,0,0,7,7,6,36,7,10,0,0,0,49,8,10,44.4,GER-Bundesliga,2024,misc
AUT,DF,27-319,1997,13.6,7,0,0,26,8,1,17,6,20,0,0,0,58,9,12,42.9,GER-Bundesliga,2024,misc
GER,MF,30-064,1995,12.4,2,0,0,11,10,0,5,13,9,0,0,0,62,27,15,64.3,GER-Bundesliga,2024,misc
GER,FW,29-090,1996,14.6,2,0,0,13,22,5,41,6,12,1,0,0,65,6,5,54.5,GER-Bundesliga,2024,misc
GER,GK,39-015,1986,20.0,0,0,0,0,1,0,0,0,0,0,0,0,51,4,0,100.0,GER-Bundesliga,2024,misc
FRA,"FW,MF",19-349,2005,2.8,0,0,0,5,6,1,5,1,2,0,0,0,10,1,0,100.0,GER-Bundesliga,2024,misc
FRA,"FW,MF",23-120,2001,20.1,2,0,0,18,50,4,109,6,18,2,0,0,84,8,11,42.1,GER-Bundesliga,2024,misc
POR,"DF,MF",31-110,1993,14.5,1,0,0,7,6,0,25,9,10,0,0,0,85,5,6,45.5,GER-Bundesliga,2024,misc
FRA,DF,24-210,2000,4.7,1,0,0,4,5,0,10,2,4,0,1,0,25,5,6,45.5,GER-Bundesliga,2024,misc
GER,"FW,MF",29-271,1995,9.7,0,0,0,13,3,5,20,5,9,0,0,0,36,4,4,50.0,GER-Bundesliga,2024,misc
GER,GK,36-251,1988,1.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,GER-Bundesliga,2024,misc
GER,"MF,FW",35-210,1989,10.1,3,0,0,11,9,3,38,1,3,0,0,0,20,12,22,35.3,GER-Bundesliga,2024,misc
GUI,"MF,FW",22-120,2002,1.0,1,0,0,1,0,2,4,0,1,0,0,0,3,0,2,0.0,GER-Bundesliga,2024,misc
FRA,MF,39-032,1986,12.0,1,0,0,18,9,1,4,18,16,0,0,0,40,25,22,53.2,GER-Bundesliga,2024,misc
BRA,DF,29-332,1995,13.8,5,0,0,18,7,0,8,17,22,0,0,0,60,58,35,62.4,GER-Bundesliga,2024,misc
CRC,DF,35-169,1989,1.8,0,0,0,0,3,0,7,1,2,0,0,0,11,0,1,0.0,GER-Bundesliga,2024,misc
NED,"MF,FW",27-073,1998,11.8,1,0,0,24,10,7,7,11,13,1,0,0,34,34,43,44.2,GER-Bundesliga,2024,misc
SRB,DF,26-140,1998,10.0,1,0,0,11,4,0,0,12,10,0,0,0,32,22,14,61.1,GER-Bundesliga,2024,misc
GER,"DF,MF",26-317,1998,21.7,4,0,0,26,18,2,95,16,22,0,2,0,101,9,17,34.6,GER-Bundesliga,2024,misc
PHI,"DF,FW",30-017,1995,10.9,2,0,0,21,5,4,74,16,17,0,0,0,41,10,13,43.5,GER-Bundesliga,2024,misc
GRE,"FW,MF",31-100,1994,6.8,0,0,0,7,7,10,13,3,7,0,0,0,27,13,20,39.4,GER-Bundesliga,2024,misc
MLI,MF,27-166,1997,24.7,8,0,0,59,27,2,17,33,37,1,1,0,130,58,47,55.2,GER-Bundesliga,2024,misc
UKR,DF,32-277,1992,17.7,4,0,0,18,14,1,0,35,7,0,0,0,66,75,36,67.6,GER-Bundesliga,2024,misc
CRO,DF,26-216,1998,14.9,2,0,0,8,6,1,1,17,10,0,1,0,52,24,21,53.3,GER-Bundesliga,2024,misc
JPN,"FW,MF",28-016,1997,5.0,0,1,0,10,4,2,9,2,5,0,0,0,22,2,12,14.3,GER-Bundesliga,2024,misc
GER,"MF,FW",26-192,1998,4.6,0,0,0,4,2,0,19,0,2,0,0,0,17,4,8,33.3,GER-Bundesliga,2024,misc
GER,MF,20-165,2004,1.5,1,0,0,4,0,0,3,1,2,0,0,0,14,4,6,40.0,GER-Bundesliga,2024,misc
SVK,MF,29-217,1995,24.0,9,0,0,43,30,0,100,15,26,0,0,0,135,20,31,39.2,GER-Bundesliga,2024,misc
GER,DF,29-233,1995,24.1,8,0,0,30,32,0,127,25,36,0,0,0,90,19,20,48.7,GER-Bundesliga,2024,misc
GER,"FW,MF",24-200,2000,14.2,1,0,0,22,16,4,20,1,14,0,0,0,56,30,40,42.9,GER-Bundesliga,2024,misc
GHA,"MF,FW",26-348,1998,1.9,1,0,0,3,1,0,1,0,3,0,0,0,8,0,1,0.0,GER-Bundesliga,2024,misc
NED,FW,24-087,2001,7.5,1,0,0,5,4,6,2,0,1,0,0,0,7,12,9,57.1,GER-Bundesliga,2024,misc
GER,GK,32-066,1993,21.0,2,0,0,1,3,0,0,0,0,0,1,0,36,3,0,100.0,GER-Bundesliga,2024,misc
GER,FW,32-012,1993,22.7,4,0,0,32,27,4,9,4,12,0,1,0,49,143,118,54.8,GER-Bundesliga,2024,misc
GER,"FW,DF",21-057,2004,0.2,0,0,0,0,1,1,4,0,0,0,0,0,2,1,2,33.3,GER-Bundesliga,2024,misc
GER,DF,21-187,2003,18.9,0,0,0,12,6,0,10,19,22,0,0,0,70,14,27,34.1,GER-Bundesliga,2024,misc
GER,GK,31-334,1993,7.0,1,0,0,0,2,0,0,0,0,0,0,0,13,2,0,100.0,GER-Bundesliga,2024,misc
GER,MF,23-293,2001,7.5,1,0,0,9,13,0,6,6,11,0,0,0,48,5,2,71.4,GER-Bundesliga,2024,misc
GER,GK,33-363,1991,2.0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,,GER-Bundesliga,2024,misc
GER,DF,18-309,2006,1.5,2,1,1,2,2,0,1,1,3,0,0,0,4,2,3,40.0,GER-Bundesliga,2024,misc
MAR,MF,24-001,2001,0.3,1,0,0,2,0,1,0,0,1,0,0,0,2,0,0,,GER-Bundesliga,2024,misc
ENG,MF,21-173,2003,1.5,1,0,0,2,5,0,0,0,2,0,0,0,5,1,3,25.0,GER-Bundesliga,2024,misc
USA,"MF,FW",19-050,2006,0.2,0,0,0,1,1,0,1,0,0,0,0,0,3,0,2,0.0,GER-Bundesliga,2024,misc
SWE,"DF,FW",23-058,2002,2.7,0,0,0,1,4,0,10,1,5,0,0,0,12,1,5,16.7,GER-Bundesliga,2024,misc
NED,"FW,MF",26-092,1999,6.8,1,0,0,2,7,3,13,3,0,0,0,0,15,1,3,25.0,GER-Bundesliga,2024,misc
GER,"DF,MF",31-089,1994,20.7,4,1,0,19,18,0,11,18,26,0,0,0,98,39,24,61.9,GER-Bundesliga,2024,misc
GER,MF,24-183,2000,12.8,2,0,0,15,22,0,4,18,18,0,0,0,73,17,15,53.1,GER-Bundesliga,2024,misc
USA,MF,22-149,2002,3.6,3,0,0,8,2,0,13,0,0,0,0,0,15,7,6,53.8,GER-Bundesliga,2024,misc
SUI,GK,27-126,1997,26.0,1,0,0,0,1,0,0,0,0,0,0,0,45,2,0,100.0,GER-Bundesliga,2024,misc
ENG,"FW,MF",20-246,2004,18.1,3,0,0,24,35,3,48,8,17,0,0,0,57,5,4,55.6,GER-Bundesliga,2024,misc
GER,MF,28-344,1996,21.0,1,0,0,6,7,4,67,14,9,0,0,0,96,10,25,28.6,GER-Bundesliga,2024,misc
NOR,DF,27-145,1997,20.0,6,1,1,28,21,0,87,18,24,0,0,0,98,9,18,33.3,GER-Bundesliga,2024,misc
BEL,"FW,MF",18-341,2006,2.9,3,0,0,9,7,2,13,0,0,1,0,0,5,0,1,0.0,GER-Bundesliga,2024,misc
GER,"FW,MF",23-083,2002,12.9,3,0,0,19,14,4,21,5,14,0,0,0,44,8,9,47.1,GER-Bundesliga,2024,misc
GER,MF,19-054,2006,0.2,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,,GER-Bundesliga,2024,misc
AUT,"MF,FW",31-025,1994,16.4,2,0,0,8,9,0,22,10,17,0,0,0,49,17,13,56.7,GER-Bundesliga,2024,misc
GER,"FW,MF",22-176,2002,16.4,2,0,0,17,13,9,13,7,16,0,0,0,49,23,18,56.1,GER-Bundesliga,2024,misc
GER,DF,25-131,1999,22.0,7,2,1,18,19,0,14,22,24,0,1,0,157,52,27,65.8,GER-Bundesliga,2024,misc
GER,DF,29-220,1995,6.3,1,0,0,4,1,0,1,2,6,0,1,0,25,9,4,69.2,GER-Bundesliga,2024,misc
GER,"MF,DF",33-300,1991,22.1,4,1,0,13,12,0,158,8,27,0,1,0,82,18,28,39.1,GER-Bundesliga,2024,misc
ALG,DF,29-360,1995,17.4,6,0,0,21,18,0,31,20,16,0,0,0,85,29,20,59.2,GER-Bundesliga,2024,misc
TUR,"MF,DF",27-090,1998,3.0,0,0,0,7,4,0,3,7,7,0,0,0,25,12,7,63.2,GER-Bundesliga,2024,misc
GUI,FW,29-030,1996,23.0,3,0,0,14,46,9,1,4,2,2,0,0,35,88,78,53.0,GER-Bundesliga,2024,misc
GER,DF,28-265,1996,15.7,3,0,0,16,15,1,22,16,18,0,0,1,83,37,21,63.8,GER-Bundesliga,2024,misc
BRA,"DF,FW",22-312,2002,9.1,5,0,0,12,7,0,50,9,15,0,0,0,53,1,7,12.5,GER-Bundesliga,2024,misc
GER,DF,21-214,2003,1.4,0,0,0,2,0,0,0,2,1,0,0,0,5,4,1,80.0,GER-Bundesliga,2024,misc
GER,"MF,DF",23-091,2002,13.8,2,0,0,18,13,7,27,11,19,0,0,0,53,17,17,50.0,GER-Bundesliga,2024,misc
BEL,DF,24-321,2000,24.5,5,1,1,12,15,0,13,32,21,0,0,0,104,41,35,53.9,GER-Bundesliga,2024,misc
SUI,DF,21-254,2003,0.9,1,0,0,3,1,0,0,1,0,0,0,0,1,6,2,75.0,GER-Bundesliga,2024,misc
TUR,"MF,FW",19-151,2005,6.3,1,0,0,7,13,0,18,1,3,0,0,0,23,4,3,57.1,GER-Bundesliga,2024,misc
TUN,MF,29-336,1995,19.1,6,0,0,18,17,1,3,26,15,0,0,0,88,16,14,53.3,GER-Bundesliga,2024,misc
FRA,"FW,MF",22-099,2003,1.8,1,0,0,2,3,3,5,0,0,0,0,0,4,2,6,25.0,GER-Bundesliga,2024,misc
ALG,"MF,FW",22-134,2002,8.5,2,0,0,3,4,1,52,8,8,0,0,0,24,11,19,36.7,GER-Bundesliga,2024,misc
FRA,FW,22-295,2002,22.8,0,0,0,30,14,18,17,7,11,1,0,0,70,35,48,42.2,GER-Bundesliga,2024,misc
SWE,MF,20-288,2004,21.4,2,0,0,17,5,1,7,23,23,0,1,0,97,11,11,50.0,GER-Bundesliga,2024,misc
CRO,FW,22-011,2003,3.5,0,0,0,6,11,1,0,1,0,0,0,0,8,10,15,40.0,GER-Bundesliga,2024,misc
FRA,"MF,FW",19-339,2005,6.8,3,0,0,8,4,2,18,4,13,0,0,0,30,10,5,66.7,GER-Bundesliga,2024,misc
FRA,"MF,FW",24-141,2000,3.3,0,0,0,10,4,1,8,7,2,0,1,0,11,8,4,66.7,GER-Bundesliga,2024,misc
BRA,GK,22-000,2003,7.5,0,0,0,0,2,0,0,0,0,0,0,1,18,7,0,100.0,GER-Bundesliga,2024,misc
GER,GK,34-277,1990,20.5,0,0,0,0,1,0,0,0,0,0,0,0,35,3,3,50.0,GER-Bundesliga,2024,misc
GER,MF,29-100,1996,4.0,2,0,0,10,2,0,4,2,4,0,0,0,20,1,2,33.3,GER-Bundesliga,2024,misc
GER,"MF,FW",32-312,1992,16.9,1,0,0,15,15,1,39,7,27,0,0,0,103,3,10,23.1,GER-Bundesliga,2024,misc
BEL,"FW,DF",31-191,1993,2.3,2,0,0,3,2,4,1,1,1,0,0,0,9,2,6,25.0,GER-Bundesliga,2024,misc
GER,"DF,MF",21-299,2003,16.4,1,0,0,10,18,0,70,13,35,0,0,0,68,5,14,26.3,GER-Bundesliga,2024,misc
FRA,"DF,MF",24-161,2000,4.2,1,0,0,5,2,0,23,7,10,0,0,0,24,2,5,28.6,GER-Bundesliga,2024,misc
GER,DF,21-091,2004,13.7,1,0,0,20,17,0,12,14,15,0,0,0,62,11,11,50.0,GER-Bundesliga,2024,misc
EGY,FW,26-063,1999,16.1,2,0,0,8,55,7,78,2,8,1,0,0,51,7,14,33.3,GER-Bundesliga,2024,misc
DEN,MF,20-097,2005,6.8,0,0,0,10,3,0,1,5,12,0,0,0,33,6,14,30.0,GER-Bundesliga,2024,misc
DEN,DF,27-274,1997,23.3,2,0,0,20,11,0,52,18,27,0,0,0,105,34,24,58.6,GER-Bundesliga,2024,misc
GER,DF,28-268,1996,22.7,3,0,0,19,8,1,1,20,8,0,1,0,84,73,40,64.6,GER-Bundesliga,2024,misc
USA,DF,35-013,1990,0.2,0,0,0,0,1,0,1,3,0,0,0,0,0,4,1,80.0,GER-Bundesliga,2024,misc
BRA,"DF,MF",25-281,1999,20.6,8,0,0,26,6,0,1,38,21,0,0,1,99,33,36,47.8,GER-Bundesliga,2024,misc
GER,DF,32-042,1993,24.5,0,0,0,13,4,5,115,8,20,0,0,0,58,7,13,35.0,GER-Bundesliga,2024,misc
GER,"MF,FW",23-119,2001,13.3,1,0,0,9,6,1,15,7,13,1,0,0,55,6,14,30.0,GER-Bundesliga,2024,misc
KVX,"FW,MF",26-279,1998,1.9,0,0,0,0,2,0,14,1,4,0,0,0,12,0,1,0.0,GER-Bundesliga,2024,misc
GER,GK,27-149,1997,4.4,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,,GER-Bundesliga,2024,misc
SUI,DF,19-115,2005,0.2,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,,GER-Bundesliga,2024,misc
GER,"FW,MF",26-097,1999,1.4,0,0,0,2,2,1,10,1,0,0,0,0,11,0,2,0.0,GER-Bundesliga,2024,misc
SUI,"MF,FW",19-179,2005,0.4,1,0,0,0,1,0,2,0,0,0,0,0,3,2,0,100.0,GER-Bundesliga,2024,misc
FRA,DF,23-251,2001,3.3,1,0,0,0,2,1,12,3,7,0,0,0,14,1,3,25.0,GER-Bundesliga,2024,misc
AUT,FW,23-309,2001,13.0,4,1,0,29,19,9,4,9,1,0,0,0,39,41,81,33.6,GER-Bundesliga,2024,misc
FRA,DF,22-330,2002,8.4,2,0,0,9,9,1,18,10,10,0,1,0,31,20,21,48.8,GER-Bundesliga,2024,misc
GER,"FW,MF",30-275,1994,16.6,2,0,0,23,28,5,10,7,17,0,0,0,52,64,54,54.2,GER-Bundesliga,2024,misc
GER,DF,32-224,1992,18.0,5,0,0,21,18,1,27,45,17,0,0,0,68,35,19,64.8,GER-Bundesliga,2024,misc
GER,DF,31-082,1994,23.5,5,0,0,12,21,1,11,13,15,1,0,0,84,84,44,65.6,GER-Bundesliga,2024,misc
GER,DF,22-060,2003,9.7,1,0,0,8,12,1,3,5,14,0,2,0,38,9,15,37.5,GER-Bundesliga,2024,misc
GER,MF,28-124,1996,25.6,4,0,0,18,20,1,9,29,24,0,0,0,132,45,44,50.6,GER-Bundesliga,2024,misc
GER,"MF,FW",31-041,1994,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,GER-Bundesliga,2024,misc
GER,"MF,FW",22-280,2002,10.1,2,0,0,20,18,0,10,5,10,0,0,0,43,13,33,28.3,GER-Bundesliga,2024,misc
AUT,FW,30-358,1994,6.3,2,0,0,5,5,4,1,0,2,0,0,0,15,28,29,49.1,GER-Bundesliga,2024,misc
GER,MF,35-033,1990,8.8,3,0,0,11,5,0,1,14,23,0,0,0,27,28,15,65.1,GER-Bundesliga,2024,misc
GER,GK,22-321,2002,23.6,2,0,0,0,0,0,0,0,0,0,0,0,51,8,1,88.9,GER-Bundesliga,2024,misc
GER,FW,23-203,2001,0.9,0,0,0,1,6,0,8,0,0,0,0,0,3,0,0,,GER-Bundesliga,2024,misc
GER,MF,25-069,2000,20.2,4,1,1,21,17,5,13,18,26,0,0,0,89,23,27,46.0,GER-Bundesliga,2024,misc
AUT,DF,28-274,1996,24.8,4,0,0,11,13,2,5,29,13,0,0,0,101,44,28,61.1,GER-Bundesliga,2024,misc
JPN,"FW,MF",26-299,1998,26.0,1,0,0,23,44,8,60,13,37,1,1,0,107,14,24,36.8,GER-Bundesliga,2024,misc
HUN,"FW,MF",27-324,1997,0.5,0,0,0,0,1,0,4,1,1,0,0,0,0,0,1,0.0,GER-Bundesliga,2024,misc
ITA,"FW,MF",32-004,1993,22.0,2,0,0,9,10,2,120,5,14,0,0,0,111,11,15,42.3,GER-Bundesliga,2024,misc
FRA,"MF,FW",32-032,1993,17.3,3,0,0,15,25,6,34,2,3,1,0,0,56,14,26,35.0,GER-Bundesliga,2024,misc
ITA,DF,19-310,2005,1.3,0,0,0,2,0,0,0,5,1,0,0,0,5,3,2,60.0,GER-Bundesliga,2024,misc
GER,MF,28-026,1997,2.7,1,0,0,4,4,0,4,4,0,0,0,0,19,0,0,,GER-Bundesliga,2024,misc
FRA,FW,28-243,1996,12.3,0,0,0,5,2,5,92,4,4,0,0,0,54,5,7,41.7,GER-Bundesliga,2024,misc
ARM,FW,21-265,2003,0.2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,GER-Bundesliga,2024,misc
USA,DF,22-101,2002,24.1,5,0,0,21,43,1,35,13,29,0,1,0,85,17,24,41.5,GER-Bundesliga,2024,misc
SUI,GK,31-091,1994,5.9,0,1,0,1,0,0,0,0,0,0,0,0,14,1,0,100.0,GER-Bundesliga,2024,misc
GER,MF,29-215,1995,26.3,7,0,0,20,21,0,8,41,20,0,3,0,107,33,18,64.7,GER-Bundesliga,2024,misc
AUT,"MF,FW",31-227,1993,14.5,2,0,0,19,34,1,100,11,17,0,0,0,54,4,11,26.7,GER-Bundesliga,2024,misc
JPN,DF,28-074,1997,26.0,5,0,0,26,9,0,5,22,25,0,1,0,77,55,28,66.3,GER-Bundesliga,2024,misc
GER,DF,21-331,2003,9.6,2,0,0,8,6,0,16,10,12,0,0,0,37,10,10,50.0,GER-Bundesliga,2024,misc
GER,DF,21-026,2004,16.3,4,0,0,20,17,0,38,17,8,0,2,0,61,11,17,39.3,GER-Bundesliga,2024,misc
GER,DF,29-119,1995,10.6,0,0,0,5,4,0,0,5,8,0,0,0,39,31,18,63.3,GER-Bundesliga,2024,misc
GER,GK,27-172,1997,18.2,0,0,0,0,0,0,0,1,0,0,0,0,23,7,1,87.5,GER-Bundesliga,2024,misc
CMR,FW,25-028,2000,9.2,0,0,0,7,12,7,22,4,11,1,0,0,21,9,17,34.6,GER-Bundesliga,2024,misc
SUI,DF,28-193,1996,20.5,1,0,0,8,11,0,1,25,22,0,0,1,75,42,35,54.5,GER-Bundesliga,2024,misc
CRO,FW,19-328,2005,0.1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,,GER-Bundesliga,2024,misc
GER,MF,27-049,1998,13.9,2,0,0,16,7,0,19,20,16,0,0,0,76,30,18,62.5,GER-Bundesliga,2024,misc
GER,FW,26-227,1998,19.7,4,0,0,17,16,8,44,8,14,1,0,0,102,17,18,48.6,GER-Bundesliga,2024,misc
GER,MF,22-317,2002,15.9,1,0,0,14,35,0,16,41,16,0,0,0,77,13,15,46.4,GER-Bundesliga,2024,misc
JPN,"FW,MF",21-003,2004,0.5,0,0,0,1,0,0,1,0,0,0,0,0,1,1,2,33.3,GER-Bundesliga,2024,misc
AUT,DF,32-227,1992,6.3,2,0,0,8,5,0,20,9,10,0,0,1,19,4,5,44.4,GER-Bundesliga,2024,misc
LUX,GK,19-004,2006,3.2,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,100.0,GER-Bundesliga,2024,misc
GER,FW,29-223,1995,25.4,5,1,1,66,22,20,13,10,13,1,1,0,59,120,96,55.6,GER-Bundesliga,2024,misc
GER,GK,37-020,1988,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,GER-Bundesliga,2024,misc
CZE,FW,24-241,2000,6.7,4,1,1,9,3,0,11,3,1,0,0,0,20,8,14,36.4,GER-Bundesliga,2024,misc
GER,"MF,FW",27-306,1997,12.4,1,0,0,13,7,1,23,6,12,0,0,0,99,22,11,66.7,GER-Bundesliga,2024,misc
GER,DF,28-051,1997,24.7,8,0,0,52,41,1,2,27,41,0,1,0,84,56,45,55.4,GER-Bundesliga,2024,misc
GEO,FW,31-032,1994,9.9,0,0,0,7,14,6,4,3,10,0,0,0,33,23,59,28.0,GER-Bundesliga,2024,misc
GER,MF,32-238,1992,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,GER-Bundesliga,2024,misc
GER,"DF,MF",22-087,2003,8.8,0,0,0,4,2,3,19,7,12,0,1,0,29,2,4,33.3,GER-Bundesliga,2024,misc
GER,MF,25-303,1999,24.9,7,0,0,29,16,1,11,37,26,0,0,0,106,46,48,48.9,GER-Bundesliga,2024,misc
GER,DF,29-075,1996,19.9,3,0,0,14,4,1,55,16,23,0,0,0,66,14,17,45.2,GER-Bundesliga,2024,misc
GER,MF,23-359,2001,0.6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,25.0,GER-Bundesliga,2024,misc
GER,GK,34-027,1991,28.0,0,0,0,0,1,0,0,0,2,0,0,0,44,6,0,100.0,GER-Bundesliga,2024,misc
USA,MF,25-185,1999,8.4,1,0,0,11,4,1,1,14,11,0,0,0,40,16,12,57.1,GER-Bundesliga,2024,misc
GER,"MF,DF",23-032,2002,7.6,4,0,0,18,8,0,2,4,16,0,0,0,22,6,15,28.6,GER-Bundesliga,2024,misc
