nation,pos,age,born,90s,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Ast,xAG,Expected,Expected,KP,1/3,PPA,CrsPA,PrgP,league,season,stat_type
,,,,,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,,,xA,A-xAG,,,,,,,,
MAR,DF,26-032,1999,26.5,687,906,75.8,15258,5441,176,190,92.6,398,437,91.1,109,252,43.3,1,0.2,0.4,0.8,7,64,10,2,78,ESP-La Liga,2024,passing
ALG,"FW,MF",26-243,1998,4.3,74,118,62.7,1234,255,41,58,70.7,24,35,68.6,8,17,47.1,0,0.3,0.4,-0.3,6,2,5,3,5,ESP-La Liga,2024,passing
ESP,GK,24-120,2000,1.4,19,50,38.0,1160,1084,1,1,100.0,0,0,,18,48,37.5,0,0.0,0.0,0.0,0,1,0,0,0,ESP-La Liga,2024,passing
SRB,DF,33-119,1991,4.7,124,157,79.0,2556,986,39,45,86.7,65,79,82.3,19,29,65.5,0,0.0,0.0,0.0,0,6,0,0,6,ESP-La Liga,2024,passing
ESP,MF,27-278,1997,17.0,601,781,77.0,10638,3145,253,302,83.8,283,346,81.8,53,86,61.6,1,0.5,0.5,0.5,8,78,7,0,91,ESP-La Liga,2024,passing
ESP,MF,24-262,2000,22.7,745,935,79.7,13756,5172,309,369,83.7,336,384,87.5,83,135,61.5,1,1.4,1.6,-0.4,12,98,17,9,109,ESP-La Liga,2024,passing
ESP,GK,28-243,1996,24.2,435,762,57.1,17654,15551,36,36,100.0,141,143,98.6,256,578,44.3,0,0.1,0.1,-0.1,1,32,1,0,1,ESP-La Liga,2024,passing
ESP,FW,27-193,1997,3.5,42,65,64.6,622,143,27,36,75.0,12,22,54.5,3,4,75.0,1,1.0,0.3,0.0,1,3,4,0,7,ESP-La Liga,2024,passing
ESP,"MF,FW",27-096,1998,5.8,188,252,74.6,2968,850,104,116,89.7,63,85,74.1,16,27,59.3,2,0.6,0.6,1.4,9,22,6,2,34,ESP-La Liga,2024,passing
URU,MF,27-012,1998,3.8,114,158,72.2,2221,654,48,58,82.8,47,58,81.0,17,33,51.5,1,0.6,0.3,0.4,2,17,2,0,18,ESP-La Liga,2024,passing
ESP,"FW,MF",22-354,2002,13.1,230,351,65.5,3332,766,124,172,72.1,84,111,75.7,11,32,34.4,2,2.7,1.3,-0.7,11,13,5,3,18,ESP-La Liga,2024,passing
ESP,"FW,MF",25-353,1999,26.4,520,829,62.7,8797,3136,281,358,78.5,170,265,64.2,60,133,45.1,3,4.2,4.4,-1.2,48,26,27,22,45,ESP-La Liga,2024,passing
ARG,DF,25-218,1999,0.5,2,3,66.7,52,39,1,1,100.0,0,0,,1,1,100.0,0,0.0,0.0,0.0,0,1,0,0,0,ESP-La Liga,2024,passing
ESP,"DF,MF",22-100,2003,2.6,53,69,76.8,798,261,35,43,81.4,12,16,75.0,4,4,100.0,0,0.2,0.2,-0.2,2,0,2,2,2,ESP-La Liga,2024,passing
EQG,GK,24-041,2001,4.4,83,141,58.9,3375,3015,7,7,100.0,29,29,100.0,47,103,45.6,0,0.0,0.0,0.0,0,5,0,0,0,ESP-La Liga,2024,passing
ESP,MF,30-279,1994,12.7,533,723,73.7,10081,3362,239,274,87.2,202,255,79.2,77,157,49.0,2,2.0,2.1,0.0,23,81,9,3,78,ESP-La Liga,2024,passing
ESP,"MF,FW",30-042,1995,17.7,450,586,76.8,6918,1704,235,296,79.4,166,204,81.4,31,44,70.5,1,1.1,0.7,-0.1,16,44,8,2,67,ESP-La Liga,2024,passing
ESP,FW,35-137,1989,21.7,297,454,65.4,4223,791,169,226,74.8,87,136,64.0,19,38,50.0,0,0.9,1.2,-0.9,13,24,6,1,41,ESP-La Liga,2024,passing
ESP,FW,31-177,1993,0.3,5,11,45.5,70,27,3,4,75.0,2,5,40.0,0,1,0.0,0,0.1,0.1,-0.1,1,0,0,0,1,ESP-La Liga,2024,passing
ARG,"FW,MF",20-144,2004,2.2,34,49,69.4,515,110,18,24,75.0,14,14,100.0,1,8,12.5,0,0.2,0.4,-0.2,4,0,1,1,0,ESP-La Liga,2024,passing
ESP,DF,24-230,2000,22.7,640,889,72.0,10126,3889,342,398,85.9,248,325,76.3,37,105,35.2,0,0.6,1.1,-0.6,11,46,17,11,64,ESP-La Liga,2024,passing
MLI,DF,24-152,2000,18.6,604,750,80.5,11036,4806,244,271,90.0,307,353,87.0,47,98,48.0,0,0.1,0.3,-0.1,3,40,6,2,66,ESP-La Liga,2024,passing
ARG,DF,29-049,1996,25.3,731,1033,70.8,12628,5823,326,388,84.0,348,459,75.8,46,128,35.9,1,1.1,1.1,-0.1,14,53,15,7,72,ESP-La Liga,2024,passing
ESP,"MF,FW",20-053,2005,2.0,52,75,69.3,619,80,32,39,82.1,16,25,64.0,0,4,0.0,0,0.0,0.1,0.0,1,2,1,0,4,ESP-La Liga,2024,passing
ESP,DF,23-100,2002,5.4,152,198,76.8,3075,1318,46,58,79.3,83,95,87.4,23,41,56.1,0,0.0,0.0,0.0,1,13,1,0,15,ESP-La Liga,2024,passing
URU,DF,23-057,2002,14.5,376,490,76.7,6928,2935,155,182,85.2,177,215,82.3,41,78,52.6,1,0.8,0.5,0.2,6,28,5,2,32,ESP-La Liga,2024,passing
ESP,"MF,FW",31-157,1993,7.8,132,214,61.7,2161,697,61,82,74.4,50,73,68.5,14,33,42.4,1,1.2,0.7,-0.2,7,16,10,1,26,ESP-La Liga,2024,passing
ARG,"FW,MF",27-012,1998,8.0,179,284,63.0,2814,849,98,139,70.5,67,97,69.1,10,28,35.7,0,0.3,0.8,-0.3,7,11,10,8,15,ESP-La Liga,2024,passing
ESP,FW,27-285,1997,9.6,121,201,60.2,1446,260,83,112,74.1,29,57,50.9,2,6,33.3,0,0.6,0.9,-0.6,11,11,4,1,11,ESP-La Liga,2024,passing
ESP,DF,22-293,2002,9.1,316,392,80.6,4903,1467,170,185,91.9,137,175,78.3,8,20,40.0,0,0.2,0.3,-0.2,3,33,5,4,34,ESP-La Liga,2024,passing
ESP,FW,23-181,2001,0.2,5,9,55.6,64,15,3,5,60.0,2,3,66.7,0,0,,0,0.0,0.0,0.0,0,0,1,0,3,ESP-La Liga,2024,passing
ESP,DF,24-347,2000,15.1,649,770,84.3,14000,5291,141,160,88.1,426,458,93.0,80,145,55.2,0,0.1,0.1,-0.1,2,33,2,0,38,ESP-La Liga,2024,passing
ESP,GK,21-222,2003,3.6,67,121,55.4,2317,1964,9,9,100.0,25,25,100.0,33,86,38.4,0,0.0,0.0,0.0,0,4,0,0,0,ESP-La Liga,2024,passing
ESP,MF,35-240,1989,3.0,181,200,90.5,2856,628,94,101,93.1,73,82,89.0,10,13,76.9,0,0.1,0.3,-0.1,2,25,1,0,16,ESP-La Liga,2024,passing
ESP,DF,28-250,1996,12.6,599,710,84.4,9079,2679,337,360,93.6,231,276,83.7,22,42,52.4,2,1.6,1.4,0.4,12,52,13,9,44,ESP-La Liga,2024,passing
ESP,MF,24-062,2001,15.4,545,666,81.8,9052,2089,247,291,84.9,253,290,87.2,31,56,55.4,0,1.1,1.2,-1.1,11,59,5,1,61,ESP-La Liga,2024,passing
ESP,DF,25-270,1999,22.6,1179,1358,86.8,24346,9053,308,344,89.5,723,770,93.9,142,221,64.3,0,0.3,0.6,-0.3,9,140,7,2,141,ESP-La Liga,2024,passing
ESP,FW,22-085,2003,0.1,4,5,80.0,41,12,4,4,100.0,0,0,,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0,ESP-La Liga,2024,passing
ESP,FW,28-211,1996,16.2,239,323,74.0,3402,424,142,178,79.8,78,102,76.5,9,20,45.0,2,0.8,0.4,1.2,13,16,1,0,22,ESP-La Liga,2024,passing
GHA,"FW,MF",30-300,1994,26.7,462,752,61.4,6953,2010,263,356,73.9,169,257,65.8,20,72,27.8,8,6.8,4.5,1.2,35,35,45,14,67,ESP-La Liga,2024,passing
ESP,DF,31-342,1993,6.3,261,338,77.2,4337,1547,120,139,86.3,122,149,81.9,15,39,38.5,0,0.3,0.2,-0.3,6,29,0,0,32,ESP-La Liga,2024,passing
ESP,MF,31-248,1993,11.9,506,611,82.8,9629,2847,177,206,85.9,275,298,92.3,49,87,56.3,2,2.1,2.3,-0.1,21,75,17,3,106,ESP-La Liga,2024,passing
ESP,"FW,MF",25-340,1999,0.6,6,7,85.7,68,2,4,5,80.0,2,2,100.0,0,0,,0,0.0,0.0,0.0,0,1,0,0,0,ESP-La Liga,2024,passing
ESP,GK,24-106,2000,13.4,281,411,68.4,7681,5777,46,46,100.0,165,165,100.0,70,196,35.7,0,0.0,0.0,0.0,0,1,0,0,0,ESP-La Liga,2024,passing
ESP,FW,24-069,2001,3.6,53,66,80.3,699,151,34,36,94.4,13,18,72.2,3,6,50.0,0,0.2,0.5,-0.2,4,7,6,0,12,ESP-La Liga,2024,passing
ESP,MF,21-150,2003,19.5,746,913,81.7,14091,3889,290,334,86.8,349,406,86.0,99,145,68.3,1,1.3,1.1,-0.3,21,89,9,1,97,ESP-La Liga,2024,passing
ESP,MF,31-325,1993,8.6,359,441,81.4,6411,1875,152,171,88.9,163,197,82.7,39,58,67.2,0,0.6,0.5,-0.6,11,42,4,0,55,ESP-La Liga,2024,passing
ESP,FW,22-273,2002,20.8,472,671,70.3,7322,1665,273,327,83.5,150,201,74.6,35,83,42.2,5,3.5,4.1,1.5,39,22,28,8,66,ESP-La Liga,2024,passing
ESP,FW,22-037,2003,1.2,25,44,56.8,342,90,14,18,77.8,11,15,73.3,0,9,0.0,0,0.0,0.1,0.0,1,2,1,1,4,ESP-La Liga,2024,passing
ESP,MF,24-351,2000,15.3,398,486,81.9,6089,1494,226,260,86.9,141,167,84.4,22,34,64.7,1,1.4,1.2,-0.4,17,59,13,1,81,ESP-La Liga,2024,passing
ESP,"MF,FW",20-084,2005,1.4,45,57,78.9,765,104,22,24,91.7,19,23,82.6,3,9,33.3,0,0.1,0.1,-0.1,2,3,1,0,3,ESP-La Liga,2024,passing
ESP,"MF,FW",21-321,2003,10.1,157,225,69.8,2444,582,78,101,77.2,59,77,76.6,14,28,50.0,2,0.8,0.8,1.2,8,19,1,0,20,ESP-La Liga,2024,passing
ESP,DF,28-071,1997,5.5,259,294,88.1,5824,2212,49,57,86.0,172,181,95.0,37,53,69.8,0,0.1,0.1,-0.1,1,14,1,0,23,ESP-La Liga,2024,passing
ESP,GK,27-304,1997,13.0,282,393,71.8,7987,6438,39,39,100.0,158,161,98.1,85,192,44.3,0,0.0,0.0,0.0,0,1,0,0,0,ESP-La Liga,2024,passing
ESP,DF,30-077,1995,16.8,828,985,84.1,16893,5953,243,273,89.0,493,530,93.0,91,164,55.5,0,0.2,0.4,-0.2,4,75,3,2,101,ESP-La Liga,2024,passing
ESP,DF,35-060,1990,17.7,921,1091,84.4,16327,5888,427,473,90.3,407,473,86.0,80,118,67.8,2,2.1,1.8,-0.1,17,101,13,6,123,ESP-La Liga,2024,passing
ESP,"FW,MF",29-281,1995,19.8,500,743,67.3,8216,2066,265,311,85.2,174,234,74.4,48,143,33.6,7,4.5,3.7,2.5,39,36,25,10,63,ESP-La Liga,2024,passing
ESP,FW,25-238,1999,5.1,54,80,67.5,857,183,30,38,78.9,18,30,60.0,5,8,62.5,0,0.7,0.5,-0.7,3,5,3,2,7,ESP-La Liga,2024,passing
ESP,DF,35-362,1989,14.3,684,860,79.5,12047,4454,314,352,89.2,302,357,84.6,67,120,55.8,4,1.9,1.6,2.1,17,87,21,14,84,ESP-La Liga,2024,passing
ESP,FW,20-296,2004,0.1,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,ESP-La Liga,2024,passing
NOR,FW,29-127,1995,12.6,176,279,63.1,2211,430,107,167,64.1,48,70,68.6,4,6,66.7,2,1.5,0.6,0.5,10,12,8,1,23,ESP-La Liga,2024,passing
FRA,"FW,MF",34-021,1991,24.0,921,1261,73.0,14593,4064,511,597,85.6,270,387,69.8,101,176,57.4,5,5.5,5.2,-0.5,41,88,40,10,123,ESP-La Liga,2024,passing
BEL,DF,36-089,1989,8.5,443,492,90.0,8151,3042,159,175,90.9,248,270,91.9,33,40,82.5,1,0.5,0.6,0.5,2,16,0,0,18,ESP-La Liga,2024,passing
FRA,DF,29-298,1995,17.3,924,1068,86.5,18777,7617,282,306,92.2,522,560,93.2,116,184,63.0,1,1.1,0.7,-0.1,4,61,0,0,66,ESP-La Liga,2024,passing
ENG,MF,25-064,2000,14.2,556,649,85.7,7549,1690,344,375,91.7,175,203,86.2,12,28,42.9,2,1.1,1.0,0.9,11,36,11,1,48,ESP-La Liga,2024,passing
ESP,DF,35-226,1989,7.8,474,549,86.3,7453,2895,239,256,93.4,199,224,88.8,25,54,46.3,0,0.0,0.4,0.0,2,38,4,1,52,ESP-La Liga,2024,passing
ARG,"MF,DF",22-114,2002,15.8,444,590,75.3,5383,1544,307,356,86.2,103,144,71.5,7,19,36.8,5,3.6,3.3,1.4,16,23,19,7,34,ESP-La Liga,2024,passing
SVN,GK,32-094,1993,29.0,602,765,78.7,16321,11110,108,108,100.0,308,311,99.0,183,342,53.5,0,0.0,0.0,0.0,0,6,0,0,0,ESP-La Liga,2024,passing
ESP,DF,30-143,1994,13.7,604,727,83.1,8945,2463,360,391,92.1,189,233,81.1,40,63,63.5,2,2.7,1.9,-0.7,9,34,14,8,40,ESP-La Liga,2024,passing
URU,DF,30-081,1995,18.2,985,1081,91.1,20354,7522,275,293,93.9,571,598,95.5,129,174,74.1,1,0.2,0.2,0.8,2,43,0,0,48,ESP-La Liga,2024,passing
ARG,GK,30-340,1994,1.0,23,29,79.3,443,264,5,5,100.0,16,16,100.0,2,7,28.6,0,0.0,0.0,0.0,0,0,0,0,0,ESP-La Liga,2024,passing
ARG,"FW,MF",25-070,2000,21.5,536,724,74.0,7754,1776,304,370,82.2,165,203,81.3,33,75,44.0,2,3.0,3.2,-1.0,27,30,25,4,65,ESP-La Liga,2024,passing
ESP,MF,33-093,1992,16.3,1003,1151,87.1,15981,4813,512,560,91.4,378,414,91.3,73,113,64.6,1,1.1,1.3,-0.1,9,95,16,4,94,ESP-La Liga,2024,passing
ESP,"DF,MF",30-071,1995,19.9,949,1111,85.4,14356,3957,521,560,93.0,338,386,87.6,55,87,63.2,4,3.7,2.6,0.3,21,60,17,11,71,ESP-La Liga,2024,passing
ARG,DF,27-005,1998,15.3,818,1025,79.8,12270,4538,466,512,91.0,284,358,79.3,43,90,47.8,3,1.3,1.5,1.7,11,39,17,5,53,ESP-La Liga,2024,passing
ESP,MF,21-300,2003,20.8,1032,1199,86.1,16511,4449,543,591,91.9,399,442,90.3,66,107,61.7,2,1.4,1.4,0.6,20,113,14,2,110,ESP-La Liga,2024,passing
MOZ,DF,31-080,1994,10.5,515,612,84.2,7852,2969,284,302,94.0,204,247,82.6,20,45,44.4,0,0.1,0.2,-0.1,2,24,2,0,34,ESP-La Liga,2024,passing
ESP,DF,28-151,1996,17.6,855,946,90.4,14785,4463,326,343,95.0,474,497,95.4,41,85,48.2,0,0.5,1.0,-0.5,3,36,2,0,43,ESP-La Liga,2024,passing
ARG,MF,30-322,1994,18.0,1087,1340,81.1,18511,5734,537,592,90.7,397,469,84.6,123,208,59.1,3,3.9,4.3,-0.9,32,135,43,11,177,ESP-La Liga,2024,passing
ESP,"DF,MF",25-009,2000,5.0,183,234,78.2,2477,697,110,127,86.6,56,65,86.2,6,22,27.3,1,0.7,0.6,0.3,13,15,8,1,21,ESP-La Liga,2024,passing
BRA,"MF,DF",25-109,1999,13.9,525,666,78.8,8134,1915,296,336,88.1,170,209,81.3,41,60,68.3,2,2.2,1.3,-0.2,15,36,19,4,60,ESP-La Liga,2024,passing
FRA,MF,29-150,1995,0.5,20,24,83.3,421,168,3,4,75.0,14,16,87.5,3,4,75.0,0,0.2,0.1,-0.2,2,0,2,0,4,ESP-La Liga,2024,passing
ARG,"FW,MF",30-033,1995,7.7,175,236,74.2,2324,637,109,132,82.6,44,59,74.6,8,17,47.1,1,1.2,1.6,-0.2,8,17,8,1,21,ESP-La Liga,2024,passing
ESP,DF,21-175,2003,22.7,1134,1296,87.5,16850,3556,625,673,92.9,441,486,90.7,39,65,60.0,4,3.4,2.7,0.6,26,46,36,11,84,ESP-La Liga,2024,passing
DEN,DF,29-001,1996,0.3,14,16,87.5,254,77,4,5,80.0,10,11,90.9,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,ESP-La Liga,2024,passing
ESP,FW,22-162,2002,1.4,53,63,84.1,607,86,40,42,95.2,10,13,76.9,1,3,33.3,0,0.1,0.2,-0.1,1,2,3,0,3,ESP-La Liga,2024,passing
ESP,"MF,FW",26-339,1998,10.1,359,453,79.2,5523,1668,207,231,89.6,109,133,82.0,27,37,73.0,2,2.6,3.2,-0.6,17,34,23,1,62,ESP-La Liga,2024,passing
ESP,"MF,DF",24-092,2001,11.7,817,883,92.5,14168,4986,310,343,90.4,440,457,96.3,45,52,86.5,1,0.4,0.8,0.6,4,98,6,0,75,ESP-La Liga,2024,passing
ESP,"MF,FW",21-335,2003,8.8,347,417,83.2,5179,1272,194,217,89.4,109,127,85.8,21,34,61.8,4,2.2,3.1,1.8,14,37,14,4,47,ESP-La Liga,2024,passing
ESP,"FW,MF",25-041,2000,9.6,217,291,74.6,2838,650,134,159,84.3,58,74,78.4,11,28,39.3,3,1.8,1.6,1.2,12,15,13,2,28,ESP-La Liga,2024,passing
NED,MF,27-334,1997,8.0,645,689,93.6,9700,2727,358,364,98.4,233,248,94.0,30,37,81.1,2,1.8,1.6,0.2,16,78,7,0,67,ESP-La Liga,2024,passing
ESP,"MF,FW",20-249,2004,7.7,360,418,86.1,5329,1299,201,215,93.5,117,136,86.0,21,27,77.8,1,1.2,1.0,-0.2,9,40,7,1,40,ESP-La Liga,2024,passing
ESP,DF,23-100,2002,7.1,399,474,84.2,6248,1881,210,231,90.9,157,178,88.2,21,37,56.8,2,0.7,1.2,1.3,7,19,11,2,26,ESP-La Liga,2024,passing
ESP,DF,18-252,2006,4.2,278,310,89.7,3963,909,156,163,95.7,92,105,87.6,11,13,84.6,0,0.7,1.2,-0.7,6,17,1,0,15,ESP-La Liga,2024,passing
ESP,GK,26-040,1999,14.5,521,588,88.6,11685,6528,84,85,98.8,359,362,99.2,76,139,54.7,0,0.0,0.0,0.0,0,0,0,0,3,ESP-La Liga,2024,passing
ESP,DF,33-329,1991,22.7,1848,2029,91.1,35215,11975,672,711,94.5,990,1042,95.0,174,239,72.8,3,2.3,1.6,0.7,13,196,6,1,206,ESP-La Liga,2024,passing
FRA,DF,26-150,1998,26.9,1690,1953,86.5,26386,7646,847,917,92.4,729,833,87.5,69,111,62.2,3,3.8,3.6,-0.8,30,141,25,6,155,ESP-La Liga,2024,passing
ESP,FW,17-272,2007,24.8,834,1127,74.0,11775,3430,520,614,84.7,242,333,72.7,39,81,48.1,11,11.2,8.8,-0.2,51,60,75,12,126,ESP-La Liga,2024,passing
ESP,MF,17-320,2007,2.7,148,160,92.5,2634,623,66,71,93.0,72,77,93.5,10,11,90.9,0,0.0,0.1,0.0,1,12,0,0,8,ESP-La Liga,2024,passing
ESP,MF,21-209,2003,17.9,1221,1367,89.3,18725,4279,654,706,92.6,472,500,94.4,62,94,66.0,3,1.4,1.8,1.6,9,138,6,0,107,ESP-La Liga,2024,passing
GER,GK,32-346,1992,5.5,186,203,91.6,4679,3174,17,17,100.0,125,127,98.4,44,59,74.6,0,0.0,0.0,0.0,0,1,1,0,0,ESP-La Liga,2024,passing
ESP,"MF,FW",22-008,2003,3.4,180,220,81.8,2702,678,96,108,88.9,65,73,89.0,11,21,52.4,1,0.8,1.3,0.2,8,13,4,1,17,ESP-La Liga,2024,passing
ESP,DF,18-079,2007,24.9,2188,2345,93.3,41149,14343,741,777,95.4,1251,1300,96.2,174,228,76.3,3,1.6,0.9,1.4,9,189,4,1,176,ESP-La Liga,2024,passing
ESP,FW,23-136,2001,2.5,82,101,81.2,1188,203,49,53,92.5,28,37,75.7,4,5,80.0,1,0.8,0.3,0.2,5,4,3,0,8,ESP-La Liga,2024,passing
ESP,MF,22-137,2002,25.1,1709,1982,86.2,29203,7466,827,881,93.9,672,764,88.0,172,249,69.1,4,5.7,7.6,-1.7,51,232,58,4,264,ESP-La Liga,2024,passing
BRA,"FW,MF",28-118,1996,25.0,808,1166,69.3,13904,3982,409,494,82.8,281,376,74.7,95,205,46.3,8,10.6,8.3,-2.6,75,69,54,14,115,ESP-La Liga,2024,passing
POL,FW,36-233,1988,25.5,343,466,73.6,4394,852,220,268,82.1,79,104,76.0,13,26,50.0,2,2.3,1.4,-0.3,19,28,9,0,45,ESP-La Liga,2024,passing
URU,DF,26-035,1999,4.6,397,427,93.0,7713,2169,106,116,91.4,248,257,96.5,34,42,81.0,1,0.4,0.2,0.6,3,25,3,0,25,ESP-La Liga,2024,passing
ESP,DF,20-010,2005,1.9,171,180,95.0,3171,1062,57,57,100.0,106,112,94.6,7,10,70.0,0,0.0,0.0,0.0,0,13,0,0,13,ESP-La Liga,2024,passing
POL,GK,34-358,1990,10.0,284,321,88.5,6311,3865,54,54,100.0,186,189,98.4,42,74,56.8,0,0.0,0.0,0.0,0,0,0,0,0,ESP-La Liga,2024,passing
MAR,"FW,MF",23-115,2001,17.9,442,627,70.5,5509,1624,305,376,81.1,110,160,68.8,9,29,31.0,1,1.7,1.6,-0.7,23,34,15,2,58,ESP-La Liga,2024,passing
ESP,GK,38-098,1987,11.0,270,364,74.2,6954,4765,39,40,97.5,150,153,98.0,80,166,48.2,0,0.0,0.0,0.0,0,3,0,0,0,ESP-La Liga,2024,passing
ESP,"DF,FW",29-020,1996,9.1,258,320,80.6,3918,1615,144,152,94.7,86,108,79.6,19,35,54.3,2,1.3,0.8,0.7,15,21,8,4,27,ESP-La Liga,2024,passing
BRA,FW,25-046,2000,8.4,310,394,78.7,4219,1067,193,226,85.4,82,103,79.6,14,27,51.9,2,2.6,1.6,-0.6,25,17,21,5,28,ESP-La Liga,2024,passing
SEN,FW,19-216,2005,3.1,49,66,74.2,626,139,36,43,83.7,6,8,75.0,2,2,100.0,2,1.5,0.6,0.5,8,2,1,1,1,ESP-La Liga,2024,passing
ESP,MF,21-349,2003,1.2,36,46,78.3,539,117,19,21,90.5,12,13,92.3,3,5,60.0,0,0.0,0.0,0.0,0,3,0,0,2,ESP-La Liga,2024,passing
COL,FW,25-356,1999,6.1,111,157,70.7,1796,492,56,76,73.7,28,40,70.0,14,18,77.8,0,1.1,0.4,-1.1,6,13,5,1,22,ESP-La Liga,2024,passing
COD,FW,34-000,1991,6.4,64,98,65.3,758,164,45,61,73.8,14,25,56.0,1,2,50.0,2,0.6,0.8,1.4,8,9,5,0,11,ESP-La Liga,2024,passing
ESP,DF,31-238,1993,27.5,1352,1563,86.5,26834,8749,394,433,91.0,806,859,93.8,142,243,58.4,0,0.3,0.4,-0.3,6,65,3,0,79,ESP-La Liga,2024,passing
ARG,FW,31-064,1994,7.5,166,238,69.7,2762,614,89,110,80.9,56,78,71.8,16,30,53.3,0,1.0,1.0,-1.0,15,1,11,6,18,ESP-La Liga,2024,passing
ESP,GK,25-339,1999,4.0,76,119,63.9,2047,1345,15,15,100.0,37,37,100.0,24,67,35.8,0,0.0,0.0,0.0,0,2,0,0,0,ESP-La Liga,2024,passing
ARG,"MF,FW",29-002,1996,12.4,548,710,77.2,9214,3311,261,305,85.6,201,245,82.0,60,107,56.1,2,3.6,3.8,-1.6,28,69,27,1,101,ESP-La Liga,2024,passing
ESP,DF,30-023,1995,5.8,248,304,81.6,3882,1457,125,138,90.6,110,136,80.9,10,21,47.6,1,2.0,2.1,-1.0,7,14,4,2,24,ESP-La Liga,2024,passing
ESP,"MF,FW",23-253,2001,3.7,107,142,75.4,1421,331,73,87,83.9,25,34,73.5,4,8,50.0,0,0.3,0.2,-0.3,6,4,5,1,14,ESP-La Liga,2024,passing
ESP,MF,32-355,1992,11.7,613,753,81.4,9985,3162,308,339,90.9,210,250,84.0,62,105,59.0,4,2.9,2.3,1.1,36,83,20,1,98,ESP-La Liga,2024,passing
ESP,FW,19-141,2005,8.7,164,223,73.5,2060,644,115,138,83.3,34,50,68.0,5,8,62.5,0,0.1,0.4,-0.1,5,12,12,2,25,ESP-La Liga,2024,passing
USA,MF,23-203,2001,18.9,708,839,84.4,10887,2755,386,431,89.6,264,299,88.3,37,56,66.1,1,0.9,0.7,0.1,7,42,2,0,59,ESP-La Liga,2024,passing
ESP,"FW,MF",31-326,1993,2.7,58,70,82.9,674,153,49,54,90.7,6,8,75.0,2,2,100.0,0,0.4,0.1,-0.4,4,2,1,0,4,ESP-La Liga,2024,passing
ESP,DF,34-086,1991,16.5,640,812,78.8,13319,4703,215,230,93.5,320,364,87.9,98,196,50.0,0,0.0,0.2,0.0,1,41,4,0,45,ESP-La Liga,2024,passing
ESP,MF,28-136,1996,10.1,465,538,86.4,7964,2303,220,236,93.2,198,216,91.7,33,54,61.1,2,1.0,0.5,1.0,12,51,6,2,59,ESP-La Liga,2024,passing
ESP,MF,21-004,2004,1.7,56,69,81.2,955,282,25,30,83.3,28,32,87.5,3,5,60.0,0,0.0,0.1,0.0,0,3,1,1,9,ESP-La Liga,2024,passing
FRA,MF,31-267,1993,2.0,67,82,81.7,1052,381,38,43,88.4,20,23,87.0,6,10,60.0,1,0.5,0.8,0.5,6,5,6,2,10,ESP-La Liga,2024,passing
BRA,DF,24-064,2001,16.7,791,900,87.9,15360,4836,258,276,93.5,455,495,91.9,72,119,60.5,1,0.6,0.8,0.4,5,39,3,1,42,ESP-La Liga,2024,passing
ESP,"MF,FW",29-048,1996,14.9,606,774,78.3,9883,3568,301,347,86.7,231,290,79.7,49,80,61.3,0,2.2,2.4,-2.2,28,71,29,8,110,ESP-La Liga,2024,passing
ESP,FW,18-239,2006,0.3,5,8,62.5,93,14,2,2,100.0,3,5,60.0,0,1,0.0,0,0.0,0.1,0.0,0,0,0,0,0,ESP-La Liga,2024,passing
SUI,DF,32-229,1992,10.7,470,582,80.8,6846,2464,277,298,93.0,164,219,74.9,16,42,38.1,0,0.3,0.6,-0.3,5,34,7,5,48,ESP-La Liga,2024,passing
ESP,FW,24-330,2000,1.3,56,66,84.8,941,282,35,36,97.2,14,17,82.4,7,11,63.6,0,0.1,0.3,-0.1,2,4,5,0,8,ESP-La Liga,2024,passing
FRA,DF,27-201,1997,17.7,727,931,78.1,10096,3483,436,483,90.3,230,291,79.0,24,71,33.8,0,1.1,1.1,-1.1,11,48,10,7,50,ESP-La Liga,2024,passing
POR,GK,31-063,1994,15.0,412,524,78.6,10283,6196,66,66,100.0,250,250,100.0,93,203,45.8,0,0.1,0.0,-0.1,2,5,0,0,0,ESP-La Liga,2024,passing
ESP,MF,23-229,2001,18.3,891,1011,88.1,14155,3329,446,485,92.0,352,383,91.9,59,78,75.6,1,1.5,0.9,-0.5,19,78,10,0,79,ESP-La Liga,2024,passing
ESP,DF,22-060,2003,1.0,37,54,68.5,533,210,22,23,95.7,12,20,60.0,2,5,40.0,0,0.0,0.0,0.0,0,1,0,0,1,ESP-La Liga,2024,passing
BRA,FW,20-042,2005,13.7,142,195,72.8,1986,451,73,96,76.0,49,61,80.3,6,8,75.0,0,1.2,0.7,-1.2,12,4,10,3,17,ESP-La Liga,2024,passing
POR,MF,33-004,1992,3.2,164,198,82.8,2541,837,95,105,90.5,47,57,82.5,14,24,58.3,0,0.0,0.1,0.0,2,19,1,0,21,ESP-La Liga,2024,passing
SEN,DF,32-037,1993,15.8,752,872,86.2,10328,3694,469,500,93.8,246,290,84.8,18,40,45.0,1,0.8,0.8,0.2,10,37,6,5,44,ESP-La Liga,2024,passing
