nation,pos,age,born,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,league,season,stat_type
,,,,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,,,
FRA,MF,33,1987,35,32,2691,29.9,3,3,6,0,3,3,3,0,3.3,0.9,3.7,4.6,22,265,36,0.1,0.1,0.2,0.0,0.1,0.11,0.12,0.23,0.03,0.15,FRA-Ligue 1,2021,standard
FRA,DF,31,1989,27,25,2309,25.7,0,0,0,0,0,0,4,0,0.2,0.2,0.9,1.1,37,123,103,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.04,0.01,0.04,FRA-Ligue 1,2021,standard
FRA,MF,18,2002,2,0,38,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.11,0.0,0.11,FRA-Ligue 1,2021,standard
CIV,FW,22,1998,2,2,132,1.5,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,2,0,8,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.17,0.17,0.17,FRA-Ligue 1,2021,standard
FRA,FW,21,1999,1,0,15,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FRA-Ligue 1,2021,standard
FRA,MF,20,2000,3,0,38,0.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FRA-Ligue 1,2021,standard
FRA,"FW,MF",18,2002,19,0,304,3.4,0,1,1,0,0,0,0,0,0.2,0.2,0.8,1.0,19,1,27,0.0,0.3,0.3,0.0,0.3,0.06,0.24,0.3,0.06,0.3,FRA-Ligue 1,2021,standard
FRA,GK,33,1987,38,38,3420,38.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FRA-Ligue 1,2021,standard
FRA,"FW,MF",17,2002,7,0,56,0.6,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.2,1,6,2,0.0,0.0,0.0,0.0,0.0,0.22,0.05,0.27,0.22,0.27,FRA-Ligue 1,2021,standard
FRA,DF,23,1997,18,12,1038,11.5,1,0,1,1,0,0,4,0,0.5,0.5,0.7,1.2,15,44,35,0.09,0.0,0.09,0.09,0.09,0.04,0.06,0.1,0.04,0.1,FRA-Ligue 1,2021,standard
FRA,"MF,FW",33,1987,24,19,1703,18.9,2,4,6,2,0,0,2,0,2.3,2.3,3.8,6.1,81,87,131,0.11,0.21,0.32,0.11,0.32,0.12,0.2,0.32,0.12,0.32,FRA-Ligue 1,2021,standard
KOR,"FW,MF",27,1992,36,32,2503,27.8,12,3,15,9,3,3,1,0,12.6,10.3,2.7,13.0,42,23,174,0.43,0.11,0.54,0.32,0.43,0.45,0.1,0.55,0.37,0.47,FRA-Ligue 1,2021,standard
MLI,"MF,DF",18,2002,6,0,78,0.9,1,0,1,1,0,0,2,0,0.1,0.1,0.0,0.1,3,6,1,1.15,0.0,1.15,1.15,1.15,0.08,0.0,0.08,0.08,0.08,FRA-Ligue 1,2021,standard
CIV,MF,29,1991,12,9,707,7.9,0,0,0,0,0,0,3,0,0.2,0.2,0.2,0.4,9,46,5,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.05,0.02,0.05,FRA-Ligue 1,2021,standard
FRA,FW,34,1985,24,1,571,6.3,1,2,3,0,1,1,2,0,1.8,1.0,0.2,1.2,3,7,22,0.16,0.32,0.47,0.0,0.32,0.28,0.03,0.31,0.15,0.18,FRA-Ligue 1,2021,standard
NGA,FW,21,1998,17,11,804,8.9,2,0,2,2,0,0,2,0,2.4,2.4,0.4,2.8,7,8,57,0.22,0.0,0.22,0.22,0.22,0.27,0.04,0.31,0.27,0.31,FRA-Ligue 1,2021,standard
FRA,DF,34,1985,26,25,2218,24.6,0,2,2,0,0,0,3,0,1.6,1.6,1.1,2.7,1,53,3,0.0,0.08,0.08,0.0,0.08,0.06,0.05,0.11,0.06,0.11,FRA-Ligue 1,2021,standard
SUI,DF,28,1992,31,30,2651,29.5,0,0,0,0,0,0,7,1,0.5,0.5,1.3,1.8,57,120,73,0.0,0.0,0.0,0.0,0.0,0.02,0.05,0.06,0.02,0.06,FRA-Ligue 1,2021,standard
TOG,DF,21,1999,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FRA-Ligue 1,2021,standard
FRA,DF,27,1992,14,4,491,5.5,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,21,16,17,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02,FRA-Ligue 1,2021,standard
ALG,"MF,FW",21,1999,27,15,1187,13.2,1,1,2,1,0,0,3,1,1.6,1.6,1.3,3.0,30,56,48,0.08,0.08,0.15,0.08,0.15,0.12,0.1,0.22,0.12,0.22,FRA-Ligue 1,2021,standard
MOZ,DF,31,1988,9,8,712,7.9,0,0,0,0,0,0,3,0,0.1,0.1,0.2,0.3,1,22,2,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04,FRA-Ligue 1,2021,standard
FRA,"FW,MF",29,1991,33,15,1611,17.9,1,2,3,1,0,0,3,0,3.8,3.8,3.4,7.2,41,74,111,0.06,0.11,0.17,0.06,0.17,0.21,0.19,0.4,0.21,0.4,FRA-Ligue 1,2021,standard
BRA,MF,26,1994,18,18,1559,17.3,1,0,1,1,0,0,6,0,0.4,0.4,0.1,0.5,8,53,6,0.06,0.0,0.06,0.06,0.06,0.03,0.0,0.03,0.03,0.03,FRA-Ligue 1,2021,standard
BRA,DF,29,1991,13,12,1076,12.0,1,0,1,1,0,0,5,0,1.1,1.1,0.2,1.3,0,12,1,0.08,0.0,0.08,0.08,0.08,0.09,0.02,0.11,0.09,0.11,FRA-Ligue 1,2021,standard
FRA,DF,32,1988,31,29,2614,29.0,2,2,4,2,0,0,5,1,1.5,1.5,0.6,2.0,17,88,6,0.07,0.07,0.14,0.07,0.14,0.05,0.02,0.07,0.05,0.07,FRA-Ligue 1,2021,standard
FRA,"FW,MF",23,1996,38,27,2420,26.9,4,4,8,4,0,0,2,0,3.9,3.9,5.0,8.9,77,77,210,0.15,0.15,0.3,0.15,0.3,0.15,0.19,0.33,0.15,0.33,FRA-Ligue 1,2021,standard
ESP,MF,27,1992,2,0,23,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FRA-Ligue 1,2021,standard
NGA,"FW,MF",22,1997,20,14,964,10.7,4,1,5,4,0,0,3,0,1.8,1.8,0.6,2.4,34,26,80,0.37,0.09,0.47,0.37,0.47,0.16,0.06,0.22,0.16,0.22,FRA-Ligue 1,2021,standard
FRA,"FW,MF",18,2002,8,2,229,2.5,1,2,3,1,0,0,0,0,0.5,0.5,0.4,0.9,5,3,17,0.39,0.79,1.18,0.39,1.18,0.2,0.16,0.36,0.2,0.36,FRA-Ligue 1,2021,standard
FRA,MF,18,2002,13,6,523,5.8,0,0,0,0,0,0,4,1,0.1,0.1,0.1,0.2,3,7,8,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03,FRA-Ligue 1,2021,standard
CRO,MF,23,1996,34,32,2601,28.9,4,1,5,4,0,0,7,0,4.6,4.6,2.5,7.0,31,111,76,0.14,0.03,0.17,0.14,0.17,0.16,0.09,0.24,0.16,0.24,FRA-Ligue 1,2021,standard
FRA,MF,20,2000,35,25,2418,26.9,2,5,7,2,0,0,6,0,1.9,1.9,4.4,6.3,54,188,48,0.07,0.19,0.26,0.07,0.26,0.07,0.16,0.23,0.07,0.23,FRA-Ligue 1,2021,standard
SEN,DF,27,1993,33,33,2909,32.3,1,2,3,1,0,0,4,0,0.6,0.6,1.5,2.1,84,162,129,0.03,0.06,0.09,0.03,0.09,0.02,0.05,0.06,0.02,0.06,FRA-Ligue 1,2021,standard
FRA,"MF,FW",19,2001,4,0,43,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.14,0.0,0.14,FRA-Ligue 1,2021,standard
FRA,DF,25,1994,33,30,2716,30.2,3,1,4,3,0,0,3,1,2.3,2.3,0.8,3.1,29,106,7,0.1,0.03,0.13,0.1,0.13,0.08,0.03,0.1,0.08,0.1,FRA-Ligue 1,2021,standard
MTQ,DF,27,1992,16,15,1377,15.3,0,0,0,0,0,0,4,0,0.9,0.9,0.1,1.0,9,59,3,0.0,0.0,0.0,0.0,0.0,0.06,0.01,0.07,0.06,0.07,FRA-Ligue 1,2021,standard
ITA,MF,28,1992,15,2,355,3.9,0,0,0,0,0,0,0,0,0.4,0.4,0.3,0.8,5,20,6,0.0,0.0,0.0,0.0,0.0,0.11,0.08,0.19,0.11,0.19,FRA-Ligue 1,2021,standard
FRA,"MF,FW",23,1996,36,28,2458,27.3,8,4,12,8,0,0,3,0,4.2,4.2,7.9,12.1,83,83,227,0.29,0.15,0.44,0.29,0.44,0.15,0.29,0.44,0.15,0.44,FRA-Ligue 1,2021,standard
FRA,GK,23,1997,35,35,3150,35.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FRA-Ligue 1,2021,standard
FRA,"MF,FW",31,1988,36,17,1570,17.4,6,1,7,5,1,1,4,0,6.3,5.5,3.1,8.6,18,65,123,0.34,0.06,0.4,0.29,0.34,0.36,0.18,0.54,0.32,0.49,FRA-Ligue 1,2021,standard
ALG,MF,26,1994,35,33,2727,30.3,0,0,0,0,0,0,7,1,0.2,0.2,0.9,1.1,21,127,32,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.03,0.01,0.03,FRA-Ligue 1,2021,standard
POR,"FW,MF",23,1997,4,0,43,0.5,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.4,0,0,2,0.0,0.0,0.0,0.0,0.0,0.6,0.14,0.74,0.6,0.74,FRA-Ligue 1,2021,standard
FRA,"MF,FW",20,1999,12,4,458,5.1,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,9,16,4,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04,FRA-Ligue 1,2021,standard
FRA,MF,22,1998,13,7,603,6.7,0,0,0,0,0,0,4,0,0.3,0.3,0.4,0.7,6,35,1,0.0,0.0,0.0,0.0,0.0,0.04,0.06,0.1,0.04,0.1,FRA-Ligue 1,2021,standard
FRA,MF,21,1999,5,5,440,4.9,0,0,0,0,0,0,1,0,0.0,0.0,0.3,0.3,4,23,3,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.07,0.0,0.07,FRA-Ligue 1,2021,standard
FRA,FW,22,1997,36,22,2029,22.5,8,1,9,8,0,0,2,0,7.7,7.7,1.1,8.8,46,34,164,0.35,0.04,0.4,0.35,0.4,0.34,0.05,0.39,0.34,0.39,FRA-Ligue 1,2021,standard
BRA,"MF,FW",22,1998,16,11,1011,11.2,0,2,2,0,0,0,4,1,1.2,1.2,1.1,2.3,28,62,25,0.0,0.18,0.18,0.0,0.18,0.1,0.1,0.2,0.1,0.2,FRA-Ligue 1,2021,standard
HAI,DF,23,1997,27,22,2029,22.5,1,0,1,1,0,0,4,0,0.6,0.6,0.6,1.2,39,106,10,0.04,0.0,0.04,0.04,0.04,0.03,0.03,0.05,0.03,0.05,FRA-Ligue 1,2021,standard
FRA,DF,33,1987,17,9,955,10.6,0,3,3,0,0,0,2,0,0.4,0.4,2.2,2.6,28,56,63,0.0,0.28,0.28,0.0,0.28,0.04,0.21,0.24,0.04,0.24,FRA-Ligue 1,2021,standard
FRA,"FW,MF",22,1998,28,7,816,9.1,1,2,3,1,0,0,0,0,2.2,2.2,0.5,2.8,22,10,68,0.11,0.22,0.33,0.11,0.33,0.25,0.06,0.31,0.25,0.31,FRA-Ligue 1,2021,standard
FRA,DF,20,1999,11,11,962,10.7,1,1,2,1,0,0,3,0,0.6,0.6,1.0,1.6,2,51,15,0.09,0.09,0.19,0.09,0.19,0.06,0.09,0.15,0.06,0.15,FRA-Ligue 1,2021,standard
GUF,"DF,MF",34,1986,7,3,296,3.3,0,0,0,0,0,0,0,0,0.0,0.0,0.4,0.4,8,24,7,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.13,0.0,0.13,FRA-Ligue 1,2021,standard
FRA,MF,31,1989,22,19,1681,18.7,0,0,0,0,0,0,4,1,0.8,0.8,0.3,1.1,10,69,10,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.06,0.04,0.06,FRA-Ligue 1,2021,standard
FRA,"MF,FW",22,1998,36,33,2891,32.1,6,5,11,5,1,1,0,0,6.2,5.4,7.2,12.7,141,171,166,0.19,0.16,0.34,0.16,0.31,0.19,0.23,0.42,0.17,0.39,FRA-Ligue 1,2021,standard
FRA,DF,22,1997,36,35,3140,34.9,3,7,10,3,0,0,4,0,2.7,2.7,3.6,6.3,107,132,213,0.09,0.2,0.29,0.09,0.29,0.08,0.1,0.18,0.08,0.18,FRA-Ligue 1,2021,standard
FRA,"MF,FW",32,1988,17,8,581,6.5,1,0,1,1,0,0,0,0,0.7,0.7,0.3,0.9,9,14,51,0.15,0.0,0.15,0.15,0.15,0.1,0.04,0.14,0.1,0.14,FRA-Ligue 1,2021,standard
FRA,DF,22,1998,29,28,2305,25.6,1,0,1,1,0,0,4,0,0.5,0.5,1.0,1.5,34,124,78,0.04,0.0,0.04,0.04,0.04,0.02,0.04,0.06,0.02,0.06,FRA-Ligue 1,2021,standard
BEN,FW,25,1994,35,31,2680,29.8,9,4,13,8,1,2,6,0,12.1,10.5,2.9,13.4,27,49,140,0.3,0.13,0.44,0.27,0.4,0.41,0.1,0.5,0.35,0.45,FRA-Ligue 1,2021,standard
FRA,GK,22,1998,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FRA-Ligue 1,2021,standard
MTN,"FW,MF",25,1995,10,7,557,6.2,1,0,1,1,0,0,1,1,1.2,1.2,0.8,2.0,10,7,37,0.16,0.0,0.16,0.16,0.16,0.19,0.13,0.32,0.19,0.32,FRA-Ligue 1,2021,standard
CHA,DF,19,2000,3,2,157,1.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FRA-Ligue 1,2021,standard
SEN,GK,26,1993,5,5,450,5.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FRA-Ligue 1,2021,standard
SUI,GK,21,1998,21,21,1890,21.0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,FRA-Ligue 1,2021,standard
ECU,DF,24,1996,13,9,744,8.3,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,17,28,31,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,FRA-Ligue 1,2021,standard
FRA,"DF,MF",18,2001,3,1,122,1.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FRA-Ligue 1,2021,standard
FRA,FW,22,1998,10,3,342,3.8,1,0,1,1,0,0,1,0,0.7,0.7,0.8,1.5,0,6,27,0.26,0.0,0.26,0.26,0.26,0.18,0.2,0.39,0.18,0.39,FRA-Ligue 1,2021,standard
KVX,"MF,FW",23,1996,32,25,2298,25.5,0,5,5,0,0,0,5,1,1.7,1.7,4.6,6.3,68,113,120,0.0,0.2,0.2,0.0,0.2,0.06,0.18,0.25,0.06,0.25,FRA-Ligue 1,2021,standard
GAB,DF,32,1988,38,38,3420,38.0,2,0,2,2,0,0,3,0,2.4,2.4,0.1,2.5,10,76,2,0.05,0.0,0.05,0.05,0.05,0.06,0.0,0.07,0.06,0.07,FRA-Ligue 1,2021,standard
FRA,MF,17,2002,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FRA-Ligue 1,2021,standard
GAB,MF,26,1994,29,29,2610,29.0,0,1,1,0,0,0,7,0,0.2,0.2,1.2,1.4,39,155,28,0.0,0.03,0.03,0.0,0.03,0.01,0.04,0.05,0.01,0.05,FRA-Ligue 1,2021,standard
FRA,MF,19,2001,1,0,30,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,2,1,1,0.0,0.0,0.0,0.0,0.0,0.09,0.09,0.18,0.09,0.18,FRA-Ligue 1,2021,standard
MAR,DF,33,1986,23,18,1622,18.0,1,0,1,1,0,0,5,0,0.2,0.2,0.8,1.0,41,65,52,0.06,0.0,0.06,0.06,0.06,0.01,0.04,0.05,0.01,0.05,FRA-Ligue 1,2021,standard
FRA,"FW,MF",34,1986,30,10,1130,12.6,0,2,2,0,0,0,4,1,1.3,1.3,2.6,3.9,23,54,76,0.0,0.16,0.16,0.0,0.16,0.1,0.21,0.31,0.1,0.31,FRA-Ligue 1,2021,standard
FRA,FW,19,2001,5,2,169,1.9,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,2,3,11,0.0,0.0,0.0,0.0,0.0,0.1,0.05,0.15,0.1,0.15,FRA-Ligue 1,2021,standard
ENG,DF,19,2000,22,21,1801,20.0,0,0,0,0,0,0,5,0,0.3,0.3,0.0,0.3,14,56,1,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,FRA-Ligue 1,2021,standard
FRA,MF,28,1991,24,16,1432,15.9,0,0,0,0,0,0,2,0,0.9,0.9,0.8,1.7,6,70,24,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.11,0.05,0.11,FRA-Ligue 1,2021,standard
FRA,"FW,MF",19,2000,30,25,2144,23.8,1,1,2,1,0,0,5,0,3.4,3.4,2.4,5.8,65,67,145,0.04,0.04,0.08,0.04,0.08,0.14,0.1,0.24,0.14,0.24,FRA-Ligue 1,2021,standard
GNB,FW,24,1995,29,24,2161,24.0,7,0,7,7,0,0,4,0,8.1,8.1,0.6,8.7,22,24,162,0.29,0.0,0.29,0.29,0.29,0.34,0.02,0.36,0.34,0.36,FRA-Ligue 1,2021,standard
ROU,FW,21,1998,22,4,529,5.9,0,0,0,0,0,0,0,0,0.5,0.5,0.3,0.8,17,7,39,0.0,0.0,0.0,0.0,0.0,0.08,0.05,0.13,0.08,0.13,FRA-Ligue 1,2021,standard
FRA,"FW,MF",21,1999,23,14,1288,14.3,0,2,2,0,0,1,5,0,2.0,1.2,2.4,3.6,49,42,83,0.0,0.14,0.14,0.0,0.14,0.14,0.17,0.31,0.09,0.25,FRA-Ligue 1,2021,standard
SEN,FW,27,1993,27,13,1196,13.3,5,1,6,4,1,2,4,0,5.2,3.7,0.4,4.2,10,19,72,0.38,0.08,0.45,0.3,0.38,0.39,0.03,0.42,0.28,0.31,FRA-Ligue 1,2021,standard
COD,DF,25,1994,30,25,2307,25.6,2,0,2,2,0,0,5,0,0.3,0.3,1.1,1.4,40,135,96,0.08,0.0,0.08,0.08,0.08,0.01,0.04,0.05,0.01,0.05,FRA-Ligue 1,2021,standard
SEN,MF,22,1997,21,13,1089,12.1,0,0,0,0,0,0,5,0,0.3,0.3,0.6,0.9,14,51,5,0.0,0.0,0.0,0.0,0.0,0.02,0.05,0.07,0.02,0.07,FRA-Ligue 1,2021,standard
FRA,FW,19,2000,4,1,93,1.0,0,0,0,0,0,0,0,0,0.5,0.5,0.0,0.5,0,0,4,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.45,0.45,0.45,FRA-Ligue 1,2021,standard
CIV,"FW,MF",26,1993,17,11,828,9.2,1,1,2,1,0,0,0,1,1.2,1.2,0.2,1.4,22,14,58,0.11,0.11,0.22,0.11,0.22,0.13,0.02,0.15,0.13,0.15,FRA-Ligue 1,2021,standard
FRA,"FW,DF",30,1989,2,1,116,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,3,8,8,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.06,0.04,0.06,FRA-Ligue 1,2021,standard
