nation,pos,age,born,90s,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels,league,season,stat_type
NED,MF,25,1997,27.9,3,0,0,25,30,2,3,40,38,0,0,1,216,28,27,50.9,ITA-Serie A,2022,misc
COL,DF,24,1998,32.2,8,0,0,29,18,0,1,35,37,1,4,1,204,41,30,57.7,ITA-Serie A,2022,misc
URU,DF,20,2002,7.6,2,0,0,16,7,0,1,6,2,0,2,0,43,14,12,53.8,ITA-Serie A,2022,misc
NED,FW,21,2001,9.1,1,0,0,8,9,2,1,4,2,0,0,0,19,12,25,32.4,ITA-Serie A,2022,misc
ITA,DF,26,1996,10.0,2,0,0,6,1,1,2,12,8,0,0,0,61,8,17,32.0,ITA-Serie A,2022,misc
SCO,"MF,FW",22,1999,25.7,4,0,0,50,41,6,13,19,25,0,0,0,106,27,36,42.9,ITA-Serie A,2022,misc
ITA,DF,34,1988,7.5,1,0,0,6,6,2,7,3,2,0,0,1,39,14,12,53.8,ITA-Serie A,2022,misc
AUT,FW,33,1989,17.0,5,0,0,22,20,11,9,2,6,0,0,0,36,10,12,45.5,ITA-Serie A,2022,misc
SUI,"FW,MF",25,1997,17.1,4,0,0,22,22,7,21,7,6,1,1,0,68,10,25,28.6,ITA-Serie A,2022,misc
GAM,"FW,MF",23,1998,21.8,3,0,0,20,19,5,103,1,4,0,0,0,80,12,34,26.1,ITA-Serie A,2022,misc
ITA,FW,30,1991,8.2,2,0,0,13,16,11,20,0,4,2,0,0,23,0,13,0.0,ITA-Serie A,2022,misc
ARG,MF,24,1998,25.6,10,0,0,43,32,2,19,21,49,0,1,0,167,37,27,57.8,ITA-Serie A,2022,misc
FIN,MF,18,2003,1.2,0,0,0,0,0,0,0,1,0,0,0,0,7,1,6,14.3,ITA-Serie A,2022,misc
CRO,MF,24,1998,13.6,1,0,0,15,11,1,18,8,21,0,0,0,97,20,11,64.5,ITA-Serie A,2022,misc
ITA,FW,25,1997,23.6,8,2,1,39,43,18,99,8,19,1,0,0,113,16,25,39.0,ITA-Serie A,2022,misc
ITA,"FW,MF",31,1991,14.7,1,0,0,20,33,2,11,6,16,0,0,0,77,11,16,40.7,ITA-Serie A,2022,misc
AUT,DF,25,1997,28.1,6,0,0,47,28,1,49,35,43,0,0,0,157,27,28,49.1,ITA-Serie A,2022,misc
POL,GK,31,1991,37.0,4,0,0,1,7,0,0,0,1,0,1,0,53,6,1,85.7,ITA-Serie A,2022,misc
ITA,MF,18,2004,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0,ITA-Serie A,2022,misc
ITA,DF,28,1994,11.2,3,0,0,8,13,0,6,25,23,0,0,0,70,15,6,71.4,ITA-Serie A,2022,misc
COD,MF,25,1997,27.6,8,1,0,34,18,4,11,24,23,0,0,0,163,47,76,38.2,ITA-Serie A,2022,misc
ITA,MF,20,2002,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,ITA-Serie A,2022,misc
ITA,"MF,FW",29,1992,10.9,3,0,0,17,23,1,70,14,16,1,0,0,65,6,22,21.4,ITA-Serie A,2022,misc
NGA,FW,27,1994,17.6,3,0,0,34,14,24,8,3,4,0,0,0,30,16,48,25.0,ITA-Serie A,2022,misc
ITA,FW,37,1985,11.8,1,0,0,9,15,6,2,2,3,0,0,0,28,35,67,34.3,ITA-Serie A,2022,misc
NGA,"FW,MF",24,1997,25.2,4,0,0,21,33,9,22,10,8,3,1,0,60,49,85,36.6,ITA-Serie A,2022,misc
AUT,DF,21,2000,18.4,3,0,0,21,15,0,4,25,34,0,0,0,121,28,17,62.2,ITA-Serie A,2022,misc
ITA,DF,23,1998,30.9,3,0,0,27,37,5,147,22,27,0,0,0,190,13,26,33.3,ITA-Serie A,2022,misc
GHA,"FW,MF",19,2003,9.1,4,0,0,18,11,6,4,1,3,0,0,0,39,17,42,28.8,ITA-Serie A,2022,misc
ITA,FW,23,1999,11.7,1,0,0,22,18,4,4,8,8,0,0,0,39,59,60,49.6,ITA-Serie A,2022,misc
ITA,DF,22,2000,7.8,0,1,0,13,12,0,54,11,8,0,0,0,57,2,14,12.5,ITA-Serie A,2022,misc
ARG,MF,29,1993,6.2,0,1,0,6,5,0,1,10,8,0,0,0,39,9,9,50.0,ITA-Serie A,2022,misc
ROU,GK,25,1997,9.0,0,0,0,0,1,0,0,0,0,0,0,0,11,3,1,75.0,ITA-Serie A,2022,misc
SCO,DF,27,1995,2.4,1,0,0,2,1,0,1,1,0,0,0,0,14,8,3,72.7,ITA-Serie A,2022,misc
URU,DF,27,1995,1.1,0,0,0,1,1,1,9,0,2,0,0,0,5,1,0,100.0,ITA-Serie A,2022,misc
MEX,DF,23,1998,20.1,7,0,0,21,19,0,4,45,26,0,0,0,129,35,44,44.3,ITA-Serie A,2022,misc
ITA,DF,25,1997,25.7,11,0,0,40,43,3,118,38,33,0,1,0,136,29,21,58.0,ITA-Serie A,2022,misc
ITA,"MF,FW",24,1998,8.3,2,0,0,9,10,2,46,9,13,1,0,0,48,3,10,23.1,ITA-Serie A,2022,misc
GEO,DF,24,1998,20.4,4,0,0,27,9,1,6,22,19,0,1,0,88,38,32,54.3,ITA-Serie A,2022,misc
ITA,MF,27,1994,11.1,1,0,0,10,6,0,24,12,15,0,0,0,71,5,15,25.0,ITA-Serie A,2022,misc
ITA,GK,22,2000,27.0,1,0,0,0,5,0,0,0,1,0,0,0,29,5,2,71.4,ITA-Serie A,2022,misc
ITA,DF,29,1993,23.7,5,0,0,18,10,0,3,20,19,0,1,0,137,63,40,61.2,ITA-Serie A,2022,misc
ITA,MF,32,1989,15.7,2,0,0,16,12,0,38,15,21,0,0,0,99,9,14,39.1,ITA-Serie A,2022,misc
SEN,GK,25,1997,2.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100.0,ITA-Serie A,2022,misc
CHI,MF,25,1996,8.2,2,0,0,13,4,0,22,10,10,0,0,0,43,4,6,40.0,ITA-Serie A,2022,misc
ITA,DF,25,1997,7.9,4,0,0,16,7,2,39,4,11,0,1,0,42,5,8,38.5,ITA-Serie A,2022,misc
ITA,"FW,MF",33,1988,0.3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0.0,ITA-Serie A,2022,misc
ARG,MF,25,1997,8.1,1,0,0,11,9,0,5,13,14,0,0,0,62,10,20,33.3,ITA-Serie A,2022,misc
FRA,MF,28,1994,26.3,5,0,0,27,47,0,9,27,31,0,0,0,174,28,17,62.2,ITA-Serie A,2022,misc
ITA,MF,20,2002,0.3,0,0,0,1,1,0,2,0,0,0,0,0,0,0,1,0.0,ITA-Serie A,2022,misc
ROU,DF,32,1989,10.9,2,0,0,16,8,0,0,22,20,0,0,1,67,18,22,45.0,ITA-Serie A,2022,misc
ITA,MF,27,1995,13.3,3,0,0,22,13,0,0,27,21,0,0,0,91,26,11,70.3,ITA-Serie A,2022,misc
ALB,DF,25,1996,23.3,3,0,0,19,13,0,0,27,32,0,0,1,93,57,41,58.2,ITA-Serie A,2022,misc
ITA,MF,19,2003,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,ITA-Serie A,2022,misc
ITA,"MF,FW",21,2000,0.6,0,0,0,1,0,0,2,0,0,0,0,0,3,2,1,66.7,ITA-Serie A,2022,misc
SWE,"FW,MF",20,2002,0.2,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0.0,ITA-Serie A,2022,misc
ITA,DF,21,2000,31.4,10,1,0,34,74,0,59,41,35,1,1,0,233,30,13,69.8,ITA-Serie A,2022,misc
ITA,MF,27,1995,25.1,10,0,0,53,37,0,91,18,34,0,1,0,138,10,19,34.5,ITA-Serie A,2022,misc
ITA,FW,34,1987,19.0,1,0,0,13,22,23,6,2,2,0,0,0,36,17,29,37.0,ITA-Serie A,2022,misc
ITA,GK,25,1996,30.9,3,0,0,0,8,0,0,0,1,0,0,0,29,9,2,81.8,ITA-Serie A,2022,misc
POR,MF,18,2004,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,ITA-Serie A,2022,misc
ITA,MF,19,2003,9.2,4,0,0,20,13,0,11,7,17,0,0,0,55,14,30,31.8,ITA-Serie A,2022,misc
CIV,"MF,FW",29,1992,15.1,9,2,1,31,18,0,11,13,37,0,0,0,76,16,18,47.1,ITA-Serie A,2022,misc
BEL,DF,20,2002,11.4,3,0,0,13,2,0,0,6,9,0,0,0,58,16,11,59.3,ITA-Serie A,2022,misc
SCO,MF,26,1996,11.2,9,0,0,35,12,2,35,10,10,0,0,0,61,6,11,35.3,ITA-Serie A,2022,misc
NZL,DF,21,2000,6.5,1,0,0,9,4,0,29,4,10,0,2,0,38,7,21,25.0,ITA-Serie A,2022,misc
ITA,DF,32,1990,0.2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,,ITA-Serie A,2022,misc
CRO,"MF,FW",27,1995,5.8,1,0,0,2,7,1,25,3,3,0,0,0,30,7,7,50.0,ITA-Serie A,2022,misc
URU,FW,21,2001,18.9,4,0,0,20,29,5,22,3,8,0,0,0,52,43,61,41.3,ITA-Serie A,2022,misc
ITA,"FW,MF",31,1991,6.4,3,0,0,12,5,7,2,1,1,0,1,0,9,8,20,28.6,ITA-Serie A,2022,misc
ALB,"MF,FW",23,1999,10.4,1,0,0,6,6,3,35,7,4,0,0,0,49,2,7,22.2,ITA-Serie A,2022,misc
SUI,MF,26,1996,12.8,2,0,0,20,11,1,11,8,13,0,0,0,62,6,19,24.0,ITA-Serie A,2022,misc
ITA,"FW,MF",21,2000,14.3,5,1,1,25,60,1,41,9,22,1,0,0,64,3,15,16.7,ITA-Serie A,2022,misc
SVN,DF,26,1995,17.0,3,0,0,12,15,0,35,11,22,0,0,0,91,4,7,36.4,ITA-Serie A,2022,misc
ITA,FW,21,2001,5.7,0,0,0,7,3,4,1,1,1,0,0,0,15,18,26,40.9,ITA-Serie A,2022,misc
ROU,MF,26,1996,28.2,7,0,0,31,21,1,140,14,22,0,1,0,148,16,17,48.5,ITA-Serie A,2022,misc
NED,FW,25,1997,9.8,0,0,0,6,8,1,4,3,10,0,0,0,27,18,16,52.9,ITA-Serie A,2022,misc
KVX,GK,34,1988,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,ITA-Serie A,2022,misc
ITA,GK,24,1997,7.0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,1,50.0,ITA-Serie A,2022,misc
POL,DF,22,2000,6.7,0,0,0,5,2,0,0,7,6,0,0,0,21,4,7,36.4,ITA-Serie A,2022,misc
ITA,DF,25,1996,34.8,4,2,1,21,21,0,2,43,18,0,0,0,170,72,67,51.8,ITA-Serie A,2022,misc
ITA,MF,19,2003,19.7,2,0,0,12,37,1,21,2,12,0,0,0,69,3,9,25.0,ITA-Serie A,2022,misc
NGA,DF,26,1995,21.4,0,0,0,12,17,3,28,12,14,0,0,0,91,19,32,37.3,ITA-Serie A,2022,misc
SRB,DF,22,1999,10.4,2,0,0,4,12,3,79,5,9,0,0,0,59,7,9,43.8,ITA-Serie A,2022,misc
ITA,MF,19,2002,1.7,1,0,0,7,4,0,1,0,2,0,0,0,8,2,2,50.0,ITA-Serie A,2022,misc
GHA,MF,29,1993,12.3,3,0,0,26,12,1,26,8,10,0,0,0,67,9,7,56.3,ITA-Serie A,2022,misc
CZE,MF,27,1994,20.0,4,0,0,13,17,3,14,3,9,0,1,0,76,18,31,36.7,ITA-Serie A,2022,misc
BRA,FW,24,1998,15.9,4,0,0,26,18,2,4,1,2,0,1,0,39,49,49,50.0,ITA-Serie A,2022,misc
CIV,FW,24,1997,20.7,5,0,0,32,56,7,49,12,18,1,0,0,91,62,52,54.4,ITA-Serie A,2022,misc
ITA,DF,29,1992,28.3,1,0,0,29,38,1,300,14,38,0,0,1,137,19,25,43.2,ITA-Serie A,2022,misc
BRA,DF,23,1998,25.9,5,1,1,28,40,0,61,25,22,0,1,0,184,19,13,59.4,ITA-Serie A,2022,misc
ITA,MF,25,1997,8.0,3,0,0,12,12,1,12,8,8,0,0,0,36,4,11,26.7,ITA-Serie A,2022,misc
ITA,MF,32,1989,21.2,4,1,0,24,40,2,48,16,23,1,0,0,140,14,22,38.9,ITA-Serie A,2022,misc
BRA,DF,24,1998,22.9,10,1,1,29,13,0,1,25,29,0,0,0,157,38,28,57.6,ITA-Serie A,2022,misc
FRA,FW,24,1998,22.3,4,0,0,28,25,5,24,4,8,1,0,0,86,14,28,33.3,ITA-Serie A,2022,misc
CRO,"FW,MF",24,1998,2.5,1,0,0,3,5,0,10,1,1,0,0,0,13,0,6,0.0,ITA-Serie A,2022,misc
ITA,DF,27,1995,10.3,2,0,0,7,9,1,37,5,7,0,0,0,53,10,9,52.6,ITA-Serie A,2022,misc
ITA,DF,23,1999,5.6,1,0,0,6,2,2,0,11,4,0,0,0,30,11,13,45.8,ITA-Serie A,2022,misc
ARG,DF,26,1996,24.1,6,0,0,21,25,1,4,48,48,0,0,0,167,76,36,67.9,ITA-Serie A,2022,misc
SRB,"FW,MF",24,1997,17.0,3,0,0,23,8,11,1,2,3,0,0,0,18,29,54,34.9,ITA-Serie A,2022,misc
ITA,DF,27,1994,1.0,0,0,0,1,1,0,7,1,3,0,0,0,10,3,2,60.0,ITA-Serie A,2022,misc
ITA,GK,23,1999,5.0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,,ITA-Serie A,2022,misc
ARG,"FW,MF",24,1998,15.0,3,0,0,16,55,4,31,4,10,0,1,0,60,64,36,64.0,ITA-Serie A,2022,misc
SRB,DF,24,1997,23.7,4,0,0,39,21,0,0,22,25,0,0,1,127,73,30,70.9,ITA-Serie A,2022,misc
ITA,GK,27,1995,3.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,ITA-Serie A,2022,misc
ITA,GK,32,1990,29.0,1,0,0,2,0,0,0,1,1,0,2,0,51,6,0,100.0,ITA-Serie A,2022,misc
ITA,FW,30,1991,13.4,4,0,0,14,22,5,32,5,5,0,0,0,67,8,8,50.0,ITA-Serie A,2022,misc
ITA,FW,23,1999,9.3,1,0,0,4,27,6,31,0,3,0,0,0,32,3,5,37.5,ITA-Serie A,2022,misc
ITA,MF,25,1997,21.7,8,0,0,31,18,1,74,16,24,0,0,0,121,35,23,60.3,ITA-Serie A,2022,misc
ITA,GK,35,1987,1.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,ITA-Serie A,2022,misc
MAR,MF,25,1996,22.2,11,0,0,54,28,0,26,21,24,0,2,0,157,11,13,45.8,ITA-Serie A,2022,misc
POL,MF,24,1997,0.4,0,0,0,1,0,0,1,0,0,0,0,0,2,1,1,50.0,ITA-Serie A,2022,misc
MAR,MF,23,1998,3.3,2,0,0,8,3,0,7,1,1,0,0,0,20,3,4,42.9,ITA-Serie A,2022,misc
ARG,FW,23,1999,8.1,2,0,0,17,13,4,0,3,3,1,0,1,14,25,51,32.9,ITA-Serie A,2022,misc
CMR,MF,28,1994,33.7,3,0,0,32,31,1,21,37,30,0,0,0,218,27,31,46.6,ITA-Serie A,2022,misc
AUS,MF,26,1996,2.5,0,0,0,7,2,0,7,0,1,0,0,0,11,1,3,25.0,ITA-Serie A,2022,misc
ITA,MF,21,2001,0.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0.0,ITA-Serie A,2022,misc
CZE,MF,27,1994,0.3,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,,ITA-Serie A,2022,misc
ARG,DF,20,2002,0.6,1,0,0,3,0,0,0,0,1,0,0,0,5,1,0,100.0,ITA-Serie A,2022,misc
BEL,"MF,FW",22,2000,8.3,2,0,0,13,11,5,18,6,3,0,1,0,29,17,35,32.7,ITA-Serie A,2022,misc
SRB,"MF,DF",31,1990,24.9,0,0,0,8,3,9,123,16,13,0,0,0,142,6,16,27.3,ITA-Serie A,2022,misc
ITA,DF,30,1991,16.5,7,0,0,21,11,4,37,15,24,0,0,0,85,14,21,40.0,ITA-Serie A,2022,misc
NED,DF,24,1998,0.1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,,ITA-Serie A,2022,misc
ITA,DF,18,2003,13.1,5,0,0,10,0,0,3,14,17,0,1,0,70,47,34,58.0,ITA-Serie A,2022,misc
ITA,DF,25,1997,24.1,7,0,0,43,31,4,60,18,28,0,0,0,113,24,39,38.1,ITA-Serie A,2022,misc
ITA,DF,30,1992,15.7,9,1,0,31,19,0,6,19,19,0,0,0,102,30,17,63.8,ITA-Serie A,2022,misc
ITA,"DF,MF",19,2003,9.1,2,0,0,7,17,0,25,10,13,0,0,0,47,15,20,42.9,ITA-Serie A,2022,misc
ITA,DF,26,1995,17.0,7,1,0,22,8,0,4,21,22,0,0,1,93,33,21,61.1,ITA-Serie A,2022,misc
GHA,MF,19,2003,7.2,4,0,0,11,3,1,2,14,13,0,0,0,55,10,12,45.5,ITA-Serie A,2022,misc
SWE,DF,23,1999,29.0,9,0,0,52,23,0,1,31,36,0,0,0,229,80,53,60.2,ITA-Serie A,2022,misc
SRB,MF,21,2001,9.5,1,0,0,9,9,0,47,8,10,0,0,0,72,10,13,43.5,ITA-Serie A,2022,misc
NED,"MF,FW",19,2002,3.2,1,0,0,8,1,3,5,2,3,0,0,0,13,0,5,0.0,ITA-Serie A,2022,misc
SCO,DF,20,2002,15.0,1,0,0,14,7,2,46,11,8,0,0,0,93,16,23,41.0,ITA-Serie A,2022,misc
COL,DF,21,2001,4.9,3,0,0,7,2,1,8,13,6,0,0,0,41,18,15,54.5,ITA-Serie A,2022,misc
ITA,"FW,MF",29,1992,17.5,2,0,0,25,22,15,13,5,6,0,0,0,64,20,68,22.7,ITA-Serie A,2022,misc
GER,DF,27,1994,11.1,3,0,0,17,10,0,3,30,6,0,0,0,81,22,21,51.2,ITA-Serie A,2022,misc
ITA,GK,26,1996,37.0,1,0,0,0,5,0,0,0,0,0,0,0,55,4,2,66.7,ITA-Serie A,2022,misc
CMR,MF,24,1998,5.8,4,0,0,11,4,0,8,6,5,0,0,0,48,5,8,38.5,ITA-Serie A,2022,misc
POR,MF,36,1986,12.9,6,0,0,20,8,1,62,6,10,0,0,1,114,14,14,50.0,ITA-Serie A,2022,misc
BIH,FW,32,1990,15.2,3,0,0,24,29,5,0,1,1,0,0,0,30,197,57,77.6,ITA-Serie A,2022,misc
DEN,MF,26,1996,6.6,2,0,0,13,7,0,5,5,6,0,0,0,37,50,21,70.4,ITA-Serie A,2022,misc
SVK,MF,27,1994,11.8,4,0,0,17,26,0,14,13,14,0,0,0,107,11,14,44.0,ITA-Serie A,2022,misc
GRE,DF,23,1998,1.4,0,0,0,4,2,0,0,2,4,0,0,0,7,3,3,50.0,ITA-Serie A,2022,misc
POL,DF,27,1995,18.1,6,1,0,37,13,1,13,23,31,0,0,0,120,43,27,61.4,ITA-Serie A,2022,misc
ITA,FW,21,2001,2.1,0,0,0,2,3,4,3,0,0,0,0,0,4,3,13,18.8,ITA-Serie A,2022,misc
ITA,GK,27,1995,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,ITA-Serie A,2022,misc
ITA,"MF,FW",30,1992,12.2,3,0,0,15,26,1,77,0,10,0,0,0,66,9,14,39.1,ITA-Serie A,2022,misc
FRA,FW,27,1994,11.4,4,0,0,27,16,9,5,0,3,0,0,0,29,46,39,54.1,ITA-Serie A,2022,misc
SLE,"MF,FW",21,2001,9.6,1,0,0,13,21,4,33,8,10,0,0,0,40,9,22,29.0,ITA-Serie A,2022,misc
ITA,DF,23,1999,24.0,3,0,0,19,15,1,49,24,20,0,0,0,117,39,23,62.9,ITA-Serie A,2022,misc
ITA,GK,39,1983,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,ITA-Serie A,2022,misc
CMR,GK,26,1996,24.0,1,0,0,0,3,0,0,0,0,0,0,1,24,3,0,100.0,ITA-Serie A,2022,misc
ITA,DF,33,1988,8.1,3,1,0,16,11,0,9,10,17,1,0,0,39,8,9,47.1,ITA-Serie A,2022,misc
NED,DF,26,1996,24.6,4,0,0,31,39,2,82,12,18,2,1,1,90,41,41,50.0,ITA-Serie A,2022,misc
BIH,FW,36,1986,19.2,3,0,0,26,24,10,24,3,2,0,0,0,60,41,43,48.8,ITA-Serie A,2022,misc
ITA,DF,24,1997,23.0,0,0,0,12,30,5,207,18,25,0,1,0,122,5,12,29.4,ITA-Serie A,2022,misc
ITA,DF,34,1988,26.9,4,0,0,17,13,2,22,41,19,0,0,0,151,78,42,65.0,ITA-Serie A,2022,misc
TUR,MF,28,1994,26.3,3,0,0,46,26,2,167,25,27,0,0,0,193,14,15,48.3,ITA-Serie A,2022,misc
ARM,MF,33,1989,22.1,4,0,0,28,28,0,19,21,26,0,0,0,166,9,12,42.9,ITA-Serie A,2022,misc
ARG,FW,27,1994,10.6,1,0,0,12,18,2,2,3,7,0,0,0,41,4,12,25.0,ITA-Serie A,2022,misc
ALB,MF,20,2002,6.6,2,0,0,5,7,0,21,6,5,0,0,0,37,0,4,0.0,ITA-Serie A,2022,misc
ARG,FW,24,1997,28.6,3,0,0,46,63,13,14,13,14,1,0,0,95,40,42,48.8,ITA-Serie A,2022,misc
CRO,MF,29,1992,19.7,8,0,0,24,13,0,45,22,22,0,0,0,141,6,12,33.3,ITA-Serie A,2022,misc
ITA,DF,32,1989,22.5,3,0,0,21,20,3,28,21,30,0,0,0,121,15,23,39.5,ITA-Serie A,2022,misc
ITA,DF,19,2003,0.3,0,0,0,2,0,0,0,0,0,0,0,0,2,0,1,0.0,ITA-Serie A,2022,misc
SVK,DF,27,1995,19.7,5,1,1,35,14,1,5,13,18,0,0,1,112,17,18,48.6,ITA-Serie A,2022,misc
ITA,MF,25,1997,29.0,6,0,0,32,45,9,84,12,25,0,0,0,178,20,15,57.1,ITA-Serie A,2022,misc
ITA,DF,22,2000,5.5,0,0,0,4,9,2,32,4,6,0,0,0,25,3,3,50.0,ITA-Serie A,2022,misc
ITA,MF,28,1994,8.7,5,1,1,20,9,0,7,4,6,0,0,0,38,16,7,69.6,ITA-Serie A,2022,misc
GER,DF,28,1994,13.2,2,0,0,17,3,3,43,23,18,0,0,0,52,20,12,62.5,ITA-Serie A,2022,misc
BEL,FW,29,1993,18.4,1,0,0,16,6,13,24,0,1,0,0,0,23,39,35,52.7,ITA-Serie A,2022,misc
SVN,GK,38,1984,13.7,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,,ITA-Serie A,2022,misc
NED,DF,30,1992,21.6,4,0,0,15,7,0,0,40,18,0,1,0,100,82,30,73.2,ITA-Serie A,2022,misc
