league,season,team,player,nation,pos,age,born,90s,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels,stat_type
,,,,,,,,,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,
ITA-Serie A,2020,Fiorentina,Bartłomiej Drągowski,POL,GK,22,1997,35.0,0,1,0,1,6,0,0,1,0,0,1,0,43,6,1,85.7,misc
ITA-Serie A,2020,Fiorentina,Borja Valero,ESP,"MF,FW",35,1985,5.5,3,0,0,10,15,1,2,6,9,0,0,0,41,1,5,16.7,misc
ITA-Serie A,2020,Fiorentina,Christian Kouamé,CIV,FW,22,1997,11.1,4,0,0,25,32,5,6,5,4,0,0,0,31,38,56,40.4,misc
ITA-Serie A,2020,Fiorentina,Cristiano Biraghi,ITA,DF,27,1992,31.1,8,0,0,27,23,4,286,27,23,0,0,0,136,9,19,32.1,misc
ITA-Serie A,2020,Fiorentina,Cristóbal Montiel,ESP,"MF,FW",20,2000,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,misc
ITA-Serie A,2020,Fiorentina,Dušan Vlahović,SRB,FW,20,2000,32.5,1,0,0,53,70,26,21,4,4,2,0,0,79,114,144,44.2,misc
ITA-Serie A,2020,Fiorentina,Erick Pulgar,CHI,MF,26,1994,22.2,8,0,0,23,22,0,80,41,18,0,1,0,140,28,12,70.0,misc
ITA-Serie A,2020,Fiorentina,Federico Ceccherini,ITA,DF,28,1992,3.0,2,0,0,5,3,0,0,7,1,0,1,1,12,4,4,50.0,misc
ITA-Serie A,2020,Fiorentina,Federico Chiesa,ITA,DF,22,1997,2.7,0,0,0,2,3,2,11,1,2,0,0,0,10,1,1,50.0,misc
ITA-Serie A,2020,Fiorentina,Franck Ribéry,FRA,FW,37,1983,23.9,6,1,0,36,73,7,18,3,11,1,0,0,72,6,20,23.1,misc
ITA-Serie A,2020,Fiorentina,Gaetano Castrovilli,ITA,MF,23,1997,25.9,8,1,0,41,63,1,36,34,19,0,1,0,136,13,39,25.0,misc
ITA-Serie A,2020,Fiorentina,Germán Pezzella,ARG,DF,29,1991,30.5,5,0,0,33,17,4,2,36,20,0,2,0,130,66,45,59.5,misc
ITA-Serie A,2020,Fiorentina,Giacomo Bonaventura,ITA,MF,30,1989,25.1,5,0,0,39,41,7,38,39,19,1,0,0,139,29,31,48.3,misc
ITA-Serie A,2020,Fiorentina,Igor,BRA,DF,22,1998,13.0,5,0,0,21,6,1,4,23,9,0,1,0,59,10,13,43.5,misc
ITA-Serie A,2020,Fiorentina,José Callejón,ESP,"FW,MF",33,1987,7.4,0,0,0,6,12,0,28,4,7,0,0,0,33,9,8,52.9,misc
ITA-Serie A,2020,Fiorentina,Kévin Malcuit,MAR,DF,29,1991,2.3,0,0,0,4,1,0,10,3,3,0,0,0,7,2,1,66.7,misc
ITA-Serie A,2020,Fiorentina,Lorenzo Venuti,ITA,DF,25,1995,19.5,3,0,0,10,26,1,56,17,11,0,0,1,77,8,12,40.0,misc
ITA-Serie A,2020,Fiorentina,Lucas Martínez Quarta,ARG,DF,24,1996,16.5,4,1,0,23,10,0,5,39,20,0,1,0,107,28,22,56.0,misc
ITA-Serie A,2020,Fiorentina,Martín Cáceres,URU,DF,33,1987,24.9,4,0,0,19,18,0,45,14,12,0,1,0,126,25,24,51.0,misc
ITA-Serie A,2020,Fiorentina,Maximiliano Olivera,URU,DF,28,1992,1.0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,2,33.3,misc
ITA-Serie A,2020,Fiorentina,Nikola Milenković,SRB,DF,22,1997,33.7,7,1,0,56,16,0,6,44,29,0,1,0,148,101,30,77.1,misc
ITA-Serie A,2020,Fiorentina,Patrick Cutrone,ITA,FW,22,1998,2.2,0,0,0,8,3,0,3,1,3,0,0,0,5,3,7,30.0,misc
ITA-Serie A,2020,Fiorentina,Pietro Terracciano,ITA,GK,30,1990,3.0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,,misc
ITA-Serie A,2020,Fiorentina,Pol Lirola,ESP,"DF,FW",22,1997,5.5,3,0,0,4,3,1,22,6,8,0,0,0,30,3,4,42.9,misc
ITA-Serie A,2020,Fiorentina,Riccardo Saponara,ITA,MF,28,1991,0.6,0,0,0,1,1,0,0,1,1,0,0,0,4,0,2,0.0,misc
ITA-Serie A,2020,Fiorentina,Sofyan Amrabat,MAR,MF,23,1996,27.1,7,0,0,59,44,0,16,23,22,0,0,0,188,18,26,40.9,misc
ITA-Serie A,2020,Fiorentina,Valentin Eysseric,FRA,"MF,FW",28,1992,8.1,2,0,0,12,11,0,33,7,8,0,0,0,40,10,9,52.6,misc
ITA-Serie A,2020,Genoa,Alberto Paleari,ITA,GK,27,1992,2.3,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0.0,misc
ITA-Serie A,2020,Genoa,Andrea Masiello,ITA,DF,34,1986,28.5,6,0,0,15,12,1,8,53,22,0,1,0,156,40,34,54.1,misc
ITA-Serie A,2020,Genoa,Cristián Zapata,COL,DF,33,1986,10.8,2,0,0,6,5,0,0,15,12,0,1,0,45,27,13,67.5,misc
ITA-Serie A,2020,Genoa,Davide Biraschi,ITA,DF,26,1994,10.2,2,0,0,16,7,0,13,21,9,0,0,0,61,9,14,39.1,misc
ITA-Serie A,2020,Genoa,Davide Zappacosta,ITA,DF,28,1992,22.7,3,0,0,23,19,8,83,18,16,0,0,0,119,14,11,56.0,misc
ITA-Serie A,2020,Genoa,Domenico Criscito,ITA,DF,33,1986,19.2,6,0,0,23,26,0,27,44,22,0,1,0,110,20,26,43.5,misc
ITA-Serie A,2020,Genoa,Edoardo Goldaniga,ITA,DF,26,1993,20.6,8,0,0,30,24,1,33,38,18,0,0,0,75,25,36,41.0,misc
ITA-Serie A,2020,Genoa,Eldor Shomurodov,UZB,FW,25,1995,18.6,1,0,0,39,21,11,15,6,14,0,0,0,59,46,79,36.8,misc
ITA-Serie A,2020,Genoa,Federico Marchetti,ITA,GK,37,1983,3.7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0.0,misc
ITA-Serie A,2020,Genoa,Filippo Melegoni,ITA,"MF,DF",21,1999,4.3,1,0,0,3,5,0,14,5,6,0,0,0,14,2,2,50.0,misc
ITA-Serie A,2020,Genoa,Francesco Cassata,ITA,"DF,FW",23,1997,2.5,2,0,0,10,8,0,6,3,6,0,0,0,16,3,4,42.9,misc
ITA-Serie A,2020,Genoa,Gianluca Scamacca,ITA,FW,21,1999,15.0,1,0,0,32,17,10,10,9,10,0,0,1,54,41,39,51.3,misc
ITA-Serie A,2020,Genoa,Giuseppe Caso,ITA,"DF,FW",21,1998,0.6,0,0,0,2,2,0,2,0,0,0,0,0,7,0,1,0.0,misc
ITA-Serie A,2020,Genoa,Goran Pandev,MKD,"FW,MF",37,1983,15.6,5,0,0,12,36,7,10,2,5,0,0,0,78,16,27,37.2,misc
ITA-Serie A,2020,Genoa,Ivan Radovanović,SRB,"DF,MF",31,1988,24.8,6,0,0,28,25,0,4,37,15,0,2,0,156,54,45,54.5,misc
ITA-Serie A,2020,Genoa,Jérôme Onguéné,CMR,DF,22,1997,2.0,0,0,0,3,1,0,1,2,1,0,0,0,14,2,6,25.0,misc
ITA-Serie A,2020,Genoa,Kevin Strootman,NED,MF,30,1990,14.6,7,0,0,25,13,1,39,25,18,0,0,0,89,15,15,50.0,misc
ITA-Serie A,2020,Genoa,Lennart-Marten Czyborra,GER,DF,21,1999,13.0,2,0,0,11,4,0,27,17,10,0,0,0,55,9,18,33.3,misc
ITA-Serie A,2020,Genoa,Luca Pellegrini,ITA,"DF,MF",21,1999,7.1,2,0,0,10,16,0,29,8,6,0,0,1,50,4,13,23.5,misc
ITA-Serie A,2020,Genoa,Lukas Lerager,DEN,MF,27,1993,12.9,0,0,0,16,16,3,7,14,13,0,0,0,85,9,14,39.1,misc
ITA-Serie A,2020,Genoa,Manolo Portanova,ITA,"MF,FW",20,2000,0.7,0,0,0,3,6,0,0,1,3,0,0,0,5,0,4,0.0,misc
ITA-Serie A,2020,Genoa,Marko Pjaca,CRO,"FW,MF",25,1995,15.8,0,0,0,19,24,2,4,7,6,0,0,0,65,15,47,24.2,misc
ITA-Serie A,2020,Genoa,Mattia Bani,ITA,DF,26,1993,10.2,4,0,0,13,7,1,2,27,5,0,0,0,39,32,29,52.5,misc
ITA-Serie A,2020,Genoa,Mattia Destro,ITA,FW,29,1991,17.8,5,0,0,39,37,22,4,4,3,0,0,0,40,34,61,35.8,misc
ITA-Serie A,2020,Genoa,Mattia Perin,ITA,GK,27,1992,32.0,1,1,0,2,4,0,0,1,0,0,1,0,38,9,1,90.0,misc
ITA-Serie A,2020,Genoa,Miha Zajc,SVN,MF,26,1994,20.7,4,0,0,27,27,3,77,27,14,0,0,0,107,18,26,40.9,misc
ITA-Serie A,2020,Genoa,Milan Badelj,CRO,MF,31,1989,26.8,7,0,0,34,32,1,15,87,27,1,0,0,228,16,12,57.1,misc
ITA-Serie A,2020,Genoa,Nicolò Rovella,ITA,MF,18,2001,13.2,4,0,0,19,23,0,29,20,16,0,1,0,93,7,13,35.0,misc
ITA-Serie A,2020,Genoa,Paolo Ghiglione,ITA,"DF,MF",23,1997,15.1,4,0,0,18,13,3,85,13,15,0,0,0,60,15,18,45.5,misc
ITA-Serie A,2020,Genoa,Steeve-Mike Ebongue,FRA,MF,19,2001,0.6,0,0,0,0,0,0,0,0,1,0,0,0,9,0,0,,misc
ITA-Serie A,2020,Genoa,Stefano Sturaro,ITA,MF,27,1993,4.9,1,0,0,14,12,2,22,7,5,0,0,0,33,7,12,36.8,misc
ITA-Serie A,2020,Genoa,Valon Behrami,SUI,MF,35,1985,9.9,3,1,1,28,21,0,3,9,9,1,0,0,41,12,18,40.0,misc
ITA-Serie A,2020,Genoa,Vittorio Parigini,ITA,"MF,DF",24,1996,0.6,0,0,0,0,2,1,9,0,2,0,0,0,2,2,2,50.0,misc
ITA-Serie A,2020,Genoa,Yayah Kallon,SLE,FW,19,2001,0.5,0,0,0,0,0,2,1,0,0,0,0,0,1,2,1,66.7,misc
ITA-Serie A,2020,Hellas Verona,Adrien Tameze,CMR,MF,26,1994,25.6,6,0,0,35,29,2,15,32,25,0,1,0,188,44,48,47.8,misc
ITA-Serie A,2020,Hellas Verona,Alan Empereur,BRA,DF,26,1994,2.4,1,0,0,3,1,0,0,6,0,0,0,0,7,2,3,40.0,misc
ITA-Serie A,2020,Hellas Verona,Alessandro Berardi,ITA,GK,29,1991,0.3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,misc
ITA-Serie A,2020,Hellas Verona,Andrea Danzi,ITA,DF,21,1999,1.2,1,0,0,1,0,0,0,3,0,0,0,0,0,0,0,,misc
ITA-Serie A,2020,Hellas Verona,Andrea Favilli,ITA,FW,23,1997,3.8,1,0,0,14,8,9,0,0,1,0,0,0,8,17,27,38.6,misc
ITA-Serie A,2020,Hellas Verona,Antonín Barák,CZE,MF,25,1994,30.7,5,1,0,60,17,4,14,12,19,0,1,0,216,65,81,44.5,misc
ITA-Serie A,2020,Hellas Verona,Daniel Bessa,ITA,MF,27,1993,6.8,1,0,0,16,6,3,16,2,8,0,0,0,39,2,16,11.1,misc
ITA-Serie A,2020,Hellas Verona,Darko Lazović,SRB,"DF,MF",29,1990,27.8,3,0,0,10,2,10,125,20,17,0,0,0,157,17,18,48.6,misc
ITA-Serie A,2020,Hellas Verona,Davide Faraoni,ITA,DF,28,1991,32.1,8,0,0,47,38,9,62,49,33,0,0,0,227,42,34,55.3,misc
ITA-Serie A,2020,Hellas Verona,Destiny Udogie,ITA,"DF,MF",17,2002,1.9,1,0,0,5,3,1,1,2,4,0,0,0,13,3,5,37.5,misc
ITA-Serie A,2020,Hellas Verona,Ebrima Colley,GAM,"MF,FW",20,2000,8.2,1,0,0,13,18,7,12,6,4,0,0,0,34,2,36,5.3,misc
ITA-Serie A,2020,Hellas Verona,Eddie Salcedo,ITA,"MF,FW",18,2001,8.4,3,0,0,14,15,3,18,6,2,1,0,0,34,36,57,38.7,misc
ITA-Serie A,2020,Hellas Verona,Federico Ceccherini,ITA,DF,28,1992,19.3,8,0,0,47,33,1,6,40,12,0,0,0,92,72,42,63.2,misc
ITA-Serie A,2020,Hellas Verona,Federico Dimarco,ITA,DF,22,1997,29.0,6,0,0,32,50,6,262,47,19,0,1,0,192,15,27,35.7,misc
ITA-Serie A,2020,Hellas Verona,Giangiacomo Magnani,ITA,DF,24,1995,16.8,8,0,0,44,29,0,2,44,15,0,0,1,82,76,40,65.5,misc
ITA-Serie A,2020,Hellas Verona,Ivan Ilić,SRB,MF,19,2001,20.4,2,0,0,23,29,0,40,27,14,0,0,0,125,35,25,58.3,misc
ITA-Serie A,2020,Hellas Verona,Ivor Pandur,CRO,GK,20,2000,3.7,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,100.0,misc
ITA-Serie A,2020,Hellas Verona,Kevin Lasagna,ITA,FW,27,1992,14.1,0,0,0,32,21,23,4,1,3,0,0,0,30,26,48,35.1,misc
ITA-Serie A,2020,Hellas Verona,Kevin Rüegg,SUI,"DF,MF",21,1998,2.3,0,0,0,2,1,1,3,2,0,1,0,0,9,1,4,20.0,misc
ITA-Serie A,2020,Hellas Verona,Koray Günter,GER,DF,25,1994,19.6,4,0,0,31,11,0,3,70,10,0,1,0,124,73,53,57.9,misc
ITA-Serie A,2020,Hellas Verona,Marco Silvestri,ITA,GK,29,1991,34.0,1,0,0,2,3,0,0,0,0,0,2,1,61,7,3,70.0,misc
ITA-Serie A,2020,Hellas Verona,Matteo Lovato,ITA,DF,20,2000,15.4,5,0,0,25,9,0,2,37,12,0,1,0,102,30,41,42.3,misc
ITA-Serie A,2020,Hellas Verona,Mattia Zaccagni,ITA,MF,25,1995,29.0,6,0,0,36,109,11,83,27,13,1,0,0,148,47,57,45.2,misc
ITA-Serie A,2020,Hellas Verona,Miguel Veloso,POR,MF,34,1986,14.6,1,0,0,19,10,0,37,12,17,0,0,0,98,24,22,52.2,misc
ITA-Serie A,2020,Hellas Verona,Nikola Kalinić,CRO,FW,32,1988,11.8,2,0,0,27,34,10,1,1,1,0,0,0,22,17,51,25.0,misc
ITA-Serie A,2020,Hellas Verona,Paweł Dawidowicz,POL,DF,25,1995,20.7,9,0,0,39,8,2,9,27,28,0,0,0,120,41,51,44.6,misc
ITA-Serie A,2020,Hellas Verona,Philip Ankhrah,GHA,MF,17,2002,0.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,misc
ITA-Serie A,2020,Hellas Verona,Ronaldo Vieira,ENG,"MF,DF",22,1998,2.5,1,0,0,6,4,0,0,0,3,0,0,0,23,8,4,66.7,misc
ITA-Serie A,2020,Hellas Verona,Samuel Di Carmine,ITA,FW,31,1988,5.6,1,0,0,16,20,6,11,0,2,0,0,0,12,25,21,54.3,misc
ITA-Serie A,2020,Hellas Verona,Stefano Sturaro,ITA,MF,27,1993,4.7,5,0,0,17,6,0,5,5,3,0,0,0,16,7,8,46.7,misc
ITA-Serie A,2020,Hellas Verona,Yıldırım Mert Çetin,TUR,DF,23,1997,4.6,1,0,0,6,4,0,1,14,4,0,0,0,26,13,10,56.5,misc
ITA-Serie A,2020,Hellas Verona,Ľubomír Tupta,SVK,FW,22,1998,0.6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,100.0,misc
ITA-Serie A,2020,Inter,Achraf Hakimi,MAR,DF,21,1998,29.6,6,0,0,31,36,7,115,22,32,2,0,0,124,16,28,36.4,misc
ITA-Serie A,2020,Inter,Aleksandar Kolarov,SRB,DF,34,1985,4.3,0,0,0,3,4,0,18,7,4,0,1,0,30,11,6,64.7,misc
ITA-Serie A,2020,Inter,Alessandro Bastoni,ITA,DF,21,1999,32.5,6,0,0,40,28,0,24,40,22,0,0,0,164,48,32,60.0,misc
ITA-Serie A,2020,Inter,Alexis Sánchez,CHI,FW,31,1988,12.7,0,0,0,19,33,10,28,7,8,0,0,0,53,9,10,47.4,misc
ITA-Serie A,2020,Inter,Andrea Pinamonti,ITA,FW,21,1999,1.9,0,0,0,2,6,1,1,1,0,0,0,0,5,2,2,50.0,misc
ITA-Serie A,2020,Inter,Andrea Ranocchia,ITA,DF,32,1988,7.8,2,0,0,13,7,1,0,12,10,0,0,0,40,20,10,66.7,misc
ITA-Serie A,2020,Inter,Arturo Vidal,CHI,MF,33,1987,12.6,3,0,0,28,15,0,8,29,14,0,1,0,95,19,20,48.7,misc
ITA-Serie A,2020,Inter,Ashley Young,ENG,DF,35,1985,15.8,4,0,0,13,15,3,44,6,7,0,1,0,55,3,10,23.1,misc
ITA-Serie A,2020,Inter,Christian Eriksen,DEN,MF,28,1992,15.4,1,0,0,13,4,1,103,9,6,0,1,0,109,8,6,57.1,misc
ITA-Serie A,2020,Inter,Daniele Padelli,ITA,GK,34,1985,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,misc
ITA-Serie A,2020,Inter,Danilo D'Ambrosio,ITA,DF,31,1988,7.8,2,0,0,11,11,0,8,4,9,0,0,0,35,10,10,50.0,misc
ITA-Serie A,2020,Inter,Ionuț Radu,ROU,GK,23,1997,1.5,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,100.0,misc
ITA-Serie A,2020,Inter,Ivan Perišić,CRO,"DF,FW",31,1989,19.9,3,0,0,13,2,8,90,19,13,0,1,0,85,32,24,57.1,misc
ITA-Serie A,2020,Inter,Lautaro Martínez,ARG,FW,22,1997,28.5,5,0,0,64,61,11,12,27,12,3,0,0,97,25,48,34.2,misc
ITA-Serie A,2020,Inter,Marcelo Brozović,CRO,MF,27,1992,28.7,9,1,1,34,13,0,86,40,29,0,0,0,175,21,28,42.9,misc
ITA-Serie A,2020,Inter,Matteo Darmian,ITA,DF,30,1989,12.9,4,0,0,21,16,2,30,17,16,1,1,0,42,13,9,59.1,misc
ITA-Serie A,2020,Inter,Matías Vecino,URU,MF,28,1991,3.1,0,0,0,3,2,0,2,4,1,0,0,0,7,3,4,42.9,misc
ITA-Serie A,2020,Inter,Milan Škriniar,SVK,DF,25,1995,30.9,1,0,0,34,27,0,4,30,32,0,0,0,163,32,43,42.7,misc
ITA-Serie A,2020,Inter,Nicolò Barella,ITA,MF,23,1997,32.2,5,0,0,43,53,2,64,26,31,0,1,0,193,30,28,51.7,misc
ITA-Serie A,2020,Inter,Radja Nainggolan,BEL,MF,32,1988,0.5,0,0,0,1,0,0,0,1,0,0,0,0,3,0,0,,misc
ITA-Serie A,2020,Inter,Roberto Gagliardini,ITA,MF,26,1994,13.7,2,0,0,23,16,0,10,19,17,0,0,0,55,19,11,63.3,misc
ITA-Serie A,2020,Inter,Romelu Lukaku,BEL,FW,27,1993,32.0,4,0,0,34,48,19,19,3,1,0,0,0,51,45,57,44.1,misc
ITA-Serie A,2020,Inter,Samir Handanović,SVN,GK,36,1984,36.0,1,0,0,0,5,0,0,0,0,0,0,1,33,6,0,100.0,misc
ITA-Serie A,2020,Inter,Stefan de Vrij,NED,DF,28,1992,30.4,2,0,0,19,10,0,2,41,16,0,0,0,147,64,40,61.5,misc
ITA-Serie A,2020,Inter,Stefano Sensi,ITA,MF,24,1995,6.7,1,1,0,10,14,0,34,7,6,0,0,0,49,2,2,50.0,misc
ITA-Serie A,2020,Juventus,Aaron Ramsey,WAL,MF,29,1990,12.1,2,0,0,19,18,3,22,7,14,1,0,0,56,8,13,38.1,misc
ITA-Serie A,2020,Juventus,Adrien Rabiot,FRA,MF,25,1995,25.7,7,1,1,44,21,0,20,43,42,0,2,0,147,37,20,64.9,misc
ITA-Serie A,2020,Juventus,Alessandro Di Pardo,ITA,"FW,DF",21,1999,0.2,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,,misc
ITA-Serie A,2020,Juventus,Alex Sandro,BRA,DF,29,1991,20.6,2,0,0,26,28,0,60,31,23,0,0,1,123,38,23,62.3,misc
ITA-Serie A,2020,Juventus,Arthur Melo,BRA,MF,23,1996,12.9,3,0,0,11,21,0,3,18,9,0,0,0,93,2,4,33.3,misc
ITA-Serie A,2020,Juventus,Carlo Pinsoglio,ITA,GK,30,1990,0.3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,,misc
ITA-Serie A,2020,Juventus,Cristiano Ronaldo,POR,FW,35,1985,31.1,3,0,0,17,43,31,64,5,3,1,0,0,71,21,23,47.7,misc
ITA-Serie A,2020,Juventus,Danilo,BRA,"DF,MF",29,1991,32.4,6,0,0,25,20,2,39,66,31,0,0,0,213,30,20,60.0,misc
ITA-Serie A,2020,Juventus,Dejan Kulusevski,SWE,"MF,FW",20,2000,21.4,7,0,0,41,29,5,59,9,19,0,0,0,97,11,29,27.5,misc
ITA-Serie A,2020,Juventus,Douglas Costa,BRA,"MF,FW",29,1990,0.5,0,0,0,0,0,0,4,0,0,0,0,0,4,0,1,0.0,misc
ITA-Serie A,2020,Juventus,Federico Bernardeschi,ITA,"MF,DF",26,1994,10.8,3,0,0,13,17,2,85,14,4,0,0,0,64,6,7,46.2,misc
ITA-Serie A,2020,Juventus,Federico Chiesa,ITA,"MF,DF",22,1997,24.6,3,1,0,30,36,11,70,12,26,2,0,0,104,6,28,17.6,misc
ITA-Serie A,2020,Juventus,Félix Correia,POR,MF,19,2001,0.1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,,misc
ITA-Serie A,2020,Juventus,Giacomo Vrioni,ALB,FW,21,1998,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,misc
ITA-Serie A,2020,Juventus,Gianluca Frabotta,ITA,"DF,MF",21,1999,7.7,5,0,0,12,2,0,32,14,4,0,0,0,43,12,14,46.2,misc
ITA-Serie A,2020,Juventus,Gianluigi Buffon,ITA,GK,42,1978,8.0,0,0,0,0,1,0,0,0,0,0,0,0,11,0,0,,misc
ITA-Serie A,2020,Juventus,Giorgio Chiellini,ITA,DF,35,1984,15.4,4,0,0,19,15,1,3,27,9,1,3,1,66,26,21,55.3,misc
ITA-Serie A,2020,Juventus,Juan Cuadrado,COL,"DF,MF",32,1988,24.2,9,1,0,33,65,3,162,43,25,2,0,0,125,12,21,36.4,misc
ITA-Serie A,2020,Juventus,Leonardo Bonucci,ITA,DF,33,1987,22.5,4,0,0,21,16,3,5,33,14,0,2,0,93,34,19,64.2,misc
ITA-Serie A,2020,Juventus,Manolo Portanova,ITA,MF,20,2000,0.8,1,0,0,2,3,0,0,0,0,0,0,0,3,1,0,100.0,misc
ITA-Serie A,2020,Juventus,Matthijs de Ligt,NED,DF,20,1999,24.7,4,0,0,40,23,2,5,31,19,0,1,0,140,58,31,65.2,misc
ITA-Serie A,2020,Juventus,Mattia De Sciglio,ITA,DF,27,1992,0.3,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,,misc
ITA-Serie A,2020,Juventus,Merih Demiral,TUR,DF,22,1998,10.4,1,0,0,11,1,2,1,21,9,0,1,0,32,22,11,66.7,misc
ITA-Serie A,2020,Juventus,Nicolò Fagioli,ITA,MF,19,2001,0.2,0,0,0,1,2,0,1,0,0,0,0,0,1,1,1,50.0,misc
ITA-Serie A,2020,Juventus,Paulo Dybala,ARG,FW,26,1993,12.6,0,0,0,10,29,3,65,1,8,0,0,0,32,2,9,18.2,misc
ITA-Serie A,2020,Juventus,Radu Drăgușin,ROU,DF,18,2002,0.0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,misc
ITA-Serie A,2020,Juventus,Rodrigo Bentancur,URU,MF,23,1997,25.8,8,1,1,45,27,2,25,47,33,0,0,0,205,30,21,58.8,misc
ITA-Serie A,2020,Juventus,Weston McKennie,USA,MF,21,1998,18.9,5,0,0,44,7,4,9,28,19,0,0,0,100,29,28,50.9,misc
ITA-Serie A,2020,Juventus,Wojciech Szczęsny,POL,GK,30,1990,29.7,0,0,0,0,1,0,0,3,0,0,0,0,59,7,0,100.0,misc
ITA-Serie A,2020,Juventus,Álvaro Morata,ESP,FW,27,1992,22.4,3,1,0,37,44,19,18,5,12,1,0,0,55,33,34,49.3,misc
ITA-Serie A,2020,Lazio,Adam Marušić,MNE,DF,27,1992,33.0,3,0,0,19,16,4,64,40,22,0,1,1,185,28,27,50.9,misc
ITA-Serie A,2020,Lazio,Andreas Pereira,BRA,"FW,MF",24,1996,6.0,7,1,1,12,8,3,49,1,0,0,1,0,31,2,22,8.3,misc
ITA-Serie A,2020,Lazio,Bastos,ANG,DF,29,1991,0.7,0,0,0,1,4,0,0,0,1,0,0,0,8,1,0,100.0,misc
ITA-Serie A,2020,Lazio,Ciro Immobile,ITA,FW,30,1990,31.7,4,1,0,37,44,30,18,6,13,3,0,0,79,26,54,32.5,misc
ITA-Serie A,2020,Lazio,Danilo Cataldi,ITA,MF,25,1994,6.3,4,0,0,9,4,0,30,9,2,0,1,0,64,1,5,16.7,misc
ITA-Serie A,2020,Lazio,Denis Vavro,SVK,DF,24,1996,0.4,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0.0,misc
ITA-Serie A,2020,Lazio,Djavan Anderson,NED,DF,25,1995,0.8,0,0,0,1,1,0,2,1,0,0,0,0,4,0,0,,misc
ITA-Serie A,2020,Lazio,Felipe Caicedo,ECU,FW,31,1988,10.3,5,0,0,25,17,8,0,4,7,0,0,0,24,26,24,52.0,misc
ITA-Serie A,2020,Lazio,Francesco Acerbi,ITA,DF,32,1988,31.3,9,1,1,31,24,2,32,76,32,0,0,0,227,62,25,71.3,misc
ITA-Serie A,2020,Lazio,Gonzalo Escalante,ARG,MF,27,1993,8.1,5,0,0,14,8,0,4,19,13,0,0,0,67,12,18,40.0,misc
ITA-Serie A,2020,Lazio,Jean-Daniel Akpa-Akpro,CIV,MF,27,1992,11.7,9,0,0,31,12,0,4,18,25,0,0,0,70,9,9,50.0,misc
ITA-Serie A,2020,Lazio,Joaquín Correa,ARG,FW,25,1994,21.5,3,1,1,24,52,4,19,7,12,3,0,0,50,12,20,37.5,misc
ITA-Serie A,2020,Lazio,Lucas Leiva,BRA,MF,33,1987,23.7,10,0,0,47,24,1,16,57,32,0,0,0,175,47,42,52.8,misc
ITA-Serie A,2020,Lazio,Luis Alberto,ESP,MF,27,1992,29.1,5,0,0,19,36,2,150,13,24,0,0,0,209,10,12,45.5,misc
ITA-Serie A,2020,Lazio,Luiz Felipe,ITA,DF,23,1997,10.1,5,0,0,14,8,1,2,21,20,0,0,0,58,14,16,46.7,misc
ITA-Serie A,2020,Lazio,Manuel Lazzari,ITA,DF,26,1993,29.0,2,1,0,26,53,2,114,18,14,0,0,1,111,13,18,41.9,misc
ITA-Serie A,2020,Lazio,Marco Bertini,ITA,MF,17,2002,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,misc
ITA-Serie A,2020,Lazio,Marco Parolo,ITA,"DF,MF",35,1985,7.3,5,0,0,21,1,1,4,14,8,0,1,0,46,21,17,55.3,misc
ITA-Serie A,2020,Lazio,Mateo Musacchio,ARG,DF,29,1990,2.5,2,0,0,3,4,0,1,2,1,0,0,0,8,2,7,22.2,misc
ITA-Serie A,2020,Lazio,Mohamed Fares,ALG,DF,24,1996,12.7,5,0,0,28,7,2,60,16,15,0,1,0,68,10,15,40.0,misc
ITA-Serie A,2020,Lazio,Nicolò Armini,ITA,DF,19,2001,0.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,misc
ITA-Serie A,2020,Lazio,Patric,ESP,DF,27,1993,17.7,8,0,0,21,5,1,30,18,16,0,1,0,90,14,15,48.3,misc
ITA-Serie A,2020,Lazio,Pepe Reina,ESP,GK,37,1982,29.0,1,0,0,0,1,0,0,1,0,0,0,0,23,4,0,100.0,misc
