nation,pos,age,born,90s,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected,league,season,stat_type
FRA,GK,28,1994,6.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,FRA-Ligue 1,2022,shooting
FRA,GK,19,2002,0.9,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,FRA-Ligue 1,2022,shooting
CIV,DF,25,1997,24.2,0,3,0,0.0,0.12,0.0,0.0,,17.5,0,0,0,0.3,0.3,0.08,-0.3,-0.3,FRA-Ligue 1,2022,shooting
FRA,"MF,FW",18,2004,2.1,0,1,0,0.0,0.47,0.0,0.0,,20.4,0,0,0,0.0,0.0,0.03,0.0,0.0,FRA-Ligue 1,2022,shooting
SUI,"MF,FW",25,1997,11.8,0,7,1,14.3,0.59,0.08,0.0,0.0,14.2,0,0,0,0.7,0.7,0.1,-0.7,-0.7,FRA-Ligue 1,2022,shooting
BFA,"FW,MF",19,2002,2.5,0,7,0,0.0,2.75,0.0,0.0,,14.2,0,0,0,1.2,1.2,0.17,-1.2,-1.2,FRA-Ligue 1,2022,shooting
FRA,MF,36,1986,21.6,0,4,0,0.0,0.18,0.0,0.0,,29.1,0,0,0,0.1,0.1,0.02,-0.1,-0.1,FRA-Ligue 1,2022,shooting
FRA,MF,18,2004,0.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,FRA-Ligue 1,2022,shooting
GLP,DF,33,1989,15.1,0,10,2,20.0,0.66,0.13,0.0,0.0,16.3,0,0,0,0.5,0.5,0.05,-0.5,-0.5,FRA-Ligue 1,2022,shooting
FRA,MF,31,1991,14.7,1,19,4,21.1,1.29,0.27,0.05,0.25,26.6,3,0,0,0.9,0.9,0.05,0.1,0.1,FRA-Ligue 1,2022,shooting
COM,DF,34,1988,27.3,0,5,1,20.0,0.18,0.04,0.0,0.0,18.7,0,0,0,0.3,0.3,0.05,-0.3,-0.3,FRA-Ligue 1,2022,shooting
FRA,FW,23,1999,27.7,6,50,19,38.0,1.8,0.68,0.12,0.32,14.6,0,0,0,7.2,7.2,0.14,-1.2,-1.2,FRA-Ligue 1,2022,shooting
SEN,FW,22,1999,1.5,0,2,0,0.0,1.32,0.0,0.0,,23.3,0,0,0,0.1,0.1,0.07,-0.1,-0.1,FRA-Ligue 1,2022,shooting
FRA,FW,17,2005,5.5,1,6,2,33.3,1.09,0.36,0.17,0.5,17.5,0,0,0,0.5,0.5,0.09,0.5,0.5,FRA-Ligue 1,2022,shooting
CMR,DF,24,1998,28.6,0,11,3,27.3,0.38,0.1,0.0,0.0,11.1,0,0,0,1.0,1.0,0.09,-1.0,-1.0,FRA-Ligue 1,2022,shooting
FRA,MF,19,2003,0.6,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,FRA-Ligue 1,2022,shooting
ALB,MF,26,1996,2.4,0,4,0,0.0,1.7,0.0,0.0,,30.4,1,0,0,0.2,0.2,0.04,-0.2,-0.2,FRA-Ligue 1,2022,shooting
FRA,"MF,FW",37,1985,18.8,1,16,4,25.0,0.85,0.21,0.06,0.25,16.4,0,0,1,2.3,1.6,0.1,-1.3,-0.6,FRA-Ligue 1,2022,shooting
FRA,"FW,MF",35,1987,12.0,2,16,6,37.5,1.33,0.5,0.13,0.33,15.3,1,0,0,3.2,3.2,0.2,-1.2,-1.2,FRA-Ligue 1,2022,shooting
BRA,"MF,FW",23,1999,0.3,0,2,1,50.0,7.5,3.75,0.0,0.0,13.1,0,0,0,0.2,0.2,0.08,-0.2,-0.2,FRA-Ligue 1,2022,shooting
FRA,MF,35,1987,14.8,1,9,0,0.0,0.61,0.0,0.0,,27.1,2,1,2,2.0,0.4,0.05,-1.0,-0.4,FRA-Ligue 1,2022,shooting
ROU,"MF,DF",17,2004,1.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,FRA-Ligue 1,2022,shooting
FRA,MF,25,1997,27.2,0,37,9,24.3,1.36,0.33,0.0,0.0,22.8,1,0,0,2.3,2.3,0.06,-2.3,-2.3,FRA-Ligue 1,2022,shooting
FRA,"MF,DF",20,2002,3.1,0,6,2,33.3,1.94,0.65,0.0,0.0,24.6,0,0,0,0.2,0.2,0.03,-0.2,-0.2,FRA-Ligue 1,2022,shooting
TUN,FW,35,1986,5.0,0,3,0,0.0,0.6,0.0,0.0,,11.1,0,0,0,0.2,0.2,0.08,-0.2,-0.2,FRA-Ligue 1,2022,shooting
ALG,"MF,FW",30,1992,12.8,6,27,9,33.3,2.11,0.7,0.04,0.11,24.8,4,5,6,6.2,1.8,0.07,-0.2,-0.8,FRA-Ligue 1,2022,shooting
MLI,DF,27,1995,10.2,0,1,1,100.0,0.1,0.1,0.0,0.0,27.6,0,0,0,0.0,0.0,0.04,0.0,0.0,FRA-Ligue 1,2022,shooting
SEN,FW,21,2001,20.4,5,39,10,25.6,1.91,0.49,0.13,0.5,12.7,0,0,0,4.8,4.8,0.12,0.2,0.2,FRA-Ligue 1,2022,shooting
CIV,DF,32,1990,15.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,FRA-Ligue 1,2022,shooting
FRA,"MF,FW",28,1994,24.8,4,45,18,40.0,1.81,0.73,0.09,0.22,13.2,0,0,0,6.5,6.5,0.14,-2.5,-2.5,FRA-Ligue 1,2022,shooting
FRA,"FW,MF",22,2000,13.9,3,25,11,44.0,1.8,0.79,0.12,0.27,15.2,1,0,0,3.0,3.0,0.12,0.0,0.0,FRA-Ligue 1,2022,shooting
FRA,MF,26,1995,0.2,0,1,1,100.0,5.0,5.0,0.0,0.0,31.2,1,0,0,0.1,0.1,0.06,-0.1,-0.1,FRA-Ligue 1,2022,shooting
MAR,"MF,FW",22,2000,12.5,0,23,6,26.1,1.83,0.48,0.0,0.0,19.8,1,0,0,1.8,1.8,0.08,-1.8,-1.8,FRA-Ligue 1,2022,shooting
FRA,"MF,DF",22,2000,31.8,0,15,2,13.3,0.47,0.06,0.0,0.0,24.0,0,0,0,0.9,0.9,0.06,-0.9,-0.9,FRA-Ligue 1,2022,shooting
BEN,DF,28,1994,34.4,0,11,4,36.4,0.32,0.12,0.0,0.0,8.9,0,0,0,1.1,1.1,0.1,-1.1,-1.1,FRA-Ligue 1,2022,shooting
ALG,DF,31,1991,5.3,0,1,0,0.0,0.19,0.0,0.0,,24.4,0,0,0,0.1,0.1,0.07,-0.1,-0.1,FRA-Ligue 1,2022,shooting
ALG,"DF,FW",25,1997,9.0,0,11,2,18.2,1.23,0.22,0.0,0.0,18.8,0,0,0,1.1,1.1,0.1,-1.1,-1.1,FRA-Ligue 1,2022,shooting
BIH,DF,22,1999,7.1,2,5,3,60.0,0.71,0.42,0.4,0.67,17.1,0,0,0,0.9,0.9,0.18,1.1,1.1,FRA-Ligue 1,2022,shooting
ALG,"MF,FW",22,1999,23.7,2,24,7,29.2,1.01,0.29,0.08,0.29,22.4,2,0,0,1.4,1.4,0.06,0.6,0.6,FRA-Ligue 1,2022,shooting
FRA,"DF,MF",29,1993,4.7,0,2,0,0.0,0.42,0.0,0.0,,24.4,0,0,0,0.1,0.1,0.03,-0.1,-0.1,FRA-Ligue 1,2022,shooting
SEN,FW,23,1999,12.6,2,26,11,42.3,2.06,0.87,0.08,0.18,13.7,0,0,0,3.4,3.4,0.13,-1.4,-1.4,FRA-Ligue 1,2022,shooting
ALG,DF,27,1995,2.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,FRA-Ligue 1,2022,shooting
FRA,"MF,FW",22,1999,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,FRA-Ligue 1,2022,shooting
FRA,"FW,MF",17,2005,3.0,0,4,0,0.0,1.33,0.0,0.0,,15.4,0,0,0,0.5,0.5,0.13,-0.5,-0.5,FRA-Ligue 1,2022,shooting
FRA,DF,17,2004,6.1,0,2,0,0.0,0.33,0.0,0.0,,24.4,0,0,0,0.1,0.1,0.03,-0.1,-0.1,FRA-Ligue 1,2022,shooting
FRA,"DF,MF",22,2000,1.9,1,3,2,66.7,1.56,1.04,0.33,0.5,18.7,0,0,0,0.2,0.2,0.06,0.8,0.8,FRA-Ligue 1,2022,shooting
FRA,FW,29,1992,5.6,1,12,3,25.0,2.13,0.53,0.08,0.33,14.5,0,0,0,2.2,2.2,0.18,-1.2,-1.2,FRA-Ligue 1,2022,shooting
CRO,FW,25,1996,0.3,0,2,1,50.0,6.43,3.21,0.0,0.0,12.7,0,0,0,0.1,0.1,0.06,-0.1,-0.1,FRA-Ligue 1,2022,shooting
SVN,DF,29,1993,22.0,2,8,4,50.0,0.36,0.18,0.25,0.5,10.0,1,0,0,1.6,1.6,0.2,0.4,0.4,FRA-Ligue 1,2022,shooting
ALG,MF,27,1994,27.7,4,39,13,33.3,1.41,0.47,0.05,0.15,27.5,8,2,2,3.2,1.6,0.04,0.8,0.4,FRA-Ligue 1,2022,shooting
FRA,DF,19,2003,5.8,0,1,1,100.0,0.17,0.17,0.0,0.0,6.5,0,0,0,0.2,0.2,0.16,-0.2,-0.2,FRA-Ligue 1,2022,shooting
FRA,GK,25,1997,27.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,FRA-Ligue 1,2022,shooting
FRA,"MF,DF",35,1987,15.9,0,16,7,43.8,1.01,0.44,0.0,0.0,17.6,0,0,0,1.5,1.5,0.1,-1.5,-1.5,FRA-Ligue 1,2022,shooting
SEN,"DF,FW",27,1995,11.8,1,9,1,11.1,0.76,0.08,0.11,1.0,14.0,0,0,0,1.4,1.4,0.15,-0.4,-0.4,FRA-Ligue 1,2022,shooting
MAR,"FW,MF",28,1993,9.3,4,21,9,42.9,2.27,0.97,0.1,0.22,20.8,4,2,2,3.6,2.1,0.1,0.4,-0.1,FRA-Ligue 1,2022,shooting
CIV,"DF,FW",25,1996,19.9,0,7,2,28.6,0.35,0.1,0.0,0.0,16.0,0,0,0,1.0,1.0,0.14,-1.0,-1.0,FRA-Ligue 1,2022,shooting
FRA,MF,20,2002,2.1,0,1,0,0.0,0.48,0.0,0.0,,6.5,0,0,0,0.3,0.3,0.31,-0.3,-0.3,FRA-Ligue 1,2022,shooting
CIV,GK,21,2000,11.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,FRA-Ligue 1,2022,shooting
TUN,DF,23,1999,27.7,0,13,2,15.4,0.47,0.07,0.0,0.0,21.0,0,0,0,0.8,0.8,0.06,-0.8,-0.8,FRA-Ligue 1,2022,shooting
FRA,"MF,FW",22,2000,0.6,0,1,1,100.0,1.76,1.76,0.0,0.0,2.8,0,0,0,0.3,0.3,0.3,-0.3,-0.3,FRA-Ligue 1,2022,shooting
ALG,DF,27,1995,17.8,0,9,0,0.0,0.51,0.0,0.0,,19.6,0,0,0,0.4,0.4,0.04,-0.4,-0.4,FRA-Ligue 1,2022,shooting
FRA,DF,30,1992,6.5,0,1,0,0.0,0.15,0.0,0.0,,9.2,0,0,0,0.1,0.1,0.08,-0.1,-0.1,FRA-Ligue 1,2022,shooting
FRA,GK,35,1987,19.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,FRA-Ligue 1,2022,shooting
MLI,MF,30,1992,37.8,2,25,7,28.0,0.66,0.19,0.08,0.29,26.1,0,0,1,1.9,1.1,0.04,0.1,0.9,FRA-Ligue 1,2022,shooting
FRA,DF,19,2003,2.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,FRA-Ligue 1,2022,shooting
GUF,GK,29,1992,2.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,FRA-Ligue 1,2022,shooting
FRA,DF,29,1993,1.4,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,FRA-Ligue 1,2022,shooting
FRA,"MF,FW",25,1996,20.8,2,38,10,26.3,1.82,0.48,0.05,0.2,19.3,2,0,0,3.9,3.9,0.1,-1.9,-1.9,FRA-Ligue 1,2022,shooting
FRA,"FW,MF",33,1988,2.8,1,7,1,14.3,2.48,0.35,0.14,1.0,23.2,0,0,0,0.6,0.6,0.09,0.4,0.4,FRA-Ligue 1,2022,shooting
FRA,"MF,FW",26,1996,15.5,3,26,9,34.6,1.68,0.58,0.08,0.22,21.2,0,1,1,2.9,2.1,0.08,0.1,-0.1,FRA-Ligue 1,2022,shooting
GHA,DF,24,1998,25.1,0,5,1,20.0,0.2,0.04,0.0,0.0,25.3,0,0,0,0.1,0.1,0.01,-0.1,-0.1,FRA-Ligue 1,2022,shooting
FRA,MF,26,1996,18.4,1,30,9,30.0,1.63,0.49,0.03,0.11,24.1,2,0,0,1.7,1.7,0.06,-0.7,-0.7,FRA-Ligue 1,2022,shooting
FRA,MF,21,2001,12.4,0,13,1,7.7,1.05,0.08,0.0,0.0,18.9,0,0,0,1.4,1.4,0.11,-1.4,-1.4,FRA-Ligue 1,2022,shooting
ROU,GK,25,1997,17.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,FRA-Ligue 1,2022,shooting
BRA,DF,28,1993,35.7,3,18,5,27.8,0.5,0.14,0.11,0.4,11.6,0,1,1,3.1,2.3,0.13,-0.1,-0.3,FRA-Ligue 1,2022,shooting
GUI,DF,30,1992,19.6,1,8,4,50.0,0.41,0.2,0.13,0.25,8.7,0,0,0,1.2,1.2,0.15,-0.2,-0.2,FRA-Ligue 1,2022,shooting
FRA,MF,19,2002,0.7,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,FRA-Ligue 1,2022,shooting
MAD,DF,26,1996,2.0,0,3,0,0.0,1.5,0.0,0.0,,24.6,0,0,0,0.1,0.1,0.03,-0.1,-0.1,FRA-Ligue 1,2022,shooting
FRA,MF,18,2004,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,FRA-Ligue 1,2022,shooting
MLI,"MF,FW",22,1999,17.4,1,42,13,31.0,2.41,0.75,0.02,0.08,17.3,0,0,0,3.2,3.2,0.08,-2.2,-2.2,FRA-Ligue 1,2022,shooting
SEN,FW,27,1994,16.5,6,36,12,33.3,2.19,0.73,0.08,0.25,13.5,0,3,3,7.2,4.9,0.14,-1.2,-1.9,FRA-Ligue 1,2022,shooting
FRA,"MF,FW",31,1991,14.3,2,23,11,47.8,1.6,0.77,0.04,0.09,25.4,1,1,1,2.5,1.7,0.07,-0.5,-0.7,FRA-Ligue 1,2022,shooting
FRA,"FW,MF",19,2003,9.0,2,24,8,33.3,2.68,0.89,0.04,0.13,20.6,0,1,2,3.6,2.0,0.08,-1.6,-1.0,FRA-Ligue 1,2022,shooting
CPV,"FW,MF",31,1991,22.3,5,39,14,35.9,1.75,0.63,0.13,0.36,15.7,0,0,0,4.6,4.6,0.12,0.4,0.4,FRA-Ligue 1,2022,shooting
GUI,"FW,MF",20,2001,0.3,0,1,0,0.0,3.75,0.0,0.0,,11.1,0,0,0,0.1,0.1,0.05,-0.1,-0.1,FRA-Ligue 1,2022,shooting
FRA,DF,22,2000,9.6,0,7,0,0.0,0.73,0.0,0.0,,23.5,0,0,0,0.1,0.1,0.02,-0.1,-0.1,FRA-Ligue 1,2022,shooting
FRA,DF,33,1989,7.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,FRA-Ligue 1,2022,shooting
MAD,"DF,MF",25,1997,27.0,2,29,5,17.2,1.07,0.19,0.07,0.4,19.5,3,0,0,2.4,2.4,0.08,-0.4,-0.4,FRA-Ligue 1,2022,shooting
FRA,"FW,MF",36,1986,1.3,0,4,1,25.0,3.19,0.8,0.0,0.0,27.6,0,0,0,0.1,0.1,0.02,-0.1,-0.1,FRA-Ligue 1,2022,shooting
CIV,"MF,FW",25,1996,4.1,0,5,2,40.0,1.21,0.48,0.0,0.0,21.4,0,0,0,0.3,0.3,0.06,-0.3,-0.3,FRA-Ligue 1,2022,shooting
FRA,DF,19,2003,17.6,1,8,2,25.0,0.45,0.11,0.13,0.5,8.0,0,0,0,1.5,1.5,0.19,-0.5,-0.5,FRA-Ligue 1,2022,shooting
FRA,DF,28,1994,1.1,0,1,0,0.0,0.91,0.0,0.0,,11.5,0,0,0,0.0,0.0,0.03,0.0,0.0,FRA-Ligue 1,2022,shooting
COM,MF,31,1990,12.0,0,18,2,11.1,1.5,0.17,0.0,0.0,30.3,7,0,0,0.6,0.6,0.03,-0.6,-0.6,FRA-Ligue 1,2022,shooting
MAR,DF,23,1999,14.6,1,4,2,50.0,0.27,0.14,0.25,0.5,15.4,0,0,0,0.4,0.4,0.09,0.6,0.6,FRA-Ligue 1,2022,shooting
HON,"MF,FW",26,1996,2.9,0,4,1,25.0,1.4,0.35,0.0,0.0,13.1,0,0,0,0.5,0.5,0.13,-0.5,-0.5,FRA-Ligue 1,2022,shooting
FRA,"FW,MF",18,2003,0.8,0,1,1,100.0,1.32,1.32,0.0,0.0,6.8,0,0,0,0.2,0.2,0.17,-0.2,-0.2,FRA-Ligue 1,2022,shooting
FRA,DF,20,2002,3.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,FRA-Ligue 1,2022,shooting
FRA,DF,27,1994,27.7,0,16,3,18.8,0.58,0.11,0.0,0.0,11.1,0,0,0,1.2,1.2,0.07,-1.2,-1.2,FRA-Ligue 1,2022,shooting
MTQ,DF,29,1992,11.8,0,3,0,0.0,0.25,0.0,0.0,,16.4,0,0,0,0.1,0.1,0.04,-0.1,-0.1,FRA-Ligue 1,2022,shooting
FRA,"FW,MF",25,1996,28.2,6,47,17,36.2,1.67,0.6,0.13,0.35,18.1,4,0,0,4.8,4.8,0.1,1.2,1.2,FRA-Ligue 1,2022,shooting
FRA,MF,18,2003,3.2,0,2,0,0.0,0.62,0.0,0.0,,22.6,0,0,0,0.1,0.1,0.04,-0.1,-0.1,FRA-Ligue 1,2022,shooting
ALG,MF,28,1994,29.5,2,9,2,22.2,0.3,0.07,0.11,0.5,25.5,0,1,1,1.3,0.5,0.05,0.7,0.5,FRA-Ligue 1,2022,shooting
FRA,MF,22,1999,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,FRA-Ligue 1,2022,shooting
FRA,MF,24,1998,18.8,1,17,6,35.3,0.91,0.32,0.06,0.17,24.7,0,0,0,0.8,0.8,0.05,0.2,0.2,FRA-Ligue 1,2022,shooting
FRA,"FW,MF",24,1997,2.6,0,4,2,50.0,1.55,0.77,0.0,0.0,13.4,0,0,0,0.2,0.2,0.04,-0.2,-0.2,FRA-Ligue 1,2022,shooting
ALG,FW,34,1988,11.0,1,14,2,14.3,1.28,0.18,0.07,0.5,14.1,0,0,1,2.6,1.8,0.13,-1.6,-0.8,FRA-Ligue 1,2022,shooting
HAI,DF,25,1997,27.9,0,5,1,20.0,0.18,0.04,0.0,0.0,17.2,0,0,0,0.4,0.4,0.08,-0.4,-0.4,FRA-Ligue 1,2022,shooting
FIN,DF,28,1994,3.3,0,1,0,0.0,0.3,0.0,0.0,,29.8,0,0,0,0.0,0.0,0.03,0.0,0.0,FRA-Ligue 1,2022,shooting
ARG,GK,21,2001,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,FRA-Ligue 1,2022,shooting
FRA,"MF,FW",24,1998,23.0,10,55,23,41.8,2.39,1.0,0.18,0.43,11.1,0,0,0,8.4,8.4,0.16,1.6,1.6,FRA-Ligue 1,2022,shooting
ENG,"FW,MF",19,2003,2.0,0,4,2,50.0,2.01,1.01,0.0,0.0,16.1,0,0,0,0.2,0.2,0.06,-0.2,-0.2,FRA-Ligue 1,2022,shooting
MAD,DF,30,1991,15.7,0,12,3,25.0,0.76,0.19,0.0,0.0,25.6,2,0,0,0.4,0.4,0.03,-0.4,-0.4,FRA-Ligue 1,2022,shooting
FRA,DF,22,1999,34.4,0,20,3,15.0,0.58,0.09,0.0,0.0,16.3,0,0,0,1.1,1.1,0.05,-1.1,-1.1,FRA-Ligue 1,2022,shooting
FRA,MF,24,1998,20.2,2,24,7,29.2,1.19,0.35,0.08,0.29,16.3,0,0,0,2.5,2.5,0.11,-0.5,-0.5,FRA-Ligue 1,2022,shooting
NED,GK,31,1991,37.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,FRA-Ligue 1,2022,shooting
POR,"MF,FW",25,1996,14.0,2,21,9,42.9,1.5,0.64,0.1,0.22,18.8,1,0,0,1.4,1.4,0.07,0.6,0.6,FRA-Ligue 1,2022,shooting
SEN,DF,22,1999,14.5,1,11,3,27.3,0.76,0.21,0.09,0.33,18.3,0,0,0,0.7,0.7,0.07,0.3,0.3,FRA-Ligue 1,2022,shooting
FRA,MF,29,1993,30.7,5,43,13,30.2,1.4,0.42,0.12,0.38,23.8,2,0,0,2.1,2.1,0.05,2.9,2.9,FRA-Ligue 1,2022,shooting
FRA,"MF,FW",26,1996,15.8,6,31,11,35.5,1.96,0.7,0.03,0.09,20.7,3,5,5,6.3,2.4,0.08,-0.3,-1.4,FRA-Ligue 1,2022,shooting
BEN,FW,27,1994,18.4,6,58,19,32.8,3.15,1.03,0.09,0.26,14.9,0,1,1,7.3,6.5,0.12,-1.3,-1.5,FRA-Ligue 1,2022,shooting
FRA,FW,18,2003,1.4,0,2,1,50.0,1.41,0.7,0.0,0.0,12.5,0,0,0,0.3,0.3,0.14,-0.3,-0.3,FRA-Ligue 1,2022,shooting
ALG,"FW,MF",30,1992,4.0,0,9,1,11.1,2.28,0.25,0.0,0.0,16.0,1,0,0,0.7,0.7,0.08,-0.7,-0.7,FRA-Ligue 1,2022,shooting
GHA,DF,22,2000,27.3,0,6,2,33.3,0.22,0.07,0.0,0.0,32.6,0,0,0,0.1,0.1,0.02,-0.1,-0.1,FRA-Ligue 1,2022,shooting
SEN,DF,27,1994,2.5,0,2,0,0.0,0.81,0.0,0.0,,20.6,0,0,0,0.0,0.0,0.02,0.0,0.0,FRA-Ligue 1,2022,shooting
MAR,MF,17,2004,5.6,0,11,5,45.5,1.98,0.9,0.0,0.0,16.4,1,0,0,1.2,1.2,0.11,-1.2,-1.2,FRA-Ligue 1,2022,shooting
FRA,"DF,MF",21,2001,1.0,0,1,0,0.0,1.01,0.0,0.0,,31.4,0,0,0,0.0,0.0,0.02,0.0,0.0,FRA-Ligue 1,2022,shooting
BEL,MF,21,2000,0.6,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,FRA-Ligue 1,2022,shooting
MLI,DF,18,2004,6.4,0,3,0,0.0,0.47,0.0,0.0,,26.5,0,0,0,0.4,0.4,0.13,-0.4,-0.4,FRA-Ligue 1,2022,shooting
KVX,"MF,FW",29,1993,24.0,3,35,13,37.1,1.46,0.54,0.09,0.23,14.4,0,0,0,4.7,4.7,0.13,-1.7,-1.7,FRA-Ligue 1,2022,shooting
FRA,DF,33,1989,18.9,0,2,0,0.0,0.11,0.0,0.0,,18.2,0,0,0,0.2,0.2,0.11,-0.2,-0.2,FRA-Ligue 1,2022,shooting
FRA,FW,26,1995,24.8,10,54,19,35.2,2.18,0.77,0.11,0.32,17.5,0,4,6,11.7,7.0,0.13,-1.7,-1.0,FRA-Ligue 1,2022,shooting
FRA,MF,32,1990,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,FRA-Ligue 1,2022,shooting
CMR,MF,28,1993,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,FRA-Ligue 1,2022,shooting
GAB,"DF,FW",27,1995,24.9,1,30,8,26.7,1.2,0.32,0.03,0.13,16.9,0,0,0,2.5,2.5,0.08,-1.5,-1.5,FRA-Ligue 1,2022,shooting
BEN,"MF,DF",30,1992,2.9,1,6,3,50.0,2.09,1.05,0.17,0.33,16.7,0,0,0,0.4,0.4,0.07,0.6,0.6,FRA-Ligue 1,2022,shooting
FRA,MF,34,1988,28.9,4,19,9,47.4,0.66,0.31,0.21,0.44,24.8,1,0,0,1.2,1.2,0.06,2.8,2.8,FRA-Ligue 1,2022,shooting
ANG,"DF,MF",29,1993,8.3,1,12,5,41.7,1.45,0.61,0.08,0.2,21.7,1,0,0,0.6,0.6,0.05,0.4,0.4,FRA-Ligue 1,2022,shooting
SRB,FW,27,1995,16.1,4,28,11,39.3,1.74,0.68,0.11,0.27,14.4,0,1,2,5.5,3.9,0.14,-1.5,-0.9,FRA-Ligue 1,2022,shooting
POL,DF,25,1997,34.6,0,16,5,31.3,0.46,0.14,0.0,0.0,8.6,0,0,0,2.1,2.1,0.13,-2.1,-2.1,FRA-Ligue 1,2022,shooting
FRA,MF,33,1989,16.1,1,6,2,33.3,0.37,0.12,0.17,0.5,22.6,0,0,0,0.5,0.5,0.09,0.5,0.5,FRA-Ligue 1,2022,shooting
BEL,DF,25,1997,24.7,1,14,6,42.9,0.57,0.24,0.07,0.17,17.9,0,0,0,0.9,0.9,0.07,0.1,0.1,FRA-Ligue 1,2022,shooting
ALG,"DF,MF",30,1992,7.3,1,8,2,25.0,1.09,0.27,0.13,0.5,20.1,0,0,0,1.1,1.1,0.14,-0.1,-0.1,FRA-Ligue 1,2022,shooting
SEN,GK,29,1993,37.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,FRA-Ligue 1,2022,shooting
AUT,MF,21,2000,21.9,7,51,19,37.3,2.33,0.87,0.1,0.26,20.6,7,2,2,6.0,4.4,0.09,1.0,0.6,FRA-Ligue 1,2022,shooting
