nation,pos,age,born,90s,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving,league,season,stat_type
,,,,,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,,,
ENG,"MF,FW",23,1999,18.3,969,17,110,415,455,56,969,31,15,48.4,13,41.9,530,2745,1429,48,34,11,36,29,678,114,ENG-Premier League,2022,possession
CRO,MF,28,1994,19.0,1492,31,279,938,289,12,1492,34,19,55.9,10,29.4,1010,5517,2591,37,39,2,26,26,1144,30,ENG-Premier League,2022,possession
UKR,"FW,MF",21,2001,7.3,323,7,40,112,175,28,323,39,13,33.3,20,51.3,194,1438,689,25,20,7,29,11,207,43,ENG-Premier League,2022,possession
FRA,MF,31,1991,5.8,404,11,53,195,163,16,404,18,12,66.7,4,22.2,230,1408,800,19,15,2,13,5,279,36,ENG-Premier League,2022,possession
ENG,FW,20,2002,7.1,405,11,45,133,233,62,405,63,33,52.4,24,38.1,278,2090,1203,48,21,26,17,13,315,100,ENG-Premier League,2022,possession
ENG,FW,18,2003,0.3,16,0,0,4,12,3,16,0,0,,0,,11,61,23,1,0,1,1,1,12,2,ENG-Premier League,2022,possession
GAB,FW,33,1989,6.2,161,7,16,69,79,23,161,5,3,60.0,2,40.0,86,529,259,9,6,4,11,4,116,29,ENG-Premier League,2022,possession
ENG,"FW,MF",27,1994,21.0,910,8,63,278,583,121,910,93,39,41.9,46,49.5,651,4002,2153,81,56,39,46,50,749,186,ENG-Premier League,2022,possession
ENG,"DF,MF",22,1999,13.8,1187,39,256,543,395,25,1187,40,22,55.0,10,25.0,710,3722,2018,52,26,9,13,14,813,115,ENG-Premier League,2022,possession
ENG,"MF,DF",26,1996,17.1,1068,40,185,576,322,42,1068,60,30,50.0,22,36.7,651,3753,2210,56,29,10,22,23,774,86,ENG-Premier League,2022,possession
BRA,DF,37,1984,26.1,2302,348,1167,1081,58,24,2302,4,3,75.0,0,0.0,1460,6608,3887,8,14,0,6,1,1674,2,ENG-Premier League,2022,possession
ENG,DF,23,1999,17.9,1369,135,602,604,167,23,1369,10,8,80.0,1,10.0,784,2679,1393,17,13,1,6,5,973,27,ENG-Premier League,2022,possession
FRA,DF,21,2000,13.1,1013,97,424,509,85,10,1013,13,8,61.5,1,7.7,686,4197,2489,29,20,1,9,6,735,12,ENG-Premier League,2022,possession
BEL,MF,22,1999,6.0,325,22,109,170,47,2,325,5,1,20.0,2,40.0,172,804,368,2,2,0,3,6,211,2,ENG-Premier League,2022,possession
MLI,MF,22,2000,30.8,1577,94,444,894,255,15,1577,21,15,71.4,6,28.6,761,3761,1761,18,25,1,28,20,884,17,ENG-Premier League,2022,possession
USA,DF,22,2000,5.0,274,47,131,119,24,7,274,0,0,,0,,120,550,269,4,1,0,3,2,149,3,ENG-Premier League,2022,possession
ENG,FW,17,2005,0.0,4,0,0,0,4,0,4,0,0,,0,,2,1,1,0,0,0,1,0,4,0,ENG-Premier League,2022,possession
ENG,"MF,FW",24,1998,29.3,1515,20,212,735,602,84,1514,122,71,58.2,41,33.6,889,5017,2398,69,57,28,71,54,999,129,ENG-Premier League,2022,possession
SCO,MF,34,1987,0.6,60,5,22,29,9,0,60,2,1,50.0,0,0.0,36,168,84,0,2,0,1,3,40,0,ENG-Premier League,2022,possession
ENG,DF,33,1989,3.8,208,34,142,59,7,3,208,1,1,100.0,0,0.0,117,429,220,1,1,0,2,1,130,1,ENG-Premier League,2022,possession
NED,"DF,MF",25,1996,0.7,54,6,19,23,14,1,54,0,0,,0,,23,111,69,1,1,0,0,0,28,1,ENG-Premier League,2022,possession
FRA,FW,25,1997,8.6,266,18,37,112,119,38,266,8,3,37.5,5,62.5,145,674,251,9,9,5,27,18,185,43,ENG-Premier League,2022,possession
GHA,"MF,FW",29,1992,28.1,1193,63,281,640,293,48,1193,56,30,53.6,19,33.9,602,3035,1232,32,25,11,33,33,707,67,ENG-Premier League,2022,possession
DEN,DF,26,1996,30.9,2303,355,1232,996,89,39,2303,9,5,55.6,4,44.4,1318,6889,3787,16,8,2,8,3,1498,7,ENG-Premier League,2022,possession
ENG,DF,32,1989,25.1,1469,119,546,637,292,21,1469,9,7,77.8,1,11.1,620,2382,1228,22,15,1,25,10,761,46,ENG-Premier League,2022,possession
GHA,"FW,MF",30,1991,30.2,1327,46,192,611,560,98,1327,149,65,43.6,59,39.6,801,5195,2372,83,50,31,107,83,932,174,ENG-Premier League,2022,possession
ENG,GK,18,2004,2.0,87,79,87,0,0,0,87,0,0,,0,,52,208,109,0,0,0,0,0,50,0,ENG-Premier League,2022,possession
SRB,MF,31,1991,5.7,321,28,117,153,55,1,321,1,1,100.0,0,0.0,162,697,263,2,3,0,4,6,178,2,ENG-Premier League,2022,possession
ENG,"MF,FW",18,2003,0.4,21,0,1,8,12,2,21,5,2,40.0,3,60.0,14,107,30,2,1,0,5,0,15,9,ENG-Premier League,2022,possession
ENG,DF,22,2000,37.0,2557,369,1415,1078,74,28,2557,21,14,66.7,3,14.3,1511,7181,4034,17,14,0,17,7,1690,3,ENG-Premier League,2022,possession
FRA,"FW,MF",20,2001,30.5,1840,25,243,709,911,86,1840,141,54,38.3,59,41.8,1048,6663,3366,111,74,38,85,47,1215,243,ENG-Premier League,2022,possession
FRA,"MF,FW",20,2002,1.0,63,0,12,35,16,4,63,2,1,50.0,1,50.0,32,179,70,1,2,1,5,1,39,11,ENG-Premier League,2022,possession
ENG,DF,31,1991,18.2,971,44,313,475,186,3,971,12,5,41.7,5,41.7,423,1778,896,14,10,1,12,3,531,29,ENG-Premier League,2022,possession
FRA,FW,24,1998,20.0,672,25,68,317,293,95,672,46,16,34.8,28,60.9,354,1637,633,29,21,21,60,51,479,100,ENG-Premier League,2022,possession
ENG,GK,29,1993,9.0,298,242,297,1,0,0,298,0,0,,0,,188,1018,662,0,0,0,1,0,156,0,ENG-Premier League,2022,possession
ENG,DF,22,1999,32.1,1899,115,654,834,431,35,1899,30,17,56.7,9,30.0,827,3148,1433,23,19,4,35,17,957,90,ENG-Premier League,2022,possession
ESP,GK,35,1987,27.0,895,785,893,2,0,0,895,0,0,,0,,507,2657,1704,0,0,0,1,0,383,0,ENG-Premier League,2022,possession
CIV,"FW,MF",29,1992,25.4,1040,12,100,388,567,143,1038,137,55,40.1,65,47.4,729,4850,2139,86,43,59,95,82,821,238,ENG-Premier League,2022,possession
ENG,MF,27,1995,9.4,474,27,101,250,131,13,474,7,3,42.9,4,57.1,234,1162,636,14,10,3,14,10,262,23,ENG-Premier League,2022,possession
MLI,MF,29,1993,17.0,713,18,156,327,242,45,713,33,20,60.6,11,33.3,371,1689,896,23,16,7,27,13,440,66,ENG-Premier League,2022,possession
NGA,"MF,FW",26,1996,37.5,1912,52,359,892,709,59,1912,110,55,50.0,50,45.5,1169,6913,3434,90,79,15,68,42,1285,145,ENG-Premier League,2022,possession
BEL,MF,20,2001,27.6,1310,58,287,745,295,52,1310,52,18,34.6,23,44.2,684,3563,1436,27,30,4,49,17,871,49,ENG-Premier League,2022,possession
ENG,FW,21,2001,12.2,464,13,87,165,218,47,464,45,11,24.4,29,64.4,252,1875,704,28,23,13,32,23,290,67,ENG-Premier League,2022,possession
BIH,GK,35,1987,1.0,33,31,33,0,0,0,33,0,0,,0,,19,75,47,0,0,0,0,0,13,0,ENG-Premier League,2022,possession
ENG,DF,24,1998,8.9,391,55,159,175,63,8,391,8,3,37.5,3,37.5,162,830,426,9,8,0,12,3,159,7,ENG-Premier League,2022,possession
ENG,DF,29,1993,23.3,1363,238,795,547,29,10,1363,3,0,0.0,2,66.7,882,4154,2414,4,4,0,6,2,984,1,ENG-Premier League,2022,possession
ENG,MF,26,1996,0.4,20,0,1,8,11,2,20,1,0,0.0,1,100.0,11,30,3,0,0,0,3,1,14,1,ENG-Premier League,2022,possession
JAM,"FW,MF",26,1996,27.9,1181,22,110,441,652,104,1179,95,36,37.9,42,44.2,720,5100,2465,94,62,48,86,66,781,199,ENG-Premier League,2022,possession
ENG,FW,25,1997,12.9,376,20,39,143,200,59,375,28,15,53.6,10,35.7,186,972,405,18,11,10,40,12,286,56,ENG-Premier League,2022,possession
ENG,"FW,MF",22,1999,27.8,1358,52,266,505,614,61,1357,108,54,50.0,51,47.2,738,5432,2144,76,44,16,53,45,762,128,ENG-Premier League,2022,possession
ENG,FW,21,2001,2.5,84,1,2,36,47,11,84,2,2,100.0,0,0.0,37,156,55,2,2,2,6,2,65,19,ENG-Premier League,2022,possession
SEN,MF,32,1989,28.6,1563,77,451,893,237,11,1563,35,19,54.3,9,25.7,821,3942,1829,27,26,3,31,18,845,19,ENG-Premier League,2022,possession
NIR,MF,18,2003,0.4,17,1,5,10,2,0,17,1,1,100.0,0,0.0,10,40,12,1,0,0,1,0,13,0,ENG-Premier League,2022,possession
ENG,"MF,DF",21,2001,8.9,441,22,97,201,150,9,441,14,7,50.0,6,42.9,216,1185,564,8,9,1,11,3,225,18,ENG-Premier League,2022,possession
ENG,DF,29,1992,38.0,2119,369,1090,926,113,81,2119,10,9,90.0,1,10.0,982,4413,2295,13,3,1,22,5,1209,11,ENG-Premier League,2022,possession
ENG,GK,28,1994,37.0,1413,1030,1359,57,0,0,1413,0,0,,0,,732,4810,3221,0,0,0,1,1,548,0,ENG-Premier League,2022,possession
ENG,DF,25,1996,5.6,286,35,120,139,27,5,286,3,3,100.0,0,0.0,100,450,279,4,3,0,6,0,141,5,ENG-Premier League,2022,possession
ENG,DF,29,1993,10.9,565,83,275,239,55,24,565,7,4,57.1,2,28.6,257,1282,719,2,2,0,6,2,275,4,ENG-Premier League,2022,possession
SCO,"DF,MF",20,2001,14.2,836,71,310,295,238,19,836,24,11,45.8,12,50.0,349,1940,851,16,12,3,22,9,431,51,ENG-Premier League,2022,possession
FRA,FW,25,1996,12.4,387,1,27,172,194,49,387,19,7,36.8,12,63.2,219,864,306,8,7,3,38,16,280,61,ENG-Premier League,2022,possession
POR,"DF,MF",23,1999,0.3,31,1,7,16,9,0,31,3,1,33.3,0,0.0,15,98,52,2,1,0,1,1,17,1,ENG-Premier League,2022,possession
VEN,FW,32,1989,1.2,36,1,2,15,19,4,36,1,1,100.0,0,0.0,16,33,3,0,1,0,1,1,32,7,ENG-Premier League,2022,possession
IRL,DF,33,1988,18.4,990,81,334,417,246,21,990,37,17,45.9,15,40.5,457,2049,925,13,10,3,30,6,481,37,ENG-Premier League,2022,possession
IRL,FW,19,2002,0.3,8,0,0,2,6,4,8,2,1,50.0,0,0.0,6,34,7,1,0,0,0,0,7,2,ENG-Premier League,2022,possession
ENG,MF,24,1998,6.0,309,13,74,183,54,15,309,6,3,50.0,3,50.0,150,616,253,2,1,0,17,4,201,13,ENG-Premier League,2022,possession
UKR,DF,23,1999,29.5,1625,124,576,693,370,26,1625,25,11,44.0,14,56.0,701,3103,1491,31,33,7,32,8,798,72,ENG-Premier League,2022,possession
COL,DF,27,1994,6.6,402,58,198,176,30,16,402,2,1,50.0,0,0.0,217,1089,622,1,4,1,4,0,255,3,ENG-Premier League,2022,possession
SRB,FW,27,1994,22.3,814,27,79,392,349,144,806,47,23,48.9,22,46.8,451,1873,715,24,15,10,65,58,646,97,ENG-Premier League,2022,possession
BRA,MF,26,1996,29.9,1312,14,106,608,613,65,1311,51,17,33.3,26,51.0,722,3951,1662,53,44,9,51,51,853,133,ENG-Premier League,2022,possession
USA,DF,24,1997,34.3,2260,125,778,938,580,29,2260,75,40,53.3,26,34.7,1174,7863,4290,113,87,10,40,20,1263,153,ENG-Premier League,2022,possession
GER,GK,30,1992,36.0,1499,1188,1492,7,0,0,1499,0,0,,0,,857,4060,2355,0,0,0,1,0,752,0,ENG-Premier League,2022,possession
JAM,"FW,DF",29,1993,27.5,1191,55,228,489,490,77,1191,54,19,35.2,26,48.1,649,2956,1333,46,33,11,53,32,759,186,ENG-Premier League,2022,possession
BRA,FW,27,1995,12.3,330,11,24,136,174,57,330,16,5,31.3,8,50.0,183,879,301,9,10,6,48,23,249,46,ENG-Premier League,2022,possession
POR,DF,30,1991,2.2,213,10,58,89,66,3,213,2,2,100.0,0,0.0,120,496,242,4,2,1,2,2,140,12,ENG-Premier League,2022,possession
WAL,FW,24,1997,6.9,254,9,27,78,156,29,254,14,5,35.7,3,21.4,156,1229,618,24,11,8,10,13,173,48,ENG-Premier League,2022,possession
ENG,MF,27,1995,31.8,1585,57,292,842,463,50,1585,28,10,35.7,16,57.1,765,3430,1141,30,22,4,44,25,972,107,ENG-Premier League,2022,possession
WAL,FW,25,1997,12.2,551,18,89,214,253,37,551,33,12,36.4,14,42.4,343,1989,780,18,16,8,23,15,397,87,ENG-Premier League,2022,possession
FRA,DF,25,1997,22.4,1606,191,828,762,28,9,1606,7,5,71.4,1,14.3,1026,6704,4207,13,6,0,10,1,1115,4,ENG-Premier League,2022,possession
ENG,FW,19,2002,1.0,35,2,7,14,15,7,35,0,0,,0,,13,88,35,2,2,0,2,2,23,4,ENG-Premier League,2022,possession
ENG,MF,25,1997,0.2,11,0,3,4,4,0,11,1,0,0.0,1,100.0,5,38,24,1,0,0,1,1,5,0,ENG-Premier League,2022,possession
POR,MF,27,1995,34.5,1713,81,433,1055,247,33,1713,39,14,35.9,15,38.5,763,2775,935,8,10,3,37,28,919,18,ENG-Premier League,2022,possession
NED,DF,26,1995,28.5,1896,107,556,877,489,30,1896,37,21,56.8,12,32.4,821,4563,2401,75,55,4,22,24,946,69,ENG-Premier League,2022,possession
SUI,"DF,FW",27,1995,1.6,114,4,38,40,38,0,114,6,4,66.7,2,33.3,57,273,159,4,2,0,1,2,59,11,ENG-Premier League,2022,possession
FRA,DF,29,1992,1.5,64,8,35,18,11,0,64,4,2,50.0,2,50.0,29,100,20,1,0,0,3,1,24,2,ENG-Premier League,2022,possession
WAL,"MF,FW",17,2005,0.1,14,0,0,8,6,0,14,0,0,,0,,9,46,14,0,0,0,0,1,13,0,ENG-Premier League,2022,possession
ISR,FW,23,1999,6.4,292,9,62,91,147,11,292,37,19,51.4,15,40.5,191,1555,723,16,16,2,13,11,186,51,ENG-Premier League,2022,possession
SVK,GK,25,1996,2.0,65,58,65,0,0,0,65,0,0,,0,,36,206,94,0,0,0,1,0,21,0,ENG-Premier League,2022,possession
ENG,MF,27,1994,0.1,11,4,5,3,3,1,11,0,0,,0,,6,16,8,0,1,0,1,1,8,0,ENG-Premier League,2022,possession
COD,FW,30,1992,8.5,321,10,49,92,188,30,321,30,11,36.7,13,43.3,200,1502,841,39,14,11,16,12,216,68,ENG-Premier League,2022,possession
SRB,MF,25,1996,4.6,253,9,49,155,52,3,253,5,4,80.0,1,20.0,146,875,413,8,7,1,3,1,171,5,ENG-Premier League,2022,possession
IRL,"DF,FW",30,1992,0.2,22,3,13,9,1,1,22,1,1,100.0,0,0.0,9,41,18,0,0,0,1,0,12,0,ENG-Premier League,2022,possession
USA,DF,34,1987,32.2,2193,312,1124,1021,61,14,2193,17,12,70.6,3,17.6,1364,7720,5069,28,13,0,15,5,1451,2,ENG-Premier League,2022,possession
SCO,MF,31,1991,11.0,872,10,127,426,332,31,872,21,9,42.9,8,38.1,573,3124,1516,34,27,6,23,21,667,57,ENG-Premier League,2022,possession
ENG,DF,24,1997,23.2,1545,231,776,735,47,19,1545,11,9,81.8,2,18.2,834,4470,2733,16,12,1,4,4,975,3,ENG-Premier League,2022,possession
AUS,FW,22,2000,0.0,5,0,1,3,1,0,5,0,0,,0,,1,0,0,0,0,0,1,0,2,1,ENG-Premier League,2022,possession
BRA,FW,33,1988,23.6,1121,10,118,419,602,78,1121,71,37,52.1,22,31.0,749,5394,2727,97,69,29,44,25,831,152,ENG-Premier League,2022,possession
ENG,MF,30,1991,5.3,293,7,64,171,62,1,293,11,8,72.7,3,27.3,179,1085,360,4,8,0,6,8,186,7,ENG-Premier League,2022,possession
USA,"MF,FW",21,2000,26.4,1143,12,116,495,554,72,1143,100,34,34.0,48,48.0,687,3651,1532,43,34,13,71,82,767,151,ENG-Premier League,2022,possession
ENG,DF,20,2001,0.8,44,1,7,26,11,0,44,1,1,100.0,0,0.0,17,48,10,0,1,0,1,1,23,3,ENG-Premier League,2022,possession
NED,FW,20,2001,15.8,637,10,99,241,311,70,637,60,24,40.0,22,36.7,420,2617,1326,51,27,19,45,36,438,92,ENG-Premier League,2022,possession
WAL,FW,24,1997,2.2,66,1,9,26,32,6,66,6,1,16.7,2,33.3,35,233,112,6,2,3,3,1,39,9,ENG-Premier League,2022,possession
ENG,FW,18,2004,0.1,8,0,1,4,3,1,8,1,0,0.0,0,0.0,4,5,3,0,0,0,1,0,2,0,ENG-Premier League,2022,possession
ESP,DF,28,1993,7.2,506,59,283,210,15,6,506,3,2,66.7,1,33.3,303,1566,721,2,1,0,6,1,312,1,ENG-Premier League,2022,possession
FRA,"FW,MF",20,2002,3.0,124,4,13,47,65,20,124,25,9,36.0,13,52.0,76,351,126,5,1,3,15,14,86,21,ENG-Premier League,2022,possession
FRA,GK,22,2000,34.0,1122,903,1116,5,2,1,1122,0,0,,0,,596,3396,1969,0,0,0,1,1,424,0,ENG-Premier League,2022,possession
ENG,"FW,MF",25,1996,30.1,1556,31,192,549,836,81,1556,118,48,40.7,59,50.0,959,5271,2584,103,56,24,92,61,1037,255,ENG-Premier League,2022,possession
ENG,FW,20,2002,2.4,115,4,10,52,54,14,115,9,1,11.1,7,77.8,68,189,66,2,2,2,9,7,84,21,ENG-Premier League,2022,possession
ESP,GK,32,1990,4.0,136,101,129,8,0,0,136,0,0,,0,,57,337,251,0,0,0,0,0,44,0,ENG-Premier League,2022,possession
DOM,DF,25,1996,15.2,792,48,286,368,146,13,792,15,6,40.0,9,60.0,352,1465,785,20,16,1,9,9,367,34,ENG-Premier League,2022,possession
SCO,DF,30,1991,15.8,970,103,499,440,37,21,970,4,1,25.0,1,25.0,477,2172,913,3,3,1,9,1,501,2,ENG-Premier League,2022,possession
COL,FW,23,1999,9.6,469,7,50,212,215,32,469,42,19,45.2,17,40.5,281,1740,931,30,17,8,16,23,341,84,ENG-Premier League,2022,possession
ENG,DF,30,1991,22.8,1413,79,466,578,390,56,1413,33,13,39.4,17,51.5,648,2963,1480,28,20,4,23,12,700,100,ENG-Premier League,2022,possession
ESP,MF,25,1996,25.7,1571,47,333,914,333,26,1571,30,17,56.7,10,33.3,822,3627,1914,25,18,6,26,26,948,28,ENG-Premier League,2022,possession
ESP,"FW,MF",18,2003,0.3,9,1,1,5,3,1,9,1,0,0.0,1,100.0,5,13,0,0,0,0,1,3,6,2,ENG-Premier League,2022,possession
POL,"MF,FW",32,1990,3.1,189,3,25,82,85,9,189,6,2,33.3,4,66.7,110,385,149,5,5,2,11,1,124,21,ENG-Premier League,2022,possession
AUT,DF,24,1998,14.1,858,110,381,400,81,17,858,1,0,0.0,1,100.0,426,2270,1309,15,9,0,6,2,438,15,ENG-Premier League,2022,possession
NED,DF,22,1999,24.4,1619,92,538,708,379,31,1619,18,9,50.0,7,38.9,700,2806,1465,24,25,1,25,12,803,53,ENG-Premier League,2022,possession
ENG,FW,28,1993,16.8,550,19,34,257,266,83,548,34,11,32.4,19,55.9,290,1186,447,17,17,13,56,21,386,96,ENG-Premier League,2022,possession
DEN,DF,25,1997,21.8,1276,90,470,529,282,23,1276,15,7,46.7,7,46.7,547,1722,833,15,10,4,6,5,633,70,ENG-Premier League,2022,possession
GER,DF,26,1996,35.3,1963,263,1051,820,106,32,1963,3,1,33.3,2,66.7,1013,4700,2583,11,8,0,15,1,1102,11,ENG-Premier League,2022,possession
ESP,"FW,MF",31,1991,21.5,804,26,94,372,341,110,803,29,12,41.4,15,51.7,451,2217,825,40,17,24,57,24,547,143,ENG-Premier League,2022,possession
ENG,"MF,FW",20,2002,4.7,255,7,45,112,103,5,255,8,3,37.5,4,50.0,117,578,305,7,8,1,6,7,119,10,ENG-Premier League,2022,possession
USA,MF,23,1999,24.0,1628,44,376,1010,254,5,1628,23,8,34.8,12,52.2,819,3342,1555,19,21,0,28,18,920,20,ENG-Premier League,2022,possession
USA,MF,23,1998,16.0,807,41,188,401,228,17,807,16,11,68.8,4,25.0,400,1738,791,14,16,0,28,25,445,33,ENG-Premier League,2022,possession
ITA,"FW,MF",18,2003,15.0,719,12,95,248,393,43,719,77,21,27.3,43,55.8,484,3356,1715,66,37,17,30,19,508,136,ENG-Premier League,2022,possession
ESP,"MF,FW",29,1993,4.2,244,3,38,104,108,17,244,21,6,28.6,12,57.1,132,696,356,17,6,6,12,11,155,43,ENG-Premier League,2022,possession
FRA,MF,23,1999,18.1,1091,45,319,675,112,2,1091,22,12,54.5,6,27.3,588,2940,1182,17,12,0,26,22,733,20,ENG-Premier League,2022,possession
GHA,DF,27,1994,17.9,1279,185,658,578,46,9,1279,5,2,40.0,2,40.0,779,3720,2275,23,11,0,8,4,909,5,ENG-Premier League,2022,possession
DEN,GK,25,1997,12.0,411,344,406,5,0,0,411,0,0,,0,,177,1011,571,0,0,0,0,0,136,0,ENG-Premier League,2022,possession
WAL,GK,29,1993,26.0,1000,806,996,5,0,0,1000,0,0,,0,,559,2832,1665,0,0,0,0,0,482,0,ENG-Premier League,2022,possession
BEL,"MF,FW",28,1994,7.2,342,11,67,163,118,14,342,14,6,42.9,7,50.0,177,902,357,15,7,1,11,10,217,42,ENG-Premier League,2022,possession
AUS,DF,23,1998,11.0,663,104,365,282,20,15,663,5,3,60.0,0,0.0,390,1878,948,6,2,1,3,0,420,4,ENG-Premier League,2022,possession
ENG,"FW,MF",24,1997,30.1,1143,17,128,435,600,133,1143,91,27,29.7,53,58.2,734,5174,2749,100,72,48,75,42,900,257,ENG-Premier League,2022,possession
ENG,DF,24,1998,13.9,980,48,296,475,216,8,980,19,4,21.1,11,57.9,417,1831,834,20,19,4,15,6,574,50,ENG-Premier League,2022,possession
ENG,"MF,FW",25,1996,27.6,1447,17,160,647,655,103,1445,107,46,43.0,39,36.4,964,5653,2671,77,44,31,45,31,1075,155,ENG-Premier League,2022,possession
ENG,FW,35,1987,20.6,437,32,59,175,206,71,436,29,12,41.4,14,48.3,192,926,358,16,9,13,33,16,261,101,ENG-Premier League,2022,possession
NIR,DF,34,1988,11.7,906,137,474,424,9,2,906,0,0,,0,,529,2218,1206,6,4,0,5,0,629,0,ENG-Premier League,2022,possession
NGA,"FW,MF",25,1996,12.5,464,10,28,197,244,58,463,39,20,51.3,17,43.6,293,1661,724,33,13,18,41,36,380,99,ENG-Premier League,2022,possession
ENG,MF,23,1998,25.6,1490,48,279,796,443,50,1490,76,42,55.3,26,34.2,903,5218,2559,68,36,16,73,32,1038,91,ENG-Premier League,2022,possession
ENG,DF,21,2000,0.3,23,1,8,12,3,0,23,0,0,,0,,9,30,4,0,0,0,0,0,13,2,ENG-Premier League,2022,possession
ENG,DF,21,2001,11.9,786,39,319,359,115,3,786,12,6,50.0,5,41.7,355,1374,610,10,8,1,9,8,414,13,ENG-Premier League,2022,possession
ENG,"FW,MF",32,1989,2.6,173,6,33,61,79,5,173,2,2,100.0,0,0.0,83,391,147,4,4,0,4,2,116,18,ENG-Premier League,2022,possession
SEN,MF,30,1992,8.4,490,12,139,310,45,2,490,11,7,63.6,3,27.3,283,1352,468,2,5,0,7,1,333,4,ENG-Premier League,2022,possession
ZAM,FW,23,1998,13.2,444,13,42,175,230,58,444,18,7,38.9,8,44.4,207,1090,461,18,8,11,46,19,288,82,ENG-Premier League,2022,possession
POR,"DF,MF",28,1993,5.0,383,23,116,183,90,4,383,7,5,71.4,1,14.3,174,605,323,5,9,2,7,3,217,14,ENG-Premier League,2022,possession
BRA,FW,22,2000,8.2,350,5,59,165,134,30,350,33,20,60.6,10,30.3,212,1624,708,22,11,15,19,13,237,55,ENG-Premier League,2022,possession
BEL,DF,26,1995,36.2,2237,158,820,920,508,52,2237,31,12,38.7,14,45.2,989,4010,1994,39,23,5,32,17,1246,149,ENG-Premier League,2022,possession
DEN,DF,19,2002,9.9,607,33,234,255,123,4,607,15,7,46.7,5,33.3,278,1494,714,17,8,0,10,10,302,24,ENG-Premier League,2022,possession
FRA,DF,21,2000,2.0,169,11,68,97,7,3,169,3,2,66.7,0,0.0,116,647,365,3,5,2,3,0,115,1,ENG-Premier League,2022,possession
NGA,MF,25,1996,18.7,1129,83,406,652,92,5,1129,15,10,66.7,4,26.7,564,2464,1075,11,14,0,14,10,659,7,ENG-Premier League,2022,possession
BEL,DF,24,1998,31.0,2177,357,1230,916,44,19,2177,12,9,75.0,3,25.0,1262,6476,3606,11,7,0,15,5,1436,2,ENG-Premier League,2022,possession
BEL,MF,25,1997,26.0,1877,62,436,1080,382,14,1875,35,26,74.3,5,14.3,952,4043,2088,35,25,1,33,15,1309,56,ENG-Premier League,2022,possession
TUR,DF,26,1996,5.9,382,71,226,147,12,7,382,1,1,100.0,0,0.0,185,1096,601,5,1,0,2,0,203,0,ENG-Premier League,2022,possession
ENG,"FW,MF",28,1993,3.7,152,4,20,69,67,17,152,14,6,42.9,7,50.0,90,719,258,11,8,3,12,10,110,28,ENG-Premier League,2022,possession
BRA,GK,29,1992,37.0,1536,1124,1498,39,0,0,1536,2,2,100.0,0,0.0,985,4654,2962,0,0,0,1,0,901,0,ENG-Premier League,2022,possession
SCO,DF,28,1994,28.7,2483,79,691,1084,727,59,2483,42,17,40.5,23,54.8,1385,6702,3934,80,60,10,31,7,1637,194,ENG-Premier League,2022,possession
SCO,FW,16,2005,0.3,22,0,4,10,10,2,22,4,0,0.0,4,100.0,16,182,51,1,3,2,1,0,15,4,ENG-Premier League,2022,possession
ENG,MF,17,2005,0.1,7,0,0,0,7,1,7,1,0,0.0,1,100.0,3,3,0,0,0,0,2,0,3,2,ENG-Premier League,2022,possession
IRL,GK,23,1998,1.0,26,18,26,0,0,0,26,0,0,,0,,18,89,62,0,0,0,0,0,13,0,ENG-Premier League,2022,possession
NED,"FW,MF",23,1999,16.2,591,6,42,266,298,76,591,48,23,47.9,13,27.1,374,2069,1134,36,32,12,43,36,448,109,ENG-Premier League,2022,possession
ENG,MF,21,2001,11.5,821,14,105,417,304,40,821,30,11,36.7,13,43.3,550,2645,1011,31,15,11,22,29,627,75,ENG-Premier League,2022,possession
URU,FW,23,1999,18.8,633,12,51,179,412,154,633,44,18,40.9,19,43.2,387,2795,1408,61,33,31,41,27,491,181,ENG-Premier League,2022,possession
POR,FW,25,1996,12.6,550,21,71,235,252,73,550,39,14,35.9,21,53.8,339,1938,1067,34,26,14,34,19,403,104,ENG-Premier League,2022,possession
BRA,MF,28,1993,29.7,2092,83,456,1314,325,21,2092,15,7,46.7,4,26.7,1184,4669,1913,15,28,1,17,12,1493,39,ENG-Premier League,2022,possession
POR,"MF,FW",19,2002,3.9,193,2,31,75,91,26,193,6,2,33.3,3,50.0,122,568,255,9,9,2,11,15,145,26,ENG-Premier League,2022,possession
ENG,"MF,FW",19,2003,17.9,1194,14,147,566,491,50,1194,42,19,45.2,15,35.7,759,3981,1943,54,40,10,26,23,867,129,ENG-Premier League,2022,possession
FRA,DF,23,1999,17.2,1317,107,589,691,43,22,1317,14,10,71.4,2,14.3,830,3628,1871,7,7,0,12,4,918,5,ENG-Premier League,2022,possession
ENG,"MF,DF",36,1986,10.1,848,24,196,390,264,24,848,21,11,52.4,8,38.1,447,1868,886,21,17,5,19,14,551,78,ENG-Premier League,2022,possession
ENG,DF,25,1997,16.3,1521,114,602,851,76,6,1521,5,4,80.0,1,20.0,1005,4826,2616,15,12,0,13,5,1040,5,ENG-Premier League,2022,possession
