nation,pos,age,born,90s,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving,league,season,stat_type
,,,,,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,,,
ENG,MF,32,1990,23.0,1782,34,277,1013,505,45,1782,23,12,52.2,8,34.8,1060,4836,2046,37,49,1,18,9,1319,90,ENG-Premier League,2022,possession
CMR,DF,30,1991,12.1,1004,111,482,468,62,17,1004,7,4,57.1,3,42.9,657,4140,2907,28,22,1,14,1,720,2,ENG-Premier League,2022,possession
GRE,DF,26,1996,8.6,713,23,170,281,268,22,713,15,4,26.7,8,53.3,355,1833,874,23,9,5,13,7,409,77,ENG-Premier League,2022,possession
COL,FW,25,1997,11.1,618,4,47,247,336,77,618,65,32,49.2,25,38.5,440,2944,1303,39,31,22,30,37,500,116,ENG-Premier League,2022,possession
EGY,FW,30,1992,36.6,1634,4,83,539,1028,301,1630,135,51,37.8,72,53.3,1108,6393,3036,120,66,87,110,79,1305,421,ENG-Premier League,2022,possession
GUI,MF,27,1995,3.3,206,5,34,114,59,11,206,4,3,75.0,0,0.0,111,536,220,5,6,0,12,7,140,21,ENG-Premier League,2022,possession
ENG,DF,25,1997,0.7,89,3,26,63,2,1,89,0,0,,0,,69,574,393,0,1,0,2,0,60,0,ENG-Premier League,2022,possession
BRA,"FW,MF",30,1991,13.5,735,3,69,375,295,84,735,24,13,54.2,10,41.7,423,1757,742,16,14,7,38,23,565,96,ENG-Premier League,2022,possession
ESP,MF,17,2004,5.8,324,6,66,189,74,5,324,16,7,43.8,4,25.0,175,990,450,10,7,0,7,6,204,1,ENG-Premier League,2022,possession
ESP,MF,31,1991,13.9,1251,45,272,796,188,8,1251,30,21,70.0,4,13.3,718,3639,1721,13,21,0,13,22,910,24,ENG-Premier League,2022,possession
ENG,DF,23,1998,32.5,3180,89,737,1631,837,44,3180,45,30,66.7,13,28.9,1778,6848,3312,43,39,8,35,21,2042,139,ENG-Premier League,2022,possession
NED,DF,31,1991,31.5,2876,361,1327,1427,128,66,2876,2,2,100.0,0,0.0,1760,6644,3152,10,14,2,7,0,2085,8,ENG-Premier League,2022,possession
ESP,DF,28,1994,11.0,1036,85,335,538,166,13,1036,4,2,50.0,1,25.0,702,4015,2882,30,44,0,3,0,806,11,ENG-Premier League,2022,possession
POR,"MF,FW",27,1994,24.5,1772,31,281,797,707,92,1772,64,28,43.8,29,45.3,1115,7092,3523,90,73,29,30,31,1324,188,ENG-Premier League,2022,possession
ENG,"MF,FW",20,2002,4.1,248,6,22,85,143,32,248,26,15,57.7,7,26.9,179,1222,639,29,8,15,13,8,202,40,ENG-Premier League,2022,possession
BRA,GK,28,1993,35.0,1302,1049,1295,9,0,0,1302,0,0,,0,,869,4059,2429,0,0,0,0,0,833,0,ENG-Premier League,2022,possession
NOR,FW,22,2000,30.8,763,18,39,290,435,217,756,32,11,34.4,18,56.3,405,2020,761,35,10,25,51,26,583,151,ENG-Premier League,2022,possession
ENG,FW,26,1995,22.8,1308,20,141,421,772,136,1308,110,45,40.9,28,25.5,957,8506,3982,143,83,63,36,29,1065,310,ENG-Premier League,2022,possession
ENG,"DF,MF",28,1994,20.5,1690,101,544,942,210,27,1690,10,6,60.0,1,10.0,1080,6201,3250,28,32,1,8,4,1312,34,ENG-Premier League,2022,possession
POR,DF,28,1994,14.2,1363,20,225,686,461,47,1363,61,31,50.8,23,37.7,840,4920,2861,73,40,21,18,14,1020,125,ENG-Premier League,2022,possession
ARG,"FW,MF",22,2000,16.3,654,8,46,255,360,89,653,38,21,55.3,14,36.8,406,2187,908,38,18,17,28,24,506,99,ENG-Premier League,2022,possession
ENG,MF,26,1995,3.3,354,16,64,243,49,6,354,2,1,50.0,0,0.0,228,1021,331,1,4,0,2,1,284,2,ENG-Premier League,2022,possession
BEL,MF,31,1991,26.9,1860,13,100,743,1041,100,1860,61,32,52.5,19,31.1,1129,5721,3415,100,81,16,42,29,1445,245,ENG-Premier League,2022,possession
ENG,DF,32,1990,21.8,1996,57,438,1198,370,15,1996,19,13,68.4,4,21.1,1189,5455,2900,50,40,2,14,6,1542,75,ENG-Premier League,2022,possession
SUI,DF,27,1995,25.4,2231,121,815,1248,176,34,2231,12,6,50.0,3,25.0,1544,8443,5039,24,40,1,12,3,1734,17,ENG-Premier League,2022,possession
ARG,MF,19,2003,0.2,22,0,4,12,6,2,22,0,0,,0,,8,20,7,0,0,0,0,0,19,1,ENG-Premier League,2022,possession
NED,DF,27,1995,20.8,1959,86,615,1097,256,32,1959,5,3,60.0,1,20.0,1223,5455,3314,25,19,4,16,0,1492,30,ENG-Premier League,2022,possession
ENG,FW,22,2000,20.5,1324,20,116,433,790,131,1324,81,40,49.4,31,38.3,891,4578,2141,68,43,25,34,29,1051,275,ENG-Premier League,2022,possession
ENG,"DF,MF",17,2004,10.0,742,26,133,416,199,12,742,14,8,57.1,3,21.4,511,2555,1390,22,24,3,7,13,593,26,ENG-Premier League,2022,possession
ALG,"FW,MF",31,1991,21.3,1392,14,105,494,802,110,1391,73,25,34.2,27,37.0,934,5159,2361,78,47,45,35,27,1042,242,ENG-Premier League,2022,possession
ESP,MF,26,1996,32.3,3272,119,706,1993,592,62,3272,37,25,67.6,8,21.6,2004,10293,5622,76,72,3,21,19,2511,37,ENG-Premier League,2022,possession
POR,DF,25,1997,22.2,2237,176,881,1280,83,22,2237,10,8,80.0,1,10.0,1497,8194,5025,14,22,1,1,4,1791,2,ENG-Premier League,2022,possession
ESP,"DF,MF",21,2000,3.9,358,16,75,198,87,10,358,3,0,0.0,3,100.0,203,1018,520,10,10,1,7,3,274,20,ENG-Premier League,2022,possession
NIR,DF,18,2003,0.3,32,5,14,18,0,0,32,0,0,,0,,20,116,43,1,0,0,0,1,19,0,ENG-Premier League,2022,possession
GER,GK,29,1992,3.0,174,132,173,1,0,0,174,0,0,,0,,116,392,245,0,0,0,0,0,119,0,ENG-Premier League,2022,possession
GER,MF,31,1990,26.1,1806,31,243,975,596,88,1805,42,16,38.1,18,42.9,1072,5457,2628,53,44,7,28,27,1425,124,ENG-Premier League,2022,possession
ENG,DF,24,1997,15.9,1026,75,346,400,286,44,1026,35,17,48.6,18,51.4,524,2614,1370,41,24,4,14,10,600,64,ENG-Premier League,2022,possession
ARG,"FW,MF",18,2004,6.3,305,3,29,84,196,59,305,44,12,27.3,27,61.4,220,1666,896,33,27,28,27,14,235,85,ENG-Premier League,2022,possession
SWE,FW,20,2002,4.7,197,4,26,71,100,28,197,15,5,33.3,7,46.7,109,656,276,12,3,7,13,7,139,28,ENG-Premier League,2022,possession
FRA,FW,26,1995,10.9,443,10,31,166,249,49,442,26,14,53.8,9,34.6,297,1296,570,18,13,8,33,20,371,87,ENG-Premier League,2022,possession
BRA,FW,22,2000,20.0,1066,12,134,348,609,85,1066,77,30,39.0,38,49.4,763,4783,2569,95,60,32,37,12,813,168,ENG-Premier League,2022,possession
POR,"MF,FW",27,1994,36.8,2408,68,386,966,1078,149,2406,66,32,48.5,28,42.4,1385,6213,3272,89,68,28,42,42,1689,231,ENG-Premier League,2022,possession
BRA,MF,30,1992,23.6,1757,110,531,949,292,24,1757,20,9,45.0,8,40.0,850,2828,1404,14,17,1,18,14,1103,34,ENG-Premier League,2022,possession
DEN,MF,30,1992,22.8,1644,43,269,914,465,35,1644,17,8,47.1,9,52.9,967,3499,1756,23,24,3,24,19,1220,66,ENG-Premier League,2022,possession
POR,FW,37,1985,5.8,220,8,25,91,106,32,220,9,4,44.4,3,33.3,94,477,288,9,6,3,7,3,167,33,ENG-Premier League,2022,possession
ESP,GK,31,1990,38.0,1302,1116,1297,5,0,0,1302,0,0,,0,,781,3589,2147,0,0,0,0,0,783,0,ENG-Premier League,2022,possession
POR,DF,23,1999,23.9,1673,125,580,714,390,38,1673,35,21,60.0,7,20.0,878,4258,2161,46,32,12,18,5,994,85,ENG-Premier League,2022,possession
NED,MF,25,1997,1.9,72,1,3,23,46,11,72,3,2,66.7,1,33.3,39,148,85,2,3,0,2,2,53,20,ENG-Premier League,2022,possession
URU,"FW,MF",20,2001,0.7,24,0,9,7,8,1,24,3,2,66.7,1,33.3,12,148,45,1,0,0,2,1,14,2,ENG-Premier League,2022,possession
BRA,MF,29,1993,13.9,999,38,250,483,279,37,999,32,12,37.5,15,46.9,537,2158,1034,10,17,3,26,16,614,50,ENG-Premier League,2022,possession
ENG,DF,29,1993,8.5,672,77,353,291,32,9,672,3,2,66.7,1,33.3,414,2286,1449,8,6,1,1,0,448,4,ENG-Premier League,2022,possession
ENG,"FW,MF",22,2000,18.7,977,16,118,339,536,106,977,78,33,42.3,40,51.3,640,3825,2193,88,39,45,50,20,715,173,ENG-Premier League,2022,possession
ENG,MF,17,2005,0.1,11,0,2,4,5,3,11,1,0,0.0,1,100.0,5,64,48,2,0,0,0,0,6,1,ENG-Premier League,2022,possession
ARG,DF,24,1998,23.5,1809,281,934,829,60,11,1809,16,14,87.5,0,0.0,1061,5256,2986,12,16,0,11,9,1138,2,ENG-Premier League,2022,possession
ENG,DF,27,1995,28.4,2388,175,810,1124,475,22,2388,39,14,35.9,17,43.6,1298,6356,3352,53,44,3,24,8,1459,76,ENG-Premier League,2022,possession
AUT,MF,28,1994,7.0,377,18,69,200,110,20,377,3,1,33.3,1,33.3,209,751,361,8,6,0,9,5,247,26,ENG-Premier League,2022,possession
ENG,FW,24,1997,32.0,1212,22,102,429,704,183,1212,138,54,39.1,73,52.9,765,4830,2344,85,51,55,80,44,928,245,ENG-Premier League,2022,possession
FRA,DF,29,1993,21.2,1293,153,611,631,54,18,1293,10,6,60.0,4,40.0,797,5357,3030,17,15,0,2,1,850,4,ENG-Premier League,2022,possession
SCO,MF,25,1996,12.9,618,69,205,287,132,25,618,26,13,50.0,9,34.6,315,1610,782,20,16,3,24,19,359,19,ENG-Premier League,2022,possession
NED,DF,22,1999,15.5,989,54,378,392,225,16,989,19,6,31.6,13,68.4,472,2127,1023,19,17,3,17,8,557,33,ENG-Premier League,2022,possession
SWE,DF,28,1994,15.2,1074,145,550,491,35,5,1074,3,2,66.7,1,33.3,652,3094,1529,3,4,0,1,2,739,1,ENG-Premier League,2022,possession
NED,"FW,MF",29,1992,8.9,291,16,45,151,97,26,291,12,4,33.3,7,58.3,161,462,156,3,7,0,15,12,206,41,ENG-Premier League,2022,possession
SWE,FW,22,1999,16.9,583,11,34,202,358,98,581,72,32,44.4,30,41.7,371,2548,1300,41,36,22,39,25,431,122,ENG-Premier League,2022,possession
FRA,FW,25,1997,12.4,598,5,69,198,348,77,598,99,57,57.6,33,33.3,435,4137,2512,93,51,41,31,30,456,111,ENG-Premier League,2022,possession
ENG,"FW,MF",21,2001,5.4,275,5,30,112,135,27,275,21,7,33.3,13,61.9,169,1192,516,20,13,11,19,5,196,45,ENG-Premier League,2022,possession
BRA,MF,24,1997,30.3,2014,59,392,1076,575,50,2014,92,45,48.9,26,28.3,1321,7248,2911,41,47,5,46,60,1503,42,ENG-Premier League,2022,possession
ENG,FW,30,1992,20.9,482,8,25,179,281,124,479,36,12,33.3,19,52.8,304,1484,673,27,14,16,72,36,360,118,ENG-Premier League,2022,possession
NZL,FW,30,1991,5.0,149,8,19,70,60,16,148,2,1,50.0,0,0.0,52,159,62,1,1,0,12,5,101,23,ENG-Premier League,2022,possession
ENG,DF,30,1992,34.6,2073,158,786,940,358,62,2073,25,11,44.0,12,48.0,926,4329,2196,29,22,5,34,9,1116,46,ENG-Premier League,2022,possession
ENG,"MF,FW",19,2002,4.6,286,7,44,99,151,39,286,29,10,34.5,13,44.8,160,970,522,23,15,12,9,10,182,35,ENG-Premier League,2022,possession
SWE,DF,27,1994,0.0,1,0,1,0,0,0,1,0,0,,0,,0,0,0,0,0,0,0,0,0,0,ENG-Premier League,2022,possession
SUI,DF,30,1991,35.6,2235,248,1101,938,213,73,2235,13,4,30.8,7,53.8,1214,6337,4115,27,26,3,20,7,1341,32,ENG-Premier League,2022,possession
ENG,FW,27,1995,13.9,590,11,58,214,329,75,590,44,15,34.1,21,47.7,365,2498,1516,67,32,30,17,23,421,141,ENG-Premier League,2022,possession
ENG,DF,28,1993,2.4,118,27,68,47,4,4,118,0,0,,0,,64,269,103,0,0,0,0,0,75,0,ENG-Premier League,2022,possession
NIR,"DF,FW",24,1998,0.1,15,0,6,4,5,2,15,0,0,,0,,10,40,10,0,1,0,0,0,13,1,ENG-Premier League,2022,possession
ESP,DF,28,1994,0.4,36,2,11,16,9,1,36,0,0,,0,,20,82,38,2,0,0,0,0,20,1,ENG-Premier League,2022,possession
ENG,MF,22,1999,28.4,1324,37,202,586,556,114,1324,93,37,39.8,43,46.2,784,5213,2866,97,62,33,65,27,896,152,ENG-Premier League,2022,possession
BRA,"MF,FW",25,1996,29.6,1703,71,312,852,562,96,1703,111,53,47.7,42,37.8,897,4853,2286,64,45,13,72,51,1115,150,ENG-Premier League,2022,possession
ENG,MF,30,1992,0.4,28,0,8,18,2,0,28,0,0,,0,,10,63,19,0,0,0,0,0,17,0,ENG-Premier League,2022,possession
ENG,DF,31,1990,37.1,3102,124,774,1282,1066,26,3102,35,19,54.3,12,34.3,1300,4599,2393,45,46,1,27,9,1593,151,ENG-Premier League,2022,possession
ENG,MF,16,2006,0.2,9,1,3,4,2,0,9,0,0,,0,,3,15,1,0,0,0,0,0,3,0,ENG-Premier League,2022,possession
SVK,GK,33,1989,1.7,59,55,59,0,0,0,59,0,0,,0,,38,190,103,0,0,0,0,0,23,0,ENG-Premier League,2022,possession
SCO,"FW,MF",32,1989,0.4,35,1,8,12,16,1,35,1,1,100.0,0,0.0,23,101,48,1,3,0,1,0,27,9,ENG-Premier League,2022,possession
ENG,DF,26,1995,6.8,463,20,149,186,131,0,463,2,2,100.0,0,0.0,197,673,409,3,5,0,5,6,241,13,ENG-Premier League,2022,possession
PAR,FW,28,1994,27.7,1300,25,147,417,760,138,1300,79,34,43.0,33,41.8,841,5389,2341,77,46,25,51,28,924,264,ENG-Premier League,2022,possession
ENG,GK,30,1992,36.2,974,821,967,7,0,0,974,0,0,,0,,502,2949,1724,0,0,0,2,0,344,0,ENG-Premier League,2022,possession
SCO,FW,28,1994,3.5,147,1,18,51,80,9,147,2,1,50.0,0,0.0,94,600,322,8,7,1,7,1,107,23,ENG-Premier League,2022,possession
ENG,MF,24,1997,28.0,1433,45,278,742,420,76,1433,27,8,29.6,18,66.7,752,2989,1191,21,16,8,37,29,951,115,ENG-Premier League,2022,possession
NED,DF,22,2000,34.7,2074,338,1188,801,95,53,2074,1,1,100.0,0,0.0,1171,5259,2810,8,5,2,10,2,1347,5,ENG-Premier League,2022,possession
ENG,FW,20,2002,0.1,4,0,1,0,3,0,4,3,0,0.0,2,66.7,4,27,10,0,0,0,0,0,4,1,ENG-Premier League,2022,possession
GHA,"FW,MF",32,1989,3.5,106,11,15,49,42,8,105,6,1,16.7,4,66.7,40,271,102,3,3,2,3,4,62,16,ENG-Premier League,2022,possession
WAL,"FW,MF",21,2001,32.6,806,9,90,309,434,116,803,88,33,37.5,41,46.6,450,3848,2111,88,46,42,76,25,507,155,ENG-Premier League,2022,possession
POR,MF,29,1993,0.1,3,1,2,1,0,0,3,0,0,,0,,2,12,7,0,0,0,0,0,1,0,ENG-Premier League,2022,possession
SEN,MF,32,1989,9.8,363,39,136,166,64,14,363,10,7,70.0,1,10.0,160,725,304,7,4,3,15,9,175,14,ENG-Premier League,2022,possession
NZL,FW,30,1991,4.1,99,4,12,57,31,8,99,2,0,0.0,2,100.0,50,189,70,2,2,0,11,6,79,12,ENG-Premier League,2022,possession
BRA,MF,21,2001,10.8,383,26,118,182,92,21,383,19,14,73.7,4,21.1,171,815,439,13,9,6,20,8,171,22,ENG-Premier League,2022,possession
ENG,GK,25,1997,18.0,715,600,711,5,0,0,715,0,0,,0,,397,2242,1245,0,0,0,1,0,319,0,ENG-Premier League,2022,possession
NGA,"FW,MF",24,1997,8.0,335,5,55,118,177,40,335,54,19,35.2,26,48.1,211,1512,840,24,15,8,32,25,219,63,ENG-Premier League,2022,possession
BRA,DF,33,1989,15.8,798,163,477,275,59,36,798,18,14,77.8,3,16.7,391,2137,1182,3,3,0,12,4,386,4,ENG-Premier League,2022,possession
FRA,DF,22,2000,0.2,25,2,19,5,1,0,25,0,0,,0,,10,76,61,2,1,0,0,0,13,1,ENG-Premier League,2022,possession
BRA,"MF,FW",28,1994,2.0,108,3,24,58,27,1,108,4,1,25.0,2,50.0,67,515,313,9,5,0,1,0,71,4,ENG-Premier League,2022,possession
ENG,DF,26,1995,10.4,498,48,175,179,151,12,498,9,3,33.3,5,55.6,191,721,342,8,6,4,10,6,223,43,ENG-Premier League,2022,possession
ENG,MF,32,1989,5.5,189,16,65,100,27,1,189,4,3,75.0,0,0.0,75,404,210,5,5,0,5,1,88,3,ENG-Premier League,2022,possession
ENG,"FW,MF",29,1992,10.3,371,7,44,202,132,16,371,10,6,60.0,4,40.0,214,1003,527,11,12,0,16,10,263,38,ENG-Premier League,2022,possession
ENG,DF,25,1997,24.7,1408,213,813,524,75,29,1408,4,3,75.0,1,25.0,684,2948,1604,5,5,1,6,4,796,1,ENG-Premier League,2022,possession
ENG,MF,30,1992,6.0,345,23,102,209,35,1,345,4,4,100.0,0,0.0,178,978,442,1,3,0,3,4,214,0,ENG-Premier League,2022,possession
CRC,GK,35,1986,17.0,578,515,576,2,0,0,578,1,1,100.0,0,0.0,267,1718,1174,0,0,0,1,0,175,0,ENG-Premier League,2022,possession
ENG,MF,23,1998,6.5,297,19,72,161,71,3,297,17,7,41.2,3,17.6,157,947,518,13,9,2,12,7,166,3,ENG-Premier League,2022,possession
ENG,"MF,FW",22,2000,33.0,1447,20,169,626,680,76,1445,96,47,49.0,43,44.8,764,4463,2187,69,62,19,91,44,902,157,ENG-Premier League,2022,possession
SEN,DF,26,1996,12.9,528,96,301,159,69,7,528,4,0,0.0,4,100.0,184,923,435,2,0,0,5,1,189,3,ENG-Premier League,2022,possession
WAL,DF,21,2001,20.9,1153,82,445,422,309,23,1153,55,19,34.5,31,56.4,555,3620,2064,51,33,5,31,17,532,67,ENG-Premier League,2022,possession
BEL,MF,24,1998,17.2,655,31,183,380,99,8,655,34,16,47.1,12,35.3,334,1742,808,14,6,2,11,9,383,8,ENG-Premier League,2022,possession
SUI,MF,30,1992,24.0,1058,71,360,537,167,13,1058,12,6,50.0,4,33.3,491,2192,959,7,11,0,20,8,557,11,ENG-Premier League,2022,possession
BRA,DF,24,1998,24.6,1143,96,478,418,263,21,1143,39,16,41.0,14,35.9,546,2834,1379,24,15,2,18,13,535,70,ENG-Premier League,2022,possession
ENG,MF,24,1997,20.4,790,66,235,418,143,34,790,9,4,44.4,3,33.3,303,1260,577,11,4,3,18,15,384,27,ENG-Premier League,2022,possession
ENG,FW,24,1998,3.6,137,9,27,55,59,15,137,5,2,40.0,2,40.0,71,361,140,2,5,1,13,4,93,17,ENG-Premier League,2022,possession
SCO,DF,25,1996,17.5,877,151,501,333,45,21,877,7,5,71.4,1,14.3,430,1885,929,5,1,0,2,2,508,2,ENG-Premier League,2022,possession
CIV,DF,29,1992,21.6,1238,107,484,505,263,13,1238,32,16,50.0,11,34.4,520,2394,1398,37,26,2,31,18,574,50,ENG-Premier League,2022,possession
ENG,DF,31,1991,10.6,559,100,321,220,19,10,559,1,1,100.0,0,0.0,284,1293,577,1,3,0,3,2,350,0,ENG-Premier League,2022,possession
NGA,FW,24,1997,15.6,434,22,62,177,203,55,434,23,9,39.1,11,47.8,246,1269,530,18,13,9,68,29,284,55,ENG-Premier League,2022,possession
WAL,GK,35,1987,3.0,108,91,108,0,0,0,108,0,0,,0,,56,318,181,0,0,0,0,0,47,0,ENG-Premier League,2022,possession
CIV,DF,31,1991,7.6,353,69,239,101,15,9,353,2,1,50.0,0,0.0,171,769,355,1,1,0,2,0,182,0,ENG-Premier League,2022,possession
ENG,"FW,MF",25,1997,14.8,458,11,71,176,222,46,458,43,13,30.2,25,58.1,255,2338,996,39,29,11,24,22,273,70,ENG-Premier League,2022,possession
ENG,"DF,MF",24,1997,15.6,912,73,328,440,155,7,912,22,17,77.3,5,22.7,407,2036,885,15,13,2,26,13,509,35,ENG-Premier League,2022,possession
ENG,GK,32,1989,6.0,261,205,260,1,0,0,261,0,0,,0,,139,546,264,0,0,0,0,0,133,0,ENG-Premier League,2022,possession
GER,DF,20,2001,20.9,1211,209,654,519,46,22,1211,11,4,36.4,3,27.3,697,3570,1899,9,12,2,9,6,682,2,ENG-Premier League,2022,possession
ARG,"MF,FW",19,2002,11.4,430,14,73,234,130,23,430,28,13,46.4,11,39.3,258,1292,675,20,17,2,30,24,296,32,ENG-Premier League,2022,possession
SCO,FW,26,1996,22.1,717,29,66,286,377,103,717,34,17,50.0,13,38.2,406,1623,471,17,11,9,66,28,558,115,ENG-Premier League,2022,possession
ENG,"FW,MF",17,2005,0.3,11,0,2,4,5,0,11,2,0,0.0,1,50.0,6,25,10,1,0,0,3,1,7,1,ENG-Premier League,2022,possession
CRO,DF,25,1996,10.5,695,136,416,268,15,9,695,2,2,100.0,0,0.0,387,1829,993,5,1,0,1,2,429,0,ENG-Premier League,2022,possession
IRL,GK,20,2002,32.0,1253,910,1234,19,0,0,1253,0,0,,0,,746,3699,2072,0,0,0,0,0,599,0,ENG-Premier League,2022,possession
FRA,MF,23,1999,9.1,499,18,128,308,74,4,499,13,8,61.5,5,38.5,287,1445,710,9,4,0,16,9,294,6,ENG-Premier League,2022,possession
ENG,DF,28,1994,0.5,33,4,8,17,8,0,33,0,0,,0,,16,135,86,3,2,0,0,1,25,0,ENG-Premier League,2022,possession
ENG,DF,24,1997,4.1,213,18,71,67,75,2,213,3,2,66.7,1,33.3,93,352,131,4,4,0,3,2,111,12,ENG-Premier League,2022,possession
ENG,MF,27,1994,37.5,2484,97,447,1380,667,28,2480,20,7,35.0,12,60.0,1172,4364,2014,19,27,1,26,22,1462,58,ENG-Premier League,2022,possession
POL,DF,26,1996,18.6,1127,205,635,460,37,14,1127,2,1,50.0,1,50.0,579,2671,1580,8,1,0,2,1,605,2,ENG-Premier League,2022,possession
NGA,"MF,FW",26,1996,13.6,566,14,87,269,222,46,566,39,17,43.6,21,53.8,294,1294,615,19,10,7,35,22,354,64,ENG-Premier League,2022,possession
ESP,DF,18,2004,1.7,106,10,32,55,20,2,106,4,3,75.0,1,25.0,38,338,201,10,2,1,3,2,47,1,ENG-Premier League,2022,possession
GHA,"FW,MF",20,2002,10.7,430,7,47,175,221,44,430,68,36,52.9,31,45.6,277,2315,973,32,27,18,35,17,294,80,ENG-Premier League,2022,possession
ENG,MF,16,2005,0.1,6,0,2,3,1,0,6,1,0,0.0,1,100.0,4,12,1,0,0,0,0,1,7,0,ENG-Premier League,2022,possession
ENG,DF,25,1997,29.4,1692,90,469,731,520,50,1692,104,50,48.1,39,37.5,877,5862,3236,102,76,19,39,43,917,114,ENG-Premier League,2022,possession
BRA,DF,25,1997,13.1,720,123,368,297,64,12,720,11,8,72.7,2,18.2,368,1892,1034,13,8,1,11,4,353,4,ENG-Premier League,2022,possession
CRO,MF,29,1992,0.1,4,0,2,0,2,0,4,0,0,,0,,2,10,7,0,0,0,0,0,1,0,ENG-Premier League,2022,possession
NOR,"MF,FW",27,1994,24.1,952,60,204,399,362,54,952,48,25,52.1,20,41.7,484,3141,1463,56,41,12,38,38,533,98,ENG-Premier League,2022,possession
GHA,DF,23,1999,21.9,1504,220,756,634,124,25,1504,11,8,72.7,3,27.3,724,3383,1556,5,10,0,5,9,757,4,ENG-Premier League,2022,possession
MLI,"DF,FW",24,1998,7.9,358,16,103,158,102,16,358,42,19,45.2,17,40.5,197,1423,726,27,11,6,15,7,182,39,ENG-Premier League,2022,possession
ENG,DF,28,1994,0.0,1,0,0,0,1,0,1,0,0,,0,,1,1,1,0,0,0,0,0,1,1,ENG-Premier League,2022,possession
ESP,MF,30,1991,0.8,37,2,5,19,14,1,37,1,1,100.0,0,0.0,18,128,66,2,1,0,1,0,20,0,ENG-Premier League,2022,possession
NGA,FW,28,1994,4.5,153,5,17,66,73,25,153,14,9,64.3,4,28.6,72,274,78,1,1,0,22,9,115,22,ENG-Premier League,2022,possession
FRA,DF,24,1997,20.4,1153,54,360,406,395,39,1153,38,10,26.3,25,65.8,609,2999,1388,33,35,5,27,14,626,122,ENG-Premier League,2022,possession
BEL,MF,18,2004,24.7,1288,58,298,828,177,1,1288,50,28,56.0,13,26.0,804,4275,1903,22,21,0,24,31,794,14,ENG-Premier League,2022,possession
ENG,MF,16,2006,0.0,8,0,1,5,3,0,8,4,3,75.0,1,25.0,4,70,64,2,0,0,0,0,5,0,ENG-Premier League,2022,possession
ENG,"FW,MF",19,2003,6.3,278,4,48,86,148,32,278,37,12,32.4,16,43.2,183,1551,741,26,21,13,24,12,188,39,ENG-Premier League,2022,possession
FRA,"FW,MF",20,2002,6.2,221,5,27,99,103,26,221,29,13,44.8,16,55.2,129,727,288,7,9,2,28,18,151,27,ENG-Premier League,2022,possession
SCO,"MF,FW",30,1992,15.6,864,21,133,403,341,37,864,52,22,42.3,21,40.4,539,3859,1910,61,45,10,28,28,596,88,ENG-Premier League,2022,possession
ENG,"FW,MF",33,1989,12.5,384,13,75,151,169,44,384,24,12,50.0,10,41.7,224,1384,749,21,12,10,24,12,256,62,ENG-Premier League,2022,possession
ENG,"DF,FW",19,2002,0.3,37,5,19,16,3,0,37,3,2,66.7,0,0.0,10,48,17,0,0,0,1,0,16,0,ENG-Premier League,2022,possession
TUN,DF,23,1999,0.5,28,3,7,18,3,0,28,0,0,,0,,17,91,18,0,1,0,1,3,20,0,ENG-Premier League,2022,possession
NED,"FW,MF",25,1997,1.9,72,1,5,35,32,8,72,6,3,50.0,3,50.0,44,233,128,5,2,2,1,3,58,19,ENG-Premier League,2022,possession
WAL,DF,29,1993,25.4,1482,95,514,749,223,29,1482,15,5,33.3,7,46.7,835,4386,2692,39,33,4,11,5,1012,69,ENG-Premier League,2022,possession
ESP,"MF,FW",21,2001,1.6,80,1,13,30,37,2,80,5,2,40.0,3,60.0,55,337,145,4,3,0,5,3,61,15,ENG-Premier League,2022,possession
FRA,DF,27,1995,22.4,1666,178,805,761,107,17,1666,12,7,58.3,4,33.3,1142,5666,3561,33,27,1,12,8,1256,7,ENG-Premier League,2022,possession
ARG,DF,24,1998,26.3,1923,299,976,849,111,17,1923,22,13,59.1,8,36.4,1150,5216,2993,19,25,1,19,10,1226,9,ENG-Premier League,2022,possession
COL,DF,26,1996,9.5,719,99,364,310,46,10,719,6,2,33.3,3,50.0,406,1607,788,5,2,0,3,2,473,4,ENG-Premier League,2022,possession
SWE,"MF,FW",22,2000,23.0,1048,26,156,394,528,107,1048,112,52,46.4,52,46.4,677,4905,2513,87,46,48,78,52,711,195,ENG-Premier League,2022,possession
ENG,"FW,DF",21,2000,0.1,12,0,3,1,8,2,12,1,0,0.0,0,0.0,8,92,66,2,1,1,0,2,10,2,ENG-Premier League,2022,possession
BRA,DF,23,1999,19.3,1323,101,481,505,346,46,1323,31,15,48.4,9,29.0,672,3662,2046,47,32,6,22,19,775,103,ENG-Premier League,2022,possession
ENG,DF,28,1994,31.3,2274,370,1333,866,84,25,2274,6,3,50.0,2,33.3,1368,6183,2851,9,9,1,10,3,1600,14,ENG-Premier League,2022,possession
ENG,GK,34,1988,13.5,395,352,392,3,0,0,395,0,0,,0,,203,1098,616,0,0,0,1,0,148,0,ENG-Premier League,2022,possession
