league,season,team,player,nation,pos,age,born,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,stat_type
ESP-La Liga,2020,Alavés,Édgar Méndez,ESP,"MF,FW",30,1990,33,26,2090,23.2,5,1,6,5,0,0,12,1,5.5,5.5,1.6,7.0,47,23,115,0.22,0.04,0.26,0.22,0.26,0.24,0.07,0.3,0.24,0.3,standard
ESP-La Liga,2020,Athletic Club,Ander Capa,ESP,DF,28,1992,28,25,2131,23.7,2,1,3,2,0,0,5,0,1.1,1.1,1.1,2.3,66,80,100,0.08,0.04,0.13,0.08,0.13,0.05,0.05,0.1,0.05,0.1,standard
ESP-La Liga,2020,Athletic Club,Asier Villalibre,ESP,FW,22,1997,35,16,1589,17.7,4,2,6,4,0,0,1,0,4.3,4.3,2.3,6.6,25,24,107,0.23,0.11,0.34,0.23,0.34,0.24,0.13,0.37,0.24,0.37,standard
ESP-La Liga,2020,Athletic Club,Dani García,ESP,MF,30,1990,27,21,1920,21.3,0,1,1,0,0,0,8,0,0.3,0.3,0.6,0.9,14,108,12,0.0,0.05,0.05,0.0,0.05,0.02,0.03,0.04,0.02,0.04,standard
ESP-La Liga,2020,Athletic Club,Ibai Gómez,ESP,MF,30,1989,13,4,424,4.7,0,1,1,0,0,0,0,0,0.2,0.2,0.8,1.0,1,20,28,0.0,0.21,0.21,0.0,0.21,0.04,0.17,0.21,0.04,0.21,standard
ESP-La Liga,2020,Athletic Club,Iker Muniain,ESP,"MF,FW",27,1992,28,23,1943,21.6,5,3,8,5,0,0,1,0,4.5,4.5,3.4,7.9,72,164,133,0.23,0.14,0.37,0.23,0.37,0.21,0.16,0.37,0.21,0.37,standard
ESP-La Liga,2020,Athletic Club,Iñaki Williams,GHA,FW,26,1994,38,27,2387,26.5,6,6,12,5,1,1,1,0,6.2,5.4,5.1,10.5,73,34,233,0.23,0.23,0.45,0.19,0.41,0.23,0.19,0.43,0.2,0.4,standard
ESP-La Liga,2020,Athletic Club,Iñigo Córdoba,ESP,"FW,MF",23,1997,3,1,95,1.1,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,2,7,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.12,0.12,0.12,standard
ESP-La Liga,2020,Athletic Club,Iñigo Lekue,ESP,DF,27,1993,18,5,644,7.2,0,0,0,0,0,0,1,0,0.1,0.1,0.4,0.4,23,27,33,0.0,0.0,0.0,0.0,0.0,0.01,0.05,0.06,0.01,0.06,standard
ESP-La Liga,2020,Athletic Club,Iñigo Martínez,ESP,DF,29,1991,28,28,2519,28.0,1,0,1,1,0,0,9,1,1.1,1.1,0.5,1.7,31,125,7,0.04,0.0,0.04,0.04,0.04,0.04,0.02,0.06,0.04,0.06,standard
ESP-La Liga,2020,Athletic Club,Iñigo Vicente,ESP,"FW,MF",22,1998,3,0,52,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,2,10,8,0.0,0.0,0.0,0.0,0.0,0.05,0.38,0.43,0.05,0.43,standard
ESP-La Liga,2020,Athletic Club,Jokin Ezkieta,ESP,GK,23,1996,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard
ESP-La Liga,2020,Athletic Club,Jon Morcillo,ESP,"MF,FW",21,1998,30,16,1363,15.1,2,2,4,2,0,0,3,0,1.2,1.2,2.6,3.9,54,51,142,0.13,0.13,0.26,0.13,0.26,0.08,0.17,0.26,0.08,0.26,standard
ESP-La Liga,2020,Athletic Club,Kenan Kodro,BIH,"FW,MF",26,1993,3,0,44,0.5,1,0,1,0,1,1,1,0,0.8,0.0,0.0,0.0,1,1,2,2.05,0.0,2.05,0.0,0.0,1.66,0.0,1.66,0.05,0.05,standard
ESP-La Liga,2020,Athletic Club,Mikel Balenziaga,ESP,DF,32,1988,23,17,1689,18.8,0,1,1,0,0,0,0,0,0.1,0.1,0.8,0.9,28,52,48,0.0,0.05,0.05,0.0,0.05,0.0,0.04,0.05,0.0,0.05,standard
ESP-La Liga,2020,Athletic Club,Mikel Vesga,ESP,MF,27,1993,30,20,1722,19.1,0,1,1,0,0,0,7,0,1.6,1.6,1.1,2.6,14,95,15,0.0,0.05,0.05,0.0,0.05,0.08,0.06,0.14,0.08,0.14,standard
ESP-La Liga,2020,Athletic Club,Nico Williams,ESP,MF,18,2002,2,0,57,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,1,8,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.08,0.08,0.08,standard
ESP-La Liga,2020,Athletic Club,Oier Zarraga,ESP,MF,21,1999,5,1,100,1.1,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,1,5,5,0.0,0.0,0.0,0.0,0.0,0.07,0.05,0.12,0.07,0.12,standard
ESP-La Liga,2020,Athletic Club,Oihan Sancet,ESP,"FW,MF",20,2000,24,11,1035,11.5,2,2,4,2,0,0,2,0,2.8,2.8,1.2,4.0,26,41,76,0.17,0.17,0.35,0.17,0.35,0.25,0.1,0.35,0.25,0.35,standard
ESP-La Liga,2020,Athletic Club,Raúl García,ESP,"FW,MF",34,1986,34,21,1743,19.4,5,1,6,3,2,3,8,2,6.1,3.7,1.3,5.0,17,73,74,0.26,0.05,0.31,0.15,0.21,0.31,0.06,0.38,0.19,0.26,standard
ESP-La Liga,2020,Athletic Club,Unai López,ESP,MF,24,1995,26,15,1424,15.8,3,0,3,3,0,0,7,0,1.1,1.1,1.7,2.8,25,97,14,0.19,0.0,0.19,0.19,0.19,0.07,0.11,0.18,0.07,0.18,standard
ESP-La Liga,2020,Athletic Club,Unai Núñez,ESP,DF,23,1997,25,23,2109,23.4,1,1,2,1,0,0,6,0,1.8,1.8,0.3,2.1,10,65,1,0.04,0.04,0.09,0.04,0.09,0.08,0.01,0.09,0.08,0.09,standard
ESP-La Liga,2020,Athletic Club,Unai Simón,ESP,GK,23,1997,37,37,3330,37.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard
ESP-La Liga,2020,Athletic Club,Unai Vencedor Paris,ESP,MF,19,2000,28,19,1701,18.9,0,0,0,0,0,0,6,0,0.3,0.3,0.2,0.6,7,122,9,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03,standard
ESP-La Liga,2020,Athletic Club,Yeray Álvarez,ESP,DF,25,1995,23,22,1948,21.6,1,0,1,1,0,0,6,0,0.6,0.6,0.5,1.1,19,65,2,0.05,0.0,0.05,0.05,0.05,0.03,0.02,0.05,0.03,0.05,standard
ESP-La Liga,2020,Athletic Club,Yuri Berchiche,ESP,DF,30,1990,23,21,1682,18.7,1,3,4,1,0,0,3,0,0.9,0.9,2.0,2.9,55,98,105,0.05,0.16,0.21,0.05,0.21,0.05,0.11,0.15,0.05,0.15,standard
ESP-La Liga,2020,Athletic Club,Álex Berenguer,ESP,"MF,FW",25,1995,35,27,2278,25.3,8,4,12,8,0,0,4,0,6.2,6.2,3.4,9.7,64,85,201,0.32,0.16,0.47,0.32,0.47,0.25,0.14,0.38,0.25,0.38,standard
ESP-La Liga,2020,Athletic Club,Óscar de Marcos,ESP,"DF,MF",31,1989,25,17,1520,16.9,1,2,3,1,0,0,2,0,1.8,1.8,2.0,3.8,54,49,107,0.06,0.12,0.18,0.06,0.18,0.11,0.12,0.22,0.11,0.22,standard
ESP-La Liga,2020,Atlético Madrid,Diego Costa,ESP,FW,31,1988,7,2,208,2.3,2,0,2,1,1,1,1,0,1.4,0.6,0.5,1.1,3,6,21,0.87,0.0,0.87,0.43,0.43,0.6,0.21,0.82,0.26,0.48,standard
ESP-La Liga,2020,Atlético Madrid,Felipe,BRA,DF,31,1989,31,23,2057,22.9,0,0,0,0,0,0,8,0,1.5,1.5,0.3,1.8,5,36,3,0.0,0.0,0.0,0.0,0.0,0.07,0.01,0.08,0.07,0.08,standard
ESP-La Liga,2020,Atlético Madrid,Geoffrey Kondogbia,CTA,MF,27,1993,25,4,611,6.8,0,0,0,0,0,0,4,0,0.2,0.2,0.4,0.6,14,37,4,0.0,0.0,0.0,0.0,0.0,0.02,0.06,0.09,0.02,0.09,standard
ESP-La Liga,2020,Atlético Madrid,Héctor Herrera,MEX,MF,30,1990,16,8,682,7.6,0,1,1,0,0,0,2,0,0.3,0.3,0.7,1.0,4,48,7,0.0,0.13,0.13,0.0,0.13,0.04,0.09,0.13,0.04,0.13,standard
ESP-La Liga,2020,Atlético Madrid,Jan Oblak,SVN,GK,27,1993,38,38,3420,38.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard
ESP-La Liga,2020,Atlético Madrid,José María Giménez,URU,DF,25,1995,21,20,1765,19.6,0,0,0,0,0,0,5,0,1.1,1.1,0.2,1.4,11,59,4,0.0,0.0,0.0,0.0,0.0,0.06,0.01,0.07,0.06,0.07,standard
ESP-La Liga,2020,Atlético Madrid,João Félix,POR,"FW,MF",20,1999,31,14,1572,17.5,7,5,12,6,1,2,6,0,5.5,3.9,4.3,8.1,49,73,94,0.4,0.29,0.69,0.34,0.63,0.31,0.24,0.56,0.22,0.47,standard
ESP-La Liga,2020,Atlético Madrid,Kieran Trippier,ENG,DF,29,1990,28,28,2475,27.5,0,6,6,0,0,0,0,0,0.1,0.1,3.6,3.8,43,169,196,0.0,0.22,0.22,0.0,0.22,0.0,0.13,0.14,0.0,0.14,standard
ESP-La Liga,2020,Atlético Madrid,Koke,ESP,MF,28,1992,37,34,3021,33.6,1,2,3,1,0,0,9,0,2.0,2.0,3.1,5.1,39,250,42,0.03,0.06,0.09,0.03,0.09,0.06,0.09,0.15,0.06,0.15,standard
ESP-La Liga,2020,Atlético Madrid,Lucas Torreira,URU,MF,24,1996,19,3,518,5.8,1,0,1,1,0,0,2,0,0.1,0.1,0.5,0.6,6,27,4,0.17,0.0,0.17,0.17,0.17,0.02,0.09,0.11,0.02,0.11,standard
ESP-La Liga,2020,Atlético Madrid,Luis Suárez,URU,FW,33,1987,32,30,2508,27.9,21,3,24,18,3,3,6,0,16.2,13.9,3.0,16.8,30,46,171,0.75,0.11,0.86,0.65,0.75,0.58,0.11,0.69,0.5,0.6,standard
ESP-La Liga,2020,Atlético Madrid,Manu Sánchez,ESP,DF,19,2000,1,1,49,0.5,0,1,1,0,0,0,0,0,0.0,0.0,0.4,0.4,1,1,2,0.0,1.84,1.84,0.0,1.84,0.0,0.73,0.73,0.0,0.73,standard
ESP-La Liga,2020,Atlético Madrid,Marcos Llorente,ESP,"MF,FW",25,1995,37,33,2956,32.8,12,11,23,12,0,0,6,0,3.4,3.4,5.6,9.0,90,140,215,0.37,0.33,0.7,0.37,0.7,0.1,0.17,0.28,0.1,0.28,standard
ESP-La Liga,2020,Atlético Madrid,Mario Hermoso,ESP,DF,25,1995,31,30,2578,28.6,1,1,2,1,0,0,6,0,1.1,1.1,0.6,1.6,30,172,23,0.03,0.03,0.07,0.03,0.07,0.04,0.02,0.06,0.04,0.06,standard
ESP-La Liga,2020,Atlético Madrid,Moussa Dembélé,FRA,FW,24,1996,5,0,100,1.1,0,0,0,0,0,0,0,0,1.0,1.0,0.0,1.0,4,1,12,0.0,0.0,0.0,0.0,0.0,0.92,0.02,0.94,0.92,0.94,standard
ESP-La Liga,2020,Atlético Madrid,Renan Lodi,BRA,"DF,FW",22,1998,23,11,1129,12.5,1,2,3,1,0,0,3,0,0.8,0.8,1.8,2.6,44,36,126,0.08,0.16,0.24,0.08,0.24,0.06,0.14,0.21,0.06,0.21,standard
ESP-La Liga,2020,Atlético Madrid,Ricard Sánchez,ESP,DF,20,2000,1,0,30,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,3,4,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.11,0.11,standard
ESP-La Liga,2020,Atlético Madrid,Saúl Ñíguez,ESP,"MF,DF",25,1994,33,22,2033,22.6,2,1,3,2,0,1,10,0,2.8,1.9,1.7,3.7,19,82,93,0.09,0.04,0.13,0.09,0.13,0.12,0.08,0.2,0.08,0.16,standard
ESP-La Liga,2020,Atlético Madrid,Stefan Savić,MNE,DF,29,1991,33,33,2953,32.8,1,0,1,1,0,0,14,0,0.8,0.8,0.1,0.9,30,103,2,0.03,0.0,0.03,0.03,0.03,0.03,0.0,0.03,0.03,0.03,standard
ESP-La Liga,2020,Atlético Madrid,Thomas Lemar,FRA,MF,24,1995,27,19,1366,15.2,1,3,4,1,0,0,4,0,1.6,1.6,2.0,3.6,37,78,102,0.07,0.2,0.26,0.07,0.26,0.1,0.13,0.24,0.1,0.24,standard
ESP-La Liga,2020,Atlético Madrid,Thomas Partey,GHA,MF,27,1993,3,2,200,2.2,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,4,26,3,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05,standard
ESP-La Liga,2020,Atlético Madrid,Vitolo,ESP,"MF,FW",30,1989,10,3,298,3.3,0,0,0,0,0,0,2,0,0.4,0.4,0.2,0.7,7,17,33,0.0,0.0,0.0,0.0,0.0,0.13,0.07,0.2,0.13,0.2,standard
ESP-La Liga,2020,Atlético Madrid,Yannick Carrasco,BEL,"DF,MF",26,1993,30,25,2179,24.2,6,10,16,6,0,0,6,0,5.2,5.2,6.0,11.2,146,86,212,0.25,0.41,0.66,0.25,0.66,0.21,0.25,0.46,0.21,0.46,standard
ESP-La Liga,2020,Atlético Madrid,Ángel Correa,ARG,"FW,MF",25,1995,38,29,2393,26.6,9,8,17,9,0,0,3,0,7.8,7.7,5.7,13.4,64,84,186,0.34,0.3,0.64,0.34,0.64,0.29,0.21,0.51,0.29,0.51,standard
ESP-La Liga,2020,Atlético Madrid,Šime Vrsaljko,CRO,"FW,DF",28,1992,9,6,519,5.8,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,13,24,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard
ESP-La Liga,2020,Barcelona,Ansu Fati,ESP,FW,17,2002,7,6,431,4.8,4,0,4,4,0,0,1,0,1.8,1.8,1.7,3.5,32,12,60,0.84,0.0,0.84,0.84,0.84,0.37,0.36,0.73,0.37,0.73,standard
ESP-La Liga,2020,Barcelona,Antoine Griezmann,FRA,"FW,MF",29,1991,36,32,2604,28.9,13,7,20,12,1,2,4,0,12.1,10.5,5.6,16.1,41,104,224,0.45,0.24,0.69,0.41,0.66,0.42,0.19,0.61,0.36,0.56,standard
ESP-La Liga,2020,Barcelona,Carles Aleñá,ESP,MF,22,1998,2,0,48,0.5,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,1,7,1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.1,standard
ESP-La Liga,2020,Barcelona,Clément Lenglet,FRA,DF,25,1995,33,29,2475,27.5,1,0,1,1,0,0,11,2,1.8,1.8,0.8,2.7,33,181,9,0.04,0.0,0.04,0.04,0.04,0.07,0.03,0.1,0.07,0.1,standard
ESP-La Liga,2020,Barcelona,Francisco Trincão,POR,"FW,MF",20,1999,28,3,706,7.8,3,2,5,3,0,0,1,0,2.6,2.6,0.4,3.0,22,28,92,0.38,0.25,0.64,0.38,0.64,0.33,0.05,0.39,0.33,0.39,standard
ESP-La Liga,2020,Barcelona,Frenkie de Jong,NED,"MF,DF",23,1997,37,35,3154,35.0,3,4,7,3,0,0,5,0,4.8,4.8,5.8,10.6,95,238,129,0.09,0.11,0.2,0.09,0.2,0.14,0.17,0.3,0.14,0.3,standard
ESP-La Liga,2020,Barcelona,Gerard Piqué,ESP,DF,33,1987,18,18,1481,16.5,0,0,0,0,0,0,4,0,0.8,0.8,0.4,1.2,9,67,3,0.0,0.0,0.0,0.0,0.0,0.05,0.03,0.08,0.05,0.08,standard
ESP-La Liga,2020,Barcelona,Ilaix Moriba,GUI,MF,17,2003,14,4,542,6.0,1,2,3,1,0,0,1,0,0.8,0.8,0.9,1.7,16,25,20,0.17,0.33,0.5,0.17,0.5,0.13,0.15,0.29,0.13,0.29,standard
ESP-La Liga,2020,Barcelona,Jordi Alba,ESP,"DF,FW",31,1989,35,34,3025,33.6,3,5,8,3,0,0,9,0,1.9,1.9,7.6,9.5,48,197,354,0.09,0.15,0.24,0.09,0.24,0.06,0.22,0.28,0.06,0.28,standard
ESP-La Liga,2020,Barcelona,Junior Firpo,DOM,"DF,MF",23,1996,7,3,289,3.2,1,1,2,1,0,0,2,0,0.7,0.7,0.8,1.4,8,7,22,0.31,0.31,0.62,0.31,0.62,0.21,0.24,0.45,0.21,0.45,standard
ESP-La Liga,2020,Barcelona,Lionel Messi,ARG,"FW,MF",33,1987,35,33,3023,33.6,30,9,39,27,3,5,4,0,22.1,17.8,9.5,27.2,215,335,263,0.89,0.27,1.16,0.8,1.07,0.66,0.28,0.94,0.53,0.81,standard
ESP-La Liga,2020,Barcelona,Marc-André ter Stegen,GER,GK,28,1992,31,31,2790,31.0,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard
ESP-La Liga,2020,Barcelona,Martin Braithwaite,DEN,FW,29,1991,29,11,1175,13.1,2,2,4,2,0,1,3,0,5.4,4.6,2.3,6.9,20,15,91,0.15,0.15,0.31,0.15,0.31,0.41,0.18,0.59,0.35,0.53,standard
ESP-La Liga,2020,Barcelona,Miralem Pjanić,BIH,MF,30,1990,19,6,627,7.0,0,0,0,0,0,0,1,0,1.0,1.0,0.6,1.6,18,61,11,0.0,0.0,0.0,0.0,0.0,0.14,0.09,0.22,0.14,0.22,standard
ESP-La Liga,2020,Barcelona,Neto,BRA,GK,31,1989,7,7,630,7.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard
ESP-La Liga,2020,Barcelona,Ousmane Dembélé,FRA,FW,23,1997,30,19,1774,19.7,6,3,9,6,0,0,2,0,5.6,5.6,4.2,9.8,140,87,288,0.3,0.15,0.46,0.3,0.46,0.28,0.21,0.5,0.28,0.5,standard
ESP-La Liga,2020,Barcelona,Pedri,ESP,MF,17,2002,37,28,2415,26.8,3,3,6,3,0,0,2,0,4.6,4.4,3.5,7.9,65,152,128,0.11,0.11,0.22,0.11,0.22,0.17,0.13,0.3,0.16,0.3,standard
ESP-La Liga,2020,Barcelona,Philippe Coutinho,BRA,"MF,FW",28,1992,12,8,654,7.3,2,2,4,2,0,0,0,0,4.0,4.0,0.7,4.7,38,58,61,0.28,0.28,0.55,0.28,0.55,0.55,0.1,0.65,0.55,0.65,standard
ESP-La Liga,2020,Barcelona,Riqui Puig,ESP,"MF,FW",20,1999,14,2,292,3.2,1,0,1,1,0,0,1,0,0.6,0.6,0.2,0.8,11,34,15,0.31,0.0,0.31,0.31,0.31,0.2,0.05,0.25,0.2,0.25,standard
