league,season,team,player,nation,pos,age,born,90s,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected,stat_type
,,,,,,,,,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,
ITA-Serie A,2024,Udinese,Kingsley Ehizibue,NED,DF,29-321,1995,23.1,0,13,3,23.1,0.56,0.13,0.0,0.0,16.0,0,0,0,1.2,1.2,0.09,-1.2,-1.2,shooting
ITA-Serie A,2024,Udinese,Lautaro Gianetti,ARG,DF,31-149,1993,9.3,1,1,1,100.0,0.11,0.11,1.0,1.0,5.9,0,0,0,0.1,0.0,0.0,0.9,1.0,shooting
ITA-Serie A,2024,Udinese,Lorenzo Lucca,ITA,FW,24-213,2000,23.9,10,54,22,40.7,2.26,0.92,0.17,0.41,13.9,0,1,1,6.8,6.0,0.11,3.2,3.0,shooting
ITA-Serie A,2024,Udinese,Maduka Okoye,NGA,GK,25-226,1999,18.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
ITA-Serie A,2024,Udinese,Martín Payero,ARG,MF,26-212,1998,12.6,1,24,3,12.5,1.9,0.24,0.04,0.33,22.7,0,0,0,0.9,0.9,0.04,0.1,0.1,shooting
ITA-Serie A,2024,Udinese,Nehuén Pérez,ARG,DF,24-291,2000,2.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
ITA-Serie A,2024,Udinese,Oier Zarraga,ESP,MF,26-097,1999,7.1,0,3,0,0.0,0.42,0.0,0.0,,25.8,0,0,0,0.1,0.1,0.04,-0.1,-0.1,shooting
ITA-Serie A,2024,Udinese,Oumar Solet,FRA,DF,25-063,2000,11.6,1,8,3,37.5,0.69,0.26,0.13,0.33,14.5,0,0,0,0.7,0.7,0.08,0.3,0.3,shooting
ITA-Serie A,2024,Udinese,Razvan Sava,ROU,GK,22-294,2002,12.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
ITA-Serie A,2024,Udinese,Rui Modesto,ANG,"DF,MF",25-186,1999,3.3,0,2,2,100.0,0.6,0.6,0.0,0.0,13.5,0,0,0,0.4,0.4,0.21,-0.4,-0.4,shooting
ITA-Serie A,2024,Udinese,Sandi Lovrić,SVN,MF,27-014,1998,22.0,2,40,10,25.0,1.82,0.45,0.05,0.2,22.1,3,0,0,2.3,2.3,0.06,-0.3,-0.3,shooting
ITA-Serie A,2024,Udinese,Simone Pafundi,ITA,"MF,FW",19-056,2006,0.7,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
ITA-Serie A,2024,Udinese,Souleymane Touré,FRA,DF,22-014,2003,8.1,1,4,2,50.0,0.49,0.25,0.25,0.5,7.0,0,0,0,0.4,0.4,0.09,0.6,0.6,shooting
ITA-Serie A,2024,Udinese,Thomas Kristensen,DEN,DF,23-084,2002,14.7,0,1,0,0.0,0.07,0.0,0.0,,25.6,0,0,0,0.0,0.0,0.02,0.0,0.0,shooting
ITA-Serie A,2024,Venezia,Alessandro Marcandalli,ITA,DF,22-198,2002,2.1,0,1,0,0.0,0.47,0.0,0.0,,5.7,0,0,0,0.0,0.0,0.05,0.0,0.0,shooting
ITA-Serie A,2024,Venezia,Alessio Zerbin,ITA,DF,26-039,1999,10.0,1,12,4,33.3,1.21,0.4,0.08,0.25,14.6,0,0,0,1.5,1.5,0.13,-0.5,-0.5,shooting
ITA-Serie A,2024,Venezia,Alfred Duncan,GHA,MF,32-032,1993,10.4,0,14,4,28.6,1.34,0.38,0.0,0.0,25.2,0,0,0,0.8,0.8,0.06,-0.8,-0.8,shooting
ITA-Serie A,2024,Venezia,Antonio Candela,ITA,DF,24-349,2000,11.2,0,5,0,0.0,0.45,0.0,0.0,,19.1,0,0,0,0.3,0.3,0.07,-0.3,-0.3,shooting
ITA-Serie A,2024,Venezia,Antonio Raimondo,ITA,"FW,DF",21-024,2004,1.0,0,1,1,100.0,0.96,0.96,0.0,0.0,4.4,0,0,0,0.3,0.3,0.32,-0.3,-0.3,shooting
ITA-Serie A,2024,Venezia,Bjarki Bjarkason,ISL,"DF,MF",24-335,2000,1.8,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
ITA-Serie A,2024,Venezia,Cheick Oumar Conde,GUI,MF,24-259,2000,0.4,0,1,0,0.0,2.37,0.0,0.0,,30.6,0,0,0,0.0,0.0,0.01,0.0,0.0,shooting
ITA-Serie A,2024,Venezia,Christian Gytkjær,DEN,FW,34-340,1990,4.8,2,10,2,20.0,2.09,0.42,0.1,0.5,16.9,1,1,1,1.6,0.9,0.09,0.4,0.1,shooting
ITA-Serie A,2024,Venezia,Daniel Fila,CZE,FW,22-233,2002,3.5,0,5,3,60.0,1.44,0.87,0.0,0.0,15.1,0,0,0,0.4,0.4,0.08,-0.4,-0.4,shooting
ITA-Serie A,2024,Venezia,Domen Črnigoj,SVN,MF,29-144,1995,1.5,0,1,0,0.0,0.66,0.0,0.0,,10.3,0,0,0,0.1,0.1,0.11,-0.1,-0.1,shooting
ITA-Serie A,2024,Venezia,Fali Candé,GNB,DF,27-077,1998,10.0,0,2,1,50.0,0.2,0.1,0.0,0.0,8.3,0,0,0,0.4,0.4,0.18,-0.4,-0.4,shooting
ITA-Serie A,2024,Venezia,Filip Stankovic,SRB,GK,23-045,2002,15.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
ITA-Serie A,2024,Venezia,Francesco Zampano,ITA,DF,31-193,1993,17.8,1,7,4,57.1,0.39,0.23,0.14,0.25,16.1,0,0,0,1.0,1.0,0.14,0.0,0.0,shooting
ITA-Serie A,2024,Venezia,Franco Carboni,ITA,DF,22-007,2003,2.5,0,1,0,0.0,0.4,0.0,0.0,,28.0,0,0,0,0.0,0.0,0.01,0.0,0.0,shooting
ITA-Serie A,2024,Venezia,Gaetano Oristanio,ITA,"MF,FW",22-195,2002,23.2,2,38,11,28.9,1.64,0.48,0.05,0.18,18.0,3,0,0,3.3,3.3,0.09,-1.3,-1.3,shooting
ITA-Serie A,2024,Venezia,Gianluca Busio,USA,MF,22-318,2002,22.4,1,28,5,17.9,1.25,0.22,0.04,0.2,19.1,0,0,0,1.7,1.7,0.06,-0.7,-0.7,shooting
ITA-Serie A,2024,Venezia,Giorgio Altare,ITA,DF,26-245,1998,8.4,0,3,1,33.3,0.36,0.12,0.0,0.0,15.2,0,0,0,0.2,0.2,0.05,-0.2,-0.2,shooting
ITA-Serie A,2024,Venezia,Hans Nicolussi Caviglia,ITA,MF,24-297,2000,24.8,4,37,14,37.8,1.49,0.56,0.11,0.29,26.4,11,0,0,1.6,1.6,0.04,2.4,2.4,shooting
ITA-Serie A,2024,Venezia,Ionuț Radu,ROU,GK,27-318,1997,8.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
ITA-Serie A,2024,Venezia,Issa Doumbia,CIV,MF,21-177,2003,8.3,0,11,3,27.3,1.33,0.36,0.0,0.0,16.6,0,0,0,0.8,0.8,0.07,-0.8,-0.8,shooting
ITA-Serie A,2024,Venezia,Jay Idzes,IDN,DF,24-313,2000,28.7,1,11,2,18.2,0.38,0.07,0.09,0.5,13.5,0,0,0,1.0,1.0,0.09,0.0,0.0,shooting
ITA-Serie A,2024,Venezia,Jesse Joronen,FIN,GK,32-021,1993,7.8,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
ITA-Serie A,2024,Venezia,Joel Pohjanpalo,FIN,FW,30-210,1994,17.8,6,34,13,38.2,1.91,0.73,0.09,0.23,16.9,0,3,4,7.5,4.3,0.13,-1.5,-1.3,shooting
ITA-Serie A,2024,Venezia,John Yeboah,ECU,"FW,MF",24-292,2000,8.6,0,20,8,40.0,2.33,0.93,0.0,0.0,16.9,0,0,0,1.5,1.5,0.08,-1.5,-1.5,shooting
ITA-Serie A,2024,Venezia,Joël Schingtienne,BEL,DF,22-242,2002,7.7,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
ITA-Serie A,2024,Venezia,Kike Pérez,ESP,MF,28-056,1997,8.0,0,12,6,50.0,1.51,0.75,0.0,0.0,19.6,0,0,0,0.7,0.7,0.06,-0.7,-0.7,shooting
ITA-Serie A,2024,Venezia,Magnus Kofod Andersen,DEN,MF,25-336,1999,7.7,1,8,2,25.0,1.04,0.26,0.13,0.5,25.0,0,0,0,0.3,0.3,0.03,0.7,0.7,shooting
ITA-Serie A,2024,Venezia,Marin Šverko,CRO,DF,27-066,1998,11.6,1,3,1,33.3,0.26,0.09,0.33,1.0,17.2,0,0,0,0.3,0.3,0.11,0.7,0.7,shooting
ITA-Serie A,2024,Venezia,Michael Svoboda,AUT,DF,26-178,1998,14.6,1,4,4,100.0,0.27,0.27,0.25,0.25,12.5,0,0,0,0.2,0.2,0.04,0.8,0.8,shooting
ITA-Serie A,2024,Venezia,Mikael Ellertsson,ISL,"DF,MF",23-031,2002,22.7,2,17,3,17.6,0.75,0.13,0.12,0.67,18.0,0,0,0,1.1,1.1,0.06,0.9,0.9,shooting
ITA-Serie A,2024,Venezia,Mirko Marić,CRO,FW,29-330,1995,3.5,0,6,0,0.0,1.73,0.0,0.0,,13.6,0,0,0,0.6,0.6,0.1,-0.6,-0.6,shooting
ITA-Serie A,2024,Venezia,Nicholas Pierini,ITA,MF,26-248,1998,0.9,0,1,0,0.0,1.08,0.0,0.0,,32.9,1,0,0,0.0,0.0,0.03,0.0,0.0,shooting
ITA-Serie A,2024,Venezia,Nunzio Lella,ITA,MF,24-257,2000,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
ITA-Serie A,2024,Venezia,Richie Sagrado,BEL,DF,21-071,2004,1.6,0,1,0,0.0,0.64,0.0,0.0,,23.2,0,0,0,0.1,0.1,0.05,-0.1,-0.1,shooting
ITA-Serie A,2024,Venezia,Ridgeciano Haps,SUR,DF,31-303,1993,12.1,0,13,2,15.4,1.08,0.17,0.0,0.0,17.8,0,0,0,1.1,1.1,0.08,-1.1,-1.1,shooting
ITA-Serie A,2024,Venezia,Saad El Haddad,MAR,MF,19-261,2005,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
