league,season,team,player,nation,pos,age,born,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G+A,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Expected xG,Expected npxG,Expected xAG,Expected npxG+xAG,Progression PrgC,Progression PrgP,Progression PrgR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Per 90 Minutes xG,Per 90 Minutes xAG,Per 90 Minutes xG+xAG,Per 90 Minutes npxG,Per 90 Minutes npxG+xAG,stat_type,nation_defense,pos_defense,age_defense,born_defense,90s,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,stat_type_defense,nation_passing,pos_passing,age_passing,born_passing,90s_passing,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,stat_type_passing,nation_misc,pos_misc,age_misc,born_misc,90s_misc,Performance CrdY_misc,Performance CrdR_misc,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%,stat_type_misc,nation_possession,pos_possession,age_possession,born_possession,90s_possession,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Succ%,Take-Ons Tkld,Take-Ons Tkld%,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,stat_type_possession,nation_shooting,pos_shooting,age_shooting,born_shooting,90s_shooting,Standard Gls,Standard Sh,Standard SoT,Standard SoT%,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Standard FK,Standard PK,Standard PKatt,Expected xG_shooting,Expected npxG_shooting,Expected npxG/Sh,Expected G-xG,Expected np:G-xG,stat_type_shooting
ITA-Serie A,2022,Sampdoria,Omar Colley,GAM,DF,29,1992,16,15,1384,15.4,1,0,1,1,0,0,5,0,1.2,1.2,0.0,1.2,3,33,2,0.07,0.0,0.07,0.07,0.07,0.08,0.0,0.08,0.08,0.08,standard,GAM,DF,29,1992,15.4,17,10,10,7,0,9,12,75.0,3,9,5,4,22,39,69,1,defense,GAM,DF,29,1992,15.4,615,714,86.1,12155,4062,165,186,88.7,380,412,92.2,58,96,60.4,0,0.0,0.1,0.0,0,38,1,0,33,passing,GAM,DF,29,1992,15.4,5,0,0,15,18,1,0,22,10,0,0,0,73,27,30,47.4,misc,GAM,DF,29,1992,15.4,860,107,451,390,20,9,860,2,2,100.0,0,0.0,511,2142,1020,3,1,0,4,2,517,2,possession,GAM,DF,29,1992,15.4,1,6,4,66.7,0.39,0.26,0.17,0.25,9.0,0,0,0,1.2,1.2,0.2,-0.2,-0.2,shooting
ITA-Serie A,2022,Hellas Verona,Ondrej Duda,SVK,MF,27,1994,15,11,1061,11.8,0,0,0,0,0,0,4,0,0.8,0.8,0.3,1.1,15,44,22,0.0,0.0,0.0,0.0,0.0,0.07,0.03,0.1,0.07,0.1,standard,SVK,MF,27,1994,11.8,22,14,7,12,3,9,16,56.3,7,11,0,11,13,35,8,0,defense,SVK,MF,27,1994,11.8,323,433,74.6,5654,1659,148,177,83.6,128,154,83.1,35,64,54.7,0,0.3,0.5,-0.3,5,42,5,1,44,passing,SVK,MF,27,1994,11.8,4,0,0,17,26,0,14,13,14,0,0,0,107,11,14,44.0,misc,SVK,MF,27,1994,11.8,573,20,86,363,131,11,573,34,20,58.8,8,23.5,311,1850,701,15,14,0,14,17,302,22,possession,SVK,MF,27,1994,11.8,0,13,4,30.8,1.1,0.34,0.0,0.0,22.6,1,0,0,0.8,0.8,0.07,-0.8,-0.8,shooting
ITA-Serie A,2022,Cremonese,Pablo Galdames Millán,CHI,MF,25,1996,13,10,734,8.2,1,2,3,1,0,0,2,0,0.3,0.3,1.1,1.4,5,33,17,0.12,0.25,0.37,0.12,0.37,0.04,0.13,0.17,0.04,0.17,standard,CHI,MF,25,1996,8.2,14,10,8,3,3,5,33,15.2,28,13,2,11,10,24,13,0,defense,CHI,MF,25,1996,8.2,211,302,69.9,3959,1174,109,129,84.5,67,91,73.6,32,62,51.6,2,1.1,0.6,0.9,10,27,3,0,33,passing,CHI,MF,25,1996,8.2,2,0,0,13,4,0,22,10,10,0,0,0,43,4,6,40.0,misc,CHI,MF,25,1996,8.2,389,18,93,211,89,6,389,10,2,20.0,7,70.0,192,721,338,5,6,0,12,5,229,17,possession,CHI,MF,25,1996,8.2,1,7,4,57.1,0.86,0.49,0.14,0.25,23.3,1,0,0,0.3,0.3,0.05,0.7,0.7,shooting
ITA-Serie A,2022,Monza,Pablo Marí,ESP,DF,28,1993,30,28,2487,27.6,1,0,1,1,0,0,4,0,0.6,0.6,0.3,1.0,6,57,3,0.04,0.0,0.04,0.04,0.04,0.02,0.01,0.04,0.02,0.04,standard,ESP,DF,28,1993,27.6,37,19,29,7,1,17,26,65.4,9,22,14,8,31,68,111,3,defense,ESP,DF,28,1993,27.6,1431,1621,88.3,29354,11383,404,446,90.6,822,866,94.9,194,275,70.5,0,0.3,0.3,-0.3,3,74,2,0,57,passing,ESP,DF,28,1993,27.6,4,0,0,31,9,1,1,31,19,0,0,0,131,59,27,68.6,misc,ESP,DF,28,1993,27.6,1874,299,1090,750,37,15,1874,4,2,50.0,2,50.0,1049,5335,2820,6,8,1,10,5,1273,3,possession,ESP,DF,28,1993,27.6,1,10,2,20.0,0.36,0.07,0.1,0.5,15.2,0,0,0,0.6,0.6,0.06,0.4,0.4,shooting
ITA-Serie A,2022,Lecce,Pablo Rodríguez,ESP,"FW,MF",20,2001,4,0,54,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,3,7,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.04,standard,ESP,"FW,MF",20,2001,0.6,2,1,2,0,0,0,2,0.0,2,3,0,3,0,2,0,0,defense,ESP,"FW,MF",20,2001,0.6,14,21,66.7,215,66,6,10,60.0,6,7,85.7,1,1,100.0,0,0.0,0.0,0.0,1,2,0,0,3,passing,ESP,"FW,MF",20,2001,0.6,0,0,0,1,2,0,4,0,1,0,0,0,2,0,2,0.0,misc,ESP,"FW,MF",20,2001,0.6,32,0,4,18,11,0,32,1,0,0.0,0,0.0,21,97,54,2,2,0,1,2,22,7,possession,ESP,"FW,MF",20,2001,0.6,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
ITA-Serie A,2022,Hellas Verona,Panagiotis Retsos,GRE,DF,23,1998,2,1,122,1.4,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,2,2,0,0.0,0.0,0.0,0.0,0.0,0.05,0.02,0.06,0.05,0.06,standard,GRE,DF,23,1998,1.4,5,4,2,2,1,3,3,100.0,0,4,1,3,2,7,3,0,defense,GRE,DF,23,1998,1.4,44,56,78.6,781,321,20,23,87.0,20,24,83.3,4,7,57.1,0,0.0,0.0,0.0,1,3,0,0,2,passing,GRE,DF,23,1998,1.4,0,0,0,4,2,0,0,2,4,0,0,0,7,3,3,50.0,misc,GRE,DF,23,1998,1.4,76,8,31,38,7,1,76,1,1,100.0,0,0.0,35,249,125,2,0,0,0,1,33,0,possession,GRE,DF,23,1998,1.4,0,1,0,0.0,0.74,0.0,0.0,,16.8,0,0,0,0.1,0.1,0.06,-0.1,-0.1,shooting
ITA-Serie A,2022,Cremonese,Paolo Ghiglione,ITA,DF,25,1997,15,8,711,7.9,1,1,2,1,0,0,4,0,0.8,0.8,0.6,1.5,5,19,35,0.13,0.13,0.25,0.13,0.25,0.1,0.08,0.18,0.1,0.18,standard,ITA,DF,25,1997,7.9,16,11,10,3,3,10,23,43.5,13,9,4,5,4,20,12,0,defense,ITA,DF,25,1997,7.9,159,285,55.8,3153,1607,61,86,70.9,73,122,59.8,25,63,39.7,1,0.6,0.6,0.4,13,17,18,15,19,passing,ITA,DF,25,1997,7.9,4,0,0,16,7,2,39,4,11,0,1,0,42,5,8,38.5,misc,ITA,DF,25,1997,7.9,359,16,106,135,122,9,359,11,2,18.2,9,81.8,153,736,381,5,7,1,6,4,178,35,possession,ITA,DF,25,1997,7.9,1,7,2,28.6,0.89,0.25,0.14,0.5,17.0,0,0,0,0.8,0.8,0.12,0.2,0.2,shooting
ITA-Serie A,2022,Salernitana,Pasquale Mazzocchi,ITA,DF,27,1995,27,23,1958,21.8,2,3,5,2,0,0,2,0,1.3,1.3,2.6,3.9,70,60,102,0.09,0.14,0.23,0.09,0.23,0.06,0.12,0.18,0.06,0.18,standard,ITA,DF,27,1995,21.8,32,18,21,5,6,17,37,45.9,20,10,2,8,10,42,37,2,defense,ITA,DF,27,1995,21.8,702,949,74.0,11136,3985,379,417,90.9,245,339,72.3,56,122,45.9,3,2.6,2.0,0.4,30,37,21,12,60,passing,ITA,DF,27,1995,21.8,2,0,0,27,17,5,90,10,18,1,0,0,129,12,14,46.2,misc,ITA,DF,27,1995,21.8,1196,59,348,469,398,36,1196,103,58,56.3,36,35.0,654,4495,2330,70,55,15,54,34,680,102,possession,ITA,DF,27,1995,21.8,2,18,6,33.3,0.83,0.28,0.11,0.33,21.0,1,0,0,1.3,1.3,0.07,0.7,0.7,shooting
ITA-Serie A,2022,Lazio,Patric,ESP,DF,29,1993,18,16,1413,15.7,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.2,0,27,3,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,standard,ESP,DF,29,1993,15.7,17,11,12,3,2,11,16,68.8,5,17,12,5,11,28,53,1,defense,ESP,DF,29,1993,15.7,947,1063,89.1,19277,6374,317,342,92.7,426,448,95.1,173,235,73.6,0,0.0,0.2,0.0,2,30,2,0,27,passing,ESP,DF,29,1993,15.7,1,0,0,3,4,0,0,11,11,0,0,0,96,8,22,26.7,misc,ESP,DF,29,1993,15.7,1181,214,709,469,8,0,1181,3,2,66.7,1,33.3,648,3007,1314,0,0,0,4,0,813,3,possession,ESP,DF,29,1993,15.7,0,2,1,50.0,0.13,0.06,0.0,0.0,21.9,0,0,0,0.1,0.1,0.06,-0.1,-0.1,shooting
ITA-Serie A,2022,Monza,Patrick Ciurria,ITA,"DF,MF",27,1995,36,31,2753,30.6,6,5,11,6,0,0,4,0,4.8,4.8,5.5,10.2,67,91,168,0.2,0.16,0.36,0.2,0.36,0.16,0.18,0.34,0.16,0.34,standard,ITA,"DF,MF",27,1995,30.6,31,18,20,10,1,17,33,51.5,16,24,2,22,7,38,32,0,defense,ITA,"DF,MF",27,1995,30.6,1061,1335,79.5,16691,5156,563,633,88.9,387,493,78.5,76,140,54.3,5,5.5,3.3,-0.5,36,67,31,14,91,passing,ITA,"DF,MF",27,1995,30.6,4,0,0,32,41,8,98,7,18,0,0,0,138,12,13,48.0,misc,ITA,"DF,MF",27,1995,30.6,1604,46,396,694,534,51,1604,54,18,33.3,28,51.9,877,5018,2362,67,48,9,47,16,1062,168,possession,ITA,"DF,MF",27,1995,30.6,6,50,23,46.0,1.63,0.75,0.12,0.26,20.2,0,0,0,4.8,4.8,0.1,1.2,1.2,shooting
ITA-Serie A,2022,Juventus,Paul Pogba,FRA,"MF,FW",29,1993,6,1,111,1.2,0,0,0,0,0,0,0,0,0.3,0.3,0.2,0.6,5,4,15,0.0,0.0,0.0,0.0,0.0,0.27,0.2,0.46,0.27,0.46,standard,FRA,"MF,FW",29,1993,1.2,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,2,0,defense,FRA,"MF,FW",29,1993,1.2,48,67,71.6,737,199,29,33,87.9,15,19,78.9,3,6,50.0,0,0.2,0.1,-0.2,2,7,2,0,4,passing,FRA,"MF,FW",29,1993,1.2,0,0,0,2,7,0,2,0,0,0,0,0,6,7,3,70.0,misc,FRA,"MF,FW",29,1993,1.2,83,4,11,38,35,10,83,8,6,75.0,1,12.5,52,267,132,5,2,4,2,4,70,15,possession,FRA,"MF,FW",29,1993,1.2,0,5,2,40.0,4.05,1.62,0.0,0.0,18.5,0,0,0,0.3,0.3,0.07,-0.3,-0.3,shooting
ITA-Serie A,2022,Roma,Paulo Dybala,ARG,"MF,FW",28,1993,25,21,1739,19.3,12,6,18,7,5,5,5,0,9.3,5.3,6.8,12.2,56,75,109,0.62,0.31,0.93,0.36,0.67,0.48,0.35,0.83,0.28,0.63,standard,ARG,"MF,FW",28,1993,19.3,14,4,1,8,5,8,26,30.8,18,12,1,11,8,22,4,0,defense,ARG,"MF,FW",28,1993,19.3,650,833,78.0,11560,2954,340,384,88.5,189,235,80.4,100,149,67.1,6,6.8,4.5,-0.8,53,49,21,1,75,passing,ARG,"MF,FW",28,1993,19.3,5,0,0,10,56,5,82,8,4,2,0,0,81,4,16,20.0,misc,ARG,"MF,FW",28,1993,19.3,1089,2,85,542,478,78,1084,64,27,42.2,27,42.2,689,4141,1816,56,43,20,62,32,785,109,possession,ARG,"MF,FW",28,1993,19.3,12,60,18,30.0,3.11,0.93,0.12,0.39,20.7,3,5,5,9.3,5.3,0.09,2.7,1.7,shooting
ITA-Serie A,2022,Hellas Verona,Paweł Dawidowicz,POL,DF,27,1995,23,20,1632,18.1,1,1,2,1,0,0,6,1,1.1,1.1,0.8,1.9,20,60,17,0.06,0.06,0.11,0.06,0.11,0.06,0.04,0.11,0.06,0.11,standard,POL,DF,27,1995,18.1,48,31,28,17,3,22,31,71.0,9,14,9,5,23,71,71,0,defense,POL,DF,27,1995,18.1,613,827,74.1,11131,4374,258,296,87.2,277,354,78.2,69,146,47.3,1,0.8,0.3,0.2,5,47,2,0,60,passing,POL,DF,27,1995,18.1,6,1,0,37,13,1,13,23,31,0,0,0,120,43,27,61.4,misc,POL,DF,27,1995,18.1,1019,91,484,450,96,17,1019,8,1,12.5,4,50.0,463,2270,1282,20,13,1,8,4,498,17,possession,POL,DF,27,1995,18.1,1,11,2,18.2,0.61,0.11,0.09,0.5,10.7,0,0,0,1.1,1.1,0.1,-0.1,-0.1,shooting
ITA-Serie A,2022,Lazio,Pedro,ESP,FW,35,1987,36,17,1898,21.1,4,3,7,4,0,0,1,0,3.4,3.4,2.6,6.1,64,52,144,0.19,0.14,0.33,0.19,0.33,0.16,0.13,0.29,0.16,0.29,standard,ESP,FW,35,1987,21.1,35,24,14,10,11,11,30,36.7,19,18,2,16,6,41,4,1,defense,ESP,FW,35,1987,21.1,771,950,81.2,10609,2051,473,524,90.3,216,280,77.1,37,69,53.6,3,2.6,2.0,0.4,23,36,23,3,52,passing,ESP,FW,35,1987,21.1,1,0,0,26,30,5,34,6,24,1,0,0,89,1,5,16.7,misc,ESP,FW,35,1987,21.1,1171,11,145,588,450,79,1171,68,32,47.1,27,39.7,749,4207,1952,64,42,20,48,28,933,144,possession,ESP,FW,35,1987,21.1,4,42,16,38.1,1.99,0.76,0.1,0.25,19.3,0,0,0,3.4,3.4,0.08,0.6,0.6,shooting
ITA-Serie A,2022,Sassuolo,Pedro Obiang,EQG,MF,30,1992,17,11,876,9.7,0,1,1,0,0,0,2,0,0.4,0.4,0.2,0.6,0,40,6,0.0,0.1,0.1,0.0,0.1,0.04,0.02,0.06,0.04,0.06,standard,EQG,MF,30,1992,9.7,26,17,12,12,2,10,18,55.6,8,12,2,10,8,34,15,0,defense,EQG,MF,30,1992,9.7,363,438,82.9,6702,2194,175,204,85.8,142,158,89.9,42,60,70.0,1,0.2,0.2,0.8,3,27,2,0,40,passing,EQG,MF,30,1992,9.7,2,0,0,16,8,0,1,8,17,0,0,0,53,17,20,45.9,misc,EQG,MF,30,1992,9.7,527,34,138,339,53,2,527,8,3,37.5,4,50.0,262,1022,335,0,7,0,6,2,325,6,possession,EQG,MF,30,1992,9.7,0,7,0,0.0,0.72,0.0,0.0,,19.9,0,0,0,0.4,0.4,0.06,-0.4,-0.4,shooting
ITA-Serie A,2022,Monza,Pepín,EQG,MF,25,1996,25,11,1123,12.5,0,2,2,0,0,0,4,0,0.5,0.5,1.5,2.0,19,74,28,0.0,0.16,0.16,0.0,0.16,0.04,0.12,0.16,0.04,0.16,standard,EQG,MF,25,1996,12.5,28,19,10,11,7,9,27,33.3,18,14,3,11,13,41,17,0,defense,EQG,MF,25,1996,12.5,554,666,83.2,9428,2784,263,298,88.3,240,269,89.2,38,64,59.4,2,1.5,1.3,0.5,9,67,18,2,74,passing,EQG,MF,25,1996,12.5,4,0,0,19,12,0,11,13,19,0,0,0,66,6,7,46.2,misc,EQG,MF,25,1996,12.5,786,23,161,469,164,10,786,20,7,35.0,11,55.0,477,2855,1283,19,23,4,14,12,581,28,possession,EQG,MF,25,1996,12.5,0,10,3,30.0,0.8,0.24,0.0,0.0,23.2,1,0,0,0.5,0.5,0.05,-0.5,-0.5,shooting
ITA-Serie A,2022,Torino,Perr Schuurs,NED,DF,22,1999,30,28,2326,25.8,0,2,2,0,0,0,5,0,0.9,0.9,0.9,1.8,14,56,2,0.0,0.08,0.08,0.0,0.08,0.04,0.03,0.07,0.04,0.07,standard,NED,DF,22,1999,25.8,51,25,29,17,5,14,26,53.8,12,28,16,12,28,79,102,0,defense,NED,DF,22,1999,25.8,1058,1201,88.1,20819,6259,320,358,89.4,622,671,92.7,108,142,76.1,2,0.9,0.8,1.1,7,35,3,0,56,passing,NED,DF,22,1999,25.8,5,0,0,31,3,2,2,28,25,0,1,0,177,60,49,55.0,misc,NED,DF,22,1999,25.8,1479,145,759,671,67,17,1479,14,10,71.4,3,21.4,768,3730,1812,14,16,1,21,7,814,2,possession,NED,DF,22,1999,25.8,0,14,1,7.1,0.54,0.04,0.0,0.0,14.9,2,0,0,0.9,0.9,0.07,-0.9,-0.9,shooting
ITA-Serie A,2022,Empoli,Petar Stojanović,SVN,DF,26,1995,27,16,1530,17.0,0,1,1,0,0,0,3,0,0.3,0.3,1.0,1.3,50,91,51,0.0,0.06,0.06,0.0,0.06,0.02,0.06,0.08,0.02,0.08,standard,SVN,DF,26,1995,17.0,42,22,28,10,4,26,43,60.5,17,17,5,12,11,53,55,0,defense,SVN,DF,26,1995,17.0,821,1029,79.8,14171,5058,410,466,88.0,308,370,83.2,89,145,61.4,1,1.0,1.2,0.0,19,58,19,6,91,passing,SVN,DF,26,1995,17.0,3,0,0,12,15,0,35,11,22,0,0,0,91,4,7,36.4,misc,SVN,DF,26,1995,17.0,1210,60,387,539,293,15,1210,35,13,37.1,18,51.4,663,3977,2265,50,27,5,11,14,710,51,possession,SVN,DF,26,1995,17.0,0,10,2,20.0,0.59,0.12,0.0,0.0,25.1,1,0,0,0.3,0.3,0.03,-0.3,-0.3,shooting
ITA-Serie A,2022,Spezia,Petar Zovko,BIH,GK,20,2002,1,0,74,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,BIH,GK,20,2002,0.8,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,0,0,defense,BIH,GK,20,2002,0.8,22,36,61.1,683,458,4,4,100.0,9,9,100.0,9,23,39.1,0,0.0,0.0,0.0,0,1,0,0,0,passing,BIH,GK,20,2002,0.8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,misc,BIH,GK,20,2002,0.8,38,29,36,2,0,0,38,0,0,,0,,18,77,44,0,0,0,0,0,13,0,possession,BIH,GK,20,2002,0.8,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
ITA-Serie A,2022,Spezia,Petko Hristov,BUL,DF,23,1999,9,4,365,4.1,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,2,8,3,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,standard,BUL,DF,23,1999,4.1,6,4,2,4,0,5,8,62.5,3,4,2,2,4,10,12,0,defense,BUL,DF,23,1999,4.1,160,207,77.3,2653,997,82,90,91.1,64,79,81.0,11,29,37.9,0,0.0,0.1,0.0,0,11,2,1,8,passing,BUL,DF,23,1999,4.1,0,0,0,1,4,0,1,4,4,1,0,0,21,10,5,66.7,misc,BUL,DF,23,1999,4.1,251,19,101,122,29,3,251,3,0,0.0,3,100.0,112,510,270,2,2,0,3,0,133,3,possession,BUL,DF,23,1999,4.1,0,1,0,0.0,0.25,0.0,0.0,,10.0,0,0,0,0.1,0.1,0.08,-0.1,-0.1,shooting
ITA-Serie A,2022,Fiorentina,Pierluigi Gollini,ITA,GK,27,1995,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ITA,GK,27,1995,3.0,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,2,0,defense,ITA,GK,27,1995,3.0,96,126,76.2,2622,1774,18,18,100.0,42,42,100.0,36,66,54.5,0,0.0,0.0,0.0,0,1,0,0,0,passing,ITA,GK,27,1995,3.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,misc,ITA,GK,27,1995,3.0,131,116,131,0,0,0,131,0,0,,0,,104,423,217,0,0,0,0,0,91,0,possession,ITA,GK,27,1995,3.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
ITA-Serie A,2022,Napoli,Pierluigi Gollini,ITA,GK,27,1995,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ITA,GK,27,1995,4.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,defense,ITA,GK,27,1995,4.0,136,159,85.5,3405,2362,31,31,100.0,62,63,98.4,43,65,66.2,0,0.0,0.0,0.0,0,1,0,0,0,passing,ITA,GK,27,1995,4.0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,,misc,ITA,GK,27,1995,4.0,166,142,166,0,0,0,166,0,0,,0,,111,517,337,0,0,0,0,0,96,0,possession,ITA,GK,27,1995,4.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
ITA-Serie A,2022,Milan,Pierre Kalulu,FRA,DF,22,2000,34,26,2548,28.3,1,0,1,1,0,0,4,0,1.5,1.5,1.2,2.8,52,138,43,0.04,0.0,0.04,0.04,0.04,0.05,0.04,0.1,0.05,0.1,standard,FRA,DF,22,2000,28.3,57,39,33,21,3,28,42,66.7,14,41,17,24,41,98,56,1,defense,FRA,DF,22,2000,28.3,1589,1821,87.3,29265,9921,612,663,92.3,836,909,92.0,128,208,61.5,0,1.2,1.2,-1.2,10,109,10,5,138,passing,FRA,DF,22,2000,28.3,4,0,0,24,23,2,28,41,39,0,1,0,165,36,33,52.2,misc,FRA,DF,22,2000,28.3,2099,118,890,1056,172,18,2099,18,10,55.6,5,27.8,1284,7528,4148,52,25,0,25,5,1410,43,possession,FRA,DF,22,2000,28.3,1,11,2,18.2,0.39,0.07,0.09,0.5,10.0,0,0,0,1.5,1.5,0.14,-0.5,-0.5,shooting
ITA-Serie A,2022,Lecce,Pietro Ceccaroni,ITA,DF,26,1995,2,0,43,0.5,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,0,0,1,0.0,0.0,0.0,0.0,0.0,0.24,0.33,0.58,0.24,0.58,standard,ITA,DF,26,1995,0.5,0,0,0,0,0,0,0,,0,1,1,0,3,3,2,0,defense,ITA,DF,26,1995,0.5,10,14,71.4,187,78,6,6,100.0,2,4,50.0,2,4,50.0,0,0.2,0.0,-0.2,1,0,0,0,0,passing,ITA,DF,26,1995,0.5,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,,misc,ITA,DF,26,1995,0.5,22,4,9,10,3,1,22,0,0,,0,,7,30,16,0,0,0,0,0,7,1,possession,ITA,DF,26,1995,0.5,0,2,0,0.0,4.19,0.0,0.0,,17.9,0,0,0,0.1,0.1,0.06,-0.1,-0.1,shooting
ITA-Serie A,2022,Torino,Pietro Pellegri,ITA,FW,21,2001,18,4,465,5.2,2,0,2,2,0,0,3,0,1.5,1.5,0.5,2.0,4,8,50,0.39,0.0,0.39,0.39,0.39,0.29,0.1,0.39,0.29,0.39,standard,ITA,FW,21,2001,5.2,6,2,1,3,2,2,3,66.7,1,5,1,4,0,6,4,0,defense,ITA,FW,21,2001,5.2,61,80,76.3,785,70,39,49,79.6,18,19,94.7,1,3,33.3,0,0.5,0.5,-0.5,5,3,3,0,8,passing,ITA,FW,21,2001,5.2,3,0,0,15,14,7,3,0,2,0,0,0,12,11,33,25.0,misc,ITA,FW,21,2001,5.2,159,3,9,58,92,20,159,16,3,18.8,11,68.8,101,532,111,4,2,3,24,19,125,50,possession,ITA,FW,21,2001,5.2,2,10,5,50.0,1.94,0.97,0.2,0.4,12.5,0,0,0,1.5,1.5,0.15,0.5,0.5,shooting
ITA-Serie A,2022,Fiorentina,Pietro Terracciano,ITA,GK,32,1990,29,29,2610,29.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ITA,GK,32,1990,29.0,2,1,2,0,0,2,3,66.7,1,0,0,0,1,3,14,0,defense,ITA,GK,32,1990,29.0,816,1072,76.1,23589,16226,130,133,97.7,358,365,98.1,324,566,57.2,0,0.0,0.0,0.0,0,16,0,0,0,passing,ITA,GK,32,1990,29.0,1,0,0,2,0,0,0,1,1,0,2,0,51,6,0,100.0,misc,ITA,GK,32,1990,29.0,1135,893,1125,10,0,0,1135,1,1,100.0,0,0.0,602,3154,1984,0,0,0,1,0,612,0,possession,ITA,GK,32,1990,29.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
ITA-Serie A,2022,Napoli,Piotr Zieliński,POL,MF,28,1994,37,27,2287,25.4,3,8,11,3,0,0,3,0,3.5,3.5,7.4,10.9,62,128,129,0.12,0.31,0.43,0.12,0.43,0.14,0.29,0.43,0.14,0.43,standard,POL,MF,28,1994,25.4,17,10,1,11,5,12,25,48.0,13,16,5,11,14,31,7,0,defense,POL,MF,28,1994,25.4,1300,1552,83.8,18650,5534,767,833,92.1,359,423,84.9,95,168,56.5,8,7.4,7.5,0.6,84,122,45,7,128,passing,POL,MF,28,1994,25.4,3,0,0,21,35,2,112,14,10,0,0,0,102,4,13,23.5,misc,POL,MF,28,1994,25.4,1755,19,183,822,765,54,1755,58,22,37.9,29,50.0,1086,5372,2485,62,75,9,27,15,1361,129,possession,POL,MF,28,1994,25.4,3,53,19,35.8,2.09,0.75,0.06,0.16,22.4,6,0,0,3.5,3.5,0.07,-0.5,-0.5,shooting
