nation,pos,age,born,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,league,season,stat_type
,,,,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,,,
CIV,FW,28,1994,19,15,1225,13.6,9,3,12,9,0,1,1,0,8.4,7.7,2.3,10.0,11,22,65,0.66,0.22,0.88,0.66,0.88,0.62,0.17,0.79,0.56,0.73,GER-Bundesliga,2022,standard
BEL,DF,30,1991,10,7,585,6.5,0,0,0,0,0,0,2,0,0.2,0.2,0.6,0.7,9,30,45,0.0,0.0,0.0,0.0,0.0,0.03,0.09,0.12,0.03,0.12,GER-Bundesliga,2022,standard
BEL,"FW,DF",29,1993,14,2,464,5.2,0,0,0,0,0,0,1,0,1.3,1.3,0.9,2.3,21,28,50,0.0,0.0,0.0,0.0,0.0,0.26,0.18,0.44,0.26,0.44,GER-Bundesliga,2022,standard
GER,DF,17,2004,2,0,26,0.3,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,0,2,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.26,0.26,0.26,GER-Bundesliga,2022,standard
GER,FW,17,2004,26,11,1141,12.7,7,3,10,7,0,0,0,0,6.4,6.4,1.8,8.2,9,11,61,0.55,0.24,0.79,0.55,0.79,0.5,0.14,0.65,0.5,0.65,GER-Bundesliga,2022,standard
MLI,DF,26,1996,7,5,398,4.4,0,1,1,0,0,0,1,0,0.5,0.5,0.6,1.1,2,17,8,0.0,0.23,0.23,0.0,0.23,0.12,0.14,0.25,0.12,0.25,GER-Bundesliga,2022,standard
GER,DF,20,2002,24,14,1286,14.3,1,1,2,1,0,0,1,0,0.9,0.9,1.6,2.5,47,40,74,0.07,0.07,0.14,0.07,0.14,0.06,0.12,0.18,0.06,0.18,GER-Bundesliga,2022,standard
POR,DF,25,1997,18,15,1318,14.6,3,2,5,3,0,0,3,0,0.6,0.6,3.3,3.9,45,47,118,0.2,0.14,0.34,0.2,0.34,0.04,0.22,0.26,0.04,0.26,GER-Bundesliga,2022,standard
GER,DF,27,1994,24,13,1290,14.3,0,2,2,0,0,0,1,0,0.6,0.6,2.6,3.1,30,63,67,0.0,0.14,0.14,0.0,0.14,0.04,0.18,0.22,0.04,0.22,GER-Bundesliga,2022,standard
JPN,MF,25,1996,32,25,2265,25.2,9,6,15,6,3,3,3,0,9.9,7.5,3.4,10.9,47,160,105,0.36,0.24,0.6,0.24,0.48,0.39,0.14,0.53,0.3,0.44,GER-Bundesliga,2022,standard
GER,DF,19,2003,1,0,21,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GER-Bundesliga,2022,standard
GER,GK,20,2001,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GER-Bundesliga,2022,standard
SUI,MF,25,1997,32,30,2646,29.4,4,0,4,4,0,0,9,0,1.7,1.7,1.0,2.8,35,186,29,0.14,0.0,0.14,0.14,0.14,0.06,0.04,0.09,0.06,0.09,GER-Bundesliga,2022,standard
GER,"DF,MF",21,2001,15,0,182,2.0,0,1,1,0,0,0,0,0,0.1,0.1,0.5,0.6,8,16,24,0.0,0.49,0.49,0.0,0.49,0.05,0.24,0.28,0.05,0.28,GER-Bundesliga,2022,standard
SRB,"DF,MF",29,1992,1,1,74,0.8,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,3,4,3,0.0,0.0,0.0,0.0,0.0,0.03,0.08,0.11,0.03,0.11,GER-Bundesliga,2022,standard
CRO,DF,21,2000,9,4,471,5.2,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0,18,1,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,GER-Bundesliga,2022,standard
DEN,"MF,FW",22,2000,27,22,1679,18.7,7,2,9,7,0,0,2,0,5.9,5.9,2.8,8.8,65,33,136,0.38,0.11,0.48,0.38,0.48,0.32,0.15,0.47,0.32,0.47,GER-Bundesliga,2022,standard
FRA,"DF,MF",21,2000,19,10,1063,11.8,3,1,4,3,0,0,4,0,3.7,3.7,1.4,5.1,38,45,42,0.25,0.08,0.34,0.25,0.34,0.31,0.12,0.43,0.31,0.43,GER-Bundesliga,2022,standard
GER,GK,32,1990,33,33,2970,33.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GER-Bundesliga,2022,standard
CRO,"DF,MF",25,1997,24,17,1460,16.2,1,0,1,1,0,0,4,0,0.7,0.7,0.7,1.5,16,59,19,0.06,0.0,0.06,0.06,0.06,0.05,0.05,0.09,0.05,0.09,GER-Bundesliga,2022,standard
ITA,DF,23,1999,9,7,557,6.2,0,0,0,0,0,0,1,0,0.6,0.6,0.8,1.4,19,22,28,0.0,0.0,0.0,0.0,0.0,0.09,0.14,0.23,0.09,0.23,GER-Bundesliga,2022,standard
ARG,"FW,MF",29,1992,20,2,331,3.7,1,0,1,1,0,0,0,0,1.4,1.4,0.0,1.5,2,8,17,0.27,0.0,0.27,0.27,0.27,0.39,0.01,0.4,0.39,0.4,GER-Bundesliga,2022,standard
JPN,DF,38,1984,18,15,1306,14.5,0,0,0,0,0,0,1,0,0.0,0.0,0.4,0.4,9,57,2,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,GER-Bundesliga,2022,standard
GER,MF,18,2004,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GER-Bundesliga,2022,standard
GER,MF,30,1992,32,32,2740,30.4,3,1,4,3,0,0,6,0,3.2,3.2,5.3,8.5,57,149,212,0.1,0.03,0.13,0.1,0.13,0.11,0.17,0.28,0.11,0.28,GER-Bundesliga,2022,standard
CIV,DF,22,1999,30,30,2692,29.9,1,0,1,1,0,0,4,0,1.4,1.4,0.2,1.6,16,94,5,0.03,0.0,0.03,0.03,0.03,0.05,0.01,0.05,0.05,0.05,GER-Bundesliga,2022,standard
USA,"MF,DF",18,2003,7,0,173,1.9,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,8,6,15,0.0,0.0,0.0,0.0,0.0,0.09,0.03,0.11,0.09,0.11,GER-Bundesliga,2022,standard
GER,DF,28,1993,10,8,694,7.7,0,1,1,0,0,0,1,0,0.7,0.7,1.6,2.3,14,34,52,0.0,0.13,0.13,0.0,0.13,0.09,0.21,0.3,0.09,0.3,GER-Bundesliga,2022,standard
COL,"MF,FW",26,1995,32,10,1078,12.0,2,2,4,1,1,1,5,0,4.1,3.3,1.9,5.1,26,34,102,0.17,0.17,0.33,0.08,0.25,0.34,0.16,0.5,0.27,0.43,GER-Bundesliga,2022,standard
FRA,FW,23,1998,32,31,2631,29.2,15,11,26,13,2,2,6,1,13.2,11.6,6.5,18.1,97,61,240,0.51,0.38,0.89,0.44,0.82,0.45,0.22,0.67,0.4,0.62,GER-Bundesliga,2022,standard
GER,MF,31,1990,27,19,1414,15.7,4,1,5,4,0,0,6,0,0.9,0.9,0.9,1.8,23,105,39,0.25,0.06,0.32,0.25,0.32,0.06,0.06,0.11,0.06,0.11,GER-Bundesliga,2022,standard
USA,DF,32,1990,6,0,86,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,7,6,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,GER-Bundesliga,2022,standard
BRA,DF,23,1999,31,30,2718,30.2,2,1,3,2,0,0,8,0,2.3,2.3,0.8,3.1,23,107,17,0.07,0.03,0.1,0.07,0.1,0.08,0.03,0.1,0.08,0.1,GER-Bundesliga,2022,standard
GER,"DF,MF",29,1993,33,31,2748,30.5,1,4,5,1,0,0,5,0,1.2,1.2,5.1,6.4,43,77,128,0.03,0.13,0.16,0.03,0.16,0.04,0.17,0.21,0.04,0.21,GER-Bundesliga,2022,standard
GHA,"MF,FW",26,1996,12,7,559,6.2,2,0,2,2,0,0,2,0,2.2,2.2,0.3,2.5,5,11,24,0.32,0.0,0.32,0.32,0.32,0.36,0.04,0.4,0.36,0.4,GER-Bundesliga,2022,standard
BEL,DF,20,2002,2,0,17,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GER-Bundesliga,2022,standard
KOR,"MF,FW",22,1999,26,4,653,7.3,1,1,2,1,0,0,2,0,2.1,2.1,1.2,3.3,18,19,36,0.14,0.14,0.28,0.14,0.28,0.29,0.17,0.46,0.29,0.46,GER-Bundesliga,2022,standard
FRA,DF,32,1990,3,0,41,0.5,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.4,1,1,6,0.0,0.0,0.0,0.0,0.0,0.68,0.19,0.88,0.68,0.88,GER-Bundesliga,2022,standard
GER,DF,20,2002,5,3,251,2.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,5,13,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GER-Bundesliga,2022,standard
GER,DF,25,1997,2,0,14,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GER-Bundesliga,2022,standard
GER,"FW,MF",20,2001,8,1,182,2.0,1,0,1,1,0,0,0,0,0.2,0.2,0.0,0.2,7,3,20,0.49,0.0,0.49,0.49,0.49,0.12,0.0,0.12,0.12,0.12,GER-Bundesliga,2022,standard
FRA,"DF,MF",20,2002,27,23,1977,22.0,0,2,2,0,0,0,4,1,0.8,0.8,0.7,1.6,20,81,47,0.0,0.09,0.09,0.0,0.09,0.04,0.03,0.07,0.04,0.07,GER-Bundesliga,2022,standard
GER,DF,21,2001,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GER-Bundesliga,2022,standard
GER,"FW,MF",28,1994,26,16,1503,16.7,5,2,7,5,0,0,1,0,3.3,3.3,1.9,5.1,19,33,87,0.3,0.12,0.42,0.3,0.42,0.19,0.11,0.31,0.19,0.31,GER-Bundesliga,2022,standard
GER,DF,29,1992,22,19,1639,18.2,2,1,3,2,0,0,1,0,0.9,0.9,0.4,1.3,11,57,50,0.11,0.05,0.16,0.11,0.16,0.05,0.02,0.07,0.05,0.07,GER-Bundesliga,2022,standard
GER,DF,31,1991,15,8,643,7.1,1,0,1,1,0,0,2,0,0.7,0.7,0.2,0.9,6,23,5,0.14,0.0,0.14,0.14,0.14,0.1,0.02,0.12,0.1,0.12,GER-Bundesliga,2022,standard
NED,GK,29,1993,34,34,3060,34.0,0,0,0,0,0,0,0,0,0.0,0.0,0.3,0.3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,GER-Bundesliga,2022,standard
GER,DF,28,1994,34,34,3060,34.0,4,1,5,4,0,0,3,0,1.9,1.9,0.9,2.9,23,122,11,0.12,0.03,0.15,0.12,0.15,0.06,0.03,0.08,0.06,0.08,GER-Bundesliga,2022,standard
GER,MF,25,1996,31,27,2451,27.2,1,2,3,1,0,0,6,0,0.9,0.9,1.7,2.6,20,93,46,0.04,0.07,0.11,0.04,0.11,0.03,0.06,0.1,0.03,0.1,GER-Bundesliga,2022,standard
GER,"MF,FW",20,2002,3,0,57,0.6,0,1,1,0,0,0,0,0,0.0,0.0,0.5,0.5,2,1,4,0.0,1.58,1.58,0.0,1.58,0.0,0.73,0.73,0.0,0.73,GER-Bundesliga,2022,standard
AUT,FW,28,1994,30,27,2150,23.9,10,4,14,10,0,0,6,0,10.0,10.0,3.0,13.0,22,57,124,0.42,0.17,0.59,0.42,0.59,0.42,0.12,0.54,0.42,0.54,GER-Bundesliga,2022,standard
GER,MF,32,1990,32,32,2816,31.3,0,1,1,0,0,0,9,1,1.7,1.7,0.9,2.7,12,110,10,0.0,0.03,0.03,0.0,0.03,0.06,0.03,0.09,0.06,0.09,GER-Bundesliga,2022,standard
GER,FW,33,1988,27,0,277,3.1,1,0,1,1,0,0,1,0,1.2,1.2,0.0,1.2,1,5,12,0.32,0.0,0.32,0.32,0.32,0.39,0.01,0.4,0.39,0.4,GER-Bundesliga,2022,standard
GER,"MF,DF",20,2001,18,3,427,4.7,0,1,1,0,0,0,0,0,0.2,0.2,1.0,1.2,14,14,31,0.0,0.21,0.21,0.0,0.21,0.03,0.21,0.24,0.03,0.24,GER-Bundesliga,2022,standard
AUT,DF,26,1996,29,27,2498,27.8,1,0,1,1,0,0,3,0,1.4,1.4,0.3,1.7,16,79,4,0.04,0.0,0.04,0.04,0.04,0.05,0.01,0.06,0.05,0.06,GER-Bundesliga,2022,standard
JPN,"MF,FW",24,1998,33,30,2424,26.9,5,4,9,5,0,0,3,0,7.0,7.0,3.2,10.2,83,69,167,0.19,0.15,0.33,0.19,0.33,0.26,0.12,0.38,0.26,0.38,GER-Bundesliga,2022,standard
GER,MF,19,2003,4,0,38,0.4,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,0,0,2,0.0,0.0,0.0,0.0,0.0,0.54,0.0,0.54,0.54,0.54,GER-Bundesliga,2022,standard
HUN,"MF,FW",25,1997,19,10,1002,11.1,1,3,4,1,0,0,6,0,2.6,2.6,1.3,3.8,22,17,71,0.09,0.27,0.36,0.09,0.36,0.23,0.11,0.34,0.23,0.34,GER-Bundesliga,2022,standard
ITA,"MF,FW",29,1993,33,30,2408,26.8,15,5,20,8,7,8,2,0,10.3,3.9,5.5,9.4,65,128,124,0.56,0.19,0.75,0.3,0.49,0.39,0.21,0.59,0.14,0.35,GER-Bundesliga,2022,standard
GER,MF,22,2000,22,8,682,7.6,0,2,2,0,0,0,4,0,0.2,0.2,0.1,0.3,12,26,16,0.0,0.26,0.26,0.0,0.26,0.02,0.02,0.04,0.02,0.04,GER-Bundesliga,2022,standard
FRA,FW,29,1993,29,20,1774,19.7,2,9,11,1,1,2,5,0,5.0,3.4,4.0,7.4,41,94,156,0.1,0.46,0.56,0.05,0.51,0.25,0.2,0.46,0.17,0.38,GER-Bundesliga,2022,standard
GER,MF,31,1991,29,27,2222,24.7,0,0,0,0,0,0,4,0,0.4,0.4,2.0,2.4,26,79,60,0.0,0.0,0.0,0.0,0.0,0.01,0.08,0.1,0.01,0.1,GER-Bundesliga,2022,standard
GER,MF,25,1997,23,16,1405,15.6,1,0,1,1,0,0,2,0,2.0,2.0,2.3,4.3,26,78,56,0.06,0.0,0.06,0.06,0.06,0.13,0.15,0.27,0.13,0.27,GER-Bundesliga,2022,standard
AUT,FW,23,1999,18,4,449,5.0,1,1,2,1,0,0,0,0,1.4,1.4,0.3,1.7,12,13,37,0.2,0.2,0.4,0.2,0.4,0.29,0.05,0.34,0.29,0.34,GER-Bundesliga,2022,standard
GER,GK,20,2001,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GER-Bundesliga,2022,standard
USA,DF,19,2002,28,25,2208,24.5,0,0,0,0,0,0,2,0,0.5,0.5,1.8,2.3,29,57,60,0.0,0.0,0.0,0.0,0.0,0.02,0.07,0.09,0.02,0.09,GER-Bundesliga,2022,standard
GER,"FW,MF",30,1992,31,30,2680,29.8,12,9,21,12,0,1,2,0,7.2,6.6,11.1,17.6,73,119,197,0.4,0.3,0.71,0.4,0.71,0.24,0.37,0.61,0.22,0.59,GER-Bundesliga,2022,standard
SUI,GK,28,1994,15,15,1290,14.3,0,0,0,0,0,0,0,0,0.0,0.0,0.4,0.4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,GER-Bundesliga,2022,standard
GER,MF,26,1995,23,21,1894,21.0,1,0,1,0,1,1,6,0,1.1,0.3,0.6,0.8,7,82,7,0.05,0.0,0.05,0.0,0.0,0.05,0.03,0.08,0.01,0.04,GER-Bundesliga,2022,standard
JPN,DF,25,1997,24,22,1981,22.0,0,2,2,0,0,0,1,2,0.6,0.6,0.4,1.0,19,59,4,0.0,0.09,0.09,0.0,0.09,0.03,0.02,0.05,0.03,0.05,GER-Bundesliga,2022,standard
GER,"FW,MF",33,1988,29,20,1734,19.3,8,7,15,8,0,0,9,0,5.0,5.0,6.2,11.2,22,77,89,0.42,0.36,0.78,0.42,0.78,0.26,0.32,0.58,0.26,0.58,GER-Bundesliga,2022,standard
GER,DF,19,2003,20,7,702,7.8,1,3,4,1,0,0,0,0,1.0,1.0,1.2,2.2,12,12,32,0.13,0.38,0.51,0.13,0.51,0.13,0.15,0.28,0.13,0.28,GER-Bundesliga,2022,standard
FRA,MF,21,2001,30,30,2608,29.0,1,1,2,1,0,0,12,0,1.2,1.2,1.3,2.5,59,166,55,0.03,0.03,0.07,0.03,0.07,0.04,0.05,0.09,0.04,0.09,GER-Bundesliga,2022,standard
FRA,FW,24,1997,30,28,2513,27.9,13,6,19,13,0,0,3,0,16.5,16.5,5.2,21.8,75,46,170,0.47,0.21,0.68,0.47,0.68,0.59,0.19,0.78,0.59,0.78,GER-Bundesliga,2022,standard
GER,DF,26,1995,23,13,1248,13.9,1,0,1,1,0,0,2,0,0.9,0.9,0.5,1.3,3,35,6,0.07,0.0,0.07,0.07,0.07,0.06,0.03,0.09,0.06,0.09,GER-Bundesliga,2022,standard
CMR,FW,22,2000,20,7,695,7.7,1,0,1,1,0,0,0,0,0.8,0.8,0.3,1.2,23,14,63,0.13,0.0,0.13,0.13,0.13,0.11,0.04,0.15,0.11,0.15,GER-Bundesliga,2022,standard
SUI,DF,25,1996,32,32,2826,31.4,3,0,3,3,0,0,2,0,2.6,2.6,0.3,2.9,20,83,5,0.1,0.0,0.1,0.1,0.1,0.08,0.01,0.09,0.08,0.09,GER-Bundesliga,2022,standard
DEN,"FW,MF",18,2003,2,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GER-Bundesliga,2022,standard
GER,"FW,MF",31,1991,21,0,164,1.8,1,0,1,1,0,0,2,0,0.4,0.4,0.5,0.8,7,6,19,0.55,0.0,0.55,0.55,0.55,0.19,0.27,0.46,0.19,0.46,GER-Bundesliga,2022,standard
ALG,DF,27,1995,28,28,2481,27.6,6,1,7,4,2,2,7,1,5.3,3.7,2.3,6.0,40,101,98,0.22,0.04,0.25,0.15,0.18,0.19,0.08,0.28,0.13,0.22,GER-Bundesliga,2022,standard
GER,MF,20,2002,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GER-Bundesliga,2022,standard
GER,"MF,FW",22,1999,3,0,10,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.74,0.0,0.74,0.74,0.74,GER-Bundesliga,2022,standard
AUT,DF,29,1992,17,9,817,9.1,0,0,0,0,0,0,2,0,0.8,0.8,1.2,2.0,23,45,39,0.0,0.0,0.0,0.0,0.0,0.09,0.13,0.22,0.09,0.22,GER-Bundesliga,2022,standard
GER,GK,34,1988,6,5,510,5.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GER-Bundesliga,2022,standard
GER,"DF,MF",32,1990,8,1,99,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GER-Bundesliga,2022,standard
SUI,GK,33,1988,10,10,900,10.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GER-Bundesliga,2022,standard
LUX,"FW,MF",18,2004,3,0,28,0.3,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,0,5,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.34,0.34,0.34,GER-Bundesliga,2022,standard
URU,DF,24,1997,20,14,1426,15.8,0,1,1,0,0,0,7,0,0.8,0.8,0.0,0.8,1,23,2,0.0,0.06,0.06,0.0,0.06,0.05,0.0,0.05,0.05,0.05,GER-Bundesliga,2022,standard
NGA,"FW,MF",24,1998,20,9,890,9.9,0,3,3,0,0,0,0,0,1.5,1.5,1.3,2.7,38,39,67,0.0,0.3,0.3,0.0,0.3,0.15,0.13,0.28,0.15,0.28,GER-Bundesliga,2022,standard
GER,FW,27,1995,13,3,282,3.1,1,1,2,0,1,1,1,0,1.2,0.4,0.9,1.3,3,5,22,0.32,0.32,0.64,0.0,0.32,0.39,0.28,0.66,0.14,0.41,GER-Bundesliga,2022,standard
GER,"FW,MF",19,2002,10,2,285,3.2,1,0,1,1,0,0,0,0,0.2,0.2,0.1,0.3,4,1,16,0.32,0.0,0.32,0.32,0.32,0.06,0.03,0.1,0.06,0.1,GER-Bundesliga,2022,standard
BEL,"FW,MF",24,1997,32,27,2397,26.6,11,3,14,6,5,5,8,0,8.6,4.7,4.4,9.1,96,42,178,0.41,0.11,0.53,0.23,0.34,0.32,0.16,0.49,0.18,0.34,GER-Bundesliga,2022,standard
CRO,DF,25,1997,22,21,1726,19.2,0,0,0,0,0,0,8,1,0.9,0.9,0.4,1.2,3,17,1,0.0,0.0,0.0,0.0,0.0,0.05,0.02,0.06,0.05,0.06,GER-Bundesliga,2022,standard
GER,FW,31,1990,16,11,781,8.7,1,0,1,1,0,0,2,0,2.3,2.3,0.2,2.5,9,11,28,0.12,0.0,0.12,0.12,0.12,0.26,0.02,0.29,0.26,0.29,GER-Bundesliga,2022,standard
ALG,"MF,FW",16,2005,2,0,71,0.8,1,0,1,1,0,0,0,0,0.8,0.8,0.0,0.8,2,0,1,1.27,0.0,1.27,1.27,1.27,1.03,0.0,1.03,1.03,1.03,GER-Bundesliga,2022,standard
BIH,MF,25,1996,18,12,993,11.0,0,0,0,0,0,0,4,0,0.6,0.6,0.2,0.8,6,30,6,0.0,0.0,0.0,0.0,0.0,0.06,0.01,0.07,0.06,0.07,GER-Bundesliga,2022,standard
NED,MF,28,1994,21,10,1050,11.7,0,0,0,0,0,0,3,0,0.5,0.5,0.7,1.2,4,61,23,0.0,0.0,0.0,0.0,0.0,0.05,0.06,0.1,0.05,0.1,GER-Bundesliga,2022,standard
GER,"FW,MF",22,2000,18,8,826,9.2,4,0,4,3,1,1,5,0,4.1,3.3,0.3,3.7,9,7,42,0.44,0.0,0.44,0.33,0.33,0.45,0.04,0.49,0.36,0.4,GER-Bundesliga,2022,standard
ENG,DF,25,1997,29,25,2244,24.9,0,1,1,0,0,0,3,0,0.3,0.3,2.1,2.4,30,98,59,0.0,0.04,0.04,0.0,0.04,0.01,0.09,0.1,0.01,0.1,GER-Bundesliga,2022,standard
GER,FW,18,2004,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GER-Bundesliga,2022,standard
GHA,MF,35,1987,16,5,467,5.2,0,0,0,0,0,0,3,0,0.3,0.3,0.2,0.5,2,24,20,0.0,0.0,0.0,0.0,0.0,0.07,0.03,0.1,0.07,0.1,GER-Bundesliga,2022,standard
FRA,MF,25,1997,33,33,2944,32.7,5,2,7,5,0,0,1,0,3.6,3.6,2.0,5.5,37,93,79,0.15,0.06,0.21,0.15,0.21,0.11,0.06,0.17,0.11,0.17,GER-Bundesliga,2022,standard
GER,DF,27,1995,31,31,2709,30.1,1,0,1,1,0,0,5,0,1.5,1.5,1.1,2.7,11,81,1,0.03,0.0,0.03,0.03,0.03,0.05,0.04,0.09,0.05,0.09,GER-Bundesliga,2022,standard
GER,"MF,FW",24,1997,29,21,1836,20.4,6,5,11,6,0,0,8,0,3.7,3.7,2.9,6.6,38,68,102,0.29,0.25,0.54,0.29,0.54,0.18,0.14,0.32,0.18,0.32,GER-Bundesliga,2022,standard
GER,DF,30,1992,31,29,2402,26.7,0,2,2,0,0,0,3,0,0.3,0.3,3.0,3.3,24,84,52,0.0,0.07,0.07,0.0,0.07,0.01,0.11,0.12,0.01,0.12,GER-Bundesliga,2022,standard
GER,"DF,MF",25,1997,17,7,849,9.4,0,0,0,0,0,0,5,0,0.3,0.3,0.8,1.1,29,37,29,0.0,0.0,0.0,0.0,0.0,0.03,0.09,0.12,0.03,0.12,GER-Bundesliga,2022,standard
COM,"FW,MF",23,1999,3,1,95,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,1,0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.22,0.0,0.22,GER-Bundesliga,2022,standard
HUN,"DF,MF",20,2002,17,11,947,10.5,1,0,1,1,0,0,2,0,0.1,0.1,0.2,0.3,2,21,0,0.1,0.0,0.1,0.1,0.1,0.01,0.02,0.03,0.01,0.03,GER-Bundesliga,2022,standard
DEN,GK,23,1999,33,33,2970,33.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GER-Bundesliga,2022,standard
GER,DF,17,2005,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GER-Bundesliga,2022,standard
SVK,DF,35,1986,5,2,206,2.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,7,1,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,GER-Bundesliga,2022,standard
MNE,"FW,MF",32,1989,17,8,892,9.9,4,2,6,4,0,0,0,0,2.7,2.7,1.1,3.8,14,40,44,0.4,0.2,0.61,0.4,0.61,0.28,0.11,0.38,0.28,0.38,GER-Bundesliga,2022,standard
GER,MF,25,1997,32,24,2021,22.5,4,2,6,4,0,0,7,0,1.9,1.9,1.6,3.5,33,78,48,0.18,0.09,0.27,0.18,0.27,0.09,0.07,0.16,0.09,0.16,GER-Bundesliga,2022,standard
GER,GK,19,2003,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GER-Bundesliga,2022,standard
TUR,MF,30,1992,11,10,672,7.5,0,1,1,0,0,0,2,0,0.2,0.2,0.3,0.5,3,32,2,0.0,0.13,0.13,0.0,0.13,0.03,0.04,0.07,0.03,0.07,GER-Bundesliga,2022,standard
GER,FW,19,2003,1,0,20,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GER-Bundesliga,2022,standard
