nation,pos,age,born,90s,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving,league,season,stat_type
GHA,DF,20,2002,13.8,811,94,374,397,46,10,811,5,4,80.0,1,20.0,554,3506,1609,10,12,0,12,5,511,4,FRA-Ligue 1,2023,possession
FRA,MF,20,2002,1.8,89,1,15,45,29,2,89,2,1,50.0,1,50.0,64,308,105,1,2,0,5,1,62,6,FRA-Ligue 1,2023,possession
GRE,DF,22,2001,11.6,574,29,137,212,233,36,574,37,13,35.1,23,62.2,356,2355,923,24,17,5,37,14,314,86,FRA-Ligue 1,2023,possession
FRA,"MF,FW",25,1998,16.1,798,10,117,365,335,40,798,93,44,47.3,43,46.2,657,5115,2142,68,48,11,37,17,599,78,FRA-Ligue 1,2023,possession
GAB,FW,21,2002,0.2,5,0,1,3,1,1,5,2,1,50.0,1,50.0,4,20,16,0,0,0,1,0,4,1,FRA-Ligue 1,2023,possession
MLI,FW,21,2002,4.7,181,7,10,83,89,35,181,25,13,52.0,11,44.0,122,787,315,14,7,12,30,10,135,35,FRA-Ligue 1,2023,possession
FRA,DF,20,2003,22.8,1538,221,677,727,140,40,1538,14,11,78.6,3,21.4,1086,5950,3186,24,21,4,17,12,1025,25,FRA-Ligue 1,2023,possession
FRA,"DF,MF",20,2002,16.8,876,49,248,320,317,34,876,35,16,45.7,17,48.6,597,3700,1724,56,38,8,30,7,551,117,FRA-Ligue 1,2023,possession
FRA,MF,28,1994,14.6,785,39,209,491,94,15,785,15,5,33.3,10,66.7,581,3418,1265,14,21,1,23,15,525,15,FRA-Ligue 1,2023,possession
BEN,"MF,FW",25,1998,10.0,291,10,54,120,123,21,291,26,12,46.2,13,50.0,227,1660,686,17,10,6,18,13,218,52,FRA-Ligue 1,2023,possession
FRA,"DF,MF",33,1989,6.0,372,19,130,128,118,9,372,4,4,100.0,0,0.0,261,1333,720,9,10,1,4,2,234,51,FRA-Ligue 1,2023,possession
SUI,GK,29,1994,34.0,1239,1056,1235,4,0,0,1239,1,1,100.0,0,0.0,875,4776,2834,0,0,0,0,0,577,0,FRA-Ligue 1,2023,possession
BRA,"DF,FW",25,1998,0.1,9,2,9,0,0,0,9,0,0,,0,,5,22,9,0,0,0,0,0,5,0,FRA-Ligue 1,2023,possession
ENG,"DF,MF",25,1997,15.9,949,56,269,400,293,41,948,33,16,48.5,14,42.4,645,3539,1645,26,25,6,15,11,580,82,FRA-Ligue 1,2023,possession
FRA,FW,32,1991,25.5,809,14,89,358,372,127,807,42,22,52.4,17,40.5,576,2746,910,22,20,10,55,37,567,144,FRA-Ligue 1,2023,possession
SWE,"FW,MF",22,2001,1.1,35,2,3,14,18,7,35,3,2,66.7,1,33.3,21,116,50,3,1,2,4,0,21,8,FRA-Ligue 1,2023,possession
POR,GK,32,1990,31.0,1110,928,1093,17,0,0,1110,0,0,,0,,784,4447,2904,1,0,0,0,0,510,0,FRA-Ligue 1,2023,possession
FRA,FW,20,2002,3.0,129,1,10,56,64,19,129,18,8,44.4,10,55.6,103,688,303,11,6,8,7,2,99,31,FRA-Ligue 1,2023,possession
TUN,MF,19,2004,0.1,10,0,0,5,5,0,10,1,0,0.0,1,100.0,9,50,35,1,1,0,0,0,10,0,FRA-Ligue 1,2023,possession
ANG,DF,30,1992,24.7,1785,125,650,803,349,13,1785,38,23,60.5,11,28.9,1226,6631,2926,32,27,2,29,19,1115,60,FRA-Ligue 1,2023,possession
FRA,MF,28,1994,19.3,1451,60,314,794,351,39,1450,9,5,55.6,4,44.4,1130,6039,2509,30,43,2,26,22,1089,67,FRA-Ligue 1,2023,possession
CRO,DF,34,1989,8.0,521,76,247,248,28,7,521,0,0,,0,,354,1746,735,5,8,0,1,2,326,1,FRA-Ligue 1,2023,possession
POR,"FW,MF",18,2004,3.0,148,2,24,74,51,9,148,9,2,22.2,7,77.8,120,795,355,10,5,3,13,6,108,23,FRA-Ligue 1,2023,possession
CRO,DF,26,1996,22.1,1404,246,793,586,31,21,1404,2,1,50.0,1,50.0,1016,4948,2358,5,2,0,3,1,952,1,FRA-Ligue 1,2023,possession
GHA,"FW,MF",19,2003,20.4,983,27,128,324,561,108,983,122,51,41.8,63,51.6,753,6375,2990,105,66,38,68,31,722,237,FRA-Ligue 1,2023,possession
NGA,FW,21,2002,5.3,159,2,12,70,80,25,159,13,5,38.5,7,53.8,127,657,194,8,4,8,21,7,122,33,FRA-Ligue 1,2023,possession
BRA,DF,29,1994,6.7,452,12,100,217,140,12,452,7,2,28.6,4,57.1,327,1716,958,20,14,2,4,2,309,33,FRA-Ligue 1,2023,possession
IRL,DF,22,2001,26.3,1631,206,856,724,63,28,1631,9,7,77.8,1,11.1,1197,6411,3451,15,8,0,7,5,1105,2,FRA-Ligue 1,2023,possession
BRA,"FW,MF",23,1999,3.4,198,0,13,66,122,21,198,38,14,36.8,21,55.3,162,1074,449,15,13,5,10,13,148,36,FRA-Ligue 1,2023,possession
FRA,MF,20,2002,2.8,210,5,39,129,43,4,210,4,3,75.0,1,25.0,171,882,372,5,7,3,5,0,155,6,FRA-Ligue 1,2023,possession
FRA,MF,18,2005,4.0,194,9,32,104,60,12,194,6,4,66.7,1,16.7,153,980,522,13,13,2,7,7,139,14,FRA-Ligue 1,2023,possession
BEL,FW,18,2005,6.2,244,7,37,84,133,21,244,15,8,53.3,7,46.7,210,1566,836,26,18,10,16,11,197,60,FRA-Ligue 1,2023,possession
GNB,"FW,MF",27,1995,6.1,234,2,21,87,133,43,234,28,12,42.9,16,57.1,176,1287,586,23,9,15,28,11,174,73,FRA-Ligue 1,2023,possession
FRA,DF,17,2005,0.1,5,0,1,4,0,0,5,0,0,,0,,4,13,5,0,0,0,0,0,4,0,FRA-Ligue 1,2023,possession
FRA,MF,23,2000,33.6,2357,67,484,1283,622,48,2357,85,52,61.2,28,32.9,1806,9571,4269,70,63,12,55,45,1642,96,FRA-Ligue 1,2023,possession
FRA,FW,19,2004,0.0,2,0,1,2,0,0,2,1,1,100.0,0,0.0,1,8,6,0,0,0,0,0,0,0,FRA-Ligue 1,2023,possession
SRB,MF,34,1988,13.9,1100,50,306,608,198,22,1100,20,12,60.0,8,40.0,847,4783,2354,26,36,8,11,10,791,17,FRA-Ligue 1,2023,possession
ARG,DF,30,1992,23.6,1385,72,364,688,339,35,1385,16,5,31.3,10,62.5,954,4778,2019,32,27,4,13,12,897,119,FRA-Ligue 1,2023,possession
BEL,MF,25,1998,4.4,228,9,34,132,63,7,228,7,3,42.9,2,28.6,178,960,382,9,6,0,9,5,174,21,FRA-Ligue 1,2023,possession
CIV,MF,25,1997,3.4,231,16,52,142,37,1,231,4,3,75.0,0,0.0,168,633,179,0,4,0,4,1,149,2,FRA-Ligue 1,2023,possession
FRA,"MF,FW",19,2003,19.1,1325,5,108,585,665,117,1325,141,81,57.4,48,34.0,1056,7606,3685,93,73,33,51,43,1014,182,FRA-Ligue 1,2023,possession
FRA,GK,35,1987,3.0,107,95,106,1,0,0,107,0,0,,0,,71,371,214,0,0,0,0,0,45,0,FRA-Ligue 1,2023,possession
FRA,DF,18,2005,10.3,727,24,183,356,196,16,727,20,7,35.0,13,65.0,500,2673,1384,19,22,4,20,7,451,75,FRA-Ligue 1,2023,possession
ALG,"FW,MF",27,1995,8.6,447,5,47,141,266,36,447,35,18,51.4,16,45.7,350,2324,1178,46,15,15,23,24,334,113,FRA-Ligue 1,2023,possession
CIV,DF,22,2001,9.9,654,75,292,334,35,7,654,4,1,25.0,1,25.0,505,2509,1321,5,8,1,6,2,441,0,FRA-Ligue 1,2023,possession
FRA,MF,21,2002,4.7,242,8,43,143,58,6,242,7,4,57.1,2,28.6,182,869,321,3,4,0,8,7,171,13,FRA-Ligue 1,2023,possession
ZIM,"FW,MF",27,1996,3.3,148,8,19,70,61,13,148,5,3,60.0,2,40.0,104,540,185,4,2,3,6,9,99,28,FRA-Ligue 1,2023,possession
MAR,"MF,FW",26,1997,20.2,1184,13,113,573,515,64,1184,75,39,52.0,27,36.0,969,6200,2888,84,69,11,43,37,904,112,FRA-Ligue 1,2023,possession
MAR,MF,23,2000,13.4,959,17,142,519,302,23,959,27,8,29.6,18,66.7,807,4646,1963,32,41,9,21,17,769,70,FRA-Ligue 1,2023,possession
CIV,DF,21,2001,7.1,605,60,241,327,42,2,605,9,5,55.6,2,22.2,435,2531,1280,11,14,1,5,4,408,5,FRA-Ligue 1,2023,possession
MAR,"MF,FW",19,2003,1.3,59,0,6,39,15,3,59,2,1,50.0,0,0.0,43,282,122,3,3,1,3,0,44,7,FRA-Ligue 1,2023,possession
COD,DF,28,1994,24.5,1631,170,618,925,98,25,1631,11,7,63.6,3,27.3,1221,6994,4035,16,29,2,17,5,1148,10,FRA-Ligue 1,2023,possession
ENG,"MF,DF",18,2005,1.2,61,3,14,30,18,4,61,2,1,50.0,1,50.0,39,200,57,1,2,1,3,1,31,8,FRA-Ligue 1,2023,possession
CMR,FW,23,2000,6.1,168,1,6,75,88,37,168,7,1,14.3,6,85.7,123,506,165,6,4,4,19,7,125,32,FRA-Ligue 1,2023,possession
CMR,"MF,DF",19,2004,2.0,73,1,9,16,48,4,73,8,2,25.0,6,75.0,57,567,232,7,8,1,10,1,53,16,FRA-Ligue 1,2023,possession
CTA,MF,30,1993,16.3,1119,45,229,744,153,13,1119,13,9,69.2,2,15.4,859,3975,1544,7,13,0,20,14,792,25,FRA-Ligue 1,2023,possession
SEN,"FW,MF",23,2000,18.0,771,12,78,302,411,73,771,79,44,55.7,30,38.0,611,4042,1500,51,32,15,42,41,571,152,FRA-Ligue 1,2023,possession
SEN,"FW,MF",25,1998,16.1,675,24,72,252,357,89,675,45,14,31.1,25,55.6,508,3343,1556,49,33,21,32,25,486,152,FRA-Ligue 1,2023,possession
CMR,MF,23,2000,6.3,534,17,122,355,61,2,534,6,2,33.3,3,50.0,410,2413,1123,9,14,0,8,3,391,9,FRA-Ligue 1,2023,possession
ARG,"FW,MF",28,1994,4.8,214,1,26,89,100,17,214,15,5,33.3,9,60.0,162,990,370,9,10,2,8,10,153,57,FRA-Ligue 1,2023,possession
FRA,DF,30,1992,23.0,1768,64,353,772,663,36,1768,35,19,54.3,14,40.0,1150,6152,2812,59,62,7,37,7,1060,172,FRA-Ligue 1,2023,possession
FRA,MF,30,1993,24.3,1516,39,221,802,515,34,1516,21,9,42.9,12,57.1,1120,6502,2741,53,54,11,24,23,1026,81,FRA-Ligue 1,2023,possession
FRA,FW,17,2006,0.0,1,0,0,1,0,0,1,0,0,,0,,1,3,0,0,0,0,0,0,1,0,FRA-Ligue 1,2023,possession
ARG,DF,24,1999,25.2,1936,188,845,1036,73,18,1936,18,9,50.0,6,33.3,1412,7846,4056,19,23,0,17,10,1271,6,FRA-Ligue 1,2023,possession
BRA,"FW,DF",21,2001,8.7,472,9,71,185,227,25,472,25,13,52.0,11,44.0,366,2503,1158,30,26,9,16,9,346,84,FRA-Ligue 1,2023,possession
FRA,MF,24,1999,0.2,16,0,3,6,8,2,16,0,0,,0,,12,159,98,2,2,0,0,1,11,1,FRA-Ligue 1,2023,possession
PAN,DF,27,1996,11.1,703,44,184,359,169,17,703,19,12,63.2,7,36.8,486,2223,805,6,11,3,9,8,448,52,FRA-Ligue 1,2023,possession
BEL,MF,19,2003,0.0,1,0,0,1,0,0,1,0,0,,0,,1,3,0,0,0,0,0,0,1,0,FRA-Ligue 1,2023,possession
SEN,"MF,DF",24,1999,8.5,602,19,108,389,110,8,602,9,1,11.1,5,55.6,449,2298,1076,8,13,0,11,8,419,18,FRA-Ligue 1,2023,possession
ESP,GK,28,1994,32.7,1258,780,1216,42,0,0,1258,0,0,,0,,946,5033,3149,0,0,0,1,0,718,0,FRA-Ligue 1,2023,possession
GAB,FW,34,1989,29.1,960,30,85,377,512,163,956,34,18,52.9,14,41.2,696,4062,1628,68,34,38,42,21,680,235,FRA-Ligue 1,2023,possession
FRA,DF,21,2002,7.8,525,16,119,268,139,8,525,9,4,44.4,4,44.4,347,2091,796,15,6,4,7,6,318,56,FRA-Ligue 1,2023,possession
COM,"DF,MF",18,2004,0.3,17,2,8,8,1,0,17,1,0,0.0,1,100.0,12,85,7,0,0,0,0,0,11,1,FRA-Ligue 1,2023,possession
BRA,DF,25,1998,13.7,874,47,247,390,243,19,874,8,2,25.0,5,62.5,575,3148,1376,25,30,2,15,2,522,77,FRA-Ligue 1,2023,possession
ESP,GK,28,1995,1.3,54,35,52,2,0,0,54,0,0,,0,,34,173,122,0,0,0,0,0,24,0,FRA-Ligue 1,2023,possession
FRA,DF,29,1993,19.2,1189,192,560,543,90,37,1189,5,3,60.0,2,40.0,776,4259,2453,10,17,2,9,2,710,8,FRA-Ligue 1,2023,possession
FRA,MF,28,1995,0.2,17,0,2,8,7,2,17,3,0,0.0,3,100.0,11,61,17,0,0,0,1,2,11,3,FRA-Ligue 1,2023,possession
SUI,DF,27,1996,10.1,658,21,140,309,215,8,658,18,10,55.6,6,33.3,423,2330,1157,21,18,2,9,14,394,66,FRA-Ligue 1,2023,possession
FRA,MF,28,1994,9.5,685,27,135,413,143,10,685,10,5,50.0,5,50.0,511,2879,1333,19,14,1,14,8,465,10,FRA-Ligue 1,2023,possession
POR,FW,23,2000,10.3,366,12,36,128,209,72,366,34,17,50.0,17,50.0,263,1653,543,15,13,9,35,17,248,84,FRA-Ligue 1,2023,possession
GAM,"MF,FW",24,1998,10.2,419,4,56,226,151,15,418,38,16,42.1,21,55.3,324,2436,1153,29,27,3,21,14,304,53,FRA-Ligue 1,2023,possession
SEN,"MF,DF",23,2000,2.2,99,15,49,42,8,2,99,3,2,66.7,1,33.3,66,377,79,0,2,0,2,0,58,2,FRA-Ligue 1,2023,possession
ALG,GK,35,1988,33.2,1112,908,1105,7,0,0,1112,3,3,100.0,0,0.0,613,4392,2557,1,0,0,0,0,306,0,FRA-Ligue 1,2023,possession
FRA,"MF,FW",20,2003,10.3,544,33,138,291,121,16,544,29,12,41.4,16,55.2,364,2198,921,16,15,2,17,16,340,22,FRA-Ligue 1,2023,possession
GHA,"FW,MF",26,1997,3.1,112,1,11,68,34,7,112,9,4,44.4,5,55.6,75,466,118,3,4,1,15,2,79,13,FRA-Ligue 1,2023,possession
SEN,"FW,MF",24,1999,15.3,571,23,117,258,215,45,571,69,31,44.9,36,52.2,411,3102,1300,37,32,14,34,19,357,75,FRA-Ligue 1,2023,possession
MTQ,DF,30,1992,18.0,776,105,377,388,20,4,776,9,5,55.6,3,33.3,504,2734,1397,1,3,0,9,1,436,1,FRA-Ligue 1,2023,possession
HAI,MF,23,2000,29.8,1029,66,262,578,205,29,1029,27,14,51.9,12,44.4,666,3763,1481,35,28,8,31,13,577,53,FRA-Ligue 1,2023,possession
CMR,"FW,MF",26,1996,6.1,262,15,45,134,89,15,262,17,6,35.3,11,64.7,192,1239,542,15,19,4,11,7,190,23,FRA-Ligue 1,2023,possession
GNB,DF,25,1998,20.5,1036,172,583,404,58,9,1036,11,7,63.6,3,27.3,667,3640,1619,4,12,1,9,2,593,3,FRA-Ligue 1,2023,possession
GEO,FW,22,2000,19.4,669,4,44,343,304,78,666,98,42,42.9,52,53.1,467,3591,1583,52,35,24,44,25,441,95,FRA-Ligue 1,2023,possession
FRA,GK,22,2001,0.8,28,19,28,0,0,0,28,0,0,,0,,12,72,49,0,0,0,0,0,9,0,FRA-Ligue 1,2023,possession
CIV,"MF,FW",27,1996,1.6,82,5,26,44,14,2,82,0,0,,0,,46,263,111,1,2,0,2,2,42,1,FRA-Ligue 1,2023,possession
SEN,"MF,FW",18,2005,1.4,77,2,13,28,38,3,77,7,3,42.9,4,57.1,48,330,167,6,2,3,8,4,38,8,FRA-Ligue 1,2023,possession
CIV,DF,36,1986,24.7,986,157,573,399,22,12,986,6,4,66.7,2,33.3,667,3070,1079,1,2,0,9,3,577,1,FRA-Ligue 1,2023,possession
SWE,"FW,MF",24,1999,9.4,263,7,59,111,101,11,263,35,12,34.3,19,54.3,178,1286,475,14,13,0,26,17,167,43,FRA-Ligue 1,2023,possession
FRA,"MF,DF",18,2004,8.3,289,21,82,172,43,7,289,5,1,20.0,4,80.0,177,1094,542,6,12,1,12,4,153,4,FRA-Ligue 1,2023,possession
CIV,DF,25,1998,9.6,511,52,188,231,100,8,511,10,8,80.0,2,20.0,293,1742,705,10,11,3,17,3,252,29,FRA-Ligue 1,2023,possession
FRA,MF,27,1996,17.8,771,48,226,470,83,8,771,12,4,33.3,6,50.0,482,2462,1006,12,11,0,15,8,445,3,FRA-Ligue 1,2023,possession
ALG,"FW,MF",27,1996,21.3,782,33,156,274,381,42,782,72,31,43.1,40,55.6,525,4446,1886,65,62,11,52,35,476,145,FRA-Ligue 1,2023,possession
SEN,MF,19,2004,25.1,1308,52,278,744,321,10,1307,58,23,39.7,31,53.4,864,5917,2315,23,35,3,56,28,742,69,FRA-Ligue 1,2023,possession
SEN,"MF,FW",19,2004,1.7,78,2,5,40,37,4,78,1,1,100.0,0,0.0,57,432,159,8,5,2,5,2,55,20,FRA-Ligue 1,2023,possession
FRA,DF,27,1996,30.0,1655,131,607,747,319,38,1655,40,20,50.0,18,45.0,942,5354,2508,46,40,2,27,11,819,86,FRA-Ligue 1,2023,possession
FRA,DF,31,1991,20.4,1130,83,360,543,237,8,1130,23,11,47.8,11,47.8,559,3364,1353,23,13,3,18,12,494,22,FRA-Ligue 1,2023,possession
CIV,"MF,FW",20,2003,1.2,59,1,4,42,15,1,59,4,3,75.0,0,0.0,42,232,88,1,2,0,1,2,36,2,FRA-Ligue 1,2023,possession
COL,FW,26,1996,2.9,88,0,6,52,30,9,88,2,1,50.0,1,50.0,54,312,105,5,3,0,3,4,62,8,FRA-Ligue 1,2023,possession
SEN,FW,19,2004,9.9,405,18,97,177,146,24,405,43,16,37.2,25,58.1,259,1839,806,25,18,5,28,9,236,65,FRA-Ligue 1,2023,possession
SEN,DF,19,2004,9.4,441,79,239,171,34,9,441,3,3,100.0,0,0.0,248,1652,829,8,3,1,4,0,224,8,FRA-Ligue 1,2023,possession
FRA,FW,24,1999,8.5,260,9,28,121,117,33,259,18,5,27.8,12,66.7,167,1041,193,9,8,5,28,23,194,43,FRA-Ligue 1,2023,possession
FRA,"FW,MF",25,1998,1.4,53,2,9,30,15,2,53,3,2,66.7,1,33.3,40,238,102,2,3,0,3,1,37,2,FRA-Ligue 1,2023,possession
RUS,"MF,FW",27,1996,23.9,1473,22,161,637,688,49,1473,44,24,54.5,17,38.6,1070,5969,2489,50,47,18,42,23,1001,157,FRA-Ligue 1,2023,possession
FRA,DF,19,2004,0.1,6,0,1,4,1,0,6,0,0,,0,,3,42,15,1,1,0,0,1,3,0,FRA-Ligue 1,2023,possession
SUI,FW,26,1997,2.0,79,3,8,31,40,18,79,7,4,57.1,3,42.9,67,415,150,8,5,6,8,7,67,20,FRA-Ligue 1,2023,possession
BRA,DF,26,1997,6.9,528,13,105,231,200,19,528,9,5,55.6,4,44.4,354,1956,828,16,15,7,11,3,329,54,FRA-Ligue 1,2023,possession
FRA,DF,21,2002,3.3,259,12,73,169,19,2,259,2,0,0.0,1,50.0,201,1136,715,5,7,0,3,1,188,5,FRA-Ligue 1,2023,possession
SUI,"MF,DF",26,1996,23.7,1432,96,400,851,205,21,1432,39,29,74.4,9,23.1,1117,5797,2766,27,39,4,30,12,990,23,FRA-Ligue 1,2023,possession
FRA,"MF,DF",18,2004,1.8,122,5,37,54,33,3,122,2,1,50.0,1,50.0,85,374,157,4,3,0,3,1,80,11,FRA-Ligue 1,2023,possession
MAR,"MF,FW",18,2005,4.8,291,3,25,128,144,24,291,26,6,23.1,17,65.4,241,1567,682,26,19,6,8,8,237,56,FRA-Ligue 1,2023,possession
BEL,MF,21,2002,1.1,76,3,20,41,17,1,76,3,2,66.7,1,33.3,50,273,129,2,4,1,2,1,41,2,FRA-Ligue 1,2023,possession
USA,FW,22,2001,18.8,620,5,30,248,345,140,617,41,11,26.8,28,68.3,501,2890,793,35,18,29,80,42,490,199,FRA-Ligue 1,2023,possession
CHI,DF,29,1994,19.6,1274,182,615,635,32,13,1274,1,1,100.0,0,0.0,882,4137,1648,4,1,1,9,1,812,5,FRA-Ligue 1,2023,possession
SEN,DF,23,1999,16.3,1078,54,230,446,410,46,1078,14,10,71.4,3,21.4,663,3473,1345,44,32,13,29,6,627,133,FRA-Ligue 1,2023,possession
FRA,"DF,FW",18,2004,7.1,440,19,94,174,180,21,440,19,8,42.1,9,47.4,255,1823,736,32,17,8,19,11,233,67,FRA-Ligue 1,2023,possession
SEN,"DF,FW",24,1999,13.4,947,23,154,478,330,21,947,45,29,64.4,14,31.1,586,3880,1707,48,30,10,24,20,545,95,FRA-Ligue 1,2023,possession
FRA,FW,18,2005,0.1,1,0,0,1,0,0,1,0,0,,0,,1,34,31,1,0,0,0,0,0,0,FRA-Ligue 1,2023,possession
FRA,"MF,FW",21,2002,17.9,1055,10,101,457,513,79,1055,52,27,51.9,22,42.3,815,4602,1866,46,45,14,41,40,756,135,FRA-Ligue 1,2023,possession
FRA,MF,19,2004,1.3,99,2,9,56,35,1,99,3,1,33.3,2,66.7,70,409,178,2,8,0,10,3,72,7,FRA-Ligue 1,2023,possession
MLI,MF,23,2000,11.5,888,13,144,593,157,9,887,22,9,40.9,10,45.5,725,3516,1441,14,25,0,15,15,686,22,FRA-Ligue 1,2023,possession
GHA,DF,24,1999,11.5,905,90,337,540,38,7,905,6,4,66.7,2,33.3,639,3462,1671,7,13,0,5,1,588,6,FRA-Ligue 1,2023,possession
NED,FW,22,2001,0.9,29,0,0,8,21,8,29,2,0,0.0,2,100.0,26,151,37,3,1,2,7,2,24,9,FRA-Ligue 1,2023,possession
SUI,GK,25,1998,22.0,706,602,704,2,0,0,706,1,1,100.0,0,0.0,493,2730,1432,0,0,0,0,0,303,0,FRA-Ligue 1,2023,possession
POL,GK,23,1999,12.0,401,348,399,2,0,0,401,0,0,,0,,281,1577,879,0,0,0,0,0,166,0,FRA-Ligue 1,2023,possession
FRA,MF,17,2006,0.5,24,0,2,15,7,0,24,1,1,100.0,0,0.0,20,119,41,2,1,0,1,3,21,5,FRA-Ligue 1,2023,possession
FRA,"DF,MF",19,2003,15.0,1177,78,401,719,68,9,1177,16,8,50.0,4,25.0,898,4464,1934,7,13,1,23,8,806,13,FRA-Ligue 1,2023,possession
JPN,MF,28,1995,23.5,1150,25,116,530,527,110,1150,42,15,35.7,23,54.8,864,5044,1959,48,44,19,60,22,828,198,FRA-Ligue 1,2023,possession
GER,DF,26,1996,14.7,1120,109,412,635,81,20,1120,4,3,75.0,0,0.0,795,4294,2303,13,11,0,3,2,756,16,FRA-Ligue 1,2023,possession
BRA,DF,22,2001,18.2,1247,56,253,614,397,42,1247,38,17,44.7,21,55.3,811,4463,1728,26,32,6,26,13,709,129,FRA-Ligue 1,2023,possession
CIV,DF,22,2000,24.3,1754,144,616,961,196,27,1754,41,29,70.7,9,22.0,1289,7409,3456,38,48,3,18,7,1122,31,FRA-Ligue 1,2023,possession
FRA,FW,32,1990,25.7,958,0,33,411,523,154,957,46,17,37.0,27,58.7,757,3916,1391,52,31,23,49,39,747,229,FRA-Ligue 1,2023,possession
FRA,MF,24,1999,30.0,2113,66,357,1329,458,49,2113,67,39,58.2,26,38.8,1614,9082,4247,53,83,8,49,33,1465,86,FRA-Ligue 1,2023,possession
NGA,FW,23,2000,25.0,638,17,61,266,323,118,638,44,14,31.8,26,59.1,442,2673,1004,40,23,22,68,30,472,127,FRA-Ligue 1,2023,possession
FRA,"FW,MF",25,1998,13.8,551,6,66,227,271,66,551,55,33,60.0,15,27.3,441,3428,1667,56,48,25,42,19,422,125,FRA-Ligue 1,2023,possession
FRA,"DF,FW",18,2005,1.5,68,4,30,24,14,2,68,2,1,50.0,1,50.0,35,240,86,2,2,1,3,3,29,6,FRA-Ligue 1,2023,possession
SUI,"DF,MF",21,2002,25.7,1283,184,614,616,69,19,1283,9,6,66.7,3,33.3,891,5610,3032,21,13,2,9,3,811,12,FRA-Ligue 1,2023,possession
FRA,GK,32,1991,30.0,1082,846,1067,16,0,0,1082,0,0,,0,,699,4248,2923,0,0,0,0,0,467,0,FRA-Ligue 1,2023,possession
MLI,DF,26,1997,21.4,1155,170,630,490,36,21,1155,3,3,100.0,0,0.0,704,3753,1773,4,3,1,15,2,622,3,FRA-Ligue 1,2023,possession
FRA,DF,30,1993,13.7,688,169,402,275,13,10,688,2,1,50.0,0,0.0,402,2023,931,1,1,0,7,0,364,4,FRA-Ligue 1,2023,possession
COD,GK,25,1998,4.0,152,139,152,0,0,0,152,0,0,,0,,111,628,307,0,0,0,0,0,62,0,FRA-Ligue 1,2023,possession
FRA,FW,20,2003,0.2,10,0,0,5,6,1,10,1,1,100.0,0,0.0,8,82,17,1,1,1,3,0,8,2,FRA-Ligue 1,2023,possession
CMR,DF,20,2002,12.5,741,39,222,332,196,10,741,5,4,80.0,1,20.0,462,2825,1543,26,31,3,9,2,425,57,FRA-Ligue 1,2023,possession
MLI,DF,28,1995,15.4,922,54,288,425,220,11,922,19,11,57.9,8,42.1,548,3276,1612,38,28,5,14,7,472,42,FRA-Ligue 1,2023,possession
GUI,"DF,FW",29,1994,16.2,899,82,289,410,212,30,899,19,10,52.6,9,47.4,531,3116,1562,29,21,2,30,14,452,51,FRA-Ligue 1,2023,possession
FRA,MF,31,1992,22.6,1525,51,347,877,320,18,1525,36,17,47.2,19,52.8,1231,6540,2900,37,43,5,45,33,1132,68,FRA-Ligue 1,2023,possession
FRA,MF,21,2001,28.7,1481,118,483,809,201,18,1481,14,3,21.4,9,64.3,952,4381,1727,12,18,2,22,13,793,40,FRA-Ligue 1,2023,possession
ITA,FW,23,2000,3.1,126,7,23,43,61,18,126,14,8,57.1,4,28.6,89,615,280,9,6,6,13,6,85,25,FRA-Ligue 1,2023,possession
FRA,"FW,MF",19,2004,11.4,473,12,95,242,139,24,473,23,10,43.5,11,47.8,338,1944,832,18,14,4,15,14,307,47,FRA-Ligue 1,2023,possession
FRA,"DF,MF",19,2004,10.9,572,38,190,253,135,10,572,22,8,36.4,13,59.1,312,2156,998,24,27,1,11,15,276,40,FRA-Ligue 1,2023,possession
FRA,MF,23,2000,5.5,270,18,98,130,48,6,270,14,5,35.7,9,64.3,168,944,408,8,5,1,8,5,145,9,FRA-Ligue 1,2023,possession
FRA,DF,33,1990,0.1,18,1,11,7,0,0,18,0,0,,0,,15,50,36,0,0,0,0,0,15,0,FRA-Ligue 1,2023,possession
FRA,DF,21,2002,11.1,493,79,256,218,26,9,493,5,2,40.0,3,60.0,282,1411,699,8,4,1,5,1,249,10,FRA-Ligue 1,2023,possession
MLI,DF,24,1999,11.7,676,107,342,306,31,13,676,2,2,100.0,0,0.0,447,2290,1211,7,3,0,6,3,408,5,FRA-Ligue 1,2023,possession
JOR,FW,26,1997,21.4,843,8,95,331,444,92,843,115,44,38.3,61,53.0,641,5046,2262,81,59,46,80,32,603,168,FRA-Ligue 1,2023,possession
MAR,FW,17,2005,1.0,49,1,9,23,22,5,49,10,6,60.0,4,40.0,39,448,138,7,6,3,5,5,35,3,FRA-Ligue 1,2023,possession
FRA,"MF,FW",21,2002,1.4,72,0,8,24,41,9,72,3,2,66.7,1,33.3,48,284,132,2,4,1,6,0,45,8,FRA-Ligue 1,2023,possession
SUI,"DF,FW",25,1997,7.9,391,21,128,162,107,10,391,10,7,70.0,2,20.0,238,1488,736,14,9,1,5,6,209,36,FRA-Ligue 1,2023,possession
FRA,"FW,MF",22,2001,6.9,289,3,61,116,125,36,289,26,17,65.4,7,26.9,207,1736,871,27,24,14,31,15,192,48,FRA-Ligue 1,2023,possession
