nation,pos,age,born,90s,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels,league,season,stat_type
,,,,,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,,,
GER,"FW,MF",22,2001,16.9,3,0,0,22,23,8,46,5,10,0,1,0,74,4,13,23.5,GER-Bundesliga,2023,misc
KOR,"MF,FW",23,1999,7.0,1,0,0,4,9,2,8,7,9,0,0,0,28,3,11,21.4,GER-Bundesliga,2023,misc
GER,DF,22,2000,13.1,2,0,0,11,8,2,22,2,18,0,0,0,58,8,15,34.8,GER-Bundesliga,2023,misc
SRB,"FW,MF",18,2005,0.3,0,0,0,1,1,0,0,0,0,0,0,0,1,0,3,0.0,GER-Bundesliga,2023,misc
SUI,DF,21,2002,6.6,0,0,0,5,1,0,12,5,8,0,0,0,27,4,9,30.8,GER-Bundesliga,2023,misc
GER,"MF,DF",20,2002,1.2,1,0,0,2,2,0,0,1,1,0,0,0,8,0,0,,GER-Bundesliga,2023,misc
GER,"FW,MF",18,2005,0.3,1,0,0,2,0,0,1,0,1,0,0,0,1,1,1,50.0,GER-Bundesliga,2023,misc
GER,MF,27,1996,2.5,0,0,0,0,2,0,6,0,1,0,0,0,23,2,5,28.6,GER-Bundesliga,2023,misc
GER,DF,26,1997,23.4,5,0,0,28,31,1,105,46,51,0,0,0,140,30,20,60.0,GER-Bundesliga,2023,misc
GER,DF,27,1996,11.8,3,1,1,16,11,0,26,15,8,0,0,0,49,9,17,34.6,GER-Bundesliga,2023,misc
GER,"FW,DF",22,2000,0.9,1,0,0,2,1,0,0,0,0,0,0,0,8,1,3,25.0,GER-Bundesliga,2023,misc
GER,MF,18,2005,0.1,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,,GER-Bundesliga,2023,misc
GUI,FW,27,1996,24.5,0,0,0,18,55,18,1,6,3,2,0,0,39,65,55,54.2,GER-Bundesliga,2023,misc
COD,"FW,MF",24,1998,10.0,0,0,0,13,15,5,28,0,3,1,0,0,37,5,11,31.3,GER-Bundesliga,2023,misc
GER,DF,27,1996,32.1,7,0,0,25,26,0,14,40,25,1,1,1,203,79,42,65.3,GER-Bundesliga,2023,misc
CZE,MF,25,1998,15.2,2,0,0,16,13,2,17,11,14,0,0,0,85,16,17,48.5,GER-Bundesliga,2023,misc
GER,GK,31,1992,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,GER-Bundesliga,2023,misc
GER,MF,18,2004,0.3,0,0,0,2,0,0,0,0,0,0,0,0,2,0,2,0.0,GER-Bundesliga,2023,misc
HUN,MF,24,1999,13.5,1,1,0,22,17,2,18,20,16,0,0,0,74,22,24,47.8,GER-Bundesliga,2023,misc
TUN,MF,26,1996,11.9,2,0,0,20,27,0,22,12,12,0,0,0,80,12,14,46.2,GER-Bundesliga,2023,misc
GER,"FW,MF",22,2001,14.2,2,0,0,29,20,4,44,4,11,0,0,0,59,19,38,33.3,GER-Bundesliga,2023,misc
USA,"MF,FW",22,2000,14.1,3,1,1,15,25,5,22,2,18,0,0,0,88,13,16,44.8,GER-Bundesliga,2023,misc
CIV,"FW,MF",27,1996,1.6,0,0,0,7,2,0,0,0,1,0,0,0,2,3,7,30.0,GER-Bundesliga,2023,misc
AUT,DF,36,1987,18.3,2,1,0,13,4,3,165,13,15,1,1,0,78,26,20,56.5,GER-Bundesliga,2023,misc
NED,DF,25,1998,24.0,2,0,0,13,20,0,4,38,23,1,0,0,68,53,42,55.8,GER-Bundesliga,2023,misc
CIV,"FW,MF",20,2002,7.6,0,0,0,8,12,4,11,0,7,0,0,0,25,10,17,37.0,GER-Bundesliga,2023,misc
POR,DF,24,1999,30.0,6,0,0,40,31,1,4,47,36,0,2,0,145,71,44,61.7,GER-Bundesliga,2023,misc
DEN,GK,30,1992,33.0,2,0,0,0,4,0,0,1,1,0,0,0,46,10,1,90.9,GER-Bundesliga,2023,misc
GER,"MF,DF",29,1994,13.6,7,0,0,22,16,1,15,12,24,0,0,0,95,20,19,51.3,GER-Bundesliga,2023,misc
USA,FW,27,1996,0.3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0.0,GER-Bundesliga,2023,misc
CRO,DF,27,1995,14.4,4,0,0,4,10,0,104,12,14,0,0,0,87,3,4,42.9,GER-Bundesliga,2023,misc
FRA,DF,30,1993,8.4,2,0,0,4,10,0,21,5,9,0,0,0,52,9,8,52.9,GER-Bundesliga,2023,misc
GER,FW,32,1991,14.0,3,0,0,22,20,8,6,6,10,0,0,0,36,92,81,53.2,GER-Bundesliga,2023,misc
GER,DF,31,1991,14.7,5,0,0,17,8,1,0,7,9,0,0,0,74,15,11,57.7,GER-Bundesliga,2023,misc
GER,"FW,MF",31,1992,14.9,3,2,1,28,13,7,56,6,9,0,0,0,56,23,41,35.9,GER-Bundesliga,2023,misc
ITA,DF,36,1987,5.1,0,0,0,2,1,0,6,7,5,0,1,0,32,5,7,41.7,GER-Bundesliga,2023,misc
FRA,MF,26,1997,17.5,5,0,0,31,8,0,9,25,20,0,0,0,93,38,38,50.0,GER-Bundesliga,2023,misc
DEN,FW,22,2001,5.4,0,0,0,7,10,0,5,1,3,0,0,0,19,26,34,43.3,GER-Bundesliga,2023,misc
SRB,MF,27,1996,0.2,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,,GER-Bundesliga,2023,misc
GER,DF,25,1998,2.6,0,0,0,0,2,0,0,4,2,0,0,0,14,5,2,71.4,GER-Bundesliga,2023,misc
GER,MF,29,1994,14.9,5,1,0,25,14,1,6,22,22,0,1,0,74,19,18,51.4,GER-Bundesliga,2023,misc
GER,"DF,MF",29,1994,25.4,9,1,1,29,24,17,64,36,44,0,1,0,100,60,44,57.7,GER-Bundesliga,2023,misc
GER,DF,31,1992,21.3,1,0,0,10,10,0,3,13,22,0,1,1,152,46,41,52.9,GER-Bundesliga,2023,misc
SUR,"FW,MF",28,1995,7.2,0,0,0,6,5,4,57,0,3,1,0,0,48,0,8,0.0,GER-Bundesliga,2023,misc
BEL,"FW,MF",22,2001,6.6,1,0,0,8,11,1,3,1,2,0,0,0,20,4,19,17.4,GER-Bundesliga,2023,misc
GER,DF,25,1998,6.6,0,0,0,5,5,0,2,9,11,0,0,0,39,26,14,65.0,GER-Bundesliga,2023,misc
GER,DF,31,1991,28.7,4,1,0,15,15,1,23,24,23,0,1,0,142,44,26,62.9,GER-Bundesliga,2023,misc
GER,"DF,MF",34,1989,8.9,1,0,0,15,5,2,8,13,16,0,1,0,54,16,28,36.4,GER-Bundesliga,2023,misc
POL,FW,26,1997,4.2,0,0,0,9,9,1,3,0,1,0,0,0,8,29,29,50.0,GER-Bundesliga,2023,misc
GER,"DF,MF",23,1999,17.9,2,0,0,15,44,2,46,13,29,3,0,0,71,15,24,38.5,GER-Bundesliga,2023,misc
BUL,MF,23,2000,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,GER-Bundesliga,2023,misc
NOR,MF,18,2004,0.3,1,0,0,1,0,0,0,1,0,0,0,0,4,0,0,,GER-Bundesliga,2023,misc
DEN,MF,26,1996,25.9,5,1,0,49,39,2,10,23,22,1,0,0,165,63,34,64.9,GER-Bundesliga,2023,misc
CZE,GK,31,1992,7.0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,100.0,GER-Bundesliga,2023,misc
USA,FW,18,2004,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,GER-Bundesliga,2023,misc
ARG,DF,22,2001,6.7,1,0,0,10,1,0,6,13,13,0,1,0,31,9,10,47.4,GER-Bundesliga,2023,misc
GER,FW,22,2000,11.3,1,0,0,6,20,9,10,2,1,0,0,0,34,8,15,34.8,GER-Bundesliga,2023,misc
GER,"FW,DF",18,2005,0.2,0,0,0,0,0,0,2,0,2,0,0,0,2,0,0,,GER-Bundesliga,2023,misc
GER,MF,29,1993,17.5,9,0,0,34,31,2,40,13,18,0,0,0,110,6,16,27.3,GER-Bundesliga,2023,misc
AUT,DF,25,1998,24.4,6,0,0,31,17,1,4,35,32,0,1,0,138,40,41,49.4,GER-Bundesliga,2023,misc
GER,FW,29,1994,30.0,9,0,0,6,18,18,159,4,3,1,0,0,83,21,42,33.3,GER-Bundesliga,2023,misc
GER,GK,28,1995,27.0,2,0,0,0,7,0,0,0,1,0,0,0,20,13,3,81.3,GER-Bundesliga,2023,misc
SRB,DF,27,1995,21.3,2,0,0,9,5,0,20,17,15,0,0,0,95,38,44,46.3,GER-Bundesliga,2023,misc
GER,"DF,MF",29,1994,29.3,5,0,0,29,39,4,82,20,38,0,0,0,171,23,40,36.5,GER-Bundesliga,2023,misc
GUI,"MF,DF",28,1995,1.2,2,0,0,2,1,0,0,2,1,0,0,0,14,0,3,0.0,GER-Bundesliga,2023,misc
GER,"FW,MF",21,2002,13.2,1,0,0,22,23,6,3,5,23,0,0,0,69,28,43,39.4,GER-Bundesliga,2023,misc
GER,FW,30,1993,2.0,0,0,0,2,7,3,0,0,1,0,0,0,3,12,11,52.2,GER-Bundesliga,2023,misc
GER,DF,26,1996,0.8,1,0,0,2,0,0,0,2,2,0,0,0,10,1,0,100.0,GER-Bundesliga,2023,misc
GER,DF,28,1995,12.1,4,0,0,20,16,1,0,19,15,0,1,0,54,29,23,55.8,GER-Bundesliga,2023,misc
SCO,FW,26,1997,0.4,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,,GER-Bundesliga,2023,misc
BEL,DF,23,2000,15.2,5,0,0,27,13,0,45,14,15,0,1,1,80,16,18,47.1,GER-Bundesliga,2023,misc
COL,FW,27,1995,11.0,0,0,0,17,8,14,12,2,7,0,0,0,34,26,31,45.6,GER-Bundesliga,2023,misc
AUT,"MF,FW",23,2000,28.9,5,0,0,33,53,4,62,11,20,0,0,0,189,24,50,32.4,GER-Bundesliga,2023,misc
BEL,MF,24,1999,20.0,6,0,0,35,17,0,4,41,38,0,0,0,118,12,29,29.3,GER-Bundesliga,2023,misc
FRA,MF,21,2002,1.4,1,0,0,2,3,0,0,1,4,0,0,0,9,6,1,85.7,GER-Bundesliga,2023,misc
SWE,"FW,MF",22,2001,4.3,0,0,0,3,3,2,1,2,2,0,0,0,14,13,11,54.2,GER-Bundesliga,2023,misc
BEL,MF,20,2002,12.8,6,0,0,29,24,0,10,14,15,0,0,0,72,15,6,71.4,GER-Bundesliga,2023,misc
GER,FW,17,2006,0.1,0,0,0,1,2,0,0,0,0,0,0,0,2,0,2,0.0,GER-Bundesliga,2023,misc
SUI,DF,25,1998,18.2,5,0,0,24,10,0,5,15,9,0,1,0,66,39,16,70.9,GER-Bundesliga,2023,misc
GER,FW,18,2005,0.4,1,0,0,2,0,0,0,0,0,0,0,0,2,1,2,33.3,GER-Bundesliga,2023,misc
POL,"FW,MF",21,2002,5.3,0,0,0,3,5,2,16,2,5,0,0,0,24,4,12,25.0,GER-Bundesliga,2023,misc
DEN,"DF,MF",26,1997,27.2,5,0,0,19,15,2,60,29,39,0,1,0,134,22,24,47.8,GER-Bundesliga,2023,misc
DEN,FW,24,1999,29.5,3,0,0,28,45,9,8,3,10,0,0,0,60,90,85,51.4,GER-Bundesliga,2023,misc
GER,FW,32,1991,6.8,1,0,0,8,5,4,4,3,1,0,0,0,15,32,26,55.2,GER-Bundesliga,2023,misc
USA,"FW,MF",20,2003,15.9,4,0,0,11,53,5,33,23,21,1,0,0,62,10,14,41.7,GER-Bundesliga,2023,misc
GER,"DF,MF",22,2000,3.2,1,0,0,4,3,0,11,1,6,0,0,0,10,0,5,0.0,GER-Bundesliga,2023,misc
BEL,GK,31,1992,25.0,2,0,0,1,3,0,0,0,1,0,1,0,33,8,0,100.0,GER-Bundesliga,2023,misc
GER,MF,18,2005,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,GER-Bundesliga,2023,misc
CRO,"MF,FW",25,1998,23.4,5,0,0,37,37,1,89,12,18,1,0,0,143,11,18,37.9,GER-Bundesliga,2023,misc
GER,FW,24,1998,0.5,0,0,0,1,1,0,0,0,1,0,0,0,0,3,3,50.0,GER-Bundesliga,2023,misc
SWE,MF,24,1999,19.1,8,0,0,42,32,2,55,21,17,1,0,0,98,20,11,64.5,GER-Bundesliga,2023,misc
FRA,DF,23,2000,26.2,5,3,1,27,19,0,5,24,29,0,0,0,126,64,50,56.1,GER-Bundesliga,2023,misc
GER,MF,29,1994,27.8,9,0,0,37,46,0,110,24,31,0,0,0,174,14,30,31.8,GER-Bundesliga,2023,misc
GER,DF,24,1999,19.4,7,1,1,26,3,0,0,26,24,0,0,1,81,48,22,68.6,GER-Bundesliga,2023,misc
FRA,DF,24,1999,3.1,1,0,0,1,0,0,4,4,6,0,0,0,12,3,9,25.0,GER-Bundesliga,2023,misc
AUT,"FW,MF",22,2001,6.5,3,1,0,14,11,1,12,3,5,0,0,0,27,13,9,59.1,GER-Bundesliga,2023,misc
AUT,GK,35,1987,9.0,1,0,0,0,1,0,0,0,0,0,0,0,7,1,0,100.0,GER-Bundesliga,2023,misc
GER,"DF,MF",25,1998,22.4,4,0,0,24,35,3,54,21,20,0,0,0,124,21,27,43.8,GER-Bundesliga,2023,misc
BRA,DF,25,1998,10.1,0,0,0,7,12,0,27,5,6,0,0,0,55,7,14,33.3,GER-Bundesliga,2023,misc
BEL,DF,24,1999,15.9,5,0,0,27,5,1,1,18,12,0,0,2,66,29,24,54.7,GER-Bundesliga,2023,misc
POR,"FW,MF",21,2002,11.5,3,0,0,12,26,3,28,3,2,0,0,0,37,15,14,51.7,GER-Bundesliga,2023,misc
CZE,"FW,MF",25,1997,10.2,2,0,0,9,0,4,33,8,3,0,0,0,58,1,6,14.3,GER-Bundesliga,2023,misc
GER,"MF,DF",29,1994,18.1,5,0,0,18,16,2,27,7,20,0,0,0,78,28,27,50.9,GER-Bundesliga,2023,misc
