league,season,team,player,nation,pos,age,born,90s,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected,stat_type
ITA-Serie A,2021,Crotone,Eduardo Henrique,BRA,MF,25,1995,10.3,1,9,1,11.1,0.88,0.1,0.11,1.0,18.3,0,0,0,0.9,0.9,0.1,0.1,0.1,shooting
ITA-Serie A,2021,Crotone,Emmanuel Rivière,FRA,FW,30,1990,7.1,1,12,4,33.3,1.69,0.56,0.08,0.25,15.1,0,0,0,1.1,1.1,0.09,-0.1,-0.1,shooting
ITA-Serie A,2021,Crotone,Gian Crespi,ITA,GK,19,2001,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
ITA-Serie A,2021,Crotone,Giovanni Crociata,ITA,DF,22,1997,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
ITA-Serie A,2021,Crotone,Giuseppe Cuomo,ITA,DF,22,1998,8.9,0,2,0,0.0,0.22,0.0,0.0,,8.7,0,0,0,0.2,0.2,0.11,-0.2,-0.2,shooting
ITA-Serie A,2021,Crotone,Jacopo Petriccione,ITA,MF,25,1995,10.6,0,3,1,33.3,0.28,0.09,0.0,0.0,27.9,0,0,0,0.1,0.1,0.03,-0.1,-0.1,shooting
ITA-Serie A,2021,Crotone,Junior Messias,BRA,"MF,FW",29,1991,35.7,9,98,31,31.6,2.74,0.87,0.09,0.29,21.8,9,0,0,7.6,7.6,0.08,1.4,1.4,shooting
ITA-Serie A,2021,Crotone,Koffi Djidji,CIV,DF,27,1992,16.9,1,4,2,50.0,0.24,0.12,0.25,0.5,10.8,0,0,0,0.3,0.3,0.07,0.7,0.7,shooting
ITA-Serie A,2021,Crotone,Lisandro Magallán,ARG,DF,26,1993,24.2,1,8,2,25.0,0.33,0.08,0.13,0.5,8.5,0,0,0,1.2,1.2,0.15,-0.2,-0.2,shooting
ITA-Serie A,2021,Crotone,Luca Cigarini,ITA,MF,34,1986,10.3,0,15,2,13.3,1.45,0.19,0.0,0.0,26.5,3,0,0,0.6,0.6,0.04,-0.6,-0.6,shooting
ITA-Serie A,2021,Crotone,Luca Marrone,ITA,DF,30,1990,17.6,0,4,2,50.0,0.23,0.11,0.0,0.0,7.2,0,0,0,0.4,0.4,0.11,-0.4,-0.4,shooting
ITA-Serie A,2021,Crotone,Luca Siligardi,ITA,"MF,FW",32,1988,0.5,0,2,1,50.0,3.67,1.84,0.0,0.0,16.5,0,0,0,0.1,0.1,0.04,-0.1,-0.1,shooting
ITA-Serie A,2021,Crotone,Luis Rojas,CHI,"MF,FW",18,2002,1.2,0,1,0,0.0,0.87,0.0,0.0,,23.0,0,0,0,0.0,0.0,0.03,0.0,0.0,shooting
ITA-Serie A,2021,Crotone,Marco Festa,ITA,GK,28,1992,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
ITA-Serie A,2021,Crotone,Miloš Vulić,SRB,MF,23,1996,14.5,1,17,4,23.5,1.17,0.28,0.06,0.25,23.4,1,0,0,0.6,0.6,0.04,0.4,0.4,shooting
ITA-Serie A,2021,Crotone,Niccolò Zanellato,ITA,MF,22,1998,18.2,1,5,1,20.0,0.27,0.05,0.2,1.0,21.8,0,0,0,0.4,0.4,0.08,0.6,0.6,shooting
ITA-Serie A,2021,Crotone,Pedro Pereira,POR,DF,22,1998,28.3,0,14,5,35.7,0.49,0.18,0.0,0.0,21.7,2,0,0,0.7,0.7,0.05,-0.7,-0.7,shooting
ITA-Serie A,2021,Crotone,Salvatore Molina,ITA,"MF,DF",28,1992,25.7,1,15,5,33.3,0.58,0.19,0.07,0.2,21.5,0,0,0,0.7,0.7,0.05,0.3,0.3,shooting
ITA-Serie A,2021,Crotone,Samuel Di Carmine,ITA,FW,31,1988,5.3,0,6,1,16.7,1.14,0.19,0.0,0.0,12.1,0,0,0,0.5,0.5,0.09,-0.5,-0.5,shooting
ITA-Serie A,2021,Crotone,Sebastiano Luperto,ITA,DF,23,1996,20.9,0,5,1,20.0,0.24,0.05,0.0,0.0,20.1,0,0,0,0.3,0.3,0.06,-0.3,-0.3,shooting
ITA-Serie A,2021,Crotone,Simeon Nwankwo,NGA,FW,28,1992,32.7,20,55,24,43.6,1.68,0.73,0.22,0.5,12.6,0,8,8,19.1,12.8,0.23,0.9,-0.8,shooting
ITA-Serie A,2021,Crotone,Tomislav Gomelt,CRO,MF,25,1995,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
ITA-Serie A,2021,Crotone,Vladimir Golemić,SVN,DF,29,1991,26.0,2,5,2,40.0,0.19,0.08,0.2,0.5,11.3,0,1,1,1.2,0.4,0.09,0.8,0.6,shooting
ITA-Serie A,2021,Fiorentina,Aleksandr Kokorin,RUS,"FW,MF",29,1991,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
ITA-Serie A,2021,Fiorentina,Alfred Duncan,GHA,MF,27,1993,1.8,0,1,0,0.0,0.56,0.0,0.0,,26.5,0,0,0,0.0,0.0,0.03,0.0,0.0,shooting
ITA-Serie A,2021,Fiorentina,Antonio Barreca,ITA,DF,25,1995,0.9,0,2,1,50.0,2.12,1.06,0.0,0.0,14.8,0,0,0,0.1,0.1,0.05,-0.1,-0.1,shooting
ITA-Serie A,2021,Fiorentina,Bartłomiej Drągowski,POL,GK,22,1997,35.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
ITA-Serie A,2021,Fiorentina,Borja Valero,ESP,"MF,FW",35,1985,5.5,0,5,0,0.0,0.92,0.0,0.0,,20.3,0,0,0,0.3,0.3,0.05,-0.3,-0.3,shooting
ITA-Serie A,2021,Fiorentina,Christian Kouamé,CIV,FW,22,1997,11.1,1,17,6,35.3,1.54,0.54,0.06,0.17,10.6,0,0,0,3.2,3.2,0.19,-2.2,-2.2,shooting
ITA-Serie A,2021,Fiorentina,Cristiano Biraghi,ITA,DF,27,1992,31.1,1,25,6,24.0,0.8,0.19,0.04,0.17,20.5,7,0,0,1.9,1.9,0.07,-0.9,-0.9,shooting
ITA-Serie A,2021,Fiorentina,Cristóbal Montiel,ESP,"MF,FW",20,2000,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
ITA-Serie A,2021,Fiorentina,Dušan Vlahović,SRB,FW,20,2000,32.5,21,80,33,41.3,2.46,1.02,0.19,0.45,14.9,1,6,6,18.5,13.8,0.17,2.5,1.2,shooting
ITA-Serie A,2021,Fiorentina,Erick Pulgar,CHI,MF,26,1994,22.2,1,16,3,18.8,0.72,0.13,0.06,0.33,24.6,4,0,0,0.8,0.8,0.05,0.2,0.2,shooting
ITA-Serie A,2021,Fiorentina,Federico Ceccherini,ITA,DF,28,1992,3.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
ITA-Serie A,2021,Fiorentina,Federico Chiesa,ITA,DF,22,1997,2.7,1,10,1,10.0,3.75,0.37,0.1,1.0,18.3,0,0,0,0.8,0.8,0.08,0.2,0.2,shooting
ITA-Serie A,2021,Fiorentina,Franck Ribéry,FRA,FW,37,1983,23.9,2,21,9,42.9,0.88,0.38,0.1,0.22,15.7,0,0,0,2.6,2.6,0.13,-0.6,-0.6,shooting
ITA-Serie A,2021,Fiorentina,Gaetano Castrovilli,ITA,MF,23,1997,25.9,5,32,13,40.6,1.23,0.5,0.16,0.38,17.3,0,0,0,3.0,3.0,0.09,2.0,2.0,shooting
ITA-Serie A,2021,Fiorentina,Germán Pezzella,ARG,DF,29,1991,30.5,1,16,2,12.5,0.52,0.07,0.06,0.5,10.8,0,0,0,1.3,1.3,0.08,-0.3,-0.3,shooting
ITA-Serie A,2021,Fiorentina,Giacomo Bonaventura,ITA,MF,30,1989,25.1,3,44,11,25.0,1.76,0.44,0.07,0.27,20.9,1,0,0,2.7,2.7,0.06,0.3,0.3,shooting
ITA-Serie A,2021,Fiorentina,Igor,BRA,DF,22,1998,13.0,0,1,1,100.0,0.08,0.08,0.0,0.0,7.2,0,0,0,0.3,0.3,0.26,-0.3,-0.3,shooting
ITA-Serie A,2021,Fiorentina,José Callejón,ESP,"FW,MF",33,1987,7.4,0,10,1,10.0,1.36,0.14,0.0,0.0,17.4,0,0,0,0.4,0.4,0.04,-0.4,-0.4,shooting
ITA-Serie A,2021,Fiorentina,Kévin Malcuit,MAR,DF,29,1991,2.3,0,2,0,0.0,0.87,0.0,0.0,,23.0,0,0,0,0.1,0.1,0.04,-0.1,-0.1,shooting
ITA-Serie A,2021,Fiorentina,Lorenzo Venuti,ITA,DF,25,1995,19.5,0,4,0,0.0,0.2,0.0,0.0,,19.2,0,0,0,0.2,0.2,0.04,-0.2,-0.2,shooting
ITA-Serie A,2021,Fiorentina,Lucas Martínez Quarta,ARG,DF,24,1996,16.5,1,16,4,25.0,0.97,0.24,0.06,0.25,16.7,0,0,0,1.5,1.5,0.09,-0.5,-0.5,shooting
ITA-Serie A,2021,Fiorentina,Martín Cáceres,URU,DF,33,1987,24.9,2,15,6,40.0,0.6,0.24,0.13,0.33,15.7,0,0,0,1.7,1.7,0.12,0.3,0.3,shooting
ITA-Serie A,2021,Fiorentina,Maximiliano Olivera,URU,DF,28,1992,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
ITA-Serie A,2021,Fiorentina,Nikola Milenković,SRB,DF,22,1997,33.7,3,21,9,42.9,0.62,0.27,0.14,0.33,12.9,0,0,0,3.9,3.9,0.21,-0.9,-0.9,shooting
ITA-Serie A,2021,Fiorentina,Patrick Cutrone,ITA,FW,22,1998,2.2,0,3,1,33.3,1.38,0.46,0.0,0.0,13.5,0,0,0,0.2,0.2,0.05,-0.2,-0.2,shooting
ITA-Serie A,2021,Fiorentina,Pietro Terracciano,ITA,GK,30,1990,3.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
ITA-Serie A,2021,Fiorentina,Pol Lirola,ESP,"DF,FW",22,1997,5.5,0,2,0,0.0,0.36,0.0,0.0,,11.7,0,0,0,0.1,0.1,0.06,-0.1,-0.1,shooting
ITA-Serie A,2021,Fiorentina,Riccardo Saponara,ITA,MF,28,1991,0.6,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
ITA-Serie A,2021,Fiorentina,Sofyan Amrabat,MAR,MF,23,1996,27.1,0,10,3,30.0,0.37,0.11,0.0,0.0,21.0,0,0,0,0.4,0.4,0.04,-0.4,-0.4,shooting
ITA-Serie A,2021,Fiorentina,Valentin Eysseric,FRA,"MF,FW",28,1992,8.1,2,13,5,38.5,1.6,0.62,0.15,0.4,17.4,1,0,0,1.3,1.3,0.1,0.7,0.7,shooting
ITA-Serie A,2021,Genoa,Alberto Paleari,ITA,GK,27,1992,2.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
ITA-Serie A,2021,Genoa,Andrea Masiello,ITA,DF,34,1986,28.5,0,5,0,0.0,0.18,0.0,0.0,,16.4,0,0,0,0.5,0.5,0.09,-0.5,-0.5,shooting
ITA-Serie A,2021,Genoa,Cristián Zapata,COL,DF,33,1986,10.8,0,3,2,66.7,0.28,0.19,0.0,0.0,15.4,0,0,0,0.2,0.2,0.06,-0.2,-0.2,shooting
ITA-Serie A,2021,Genoa,Davide Biraschi,ITA,DF,26,1994,10.2,0,2,0,0.0,0.2,0.0,0.0,,22.8,0,0,0,0.1,0.1,0.03,-0.1,-0.1,shooting
ITA-Serie A,2021,Genoa,Davide Zappacosta,ITA,DF,28,1992,22.7,4,41,13,31.7,1.8,0.57,0.1,0.31,20.0,0,0,0,2.6,2.6,0.06,1.4,1.4,shooting
ITA-Serie A,2021,Genoa,Domenico Criscito,ITA,DF,33,1986,19.2,1,5,1,20.0,0.26,0.05,0.0,0.0,29.2,0,1,1,0.9,0.1,0.03,0.1,-0.1,shooting
ITA-Serie A,2021,Genoa,Edoardo Goldaniga,ITA,DF,26,1993,20.6,0,7,0,0.0,0.34,0.0,0.0,,13.4,0,0,0,0.5,0.5,0.07,-0.5,-0.5,shooting
ITA-Serie A,2021,Genoa,Eldor Shomurodov,UZB,FW,25,1995,18.6,8,39,17,43.6,2.09,0.91,0.21,0.47,14.5,0,0,0,5.7,5.7,0.15,2.3,2.3,shooting
ITA-Serie A,2021,Genoa,Federico Marchetti,ITA,GK,37,1983,3.7,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
ITA-Serie A,2021,Genoa,Filippo Melegoni,ITA,"MF,DF",21,1999,4.3,0,4,1,25.0,0.93,0.23,0.0,0.0,23.1,2,0,0,0.4,0.4,0.09,-0.4,-0.4,shooting
ITA-Serie A,2021,Genoa,Francesco Cassata,ITA,"DF,FW",23,1997,2.5,0,1,1,100.0,0.4,0.4,0.0,0.0,28.7,0,0,0,0.0,0.0,0.03,0.0,0.0,shooting
ITA-Serie A,2021,Genoa,Gianluca Scamacca,ITA,FW,21,1999,15.0,8,45,16,35.6,3.0,1.07,0.13,0.38,17.6,1,2,2,7.9,6.3,0.14,0.1,-0.3,shooting
ITA-Serie A,2021,Genoa,Giuseppe Caso,ITA,"DF,FW",21,1998,0.6,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
ITA-Serie A,2021,Genoa,Goran Pandev,MKD,"FW,MF",37,1983,15.6,7,19,10,52.6,1.22,0.64,0.32,0.6,16.1,0,1,1,4.2,3.4,0.18,2.8,2.6,shooting
ITA-Serie A,2021,Genoa,Ivan Radovanović,SRB,"DF,MF",31,1988,24.8,0,6,1,16.7,0.24,0.04,0.0,0.0,18.6,1,0,0,0.4,0.4,0.07,-0.4,-0.4,shooting
ITA-Serie A,2021,Genoa,Jérôme Onguéné,CMR,DF,22,1997,2.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
ITA-Serie A,2021,Genoa,Kevin Strootman,NED,MF,30,1990,14.6,0,6,2,33.3,0.41,0.14,0.0,0.0,17.9,0,0,0,0.5,0.5,0.09,-0.5,-0.5,shooting
ITA-Serie A,2021,Genoa,Lennart-Marten Czyborra,GER,DF,21,1999,13.0,1,5,2,40.0,0.38,0.15,0.2,0.5,19.2,0,0,0,0.2,0.2,0.04,0.8,0.8,shooting
ITA-Serie A,2021,Genoa,Luca Pellegrini,ITA,"DF,MF",21,1999,7.1,0,5,0,0.0,0.7,0.0,0.0,,25.7,0,0,0,0.1,0.1,0.03,-0.1,-0.1,shooting
ITA-Serie A,2021,Genoa,Lukas Lerager,DEN,MF,27,1993,12.9,0,4,2,50.0,0.31,0.16,0.0,0.0,17.0,0,0,0,0.6,0.6,0.16,-0.6,-0.6,shooting
ITA-Serie A,2021,Genoa,Manolo Portanova,ITA,"MF,FW",20,2000,0.7,0,1,1,100.0,1.36,1.36,0.0,0.0,61.7,0,0,0,0.0,0.0,0.01,0.0,0.0,shooting
ITA-Serie A,2021,Genoa,Marko Pjaca,CRO,"FW,MF",25,1995,15.8,3,29,11,37.9,1.84,0.7,0.1,0.27,17.2,0,0,0,2.6,2.6,0.09,0.4,0.4,shooting
ITA-Serie A,2021,Genoa,Mattia Bani,ITA,DF,26,1993,10.2,0,5,1,20.0,0.49,0.1,0.0,0.0,10.0,0,0,0,0.6,0.6,0.11,-0.6,-0.6,shooting
ITA-Serie A,2021,Genoa,Mattia Destro,ITA,FW,29,1991,17.8,11,37,22,59.5,2.07,1.23,0.3,0.5,12.1,0,0,0,6.2,6.2,0.17,4.8,4.8,shooting
ITA-Serie A,2021,Genoa,Mattia Perin,ITA,GK,27,1992,32.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
ITA-Serie A,2021,Genoa,Miha Zajc,SVN,MF,26,1994,20.7,1,19,4,21.1,0.92,0.19,0.05,0.25,18.9,3,0,0,1.8,1.8,0.09,-0.8,-0.8,shooting
ITA-Serie A,2021,Genoa,Milan Badelj,CRO,MF,31,1989,26.8,1,17,4,23.5,0.64,0.15,0.06,0.25,25.3,0,0,0,0.8,0.8,0.05,0.2,0.2,shooting
ITA-Serie A,2021,Genoa,Nicolò Rovella,ITA,MF,18,2001,13.2,0,11,2,18.2,0.83,0.15,0.0,0.0,22.7,2,0,0,0.9,0.9,0.08,-0.9,-0.9,shooting
ITA-Serie A,2021,Genoa,Paolo Ghiglione,ITA,"DF,MF",23,1997,15.1,0,10,2,20.0,0.66,0.13,0.0,0.0,22.7,0,0,0,0.5,0.5,0.05,-0.5,-0.5,shooting
ITA-Serie A,2021,Genoa,Steeve-Mike Ebongue,FRA,MF,19,2001,0.6,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
ITA-Serie A,2021,Genoa,Stefano Sturaro,ITA,MF,27,1993,4.9,1,5,2,40.0,1.01,0.4,0.2,0.5,18.4,2,0,0,0.6,0.6,0.13,0.4,0.4,shooting
ITA-Serie A,2021,Genoa,Valon Behrami,SUI,MF,35,1985,9.9,0,4,1,25.0,0.4,0.1,0.0,0.0,14.5,0,0,0,0.5,0.5,0.12,-0.5,-0.5,shooting
ITA-Serie A,2021,Genoa,Vittorio Parigini,ITA,"MF,DF",24,1996,0.6,0,1,1,100.0,1.61,1.61,0.0,0.0,31.8,0,0,0,0.0,0.0,0.02,0.0,0.0,shooting
ITA-Serie A,2021,Genoa,Yayah Kallon,SLE,FW,19,2001,0.5,0,2,1,50.0,4.0,2.0,0.0,0.0,17.6,0,0,0,0.1,0.1,0.04,-0.1,-0.1,shooting
ITA-Serie A,2021,Hellas Verona,Adrien Tameze,CMR,MF,26,1994,25.6,1,18,3,16.7,0.7,0.12,0.06,0.33,21.4,0,0,0,1.2,1.2,0.07,-0.2,-0.2,shooting
ITA-Serie A,2021,Hellas Verona,Alan Empereur,BRA,DF,26,1994,2.4,0,1,0,0.0,0.41,0.0,0.0,,7.3,0,0,0,0.1,0.1,0.07,-0.1,-0.1,shooting
ITA-Serie A,2021,Hellas Verona,Alessandro Berardi,ITA,GK,29,1991,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
ITA-Serie A,2021,Hellas Verona,Andrea Danzi,ITA,DF,21,1999,1.2,0,1,0,0.0,0.87,0.0,0.0,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
ITA-Serie A,2021,Hellas Verona,Andrea Favilli,ITA,FW,23,1997,3.8,2,13,4,30.8,3.45,1.06,0.15,0.5,13.3,0,0,0,1.6,1.6,0.12,0.4,0.4,shooting
ITA-Serie A,2021,Hellas Verona,Antonín Barák,CZE,MF,25,1994,30.7,7,45,16,35.6,1.46,0.52,0.16,0.44,15.9,1,0,0,6.8,6.8,0.15,0.2,0.2,shooting
ITA-Serie A,2021,Hellas Verona,Daniel Bessa,ITA,MF,27,1993,6.8,0,8,4,50.0,1.17,0.59,0.0,0.0,17.1,0,0,0,1.0,1.0,0.13,-1.0,-1.0,shooting
ITA-Serie A,2021,Hellas Verona,Darko Lazović,SRB,"DF,MF",29,1990,27.8,3,32,11,34.4,1.15,0.4,0.09,0.27,17.8,2,0,0,3.4,3.4,0.11,-0.4,-0.4,shooting
ITA-Serie A,2021,Hellas Verona,Davide Faraoni,ITA,DF,28,1991,32.1,4,34,9,26.5,1.06,0.28,0.12,0.44,13.8,0,0,0,3.1,3.1,0.09,0.9,0.9,shooting
ITA-Serie A,2021,Hellas Verona,Destiny Udogie,ITA,"DF,MF",17,2002,1.9,0,1,0,0.0,0.53,0.0,0.0,,6.0,0,0,0,0.3,0.3,0.29,-0.3,-0.3,shooting
ITA-Serie A,2021,Hellas Verona,Ebrima Colley,GAM,"MF,FW",20,2000,8.2,1,17,7,41.2,2.08,0.86,0.06,0.14,14.9,0,0,0,1.7,1.7,0.1,-0.7,-0.7,shooting
ITA-Serie A,2021,Hellas Verona,Eddie Salcedo,ITA,"MF,FW",18,2001,8.4,2,22,10,45.5,2.62,1.19,0.09,0.2,15.0,0,0,0,3.9,3.9,0.18,-1.9,-1.9,shooting
ITA-Serie A,2021,Hellas Verona,Federico Ceccherini,ITA,DF,28,1992,19.3,0,12,0,0.0,0.62,0.0,0.0,,9.5,0,0,0,1.3,1.3,0.11,-1.3,-1.3,shooting
ITA-Serie A,2021,Hellas Verona,Federico Dimarco,ITA,DF,22,1997,29.0,5,38,12,31.6,1.31,0.41,0.13,0.42,21.0,6,0,0,2.8,2.8,0.08,2.2,2.2,shooting
ITA-Serie A,2021,Hellas Verona,Giangiacomo Magnani,ITA,DF,24,1995,16.8,0,13,2,15.4,0.77,0.12,0.0,0.0,18.6,0,0,0,1.0,1.0,0.08,-1.0,-1.0,shooting
ITA-Serie A,2021,Hellas Verona,Ivan Ilić,SRB,MF,19,2001,20.4,2,12,3,25.0,0.59,0.15,0.17,0.67,22.1,1,0,0,1.6,1.6,0.14,0.4,0.4,shooting
ITA-Serie A,2021,Hellas Verona,Ivor Pandur,CRO,GK,20,2000,3.7,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
ITA-Serie A,2021,Hellas Verona,Kevin Lasagna,ITA,FW,27,1992,14.1,2,30,6,20.0,2.13,0.43,0.07,0.33,15.0,0,0,0,3.2,3.2,0.11,-1.2,-1.2,shooting
ITA-Serie A,2021,Hellas Verona,Kevin Rüegg,SUI,"DF,MF",21,1998,2.3,0,1,1,100.0,0.44,0.44,0.0,0.0,27.8,0,0,0,0.0,0.0,0.03,0.0,0.0,shooting
ITA-Serie A,2021,Hellas Verona,Koray Günter,GER,DF,25,1994,19.6,0,6,2,33.3,0.31,0.1,0.0,0.0,18.0,0,0,0,0.3,0.3,0.05,-0.3,-0.3,shooting
ITA-Serie A,2021,Hellas Verona,Marco Silvestri,ITA,GK,29,1991,34.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
ITA-Serie A,2021,Hellas Verona,Matteo Lovato,ITA,DF,20,2000,15.4,0,1,0,0.0,0.06,0.0,0.0,,7.4,0,0,0,0.1,0.1,0.07,-0.1,-0.1,shooting
ITA-Serie A,2021,Hellas Verona,Mattia Zaccagni,ITA,MF,25,1995,29.0,5,30,12,40.0,1.03,0.41,0.13,0.33,19.2,1,1,1,3.2,2.4,0.08,1.8,1.6,shooting
ITA-Serie A,2021,Hellas Verona,Miguel Veloso,POR,MF,34,1986,14.6,2,10,2,20.0,0.68,0.14,0.0,0.0,29.9,2,2,2,1.9,0.4,0.04,0.1,-0.4,shooting
ITA-Serie A,2021,Hellas Verona,Nikola Kalinić,CRO,FW,32,1988,11.8,2,24,7,29.2,2.03,0.59,0.08,0.29,12.0,0,0,0,4.1,4.1,0.17,-2.1,-2.1,shooting
ITA-Serie A,2021,Hellas Verona,Paweł Dawidowicz,POL,DF,25,1995,20.7,0,15,4,26.7,0.73,0.19,0.0,0.0,12.0,0,0,0,1.9,1.9,0.13,-1.9,-1.9,shooting
ITA-Serie A,2021,Hellas Verona,Philip Ankhrah,GHA,MF,17,2002,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
ITA-Serie A,2021,Hellas Verona,Ronaldo Vieira,ENG,"MF,DF",22,1998,2.5,0,2,0,0.0,0.8,0.0,0.0,,23.2,0,0,0,0.1,0.1,0.03,-0.1,-0.1,shooting
ITA-Serie A,2021,Hellas Verona,Samuel Di Carmine,ITA,FW,31,1988,5.6,0,9,2,22.2,1.62,0.36,0.0,0.0,7.3,0,0,0,1.4,1.4,0.23,-1.4,-1.4,shooting
ITA-Serie A,2021,Hellas Verona,Stefano Sturaro,ITA,MF,27,1993,4.7,0,1,0,0.0,0.21,0.0,0.0,,23.7,0,0,0,0.0,0.0,0.03,0.0,0.0,shooting
ITA-Serie A,2021,Hellas Verona,Yıldırım Mert Çetin,TUR,DF,23,1997,4.6,0,2,0,0.0,0.43,0.0,0.0,,10.6,0,0,0,0.1,0.1,0.07,-0.1,-0.1,shooting
ITA-Serie A,2021,Hellas Verona,Ľubomír Tupta,SVK,FW,22,1998,0.6,0,2,1,50.0,3.6,1.8,0.0,0.0,13.2,0,0,0,0.0,0.0,0.04,0.0,0.0,shooting
ITA-Serie A,2021,Inter,Achraf Hakimi,MAR,DF,21,1998,29.6,7,39,16,41.0,1.32,0.54,0.18,0.44,17.0,2,0,0,4.7,4.7,0.12,2.3,2.3,shooting
ITA-Serie A,2021,Inter,Aleksandar Kolarov,SRB,DF,34,1985,4.3,0,6,2,33.3,1.38,0.46,0.0,0.0,29.4,0,0,0,0.1,0.1,0.02,-0.1,-0.1,shooting
ITA-Serie A,2021,Inter,Alessandro Bastoni,ITA,DF,21,1999,32.5,0,10,1,10.0,0.31,0.03,0.0,0.0,9.9,0,0,0,1.0,1.0,0.1,-1.0,-1.0,shooting
ITA-Serie A,2021,Inter,Alexis Sánchez,CHI,FW,31,1988,12.7,7,28,15,53.6,2.2,1.18,0.25,0.47,16.5,4,0,1,6.4,5.6,0.2,0.6,1.4,shooting
ITA-Serie A,2021,Inter,Andrea Pinamonti,ITA,FW,21,1999,1.9,1,4,2,50.0,2.13,1.07,0.25,0.5,14.3,0,0,0,0.7,0.7,0.16,0.3,0.3,shooting
ITA-Serie A,2021,Inter,Andrea Ranocchia,ITA,DF,32,1988,7.8,0,9,2,22.2,1.15,0.26,0.0,0.0,7.6,0,0,0,1.6,1.6,0.17,-1.6,-1.6,shooting
ITA-Serie A,2021,Inter,Arturo Vidal,CHI,MF,33,1987,12.6,1,21,3,14.3,1.66,0.24,0.05,0.33,15.2,0,0,0,2.4,2.4,0.12,-1.4,-1.4,shooting
ITA-Serie A,2021,Inter,Ashley Young,ENG,DF,35,1985,15.8,1,15,5,33.3,0.95,0.32,0.07,0.2,17.7,1,0,0,1.3,1.2,0.08,-0.3,-0.2,shooting
ITA-Serie A,2021,Inter,Christian Eriksen,DEN,MF,28,1992,15.4,3,30,12,40.0,1.95,0.78,0.1,0.25,23.5,7,0,0,1.4,1.4,0.05,1.6,1.6,shooting
ITA-Serie A,2021,Inter,Daniele Padelli,ITA,GK,34,1985,0.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
ITA-Serie A,2021,Inter,Danilo D'Ambrosio,ITA,DF,31,1988,7.8,3,8,6,75.0,1.03,0.77,0.38,0.5,11.2,0,0,0,1.3,1.3,0.16,1.7,1.7,shooting
ITA-Serie A,2021,Inter,Ionuț Radu,ROU,GK,23,1997,1.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
ITA-Serie A,2021,Inter,Ivan Perišić,CRO,"DF,FW",31,1989,19.9,4,35,10,28.6,1.75,0.5,0.11,0.4,13.1,0,0,0,5.2,5.2,0.15,-1.2,-1.2,shooting
ITA-Serie A,2021,Inter,Lautaro Martínez,ARG,FW,22,1997,28.5,17,107,37,34.6,3.76,1.3,0.14,0.41,14.9,0,2,2,15.2,13.6,0.13,1.8,1.4,shooting
ITA-Serie A,2021,Inter,Marcelo Brozović,CRO,MF,27,1992,28.7,2,25,4,16.0,0.87,0.14,0.08,0.5,23.7,1,0,0,1.0,1.0,0.04,1.0,1.0,shooting
ITA-Serie A,2021,Inter,Matteo Darmian,ITA,DF,30,1989,12.9,3,9,4,44.4,0.7,0.31,0.33,0.75,12.8,0,0,0,1.5,1.5,0.17,1.5,1.5,shooting
