nation,pos,age,born,90s,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected,league,season,stat_type
,,,,,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,,,
ITA,MF,26,1997,17.6,3,30,11,36.7,1.7,0.62,0.1,0.27,20.6,1,0,0,3.5,3.5,0.12,-0.5,-0.5,ITA-Serie A,2023,shooting
ITA,GK,17,2006,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,ITA-Serie A,2023,shooting
COL,"DF,MF",28,1994,0.5,0,1,0,0.0,2.05,0.0,0.0,,15.8,0,0,0,0.1,0.1,0.06,-0.1,-0.1,ITA-Serie A,2023,shooting
NED,"MF,FW",25,1998,11.3,3,32,11,34.4,2.83,0.97,0.06,0.18,21.1,0,1,1,3.1,2.3,0.07,-0.1,-0.3,ITA-Serie A,2023,shooting
GAB,DF,22,2001,13.3,0,4,1,25.0,0.3,0.08,0.0,0.0,19.1,0,0,0,0.1,0.1,0.03,-0.1,-0.1,ITA-Serie A,2023,shooting
GER,"FW,DF",17,2005,5.3,1,12,4,33.3,2.28,0.76,0.08,0.25,20.7,0,0,0,0.8,0.8,0.07,0.2,0.2,ITA-Serie A,2023,shooting
ITA,DF,22,2001,32.4,0,13,3,23.1,0.4,0.09,0.0,0.0,11.7,0,0,0,0.6,0.6,0.05,-0.6,-0.6,ITA-Serie A,2023,shooting
SEN,"FW,MF",22,2001,3.3,0,7,2,28.6,2.11,0.6,0.0,0.0,16.8,0,0,0,1.1,1.1,0.16,-1.1,-1.1,ITA-Serie A,2023,shooting
ITA,DF,24,1998,13.1,0,19,3,15.8,1.45,0.23,0.0,0.0,24.4,0,0,0,0.9,0.9,0.05,-0.9,-0.9,ITA-Serie A,2023,shooting
ARG,MF,22,2001,31.2,0,20,3,15.0,0.64,0.1,0.0,0.0,22.8,2,0,0,0.6,0.6,0.03,-0.6,-0.6,ITA-Serie A,2023,shooting
FRA,"FW,MF",20,2002,2.0,0,3,2,66.7,1.48,0.99,0.0,0.0,17.5,0,0,0,0.1,0.1,0.04,-0.1,-0.1,ITA-Serie A,2023,shooting
ITA,"MF,DF",26,1996,17.3,0,10,3,30.0,0.58,0.17,0.0,0.0,18.3,0,0,0,0.7,0.7,0.07,-0.7,-0.7,ITA-Serie A,2023,shooting
ITA,FW,23,2000,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,ITA-Serie A,2023,shooting
GEO,"FW,DF",20,2003,0.7,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,ITA-Serie A,2023,shooting
ITA,"FW,MF",24,1998,4.6,0,7,4,57.1,1.51,0.86,0.0,0.0,19.4,0,0,0,0.3,0.3,0.04,-0.3,-0.3,ITA-Serie A,2023,shooting
ITA,DF,21,2001,16.3,2,5,3,60.0,0.31,0.18,0.4,0.67,8.7,0,0,0,1.1,1.1,0.22,0.9,0.9,ITA-Serie A,2023,shooting
URU,"FW,MF",28,1995,5.6,1,9,2,22.2,1.62,0.36,0.11,0.5,23.5,1,0,0,0.5,0.5,0.05,0.5,0.5,ITA-Serie A,2023,shooting
BRA,FW,21,2002,9.0,3,25,12,48.0,2.77,1.33,0.08,0.17,14.9,1,1,2,5.4,3.8,0.16,-2.4,-1.8,ITA-Serie A,2023,shooting
CRO,MF,27,1996,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,ITA-Serie A,2023,shooting
ITA,DF,27,1996,3.4,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,ITA-Serie A,2023,shooting
ITA,"MF,DF",29,1994,5.4,0,12,3,25.0,2.23,0.56,0.0,0.0,18.9,1,0,0,0.7,0.7,0.06,-0.7,-0.7,ITA-Serie A,2023,shooting
ITA,MF,27,1995,24.6,5,49,18,36.7,2.0,0.73,0.1,0.28,23.0,3,0,0,2.3,2.3,0.05,2.7,2.7,ITA-Serie A,2023,shooting
ITA,FW,29,1994,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,ITA-Serie A,2023,shooting
ITA,MF,23,2000,25.8,4,31,10,32.3,1.2,0.39,0.13,0.4,19.9,2,0,0,2.3,2.3,0.07,1.7,1.7,ITA-Serie A,2023,shooting
ALB,FW,22,2001,5.9,1,10,2,20.0,1.69,0.34,0.1,0.5,14.3,1,0,0,1.3,1.3,0.13,-0.3,-0.3,ITA-Serie A,2023,shooting
BRA,DF,19,2004,2.4,0,1,0,0.0,0.41,0.0,0.0,,9.9,0,0,0,0.1,0.1,0.07,-0.1,-0.1,ITA-Serie A,2023,shooting
ARG,"FW,MF",20,2003,34.7,11,77,18,23.4,2.22,0.52,0.08,0.33,22.2,7,5,6,10.5,5.7,0.07,0.5,0.3,ITA-Serie A,2023,shooting
MAR,MF,31,1991,2.2,0,2,0,0.0,0.9,0.0,0.0,,17.9,0,0,0,0.1,0.1,0.05,-0.1,-0.1,ITA-Serie A,2023,shooting
ITA,GK,24,1999,7.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,ITA-Serie A,2023,shooting
ITA,DF,24,1999,14.0,1,10,4,40.0,0.72,0.29,0.1,0.25,22.3,0,0,0,0.4,0.4,0.04,0.6,0.6,ITA-Serie A,2023,shooting
ESP,DF,25,1997,17.1,2,9,3,33.3,0.53,0.18,0.22,0.67,19.0,0,0,0,1.3,1.3,0.15,0.7,0.7,ITA-Serie A,2023,shooting
POL,MF,29,1994,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,ITA-Serie A,2023,shooting
BRA,"MF,FW",21,2002,11.8,2,14,6,42.9,1.19,0.51,0.14,0.33,16.3,0,0,0,1.3,1.3,0.09,0.7,0.7,ITA-Serie A,2023,shooting
ITA,DF,25,1998,12.8,0,8,3,37.5,0.63,0.24,0.0,0.0,24.4,0,0,0,0.4,0.4,0.05,-0.4,-0.4,ITA-Serie A,2023,shooting
ITA,DF,33,1990,30.2,1,12,1,8.3,0.4,0.03,0.08,1.0,8.8,0,0,0,1.2,1.2,0.1,-0.2,-0.2,ITA-Serie A,2023,shooting
ITA,GK,21,2001,30.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,ITA-Serie A,2023,shooting
MAR,FW,25,1998,23.6,7,59,26,44.1,2.5,1.1,0.1,0.23,14.1,0,1,1,9.0,8.2,0.14,-2.0,-2.2,ITA-Serie A,2023,shooting
ESP,DF,26,1997,15.3,0,5,0,0.0,0.33,0.0,0.0,,24.8,2,0,0,0.2,0.2,0.03,-0.2,-0.2,ITA-Serie A,2023,shooting
URU,DF,18,2004,1.2,0,1,0,0.0,0.85,0.0,0.0,,7.5,0,0,0,0.1,0.1,0.07,-0.1,-0.1,ITA-Serie A,2023,shooting
ISL,"FW,MF",26,1997,33.5,14,52,19,36.5,1.55,0.57,0.19,0.53,20.8,8,4,5,9.9,5.8,0.11,4.1,4.2,ITA-Serie A,2023,shooting
ITA,DF,24,1998,13.0,0,5,0,0.0,0.38,0.0,0.0,,13.9,0,0,0,0.4,0.4,0.08,-0.4,-0.4,ITA-Serie A,2023,shooting
TUR,MF,25,1998,2.2,0,4,1,25.0,1.81,0.45,0.0,0.0,16.9,0,0,0,0.2,0.2,0.04,-0.2,-0.2,ITA-Serie A,2023,shooting
GHA,FW,29,1994,12.6,4,27,12,44.4,2.15,0.95,0.15,0.33,14.7,0,0,0,2.9,2.9,0.11,1.1,1.1,ITA-Serie A,2023,shooting
GRE,FW,18,2004,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,ITA-Serie A,2023,shooting
ITA,GK,26,1997,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,ITA-Serie A,2023,shooting
NGA,FW,21,2002,0.6,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,ITA-Serie A,2023,shooting
ITA,DF,29,1994,1.0,1,1,1,100.0,1.0,1.0,1.0,1.0,9.6,0,0,0,0.1,0.1,0.1,0.9,0.9,ITA-Serie A,2023,shooting
ENG,DF,22,2000,9.5,0,2,0,0.0,0.21,0.0,0.0,,11.9,0,0,0,0.2,0.2,0.09,-0.2,-0.2,ITA-Serie A,2023,shooting
NOR,MF,24,1999,0.6,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,ITA-Serie A,2023,shooting
POL,MF,25,1997,0.4,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,ITA-Serie A,2023,shooting
ROU,FW,27,1996,2.1,0,11,5,45.5,5.18,2.36,0.0,0.0,12.9,0,0,0,2.1,2.1,0.19,-2.1,-2.1,ITA-Serie A,2023,shooting
ITA,DF,21,2002,1.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,ITA-Serie A,2023,shooting
MEX,DF,24,1998,31.7,1,34,10,29.4,1.07,0.32,0.03,0.1,13.6,0,0,0,1.9,1.9,0.05,-0.9,-0.9,ITA-Serie A,2023,shooting
ESP,GK,25,1998,36.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,ITA-Serie A,2023,shooting
BRA,"MF,DF",32,1991,11.7,1,22,3,13.6,1.88,0.26,0.05,0.33,18.2,1,0,0,1.6,1.6,0.07,-0.6,-0.6,ITA-Serie A,2023,shooting
NED,MF,33,1990,13.4,0,1,0,0.0,0.07,0.0,0.0,,24.5,0,0,0,0.1,0.1,0.08,-0.1,-0.1,ITA-Serie A,2023,shooting
BEL,DF,21,2002,26.4,0,11,1,9.1,0.42,0.04,0.0,0.0,9.9,0,0,0,0.8,0.8,0.07,-0.8,-0.8,ITA-Serie A,2023,shooting
ITA,FW,24,1999,24.6,7,62,22,35.5,2.52,0.89,0.1,0.27,14.3,0,1,1,5.8,5.0,0.08,1.2,1.0,ITA-Serie A,2023,shooting
ITA,DF,29,1993,25.6,2,9,5,55.6,0.35,0.2,0.22,0.4,9.1,0,0,0,1.2,1.2,0.14,0.8,0.8,ITA-Serie A,2023,shooting
CRO,MF,34,1989,28.2,1,21,4,19.0,0.75,0.14,0.05,0.25,19.1,0,0,0,1.4,1.4,0.07,-0.4,-0.4,ITA-Serie A,2023,shooting
DEN,MF,22,2001,34.9,2,30,4,13.3,0.86,0.11,0.07,0.5,20.5,0,0,0,1.7,1.7,0.06,0.3,0.3,ITA-Serie A,2023,shooting
NOR,MF,27,1996,12.9,2,13,6,46.2,1.01,0.47,0.15,0.33,12.2,0,0,0,1.8,1.8,0.14,0.2,0.2,ITA-Serie A,2023,shooting
ITA,GK,30,1993,2.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,ITA-Serie A,2023,shooting
CHI,"MF,DF",26,1996,0.1,0,1,1,100.0,8.18,8.18,0.0,0.0,14.1,0,0,0,0.0,0.0,0.03,0.0,0.0,ITA-Serie A,2023,shooting
ROU,DF,21,2002,19.0,2,17,4,23.5,0.89,0.21,0.12,0.5,12.5,0,0,0,1.0,1.0,0.06,1.0,1.0,ITA-Serie A,2023,shooting
SUR,DF,30,1993,8.6,0,4,0,0.0,0.47,0.0,0.0,,18.6,0,0,0,0.1,0.1,0.03,-0.1,-0.1,ITA-Serie A,2023,shooting
UKR,MF,30,1993,17.2,4,39,13,33.3,2.27,0.76,0.1,0.31,29.6,10,0,0,1.1,1.1,0.03,2.9,2.9,ITA-Serie A,2023,shooting
ITA,"DF,FW",17,2006,0.4,0,2,0,0.0,5.14,0.0,0.0,,18.3,0,0,0,0.1,0.1,0.07,-0.1,-0.1,ITA-Serie A,2023,shooting
SUI,"MF,DF",25,1997,1.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,ITA-Serie A,2023,shooting
ITA,DF,30,1993,27.0,0,9,3,33.3,0.33,0.11,0.0,0.0,18.6,0,0,0,0.8,0.8,0.08,-0.8,-0.8,ITA-Serie A,2023,shooting
POR,"FW,MF",23,2000,3.2,2,14,5,35.7,4.42,1.58,0.14,0.4,14.4,0,0,0,1.1,1.1,0.08,0.9,0.9,ITA-Serie A,2023,shooting
ITA,FW,16,2006,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,ITA-Serie A,2023,shooting
ARG,DF,21,2002,6.4,0,5,3,60.0,0.78,0.47,0.0,0.0,9.3,0,0,0,0.3,0.3,0.06,-0.3,-0.3,ITA-Serie A,2023,shooting
BRA,MF,19,2004,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,ITA-Serie A,2023,shooting
BEL,"FW,MF",23,2000,15.9,6,42,14,33.3,2.64,0.88,0.14,0.43,18.2,4,0,0,4.2,3.4,0.08,1.8,2.6,ITA-Serie A,2023,shooting
POR,MF,23,2000,5.0,0,3,0,0.0,0.61,0.0,0.0,,28.5,0,0,0,0.1,0.1,0.02,-0.1,-0.1,ITA-Serie A,2023,shooting
SRB,"FW,MF",32,1990,21.4,3,33,13,39.4,1.54,0.61,0.06,0.15,20.7,2,1,1,2.8,2.0,0.06,0.2,0.0,ITA-Serie A,2023,shooting
ITA,DF,31,1991,6.7,0,7,1,14.3,1.05,0.15,0.0,0.0,17.0,0,0,0,0.4,0.4,0.06,-0.4,-0.4,ITA-Serie A,2023,shooting
ITA,DF,19,2003,18.2,2,13,3,23.1,0.72,0.17,0.15,0.67,8.3,0,0,0,1.2,1.2,0.09,0.8,0.8,ITA-Serie A,2023,shooting
NED,"MF,FW",22,2001,0.6,0,3,1,33.3,5.4,1.8,0.0,0.0,23.9,0,0,0,0.1,0.1,0.03,-0.1,-0.1,ITA-Serie A,2023,shooting
FRA,DF,27,1996,7.5,0,1,0,0.0,0.13,0.0,0.0,,33.3,0,0,0,0.0,0.0,0.02,0.0,0.0,ITA-Serie A,2023,shooting
ITA,"FW,MF",26,1997,11.3,3,27,13,48.1,2.39,1.15,0.11,0.23,18.6,0,0,0,2.9,2.9,0.11,0.1,0.1,ITA-Serie A,2023,shooting
ITA,DF,20,2003,14.4,0,8,3,37.5,0.56,0.21,0.0,0.0,21.3,0,0,0,0.3,0.3,0.04,-0.3,-0.3,ITA-Serie A,2023,shooting
ITA,DF,27,1995,27.2,0,11,2,18.2,0.41,0.07,0.0,0.0,13.4,0,0,0,0.5,0.5,0.05,-0.5,-0.5,ITA-Serie A,2023,shooting
SWE,DF,24,1999,9.6,0,4,1,25.0,0.42,0.1,0.0,0.0,9.0,0,0,0,0.4,0.4,0.11,-0.4,-0.4,ITA-Serie A,2023,shooting
CMR,DF,21,2001,19.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,ITA-Serie A,2023,shooting
ESP,"FW,MF",24,1999,3.4,0,4,1,25.0,1.17,0.29,0.0,0.0,15.9,0,0,0,0.2,0.2,0.05,-0.2,-0.2,ITA-Serie A,2023,shooting
SCO,DF,21,2002,9.2,0,5,1,20.0,0.54,0.11,0.0,0.0,19.8,0,0,0,0.2,0.2,0.04,-0.2,-0.2,ITA-Serie A,2023,shooting
ARG,"FW,MF",24,1999,1.2,0,1,0,0.0,0.83,0.0,0.0,,26.3,0,0,0,0.0,0.0,0.04,0.0,0.0,ITA-Serie A,2023,shooting
COL,DF,22,2001,16.6,0,12,3,25.0,0.72,0.18,0.0,0.0,17.2,0,0,0,0.5,0.5,0.04,-0.5,-0.5,ITA-Serie A,2023,shooting
POL,"FW,MF",26,1997,5.6,2,15,6,40.0,2.68,1.07,0.13,0.33,13.7,0,0,0,1.7,1.7,0.12,0.3,0.3,ITA-Serie A,2023,shooting
ITA,GK,27,1996,37.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,ITA-Serie A,2023,shooting
CMR,MF,25,1998,12.0,0,3,0,0.0,0.25,0.0,0.0,,23.6,0,0,0,0.1,0.1,0.05,-0.1,-0.1,ITA-Serie A,2023,shooting
ITA,"MF,FW",25,1998,30.9,5,47,14,29.8,1.52,0.45,0.11,0.36,19.8,0,0,0,4.0,3.9,0.08,1.0,1.1,ITA-Serie A,2023,shooting
BIH,FW,33,1990,13.4,5,22,13,59.1,1.64,0.97,0.18,0.31,12.5,0,1,3,4.5,2.2,0.1,0.5,1.8,ITA-Serie A,2023,shooting
SVK,MF,28,1994,27.3,1,23,6,26.1,0.84,0.22,0.04,0.17,23.5,3,0,1,2.2,1.4,0.06,-1.2,-0.4,ITA-Serie A,2023,shooting
POL,DF,28,1995,23.8,0,9,1,11.1,0.38,0.04,0.0,0.0,11.5,0,0,0,0.5,0.5,0.06,-0.5,-0.5,ITA-Serie A,2023,shooting
MAR,MF,19,2004,1.0,0,1,1,100.0,1.0,1.0,0.0,0.0,26.6,0,0,0,0.0,0.0,0.03,0.0,0.0,ITA-Serie A,2023,shooting
ITA,"FW,MF",31,1991,3.8,0,5,1,20.0,1.32,0.26,0.0,0.0,25.6,0,0,0,0.1,0.1,0.02,-0.1,-0.1,ITA-Serie A,2023,shooting
POR,"DF,FW",24,1999,3.1,0,2,0,0.0,0.64,0.0,0.0,,31.5,0,0,0,0.0,0.0,0.02,0.0,0.0,ITA-Serie A,2023,shooting
ITA,GK,28,1995,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,ITA-Serie A,2023,shooting
SRB,"FW,MF",20,2002,4.3,0,7,1,14.3,1.61,0.23,0.0,0.0,15.1,0,0,0,0.4,0.4,0.06,-0.4,-0.4,ITA-Serie A,2023,shooting
GER,MF,26,1997,18.4,0,22,7,31.8,1.19,0.38,0.0,0.0,22.4,0,0,0,1.0,1.0,0.05,-1.0,-1.0,ITA-Serie A,2023,shooting
FRA,FW,28,1994,3.7,3,13,7,53.8,3.5,1.89,0.23,0.43,13.9,0,0,1,3.3,2.5,0.19,-0.3,0.5,ITA-Serie A,2023,shooting
NED,"FW,MF",24,1999,14.9,5,36,15,41.7,2.42,1.01,0.14,0.33,17.4,0,0,0,3.6,3.6,0.1,1.4,1.4,ITA-Serie A,2023,shooting
SVK,"MF,FW",21,2002,23.2,3,51,15,29.4,2.19,0.65,0.04,0.13,25.8,4,1,1,3.5,2.6,0.05,-0.5,-0.6,ITA-Serie A,2023,shooting
SLE,FW,22,2001,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,ITA-Serie A,2023,shooting
ITA,DF,24,1999,25.2,1,15,6,40.0,0.6,0.24,0.07,0.17,13.3,0,0,0,1.2,1.2,0.08,-0.2,-0.2,ITA-Serie A,2023,shooting
CHI,"FW,MF",34,1988,8.5,2,17,5,29.4,2.01,0.59,0.06,0.2,16.4,2,1,1,3.2,2.5,0.14,-1.2,-1.5,ITA-Serie A,2023,shooting
FRA,DF,27,1996,18.6,0,15,5,33.3,0.81,0.27,0.0,0.0,18.7,0,0,0,0.7,0.7,0.05,-0.7,-0.7,ITA-Serie A,2023,shooting
BRA,DF,24,1999,19.2,0,22,6,27.3,1.15,0.31,0.0,0.0,17.1,0,0,0,1.0,1.0,0.05,-1.0,-1.0,ITA-Serie A,2023,shooting
ITA,MF,23,1999,10.6,6,32,13,40.6,3.02,1.23,0.19,0.46,11.4,0,0,0,7.1,7.1,0.22,-1.1,-1.1,ITA-Serie A,2023,shooting
NED,MF,30,1993,2.3,0,1,0,0.0,0.44,0.0,0.0,,20.2,0,0,0,0.1,0.1,0.09,-0.1,-0.1,ITA-Serie A,2023,shooting
NED,DF,27,1996,18.2,4,24,6,25.0,1.32,0.33,0.17,0.67,11.8,0,0,0,2.3,2.3,0.09,1.7,1.7,ITA-Serie A,2023,shooting
NGA,MF,18,2004,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,ITA-Serie A,2023,shooting
IDN,GK,26,1997,3.7,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,ITA-Serie A,2023,shooting
ITA,DF,25,1997,23.1,5,51,19,37.3,2.21,0.82,0.1,0.26,21.0,3,0,0,2.9,2.7,0.05,2.1,2.3,ITA-Serie A,2023,shooting
ITA,DF,35,1988,26.5,3,15,6,40.0,0.57,0.23,0.2,0.5,12.0,0,0,0,1.6,1.6,0.11,1.4,1.4,ITA-Serie A,2023,shooting
TUR,MF,29,1994,28.4,13,52,13,25.0,1.83,0.46,0.06,0.23,29.5,12,10,10,10.1,2.3,0.04,2.9,0.7,ITA-Serie A,2023,shooting
ARM,MF,34,1989,30.9,2,39,6,15.4,1.26,0.19,0.05,0.33,19.5,0,0,0,3.6,3.6,0.09,-1.6,-1.6,ITA-Serie A,2023,shooting
COL,DF,35,1988,3.0,0,5,0,0.0,1.69,0.0,0.0,,19.7,0,0,0,0.2,0.2,0.04,-0.2,-0.2,ITA-Serie A,2023,shooting
ALB,MF,21,2002,8.7,1,15,4,26.7,1.72,0.46,0.07,0.25,27.1,1,0,0,0.6,0.6,0.04,0.4,0.4,ITA-Serie A,2023,shooting
ARG,FW,25,1997,29.5,24,105,44,41.9,3.56,1.49,0.21,0.5,14.2,0,2,3,17.6,15.3,0.15,6.4,6.7,ITA-Serie A,2023,shooting
FRA,MF,21,2002,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,ITA-Serie A,2023,shooting
FRA,FW,25,1997,29.9,13,77,29,37.7,2.58,0.97,0.17,0.45,11.8,0,0,0,14.3,14.3,0.19,-1.3,-1.3,ITA-Serie A,2023,shooting
AUT,FW,34,1989,8.9,5,17,9,52.9,1.91,1.01,0.29,0.56,11.5,0,0,0,5.0,5.0,0.29,0.0,0.0,ITA-Serie A,2023,shooting
ITA,DF,33,1989,26.7,2,10,5,50.0,0.37,0.19,0.2,0.4,15.7,0,0,0,1.2,1.2,0.12,0.8,0.8,ITA-Serie A,2023,shooting
ITA,MF,26,1997,31.6,2,40,12,30.0,1.26,0.38,0.05,0.17,18.2,0,0,0,5.1,5.1,0.13,-3.1,-3.1,ITA-Serie A,2023,shooting
ITA,GK,29,1993,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,ITA-Serie A,2023,shooting
NED,DF,31,1992,17.6,1,10,3,30.0,0.57,0.17,0.1,0.33,12.3,0,0,0,0.6,0.6,0.06,0.4,0.4,ITA-Serie A,2023,shooting
ITA,MF,27,1995,0.5,0,2,0,0.0,3.91,0.0,0.0,,28.5,1,0,0,0.1,0.1,0.04,-0.1,-0.1,ITA-Serie A,2023,shooting
CAN,DF,24,1999,1.8,1,4,1,25.0,2.24,0.56,0.25,1.0,18.9,0,0,0,0.2,0.2,0.05,0.8,0.8,ITA-Serie A,2023,shooting
GER,DF,22,2000,10.0,2,12,4,33.3,1.19,0.4,0.17,0.5,12.7,0,0,0,0.9,0.9,0.07,1.1,1.1,ITA-Serie A,2023,shooting
SUI,GK,34,1988,34.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,ITA-Serie A,2023,shooting
FRA,MF,28,1995,29.5,5,38,16,42.1,1.29,0.54,0.13,0.31,16.9,0,0,0,3.5,3.4,0.09,1.5,1.6,ITA-Serie A,2023,shooting
BRA,DF,32,1991,8.0,1,5,1,20.0,0.62,0.12,0.2,1.0,8.2,0,0,0,0.4,0.4,0.08,0.6,0.6,ITA-Serie A,2023,shooting
ITA,"DF,FW",23,2000,26.4,2,29,8,27.6,1.1,0.3,0.07,0.25,18.6,0,0,0,2.2,2.2,0.08,-0.2,-0.2,ITA-Serie A,2023,shooting
POL,FW,29,1994,10.2,4,37,13,35.1,3.62,1.27,0.11,0.31,13.6,3,0,0,5.1,5.1,0.14,-1.1,-1.1,ITA-Serie A,2023,shooting
ITA,GK,33,1990,0.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,ITA-Serie A,2023,shooting
ARG,MF,20,2002,4.2,0,11,2,18.2,2.61,0.47,0.0,0.0,24.0,2,0,0,0.4,0.4,0.03,-0.4,-0.4,ITA-Serie A,2023,shooting
ITA,DF,29,1994,13.2,2,8,2,25.0,0.61,0.15,0.25,1.0,7.3,0,0,0,1.6,1.6,0.3,0.4,0.4,ITA-Serie A,2023,shooting
BRA,DF,32,1991,27.2,1,17,2,11.8,0.62,0.07,0.06,0.5,19.1,0,0,0,1.3,1.3,0.08,-0.3,-0.3,ITA-Serie A,2023,shooting
ESP,DF,18,2005,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,ITA-Serie A,2023,shooting
SRB,FW,23,2000,25.6,16,106,35,33.0,4.14,1.37,0.13,0.4,15.8,7,2,4,16.6,13.3,0.13,-0.6,0.7,ITA-Serie A,2023,shooting
ITA,MF,19,2003,12.3,1,20,3,15.0,1.63,0.24,0.05,0.33,20.4,0,0,0,1.2,1.2,0.06,-0.2,-0.2,ITA-Serie A,2023,shooting
ITA,FW,25,1997,24.4,9,74,25,33.8,3.03,1.02,0.11,0.32,19.2,5,1,1,6.4,5.6,0.08,2.6,2.4,ITA-Serie A,2023,shooting
ITA,DF,25,1998,29.3,4,35,7,20.0,1.19,0.24,0.11,0.57,14.3,0,0,0,5.5,5.5,0.16,-1.5,-1.5,ITA-Serie A,2023,shooting
SRB,DF,30,1992,20.2,0,21,2,9.5,1.04,0.1,0.0,0.0,22.1,0,0,0,0.7,0.7,0.03,-0.7,-0.7,ITA-Serie A,2023,shooting
BRA,DF,26,1997,35.9,3,18,4,22.2,0.5,0.11,0.17,0.75,13.4,0,0,0,1.4,1.4,0.08,1.6,1.6,ITA-Serie A,2023,shooting
ITA,MF,23,2000,3.0,0,3,0,0.0,1.01,0.0,0.0,,25.9,1,0,0,0.1,0.1,0.04,-0.1,-0.1,ITA-Serie A,2023,shooting
BEL,MF,18,2005,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,ITA-Serie A,2023,shooting
TUR,"FW,MF",18,2005,10.6,2,19,7,36.8,1.8,0.66,0.11,0.29,16.6,0,0,0,1.6,1.6,0.09,0.4,0.4,ITA-Serie A,2023,shooting
ITA,DF,20,2003,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,ITA-Serie A,2023,shooting
ITA,MF,25,1998,33.4,1,24,3,12.5,0.72,0.09,0.04,0.33,22.3,0,0,0,1.3,1.3,0.06,-0.3,-0.3,ITA-Serie A,2023,shooting
ITA,DF,30,1992,0.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,ITA-Serie A,2023,shooting
ITA,GK,30,1992,2.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,ITA-Serie A,2023,shooting
ITA,FW,23,2000,7.3,0,16,3,18.8,2.2,0.41,0.0,0.0,15.4,0,0,0,2.1,2.1,0.13,-2.1,-2.1,ITA-Serie A,2023,shooting
ITA,MF,22,2001,4.9,0,6,2,33.3,1.24,0.41,0.0,0.0,20.1,1,0,0,0.4,0.4,0.06,-0.4,-0.4,ITA-Serie A,2023,shooting
ITA,FW,21,2002,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,ITA-Serie A,2023,shooting
FRA,MF,30,1993,0.6,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,ITA-Serie A,2023,shooting
ENG,"DF,MF",19,2003,9.0,1,9,4,44.4,1.0,0.44,0.11,0.25,15.5,0,0,0,0.7,0.7,0.08,0.3,0.3,ITA-Serie A,2023,shooting
