nation,pos,age,born,90s,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected,league,season,stat_type
NGA,FW,25,1997,2.7,2,7,3,42.9,2.62,1.13,0.29,0.67,14.5,0,0,0,1.5,1.5,0.21,0.5,0.5,ESP-La Liga,2022,shooting
ESP,DF,24,1997,12.5,1,5,2,40.0,0.4,0.16,0.2,0.5,21.2,0,0,0,0.4,0.4,0.08,0.6,0.6,ESP-La Liga,2022,shooting
ESP,MF,30,1992,10.7,1,8,3,37.5,0.74,0.28,0.13,0.33,21.2,0,0,0,1.0,1.0,0.13,0.0,0.0,ESP-La Liga,2022,shooting
ESP,"FW,MF",20,2001,0.9,0,3,0,0.0,3.21,0.0,0.0,,21.3,0,0,0,0.1,0.1,0.04,-0.1,-0.1,ESP-La Liga,2022,shooting
ESP,DF,22,2000,9.5,0,8,3,37.5,0.84,0.31,0.0,0.0,12.6,0,0,0,0.5,0.5,0.06,-0.5,-0.5,ESP-La Liga,2022,shooting
ESP,DF,30,1992,1.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,ESP-La Liga,2022,shooting
ESP,MF,32,1989,7.7,0,10,1,10.0,1.29,0.13,0.0,0.0,20.9,2,0,0,0.5,0.5,0.05,-0.5,-0.5,ESP-La Liga,2022,shooting
ESP,FW,24,1997,1.1,0,4,1,25.0,3.71,0.93,0.0,0.0,11.6,0,0,0,0.3,0.3,0.08,-0.3,-0.3,ESP-La Liga,2022,shooting
ESP,MF,32,1990,16.5,0,9,0,0.0,0.55,0.0,0.0,,18.2,0,0,0,1.4,1.4,0.16,-1.4,-1.4,ESP-La Liga,2022,shooting
ESP,DF,23,1999,26.4,1,13,2,15.4,0.49,0.08,0.08,0.5,12.7,0,0,0,1.2,1.2,0.09,-0.2,-0.2,ESP-La Liga,2022,shooting
ESP,FW,25,1996,15.8,6,51,17,33.3,3.23,1.08,0.12,0.35,12.7,2,0,0,6.1,6.1,0.12,-0.1,-0.1,ESP-La Liga,2022,shooting
ESP,"MF,FW",29,1992,18.8,0,28,7,25.0,1.49,0.37,0.0,0.0,18.1,1,0,0,3.0,3.0,0.11,-3.0,-3.0,ESP-La Liga,2022,shooting
GHA,FW,28,1994,31.5,10,83,32,38.6,2.63,1.02,0.11,0.28,15.1,0,1,2,10.7,9.1,0.11,-0.7,-0.1,ESP-La Liga,2022,shooting
ESP,DF,29,1993,14.7,0,9,1,11.1,0.61,0.07,0.0,0.0,26.7,0,0,0,0.2,0.2,0.02,-0.2,-0.2,ESP-La Liga,2022,shooting
ESP,DF,31,1991,14.9,1,10,2,20.0,0.67,0.13,0.1,0.5,15.1,3,0,0,0.8,0.8,0.08,0.2,0.2,ESP-La Liga,2022,shooting
ESP,"FW,MF",23,1998,0.8,0,1,0,0.0,1.18,0.0,0.0,,10.3,0,0,0,0.1,0.1,0.15,-0.1,-0.1,ESP-La Liga,2022,shooting
ESP,GK,21,2000,7.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,ESP-La Liga,2022,shooting
ESP,DF,34,1988,1.3,0,1,0,0.0,0.78,0.0,0.0,,24.4,0,0,0,0.0,0.0,0.03,0.0,0.0,ESP-La Liga,2022,shooting
ESP,MF,29,1993,28.6,3,25,3,12.0,0.87,0.1,0.04,0.33,21.9,0,2,3,3.9,1.5,0.06,-0.9,-0.5,ESP-La Liga,2022,shooting
ESP,FW,20,2002,29.5,6,61,20,32.8,2.07,0.68,0.1,0.3,17.7,1,0,0,4.9,4.9,0.08,1.1,1.1,ESP-La Liga,2022,shooting
ESP,MF,23,1999,9.5,0,18,5,27.8,1.9,0.53,0.0,0.0,24.6,0,0,0,1.3,1.3,0.07,-1.3,-1.3,ESP-La Liga,2022,shooting
ESP,MF,22,2000,28.1,10,56,19,33.9,1.99,0.68,0.14,0.42,17.6,0,2,2,7.6,6.0,0.11,2.4,2.0,ESP-La Liga,2022,shooting
ESP,"FW,MF",36,1986,10.7,2,52,14,26.9,4.84,1.3,0.04,0.14,14.6,0,0,0,5.2,5.2,0.1,-3.2,-3.2,ESP-La Liga,2022,shooting
ESP,GK,25,1997,30.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,ESP-La Liga,2022,shooting
ESP,MF,21,2000,2.1,0,3,1,33.3,1.4,0.47,0.0,0.0,16.3,0,0,0,0.5,0.5,0.16,-0.5,-0.5,ESP-La Liga,2022,shooting
ESP,DF,27,1995,25.9,1,8,1,12.5,0.31,0.04,0.13,1.0,16.0,0,0,0,0.8,0.8,0.1,0.2,0.2,ESP-La Liga,2022,shooting
ESP,DF,32,1990,26.7,1,28,7,25.0,1.05,0.26,0.04,0.14,20.4,0,0,0,1.3,1.3,0.05,-0.3,-0.3,ESP-La Liga,2022,shooting
ESP,FW,27,1995,25.5,4,56,19,33.9,2.19,0.74,0.07,0.21,18.0,4,0,0,4.3,4.3,0.08,-0.3,-0.3,ESP-La Liga,2022,shooting
ESP,DF,33,1989,31.3,1,4,2,50.0,0.13,0.06,0.25,0.5,20.3,0,0,0,0.4,0.4,0.1,0.6,0.6,ESP-La Liga,2022,shooting
FRA,"FW,MF",31,1991,31.8,15,111,44,39.6,3.49,1.39,0.14,0.34,17.6,5,0,0,12.3,12.3,0.11,2.7,2.7,ESP-La Liga,2022,shooting
ESP,GK,19,2003,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,ESP-La Liga,2022,shooting
BEL,"DF,MF",33,1989,25.1,0,9,0,0.0,0.36,0.0,0.0,,15.0,0,0,0,0.6,0.6,0.07,-0.6,-0.6,ESP-La Liga,2022,shooting
ESP,"FW,MF",20,2002,0.3,0,1,1,100.0,3.21,3.21,0.0,0.0,16.9,0,0,0,0.1,0.1,0.06,-0.1,-0.1,ESP-La Liga,2022,shooting
BRA,DF,33,1989,2.2,0,1,0,0.0,0.46,0.0,0.0,,10.6,0,0,0,0.0,0.0,0.03,0.0,0.0,ESP-La Liga,2022,shooting
CTA,MF,29,1993,11.2,0,11,0,0.0,0.98,0.0,0.0,,19.7,0,0,0,0.7,0.7,0.07,-0.7,-0.7,ESP-La Liga,2022,shooting
CRO,GK,26,1996,10.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,ESP-La Liga,2022,shooting
SVN,GK,29,1993,27.7,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,ESP-La Liga,2022,shooting
URU,DF,27,1995,26.9,2,22,8,36.4,0.82,0.3,0.09,0.25,14.1,0,0,0,2.0,2.0,0.09,0.0,0.0,ESP-La Liga,2022,shooting
POR,"FW,MF",22,1999,7.2,4,26,12,46.2,3.6,1.66,0.15,0.33,18.9,1,0,0,2.6,2.6,0.1,1.4,1.4,ESP-La Liga,2022,shooting
ESP,MF,30,1992,28.3,0,16,1,6.3,0.57,0.04,0.0,0.0,22.9,0,0,0,0.7,0.7,0.05,-0.7,-0.7,ESP-La Liga,2022,shooting
ESP,"MF,DF",27,1995,18.9,1,24,9,37.5,1.27,0.48,0.04,0.11,17.9,0,0,0,2.1,2.1,0.09,-1.1,-1.1,ESP-La Liga,2022,shooting
ESP,DF,27,1995,23.4,3,15,5,33.3,0.64,0.21,0.2,0.6,16.1,0,0,0,2.1,2.1,0.15,0.9,0.9,ESP-La Liga,2022,shooting
BRA,"FW,MF",23,1999,4.2,0,12,8,66.7,2.86,1.91,0.0,0.0,16.1,0,0,0,1.4,1.4,0.12,-1.4,-1.4,ESP-La Liga,2022,shooting
IRL,DF,30,1992,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,ESP-La Liga,2022,shooting
NED,FW,28,1994,3.0,4,11,5,45.5,3.67,1.67,0.36,0.8,11.8,0,0,0,3.0,3.0,0.27,1.0,1.0,ESP-La Liga,2022,shooting
ARG,DF,24,1998,31.9,4,21,6,28.6,0.66,0.19,0.19,0.67,17.0,0,0,0,2.6,2.6,0.13,1.4,1.4,ESP-La Liga,2022,shooting
ESP,MF,19,2003,8.0,0,12,3,25.0,1.49,0.37,0.0,0.0,21.7,0,0,0,0.5,0.5,0.04,-0.5,-0.5,ESP-La Liga,2022,shooting
MOZ,DF,28,1994,20.6,0,6,0,0.0,0.29,0.0,0.0,,22.7,0,0,0,0.4,0.4,0.06,-0.4,-0.4,ESP-La Liga,2022,shooting
ARG,MF,28,1994,21.4,2,21,5,23.8,0.98,0.23,0.1,0.4,24.5,1,0,0,1.6,1.6,0.07,0.4,0.4,ESP-La Liga,2022,shooting
ESP,"MF,DF",27,1994,12.2,3,21,9,42.9,1.72,0.74,0.14,0.33,17.2,0,0,0,2.4,2.4,0.11,0.6,0.6,ESP-La Liga,2022,shooting
ESP,DF,25,1996,3.4,0,3,1,33.3,0.87,0.29,0.0,0.0,17.7,0,0,0,0.2,0.2,0.08,-0.2,-0.2,ESP-La Liga,2022,shooting
MNE,DF,31,1991,21.6,0,2,1,50.0,0.09,0.05,0.0,0.0,13.0,0,0,0,0.2,0.2,0.09,-0.2,-0.2,ESP-La Liga,2022,shooting
FRA,MF,26,1995,13.9,1,13,6,46.2,0.93,0.43,0.08,0.17,21.1,0,0,0,0.9,0.9,0.07,0.1,0.1,ESP-La Liga,2022,shooting
BEL,"DF,MF",28,1993,25.7,7,66,21,31.8,2.56,0.82,0.09,0.29,17.2,2,1,1,8.0,7.2,0.11,-1.0,-1.2,ESP-La Liga,2022,shooting
ESP,FW,29,1992,21.1,13,71,32,45.1,3.36,1.52,0.18,0.41,12.2,0,0,0,11.9,11.9,0.17,1.1,1.1,ESP-La Liga,2022,shooting
ARG,"FW,MF",27,1995,16.2,9,43,18,41.9,2.66,1.11,0.21,0.5,15.3,0,0,0,7.1,7.1,0.17,1.9,1.9,ESP-La Liga,2022,shooting
ESP,FW,18,2004,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,ESP-La Liga,2022,shooting
ESP,DF,18,2003,27.5,1,19,4,21.1,0.69,0.15,0.05,0.25,17.9,0,0,0,1.9,1.9,0.1,-0.9,-0.9,ESP-La Liga,2022,shooting
DEN,DF,26,1996,19.6,1,10,5,50.0,0.51,0.26,0.1,0.2,12.2,0,0,0,1.0,1.0,0.1,0.0,0.0,ESP-La Liga,2022,shooting
ESP,FW,19,2002,15.5,7,61,18,29.5,3.94,1.16,0.11,0.39,15.0,3,0,0,9.1,9.1,0.16,-2.1,-2.1,ESP-La Liga,2022,shooting
MAR,MF,19,2003,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,ESP-La Liga,2022,shooting
ESP,"DF,MF",21,2001,15.7,1,7,1,14.3,0.44,0.06,0.14,1.0,12.9,0,0,0,1.6,1.6,0.22,-0.6,-0.6,ESP-La Liga,2022,shooting
ESP,"FW,MF",22,2000,15.5,4,37,11,29.7,2.39,0.71,0.11,0.36,15.6,1,0,1,4.9,4.1,0.11,-0.9,-0.1,ESP-La Liga,2022,shooting
CIV,MF,25,1996,11.0,1,15,3,20.0,1.36,0.27,0.07,0.33,15.9,0,0,0,1.8,1.8,0.12,-0.8,-0.8,ESP-La Liga,2022,shooting
NED,MF,25,1997,28.2,2,18,10,55.6,0.64,0.36,0.11,0.2,17.8,0,0,0,2.4,2.4,0.13,-0.4,-0.4,ESP-La Liga,2022,shooting
ESP,"MF,FW",17,2004,28.1,2,28,8,28.6,1.0,0.28,0.07,0.25,16.6,0,0,0,3.2,3.2,0.11,-1.2,-1.2,ESP-La Liga,2022,shooting
ESP,DF,35,1987,4.3,0,3,0,0.0,0.7,0.0,0.0,,8.9,0,0,0,0.4,0.4,0.13,-0.4,-0.4,ESP-La Liga,2022,shooting
ESP,DF,27,1995,1.6,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,ESP-La Liga,2022,shooting
ESP,GK,23,1999,0.8,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,ESP-La Liga,2022,shooting
ESP,DF,33,1989,15.8,2,13,4,30.8,0.82,0.25,0.15,0.5,23.3,0,0,0,0.8,0.8,0.06,1.2,1.2,ESP-La Liga,2022,shooting
FRA,DF,23,1998,27.0,1,14,1,7.1,0.52,0.04,0.07,1.0,14.3,0,0,0,1.1,1.1,0.08,-0.1,-0.1,ESP-La Liga,2022,shooting
ESP,FW,15,2007,0.1,0,1,1,100.0,11.25,11.25,0.0,0.0,10.9,0,0,0,0.4,0.4,0.35,-0.4,-0.4,ESP-La Liga,2022,shooting
GER,GK,30,1992,37.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,ESP-La Liga,2022,shooting
ESP,DF,31,1990,13.0,1,6,2,33.3,0.46,0.15,0.17,0.5,12.0,0,0,0,0.9,0.9,0.15,0.1,0.1,ESP-La Liga,2022,shooting
NED,FW,28,1994,1.3,1,6,3,50.0,4.74,2.37,0.17,0.33,11.6,0,0,0,0.9,0.9,0.14,0.1,0.1,ESP-La Liga,2022,shooting
FRA,FW,25,1997,15.7,5,49,16,32.7,3.13,1.02,0.1,0.31,16.7,0,0,0,3.9,3.9,0.08,1.1,1.1,ESP-La Liga,2022,shooting
ESP,"FW,MF",19,2003,1.6,0,1,0,0.0,0.62,0.0,0.0,,25.9,0,0,0,0.0,0.0,0.02,0.0,0.0,ESP-La Liga,2022,shooting
ESP,MF,19,2002,22.0,6,22,9,40.9,1.0,0.41,0.27,0.67,15.9,0,0,0,4.9,4.9,0.22,1.1,1.1,ESP-La Liga,2022,shooting
GAB,FW,33,1989,0.1,0,1,0,0.0,10.0,0.0,0.0,,12.4,0,0,0,0.1,0.1,0.12,-0.1,-0.1,ESP-La Liga,2022,shooting
BRA,FW,25,1996,23.0,7,79,25,31.6,3.43,1.09,0.09,0.28,18.5,11,0,0,9.3,9.3,0.12,-2.3,-2.3,ESP-La Liga,2022,shooting
POL,FW,33,1988,31.6,23,134,56,41.8,4.24,1.77,0.17,0.41,13.8,5,0,1,24.3,23.5,0.18,-1.3,-0.5,ESP-La Liga,2022,shooting
URU,DF,23,1999,20.0,0,18,1,5.6,0.9,0.05,0.0,0.0,13.1,0,0,0,2.1,2.1,0.12,-2.1,-2.1,ESP-La Liga,2022,shooting
ESP,"DF,MF",30,1992,14.5,4,18,6,33.3,1.24,0.41,0.22,0.67,15.6,0,0,0,2.4,2.4,0.13,1.6,1.6,ESP-La Liga,2022,shooting
ESP,MF,34,1988,26.0,0,9,2,22.2,0.35,0.08,0.0,0.0,23.5,0,0,0,0.4,0.4,0.05,-0.4,-0.4,ESP-La Liga,2022,shooting
ESP,"FW,MF",18,2004,0.3,0,1,1,100.0,3.6,3.6,0.0,0.0,15.1,0,0,0,0.0,0.0,0.04,0.0,0.0,ESP-La Liga,2022,shooting
BRA,DF,22,2000,6.7,0,5,1,20.0,0.74,0.15,0.0,0.0,13.6,0,0,0,1.7,1.7,0.34,-1.7,-1.7,ESP-La Liga,2022,shooting
ESP,"DF,FW",26,1996,16.2,0,15,6,40.0,0.93,0.37,0.0,0.0,19.8,0,0,0,0.8,0.8,0.06,-0.8,-0.8,ESP-La Liga,2022,shooting
MEX,MF,35,1986,15.3,1,8,3,37.5,0.52,0.2,0.13,0.33,23.2,1,0,0,0.3,0.3,0.04,0.7,0.7,ESP-La Liga,2022,shooting
ESP,"FW,MF",29,1993,15.4,3,34,14,41.2,2.21,0.91,0.09,0.21,16.8,0,0,0,4.6,4.6,0.14,-1.6,-1.6,ESP-La Liga,2022,shooting
ESP,FW,29,1993,26.3,15,58,21,36.2,2.21,0.8,0.17,0.48,15.2,0,5,6,14.9,10.2,0.18,0.1,-0.2,ESP-La Liga,2022,shooting
CHI,GK,39,1983,12.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,ESP-La Liga,2022,shooting
ESP,DF,18,2004,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,ESP-La Liga,2022,shooting
ESP,DF,21,2001,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,ESP-La Liga,2022,shooting
ARG,DF,31,1991,27.9,0,10,0,0.0,0.36,0.0,0.0,,11.2,0,0,0,0.9,0.9,0.09,-0.9,-0.9,ESP-La Liga,2022,shooting
ARG,MF,28,1994,31.9,1,22,6,27.3,0.69,0.19,0.05,0.17,24.0,0,0,0,1.2,1.2,0.06,-0.2,-0.2,ESP-La Liga,2022,shooting
ESP,"MF,FW",41,1981,5.5,0,8,3,37.5,1.45,0.54,0.0,0.0,15.0,0,0,0,0.7,0.7,0.09,-0.7,-0.7,ESP-La Liga,2022,shooting
ESP,FW,22,2000,2.0,1,5,2,40.0,2.53,1.01,0.2,0.5,16.4,0,0,0,0.5,0.5,0.09,0.5,0.5,ESP-La Liga,2022,shooting
ESP,DF,22,2000,16.4,3,21,8,38.1,1.28,0.49,0.14,0.38,18.8,3,0,0,2.4,2.4,0.11,0.6,0.6,ESP-La Liga,2022,shooting
ESP,FW,29,1993,10.3,4,18,8,44.4,1.75,0.78,0.22,0.5,12.8,0,0,0,3.7,3.7,0.2,0.3,0.3,ESP-La Liga,2022,shooting
ESP,FW,28,1993,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,ESP-La Liga,2022,shooting
ITA,DF,25,1997,19.6,0,3,1,33.3,0.15,0.05,0.0,0.0,11.2,0,0,0,0.2,0.2,0.06,-0.2,-0.2,ESP-La Liga,2022,shooting
BRA,FW,21,2001,20.1,1,42,17,40.5,2.09,0.85,0.02,0.06,19.7,0,0,0,2.9,2.9,0.07,-1.9,-1.9,ESP-La Liga,2022,shooting
ESP,DF,31,1991,5.0,0,1,0,0.0,0.2,0.0,0.0,,21.3,0,0,0,0.0,0.0,0.04,0.0,0.0,ESP-La Liga,2022,shooting
FRA,MF,29,1993,10.7,2,24,6,25.0,2.25,0.56,0.04,0.17,21.5,9,1,1,2.4,1.6,0.07,-0.4,-0.6,ESP-La Liga,2022,shooting
CIV,"MF,DF",24,1997,5.0,0,3,1,33.3,0.6,0.2,0.0,0.0,19.2,0,0,0,0.2,0.2,0.05,-0.2,-0.2,ESP-La Liga,2022,shooting
ESP,"FW,MF",21,2001,0.6,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,ESP-La Liga,2022,shooting
ESP,"FW,MF",22,2000,17.8,2,15,6,40.0,0.84,0.34,0.13,0.33,17.4,0,0,0,1.4,1.4,0.09,0.6,0.6,ESP-La Liga,2022,shooting
POR,GK,28,1994,26.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,ESP-La Liga,2022,shooting
ESP,"FW,MF",31,1991,26.7,4,38,10,26.3,1.42,0.37,0.08,0.3,22.8,6,1,1,4.3,3.5,0.09,-0.3,-0.5,ESP-La Liga,2022,shooting
ESP,DF,33,1989,6.2,0,1,0,0.0,0.16,0.0,0.0,,8.6,0,0,0,0.1,0.1,0.11,-0.1,-0.1,ESP-La Liga,2022,shooting
POR,MF,30,1992,27.1,3,26,9,34.6,0.96,0.33,0.12,0.33,16.5,0,0,0,3.1,3.1,0.12,-0.1,-0.1,ESP-La Liga,2022,shooting
BRA,FW,30,1991,8.1,2,20,6,30.0,2.46,0.74,0.05,0.17,18.7,2,1,1,2.9,2.2,0.11,-0.9,-1.2,ESP-La Liga,2022,shooting
SEN,DF,29,1993,18.7,1,12,3,25.0,0.64,0.16,0.08,0.33,22.7,0,0,0,0.5,0.5,0.04,0.5,0.5,ESP-La Liga,2022,shooting
ESP,DF,29,1993,15.0,0,13,4,30.8,0.87,0.27,0.0,0.0,17.9,0,0,0,1.3,1.3,0.1,-1.3,-1.3,ESP-La Liga,2022,shooting
ESP,DF,25,1997,19.7,0,9,3,33.3,0.46,0.15,0.0,0.0,9.7,0,0,0,1.2,1.2,0.14,-1.2,-1.2,ESP-La Liga,2022,shooting
ARG,GK,34,1988,19.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,ESP-La Liga,2022,shooting
ARG,MF,30,1992,2.9,0,2,0,0.0,0.69,0.0,0.0,,14.4,0,0,0,0.3,0.3,0.14,-0.3,-0.3,ESP-La Liga,2022,shooting
ESP,"MF,FW",24,1998,23.8,3,54,20,37.0,2.27,0.84,0.06,0.15,21.8,0,0,0,2.7,2.7,0.05,0.3,0.3,ESP-La Liga,2022,shooting
ESP,DF,21,2001,1.2,0,1,1,100.0,0.83,0.83,0.0,0.0,21.5,0,0,0,0.0,0.0,0.03,0.0,0.0,ESP-La Liga,2022,shooting
ESP,DF,22,2000,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,ESP-La Liga,2022,shooting
ESP,MF,23,1999,31.7,0,24,2,8.3,0.76,0.06,0.0,0.0,27.3,0,0,0,0.9,0.9,0.04,-0.9,-0.9,ESP-La Liga,2022,shooting
ARG,"MF,DF",28,1994,21.0,0,23,6,26.1,1.09,0.29,0.0,0.0,19.4,0,0,0,2.3,2.3,0.1,-2.3,-2.3,ESP-La Liga,2022,shooting
ESP,MF,20,2002,25.5,11,62,29,46.8,2.43,1.14,0.18,0.38,19.8,0,0,0,6.1,6.1,0.1,4.9,4.9,ESP-La Liga,2022,shooting
POR,"FW,MF",27,1994,7.4,2,30,10,33.3,4.08,1.36,0.07,0.2,17.2,1,0,0,1.9,1.9,0.06,0.1,0.1,ESP-La Liga,2022,shooting
SUI,FW,30,1992,9.9,3,13,7,53.8,1.32,0.71,0.23,0.43,11.0,0,0,0,1.8,1.8,0.14,1.2,1.2,ESP-La Liga,2022,shooting
ESP,DF,31,1991,24.0,0,19,7,36.8,0.79,0.29,0.0,0.0,13.0,0,0,0,1.4,1.4,0.07,-1.4,-1.4,ESP-La Liga,2022,shooting
ESP,MF,18,2003,0.2,0,1,0,0.0,5.29,0.0,0.0,,20.8,0,0,0,0.0,0.0,0.04,0.0,0.0,ESP-La Liga,2022,shooting
ESP,FW,34,1987,31.9,12,75,29,38.7,2.35,0.91,0.13,0.34,19.5,7,2,3,11.0,8.7,0.12,1.0,1.3,ESP-La Liga,2022,shooting
ESP,GK,25,1997,19.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,ESP-La Liga,2022,shooting
ESP,DF,27,1994,35.1,0,13,1,7.7,0.37,0.03,0.0,0.0,22.4,0,0,0,0.6,0.6,0.05,-0.6,-0.6,ESP-La Liga,2022,shooting
GHA,DF,26,1995,34.7,3,14,3,21.4,0.4,0.09,0.21,1.0,13.2,0,0,0,1.0,1.0,0.07,2.0,2.0,ESP-La Liga,2022,shooting
