league,season,team,player,nation,pos,age,born,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G+A,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Expected xG,Expected npxG,Expected xAG,Expected npxG+xAG,Progression PrgC,Progression PrgP,Progression PrgR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Per 90 Minutes xG,Per 90 Minutes xAG,Per 90 Minutes xG+xAG,Per 90 Minutes npxG,Per 90 Minutes npxG+xAG,stat_type,nation_defense,pos_defense,age_defense,born_defense,90s,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,stat_type_defense,nation_misc,pos_misc,age_misc,born_misc,90s_misc,Performance CrdY_misc,Performance CrdR_misc,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%,stat_type_misc,nation_shooting,pos_shooting,age_shooting,born_shooting,90s_shooting,Standard Gls,Standard Sh,Standard SoT,Standard SoT%,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Standard FK,Standard PK,Standard PKatt,Expected xG_shooting,Expected npxG_shooting,Expected npxG/Sh,Expected G-xG,Expected np:G-xG,stat_type_shooting,nation_passing,pos_passing,age_passing,born_passing,90s_passing,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,stat_type_passing,nation_possession,pos_possession,age_possession,born_possession,90s_possession,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Succ%,Take-Ons Tkld,Take-Ons Tkld%,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,stat_type_possession
FRA-Ligue 1,2022,Angers,Jason Mbock,FRA,"MF,FW",22,1999,2,0,25,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.3,0.3,0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.1,0.0,1.1,standard,FRA,"MF,FW",22,1999,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,defense,FRA,"MF,FW",22,1999,0.3,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,,misc,FRA,"MF,FW",22,1999,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,FRA,"MF,FW",22,1999,0.3,6,10,60.0,107,55,3,3,100.0,2,5,40.0,1,1,100.0,0,0.3,0.2,-0.3,1,0,0,0,1,passing,FRA,"MF,FW",22,1999,0.3,11,0,0,5,6,0,11,1,0,0.0,1,100.0,7,34,5,0,0,0,0,0,7,2,possession
FRA-Ligue 1,2022,Monaco,Jean Lucas,BRA,MF,24,1998,6,3,291,3.2,0,0,0,0,0,0,0,0,0.6,0.6,0.2,0.8,5,20,6,0.0,0.0,0.0,0.0,0.0,0.19,0.05,0.23,0.19,0.23,standard,BRA,MF,24,1998,3.2,9,5,3,5,1,6,12,50.0,6,2,1,1,4,13,2,0,defense,BRA,MF,24,1998,3.2,0,0,0,4,4,1,1,4,5,0,0,0,23,1,7,12.5,misc,BRA,MF,24,1998,3.2,0,5,3,60.0,1.55,0.93,0.0,0.0,18.3,0,0,0,0.6,0.6,0.12,-0.6,-0.6,shooting,BRA,MF,24,1998,3.2,134,154,87.0,2491,633,60,67,89.6,54,59,91.5,17,22,77.3,0,0.2,0.2,-0.2,3,19,1,0,20,passing,BRA,MF,24,1998,3.2,191,8,29,136,32,5,191,14,9,64.3,3,21.4,147,968,398,5,6,1,3,1,125,6,possession
FRA-Ligue 1,2022,Angers,Jean Mattéo Bahoya,FRA,"FW,MF",17,2005,10,2,270,3.0,0,0,0,0,0,0,0,0,0.5,0.5,0.4,0.9,9,3,20,0.0,0.0,0.0,0.0,0.0,0.17,0.12,0.29,0.17,0.29,standard,FRA,"FW,MF",17,2005,3.0,7,3,1,3,3,4,7,57.1,3,4,0,4,0,7,0,0,defense,FRA,"FW,MF",17,2005,3.0,0,0,0,4,7,0,2,0,3,0,0,0,14,2,5,28.6,misc,FRA,"FW,MF",17,2005,3.0,0,4,0,0.0,1.33,0.0,0.0,,15.4,0,0,0,0.5,0.5,0.13,-0.5,-0.5,shooting,FRA,"FW,MF",17,2005,3.0,69,82,84.1,956,120,39,45,86.7,23,28,82.1,3,4,75.0,0,0.4,0.1,-0.4,3,2,1,0,3,passing,FRA,"FW,MF",17,2005,3.0,117,1,7,46,66,9,117,13,4,30.8,6,46.2,93,620,240,9,8,2,9,5,87,20,possession
FRA-Ligue 1,2022,Lens,Jean Onana,CMR,"MF,DF",22,2000,21,9,810,9.0,0,0,0,0,0,0,3,0,0.4,0.4,0.4,0.8,12,29,18,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.08,0.04,0.08,standard,CMR,"MF,DF",22,2000,9.0,28,17,8,17,3,10,22,45.5,12,15,5,10,18,46,20,0,defense,CMR,"MF,DF",22,2000,9.0,3,0,0,7,10,2,3,18,17,0,0,0,63,9,7,56.3,misc,CMR,"MF,DF",22,2000,9.0,0,8,3,37.5,0.89,0.33,0.0,0.0,23.1,0,0,0,0.4,0.4,0.05,-0.4,-0.4,shooting,CMR,"MF,DF",22,2000,9.0,412,478,86.2,6872,1606,185,204,90.7,177,203,87.2,31,43,72.1,0,0.4,0.3,-0.4,6,38,3,1,29,passing,CMR,"MF,DF",22,2000,9.0,583,39,138,373,76,9,583,7,7,100.0,0,0.0,433,2452,1007,12,14,2,9,9,397,18,possession
FRA-Ligue 1,2022,Nantes,Jean-Charles Castelletto,CMR,DF,27,1995,32,30,2568,28.5,0,0,0,0,0,0,3,0,0.7,0.7,0.4,1.2,19,120,20,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04,standard,CMR,DF,27,1995,28.5,43,26,29,12,2,22,36,61.1,14,35,22,13,58,101,90,0,defense,CMR,DF,27,1995,28.5,3,0,0,28,18,0,13,58,26,0,2,0,175,77,42,64.7,misc,CMR,DF,27,1995,28.5,0,9,3,33.3,0.32,0.11,0.0,0.0,13.4,0,0,0,0.7,0.7,0.08,-0.7,-0.7,shooting,CMR,DF,27,1995,28.5,1130,1373,82.3,21032,8232,417,484,86.2,567,638,88.9,113,199,56.8,0,0.4,1.1,-0.4,5,103,9,4,120,passing,CMR,DF,27,1995,28.5,1650,164,691,876,89,24,1650,18,11,61.1,5,27.8,1112,5790,3067,19,22,0,20,7,959,20,possession
FRA-Ligue 1,2022,Nice,Jean-Clair Todibo,FRA,DF,22,1999,34,33,2870,31.9,0,0,0,0,0,0,4,2,0.8,0.8,0.2,1.0,21,153,6,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.03,0.03,0.03,standard,FRA,DF,22,1999,31.9,76,48,54,19,3,41,56,73.2,15,41,19,22,41,117,110,2,defense,FRA,DF,22,1999,31.9,4,2,1,21,15,1,5,41,48,0,2,0,248,39,29,57.4,misc,FRA,DF,22,1999,31.9,0,14,4,28.6,0.44,0.13,0.0,0.0,13.4,0,0,0,0.8,0.8,0.06,-0.8,-0.8,shooting,FRA,DF,22,1999,31.9,1931,2181,88.5,37579,14089,614,646,95.0,1134,1198,94.7,161,289,55.7,0,0.2,0.6,-0.2,5,137,6,1,153,passing,FRA,DF,22,1999,31.9,2514,304,1267,1222,57,24,2514,28,20,71.4,6,21.4,1980,11039,5931,21,13,0,23,10,1760,6,possession
FRA-Ligue 1,2022,Clermont Foot,Jean-Claude Billong,CMR,MF,28,1993,1,0,23,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,CMR,MF,28,1993,0.3,0,0,0,0,0,0,0,,0,1,1,0,1,1,0,0,defense,CMR,MF,28,1993,0.3,0,0,0,0,0,0,1,1,0,0,0,0,3,2,2,50.0,misc,CMR,MF,28,1993,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,CMR,MF,28,1993,0.3,33,34,97.1,619,231,10,10,100.0,21,21,100.0,2,3,66.7,0,0.0,0.0,0.0,0,0,0,0,4,passing,CMR,MF,28,1993,0.3,35,4,10,24,1,0,35,0,0,,0,,29,158,56,0,0,0,0,0,26,0,possession
FRA-Ligue 1,2022,Strasbourg,Jean-Eudes Aholou,CIV,MF,28,1994,30,16,1300,14.4,3,1,4,3,0,0,4,1,1.2,1.2,1.1,2.3,25,50,37,0.21,0.07,0.28,0.21,0.28,0.08,0.08,0.16,0.08,0.16,standard,CIV,MF,28,1994,14.4,34,20,10,20,4,12,31,38.7,19,25,0,25,24,58,15,0,defense,CIV,MF,28,1994,14.4,4,1,0,39,23,1,5,24,20,0,0,0,91,26,18,59.1,misc,CIV,MF,28,1994,14.4,3,21,8,38.1,1.45,0.55,0.14,0.38,25.0,0,0,0,1.2,1.2,0.06,1.8,1.8,shooting,CIV,MF,28,1994,14.4,447,592,75.5,7451,2109,207,255,81.2,179,230,77.8,38,68,55.9,1,1.1,1.3,-0.1,9,53,11,1,50,passing,CIV,MF,28,1994,14.4,799,26,131,483,194,27,799,34,14,41.2,14,41.2,538,2906,1220,25,18,9,34,15,477,37,possession
FRA-Ligue 1,2022,Brest,Jean-Kevin Duverne,HAI,DF,25,1997,34,27,2515,27.9,0,0,0,0,0,0,2,0,0.4,0.4,0.8,1.2,80,149,134,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.04,0.01,0.04,standard,HAI,DF,25,1997,27.9,72,38,44,24,4,42,73,57.5,31,33,5,28,28,100,65,1,defense,HAI,DF,25,1997,27.9,2,0,0,39,20,4,85,28,38,2,0,0,159,33,22,60.0,misc,HAI,DF,25,1997,27.9,0,5,1,20.0,0.18,0.04,0.0,0.0,17.2,0,0,0,0.4,0.4,0.08,-0.4,-0.4,shooting,HAI,DF,25,1997,27.9,1059,1480,71.6,18165,7953,521,601,86.7,385,531,72.5,117,248,47.2,0,0.8,1.0,-0.8,10,113,14,8,149,passing,HAI,DF,25,1997,27.9,1775,96,486,887,434,18,1775,65,26,40.0,30,46.2,1099,7192,3960,80,71,10,39,20,979,134,possession
FRA-Ligue 1,2022,Lens,Jean-Louis Leca,FRA,GK,36,1985,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,FRA,GK,36,1985,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,defense,FRA,GK,36,1985,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100.0,misc,FRA,GK,36,1985,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,FRA,GK,36,1985,1.0,32,39,82.1,953,690,10,11,90.9,8,8,100.0,14,20,70.0,0,0.0,0.0,0.0,0,1,0,0,0,passing,FRA,GK,36,1985,1.0,42,40,42,0,0,0,42,0,0,,0,,29,130,31,0,0,0,0,0,19,0,possession
FRA-Ligue 1,2022,Strasbourg,Jean-Ricner Bellegarde,FRA,"MF,FW",24,1998,30,29,2419,26.9,2,6,8,2,0,0,5,0,2.5,2.5,5.2,7.7,104,153,110,0.07,0.22,0.3,0.07,0.3,0.09,0.19,0.29,0.09,0.29,standard,FRA,"MF,FW",24,1998,26.9,47,25,15,21,11,11,25,44.0,14,26,3,23,26,73,22,0,defense,FRA,"MF,FW",24,1998,26.9,5,0,0,36,73,1,123,26,25,3,1,0,157,20,30,40.0,misc,FRA,"MF,FW",24,1998,26.9,2,38,13,34.2,1.41,0.48,0.05,0.15,22.2,11,0,0,2.5,2.5,0.07,-0.5,-0.5,shooting,FRA,"MF,FW",24,1998,26.9,952,1242,76.7,16743,5003,423,489,86.5,396,483,82.0,105,209,50.2,6,5.2,5.8,0.8,57,93,49,18,153,passing,FRA,"MF,FW",24,1998,26.9,1589,30,219,833,569,45,1589,111,57,51.4,32,28.8,1129,8275,4230,104,97,16,64,44,1035,110,possession
FRA-Ligue 1,2022,Lorient,Jean-Victor Makengo,FRA,MF,24,1998,15,12,1064,11.8,0,0,0,0,0,0,2,1,0.1,0.1,0.5,0.7,23,42,30,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.06,0.01,0.06,standard,FRA,MF,24,1998,11.8,16,8,5,10,1,6,20,30.0,14,8,5,3,10,26,13,1,defense,FRA,MF,24,1998,11.8,2,1,1,18,27,0,1,10,8,0,0,0,79,4,4,50.0,misc,FRA,MF,24,1998,11.8,0,5,2,40.0,0.42,0.17,0.0,0.0,26.9,0,0,0,0.1,0.1,0.03,-0.1,-0.1,shooting,FRA,MF,24,1998,11.8,475,540,88.0,6908,1677,261,288,90.6,168,185,90.8,19,28,67.9,0,0.5,0.7,-0.5,8,33,3,0,42,passing,FRA,MF,24,1998,11.8,652,27,152,405,109,6,652,35,21,60.0,8,22.9,546,3480,1530,23,25,1,16,23,497,30,possession
FRA-Ligue 1,2022,Rennes,Jeanuël Belocian,FRA,DF,17,2005,8,6,506,5.6,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,8,21,21,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.02,0.01,0.02,standard,FRA,DF,17,2005,5.6,10,7,3,5,2,5,9,55.6,4,6,3,3,6,16,11,0,defense,FRA,DF,17,2005,5.6,1,0,0,6,1,0,3,6,7,0,0,0,28,7,2,77.8,misc,FRA,DF,17,2005,5.6,0,1,0,0.0,0.18,0.0,0.0,,19.3,0,0,0,0.0,0.0,0.03,0.0,0.0,shooting,FRA,DF,17,2005,5.6,274,308,89.0,4796,1397,105,120,87.5,156,165,94.5,13,19,68.4,0,0.1,0.3,-0.1,1,13,1,0,21,passing,FRA,DF,17,2005,5.6,353,24,123,191,41,4,353,4,2,50.0,1,25.0,248,1242,543,8,5,1,4,2,223,21,possession
FRA-Ligue 1,2022,Lyon,Jeff Reine-Adélaïde,FRA,MF,24,1998,14,1,336,3.7,0,0,0,0,0,0,1,0,0.8,0.8,0.9,1.6,20,32,25,0.0,0.0,0.0,0.0,0.0,0.21,0.23,0.44,0.21,0.44,standard,FRA,MF,24,1998,3.7,8,5,1,5,2,5,9,55.6,4,4,0,4,6,14,0,0,defense,FRA,MF,24,1998,3.7,1,0,0,7,4,0,13,6,5,0,0,0,30,3,3,50.0,misc,FRA,MF,24,1998,3.7,0,10,7,70.0,2.68,1.87,0.0,0.0,20.0,0,0,0,0.8,0.8,0.08,-0.8,-0.8,shooting,FRA,MF,24,1998,3.7,285,329,86.6,4411,1005,149,164,90.9,110,124,88.7,15,25,60.0,0,0.9,0.7,-0.9,8,31,5,1,32,passing,FRA,MF,24,1998,3.7,377,2,31,210,144,11,377,22,12,54.5,6,27.3,316,2042,959,20,27,3,12,9,300,25,possession
FRA-Ligue 1,2022,Troyes,Jeff Reine-Adélaïde,FRA,MF,24,1998,6,3,233,2.6,0,1,1,0,0,0,0,0,0.3,0.3,0.4,0.8,10,20,8,0.0,0.39,0.39,0.0,0.39,0.12,0.17,0.29,0.12,0.29,standard,FRA,MF,24,1998,2.6,3,2,2,1,0,1,2,50.0,1,2,0,2,2,5,1,0,defense,FRA,MF,24,1998,2.6,0,0,0,2,5,0,0,2,2,0,0,0,14,3,4,42.9,misc,FRA,MF,24,1998,2.6,0,4,0,0.0,1.55,0.0,0.0,,22.3,0,0,0,0.3,0.3,0.08,-0.3,-0.3,shooting,FRA,MF,24,1998,2.6,106,128,82.8,1746,440,48,56,85.7,44,51,86.3,9,13,69.2,1,0.4,0.1,0.6,2,9,3,0,20,passing,FRA,MF,24,1998,2.6,159,2,33,96,36,1,159,17,10,58.8,7,41.2,126,949,518,10,13,0,3,13,121,8,possession
FRA-Ligue 1,2022,Lyon,Jeffinho,BRA,FW,22,1999,9,4,446,5.0,1,0,1,1,0,0,1,0,1.1,1.1,0.5,1.6,27,10,52,0.2,0.0,0.2,0.2,0.2,0.23,0.1,0.33,0.23,0.33,standard,BRA,FW,22,1999,5.0,17,4,4,9,4,6,15,40.0,9,6,0,6,1,18,0,0,defense,BRA,FW,22,1999,5.0,1,0,0,8,10,0,3,1,4,1,0,0,21,3,6,33.3,misc,BRA,FW,22,1999,5.0,1,10,5,50.0,2.02,1.01,0.1,0.2,15.7,0,0,0,1.1,1.1,0.11,-0.1,-0.1,shooting,BRA,FW,22,1999,5.0,146,173,84.4,1802,399,98,107,91.6,36,43,83.7,1,1,100.0,0,0.5,0.7,-0.5,7,11,4,0,10,passing,BRA,FW,22,1999,5.0,258,3,21,100,147,32,258,37,15,40.5,18,48.6,207,1616,877,27,28,14,21,12,201,52,possession
FRA-Ligue 1,2022,Reims,Jens Cajuste,SWE,MF,22,1999,31,14,1530,17.0,3,1,4,3,0,0,8,1,1.5,1.5,1.2,2.8,46,109,40,0.18,0.06,0.24,0.18,0.24,0.09,0.07,0.16,0.09,0.16,standard,SWE,MF,22,1999,17.0,46,25,25,14,7,25,48,52.1,23,30,6,24,18,64,22,0,defense,SWE,MF,22,1999,17.0,8,1,1,33,29,0,7,18,25,0,0,0,101,13,17,43.3,misc,SWE,MF,22,1999,17.0,3,27,7,25.9,1.59,0.41,0.11,0.43,19.5,0,0,0,1.5,1.5,0.06,1.5,1.5,shooting,SWE,MF,22,1999,17.0,606,739,82.0,11081,3065,251,297,84.5,266,312,85.3,72,98,73.5,1,1.2,0.9,-0.2,16,66,15,0,109,passing,SWE,MF,22,1999,17.0,969,41,223,533,231,40,969,79,39,49.4,30,38.0,728,4226,2387,46,36,10,28,23,663,40,possession
FRA-Ligue 1,2022,Brest,Jere Uronen,FIN,DF,28,1994,6,3,300,3.3,0,1,1,0,0,0,0,0,0.0,0.0,0.2,0.2,3,15,14,0.0,0.3,0.3,0.0,0.3,0.01,0.06,0.07,0.01,0.07,standard,FIN,DF,28,1994,3.3,8,5,4,4,0,7,12,58.3,5,6,2,4,7,15,5,0,defense,FIN,DF,28,1994,3.3,0,0,0,3,7,0,13,7,5,0,0,0,14,2,6,25.0,misc,FIN,DF,28,1994,3.3,0,1,0,0.0,0.3,0.0,0.0,,29.8,0,0,0,0.0,0.0,0.03,0.0,0.0,shooting,FIN,DF,28,1994,3.3,125,157,79.6,2127,799,53,62,85.5,55,61,90.2,11,22,50.0,1,0.2,0.7,0.8,1,12,6,5,15,passing,FIN,DF,28,1994,3.3,192,11,61,91,41,1,192,2,2,100.0,0,0.0,132,629,251,3,4,0,2,0,119,14,possession
FRA-Ligue 1,2022,Rennes,Jeremy Doku,BEL,"MF,FW",20,2002,29,13,1291,14.3,6,2,8,6,0,0,0,0,2.7,2.7,4.9,7.5,101,71,156,0.42,0.14,0.56,0.42,0.56,0.19,0.34,0.53,0.19,0.53,standard,BEL,"MF,FW",20,2002,14.3,25,16,6,13,6,12,24,50.0,12,10,0,10,5,30,2,0,defense,BEL,"MF,FW",20,2002,14.3,0,0,0,16,36,0,24,5,16,0,0,0,89,3,10,23.1,misc,BEL,"MF,FW",20,2002,14.3,6,26,12,46.2,1.81,0.84,0.23,0.5,15.7,0,0,0,2.7,2.7,0.1,3.3,3.3,shooting,BEL,"MF,FW",20,2002,14.3,433,521,83.1,6731,1455,222,262,84.7,177,203,87.2,24,27,88.9,2,4.9,4.0,-2.9,30,27,35,3,71,passing,BEL,"MF,FW",20,2002,14.3,744,5,71,292,419,89,744,159,96,60.4,49,30.8,643,5774,3010,101,70,47,44,24,576,156,possession
FRA-Ligue 1,2022,Clermont Foot,Jim Allevinah,GAB,"DF,FW",27,1995,36,25,2244,24.9,1,1,2,1,0,0,2,0,2.5,2.5,2.0,4.5,82,59,141,0.04,0.04,0.08,0.04,0.08,0.1,0.08,0.18,0.1,0.18,standard,GAB,"DF,FW",27,1995,24.9,39,24,24,11,4,19,62,30.6,43,24,2,22,24,63,26,1,defense,GAB,"DF,FW",27,1995,24.9,2,0,0,22,53,1,65,24,24,0,0,0,153,12,17,41.4,misc,GAB,"DF,FW",27,1995,24.9,1,30,8,26.7,1.2,0.32,0.03,0.13,16.9,0,0,0,2.5,2.5,0.08,-1.5,-1.5,shooting,GAB,"DF,FW",27,1995,24.9,658,848,77.6,9331,2378,388,453,85.7,216,273,79.1,25,62,40.3,1,2.0,2.5,-1.0,18,37,14,9,59,passing,GAB,"DF,FW",27,1995,24.9,1134,39,257,502,396,65,1134,88,34,38.6,45,51.1,851,6113,2685,82,62,14,46,40,746,141,possession
FRA-Ligue 1,2022,Lens,Jimmy Cabot,FRA,"DF,MF",28,1994,11,5,511,5.7,0,1,1,0,0,0,2,0,0.3,0.3,2.1,2.4,26,29,65,0.0,0.18,0.18,0.0,0.18,0.05,0.37,0.43,0.05,0.43,standard,FRA,"DF,MF",28,1994,5.7,20,12,10,8,2,12,26,46.2,14,5,0,5,4,24,12,0,defense,FRA,"DF,MF",28,1994,5.7,2,0,0,14,0,1,50,4,12,0,0,0,50,3,3,50.0,misc,FRA,"DF,MF",28,1994,5.7,0,5,1,20.0,0.88,0.18,0.0,0.0,17.0,0,0,0,0.3,0.3,0.06,-0.3,-0.3,shooting,FRA,"DF,MF",28,1994,5.7,261,346,75.4,4629,1527,123,137,89.8,102,130,78.5,32,68,47.1,1,2.1,2.0,-1.1,17,19,13,4,29,passing,FRA,"DF,MF",28,1994,5.7,432,13,88,162,193,19,432,24,12,50.0,11,45.8,282,2002,887,26,17,8,26,6,247,65,possession
FRA-Ligue 1,2022,Brest,Joaquín Blázquez,ARG,GK,21,2001,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ARG,GK,21,2001,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,defense,ARG,GK,21,2001,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,misc,ARG,GK,21,2001,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,ARG,GK,21,2001,1.0,21,29,72.4,728,535,6,6,100.0,7,8,87.5,8,14,57.1,0,0.0,0.0,0.0,0,1,0,0,0,passing,ARG,GK,21,2001,1.0,32,26,32,0,0,0,32,0,0,,0,,15,104,55,0,0,0,0,0,6,0,possession
FRA-Ligue 1,2022,Clermont Foot,Jodel Dossou,BEN,"MF,DF",30,1992,9,2,258,2.9,1,0,1,1,0,0,0,0,0.4,0.4,0.2,0.6,8,6,23,0.35,0.0,0.35,0.35,0.35,0.15,0.05,0.21,0.15,0.21,standard,BEN,"MF,DF",30,1992,2.9,7,4,3,2,2,4,4,100.0,0,2,1,1,1,8,0,0,defense,BEN,"MF,DF",30,1992,2.9,0,0,0,3,3,3,10,1,4,0,0,0,7,1,4,20.0,misc,BEN,"MF,DF",30,1992,2.9,1,6,3,50.0,2.09,1.05,0.17,0.33,16.7,0,0,0,0.4,0.4,0.07,0.6,0.6,shooting,BEN,"MF,DF",30,1992,2.9,39,59,66.1,552,196,26,32,81.3,10,18,55.6,2,5,40.0,0,0.2,0.2,-0.2,3,5,1,1,6,passing,BEN,"MF,DF",30,1992,2.9,101,1,13,40,51,9,101,21,8,38.1,10,47.6,67,446,214,8,4,2,8,5,64,23,possession
FRA-Ligue 1,2022,Nice,Joe Bryan,ENG,"MF,DF",28,1993,6,2,177,2.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.1,2,8,16,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.04,0.01,0.04,standard,ENG,"MF,DF",28,1993,2.0,5,4,3,2,0,4,4,100.0,0,2,0,2,1,6,1,0,defense,ENG,"MF,DF",28,1993,2.0,3,0,0,4,3,1,3,1,4,0,0,0,16,0,5,0.0,misc,ENG,"MF,DF",28,1993,2.0,0,1,0,0.0,0.51,0.0,0.0,,18.9,0,0,0,0.0,0.0,0.03,0.0,0.0,shooting,ENG,"MF,DF",28,1993,2.0,80,101,79.2,1121,455,52,59,88.1,25,29,86.2,2,6,33.3,0,0.0,0.1,0.0,1,2,3,0,8,passing,ENG,"MF,DF",28,1993,2.0,119,4,27,58,36,5,119,2,0,0.0,2,100.0,82,438,182,2,6,0,3,0,73,16,possession
FRA-Ligue 1,2022,Rennes,Joe Rodon,WAL,DF,24,1997,16,16,1417,15.7,1,0,1,1,0,0,2,1,0.9,0.9,0.0,0.9,5,49,0,0.06,0.0,0.06,0.06,0.06,0.06,0.0,0.06,0.06,0.06,standard,WAL,DF,24,1997,15.7,11,7,9,2,0,4,10,40.0,6,16,12,4,9,20,54,1,defense,WAL,DF,24,1997,15.7,2,1,0,11,18,0,1,9,7,0,0,0,76,44,30,59.5,misc,WAL,DF,24,1997,15.7,1,7,2,28.6,0.44,0.13,0.14,0.5,6.9,0,0,0,0.9,0.9,0.13,0.1,0.1,shooting,WAL,DF,24,1997,15.7,945,1051,89.9,19753,5513,181,214,84.6,661,697,94.8,90,118,76.3,0,0.0,0.2,0.0,1,39,0,0,49,passing,WAL,DF,24,1997,15.7,1175,96,487,667,25,13,1175,3,3,100.0,0,0.0,920,4658,2308,5,3,0,5,2,863,0,possession
FRA-Ligue 1,2022,Clermont Foot,Johan Gastien,FRA,MF,34,1988,31,29,2603,28.9,4,3,7,4,0,0,7,0,1.2,1.2,2.1,3.3,13,219,27,0.14,0.1,0.24,0.14,0.24,0.04,0.07,0.12,0.04,0.12,standard,FRA,MF,34,1988,28.9,62,34,30,23,9,38,111,34.2,73,37,7,30,36,98,25,1,defense,FRA,MF,34,1988,28.9,7,0,0,19,33,0,67,36,34,0,1,0,224,10,10,50.0,misc,FRA,MF,34,1988,28.9,4,19,9,47.4,0.66,0.31,0.21,0.44,24.8,1,0,0,1.2,1.2,0.06,2.8,2.8,shooting,FRA,MF,34,1988,28.9,1743,2103,82.9,34446,11716,623,716,87.0,805,909,88.6,264,392,67.3,3,2.1,3.2,0.9,28,193,30,5,219,passing,FRA,MF,34,1988,28.9,2358,80,628,1426,325,6,2358,25,9,36.0,14,56.0,1799,8404,3491,13,30,1,26,12,1646,27,possession
FRA-Ligue 1,2022,Lyon,Johann Lepenant,FRA,MF,19,2002,31,21,1933,21.5,1,2,3,1,0,0,4,0,0.9,0.9,1.2,2.0,20,125,44,0.05,0.09,0.14,0.05,0.14,0.04,0.05,0.09,0.04,0.09,standard,FRA,MF,19,2002,21.5,58,34,24,27,7,32,86,37.2,54,29,5,24,28,86,17,3,defense,FRA,MF,19,2002,21.5,4,0,0,35,24,0,9,28,34,0,0,0,164,16,17,48.5,misc,FRA,MF,19,2002,21.5,1,19,1,5.3,0.88,0.05,0.05,1.0,23.8,0,0,0,0.9,0.9,0.05,0.1,0.1,shooting,FRA,MF,19,2002,21.5,1163,1301,89.4,19634,4333,504,570,88.4,524,554,94.6,90,103,87.4,2,1.2,1.3,0.8,10,115,6,1,125,passing,FRA,MF,19,2002,21.5,1543,35,315,932,309,18,1543,48,21,43.8,21,43.8,1226,5661,2144,20,37,2,40,28,1107,44,possession
