league,season,team,player,nation,pos,age,born,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G+A,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Expected xG,Expected npxG,Expected xAG,Expected npxG+xAG,Progression PrgC,Progression PrgP,Progression PrgR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Per 90 Minutes xG,Per 90 Minutes xAG,Per 90 Minutes xG+xAG,Per 90 Minutes npxG,Per 90 Minutes npxG+xAG,stat_type,nation_defense,pos_defense,age_defense,born_defense,90s,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,stat_type_defense,nation_misc,pos_misc,age_misc,born_misc,90s_misc,Performance CrdY_misc,Performance CrdR_misc,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%,stat_type_misc,nation_shooting,pos_shooting,age_shooting,born_shooting,90s_shooting,Standard Gls,Standard Sh,Standard SoT,Standard SoT%,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Standard FK,Standard PK,Standard PKatt,Expected xG_shooting,Expected npxG_shooting,Expected npxG/Sh,Expected G-xG,Expected np:G-xG,stat_type_shooting,nation_passing,pos_passing,age_passing,born_passing,90s_passing,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,stat_type_passing,nation_possession,pos_possession,age_possession,born_possession,90s_possession,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Succ%,Take-Ons Tkld,Take-Ons Tkld%,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,stat_type_possession
FRA-Ligue 1,2022,Nice,Aaron Ramsey,WAL,MF,31,1990,27,18,1584,17.6,1,1,2,1,0,0,3,0,2.5,2.5,1.8,4.3,29,126,84,0.06,0.06,0.11,0.06,0.11,0.14,0.1,0.24,0.14,0.24,standard,WAL,MF,31,1990,17.6,47,25,18,19,10,16,39,41.0,23,25,4,21,17,64,18,1,defense,WAL,MF,31,1990,17.6,3,0,0,23,18,3,62,17,25,1,0,0,115,6,12,33.3,misc,WAL,MF,31,1990,17.6,1,22,6,27.3,1.25,0.34,0.05,0.17,15.3,1,0,0,2.5,2.5,0.11,-1.5,-1.5,shooting,WAL,MF,31,1990,17.6,915,1088,84.1,16069,3809,398,431,92.3,382,444,86.0,100,159,62.9,1,1.8,2.0,-0.8,28,88,20,3,126,passing,WAL,MF,31,1990,17.6,1279,43,208,723,361,50,1279,24,14,58.3,5,20.8,980,4866,1934,29,34,8,24,32,902,84,possession
FRA-Ligue 1,2022,Angers,Abdallah Sima,SEN,FW,21,2001,34,19,1836,20.4,5,1,6,5,0,0,0,0,4.8,4.8,2.2,7.0,38,21,140,0.25,0.05,0.29,0.25,0.29,0.24,0.11,0.34,0.24,0.34,standard,SEN,FW,21,2001,20.4,22,13,4,15,3,7,19,36.8,12,8,0,8,4,26,19,0,defense,SEN,FW,21,2001,20.4,0,0,0,32,24,12,16,4,13,1,1,1,52,43,63,40.6,misc,SEN,FW,21,2001,20.4,5,39,10,25.6,1.91,0.49,0.13,0.5,12.7,0,0,0,4.8,4.8,0.12,0.2,0.2,shooting,SEN,FW,21,2001,20.4,274,374,73.3,3603,688,142,182,78.0,84,116,72.4,8,17,47.1,1,2.2,1.3,-1.2,16,18,6,1,21,passing,SEN,FW,21,2001,20.4,589,23,54,271,281,78,589,50,21,42.0,25,50.0,404,2855,915,38,25,17,60,31,424,140,possession
FRA-Ligue 1,2022,Nantes,Abdoul Kader Bamba,FRA,"FW,MF",28,1994,4,1,78,0.9,0,0,0,0,0,0,0,1,0.1,0.1,0.0,0.1,1,3,12,0.0,0.0,0.0,0.0,0.0,0.11,0.04,0.15,0.11,0.15,standard,FRA,"FW,MF",28,1994,0.9,0,0,0,0,0,0,2,0.0,2,3,1,2,0,0,1,0,defense,FRA,"FW,MF",28,1994,0.9,0,1,0,3,2,1,3,0,0,0,0,0,5,2,0,100.0,misc,FRA,"FW,MF",28,1994,0.9,0,1,1,100.0,1.15,1.15,0.0,0.0,19.3,0,0,0,0.1,0.1,0.09,-0.1,-0.1,shooting,FRA,"FW,MF",28,1994,0.9,36,44,81.8,485,148,16,20,80.0,15,17,88.2,0,1,0.0,0,0.0,0.0,0.0,1,2,0,0,3,passing,FRA,"FW,MF",28,1994,0.9,54,0,8,23,23,2,54,1,0,0.0,0,0.0,42,236,79,1,1,1,1,4,40,12,possession
FRA-Ligue 1,2022,Angers,Abdoulaye Bamba,CIV,DF,32,1990,21,12,1364,15.2,0,0,0,0,0,0,2,0,0.0,0.0,0.3,0.3,8,36,19,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,standard,CIV,DF,32,1990,15.2,22,12,15,5,2,16,19,84.2,3,7,3,4,18,40,38,0,defense,CIV,DF,32,1990,15.2,2,0,0,10,13,4,19,18,12,0,0,0,68,17,14,54.8,misc,CIV,DF,32,1990,15.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,CIV,DF,32,1990,15.2,619,721,85.9,10973,3954,248,266,93.2,302,341,88.6,53,81,65.4,0,0.3,0.6,-0.3,4,46,6,3,36,passing,CIV,DF,32,1990,15.2,832,52,317,442,81,2,832,9,4,44.4,4,44.4,598,2647,1112,8,5,0,9,4,541,19,possession
FRA-Ligue 1,2022,Troyes,Abdu Conté,POR,DF,24,1998,19,15,1315,14.6,1,2,3,1,0,0,0,0,0.6,0.6,2.0,2.6,32,56,91,0.07,0.14,0.21,0.07,0.21,0.04,0.14,0.18,0.04,0.18,standard,POR,DF,24,1998,14.6,25,17,14,8,3,12,22,54.5,10,13,6,7,6,31,25,0,defense,POR,DF,24,1998,14.6,0,0,0,12,12,4,37,6,17,0,2,0,71,16,7,69.6,misc,POR,DF,24,1998,14.6,1,4,2,50.0,0.27,0.14,0.25,0.5,15.3,0,0,0,0.6,0.6,0.14,0.4,0.4,shooting,POR,DF,24,1998,14.6,591,754,78.4,10401,3886,256,303,84.5,270,324,83.3,52,83,62.7,2,2.0,1.8,0.0,14,41,14,6,56,passing,POR,DF,24,1998,14.6,869,48,285,385,206,19,869,17,2,11.8,14,82.4,591,3294,1623,32,21,6,9,6,542,91,possession
FRA-Ligue 1,2022,Brest,Achraf Dari,MAR,DF,23,1999,18,15,1317,14.6,1,0,1,1,0,0,1,0,0.4,0.4,0.0,0.4,3,33,1,0.07,0.0,0.07,0.07,0.07,0.02,0.0,0.03,0.02,0.03,standard,MAR,DF,23,1999,14.6,21,14,15,5,1,14,20,70.0,6,16,10,6,19,40,65,2,defense,MAR,DF,23,1999,14.6,1,0,0,13,13,2,1,19,14,1,1,0,78,35,24,59.3,misc,MAR,DF,23,1999,14.6,1,4,2,50.0,0.27,0.14,0.25,0.5,15.4,0,0,0,0.4,0.4,0.09,0.6,0.6,shooting,MAR,DF,23,1999,14.6,547,690,79.3,12287,4337,123,144,85.4,308,343,89.8,106,183,57.9,0,0.0,0.1,0.0,1,25,0,0,33,passing,MAR,DF,23,1999,14.6,846,135,480,356,16,9,846,1,1,100.0,0,0.0,561,2954,1268,3,1,0,4,3,493,1,possession
FRA-Ligue 1,2022,Paris S-G,Achraf Hakimi,MAR,"DF,MF",23,1998,28,23,2053,22.8,5,3,8,5,0,0,7,2,3.8,3.8,3.0,6.8,85,99,229,0.22,0.13,0.35,0.22,0.35,0.17,0.13,0.3,0.17,0.3,standard,MAR,"DF,MF",23,1998,22.8,54,34,19,20,15,31,59,52.5,28,34,2,32,16,70,19,0,defense,MAR,"DF,MF",23,1998,22.8,7,2,1,29,19,5,42,16,34,1,0,0,129,7,7,50.0,misc,MAR,"DF,MF",23,1998,22.8,5,18,9,50.0,0.79,0.39,0.28,0.56,14.9,0,0,0,3.8,3.8,0.21,1.2,1.2,shooting,MAR,"DF,MF",23,1998,22.8,1373,1538,89.3,17560,4800,875,952,91.9,378,416,90.9,28,40,70.0,3,3.0,5.3,0.0,33,49,46,13,99,passing,MAR,"DF,MF",23,1998,22.8,1772,49,361,716,713,82,1772,74,29,39.2,32,43.2,1414,7700,4281,85,66,22,29,23,1326,229,possession
FRA-Ligue 1,2022,Lens,Adam Buksa,POL,"FW,MF",26,1996,8,0,101,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,3,9,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.04,standard,POL,"FW,MF",26,1996,1.1,1,0,0,0,1,0,3,0.0,3,0,0,0,0,1,0,0,defense,POL,"FW,MF",26,1996,1.1,0,0,0,5,1,0,1,0,0,0,0,0,2,1,5,16.7,misc,POL,"FW,MF",26,1996,1.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,POL,"FW,MF",26,1996,1.1,15,24,62.5,245,53,7,11,63.6,7,9,77.8,0,1,0.0,0,0.0,0.0,0.0,1,3,0,0,3,passing,POL,"FW,MF",26,1996,1.1,35,0,1,19,15,7,35,0,0,,0,,27,115,25,1,0,1,7,2,29,9,possession
FRA-Ligue 1,2022,Lille,Adam Ounas,ALG,"FW,MF",25,1996,21,12,1064,11.8,1,1,2,1,0,0,2,0,2.3,2.3,2.8,5.1,55,66,125,0.08,0.08,0.17,0.08,0.17,0.2,0.23,0.43,0.2,0.43,standard,ALG,"FW,MF",25,1996,11.8,20,11,4,10,6,8,13,61.5,5,16,0,16,7,27,5,0,defense,ALG,"FW,MF",25,1996,11.8,2,0,0,15,29,2,75,7,11,1,0,0,60,5,10,33.3,misc,ALG,"FW,MF",25,1996,11.8,1,26,9,34.6,2.2,0.76,0.04,0.11,19.1,3,0,0,2.3,2.3,0.09,-1.3,-1.3,shooting,ALG,"FW,MF",25,1996,11.8,403,569,70.8,7134,2189,190,234,81.2,153,218,70.2,48,83,57.8,1,2.8,2.9,-1.8,26,34,32,4,66,passing,ALG,"FW,MF",25,1996,11.8,727,6,56,270,420,37,727,82,37,45.1,31,37.8,564,4043,2014,55,43,11,25,25,532,125,possession
FRA-Ligue 1,2022,Lorient,Adil Aouchiche,FRA,MF,20,2002,11,1,250,2.8,0,0,0,0,0,0,0,0,0.5,0.5,0.1,0.6,16,23,20,0.0,0.0,0.0,0.0,0.0,0.2,0.02,0.22,0.2,0.22,standard,FRA,MF,20,2002,2.8,5,2,3,1,1,1,9,11.1,8,1,0,1,4,9,1,0,defense,FRA,MF,20,2002,2.8,0,0,0,4,5,0,17,4,2,0,0,0,14,0,3,0.0,misc,FRA,MF,20,2002,2.8,0,8,3,37.5,2.88,1.08,0.0,0.0,17.1,0,0,0,0.5,0.5,0.07,-0.5,-0.5,shooting,FRA,MF,20,2002,2.8,115,154,74.7,1969,665,56,62,90.3,41,51,80.4,12,30,40.0,0,0.1,0.1,-0.1,1,15,3,0,23,passing,FRA,MF,20,2002,2.8,192,7,30,104,61,8,192,7,2,28.6,3,42.9,149,996,559,16,10,1,6,8,137,20,possession
FRA-Ligue 1,2022,Troyes,Adil Rami,FRA,DF,36,1985,20,18,1596,17.7,0,1,1,0,0,0,2,0,0.7,0.7,0.6,1.3,4,35,2,0.0,0.06,0.06,0.0,0.06,0.04,0.03,0.07,0.04,0.07,standard,FRA,DF,36,1985,17.7,19,14,13,5,1,17,32,53.1,15,23,16,7,25,44,75,3,defense,FRA,DF,36,1985,17.7,2,0,0,10,14,1,5,25,14,0,1,0,93,29,16,64.4,misc,FRA,DF,36,1985,17.7,0,9,3,33.3,0.51,0.17,0.0,0.0,26.0,0,0,0,0.7,0.7,0.07,-0.7,-0.7,shooting,FRA,DF,36,1985,17.7,615,731,84.1,12742,5477,194,211,91.9,306,343,89.2,103,154,66.9,1,0.6,0.2,0.4,3,45,2,1,35,passing,FRA,DF,36,1985,17.7,909,182,521,367,31,9,909,10,4,40.0,4,40.0,634,3097,1427,4,7,0,7,0,551,2,possession
FRA-Ligue 1,2022,Toulouse,Ado Onaiwu,JPN,FW,26,1995,34,9,1082,12.0,2,1,3,2,0,0,0,0,1.6,1.6,1.1,2.7,11,30,86,0.17,0.08,0.25,0.17,0.25,0.13,0.09,0.23,0.13,0.23,standard,JPN,FW,26,1995,12.0,11,6,4,4,3,5,13,38.5,8,5,1,4,2,13,5,0,defense,JPN,FW,26,1995,12.0,0,0,0,15,15,3,5,2,6,0,0,0,35,37,38,49.3,misc,JPN,FW,26,1995,12.0,2,19,4,21.1,1.58,0.33,0.11,0.5,17.2,0,0,0,1.6,1.6,0.09,0.4,0.4,shooting,JPN,FW,26,1995,12.0,252,337,74.8,3501,718,145,187,77.5,78,100,78.0,10,15,66.7,1,1.1,1.4,-0.1,8,19,10,1,30,passing,JPN,FW,26,1995,12.0,438,7,42,202,198,35,438,15,6,40.0,8,53.3,334,1810,619,11,11,6,24,26,355,86,possession
FRA-Ligue 1,2022,Lorient,Adrian Grbić,AUT,"MF,FW",25,1996,2,0,25,0.3,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,1,0,2,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.67,0.67,0.67,standard,AUT,"MF,FW",25,1996,0.3,0,0,0,0,0,0,1,0.0,1,3,0,3,0,0,0,0,defense,AUT,"MF,FW",25,1996,0.3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0.0,misc,AUT,"MF,FW",25,1996,0.3,0,3,0,0.0,10.8,0.0,0.0,,28.5,2,0,0,0.2,0.2,0.06,-0.2,-0.2,shooting,AUT,"MF,FW",25,1996,0.3,1,2,50.0,10,0,1,2,50.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,passing,AUT,"MF,FW",25,1996,0.3,11,0,1,3,7,0,11,0,0,,0,,6,31,17,1,1,0,0,0,6,2,possession
FRA-Ligue 1,2022,Angers,Adrien Hunou,FRA,"MF,FW",28,1994,34,28,2234,24.8,4,1,5,4,0,0,2,0,6.5,6.5,2.3,8.7,34,62,149,0.16,0.04,0.2,0.16,0.2,0.26,0.09,0.35,0.26,0.35,standard,FRA,"MF,FW",28,1994,24.8,39,20,17,16,6,16,45,35.6,29,35,0,35,7,46,7,0,defense,FRA,"MF,FW",28,1994,24.8,2,0,0,14,45,5,16,7,20,2,1,0,108,19,28,40.4,misc,FRA,"MF,FW",28,1994,24.8,4,45,18,40.0,1.81,0.73,0.09,0.22,13.2,0,0,0,6.5,6.5,0.14,-2.5,-2.5,shooting,FRA,"MF,FW",28,1994,24.8,572,753,76.0,8441,2005,287,363,79.1,225,268,84.0,24,47,51.1,1,2.3,0.9,-1.3,18,38,12,1,62,passing,FRA,"MF,FW",28,1994,24.8,1008,10,138,508,374,69,1008,34,13,38.2,16,47.1,769,4108,1515,34,36,10,58,23,717,149,possession
FRA-Ligue 1,2022,Lens,Adrien Thomasson,FRA,"MF,FW",28,1993,20,16,1278,14.2,5,5,10,5,0,0,1,0,3.0,3.0,2.8,5.8,17,49,98,0.35,0.35,0.7,0.35,0.7,0.21,0.2,0.41,0.21,0.41,standard,FRA,"MF,FW",28,1993,14.2,24,17,8,11,5,12,45,26.7,33,25,2,23,4,28,17,0,defense,FRA,"MF,FW",28,1993,14.2,1,0,0,21,18,5,13,4,17,1,0,0,79,12,18,40.0,misc,FRA,"MF,FW",28,1993,14.2,5,21,9,42.9,1.48,0.63,0.24,0.56,14.5,0,0,0,3.0,3.0,0.14,2.0,2.0,shooting,FRA,"MF,FW",28,1993,14.2,440,559,78.7,6769,1554,223,267,83.5,166,193,86.0,28,48,58.3,5,2.8,1.6,2.2,19,44,15,3,49,passing,FRA,"MF,FW",28,1993,14.2,707,24,124,342,246,47,707,18,12,66.7,2,11.1,554,2720,956,17,18,2,26,17,518,98,possession
FRA-Ligue 1,2022,Strasbourg,Adrien Thomasson,FRA,MF,28,1993,15,10,937,10.4,0,2,2,0,0,0,2,0,1.5,1.5,1.9,3.4,15,41,73,0.0,0.19,0.19,0.0,0.19,0.14,0.18,0.33,0.14,0.33,standard,FRA,MF,28,1993,10.4,19,9,8,6,5,9,30,30.0,21,18,0,18,3,22,2,0,defense,FRA,MF,28,1993,10.4,2,0,0,16,20,4,8,3,9,0,0,0,80,7,6,53.8,misc,FRA,MF,28,1993,10.4,0,17,5,29.4,1.63,0.48,0.0,0.0,12.1,0,0,0,1.5,1.5,0.09,-1.5,-1.5,shooting,FRA,MF,28,1993,10.4,429,524,81.9,6717,1586,214,251,85.3,161,191,84.3,29,41,70.7,2,1.9,1.9,0.1,17,25,13,2,41,passing,FRA,MF,28,1993,10.4,640,9,88,305,249,50,640,16,8,50.0,6,37.5,481,2357,930,15,17,3,21,18,453,73,possession
FRA-Ligue 1,2022,Rennes,Adrien Truffert,FRA,DF,20,2001,28,24,1954,21.7,0,6,6,0,0,0,1,0,0.6,0.6,1.5,2.2,55,89,166,0.0,0.28,0.28,0.0,0.28,0.03,0.07,0.1,0.03,0.1,standard,FRA,DF,20,2001,21.7,62,32,36,17,9,31,46,67.4,15,32,8,24,22,84,55,0,defense,FRA,DF,20,2001,21.7,1,0,0,20,25,3,35,22,32,0,0,0,126,34,26,56.7,misc,FRA,DF,20,2001,21.7,0,10,3,30.0,0.46,0.14,0.0,0.0,21.3,0,0,0,0.6,0.6,0.06,-0.6,-0.6,shooting,FRA,DF,20,2001,21.7,1106,1395,79.3,17515,5252,544,621,87.6,487,625,77.9,52,87,59.8,6,1.5,1.6,4.5,22,71,17,10,89,passing,FRA,DF,20,2001,21.7,1656,65,410,790,467,30,1656,46,21,45.7,19,41.3,1071,5984,2659,55,53,9,27,14,979,166,possession
FRA-Ligue 1,2022,Auxerre,Akim Zedadka,ALG,DF,27,1995,20,19,1599,17.8,0,0,0,0,0,0,5,0,0.4,0.4,1.3,1.6,25,51,71,0.0,0.0,0.0,0.0,0.0,0.02,0.07,0.09,0.02,0.09,standard,ALG,DF,27,1995,17.8,35,21,21,10,4,18,32,56.3,14,17,3,14,23,58,51,1,defense,ALG,DF,27,1995,17.8,5,0,0,23,27,0,38,23,21,0,2,0,95,24,23,51.1,misc,ALG,DF,27,1995,17.8,0,9,0,0.0,0.51,0.0,0.0,,19.6,0,0,0,0.4,0.4,0.04,-0.4,-0.4,shooting,ALG,DF,27,1995,17.8,543,707,76.8,8466,2865,273,326,83.7,222,283,78.4,28,58,48.3,0,1.3,1.3,-1.3,14,35,15,9,51,passing,ALG,DF,27,1995,17.8,921,70,298,398,232,21,921,35,9,25.7,22,62.9,547,3288,1350,25,16,4,27,17,472,71,possession
FRA-Ligue 1,2022,Lille,Akim Zedadka,ALG,"DF,MF",27,1995,8,4,354,3.9,1,0,1,1,0,0,1,0,0.4,0.4,0.5,0.9,6,15,18,0.25,0.0,0.25,0.25,0.25,0.1,0.13,0.22,0.1,0.22,standard,ALG,"DF,MF",27,1995,3.9,1,1,1,0,0,0,2,0.0,2,3,0,3,2,3,6,0,defense,ALG,"DF,MF",27,1995,3.9,1,0,0,5,8,1,7,2,1,0,0,0,24,5,5,50.0,misc,ALG,"DF,MF",27,1995,3.9,1,3,1,33.3,0.76,0.25,0.33,1.0,15.3,0,0,0,0.4,0.4,0.13,0.6,0.6,shooting,ALG,"DF,MF",27,1995,3.9,185,222,83.3,3038,815,79,89,88.8,85,97,87.6,10,21,47.6,0,0.5,0.8,-0.5,5,8,7,1,15,passing,ALG,"DF,MF",27,1995,3.9,252,10,71,115,69,7,252,8,3,37.5,4,50.0,188,958,519,6,8,1,4,3,173,18,possession
FRA-Ligue 1,2022,Rennes,Alan Do Marcolino,GAB,FW,20,2002,3,0,19,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,GAB,FW,20,2002,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,defense,GAB,FW,20,2002,0.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,misc,GAB,FW,20,2002,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,GAB,FW,20,2002,0.2,2,2,100.0,28,2,2,2,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,passing,GAB,FW,20,2002,0.2,3,1,1,2,0,0,3,0,0,,0,,4,15,2,0,0,0,0,1,4,0,possession
FRA-Ligue 1,2022,Lille,Alan Virginius,FRA,FW,19,2003,15,1,258,2.9,1,0,1,1,0,0,1,0,3.1,3.1,0.0,3.1,12,10,32,0.35,0.0,0.35,0.35,0.35,1.07,0.01,1.09,1.07,1.09,standard,FRA,FW,19,2003,2.9,3,2,1,1,1,0,4,0.0,4,0,0,0,2,5,1,0,defense,FRA,FW,19,2003,2.9,1,0,0,6,2,2,2,2,2,0,0,0,9,1,11,8.3,misc,FRA,FW,19,2003,2.9,1,12,5,41.7,4.19,1.74,0.08,0.2,14.4,0,0,0,3.1,3.1,0.26,-2.1,-2.1,shooting,FRA,FW,19,2003,2.9,58,75,77.3,823,192,31,38,81.6,22,23,95.7,1,2,50.0,0,0.0,0.2,0.0,1,6,3,0,10,passing,FRA,FW,19,2003,2.9,122,1,8,30,85,23,122,7,0,0.0,6,85.7,86,636,291,12,6,8,7,6,81,32,possession
FRA-Ligue 1,2022,Nantes,Alban Lafont,FRA,GK,23,1999,37,37,3329,37.0,0,0,0,0,0,0,2,1,0.0,0.0,0.1,0.1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,FRA,GK,23,1999,37.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,20,4,defense,FRA,GK,23,1999,37.0,2,1,1,1,3,0,0,0,0,0,1,0,46,7,1,87.5,misc,FRA,GK,23,1999,37.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,FRA,GK,23,1999,37.0,835,1191,70.1,25417,19277,118,119,99.2,386,395,97.7,329,672,49.0,0,0.1,0.1,-0.1,1,16,1,0,1,passing,FRA,GK,23,1999,37.0,1312,1112,1309,4,0,0,1312,3,1,33.3,2,66.7,864,4528,2496,1,0,0,2,0,547,0,possession
FRA-Ligue 1,2022,Brest,Alberth Elis,HON,"MF,FW",26,1996,10,2,257,2.9,0,0,0,0,0,0,0,0,0.5,0.5,0.2,0.7,8,4,19,0.0,0.0,0.0,0.0,0.0,0.18,0.06,0.24,0.18,0.24,standard,HON,"MF,FW",26,1996,2.9,4,3,1,2,1,1,7,14.3,6,1,0,1,1,5,2,0,defense,HON,"MF,FW",26,1996,2.9,0,0,0,8,5,1,2,1,3,0,0,0,17,3,12,20.0,misc,HON,"MF,FW",26,1996,2.9,0,4,1,25.0,1.4,0.35,0.0,0.0,13.1,0,0,0,0.5,0.5,0.13,-0.5,-0.5,shooting,HON,"MF,FW",26,1996,2.9,33,44,75.0,405,137,24,32,75.0,6,7,85.7,0,2,0.0,0,0.2,0.3,-0.2,3,2,3,1,4,passing,HON,"MF,FW",26,1996,2.9,81,5,18,32,37,6,81,11,2,18.2,7,63.6,60,603,275,8,9,3,4,5,49,19,possession
FRA-Ligue 1,2022,Monaco,Aleksandr Golovin,RUS,"MF,FW",26,1996,34,29,2464,27.4,8,7,15,8,0,0,5,0,5.3,5.3,5.8,11.1,89,132,210,0.29,0.26,0.55,0.29,0.55,0.19,0.21,0.4,0.19,0.4,standard,RUS,"MF,FW",26,1996,27.4,62,36,19,32,11,28,72,38.9,44,28,1,27,37,99,10,0,defense,RUS,"MF,FW",26,1996,27.4,5,0,0,36,23,6,111,37,36,0,0,0,161,18,27,40.0,misc,RUS,"MF,FW",26,1996,27.4,8,49,25,51.0,1.79,0.91,0.16,0.32,19.0,2,0,0,5.3,5.3,0.11,2.7,2.7,shooting,RUS,"MF,FW",26,1996,27.4,769,1099,70.0,12831,4245,384,484,79.3,256,346,74.0,92,181,50.8,7,5.8,5.6,1.2,59,74,55,6,132,passing,RUS,"MF,FW",26,1996,27.4,1382,22,184,574,660,85,1382,49,27,55.1,14,28.6,983,6704,3271,89,61,28,48,32,889,210,possession
FRA-Ligue 1,2022,Strasbourg,Alexander Djiku,GHA,DF,27,1994,31,31,2677,29.7,1,2,3,1,0,0,8,1,1.4,1.4,0.7,2.1,4,136,4,0.03,0.07,0.1,0.03,0.1,0.05,0.02,0.07,0.05,0.07,standard,GHA,DF,27,1994,29.7,53,36,37,16,0,26,46,56.5,20,45,19,26,66,119,151,3,defense,GHA,DF,27,1994,29.7,8,1,0,39,26,2,6,66,36,0,0,0,162,92,35,72.4,misc,GHA,DF,27,1994,29.7,1,17,5,29.4,0.57,0.17,0.06,0.2,14.4,1,0,0,1.4,1.4,0.08,-0.4,-0.4,shooting,GHA,DF,27,1994,29.7,1215,1507,80.6,25533,10650,326,384,84.9,679,778,87.3,190,303,62.7,2,0.7,1.2,1.3,11,117,13,4,136,passing,GHA,DF,27,1994,29.7,1873,241,878,932,74,26,1873,6,4,66.7,2,33.3,1173,6156,2955,4,9,1,8,7,1035,4,possession
FRA-Ligue 1,2022,Monaco,Alexander Nübel,GER,GK,25,1996,38,38,3420,38.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,GER,GK,25,1996,38.0,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,10,3,defense,GER,GK,25,1996,38.0,2,0,0,0,2,0,0,1,0,0,0,0,43,7,1,87.5,misc,GER,GK,25,1996,38.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,GER,GK,25,1996,38.0,851,1141,74.6,25434,18986,120,121,99.2,358,367,97.5,369,649,56.9,0,0.0,0.3,0.0,1,4,0,0,1,passing,GER,GK,25,1996,38.0,1215,1033,1208,8,0,0,1215,0,0,,0,,846,4110,2509,0,0,0,1,0,483,0,possession
FRA-Ligue 1,2022,Auxerre,Alexandre Coeff,FRA,DF,30,1992,7,6,586,6.5,0,1,1,0,0,0,0,0,0.1,0.1,0.3,0.4,3,26,9,0.0,0.15,0.15,0.0,0.15,0.01,0.05,0.06,0.01,0.06,standard,FRA,DF,30,1992,6.5,10,5,6,4,0,4,9,44.4,5,9,4,5,8,18,35,1,defense,FRA,DF,30,1992,6.5,0,0,0,3,1,0,5,8,5,0,0,0,29,6,7,46.2,misc,FRA,DF,30,1992,6.5,0,1,0,0.0,0.15,0.0,0.0,,9.2,0,0,0,0.1,0.1,0.08,-0.1,-0.1,shooting,FRA,DF,30,1992,6.5,287,353,81.3,6143,2229,72,88,81.8,165,183,90.2,44,68,64.7,1,0.3,0.1,0.7,1,19,1,0,26,passing,FRA,DF,30,1992,6.5,428,62,224,176,31,1,428,2,0,0.0,2,100.0,309,1699,762,3,4,0,3,3,290,9,possession
