nation,pos,age,born,90s,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving,league,season,stat_type
,,,,,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,,,
ESP,MF,21-113,2003,12.6,1012,15,166,664,193,7,1012,19,8,42.1,8,42.1,596,2925,1263,20,17,2,10,9,793,34,ESP-La Liga,2024,possession
ESP,"MF,DF",21-283,2003,15.4,1066,21,235,421,418,70,1066,65,28,43.1,36,55.4,642,3469,2029,66,36,36,28,11,714,143,ESP-La Liga,2024,possession
ESP,"FW,MF",37-253,1987,16.4,871,4,68,440,375,57,866,23,12,52.2,8,34.8,607,3036,1402,44,32,12,32,16,732,118,ESP-La Liga,2024,possession
ESP,"FW,MF",23-253,2001,3.1,136,1,14,68,57,12,136,5,2,40.0,3,60.0,74,421,250,8,4,4,6,3,104,18,ESP-La Liga,2024,possession
GUI,MF,22-082,2003,17.3,983,26,160,571,264,32,983,34,10,29.4,13,38.2,587,2864,1188,27,27,7,43,20,695,52,ESP-La Liga,2024,possession
ESP,GK,27-276,1997,4.0,130,118,128,2,0,0,130,0,0,,0,,60,269,172,0,0,0,0,0,49,0,ESP-La Liga,2024,possession
BRA,"DF,MF",29-216,1995,6.5,520,55,208,283,32,7,520,4,3,75.0,1,25.0,343,1754,1036,10,9,2,0,5,388,3,ESP-La Liga,2024,possession
ESP,DF,21-289,2003,21.6,1569,91,533,864,174,18,1569,11,5,45.5,5,45.5,939,4136,2166,21,21,1,16,3,1109,39,ESP-La Liga,2024,possession
ESP,DF,30-341,1994,5.7,413,20,161,222,31,1,413,1,0,0.0,1,100.0,248,1017,454,3,5,1,1,0,312,5,ESP-La Liga,2024,possession
CIV,"FW,MF",29-016,1996,9.0,468,7,74,235,170,21,468,38,15,39.5,19,50.0,307,1885,936,31,15,8,20,13,351,71,ESP-La Liga,2024,possession
GHA,DF,29-194,1995,0.0,8,0,4,4,0,0,8,0,0,,0,,7,9,8,0,0,0,0,1,6,0,ESP-La Liga,2024,possession
USA,MF,26-323,1998,0.0,8,0,0,8,0,0,8,1,0,0.0,1,100.0,5,28,24,0,0,0,0,0,4,0,ESP-La Liga,2024,possession
ESP,DF,34-104,1990,23.0,2101,165,816,1103,210,23,2099,19,11,57.9,7,36.8,1335,8340,5192,46,30,2,15,8,1484,41,ESP-La Liga,2024,possession
SRB,"MF,DF",29-162,1995,2.7,190,6,54,87,52,0,190,12,2,16.7,9,75.0,102,469,185,1,2,0,6,3,115,8,ESP-La Liga,2024,possession
ESP,"FW,MF",23-321,2001,11.0,436,5,40,196,204,48,436,32,9,28.1,22,68.8,253,1224,494,19,12,11,33,18,307,97,ESP-La Liga,2024,possession
ESP,"MF,DF",24-180,2000,13.6,802,22,180,316,312,40,802,23,10,43.5,12,52.2,421,2234,1084,31,17,12,15,11,496,115,ESP-La Liga,2024,possession
ARG,FW,26-050,1999,0.0,4,1,1,3,0,0,4,1,0,0.0,1,100.0,3,13,4,0,0,0,0,0,3,0,ESP-La Liga,2024,possession
ESP,GK,38-091,1987,26.0,785,705,781,4,0,0,785,0,0,,0,,413,2091,1277,0,0,0,2,0,334,0,ESP-La Liga,2024,possession
SWE,"FW,MF",21-069,2004,11.8,466,2,40,187,243,58,466,37,8,21.6,24,64.9,288,1655,816,26,16,17,39,13,347,101,ESP-La Liga,2024,possession
ESP,DF,21-017,2004,1.5,152,16,87,64,2,0,152,2,1,50.0,1,50.0,79,381,208,0,0,0,2,1,127,0,ESP-La Liga,2024,possession
ESP,"MF,DF",25-333,1999,23.1,1853,47,457,877,535,33,1853,48,20,41.7,26,54.2,1037,4903,2507,51,41,9,29,11,1277,132,ESP-La Liga,2024,possession
ARG,FW,21-204,2003,11.0,282,21,30,177,75,23,282,5,1,20.0,3,60.0,102,343,91,1,3,0,31,11,176,25,ESP-La Liga,2024,possession
CZE,MF,26-327,1998,27.3,1037,63,233,587,234,42,1037,53,28,52.8,21,39.6,555,3643,1734,47,31,7,46,28,626,75,ESP-La Liga,2024,possession
ESP,"MF,FW",22-218,2002,6.4,220,4,40,86,102,12,220,28,18,64.3,7,25.0,122,963,567,19,14,4,14,9,134,36,ESP-La Liga,2024,possession
ESP,DF,31-010,1994,11.3,540,27,157,233,151,8,540,4,1,25.0,3,75.0,248,1152,723,21,10,0,10,1,299,57,ESP-La Liga,2024,possession
ESP,"DF,MF",23-164,2001,19.5,898,74,319,324,271,19,898,27,11,40.7,13,48.1,379,2528,1394,34,19,9,25,8,430,70,ESP-La Liga,2024,possession
ESP,"MF,FW",28-253,1996,3.7,189,6,29,98,69,6,189,9,4,44.4,5,55.6,93,538,328,7,6,1,7,6,109,10,ESP-La Liga,2024,possession
ESP,"DF,MF",29-209,1995,4.8,256,40,159,86,12,2,256,0,0,,0,,106,446,239,0,2,0,4,0,137,1,ESP-La Liga,2024,possession
FRA,"FW,MF",27-246,1997,6.7,246,7,27,98,123,23,246,13,3,23.1,8,61.5,114,874,460,14,14,6,22,4,167,43,ESP-La Liga,2024,possession
ESP,"FW,MF",26-321,1998,25.7,737,16,89,347,317,81,733,50,18,36.0,28,56.0,462,3479,1444,54,37,15,56,24,528,82,ESP-La Liga,2024,possession
ESP,GK,23-342,2001,29.0,997,844,993,4,1,1,997,0,0,,0,,570,3556,2344,0,0,0,2,0,366,0,ESP-La Liga,2024,possession
ESP,"MF,FW",23-298,2001,19.7,656,18,113,252,304,59,656,82,29,35.4,43,52.4,413,3092,1660,50,39,20,55,32,444,116,ESP-La Liga,2024,possession
ESP,MF,24-132,2000,6.3,284,13,74,190,21,4,284,4,1,25.0,2,50.0,119,457,216,1,0,0,3,1,164,3,ESP-La Liga,2024,possession
CAN,MF,22-066,2003,2.3,95,3,33,53,12,0,95,3,1,33.3,2,66.7,41,340,132,4,3,0,4,1,49,7,ESP-La Liga,2024,possession
URU,DF,33-298,1991,24.0,1348,237,767,538,49,24,1348,1,1,100.0,0,0.0,612,2834,1750,6,7,0,7,0,736,4,ESP-La Liga,2024,possession
ALB,DF,25-062,2000,25.2,1349,243,838,482,34,12,1349,6,2,33.3,2,33.3,715,3701,2180,9,10,0,11,1,828,2,ESP-La Liga,2024,possession
NED,"MF,DF",21-302,2003,0.3,23,0,3,8,12,2,23,2,0,0.0,1,50.0,14,68,34,1,0,0,0,0,15,4,ESP-La Liga,2024,possession
MAR,DF,21-211,2003,27.4,1538,125,689,718,147,4,1538,24,14,58.3,6,25.0,659,3462,1833,29,17,1,14,6,732,41,ESP-La Liga,2024,possession
ESP,"MF,FW",32-200,1992,3.0,148,3,29,68,54,8,148,6,2,33.3,3,50.0,70,281,157,6,3,2,6,3,92,19,ESP-La Liga,2024,possession
ESP,MF,25-187,1999,16.9,818,47,229,471,131,1,818,17,4,23.5,11,64.7,390,2066,976,12,10,0,14,12,458,11,ESP-La Liga,2024,possession
ESP,MF,20-071,2005,2.0,74,6,22,39,14,1,74,2,1,50.0,1,50.0,37,193,102,1,2,0,1,0,42,3,ESP-La Liga,2024,possession
ESP,FW,22-282,2002,8.2,234,13,37,119,83,17,234,15,7,46.7,8,53.3,124,471,170,4,6,1,35,11,157,23,ESP-La Liga,2024,possession
ESP,DF,33-014,1992,7.2,415,63,278,129,8,4,415,0,0,,0,,222,851,376,0,0,0,1,0,291,1,ESP-La Liga,2024,possession
ESP,MF,24-022,2001,6.6,251,31,86,149,22,3,251,7,3,42.9,4,57.1,111,724,381,5,6,2,10,6,114,2,ESP-La Liga,2024,possession
MAR,FW,27-079,1998,6.7,184,5,20,91,76,30,184,17,4,23.5,12,70.6,97,447,201,7,5,7,25,8,128,31,ESP-La Liga,2024,possession
ESP,MF,28-345,1996,4.6,271,6,62,146,67,4,271,7,4,57.1,2,28.6,155,1197,612,11,8,2,9,4,171,3,ESP-La Liga,2024,possession
ESP,"MF,DF",28-265,1996,12.8,672,29,140,290,254,12,672,14,3,21.4,10,71.4,307,1767,830,24,14,2,17,6,358,64,ESP-La Liga,2024,possession
ESP,"FW,MF",22-222,2002,1.1,41,3,10,19,12,1,41,3,1,33.3,2,66.7,22,84,24,1,0,0,3,3,25,4,ESP-La Liga,2024,possession
ESP,"MF,FW",19-224,2005,0.8,57,0,7,17,34,5,57,6,1,16.7,5,83.3,32,153,79,3,3,2,5,4,33,6,ESP-La Liga,2024,possession
ESP,"MF,FW",25-306,1999,11.4,446,8,63,166,225,35,446,61,21,34.4,35,57.4,265,1570,631,24,12,10,54,21,302,61,ESP-La Liga,2024,possession
CMR,"DF,MF",36-336,1988,7.3,344,13,73,178,95,13,344,8,3,37.5,5,62.5,160,669,320,5,9,0,15,3,186,17,ESP-La Liga,2024,possession
TUR,FW,22-273,2002,10.3,257,17,22,116,121,39,257,11,6,54.5,4,36.4,108,530,129,6,3,2,34,13,170,38,ESP-La Liga,2024,possession
ESP,FW,28-006,1997,7.0,228,4,15,111,107,22,227,13,5,38.5,5,38.5,138,509,163,2,4,2,17,13,165,26,ESP-La Liga,2024,possession
ESP,"MF,FW",27-096,1998,5.0,163,5,26,84,56,10,163,4,3,75.0,1,25.0,88,427,169,3,2,1,3,6,98,10,ESP-La Liga,2024,possession
ESP,"MF,FW",27-054,1998,15.3,520,16,69,186,277,42,520,47,20,42.6,26,55.3,280,2075,920,30,32,9,32,17,311,74,ESP-La Liga,2024,possession
NGA,"FW,MF",21-327,2003,23.4,825,14,85,332,427,83,825,79,31,39.2,40,50.6,477,2713,1018,37,25,11,96,60,629,130,ESP-La Liga,2024,possession
ESP,"MF,FW",22-259,2002,8.3,351,7,53,135,170,31,351,39,11,28.2,24,61.5,183,1432,751,30,17,18,22,16,209,58,ESP-La Liga,2024,possession
ESP,MF,23-100,2002,0.1,7,0,2,2,3,0,7,0,0,,0,,3,30,12,1,0,0,0,0,3,0,ESP-La Liga,2024,possession
ESP,GK,32-007,1993,30.0,889,705,874,15,0,0,889,0,0,,0,,356,2257,1558,0,0,0,3,0,230,0,ESP-La Liga,2024,possession
ESP,DF,32-047,1993,27.0,1684,66,455,794,453,10,1684,13,6,46.2,5,38.5,599,2229,1090,25,26,2,42,13,676,78,ESP-La Liga,2024,possession
TOG,"DF,MF",33-101,1991,24.5,1007,82,363,522,137,16,1007,16,6,37.5,7,43.8,450,2255,1152,16,7,1,18,16,460,16,ESP-La Liga,2024,possession
POR,DF,30-032,1995,14.0,629,82,318,303,15,5,629,0,0,,0,,267,1158,503,3,1,0,2,1,301,3,ESP-La Liga,2024,possession
ESP,"DF,MF",20-253,2004,0.2,17,0,7,8,2,0,17,2,0,0.0,1,50.0,5,23,5,0,0,0,2,0,5,0,ESP-La Liga,2024,possession
ESP,DF,26-282,1998,24.9,1315,81,374,616,341,13,1315,28,11,39.3,15,53.6,437,2281,1097,28,29,3,29,12,448,55,ESP-La Liga,2024,possession
MAR,MF,20-142,2004,0.0,4,1,3,1,0,0,4,0,0,,0,,1,2,1,0,0,0,0,0,1,0,ESP-La Liga,2024,possession
ESP,MF,20-321,2004,3.6,153,6,35,87,33,4,153,6,0,0.0,6,100.0,76,394,166,3,3,0,8,0,76,4,ESP-La Liga,2024,possession
IRL,"MF,FW",21-169,2003,0.5,33,1,5,10,18,1,33,5,2,40.0,3,60.0,21,102,47,1,1,0,4,1,23,6,ESP-La Liga,2024,possession
ESP,"MF,FW",32-041,1993,4.5,169,5,32,71,68,8,169,13,6,46.2,7,53.8,89,329,80,2,1,2,13,7,96,25,ESP-La Liga,2024,possession
ESP,DF,25-342,1999,9.0,389,41,196,181,13,6,389,0,0,,0,,153,698,353,1,1,0,3,0,157,1,ESP-La Liga,2024,possession
ESP,"FW,MF",31-326,1993,6.5,190,0,16,96,79,16,190,8,3,37.5,5,62.5,110,494,150,5,5,1,23,7,123,25,ESP-La Liga,2024,possession
ESP,MF,30-186,1994,24.9,1464,34,209,854,419,14,1463,34,18,52.9,12,35.3,670,3340,1890,26,32,1,44,11,740,28,ESP-La Liga,2024,possession
URU,MF,29-193,1995,22.9,903,37,152,553,207,53,900,29,15,51.7,10,34.5,420,1792,648,11,7,2,51,26,497,42,ESP-La Liga,2024,possession
FRA,MF,22-231,2002,2.9,87,6,21,56,10,2,87,3,2,66.7,1,33.3,34,148,74,2,0,0,1,1,36,2,ESP-La Liga,2024,possession
PAR,DF,28-106,1996,26.4,1280,154,540,651,98,31,1280,21,13,61.9,8,38.1,526,3535,2300,24,18,2,24,8,542,5,ESP-La Liga,2024,possession
DOM,"MF,FW",22-260,2002,4.0,152,3,19,52,85,12,152,12,2,16.7,8,66.7,86,427,140,6,2,3,17,10,94,25,ESP-La Liga,2024,possession
ESP,"MF,FW",24-175,2000,6.6,264,10,44,116,109,12,264,26,11,42.3,12,46.2,124,620,238,4,5,3,15,7,150,19,ESP-La Liga,2024,possession
URU,FW,20-271,2004,7.0,312,14,26,147,146,36,312,24,12,50.0,10,41.7,143,567,134,2,9,2,30,18,228,41,ESP-La Liga,2024,possession
ESP,FW,25-073,2000,13.0,339,11,27,159,155,53,337,16,5,31.3,8,50.0,201,1048,316,17,7,9,32,18,245,62,ESP-La Liga,2024,possession
ESP,DF,22-253,2002,9.9,739,41,256,377,113,6,739,10,5,50.0,4,40.0,379,1958,1021,12,8,1,8,1,472,14,ESP-La Liga,2024,possession
ESP,"DF,MF",21-351,2003,22.7,1680,72,510,801,382,44,1680,29,15,51.7,11,37.9,926,4668,2199,31,25,5,20,10,1111,74,ESP-La Liga,2024,possession
NED,"FW,MF",28-070,1997,12.7,498,6,51,127,324,71,498,55,20,36.4,29,52.7,328,3007,1721,78,31,34,30,9,371,151,ESP-La Liga,2024,possession
BRA,MF,28-242,1996,3.5,262,8,68,145,54,0,262,6,4,66.7,1,16.7,181,1245,600,9,8,0,2,3,194,6,ESP-La Liga,2024,possession
MKD,FW,25-291,1999,9.4,177,5,20,70,87,28,177,7,3,42.9,2,28.6,88,325,83,4,1,4,17,6,118,33,ESP-La Liga,2024,possession
ESP,"FW,MF",24-059,2001,19.1,1019,9,110,356,568,82,1019,104,41,39.4,52,50.0,715,4663,2103,76,43,34,56,39,795,210,ESP-La Liga,2024,possession
URU,FW,38-181,1986,6.8,150,6,17,55,78,39,147,4,2,50.0,2,50.0,55,189,38,1,0,1,13,5,90,21,ESP-La Liga,2024,possession
NED,DF,35-033,1990,22.9,2204,145,755,1193,267,14,2204,18,12,66.7,4,22.2,1462,8224,4672,58,52,3,12,8,1691,37,ESP-La Liga,2024,possession
ESP,DF,35-184,1989,21.8,1836,229,888,889,64,13,1836,9,6,66.7,2,22.2,1111,6154,3444,14,14,0,10,6,1365,5,ESP-La Liga,2024,possession
NED,MF,27-358,1997,15.3,562,14,109,238,223,59,562,13,6,46.2,7,53.8,272,1364,544,16,14,2,12,14,375,83,ESP-La Liga,2024,possession
ESP,MF,21-350,2003,0.2,9,0,3,6,1,0,9,0,0,,0,,5,15,1,0,0,0,1,0,4,0,ESP-La Liga,2024,possession
NED,"FW,MF",19-267,2005,2.9,128,1,5,61,64,7,128,11,7,63.6,4,36.4,100,599,228,5,5,0,7,7,107,22,ESP-La Liga,2024,possession
ESP,"FW,DF",20-342,2004,0.5,39,2,4,6,30,1,39,3,2,66.7,1,33.3,32,233,152,6,3,1,1,0,31,10,ESP-La Liga,2024,possession
ESP,MF,26-056,1999,18.5,1348,30,245,777,344,14,1348,39,22,56.4,11,28.2,890,5580,2597,47,47,0,35,22,1087,58,ESP-La Liga,2024,possession
COL,MF,20-190,2004,4.9,313,9,60,198,58,4,313,12,5,41.7,6,50.0,200,1116,488,7,9,0,9,10,238,12,ESP-La Liga,2024,possession
ESP,DF,33-346,1991,6.7,584,75,333,239,15,0,584,0,0,,0,,330,1586,893,2,4,0,3,1,402,0,ESP-La Liga,2024,possession
KOR,"MF,FW",19-082,2006,0.2,18,0,0,8,10,0,18,2,0,0.0,2,100.0,12,62,9,0,0,0,3,1,15,2,ESP-La Liga,2024,possession
CZE,DF,25-356,1999,20.1,1843,196,846,920,90,21,1843,9,4,44.4,4,44.4,1186,6510,3912,22,14,1,14,7,1411,6,ESP-La Liga,2024,possession
ESP,"DF,MF",23-258,2001,25.4,1620,66,353,616,667,46,1620,52,27,51.9,23,44.2,916,4987,2158,57,44,9,34,23,1064,182,ESP-La Liga,2024,possession
ESP,MF,33-199,1991,12.9,880,39,196,566,118,4,880,7,3,42.9,3,42.9,507,2574,1364,15,14,1,10,12,670,7,ESP-La Liga,2024,possession
ESP,MF,20-211,2004,0.5,20,1,5,10,5,1,20,2,1,50.0,1,50.0,9,69,24,1,0,1,1,1,14,2,ESP-La Liga,2024,possession
ESP,GK,30-119,1994,0.5,26,20,26,0,0,0,26,0,0,,0,,17,62,31,0,0,0,0,0,13,0,ESP-La Liga,2024,possession
ARG,GK,33-099,1992,29.5,1094,945,1088,6,0,0,1094,4,3,75.0,1,25.0,676,3199,1914,0,0,0,1,0,657,0,ESP-La Liga,2024,possession
ESP,"FW,MF",32-325,1992,3.9,160,2,21,56,83,13,160,3,2,66.7,1,33.3,82,431,258,9,5,1,4,1,107,44,ESP-La Liga,2024,possession
ESP,MF,20-072,2005,1.8,116,8,32,72,16,3,116,4,2,50.0,2,50.0,61,495,217,4,3,1,1,0,77,3,ESP-La Liga,2024,possession
UKR,"FW,MF",27-147,1997,14.0,713,11,72,268,377,50,713,20,8,40.0,11,55.0,420,2495,1211,35,25,16,21,17,513,130,ESP-La Liga,2024,possession
VEN,MF,27-087,1998,18.8,1108,61,255,595,267,47,1108,41,16,39.0,17,41.5,627,3076,1340,19,25,1,41,26,757,67,ESP-La Liga,2024,possession
COL,"FW,MF",21-143,2003,11.4,631,5,45,250,343,38,631,54,26,48.1,19,35.2,420,2826,1347,51,26,21,33,14,475,105,ESP-La Liga,2024,possession
CIV,MF,19-272,2005,0.0,4,0,0,4,0,0,4,0,0,,0,,3,11,4,0,0,0,0,1,3,0,ESP-La Liga,2024,possession
BEL,"MF,FW",30-065,1995,4.1,274,4,22,122,132,13,274,22,7,31.8,14,63.6,161,1036,445,16,4,5,19,4,196,37,ESP-La Liga,2024,possession
ESP,"FW,MF",21-193,2003,24.0,1101,4,122,523,476,79,1101,122,52,42.6,64,52.5,741,4452,2369,73,62,20,59,38,862,153,ESP-La Liga,2024,possession
FRA,DF,25-030,2000,2.3,152,11,50,77,25,0,152,2,1,50.0,0,0.0,71,418,159,1,1,0,3,0,90,5,ESP-La Liga,2024,possession
ESP,"DF,MF",29-274,1995,4.3,331,16,80,127,128,9,331,8,2,25.0,5,62.5,172,950,481,14,15,1,9,5,204,52,ESP-La Liga,2024,possession
NED,DF,29-281,1995,1.0,77,4,22,35,20,1,77,1,1,100.0,0,0.0,46,262,95,2,2,1,1,1,50,7,ESP-La Liga,2024,possession
POR,MF,20-028,2005,15.9,931,61,274,551,116,8,931,14,10,71.4,3,21.4,443,2110,1019,14,15,2,27,17,592,8,ESP-La Liga,2024,possession
CRO,GK,26-032,1999,4.1,191,138,185,6,0,0,191,0,0,,0,,105,434,260,0,0,0,0,0,106,0,ESP-La Liga,2024,possession
FRA,MF,24-135,2000,5.6,380,13,74,257,50,3,380,8,3,37.5,4,50.0,212,701,303,2,4,0,9,12,274,3,ESP-La Liga,2024,possession
ESP,MF,28-058,1997,0.6,57,1,5,41,11,2,57,0,0,,0,,37,178,85,0,0,0,1,0,42,0,ESP-La Liga,2024,possession
POR,FW,22-266,2002,18.9,642,28,64,284,303,96,639,49,20,40.8,27,55.1,309,1847,797,30,11,21,55,23,449,110,ESP-La Liga,2024,possession
ESP,FW,36-169,1988,5.2,189,8,14,96,79,24,189,6,4,66.7,2,33.3,83,339,133,6,2,2,13,1,135,27,ESP-La Liga,2024,possession
NED,GK,35-354,1989,25.9,1079,867,1066,13,0,0,1079,0,0,,0,,609,3115,2050,0,0,0,4,0,514,0,ESP-La Liga,2024,possession
ESP,"MF,DF",30-042,1995,24.9,1252,38,250,733,285,27,1252,32,19,59.4,11,34.4,634,3445,1416,32,26,7,25,12,836,77,ESP-La Liga,2024,possession
ESP,MF,31-315,1993,11.9,822,36,196,500,133,5,822,16,7,43.8,7,43.8,413,1802,786,8,11,1,15,11,536,12,ESP-La Liga,2024,possession
ESP,DF,21-333,2003,10.7,569,93,351,202,19,13,569,1,0,0.0,0,0.0,268,835,373,0,1,0,2,0,335,1,ESP-La Liga,2024,possession
ESP,MF,29-037,1996,19.5,1357,47,294,872,199,15,1357,16,11,68.8,5,31.3,763,3545,1999,25,24,0,20,14,1027,39,ESP-La Liga,2024,possession
ESP,"FW,MF",27-171,1997,7.8,489,12,52,227,211,19,489,12,4,33.3,6,50.0,278,1302,650,16,12,3,15,11,358,61,ESP-La Liga,2024,possession
ESP,"FW,DF",29-277,1995,1.2,58,0,12,29,17,4,58,6,1,16.7,5,83.3,33,124,45,2,0,0,2,2,42,10,ESP-La Liga,2024,possession
ESP,"DF,FW",24-282,2000,7.1,399,22,95,192,117,10,399,5,1,20.0,3,60.0,193,1323,681,20,15,1,15,5,208,41,ESP-La Liga,2024,possession
ESP,DF,22-283,2002,19.7,1328,110,501,668,163,13,1328,10,5,50.0,5,50.0,588,2875,1711,19,17,1,10,3,797,33,ESP-La Liga,2024,possession
SCO,FW,28-311,1996,14.1,464,19,40,249,177,71,464,24,12,50.0,12,50.0,220,790,185,6,2,6,29,19,343,61,ESP-La Liga,2024,possession
ESP,FW,28-256,1996,0.2,9,0,2,3,4,0,9,0,0,,0,,9,57,17,1,0,0,1,0,7,2,ESP-La Liga,2024,possession
ESP,"FW,MF",29-276,1995,19.2,764,24,120,320,337,55,764,36,13,36.1,19,52.8,380,2134,992,45,18,19,38,23,474,98,ESP-La Liga,2024,possession
SCO,DF,28-150,1996,22.4,1392,232,825,532,39,15,1392,2,2,100.0,0,0.0,713,3097,1561,8,8,2,6,4,901,2,ESP-La Liga,2024,possession
ESP,"MF,DF",20-171,2004,5.5,288,20,93,157,40,5,288,9,5,55.6,2,22.2,126,549,241,5,3,0,14,4,146,4,ESP-La Liga,2024,possession
ESP,DF,17-360,2007,0.1,6,1,5,0,1,0,6,0,0,,0,,2,4,2,0,0,0,0,0,1,0,ESP-La Liga,2024,possession
ESP,DF,27-207,1997,16.0,866,43,293,410,174,17,866,15,5,33.3,6,40.0,373,2385,1116,31,9,3,22,5,419,49,ESP-La Liga,2024,possession
ESP,DF,30-255,1994,14.4,893,77,367,379,152,17,893,8,1,12.5,6,75.0,369,1633,962,14,7,1,7,1,493,50,ESP-La Liga,2024,possession
ESP,DF,32-024,1993,21.9,1277,195,705,536,40,13,1277,2,0,0.0,2,100.0,638,2813,1396,1,2,0,5,1,816,2,ESP-La Liga,2024,possession
ESP,"DF,FW",24-014,2001,12.0,563,51,189,275,109,2,563,22,8,36.4,10,45.5,241,1205,603,14,13,1,19,6,281,33,ESP-La Liga,2024,possession
ESP,DF,27-070,1998,2.0,86,12,59,26,1,1,86,0,0,,0,,44,253,137,0,0,0,1,0,48,0,ESP-La Liga,2024,possession
CRO,DF,32-152,1992,0.1,4,0,0,2,2,0,4,0,0,,0,,2,6,1,0,0,0,0,0,3,0,ESP-La Liga,2024,possession
ESP,"MF,FW",29-164,1995,15.2,693,17,99,334,279,26,688,67,30,44.8,30,44.8,380,2060,1063,30,29,6,41,30,414,70,ESP-La Liga,2024,possession
SRB,MF,33-058,1992,15.5,570,43,144,256,170,27,570,6,1,16.7,5,83.3,225,841,376,6,7,0,13,5,304,49,ESP-La Liga,2024,possession
ESP,"FW,MF",24-358,2000,9.0,230,10,16,97,119,30,230,8,3,37.5,5,62.5,134,588,225,8,6,4,32,7,176,39,ESP-La Liga,2024,possession
CPV,"MF,FW",25-054,2000,0.6,47,1,5,10,33,8,47,14,8,57.1,6,42.9,37,235,152,7,2,4,4,2,33,14,ESP-La Liga,2024,possession
ESP,"DF,FW",28-044,1997,6.8,306,12,89,157,68,6,306,21,9,42.9,7,33.3,133,793,337,11,10,2,21,2,151,30,ESP-La Liga,2024,possession
ESP,DF,26-344,1998,19.5,931,91,322,417,204,18,931,22,10,45.5,11,50.0,418,2114,1175,26,24,3,15,21,463,75,ESP-La Liga,2024,possession
ESP,DF,28-145,1996,10.9,747,93,415,329,7,5,747,2,0,0.0,1,50.0,380,1561,865,5,1,0,5,1,445,0,ESP-La Liga,2024,possession
ESP,"FW,DF",24-351,2000,21.2,820,20,152,317,367,38,820,73,36,49.3,31,42.5,481,3001,1467,53,39,21,31,19,495,118,ESP-La Liga,2024,possession
ESP,GK,27-231,1997,6.0,199,173,199,0,0,0,199,0,0,,0,,90,447,281,0,0,0,0,0,59,0,ESP-La Liga,2024,possession
ARG,MF,27-088,1998,2.3,128,3,22,79,28,2,128,4,2,50.0,1,25.0,73,365,191,7,5,0,11,4,82,4,ESP-La Liga,2024,possession
SRB,GK,33-077,1992,24.0,875,719,867,8,0,0,875,1,1,100.0,0,0.0,403,2422,1338,0,0,0,1,0,264,0,ESP-La Liga,2024,possession
SRB,DF,32-014,1993,22.6,1094,185,626,455,14,7,1094,1,1,100.0,0,0.0,488,1998,1041,1,1,0,5,0,616,0,ESP-La Liga,2024,possession
ESP,FW,25-220,1999,18.4,447,26,49,194,209,56,445,36,8,22.2,25,69.4,247,1004,329,14,17,9,69,25,311,87,ESP-La Liga,2024,possession
MAR,"FW,MF",29-222,1995,6.1,231,1,31,116,86,9,231,15,3,20.0,11,73.3,138,606,189,7,5,1,16,14,172,27,ESP-La Liga,2024,possession
PER,"MF,DF",29-257,1995,19.2,1015,108,373,563,89,8,1015,30,16,53.3,11,36.7,487,2195,1052,15,12,1,24,13,565,16,ESP-La Liga,2024,possession
ESP,MF,24-352,2000,4.4,237,5,42,126,71,2,237,4,2,50.0,2,50.0,120,532,242,3,3,0,5,5,139,11,ESP-La Liga,2024,possession
ESP,DF,32-356,1992,27.8,1624,215,933,668,27,17,1624,4,4,100.0,0,0.0,855,3586,1920,3,3,0,6,1,1038,2,ESP-La Liga,2024,possession
GUI,MF,24-060,2001,21.4,1106,40,234,710,178,15,1106,40,27,67.5,8,20.0,617,2992,1461,20,27,1,29,21,710,34,ESP-La Liga,2024,possession
CIV,FW,30-293,1994,4.5,129,7,21,66,45,11,129,3,1,33.3,1,33.3,56,227,105,3,2,0,17,5,94,14,ESP-La Liga,2024,possession
FRA,DF,28-235,1996,24.1,1373,135,550,581,258,23,1373,40,20,50.0,18,45.0,610,3061,1598,32,27,7,27,19,660,83,ESP-La Liga,2024,possession
CIV,"FW,MF",18-148,2006,0.2,17,0,1,6,11,3,17,3,1,33.3,2,66.7,13,82,44,2,1,1,0,1,15,5,ESP-La Liga,2024,possession
CMR,MF,28-098,1997,22.9,1200,44,300,756,159,7,1200,39,18,46.2,16,41.0,680,2952,1252,21,18,1,26,19,788,29,ESP-La Liga,2024,possession
ESP,"MF,FW",26-287,1998,12.2,625,15,101,331,202,15,625,50,20,40.0,26,52.0,318,1861,850,22,21,7,29,11,415,52,ESP-La Liga,2024,possession
ESP,"FW,MF",32-125,1992,4.2,118,5,14,62,42,21,117,2,1,50.0,1,50.0,60,171,32,0,0,0,13,10,82,9,ESP-La Liga,2024,possession
ESP,DF,33-185,1991,27.6,1670,278,868,691,117,53,1670,3,2,66.7,1,33.3,824,4682,2767,24,13,0,7,6,975,15,ESP-La Liga,2024,possession
ESP,"MF,DF",28-100,1997,10.8,551,28,173,244,146,12,551,14,8,57.1,3,21.4,271,1418,548,13,8,4,14,5,311,35,ESP-La Liga,2024,possession
