nation,pos,age,born,90s,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving,league,season,stat_type
,,,,,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,,,
POR,"MF,FW",25-065,2000,1.6,76,0,6,23,48,9,76,13,5,38.5,7,53.8,43,305,96,4,2,1,17,8,49,12,ESP-La Liga,2024,possession
ESP,DF,25-183,1999,12.3,731,107,361,344,27,10,731,4,4,100.0,0,0.0,380,1916,1130,10,2,0,3,0,447,2,ESP-La Liga,2024,possession
CAN,FW,29-359,1995,14.4,416,15,44,184,193,55,415,18,2,11.1,14,77.8,231,1224,412,13,12,6,45,45,323,71,ESP-La Liga,2024,possession
ESP,"MF,FW",36-309,1988,19.6,816,20,101,387,341,46,816,31,15,48.4,12,38.7,426,2418,1001,34,32,5,42,36,504,87,ESP-La Liga,2024,possession
COL,MF,21-339,2003,0.2,17,0,0,5,12,1,17,3,1,33.3,1,33.3,11,36,15,1,0,1,0,0,11,2,ESP-La Liga,2024,possession
ESP,DF,22-067,2003,0.9,41,4,19,20,2,0,41,0,0,,0,,26,69,26,0,0,0,0,0,29,0,ESP-La Liga,2024,possession
SVK,GK,28-005,1997,25.0,890,725,880,10,0,0,890,2,2,100.0,0,0.0,523,2534,1416,0,0,0,1,0,434,0,ESP-La Liga,2024,possession
ESP,MF,19-244,2005,0.2,19,0,8,8,3,0,19,0,0,,0,,5,34,29,0,1,0,1,0,9,0,ESP-La Liga,2024,possession
ESP,FW,22-212,2002,0.6,29,2,6,9,14,0,29,0,0,,0,,17,160,69,3,2,0,1,2,19,8,ESP-La Liga,2024,possession
COL,DF,32-233,1992,24.6,1538,74,477,635,450,16,1538,71,26,36.6,38,53.5,792,4152,1780,52,41,4,42,23,865,106,ESP-La Liga,2024,possession
ESP,GK,24-279,2000,5.0,184,149,183,1,0,0,184,1,1,100.0,0,0.0,88,514,293,0,0,0,0,0,96,0,ESP-La Liga,2024,possession
ESP,MF,26-089,1999,14.4,798,30,164,491,152,8,798,8,3,37.5,5,62.5,428,2247,1064,16,21,0,8,10,494,35,ESP-La Liga,2024,possession
ESP,FW,19-100,2006,1.5,41,0,5,16,22,5,41,2,1,50.0,1,50.0,19,75,34,0,1,0,5,3,24,8,ESP-La Liga,2024,possession
SVK,DF,29-121,1995,23.7,1283,171,677,559,55,9,1283,9,5,55.6,1,11.1,703,4229,2275,14,8,0,9,1,792,14,ESP-La Liga,2024,possession
ESP,DF,25-040,2000,4.2,273,15,77,128,70,4,273,10,7,70.0,3,30.0,137,694,329,13,7,4,4,4,155,18,ESP-La Liga,2024,possession
EQG,MF,32-068,1993,17.6,895,73,290,537,74,6,895,13,8,61.5,4,30.8,428,1981,728,7,10,1,7,7,543,10,ESP-La Liga,2024,possession
ESP,DF,27-273,1997,21.6,1162,80,373,463,351,17,1162,66,30,45.5,25,37.9,544,3170,1480,37,37,7,41,24,578,100,ESP-La Liga,2024,possession
ESP,"MF,FW",22-364,2002,14.2,683,16,112,316,278,42,683,67,35,52.2,21,31.3,425,2777,1409,45,46,10,47,34,441,85,ESP-La Liga,2024,possession
POR,MF,24-135,2000,21.8,1385,73,332,828,232,28,1385,17,5,29.4,10,58.8,779,3097,1234,20,12,1,33,26,950,57,ESP-La Liga,2024,possession
ESP,"MF,FW",31-110,1993,22.7,1163,11,121,656,398,24,1163,50,21,42.0,23,46.0,659,3699,1547,29,43,4,28,20,757,65,ESP-La Liga,2024,possession
BEL,"DF,MF",26-316,1998,1.1,83,5,26,42,15,1,83,3,1,33.3,1,33.3,57,218,72,1,0,0,0,2,63,1,ESP-La Liga,2024,possession
JPN,"FW,MF",30-152,1994,10.6,318,5,48,129,148,46,318,23,5,21.7,16,69.6,184,1154,525,26,11,11,23,12,198,65,ESP-La Liga,2024,possession
ESP,DF,27-141,1997,4.9,291,13,78,115,98,3,291,3,0,0.0,3,100.0,116,530,262,9,7,1,5,2,139,28,ESP-La Liga,2024,possession
ESP,"MF,FW",25-139,1999,3.2,117,5,21,64,34,8,117,5,0,0.0,5,100.0,63,351,107,2,2,1,5,3,76,12,ESP-La Liga,2024,possession
KVX,FW,30-352,1994,19.4,629,37,58,307,270,102,626,25,8,32.0,15,60.0,282,1262,422,19,9,9,47,21,478,91,ESP-La Liga,2024,possession
ESP,DF,24-233,2000,18.8,1052,58,321,475,265,12,1052,29,14,48.3,11,37.9,468,2614,1419,41,34,5,21,12,511,69,ESP-La Liga,2024,possession
ESP,"MF,FW",23-135,2001,25.0,1071,9,134,520,440,61,1071,76,36,47.4,33,43.4,672,3911,1948,54,52,10,48,36,754,106,ESP-La Liga,2024,possession
ESP,GK,33-343,1991,1.0,50,45,50,0,0,0,50,0,0,,0,,27,146,105,0,0,0,0,0,17,0,ESP-La Liga,2024,possession
CRO,FW,33-263,1991,25.4,635,19,33,281,327,133,628,34,10,29.4,21,61.8,301,1333,473,22,15,8,68,35,439,107,ESP-La Liga,2024,possession
ESP,"FW,MF",23-351,2001,15.9,581,4,54,208,335,65,581,101,41,40.6,55,54.5,407,3850,2180,82,54,41,29,9,434,112,ESP-La Liga,2024,possession
ESP,DF,30-165,1994,27.8,1538,226,810,696,44,30,1538,9,8,88.9,1,11.1,775,3706,2072,9,2,0,8,1,863,2,ESP-La Liga,2024,possession
CMR,DF,23-186,2001,25.2,1302,152,642,632,42,16,1302,12,7,58.3,4,33.3,720,3484,1983,11,4,0,17,9,789,4,ESP-La Liga,2024,possession
ESP,"FW,MF",22-244,2002,0.4,18,1,4,11,4,0,18,1,0,0.0,1,100.0,8,60,25,2,1,0,1,0,13,4,ESP-La Liga,2024,possession
ESP,MF,22-157,2002,4.6,237,9,41,158,39,3,237,3,2,66.7,1,33.3,114,464,215,3,2,0,5,2,154,6,ESP-La Liga,2024,possession
ESP,MF,25-110,1999,0.1,10,0,2,8,0,0,10,0,0,,0,,6,16,2,0,0,0,0,0,10,0,ESP-La Liga,2024,possession
ESP,DF,25-283,1999,26.3,1470,86,340,600,544,16,1470,54,18,33.3,30,55.6,684,4381,2215,82,54,6,50,18,802,159,ESP-La Liga,2024,possession
ESP,MF,26-333,1998,21.8,1119,35,196,608,323,30,1119,12,4,33.3,7,58.3,528,2046,986,19,14,4,22,7,675,46,ESP-La Liga,2024,possession
ESP,DF,24-042,2001,11.2,607,73,314,270,25,14,607,1,1,100.0,0,0.0,349,1562,813,5,1,0,2,1,396,1,ESP-La Liga,2024,possession
ESP,"MF,FW",29-361,1995,1.3,94,3,16,38,42,7,94,5,1,20.0,2,40.0,45,234,114,4,2,1,4,4,46,13,ESP-La Liga,2024,possession
ESP,DF,32-257,1992,12.7,600,57,216,294,94,4,600,4,1,25.0,2,50.0,229,841,493,8,7,2,8,3,276,11,ESP-La Liga,2024,possession
ESP,"FW,MF",28-010,1997,2.7,126,1,21,34,72,14,126,9,5,55.6,3,33.3,75,614,287,18,8,3,14,4,84,30,ESP-La Liga,2024,possession
ESP,MF,30-266,1994,25.5,1376,81,374,824,193,43,1376,7,5,71.4,2,28.6,581,2239,690,6,12,0,37,19,790,24,ESP-La Liga,2024,possession
ESP,"MF,FW",30-292,1994,8.1,508,5,87,299,126,7,508,25,13,52.0,11,44.0,311,1350,436,11,8,1,8,8,348,14,ESP-La Liga,2024,possession
ESP,DF,30-077,1995,1.4,65,5,23,24,19,0,65,2,2,100.0,0,0.0,24,129,77,3,3,0,2,2,33,5,ESP-La Liga,2024,possession
ESP,MF,26-203,1998,9.7,461,14,78,277,113,23,461,16,7,43.8,7,43.8,245,1447,613,11,10,2,12,9,282,20,ESP-La Liga,2024,possession
ESP,"FW,MF",24-159,2000,7.5,234,7,17,104,119,33,234,16,10,62.5,5,31.3,139,696,274,10,11,4,20,13,177,43,ESP-La Liga,2024,possession
ESP,"FW,MF",31-271,1993,21.3,1149,28,168,518,475,49,1149,33,11,33.3,18,54.5,609,2692,1062,27,34,10,30,17,754,127,ESP-La Liga,2024,possession
ESP,"FW,DF",33-267,1991,7.4,351,12,51,141,160,18,351,26,10,38.5,13,50.0,192,936,468,15,9,4,20,10,214,46,ESP-La Liga,2024,possession
ESP,GK,31-310,1993,29.0,1077,867,1067,10,0,0,1077,0,0,,0,,558,3097,1693,0,0,0,2,0,425,0,ESP-La Liga,2024,possession
GHA,DF,26-309,1998,22.4,1351,253,874,447,39,13,1351,10,5,50.0,4,40.0,725,3467,1525,12,5,2,16,5,819,6,ESP-La Liga,2024,possession
ESP,"FW,MF",32-339,1992,15.3,715,14,85,278,368,39,715,43,17,39.5,21,48.8,393,2374,1098,41,31,11,47,20,450,99,ESP-La Liga,2024,possession
URU,DF,33-096,1992,6.4,429,26,154,178,101,8,429,8,4,50.0,3,37.5,191,769,420,7,8,4,6,7,213,19,ESP-La Liga,2024,possession
ROU,DF,26-295,1998,27.2,1761,69,503,737,547,52,1761,106,58,54.7,42,39.6,948,6105,3119,95,71,24,47,43,1090,124,ESP-La Liga,2024,possession
ESP,DF,36-019,1989,6.4,391,78,208,173,10,6,391,3,1,33.3,1,33.3,206,993,402,2,0,0,4,1,221,0,ESP-La Liga,2024,possession
ARG,GK,28-346,1996,25.0,983,807,968,15,0,0,983,5,5,100.0,0,0.0,583,2792,1714,0,0,0,1,0,476,0,ESP-La Liga,2024,possession
ESP,GK,28-014,1997,5.0,151,133,150,1,0,0,151,0,0,,0,,70,361,193,0,0,0,0,0,54,0,ESP-La Liga,2024,possession
CMR,FW,22-236,2002,0.4,13,1,1,5,7,2,13,2,0,0.0,2,100.0,4,9,0,0,0,0,2,0,9,1,ESP-La Liga,2024,possession
FRA,DF,33-326,1991,28.9,1929,238,1031,819,87,27,1929,5,4,80.0,1,20.0,1124,5473,3273,18,11,1,12,3,1244,5,ESP-La Liga,2024,possession
ESP,MF,30-114,1994,6.8,362,16,77,191,95,8,362,4,2,50.0,2,50.0,190,621,251,2,6,0,5,2,233,19,ESP-La Liga,2024,possession
ESP,"MF,FW",30-105,1994,17.9,925,9,97,413,423,29,925,53,21,39.6,26,49.1,495,2557,980,23,22,7,32,34,645,88,ESP-La Liga,2024,possession
ALB,DF,33-100,1992,9.0,490,29,167,221,107,6,490,4,2,50.0,1,25.0,206,662,285,7,5,2,8,1,244,14,ESP-La Liga,2024,possession
COL,"MF,FW",33-273,1991,1.6,116,1,16,51,50,4,116,7,5,71.4,2,28.6,71,244,105,3,4,1,5,0,85,7,ESP-La Liga,2024,possession
ESP,"FW,MF",28-050,1997,22.1,837,18,135,264,461,83,837,82,26,31.7,48,58.5,502,3389,1825,67,45,23,59,31,569,175,ESP-La Liga,2024,possession
SEN,MF,31-026,1994,17.5,1085,65,295,664,134,15,1085,21,12,57.1,8,38.1,552,2310,1199,15,21,1,12,16,664,12,ESP-La Liga,2024,possession
ESP,MF,26-310,1998,8.5,464,6,82,222,168,10,464,18,11,61.1,6,33.3,244,1272,648,14,16,1,11,7,288,29,ESP-La Liga,2024,possession
ESP,DF,21-347,2003,1.0,33,7,23,11,0,0,33,0,0,,0,,12,57,35,0,0,0,0,1,12,0,ESP-La Liga,2024,possession
ESP,DF,27-001,1998,22.2,1467,81,487,611,382,25,1467,21,7,33.3,11,52.4,653,3101,1625,41,25,5,32,5,803,105,ESP-La Liga,2024,possession
ANG,FW,27-126,1997,10.8,322,21,41,135,148,34,322,12,4,33.3,7,58.3,136,558,196,9,3,5,26,15,211,33,ESP-La Liga,2024,possession
ESP,DF,30-176,1994,0.2,5,0,0,4,1,0,5,0,0,,0,,4,16,0,0,0,0,1,1,6,0,ESP-La Liga,2024,possession
ESP,FW,33-317,1991,3.5,107,3,9,42,56,18,107,2,0,0.0,2,100.0,70,211,85,1,3,1,8,4,82,17,ESP-La Liga,2024,possession
ESP,FW,24-060,2001,12.6,398,17,39,173,196,46,398,23,13,56.5,8,34.8,222,1128,554,20,16,8,38,23,308,68,ESP-La Liga,2024,possession
ESP,MF,29-163,1995,14.6,1068,34,243,617,217,16,1068,12,8,66.7,2,16.7,610,2569,1076,12,18,1,21,14,780,31,ESP-La Liga,2024,possession
ESP,"FW,MF",32-166,1992,21.3,907,30,180,273,461,88,907,22,7,31.8,13,59.1,490,2404,1198,56,23,19,45,12,577,184,ESP-La Liga,2024,possession
ARG,MF,36-350,1988,5.4,377,7,32,211,140,12,377,19,8,42.1,11,57.9,207,999,422,12,7,2,22,21,290,26,ESP-La Liga,2024,possession
ESP,MF,30-234,1994,16.3,853,66,267,483,113,11,853,10,5,50.0,3,30.0,388,1734,915,10,8,1,17,6,438,8,ESP-La Liga,2024,possession
UKR,GK,26-059,1999,5.0,169,143,169,0,0,0,169,0,0,,0,,98,347,177,0,0,0,0,0,91,0,ESP-La Liga,2024,possession
GER,DF,32-039,1993,23.5,1921,217,918,924,88,21,1921,7,3,42.9,2,28.6,1259,5947,3785,19,23,2,7,2,1471,4,ESP-La Liga,2024,possession
TUR,"MF,FW",20-045,2005,7.9,576,13,77,248,256,30,576,27,11,40.7,11,40.7,374,1853,914,18,20,6,13,7,436,58,ESP-La Liga,2024,possession
FRA,"DF,MF",25-074,2000,23.3,1863,172,619,1101,156,17,1863,12,8,66.7,2,16.7,1146,5884,3306,16,12,1,16,6,1378,8,ESP-La Liga,2024,possession
MAR,"FW,MF",25-251,1999,12.9,683,3,59,346,287,48,683,37,19,51.4,16,43.2,446,2016,962,30,14,10,34,21,551,87,ESP-La Liga,2024,possession
ESP,MF,19-351,2005,0.1,2,0,1,1,0,0,2,0,0,,0,,0,0,0,0,0,0,0,0,0,0,ESP-La Liga,2024,possession
ESP,DF,33-090,1992,6.8,532,26,126,232,176,12,532,5,2,40.0,3,60.0,278,1288,513,13,5,0,8,6,376,48,ESP-La Liga,2024,possession
ESP,MF,28-247,1996,9.2,1033,20,189,677,175,6,1033,11,7,63.6,2,18.2,685,3591,2036,28,21,2,9,5,843,11,ESP-La Liga,2024,possession
ESP,FW,18-014,2007,0.0,0,0,0,0,0,0,0,0,0,,0,,1,6,6,0,0,0,0,0,1,0,ESP-La Liga,2024,possession
AUT,DF,32-291,1992,3.0,207,34,115,82,11,2,207,0,0,,0,,146,756,400,2,1,0,1,0,163,4,ESP-La Liga,2024,possession
FRA,"MF,DF",22-152,2002,9.7,787,43,230,399,168,11,787,18,7,38.9,7,38.9,460,2317,1242,18,20,4,6,8,533,18,ESP-La Liga,2024,possession
BRA,FW,18-264,2006,1.4,70,1,6,25,39,13,70,7,3,42.9,3,42.9,44,335,186,7,4,6,4,1,56,18,ESP-La Liga,2024,possession
URU,"MF,DF",26-263,1998,25.7,1958,73,397,1142,433,27,1958,21,12,57.1,7,33.3,1122,6257,3113,50,45,3,30,1,1453,52,ESP-La Liga,2024,possession
FRA,DF,29-307,1995,11.2,739,30,188,408,149,4,739,6,3,50.0,3,50.0,447,1626,717,12,10,1,10,9,535,40,ESP-La Liga,2024,possession
ESP,GK,19-291,2005,1.0,22,20,22,0,0,0,22,0,0,,0,,12,40,23,0,0,0,0,0,13,0,ESP-La Liga,2024,possession
ESP,DF,25-240,1999,17.4,1287,51,375,519,404,25,1287,15,6,40.0,9,60.0,701,3132,1814,52,36,12,15,6,823,120,ESP-La Liga,2024,possession
ESP,DF,28-096,1997,0.1,16,3,7,9,0,0,16,0,0,,0,,13,38,16,0,0,0,0,0,13,0,ESP-La Liga,2024,possession
ENG,MF,21-286,2003,22.0,1509,25,201,736,586,85,1507,59,35,59.3,20,33.9,969,4691,2220,58,45,11,43,28,1244,113,ESP-La Liga,2024,possession
FRA,FW,26-112,1998,26.9,1304,1,31,383,905,256,1297,159,70,44.0,78,49.1,879,5847,3132,121,76,79,68,42,1127,322,ESP-La Liga,2024,possession
ESP,DF,22-204,2002,0.1,3,0,3,0,0,0,3,0,0,,0,,1,2,0,0,0,0,0,1,1,0,ESP-La Liga,2024,possession
ESP,DF,33-284,1991,19.3,1525,50,378,663,493,50,1525,32,17,53.1,13,40.6,855,3442,1715,32,8,14,30,9,1110,170,ESP-La Liga,2024,possession
CRO,MF,39-214,1985,15.8,1602,34,273,899,448,16,1602,16,9,56.3,7,43.8,1040,5395,2607,43,41,6,17,9,1228,40,ESP-La Liga,2024,possession
ESP,DF,22-057,2003,12.2,810,109,462,330,25,8,810,9,6,66.7,0,0.0,520,2669,1431,4,4,1,3,5,586,4,ESP-La Liga,2024,possession
BRA,"FW,MF",24-092,2001,19.7,1243,12,83,430,750,117,1243,96,41,42.7,40,41.7,822,5423,3125,103,80,46,40,12,1002,234,ESP-La Liga,2024,possession
BEL,GK,32-335,1992,24.0,892,783,889,3,0,0,892,1,0,0.0,1,100.0,540,2573,1648,0,0,0,0,0,561,0,ESP-La Liga,2024,possession
BRA,FW,24-273,2000,20.5,1016,3,56,300,680,169,1013,154,66,42.9,77,50.0,775,6296,3701,139,66,91,57,43,869,223,ESP-La Liga,2024,possession
BRA,DF,27-083,1998,10.4,819,92,395,395,33,13,819,8,5,62.5,3,37.5,533,2738,1593,7,7,0,6,3,603,1,ESP-La Liga,2024,possession
ESP,DF,27-238,1997,7.6,465,37,163,215,91,1,465,9,4,44.4,4,44.4,186,923,391,14,9,2,3,2,198,9,ESP-La Liga,2024,possession
ESP,"MF,FW",23-105,2001,11.4,623,9,92,223,321,54,623,55,22,40.0,32,58.2,401,2533,1053,37,22,17,42,22,441,123,ESP-La Liga,2024,possession
ESP,DF,31-014,1994,10.9,713,66,314,365,37,10,713,7,3,42.9,3,42.9,387,2159,1213,12,3,1,10,5,446,3,ESP-La Liga,2024,possession
ESP,"MF,FW",20-006,2005,0.9,37,2,10,15,13,2,37,1,1,100.0,0,0.0,22,69,28,1,1,0,5,2,22,2,ESP-La Liga,2024,possession
RUS,"MF,FW",21-320,2003,0.8,44,1,8,21,15,2,44,1,1,100.0,0,0.0,21,67,19,0,1,0,1,0,36,4,ESP-La Liga,2024,possession
ESP,MF,23-070,2002,8.3,414,22,68,248,102,7,414,19,8,42.1,7,36.8,210,1277,539,15,10,1,15,6,274,26,ESP-La Liga,2024,possession
ESP,MF,28-094,1997,14.0,835,17,111,432,295,48,835,34,10,29.4,22,64.7,435,2011,854,24,14,5,31,26,607,74,ESP-La Liga,2024,possession
ESP,MF,18-293,2006,0.1,6,0,2,1,3,1,6,1,0,0.0,1,100.0,1,0,0,0,0,0,0,0,4,0,ESP-La Liga,2024,possession
MLI,DF,33-074,1992,4.9,344,15,95,193,60,7,344,4,2,50.0,2,50.0,148,618,311,8,2,4,2,1,184,11,ESP-La Liga,2024,possession
ESP,DF,28-012,1997,22.7,1545,151,714,799,37,12,1545,3,3,100.0,0,0.0,916,5172,3373,19,7,1,7,1,1015,3,ESP-La Liga,2024,possession
ESP,DF,23-017,2002,18.2,1064,48,321,475,279,12,1064,33,15,45.5,16,48.5,499,2745,1147,30,27,4,23,15,572,51,ESP-La Liga,2024,possession
VEN,DF,22-262,2002,22.5,1514,85,490,754,284,17,1514,31,6,19.4,24,77.4,671,2470,1186,22,16,0,25,9,754,35,ESP-La Liga,2024,possession
ESP,MF,24-272,2000,0.1,16,0,5,9,4,0,16,0,0,,0,,9,28,9,0,0,0,0,0,9,0,ESP-La Liga,2024,possession
ESP,DF,19-100,2006,4.0,196,44,121,66,9,6,196,0,0,,0,,83,394,232,0,1,0,2,0,104,0,ESP-La Liga,2024,possession
ESP,DF,24-093,2001,7.0,446,54,209,232,9,5,446,0,0,,0,,221,1367,868,11,3,1,2,0,265,0,ESP-La Liga,2024,possession
CRO,MF,22-215,2002,16.1,881,15,113,495,284,28,881,46,22,47.8,20,43.5,543,3119,1350,26,30,4,27,14,630,41,ESP-La Liga,2024,possession
ESP,DF,20-285,2004,0.1,7,2,6,1,0,0,7,0,0,,0,,6,12,1,0,0,0,0,0,5,0,ESP-La Liga,2024,possession
ESP,MF,26-068,1999,26.9,1751,103,400,1100,264,42,1751,26,18,69.2,8,30.8,863,4435,1997,30,28,3,30,15,1140,38,ESP-La Liga,2024,possession
ESP,FW,27-355,1997,18.3,547,14,46,273,231,80,545,9,5,55.6,4,44.4,297,1370,622,24,11,13,42,18,402,100,ESP-La Liga,2024,possession
MAR,DF,29-012,1996,18.6,1492,127,660,782,53,16,1492,10,5,50.0,2,20.0,948,5736,3573,26,18,0,7,3,1064,1,ESP-La Liga,2024,possession
ESP,MF,24-238,2000,8.4,449,11,58,256,140,19,449,12,3,25.0,7,58.3,223,1017,466,11,16,2,9,3,290,38,ESP-La Liga,2024,possession
ISL,FW,20-225,2004,9.8,272,8,24,122,127,37,272,6,1,16.7,4,66.7,114,411,127,5,2,5,17,11,196,48,ESP-La Liga,2024,possession
ESP,MF,21-282,2003,6.9,322,15,56,174,98,11,322,19,13,68.4,6,31.6,176,801,267,7,7,4,20,9,216,30,ESP-La Liga,2024,possession
ESP,"MF,DF",24-219,2000,25.2,1477,31,238,669,589,38,1477,46,21,45.7,21,45.7,730,3811,1626,37,36,3,36,12,895,128,ESP-La Liga,2024,possession
SUR,"FW,MF",30-061,1995,10.8,373,10,39,109,230,35,373,10,4,40.0,3,30.0,236,1839,1014,49,15,13,17,4,290,105,ESP-La Liga,2024,possession
JPN,"MF,FW",23-311,2001,19.5,995,7,102,375,536,93,995,116,52,44.8,51,44.0,659,4865,2886,108,44,46,70,38,739,179,ESP-La Liga,2024,possession
NGA,FW,28-068,1997,2.5,85,1,12,30,46,16,85,9,5,55.6,4,44.4,49,278,94,5,2,3,14,6,66,18,ESP-La Liga,2024,possession
ESP,GK,23-184,2001,1.0,33,29,33,0,0,0,33,0,0,,0,,17,63,22,0,0,0,0,0,15,0,ESP-La Liga,2024,possession
ESP,MF,24-022,2001,0.5,20,2,7,10,3,1,20,0,0,,0,,12,41,5,0,0,0,1,2,18,0,ESP-La Liga,2024,possession
ESP,GK,30-018,1995,29.0,1086,903,1078,8,0,0,1086,0,0,,0,,598,2944,1523,0,0,0,2,0,521,0,ESP-La Liga,2024,possession
ESP,DF,29-118,1995,0.5,35,1,11,15,10,0,35,0,0,,0,,21,79,42,0,1,0,3,1,22,0,ESP-La Liga,2024,possession
ESP,DF,26-333,1998,20.4,1206,76,417,512,289,14,1206,27,13,48.1,13,48.1,476,2696,1485,33,39,3,31,12,647,78,ESP-La Liga,2024,possession
NGA,FW,25-072,2000,1.5,34,1,4,18,12,1,34,1,1,100.0,0,0.0,5,18,0,0,0,0,2,0,20,5,ESP-La Liga,2024,possession
BEL,MF,25-171,1999,14.8,941,39,245,560,138,15,941,10,4,40.0,4,40.0,491,2726,1518,22,13,1,16,11,689,18,ESP-La Liga,2024,possession
ESP,DF,23-072,2002,26.9,1848,95,616,998,261,12,1848,35,14,40.0,17,48.6,756,4174,2265,29,21,4,30,17,951,32,ESP-La Liga,2024,possession
NGA,FW,27-099,1998,9.8,563,5,60,251,268,39,563,77,42,54.5,30,39.0,388,3146,1770,72,33,25,30,20,413,90,ESP-La Liga,2024,possession
ESP,DF,22-089,2003,0.1,2,0,0,0,2,0,2,0,0,,0,,0,0,0,0,0,0,0,0,0,0,ESP-La Liga,2024,possession
SUI,MF,28-064,1997,18.5,968,29,218,594,163,24,968,21,7,33.3,10,47.6,483,2511,1140,19,15,2,28,7,663,37,ESP-La Liga,2024,possession
BEL,FW,27-199,1997,28.0,1227,7,117,464,666,119,1226,153,78,51.0,67,43.8,734,5461,3023,115,73,59,94,45,904,196,ESP-La Liga,2024,possession
ARG,"DF,MF",28-100,1997,1.3,99,9,41,42,16,2,99,1,0,0.0,0,0.0,37,153,90,3,0,0,2,0,57,3,ESP-La Liga,2024,possession
ESP,FW,24-328,2000,21.7,668,20,61,309,304,81,667,55,19,34.5,30,54.5,336,1372,453,19,8,13,72,56,460,85,ESP-La Liga,2024,possession
ESP,FW,21-339,2003,0.2,2,0,0,2,0,0,2,0,0,,0,,1,3,0,0,0,0,0,0,2,0,ESP-La Liga,2024,possession
ESP,"FW,MF",39-141,1985,4.7,295,6,40,124,131,5,295,6,4,66.7,2,33.3,150,837,453,13,7,1,5,4,219,48,ESP-La Liga,2024,possession
ESP,"MF,DF",21-239,2003,13.7,574,14,126,289,165,24,574,18,5,27.8,13,72.2,265,1467,837,24,15,4,13,11,359,48,ESP-La Liga,2024,possession
NGA,FW,28-190,1996,4.4,108,2,9,50,49,14,108,4,2,50.0,2,50.0,60,236,126,6,3,2,10,4,81,17,ESP-La Liga,2024,possession
ESP,DF,22-353,2002,18.4,1343,122,685,575,90,16,1343,5,3,60.0,2,40.0,562,2189,1132,5,3,0,8,1,808,13,ESP-La Liga,2024,possession
PUR,FW,22-088,2003,0.1,2,0,0,1,1,0,2,0,0,,0,,1,12,4,0,0,0,0,0,1,1,ESP-La Liga,2024,possession
FRA,DF,25-000,2000,24.2,1806,237,1096,677,47,17,1806,18,13,72.2,2,11.1,992,4792,2409,8,8,0,15,6,1255,4,ESP-La Liga,2024,possession
ARG,FW,30-274,1994,1.9,115,1,11,60,45,5,115,8,2,25.0,5,62.5,63,377,183,5,4,0,5,3,84,20,ESP-La Liga,2024,possession
FRA,MF,23-061,2002,15.8,976,41,252,604,132,11,976,15,11,73.3,4,26.7,435,2018,938,17,14,2,18,6,630,14,ESP-La Liga,2024,possession
ESP,MF,20-258,2004,1.2,65,2,11,33,21,2,65,2,1,50.0,1,50.0,38,191,86,2,3,0,2,2,51,4,ESP-La Liga,2024,possession
BRA,DF,28-310,1996,5.1,325,49,193,128,5,2,325,3,0,0.0,1,33.3,172,792,343,0,0,0,4,3,201,0,ESP-La Liga,2024,possession
ESP,FW,22-011,2003,0.1,2,0,0,1,1,0,2,1,0,0.0,0,0.0,1,2,0,0,0,0,0,0,1,0,ESP-La Liga,2024,possession
SRB,"DF,MF",33-146,1991,22.1,1356,114,574,669,119,3,1356,6,4,66.7,1,16.7,595,2502,1118,10,4,0,16,3,837,5,ESP-La Liga,2024,possession
ESP,"FW,MF",22-189,2002,9.0,349,3,44,185,123,23,349,16,6,37.5,8,50.0,194,889,406,9,9,1,19,21,253,28,ESP-La Liga,2024,possession
ESP,DF,22-171,2002,0.1,10,0,6,4,0,0,10,1,1,100.0,0,0.0,7,33,6,0,0,0,0,0,9,0,ESP-La Liga,2024,possession
SUI,"FW,MF",26-249,1998,7.5,362,8,50,144,173,30,362,33,12,36.4,16,48.5,186,1260,676,29,15,11,31,6,231,63,ESP-La Liga,2024,possession
ESP,MF,30-141,1994,13.8,712,24,157,374,189,41,712,25,11,44.0,11,44.0,299,1575,667,12,15,3,24,12,431,35,ESP-La Liga,2024,possession
BEL,"FW,MF",19-286,2005,2.9,113,6,25,46,46,6,113,17,8,47.1,8,47.1,74,612,280,9,2,4,11,9,76,18,ESP-La Liga,2024,possession
ESP,"FW,MF",31-143,1993,2.0,154,0,16,64,78,4,154,15,7,46.7,7,46.7,104,516,291,7,8,1,4,5,114,17,ESP-La Liga,2024,possession
FRA,DF,22-308,2002,5.8,376,49,205,162,11,6,376,3,3,100.0,0,0.0,207,924,408,4,3,0,3,0,263,0,ESP-La Liga,2024,possession
ARG,"DF,FW",20-262,2004,3.2,236,4,45,92,100,3,236,13,3,23.1,9,69.2,124,546,254,4,4,0,6,4,142,13,ESP-La Liga,2024,possession
ESP,GK,26-363,1998,7.3,316,242,314,2,0,0,316,0,0,,0,,168,738,326,0,0,0,0,0,187,0,ESP-La Liga,2024,possession
ESP,FW,23-100,2002,0.7,17,0,2,6,10,1,17,0,0,,0,,8,37,11,1,0,1,1,0,10,2,ESP-La Liga,2024,possession
