league,season,team,player,nation,pos,age,born,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,stat_type
,,,,,,,,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,
ESP-La Liga,2024,Barcelona,Héctor Fort,ESP,DF,18-252,2006,12,3,375,4.2,0,0,0,0,0,0,2,0,0.1,0.1,0.7,0.8,9,15,18,0.0,0.0,0.0,0.0,0.0,0.02,0.18,0.2,0.02,0.2,standard
ESP-La Liga,2024,Barcelona,Iñaki Peña,ESP,GK,26-040,1999,15,14,1306,14.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard
ESP-La Liga,2024,Barcelona,Iñigo Martínez,ESP,DF,33-329,1991,23,23,2040,22.7,0,3,3,0,0,0,3,0,0.3,0.3,2.3,2.6,59,206,9,0.0,0.13,0.13,0.0,0.13,0.01,0.1,0.12,0.01,0.12,standard
ESP-La Liga,2024,Barcelona,Jules Koundé,FRA,DF,26-150,1998,30,27,2425,26.9,2,3,5,2,0,0,4,0,1.8,1.8,3.8,5.5,41,155,174,0.07,0.11,0.19,0.07,0.19,0.07,0.14,0.21,0.07,0.21,standard
ESP-La Liga,2024,Barcelona,Lamine Yamal,ESP,FW,17-272,2007,27,25,2236,24.8,6,11,17,6,0,0,3,0,7.4,7.4,11.2,18.6,148,126,353,0.24,0.44,0.68,0.24,0.68,0.3,0.45,0.75,0.3,0.75,standard
ESP-La Liga,2024,Barcelona,Marc Bernal,ESP,MF,17-320,2007,3,3,242,2.7,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,0,8,2,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.03,0.03,0.03,standard
ESP-La Liga,2024,Barcelona,Marc Casado,ESP,MF,21-209,2003,23,20,1611,17.9,1,3,4,1,0,0,4,1,1.1,1.1,1.4,2.4,12,107,24,0.06,0.17,0.22,0.06,0.22,0.06,0.08,0.13,0.06,0.13,standard
ESP-La Liga,2024,Barcelona,Marc-André ter Stegen,GER,GK,32-346,1992,6,6,494,5.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard
ESP-La Liga,2024,Barcelona,Pablo Torre,ESP,"MF,FW",22-008,2003,10,4,310,3.4,3,1,4,3,0,0,0,0,0.4,0.4,0.8,1.1,5,17,20,0.87,0.29,1.16,0.87,1.16,0.11,0.23,0.33,0.11,0.33,standard
ESP-La Liga,2024,Barcelona,Pau Cubarsí,ESP,DF,18-079,2007,29,25,2245,24.9,0,3,3,0,0,0,3,0,0.7,0.7,1.6,2.3,24,176,6,0.0,0.12,0.12,0.0,0.12,0.03,0.07,0.09,0.03,0.09,standard
ESP-La Liga,2024,Barcelona,Pau Victor Delgado,ESP,FW,23-136,2001,16,1,222,2.5,2,1,3,2,0,0,2,0,2.6,2.6,0.8,3.4,3,8,23,0.81,0.41,1.22,0.81,1.22,1.06,0.3,1.36,1.06,1.36,standard
ESP-La Liga,2024,Barcelona,Pedri,ESP,MF,22-137,2002,29,27,2259,25.1,4,4,8,4,0,0,2,0,2.1,2.1,5.7,7.8,72,264,103,0.16,0.16,0.32,0.16,0.32,0.08,0.23,0.31,0.08,0.31,standard
ESP-La Liga,2024,Barcelona,Raphinha,BRA,"FW,MF",28-118,1996,28,26,2252,25.0,13,8,21,12,1,1,3,0,14.5,13.7,10.6,24.3,74,115,264,0.52,0.32,0.84,0.48,0.8,0.58,0.42,1.0,0.55,0.97,standard
ESP-La Liga,2024,Barcelona,Robert Lewandowski,POL,FW,36-233,1988,29,27,2299,25.5,25,2,27,22,3,4,1,0,24.0,20.8,2.3,23.2,24,45,145,0.98,0.08,1.06,0.86,0.94,0.94,0.09,1.03,0.82,0.91,standard
ESP-La Liga,2024,Barcelona,Ronald Araújo,URU,DF,26-035,1999,7,6,416,4.6,1,1,2,1,0,0,1,0,0.5,0.5,0.4,0.9,5,25,3,0.22,0.22,0.43,0.22,0.43,0.11,0.09,0.19,0.11,0.19,standard
ESP-La Liga,2024,Barcelona,Sergi Dominguez,ESP,DF,20-010,2005,3,2,172,1.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,13,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard
ESP-La Liga,2024,Barcelona,Wojciech Szczęsny,POL,GK,34-358,1990,10,10,900,10.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard
ESP-La Liga,2024,Betis,Abde Ezzalzouli,MAR,"FW,MF",23-115,2001,25,19,1613,17.9,1,1,2,1,0,1,2,0,7.2,6.4,1.7,8.1,100,58,172,0.06,0.06,0.11,0.06,0.11,0.4,0.1,0.5,0.36,0.45,standard
ESP-La Liga,2024,Betis,Adrián,ESP,GK,38-098,1987,11,11,990,11.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard
ESP-La Liga,2024,Betis,Aitor Ruibal,ESP,"DF,FW",29-020,1996,22,8,821,9.1,0,2,2,0,0,0,3,0,0.6,0.6,1.3,1.9,16,27,43,0.0,0.22,0.22,0.0,0.22,0.06,0.14,0.21,0.06,0.21,standard
ESP-La Liga,2024,Betis,Antony,BRA,FW,25-046,2000,9,9,755,8.4,2,2,4,2,0,0,1,1,1.0,1.0,2.6,3.6,44,28,78,0.24,0.24,0.48,0.24,0.48,0.12,0.31,0.43,0.12,0.43,standard
ESP-La Liga,2024,Betis,Assane Diao,SEN,FW,19-216,2005,10,2,277,3.1,1,2,3,1,0,0,0,0,0.8,0.8,1.5,2.3,9,1,27,0.32,0.65,0.97,0.32,0.97,0.26,0.5,0.75,0.26,0.75,standard
ESP-La Liga,2024,Betis,Carlos Guirao,ESP,MF,21-349,2003,2,2,110,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard
ESP-La Liga,2024,Betis,Cucho,COL,FW,25-356,1999,7,7,550,6.1,2,0,2,2,0,0,0,0,2.0,2.0,1.1,3.0,15,22,31,0.33,0.0,0.33,0.33,0.33,0.32,0.18,0.5,0.32,0.5,standard
ESP-La Liga,2024,Betis,Cédric Bakambu,COD,FW,34-000,1991,20,5,579,6.4,2,2,4,2,0,0,4,0,2.9,2.9,0.6,3.5,8,11,35,0.31,0.31,0.62,0.31,0.62,0.46,0.09,0.54,0.46,0.54,standard
ESP-La Liga,2024,Betis,Diego Llorente,ESP,DF,31-238,1993,29,28,2475,27.5,2,0,2,2,0,0,4,0,1.4,1.4,0.3,1.7,5,79,3,0.07,0.0,0.07,0.07,0.07,0.05,0.01,0.06,0.05,0.06,standard
ESP-La Liga,2024,Betis,Ezequiel Ávila,ARG,FW,31-064,1994,19,6,677,7.5,2,0,2,2,0,0,5,1,1.5,1.5,1.0,2.5,12,18,48,0.27,0.0,0.27,0.27,0.27,0.2,0.14,0.34,0.2,0.34,standard
ESP-La Liga,2024,Betis,Fran Vieites,ESP,GK,25-339,1999,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,standard
ESP-La Liga,2024,Betis,Giovani Lo Celso,ARG,"MF,FW",29-002,1996,18,12,1113,12.4,7,2,9,5,2,3,4,0,4.1,1.8,3.6,5.4,14,101,48,0.57,0.16,0.73,0.4,0.57,0.33,0.29,0.63,0.14,0.44,standard
ESP-La Liga,2024,Betis,Héctor Bellerín,ESP,DF,30-023,1995,7,6,524,5.8,0,1,1,0,0,0,1,0,0.2,0.2,2.0,2.2,3,24,20,0.0,0.17,0.17,0.0,0.17,0.03,0.34,0.38,0.03,0.38,standard
ESP-La Liga,2024,Betis,Iker Losada,ESP,"MF,FW",23-253,2001,10,3,336,3.7,0,0,0,0,0,0,0,0,0.5,0.5,0.3,0.8,9,14,16,0.0,0.0,0.0,0.0,0.0,0.13,0.08,0.21,0.13,0.21,standard
ESP-La Liga,2024,Betis,Isco,ESP,MF,32-355,1992,14,12,1057,11.7,6,4,10,2,4,5,5,0,6.3,2.3,2.9,5.2,22,98,72,0.51,0.34,0.85,0.17,0.51,0.53,0.25,0.78,0.2,0.44,standard
ESP-La Liga,2024,Betis,Jesus Rodríguez,ESP,FW,19-141,2005,14,10,783,8.7,1,0,1,1,0,0,0,0,1.8,1.8,0.1,1.9,38,25,77,0.11,0.0,0.11,0.11,0.11,0.21,0.01,0.22,0.21,0.22,standard
ESP-La Liga,2024,Betis,Johnny Cardoso,USA,MF,23-203,2001,22,19,1702,18.9,2,1,3,2,0,0,4,0,1.8,1.8,0.9,2.7,14,59,26,0.11,0.05,0.16,0.11,0.16,0.1,0.05,0.14,0.1,0.14,standard
ESP-La Liga,2024,Betis,Juanmi,ESP,"FW,MF",31-326,1993,11,2,244,2.7,0,0,0,0,0,0,2,0,0.7,0.7,0.4,1.0,4,4,18,0.0,0.0,0.0,0.0,0.0,0.25,0.14,0.39,0.25,0.39,standard
ESP-La Liga,2024,Betis,Marc Bartra,ESP,DF,34-086,1991,18,16,1487,16.5,2,0,2,2,0,0,1,0,1.1,1.1,0.0,1.1,5,45,1,0.12,0.0,0.12,0.12,0.12,0.07,0.0,0.07,0.07,0.07,standard
ESP-La Liga,2024,Betis,Marc Roca,ESP,MF,28-136,1996,14,11,906,10.1,2,2,4,2,0,0,4,0,1.1,1.1,1.0,2.1,11,59,13,0.2,0.2,0.4,0.2,0.4,0.11,0.1,0.21,0.11,0.21,standard
ESP-La Liga,2024,Betis,Mateo Flores,ESP,MF,21-004,2004,6,1,153,1.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,9,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard
ESP-La Liga,2024,Betis,Nabil Fekir,FRA,MF,31-267,1993,2,2,180,2.0,0,1,1,0,0,0,0,0,0.7,0.7,0.5,1.2,9,10,18,0.0,0.5,0.5,0.0,0.5,0.34,0.26,0.61,0.34,0.61,standard
ESP-La Liga,2024,Betis,Natan,BRA,DF,24-064,2001,23,16,1499,16.7,1,1,2,1,0,0,3,1,0.3,0.3,0.6,1.0,12,42,6,0.06,0.06,0.12,0.06,0.12,0.02,0.04,0.06,0.02,0.06,standard
ESP-La Liga,2024,Betis,Pablo Fornals,ESP,"MF,FW",29-048,1996,19,16,1345,14.9,1,0,1,1,0,0,2,0,1.5,1.5,2.2,3.7,22,110,68,0.07,0.0,0.07,0.07,0.07,0.1,0.15,0.25,0.1,0.25,standard
ESP-La Liga,2024,Betis,Pablo Garcia,ESP,FW,18-239,2006,2,0,26,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard
ESP-La Liga,2024,Betis,Ricardo Rodríguez,SUI,DF,32-229,1992,14,11,959,10.7,0,0,0,0,0,0,0,0,0.2,0.2,0.3,0.5,13,48,28,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.04,0.01,0.04,standard
ESP-La Liga,2024,Betis,Rodri,ESP,FW,24-330,2000,3,1,118,1.3,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.2,4,8,11,0.0,0.0,0.0,0.0,0.0,0.13,0.06,0.19,0.13,0.19,standard
ESP-La Liga,2024,Betis,Romain Perraud,FRA,DF,27-201,1997,22,18,1597,17.7,1,0,1,1,0,0,6,1,0.3,0.3,1.1,1.4,42,50,87,0.06,0.0,0.06,0.06,0.06,0.02,0.06,0.08,0.02,0.08,standard
ESP-La Liga,2024,Betis,Rui Silva,POR,GK,31-063,1994,15,15,1350,15.0,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,standard
ESP-La Liga,2024,Betis,Sergi Altimira,ESP,MF,23-229,2001,26,18,1647,18.3,0,1,1,0,0,0,3,0,1.6,1.5,1.5,3.1,18,79,24,0.0,0.05,0.05,0.0,0.05,0.09,0.08,0.17,0.08,0.17,standard
ESP-La Liga,2024,Betis,Sergio Arribas,ESP,DF,22-060,2003,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard
ESP-La Liga,2024,Betis,Vitor Roque,BRA,FW,20-042,2005,22,14,1235,13.7,4,0,4,4,0,0,4,0,6.1,6.1,1.2,7.3,24,17,57,0.29,0.0,0.29,0.29,0.29,0.44,0.09,0.53,0.44,0.53,standard
ESP-La Liga,2024,Betis,William Carvalho,POR,MF,33-004,1992,6,4,285,3.2,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.2,1,21,3,0.0,0.0,0.0,0.0,0.0,0.05,0.01,0.06,0.05,0.06,standard
ESP-La Liga,2024,Betis,Youssouf Sabaly,SEN,DF,32-037,1993,19,17,1418,15.8,0,1,1,0,0,0,1,0,0.1,0.1,0.8,0.9,22,44,51,0.0,0.06,0.06,0.0,0.06,0.01,0.05,0.06,0.01,0.06,standard
ESP-La Liga,2024,Betis,Ángel Ortíz,ESP,DF,20-260,2004,4,4,344,3.8,0,1,1,0,0,0,0,0,0.0,0.0,0.1,0.1,3,14,18,0.0,0.26,0.26,0.0,0.26,0.0,0.03,0.04,0.0,0.04,standard
ESP-La Liga,2024,Celta Vigo,Alfon,ESP,"FW,MF",25-342,1999,19,9,936,10.4,4,2,6,4,0,0,1,1,3.6,3.6,2.1,5.7,61,16,116,0.38,0.19,0.58,0.38,0.58,0.35,0.2,0.55,0.35,0.55,standard
ESP-La Liga,2024,Celta Vigo,Anastasios Douvikas,GRE,FW,25-252,1999,20,6,700,7.8,3,1,4,3,0,0,2,0,4.4,4.4,0.2,4.7,6,6,43,0.39,0.13,0.51,0.39,0.51,0.57,0.03,0.6,0.57,0.6,standard
ESP-La Liga,2024,Celta Vigo,Borja Iglesias,ESP,FW,32-084,1993,30,19,1588,17.6,5,2,7,5,0,0,2,0,5.8,5.8,1.8,7.6,13,25,90,0.28,0.11,0.4,0.28,0.4,0.33,0.1,0.43,0.33,0.43,standard
ESP-La Liga,2024,Celta Vigo,Carl Starfelt,SWE,DF,29-314,1995,27,25,2256,25.1,1,0,1,1,0,0,5,0,0.5,0.5,0.2,0.7,11,65,1,0.04,0.0,0.04,0.04,0.04,0.02,0.01,0.03,0.02,0.03,standard
ESP-La Liga,2024,Celta Vigo,Carlos Dominguez,ESP,DF,24-059,2001,13,9,738,8.2,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,6,42,1,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,standard
ESP-La Liga,2024,Celta Vigo,Damián Rodríguez,ESP,MF,22-025,2003,15,8,792,8.8,0,0,0,0,0,0,3,0,0.1,0.1,0.7,0.8,7,60,9,0.0,0.0,0.0,0.0,0.0,0.01,0.08,0.09,0.01,0.09,standard
ESP-La Liga,2024,Celta Vigo,Fer López,,"FW,MF",,,10,3,322,3.6,1,0,1,1,0,0,2,0,0.6,0.6,1.2,1.8,13,25,27,0.28,0.0,0.28,0.28,0.28,0.16,0.34,0.5,0.16,0.5,standard
ESP-La Liga,2024,Celta Vigo,Fran Beltrán,ESP,MF,26-067,1999,26,22,1829,20.3,2,0,2,2,0,0,2,0,0.7,0.7,1.2,1.9,19,118,21,0.1,0.0,0.1,0.1,0.1,0.03,0.06,0.09,0.03,0.09,standard
ESP-La Liga,2024,Celta Vigo,Franco Cervi,ARG,"FW,MF",30-320,1994,6,4,258,2.9,0,0,0,0,0,0,1,0,0.0,0.0,0.3,0.3,3,14,21,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.0,0.12,standard
ESP-La Liga,2024,Celta Vigo,Hugo Sotelo,ESP,MF,21-113,2003,19,13,1131,12.6,0,0,0,0,0,0,4,0,0.1,0.1,1.3,1.4,20,75,34,0.0,0.0,0.0,0.0,0.0,0.01,0.1,0.11,0.01,0.11,standard
ESP-La Liga,2024,Celta Vigo,Hugo Álvarez,ESP,"MF,DF",21-283,2003,22,14,1387,15.4,4,2,6,4,0,0,5,0,2.3,2.3,0.8,3.1,66,48,143,0.26,0.13,0.39,0.26,0.39,0.15,0.05,0.2,0.15,0.2,standard
ESP-La Liga,2024,Celta Vigo,Iago Aspas,ESP,"FW,MF",37-253,1987,23,16,1475,16.4,8,3,11,4,4,5,4,1,7.4,3.5,3.0,6.5,44,112,118,0.49,0.18,0.67,0.24,0.43,0.45,0.18,0.64,0.21,0.4,standard
ESP-La Liga,2024,Celta Vigo,Iker Losada,ESP,"FW,MF",23-253,2001,8,3,280,3.1,1,0,1,1,0,0,2,0,0.7,0.7,0.3,1.0,8,16,18,0.32,0.0,0.32,0.32,0.32,0.22,0.11,0.33,0.22,0.33,standard
ESP-La Liga,2024,Celta Vigo,Ilaix Moriba,GUI,MF,22-082,2003,25,17,1558,17.3,0,1,1,0,0,0,7,1,1.1,1.1,1.2,2.3,27,83,52,0.0,0.06,0.06,0.0,0.06,0.06,0.07,0.13,0.06,0.13,standard
ESP-La Liga,2024,Celta Vigo,Iván Villar,ESP,GK,27-276,1997,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard
ESP-La Liga,2024,Celta Vigo,Jailson Siqueira,BRA,"DF,MF",29-216,1995,12,6,585,6.5,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.2,10,39,3,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,standard
ESP-La Liga,2024,Celta Vigo,Javi Rodríguez,ESP,DF,21-289,2003,28,20,1942,21.6,2,2,4,2,0,0,6,0,1.6,1.6,0.9,2.5,21,92,39,0.09,0.09,0.19,0.09,0.19,0.07,0.04,0.12,0.07,0.12,standard
ESP-La Liga,2024,Celta Vigo,Javier Manquillo,ESP,DF,30-341,1994,10,7,515,5.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,3,24,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard
ESP-La Liga,2024,Celta Vigo,Jonathan Bamba,CIV,"FW,MF",29-016,1996,12,10,811,9.0,0,1,1,0,0,0,1,0,0.8,0.8,1.8,2.6,31,30,71,0.0,0.11,0.11,0.0,0.11,0.09,0.2,0.29,0.09,0.29,standard
ESP-La Liga,2024,Celta Vigo,Joseph Aidoo,GHA,DF,29-194,1995,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard
ESP-La Liga,2024,Celta Vigo,Luca de la Torre,USA,MF,26-323,1998,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard
ESP-La Liga,2024,Celta Vigo,Marcos Alonso,ESP,DF,34-104,1990,24,22,2070,23.0,2,0,2,0,2,2,9,1,2.4,0.8,1.0,1.8,46,165,41,0.09,0.0,0.09,0.0,0.0,0.1,0.04,0.15,0.04,0.08,standard
ESP-La Liga,2024,Celta Vigo,Mihailo Ristić,SRB,"MF,DF",29-162,1995,6,4,247,2.7,0,1,1,0,0,0,1,0,0.0,0.0,0.1,0.1,1,4,8,0.0,0.36,0.36,0.0,0.36,0.0,0.02,0.02,0.0,0.02,standard
ESP-La Liga,2024,Celta Vigo,Pablo Durán,ESP,"FW,MF",23-321,2001,20,11,991,11.0,4,3,7,4,0,0,3,0,2.9,2.9,2.1,5.0,19,23,97,0.36,0.27,0.64,0.36,0.64,0.27,0.19,0.46,0.27,0.46,standard
ESP-La Liga,2024,Celta Vigo,Sergio Carreira,ESP,"MF,DF",24-180,2000,17,14,1227,13.6,0,3,3,0,0,0,0,0,0.3,0.3,2.4,2.8,31,43,115,0.0,0.22,0.22,0.0,0.22,0.02,0.18,0.2,0.02,0.2,standard
ESP-La Liga,2024,Celta Vigo,Tadeo Allende,ARG,FW,26-050,1999,1,0,2,0.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard
ESP-La Liga,2024,Celta Vigo,Vicente Guaita,ESP,GK,38-091,1987,26,26,2340,26.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard
ESP-La Liga,2024,Celta Vigo,Williot Swedberg,SWE,"FW,MF",21-069,2004,25,12,1064,11.8,3,3,6,3,0,0,1,0,4.5,4.5,2.0,6.4,26,23,101,0.25,0.25,0.51,0.25,0.51,0.38,0.17,0.54,0.38,0.54,standard
ESP-La Liga,2024,Celta Vigo,Yoel Lago,ESP,DF,21-017,2004,2,2,135,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard
ESP-La Liga,2024,Celta Vigo,Óscar Mingueza,ESP,"MF,DF",25-333,1999,26,24,2076,23.1,3,6,9,3,0,0,5,1,0.9,0.9,4.9,5.9,51,156,132,0.13,0.26,0.39,0.13,0.39,0.04,0.21,0.26,0.04,0.26,standard
ESP-La Liga,2024,Espanyol,Alejo Véliz,ARG,FW,21-204,2003,22,10,992,11.0,1,0,1,1,0,0,3,0,1.8,1.8,0.5,2.4,1,7,25,0.09,0.0,0.09,0.09,0.09,0.16,0.05,0.21,0.16,0.21,standard
ESP-La Liga,2024,Espanyol,Alex Král,CZE,MF,26-327,1998,29,27,2461,27.3,0,1,1,0,0,0,1,0,1.0,1.0,1.5,2.6,47,73,75,0.0,0.04,0.04,0.0,0.04,0.04,0.06,0.09,0.04,0.09,standard
ESP-La Liga,2024,Espanyol,Antoniu,ESP,"MF,FW",22-218,2002,18,7,579,6.4,0,1,1,0,0,0,3,0,0.8,0.8,1.1,1.9,19,16,36,0.0,0.16,0.16,0.0,0.16,0.13,0.17,0.3,0.13,0.3,standard
ESP-La Liga,2024,Espanyol,Brian Oliván,ESP,DF,31-010,1994,17,12,1017,11.3,0,1,1,0,0,0,2,0,0.4,0.4,1.1,1.5,21,40,57,0.0,0.09,0.09,0.0,0.09,0.03,0.1,0.13,0.03,0.13,standard
ESP-La Liga,2024,Espanyol,Carlos Romero,ESP,"DF,MF",23-164,2001,25,19,1753,19.5,2,1,3,2,0,0,5,0,1.7,1.7,1.1,2.8,34,43,70,0.1,0.05,0.15,0.1,0.15,0.08,0.06,0.14,0.08,0.14,standard
ESP-La Liga,2024,Espanyol,Edu Expósito,ESP,"MF,FW",28-253,1996,10,3,336,3.7,0,1,1,0,0,0,2,0,0.2,0.2,1.3,1.5,7,22,10,0.0,0.27,0.27,0.0,0.27,0.07,0.35,0.41,0.07,0.41,standard
ESP-La Liga,2024,Espanyol,Fernando Calero,ESP,"DF,MF",29-209,1995,14,3,436,4.8,1,0,1,1,0,0,0,0,0.3,0.3,0.0,0.3,0,7,1,0.21,0.0,0.21,0.21,0.21,0.06,0.0,0.06,0.06,0.06,standard
ESP-La Liga,2024,Espanyol,Irvin Cardona,FRA,"FW,MF",27-246,1997,16,5,606,6.7,1,1,2,1,0,0,1,0,1.1,1.1,0.6,1.7,14,15,43,0.15,0.15,0.3,0.15,0.3,0.16,0.09,0.25,0.16,0.25,standard
ESP-La Liga,2024,Espanyol,Javi Puado,ESP,"FW,MF",26-321,1998,27,27,2310,25.7,10,2,12,6,4,4,5,0,8.9,5.8,1.6,7.4,54,52,82,0.39,0.08,0.47,0.23,0.31,0.35,0.06,0.41,0.22,0.29,standard
ESP-La Liga,2024,Espanyol,Joan García,ESP,GK,23-342,2001,29,29,2610,29.0,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard
ESP-La Liga,2024,Espanyol,Jofre,ESP,"MF,FW",23-298,2001,28,22,1772,19.7,3,3,6,3,0,0,5,0,2.3,2.3,1.8,4.1,50,42,116,0.15,0.15,0.3,0.15,0.3,0.12,0.09,0.21,0.12,0.21,standard
ESP-La Liga,2024,Espanyol,José Gragera,ESP,MF,24-132,2000,10,7,569,6.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,1,14,3,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,standard
ESP-La Liga,2024,Espanyol,Justin Smith,CAN,MF,22-066,2003,5,3,209,2.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4,6,7,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,standard
ESP-La Liga,2024,Espanyol,Leandro Cabrera,URU,DF,33-298,1991,25,24,2160,24.0,3,1,4,3,0,0,3,0,0.8,0.8,0.4,1.2,6,55,4,0.12,0.04,0.17,0.12,0.17,0.03,0.02,0.05,0.03,0.05,standard
ESP-La Liga,2024,Espanyol,Marash Kumbulla,ALB,DF,25-062,2000,27,26,2271,25.2,2,0,2,2,0,0,7,0,1.3,1.3,0.0,1.4,9,53,2,0.08,0.0,0.08,0.08,0.08,0.05,0.0,0.05,0.05,0.05,standard
ESP-La Liga,2024,Espanyol,Naci Ünüvar,NED,"MF,DF",21-302,2003,2,0,31,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,1,1,4,0.0,0.0,0.0,0.0,0.0,0.14,0.09,0.23,0.14,0.23,standard
ESP-La Liga,2024,Espanyol,Omar El Hilali,MAR,DF,21-211,2003,28,28,2468,27.4,0,2,2,0,0,0,10,0,0.0,0.0,0.7,0.7,29,69,41,0.0,0.07,0.07,0.0,0.07,0.0,0.02,0.03,0.0,0.03,standard
ESP-La Liga,2024,Espanyol,Pere Milla,ESP,"MF,FW",32-200,1992,13,1,268,3.0,1,0,1,1,0,0,3,0,0.6,0.6,0.1,0.7,6,6,19,0.34,0.0,0.34,0.34,0.34,0.2,0.03,0.23,0.2,0.23,standard
ESP-La Liga,2024,Espanyol,Pol Lozano,ESP,MF,25-187,1999,22,20,1525,16.9,0,0,0,0,0,0,10,0,0.2,0.2,0.5,0.7,12,91,11,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.04,0.01,0.04,standard
ESP-La Liga,2024,Espanyol,Rafael Bauza,ESP,MF,20-071,2005,5,2,183,2.0,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,1,7,3,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,standard
