nation,pos,age,born,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,league,season,stat_type
ITA,DF,21-121,2003,6,4,272,3.0,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,5,20,7,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05,ITA-Serie A,2024,standard
GHA,MF,21-324,2003,5,1,122,1.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ITA-Serie A,2024,standard
SWE,DF,26-088,1999,25,22,1877,20.9,0,0,0,0,0,0,8,0,0.8,0.8,0.1,0.8,5,42,1,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,ITA-Serie A,2024,standard
COL,"DF,MF",36-320,1988,18,6,685,7.6,0,2,2,0,0,0,1,0,0.8,0.7,1.4,2.1,36,48,71,0.0,0.26,0.26,0.0,0.26,0.1,0.18,0.28,0.1,0.28,ITA-Serie A,2024,standard
ARG,GK,30-340,1994,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ITA-Serie A,2024,standard
SRB,"MF,FW",23-046,2002,28,6,1045,11.6,2,1,3,2,0,0,3,0,1.9,1.9,1.7,3.6,49,79,93,0.17,0.09,0.26,0.17,0.26,0.17,0.15,0.31,0.17,0.31,ITA-Serie A,2024,standard
ITA,MF,25-081,2000,24,7,840,9.3,3,2,5,3,0,0,1,0,2.9,2.9,0.9,3.8,42,27,62,0.32,0.21,0.54,0.32,0.54,0.31,0.1,0.41,0.31,0.41,ITA-Serie A,2024,standard
ITA,GK,24-284,2000,28,28,2520,28.0,0,0,0,0,0,0,1,0,0.0,0.0,0.2,0.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,ITA-Serie A,2024,standard
ITA,DF,20-039,2005,7,0,104,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,7,4,9,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.0,0.12,ITA-Serie A,2024,standard
CRO,MF,30-061,1995,27,19,1591,17.7,2,3,5,2,0,1,1,0,5.8,5.0,3.0,8.0,35,116,52,0.11,0.17,0.28,0.11,0.28,0.33,0.17,0.5,0.29,0.45,ITA-Serie A,2024,standard
NED,"MF,DF",34-013,1991,30,28,2518,28.0,4,3,7,4,0,0,5,0,0.9,0.9,1.8,2.6,29,205,28,0.14,0.11,0.25,0.14,0.25,0.03,0.06,0.09,0.03,0.09,ITA-Serie A,2024,standard
ITA,FW,25-347,1999,29,25,1794,19.9,22,4,26,19,3,4,2,0,14.4,11.2,3.2,14.4,16,30,147,1.1,0.2,1.3,0.95,1.15,0.72,0.16,0.88,0.56,0.72,ITA-Serie A,2024,standard
ITA,DF,22-274,2002,24,17,1527,17.0,0,2,2,0,0,0,2,0,0.2,0.2,1.7,1.9,52,95,94,0.0,0.12,0.12,0.0,0.12,0.01,0.1,0.11,0.01,0.11,ITA-Serie A,2024,standard
NED,MF,24-295,2000,1,0,22,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ITA-Serie A,2024,standard
ITA,"FW,MF",25-283,1999,14,0,356,4.0,2,2,4,2,0,0,4,0,0.9,0.9,0.5,1.5,7,13,33,0.51,0.51,1.01,0.51,1.01,0.24,0.14,0.37,0.24,0.37,ITA-Serie A,2024,standard
CIV,DF,24-097,2001,12,7,720,8.0,0,0,0,0,0,0,1,0,0.5,0.5,0.0,0.6,11,29,9,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07,ITA-Serie A,2024,standard
ITA,DF,34-183,1990,8,2,345,3.8,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,5,22,5,0.0,0.0,0.0,0.0,0.0,0.01,0.05,0.06,0.01,0.06,ITA-Serie A,2024,standard
ITA,DF,24-329,2000,27,21,1910,21.2,0,6,6,0,0,0,3,0,1.0,1.0,3.1,4.1,69,73,157,0.0,0.28,0.28,0.0,0.28,0.05,0.15,0.19,0.05,0.19,ITA-Serie A,2024,standard
POR,GK,37-055,1988,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ITA-Serie A,2024,standard
BIH,DF,31-295,1993,22,22,1859,20.7,0,2,2,0,0,0,7,0,0.8,0.8,1.8,2.6,52,141,47,0.0,0.1,0.1,0.0,0.1,0.04,0.09,0.13,0.04,0.13,ITA-Serie A,2024,standard
AUT,DF,27-332,1997,4,4,342,3.8,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,4,19,4,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.06,0.06,ITA-Serie A,2024,standard
SRB,"FW,MF",21-019,2004,3,0,60,0.7,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,0,0,5,0.0,0.0,0.0,0.0,0.0,0.23,0.15,0.38,0.23,0.38,ITA-Serie A,2024,standard
BRA,MF,25-278,1999,30,27,2396,26.6,3,1,4,3,0,0,5,1,3.0,3.0,3.7,6.7,30,173,67,0.11,0.04,0.15,0.11,0.15,0.11,0.14,0.25,0.11,0.25,ITA-Serie A,2024,standard
ARG,FW,21-204,2003,18,13,977,10.9,3,2,5,3,0,0,0,0,2.0,2.0,0.4,2.3,44,26,101,0.28,0.18,0.46,0.28,0.46,0.18,0.04,0.22,0.18,0.22,ITA-Serie A,2024,standard
GRE,DF,31-171,1993,14,10,860,9.6,0,4,4,0,0,0,2,0,0.1,0.1,1.5,1.6,9,42,25,0.0,0.42,0.42,0.0,0.42,0.01,0.15,0.16,0.01,0.16,ITA-Serie A,2024,standard
SUI,FW,24-168,2000,26,22,1797,20.0,8,3,11,6,2,2,2,0,6.5,4.9,2.3,7.2,118,65,200,0.4,0.15,0.55,0.3,0.45,0.32,0.12,0.44,0.24,0.36,ITA-Serie A,2024,standard
ITA,DF,28-126,1996,7,5,444,4.9,0,1,1,0,0,0,2,0,0.0,0.0,0.9,0.9,4,34,17,0.0,0.2,0.2,0.0,0.2,0.01,0.18,0.18,0.01,0.18,ITA-Serie A,2024,standard
SWE,DF,24-333,2000,17,10,971,10.8,1,1,2,1,0,0,3,0,0.5,0.5,0.4,0.9,23,45,37,0.09,0.09,0.19,0.09,0.19,0.05,0.04,0.08,0.05,0.08,ITA-Serie A,2024,standard
ESP,FW,21-230,2003,1,0,9,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.2,1,0,1,0.0,0.0,0.0,0.0,0.0,0.71,1.65,2.35,0.71,2.35,ITA-Serie A,2024,standard
ITA,GK,25-151,1999,9,8,786,8.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ITA-Serie A,2024,standard
ITA,MF,22-087,2003,25,7,882,9.8,3,1,4,3,0,0,2,0,2.1,2.1,1.1,3.2,12,12,34,0.31,0.1,0.41,0.31,0.41,0.21,0.11,0.32,0.21,0.32,ITA-Serie A,2024,standard
DEN,"MF,FW",26-011,1999,26,21,1724,19.2,6,1,7,6,0,0,1,0,3.6,3.6,1.8,5.4,32,44,95,0.31,0.05,0.37,0.31,0.37,0.19,0.09,0.28,0.19,0.28,ITA-Serie A,2024,standard
SWE,FW,26-260,1998,7,3,298,3.3,1,0,1,1,0,0,1,0,0.7,0.7,0.1,0.8,6,6,31,0.3,0.0,0.3,0.3,0.3,0.22,0.03,0.25,0.22,0.25,ITA-Serie A,2024,standard
COL,DF,26-289,1998,25,23,2059,22.9,0,1,1,0,0,0,5,1,0.5,0.5,0.3,0.8,31,86,6,0.0,0.04,0.04,0.0,0.04,0.02,0.01,0.04,0.02,0.04,ITA-Serie A,2024,standard
ESP,DF,25-082,2000,26,20,1854,20.6,0,6,6,0,0,0,3,0,0.4,0.4,5.1,5.5,30,126,75,0.0,0.29,0.29,0.0,0.29,0.02,0.25,0.27,0.02,0.27,ITA-Serie A,2024,standard
POL,MF,20-216,2004,7,1,247,2.7,1,0,1,1,0,0,2,0,0.3,0.3,0.5,0.8,5,15,19,0.36,0.0,0.36,0.36,0.36,0.12,0.17,0.29,0.12,0.29,ITA-Serie A,2024,standard
SCO,MF,25-230,1999,13,7,713,7.9,1,1,2,0,1,1,0,0,0.8,0.0,0.9,0.9,13,34,19,0.13,0.13,0.25,0.0,0.13,0.1,0.11,0.21,0.01,0.12,ITA-Serie A,2024,standard
ITA,DF,36-323,1988,14,10,768,8.5,1,0,1,1,0,0,1,0,0.6,0.6,0.3,0.9,4,32,20,0.12,0.0,0.12,0.12,0.12,0.07,0.03,0.1,0.07,0.1,ITA-Serie A,2024,standard
CRO,DF,27-077,1998,6,4,290,3.2,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,4,11,1,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07,ITA-Serie A,2024,standard
SUI,MF,28-095,1997,10,6,517,5.7,0,0,0,0,0,0,1,0,0.4,0.4,0.3,0.7,6,26,12,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.12,0.06,0.12,ITA-Serie A,2024,standard
ITA,FW,24-104,2000,11,2,323,3.6,1,3,4,1,0,0,0,0,0.3,0.3,1.7,2.0,25,15,28,0.28,0.84,1.11,0.28,1.11,0.08,0.47,0.55,0.08,0.55,ITA-Serie A,2024,standard
ITA,DF,27-056,1998,12,7,689,7.7,0,0,0,0,0,0,1,0,0.1,0.1,0.3,0.4,2,18,1,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.06,0.02,0.06,ITA-Serie A,2024,standard
CRO,MF,27-030,1998,18,14,1107,12.3,0,2,2,0,0,0,1,0,0.5,0.5,0.8,1.3,17,89,20,0.0,0.16,0.16,0.0,0.16,0.04,0.07,0.11,0.04,0.11,ITA-Serie A,2024,standard
MAR,MF,23-317,2001,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ITA-Serie A,2024,standard
SUI,MF,32-361,1992,30,30,2614,29.0,0,2,2,0,0,0,6,0,1.0,1.0,1.3,2.4,35,178,48,0.0,0.07,0.07,0.0,0.07,0.03,0.05,0.08,0.03,0.08,ITA-Serie A,2024,standard
ITA,FW,28-077,1997,23,18,1450,16.1,11,3,14,8,3,3,0,0,7.8,5.4,3.2,8.6,49,61,152,0.68,0.19,0.87,0.5,0.68,0.48,0.2,0.68,0.34,0.54,ITA-Serie A,2024,standard
NED,DF,26-145,1998,30,28,2562,28.5,0,1,1,0,0,0,0,0,1.4,1.4,0.9,2.3,27,135,7,0.0,0.04,0.04,0.0,0.04,0.05,0.03,0.08,0.05,0.08,ITA-Serie A,2024,standard
ENG,"FW,MF",21-189,2003,7,0,118,1.3,1,0,1,1,0,0,0,0,0.1,0.1,0.1,0.3,5,7,27,0.76,0.0,0.76,0.76,0.76,0.11,0.09,0.19,0.11,0.19,ITA-Serie A,2024,standard
ARG,FW,20-194,2004,30,25,2131,23.7,8,4,12,8,0,1,5,0,7.0,6.2,2.3,8.6,15,36,123,0.34,0.17,0.51,0.34,0.51,0.3,0.1,0.4,0.26,0.36,ITA-Serie A,2024,standard
AUT,DF,27-332,1997,14,7,714,7.9,0,0,0,0,0,0,1,0,0.3,0.3,0.7,1.0,11,36,35,0.0,0.0,0.0,0.0,0.0,0.04,0.09,0.13,0.04,0.13,ITA-Serie A,2024,standard
NED,"FW,MF",24-251,2000,25,6,711,7.9,2,0,2,2,0,0,1,0,3.6,3.6,0.4,4.0,5,10,56,0.25,0.0,0.25,0.25,0.25,0.46,0.05,0.51,0.46,0.51,ITA-Serie A,2024,standard
ITA,MF,25-270,1999,16,11,927,10.3,2,2,4,2,0,0,6,2,1.7,1.6,1.3,2.9,10,30,19,0.19,0.19,0.39,0.19,0.39,0.17,0.12,0.29,0.15,0.28,ITA-Serie A,2024,standard
POL,GK,33-341,1991,23,23,2004,22.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ITA-Serie A,2024,standard
SVK,DF,22-231,2002,17,12,940,10.4,1,1,2,1,0,0,4,0,0.9,0.9,0.4,1.3,12,46,16,0.1,0.1,0.19,0.1,0.19,0.08,0.04,0.12,0.08,0.12,ITA-Serie A,2024,standard
ALB,GK,27-117,1997,6,6,540,6.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ITA-Serie A,2024,standard
ITA,MF,29-253,1995,23,13,1136,12.6,0,1,1,0,0,0,4,0,0.8,0.8,0.6,1.3,8,31,29,0.0,0.08,0.08,0.0,0.08,0.06,0.04,0.1,0.06,0.1,ITA-Serie A,2024,standard
CGO,MF,26-267,1998,26,21,1700,18.9,0,1,1,0,0,0,3,1,0.3,0.3,0.4,0.7,8,76,12,0.0,0.05,0.05,0.0,0.05,0.02,0.02,0.04,0.02,0.04,ITA-Serie A,2024,standard
ITA,GK,23-229,2001,12,12,1080,12.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ITA-Serie A,2024,standard
ROU,"FW,MF",27-001,1998,6,1,166,1.8,1,0,1,1,0,0,1,0,0.2,0.2,0.0,0.2,3,4,14,0.54,0.0,0.54,0.54,0.54,0.12,0.01,0.13,0.12,0.13,ITA-Serie A,2024,standard
ITA,DF,25-110,1999,30,28,2479,27.5,2,0,2,2,0,0,3,0,0.8,0.8,3.1,3.9,46,113,61,0.07,0.0,0.07,0.07,0.07,0.03,0.11,0.14,0.03,0.14,ITA-Serie A,2024,standard
ITA,"MF,FW",24-341,2000,22,8,883,9.8,2,3,5,2,0,0,0,0,4.8,4.8,1.2,6.0,10,35,70,0.2,0.31,0.51,0.2,0.51,0.49,0.13,0.62,0.49,0.62,ITA-Serie A,2024,standard
PER,"FW,MF",35-063,1990,12,1,310,3.4,0,0,0,0,0,0,1,0,1.4,1.4,0.1,1.4,7,7,16,0.0,0.0,0.0,0.0,0.0,0.4,0.02,0.42,0.4,0.42,ITA-Serie A,2024,standard
ARG,DF,35-096,1990,12,6,637,7.1,1,0,1,1,0,0,2,0,0.5,0.5,0.0,0.5,2,23,1,0.14,0.0,0.14,0.14,0.14,0.07,0.0,0.07,0.07,0.07,ITA-Serie A,2024,standard
ZAM,"MF,FW",22-096,2003,4,0,77,0.9,0,0,0,0,0,0,0,0,0.4,0.4,0.0,0.4,1,0,3,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.41,0.41,0.41,ITA-Serie A,2024,standard
ITA,"FW,MF",36-136,1988,23,0,343,3.8,1,0,1,1,0,0,4,0,2.2,2.2,1.0,3.2,1,17,20,0.26,0.0,0.26,0.26,0.26,0.56,0.26,0.83,0.56,0.83,ITA-Serie A,2024,standard
POL,DF,28-059,1997,5,1,184,2.0,0,0,0,0,0,0,1,0,0.2,0.2,0.2,0.4,1,5,0,0.0,0.0,0.0,0.0,0.0,0.1,0.07,0.18,0.1,0.18,ITA-Serie A,2024,standard
ITA,MF,21-104,2003,10,7,487,5.4,0,0,0,0,0,0,1,0,0.1,0.1,0.7,0.8,1,17,6,0.0,0.0,0.0,0.0,0.0,0.02,0.13,0.14,0.02,0.14,ITA-Serie A,2024,standard
ITA,"MF,FW",23-359,2001,18,9,876,9.7,0,3,3,0,0,0,1,0,0.6,0.6,1.0,1.6,38,18,72,0.0,0.31,0.31,0.0,0.31,0.06,0.1,0.16,0.06,0.16,ITA-Serie A,2024,standard
FRA,MF,24-266,2000,28,20,1826,20.3,0,1,1,0,0,0,4,1,0.9,0.9,2.0,2.9,13,76,42,0.0,0.05,0.05,0.0,0.05,0.04,0.1,0.14,0.04,0.14,ITA-Serie A,2024,standard
ITA,"DF,FW",25-296,1999,28,26,2163,24.0,5,0,5,5,0,0,2,0,2.5,2.5,1.9,4.5,51,44,115,0.21,0.0,0.21,0.21,0.21,0.1,0.08,0.19,0.1,0.19,ITA-Serie A,2024,standard
ITA,"MF,FW",35-181,1989,23,15,1089,12.1,3,1,4,3,0,0,2,0,2.1,2.1,1.8,3.9,19,44,68,0.25,0.08,0.33,0.25,0.33,0.17,0.15,0.32,0.17,0.32,ITA-Serie A,2024,standard
BRA,DF,30-270,1994,6,5,426,4.7,0,0,0,0,0,0,2,0,0.5,0.5,0.9,1.4,15,13,26,0.0,0.0,0.0,0.0,0.0,0.11,0.19,0.3,0.11,0.3,ITA-Serie A,2024,standard
ITA,FW,24-074,2001,31,31,2596,28.8,7,1,8,6,1,1,4,0,9.6,8.8,0.9,9.7,21,32,136,0.24,0.03,0.28,0.21,0.24,0.33,0.03,0.37,0.31,0.34,ITA-Serie A,2024,standard
ROU,MF,28-323,1996,26,11,1141,12.7,3,2,5,1,2,2,4,0,2.2,0.7,3.0,3.7,19,71,23,0.24,0.16,0.39,0.08,0.24,0.18,0.24,0.41,0.05,0.29,ITA-Serie A,2024,standard
ITA,DF,28-217,1996,31,31,2790,31.0,1,3,4,1,0,0,4,0,2.0,2.0,1.3,3.3,22,86,9,0.03,0.1,0.13,0.03,0.13,0.07,0.04,0.11,0.07,0.11,ITA-Serie A,2024,standard
ITA,GK,28-315,1996,13,13,1170,13.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ITA-Serie A,2024,standard
ITA,"DF,FW",30-224,1994,31,23,2112,23.5,0,5,5,0,0,0,3,0,0.3,0.3,3.9,4.1,50,95,98,0.0,0.21,0.21,0.0,0.21,0.01,0.17,0.18,0.01,0.18,ITA-Serie A,2024,standard
COL,DF,30-200,1994,27,27,2259,25.1,0,0,0,0,0,0,6,1,2.1,2.1,0.3,2.4,14,70,9,0.0,0.0,0.0,0.0,0.0,0.08,0.01,0.1,0.08,0.1,ITA-Serie A,2024,standard
ANG,"FW,MF",23-033,2002,20,14,1193,13.3,2,1,3,2,0,0,2,0,1.3,1.3,1.6,3.0,53,24,94,0.15,0.08,0.23,0.15,0.23,0.1,0.12,0.22,0.1,0.22,ITA-Serie A,2024,standard
ITA,FW,28-360,1996,5,0,87,1.0,0,0,0,0,0,0,0,0,1.0,1.0,0.0,1.0,0,0,11,0.0,0.0,0.0,0.0,0.0,1.05,0.0,1.05,1.05,1.05,ITA-Serie A,2024,standard
ITA,DF,26-180,1998,23,20,1825,20.3,0,2,2,0,0,0,1,1,0.8,0.8,0.7,1.5,4,36,1,0.0,0.1,0.1,0.0,0.1,0.04,0.03,0.07,0.04,0.07,ITA-Serie A,2024,standard
ESP,DF,32-280,1992,19,18,1416,15.7,0,0,0,0,0,0,4,0,0.3,0.3,1.0,1.3,21,64,51,0.0,0.0,0.0,0.0,0.0,0.02,0.06,0.08,0.02,0.08,ITA-Serie A,2024,standard
ITA,"FW,MF",30-275,1994,12,0,112,1.2,1,1,2,1,0,0,1,0,0.3,0.3,0.8,1.1,4,5,12,0.8,0.8,1.61,0.8,1.61,0.23,0.62,0.85,0.23,0.85,ITA-Serie A,2024,standard
ITA,"DF,FW",34-069,1991,9,3,377,4.2,0,0,0,0,0,0,2,0,0.0,0.0,0.2,0.2,9,6,7,0.0,0.0,0.0,0.0,0.0,0.01,0.05,0.06,0.01,0.06,ITA-Serie A,2024,standard
IRQ,"FW,DF",21-081,2004,2,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ITA-Serie A,2024,standard
GAM,"FW,DF",23-159,2001,24,20,1592,17.7,1,3,4,1,0,0,2,1,1.6,1.6,3.9,5.5,73,35,157,0.06,0.17,0.23,0.06,0.23,0.09,0.22,0.31,0.09,0.31,ITA-Serie A,2024,standard
GRE,FW,25-252,1999,7,1,202,2.2,1,0,1,1,0,0,1,0,1.4,1.4,0.1,1.5,3,1,17,0.45,0.0,0.45,0.45,0.45,0.61,0.07,0.67,0.61,0.67,ITA-Serie A,2024,standard
ITA,FW,31-112,1993,18,7,593,6.6,2,0,2,2,0,0,1,0,2.5,2.5,0.4,2.8,9,9,33,0.3,0.0,0.3,0.3,0.3,0.37,0.05,0.43,0.37,0.43,ITA-Serie A,2024,standard
SEN,"FW,MF",19-216,2005,13,12,1080,12.0,6,1,7,6,0,0,2,0,3.1,3.1,0.4,3.4,44,33,102,0.5,0.08,0.58,0.5,0.58,0.25,0.03,0.29,0.25,0.29,ITA-Serie A,2024,standard
CIV,MF,25-028,2000,4,0,51,0.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,3,1,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,ITA-Serie A,2024,standard
ITA,MF,33-030,1992,2,1,22,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ITA-Serie A,2024,standard
ENG,MF,29-000,1996,1,0,9,0.1,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ITA-Serie A,2024,standard
ITA,DF,31-160,1993,26,22,1992,22.1,0,0,0,0,0,0,10,1,1.8,1.8,0.1,2.0,17,59,7,0.0,0.0,0.0,0.0,0.0,0.08,0.01,0.09,0.08,0.09,ITA-Serie A,2024,standard
IDN,GK,28-083,1997,8,8,720,8.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ITA-Serie A,2024,standard
ITA,DF,31-222,1993,7,5,431,4.8,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,5,25,5,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,ITA-Serie A,2024,standard
BRA,DF,19-089,2006,7,1,171,1.9,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.1,2,8,1,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,ITA-Serie A,2024,standard
BRA,"FW,MF",27-358,1997,30,28,2219,24.7,3,3,6,3,0,0,4,0,3.2,3.2,3.0,6.2,56,91,137,0.12,0.12,0.24,0.12,0.24,0.13,0.12,0.25,0.13,0.25,ITA-Serie A,2024,standard
BEL,DF,23-010,2002,15,12,1066,11.8,0,1,1,0,0,0,3,0,0.2,0.2,0.5,0.7,16,33,32,0.0,0.08,0.08,0.0,0.08,0.02,0.04,0.06,0.02,0.06,ITA-Serie A,2024,standard
CRO,DF,24-237,2000,7,6,537,6.0,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,3,23,9,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04,ITA-Serie A,2024,standard
FRA,GK,29-307,1995,13,13,1170,13.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ITA-Serie A,2024,standard
FRA,FW,26-344,1998,7,1,204,2.3,2,0,2,2,0,0,0,0,1.0,1.0,0.0,1.0,12,4,21,0.88,0.0,0.88,0.88,0.88,0.44,0.01,0.46,0.44,0.46,ITA-Serie A,2024,standard
ITA,MF,29-147,1995,11,3,335,3.7,1,1,2,1,0,0,1,0,0.2,0.2,0.6,0.8,2,27,14,0.27,0.27,0.54,0.27,0.54,0.06,0.15,0.21,0.06,0.21,ITA-Serie A,2024,standard
FRA,MF,23-306,2001,29,23,2017,22.4,3,1,4,3,0,0,3,0,1.5,1.5,2.6,4.1,49,104,68,0.13,0.04,0.18,0.13,0.18,0.07,0.12,0.18,0.07,0.18,ITA-Serie A,2024,standard
GER,DF,30-073,1995,25,24,2075,23.1,0,0,0,0,0,0,5,1,1.1,1.1,1.2,2.3,14,75,3,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.1,0.05,0.1,ITA-Serie A,2024,standard
