nation,pos,age,born,90s,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels,league,season,stat_type
FRA,"MF,FW",37,1985,18.8,3,0,0,16,15,7,86,15,12,0,0,0,84,13,17,43.3,FRA-Ligue 1,2022,misc
FRA,"FW,MF",35,1987,12.0,5,2,2,18,15,4,54,2,3,2,0,0,33,12,18,40.0,FRA-Ligue 1,2022,misc
BRA,"MF,FW",23,1999,0.3,0,0,0,2,1,0,0,2,2,0,0,0,4,0,1,0.0,FRA-Ligue 1,2022,misc
FRA,MF,35,1987,14.8,4,1,0,24,13,0,79,24,17,0,0,0,94,20,24,45.5,FRA-Ligue 1,2022,misc
ROU,"MF,DF",17,2004,1.5,1,0,0,3,1,0,0,1,3,0,0,0,9,0,0,,FRA-Ligue 1,2022,misc
FRA,MF,25,1997,27.2,7,0,0,29,36,1,6,19,26,1,0,0,168,5,13,27.8,FRA-Ligue 1,2022,misc
FRA,"MF,DF",20,2002,3.1,0,0,0,5,2,0,10,2,5,0,0,0,12,0,12,0.0,FRA-Ligue 1,2022,misc
TUN,FW,35,1986,5.0,0,1,0,5,6,3,2,0,2,0,0,0,10,9,20,31.0,FRA-Ligue 1,2022,misc
ALG,"MF,FW",30,1992,12.8,2,0,0,25,24,4,42,5,10,2,0,0,75,7,9,43.8,FRA-Ligue 1,2022,misc
MLI,DF,27,1995,10.2,4,0,0,15,17,0,27,12,19,0,0,0,67,4,12,25.0,FRA-Ligue 1,2022,misc
SEN,FW,21,2001,20.4,0,0,0,32,24,12,16,4,13,1,1,1,52,43,63,40.6,FRA-Ligue 1,2022,misc
CIV,DF,32,1990,15.2,2,0,0,10,13,4,19,18,12,0,0,0,68,17,14,54.8,FRA-Ligue 1,2022,misc
FRA,"MF,FW",28,1994,24.8,2,0,0,14,45,5,16,7,20,2,1,0,108,19,28,40.4,FRA-Ligue 1,2022,misc
FRA,"FW,MF",22,2000,13.9,1,0,0,7,9,6,12,10,9,0,0,0,51,8,19,29.6,FRA-Ligue 1,2022,misc
FRA,MF,26,1995,0.2,0,0,0,0,0,0,2,0,0,0,0,0,2,0,1,0.0,FRA-Ligue 1,2022,misc
MAR,"MF,FW",22,2000,12.5,1,0,0,11,24,1,17,15,8,0,0,0,70,5,12,29.4,FRA-Ligue 1,2022,misc
FRA,"MF,DF",22,2000,31.8,8,1,1,67,42,1,9,21,30,0,1,0,193,27,13,67.5,FRA-Ligue 1,2022,misc
BEN,DF,28,1994,34.4,7,0,0,42,11,0,2,59,36,0,3,2,151,63,31,67.0,FRA-Ligue 1,2022,misc
ALG,DF,31,1991,5.3,0,0,0,4,5,2,38,4,3,0,0,0,21,9,6,60.0,FRA-Ligue 1,2022,misc
ALG,"DF,FW",25,1997,9.0,1,0,0,13,15,2,16,8,12,0,0,0,53,2,9,18.2,FRA-Ligue 1,2022,misc
BIH,DF,22,1999,7.1,1,1,0,10,2,1,8,8,6,0,0,0,28,4,4,50.0,FRA-Ligue 1,2022,misc
ALG,"MF,FW",22,1999,23.7,3,0,0,43,31,1,35,28,38,0,0,0,180,18,23,43.9,FRA-Ligue 1,2022,misc
FRA,"DF,MF",29,1993,4.7,2,0,0,4,3,0,1,10,7,0,2,0,29,6,5,54.5,FRA-Ligue 1,2022,misc
SEN,FW,23,1999,12.6,4,0,0,12,27,2,7,1,2,0,0,0,35,23,50,31.5,FRA-Ligue 1,2022,misc
ALG,DF,27,1995,2.3,1,0,0,4,1,0,5,4,4,0,1,0,18,0,0,,FRA-Ligue 1,2022,misc
FRA,"MF,FW",22,1999,0.3,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,,FRA-Ligue 1,2022,misc
FRA,"FW,MF",17,2005,3.0,0,0,0,4,7,0,2,0,3,0,0,0,14,2,5,28.6,FRA-Ligue 1,2022,misc
FRA,DF,17,2004,6.1,0,0,0,3,9,0,13,4,5,0,0,0,25,0,4,0.0,FRA-Ligue 1,2022,misc
FRA,"DF,MF",22,2000,1.9,0,0,0,1,3,0,10,3,9,0,0,0,17,1,0,100.0,FRA-Ligue 1,2022,misc
FRA,FW,29,1992,5.6,1,0,0,10,4,3,3,0,0,0,0,0,9,19,21,47.5,FRA-Ligue 1,2022,misc
CRO,FW,25,1996,0.3,0,0,0,1,0,0,2,0,1,0,0,0,1,0,1,0.0,FRA-Ligue 1,2022,misc
SVN,DF,29,1993,22.0,4,0,0,12,16,0,1,22,6,0,1,1,113,44,19,69.8,FRA-Ligue 1,2022,misc
ALG,MF,27,1994,27.7,7,1,1,39,54,0,96,44,40,0,0,0,231,29,18,61.7,FRA-Ligue 1,2022,misc
FRA,DF,19,2003,5.8,2,0,0,5,2,0,0,11,6,0,0,0,36,10,4,71.4,FRA-Ligue 1,2022,misc
FRA,GK,25,1997,27.0,0,0,0,1,2,0,0,1,0,0,1,0,17,6,1,85.7,FRA-Ligue 1,2022,misc
FRA,"MF,DF",35,1987,15.9,8,0,0,32,6,0,46,15,21,0,0,0,107,13,24,35.1,FRA-Ligue 1,2022,misc
SEN,"DF,FW",27,1995,11.8,3,0,0,14,6,0,37,7,10,0,0,0,63,4,14,22.2,FRA-Ligue 1,2022,misc
MAR,"FW,MF",28,1993,9.3,3,1,1,20,20,2,37,5,9,1,0,0,36,1,9,10.0,FRA-Ligue 1,2022,misc
CIV,"DF,FW",25,1996,19.9,2,1,0,27,20,3,48,27,31,0,0,0,118,18,14,56.3,FRA-Ligue 1,2022,misc
FRA,MF,20,2002,2.1,1,0,0,3,0,0,1,2,5,0,0,0,16,2,5,28.6,FRA-Ligue 1,2022,misc
CIV,GK,21,2000,11.0,2,0,0,0,1,0,0,1,0,0,0,0,16,5,0,100.0,FRA-Ligue 1,2022,misc
TUN,DF,23,1999,27.7,3,0,0,46,20,1,81,34,39,0,0,0,141,37,22,62.7,FRA-Ligue 1,2022,misc
FRA,"MF,FW",22,2000,0.6,0,0,0,1,0,0,0,2,1,0,0,0,6,1,2,33.3,FRA-Ligue 1,2022,misc
ALG,DF,27,1995,17.8,5,0,0,23,27,0,38,23,21,0,2,0,95,24,23,51.1,FRA-Ligue 1,2022,misc
FRA,DF,30,1992,6.5,0,0,0,3,1,0,5,8,5,0,0,0,29,6,7,46.2,FRA-Ligue 1,2022,misc
FRA,GK,35,1987,19.0,0,0,0,0,0,0,0,0,0,0,0,0,18,2,0,100.0,FRA-Ligue 1,2022,misc
MLI,MF,30,1992,37.8,3,0,0,50,22,0,14,67,47,0,1,0,242,56,60,48.3,FRA-Ligue 1,2022,misc
FRA,DF,19,2003,2.0,0,0,0,1,4,0,9,2,5,0,0,0,9,3,0,100.0,FRA-Ligue 1,2022,misc
GUF,GK,29,1992,2.0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,,FRA-Ligue 1,2022,misc
FRA,DF,29,1993,1.4,0,0,0,2,1,0,0,2,3,0,0,0,5,3,1,75.0,FRA-Ligue 1,2022,misc
FRA,"MF,FW",25,1996,20.8,1,0,0,21,14,2,99,6,20,0,0,0,89,3,31,8.8,FRA-Ligue 1,2022,misc
FRA,"FW,MF",33,1988,2.8,1,0,0,3,1,3,1,0,1,0,0,0,6,3,7,30.0,FRA-Ligue 1,2022,misc
FRA,"MF,FW",26,1996,15.5,1,0,0,18,22,4,30,10,8,0,0,0,84,14,22,38.9,FRA-Ligue 1,2022,misc
GHA,DF,24,1998,25.1,5,0,0,29,18,1,67,38,44,0,1,0,246,21,20,51.2,FRA-Ligue 1,2022,misc
FRA,MF,26,1996,18.4,1,0,0,13,21,5,88,25,22,0,0,0,106,6,3,66.7,FRA-Ligue 1,2022,misc
FRA,MF,21,2001,12.4,3,0,0,16,23,1,2,14,15,1,0,0,59,6,16,27.3,FRA-Ligue 1,2022,misc
ROU,GK,25,1997,17.0,0,0,0,1,0,0,0,0,0,0,0,0,19,3,0,100.0,FRA-Ligue 1,2022,misc
BRA,DF,28,1993,35.7,7,0,0,38,24,4,4,53,26,1,0,0,178,76,56,57.6,FRA-Ligue 1,2022,misc
GUI,DF,30,1992,19.6,5,1,1,25,10,0,2,27,17,0,0,0,82,24,26,48.0,FRA-Ligue 1,2022,misc
FRA,MF,19,2002,0.7,1,0,0,2,3,0,0,3,1,0,0,0,10,0,0,,FRA-Ligue 1,2022,misc
MAD,DF,26,1996,2.0,0,0,0,2,4,0,4,1,2,0,0,0,8,1,2,33.3,FRA-Ligue 1,2022,misc
FRA,MF,18,2004,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,,FRA-Ligue 1,2022,misc
MLI,"MF,FW",22,1999,17.4,2,1,1,31,22,5,30,18,15,1,0,0,112,22,39,36.1,FRA-Ligue 1,2022,misc
SEN,FW,27,1994,16.5,2,2,0,43,42,8,8,1,7,0,1,0,37,68,65,51.1,FRA-Ligue 1,2022,misc
FRA,"MF,FW",31,1991,14.3,0,0,0,7,4,2,65,12,10,0,0,0,73,5,13,27.8,FRA-Ligue 1,2022,misc
FRA,"FW,MF",19,2003,9.0,1,0,0,14,10,5,6,1,2,1,0,0,13,12,30,28.6,FRA-Ligue 1,2022,misc
CPV,"FW,MF",31,1991,22.3,5,1,1,37,57,5,15,20,23,0,0,0,67,45,68,39.8,FRA-Ligue 1,2022,misc
GUI,"FW,MF",20,2001,0.3,1,0,0,2,0,0,2,0,1,0,0,0,2,0,3,0.0,FRA-Ligue 1,2022,misc
FRA,DF,22,2000,9.6,2,0,0,7,9,0,36,24,21,1,0,0,83,6,11,35.3,FRA-Ligue 1,2022,misc
FRA,DF,33,1989,7.0,0,0,0,6,3,0,14,15,7,0,0,0,39,3,8,27.3,FRA-Ligue 1,2022,misc
MAD,"DF,MF",25,1997,27.0,0,0,0,22,35,1,33,39,23,0,0,1,181,29,22,56.9,FRA-Ligue 1,2022,misc
FRA,"FW,MF",36,1986,1.3,1,0,0,5,1,2,0,0,1,0,0,0,11,7,9,43.8,FRA-Ligue 1,2022,misc
CIV,"MF,FW",25,1996,4.1,1,0,0,8,9,0,6,1,6,0,0,0,24,2,8,20.0,FRA-Ligue 1,2022,misc
FRA,DF,19,2003,17.6,5,1,1,20,13,0,3,26,13,0,1,0,83,24,10,70.6,FRA-Ligue 1,2022,misc
FRA,DF,28,1994,1.1,0,0,0,1,0,0,1,2,0,0,0,0,2,1,0,100.0,FRA-Ligue 1,2022,misc
COM,MF,31,1990,12.0,1,0,0,12,18,0,35,15,11,1,0,0,62,12,6,66.7,FRA-Ligue 1,2022,misc
MAR,DF,23,1999,14.6,1,0,0,13,13,2,1,19,14,1,1,0,78,35,24,59.3,FRA-Ligue 1,2022,misc
HON,"MF,FW",26,1996,2.9,0,0,0,8,5,1,2,1,3,0,0,0,17,3,12,20.0,FRA-Ligue 1,2022,misc
FRA,"FW,MF",18,2003,0.8,0,0,0,4,1,0,2,0,2,0,0,0,5,7,3,70.0,FRA-Ligue 1,2022,misc
FRA,DF,20,2002,3.0,0,0,0,0,2,0,6,2,3,0,0,0,18,3,2,60.0,FRA-Ligue 1,2022,misc
FRA,DF,27,1994,27.7,6,0,0,39,26,0,6,63,27,0,1,1,149,92,42,68.7,FRA-Ligue 1,2022,misc
MTQ,DF,29,1992,11.8,2,0,0,13,14,0,2,20,4,0,2,1,58,11,10,52.4,FRA-Ligue 1,2022,misc
FRA,"FW,MF",25,1996,28.2,1,0,0,23,18,9,214,21,29,0,1,0,134,13,36,26.5,FRA-Ligue 1,2022,misc
FRA,MF,18,2003,3.2,2,0,0,6,0,0,7,1,5,0,0,0,13,6,3,66.7,FRA-Ligue 1,2022,misc
ALG,MF,28,1994,29.5,3,0,0,33,50,0,11,52,48,0,0,0,197,20,30,40.0,FRA-Ligue 1,2022,misc
FRA,MF,22,1999,0.2,0,0,0,1,0,0,1,0,0,0,0,0,2,1,1,50.0,FRA-Ligue 1,2022,misc
FRA,MF,24,1998,18.8,2,0,0,17,26,0,20,25,27,0,0,0,127,7,18,28.0,FRA-Ligue 1,2022,misc
FRA,"FW,MF",24,1997,2.6,0,0,0,5,2,5,1,2,0,0,0,0,7,4,5,44.4,FRA-Ligue 1,2022,misc
ALG,FW,34,1988,11.0,5,0,0,19,14,10,9,1,3,0,0,0,16,22,25,46.8,FRA-Ligue 1,2022,misc
HAI,DF,25,1997,27.9,2,0,0,39,20,4,85,28,38,2,0,0,159,33,22,60.0,FRA-Ligue 1,2022,misc
FIN,DF,28,1994,3.3,0,0,0,3,7,0,13,7,5,0,0,0,14,2,6,25.0,FRA-Ligue 1,2022,misc
ARG,GK,21,2001,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,FRA-Ligue 1,2022,misc
FRA,"MF,FW",24,1998,23.0,1,0,0,33,36,10,32,11,9,0,0,0,61,61,71,46.2,FRA-Ligue 1,2022,misc
ENG,"FW,MF",19,2003,2.0,0,0,0,5,9,0,14,1,0,0,0,0,13,0,4,0.0,FRA-Ligue 1,2022,misc
MAD,DF,30,1991,15.7,4,0,0,18,16,1,64,21,19,0,1,0,119,8,14,36.4,FRA-Ligue 1,2022,misc
FRA,DF,22,1999,34.4,5,0,0,42,16,0,33,53,30,0,0,0,201,61,37,62.2,FRA-Ligue 1,2022,misc
FRA,MF,24,1998,20.2,4,1,0,22,32,0,15,40,36,1,0,0,114,19,24,44.2,FRA-Ligue 1,2022,misc
NED,GK,31,1991,37.0,4,0,0,0,4,0,0,0,0,0,0,0,29,5,1,83.3,FRA-Ligue 1,2022,misc
POR,"MF,FW",25,1996,14.0,2,0,0,23,27,1,34,14,7,1,0,0,69,21,28,42.9,FRA-Ligue 1,2022,misc
SEN,DF,22,1999,14.5,2,0,0,22,18,1,10,26,21,1,1,0,80,8,8,50.0,FRA-Ligue 1,2022,misc
FRA,MF,29,1993,30.7,10,1,0,43,47,1,41,52,55,0,2,0,278,18,10,64.3,FRA-Ligue 1,2022,misc
FRA,"MF,FW",26,1996,15.8,2,0,0,19,24,1,101,11,24,1,0,0,86,18,24,42.9,FRA-Ligue 1,2022,misc
BEN,FW,27,1994,18.4,2,0,0,37,25,10,9,3,5,0,0,0,49,150,105,58.8,FRA-Ligue 1,2022,misc
FRA,FW,18,2003,1.4,0,0,0,1,2,1,1,0,1,0,0,0,3,3,3,50.0,FRA-Ligue 1,2022,misc
ALG,"FW,MF",30,1992,4.0,3,0,0,11,8,2,21,1,2,0,0,0,19,2,1,66.7,FRA-Ligue 1,2022,misc
GHA,DF,22,2000,27.3,10,1,0,33,70,1,22,52,31,0,1,0,203,26,9,74.3,FRA-Ligue 1,2022,misc
SEN,DF,27,1994,2.5,0,0,0,1,7,1,10,4,2,0,1,0,14,5,4,55.6,FRA-Ligue 1,2022,misc
MAR,MF,17,2004,5.6,0,0,0,5,15,2,19,3,1,0,0,0,21,3,7,30.0,FRA-Ligue 1,2022,misc
FRA,"DF,MF",21,2001,1.0,0,0,0,3,1,0,5,0,0,0,0,0,3,4,4,50.0,FRA-Ligue 1,2022,misc
BEL,MF,21,2000,0.6,0,0,0,0,0,0,0,1,2,0,0,0,2,0,1,0.0,FRA-Ligue 1,2022,misc
MLI,DF,18,2004,6.4,2,0,0,9,4,0,4,13,12,0,0,0,42,3,5,37.5,FRA-Ligue 1,2022,misc
KVX,"MF,FW",29,1993,24.0,3,0,0,36,29,4,58,21,26,1,0,0,101,16,42,27.6,FRA-Ligue 1,2022,misc
FRA,DF,33,1989,18.9,4,0,0,15,9,0,3,18,16,0,1,0,87,28,27,50.9,FRA-Ligue 1,2022,misc
FRA,FW,26,1995,24.8,3,0,0,58,42,15,7,6,7,1,0,0,51,48,65,42.5,FRA-Ligue 1,2022,misc
FRA,MF,32,1990,0.3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0.0,FRA-Ligue 1,2022,misc
CMR,MF,28,1993,0.3,0,0,0,0,0,0,1,1,0,0,0,0,3,2,2,50.0,FRA-Ligue 1,2022,misc
GAB,"DF,FW",27,1995,24.9,2,0,0,22,53,1,65,24,24,0,0,0,153,12,17,41.4,FRA-Ligue 1,2022,misc
BEN,"MF,DF",30,1992,2.9,0,0,0,3,3,3,10,1,4,0,0,0,7,1,4,20.0,FRA-Ligue 1,2022,misc
FRA,MF,34,1988,28.9,7,0,0,19,33,0,67,36,34,0,1,0,224,10,10,50.0,FRA-Ligue 1,2022,misc
ANG,"DF,MF",29,1993,8.3,0,0,0,7,17,0,34,9,4,0,0,0,29,2,0,100.0,FRA-Ligue 1,2022,misc
SRB,FW,27,1995,16.1,4,0,0,16,41,7,1,8,5,1,1,0,37,45,59,43.3,FRA-Ligue 1,2022,misc
POL,DF,25,1997,34.6,7,1,0,29,30,0,1,56,23,1,1,0,185,78,41,65.5,FRA-Ligue 1,2022,misc
FRA,MF,33,1989,16.1,3,0,0,24,22,0,3,20,32,0,0,0,98,15,9,62.5,FRA-Ligue 1,2022,misc
BEL,DF,25,1997,24.7,10,1,1,29,35,1,3,34,24,0,0,0,142,20,15,57.1,FRA-Ligue 1,2022,misc
ALG,"DF,MF",30,1992,7.3,1,0,0,4,3,1,24,22,7,0,0,0,36,3,8,27.3,FRA-Ligue 1,2022,misc
SEN,GK,29,1993,37.0,0,0,0,0,6,0,0,2,0,0,0,0,31,5,0,100.0,FRA-Ligue 1,2022,misc
AUT,MF,21,2000,21.9,2,0,0,17,40,1,73,7,15,0,1,0,106,6,13,31.6,FRA-Ligue 1,2022,misc
BRA,DF,25,1996,31.5,4,2,1,21,46,5,84,41,45,2,1,0,186,36,23,61.0,FRA-Ligue 1,2022,misc
GNB,GK,24,1998,1.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,FRA-Ligue 1,2022,misc
TUN,MF,27,1995,22.5,4,0,0,25,36,7,56,33,28,1,1,0,123,12,12,50.0,FRA-Ligue 1,2022,misc
FRA,DF,19,2002,0.4,0,0,0,2,1,0,0,1,1,0,0,0,3,1,0,100.0,FRA-Ligue 1,2022,misc
FRA,MF,19,2002,0.7,0,0,0,0,1,0,0,2,1,0,0,0,11,2,2,50.0,FRA-Ligue 1,2022,misc
FRA,MF,25,1997,26.7,6,0,0,48,48,3,14,25,54,0,3,0,149,27,47,36.5,FRA-Ligue 1,2022,misc
POL,"FW,MF",26,1996,1.1,0,0,0,5,1,0,1,0,0,0,0,0,2,1,5,16.7,FRA-Ligue 1,2022,misc
FRA,"MF,FW",28,1993,14.2,1,0,0,21,18,5,13,4,17,1,0,0,79,12,18,40.0,FRA-Ligue 1,2022,misc
FRA,"MF,FW",24,1998,6.7,0,0,0,7,16,0,7,2,9,0,0,0,25,4,2,66.7,FRA-Ligue 1,2022,misc
FRA,"MF,FW",25,1996,9.5,0,0,0,11,30,0,62,8,7,0,0,0,48,4,14,22.2,FRA-Ligue 1,2022,misc
FRA,GK,28,1994,37.0,3,0,0,0,6,0,0,0,0,0,0,0,42,8,2,80.0,FRA-Ligue 1,2022,misc
CMR,MF,20,2001,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,FRA-Ligue 1,2022,misc
POR,"MF,FW",21,2001,15.6,2,0,0,14,14,0,52,11,7,1,0,0,67,3,11,21.4,FRA-Ligue 1,2022,misc
COL,"DF,MF",28,1993,24.3,5,1,0,42,46,6,60,21,26,1,0,0,116,15,29,34.1,FRA-Ligue 1,2022,misc
ARG,DF,23,1999,30.9,7,0,0,34,18,0,22,26,20,0,0,0,212,37,43,46.3,FRA-Ligue 1,2022,misc
FRA,"MF,FW",31,1990,33.9,4,0,0,37,44,9,99,29,19,1,0,0,124,56,45,55.4,FRA-Ligue 1,2022,misc
COD,FW,31,1991,0.2,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,100.0,FRA-Ligue 1,2022,misc
CMR,FW,23,1999,0.7,0,0,0,2,0,1,0,0,0,0,0,0,5,2,4,33.3,FRA-Ligue 1,2022,misc
COM,"DF,FW",21,2000,1.0,0,0,0,0,3,0,7,2,4,0,0,0,9,1,2,33.3,FRA-Ligue 1,2022,misc
CMR,"MF,DF",22,2000,9.0,3,0,0,7,10,2,3,18,17,0,0,0,63,9,7,56.3,FRA-Ligue 1,2022,misc
FRA,GK,36,1985,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100.0,FRA-Ligue 1,2022,misc
FRA,"DF,MF",28,1994,5.7,2,0,0,14,0,1,50,4,12,0,0,0,50,3,3,50.0,FRA-Ligue 1,2022,misc
FRA,DF,29,1992,31.4,7,0,0,31,39,0,15,38,40,0,0,0,140,47,45,51.1,FRA-Ligue 1,2022,misc
FRA,DF,24,1997,1.8,0,0,0,5,2,0,10,2,4,0,0,0,14,9,7,56.3,FRA-Ligue 1,2022,misc
AUT,DF,23,1998,35.9,7,1,0,39,57,2,0,33,19,1,2,0,224,82,32,71.9,FRA-Ligue 1,2022,misc
BEL,FW,22,2000,28.0,2,0,0,42,47,22,30,2,9,0,0,0,60,13,20,39.4,FRA-Ligue 1,2022,misc
MLI,"DF,MF",29,1992,18.6,5,0,0,19,26,4,26,36,16,1,1,0,88,38,15,71.7,FRA-Ligue 1,2022,misc
NOR,"MF,FW",24,1997,0.3,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,,FRA-Ligue 1,2022,misc
POL,"DF,MF",27,1995,31.5,4,0,0,35,18,6,255,41,51,0,0,0,158,12,21,36.4,FRA-Ligue 1,2022,misc
GLP,"FW,MF",19,2003,1.4,0,0,0,4,0,0,3,1,2,0,0,0,5,3,3,50.0,FRA-Ligue 1,2022,misc
GHA,MF,22,2000,32.2,6,1,0,71,38,0,10,36,26,0,0,1,213,14,17,45.2,FRA-Ligue 1,2022,misc
CIV,MF,27,1995,34.1,2,0,0,22,44,3,54,19,13,1,0,0,196,22,15,59.5,FRA-Ligue 1,2022,misc
CPV,DF,30,1992,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,50.0,FRA-Ligue 1,2022,misc
FRA,"FW,MF",27,1995,7.2,2,0,0,20,1,1,5,1,1,0,0,0,20,5,7,41.7,FRA-Ligue 1,2022,misc
POL,MF,22,2000,2.9,1,0,0,9,2,0,6,4,4,0,0,0,12,3,1,75.0,FRA-Ligue 1,2022,misc
ALG,"FW,MF",25,1996,11.8,2,0,0,15,29,2,75,7,11,1,0,0,60,5,10,33.3,FRA-Ligue 1,2022,misc
ALG,"DF,MF",27,1995,3.9,1,0,0,5,8,1,7,2,1,0,0,0,24,5,5,50.0,FRA-Ligue 1,2022,misc
FRA,FW,19,2003,2.9,1,0,0,6,2,2,2,2,2,0,0,0,9,1,11,8.3,FRA-Ligue 1,2022,misc
BRA,DF,22,1999,17.9,4,0,0,18,20,2,4,25,18,0,0,0,113,32,28,53.3,FRA-Ligue 1,2022,misc
FRA,FW,17,2004,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,FRA-Ligue 1,2022,misc
POR,MF,29,1993,18.1,6,0,0,49,17,1,11,9,19,0,0,0,142,18,12,60.0,FRA-Ligue 1,2022,misc
ENG,MF,21,2000,31.3,8,0,0,54,49,0,49,13,19,2,0,0,139,8,30,21.1,FRA-Ligue 1,2022,misc
FRA,DF,21,2001,29.5,6,0,0,45,13,0,19,17,35,0,0,1,159,41,41,50.0,FRA-Ligue 1,2022,misc
FRA,MF,31,1990,32.4,12,0,0,57,39,1,14,47,74,1,0,0,278,91,61,59.9,FRA-Ligue 1,2022,misc
CMR,MF,18,2004,5.3,3,1,0,13,18,0,1,1,11,2,0,0,38,7,8,46.7,FRA-Ligue 1,2022,misc
KVX,"FW,MF",23,1999,11.7,1,0,0,11,15,2,73,2,12,1,0,0,58,0,6,0.0,FRA-Ligue 1,2022,misc
SWE,"DF,FW",23,1999,9.3,3,0,0,17,21,3,33,10,11,1,0,0,46,12,7,63.2,FRA-Ligue 1,2022,misc
BRA,DF,32,1990,19.8,0,0,0,14,22,2,15,21,18,1,0,0,112,36,22,62.1,FRA-Ligue 1,2022,misc
