league,season,team,player,nation,pos,age,born,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G+A,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Expected xG,Expected npxG,Expected xAG,Expected npxG+xAG,Progression PrgC,Progression PrgP,Progression PrgR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Per 90 Minutes xG,Per 90 Minutes xAG,Per 90 Minutes xG+xAG,Per 90 Minutes npxG,Per 90 Minutes npxG+xAG,stat_type,nation_defense,pos_defense,age_defense,born_defense,90s,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,stat_type_defense,nation_shooting,pos_shooting,age_shooting,born_shooting,90s_shooting,Standard Gls,Standard Sh,Standard SoT,Standard SoT%,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Standard FK,Standard PK,Standard PKatt,Expected xG_shooting,Expected npxG_shooting,Expected npxG/Sh,Expected G-xG,Expected np:G-xG,stat_type_shooting,nation_passing,pos_passing,age_passing,born_passing,90s_passing,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,stat_type_passing,nation_misc,pos_misc,age_misc,born_misc,90s_misc,Performance CrdY_misc,Performance CrdR_misc,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%,stat_type_misc,nation_possession,pos_possession,age_possession,born_possession,90s_possession,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Succ%,Take-Ons Tkld,Take-Ons Tkld%,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,stat_type_possession
FRA-Ligue 1,2024,Strasbourg,Eduard Sobol,UKR,DF,29-356,1995.0,9,0,92,1.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,UKR,DF,29-356,1995.0,1.0,0,0,0,0,0,0,2,0.0,2,2,1,1,2,2,14,0,defense,UKR,DF,29-356,1995.0,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,UKR,DF,29-356,1995.0,1.0,22,34,64.7,357,175,12,12,100.0,8,16,50.0,2,3,66.7,0,0.0,0.0,0.0,0,1,0,0,3,passing,UKR,DF,29-356,1995.0,1.0,2,0,0,4,1,0,1,2,0,0,0,0,4,3,3,50.0,misc,UKR,DF,29-356,1995.0,1.0,53,12,37,14,2,0,53,0,0,,0,,19,56,10,0,1,0,1,0,18,2,possession
FRA-Ligue 1,2024,Monaco,Eliesse Ben Seghir,MAR,"MF,FW",20-054,2005.0,27,17,1558,17.3,6,3,9,4,2,2,0,0,5.2,3.7,4.8,8.5,80,112,160,0.35,0.17,0.52,0.23,0.4,0.3,0.28,0.58,0.21,0.49,standard,MAR,"MF,FW",20-054,2005.0,17.3,25,20,8,11,6,15,27,55.6,12,17,0,17,10,35,3,0,defense,MAR,"MF,FW",20-054,2005.0,17.3,6,53,19,35.8,3.06,1.1,0.08,0.21,21.3,3,2,2,5.2,3.7,0.07,0.8,0.3,shooting,MAR,"MF,FW",20-054,2005.0,17.3,672,853,78.8,9498,2737,401,458,87.6,209,263,79.5,31,70,44.3,3,4.8,4.1,-1.8,30,64,43,3,112,passing,MAR,"MF,FW",20-054,2005.0,17.3,0,0,0,24,51,2,47,10,20,0,0,0,74,11,22,33.3,misc,MAR,"MF,FW",20-054,2005.0,17.3,1115,2,80,468,584,57,1113,87,30,34.5,51,58.6,769,5113,2779,80,81,23,54,33,890,160,possession
FRA-Ligue 1,2024,Monaco,Eliot Matazo,BEL,MF,23-055,2002.0,3,1,68,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,7,3,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.08,0.0,0.08,standard,BEL,MF,23-055,2002.0,0.8,3,2,0,3,0,0,0,,0,0,0,0,1,4,2,0,defense,BEL,MF,23-055,2002.0,0.8,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,BEL,MF,23-055,2002.0,0.8,35,41,85.4,533,168,16,20,80.0,16,16,100.0,1,1,100.0,0,0.1,0.0,-0.1,1,1,0,0,7,passing,BEL,MF,23-055,2002.0,0.8,0,0,0,0,2,0,0,1,2,0,0,0,7,1,0,100.0,misc,BEL,MF,23-055,2002.0,0.8,54,2,8,39,7,0,54,3,0,0.0,3,100.0,23,94,31,0,0,0,3,0,31,3,possession
FRA-Ligue 1,2024,Auxerre,Elisha Owusu,GHA,MF,27-155,1997.0,26,26,2183,24.3,1,3,4,1,0,0,7,0,0.3,0.3,1.0,1.3,8,74,31,0.04,0.12,0.16,0.04,0.16,0.01,0.04,0.05,0.01,0.05,standard,GHA,MF,27-155,1997.0,24.3,71,39,27,39,5,31,46,67.4,15,33,9,24,41,112,34,1,defense,GHA,MF,27-155,1997.0,24.3,1,6,3,50.0,0.25,0.12,0.17,0.33,24.9,0,0,0,0.3,0.3,0.05,0.7,0.7,shooting,GHA,MF,27-155,1997.0,24.3,632,781,80.9,10165,2637,312,362,86.2,257,304,84.5,41,69,59.4,3,1.0,0.5,2.0,14,50,6,1,74,passing,GHA,MF,27-155,1997.0,24.3,7,0,0,48,21,0,8,41,39,0,1,1,150,16,26,38.1,misc,GHA,MF,27-155,1997.0,24.3,1022,43,284,620,131,5,1022,20,8,40.0,11,55.0,473,1807,664,8,10,2,25,23,510,31,possession
FRA-Ligue 1,2024,Reims,Eloge Zabi,CIV,"DF,MF",18-199,2006.0,2,0,18,0.2,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,CIV,"DF,MF",18-199,2006.0,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,defense,CIV,"DF,MF",18-199,2006.0,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,CIV,"DF,MF",18-199,2006.0,0.2,9,12,75.0,122,54,6,6,100.0,3,4,75.0,0,1,0.0,0,0.0,0.0,0.0,0,1,0,0,2,passing,CIV,"DF,MF",18-199,2006.0,0.2,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,,misc,CIV,"DF,MF",18-199,2006.0,0.2,14,1,5,9,1,0,14,0,0,,0,,9,66,34,1,1,0,0,0,10,1,possession
FRA-Ligue 1,2024,Marseille,Elye Wahi,FRA,FW,22-099,2003.0,13,7,574,6.4,3,1,4,2,1,1,1,0,6.0,5.2,0.4,5.6,7,7,41,0.47,0.16,0.63,0.31,0.47,0.94,0.07,1.0,0.81,0.88,standard,FRA,FW,22-099,2003.0,6.4,0,0,0,0,0,0,4,0.0,4,1,0,1,1,1,0,0,defense,FRA,FW,22-099,2003.0,6.4,3,16,9,56.3,2.51,1.41,0.13,0.22,12.1,0,1,1,6.0,5.2,0.33,-3.0,-3.2,shooting,FRA,FW,22-099,2003.0,6.4,88,111,79.3,1129,158,59,67,88.1,20,23,87.0,3,4,75.0,1,0.4,0.2,0.6,6,7,0,0,7,passing,FRA,FW,22-099,2003.0,6.4,1,0,0,17,8,10,2,1,0,0,0,0,8,4,13,23.5,misc,FRA,FW,22-099,2003.0,6.4,161,0,8,87,67,30,160,10,2,20.0,8,80.0,103,423,177,7,0,5,15,11,126,41,possession
FRA-Ligue 1,2024,Le Havre,Elysée Logbo,FRA,FW,20-340,2004.0,1,0,27,0.3,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0,0,2,0.0,0.0,0.0,0.0,0.0,0.61,0.0,0.61,0.61,0.61,standard,FRA,FW,20-340,2004.0,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,defense,FRA,FW,20-340,2004.0,0.3,0,1,0,0.0,3.33,0.0,0.0,,3.7,0,0,0,0.2,0.2,0.18,-0.2,-0.2,shooting,FRA,FW,20-340,2004.0,0.3,3,4,75.0,36,0,1,2,50.0,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,passing,FRA,FW,20-340,2004.0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0.0,misc,FRA,FW,20-340,2004.0,0.3,6,0,1,3,2,2,6,0,0,,0,,5,41,7,0,1,0,0,3,4,2,possession
FRA-Ligue 1,2024,Strasbourg,Emanuel Emegha,NED,FW,22-067,2003.0,23,23,1936,21.5,12,2,14,12,0,0,5,0,15.2,15.2,2.2,17.4,34,11,89,0.56,0.09,0.65,0.56,0.65,0.71,0.1,0.81,0.71,0.81,standard,NED,FW,22-067,2003.0,21.5,5,5,1,2,2,1,3,33.3,2,16,5,11,1,6,25,0,defense,NED,FW,22-067,2003.0,21.5,12,54,31,57.4,2.51,1.44,0.22,0.39,12.3,0,0,0,15.2,15.2,0.28,-3.2,-3.2,shooting,NED,FW,22-067,2003.0,21.5,208,266,78.2,2585,276,130,164,79.3,58,65,89.2,3,3,100.0,2,2.2,0.5,-0.2,14,3,3,0,11,passing,NED,FW,22-067,2003.0,21.5,5,0,0,34,34,20,0,1,5,0,0,0,48,23,27,46.0,misc,NED,FW,22-067,2003.0,21.5,466,31,68,196,209,82,466,23,6,26.1,16,69.6,282,1621,803,34,18,27,50,24,342,89,possession
FRA-Ligue 1,2024,Reims,Emmanuel Agbadou,CIV,DF,27-298,1997.0,14,14,1260,14.0,0,0,0,0,0,0,3,0,0.5,0.5,0.3,0.8,10,77,0,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.06,0.04,0.06,standard,CIV,DF,27-298,1997.0,14.0,25,17,19,3,3,19,26,73.1,7,22,13,9,19,44,64,1,defense,CIV,DF,27-298,1997.0,14.0,0,15,3,20.0,1.07,0.21,0.0,0.0,28.8,1,0,0,0.5,0.5,0.04,-0.5,-0.5,shooting,CIV,DF,27-298,1997.0,14.0,810,922,87.9,16521,6962,293,316,92.7,400,417,95.9,110,174,63.2,0,0.3,0.3,-0.3,8,71,4,1,77,passing,CIV,DF,27-298,1997.0,14.0,3,0,0,13,6,0,1,19,17,0,0,0,85,18,11,62.1,misc,CIV,DF,27-298,1997.0,14.0,1080,178,565,474,45,4,1080,12,9,75.0,3,25.0,621,3413,1974,10,9,0,9,6,701,0,possession
FRA-Ligue 1,2024,Angers,Emmanuel Biumla,FRA,DF,19-338,2005.0,16,15,1318,14.6,1,0,1,1,0,0,2,0,0.7,0.7,0.0,0.8,3,16,0,0.07,0.0,0.07,0.07,0.07,0.05,0.0,0.05,0.05,0.05,standard,FRA,DF,19-338,2005.0,14.6,19,12,14,5,0,12,18,66.7,6,18,8,10,8,27,83,1,defense,FRA,DF,19-338,2005.0,14.6,1,4,2,50.0,0.27,0.14,0.25,0.5,13.7,0,0,0,0.7,0.7,0.18,0.3,0.3,shooting,FRA,DF,19-338,2005.0,14.6,439,497,88.3,8819,2629,108,123,87.8,299,314,95.2,29,52,55.8,0,0.0,0.1,0.0,1,13,1,0,16,passing,FRA,DF,19-338,2005.0,14.6,2,0,0,7,10,0,0,8,12,0,1,0,37,16,12,57.1,misc,FRA,DF,19-338,2005.0,14.6,651,117,401,238,16,8,651,12,7,58.3,4,33.3,379,2259,1288,3,2,0,10,4,419,0,possession
FRA-Ligue 1,2024,Marseille,Emmanuel Koum Mbondo,FRA,DF,19-065,2006.0,1,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,FRA,DF,19-065,2006.0,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,defense,FRA,DF,19-065,2006.0,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,FRA,DF,19-065,2006.0,0.1,8,9,88.9,101,26,4,5,80.0,3,3,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,passing,FRA,DF,19-065,2006.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,misc,FRA,DF,19-065,2006.0,0.1,9,0,3,5,1,0,9,0,0,,0,,4,12,2,0,0,0,0,1,8,0,possession
FRA-Ligue 1,2024,Le Havre,Emmanuel Sabbi,USA,"FW,MF",27-108,1997.0,15,7,653,7.3,0,0,0,0,0,0,1,0,1.9,1.9,0.6,2.5,11,15,39,0.0,0.0,0.0,0.0,0.0,0.27,0.08,0.35,0.27,0.35,standard,USA,"FW,MF",27-108,1997.0,7.3,14,7,7,4,3,5,8,62.5,3,2,0,2,3,17,4,0,defense,USA,"FW,MF",27-108,1997.0,7.3,0,15,4,26.7,2.07,0.55,0.0,0.0,12.5,0,0,0,1.9,1.9,0.13,-1.9,-1.9,shooting,USA,"FW,MF",27-108,1997.0,7.3,91,128,71.1,1424,409,44,61,72.1,33,43,76.7,8,13,61.5,0,0.6,0.3,-0.6,4,5,5,1,15,passing,USA,"FW,MF",27-108,1997.0,7.3,1,0,0,11,16,2,15,3,7,0,0,0,26,9,13,40.9,misc,USA,"FW,MF",27-108,1997.0,7.3,230,3,38,88,106,23,230,29,11,37.9,13,44.8,130,747,274,11,4,3,20,10,149,39,possession
FRA-Ligue 1,2024,Marseille,Enzo Sternal,FRA,"FW,MF",17-318,2007.0,2,0,24,0.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.09,0.0,0.09,standard,FRA,"FW,MF",17-318,2007.0,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,defense,FRA,"FW,MF",17-318,2007.0,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,FRA,"FW,MF",17-318,2007.0,0.3,7,8,87.5,77,1,5,5,100.0,1,1,100.0,0,1,0.0,0,0.0,0.0,0.0,1,0,0,0,0,passing,FRA,"FW,MF",17-318,2007.0,0.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,misc,FRA,"FW,MF",17-318,2007.0,0.3,13,0,1,10,2,0,13,3,1,33.3,2,66.7,10,30,13,0,0,0,2,0,12,0,possession
FRA-Ligue 1,2024,Montpellier,Enzo Tchato,CMR,DF,22-139,2002.0,24,18,1764,19.6,0,0,0,0,0,0,3,0,0.1,0.1,1.5,1.6,42,59,86,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.08,0.0,0.08,standard,CMR,DF,22-139,2002.0,19.6,45,23,25,16,4,25,42,59.5,17,29,9,20,22,67,53,0,defense,CMR,DF,22-139,2002.0,19.6,0,3,1,33.3,0.15,0.05,0.0,0.0,28.5,0,0,0,0.1,0.1,0.02,-0.1,-0.1,shooting,CMR,DF,22-139,2002.0,19.6,711,943,75.4,11932,4405,318,372,85.5,318,398,79.9,55,110,50.0,0,1.5,1.2,-1.5,14,44,13,12,59,passing,CMR,DF,22-139,2002.0,19.6,3,0,0,18,14,2,73,22,23,0,0,0,60,18,12,60.0,misc,CMR,DF,22-139,2002.0,19.6,1125,74,318,542,279,12,1125,13,6,46.2,6,46.2,500,2866,1620,42,31,2,16,3,619,86,possession
FRA-Ligue 1,2024,Lyon,Ernest Nuamah,GHA,"FW,MF",21-161,2003.0,23,13,1052,11.7,3,1,4,3,0,0,2,0,2.2,2.2,1.5,3.7,44,33,131,0.26,0.09,0.34,0.26,0.34,0.19,0.13,0.32,0.19,0.32,standard,GHA,"FW,MF",21-161,2003.0,11.7,21,11,15,4,2,12,27,44.4,15,9,1,8,8,29,8,1,defense,GHA,"FW,MF",21-161,2003.0,11.7,3,28,13,46.4,2.4,1.11,0.11,0.23,17.3,0,0,0,2.2,2.2,0.08,0.8,0.8,shooting,GHA,"FW,MF",21-161,2003.0,11.7,358,448,79.9,5021,917,229,252,90.9,94,121,77.7,20,30,66.7,1,1.5,1.3,-0.5,18,11,17,4,33,passing,GHA,"FW,MF",21-161,2003.0,11.7,2,0,0,18,11,7,30,8,11,0,1,0,60,13,14,48.1,misc,GHA,"FW,MF",21-161,2003.0,11.7,597,13,100,214,300,51,597,43,22,51.2,19,44.2,388,2425,1388,44,26,18,31,22,431,131,possession
FRA-Ligue 1,2024,Auxerre,Eros Maddy,NED,DF,24-065,2001.0,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,NED,DF,24-065,2001.0,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,defense,NED,DF,24-065,2001.0,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,NED,DF,24-065,2001.0,0.1,3,3,100.0,36,9,2,2,100.0,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,passing,NED,DF,24-065,2001.0,0.1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,misc,NED,DF,24-065,2001.0,0.1,5,0,0,2,3,0,5,1,0,0.0,1,100.0,4,26,11,1,1,0,1,1,4,4,possession
FRA-Ligue 1,2024,Angers,Esteban Lepaul,FRA,FW,24-358,2000.0,22,12,1096,12.2,5,0,5,5,0,0,1,0,3.7,3.7,0.8,4.4,19,11,45,0.41,0.0,0.41,0.41,0.41,0.3,0.06,0.36,0.3,0.36,standard,FRA,FW,24-358,2000.0,12.2,6,3,0,3,3,2,11,18.2,9,12,2,10,2,8,8,0,defense,FRA,FW,24-358,2000.0,12.2,5,26,11,42.3,2.14,0.9,0.19,0.45,12.6,0,0,0,3.7,3.7,0.14,1.3,1.3,shooting,FRA,FW,24-358,2000.0,12.2,168,241,69.7,2391,356,89,113,78.8,58,78,74.4,8,18,44.4,0,0.8,1.1,-0.8,5,10,5,2,11,passing,FRA,FW,24-358,2000.0,12.2,1,0,0,8,10,13,11,2,3,0,0,0,31,25,35,41.7,misc,FRA,FW,24-358,2000.0,12.2,334,9,33,180,125,39,334,13,2,15.4,9,69.2,165,967,425,19,10,6,18,5,233,45,possession
FRA-Ligue 1,2024,Lille,Ethan Mbappé,FRA,"MF,FW",18-103,2006.0,7,1,199,2.2,0,0,0,0,0,0,2,0,1.0,1.0,1.5,2.5,5,8,28,0.0,0.0,0.0,0.0,0.0,0.47,0.67,1.14,0.47,1.14,standard,FRA,"MF,FW",18-103,2006.0,2.2,6,2,3,2,1,0,3,0.0,3,5,0,5,1,7,0,0,defense,FRA,"MF,FW",18-103,2006.0,2.2,0,10,4,40.0,4.52,1.81,0.0,0.0,18.7,0,0,0,1.0,1.0,0.1,-1.0,-1.0,shooting,FRA,"MF,FW",18-103,2006.0,2.2,97,125,77.6,1625,450,50,60,83.3,30,36,83.3,12,17,70.6,0,1.5,1.1,-1.5,6,7,5,3,8,passing,FRA,"MF,FW",18-103,2006.0,2.2,2,0,0,5,1,0,12,1,2,0,0,0,8,1,2,33.3,misc,FRA,"MF,FW",18-103,2006.0,2.2,161,1,13,60,88,15,161,7,2,28.6,4,57.1,96,521,202,5,2,4,9,4,124,28,possession
FRA-Ligue 1,2024,Le Havre,Etienne Youte Kinkoue,FRA,DF,23-087,2002.0,23,21,1882,20.9,0,0,0,0,0,0,4,1,1.1,1.1,0.2,1.4,7,54,4,0.0,0.0,0.0,0.0,0.0,0.05,0.01,0.06,0.05,0.06,standard,FRA,DF,23-087,2002.0,20.9,18,9,10,7,1,12,17,70.6,5,31,19,12,23,41,132,2,defense,FRA,DF,23-087,2002.0,20.9,0,12,1,8.3,0.57,0.05,0.0,0.0,17.3,2,0,0,1.1,1.1,0.1,-1.1,-1.1,shooting,FRA,DF,23-087,2002.0,20.9,929,1037,89.6,19130,6155,219,234,93.6,612,637,96.1,93,152,61.2,0,0.2,0.3,-0.2,3,52,3,1,54,passing,FRA,DF,23-087,2002.0,20.9,4,1,0,13,5,0,2,23,9,0,2,1,52,25,16,61.0,misc,FRA,DF,23-087,2002.0,20.9,1275,220,693,542,45,14,1275,2,2,100.0,0,0.0,706,3929,2060,7,7,0,5,1,846,4,possession
FRA-Ligue 1,2024,Nice,Evann Guessand,CIV,"FW,MF",23-284,2001.0,28,27,2340,26.0,11,7,18,11,0,0,2,0,8.0,8.0,4.5,12.5,79,76,151,0.42,0.27,0.69,0.42,0.69,0.31,0.17,0.48,0.31,0.48,standard,CIV,"FW,MF",23-284,2001.0,26.0,39,25,12,15,12,6,13,46.2,7,24,3,21,14,53,15,0,defense,CIV,"FW,MF",23-284,2001.0,26.0,11,57,25,43.9,2.19,0.96,0.19,0.44,12.3,0,0,0,8.0,8.0,0.14,3.0,3.0,shooting,CIV,"FW,MF",23-284,2001.0,26.0,391,525,74.5,5391,1530,237,295,80.3,132,168,78.6,10,19,52.6,7,4.5,4.4,2.5,30,45,26,4,76,passing,CIV,"FW,MF",23-284,2001.0,26.0,2,0,0,43,62,9,34,14,25,1,0,0,92,25,33,43.1,misc,CIV,"FW,MF",23-284,2001.0,26.0,844,17,90,383,397,119,844,93,43,46.2,44,47.3,525,3563,2068,79,43,27,68,60,625,151,possession
FRA-Ligue 1,2024,Nantes,Fabien Centonze,FRA,DF,29-085,1996.0,2,1,78,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,3,8,13,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.17,0.0,0.17,standard,FRA,DF,29-085,1996.0,0.9,3,1,1,1,1,1,3,33.3,2,1,0,1,1,4,7,0,defense,FRA,DF,29-085,1996.0,0.9,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,FRA,DF,29-085,1996.0,0.9,40,52,76.9,606,273,24,26,92.3,12,16,75.0,3,5,60.0,0,0.2,0.2,-0.2,3,1,4,3,8,passing,FRA,DF,29-085,1996.0,0.9,0,0,0,1,0,0,5,1,1,0,0,1,2,1,2,33.3,misc,FRA,DF,29-085,1996.0,0.9,69,8,17,19,33,1,69,1,0,0.0,1,100.0,30,178,94,3,3,0,1,0,34,13,possession
FRA-Ligue 1,2024,Paris S-G,Fabián Ruiz Peña,ESP,MF,29-008,1996.0,26,18,1668,18.5,3,4,7,3,0,0,0,0,3.8,3.8,4.4,8.2,40,170,72,0.16,0.22,0.38,0.16,0.38,0.2,0.24,0.44,0.2,0.44,standard,ESP,MF,29-008,1996.0,18.5,35,22,13,15,7,19,44,43.2,25,21,2,19,14,49,26,1,defense,ESP,MF,29-008,1996.0,18.5,3,37,9,24.3,2.0,0.49,0.08,0.33,18.9,0,0,0,3.8,3.8,0.1,-0.8,-0.8,shooting,ESP,MF,29-008,1996.0,18.5,1273,1410,90.3,20715,5428,650,697,93.3,498,532,93.6,89,113,78.8,4,4.4,4.3,-0.4,33,137,26,3,170,passing,ESP,MF,29-008,1996.0,18.5,0,0,0,4,10,4,23,14,22,0,0,0,124,4,7,36.4,misc,ESP,MF,29-008,1996.0,18.5,1574,46,235,920,430,50,1574,17,12,70.6,5,29.4,912,4606,2372,40,35,7,23,16,1239,72,possession
FRA-Ligue 1,2024,Lens,Facundo Medina,ARG,DF,25-318,1999.0,24,24,2094,23.3,0,1,1,0,0,0,11,1,1.6,1.6,1.9,3.5,43,140,33,0.0,0.04,0.04,0.0,0.04,0.07,0.08,0.15,0.07,0.15,standard,ARG,DF,25-318,1999.0,23.3,39,25,18,17,4,20,32,62.5,12,28,9,19,30,69,50,0,defense,ARG,DF,25-318,1999.0,23.3,0,24,3,12.5,1.03,0.13,0.0,0.0,19.0,0,0,0,1.6,1.6,0.07,-1.6,-1.6,shooting,ARG,DF,25-318,1999.0,23.3,1324,1525,86.8,21544,7571,660,703,93.9,553,603,91.7,88,165,53.3,1,1.9,2.7,-0.9,20,121,24,2,140,passing,ARG,DF,25-318,1999.0,23.3,11,1,1,27,17,0,14,30,25,0,1,0,139,27,20,57.4,misc,ARG,DF,25-318,1999.0,23.3,1767,86,562,936,286,27,1767,24,9,37.5,15,62.5,1083,5756,3098,43,42,2,21,12,1219,33,possession
FRA-Ligue 1,2024,Montpellier,Falaye Sacko,MLI,DF,29-345,1995.0,14,13,1098,12.2,0,1,1,0,0,0,1,0,0.0,0.0,0.2,0.2,17,58,31,0.0,0.08,0.08,0.0,0.08,0.0,0.01,0.01,0.0,0.01,standard,MLI,DF,29-345,1995.0,12.2,14,8,9,4,1,9,19,47.4,10,17,7,10,12,26,21,0,defense,MLI,DF,29-345,1995.0,12.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,MLI,DF,29-345,1995.0,12.2,515,615,83.7,8495,3217,238,262,90.8,229,264,86.7,34,59,57.6,1,0.2,0.2,0.8,7,37,2,1,58,passing,MLI,DF,29-345,1995.0,12.2,1,0,0,14,6,1,10,12,8,0,2,0,51,8,14,36.4,misc,MLI,DF,29-345,1995.0,12.2,701,39,208,349,154,6,701,9,2,22.2,7,77.8,345,1662,814,17,11,3,9,1,394,31,possession
FRA-Ligue 1,2024,Angers,Farid El Melali,ALG,FW,27-341,1997.0,26,20,1686,18.7,2,2,4,2,0,0,1,0,2.7,2.7,2.9,5.6,56,32,99,0.11,0.11,0.21,0.11,0.21,0.14,0.15,0.3,0.14,0.3,standard,ALG,FW,27-341,1997.0,18.7,26,14,14,6,6,11,30,36.7,19,16,1,15,13,39,12,1,defense,ALG,FW,27-341,1997.0,18.7,2,40,13,32.5,2.14,0.69,0.05,0.15,22.3,7,0,0,2.7,2.7,0.07,-0.7,-0.7,shooting,ALG,FW,27-341,1997.0,18.7,319,459,69.5,4751,1440,189,221,85.5,84,123,68.3,29,72,40.3,2,2.9,2.8,-0.9,22,10,12,2,32,passing,ALG,FW,27-341,1997.0,18.7,1,0,0,20,43,7,75,13,14,3,0,0,91,6,17,26.1,misc,ALG,FW,27-341,1997.0,18.7,740,11,135,250,379,60,740,110,50,45.5,56,50.9,423,3565,1569,56,35,29,60,38,454,99,possession
FRA-Ligue 1,2024,Marseille,Faris Pemi Moumbagna,CMR,FW,24-284,2000.0,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,CMR,FW,24-284,2000.0,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,defense,CMR,FW,24-284,2000.0,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,CMR,FW,24-284,2000.0,0.1,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,passing,CMR,FW,24-284,2000.0,0.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,misc,CMR,FW,24-284,2000.0,0.1,0,0,0,0,0,0,0,0,0,,0,,1,2,0,0,0,0,0,1,1,0,possession
