league,season,team,player,nation,pos,age,born,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G+A,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Expected xG,Expected npxG,Expected xAG,Expected npxG+xAG,Progression PrgC,Progression PrgP,Progression PrgR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Per 90 Minutes xG,Per 90 Minutes xAG,Per 90 Minutes xG+xAG,Per 90 Minutes npxG,Per 90 Minutes npxG+xAG,stat_type,nation_defense,pos_defense,age_defense,born_defense,90s,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,stat_type_defense,nation_shooting,pos_shooting,age_shooting,born_shooting,90s_shooting,Standard Gls,Standard Sh,Standard SoT,Standard SoT%,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Standard FK,Standard PK,Standard PKatt,Expected xG_shooting,Expected npxG_shooting,Expected npxG/Sh,Expected G-xG,Expected np:G-xG,stat_type_shooting,nation_passing,pos_passing,age_passing,born_passing,90s_passing,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,stat_type_passing,nation_misc,pos_misc,age_misc,born_misc,90s_misc,Performance CrdY_misc,Performance CrdR_misc,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%,stat_type_misc,nation_possession,pos_possession,age_possession,born_possession,90s_possession,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Succ%,Take-Ons Tkld,Take-Ons Tkld%,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,stat_type_possession
FRA-Ligue 1,2024,Lille,Aaron Malouda,FRA,FW,19-132,2005.0,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,FRA,FW,19-132,2005.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,defense,FRA,FW,19-132,2005.0,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,FRA,FW,19-132,2005.0,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,passing,FRA,FW,19-132,2005.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,misc,FRA,FW,19-132,2005.0,0.0,0,0,0,0,0,0,0,0,0,,0,,1,3,0,0,0,0,0,1,1,0,possession
FRA-Ligue 1,2024,Strasbourg,Abakar Sylla,CIV,DF,22-107,2002.0,18,10,921,10.2,1,0,1,1,0,0,2,1,0.4,0.4,0.0,0.4,0,20,3,0.1,0.0,0.1,0.1,0.1,0.04,0.0,0.04,0.04,0.04,standard,CIV,DF,22-107,2002.0,10.2,26,14,13,11,2,15,17,88.2,2,18,10,8,11,37,57,0,defense,CIV,DF,22-107,2002.0,10.2,1,5,1,20.0,0.49,0.1,0.2,1.0,9.0,0,0,0,0.4,0.4,0.08,0.6,0.6,shooting,CIV,DF,22-107,2002.0,10.2,573,645,88.8,9801,3527,221,241,91.7,326,351,92.9,21,42,50.0,0,0.0,0.1,0.0,0,21,0,0,20,passing,CIV,DF,22-107,2002.0,10.2,2,1,0,17,7,0,1,11,14,0,0,1,39,20,15,57.1,misc,CIV,DF,22-107,2002.0,10.2,770,145,494,255,24,9,770,6,3,50.0,3,50.0,419,1475,611,0,1,0,5,4,486,3,possession
FRA-Ligue 1,2024,Brest,Abdallah Sima,SEN,"FW,MF",23-298,2001.0,21,11,976,10.8,5,2,7,5,0,0,2,0,4.5,4.5,0.9,5.4,35,22,77,0.46,0.18,0.65,0.46,0.65,0.42,0.08,0.5,0.42,0.5,standard,SEN,"FW,MF",23-298,2001.0,10.8,9,8,1,3,5,4,9,44.4,5,5,0,5,1,10,9,0,defense,SEN,"FW,MF",23-298,2001.0,10.8,5,30,13,43.3,2.77,1.2,0.17,0.38,13.8,0,0,0,4.5,4.5,0.15,0.5,0.5,shooting,SEN,"FW,MF",23-298,2001.0,10.8,195,276,70.7,2629,555,122,153,79.7,58,85,68.2,7,8,87.5,2,0.9,0.7,1.1,10,9,5,1,22,passing,SEN,"FW,MF",23-298,2001.0,10.8,2,0,0,12,21,3,16,1,8,0,0,0,54,29,32,47.5,misc,SEN,"FW,MF",23-298,2001.0,10.8,416,9,57,157,207,53,416,21,6,28.6,11,52.4,250,1747,638,35,14,18,39,15,308,77,possession
FRA-Ligue 1,2024,Reims,Abdoul Koné,FRA,DF,19-354,2005.0,3,1,120,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,FRA,DF,19-354,2005.0,1.3,5,3,4,1,0,3,5,60.0,2,2,1,1,1,6,4,0,defense,FRA,DF,19-354,2005.0,1.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,FRA,DF,19-354,2005.0,1.3,42,60,70.0,864,174,15,17,88.2,21,26,80.8,6,11,54.5,0,0.0,0.0,0.0,0,1,0,0,3,passing,FRA,DF,19-354,2005.0,1.3,0,0,0,3,3,0,0,1,3,0,0,0,7,1,0,100.0,misc,FRA,DF,19-354,2005.0,1.3,79,10,36,36,7,0,79,2,1,50.0,1,50.0,35,134,23,0,0,0,5,1,38,0,possession
FRA-Ligue 1,2024,Brest,Abdoulaye Niakhate Ndiaye,SEN,DF,23-001,2002.0,17,14,1303,14.5,1,0,1,1,0,0,3,0,0.8,0.8,0.0,0.8,5,34,3,0.07,0.0,0.07,0.07,0.07,0.06,0.0,0.06,0.06,0.06,standard,SEN,DF,23-001,2002.0,14.5,36,25,26,10,0,18,28,64.3,10,20,12,8,7,43,116,1,defense,SEN,DF,23-001,2002.0,14.5,1,8,2,25.0,0.55,0.14,0.13,0.5,8.7,0,0,0,0.8,0.8,0.1,0.2,0.2,shooting,SEN,DF,23-001,2002.0,14.5,588,696,84.5,11644,4404,194,224,86.6,305,339,90.0,84,118,71.2,0,0.0,0.2,0.0,1,31,2,0,34,passing,SEN,DF,23-001,2002.0,14.5,3,0,0,13,10,0,2,7,25,0,1,0,52,38,31,55.1,misc,SEN,DF,23-001,2002.0,14.5,902,152,542,338,24,15,902,5,0,0.0,5,100.0,418,2417,1286,5,2,0,10,4,540,3,possession
FRA-Ligue 1,2024,Le Havre,Abdoulaye Touré,GUI,MF,31-039,1994.0,22,20,1785,19.8,8,1,9,2,6,7,5,0,7.6,1.9,0.1,2.1,9,81,20,0.4,0.05,0.45,0.1,0.15,0.38,0.01,0.39,0.1,0.1,standard,GUI,MF,31-039,1994.0,19.8,54,29,30,17,7,30,48,62.5,18,26,15,11,26,80,33,3,defense,GUI,MF,31-039,1994.0,19.8,8,32,5,15.6,1.61,0.25,0.06,0.4,24.8,0,6,7,7.6,1.9,0.06,0.4,0.1,shooting,GUI,MF,31-039,1994.0,19.8,648,793,81.7,11843,3338,269,319,84.3,284,335,84.8,77,100,77.0,1,0.1,0.4,0.9,4,68,6,2,81,passing,GUI,MF,31-039,1994.0,19.8,5,0,0,27,41,1,5,26,29,1,0,0,125,27,15,64.3,misc,GUI,MF,31-039,1994.0,19.8,1036,68,301,585,159,25,1029,25,13,52.0,8,32.0,544,2524,1076,9,12,0,25,25,628,20,possession
FRA-Ligue 1,2024,Lens,Abdukodir Khusanov,UZB,DF,21-041,2004.0,13,11,975,10.8,0,0,0,0,0,0,2,1,0.2,0.2,0.3,0.6,2,43,6,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.05,0.02,0.05,standard,UZB,DF,21-041,2004.0,10.8,15,11,9,5,1,7,11,63.6,4,17,11,6,26,41,57,0,defense,UZB,DF,21-041,2004.0,10.8,0,6,4,66.7,0.55,0.37,0.0,0.0,24.6,2,0,0,0.2,0.2,0.04,-0.2,-0.2,shooting,UZB,DF,21-041,2004.0,10.8,483,548,88.1,8942,3769,174,188,92.6,255,276,92.4,43,64,67.2,0,0.3,0.2,-0.3,2,39,4,1,43,passing,UZB,DF,21-041,2004.0,10.8,2,1,0,13,3,0,5,26,11,0,1,0,50,27,12,69.2,misc,UZB,DF,21-041,2004.0,10.8,683,90,335,322,34,4,683,1,1,100.0,0,0.0,339,1452,642,2,4,0,5,1,392,6,possession
FRA-Ligue 1,2024,Lyon,Abner,BRA,DF,24-319,2000.0,15,10,904,10.0,1,1,2,1,0,0,1,0,0.2,0.2,1.1,1.3,24,52,51,0.1,0.1,0.2,0.1,0.2,0.02,0.11,0.13,0.02,0.13,standard,BRA,DF,24-319,2000.0,10.0,22,16,10,8,4,17,26,65.4,9,12,1,11,5,27,33,0,defense,BRA,DF,24-319,2000.0,10.0,1,6,3,50.0,0.6,0.3,0.17,0.33,19.9,0,0,0,0.2,0.2,0.03,0.8,0.8,shooting,BRA,DF,24-319,2000.0,10.0,464,553,83.9,6736,2803,272,298,91.3,150,177,84.7,26,42,61.9,1,1.1,2.3,-0.1,11,35,11,2,52,passing,BRA,DF,24-319,2000.0,10.0,1,0,0,12,4,0,27,5,16,0,0,0,41,5,6,45.5,misc,BRA,DF,24-319,2000.0,10.0,648,32,155,298,197,21,648,10,4,40.0,6,60.0,333,1518,977,24,13,5,12,8,416,51,possession
FRA-Ligue 1,2024,Paris S-G,Achraf Hakimi,MAR,DF,26-158,1998.0,22,21,1826,20.3,4,6,10,4,0,0,4,0,2.8,2.8,6.1,8.9,91,158,238,0.2,0.3,0.49,0.2,0.49,0.14,0.3,0.44,0.14,0.44,standard,MAR,DF,26-158,1998.0,20.3,45,34,17,18,10,25,49,51.0,24,23,2,21,29,74,15,3,defense,MAR,DF,26-158,1998.0,20.3,4,29,12,41.4,1.43,0.59,0.14,0.33,18.9,5,0,0,2.8,2.8,0.1,1.2,1.2,shooting,MAR,DF,26-158,1998.0,20.3,1697,1913,88.7,22739,6633,1082,1150,94.1,496,563,88.1,48,75,64.0,6,6.1,4.9,-0.1,47,114,33,9,158,passing,MAR,DF,26-158,1998.0,20.3,4,0,0,18,23,8,71,29,34,0,0,0,124,8,11,42.1,misc,MAR,DF,26-158,1998.0,20.3,2122,38,395,877,863,73,2122,46,23,50.0,19,41.3,1237,5546,3308,91,54,19,33,15,1626,238,possession
FRA-Ligue 1,2024,Auxerre,Ado Onaiwu,JPN,"MF,FW",29-154,1995.0,25,6,714,7.9,2,1,3,2,0,0,0,1,3.4,3.4,0.7,4.1,12,21,62,0.25,0.13,0.38,0.25,0.38,0.42,0.09,0.52,0.42,0.52,standard,JPN,"MF,FW",29-154,1995.0,7.9,6,5,1,5,0,2,7,28.6,5,4,0,4,2,8,10,0,defense,JPN,"MF,FW",29-154,1995.0,7.9,2,19,10,52.6,2.39,1.26,0.11,0.2,12.8,0,0,0,3.4,3.4,0.18,-1.4,-1.4,shooting,JPN,"MF,FW",29-154,1995.0,7.9,189,256,73.8,2433,576,111,143,77.6,54,67,80.6,7,10,70.0,1,0.7,0.6,0.3,7,17,7,3,21,passing,JPN,"MF,FW",29-154,1995.0,7.9,0,1,0,5,12,2,5,2,5,0,0,0,35,27,23,54.0,misc,JPN,"MF,FW",29-154,1995.0,7.9,354,7,36,177,148,27,354,18,7,38.9,10,55.6,209,1013,519,12,12,3,22,17,270,62,possession
FRA-Ligue 1,2024,Marseille,Adrien Rabiot,FRA,MF,30-008,1995.0,23,21,1945,21.6,6,2,8,6,0,0,3,0,4.4,4.4,2.3,6.7,70,133,133,0.28,0.09,0.37,0.28,0.37,0.2,0.11,0.31,0.2,0.31,standard,FRA,MF,30-008,1995.0,21.6,40,24,14,17,9,19,30,63.3,11,15,1,14,19,59,27,0,defense,FRA,MF,30-008,1995.0,21.6,6,35,14,40.0,1.62,0.65,0.17,0.43,13.9,0,0,0,4.4,4.4,0.13,1.6,1.6,shooting,FRA,MF,30-008,1995.0,21.6,1080,1265,85.4,14906,3137,640,695,92.1,364,422,86.3,29,51,56.9,2,2.3,2.1,-0.3,18,118,18,3,133,passing,FRA,MF,30-008,1995.0,21.6,3,0,0,44,26,8,33,19,24,0,1,0,102,27,21,56.3,misc,FRA,MF,30-008,1995.0,21.6,1482,27,180,802,513,70,1482,40,20,50.0,19,47.5,884,4922,2365,70,48,11,34,27,1175,133,possession
FRA-Ligue 1,2024,Lens,Adrien Thomasson,FRA,MF,31-122,1993.0,27,25,2090,23.2,2,3,5,2,0,0,5,0,4.0,4.0,4.6,8.6,20,121,100,0.09,0.13,0.22,0.09,0.22,0.17,0.2,0.37,0.17,0.37,standard,FRA,MF,31-122,1993.0,23.2,76,42,36,23,17,47,82,57.3,35,35,3,32,17,93,24,1,defense,FRA,MF,31-122,1993.0,23.2,2,30,6,20.0,1.29,0.26,0.07,0.33,14.4,0,0,0,4.0,4.0,0.13,-2.0,-2.0,shooting,FRA,MF,31-122,1993.0,23.2,1050,1294,81.1,16449,4172,554,630,87.9,377,451,83.6,80,121,66.1,3,4.6,4.0,-1.6,39,80,25,5,121,passing,FRA,MF,31-122,1993.0,23.2,5,0,0,42,40,6,52,17,42,0,1,0,169,16,36,30.8,misc,FRA,MF,31-122,1993.0,23.2,1599,43,261,833,517,84,1599,50,22,44.0,26,52.0,848,3471,1546,20,21,6,49,33,1075,100,possession
FRA-Ligue 1,2024,Rennes,Adrien Truffert,FRA,"DF,MF",23-142,2001.0,27,25,2212,24.6,1,0,1,1,0,0,3,0,2.1,2.0,1.9,3.9,53,90,194,0.04,0.0,0.04,0.04,0.04,0.08,0.08,0.16,0.08,0.16,standard,FRA,"DF,MF",23-142,2001.0,24.6,51,29,22,17,12,25,38,65.8,13,40,6,34,23,74,44,1,defense,FRA,"DF,MF",23-142,2001.0,24.6,1,20,8,40.0,0.81,0.33,0.05,0.13,20.0,0,0,0,2.1,2.0,0.1,-1.1,-1.0,shooting,FRA,"DF,MF",23-142,2001.0,24.6,988,1264,78.2,15452,4812,512,579,88.4,394,497,79.3,54,109,49.5,0,1.9,2.5,-1.9,26,44,35,17,90,passing,FRA,"DF,MF",23-142,2001.0,24.6,3,0,0,21,24,3,103,23,29,0,0,0,114,24,21,53.3,misc,FRA,"DF,MF",23-142,2001.0,24.6,1522,54,345,646,541,46,1522,36,12,33.3,18,50.0,782,4089,2048,53,40,11,30,21,951,194,possession
FRA-Ligue 1,2024,Lyon,Adryelson,BRA,DF,27-019,1998.0,1,0,1,0.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,BRA,DF,27-019,1998.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,0,defense,BRA,DF,27-019,1998.0,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,BRA,DF,27-019,1998.0,0.0,1,3,33.3,21,19,0,1,0.0,1,2,50.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,1,passing,BRA,DF,27-019,1998.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,100.0,misc,BRA,DF,27-019,1998.0,0.0,5,1,2,3,0,0,5,0,0,,0,,1,0,0,0,0,0,0,0,1,0,possession
FRA-Ligue 1,2024,Saint-Étienne,Aimen Moueffek,FRA,MF,24-002,2001.0,16,7,665,7.4,0,1,1,0,0,0,1,0,0.9,0.9,0.6,1.5,11,26,18,0.0,0.14,0.14,0.0,0.14,0.12,0.08,0.2,0.12,0.2,standard,FRA,MF,24-002,2001.0,7.4,18,11,3,11,4,9,20,45.0,11,10,3,7,3,21,19,1,defense,FRA,MF,24-002,2001.0,7.4,0,8,2,25.0,1.08,0.27,0.0,0.0,16.9,0,0,0,0.9,0.9,0.11,-0.9,-0.9,shooting,FRA,MF,24-002,2001.0,7.4,219,256,85.5,3067,737,137,153,89.5,68,80,85.0,6,8,75.0,1,0.6,0.8,0.4,6,28,4,0,26,passing,FRA,MF,24-002,2001.0,7.4,1,0,0,16,3,2,0,3,11,0,0,0,39,8,13,38.1,misc,FRA,MF,24-002,2001.0,7.4,367,25,79,205,90,16,367,14,7,50.0,7,50.0,199,860,411,11,5,1,29,3,220,18,possession
FRA-Ligue 1,2024,Lyon,Ainsley Maitland-Niles,ENG,DF,27-225,1997.0,26,16,1575,17.5,1,3,4,1,0,0,1,0,2.1,2.1,2.8,4.9,22,82,85,0.06,0.17,0.23,0.06,0.23,0.12,0.16,0.28,0.12,0.28,standard,ENG,DF,27-225,1997.0,17.5,60,38,25,22,13,41,65,63.1,24,24,4,20,21,81,45,6,defense,ENG,DF,27-225,1997.0,17.5,1,17,6,35.3,0.97,0.34,0.06,0.17,16.3,0,0,0,2.1,2.1,0.12,-1.1,-1.1,shooting,ENG,DF,27-225,1997.0,17.5,860,1020,84.3,13162,4112,474,519,91.3,322,370,87.0,43,76,56.6,3,2.8,2.7,0.2,21,58,20,4,82,passing,ENG,DF,27-225,1997.0,17.5,1,0,0,12,7,2,36,21,38,0,0,0,77,10,14,41.7,misc,ENG,DF,27-225,1997.0,17.5,1237,52,340,569,336,47,1237,29,11,37.9,17,58.6,590,2305,1161,22,17,5,22,19,747,85,possession
FRA-Ligue 1,2024,Montpellier,Akor Adams,NGA,FW,25-072,2000.0,15,13,1075,11.9,3,1,4,3,0,0,2,0,4.3,4.3,1.0,5.3,11,6,45,0.25,0.08,0.33,0.25,0.33,0.36,0.08,0.44,0.36,0.44,standard,NGA,FW,25-072,2000.0,11.9,4,3,1,2,1,3,4,75.0,1,2,1,1,1,5,5,1,defense,NGA,FW,25-072,2000.0,11.9,3,26,12,46.2,2.18,1.0,0.12,0.25,13.3,0,0,0,4.3,4.3,0.16,-1.3,-1.3,shooting,NGA,FW,25-072,2000.0,11.9,112,179,62.6,1540,198,72,101,71.3,32,49,65.3,3,10,30.0,1,1.0,0.1,0.0,12,8,0,0,6,passing,NGA,FW,25-072,2000.0,11.9,2,0,0,17,8,16,5,1,3,2,0,0,24,28,27,50.9,misc,NGA,FW,25-072,2000.0,11.9,251,5,19,118,117,49,251,14,7,50.0,6,42.9,126,661,279,11,5,7,16,14,174,45,possession
FRA-Ligue 1,2024,Nantes,Alban Lafont,FRA,GK,26-078,1999.0,12,12,1080,12.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,FRA,GK,26-078,1999.0,12.0,1,1,1,0,0,1,1,100.0,0,2,0,2,0,1,8,1,defense,FRA,GK,26-078,1999.0,12.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,FRA,GK,26-078,1999.0,12.0,256,367,69.8,7058,5292,41,41,100.0,147,147,100.0,68,177,38.4,0,0.0,0.0,0.0,2,10,0,0,0,passing,FRA,GK,26-078,1999.0,12.0,1,0,0,0,0,0,0,0,1,0,0,0,11,5,0,100.0,misc,FRA,GK,26-078,1999.0,12.0,408,334,401,7,0,0,408,0,0,,0,,228,1065,545,0,0,0,0,0,212,0,possession
FRA-Ligue 1,2024,Rennes,Albert Grønbaek,DEN,"MF,FW",23-323,2001.0,16,9,813,9.0,2,1,3,2,0,0,1,0,1.5,1.5,1.0,2.5,23,30,58,0.22,0.11,0.33,0.22,0.33,0.17,0.12,0.28,0.17,0.28,standard,DEN,"MF,FW",23-323,2001.0,9.0,21,11,10,7,4,10,28,35.7,18,9,1,8,4,25,6,0,defense,DEN,"MF,FW",23-323,2001.0,9.0,2,22,9,40.9,2.44,1.0,0.09,0.22,18.6,2,0,0,1.5,1.5,0.07,0.5,0.5,shooting,DEN,"MF,FW",23-323,2001.0,9.0,155,247,62.8,2371,825,93,118,78.8,43,67,64.2,13,34,38.2,1,1.0,0.9,0.0,19,9,13,0,30,passing,DEN,"MF,FW",23-323,2001.0,9.0,1,0,0,10,10,0,28,4,11,0,0,0,24,4,11,26.7,misc,DEN,"MF,FW",23-323,2001.0,9.0,386,5,48,146,198,41,386,37,11,29.7,24,64.9,218,1166,619,23,15,12,33,15,250,58,possession
FRA-Ligue 1,2024,Monaco,Aleksandr Golovin,RUS,"MF,FW",28-316,1996.0,19,13,1153,12.8,3,0,3,3,0,0,1,0,2.3,2.3,2.4,4.7,39,112,72,0.23,0.0,0.23,0.23,0.23,0.18,0.19,0.37,0.18,0.37,standard,RUS,"MF,FW",28-316,1996.0,12.8,38,24,9,20,9,17,39,43.6,22,16,4,12,12,50,7,0,defense,RUS,"MF,FW",28-316,1996.0,12.8,3,24,9,37.5,1.87,0.7,0.13,0.33,21.4,0,0,0,2.3,2.3,0.1,0.7,0.7,shooting,RUS,"MF,FW",28-316,1996.0,12.8,523,678,77.1,8301,3070,281,337,83.4,170,207,82.1,54,92,58.7,0,2.4,3.2,-2.4,24,77,31,3,112,passing,RUS,"MF,FW",28-316,1996.0,12.8,1,0,0,25,20,1,23,12,24,0,0,0,101,9,13,40.9,misc,RUS,"MF,FW",28-316,1996.0,12.8,840,7,108,444,302,31,840,37,22,59.5,12,32.4,504,2977,1536,39,36,9,27,18,563,72,possession
FRA-Ligue 1,2024,Lyon,Alexandre Lacazette,FRA,FW,33-318,1991.0,25,19,1628,18.1,11,2,13,7,4,5,4,0,11.8,8.0,3.1,11.1,17,59,131,0.61,0.11,0.72,0.39,0.5,0.65,0.17,0.82,0.44,0.61,standard,FRA,FW,33-318,1991.0,18.1,13,6,3,7,3,5,14,35.7,9,9,1,8,7,20,6,0,defense,FRA,FW,33-318,1991.0,18.1,11,41,24,58.5,2.27,1.33,0.17,0.29,13.9,1,4,5,11.8,8.0,0.2,-0.8,-1.0,shooting,FRA,FW,33-318,1991.0,18.1,305,436,70.0,4122,1116,197,249,79.1,73,111,65.8,17,29,58.6,2,3.1,3.8,-1.1,22,30,23,4,59,passing,FRA,FW,33-318,1991.0,18.1,4,0,0,40,26,12,17,7,6,0,1,0,18,15,26,36.6,misc,FRA,FW,33-318,1991.0,18.1,597,10,35,217,349,114,592,28,11,39.3,15,53.6,332,1201,428,17,7,7,45,16,471,131,possession
FRA-Ligue 1,2024,Lille,Alexsandro Ribeiro,BRA,DF,25-245,1999.0,24,24,2160,24.0,0,1,1,0,0,0,8,0,1.3,1.3,0.3,1.6,23,156,7,0.0,0.04,0.04,0.0,0.04,0.05,0.01,0.06,0.05,0.06,standard,BRA,DF,25-245,1999.0,24.0,27,16,15,11,1,19,29,65.5,10,19,11,8,24,51,108,1,defense,BRA,DF,25-245,1999.0,24.0,0,15,3,20.0,0.62,0.12,0.0,0.0,9.9,0,0,0,1.3,1.3,0.09,-1.3,-1.3,shooting,BRA,DF,25-245,1999.0,24.0,1703,1876,90.8,33642,11540,502,537,93.5,1037,1095,94.7,147,215,68.4,1,0.3,0.9,0.7,7,170,5,2,156,passing,BRA,DF,25-245,1999.0,24.0,8,0,0,25,26,2,7,24,16,0,1,0,135,49,15,76.6,misc,BRA,DF,25-245,1999.0,24.0,2110,221,822,1198,105,32,2110,7,4,57.1,2,28.6,1361,6973,4412,23,24,0,17,8,1529,7,possession
FRA-Ligue 1,2024,Nice,Ali Abdi,TUN,"DF,MF",31-112,1993.0,20,13,1099,12.2,3,2,5,3,0,0,1,0,1.9,1.9,1.6,3.5,30,34,75,0.25,0.16,0.41,0.25,0.41,0.15,0.13,0.29,0.15,0.29,standard,TUN,"DF,MF",31-112,1993.0,12.2,34,21,13,12,9,24,38,63.2,14,18,4,14,15,49,30,0,defense,TUN,"DF,MF",31-112,1993.0,12.2,3,22,8,36.4,1.8,0.66,0.14,0.38,20.1,1,0,0,1.9,1.9,0.09,1.1,1.1,shooting,TUN,"DF,MF",31-112,1993.0,12.2,410,549,74.7,6420,2232,220,257,85.6,151,197,76.6,28,58,48.3,2,1.6,1.4,0.4,16,16,17,6,34,passing,TUN,"DF,MF",31-112,1993.0,12.2,1,0,0,17,11,3,39,15,21,0,0,0,54,18,11,62.1,misc,TUN,"DF,MF",31-112,1993.0,12.2,714,41,192,280,247,35,714,21,7,33.3,14,66.7,307,1432,743,30,11,8,24,10,393,75,possession
FRA-Ligue 1,2024,Rennes,Alidu Seidu,GHA,DF,24-311,2000.0,11,10,803,8.9,0,0,0,0,0,0,4,0,0.1,0.1,0.3,0.4,23,41,17,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.01,0.05,standard,GHA,DF,24-311,2000.0,8.9,22,18,14,6,2,12,15,80.0,3,13,6,7,14,36,17,0,defense,GHA,DF,24-311,2000.0,8.9,0,3,0,0.0,0.34,0.0,0.0,,19.9,0,0,0,0.1,0.1,0.04,-0.1,-0.1,shooting,GHA,DF,24-311,2000.0,8.9,426,518,82.2,7350,2223,189,206,91.7,195,227,85.9,34,63,54.0,0,0.3,0.4,-0.3,5,33,8,0,41,passing,GHA,DF,24-311,2000.0,8.9,4,0,0,10,28,1,4,14,18,0,0,0,67,9,11,45.0,misc,GHA,DF,24-311,2000.0,8.9,616,41,205,329,90,5,616,18,9,50.0,3,16.7,338,2129,1091,23,18,4,5,10,337,17,possession
FRA-Ligue 1,2024,Monaco,Almoatasem Al Musrati,LBY,MF,29-005,1996.0,8,3,313,3.5,0,1,1,0,0,0,0,0,0.3,0.3,0.3,0.6,1,35,5,0.0,0.29,0.29,0.0,0.29,0.09,0.09,0.18,0.09,0.18,standard,LBY,MF,29-005,1996.0,3.5,10,7,3,6,1,5,9,55.6,4,3,1,2,4,14,7,0,defense,LBY,MF,29-005,1996.0,3.5,0,7,1,14.3,2.01,0.29,0.0,0.0,16.9,0,0,0,0.3,0.3,0.04,-0.3,-0.3,shooting,LBY,MF,29-005,1996.0,3.5,228,259,88.0,4282,1366,98,104,94.2,89,97,91.8,34,48,70.8,1,0.3,0.3,0.7,4,35,2,0,35,passing,LBY,MF,29-005,1996.0,3.5,0,0,0,4,3,0,0,4,7,0,0,0,17,14,3,82.4,misc,LBY,MF,29-005,1996.0,3.5,295,5,45,186,65,6,295,2,0,0.0,2,100.0,178,682,362,1,5,0,3,1,210,5,possession
FRA-Ligue 1,2024,Le Havre,Alois Confais,FRA,MF,28-216,1996.0,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,FRA,MF,28-216,1996.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,defense,FRA,MF,28-216,1996.0,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,FRA,MF,28-216,1996.0,0.0,1,2,50.0,10,0,1,2,50.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,passing,FRA,MF,28-216,1996.0,0.0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,,misc,FRA,MF,28-216,1996.0,0.0,2,0,1,1,0,0,2,0,0,,0,,1,1,0,0,0,0,0,0,1,0,possession
