league,season,team,player,nation,pos,age,born,90s,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Succ%,Take-Ons Tkld,Take-Ons Tkld%,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,stat_type
FRA-Ligue 1,2024,Montpellier,Falaye Sacko,MLI,DF,29-345,1995.0,12.2,701,39,208,349,154,6,701,9,2,22.2,7,77.8,345,1662,814,17,11,3,9,1,394,31,possession
FRA-Ligue 1,2024,Montpellier,Gabriel Bares,SUI,"MF,DF",24-225,2000.0,0.6,49,3,10,32,8,2,49,2,1,50.0,1,50.0,27,136,31,1,0,0,0,1,33,0,possession
FRA-Ligue 1,2024,Montpellier,Issiaga Sylla,GUI,DF,31-100,1994.0,12.1,672,48,185,333,161,14,672,15,9,60.0,6,40.0,329,1963,1091,33,22,1,16,7,387,46,possession
FRA-Ligue 1,2024,Montpellier,Jordan Ferri,FRA,MF,33-030,1992.0,14.5,1000,24,215,601,193,10,1000,20,7,35.0,10,50.0,550,2531,1043,9,8,1,9,22,726,30,possession
FRA-Ligue 1,2024,Montpellier,Joris Chotard,FRA,MF,23-199,2001.0,16.7,825,71,250,453,126,5,825,14,7,50.0,7,50.0,386,1804,718,15,8,0,10,9,443,30,possession
FRA-Ligue 1,2024,Montpellier,Junior Ndiaye,FRA,FW,20-013,2005.0,1.2,38,1,4,18,16,7,38,1,0,0.0,1,100.0,20,83,28,1,0,2,5,2,26,7,possession
FRA-Ligue 1,2024,Montpellier,Khalil Fayad,FRA,"MF,FW",20-306,2004.0,7.8,483,19,109,288,92,9,483,18,8,44.4,10,55.6,239,1435,603,11,9,2,12,9,301,15,possession
FRA-Ligue 1,2024,Montpellier,Lucas Mincarelli,FRA,DF,21-096,2004.0,2.8,152,8,56,62,35,2,152,2,0,0.0,2,100.0,83,394,207,6,4,0,4,1,93,11,possession
FRA-Ligue 1,2024,Montpellier,Modibo Sagnan,MLI,DF,25-362,1999.0,21.7,1111,168,567,503,50,17,1111,19,12,63.2,6,31.6,592,3270,1720,13,10,0,7,8,668,2,possession
FRA-Ligue 1,2024,Montpellier,Musa Al-Taamari,JOR,"FW,MF",27-305,1997.0,12.4,470,1,34,191,259,55,470,71,23,32.4,40,56.3,316,2627,1260,55,29,25,48,20,342,76,possession
FRA-Ligue 1,2024,Montpellier,Nicolas Pays,FRA,"FW,MF",21-247,2003.0,3.1,163,2,16,54,99,14,163,16,5,31.3,10,62.5,109,868,383,13,14,3,7,6,124,37,possession
FRA-Ligue 1,2024,Montpellier,Nikola Maksimović,SRB,DF,33-137,1991.0,6.5,378,57,244,125,10,4,378,2,2,100.0,0,0.0,214,916,474,1,0,0,6,1,252,0,possession
FRA-Ligue 1,2024,Montpellier,Othmane Maamma,MAR,"FW,MF",19-187,2005.0,3.0,148,3,17,57,77,13,148,30,7,23.3,23,76.7,94,758,247,7,10,3,17,10,109,23,possession
FRA-Ligue 1,2024,Montpellier,Rabby Nzingoula,CGO,MF,19-137,2005.0,14.2,610,30,185,297,147,20,610,41,16,39.0,20,48.8,316,1746,751,17,22,5,22,13,338,33,possession
FRA-Ligue 1,2024,Montpellier,Simon Cara,FRA,"MF,FW",19-315,2005.0,0.1,7,0,0,2,5,1,7,1,0,0.0,1,100.0,5,17,5,0,0,0,0,0,5,1,possession
FRA-Ligue 1,2024,Montpellier,Stefan Džodić,SRB,"DF,MF",20-027,2005.0,2.1,151,18,77,70,4,2,151,0,0,,0,,93,519,308,2,1,0,0,0,106,0,possession
FRA-Ligue 1,2024,Montpellier,Tanguy Coulibaly,FRA,"FW,MF",24-052,2001.0,9.8,373,5,48,143,192,48,373,35,22,62.9,9,25.7,217,1782,921,38,18,17,37,17,243,70,possession
FRA-Ligue 1,2024,Montpellier,Théo Chennahi,FRA,"MF,DF",20-064,2005.0,0.1,5,0,2,2,1,0,5,0,0,,0,,2,7,5,0,0,0,0,0,2,0,possession
FRA-Ligue 1,2024,Montpellier,Théo Sainte-Luce,FRA,DF,26-173,1998.0,7.2,296,27,90,130,78,12,296,13,9,69.2,4,30.8,122,630,348,11,6,3,11,5,137,22,possession
FRA-Ligue 1,2024,Montpellier,Téji Savanier,FRA,MF,33-110,1991.0,23.9,1647,22,181,948,530,33,1645,63,24,38.1,34,54.0,849,4116,1831,25,35,4,42,29,1050,102,possession
FRA-Ligue 1,2024,Montpellier,Wahbi Khazri,TUN,"FW,MF",34-062,1991.0,11.3,464,14,62,203,207,33,464,20,5,25.0,13,65.0,247,1447,663,23,13,9,21,25,295,50,possession
FRA-Ligue 1,2024,Montpellier,Wilfried Ndollo,CMR,DF,19-272,2005.0,0.5,22,1,4,15,3,0,22,0,0,,0,,14,49,25,1,0,0,1,0,13,2,possession
FRA-Ligue 1,2024,Montpellier,Yael Mouanga,FRA,DF,19-262,2005.0,5.7,275,39,139,130,7,2,275,4,4,100.0,0,0.0,150,783,369,1,0,0,2,1,165,2,possession
FRA-Ligue 1,2024,Montpellier,Yanis Issoufou,FRA,"MF,FW",18-165,2006.0,0.9,28,2,6,11,11,3,28,2,1,50.0,1,50.0,16,106,67,3,1,0,1,0,14,2,possession
FRA-Ligue 1,2024,Nantes,Alban Lafont,FRA,GK,26-078,1999.0,12.0,408,334,401,7,0,0,408,0,0,,0,,228,1065,545,0,0,0,0,0,212,0,possession
FRA-Ligue 1,2024,Nantes,Anthony Lopes,POR,GK,34-192,1990.0,13.0,462,386,457,5,0,0,462,0,0,,0,,247,1432,922,0,0,0,1,0,207,0,possession
FRA-Ligue 1,2024,Nantes,Bahereba Guirassy,FRA,"FW,MF",18-225,2006.0,3.5,176,5,29,70,80,15,176,25,9,36.0,15,60.0,101,646,312,13,12,4,9,12,105,32,possession
FRA-Ligue 1,2024,Nantes,Dehmaine Assoumani,FRA,"MF,FW",19-359,2005.0,0.9,69,2,12,35,23,6,69,4,3,75.0,1,25.0,42,269,147,4,2,1,6,3,41,14,possession
FRA-Ligue 1,2024,Nantes,Douglas,BRA,MF,28-088,1997.0,21.1,1204,54,307,704,198,39,1204,15,9,60.0,6,40.0,581,2621,1222,10,9,0,15,12,760,29,possession
FRA-Ligue 1,2024,Nantes,Fabien Centonze,FRA,DF,29-085,1996.0,0.9,69,8,17,19,33,1,69,1,0,0.0,1,100.0,30,178,94,3,3,0,1,0,34,13,possession
FRA-Ligue 1,2024,Nantes,Florent Mollet,FRA,"MF,FW",33-143,1991.0,2.7,125,5,19,64,42,5,125,3,2,66.7,1,33.3,85,406,164,3,3,0,2,1,84,12,possession
FRA-Ligue 1,2024,Nantes,Francis Coquelin,FRA,"MF,FW",33-333,1991.0,0.7,33,3,7,21,5,2,33,0,0,,0,,18,47,18,0,0,0,2,0,16,1,possession
FRA-Ligue 1,2024,Nantes,Ignatius Ganago,CMR,"FW,MF",26-054,1999.0,2.7,112,3,16,48,49,15,112,11,5,45.5,5,45.5,73,413,153,5,5,4,8,3,84,26,possession
FRA-Ligue 1,2024,Nantes,Jean-Charles Castelletto,CMR,"DF,MF",30-075,1995.0,23.1,1301,150,581,660,63,13,1301,1,1,100.0,0,0.0,721,3155,1559,14,9,1,15,3,839,8,possession
FRA-Ligue 1,2024,Nantes,Jean-Kevin Duverne,HAI,DF,27-273,1997.0,6.0,378,28,132,185,61,3,378,5,2,40.0,1,20.0,161,670,327,6,8,1,6,3,198,8,possession
FRA-Ligue 1,2024,Nantes,Jean-Philippe Gbamin,CIV,MF,29-198,1995.0,2.4,143,4,26,97,21,4,143,2,1,50.0,1,50.0,83,287,124,2,2,0,5,1,90,1,possession
FRA-Ligue 1,2024,Nantes,Johann Lepenant,FRA,MF,22-171,2002.0,19.6,837,23,139,461,242,30,837,33,17,51.5,14,42.4,425,2014,866,23,21,3,36,20,497,53,possession
FRA-Ligue 1,2024,Nantes,Kelvin Amian,FRA,DF,27-062,1998.0,19.4,881,66,284,390,216,14,881,16,9,56.3,7,43.8,401,1839,883,26,25,1,12,10,456,59,possession
FRA-Ligue 1,2024,Nantes,Louis Leroux,FRA,"MF,DF",19-078,2006.0,5.8,243,12,63,136,54,9,243,12,4,33.3,7,58.3,119,686,308,5,8,3,8,4,115,7,possession
FRA-Ligue 1,2024,Nantes,Marcus Coco,FRA,DF,28-291,1996.0,10.3,596,46,196,286,118,4,596,10,3,30.0,7,70.0,289,1309,575,12,9,1,11,6,336,39,possession
FRA-Ligue 1,2024,Nantes,Matthis Abline,FRA,FW,22-014,2003.0,25.0,717,28,65,307,360,118,716,77,31,40.3,43,55.8,486,3043,1466,58,33,34,80,53,560,137,possession
FRA-Ligue 1,2024,Nantes,Meschak Elia,COD,FW,27-248,1997.0,1.7,88,1,18,35,37,7,88,11,2,18.2,9,81.8,55,387,176,8,3,1,7,2,55,17,possession
FRA-Ligue 1,2024,Nantes,Moses Simon,NGA,"FW,MF",29-273,1995.0,23.3,920,10,88,308,547,108,917,120,56,46.7,59,49.2,590,5207,2744,122,65,50,53,44,628,188,possession
FRA-Ligue 1,2024,Nantes,Mostafa Mohamed,EGY,FW,27-134,1997.0,11.1,376,27,55,153,177,64,376,25,11,44.0,14,56.0,208,881,385,9,13,2,42,19,233,45,possession
FRA-Ligue 1,2024,Nantes,Nathan Zeze,FRA,DF,19-297,2005.0,11.6,741,121,380,355,11,4,741,3,2,66.7,1,33.3,427,2077,1140,2,2,0,6,0,459,0,possession
FRA-Ligue 1,2024,Nantes,Nicolas Cozza,FRA,"DF,MF",26-093,1999.0,19.5,899,69,327,369,210,27,899,17,5,29.4,11,64.7,342,1651,783,21,6,1,29,6,391,43,possession
FRA-Ligue 1,2024,Nantes,Nicolas Pallois,FRA,DF,37-204,1987.0,19.2,1012,173,568,410,40,2,1012,6,2,33.3,4,66.7,462,2133,932,5,2,1,7,2,505,5,possession
FRA-Ligue 1,2024,Nantes,Patrik Carlgren,SWE,GK,33-093,1992.0,3.0,98,89,98,0,0,0,98,0,0,,0,,56,333,232,0,0,0,0,0,39,0,possession
FRA-Ligue 1,2024,Nantes,Pedro Chirivella,ESP,MF,27-323,1997.0,21.3,1381,46,292,913,188,3,1381,5,2,40.0,3,60.0,749,3158,1397,6,9,1,11,7,980,19,possession
FRA-Ligue 1,2024,Nantes,Plamedi Nsingi,,MF,24-115,2000.0,0.2,8,0,4,3,1,1,8,0,0,,0,,4,10,1,0,0,0,0,0,5,0,possession
FRA-Ligue 1,2024,Nantes,Saidou Sow,GUI,DF,22-281,2002.0,8.9,511,111,306,196,10,6,511,6,4,66.7,2,33.3,288,1336,703,2,1,0,2,2,314,0,possession
FRA-Ligue 1,2024,Nantes,Sorba Thomas,WAL,"FW,MF",25-232,1999.0,12.5,569,22,95,229,258,19,569,21,8,38.1,12,57.1,324,1875,942,36,23,6,25,22,366,86,possession
FRA-Ligue 1,2024,Nantes,Sékou Doucoure,FRA,DF,19-350,2005.0,0.1,8,3,4,4,0,0,8,0,0,,0,,5,13,4,0,0,0,0,0,5,0,possession
FRA-Ligue 1,2024,Nantes,Tino Kadewere,ZIM,"MF,FW",29-096,1996.0,5.3,211,5,37,100,79,19,211,14,3,21.4,11,78.6,116,522,212,4,4,1,10,7,139,25,possession
FRA-Ligue 1,2024,Nice,Ali Abdi,TUN,"DF,MF",31-112,1993.0,12.2,714,41,192,280,247,35,714,21,7,33.3,14,66.7,307,1432,743,30,11,8,24,10,393,75,possession
FRA-Ligue 1,2024,Nice,Amidou Doumbouya,FRA,DF,17-249,2007.0,0.5,31,2,13,13,5,0,31,1,1,100.0,0,0.0,17,87,36,1,0,0,0,1,19,0,possession
FRA-Ligue 1,2024,Nice,Antoine Mendy,SEN,DF,20-319,2004.0,6.1,407,32,155,217,40,7,407,12,5,41.7,5,41.7,183,925,497,9,3,0,8,3,229,12,possession
FRA-Ligue 1,2024,Nice,Badredine Bouanani,ALG,"MF,FW",20-124,2004.0,7.9,389,3,34,150,210,25,389,23,9,39.1,12,52.2,231,1575,867,32,22,9,16,13,289,56,possession
FRA-Ligue 1,2024,Nice,Baptiste Santamaria,FRA,MF,30-033,1995.0,8.3,495,22,121,307,74,11,495,9,7,77.8,2,22.2,222,909,488,6,6,0,10,6,332,10,possession
FRA-Ligue 1,2024,Nice,Bernard Nguene,CMR,FW,18-250,2006.0,0.1,5,0,0,3,2,0,5,1,0,0.0,1,100.0,4,11,5,0,0,0,1,0,5,1,possession
FRA-Ligue 1,2024,Nice,Bilal Brahimi,ALG,MF,25-028,2000.0,0.8,49,2,7,23,19,0,49,2,0,0.0,2,100.0,29,202,112,3,3,0,0,3,35,10,possession
FRA-Ligue 1,2024,Nice,Dante,BRA,DF,41-175,1983.0,19.2,1470,146,717,691,69,17,1470,15,6,40.0,7,46.7,816,3770,2210,17,8,1,14,5,1011,7,possession
FRA-Ligue 1,2024,Nice,Evann Guessand,CIV,"FW,MF",23-284,2001.0,26.0,844,17,90,383,397,119,844,93,43,46.2,44,47.3,525,3563,2068,79,43,27,68,60,625,151,possession
FRA-Ligue 1,2024,Nice,Gaëtan Laborde,FRA,FW,30-343,1994.0,15.1,564,22,61,257,256,103,560,29,13,44.8,15,51.7,272,1212,678,25,13,10,35,15,383,109,possession
FRA-Ligue 1,2024,Nice,Hicham Boudaoui,ALG,MF,25-200,1999.0,21.3,1198,54,255,679,290,40,1198,53,18,34.0,29,54.7,600,3472,1809,44,41,7,29,21,765,52,possession
FRA-Ligue 1,2024,Nice,Issiaga Camara,GUI,MF,20-068,2005.0,0.2,23,0,4,19,2,0,23,1,0,0.0,1,100.0,11,63,28,1,0,0,1,0,13,1,possession
FRA-Ligue 1,2024,Nice,Jeremie Boga,CIV,"MF,FW",28-098,1997.0,9.6,430,5,58,178,202,43,430,57,22,38.6,28,49.1,262,2296,1424,50,28,17,16,15,326,65,possession
FRA-Ligue 1,2024,Nice,Jonathan Clauss,FRA,"DF,MF",32-198,1992.0,19.7,1289,66,310,495,497,48,1289,20,9,45.0,10,50.0,530,2484,1436,39,19,9,28,6,677,124,possession
FRA-Ligue 1,2024,Nice,Jordan Lotomba,SUI,"MF,DF",26-194,1998.0,0.4,24,2,3,15,6,0,24,3,1,33.3,2,66.7,19,144,110,4,0,0,0,1,17,2,possession
FRA-Ligue 1,2024,Nice,Marcin Bułka,POL,GK,25-189,1999.0,28.0,1005,802,996,9,1,1,1005,1,0,0.0,1,100.0,596,2857,1833,0,0,0,2,0,522,0,possession
FRA-Ligue 1,2024,Nice,Melvin Bard,FRA,"DF,MF",24-156,2000.0,15.5,988,53,350,444,211,26,988,32,14,43.8,18,56.3,474,2663,1446,31,20,8,22,10,566,66,possession
FRA-Ligue 1,2024,Nice,Mohamed Abdelmoneim,EGY,DF,26-069,1999.0,7.8,522,60,223,264,37,2,522,4,1,25.0,2,50.0,260,1028,566,3,2,0,2,3,310,3,possession
FRA-Ligue 1,2024,Nice,Mohamed Ali Cho,FRA,"FW,MF",21-082,2004.0,17.5,681,9,72,288,338,71,681,67,20,29.9,39,58.2,435,3072,1791,78,37,30,65,26,516,123,possession
FRA-Ligue 1,2024,Nice,Morgan Sanson,FRA,MF,30-236,1994.0,0.3,28,0,2,16,10,1,28,1,0,0.0,1,100.0,15,72,50,2,1,0,2,0,19,2,possession
FRA-Ligue 1,2024,Nice,Moïse Bombito,CAN,DF,25-012,2000.0,20.7,1424,184,661,715,58,9,1424,15,11,73.3,3,20.0,741,3823,2191,24,10,1,14,3,937,9,possession
FRA-Ligue 1,2024,Nice,Pablo Rosario,NED,"MF,DF",28-094,1997.0,16.0,773,63,205,464,111,18,772,14,7,50.0,7,50.0,380,1830,1023,11,10,2,15,14,539,18,possession
FRA-Ligue 1,2024,Nice,Rareş Ilie,ROU,MF,21-357,2003.0,0.1,13,0,2,1,10,3,13,4,3,75.0,1,25.0,6,64,48,2,1,1,0,0,8,1,possession
FRA-Ligue 1,2024,Nice,Sofiane Diop,FRA,"MF,FW",24-306,2000.0,10.6,656,16,89,324,252,32,656,28,10,35.7,17,60.7,353,1791,825,21,16,3,18,16,460,59,possession
FRA-Ligue 1,2024,Nice,Tanguy Ndombele,FRA,MF,28-104,1996.0,12.6,611,17,100,398,120,25,611,47,25,53.2,19,40.4,366,1783,923,22,8,6,28,21,436,36,possession
FRA-Ligue 1,2024,Nice,Terem Moffi,NGA,FW,25-321,1999.0,0.3,9,0,0,1,8,2,9,0,0,,0,,4,21,0,0,0,0,0,0,8,3,possession
FRA-Ligue 1,2024,Nice,Tom Louchet,FRA,"DF,MF",21-342,2003.0,8.0,539,22,155,222,166,23,539,12,4,33.3,7,58.3,221,1024,570,17,8,3,11,7,293,36,possession
FRA-Ligue 1,2024,Nice,Victor Orakpo,NGA,FW,18-301,2006.0,0.4,21,0,2,10,9,3,21,2,2,100.0,0,0.0,14,83,57,2,1,1,1,0,18,4,possession
FRA-Ligue 1,2024,Nice,Yael Nandjou,FRA,DF,19-279,2005.0,1.7,89,10,32,35,23,6,89,1,1,100.0,0,0.0,27,82,52,2,0,1,1,0,40,9,possession
FRA-Ligue 1,2024,Nice,Youssouf Ndayishimiye,BDI,DF,26-166,1998.0,18.5,1333,150,568,709,71,6,1333,8,6,75.0,2,25.0,729,3420,1996,14,10,0,11,6,866,9,possession
FRA-Ligue 1,2024,Nice,Youssoufa Moukoko,GER,"FW,MF",20-142,2004.0,2.3,75,0,9,30,37,14,75,7,2,28.6,5,71.4,43,202,80,2,1,1,3,4,46,12,possession
FRA-Ligue 1,2024,Paris S-G,Achraf Hakimi,MAR,DF,26-158,1998.0,20.3,2122,38,395,877,863,73,2122,46,23,50.0,19,41.3,1237,5546,3308,91,54,19,33,15,1626,238,possession
FRA-Ligue 1,2024,Paris S-G,Bradley Barcola,FRA,FW,22-221,2002.0,20.4,1045,10,71,321,663,183,1045,119,31,26.1,79,66.4,693,4909,2953,115,52,81,56,17,828,303,possession
FRA-Ligue 1,2024,Paris S-G,Désiré Doué,FRA,"FW,MF",19-312,2005.0,15.9,1168,3,117,527,543,103,1168,105,47,44.8,48,45.7,724,4612,2532,84,43,43,46,31,943,179,possession
FRA-Ligue 1,2024,Paris S-G,Fabián Ruiz Peña,ESP,MF,29-008,1996.0,18.5,1574,46,235,920,430,50,1574,17,12,70.6,5,29.4,912,4606,2372,40,35,7,23,16,1239,72,possession
FRA-Ligue 1,2024,Paris S-G,Gianluigi Donnarumma,ITA,GK,26-045,1999.0,20.2,611,511,600,11,0,0,611,0,0,,0,,318,1479,939,0,0,0,0,0,334,0,possession
FRA-Ligue 1,2024,Paris S-G,Gonçalo Ramos,POR,FW,23-295,2001.0,8.1,244,5,22,66,157,73,243,9,1,11.1,7,77.8,94,413,174,6,4,4,8,8,190,45,possession
FRA-Ligue 1,2024,Paris S-G,Ibrahim Mbaye,FRA,"FW,MF",17-077,2008.0,1.1,66,1,5,29,33,6,66,6,0,0.0,6,100.0,52,279,108,4,5,2,4,5,55,19,possession
FRA-Ligue 1,2024,Paris S-G,João Neves,POR,"MF,DF",20-196,2004.0,17.3,1587,38,275,926,400,47,1587,28,15,53.6,10,35.7,873,4288,1938,29,41,3,20,15,1203,60,possession
FRA-Ligue 1,2024,Paris S-G,Khvicha Kvaratskhelia,GEO,FW,24-058,2001.0,7.2,471,4,25,186,268,46,471,38,16,42.1,19,50.0,304,1979,990,30,24,19,11,19,381,87,possession
FRA-Ligue 1,2024,Paris S-G,Lee Kang-in,KOR,"FW,MF",24-051,2001.0,15.5,1199,10,84,492,631,60,1199,47,25,53.2,19,40.4,760,3847,1817,46,36,17,17,20,978,118,possession
FRA-Ligue 1,2024,Paris S-G,Lucas Beraldo,BRA,DF,21-138,2003.0,17.9,1814,173,673,1082,65,11,1814,0,0,,0,,1075,4426,2706,8,12,0,9,2,1442,0,possession
FRA-Ligue 1,2024,Paris S-G,Lucas Hernández,FRA,DF,29-056,1996.0,7.2,719,51,220,448,52,1,719,2,1,50.0,0,0.0,341,1424,804,6,10,0,5,1,515,4,possession
FRA-Ligue 1,2024,Paris S-G,Marco Asensio,ESP,"FW,MF",29-080,1996.0,6.9,377,2,20,180,182,40,377,8,4,50.0,3,37.5,260,1292,596,19,13,9,3,5,324,49,possession
FRA-Ligue 1,2024,Paris S-G,Marquinhos,BRA,DF,30-332,1994.0,16.6,1745,158,562,1092,96,8,1745,4,3,75.0,1,25.0,1172,5701,3809,22,25,0,3,1,1396,3,possession
FRA-Ligue 1,2024,Paris S-G,Matvei Safonov,RUS,GK,26-045,1999.0,7.8,268,220,262,6,0,0,268,0,0,,0,,165,768,446,0,0,0,0,0,144,0,possession
FRA-Ligue 1,2024,Paris S-G,Milan Škriniar,SVK,DF,30-059,1995.0,4.2,417,51,200,213,5,3,417,3,0,0.0,3,100.0,244,1111,603,3,0,0,2,0,309,0,possession
FRA-Ligue 1,2024,Paris S-G,Nuno Mendes,POR,DF,22-296,2002.0,15.6,1401,47,332,723,362,37,1401,46,26,56.5,19,41.3,804,4000,2655,47,37,10,25,18,991,87,possession
FRA-Ligue 1,2024,Paris S-G,Ousmane Dembélé,FRA,FW,27-331,1997.0,17.0,1164,2,44,429,701,144,1163,90,40,44.4,48,53.3,767,5483,3169,119,74,60,36,27,982,222,possession
FRA-Ligue 1,2024,Paris S-G,Presnel Kimpembe,FRA,DF,29-241,1995.0,0.1,14,4,11,3,0,0,14,0,0,,0,,6,50,39,0,0,0,0,0,7,0,possession
FRA-Ligue 1,2024,Paris S-G,Randal Kolo Muani,FRA,FW,26-127,1998.0,4.0,132,5,9,41,83,31,131,14,7,50.0,7,50.0,78,370,149,8,4,5,11,10,104,35,possession
FRA-Ligue 1,2024,Paris S-G,Senny Mayulu,FRA,MF,18-329,2006.0,5.3,337,8,45,140,153,28,337,21,10,47.6,10,47.6,181,844,391,18,7,5,13,16,255,40,possession
FRA-Ligue 1,2024,Paris S-G,Vitinha,POR,MF,25-057,2000.0,19.4,2127,46,297,1326,517,27,2125,37,25,67.6,9,24.3,1447,7196,3247,44,45,8,28,18,1786,50,possession
FRA-Ligue 1,2024,Paris S-G,Warren Zaïre-Emery,FRA,"MF,DF",19-034,2006.0,18.4,1531,40,265,839,436,27,1531,34,18,52.9,16,47.1,936,4915,2475,37,47,6,26,20,1191,79,possession
FRA-Ligue 1,2024,Paris S-G,Willian Pacho,ECU,DF,23-177,2001.0,21.4,2009,231,852,1126,38,6,2009,5,0,0.0,4,80.0,1247,5273,2214,3,3,0,15,3,1536,1,possession
FRA-Ligue 1,2024,Paris S-G,Yoram Zague,FRA,DF,18-331,2006.0,1.8,176,2,40,111,25,5,176,1,1,100.0,0,0.0,128,554,292,4,1,1,0,0,138,13,possession
FRA-Ligue 1,2024,Reims,Abdoul Koné,FRA,DF,19-354,2005.0,1.3,79,10,36,36,7,0,79,2,1,50.0,1,50.0,35,134,23,0,0,0,5,1,38,0,possession
FRA-Ligue 1,2024,Reims,Amadou Koné,MLI,MF,19-332,2005.0,9.7,555,43,169,319,78,3,555,19,12,63.2,5,26.3,337,2148,1031,15,10,0,13,9,371,8,possession
FRA-Ligue 1,2024,Reims,Amine Salama,FRA,FW,24-267,2000.0,4.1,132,1,9,56,73,22,132,17,7,41.2,10,58.8,81,639,252,12,9,5,18,9,96,28,possession
FRA-Ligue 1,2024,Reims,Ange Martial Tia,MLI,MF,18-142,2006.0,0.0,5,0,0,2,3,0,5,0,0,,0,,2,1,1,0,0,0,0,0,4,0,possession
FRA-Ligue 1,2024,Reims,Aurélio Buta,POR,DF,28-060,1997.0,17.6,1000,56,288,463,257,10,1000,18,8,44.4,9,50.0,456,2077,967,19,18,2,22,5,565,51,possession
FRA-Ligue 1,2024,Reims,Cédric Kipré,CIV,DF,28-123,1996.0,19.8,1262,200,690,534,49,16,1262,7,7,100.0,0,0.0,710,4073,2181,11,11,0,10,3,829,2,possession
FRA-Ligue 1,2024,Reims,Eloge Zabi,CIV,"DF,MF",18-199,2006.0,0.2,14,1,5,9,1,0,14,0,0,,0,,9,66,34,1,1,0,0,0,10,1,possession
FRA-Ligue 1,2024,Reims,Emmanuel Agbadou,CIV,DF,27-298,1997.0,14.0,1080,178,565,474,45,4,1080,12,9,75.0,3,25.0,621,3413,1974,10,9,0,9,6,701,0,possession
FRA-Ligue 1,2024,Reims,Gabriel Moscardo,BRA,MF,19-195,2005.0,0.4,21,0,8,9,4,0,21,0,0,,0,,8,29,16,0,0,0,1,1,13,0,possession
FRA-Ligue 1,2024,Reims,Hafiz Ibrahim,NGA,FW,19-112,2005.0,2.5,51,4,10,20,24,9,51,6,3,50.0,2,33.3,27,184,80,4,2,2,8,5,31,10,possession
FRA-Ligue 1,2024,Reims,Hiroki Sekine,JPN,DF,22-243,2002.0,5.5,337,29,116,126,99,8,337,9,5,55.6,2,22.2,165,735,416,14,12,2,10,7,194,32,possession
FRA-Ligue 1,2024,Reims,Ike Orazi,IRL,MF,17-304,2007.0,0.0,2,0,0,0,2,0,2,1,0,0.0,1,100.0,2,21,19,1,1,0,0,0,2,1,possession
FRA-Ligue 1,2024,Reims,John Joe,IRL,MF,21-169,2003.0,5.1,231,9,73,111,55,4,231,10,4,40.0,5,50.0,112,665,353,6,6,1,5,5,134,7,possession
FRA-Ligue 1,2024,Reims,Jordan Pefok,USA,FW,28-350,1996.0,0.1,2,0,0,1,1,1,2,0,0,,0,,1,1,0,0,0,0,0,0,2,0,possession
FRA-Ligue 1,2024,Reims,Joseph Okumu,KEN,DF,27-320,1997.0,15.9,1160,157,560,547,66,12,1160,17,13,76.5,2,11.8,612,3642,2306,17,16,0,12,1,713,1,possession
FRA-Ligue 1,2024,Reims,Junya Ito,JPN,FW,32-033,1993.0,26.4,1377,13,186,488,733,77,1377,93,40,43.0,47,50.5,745,5043,2719,93,66,23,74,31,935,238,possession
FRA-Ligue 1,2024,Reims,Keito Nakamura,JPN,FW,24-257,2000.0,24.6,886,20,149,305,443,105,886,59,21,35.6,36,61.0,527,3398,1809,70,37,27,56,35,609,157,possession
FRA-Ligue 1,2024,Reims,Malcolm Jeng,SWE,DF,20-033,2005.0,0.5,26,3,18,6,2,0,26,0,0,,0,,11,32,14,0,0,0,0,0,17,0,possession
FRA-Ligue 1,2024,Reims,Mamadou Diakhon,FRA,"FW,MF",19-201,2005.0,8.0,323,8,38,121,176,40,323,54,24,44.4,26,48.1,241,2512,1217,50,28,29,26,9,253,69,possession
FRA-Ligue 1,2024,Reims,Marshall Munetsi,ZIM,MF,28-293,1996.0,18.8,594,40,139,271,187,60,594,12,6,50.0,6,50.0,206,666,247,8,7,2,26,5,294,48,possession
FRA-Ligue 1,2024,Reims,Martin Adeline,FRA,MF,21-130,2003.0,0.3,14,2,8,4,2,1,14,0,0,,0,,6,35,9,1,0,1,0,0,9,1,possession
FRA-Ligue 1,2024,Reims,Mohamed Bamba,CIV,MF,20-185,2004.0,0.1,22,1,8,12,2,0,22,0,0,,0,,14,38,18,0,1,0,0,0,17,0,possession
FRA-Ligue 1,2024,Reims,Mohammed Daramy,DEN,FW,23-094,2002.0,0.2,8,1,1,4,3,3,8,0,0,,0,,5,59,45,3,0,3,2,1,7,2,possession
FRA-Ligue 1,2024,Reims,Mory Gbane,CIV,"DF,MF",24-107,2000.0,7.5,377,57,189,170,22,2,377,4,4,100.0,0,0.0,198,1154,587,1,4,0,3,3,233,4,possession
FRA-Ligue 1,2024,Reims,Nhoa Sangui,FRA,"DF,MF",19-043,2006.0,10.5,584,22,181,276,133,8,584,12,7,58.3,5,41.7,296,1479,746,12,11,2,14,14,366,44,possession
